PAHs	PM10	O3	warning	NOx	latitude	PRES	longitude	TEMP	C2H3NO5	CFCs	H2CO	PM2.5	Pb	SO2	CH4	NH3	CO
8.56445	6.47017	8.61821	1.00000	4.92089	10.12268	1056.85893	77.54372	33.64705	2.44088	73.41551	49.16359	7.21471	24.30459	5.57973	7.22370	4.19206	4.77191
6.21383	7.94244	8.57529	0.00000	6.47415	33.45122	1130.89774	-86.99666	22.48897	4.01880	46.07055	41.76884	7.25411	68.01117	10.39963	6.38547	6.46073	7.17964
4.84955	9.47805	6.19634	0.00000	5.91837	-2.68333	1168.94601	33	2.75016	12.07129	55.63560	23.94253	6.46473	60.25877	9.66575	4.77816	11.40265	6.71106
10.20464	6.34273	8.72008	1.00000	6.22336	9.15093	1173.57993	-79.62098	15.92688	1.98206	76.62910	69.26536	10.70349	17.15526	6.96441	6.59680	7.11616	7.22832
8.38382	7.39662	8.65655	0.00000	9.79838	9.15093	1099.54738	-79.62098	14.26123	3.10965	44.36530	27.33099	8.48209	46.69173	9.81644	8.50403	7.49473	4.50308
6.43702	7.70207	6.88559	1.00000	8.58280	37.35813	1064.23460	-6.03731	19.69367	2.87598	21.35502	60.86471	9.27436	53.77103	7.52419	9.12029	5.95110	7.79768
6.14452	9.50556	7.22813	1.00000	8.00593	16.68911	1171.24646	98.50893	28.29688	12.96298	68.16930	55.05299	7.86100	84.98877	4.71961	8.63366	4.92905	9.32606
	8.45104	7.08615	0.00000	5.94325	25.13915	1189.26053	73.06784	27.75628	5.41244	66.75728	57.75837	9.10871	67.46800	10.42078	7.29323	5.43970	7.59527
5.48821	7.06930	6.67357	1.00000	6.76362	45.99194	1164.57177	29.41824	16.90459	2.60815	57.81805	39.48747	7.95458	30.90871	7.17158	10.72637	5.72916	8.67103
7.82913	7.48895	8.01465	1.00000	8.70599	36.53333	1158.78182	136.61667	15.70857	3.08193	47.50007	33.93779	6.50258	47.03812	6.07052	8.07397	7.55297	7.72349
4.83815	8.23782	8.46913	1.00000	9.19121	-27.76952	1131.78985	30.79165	10.23963	5.03096	23.43111	43.70281	8.64093	55.09922	6.14170	9.98517	5.94499	7.80286
8.73193	7.00880	7.05518	0.00000	9.79950	3.3285	1084.68241	99.1625	17.16233	2.61254	40.71670	51.72623	8.41112	68.13850	9.44498	5.89777	9.25314	5.38041
6.24221	8.33129	7.57425	1.00000	7.24201	9.15093	1057.31224	-79.62098		4.85888	58.89715	19.63038	6.54574	58.73971	6.63117	10.17544	5.36512	8.10624
7.21707	8.71630	9.23248	1.00000	9.91849	23.9028	1193.99276	89.11943	19.56723	6.72342	41.15883	45.99943	7.04677	51.99510	3.90459	7.46537	6.54127	9.34868
7.28053	6.38473	8.03381	1.00000	7.05248	26.9423	1062.72559	68.11759	6.43463	1.44579	66.73745	34.29830	7.82581	57.43343	7.13945	11.22777	6.43789	6.39063
13.43827	8.71307	7.50978	1.00000	2.82426	32.50611	1141.20944	120.14278	16.26598	5.82580	70.53655	36.48546	5.39242	50.13132	6.90234	3.55894	6.11208	4.73453
7.35214	7.80699	6.87182	1.00000	5.84022	40.68066	1196.99704	-73.47429	20.34114	2.52186	13.35453	50.53525	8.25795	38.00195	7.62979	5.43493	4.86634	6.29265
8.24361	8.11467	8.24082	1.00000	7.14342	39.00622	1142.60269	-77.4286	3.82621	3.77524	57.23495	67.15986	6.20140	58.95472	6.64110	6.32188	10.64007	7.33728
6.19514	5.60337	8.87284	0.00000	8.21858	4.94273	1160.96876	15.87735	16.07592	1.62847	37.51805	52.13211	6.48833	47.49007	9.83387	6.24020	9.07363	6.57233
7.91793	5.31536	6.95357	1.00000	8.21068	45.35	1104.38750	126.28333	7.40533	1.32298	49.74062	42.56967	8.49663	25.80177	6.17493	5.40286	7.50654	6.32918
7.88559	7.78226	7.23335	1.00000	4.57884	51.21667	1078.40684	6.26667	8.64908	2.61537	48.22348	37.08292	8.72537	47.31875	5.62523	3.88967	3.73843	4.70049
7.09679	6.75736	8.79221	0.00000	7.84022	-5.85746	1176.46601	144.23058	23.43991	2.26605	46.71200	38.76659	7.58931	56.73774	10.47030	6.44957	5.75271	8.30744
6.84094	8.62191	8.41488	1.00000	10.69334	-10.95817	1117.33979	-38.79084	9.50840	6.19416	36.21012	21.01334	6.73003	52.56363	4.58634	10.10101	9.18598	6.65444
8.46760	6.51498	7.18356	1.00000	4.73915	44.35056	1078.69768	142.45778	34.00271	1.60010	29.33000	49.95333	7.65096	42.71865	7.12946	5.59127	4.64006	5.74717
6.80605	8.17433	8.30751	1.00000	5.86216	1.6	1094.40659	103.81667	27.31750	3.98136	35.74974	30.72724	7.35884	62.64792	8.27509	5.39934	7.54544	4.73886
6.60204	7.64487	8.29775	0.00000	11.12205	60.18427	1127.22297	24.95034	15.58278	2.51810	69.20794	59.07275	8.39664	80.13477	11.34688	8.68459	9.18850	7.43642
4.36446	8.04144	8.75662	1.00000	8.73755	-27.76952	1149.74940	30.79165	10.98110	4.28255	70.22740	46.14525	8.21938	31.72287	4.16941	8.81409	5.61869	11.13804
7.14454	6.68866	6.89818	0.00000	7.76732	-7.73379	1115.92995	113.69785	0.12034	1.72524	66.10486	34.75263	8.34810	48.44578	10.09495	3.16562	10.08827	6.42501
6.05977	6.75322	7.58763	0.00000	7.12308	59.33333	1098.65125	18.28333	13.43349	1.94349	52.83735	36.31037	7.68373	51.83308	10.73382	6.05575	5.38326	7.63351
11.31750	8.51989	8.19690	1.00000	7.60859	36	1149.19139	139.55722	16.34127	6.81612	57.06818	72.37401	6.41659	29.92070	5.30772	8.98064	8.66598	8.11554
7.94271	7.19258	7.39768	0.00000	6.99395	42.64685	1108.02427	-5.55835	43.08814	1.53865	27.04640	50.87109	9.50564	53.84396	8.73607	6.95895	6.30119	7.06376
7.94169	7.56569	9.10864	1.00000	7.74143	9.15093	1134.57610	-79.62098	11.34700	2.62724	34.74332	53.68155	6.88824	56.62645	4.28216	9.14487	6.94733	9.82293
4.07962	6.91755	8.01126	1.00000	8.86160	13.56667	1173.72058	-15.6	17.28075	2.44492	55.66096	28.43948	7.98747	61.48626	7.67216	8.52962	4.02069	9.34458
8.26132	7.64061	9.81109	1.00000	8.02820	55.63711	1168.57836	37.38115	11.00760	4.12501	58.35035	44.81173	7.49058	69.48071	10.19965	5.39457	11.03766	4.93376
5.09465	6.59046	7.16509	0.00000	4.37716	11.85	1104.10944	38.01667	12.25952	2.44596	49.45269	31.56521	7.22679	58.96769	7.79792	8.09100	5.96002	5.78300
8.35368	6.68370	7.02533	1.00000	7.59114	35.21222	1185.37594	2.31889	18.08574	2.37711	46.40713	34.25033	7.65023	45.43940	6.68780	7.74628	5.25974	9.19135
6.15548	7.46344	7.09959	0.00000	7.27012	14.62578	1159.57976	121.12251	22.04984	3.28820	40.77762	60.13315	8.67095	49.03313	6.95601	5.82648	8.36440	5.26626
5.43857	6.96524	8.02043	1.00000	9.13334	60.97944	1180.00642	76.92421	32.52987	2.23661	54.93102	63.05573	6.64060	55.44586	3.29002	11.43764	9.28890	7.80711
6.30098	6.71812	9.48180	0.00000	7.86153	51.21667	1129.99368	6.26667	28.68376	1.59939	91.71469	37.98972	9.19252	49.05406	10.04684	6.21199	7.13691	7.16804
7.83596	5.54005	8.49836	0.00000	8.71120	32.50611	1153.03471	120.14278	19.32675	1.32589	57.98370	45.91770	9.51960	41.55081	11.15254	4.76549	3.41894	7.98819
6.58272	5.62622	6.78530	1.00000	11.75504	18.65297	1179.98098	-72.09391	13.25050	2.06335	57.21771	43.99870	8.26499	58.14943	5.42477	6.95934	8.10330	10.20427
5.77500	7.07790	7.67360	0.00000	6.71460	51.84819	1068.80955	1.26738	9.12122	2.64537	81.83136	46.85354	5.82884	38.13815	10.25541	6.23936	5.57831	7.56424
8.17551	7.45420	6.72310	1.00000	7.99885	14.62578	1166.65255	121.12251	27.22797	2.82565	71.24681	49.11862	4.18564	78.31180	6.87550	7.49928	7.42537	11.61251
7.58816	9.56444	7.67782	1.00000	9.09304	50.75	1185.74167	2.25	20.62607	12.79259	28.47107	60.30622	7.06484	62.64233	7.25303	8.61898	7.00046	8.53467
9.50063	7.53575	8.08965	1.00000	5.88969	37.49073	1055.91977	-2.77259	11.29691	3.31764	63.07198	30.98301	7.54160	78.69689	5.89917	7.47483	6.30327	5.74439
6.66109	5.72739	6.47582	0.00000	10.20952	36.92574	1193.40610	14.72443	15.14547	1.67130	63.32677	43.01845	6.19160	68.99622	10.04417	6.40088	7.83666	5.32782
6.02070	8.40220	8.95566	0.00000	9.85654	37.60876	1193.35639	-77.37331	-0.19739	4.71696	32.65474	46.45774	7.30264	35.10925	11.47130	6.53885	8.98722	6.05643
6.38729	5.17592	8.46647	1.00000	8.37806	14.67751	1175.26169	-60.94228	24.29693	1.55093	65.71422	55.94738	6.32568	57.44112	4.19530	10.57727	6.38431	7.07376
5.50844	9.32141	7.95032	0.00000	7.24882	-0.35817	1180.01261	42.54536	13.12939	10.34495	66.10249	48.05462	7.40739		11.26799	6.28072	5.16737	8.18746
10.88212	7.97302	7.11154	1.00000	7.13931	-28.44917	1166.95909	-52.2	8.60267	4.18392	61.07038	50.49937	6.85783	32.48454	6.88766	4.65430	9.40957	7.43778
5.70124	8.37647	6.51604	1.00000	10.53834	57.47908	1139.37086	-4.22398	25.43762	6.24542	44.20262	55.69419	7.80340	48.10008	5.24578	7.10927	6.49377	10.91353
7.53049	6.40317	9.31324	1.00000	7.92834	43.35071	1167.74651	46.10925	-3.22068	1.65686	43.31552	50.94860	9.52514	64.28506	5.85496	9.57570	7.86474	9.27232
10.89741	5.91828	5.23630	1.00000	6.90064	41.09246	1127.48989	45.36561	19.07403	1.31048	31.74075	25.04439	6.89524	42.65711	7.58237	5.49102	6.61136	7.69677
5.39257	7.02409	8.11206	1.00000	10.76230	11.86064	1138.32766	9.0027	38.87939	2.05922	65.78443	68.03339	9.71701	54.83665	5.34434	5.90676	3.47732	10.41345
5.38539	9.01517	6.30401	0.00000	5.95965	55.8736	1077.59719	85.4265	14.03843	8.70596	49.12319	46.46655	8.69401	38.97211	9.03838	6.59603	7.34201	5.87223
8.70422	8.17740	6.77587	1.00000	8.70988	27.52948	1085.85332	68.75915	18.38686	4.23705	25.57071	26.91931	7.29580	57.78113	4.99697	8.13622	8.31127	6.89021
5.68763	4.96535	8.99710	0.00000	8.28053	43.31667	1168.60419	-2.68333	4.53588	1.59356	64.89566	67.48091	8.12539	60.65146	9.61269	5.37162	8.16551	5.87935
6.18560	7.05503	8.34640	0.00000	5.85816	43.61092	1175.46066	3.87723	6.36708	2.17951	37.67549	49.83153	7.08413	51.99612	7.36419	6.60730	9.00751	4.39871
8.04502	6.72981	8.87087	1.00000	5.01495	57.47908	1176.10024	-4.22398	7.46572	2.30382	53.10193	53.99271	6.36460	62.30153	5.17764	7.02760	4.81517	5.18274
5.74530	6.86052	8.95342	0.00000	5.88756	42.4251	1155.28736	-71.06616	26.06319	2.77551	59.61212	41.52297	5.50610	44.57968	8.02794	8.86027	4.33915	7.98076
5.19949	8.23065	7.77679	0.00000	8.54148	58.63667	1198.08604	59.80222	29.91904	4.47252	63.60097	52.08760	7.84281	35.02439	9.65679	6.68325	9.40072	7.51295
7.19734	8.45781	8.63154	1.00000	4.82789	41.54566	1113.20367	-71.29144	16.95979	5.45152	60.39531	48.24612	4.77458	59.09917	5.44927	2.86760	4.31822	4.64953
5.24315	7.38029	6.92751	0.00000	4.65188	26.11527	1151.34146	86.59509	17.08839	3.55062	61.75780	43.54593	6.12306	68.80507	7.47022	7.15105	6.62943	5.33514
4.79097	7.83734	8.11728	0.00000	5.95005	14.66	1065.21428	120.56528	-3.94412	3.88039	55.14365	60.58946	6.32670	65.00205	9.22615	6.34996	8.11297	5.89644
4.54257	6.35183	5.65627	0.00000	7.89206	49.41029	1128.73029	38.15035	10.11904	1.77350	42.07072	47.08440	6.43129	72.39263	11.73671	5.25086	6.32775	7.62451
6.16347	7.44092	6.21751	0.00000	9.23598	29.21399	1097.60489	78.95693	10.48902	2.46835	56.63628	65.39474	9.34416	61.01990	9.66267	6.62482	10.38473	5.78004
6.51851	6.46079	6.90049	0.00000	11.14987	34.5624	1068.49633	38.28402	16.96863	1.50872	67.21036	69.72236	7.39567	46.75293	9.04806	8.69136	6.77775	5.12572
6.76920	7.83466	5.84914	1.00000	8.07200	48.15659	1125.05344	28.28489	8.64301	2.76875	32.80001	33.66357	9.11206	49.43783	6.32173	9.58805	7.10654	9.30646
8.96485	6.76582	7.44857	1.00000	8.84719	36.24624	1099.65747	139.07204	9.31793	2.07634	61.22043	55.01246	6.41666	47.16024	5.26066	7.59700	7.14093	5.62411
4.45998	7.38015	8.95950	1.00000	5.94912	5.30383	1075.74963	-1.98956	23.61894	3.23304	55.62763	67.48919	7.68127	50.15334	6.32230	10.89177	4.92943	9.95452
8.43011	7.51529	7.32938	0.00000	10.27800	-25.42944	1088.46781	-50.00639	31.66659	3.01930	42.31241	29.42271	8.17472	67.16916	7.73851	7.27489	8.38406	4.46058
5.24275	9.18647	8.93511	0.00000	6.40221	18.20854	1191.67118	-71.10077	17.47780	9.99658	50.51809	88.67086	7.16025	37.30755	10.20092	7.47830	7.88641	7.33704
9.62347	6.83595	6.90755	1.00000	7.43154	15.5439	1199.91212	73.7553	14.46979	1.64310	67.04211	46.45520	5.82090	33.92213	6.02143	5.00854	8.01098	6.54883
5.81924	8.74809	7.11251	0.00000	8.30736	33.50921	1188.36539	-111.89903	22.41585	6.29452	28.96269	40.35250	7.13162	46.31723	11.35142	4.90836	6.69771	7.63646
7.26873	8.31480	8.01950	0.00000	7.94074	43.16547	1194.97092	-77.70066	24.97376	4.61662	61.01550	26.84075	6.78048	47.14039	10.36301	4.37014	6.85411	6.46627
8.12158	5.83290	7.25097	1.00000	5.78874	38.58894	1064.85697	-89.99038	8.43677	0.95893	50.57814	39.89025	8.47450	58.85264	6.09805	7.43187	6.04152	6.62703
5.16625	6.95366	7.34704	1.00000	7.19237	6.03333	1171.51441	37.55	27.32393	2.64101	46.68281	57.21106	7.72090	53.08769	5.27378	13.27288	8.68962	5.81004
7.23725	8.04931	7.14404	1.00000	5.40595	30.81383	1077.82534	75.16878	6.07073	3.98078	77.86311	45.87501	8.35386	52.06032	6.85745	5.98488	6.03702	6.82218
4.95522	6.58879	8.66021	1.00000	9.44393	25.87972	1180.16033	-97.50417	26.71504	2.12906	67.99748	30.77097	9.57628	56.95933	7.74770	9.95858	8.50496	8.25126
6.15661	8.26107	7.78569	1.00000	7.55445	-2.90055	1183.99301	-79.00453	29.44594	3.89051	59.57277	38.39341	8.76926	50.62304	9.94178	4.83857	7.55971	5.80604
9.37798	7.56983	9.16190	1.00000	8.92405	30.75545	1081.99210	20.22625	25.12493	3.31686	55.98002	44.28179	9.24869	29.99442	5.93106	7.99357	9.16258	10.03294
3.98448	7.83398	6.96655	0.00000	5.96304	29.21399	1170.69759	78.95693	16.60287	3.85378	63.81088	36.11942	8.19056	62.86077	9.71637	5.49513	11.13353	8.84462
6.00372	6.16876	8.92463	0.00000	6.83005	51.65	1149.67346	-0.2	16.44425	1.91352	31.67610	57.93444	9.59788	52.23157	9.27256	6.51629	6.09533	6.72547
6.22806	6.58205	7.63030	1.00000	7.52117	-7.81667	1099.43347	112.01667	20.32986	1.27076	62.32233	32.70663	8.94898	60.60754	6.97782	10.11216	6.10690	8.93244
5.00305	6.55397	9.10695	0.00000	9.28511	40.68066	1147.87648	-73.47429	15.45567	1.68701	56.11059	48.28001	8.40095	49.97593	8.51879	5.01359	9.35409	6.50150
9.12182	6.46704	6.34693	1.00000	10.34271	43.61092	1075.82016	3.87723	25.93476	1.76203	63.51283	38.71944	7.31427	52.16536	5.05607	9.46709	8.97496	5.41622
5.48446	7.08153	7.51764	0.00000	7.50730	32.50611	1141.25625	120.14278	-0.70186	1.93337	67.85842	66.90884	7.79887	64.90063	9.76638	5.00445	8.75981	6.02224
6.16618	6.66180	7.39351	0.00000	8.52642	37.65639	1153.15053	126.835	41.58476	1.38785	62.04345	52.68389	8.44754	34.12169	10.30229	7.11855	8.33866	4.67142
4.20388	6.55788	8.30730	0.00000	4.80448	33.08014	1117.77705	-83.2321	13.45486	1.58634	41.44944	45.61733	5.71395	63.20577	8.50322	7.06387	9.77201	4.29034
9.28603	8.23519	8.93426	1.00000	8.85474	12.18441	1150.99958	18.69303	19.04055	4.48121	48.88669	45.44836	6.48912	55.62143	4.00298	9.15101	8.95661	7.89474
7.38847	6.86549	7.52389	1.00000	7.21604	37.65639	1078.07471	126.835	15.71923	2.70648	53.14675	39.36758	8.19593	63.22145	4.91372	7.45711	8.33054	5.26838
6.01971	8.16881	7.15268	1.00000	7.81839	10.58806	1155.42747	77.24779	30.65943	4.09461	55.05046	55.25284	8.12778	51.38483	7.01774	8.24259	4.15348	10.32326
7.14470	8.42156	7.67600	1.00000	7.83753	41.54566	1151.83865	-71.29144	25.24709	4.55718	67.27171	42.50306	6.39711	45.13322	7.25502	9.19761	7.31540	9.57236
6.95377	6.00116	7.23176	1.00000	7.89406	37.65181	1163.24800	120.33063	26.04479	1.84244	68.84849	21.54173	5.53439	71.99135	5.67640	11.01179	6.58043	6.36583
4.61011	7.98469	7.03726	1.00000	9.22524	58.63667	1135.68734	59.80222	24.87612	3.46405	44.46087	74.98509	7.48366	70.69121	4.69660	12.51203	8.94550	5.65429
9.79291	6.04291	5.73581	1.00000	6.95829	13.8196	1153.28965	100.04427	-6.50958	1.70788	46.74115	40.51556	6.32447	33.73238	6.10923	7.32325	6.02808	5.99608
7.27020	5.62220	7.59307	1.00000	9.08172	38.58894	1147.08608	-89.99038	19.03937	1.76782	46.34724	50.97232	7.26176	62.36252	7.43793	8.42193	6.96446	8.71513
7.25360	7.88251	8.50911	0.00000	6.36510	3.51667	1194.14351	11.5	2.59751	3.70118	32.21120	49.53594	7.29533	66.71798	8.73844	6.33973	5.16342	7.05765
6.31196	8.46505	6.57117	0.00000	6.47630	42.52787	1150.68347	-70.92866	17.82236	5.13787	43.38531	52.43106	7.71532	57.48035	9.69105	5.96112	6.03179	6.82228
9.52440	6.78652	6.59481	1.00000	7.81516	37.60876	1120.80402	-77.37331	3.46243	2.33258	49.57194	58.19458	7.99508	49.25142	5.32814	6.19597	7.60568	6.58913
3.56598	6.47471	8.37822	0.00000	7.02918	27.85	1182.06936	112.9	6.42622	1.50247	67.79916	39.69876	9.48213	81.42431	11.66355	7.52361	10.04019	9.03678
4.09004	8.52365	6.99857	0.00000	9.98649	-6.8048	1092.62279	110.8405	16.11620	6.30138	45.08481	45.01187	8.53850	32.41688	8.60124	8.65545	6.96681	8.34390
7.02719	8.13147	8.75169	1.00000	5.97459	55.82737	1167.90758	-4.0573	11.44397	3.61141	62.73979	35.05336	6.35486	45.41386	5.84217	6.25972	4.16062	
8.96914	8.26303	7.72244	1.00000	4.85143	7.06273	1135.12204	-1.4001	11.59555	5.02283	66.38263	62.15328	5.39671	66.08407	5.25830	6.60137	5.37273	4.56898
8.54692	6.70230	7.72708	0.00000	5.86977	51.88333	1101.42086	8.51667	20.72727	1.92362	51.76445	51.24303	9.43196	60.81466	6.64283	6.23136	7.97414	4.95496
3.85982	6.82145	7.69760	0.00000	9.84156	-10.33333	1199.06590	39.28333	14.09513	2.29522	47.90625	38.95612	6.98241	37.09895	8.73231	5.65041	9.52545	8.23041
10.94987	7.64250	7.35429	1.00000	5.27248	45.16024	1107.56799	-93.08883	1.51993	2.99142	65.17688	57.95710	7.24527	27.04477	5.35646	8.81953	5.38738	6.14791
8.19920	6.53619	6.93959	1.00000	6.60894	28.71271	1139.91531	77.656	23.30204	2.19715	59.40931	40.67030	6.46102	48.46169	6.01457	7.16407	5.15579	6.08524
9.58781	8.73706	9.85502	0.00000	8.65779	33.7207	1144.88913	-116.21677	12.42410	6.14888	54.58446	53.27818	6.51915	36.71815	6.33352	5.61154	8.19376	4.25674
7.30910	7.68281	7.13414	1.00000	7.46659	43.50891	1160.40637	16.43915	14.75769	2.72147	53.03726	60.04406	8.28258	59.87492	7.66083	4.81518	4.61172	7.11850
13.82383	8.23194	7.03272	1.00000	5.83530	41.77583	1111.85033	140.73667	9.13504	4.45757	53.31232	38.25327	5.99476	53.04238	5.73925	8.69590	7.80697	8.00551
7.11403	6.18143	7.18545	1.00000	9.12305	44.27804	1175.33837	-88.27205	20.83517	1.79459	39.48613	42.78351	5.80186	62.32316	8.45113	8.43056	6.71597	8.08571
9.11642	8.82516	5.48800	1.00000	7.12608	-21.205	1106.59913	-41.88778	19.32459	7.55411	54.48164	45.10229	7.87057	72.81802	5.71398	4.86858	6.67053	4.98512
11.29506	8.18588	6.54419	1.00000	5.69713	34.25	1150.77547	135.31667	22.42148	4.17106	78.72328	37.73821	6.84540	20.62526	7.02489	6.50301	6.57503	7.74013
8.94379	6.41470	8.45406	1.00000	10.58406	40.82232	1134.43995	-74.15987	20.65943	1.84812	52.38146	40.63681	6.75413	57.62940	4.44225	8.18884	9.87225	7.64894
6.65212	6.20215	6.56214	0.00000		30.16688	1096.01034	-96.39774	7.57457	1.58421	64.71727	36.29283	6.09121	25.73913	10.01303	6.01892	9.45980	5.47205
9.37246	8.47930	7.55500	0.00000	7.59436	35.815	1054.33534	139.6853	7.91496	5.07162	43.79516	33.37121	6.56727	68.17353	7.15885	8.45120	8.19605	8.61065
4.35226	7.63343	8.56114	0.00000	7.49906	41.09246	1103.64538	45.36561	20.20255	2.46291	60.98903	42.94378	7.20427	50.34885	12.08063	6.04640	4.86235	8.50513
6.27329	8.95928	6.83280	0.00000	10.07257	44.59445	1155.75612	11.04979	10.02146	7.51155	28.17093	37.66643	6.47865	49.17723	9.50586	7.60755	6.68062	5.45526
7.74729	8.82030	9.09827	1.00000	6.93435	34.31	1123.69815	-2.16	17.21228	7.43046	53.30199	39.72045	7.99932	70.23059	7.91343	10.51034	5.69366	6.79892
5.71180	7.18469	6.96502	1.00000	10.29927	20.74122	1077.80323	-100.44843	-2.65913	3.26264	48.46125	64.13235	5.22094	35.24810	6.40498	6.56153	4.11350	10.27064
7.73798	7.95001	7.12489	0.00000	9.51304	33.72255	1180.18518	-116.37697	34.09925	2.91542	41.65743	33.49865	8.03496	55.80989	9.07995	8.05363	8.42101	5.35023
5.69769	5.44851	7.13512	0.00000	4.90293	33.03699	1097.04843	-117.29198	23.27934	1.97675	17.00076	43.64836	9.75023	55.04914	9.01247	8.31141	5.87568	6.81854
6.64573	7.64260	6.54495	1.00000	10.25440	26.11527	1091.77563	86.59509	18.34575	3.37629	60.56939	42.09197	6.76630	43.38115	7.07881	7.93622	8.04879	9.48899
6.47440	7.82042	8.16290	1.00000	11.22647	25.80565	1103.41382	68.49143	3.40258	3.94966	48.18604	27.78459	7.10372	56.63260	4.31842	6.78602	4.92535	8.76472
7.24367	7.04865	7.39048	1.00000	7.99021	38.54491	1090.48579	-121.74052	24.96237	2.06147	51.57196	54.38491	7.36132	53.75950	8.52007	9.65687	6.74887	7.01973
3.50061	7.54681	7.91801	0.00000	3.38635	23.18	1178.70819	88.58	16.77997	2.55643	64.03989	53.03373	8.29208	56.99313	7.32661	8.86418	7.41911	5.23902
6.56179	8.62674	6.43285	1.00000	8.37111	36.08497	1074.66444	9.37082	35.87427	6.35735	67.12517	23.12203	6.66037	71.09400	6.59936	8.84273	5.18299	8.02375
6.38058	7.29091	7.99134	1.00000		6.45407	1111.42738	3.39467	16.24707	2.77602	48.90416	50.78613	7.11026	42.34193	5.73798	7.04520	7.32403	10.24507
6.54547	9.10871	7.13426	1.00000	11.12463	11.50526	1114.86450	77.23826	-4.71908	8.74462	57.89417	30.93249	9.20589	37.68641	6.98945	4.49659	4.63248	11.56278
6.02614	7.28714	5.94080	1.00000	5.60936	18.18158	1124.25738	76.03889	2.86928	2.96310	41.07801	30.78949	7.58408	76.15809	8.57320	6.23561	6.58859	5.69156
2.05698	7.22278	8.72844		11.45408	6.95194	1130.91684	121.96361	27.43733	1.84383	39.07723	47.77038	7.30318	62.14209	8.72000	5.21673	4.91743	8.33512
8.65842	5.64726	7.94402	1.00000	6.74774	39.32011	1101.63908	-76.51552	5.93508	1.77854	58.51445	34.56272	7.56339	49.71674	4.23376	5.66654	7.61593	5.24568
9.95895	7.80882	8.26666	1.00000	5.10915	-21.98333	1103.76206	16.91667	15.52951	3.23961	46.03098	38.37045	9.18979	52.94654	4.23609	7.18976	8.15745	5.03129
6.94254	8.16980	6.99103	0.00000	6.33467	51.08468	1061.42018	7.11393	26.74281	4.35413	54.37488	45.44013	6.89994	40.21737	8.03573	6.98182	5.21608	6.69511
5.79387	6.99908	8.36712	0.00000	6.19671	16.06213	1076.08821	76.0586	14.00581	1.59140	25.12997	64.89625	9.03516	72.70673	9.03847	6.66917	6.55498	6.66179
10.28217	6.95436	7.22004	1.00000	6.57948	51.168	1128.61635	7.973	6.11846	2.05532	55.40151	16.38197	6.82636	45.45693	5.97663	8.93769	8.38724	7.37343
5.48628	7.95101	7.25790	1.00000	4.40460	23.15678	1075.44885	-81.24441	-3.06623	3.44288	67.72974	57.73356	6.72951	69.68756	7.75100	5.39013	4.08035	5.49776
6.78621	6.91155	8.13993	0.00000	10.01390	44.31771	1128.97167	9.32241	-4.47423	2.71162	56.41031	53.03116	7.45094	37.32648	8.59152	7.05086	8.42858	6.09398
5.32032	8.65124	7.12839	0.00000	7.82067	58.7002	1104.88521	59.4839	-22.29042	6.14991	42.88272	36.81516	9.40796	47.09715	11.22299	6.31391	4.84994	8.56601
7.75435	7.77474	7.51238	1.00000	4.10016	10.66668	1078.68516	-61.51889	25.20761	3.39090	63.29151	60.41027	9.10345	58.99391	5.74633	6.58680	3.67605	4.97200
4.84102	7.64448	7.35362	0.00000	4.49879	-25.42778	1107.71972	-49.27306	6.00566	3.33424	40.21015	64.19304	9.88373	33.98163	9.05848	7.52925	9.38196	5.34005
6.36114	6.70445	7.84797	1.00000	8.96561	51.84819	1145.30893	1.26738	28.18822	2.06145	41.75436	40.53873	8.16298	56.88302	4.84055	10.31791	6.33444	6.34130
7.36635	8.11220	8.46520	0.00000	8.80730	48.77275	1054.38960	5.16108	17.52160	3.56163	65.29777	46.93018	8.80042	55.02009	9.97722	4.30746	10.18415	5.78801
6.90435	7.64768	7.96556	0.00000	7.95173	13.51825	1094.38110	99.95469	26.17737	3.09263	49.36615	31.17636	8.43985	78.38408	8.65218	6.01754	10.58727	5.93409
6.25347	9.04998	6.28531	0.00000	10.08598	50.71229	1142.54080	4.52529	16.67483	8.34476	85.08665	55.11788	8.63798	55.92116	8.70607	8.29437	6.68729	5.46228
5.12291	6.32154	7.89325	0.00000	6.93286	40.72816	1170.84888	-74.07764	34.30611	1.93044	70.85309	52.98009	6.02585	54.06373	9.46673	7.96166	6.93740	7.95537
4.86101	8.19891	5.81553	0.00000	6.05127	2.41669	1054.23663	30.98551	5.84859	4.86091	89.27341	27.65274	6.84987	71.94025	8.62424	8.11662	5.81880	7.14053
6.76759	5.87165	7.80530	0.00000	7.13717	10.22677	1094.84837	-67.33122	3.17242	1.44065	73.54513	62.68703	6.26820	48.01614	8.99370	5.18390	9.70814	7.76022
5.19906	8.53052	6.74098	1.00000	9.55930	4.02219	1056.48429	101.02083	29.76693	5.77628	45.49195	52.49995	6.70038	29.70223	7.08563	7.03098	5.61203	12.79041
8.17150	8.00493	5.73875	1.00000	5.97118	64.5635	1152.79112	39.8302	21.79613	3.62511	41.29718	40.37868	9.51638	37.02233	6.36776	3.65096	6.31280	5.64803
11.15365	7.23995	8.33374	1.00000	8.11680	42.62833	1155.50230	20.89389	9.64251	2.61199	43.50739	51.19022	7.49811	48.06851	6.74296	9.84220	6.05577	8.96245
