latitude	revision	code	longitude	location	QoS
25.49043	28 Aug 2020	IN	85.94001	Asia/Kolkata	excellent
48.43174	08 Jul 2016	SK	17.8031	Europe/Bratislava	average
40.93121	2014-02-18	US	-73.89875	America/New_York	good
33.50921	16 Jun 2020	US	-111.89903	America/Phoenix	good
-23.44361	06/01/2014, 00:00:00	BR	-51.87389	America/Sao_Paulo	accep
22.75218	03 Jan 2016	IN	72.68533	Asia/Kolkata	accep
47.05	21 Apr 2014	AT	15.46667	Europe/Vienna	good
5.27247	08 Mar 2013	CI	-3.59625	Africa/Abidjan	accep
26.11527	02/06/2020, 00:00:00	IN	86.59509	Asia/Kolkata	accep
52.14	01/23/2016, 00:00:00	NL	5.58472	Europe/Amsterdam	excellent
36.19278	12 Apr 2013	CN	117.65694	Asia/Shanghai	accep
39.00622	03 Nov 2017	US	-77.4286	America/New_York	average
32.44874	27 Nov 2017	US	-99.73314	America/Chicago	accep
23.15678	2013/10/30	CU	-81.24441	America/Havana	accep
19.32932	23 Jun 2014	MX	-98.1664	America/Mexico_City	good
-4.5833	2019/04/08	CD	15.16554	Africa/Kinshasa	average
58.7002	2020-07-26	RU	59.4839	Asia/Yekaterinburg	good
35.89972	2012/10/20	MT	14.51472	Europe/Malta	good
46.51872	11/02/2017, 00:00:00	CN	86.00214	Asia/Urumqi	maintenance
50.18545	2014-07-18	UA	27.06365	Europe/Kiev	accep
14.67751	23 May 2017	MQ	-60.94228	America/Martinique	accep
-17.73648	20 May 2013	VU	168.31366	Pacific/Efate	good
51.955	05/04/2022, 00:00:00	NL	5.22778	Europe/Amsterdam	good
37.73604	2013-03-30	US	-120.93549	America/Los_Angeles	maintenance
41.29444	10 Feb 2015	UZ	69.67639	Asia/Tashkent	good
36.06523	28 Mar 2021	US	-119.01677	America/Los_Angeles	accep
41.92361	11/18/2021, 00:00:00	MK	20.91361	Europe/Skopje	accep
51.65	2016/12/18	GB	-0.2	Europe/London	maintenance
-3.14306	2020-11-16	BR	-58.44417	America/Manaus	excellent
40.42386	08/23/2019, 00:00:00	ES	-3.53261	Europe/Madrid	average
42.7	08/11/2016, 00:00:00	BG	27.25	Europe/Sofia	good
51.21667	10 May 2022	DE	6.26667	Europe/Berlin	building
40.5576	27 Aug 2021	US	-74.28459	America/New_York	average
36.76775	2016/02/19	DZ	2.95924	Africa/Algiers	accep
-38.65333	2017/09/08	NZ	178.00417	Pacific/Auckland	excellent
28.15112	09/06/2022, 00:00:00	US	-82.46148	America/New_York	average
58.7002	2022/07/14	RU	59.4839	Asia/Yekaterinburg	accep
44.99012	2022-02-25	US	-123.02621	America/Los_Angeles	accep
41.94175	2019-08-15	CN	123.50266	Asia/Shanghai	accep
28.98002	2021-04-12	IN	77.70636	Asia/Kolkata	excellent
40.57788	2015/12/10	US	-73.95958	America/New_York	maintenance
40.68066	18 May 2017	US	-73.47429	America/New_York	excellent
50.75	2018/03/18	FR	2.25	Europe/Paris	accep
30.5427	2017-11-26	US	-97.54667	America/Chicago	excellent
34.86472	02 Jan 2021	CN	117.55417	Asia/Shanghai	maintenance
40.66482	2022-06-15	CN	122.22833	Asia/Shanghai	accep
33.52253	2022-06-12	US	-117.70755	America/Los_Angeles	maintenance
57.47908	2017-09-29	GB	-4.22398	Europe/London	excellent
39.32011	2017/04/15	US	-76.51552	America/New_York	building
20.22816	12/08/2012, 00:00:00	MX	-103.5687	America/Mexico_City	excellent
33.93113	20 Aug 2018	US	-117.54866	America/Los_Angeles	accep
47.83333	2013-02-28	KZ	59.6	Asia/Aqtobe	building
35.30889	03/03/2015, 00:00:00	JP	139.55028	Asia/Tokyo	maintenance
32.44874	15 Oct 2012	US	-99.73314	America/Chicago	excellent
4.88441	2021-01-02	MY	101.96857	Asia/Kuala_Lumpur	excellent
14.64056	2021/08/06	TH	104.64992	Asia/Bangkok	accep
34.25	07/26/2018, 00:00:00	JP	135.31667	Asia/Tokyo	excellent
48.21644	2018-01-08	DE	9.02596	Europe/Berlin	good
16.68911	2016-05-02	MM	98.50893	Asia/Yangon	accep
34.09611	2019-12-03	US	-118.10583	America/Los_Angeles	accep
29.22254	2019/09/30	IN	79.5286	Asia/Kolkata	average
12.25282	29 Oct 2014	IN	79.41727	Asia/Kolkata	excellent
-0.35817	2015/06/02	SO	42.54536	Africa/Mogadishu	excellent
48.77275	2013-05-22	FR	5.16108	Europe/Paris	accep
39.08367	03/25/2013, 00:00:00	US	-84.50855	America/New_York	good
6.46346	2021-07-26	GH	-2.31938	Africa/Accra	accep
6.46346	12/14/2014, 00:00:00	GH	-2.31938	Africa/Accra	average
19.64745	03/21/2019, 00:00:00	MX	-102.04897	America/Mexico_City	average
9.15093	02 Jul 2020	PA	-79.62098	America/Panama	average
53.30972	13 Jun 2014	RU	83.62389	Asia/Barnaul	maintenance
48	2012-11-07	FR	-4.1	Europe/Paris	average
31.84568	10 Jul 2022	US	-102.36764	America/Chicago	average
12.04161	09 Jul 2021	IN	75.35927	Asia/Kolkata	average
20.28527	08/08/2018, 00:00:00	MX	-103.42897	America/Mexico_City	good
25.87498	2014/06/11	IN	86.59611	Asia/Kolkata	building
19.32932	12/16/2013, 00:00:00	MX	-98.1664	America/Mexico_City	average
25.87498	2012-11-15	IN	86.59611	Asia/Kolkata	maintenance
58.63667	2014-06-15	RU	59.80222	Asia/Yekaterinburg	average
42.22718	2018/05/29	IT	14.39024	Europe/Rome	average
33.45122	20 Sep 2016	US	-86.99666	America/Chicago	excellent
51.955	03/16/2014, 00:00:00	NL	5.22778	Europe/Amsterdam	excellent
50.79205	10 Apr 2016	GB	-1.08593	Europe/London	maintenance
53.0233	09/06/2020, 00:00:00	GB	-1.48119	Europe/London	average
35.88264	2021-03-11	US	-80.08199	America/New_York	good
51.03427	09 Oct 2021	BE	5.37429	Europe/Brussels	maintenance
42.06166	11/15/2013, 00:00:00	ES	-1.60452	Europe/Madrid	good
50.8	2012/11/19	BE	3.16667	Europe/Brussels	good
9.535	2015-03-10	GN	-13.68778	Africa/Conakry	average
41.20485	2021-05-25	PT	-8.33147	Europe/Lisbon	accep
41.27194	12/16/2016, 00:00:00	CN	123.17306	Asia/Shanghai	accep
42.52787	02 Oct 2020	US	-70.92866	America/New_York	accep
39.32011	09 Jan 2015	US	-76.51552	America/New_York	accep
40.37528	23 Feb 2022	TR	28.88222	Europe/Istanbul	accep
35.815	07/22/2022, 00:00:00	JP	139.6853	Asia/Tokyo	excellent
-7.51611	2018-08-20	ID	109.05389	Asia/Jakarta	accep
13.51825	11/22/2021, 00:00:00	TH	99.95469	Asia/Bangkok	building
6.03333	2015-12-05	ET	37.55	Africa/Addis_Ababa	good
54.39635	01/09/2014, 00:00:00	LT	24.04142	Europe/Vilnius	excellent
39.32011	04/29/2017, 00:00:00	US	-76.51552	America/New_York	average
41.48199	2017-07-27	US	-81.79819	America/New_York	average
37.19723	24 Jun 2014	CN	122.05228	Asia/Shanghai	accep
42.50729	2015-12-11	AD	1.53414	Europe/Andorra	good
58.7002	2015/11/12	RU	59.4839	Asia/Yekaterinburg	maintenance
-22.92306	2015-03-22	BR	-53.13722	America/Sao_Paulo	maintenance
53.43333	01 Oct 2018	IE	-7.95	Europe/Dublin	good
38.38479	15 Nov 2015	ES	-0.76773	Europe/Madrid	maintenance
68.79833	2022-01-10	NO	16.54165	Europe/Oslo	average
26.9423	2014-07-12	PK	68.11759	Asia/Karachi	average
27.9247	2020-05-30	IN	78.40102	Asia/Kolkata	accep
21.28306	2012-10-03	MX	-89.66123	America/Merida	maintenance
37.73222	12 Mar 2017	CN	115.70111	Asia/Shanghai	accep
-3.20333	01/22/2021, 00:00:00	BR	-52.20639	America/Santarem	good
-8.73508	2014/06/27	CD	24.99798	Africa/Lubumbashi	excellent
-22.45667	2017/04/23	BR	-47.53028	America/Sao_Paulo	excellent
36.76775	2013-01-24	DZ	2.95924	Africa/Algiers	excellent
19.32932	2022-01-06	MX	-98.1664	America/Mexico_City	average
41.85059	06/26/2018, 00:00:00	US	-87.882	America/Chicago	accep
37.95143	09/16/2021, 00:00:00	US	-91.77127	America/Chicago	good
42.52787	16 Oct 2017	US	-70.92866	America/New_York	excellent
40.57788	07 Dec 2019	US	-73.95958	America/New_York	maintenance
40.82232	02/08/2017, 00:00:00	US	-74.15987	America/New_York	building
38.91817	2020-03-01	US	-78.19444	America/New_York	average
46.32374	2012/12/14	US	-120.00865	America/Los_Angeles	excellent
-28.81833	03 Mar 2017	BR	-52.51028	America/Sao_Paulo	average
-26.93366	2020/05/22	ZA	29.24152	Africa/Johannesburg	good
45.79377	09 Jan 2021	IT	8.88104	Europe/Rome	average
51.65	03/21/2016, 00:00:00	GB	-0.2	Europe/London	accep
30.24706	08 Jul 2016	CN	115.04814	Asia/Shanghai	building
26.68451	2015-04-25	US	-80.66756	America/New_York	good
-21.44345	11/02/2019, 00:00:00	BO	-65.71875	America/La_Paz	excellent
25.87972	08/31/2022, 00:00:00	MX	-97.50417	America/Matamoros	accep
15.5439	2014-04-06	IN	73.7553	Asia/Kolkata	good
20.88098	10 Aug 2019	IN	75.11937	Asia/Kolkata	average
14.95472	24 Dec 2021	PH	120.89694	Asia/Manila	good
41.57439	2020-02-04	BG	24.71204	Europe/Sofia	excellent
40.42386	15 Apr 2019	ES	-3.53261	Europe/Madrid	accep
51.67822	14 Feb 2019	UA	33.9162	Europe/Kiev	accep
52.31333	19 Apr 2018	NL	6.92917	Europe/Amsterdam	accep
9.6531	05 May 2020	PH	124.3697	Asia/Manila	excellent
14.46693	07/24/2013, 00:00:00	IN	75.92694	Asia/Kolkata	good
15.58552	2018-12-17	TH	102.42587	Asia/Bangkok	accep
49.13645	06/01/2018, 00:00:00	DE	8.91229	Europe/Berlin	excellent
7.57944	03/15/2019, 00:00:00	LR	-8.53778	Africa/Monrovia	accep
37.52487	02/18/2021, 00:00:00	US	-77.55777	America/New_York	accep
51.35084	2022-07-29	GB	-1.99421	Europe/London	excellent
-27.76952	2016-07-08	ZA	30.79165	Africa/Johannesburg	good
41.75338	08/25/2021, 00:00:00	US	-86.11084	America/Indiana/Indianapolis	accep
-2.13404	15 Feb 2018	EC	-79.59415	America/Guayaquil	building
50.56149	24 Feb 2018	BE	4.69889	Europe/Brussels	good
43.31667	05/23/2015, 00:00:00	ES	-2.68333	Europe/Madrid	good
51.78771	2018-03-06	RU	56.36091	Asia/Yekaterinburg	maintenance
6.45407	2016/06/13	NG	3.39467	Africa/Lagos	good
15.5439	05/10/2015, 00:00:00	IN	73.7553	Asia/Kolkata	maintenance
38.58894	12/31/2020, 00:00:00	US	-89.99038	America/Chicago	accep
43.61062	04/02/2013, 00:00:00	US	-72.97261	America/New_York	maintenance
6.9909	07/26/2017, 00:00:00	LK	79.883	Asia/Colombo	excellent
50.75	09/21/2014, 00:00:00	FR	2.25	Europe/Paris	excellent
36.08497	06/02/2020, 00:00:00	TN	9.37082	Africa/Tunis	accep
52.2	06/24/2019, 00:00:00	DE	8.63333	Europe/Berlin	accep
9.89206	2021-09-04	SO	43.38531	Africa/Mogadishu	excellent
44.99012	06/08/2020, 00:00:00	US	-123.02621	America/Los_Angeles	building
48.15659	2017/07/07	MD	28.28489	Europe/Chisinau	good
25.66795	2020/07/16	IN	85.83636	Asia/Kolkata	excellent
37.49073	01 Jan 2016	ES	-2.77259	Europe/Madrid	average
43.41949	2021-06-16	KZ	77.0202	Asia/Almaty	excellent
30.16688	13 Jan 2014	US	-96.39774	America/Chicago	accep
40.65538	01 Jun 2015	US	-74.38987	America/New_York	good
-25.42778	02/19/2022, 00:00:00	BR	-49.27306	America/Sao_Paulo	excellent
10.58806	2017-11-12	IN	77.24779	Asia/Kolkata	maintenance
9.15093	2015-05-18	PA	-79.62098	America/Panama	average
51.08468	18 Feb 2016	DE	7.11393	Europe/Berlin	maintenance
9.15093	2013/06/19	PA	-79.62098	America/Panama	maintenance
47.38093	01/13/2018, 00:00:00	US	-122.23484	America/Los_Angeles	maintenance
49.41029	21 Nov 2013	UA	38.15035	Europe/Zaporozhye	good
41.92361	05/29/2018, 00:00:00	MK	20.91361	Europe/Skopje	accep
53.53041	09/19/2019, 00:00:00	RU	43.67663	Europe/Moscow	average
60.97944	05 Apr 2015	RU	76.92421	Asia/Yekaterinburg	average
10.58806	2016/02/11	IN	77.24779	Asia/Kolkata	average
32.50611	01/21/2021, 00:00:00	CN	120.14278	Asia/Shanghai	maintenance
36.21544	30 Oct 2021	AF	65.93249	Asia/Kabul	excellent
51.62907	29 Oct 2016	GB	-0.74934	Europe/London	average
1.6561	2022/05/28	MY	103.6032	Asia/Kuala_Lumpur	maintenance
4.73245	2020-08-03	CO	-74.26419	America/Bogota	good
35.06667	11/26/2016, 00:00:00	JP	135.21667	Asia/Tokyo	good
22.98212	08 Sep 2016	CU	-80.58556	America/Havana	maintenance
40.49748	2016/05/03	AM	44.7662	Asia/Yerevan	good
53.51684	2018/01/27	CA	-113.3187	America/Edmonton	average
34.25807	2019-09-28	US	-88.70464	America/Chicago	accep
24.81757	2016/08/28	IN	84.63445	Asia/Kolkata	good
-11.78333	2014/12/09	AO	19.91667	Africa/Luanda	excellent
-6.8048	12/01/2019, 00:00:00	ID	110.8405	Asia/Jakarta	excellent
14.46693	29 Sep 2013	IN	75.92694	Asia/Kolkata	average
50.23271	2013-03-02	CZ	12.87117	Europe/Prague	good
33.3213	2012/10/27	JP	130.94098	Asia/Tokyo	building
51.04962	01/26/2017, 00:00:00	DE	12.1369	Europe/Berlin	good
31.76212	2017/09/21	US	-95.63079	America/Chicago	good
48.79325	06/14/2022, 00:00:00	FR	2.29275	Europe/Paris	excellent
8.43333	08 Nov 2015	TH	99.96667	Asia/Bangkok	excellent
55.63711	02/17/2013, 00:00:00	RU	37.38115	Europe/Moscow	accep
16.68911	2017/02/25	MM	98.50893	Asia/Yangon	accep
47.80527	2016-06-29	US	-122.24064	America/Los_Angeles	good
33.92866	2022/05/14	MA	-6.90656	Africa/Casablanca	average
33.98154	05 Jan 2022	US	-81.23621	America/New_York	excellent
38.96667	01/06/2020, 00:00:00	ES	-0.18333	Europe/Madrid	accep
11.86064	2020-06-09	NG	9.0027	Africa/Lagos	maintenance
36.75965	2016-09-11	JP	137.36215	Asia/Tokyo	good
23.29549	07/11/2017, 00:00:00	CN	113.82465	Asia/Shanghai	good
-5.85746	22 Aug 2020	PG	144.23058	Pacific/Port_Moresby	maintenance
2.41669	13 Aug 2017	UG	30.98551	Africa/Kampala	average
34.77453	2018-12-16	US	-96.67834	America/Chicago	average
32.55531	10/31/2015, 00:00:00	IN	76.12647	Asia/Kolkata	average
35.74788	20 Oct 2020	US	-95.36969	America/Chicago	average
33.03699	2012-12-31	US	-117.29198	America/Los_Angeles	accep
41.91738	2017-04-21	ES	3.1631	Europe/Madrid	excellent
33.03699	06/18/2013, 00:00:00	US	-117.29198	America/Los_Angeles	average
48.06919	24 May 2022	DE	11.37703	Europe/Berlin	average
9.82564	20 Feb 2021	IN	78.25795	Asia/Kolkata	excellent
40.98894	2022/06/18	TR	28.67582	Europe/Istanbul	maintenance
42.28639	05/08/2022, 00:00:00	ME	18.84	Europe/Podgorica	good
3.3285	2017/11/08	ID	99.1625	Asia/Jakarta	accep
55.54028	2013-04-24	RU	89.20083	Asia/Krasnoyarsk	accep
50.75	2018-05-05	FR	2.25	Europe/Paris	building
33.86419	01 Jun 2018	IR	48.26258	Asia/Tehran	excellent
12.04161	2013-06-14	IN	75.35927	Asia/Kolkata	accep
36.19278	10 Feb 2021	CN	117.65694	Asia/Shanghai	average
48.8222	10/15/2021, 00:00:00	FR	2.12213	Europe/Paris	average
42.50729	2014-08-13	AD	1.53414	Europe/Andorra	average
51.04962	2013/10/05	DE	12.1369	Europe/Berlin	maintenance
44.59445	31 Jan 2015	IT	11.04979	Europe/Rome	accep
56.03361	2019-05-20	RU	35.96944	Europe/Moscow	maintenance
36	23 Jul 2018	JP	139.55722	Asia/Tokyo	accep
12.74482	2020/02/19	NG	4.52514	Africa/Lagos	good
-31.95224	2019/03/11	AU	115.8614	Australia/Perth	excellent
40.70995	2015-09-10	ES	0.57856	Europe/Madrid	excellent
7.06273	2015-08-15	GH	-1.4001	Africa/Accra	accep
33.08014	31 Jul 2018	US	-83.2321	America/New_York	good
-21.15	06 Jul 2019	MG	46.58333	Indian/Antananarivo	average
44.73941	25 Mar 2016	US	-93.12577	America/Chicago	excellent
40.78206	2019/11/20	UZ	72.34424	Asia/Tashkent	good
53.59782	2022/05/08	RU	34.33825	Europe/Moscow	average
31.82539	2020/11/11	PK	72.54064	Asia/Karachi	good
23.29549	2017/03/19	CN	113.82465	Asia/Shanghai	excellent
-10.33333	10 Nov 2012	TZ	39.28333	Africa/Dar_es_Salaam	accep
6.95194	11/19/2018, 00:00:00	PH	121.96361	Asia/Manila	accep
22.37066	2017/08/18	HK	114.10479	Asia/Hong_Kong	average
42	09/07/2013, 00:00:00	MK	21.32778	Europe/Skopje	excellent
6.25947	05/27/2013, 00:00:00	TH	102.05461	Asia/Bangkok	average
55.82737	10 Nov 2015	GB	-4.0573	Europe/London	good
34.31	11/03/2013, 00:00:00	MA	-2.16	Africa/Casablanca	accep
53.19146	08 Jun 2014	GB	-2.52398	Europe/London	excellent
33.54428	2015/06/22	US	-84.23381	America/New_York	acceptable
40.24537	2015/05/03	US	-75.64963	America/New_York	good
-4.06667	2016/01/12	TZ	37.73333	Africa/Dar_es_Salaam	good
4.94273	01/12/2019, 00:00:00	CF	15.87735	Africa/Bangui	average
37.65639	24 Sep 2022	KR	126.835	Asia/Seoul	average
55.8736	10 Aug 2021	RU	85.4265	Asia/Novokuznetsk	excellent
42.35843	03/11/2020, 00:00:00	US	-71.05977	America/New_York	excellent
45.35	2021-03-21	CN	126.28333	Asia/Shanghai	maintenance
43.31667	2020/11/04	ES	-2.68333	Europe/Madrid	average
-30.60106	03 Dec 2012	CL	-71.19901	America/Santiago	excellent
-38.65333	01 May 2017	NZ	178.00417	Pacific/Auckland	excellent
30.16688	2020/09/30	US	-96.39774	America/Chicago	average
37.60876	16 Jun 2019	US	-77.37331	America/New_York	average
12.35275	30 Mar 2020	PH	121.06761	Asia/Manila	average
41.6764	01/15/2018, 00:00:00	US	-91.58045	America/Chicago	average
-11.78333	2021-01-26	AO	19.91667	Africa/Luanda	excellent
50.75767	2015/03/02	GB	-1.5443	Europe/London	excellent
15.72892	09/27/2020, 00:00:00	PH	120.57224	Asia/Manila	average
41.82143	07/21/2021, 00:00:00	GE	41.77921	Asia/Tbilisi	accep
23.15678	05/05/2015, 00:00:00	CU	-81.24441	America/Havana	average
32.55531	2019/07/13	IN	76.12647	Asia/Kolkata	average
31.82539	2021-08-21	PK	72.54064	Asia/Karachi	building
-7.51611	2021/02/03	ID	109.05389	Asia/Jakarta	good
7.06273	2015-02-01	GH	-1.4001	Africa/Accra	good
53.83333	2013-09-03	GB	-2.98333	Europe/London	accep
12.37169	05/10/2014, 00:00:00	PH	123.62494	Asia/Manila	average
40.87329	07 Apr 2015	IT	14.43865	Europe/Rome	average
41.91738	2013/01/19	ES	3.1631	Europe/Madrid	accep
4.92675	2017-02-04	NG	6.26764	Africa/Lagos	accep
43.2907	01/22/2013, 00:00:00	FR	5.4384	Europe/Paris	accep
50.75	03/07/2022, 00:00:00	FR	2.25	Europe/Paris	excellent
43.16547	21 Aug 2018	US	-77.70066	America/New_York	accep
53.6052	2019/02/05	DE	10.03988	Europe/Berlin	accep
39.32288	2014/12/15	US	-76.72803	America/New_York	excellent
51.42708	2016/06/11	GB	-0.91979	Europe/London	good
48.07667	07/19/2018, 00:00:00	DE	8.64409	Europe/Berlin	good
32.55531	23 Jan 2019	IN	76.12647	Asia/Kolkata	average
42.7392	09/13/2013, 00:00:00	US	-84.62081	America/Detroit	accep
65.93381	2019/07/20	RU	111.4834	Asia/Yakutsk	maintenance
45.51667	10/27/2020, 00:00:00	FR	4.86667	Europe/Paris	good
14.64056	12/17/2018, 00:00:00	TH	104.64992	Asia/Bangkok	average
29.98869	2022/06/27	CN	122.20488	Asia/Shanghai	excellent
-17.74431	2014/09/05	BR	-48.62789	America/Sao_Paulo	building
