CFCs	H2CO	warning	TEMP	PM2.5	C2H3NO5	CH4	PRES	SO2	O3	latitude	PM10	PAHs	Pb	NOx	CO	longitude	NH3
63.96775	44.99442	0.00000	5.54919	6.68392	0.05205	8.33868	1142.09336	8.70162	7.73394	40.67705	8.08863	7.94404	52.34540	8.99745	3.58226	-73.89125	7.04112
80.03121	36.75462	1.00000	16.39167	9.71453	0.30972	7.40245	1098.22879	12.75878	7.82020	54.03876	10.00417	8.36577	50.57670	9.91157	8.92753	43.91385	9.32017
73.06916	66.14013	1.00000	-5.63346	3.88007	0.17139	8.14833	1099.04767	5.85094	8.90325	-10.95817	9.43485	6.98398	53.19952	9.07769	6.01560	-38.79084	6.90437
63.94030	47.52856	0.00000	28.00512	8.05269	0.09192	7.82967	1084.65878	9.48379	8.37436	-10.95817	8.84765	9.46148	85.53914	12.73702	6.27352	-38.79084	5.64794
68.75971	71.72013	1.00000	24.91537	6.47059	0.15927	7.37682	1191.74510	5.96310	7.91063	-5.41667	9.25098	8.97137	38.78856	4.82506	8.21746	38.01667	10.81738
65.48401	45.68463	1.00000	3.98053	8.07277	0.08514	8.78280	1161.42629	7.80379	8.71000	41.24255	8.56704	8.80132	33.78403	5.17624	6.92479	-82.61573	9.28880
73.08875	67.66447	1.00000	24.77957	5.00718	0.44851	8.47813	1179.86416	8.60393	9.78418	41.77583	10.40000	9.58367	59.81644	8.20715	11.56731	140.73667	11.93643
76.87866	57.53234	1.00000	13.76216	6.71646	0.02617	9.63050	1071.73786	8.98098	9.47876	50.64336	6.24838	8.27801	61.76704	9.11733	8.03681	7.2278	11.33518
76.65315	44.96855	1.00000	20.03546	6.83437	0.49901	8.34988	1088.72226	7.31686	7.46849	50.82882	10.52456	7.25777	45.16929	10.76517	11.76592	-0.32247	10.23786
70.32349	43.46577	0.00000	17.40786	8.60464	0.10423	10.66516	1123.16120	10.56755	7.08730	15.5439	8.93162	8.08384	51.62748	11.98353	9.65704	73.7553	6.78104
58.61488	59.02264	1.00000	0.01107	9.24265	0.10989	11.03583	1105.45287	7.70569	9.02682	52.59319	8.84623	7.71632	43.28669	6.83432	6.86661	13.32127	10.10148
68.02410	49.66168	1.00000	21.47892	6.51387	1.20764	7.70114	1054.06185	9.17603	6.79591	9.82564	11.41994	9.52344	75.09635	10.02924	10.21211	78.25795	9.29128
67.98702	41.97964	0.00000	7.88230	8.48940	0.01842	7.61914	1055.00825	9.42574	8.20923	-34.74785	5.19509	9.81680	56.85258	7.50941	6.78092	-58.70072	7.47803
60.51783	54.36677	0.00000	19.34754	5.66729	0.08988	8.00589	1076.87412	9.63183	8.68014	37.52487	8.50087	8.13978	57.58204	9.73414	6.43560	-77.55777	10.13785
64.16465	49.23748	1.00000	20.00082	8.02268	0.27154	9.36570	1064.02491	10.55003	7.96302	33.03699	9.88165	8.83266	25.39964	8.67700	8.61867	-117.29198	8.21548
72.35358	62.76524	1.00000	23.32337	6.01307	0.23368	8.84514	1172.26244	8.18786	8.25435	-22.57306	9.70200	7.90939	48.11361	8.07431	9.42850	-47.1725	7.46911
77.22356	62.81060	0.00000	30.21008	7.00885	0.02940	7.89740	1083.39716	9.62530		35.82756	6.91165	8.77596	40.66207	10.64949	6.41702	137.95378	9.71376
70.73130	13.36655	0.00000	-0.21591	10.29529	0.03189	8.35631	1118.64170	9.36407	7.98951	35.50056	5.50927	10.92323	47.94474	7.85363	5.70959	117.63083	6.82448
73.12572	53.23024	0.00000	-1.91717	5.78149	0.04241	9.81070	1086.04279	10.15378	7.61232	51.38673	7.50949	7.58171	18.21398	10.95255	6.51549	0.30367	11.47379
74.34046	54.36067	1.00000	26.64305	9.42897	0.17075	9.15003	1113.49312	8.74536	8.64554	40.5576	9.43481	9.11990	37.42445	8.04995	13.18039	-74.28459	12.25495
77.87461	64.88100	1.00000	10.04081	8.26132	0.58244	9.38485	1069.44908	7.07607	8.73310	20.28527	10.68276	6.88144	45.27632	7.91618	8.10685	-103.42897	11.60525
62.85254	67.07611	1.00000	7.01402	9.63704	0.05642	7.28703	1141.64784	10.02206	9.33985	65.84811	7.59410	10.35956	45.94600	7.94420	9.00483	24.14662	8.84088
67.13940	73.05801	0.00000	12.39689	8.23667	0.04927	8.59193	1065.12022	8.65105	8.50446	41.57721	7.71949	8.04289	48.88431	9.14771	6.67949	-93.71133	7.82160
57.27609	54.84304	1.00000	18.08499	7.99448	0.02635	9.81759	1170.14867	5.00938	6.34129	-0.71667	5.35683	10.59032	35.69963	4.35377	4.60438	-48.52333	9.30563
77.71292	69.24460	1.00000	12.12738	6.76987	0.31885	7.10737	1180.64127	9.58573	7.10796	30.21121	10.03977	8.57920	50.44982	7.91948	9.66911	74.4818	8.38486
69.92910	62.06366	1.00000	18.51421	10.54873	0.10913	9.13653	1062.30459	11.58661	7.97331	33.43443	8.83564	9.05610	61.45851	7.98316	9.56791	-5.22126	9.17787
75.40538	59.16918	1.00000	17.33250	5.31665	1.85398	7.40341	1195.66355	7.43145	8.81735	-22.53722	11.85588	9.76906	51.36401	3.14484	10.50522	-42.98194	11.25488
81.79453	61.19805	1.00000	14.84862	9.25231	0.08142	7.19430	1168.20295	10.44354	10.42930	44.43579	8.65854	8.46107	44.81405	7.61843	9.59529	26.01649	8.57517
64.16404	52.51988	1.00000	30.09163	9.60032	1.34307	8.95709	1179.59557	7.76855	8.47344	36.91023	11.53546	7.57496	71.77354	8.78822	8.44331	-121.75689	12.84616
91.67819	32.57991	1.00000	41.16486	7.46142	0.24761	7.43685	1195.81940	8.47859	7.74927	42.97086	9.74341	9.25719	41.28985	10.40946	11.63114	-82.42491	9.61329
80.97493	74.09109	1.00000	8.22728	8.07143	0.14657	7.78602	1181.30608	9.65121	7.37830	10.7375	9.14748	8.11807	32.25120	9.22399	10.14692	122.9666	10.19105
99.30291	48.95561	1.00000	40.70073	6.06752	0.18947	8.41952	1104.14807	4.21318	7.74603	-5.85746	9.47705	9.50055	71.62936	5.17536	8.26020	144.23058	12.75659
81.98771	44.74513	0.00000	22.65016	11.57668	0.00893	6.28028	1068.93720	9.96334	7.39692	21.53889	3.26384	8.41734	68.80795	6.90234	8.11068	71.57737	5.81063
74.35798	59.10750	1.00000	27.67150	7.58804	0.11023	8.46120	1117.72960	7.41198	7.90565	44.73941	8.77348	7.82971	40.27094	5.69911	6.06668	-93.12577	9.26178
68.21403	69.97598	1.00000	14.83537	7.73488	0.55921	8.89243	1134.62496	7.92158	8.52557	11.86064	10.63489	9.30104	52.51318	6.88513	7.59211	9.0027	10.49351
82.88494	49.31742	1.00000	9.30199	6.29143	0.77024	10.52745	1088.43845	6.81408	7.96904	38.72706	10.94454	8.26224	44.92497	7.62846	8.87182	-9.24671	10.22316
65.86044	35.62286	0.00000	-1.28365	6.56260	0.02275	8.97818	1161.70333	11.78044	8.91913	24.41288	4.72362	7.82856	67.20374	8.33250	4.00500	76.56719	6.06256
65.76975	67.31908	1.00000	13.54554	8.27951	0.02839	9.07060	1088.58920	10.12091	10.33869	6.46838	5.83133	9.98196	60.32571	8.81598	7.17040	-73.26022	10.33352
70.80460	44.95838	0.00000	13.71625	7.69410	0.11411	9.20824	1052.08176	9.42131	9.90286	50.09019	8.80877	10.22509	55.14631	11.80330	8.72738	8.4493	11.69766
69.92002	34.44288	1.00000	-5.15809	4.03569	1.15920	9.74533	1066.39846	8.02581	7.03345	6.15038	11.37591	9.06719	46.47695	6.37288	7.38199	6.83042	7.57447
76.93586	52.84072	0.00000	27.06020	12.00226	0.02630	9.88388	1050.34057	9.20139	9.66677	22.10194	4.91573	8.52106	70.95577	7.03267	4.96312	85.37752	6.95657
76.69609	37.54291	1.00000	19.09999	5.32237	0.72367	9.72621	1192.04017	10.45578	8.18467	23.5654	10.89644	8.91410	47.12018	10.91863	8.80695	119.58627	9.49954
79.58200	46.78087	1.00000	29.20325	5.70486	0.08533	9.43337	1050.70713	3.60406	8.57645	-15.21194	8.48308	7.79141	49.65286	6.87523	7.27124	-75.11028	11.16724
71.56290	50.37759	1.00000	9.30609	2.52072	0.19747	8.65379	1084.02955	8.59297	8.90427	38.45598	9.50987	10.32278	40.41722	11.33388	7.27486	48.87498	9.58578
72.65937	72.06314	1.00000	21.71122	6.08836	0.04490	7.21988	1139.46180	4.70020	9.62941	50.72043	7.70557	8.70709	27.39009	6.40324	6.53526	11.34046	9.58406
69.58225	33.48330	1.00000	12.34285	9.62677	0.47722	7.63159	1090.25778	10.85228	8.78029	11.12018	10.47367	8.39308	60.65932	7.07833	11.00415	76.11996	8.92623
77.12028	47.15067	0.00000	20.52952	9.64754		7.44506	1152.71146	8.14980	10.33014	48.8222	5.58836	8.04913	48.82135	8.55589	8.52236	2.12213	9.33802
72.25677	54.46841	1.00000	13.25246	8.99663	0.05721	8.00985	1089.62372	8.61012	9.02012	9.57046	7.88989	9.15101	29.32410	8.64709	9.67044	76.32756	11.76252
60.71757	62.50748	1.00000	14.15056	8.37792	0.10067	8.43000	1184.05141	7.71931	8.11801	-32.45242	8.63863	8.95720	34.05651	8.69419	5.35749	-71.23106	8.56236
65.17729	48.39563	1.00000	19.15136	4.02837	0.15785	8.31113	1060.68164	8.74373	7.88741	-2.90055	9.28329	8.28269	41.27086	11.52739	9.60847	-79.00453	11.58752
69.30389	39.73332	1.00000	8.89722	5.15176	4.01102	8.62530	1130.58566	9.71832	8.38276	46.32374	12.63180	8.25665	64.39170	9.95764	10.45910	-120.00865	7.81992
74.02007	55.47296	1.00000	10.82607	5.63726	0.41442	7.34659	1092.99342	7.69492	7.27802	39.72943	10.33326	7.89836	52.73558	6.20781	7.17519	-104.83192	8.47892
66.97838	41.11136	0.00000	9.45263	8.87503	0.04833	8.37130	1113.39064	8.85262	8.98727	-7.81667	7.95629	7.89756	36.07873	12.13836	7.23200	112.01667	8.76031
76.50533	34.58155	0.00000	13.77486	7.03067	0.07440	8.17174	1089.06535	9.37235	8.81583	10.63504	8.12517	8.42255	24.88361	8.32025	8.16264	-85.43772	10.32512
64.12675	46.97673	0.00000	21.44035	5.15423	0.01149	8.90334	1185.56474	11.17856	8.35681	-20.87306	5.12300	8.83001	23.74734	6.54351	6.25044	-48.29694	9.81894
69.59960	63.97589	0.00000	26.12500	6.28476	0.04005	7.81939	1120.94728	10.54186	7.69203	34.21639	7.02983	8.81382	36.62214	8.66313	4.84126	-119.0376	7.31746
71.16786	59.21281	0.00000	11.97222	6.89951	0.06471	8.28947	1134.51665	9.01354	7.49806	13.48082		7.59043	42.09237	10.97891	10.63561	-86.58208	12.60745
78.56888	56.16037	1.00000	1.71896	7.12322	0.03707	8.96905	1081.35526	9.82403	8.72817	36.65	7.65630	7.08326	53.92254	9.33621	8.48188	138.31667	11.41528
81.50450	59.46042	1.00000	18.65762	7.16651	0.30185	7.42809	1117.73836	10.12954	8.82031	48.06919	10.00438	7.84529	49.91742	7.66173	5.43607	11.37703	5.98588
77.62652	51.11423	1.00000	18.23326	8.84972	0.04359	9.44395	1088.22388	6.29835	9.66163	40.81	6.98668	8.57514	76.40691	6.87836	5.11971	-73.9625	9.44570
67.92356	63.35525	0.00000	15.82766	9.50441	0.02684	8.50343	1180.51998	9.53924	7.01935	0.03813	6.31380	7.90435	69.78143	8.79913	5.79547	36.36339	6.86357
66.27154	46.34097	1.00000	16.55282	4.45078	0.27885	7.82307	1103.60334	6.89472	8.00879	27.92333	9.85249	6.32864	61.79318	5.60194	6.21225	118.53333	8.01242
76.59702	78.74424	1.00000	14.70312	5.55027	0.44040	10.11342	1101.40658	10.14290	10.20952	52.14	10.37407	7.07893	57.20421	11.50278	8.77814	5.58472	9.07577
87.56614	45.29413	1.00000	9.00509	3.00754	0.04147	10.08740	1152.89744	8.43713	7.82101	33.35283	7.66073	7.23151	48.92388	10.41384	7.80342	-111.78903	10.49445
70.33406	46.13674	1.00000	25.16202	8.08532	0.10231	8.06837	1126.48123	9.60581	7.69733	40.81	8.73155	8.55097	44.13737	9.58619	10.05499	-73.9625	11.02267
68.84008	65.88514	1.00000	15.85341	5.96894	2.19051	7.73299	1143.19781	5.43072	8.72793	42.30865	12.02720	10.26773	29.61415	5.40590	11.19950	-83.48216	13.82982
68.43225	53.27911	1.00000	22.46050	3.37541	1.54158	9.31334	1051.93037	9.14729	6.61169	1.6561	11.67279	6.76629	70.83583	6.92111	6.43430	103.6032	5.76452
77.38314	18.77649	0.00000	3.82334	8.70002	0.31366	7.94330	1157.88258	11.53594	7.98295	18.57677	10.04719	8.72007	73.33290	9.96863	8.77252	-72.22625	6.73728
69.21412	58.30290	1.00000	-0.50458	6.78635	0.28494	7.64318	1135.03101	10.41616	7.64530	55.75556	9.91962	9.14856	35.74253	10.22699	9.07850	60.70278	11.78635
78.75534	38.68178	1.00000	-10.82730	6.72542	0.13549	8.56238	1076.63097	7.78602	7.12707	19.64745	9.10486	6.19345	64.95268	6.35772	6.29978	-102.04897	8.12247
76.70543	35.22451	0.00000	7.96757	4.74603	0.11148	8.94815	1091.63960	10.32107	9.60904	28.98002	8.80813	8.97389	72.72861	10.54930	7.12029	77.70636	12.08655
75.37370	38.14136	1.00000	23.86082	6.88405	0.09934	8.14679	1110.15533	7.54294	7.11344	51.30001	8.78207	7.18639	40.63441	3.66803	6.14066	13.10984	9.34253
65.05604	31.86133	0.00000	1.73804	9.46624	0.01712	10.39677	1051.37457	6.32823	7.63402	42.55308	6.30345	8.62282	58.33043	8.30353	4.69998	-87.93341	8.72437
68.95945	81.71120	0.00000	22.02759	9.94911	0.01632	9.11433	1170.70089	9.51638	9.65076	53.94313	6.67496	8.74114	55.05552	11.31885	8.08199	10.30215	6.29107
79.92245	65.79821	0.00000	22.36914	7.67733	0.03104	8.18844	1132.21882	11.44692	10.33287	47.30997	7.22375	8.51068	53.21666	9.82645	10.80765	8.52462	4.73525
66.14859	42.03361	1.00000	5.04856	5.01481	0.02931	8.62892	1100.34717	6.40089	7.87456	-5.85746	6.71059	7.16673	36.08660	9.20381	10.43304	144.23058	14.17364
67.87610	44.67106	1.00000	24.28863	8.04898	0.11255	7.06501	1163.83052	10.74477	9.72959	34.25807	8.65380	7.67988	33.44891	9.11471	8.80505	-88.70464	8.17645
68.08797	20.61443	1.00000	16.90604	6.48419	0.05033	7.30278	1055.62764	8.57945	7.95339	26.9423	7.45038	7.52939	27.56467	9.72922	8.53181	68.11759	9.11983
59.65082	33.88344	1.00000	23.21447	3.59467	0.10837	9.58793	1075.92947	9.79918	7.42353	37.31065	8.85872	8.69966	41.34419	10.17529	7.40295	13.57661	8.99304
65.87794	42.97795	0.00000	2.22882	6.27042	0.02088	9.28571	1148.34592	9.43618	7.43096	40.60538		7.60340	48.68334	7.30446	5.60464	-73.75513	8.72194
83.86572	51.40930	1.00000	13.61275	7.84691	0.17738	8.75565	1141.75045	10.83287	7.41654	15.5439	9.35540	5.87108	71.96726	9.68958	7.43910	73.7553	8.21111
74.30117	36.47207	0.00000	25.89007	6.10294	0.13758	9.01328	1066.79380	8.29916	8.69501	34.8825	8.99681	8.81970		10.38024	10.05816	128.62667	9.90946
59.48614	36.60879	0.00000	20.07086	10.03154	0.04229	8.31229	1074.51811	8.71506	7.80663	55.54028	7.76913	8.82686	66.35475	11.33228	7.40452	89.20083	9.71053
76.26141	31.95429	0.00000	8.85049	5.65786	0.08193	7.30366	1148.68650	8.11651	7.88244	39.43534	8.61334	6.78996	42.54289	6.69885	7.07795	-84.20299	11.17429
82.86314	45.20950	1.00000	23.91211	9.60912	0.01985	8.03092	1182.98190	5.39460	9.72892	48.79325	6.46818	7.07974	47.26207	7.30834	5.76463	2.29275	10.47957
71.74713	48.07381	0.00000	17.41920	8.76257	0.02695	7.90910	1081.04263	8.95729	9.28980	61.78491	7.14965	9.14848	48.51575	9.72213	7.36069	34.34691	8.53061
73.55772	72.55319	1.00000	8.37925	8.89916	0.41541	6.82724	1115.26684	8.45712	8.33816	-19.72806	10.35477	8.93606	36.35130	9.66341	6.50627	-50.19556	9.65351
67.93843	53.66583	1.00000		4.70036	0.29702	5.98744	1160.49376	7.78202	7.90395	10.61285	9.96545	7.24891	31.47381	4.04567	6.08777	12.19458	8.09254
58.34242	24.12488	1.00000	15.54834	6.12261	0.11034	8.68968	1052.91004	7.53621	7.50797	49.07866	8.89641	7.45730	58.30896		8.62006	30.96755	8.94863
73.44749	62.74824	0.00000	16.53456	5.01561	0.03925		1095.00628	9.45480	9.55207	39.08367	7.71578	8.03695	63.80596	9.20003	5.71779	-84.50855	10.38247
74.68385	41.20668	0.00000	28.61777	3.02432	0.19755	7.15595	1057.15831	7.68086	7.03536	54.03876	9.48745	7.31675	39.83050	8.95615	7.81508	43.91385	9.02974
60.91773	45.17944	1.00000	18.41716	7.90927	0.61230	9.63431	1089.85170	10.89208	9.45589	41.91886	10.73911	6.33764	47.61833	10.49460	11.06435	8.73812	9.01236
89.97668	46.07199	1.00000	11.38944	10.06969	0.20088	7.98488	1137.73338	7.01478	9.82230	28.15112	9.54967	6.57489	66.48044	9.74411	7.16698	-82.46148	11.74018
84.43460	77.67087	1.00000	-1.69051	7.03186	0.19752	7.77092	1133.64134	7.88001	7.69050	50.64336	9.50644	8.50595	69.64989	7.76234	6.46864	7.2278	8.26736
55.23452	30.99089	1.00000	27.34192	5.29957	0.08898	9.31595	1192.14812	7.31763	9.44898	48.35149	8.56011	8.16327	68.51474	2.80726	5.79512	8.96317	8.06732
77.19057	70.06845	1.00000	11.55049	9.51750	0.25736	9.47296	1109.96253	9.95145	9.18838	32.50611	9.78468	9.98445	56.94595	9.80955	11.46287	120.14278	10.95695
78.80232	45.89627	1.00000	8.52849	4.34448	0.14593	8.57798	1099.14715	8.62808	8.61319	43.96222	9.11495	8.96059	44.84939	9.86156	8.30107	43.63417	9.21168
83.75731	56.39769	1.00000	16.76124	7.56168	2.65540	8.21029	1062.57518	7.41488	7.86018	23.07492	12.21690	8.91171	70.88796	7.64575	10.07279	88.28637	12.42955
76.88409	61.43238	0.00000	19.60370	10.30707	0.05247	5.85963	1183.22262	9.31772	8.37642	18.42745	7.62201	7.50092	66.59209	10.82647	7.23775	-67.15407	7.70785
75.29874	56.55394	0.00000	39.10533	9.71202	0.03199	6.58469	1159.66115	8.68278	8.34465	45.69558	6.35249	9.40118	63.28928	7.77976	7.28847	4.7934	6.27179
72.12282	62.10662	0.00000	2.94201	7.53858	0.11580	9.19221	1107.74425	8.17814	10.95401	9.6531	8.88011	6.75370		8.89010	9.97567	124.3697	13.03414
67.39413	56.77077	1.00000	22.37545	5.68320	0.02518	6.81551	1154.83748	4.81467	7.71895	54.03876	6.49957	8.98315	62.67933	5.99987	5.24268	43.91385	7.89447
75.58620	64.21007	1.00000	-5.27658	10.71097	0.23832	9.09103	1165.30976	8.92377	7.71136	23.73333	9.74192	7.13288	54.19994	8.29685	11.50649	114.68333	9.97429
94.82508	72.87508	1.00000	26.80723	7.52248	0.02442	9.45877	1196.66165		7.29499	36.46917	5.98916	9.72074	40.86186	5.79638	5.03512	10.78222	8.37930
82.14723	48.79055	0.00000	34.21445	9.72471	0.32892	8.55638	1143.84007	11.47590	8.64864	42.7392	10.03206	7.32207	53.49946	10.22517	7.67241	-84.62081	5.96586
66.02321	46.53511	1.00000	17.99060	7.76477	0.42458	9.06846	1052.73647	6.42162	6.70347	-11.94306	10.36803	8.22566	62.90607	7.36209	7.65907	-76.70944	11.85737
70.84089	43.92075	1.00000	13.20211	5.52138	0.23553	7.22799	1173.78922	5.10072	7.17787	13.48082	9.70922	8.88335	46.02972	6.44901	8.55361	-86.58208	10.77302
84.92428	76.40792	0.00000	10.75873	12.50096	0.00557	10.22517	1189.18642	9.98449	7.53186	18.42745	5.71934	7.81636	68.34520	8.51366	8.98894	-67.15407	6.85642
74.31114	57.57340	1.00000	-6.24562	5.70591	1.68492	6.74514	1163.20541	8.62519	10.24259	40.67705	11.75874	8.55894	62.33093	7.41622	8.96935	-73.89125	8.54625
69.75818	39.02353	1.00000	18.71128	7.80901	0.12650	8.39238	1170.63757	10.52552	8.62968	51.26	9.00402	9.65789	29.68106	9.12174	8.49044	-2.1875	10.13596
90.05907	56.33964	0.00000	5.16206	7.39828	0.05873	6.73378	1193.70063	9.55454	9.21813	51.47805	8.09487	8.45167	54.22843	11.72929	8.55308	6.8625	7.25351
75.40625	33.90903	1.00000	27.24954	7.07678	8.45720	8.79952	1117.24986	7.80358	7.58918	46.1351	13.38147	7.62775	60.46582	6.97520	10.49685	-60.1831	13.05478
62.67094	41.47859	1.00000	12.14971	9.27161	1.17131	7.77275	1091.80731	11.78817	8.47966	39.78504	11.39023	7.49341	35.22098	10.49151	10.36127	-85.76942	7.19477
77.01326	58.55494	1.00000	18.26534	7.41633	0.51698	10.24951	1077.08969	7.36859	8.15052	-4.26613	10.54507	9.76860	61.07014	9.05698	6.24104	15.28318	10.07550
68.30531	38.68977	0.00000	18.62996	8.93883	0.02725	8.41752	1129.29386	7.69439	8.85686	60.2052	6.51492	8.89987	49.60878	7.77466	7.96775	24.6522	9.23277
81.69393	51.85225	1.00000	15.78518	7.96632	0.69483	9.14847	1110.41965	9.39368	7.78551	29.38242	10.85907	9.44206	65.68874	9.67736	10.28037	70.91106	7.29561
75.80064	56.94747	0.00000	22.12952	12.06794	0.03179	7.96532	1160.41303	9.54491	8.76160	40.11583	5.59954	7.12852	55.35604	7.08739	5.56369	67.84222	7.52184
80.57515	73.18866	0.00000	28.30397	6.33317	0.02557	9.79130	1066.49733	10.30524	8.15064	59.33333	6.44682	7.29296	37.41968	9.18820	6.69211	18.28333	9.97746
77.08911	63.83271	0.00000	11.23855	5.48123	0.06019	7.39286	1168.73321	11.86570	8.55235	-2.68333	8.04213	8.99568	21.80360	12.42843	7.59733	33	11.62281
81.20790	34.14887	1.00000	24.05383	6.48475	0.39127	7.72852	1129.88318	9.42486	9.74493	31.78336	10.24632	7.56012	68.00609	10.00244	10.74407	35.23388	9.41523
68.37524	44.39673	1.00000	27.63073	8.09061	0.10971	9.19443	1197.75632	11.91540	8.87727	53.59782	8.73881	8.05129	37.64112	10.07764	7.35420	34.33825	7.96504
80.92222	60.22631	1.00000	20.20772	7.79437	0.04057	9.13622	1143.16528	10.21815	6.83093	41.54566	7.07905	7.03378	50.87959	9.72899	7.17674	-71.29144	11.97981
67.00715	41.68873	1.00000	16.79560	3.87407	0.86156	8.20019	1155.37139	8.35744	6.33064	34.15429	11.07558	8.71241	62.51480	5.39253	6.45460	3.50309	7.16365
68.98633	8.43659	1.00000	32.87299	6.63069	0.06739	9.27763	1111.27437	4.56792	8.38811	53.69786	8.39285	8.61481	49.74306	8.54597	6.42178	-2.68758	10.30124
86.23887	41.33390	1.00000	9.90893	9.99863	0.01411	9.77946	1180.32594	4.86886	6.85296	42.30865	6.13158	8.09034	55.48415	8.49230	6.13096	-83.48216	10.59103
76.33863	22.93455	1.00000	17.60247	7.73876	0.12872	8.36061	1176.92851	7.63852	9.03326	30.75545	9.08594	8.33026	48.48815	6.62554	5.43949	20.22625	9.30147
67.36105		0.00000	20.97358	7.39455	0.06216	9.37498	1062.50277	10.14903	9.22855	21.28306	7.70624	6.57611	67.97658	10.71435	7.77000	-89.66123	9.88900
75.10332	66.58858	1.00000	4.09231	7.41443	0.07048	9.20296	1123.28010	7.91861	5.86520	47.56494	8.30580	9.56167	67.85761	8.43168	9.00330	31.33078	10.10934
78.17996	49.44136	1.00000	14.60056	5.45813	0.28077		1078.83829	8.37910	7.10132	49.07866	9.91338	8.83109	36.62111	9.39987	9.76604	30.96755	9.49433
71.51445	55.75583	0.00000	14.24880	8.92677	0.02352	8.29723	1143.58523	8.81586	9.41036	26.91756	6.10020	9.39541	59.25459	11.11235	6.36979	-82.07842	7.94715
61.68064	52.34659	1.00000	19.38846	6.96691	6.26721	8.94196	1199.07369	11.44339	9.09315	42.7392	13.08084	8.57787	44.07830	9.73285	9.75854	-84.62081	7.36310
77.37141	59.90172	0.00000	22.02208	7.23268	0.01960	8.03569	1172.21982	8.81921	8.73175	41.92361	6.17733	8.53512	55.16740	8.48182	5.64206	20.91361	7.52488
71.15645	80.03384	0.00000	-5.62292	9.42592	0.02823	7.31982	1187.23420	9.55677	7.98037	10.66668	6.90156	9.22006	65.59633	13.30597	8.85045	-61.51889	10.37665
79.14573	46.17001	0.00000	2.46005	8.96197	0.04357	8.37027	1157.97232	7.85958	6.96362	39.08367	6.95742	10.25479	42.91508	10.20477	5.02321	-84.50855	8.65655
70.25445	51.97955	1.00000	34.61865	6.56476	4.42071	8.13050	1091.26603	9.21315	9.43130	-34.28853	12.73100	8.94705	56.83981	9.15554	7.25486	146.05093	9.21672
71.11339	78.56701	0.00000	6.69335	7.07942	0.03398	9.05309	1132.89133	10.54152	9.03351	48.8222	6.63620	8.37628	41.04022	10.53710	6.11534	2.12213	8.77909
59.52947	49.76045	1.00000	14.33342	6.72781	0.16235	9.03440	1071.00635	9.09359	8.78096	53.51684	9.24717	9.55503	57.75619	8.85926	8.61225	-113.3187	10.42512
74.69303	66.84861	0.00000	7.63139	8.12593	0.02030	9.63262	1161.18937	8.96961	8.24956	35.89972	5.98966	8.46239	32.03779	8.04186	4.69250	14.51472	6.50848
55.23145	58.39938	0.00000	26.40242	6.86998	0.08901	7.46019	1136.80517	8.80460	8.67674	40.72586	8.61101	9.03776	45.62392	12.09689	8.00197	8.55552	11.78586
66.63121	37.66030	0.00000	19.07465	10.63396	0.03426	7.92348	1160.85308	9.41046	9.76180	35.815	5.62480	6.75704	38.25467	10.11360	8.00491	139.6853	6.83802
83.04547	65.60810	0.00000	24.85575	5.64117	0.04028	8.46394	1096.54058	11.12556	7.92058	-33.75881	7.17353	9.51936	56.92914	12.56787	6.24482	150.99292	11.16329
79.23190	57.58678	1.00000	-8.75279	6.09851	3.07391	6.82958	1119.21294	7.85374	6.06820	-21.44345	12.36889	7.32213	47.80236	10.42526	8.50972	-65.71875	9.37421
77.90323	41.39987	1.00000	11.61118	7.07704	1.64617	8.29646	1152.18075	11.03023	10.51068	40.92298	11.73358	8.66698	57.81765		9.67200	14.30935	6.94632
64.56587	60.48407	0.00000	3.34689	6.97646	0.00936	11.01351	1172.78340	10.96101	9.22981	40.72371	5.34950	9.40734	39.65286	9.17983	4.40288	-73.95097	6.21786
57.44638	50.63782	0.00000	22.34496	7.92552	0.06750	7.76518	1195.62580	9.59017	8.48792	40.81	7.80926	8.16893	52.34855	9.78298	6.10525	-73.9625	6.88506
60.88662	43.15877	0.00000	10.54928	11.29107	0.04416	9.67125	1110.90313	9.60656	7.60880	9.6531	7.35027	8.95763	69.52792	9.77713	7.63379	124.3697	8.09780
66.62185	29.55360	1.00000	21.15109	10.14945	0.22063	7.50785	1089.41934	10.37442	9.37173	32.57756	9.63735	6.82751	64.59346	10.44023	9.87682	71.52847	9.32875
64.17948	61.92486	0.00000	10.69724	7.21858	0.74268	9.17413	1195.26869	10.52336	6.22465	30.76468	10.92910	8.42380	51.08346	9.51013	6.49220	74.12286	8.20964
72.33404	39.10433	1.00000	20.51828	6.19484	0.11815	8.36215	1177.58266	6.23729	8.30374	35.64889	8.87579	8.61547	43.23526	7.23788	5.07929	117.27583	9.03401
66.53681	47.04944	1.00000	17.55895	7.87216	0.04348	9.11798	1118.10858	9.12520	8.14359	-22.92306	6.61373	7.05241	55.09740		8.57608	-53.13722	11.14621
64.73598	47.78039	1.00000	-2.00937	5.62976	0.21942	8.61600	1099.20669	5.86152	8.00560	54.48147	9.64974	7.95631	38.50102	3.66078	8.42150	53.47103	10.98341
66.24585	63.35888	1.00000	19.64470	5.21786	0.39146	8.66776	1158.71702	6.13384	8.62076	52.31333	10.26238	8.05314	35.44590	5.13709	7.81752	6.92917	10.29616
