latitude	revision	location	QoS	longitude	station
38.54491	2015/08/24	America/Los_Angeles	accep	-121.74052	Davis
14.37395	19 Jul 2018	Asia/Bangkok	maintenance	100.48528	Bang Ban
31.39547	2019/02/10	Asia/Jerusalem	excellent	34.75699	Rahat
24.41288	11 Jul 2013	Asia/Kolkata	average	76.56719	Aklera
45.53069	2015/07/06	Europe/Rome	excellent	9.40531	Gorgonzola
51.78967	06/22/2019, 00:00:00	Europe/London	excellent	1.15597	Clacton-on-Sea
-1.26424	2020/05/10	Asia/Jakarta	building	104.09701	Simpang
42.8139	05/06/2018, 00:00:00	Europe/Madrid	good	-1.64295	Segundo Ensanche
46.51872	01 Mar 2017	Asia/Urumqi	excellent	86.00214	Hoxtolgay
37.56667	29 Jun 2020	Asia/Tokyo	good	140.11667	Inawashiro
26.2173	2015/12/10	America/New_York	accep	-80.22588	North Lauderdale
38.45598	11/03/2018, 00:00:00	Asia/Baku	building	48.87498	Astara
45.44868	2022/07/09	America/Toronto	average	-73.81669	Pointe-Claire
7.50251	2019-12-09	Africa/Lagos	average	5.06258	Igbara-Odo
36.53333	23 May 2017	Asia/Tokyo	excellent	136.61667	Nonoichi
7.57944	02/14/2017, 00:00:00	Africa/Monrovia	good	-8.53778	New Yekepa
45.0408	08/24/2017, 00:00:00	America/Chicago	excellent	-93.263	Columbia Heights
42.62833	2013-10-18	Europe/Belgrade	average	20.89389	Glogovac
41.91738	24 May 2015	Europe/Madrid	excellent	3.1631	Palafrugell
-7.60361	05/06/2017, 00:00:00	Africa/Dar_es_Salaam	good	37.00438	Kidodi
35.88264	2020-02-09	America/New_York	excellent	-80.08199	Thomasville
51.95838	2014/06/19	Europe/Amsterdam	accep	4.47124	Schiebroek
45.78071	06/18/2013, 00:00:00	Europe/Rome	excellent	12.84052	Portogruaro
24.81757	08/16/2016, 00:00:00	Asia/Kolkata	average	84.63445	Rafiganj
45.43341	2016/01/18	America/Toronto	accep	-73.86586	Beaconsfield
42.30865	24 Sep 2019	America/Detroit	building	-83.48216	Canton
-20.87306	08/25/2015, 00:00:00	America/Sao_Paulo	good	-48.29694	Viradouro
48.28259	2017-04-05	Europe/Berlin	maintenance	9.72749	Ehingen
43.1122	09 Jun 2019	Europe/Rome	average	12.38878	Perugia
2.2139	2019-08-24	Asia/Kuala_Lumpur	good	102.3278	Kampung Ayer Molek
33.95015	2016-01-21	America/Los_Angeles	building	-118.03917	South Whittier
14.14989	2019-07-13	Asia/Manila	excellent	121.3152	Calauan
54.84444	2021/01/06	Europe/Moscow	maintenance	38.16694	Kashira
54.84444	2013/01/15	Europe/Moscow	accep	38.16694	Kashira
42.55308	29 Sep 2017	America/Chicago	excellent	-87.93341	Pleasant Prairie
48	09/11/2021, 00:00:00	Europe/Paris	accep	-4.1	Quimper
19.30157	2017-09-14	Asia/Kolkata	average	72.85107	Bhayandar
54.8421	2019-05-24	Europe/Moscow	building	46.5813	Alatyr’
39.12074	2020/09/20	Europe/Istanbul	average	27.18052	Bergama
51.39323	2014-07-01	Europe/London	good	0.47713	Strood
24.05979	2013/12/22	Asia/Kolkata	accep	77.40858	Leteri
39.78504	2016/07/24	America/Indiana/Indianapolis	maintenance	-85.76942	Greenfield
34.63915	2022/09/04	America/Los_Angeles	maintenance	-120.45794	Lompoc
41.14676	13 May 2020	America/New_York	average	-73.49484	New Canaan
42.97086	2022-05-27	America/Detroit	good	-82.42491	Port Huron
9.92787	2021-07-11	America/Costa_Rica	average	-84.13722	San Rafael
56.03361	2018-10-21	Europe/Moscow	average	35.96944	Volokolamsk
38.91817	08 Aug 2017	America/New_York	good	-78.19444	Front Royal
43.91452	27 Oct 2020	America/New_York	good	-69.96533	Brunswick
44.85278	2019-11-29	Asia/Qyzylorda	good	65.50917	Kyzylorda
0.03813	23 Aug 2020	Africa/Nairobi	average	36.36339	Nyahururu
33.35283	03/17/2020, 00:00:00	America/Phoenix	accep	-111.78903	Gilbert
15.48131	23 Oct 2019	America/Tegucigalpa	accep	-86.57415	Olanchito
42.24113	01/10/2022, 00:00:00	America/Chicago	accep	-88.3162	Crystal Lake
35.815	06/29/2021, 00:00:00	Asia/Tokyo	good	139.6853	Shimotoda
41.91886	07/26/2013, 00:00:00	Europe/Paris	excellent	8.73812	Ajaccio
61.78491	23 Oct 2017	Europe/Moscow	average	34.34691	Petrozavodsk
-11.78333	07 Aug 2013	Africa/Luanda	accep	19.91667	Luena
34.95303	22 Mar 2019	America/Los_Angeles	excellent	-120.43572	Santa Maria
54.60528	2019-09-09	Europe/Warsaw	accep	18.34717	Reda
6.9909	2013/04/20	Asia/Colombo	excellent	79.883	Hendala
60.2052	2021-05-06	Europe/Helsinki	accep	24.6522	Espoo
12.1277	15 Sep 2021	Asia/Kolkata	average	78.15794	Dharmapuri
38.54491	10/02/2019, 00:00:00	America/Los_Angeles	average	-121.74052	Davis
-22.57306	2015-09-14	America/Sao_Paulo	good	-47.1725	Artur Nogueira
30.46907	06/22/2018, 00:00:00	Asia/Karachi	excellent	70.96699	Kot Addu
65.84811	2017-04-16	Europe/Helsinki	building	24.14662	Tornio
52.14	03/25/2021, 00:00:00	Europe/Amsterdam	accep	5.58472	Barneveld
13.70167	12/12/2015, 00:00:00	America/El_Salvador	good	-89.10944	Ilopango
52.09	2018/12/17	Europe/Amsterdam	excellent	5.23333	Zeist
3.31332	2021/02/25	Asia/Makassar	accep	117.59152	Tarakan
38.47917	04/29/2020, 00:00:00	Europe/Madrid	accep	-1.325	Jumilla
34.81667	2018/10/04	Asia/Tokyo	accep	137.4	Toyokawa
48.25	2015/12/13	Europe/Vienna	accep	16.4	Floridsdorf
45.99194	2020-03-10	Europe/Kiev	excellent	29.41824	Artsyz
58.04254	2017-02-20	Asia/Yekaterinburg	average	65.27258	Tavda
45.73333	09 Sep 2017	Europe/Paris	accep	4.91667	Bron
53.7446	2019-06-21	Europe/London	good	-0.33525	Kingston upon Hull
53.6052	04/05/2020, 00:00:00	Europe/Berlin	accep	10.03988	Barmbek-Nord
8.88649	09/07/2013, 00:00:00	Africa/Porto-Novo	excellent	2.59753	Tchaourou
53.5942	2020/12/21	Europe/Minsk	excellent	25.8191	Novogrudok
10.20898	03/08/2016, 00:00:00	Asia/Manila	good	123.758	Naga
45.16024	2021-04-25	America/Chicago	good	-93.08883	Lino Lakes
43.54072	2017/01/07	America/Boise	excellent	-116.56346	Nampa
38.91817	27 Jun 2014	America/New_York	good	-78.19444	Front Royal
-27.76952	29 Aug 2022	Africa/Johannesburg	maintenance	30.79165	Vryheid
35	2021/07/27	Asia/Tokyo	average	136.51667	Komono
25.6439	10 Apr 2021	Asia/Kolkata	accep	77.9129	Narwar
41.24264	2016/03/17	Europe/Rome	maintenance	16.50104	Bisceglie
51.65333	2022/04/16	Europe/Amsterdam	average	5.2875	Vught
51.67822	12/11/2014, 00:00:00	Europe/Kiev	good	33.9162	Hlukhiv
46.65581	2013/05/19	Europe/Kiev	average	32.6178	Kherson
40.42386	03/11/2019, 00:00:00	Europe/Madrid	average	-3.53261	San Fernando de Henares
33.43443	06/15/2015, 00:00:00	Africa/Casablanca	maintenance	-5.22126	Azrou
43.83125	2014-04-02	Europe/Paris	excellent	5.03586	Cavaillon
-8.43333	2018/06/22	Asia/Jakarta	building	114.33333	Muncar
-2.90055	2017/08/02	America/Guayaquil	accep	-79.00453	Cuenca
29.84576	2014-07-24	America/Chicago	maintenance	-90.10674	Estelle
-21.42917	2018-12-06	America/Sao_Paulo	building	-45.94722	Alfenas
10.12268	2022/05/03	Asia/Kolkata	average	77.54372	Periyakulam
-19.72806	2016/09/04	America/Sao_Paulo	excellent	-50.19556	Iturama
35.6803	12 Dec 2021	Asia/Tehran	accep	51.0193	Shahre Jadide Andisheh
14.14989	2013-05-30	Asia/Manila	excellent	121.3152	Calauan
-33.88096	2022-04-21	Australia/Sydney	building	151.07986	Strathfield
38.40917	14 Jul 2019	Asia/Shanghai	accep	112.73333	Xinzhou
19.04222	05/21/2014, 00:00:00	America/Mexico_City	accep	-98.11889	Casa Blanca
41.09822	2020/02/16	Asia/Shanghai	good	120.74792	Nanpiao
47.30997	08/22/2022, 00:00:00	Europe/Zurich	good	8.52462	Adliswil
21.34222	2018/10/25	Asia/Kolkata	accep	71.30633	Kundla
49.88307	06/05/2022, 00:00:00	America/Vancouver	average	-119.48568	Kelowna
35.82756	2013-05-06	Asia/Tokyo	maintenance	137.95378	Ina
52.61131	2013-07-06	Europe/Berlin	maintenance	13.31783	Hermsdorf
-4.26613	2016/10/08	Africa/Brazzaville	excellent	15.28318	Brazzaville
38.96372	2020/03/18	America/New_York	good	-76.99081	Chillum
10.61285	04 Feb 2013	Africa/Lagos	good	12.19458	Biu
33.86419	2016-05-10	Asia/Tehran	maintenance	48.26258	Aleshtar
32.55531	2019-01-26	Asia/Kolkata	average	76.12647	Chamba
42.97086	03/04/2022, 00:00:00	America/Detroit	building	-82.42491	Port Huron
48.06919	30 Apr 2014	Europe/Berlin	maintenance	11.37703	Gauting
-3.20333	13 Mar 2015	America/Santarem	excellent	-52.20639	Altamira
-1.26753	2015-06-13	Asia/Makassar	average	116.82887	Balikpapan
41.55815	05/04/2014, 00:00:00	America/New_York	good	-73.0515	Waterbury
44.85278	2017/11/26	Asia/Qyzylorda	accep	65.50917	Kyzylorda
31.28092	05/16/2018, 00:00:00	Asia/Kolkata	accep	74.85849	Patti
46.1351	03/19/2014, 00:00:00	America/Glace_Bay	excellent	-60.1831	Sydney
28.54944	2018-03-20	America/New_York	building	-81.77285	Clermont
-3.14306	2021/08/07	America/Manaus	accep	-58.44417	Itacoatiara
-3.5403	2015/02/16	Asia/Makassar	average	118.9707	Majene
0.51667	2015/07/20	Asia/Jakarta	maintenance	101.44167	Pekanbaru
13.65805	2021/08/02	Asia/Phnom_Penh	average	102.56365	Paoy Paet
45.9836	12/14/2021, 00:00:00	Europe/Rome	accep	12.70038	Cordenons
27.52948	2017-04-13	Asia/Karachi	excellent	68.75915	Khairpur Mir’s
43.35071	2015/09/14	Europe/Moscow	good	46.10925	Gudermes
13.73417	2017/04/25	America/El_Salvador	accep	-89.71472	Sonzacate
51.14942	2016/12/17	Europe/Warsaw	good	15.00835	Zgorzelec
43.78956	2019-12-23	Europe/Rome	excellent	7.60872	Ventimiglia
51.4781	29 Dec 2017	Asia/Yekaterinburg	accep	57.3552	Kuvandyk
51.82721	2017/10/05	Asia/Irkutsk	maintenance	107.60627	Ulan-Ude
48.35149	10/13/2019, 00:00:00	Europe/Berlin	excellent	8.96317	Hechingen
41.9001	2015-01-06	America/New_York	good	-71.08977	Taunton
-6.8048	2014/08/09	Asia/Jakarta	accep	110.8405	Kudus
34.14251	2022/03/08	America/Los_Angeles	accep	-118.25508	Glendale
32.50611	03 Jan 2015	Asia/Shanghai	excellent	120.14278	Jiangyan
45.4473	2014/03/29	America/Toronto	good	-73.75335	Dorval
25.92493	27 Oct 2019	Asia/Kolkata	maintenance	73.66633	Sojat
39.08367	2016-02-24	America/New_York	accep	-84.50855	Covington
45.49428	2018-05-30	America/Los_Angeles	good	-122.86705	Aloha
-20.25333	2015/03/17	America/Sao_Paulo	accep	-43.80139	Itabirito
28.15112	2015/07/28	America/New_York	good	-82.46148	Lutz
14.95472	20 Oct 2021	Asia/Manila	accep	120.89694	Baliuag
33.44872	2013/03/29	America/Chicago	average	-86.78777	Vestavia Hills
-5.85746	2015-03-01	Pacific/Port_Moresby	good	144.23058	Mount Hagen
51.47805	2016-11-27	Europe/Berlin	excellent	6.8625	Oberhausen
42.55308	03/31/2019, 00:00:00	America/Chicago	building	-87.93341	Pleasant Prairie
-1.63333	09/26/2014, 00:00:00	Africa/Libreville	excellent	13.58357	Franceville
40.2737	2017-07-25	America/New_York	average	-76.88442	Harrisburg
15.45144	2013-09-18	Asia/Kolkata	maintenance	78.14797	Betamcherla
53.59337	2012/09/28	Europe/Berlin	average	9.47629	Stade
14.93333	2012/12/05	America/Guatemala	excellent	-91.11667	Chichicastenango
47.90771	07/31/2013, 00:00:00	Asia/Ulaanbaatar	good	106.88324	Ulan Bator
48.35693	04/11/2017, 00:00:00	Europe/Berlin	average	10.98461	Friedberg
-0.71667	09/03/2020, 00:00:00	America/Belem	good	-48.52333	Soure
9.6531	05 Oct 2020	Asia/Manila	good	124.3697	Jagna
36.19278	01/17/2018, 00:00:00	Asia/Shanghai	maintenance	117.65694	Laiwu
42.64685	03 Feb 2018	Europe/Madrid	accep	-5.55835	Villaquilambre
34.15429	2015-03-09	Africa/Algiers	excellent	3.50309	Messaad
48.86667	2022/02/09	Europe/Paris	average	2.08333	Marly-le-Roi
51.26	16 Dec 2019	Europe/London	accep	-2.1875	Westbury
36.76775	01 Feb 2014	Africa/Algiers	accep	2.95924	Cheraga
-2.68333	2020/10/17	Africa/Dar_es_Salaam	average	33	Usagara
60.2052	10/17/2017, 00:00:00	Europe/Helsinki	average	24.6522	Espoo
38.13708	06/16/2022, 00:00:00	Europe/Istanbul	accep	41.00817	Silvan
37.60876	20 Aug 2022	America/New_York	accep	-77.37331	Mechanicsville
41.1053	10/09/2018, 00:00:00	Europe/Lisbon	good	-7.32097	Custoias
26.76628	01 Nov 2017	Asia/Kolkata	accep	83.36889	Gorakhpur
45.47885	2019-03-12	Asia/Vladivostok	accep	133.42825	Lesozavodsk
40.55851	2017-03-05	Europe/Rome	accep	17.80774	Mesagne
52.21099	2014-10-13	Europe/Berlin	accep	7.02238	Gronau
49.41029	2013/11/29	Europe/Zaporozhye	good	38.15035	Svatove
-34.64966	2022/04/14	America/Argentina/Buenos_Aires	average	-58.38341	Barracas
21.53889	04/09/2016, 00:00:00	Asia/Kolkata	excellent	71.57737	Gariadhar
41.24264	03/14/2020, 00:00:00	Europe/Rome	average	16.50104	Bisceglie
53.69786	08 Jun 2019	Europe/London	accep	-2.68758	Leyland
45.39402	05/01/2015, 00:00:00	Europe/Rome	average	9.29109	San Giuliano Milanese
56.9083	27 Aug 2018	Asia/Yekaterinburg	good	60.8019	Beryozovsky
41.14676	2014/08/03	America/New_York	accep	-73.49484	New Canaan
40.65538	09/28/2017, 00:00:00	America/New_York	building	-74.38987	Scotch Plains
35.82756	2013-07-19	Asia/Tokyo	excellent	137.95378	Ina
-4.24444	08/01/2018, 00:00:00	America/Fortaleza	good	-42.29444	Barras
-27.50578	25 Aug 2022	Australia/Brisbane	accep	153.10236	Carindale
41.6764	29 Jul 2021	America/Chicago	average	-91.58045	Coralville
-2.90055	14 Sep 2020	America/Guayaquil	building	-79.00453	Cuenca
20.74122	2015/03/04	America/Mexico_City	accep	-100.44843	Santa Rosa Jauregui
12.1277	23 Apr 2022	Asia/Kolkata	average	78.15794	Dharmapuri
26.32293	08/22/2018, 00:00:00	Asia/Kolkata	accep	91.00632	Barpeta
36.61954	07 Jun 2013	Africa/Algiers	excellent	4.08282	Beni Douala
9.58126	20 Aug 2014	Africa/Lagos	maintenance	8.2926	Kafanchan
34.65918	2012-11-02	Asia/Shanghai	good	109.22921	Yanliang
20.88197	18 Mar 2016	Asia/Kolkata	accep	85.83334	Bhuban
47.56494	03 Nov 2014	Europe/Kiev	accep	31.33078	Voznesensk
12.18441	26 Jan 2020	Africa/Ndjamena	maintenance	18.69303	Mongo
41.6764	09/25/2018, 00:00:00	America/Chicago	average	-91.58045	Coralville
41.57439	2020-04-19	Europe/Sofia	maintenance	24.71204	Smolyan
42.8334	08/20/2013, 00:00:00	America/Toronto	excellent	-80.38297	Norfolk County
8.48714	2021-09-12	Africa/Freetown	good	-13.2356	Freetown
36.24624	2017-10-22	Asia/Tokyo	excellent	139.07204	Fujioka
8.43333	26 Jun 2019	Asia/Bangkok	good	99.96667	Nakhon Si Thammarat
41.54566	2020-02-18	America/New_York	good	-71.29144	Middletown
36.81667	01/31/2018, 00:00:00	Asia/Shanghai	building	117.81667	Zhoucun
61.78491	08/10/2021, 00:00:00	Europe/Moscow	building	34.34691	Petrozavodsk
41.57721	2013-09-07	America/Chicago	good	-93.71133	West Des Moines
37.52487	2014-11-14	America/New_York	building	-77.55777	Bon Air
41.8542	2019-10-14	America/Chicago	average	-87.66561	Lower West Side
8.88988	2022/07/07	America/Panama	maintenance	-79.62603	Veracruz
35.89972	05 Jul 2020	Europe/Malta	accep	14.51472	Valletta
52.4581	10/02/2014, 00:00:00	Europe/Berlin	accep	13.28702	Dahlem
43.48961	2017-02-09	Europe/Madrid	accep	-8.2194	Ferrol
-33.59217	01/31/2019, 00:00:00	America/Santiago	accep	-70.6996	San Bernardo
40.58654	06 Dec 2012	America/Los_Angeles	excellent	-122.39168	Redding
3.02013	2015/03/07	Africa/Kampala	accep	30.91105	Arua
45.39402	2018-05-06	Europe/Rome	maitennce	9.29109	San Giuliano Milanese
-28.81833	2014-03-17	America/Sao_Paulo	average	-52.51028	Soledade
-6.8	10/04/2017, 00:00:00	Africa/Dar_es_Salaam	average	39.25	Magomeni
13.70167	03/03/2013, 00:00:00	America/El_Salvador	average	-89.10944	Ilopango
54.84444	15 Mar 2017	Europe/Moscow	accep	38.16694	Kashira
36.21544	2015/07/13	Asia/Kabul	accep	65.93249	Sar-e Pul
46.67535	2019-02-27	Europe/Paris	maintenance	5.55575	Lons-le-Saunier
41.48199	2017/12/28	America/New_York	average	-81.79819	Lakewood
43.96222	2017-04-03	Europe/Moscow	accep	43.63417	Novopavlovsk
13.44581	2022/09/24	Asia/Bangkok	good	101.18445	Phanat Nikhom
58.1908	2015/08/01	Europe/Moscow	maintenance	40.17171	Danilov
44.89784	2016/12/28	Europe/Rome	maintenance	8.86374	Tortona
40.72586	03/09/2015, 00:00:00	Europe/Rome	maintenance	8.55552	Sassari
34.25807	2016/06/27	America/Chicago	maintenance	-88.70464	Tupelo
10.63504	03/12/2013, 00:00:00	America/Costa_Rica	accep	-85.43772	Liberia
14.37395	2017/02/13	Asia/Bangkok	average	100.48528	Bang Ban
40.72586	26 Sep 2016	Europe/Rome	good	8.55552	Sassari
43.61062	03/11/2018, 00:00:00	America/New_York	good	-72.97261	Rutland
33.86419	12/10/2020, 00:00:00	Asia/Tehran	excellent	48.26258	Aleshtar
39.33427	17 Aug 2018	America/New_York	building	-76.43941	Middle River
7.83389	2013-06-04	America/Bogota	average	-72.47417	Villa del Rosario
31.39547	05/03/2015, 00:00:00	Asia/Jerusalem	good	34.75699	Rahat
10.66668	2013-10-19	America/Port_of_Spain	excellent	-61.51889	Port of Spain
22.75218	07 Feb 2015	Asia/Kolkata	maintenance	72.68533	Kheda
4.73245	2020-06-06	America/Bogota	good	-74.26419	Madrid
50.9803	03 Jan 2019	Europe/Berlin	average	11.32903	Weimar
45.75279	05 Dec 2014	Asia/Shanghai	excellent	130.57211	Boli
45.16024	17 Dec 2021	America/Chicago	building	-93.08883	Lino Lakes
44.22639	2016-05-17	Europe/Belgrade	average	22.53083	Negotin
31.78336	2013-09-10	Asia/Hebron	excellent	35.23388	East Jerusalem
37.65181	2020-08-27	Asia/Shanghai	building	120.33063	Longgang
1.6561	2022-02-24	Asia/Kuala_Lumpur	good	103.6032	Kulai
26.18924	2021-03-01	America/Chicago	good	-98.15529	San Juan
27.34089	03/03/2019, 00:00:00	Asia/Shanghai	accep	117.4831	Shaowu
23.73333	10 Feb 2020	Asia/Shanghai	building	114.68333	Heyuan
50.11861	03 Jul 2020	Europe/London	maintenance	-5.53715	Penzance
16.06213	06/09/2022, 00:00:00	Asia/Kolkata	accep	76.0586	Hungund
37.08819	2016/11/07	Europe/Lisbon	accep	-8.2503	Albufeira
24.81757	2021-01-10	Asia/Kolkata	accep	84.63445	Rafiganj
34.06635	01/05/2020, 00:00:00	America/New_York	excellent	-84.67837	Acworth
34.56861	2015/04/09	Asia/Shanghai	average	105.89333	Beidao
53.59782	2014/12/13	Europe/Moscow	excellent	34.33825	Dyat’kovo
37.52487	2022/07/19	America/New_York	excellent	-77.55777	Bon Air
55.54028	02 Dec 2020	Asia/Krasnoyarsk	building	89.20083	Sharypovo
45.47885	01/24/2020, 00:00:00	Asia/Vladivostok	good	133.42825	Lesozavodsk
-12.91667	18 May 2020	America/Bahia	accep	-39.25	Muritiba
-0.35817	06/25/2022, 00:00:00	Africa/Mogadishu	good	42.54536	Kismayo
40.53123	14 Apr 2022	Europe/Rome	excellent	17.58522	Francavilla Fontana
12.74409	09/22/2019, 00:00:00	Africa/Bamako	average	-8.07257	Kati
14.62072	12/14/2013, 00:00:00	Asia/Kolkata	maintenance	74.83554	Sirsi
33.4425	19 Sep 2021	Asia/Tokyo	accep	129.96972	Karatsu
53.81667	2021-01-03	Europe/London	good	-3.05	Blackpool
-37.88333	01 Jul 2018	Australia/Melbourne	excellent	145.06667	Carnegie
30.21121	2022-04-05	Asia/Kolkata	maintenance	74.4818	Malaut
28.92694	2014/04/02	Asia/Kolkata	building	78.23456	Bachhraon
33.03699	2015-06-21	America/Los_Angeles	maintenance	-117.29198	Encinitas
3.31332	22 Nov 2014	Asia/Makassar	excellent	117.59152	Tarakan
51.14942	23 Jul 2017	Europe/Warsaw	average	15.00835	Zgorzelec
51.26	2013/10/13	Europe/London	maintenance	-2.1875	Westbury
36.46917	21 Apr 2015	Africa/Tunis	accep	10.78222	Beni Khiar
42.67164	25 Feb 2019	Europe/Rome	average	14.01481	Roseto degli Abruzzi
51.47805	2012/12/02	Europe/Berlin	building	6.8625	Oberhausen
47.56494	09/14/2017, 00:00:00	Europe/Kiev	building	31.33078	Voznesensk
33.08014	2016-06-17	America/New_York	accep	-83.2321	Milledgeville
41.50343	2014/01/04	America/New_York	excellent	-74.01042	Newburgh
34.61667	2015-07-16	Asia/Tokyo	building	135.6	Yao
50.8	03 Nov 2019	Europe/Brussels	accep	3.16667	Wevelgem
36.81667	2015-01-03	Asia/Shanghai	excellent	117.81667	Zhoucun
37.95143	2014/11/19	America/Chicago	accep	-91.77127	Rolla
41.77583	31 Aug 2013	Asia/Tokyo	good	140.73667	Hakodate
34.8825	2017/02/15	Asia/Seoul	good	128.62667	Sinhyeon
23.9028	2021/01/17	Asia/Dhaka	good	89.11943	Kushtia
-19.7625	11 Jan 2021	America/Sao_Paulo	average	-44.31389	Esmeraldas
28.54944	2015/05/16	America/New_York	maintenance	-81.77285	Clermont
