longitude	C2H3NO5	O3	CO	warning	Pb	PAHs	PM2.5	PRES	TEMP	latitude	NH3	H2CO	SO2	CH4	PM10	CFCs	NOx
85.83334	0.04106	8.49968	7.66661	1.00000	60.92251	11.14466	7.92686	1125.34869	18.62529	20.88197	4.41135	38.86084	8.83038	10.81265	6.24268	52.97246	6.63995
4.7934	0.03339	9.07229	8.39875	1.00000	39.09304	10.85419	8.71859	1087.47326	27.55913	45.69558	8.50339	53.44332	9.97929	9.09094	7.22881	59.07203	7.64802
-87.88754	0.06055	7.19829	9.22630	0.00000	58.88346	7.08749	7.38465	1181.64408	1.80625	41.15376	6.96238	38.27495	9.42285	7.43228	7.63071	56.12062	9.58599
12.6723	0.01832	8.47711	7.61575		70.23664	9.03085	7.13253	1110.63004	26.96812	41.72063	4.89789	48.03408	8.94394	12.88448	4.88769	46.73726	6.79454
30.96755	0.02112	8.16633	7.95072	1.00000	37.93517	10.52070	7.57570	1096.82541	22.25935	49.07866	8.66428	75.51165	9.66544	8.09673	6.22399	80.79209	7.38316
-52.51028	0.08104	9.21099	8.06888	1.00000	47.68089	9.07955	9.49099	1110.03196	9.87056	-28.81833	10.59356	36.11144	10.49793	8.77126	8.45029	57.23083	7.48841
73.7553	0.05580	9.17734	8.74418	1.00000	49.10108	10.85493	7.59697	1123.61775	11.54730	15.5439	5.76067	71.33921	8.28083	9.21608	7.88364	49.06262	5.60807
-38.94722	0.02389	7.60579	7.35713	1.00000	66.72047		8.66348	1101.03765	1.89220	-15.675	6.51326	48.73527	10.02573	9.63242	6.36896	90.61695	5.68308
46.04833		9.03298	9.16451	1.00000	78.91750	9.77635	9.98264	1071.89503	-5.30486	51.40944	5.01806	53.66002	8.96979	11.78521	4.43269	47.05832	6.80885
35.7	0.01228	5.92044	6.74813	1.00000	34.41546	9.44248	10.69968	1138.62707	14.69272	-7.76667	7.27798	31.88013	9.69371	10.60584	5.41664	70.86449	5.01190
115.04814	0.01698	8.83358	7.80462	1.00000	77.38039	9.25649	8.98182	1059.75415	21.27806	30.24706	8.16011	39.87796	9.86968	9.30788	6.48140	34.32634	8.87780
-0.76773	0.01749	8.29784	6.97204	1.00000	47.99232	9.97326	9.09673	1120.79166	14.42134	38.38479	6.42495	40.54864	8.73610	10.23762	6.53437	64.13165	7.40437
-52.20639	0.06244	7.30066	8.65316	0.00000	63.08087	8.56115	8.31997	1193.50328	37.23749	-3.20333	5.08697	45.97340	5.39046	3.34326	7.98616	71.81131	7.42841
-80.66756	0.13885		7.08359	1.00000	58.62567	12.76053	7.78362	1093.28120	21.72668	26.68451	11.77676	50.07151	9.39045	7.19640	9.11172	55.44288	10.00921
4.8951	0.02677	8.84339	8.21457	0.00000	52.71319	12.94078	7.83281	1109.34605	23.73883	44.92801	3.75364	39.35895	8.02252		5.75046	34.68133	10.10029
30.91105	0.02243	9.30249	9.91165	1.00000	58.74562	11.63583	7.88865	1052.74000	17.40212	3.02013	3.32414	70.96168	8.16416	11.16862	6.35183	50.37805	5.34393
110.8405	0.02972	7.30538	9.63125	1.00000	63.01458	8.98643	9.10661	1111.85184	-8.55197	-6.8048	7.59488	56.91434	8.07355	10.50508	6.29899	37.18585	7.47395
-3.05814	0.02296	10.81574	9.12142	1.00000	62.95817	8.91908	7.58684	1162.72262	30.62960	53.00974	6.51456	42.01961	10.47018	10.08559	6.19351	43.77698	6.44397
75.16878	0.03877	7.70275	9.01553	1.00000	48.33664	12.97671	7.13033	1067.65224	6.35348	30.81383	8.47461	29.93967	9.61189	9.78326	7.08964	26.32031	9.13245
151.08057	0.06387	6.59886	8.17138	1.00000	33.67793	10.48495	7.79526	1121.62118	16.49293	-33.79176	8.62467	23.29641	8.74779	10.30338	8.10213	49.54408	7.39130
-76.78319	0.03125	8.13458	7.80339	1.00000	60.71123	7.86728	8.23050	1169.34836	23.23161	18.00747	7.75458	40.66223	10.87091	10.03322	6.63491	55.96427	5.56872
117.63083	0.05079	9.53760	9.42026	1.00000	33.24261	8.08311	6.70461	1060.42404	21.91280	35.50056	5.76815	49.31599	9.39622	5.29756	7.67853	28.70541	10.41705
73.97117	0.02819	9.38859	9.21539	1.00000	64.49369	10.31408	8.58443	1105.03817	20.17436	31.96258	5.04453	41.01178	9.57592	9.63563	6.73417	65.88327	4.57918
17.8031	2.32864	8.64649	8.78861	0.00000	72.42138	7.88020	8.71021	1144.79140	2.93871	48.43174	8.26043	43.98793	4.66004	5.94134	12.04329	64.55046	6.60210
17.58522	0.04845	8.65578	9.17624	0.00000	65.61512	5.86204	7.97715	1065.81623	-0.09199	40.53123	5.03766	34.09582	8.61653	7.34602	7.47113	65.32561	7.79814
133.42825	0.00935	7.20624	9.78887	0.00000	67.07655	6.69970	6.59622	1138.79988	16.85795	45.47885	6.69208	54.52415	9.94266	7.84640	4.08045	31.23613	8.46741
4.18333	0.05301	9.37606	8.84842	1.00000	45.25083	10.30383	8.42654	1148.38869	29.40163	7.6	6.64090	71.41033	8.63858	9.12132	8.21664	60.13319	6.86944
7.00417	0.55587	8.15826	8.96609	1.00000	36.98560	5.28653	7.42271	1057.03682	27.63545	52.26083	5.58987	60.77155	7.24827	4.75975	10.56830	61.48231	6.70657
42.7125	1.26596	8.78645	7.69141	0.00000	63.11104	6.84533	8.35838	1068.23308	19.62550	11.15583	6.60178	43.58700	5.26517	5.39278	11.42502	76.01683	6.41353
38.28402	0.01361	7.64994	7.62713	1.00000	41.47553	10.41912	10.04285	1165.32545	14.63005	34.5624	4.73220	52.98736	8.78702	12.39851	4.69614	55.88051	8.63858
-6.90656	0.07560	7.51194	6.31840	0.00000	47.57067	8.09677	7.71232	1153.71726	30.02775	33.92866	7.15996	55.60187	9.14082	7.13125	8.39972	48.24489	9.40335
15.28318	0.09296	7.52938	10.32597	1.00000	54.81224	9.94004	8.04031	1171.02954	37.03584	-4.26613	7.05371	53.73648	9.65670	8.21830	8.65548	36.34885	5.89512
-73.26022	0.00190	7.70409	8.13764	1.00000	50.17157	8.63685	7.75119	1118.04514	14.49521	6.46838	6.46818	43.36444		11.21698	4.88300	32.66648	8.07198
-88.3162	0.12706	6.44956	7.42876	1.00000	46.76417	9.86745	8.64686	1130.80276	16.54285	42.24113	8.02755	26.44188	9.23306	8.25662	8.87678	68.38340	7.79151
6.8625	0.03985	8.65255	8.79987	1.00000	47.32831	8.99191	9.09546	1185.85735	19.36509	51.47805	10.91113	32.35444	10.56631	7.61280	7.21702	53.13920	7.64038
86.79271	0.29813	5.23511	9.34254	0.00000	47.14281	6.28977	7.15725	1137.19487	6.50123	25.92127	8.04601	42.33277	9.45077	8.12935	9.90695	27.19097	6.84464
136.84186	0.12032	9.05223	7.15068	1.00000	62.26547	10.16414	9.09177	1102.15896	-9.76034	34.4833	9.25846	32.48979	8.18208	9.69813	8.96018	61.65007	8.27089
-42.98194	0.06602	8.71837	6.26091	1.00000	43.35208	7.22593	8.84375	1141.53194	6.96838	-22.53722	10.36605	67.21554	9.36932	7.94249	7.94397	77.04012	5.99812
168.31366	0.08111	6.41147	7.19776	1.00000	52.74860	9.70874	7.40577	1052.51409	5.41553	-17.73648	12.85604	56.73946	8.81049	8.38753	8.28926	59.29537	7.43951
86.00214	0.26718	9.02248	8.38298	1.00000	38.51100	9.39617	6.56696	1050.98548	-3.54414	46.51872	8.18519	38.40942	9.19266	7.38845	9.74770	41.17710	5.57565
-73.95097	0.05307	7.98719	8.36408	0.00000	33.27735	7.44092	8.24741	1052.04829	25.52417	40.72371	6.35635	28.12074	8.15624	8.91068	7.80118	53.02064	9.84664
-1.32471	0.15310	7.16372	7.10491	0.00000	36.73672	6.26136		1131.05783	21.71820	51.40148	6.79221	43.91085	8.22107	7.09512	9.22329	50.89174	7.06985
-82.61573	0.11838	8.05768	8.27680	0.00000	61.25346	7.48343	7.87319	1054.60060	24.73560	41.24255	6.91579	58.58620	6.72430	9.23223	8.79377	45.57451	6.82442
33.72798	0.05802	7.39784	9.18986	0.00000	48.60069	10.16969	7.53949	1078.28509	26.40851	53.53395	7.26529	52.47104	6.44788	9.85510	7.91397	15.42766	6.74758
8.70745	0.10652	8.50794	10.08720	1.00000	27.78598	7.73171	9.49049	1181.00178	-10.96594	49.03685	9.78592	51.45662	10.37935	7.14041	8.78674	38.41471	5.40302
45.36561	0.04071	8.27898	8.17328	1.00000	90.32729	8.45233	8.22406	1069.11131	18.08913	41.09246	9.47553		10.59583	9.42309	7.51572	58.04561	7.05506
74.12286	0.14520	8.40046	7.44118	1.00000	57.60520	10.81111	7.57375	1113.10120	6.48834	30.76468	6.73319	44.89219	8.22466	9.19564	9.11868	64.83556	7.90556
-40.7475	0.01809	8.76893	9.72733	1.00000	45.01986	6.26113	6.89945	1101.72039	20.08353	-4.16694	10.35028	66.87518	10.28240	9.99652	5.25252	41.73685	8.21445
-91.11667	0.20541	9.77874	9.10394	1.00000	55.19866	11.95593	8.93532	1054.07795	18.56225	14.93333	9.70849	37.99034	7.61830	10.70230	9.55246	24.43631	9.25858
10.03478	0.07929	7.84532	8.37935	1.00000	51.24763	11.04193	7.89924	1179.06421	26.18349	37.16911	5.46071	35.35414	9.43097	8.73522	8.35391	54.86323	5.82603
-13.68778	0.03217	8.99069	8.06399	1.00000	42.72010	12.34367	7.62255	1083.18433	0.29200	9.535	10.93486	57.97125	9.85287	8.06265	6.78465	81.99601	8.93221
15.46667	0.01875	7.34522	8.20548	0.00000	43.69154	6.26096	8.50245	1197.83985	15.71816	47.05	5.28033	21.36973	11.31917	7.45987	5.07814	55.47365	9.30373
8.64409	0.21340	7.43627	8.24809	0.00000	38.58919	6.84160	8.59977	1078.00950	24.32894	48.07667	5.33087	60.73523	12.69914	3.41637	9.60101	59.09692	11.34824
-84.50855	0.04097	8.43513	5.97773	1.00000	65.00989	9.06613	9.44405	1180.36196	30.83030	39.08367	8.21919	26.62241	9.92798	9.94357	7.18950	61.59147	10.04497
-76.78319	0.03448	8.32633	6.67479	1.00000	57.56234	10.03411	8.06545	1175.70375	25.85628	18.00747	5.05297	55.95806	9.31478	10.88961	5.92812	51.80922	6.12460
99.1625	0.02238	8.49282	8.18491	1.00000	42.43561	10.40477	7.31219	1110.88831	12.28693	3.3285	9.89259	44.28120	8.22303	8.98253	4.68265	56.75565	6.64912
117.81667	0.07365	7.44753	9.16057	1.00000	62.38248	8.89862	6.81642	1126.56251	16.79369	36.81667	9.10054	24.42741	10.15725	11.08452	8.25920	83.04038	6.85185
30.38167	0.09962	8.85188	9.08026	0.00000	50.90850	7.35078	6.53072	1148.53729	12.62954	59.80917	6.36983	48.82843	8.94038	6.00100	8.65121	79.30795	10.69432
77.23826	0.03403	7.46612	5.45816	1.00000	43.59367	9.85664	8.32814	1122.71553	9.95535	11.50526	7.28613	46.94534	10.50857	8.71791	6.81132	61.14023	7.66233
72.85107	0.29408	9.48884	7.50679	0.00000	67.48442	7.84181	8.51608	1145.63935	15.15542	19.30157	7.10539	59.19984	5.71641	7.14257	9.87737	58.50999	6.94023
-1.99421	0.06453	8.15037	6.18764	1.00000	28.48452	9.58025	8.28668	1120.80034	16.64872	51.35084	6.40182	55.43344	8.38320	9.26857	8.25214	44.35812	4.43641
30.28491	0.02593	8.50654	9.24612	0.00000	38.08487	7.79963	8.43942	1093.19722	4.19418	60.02427	5.21220	69.03776	6.25679	8.15094	6.31467	57.21640	11.20033
-6.00137	0.05528	8.73982	5.71704	1.00000	37.54329	11.16189	7.00683	1182.27888	13.85863	33.42585	8.13269	37.99349	9.80643	7.74458	7.80002	27.62108	10.06962
77.0202	0.03183	8.94124	9.32492	1.00000	60.92376	10.09746	7.22557	1124.70988	3.67520	43.41949	5.91880	62.30110	9.47479	10.90790	5.26043	42.64130	8.05152
-50.19556	0.06997	8.90302	9.06693	0.00000	54.44792	5.53998	8.84761	1055.31861	-7.83656	-19.72806	6.08915	60.50897	13.05487	4.61324	8.30595	43.52228	10.56542
17.8031	0.02137	7.69036	7.79031	1.00000	56.99180	4.67238	9.94975	1178.12588	28.59292	48.43174	11.03082	44.85218	9.24415	12.87808	4.69797	63.52680	2.68722
15.46667	0.21529	7.81374	8.24842	1.00000	47.27278	8.99396	7.31562	1184.27480	9.78823	47.05	10.79784	38.78008	9.26439	10.00295	9.58436	65.90865	8.14073
-117.29198	0.27442	8.26592	9.36115	0.00000	66.56289	7.34926	8.54348	1055.40266	27.59063	33.03699	8.14119	48.55776	8.40944	7.51226	9.83392	46.32366	6.41441
70.96699	0.02292	9.95715	9.44738	0.00000	45.08949	7.63296	6.64036	1194.85206	-0.66450	30.46907	4.63504	37.42986	13.49437	7.91478	6.64383	49.05247	8.63449
136.84186	0.34185	7.50424	8.00386	0.00000	41.93532	7.58733	7.91461	1133.84220	10.13475	34.4833	6.50116	52.77703	6.53536	6.24458	10.05292	55.44991	6.83052
-99.32556	0.04171	7.77518	7.42022	1.00000	68.76063	9.03629	9.08361	1055.24169	9.87486	19.32889	6.88984	40.07244	9.93929	10.82281	7.36661	47.81954	7.07994
100.04427	0.02476	9.58270	7.83631	1.00000	72.13409	6.22950	8.33092	1147.68004	33.60167	13.8196	10.10396	62.20828	10.69217	10.75457	5.78749	32.54578	4.23341
27.06365	0.28097	7.65543	9.96783	0.00000	55.72789	4.81662	10.11427	1120.09487	20.04244	50.18545	6.39619	61.69000	9.97387	6.52264	9.87082	63.70214	7.23060
31.33078	0.10850	8.42793	10.24095	1.00000	44.27737	8.28005	6.49574	1071.47907	13.81051	47.56494	8.71400	19.66286	9.91904	7.58367	8.84264	50.76925	4.95472
71.21169	0.01268	6.41467	8.07617	1.00000	63.32040	7.56740	8.51347	1166.28874	23.07738	21.59983	4.96535	80.44848	9.77216	8.99674	3.62852	64.84340	8.58639
136.13108	0.09491	7.20861	8.92601	0.00000	56.93819	7.66596	8.57564	1067.50735	28.72357	34.75856	5.62147	55.89991	6.56478	4.93854	8.44198		7.30185
38.28402	0.02763		8.45961	0.00000	43.90482	6.63426	8.08823	1096.20743	11.90040	34.5624	9.02958	54.44054	7.24610	6.27563	7.13307	41.38884	9.59885
27.06365	0.02749	9.17196	8.71281	1.00000	50.74357	7.71541	8.11794	1106.96997	8.99892	50.18545	9.73403	35.11398	10.18608	9.82505	6.75076	52.26244	5.88410
115.8614	0.43240	8.74681	7.81780	0.00000	59.27327	6.54379	7.30402	1110.52987	4.54732	-31.95224	6.45316	62.93626	12.00171	5.35121	10.27897	66.15145	10.70531
12.6723	0.23922	9.16293	9.00927		55.96356	9.31176	7.73063	1080.55202	26.89188	41.72063	5.17898	41.19442	4.48293	7.14945	9.70576	56.33760	6.06318
-119.01677	0.02198	7.71555	7.00217	0.00000	52.02085	6.41038	7.60810	1155.54105	-3.96689	36.06523	6.91170	43.98891	10.42451	8.75647	6.03498	46.03705	9.17777
21.32778	1.23888	8.63085	6.98132	0.00000	61.45587	5.98781	7.94850	1112.43904	34.59603	42	9.14890	48.16319	7.54397	7.29086	11.40490	45.58055	7.10714
86.79271	0.11226	8.03744	7.58310	0.00000	23.70998	7.39732	8.72403	1176.42948	11.78372	25.92127	7.30002	73.02663	7.32438	9.03520	8.75279	44.50677	7.22227
38.94324	0.43670	8.63688	8.07092	0.00000	66.02066	6.04333	9.17837	1106.21649	31.19229	44.98901	9.36841	13.13395	3.82587	9.37256	10.33516	48.09428	7.42828
15.07041	0.06504	9.22224	9.89113	1.00000	31.57551	10.46758	8.23627	1075.12042	6.56846	37.49223	6.53752	38.37448	9.85357	8.51352	8.03855	47.66557	6.50116
13.39954	0.04204	9.77489	6.97077	1.00000	60.48233	9.32353	7.03553	1177.32804	11.21299	43.62558	7.91123	33.38539	10.14017	8.63230	7.50879	50.51448	7.55976
-72.27814	0.11112	8.49907	6.95144	1.00000	57.94918	8.74496	9.86977	1053.09629	21.14101	42.93369	8.39626	50.38905	9.89637	8.13078	8.82462	62.15724	6.57364
73	0.08120	5.59243	9.08287	1.00000	50.20561	10.42277	8.55443	1192.79608	7.09097	40.93333	10.25143	45.31311	9.35034	9.22997	8.37076	67.56989	8.90058
141.95	0.02427	8.04019	8.43397	1.00000	43.89049	10.09022	7.82606	1166.07269	16.68965	39.46667	8.98655	41.86105	9.07514		4.93202	53.42018	6.47235
-82.61573	0.12365	8.20033	7.79265	0.00000	46.96829	6.84262	10.16942	1093.37907	16.94266	41.24255	6.67284	30.35998	7.14760	4.17314	8.93469	71.65696	7.85046
51.3452	0.07042	8.24313	9.17870	0.00000	52.21943	9.40312	6.76308	1195.76031	20.94847	53.37596	8.00785	39.37104	9.70189	8.00491	8.03934	30.39482	6.37665
34.86563	0.05798	7.38137	7.52032	1.00000	47.96703	9.14040	8.60543	1142.29700	24.13376	31.92923	10.36261	33.61762	9.57434	9.49984	7.71677	62.19679	7.89718
14.51472	0.02665	8.52614	8.23657	0.00000	63.08544	5.84144	7.43821	1175.70498	13.28928	35.89972	4.65258	49.41480	9.01484	8.10757	6.25700	65.51844	11.82666
-113.3187	0.00683	7.80437	8.58237	1.00000	59.06524	8.37782	9.10375	1059.45437	12.14403	53.51684	10.49922	24.46509	10.28626	8.08565	4.29004	44.44994	6.17386
101.18445	0.04816	10.02096	6.41366	1.00000	80.29243	9.30547	7.05096	1062.04188	13.75973	13.44581	7.63351	43.62781	9.06460	9.68867	7.48178	49.89060	7.39515
85.83334	0.03033	7.71747	7.68158	1.00000	63.55519	9.39833	6.81691	1073.00573	17.60114	20.88197	11.40006	36.27450	9.46126	8.35547	6.81084	32.12915	6.91927
-3.05814	0.07753	6.96238	9.36927	1.00000	62.78743	7.80903	7.15703	1082.47443	15.36832	53.00974	9.24450	36.84084	10.85007	7.66143	8.49244	51.99649	6.14873
-48.52333	0.03065	10.05499	8.40318	1.00000	71.54314	9.84178	8.27982	1065.18211	9.65651	-0.71667	5.42198	34.51427	10.18955	10.80393	5.46575	50.69868	7.17480
4.18333	0.03636	7.43837	8.73147	0.00000	66.33893	10.74479	8.00044	1192.19755	10.83137	7.6	5.59973	38.63196	7.78656	10.96613	6.67549	68.45317	7.53844
-71.23106	0.03090	5.97410	9.97024	1.00000	48.25633	11.08747	6.86996	1109.84929	8.44727	-32.45242	8.24111	49.75259	8.67662	9.07510	6.40967	42.16117	7.66435
31.3237	0.07303	8.29044	8.12709	1.00000	60.21827	10.86767	9.48766	1134.48236	22.44095	52.4089	12.56998	41.94079	9.46208	9.91249	8.24152	61.45982	8.15358
71.52847	0.03810	9.15287	6.29949	1.00000	47.15681	11.38520	8.99025	1188.74038	22.42263	32.57756	4.79522	61.12865	7.40258	10.37483	7.16439	49.42915	5.89334
85.4265	0.43908	6.51537	10.03268	0.00000	46.17677	7.28663	6.75406	1196.15781	31.90824	55.8736	7.43698	52.33067	4.99940	7.74666	10.32790	32.86564	6.07347
37.73333	0.02167	9.17066	8.91593	1.00000	62.67914	8.63019	8.85294	1059.51534	31.29767	-4.06667	6.21223	54.20102	10.06356	11.34910	4.88964	53.83246	6.85259
72.85107	0.05388	7.59897	8.43671	1.00000	43.84871	8.88184	8.54635	1128.59162	28.31169	19.30157	8.29750	45.47174	9.94986	11.23081	7.66190	61.35352	6.63904
-87.88754	0.02820	5.93697	8.52801	1.00000	64.83891	10.72959	8.34765	1096.20893	32.62873	41.15376	7.02213	60.85212	8.57525	8.50788	6.31092	46.19061	7.12365
4.52514	0.01862	8.06425	7.74865	1.00000	72.93741	10.28460	7.40443	1104.13512	18.61093	12.74482	4.70260	70.77200	8.48664	10.98663	6.39201	46.48983	5.55687
38.01667	0.02433	8.82856	9.55023	1.00000	46.70832	6.64119	8.06403	1140.26593	12.49885	-5.41667	12.84637	37.14219	9.20240	9.88352	5.81862	40.34129	4.58064
79.87116	0.01898	8.07834	6.37892	1.00000	38.53558	7.46512	9.38437	1066.34147	18.87181	6.84019	6.07697	47.15228	8.84490	11.83988	3.55546	56.49545	3.72871
-87.70172	0.38862	8.46211	8.93530	0.00000	42.54642	9.76232	9.83168	1077.60617	2.05103	41.72059	7.41508	22.60796	10.39219	6.12049	10.23202	54.92398	8.59895
19.61222	0.02008	9.60442	9.49084	1.00000	41.65326	8.22397	7.82764	1156.56448	23.21919	44.97639	6.97216	33.92366	11.47142	10.12502	5.62303	52.48132	7.01186
37.38115	0.06011	8.16863	9.07887	1.00000	41.62477	10.58128	7.78818	1154.56082	10.37352	55.63711	12.69644	34.37273	9.38311	6.70676	8.20381	41.65593	8.89072
-48.59278	0.29492	7.39878	8.26765	0.00000	52.20827	9.03610	7.16389	1158.82733	4.88121	-23.7975	7.15204	55.18286	5.23179	5.86542	9.93134	68.00883	7.02536
117.4831	0.94404	7.92532	7.19762	1.00000	46.25571	9.59275	8.00579	1160.98280	9.50612	27.34089	10.88352	49.75803	10.03854	10.55965	11.12466	51.00893	8.58776
69.67639	0.91839	7.69396	8.42620	0.00000	50.11009	4.74606	8.68539	1181.88333	-13.41452	41.29444	9.09135	35.87270	7.67659	6.72117	11.09547	51.09136	7.17861
8.77155	0.02618	8.45668	8.66263	0.00000	42.60759	5.80393	8.63649	1140.52442	32.64816	50.23019	5.55983	38.67172	8.89748	7.54546	5.63781	58.23891	10.82104
11.5	0.07145	7.74517	8.50907	1.00000	62.75340	10.39364	7.84588	1073.07023	10.20709	3.51667	5.38545	60.53940	8.41710	10.37189	8.18666	38.34476	6.24099
2.45012	0.04963	7.39890	9.56734	0.00000	56.46982	7.70851	8.34791	1133.78410	6.49178	48.90982	7.53596	41.88115	10.36977	6.85301	7.50982	56.24170	8.58559
-87.88754	0.02140	6.52335	9.40975	1.00000	52.38507	10.95142	8.12294	1108.52403	17.48129	41.15376	4.72288	30.04900	8.97879	11.00573	5.76007	27.90859	6.93827
5.03586	0.01972	7.44169	7.43206	1.00000	47.34779	8.13491	9.49204	1192.38155	17.98561	43.83125	7.86330	38.28598	10.48109	9.79809	6.26122	52.05015	5.42644
59.4839	0.06199	9.64380	6.21796	1.00000	41.82902	6.76994	7.96544	1109.56827	13.02940	58.7002	10.33624	13.84766	10.49733	7.68491	8.07599	53.91158	5.41897
38.07083	0.07583	9.93562	8.08267	0.00000	69.92325	8.82840	8.58406	1094.50058	16.76940	54.90083	7.48969	33.09993	7.21435	8.03829	8.54794	49.02102	7.13819
13.32127	0.06801	8.51387	6.73529	1.00000	39.16531	10.34313	9.13005	1060.57736	27.29084	52.59319	9.27948	66.29696	9.40561	11.18337	8.18494	43.65778	7.17024
-84.13722	0.58476	9.42325	7.99183	0.00000	59.23887	4.37395	8.28769	1106.23404	24.92534	9.92787	8.04608	60.26205	7.60340	9.36123	10.62986	54.54960	6.65056
15.46667	0.03500	7.85454	7.17657	1.00000	51.52466	9.81838	6.77028	1141.91230	-1.67742	47.05	6.89075	57.86297	10.19308	10.14777	5.72645	68.37197	8.99131
127.08472	0.05050	6.38522	9.53885	0.00000	47.49440	7.28637	7.90223	1060.25064	22.92710	36.20389	6.86805	64.02642	8.89389	8.14848	7.62319	48.66326	7.46331
7.11393	0.05196	7.84784	6.67583	0.00000	46.57279	9.28533	8.90208	1058.29929	24.41162	51.08468	4.94034	56.96442	9.18519	7.93640	7.33778	32.83551	9.91088
-8.2503	0.02536	7.54836	7.55703	1.00000	50.75552	10.71294	7.51505	1090.75918	19.84956	37.08819	8.91931	61.77037	9.55006	8.55144	6.83014	73.62195	7.60830
102.42587	0.02700	7.46248	7.52492	0.00000	37.43437	7.39433	8.53233	1095.31250	8.57330	15.58552	7.22090	56.71530	8.59765	6.20035	6.12299	53.75059	9.07431
73.97117	0.13629	7.32519	10.01357	1.00000	39.21555	11.76322	8.35512	1111.92344	6.85804	31.96258	10.69019	50.42447	9.93910	10.21001	9.15465	34.63735	9.57986
137.4	0.04502	8.24457	8.37204	1.00000	62.29614	7.24043	6.18045	1103.62533	35.99189	34.81667	9.79307	57.57807	12.44531	7.73180	7.12420	63.68343	7.03566
123.99333	0.07701	7.74162	8.95122	1.00000	49.49396	10.34325	7.11450	1141.92794	20.61764	12.97389	9.95052	43.46866	8.56537	8.36549	8.25546	67.50766	7.12941
75.96976	0.03985	7.04302	6.45805	1.00000	46.10027	11.43638	6.87867	1110.74985	15.11305	15.73628	10.50668	45.12083	8.58558	8.90738	7.52334	69.33510	8.18083
9.17702	0.02153	5.44096	7.72416	1.00000	37.23928	7.16421	7.19678	1093.72913	26.42227	48.78232	8.90239	36.79555	10.98822	10.07901	5.11153	60.42746	7.53872
107.60389	0.01594	7.53693	8.00919	1.00000	65.34730	7.97117	8.43045	1143.59255	25.02938	-7.01833	8.43090	22.70265	7.49404	13.35471	6.16772	69.98501	4.16270
9.5586	0.05356	8.65997	10.31298	0.00000	42.12399	8.26959	9.73065	1190.57823	-0.48524	54.52156	6.60290	36.77185	6.78085	7.98971	7.52833	47.04969	6.90343
123.99333	0.05580	9.12748	8.58623	1.00000	60.14910	9.14543	7.33447	1078.67402	4.11558	12.97389	7.81184	45.18435	9.53375	9.29806	7.68493	63.66148	7.53537
77.23826	0.03128	9.16495	6.93494	1.00000	58.71494	9.79682	6.63199	1194.94365		11.50526	7.68784	36.81645	9.98225	8.78986	6.13368	47.45058	7.72924
-82.4017	0.02403	7.65899	7.67680	1.00000	43.80389	9.41066	9.20376	1195.20194	6.97483	23.0072	7.21679	40.50832	9.27583	10.02083	7.26309	56.90319	8.33947
85.83334	0.02570	8.67370	6.23734	1.00000	53.11304	9.69706	7.76847	1084.26461	24.65692	20.88197	6.29834	32.85665	11.10394	10.65071	4.87034	38.75094	9.09470
8.91229	0.02525	8.68106	8.57954	1.00000	59.76388	10.71999	8.82476	1060.48184	22.77395	49.13645	7.44204	40.21345	9.24149	7.95512	4.36627	64.22336	6.41919
105.89333	0.16350	8.67742	9.09690	0.00000	49.62104	6.08298	9.69415	1099.75853	7.05532	34.56861	7.62997	53.84757	7.93186	6.40987	9.31674	50.20949	7.83836
88.18466	0.01270	9.82661	10.10189	0.00000	53.08020	5.72733	9.15697	1177.84751	10.43888	22.19303	5.52939	63.81350	12.38783	7.27450	2.81465	62.41968	8.42194
120.74221	0.05154	9.81596	7.11043	1.00000	59.51498	7.84080	8.35158	1098.78472	25.01647	31.64615	6.60769	46.98581	9.07818	9.84908	7.42351	46.12299	2.71447
11.5	0.02048	9.64163	8.13777	1.00000	49.22504	9.61182	7.40269	1136.28523	24.67550	3.51667	6.40954	23.59590	9.28228	10.04051	6.27668	57.05372	6.56944
-76.99081	0.05341	10.81458	6.68032	1.00000	72.84964	7.39777	6.38361	1132.77948	23.68487	38.96372	13.05185	46.73253	10.34819	8.29890	7.76488	36.39841	6.47130
99.1625	0.01501	7.86054	9.81916	0.00000	50.63258	6.99498	9.64171	1062.56240	12.92780	3.3285	5.94879	45.01516	10.19320	8.52900	5.45412	60.89021	8.64529
72.34424	0.01947	7.60443	7.30111	1.00000	60.03480	11.50526	8.02752	1067.61721	-1.63919	40.78206	10.79403	27.53320	7.68712	7.99471	4.17056	33.98399	6.92784
115.70111	0.02301	8.07179	8.60096	1.00000	24.46103	9.61032	6.72719	1157.75789	34.70169	37.73222	6.96934	44.54866	8.98073	9.74955	6.78353	80.72443	6.88641
140.72287	0.02604	8.14515	8.00876	0.00000	48.62380	7.48611	8.49892	1083.49164	-2.57875	53.14657	9.20146	26.29051	8.86619	6.81999	5.72756	39.24293	7.25007
106.92667	0.03757	6.24531	8.77061	1.00000	41.93270	8.79910	7.60168	1069.30458	-6.91757	-6.91806	10.53120	43.43777	10.38455	9.99323	7.10621	52.33717	6.63243
152.70493	0.02808	6.25123	8.23238	1.00000	48.63776	11.68651	8.27402	1189.41226	7.52290	-25.54073	3.08708	63.04710	8.20113	11.18786	6.80247	53.40561	5.39905
4.91667	0.03984	9.34486	7.49620	1.00000	57.30353	10.14773	8.50111	1137.40651	19.26409	45.73333	6.26072	63.34039	8.69393	9.76617	6.65811	51.42617	6.29903
