Pb	PAHs	PRES	PM2.5	NH3	latitude	CH4	NOx	H2CO	C2H3NO5	CFCs	TEMP	O3	longitude	warning	PM10	SO2	CO
32.56301	8.10029	1073.59671	9.15329	9.45443	-22.53722	10.38808	9.16435	44.03912	0.19466	76.09991	25.26272	10.21418	-42.98194	0.00000	9.18932	10.27151	11.45144
40.97525	12.75409	1116.99908	8.54171	8.55436	54.52156	8.25843	12.04106	59.87665	0.29068	75.18262	16.15428	11.17977	9.5586	1.00000	9.64449	10.24395	12.44471
55.97387	11.62725	1113.35762	8.48031	9.92350	37.58105	9.88800	12.08468	80.49070	0.03538	91.16597	26.95884	9.56638	29.26639	1.00000	7.13548	9.74115	8.14641
45.73312	6.76575	1062.07095	9.53932	11.02951	-8.99167	8.25833	9.41180	37.37266	0.48150	32.97885	26.68457	10.49125	125.21972	1.00000	10.19590		9.93515
27.60829	8.83670	1150.98611	8.49308	7.60276	16.0567	10.76095	6.88789	45.50400	0.05157	57.80789	14.65980	10.93586	103.65309	0.00000	7.50728	12.38241	12.05979
58.43220	12.17921	1082.84267	8.76845	9.82116	48.06919	3.98780	7.20755	37.75937	0.42122	43.81395	23.55458	9.28430	11.37703	0.00000	10.08671	8.74979	12.98914
44.56244	7.40193	1058.85451	9.55421	11.06963	47.56494	9.31757	10.96629	35.40954	0.04085	59.75532	16.96318	9.98639	31.33078	1.00000	7.49198	10.47346	8.16696
54.17858	8.87079	1113.48396	13.48374	10.46387	40.98894	5.99573	8.58983	65.89510	0.07989	67.14289	-4.86719	10.22497	28.67582	1.00000	8.33347	9.80707	6.95519
39.25451	9.38422	1081.70574	9.70905	8.58619	49.68369	6.48995	9.21433	58.06943	0.20662	51.95133	0.53449	10.17245	8.61839	1.00000	9.26733	8.19638	13.57619
53.42343		1195.99168	8.71417	9.29999	51.64316	10.25474	6.37008	50.23975	0.14445	78.04340	9.64367	9.72786	-0.36053	0.00000	8.88463	9.76309	13.01477
52.83300	7.36031	1118.16384	10.80962	9.53912	53.38333	8.59169	11.44970	50.12488	0.07521	33.21626	10.23804	10.04596	-0.76667	1.00000	8.26204	8.71140	8.65223
32.44914	10.13277	1064.36811	8.42083	9.11974	43.61058	8.26104	10.45963	46.30032	0.17591	34.87081	15.50978	8.92543	1.33467	1.00000	9.07178	10.55046	10.72402
61.65646	8.96554	1153.78402	14.14672	8.78113	52.57583	7.57716	12.25155	42.28873	0.03488	46.13245	19.83778	11.78266	6.61944	1.00000	5.96108	9.40593	5.83211
38.21635	6.46641	1124.93711	9.49441	9.56283	39.33427	8.65714	8.40394	62.89830	0.22071	46.25061	29.01980	7.85737	-76.43941	1.00000	9.40060	8.48481	7.36980
72.03784	8.57588	1053.05460	6.78996	8.54360	19.64745	13.11750	10.68098	76.06740	0.05494	57.33545	27.27415	7.54829	-102.04897	0.00000	7.85409	10.98571	7.38640
56.16193	8.06705	1125.78944	9.80312	8.64178	51.20219	9.52273	10.42987	29.02160	0.11506	43.63479	8.88286	9.44941	7.36027	1.00000	8.54068	9.24763	6.91009
51.05372	10.11683	1117.26367	10.89137	10.44770	47.30997	7.57960	11.77447	37.49845	0.08345	61.04845	25.02181	9.84162	8.52462	1.00000	8.03761	10.88210	11.16429
51.44791	8.63972	1107.68790	7.00242	8.84195	33.14447	12.33444	8.53326	48.81511	0.03991	48.75788	16.83401	9.62926	47.3799	0.00000	7.49498	9.44160	8.65801
64.98655	11.05064	1178.41538	8.37802	7.55723	40.11583	7.06857	11.38907	43.86953	0.07813	58.89234	19.95409	9.19729	67.84222	1.00000	8.13185	8.13740	13.27812
48.41558	8.32426	1102.88500	10.86193	8.97493	9.58126	8.11886	10.56939	39.27751	0.08301	54.65452	10.14816	9.03841	8.2926	1.00000	8.09540	9.39518	8.47734
66.57265	12.12479	1098.77396	7.28405	10.21588	41.94175	7.86875	8.80254	61.31626	8.43322	49.94444	9.82855	8.97545	123.50266	0.00000	13.08911	9.53951	10.67302
42.06399	9.40418	1168.03165	9.27901	11.13984	45.53069	6.87696	11.11476	57.54986	0.04746	60.46190	-3.89520	9.23518	9.40531	1.00000	7.57530	9.79986	11.97625
39.58557	13.66404	1095.09799	7.72537	8.14672	41.6764	7.94504	11.60652	57.42911	0.24848	59.67977	39.70443	9.83387	-91.58045	1.00000	9.51115	8.37087	14.21109
66.77248	10.93479	1109.69624	8.53466	9.23401	-7.60361	8.67151	11.22981	48.04643	0.23358	63.23351	15.31059	8.42534	37.00438	1.00000	9.38765	9.17477	10.35289
39.44614	11.64329	1191.01506	7.37893	8.63374	0.76755	5.97751	8.83832	68.65463	0.72087	46.40240	23.73895	8.25599	24.43973	0.00000	10.60730	11.65090	12.05535
47.46110	11.67336	1166.34587	8.08501	10.66619	37.49073	9.99428	10.42344	48.41665	0.29483	56.23813	8.18930	11.06740	-2.77259	0.00000	9.69139	8.49366	10.91433
31.09538	8.20139	1108.03166	10.13463	9.13721	30.35028	9.93075	11.73795	53.76747	0.24937	50.75013	25.52808	9.42237	112.19028	1.00000	9.54733	11.26189	7.57243
41.55249	7.73490	1060.84256	9.41089	10.41774	-33.79176	6.84485	9.60313	65.32076	0.13994	41.55423	6.52273	10.19942	151.08057	1.00000	8.93713	9.59722	11.27624
38.26801	8.11068	1065.22943	7.76560	9.88197	34.61667	6.31363	11.13545	34.62020	0.10705	57.53154	8.38700	8.70571	135.6	1.00000	8.60775	10.10614	12.23929
80.82793	7.60705	1109.49271	8.74916	9.73916	20.88953	10.08336	7.45109	68.44932	0.22718	58.61622	12.12734	9.76881	-156.47432	0.00000	9.35449	10.08520	12.36488
42.15602	9.53094	1074.60883	8.49679	8.45249	-22.45667	6.51420	11.75927	37.69225	0.04435	31.72084	17.95335	8.41901	-47.53028	1.00000	6.38796	10.54868	12.53979
54.11863	8.35667	1051.12265	9.01889	6.75668	43.2907	8.63927	10.15331	51.00273	0.08396	45.35741	0.05335	9.22878	5.4384	1.00000	8.13962	8.71472	9.73271
31.56490	8.05488	1139.15103	7.14210	10.28054	45.53069	13.38058	8.34489	67.66553	0.03870	45.09041	10.99108	8.50785	9.40531	0.00000	7.13233	9.67275	9.13113
61.03732	10.80206	1183.83586	7.26573	11.18486	34.56861	7.86041	12.73175	99.31085	1.07280	68.66141	12.56143	9.23377	105.89333	1.00000	11.02489	11.20802	11.41628
31.32061	8.43400	1089.95809	7.17931	10.47857	58.04254	12.18126	7.76649	55.32574	0.05245	60.20238	16.46489	9.31350	65.27258	0.00000	7.18333	11.08825	10.63458
33.63339	10.05129	1164.82093	11.96612	9.26302	10.13361	7.83769	12.23568	56.67438	0.09267	59.87518	19.26703	7.52309	124.84472	1.00000	8.28649	10.41736	9.57556
35.68967	8.40110	1156.62254	8.29350	8.73215	51.19139	10.90606	9.57167	52.41382	0.25236	34.17399	28.36280	10.64816	6.51352	0.00000	9.45578	10.62149	9.15107
53.30527	8.71804	1185.54243	7.08458	9.55247	51.26	13.41596	9.49821	51.03769	0.04772	32.95419	5.39416	10.45191	-2.1875	0.00000	6.58890	9.75925	9.89023
38.99752	8.55867	1105.05297	8.27902	9.16049	51.62907	12.49810	9.40606	71.03161	0.03026	43.62979	33.21157	8.23939	-0.74934	0.00000	6.95441	8.74664	12.19614
49.80299	11.16428	1184.33466	10.51794	9.97592	38.96372	4.48229	7.88265	65.52006	2.42205	47.72591	23.69781	9.57283	-76.99081	0.00000	11.83489	9.55455	12.52722
32.88090	10.34192	1130.38346	8.47515	8.35022	51.62907	9.94813	8.06809	32.07914	0.22885	19.67581	21.92347	9.24742	-0.74934	1.00000	9.37273	7.48417	8.85418
53.67111	7.54593	1096.72581	12.89468	10.15600	29.38242	7.65377	10.24710	61.63411	0.02590	39.79048	14.17931	8.93156	70.91106	1.00000	7.00935	9.89505	5.62007
44.39612	10.99562	1097.60566	10.52523	8.49664	37.65181	7.52781	9.71506	50.04949	0.03316	46.61605	31.88302	9.24948	120.33063	1.00000	6.69178	8.55909	12.54241
49.76979	10.29625	1113.86129	9.26534	10.76768	46.65581	6.61046	10.23642	55.31678	0.25124	31.34942	10.39506	10.39199	32.6178	1.00000	9.52122	10.37918	13.79995
51.16276	7.73200	1187.17718	11.81138	10.11227	12.1277	7.18900	9.90377	31.18002	0.02588	67.19485	34.76788	9.40943	78.15794	1.00000	6.62636	10.51957	7.76541
46.40100	7.70182	1083.16510	8.91033	10.48734	21.28306	11.62340	13.55646	23.33981	0.02089	29.97519	9.04236	9.36305	-89.66123	1.00000	5.41740	10.77411	6.18929
54.57875	8.97599	1144.46387	8.85400	9.09580	40.65538	9.29558	7.40655	56.59323	0.59110	55.33598	33.46663	9.67227	-74.38987	0.00000	10.39320	9.52247	11.20966
60.15926	12.16277	1156.60855	7.71009	9.28329	37.73222	9.02929	12.87818	59.76641	0.05002	53.43268	17.80309	9.89364	115.70111	1.00000	7.38608	9.29297	10.04529
35.45715	6.89647	1080.46703	10.52471	10.65703	32.55531	10.02456	10.89998	70.73442	0.03627	27.74650	21.50757	9.01898	76.12647	1.00000	7.11405	9.30334	4.84125
60.04149	7.82449	1170.71737	6.57352	8.45143	30.21121	15.48671	8.89733	53.79924	0.02831	61.01176	7.37924	10.79030	74.4818	0.00000	5.83071	9.01961	9.61312
65.78058	11.77363	1058.86882	9.18612	9.80703	51.12794	10.78314	8.19132	79.74089	0.05639	67.51813	22.76418	9.81148	4.21372	1.00000	7.56436	8.28965	8.26732
39.45462	8.61046	1106.84730	8.96305	8.44154	43.1122	7.04889	9.30456	79.35928	0.11690	44.04995	18.63831	9.18160	12.38878	1.00000	8.61327	7.30485	11.90226
28.94386	7.40092	1071.69367	10.72722	9.41234	60.97944	6.37465	8.15970	49.15148	0.18390	49.52616	11.92939	8.97645	76.92421	1.00000	9.10258	9.65470	10.24391
83.10334	13.84269	1167.13773	9.18103	10.35698	-7.01833	6.42344	9.94748	55.68418	0.06367	24.46493	25.39040	10.39521	107.60389	0.00000	8.15630	11.26805	12.82373
54.54024	6.82243	1087.99773	6.30846	8.42528	54.8421	14.10097		25.27775	0.03500	68.73703	11.14803	9.20366	46.5813	0.00000	6.41150	8.85504	10.79103
60.45511	7.47524	1196.31003	13.37838	7.63918	18.20854	7.58405	10.51186	66.74976	0.04206	50.59590	14.79767	9.19651	-71.10077	1.00000	7.38235	9.41643	5.45765
39.87931	10.06610	1129.57648	12.50706	8.05404	18.03496	8.36214	12.78339	69.45288	0.10397	35.37611	22.17611	12.80551	-66.8499	1.00000	8.49757	11.16984	8.29574
31.49663	12.40827	1110.13431	7.14405	10.89915	7.83389	8.27321	13.47249	59.34583	0.16258	54.00872	11.64302	9.18095	-72.47417	1.00000	9.02013	10.86347	11.66927
80.14314	7.57151	1182.69004	9.72950	9.56409	40.24537	8.02038	10.83366	44.52984	0.05708	65.68398	4.26067	10.05498	-75.64963	1.00000	7.77446	10.61735	10.73110
56.02976	12.15376	1089.58339	7.66734	9.90042	27.71809	6.93704	9.02599		0.51761	73.01268	17.03267	9.76743	-82.35176	0.00000	10.26213	8.27808	11.76099
69.76160	9.21339	1097.83200	7.81611	10.75759	-0.35817	7.08742	10.50336	43.26296	0.05925	44.90092	13.58457	8.92968	42.54536	1.00000	7.64013	9.79068	11.99443
30.00999	8.30141	1076.86983	8.59562	9.62515	51.82721	11.43277	8.94666	76.99765	0.06328	51.57392	12.69571	7.67173	107.60627	0.00000	7.97705	9.63372	11.41886
45.29916	13.46303	1091.25874	8.55870	10.20489	40.87363	9.54245	10.66166	37.47328	0.11299	66.38189	0.48047	8.78192	14.34085	1.00000	8.72237	10.52290	11.33308
61.45711	8.36299	1142.22883	8.48877	10.82966	51.82721	7.83954	8.90096	61.72908	0.23802	67.05982	7.64569	10.68566	107.60627	1.00000	9.49027	9.57434	10.57484
71.54234	11.05124	1170.00835	6.89636	9.58097	42.4251	9.59522	9.21601	42.78749	1.11237	54.39935	16.14254	10.25430	-71.06616	0.00000	11.05469	7.94925	10.61341
42.70291	11.12664	1063.24403	7.91890	8.75779	-30.60106	8.74274	10.20681	64.19463	0.15781	35.19219	11.86970	9.51160	-71.19901	1.00000	8.99726	8.65793	10.94805
75.68009	13.81638	1061.99724	8.36264	11.88124	43.71032	9.90703	7.37765	65.20514	4.11930	38.55671	9.52347	9.40492	-1.05366	0.00000	12.36804	10.36831	8.90006
51.49796	8.42478	1167.24111	10.45411	8.49059	40.92298	10.76781	12.68412	43.76654	0.23111	42.80821	-8.34798	8.65133	14.30935	1.00000	9.38136	9.47531	6.30990
62.28173	7.58326	1179.01758	8.85281	10.58318	52.71083	9.77541	11.58040	31.61775	0.18913	67.71539	20.25890	8.65056	5.74861	1.00000	9.23265	8.79236	9.67507
64.46129	7.52855	1185.13506	8.62881	11.25413	45.4473	6.43578	8.63571	39.22937	0.09297	69.34148	14.12448	8.65119	-73.75335	1.00000	8.27960	10.36270	12.44942
49.66085	10.32085	1076.09541	10.62254	10.20620	5.4709	6.88484	9.14973	60.13396	0.21441	44.67695	18.43546	10.20766	100.24529	0.00000	9.31895	9.73498	12.31160
56.71308	11.72953	1194.39427	8.68977	11.27418	56.85836	9.61348	12.09611	46.31092	0.27193	55.22445	13.76768	8.99641	35.90057	1.00000	9.59329	9.92863	8.97182
42.36946	8.76018	1145.62047	8.79084	8.68473	35	11.72906	9.18586	56.96596	0.04630	41.66846	10.55330		136.51667	0.00000	7.30427	10.34947	12.47446
54.32385	9.61889	1171.44857	9.22613	10.29536	39.12074	8.91419	9.75024	76.83520	0.03875	59.20587	-17.85802	8.90211	27.18052	1.00000	6.77159	9.62791	8.94590
57.21820	6.44243	1087.48702	8.15211	10.31960	65.93381	11.47024	13.15917	62.26108	0.12281	50.00066	-1.14404	8.31150	111.4834	1.00000	8.76019	9.88411	8.77938
33.39576	10.64649	1052.72277	9.89022	9.66524	-7.73379	8.85322	10.41628	63.10764	0.02836	56.82826	28.12246	8.56419	113.69785	1.00000	7.16499	9.73919	9.60640
48.51525	13.96925	1161.09998	9.48759	7.66485	41.0051	10.82050	9.54547	68.69643	0.04622	49.70993	27.39076	9.87895	-73.78458	1.00000	7.36709	10.58034	9.51854
41.58280	11.87158	1089.45078	8.93836	10.24226	45.53069	10.16407	8.57562	33.82405	0.71526	60.11523	12.82781	10.11624	9.40531	0.00000	10.59316	10.04690	9.93965
44.83836	9.00839	1112.36879	9.31152	8.79892	41.27621	10.30464	9.07984	49.29305	0.08451	45.75209	24.42685	9.89424	-72.86843	0.00000	8.06937	11.25149	12.28016
49.62394	10.98076	1067.72532	7.86965	9.37251	43.2907	9.74303	9.89254	30.25622	0.09877	39.08689	32.04665		5.4384	1.00000	8.44123	9.36140	9.13827
48.01060	8.34600	1067.47590	8.27470	10.40898	42.06166	10.26700	8.58589	49.68661	0.30670	44.32266	7.76892	12.01464	-1.60452	0.00000	9.72037	10.45102	9.20784
50.58841	7.61288	1153.56144	14.29075	10.77826	45.47885	4.70337	6.95628	27.13958	0.13539	10.27311	9.57142	8.59007	133.42825	1.00000	8.72551	11.73391	6.83541
55.72131	8.25864	1086.34370	9.33802	10.39121	-37.88333	9.82430	8.74929	67.43064	0.27379	59.35176	28.64950	8.89458	145.06667	0.00000	9.56731	9.15101	12.04678
38.81772	12.09471	1194.43279	7.65957	8.69746	23.02677	8.43660	10.95244	53.93499	0.46357	78.57084	14.72925	9.50625	113.13148	1.00000	10.15237	11.78709	12.22807
49.94264	8.95861	1071.65893	10.44745	10.57450	-22.9	8.81726	9.80618	62.01229	0.12245	56.65623	27.90367	8.65888	44.53333	1.00000	8.69071	8.31775	6.75818
37.90666	11.93986	1130.40822	9.13268	9.69116	38.70734	8.64256	11.55756	56.77417	0.00639	54.99432	20.17263	8.81911	-77.02303	1.00000	5.62271	12.07374	10.72293
54.60537	9.34208	1147.84588	8.69963	9.54509	50.71229	7.74613	9.81458	60.65655	0.06598	44.36083	4.51065	8.40469	4.52529	1.00000	7.90529	10.12706	11.02929
5.37384	7.45003	1149.99362	8.50359	10.29310	49.03685	10.73499	7.23427	54.83568	0.15496	38.28101	17.61752	9.93858	8.70745	0.00000	8.92319	9.35141	11.62766
35.04127	10.74712	1125.91185	10.20633	8.22643	18.20854	9.12725	10.48966	63.99024	0.01777	58.21512	1.88744	9.40486	-71.10077	1.00000	6.46881	10.57692	8.99818
66.63938	8.23999	1084.14242	6.84004	10.02313	-0.35817	12.82580	7.22784	56.11710	0.04477	48.72984	19.94767	9.33192	42.54536	0.00000	6.98656	7.88598	9.88606
42.04524	5.34987	1080.25654	5.37062	8.64689	14.8361	15.56296	7.27088	47.36338	0.10450	45.02033	6.75713	9.99375	120.97844	0.00000	8.48622	9.45186	7.72073
57.57858	8.93526	1053.96339	9.91533	9.38701	51.26	7.20282	10.77625	58.56781	0.06370	48.96082	14.51657	9.58606	-2.1875	1.00000	7.78346	9.50102	
51.71225	10.61493	1146.37969	5.76596	7.60992	52.4089	7.42484	10.33141	55.47563	0.13950	46.98055	27.38740		31.3237	0.00000	8.90410	10.63502	12.43429
55.97215	11.65390	1135.51573	6.60682	9.81323	30.46907	7.13553	13.35941	58.85184	0.11800	36.14402	24.29491	9.48392	70.96699	1.00000	8.66143	8.28866	13.22829
34.62199	12.08906	1192.22498	8.75848	6.68358	40.60538	8.99512	7.84186	47.95612	0.81459	44.24062	9.39976	10.51674	-73.75513	0.00000	10.73958	8.51807	10.48832
61.04495	8.94186	1178.07374	9.73112	9.00076	39.22493	8.74738	9.82035	73.94348	0.85458	54.41486	12.57985	10.33137	42.85693	1.00000	10.79408	9.62968	8.96607
46.00232	9.67396	1055.04495	9.87136	9.72090	6.84019	10.36708	9.78330	45.41483	0.38498	49.83940	14.68878	8.84257	79.87116	0.00000	9.97271	9.27237	11.10329
67.70701	9.63638	1062.84148	8.56583	9.79798	50.11861	11.08647	8.80602	44.84574	0.04267	38.35678	16.15891	8.65709	-5.53715	0.00000	6.83486	10.00936	10.82099
30.50084	8.20118	1090.86110	8.88730	8.91127	37.52487	9.99634	9.25437	66.19663	0.37778	41.92899	6.86735	8.44849	-77.55777	0.00000	9.97943	8.86695	10.21913
55.05835	8.08262	1155.40054	11.10079	9.78633	28.54944	7.26146	9.95629	45.50382	0.29967	56.40332	5.45393	10.32274	-81.77285	1.00000	9.73684	9.37763	10.08969
56.86856	7.28333	1097.84103	10.97029	11.28906	-7.01833	8.15420	9.60918	56.34763	0.10096	39.21508	-10.80922	9.69161	107.60389	1.00000	8.46697	8.58299	7.28860
49.51905	6.36822	1139.25728	8.08430	8.64036	-8.99167	10.78672	6.81691	45.33300	0.70412	58.87701	29.79381	11.74978	125.21972	0.00000	10.59273	8.25985	9.83796
26.40079	7.78329	1090.40838	10.38042	8.12886	38.91817	6.84586	7.47188	49.39940	0.03644	55.48419	13.48586	10.29251	-78.19444	1.00000	6.76029	9.58087	11.87353
44.40975	8.59528	1128.87299	12.69973	10.44140	39.09112	6.87334	10.94685	48.29038	0.09564	41.19647	13.76910	8.65934	-94.41551	1.00000	8.27460	9.47292	9.15152
69.54712	11.60228	1056.33484	8.98624	11.06287	25.75728	8.49528	10.42976	81.82476	0.07839	46.09766	3.87168	7.98203	75.37991	1.00000	7.99424	10.05166	11.43381
56.87413	8.98224	1075.76495	7.78115	10.85036	44.75874	7.46258	7.72420	58.78269	7.07742	31.66192	11.09204	10.35230	19.21437	0.00000	12.91368	9.93363	11.20902
49.24181	8.13512	1135.81199	9.20158	8.44480	41.85059	7.26002	11.87709	46.84918	0.01887	35.17926	39.80340	10.69685	-87.882	1.00000	6.31133	10.01028	9.57557
21.79300	12.55520	1186.02769	8.61850	9.01003	51.4781	9.29490	10.66508	77.05069	0.54747	53.44652	22.92169	10.17886	57.3552	1.00000	10.33798	9.79791	11.03270
53.49726	9.08235	1050.03257	11.62345	9.56632	41.66394	6.69746	9.64258	56.57610	0.11299	58.46618	20.75671	10.30456	-83.55521	1.00000	8.66112	8.17351	9.65131
36.26771	11.82330	1153.43166	10.33307	9.23099	14.46693	9.06446	10.07057	36.82861	0.41909	40.38048	9.24126	9.46641	75.92694	0.00000	10.07824	8.99740	11.22730
53.11367	10.58445	1161.76235	8.15380	10.07462	41.50343	8.84684	11.90197	67.68054	0.36453	53.75404	16.98912	11.14309	-74.01042	1.00000	9.94740	9.87642	9.52675
66.89607	9.39014	1163.49483	11.87420	9.44903	60.02427	8.04175	12.20751	41.10105	0.21683	65.63815	14.21372	11.76959	30.28491	1.00000	9.34105	10.17813	9.78137
49.60173	7.08274	1120.09498	9.90296	9.43066	-7.73379	6.69543	8.30959	65.98638	0.11043	35.92301	7.88800	9.51084	113.69785	1.00000	8.64817	10.85253	10.86975
56.29995	9.85107	1107.61844	7.02645	9.48874	40.81	7.92861	10.02806	55.16643	0.39077	67.62476	25.12735	10.02044	-73.9625	0.00000	10.00109	9.96041	12.32982
57.30636	7.26612	1092.41742	11.02867	9.80677	33.7207	9.45505	10.30356	58.58856	0.13642	45.01741	-12.81481	9.16366	-116.21677	1.00000	8.70480	8.58722	5.19956
38.85254	7.12263	1119.45832	7.62833	7.94329	-7.60361	11.14088	7.02418	56.44776	0.20686	79.12242	20.96639	10.41964	37.00438	0.00000	9.31741	10.10810	10.06899
43.12553	6.69444	1120.20972	8.65532	8.13906	23.73333	8.84332	9.08902	53.39033	0.32682	48.38747	20.69640	7.51753	114.68333	1.00000	9.79300	10.69441	9.32982
64.10407	9.53814	1147.37781	7.76417	10.84037	-34.74785	8.10534	10.79372	43.16424	0.08192	43.50620	17.99461	9.96120	-58.70072	1.00000	8.11093	7.00919	10.34978
42.03863	9.76441	1109.26158	10.19016	9.49669	46.32374	8.39227	8.50766	34.09452	0.07916	39.89995	3.36818	11.61092	-120.00865	1.00000	8.09224	8.56484	10.52527
68.71984	9.35148	1070.00009	12.26646	11.55619	40.92298	7.96262	9.58086	45.36530	0.27410	49.86322	20.14369	9.61919	14.30935	1.00000	9.62564	10.86690	5.90588
53.10518	7.85427	1073.84399	7.83815	10.14924	35.06544	6.50664	10.68161	42.16147	0.27357	58.09580	-10.21067	9.41234	1.04945	1.00000	9.53851	8.67775	11.87164
56.68788	13.51534	1190.28820	7.10885	10.07633	21.28306	9.99544	12.67718	59.96196	0.35940	45.57844	8.54487	10.57529	-89.66123	1.00000	9.88081	10.38325	9.93414
52.16810	12.66507	1067.10162	11.61055	10.90076	48.35693	11.48089	6.50325	68.60131	0.87957	58.87271	17.49702	9.17965	10.98461	0.00000	10.81495	8.58405	8.69420
57.23858	14.96801	1085.85676	7.93859	9.31201	40.98894	10.41479	12.07206	53.28611	0.20054	54.13479	13.17693	8.51807	28.67582	1.00000	9.26962	9.19371	10.58325
39.95166	7.64590	1093.61007	10.15426	7.71664	3.02013	7.00831	8.90666	45.29684	0.55443	34.65688	-0.28889	9.50593	30.91105	1.00000	10.35491	8.52666	11.01037
47.76169	11.25258	1144.00188	6.50314	8.64119	9.6531	9.36546	11.39876	75.55363	0.81167	26.00217	8.51787	11.57478	124.3697	1.00000	10.72696	10.60378	9.85983
45.13386	10.30072	1143.29692	7.59530	8.91848	51.26	7.65904	12.60920	55.38272	1.57472	42.59891	23.37624	10.39747	-2.1875	1.00000	11.39429	7.47381	11.37411
36.86444	9.13739	1080.55972	10.35180	8.79568	48.06919	8.20418	7.41550	33.79583	0.12170	26.07511	35.01776	8.91901	11.37703	0.00000	8.70764	9.09549	14.25698
47.35622	9.49406	1148.19466	9.20457	11.74593	-7.01833	8.96008	9.78277	56.48090	0.21428	48.67372	16.50741	10.57926	107.60389	0.00000	9.33946	9.87716	10.01533
27.05993	16.10412	1198.15134	9.31242	10.66945	60.2052	7.15132	7.08100	83.37881	5.79159	45.32243	28.71696	9.25474	24.6522	0.00000	12.71182	8.97817	9.70989
59.23597	12.21161	1188.81641	5.31127	9.15820	50.20528	10.27522	9.01772	38.76881	2.30694	27.21830	21.15858	9.63114	19.27498	0.00000	11.78730	9.27111	9.39155
52.29350	7.33112	1072.73967	11.99257	7.58306	50.74497	7.92446	10.21068	76.17487	0.03500	68.73745	19.50262	8.72475	3.20639	1.00000	7.52482	10.15289	6.48823
34.51104	7.43228	1050.62439	8.60215	10.77846	6.33444	11.09496	7.20130	37.85670	0.16606	45.86000	-5.41430	9.98398	124.95278	0.00000	8.99810	8.10094	11.91664
37.78812	10.76198	1061.69142	12.25057	10.39215	38.91817	7.74153	10.76247	46.52317	0.09409	35.56354	17.96678	10.51550	-78.19444	1.00000	8.56823	9.28967	7.41939
46.25491	10.94941	1191.24433	8.74891	9.15996	9.91861	9.21722	10.03978	46.36613	0.21806	52.97993	17.72231	10.73169	-68.30472	1.00000	9.35319	8.31096	9.78989
35.15385	6.98782	1133.82868	7.44272	10.23509	44.89784	11.54118	6.94846	78.01744	0.22255	40.84838	15.86174	8.36300	8.86374	0.00000	9.35323	10.22124	9.87510
56.97360	11.79162	1151.80446	8.73181	10.87729	-34.74785	7.83398	10.48515	56.72401	0.32517	44.47167	8.23466	9.56542	-58.70072	1.00000	9.82715	9.15771	13.02893
54.28448	8.60681	1078.09933	10.69952	10.08024	5.27247	6.83658	11.05845	69.07172	0.06957	58.17922	18.99013	11.68600	-3.59625	1.00000	8.20445	7.91897	12.45733
65.83695	9.26446	1052.73525	9.32794	10.72811	50.88506	8.85571	7.68155	64.74979	0.11225	64.55762	15.84423	11.24749	4.07601	0.00000	8.61707	10.82968	12.20711
13.33846	7.00498	1188.24918	10.06615	10.16325	21.28306	8.65169	10.05003	56.95017	0.17380	47.78600	14.27606	8.13848	-89.66123	1.00000	9.05922	9.28752	8.39283
84.55783	10.40773	1125.42725	8.22584	8.52944	29.69221	8.30151	8.06769	61.28916	0.71052	65.86320	22.34702	8.00897	72.54566	0.00000	10.60383	11.11515	10.99768
57.44619	9.76917	1097.81679	7.58728	8.69376	40.5576	11.34242	9.72299	53.04120	0.04963	50.14582	2.65331	9.61300	-74.28459	0.00000	7.32855	10.14369	9.04041
57.02432	7.78043	1075.09959	8.82511	8.28908	37.31309	10.27916	8.64672	70.39203	0.35633	45.54628	24.38357	11.35169	40.74357	0.00000	9.84692	9.08774	10.50347
39.35216	7.94368	1169.89449	7.94444	9.73087	30.16688	9.92627	11.35065	42.14801	0.11231	58.22908	4.65375	9.17941	-96.39774	1.00000	8.73594	9.28303	10.29655
52.28642	8.91506	1106.56862	7.38345	8.78113	40.94065	8.00065	10.10565	64.87827	0.01134	47.86212	4.72950	10.17910	-73.99681	1.00000	6.36560	9.87400	10.22853
64.22383	13.08513	1125.67172	8.00566	9.18866	39.43534	6.70397	9.60628	18.16394	0.31765	47.60866	18.94783	8.67045	-84.20299	0.00000	9.72488	7.33706	11.75906
51.91637	9.73353	1106.76188	5.94458	9.07217	37.31309	10.09302	9.44589	39.75304	0.59788	59.21007	16.04003	8.71730	40.74357	0.00000	10.40769	8.90172	10.61090
73.82458	12.74624	1067.38705	7.38136	8.36195	9.6531	10.08632	13.46591	40.52721	0.06048	46.84510	-3.40725	9.85644	124.3697	1.00000	7.85744	8.56578	8.56713
45.63472	13.70388	1096.69347	8.04429	10.36674	39.12074	9.46833	12.11594	30.22377	0.28853	46.24038	27.36129	10.69027	27.18052	1.00000	9.66395	10.13339	11.18519
58.94925	10.44265	1145.03227	9.69338	9.34239	42.58342	9.34234	9.79160	72.09832	0.04645	64.33197	17.99014	8.42334	-71.8023	0.00000	7.09348	9.72091	12.09161
91.73142	12.70780	1098.85221	7.29636	9.86715	36.21544	7.84528	10.56654	60.89329	0.21682	67.30376	29.13035	9.80957	65.93249	0.00000	9.29193	9.74066	11.87300
38.97452	6.63122	1161.34331	6.48593	10.47644	31.12406	12.83018	6.53847	43.60954	0.09491	46.77605	31.10487	10.88021	-97.90308	0.00000	8.47787	12.15841	9.23075
