revision	latitude	longitude	code	QoS	station
08/16/2016, 00:00:00	45.53069	9.40531	IT	building	Gorgonzola
26 May 2019	47.56494	31.33078	UA	excellent	Voznesensk
2021/06/02	42.55308	-87.93341	US	excellent	Pleasant Prairie
2019-04-07	53.43333	-7.95	IE	accep	Athlone
01/24/2015, 00:00:00	40.24537	-75.64963	US	average	Pottstown
04/30/2017, 00:00:00	33.50921	-111.89903	US	maintenance	Scottsdale
2015/01/12	50.20528	19.27498	PL	average	Jaworzno
2013/12/28	-17.83333	48.41667	MG	good	Ambatondrazaka
05 Apr 2018	8.62261	-70.20749	VE	building	Barinas
2016-05-26	35.25064	-91.73625	US	excellent	Searcy
31 Oct 2015	-21.44236	27.46153	BW	good	Tonota
2015/09/07	30.16688	-96.39774	US	accep	Brenham
20 Jul 2020	-34.74785	-58.70072	AR	building	Pontevedra
2015-12-13	41.57721	-93.71133	US	maintenance	West Des Moines
09/22/2022, 00:00:00	50.75	2.25	FR	average	Saint-Omer
02 Oct 2018	41.72059	-87.70172	US	maintenance	Evergreen Park
23 Feb 2017	45.39402	9.29109	IT	maintenance	San Giuliano Milanese
02 Mar 2017	23.29549	113.82465	CN	good	Licheng
08/01/2019, 00:00:00	53.63333	9.85	DE	maintenance	Halstenbek
2016-04-20	28.98002	77.70636	IN	excellent	Meerut
04 Oct 2017	35.21222	2.31889	DZ	average	Ksar Chellala
06 Sep 2016	41.92361	20.91361	MK	accep	Bogovinje
2020-06-11	6.84019	79.87116	LK	maintenance	Dehiwala-Mount Lavinia
09/24/2016, 00:00:00	46.67535	5.55575	FR	average	Lons-le-Saunier
08/28/2021, 00:00:00	9.6531	124.3697	PH	accep	Jagna
20 Apr 2017	29.69221	72.54566	PK	good	Hasilpur
2020-05-19	5.84752	-5.682	CI	maintenance	Lakota
2016-02-04	38.96372	-76.99081	US	excellent	Chillum
01/16/2013, 00:00:00	-33.79176	151.08057	AU	average	Eastwood
07/05/2015, 00:00:00	42.64031	125.51176	CN	excellent	Dongfeng
2013/10/25	34.09668	-117.71978	US	accep	Claremont
2019-07-01	-7.73379	113.69785	ID	maintenance	Besuki
29 Mar 2013	40.81	-73.9625	US	excellent	Morningside Heights
10/02/2012, 00:00:00	52.31333	6.92917	NL	average	Oldenzaal
2016-03-10	-22.9	44.53333	MG	building	Sakaraha
2012-10-14	32.55531	76.12647	IN	average	Chamba
2019/12/02	23.18	88.58	IN	average	Aistala
09 Mar 2019	54.58048	16.86194	PL	accep	Ustka
21 Sep 2021	38.38479	-0.76773	ES	good	Novelda
2018/04/25	47.05	15.46667	AT	average	Sankt Peter
20 Aug 2022	-8.99167	125.21972	TL	accep	Maliana
09/14/2018, 00:00:00	36.24624	139.07204	JP	accep	Fujioka
2017-11-19	-20.87306	-48.29694	BR	accep	Viradouro
2017/01/22	40.87363	14.34085	IT	accep	Volla
26 Jul 2021	64.5635	39.8302	RU	good	Severodvinsk
19 Apr 2019	54.8421	46.5813	RU	accep	Alatyr’
2016/08/25	41.94175	123.50266	CN	excellent	Hushitai
13 Jan 2019	37.49073	-2.77259	ES	average	Baza
2017-06-03	30.24706	115.04814	CN	excellent	Huangshi
2021/10/16	49.03685	8.70745	DE	accep	Bretten
23 Jul 2022	21.28306	-89.66123	MX	excellent	Progreso
2017/12/01	32.57756	71.52847	PK	good	Mianwali
2020-03-10	-10.91722	-37.65	BR	average	Lagarto
2014-12-26	47.83333	59.6	KZ	good	Shalqar
2020-03-30	52.4581	13.28702	DE	building	Dahlem
29 Jan 2020	30.16688	-96.39774	US	excellent	Brenham
09 May 2016	40.11583	67.84222	UZ	acceptable	Jizzax
2014-12-27	41.15612	1.10687	ES	good	Reus
2018-03-10	-8.43333	114.33333	ID	good	Muncar
2014/05/13	47.83333	59.6	KZ	accep	Shalqar
05/13/2019, 00:00:00	21.53889	71.57737	IN	average	Gariadhar
2018-11-01	35.95664	36.7138	SY	average	Binnish
2015/08/02	50.75767	-1.5443	GB	good	Lymington
2013/11/13	45.53929	-122.38731	US	good	Troutdale
2016-12-22	39.09112	-94.41551	US	good	Independence
2020-07-12	26.44931	91.61356	IN	building	Rangia
2017-05-03	23.49668	86.68363	IN	average	Adra
2021-04-17	28.92694	78.23456	IN	good	Bachhraon
02/23/2016, 00:00:00	35.72917	10.58082	TN	average	Msaken
11/03/2014, 00:00:00	60.02427	30.28491	RU	excellent	Kolomyagi
2021-10-26	-20.25333	-43.80139	BR	average	Itabirito
2017/02/14	-3.74912	-73.25383	PE	accep	Iquitos
2019/11/28	53.59337	9.47629	DE	average	Stade
30 Jan 2014	48.98994	2.1699	FR	good	Herblay
2020/11/17	55.82737	-4.0573	GB	accep	Viewpark
04/10/2015, 00:00:00	42.16808	-88.42814	US	excellent	Huntley
2015/04/23	25.13915	73.06784	IN	maintenance	Sheoganj
25 Oct 2021	52.57583	6.61944	NL	maintenance	Hardenberg
2019/10/07	46.1351	-60.1831	CA	building	Sydney
28 Oct 2016	34.61667	135.6	JP	excellent	Yao
09/24/2022, 00:00:00	26.2649	81.54855	IN	maintenance	Jais
14 Nov 2015	46.32374	-120.00865	US	building	Sunnyside
2014/02/11	37.1759	128.9889	KR	average	T’aebaek
2020/10/03	19.64745	-102.04897	MX	excellent	Paracho de Verduzco
01/12/2017, 00:00:00	48.52961	12.16179	DE	good	Landshut
2013-06-29	32.35126	-95.30106	US	building	Tyler
09/30/2015, 00:00:00	32.5007	-94.74049	US	excellent	Longview
07 Mar 2016	27.34089	117.4831	CN	maintenance	Shaowu
2019-03-10	50.5107	18.30056	PL	excellent	Strzelce Opolskie
05/22/2017, 00:00:00	40.94065	-73.99681	US	good	Dumont
2018-11-01	40.92298	14.30935	IT	accep	Afragola
02/18/2014, 00:00:00	60.18427	24.95034	FI	maintenance	Kallio
2017/04/26	37.52487	-77.55777	US	building	Bon Air
21 Dec 2013	42.4251	-71.06616	US	good	Malden
2016/10/17	43.83125	5.03586	FR	accep	Cavaillon
22 Aug 2021	12.95629	78.27539	IN	accep	Robertsonpet
2019-05-21	-21.98333	16.91667	NA	excellent	Okahandja
2014/03/12	14.95472	120.89694	PH	accep	Baliuag
09/18/2021, 00:00:00	52.14	5.58472	NL	maintenance	Barneveld
2014-10-13	60.18427	24.95034	FI	average	Kallio
05/16/2017, 00:00:00	51.20219	7.36027	DE	excellent	Radevormwald
2015-09-24	-34.64167	-60.47389	AR	excellent	Chacabuco
2016-11-05	34.56861	105.89333	CN	good	Beidao
02 Jan 2017	-36.9256	-73.02841	CL	average	Chiguayante
2015-06-28	5.4709	100.24529	MY	accep	Batu Feringgi
2019-10-02	12.35275	121.06761	PH	good	San Jose
15 Sep 2014	51.08468	7.11393	DE	accep	Burscheid
02/16/2016, 00:00:00	9.6531	124.3697	PH	average	Jagna
2012-11-09	35.06667	135.21667	JP	excellent	Sasayama
04/12/2017, 00:00:00	33.37526	74.3092	IN	accep	Rajaori
08/25/2016, 00:00:00	-54.8	-68.3	AR	average	Ushuaia
2017-10-02	37.73222	115.70111	CN	good	Hengshui
2015-05-09	-22.9	44.53333	MG	accep	Sakaraha
2013/01/05	53.46506	-1.47217	GB	excellent	Chapletown
07/30/2021, 00:00:00	58.1908	40.17171	RU	good	Danilov
2017/12/21	36.64852	51.49621	IR	maitennce	Nowshahr
2014/05/08	6.46838	-73.26022	CO	maintenance	Socorro
14 Nov 2017	10.63504	-85.43772	CR	average	Liberia
11 Jun 2017	53.30972	83.62389	RU	maintenance	Novosilikatnyy
18 Aug 2015	4.73245	-74.26419	CO	excellent	Madrid
2020-06-24	51.30001	13.10984	DE	building	Oschatz
13 May 2021	23.1959	86.51499	IN	building	Kenda
01/02/2019, 00:00:00	-21.205	-41.88778	BR	excellent	Itaperuna
2021/05/22	34.09611	-118.10583	US	accep	San Gabriel
2014/12/18	30.35028	112.19028	CN	maintenance	Jingzhou
14 May 2016	57.30185	39.85331	RU	building	Gavrilov-Yam
11/10/2014, 00:00:00	-7.60361	37.00438	TZ	accep	Kidodi
2022/08/07	44.22639	22.53083	RS	good	Negotin
07/03/2013, 00:00:00	29.69221	72.54566	PK	maintenance	Hasilpur
2019-03-05	48.77275	5.16108	FR	maintenance	Bar-le-Duc
20 Sep 2016	10.12268	77.54372	IN	good	Periyakulam
03/11/2013, 00:00:00	36.81667	117.81667	CN	maintenance	Zhoucun
2017/01/31	17.34769	78.55757	IN	average	Lal Bahadur Nagar
03/22/2022, 00:00:00	39.43534	-84.20299	US	building	Lebanon
05 Jun 2016	43.32686	-2.98884	ES	excellent	Leioa
03/09/2014, 00:00:00	5.6561	-75.87877	CO	average	Andes
2017-07-01	11.85	38.01667	ET	good	Debre Tabor
18 Nov 2019	35.06544	1.04945	DZ	building	Frenda
2022-02-20	25.75728	75.37991	IN	average	Deoli
2016-09-26	50.82882	-0.32247	GB	accep	Lancing
02 Feb 2019	45.39402	9.29109	IT	excellent	San Giuliano Milanese
2013/05/02	42.52787	-70.92866	US	maintenance	Peabody
06 Jan 2018	53.77166	38.12408	RU	maintenance	Bogoroditsk
2012/12/21	42.06166	-1.60452	ES	accep	Tudela
2020/10/07	-22.9	44.53333	MG	average	Sakaraha
06 Feb 2015	-7.54972	110.71639	ID	good	Ngemplak
2013-05-21	43.2907	5.4384	FR	excellent	Marseille 11
09/20/2022, 00:00:00	51.26	-2.1875	GB	average	Westbury
2022/07/11	11.84962	-86.19903	NI	acceptable	Jinotepe
21 Jul 2021	48.8765	2.18967	FR	average	Rueil-Malmaison
2017/12/03	53.77166	38.12408	RU	maintenance	Bogoroditsk
2017/11/15	20.22816	-103.5687	MX	building	Zacoalco de Torres
2020/07/24	42.16808	-88.42814	US	average	Huntley
30 Mar 2016	21.46527	83.97573	IN	excellent	Sambalpur
10 Jun 2016	23.49668	86.68363	IN	average	Adra
07 Dec 2012	34.4833	136.84186	JP	maintenance	Toba
2021-03-25	39.22493	42.85693	TR	good	Patnos
2019-01-20	53.93361	37.92792	RU	accep	Kireyevsk
2016/01/04	39.09112	-94.41551	US	good	Independence
2019/04/12	60.2052	24.6522	FI	average	Espoo
12/30/2018, 00:00:00	40.93121	-73.89875	US	good	Yonkers
12/18/2016, 00:00:00	44.99012	-123.02621	US	excellent	Keizer
09/30/2020, 00:00:00	36.20829	-115.98391	US	accep	Pahrump
2016-06-12	51.62907	-0.74934	GB	maintenance	High Wycombe
01/27/2013, 00:00:00	50.82709	6.9747	DE	good	Wesseling
02 Feb 2021	65.84811	24.14662	FI	building	Tornio
10/31/2018, 00:00:00	35.30889	139.55028	JP	maintenance	Kamakura
07 May 2019	40.87363	14.34085	IT	good	Volla
23 Jan 2019	22.83957	91.84128	BD	accep	Manikchari
10/31/2015, 00:00:00	-7.54972	110.71639	ID	good	Ngemplak
03/29/2013, 00:00:00	7.62789	4.74161	NG	maintenance	Ilesa
22 Sep 2017	25.92493	73.66633	IN	building	Sojat
10 Dec 2013	12.97389	123.99333	PH	average	Sorsogon
2013/12/12	14.46693	75.92694	IN	excellent	Davangere
2015-10-19	34.08565	74.80555	IN	building	Srinagar
2019-10-06	47.56494	31.33078	UA	excellent	Voznesensk
2013/07/25	43.1122	12.38878	IT	maintenance	Perugia
2015/04/20	0.46005	34.11169	KE	average	Busia
05 Nov 2017	23.5654	119.58627	TW	accep	Magong
2021-04-28	50.82709	6.9747	DE	average	Wesseling
05/02/2021, 00:00:00	30.46907	70.96699	PK	average	Kot Addu
2017/06/22	48.8222	2.12213	FR	building	Le Chesnay
2016-12-07	44.59445	11.04979	IT	good	Castelfranco Emilia
2014/07/12	43.91452	-69.96533	US	excellent	Brunswick
2022-01-11	48.06919	11.37703	DE	accep	Gauting
2013-12-21	36.76639	3.47717	DZ	excellent	Boumerdas
30 Sep 2017	7.57944	-8.53778	LR	average	New Yekepa
2018-07-18	-21.42917	-45.94722	BR	average	Alfenas
08/26/2013, 00:00:00	50.74497	3.20639	BE	maintenance	Mouscron
2013/10/19	50.75767	-1.5443	GB	building	Lymington
2016/02/12	-37.88333	145.06667	AU	acceptable	Carnegie
11/28/2015, 00:00:00	48.86667	2.08333	FR	good	Marly-le-Roi
2021/05/14	25.92127	86.79271	IN	excellent	Madhipura
2013-05-30	41.9001	-71.08977	US	accep	Taunton
2021/10/23	37.16911	10.03478	TN	average	El Alia
2017-09-25	23.04419	-82.00919	CU	accep	Jaruco
29 May 2014	47.64995	-117.23991	US	good	Opportunity
14 Oct 2012	36.19278	117.65694	CN	accep	Laiwu
12/13/2020, 00:00:00	53.95278	32.86389	RU	good	Roslavl’
12/15/2018, 00:00:00	18.42745	-67.15407	PR	maintenance	Aguadilla
10/04/2016, 00:00:00	33.44872	-86.78777	US	average	Vestavia Hills
08/11/2014, 00:00:00	48.49144	9.20427	DE	accep	Reutlingen
2018-05-04	24.28859	116.11768	CN	good	Meizhou
2018/10/18	51.64316	-0.36053	GB	excellent	Bushey
