code	QoS	longitude	latitude	revision	location
TZ	maintenance	37.73333	-4.06667	02/11/2016, 00:00:00	Africa/Dar_es_Salaam
BY	accep	30.2049	55.1904	2019/04/30	Europe/Minsk
DE	building	6.74549	49.5099	01/22/2018, 00:00:00	Europe/Berlin
PH	excellent	124.3697	9.6531	17 Apr 2016	Asia/Manila
US	excellent	-88.42814	42.16808	2020/08/02	America/Chicago
TR	excellent	40.74357	37.31309	03/05/2016, 00:00:00	Europe/Istanbul
US	excellent	-82.35176	27.71809	06 Mar 2022	America/New_York
RU	accep	47.1192	42.819	2022-07-02	Europe/Moscow
NA	excellent	16.91667	-21.98333	27 Jan 2020	Africa/Windhoek
RU	building	30.38167	59.80917	02/10/2013, 00:00:00	Europe/Moscow
US	average	-83.55521	41.66394	2015-05-25	America/New_York
US	good	-84.23381	33.54428	2020-11-14	America/New_York
ES	excellent	3.1631	41.91738	08/16/2018, 00:00:00	Europe/Madrid
RU	average	46.10925	43.35071	09/03/2021, 00:00:00	Europe/Moscow
DE	average	11.18709	48.73218	2012-11-26	Europe/Berlin
SE	average	18.28333	59.33333	12/18/2015, 00:00:00	Europe/Stockholm
IN	excellent	83.97573	21.46527	2019/01/27	Asia/Kolkata
BR	average	-35.71667	-8.66667	06/13/2019, 00:00:00	America/Recife
BD	good	89.11943	23.9028	2016-06-09	Asia/Dhaka
US	accep	-119.0376	34.21639	2015/09/10	America/Los_Angeles
IT	accep	14.39024	42.22718	2018-07-04	Europe/Rome
MX	excellent	-105.36369	22.49396	2021-08-14	America/Mazatlan
MM	average	98.50893	16.68911	31 Dec 2016	Asia/Yangon
PH	average	121.96361	6.95194	2013/07/18	Asia/Manila
AZ	good	45.36561	41.09246	2020/09/26	Asia/Baku
MW	excellent	34.4587	-13.7804	2017-01-25	Africa/Blantyre
IT	average	14.30935	40.92298	08/21/2018, 00:00:00	Europe/Rome
CA	good	-119.27337	50.26729	28 Mar 2015	America/Vancouver
CM	excellent	11.5	3.51667	31 May 2015	Africa/Douala
KZ	excellent	59.6	47.83333	05 Sep 2018	Asia/Aqtobe
TN	excellent	10.58082	35.72917	2019-09-02	Africa/Tunis
CN	good	126.28333	45.35	13 Aug 2016	Asia/Shanghai
GB	building	-0.76667	53.38333	2019/05/05	Europe/London
IT	accep	12.38878	43.1122	09/06/2020, 00:00:00	Europe/Rome
PK	accep	68.21204	27.55898	2014/02/01	Asia/Karachi
PK	accep	68.75915	27.52948	03/31/2014, 00:00:00	Asia/Karachi
IN	average	84.13864	22.88783	12/24/2021, 00:00:00	Asia/Kolkata
BE	good	3.16667	50.8	07/26/2013, 00:00:00	Europe/Brussels
PK	good	71.57118	32.87533	2012-11-03	Asia/Karachi
US	good	-93.75018	32.52515	28 Nov 2015	America/Chicago
IN	average	79.82979	11.93381	15 Apr 2015	Asia/Kolkata
RU	excellent	35.96944	56.03361	04/21/2016, 00:00:00	Europe/Moscow
NL	maintenance	6.61944	52.57583	2017/12/28	Europe/Amsterdam
US	excellent	-95.44744	29.53885	2013-05-18	America/Chicago
IN	accep	74.4818	30.21121	21 May 2018	Asia/Kolkata
US	building	-83.55521	41.66394	2018/09/12	America/New_York
GB	good	-2.98333	53.83333	2015-08-17	Europe/London
DE	maintenance	12.1369	51.04962	11/16/2017, 00:00:00	Europe/Berlin
MX	accep	-105.36369	22.49396	2014/01/29	America/Mazatlan
PR	good	-67.15407	18.42745	2014-12-28	America/Puerto_Rico
CN	accep	114.68333	23.73333	2013/04/19	Asia/Shanghai
CG	maintenance	15.28318	-4.26613	2013/11/15	Africa/Brazzaville
CN	accep	116.11768	24.28859	2022/06/03	Asia/Shanghai
GH	excellent	-1.98956	5.30383	2020-12-11	Africa/Accra
VE	excellent	-62.64102	8.35122	03/02/2018, 00:00:00	America/Caracas
US	accep	-74.13653	40.63316	08/05/2022, 00:00:00	America/New_York
IN	average	85.83636	25.66795	2018/04/14	Asia/Kolkata
IN	maintenance	76.56719	24.41288	30 May 2013	Asia/Kolkata
RU	accep	46.04833	51.40944	27 Aug 2019	Europe/Saratov
TN	average	10.78222	36.46917	2014-02-07	Africa/Tunis
GA	maintenance	13.58357	-1.63333	02 Mar 2016	Africa/Libreville
CA	good	-119.48568	49.88307	2021/05/20	America/Vancouver
CN	maintenance	117.81667	36.81667	2015-06-25	Asia/Shanghai
FR	good	-1.05366	43.71032	05/15/2017, 00:00:00	Europe/Paris
TZ	accep	38.66667	-6.25	2018-05-20	Africa/Dar_es_Salaam
TR	accep	29.26639	37.58105	2021/01/27	Europe/Istanbul
IT	good	9.40531	45.53069	11 Jul 2020	Europe/Rome
TR	excellent	37.3825	37.05944	28 Feb 2022	Europe/Istanbul
AR	building	-60.93173	-31.4488	09/30/2021, 00:00:00	America/Argentina/Cordoba
JM	good	-76.78319	18.00747	26 Mar 2017	America/Jamaica
GB	average	0.75	52.41667	2015-07-20	Europe/London
DE	accep	8.77155	50.23019	23 Aug 2015	Europe/Berlin
NL	accep	4.47124	51.95838	2015/03/11	Europe/Amsterdam
IN	accep	77.24779	10.58806	2016-06-04	Asia/Kolkata
US	good	-87.93341	42.55308	2022-05-22	America/Chicago
US	maintenance	-78.04471	34.25628	2021-05-16	America/New_York
CN	good	112.9	27.85	22 Feb 2015	Asia/Shanghai
PH	good	120.5875	16.455	06/14/2020, 00:00:00	Asia/Manila
AU	average	153.10236	-27.50578	2021/06/19	Australia/Brisbane
VE	accep	-68.30472	9.91861	03/15/2015, 00:00:00	America/Caracas
IN	excellent	74.85849	31.28092	2020/06/26	Asia/Kolkata
US	average	-76.88442	40.2737	2022/07/17	America/New_York
US	building	-71.08977	41.9001	2022/07/13	America/New_York
CN	average	125.51176	42.64031	01/16/2022, 00:00:00	Asia/Shanghai
DE	good	7.973	51.168	23 Aug 2016	Europe/Berlin
ES	acceptable	-1.86343	38.10558	2016-02-24	Europe/Madrid
CU	accep	-82.4017	23.0072	2020/04/15	America/Havana
IN	good	81.54855	26.2649	2012-12-24	Asia/Kolkata
DE	good	8.77069	50.80904	03/13/2017, 00:00:00	Europe/Berlin
RU	excellent	43.83992	55.39485	2021-04-23	Europe/Moscow
ES	average	1.10687	41.15612	25 Sep 2022	Europe/Madrid
US	average	-122.38731	45.53929	01/20/2017, 00:00:00	America/Los_Angeles
PH	accep	120.89694	14.95472	2020-03-04	Asia/Manila
IN	accep	73.08333	19.21667	2013-08-01	Asia/Kolkata
US	building	-81.56929	41.55838	07/23/2018, 00:00:00	America/New_York
RU	building	38.94324	44.98901	05/26/2019, 00:00:00	Europe/Moscow
DE	accep	13.10984	51.30001	02/07/2015, 00:00:00	Europe/Berlin
BE	good	3.20639	50.74497	10 Jan 2013	Europe/Brussels
LT	excellent	24.04142	54.39635	2018-02-23	Europe/Vilnius
US	building	-117.54866	33.93113	2015/08/20	America/Los_Angeles
US	excellent	-91.58045	41.6764	2017-05-25	America/Chicago
IT	accep	8.62118	45.44694	19 Apr 2022	Europe/Rome
AR	good	-68.3	-54.8	05/23/2019, 00:00:00	America/Argentina/Ushuaia
US	excellent	-76.72803	39.32288	05/25/2017, 00:00:00	America/New_York
DE	accep	12.1369	51.04962	23 Nov 2013	Europe/Berlin
ID	accep	114.33333	-8.43333	2022/01/30	Asia/Jakarta
CM	excellent	11.5	3.51667	2021-05-12	Africa/Douala
NG	accep	3.64633	6.8485	08 Nov 2012	Africa/Lagos
LR	average	-8.53778	7.57944	05 Feb 2018	Africa/Monrovia
CN	accep	125.51176	42.64031	2015-01-22	Asia/Shanghai
IN	average	76.12647	32.55531	07 Feb 2014	Asia/Kolkata
RU	excellent	38.16694	54.84444	2017/02/21	Europe/Moscow
GB	accep	-2.52398	53.19146	01 Jan 2018	Europe/London
CA	maintenance	-73.86586	45.43341	2019-02-22	America/Toronto
BR	excellent	-38.79084	-10.95817	2013-02-01	America/Bahia
FR	good	2.45012	48.90982	08/11/2021, 00:00:00	Europe/Paris
US	average	-74.07764	40.72816	2013/10/08	America/New_York
PH	building	123.99333	12.97389	09/30/2018, 00:00:00	Asia/Manila
KR	good	128.9889	37.1759	2019-03-04	Asia/Seoul
IN	excellent	76.0586	16.06213	12 Mar 2020	Asia/Kolkata
ES	good	-1.60452	42.06166	24 Mar 2022	Europe/Madrid
TH	accep	103.65309	16.0567	2018-04-13	Asia/Bangkok
DE	building	11.37703	48.06919	2019-11-27	Europe/Berlin
US	good	-117.29198	33.03699	24 Jan 2020	America/Los_Angeles
CN	average	115.04814	30.24706	27 Oct 2019	Asia/Shanghai
CA	maintenance	-79.2663	43.86682	2018/02/19	America/Toronto
US	good	-93.08883	45.16024	2021/11/11	America/Chicago
US	average	-83.48216	42.30865	2022/05/21	America/Detroit
NZ	accep	171.25364	-44.39672	2022/04/30	Pacific/Auckland
JP	excellent	139.6853	35.815	28 May 2019	Asia/Tokyo
US	excellent	-84.20299	39.43534	2015-01-31	America/New_York
DE	good	10.03988	53.6052	2013/02/08	Europe/Berlin
RU	good	59.80222	58.63667	2019-11-22	Asia/Yekaterinburg
IN	building	84.13864	22.88783	2013/08/09	Asia/Kolkata
SL	building	-13.2356	8.48714	03/17/2019, 00:00:00	Africa/Freetown
US	good	-118.10583	34.09611	2020-06-29	America/Los_Angeles
DE	accep	8.86704	50.23805	09/06/2016, 00:00:00	Europe/Berlin
RU	accep	36.73307	55.38752	30 Sep 2015	Europe/Moscow
JP	accep	141.95	39.46667	2022/08/09	Asia/Tokyo
IN	building	88.58	23.18	05/24/2021, 00:00:00	Asia/Kolkata
PK	accep	68.49143	25.80565	27 Aug 2013	Asia/Karachi
US	accep	-77.02303	38.70734	11/18/2016, 00:00:00	America/New_York
SE	average	18.28333	59.33333	07 Apr 2013	Europe/Stockholm
TR	average	27.18052	39.12074	2017/08/20	Europe/Istanbul
US	average	-77.4286	39.00622	05 Jul 2015	America/New_York
CN	good	120.33063	37.65181	2019-06-24	Asia/Shanghai
IN	average	75.37991	25.75728	04 Apr 2014	Asia/Kolkata
BE	good	4.52529	50.71229	2016/05/15	Europe/Brussels
CN	average	113.82465	23.29549	2014/06/13	Asia/Shanghai
IT	maintenance	14.34085	40.87363	2018-10-12	Europe/Rome
IN	excellent	78.23456	28.92694	10/01/2012, 00:00:00	Asia/Kolkata
GN	maintenance	-13.68778	9.535	11/13/2020, 00:00:00	Africa/Conakry
PE	accep	-75.11028	-15.21194	11 Nov 2013	America/Lima
CR	accep	-85.43772	10.63504	2016/02/28	America/Costa_Rica
IT	average	14.66737	41.55947	2019-03-17	Europe/Rome
PH	good	123.33471	8.56697	08 Jul 2015	Asia/Manila
JP	building	137.02166	35.48199	08 Dec 2016	Asia/Tokyo
FR	accep	1.33467	43.61058	2020/03/05	Europe/Paris
GB	accep	-1.47217	53.46506	2017-06-11	Europe/London
US	building	-84.62081	42.7392	2019/12/03	America/Detroit
CO	excellent	-74.26419	4.73245	25 Jun 2016	America/Bogota
BR	good	-50.00639	-25.42944	09/11/2015, 00:00:00	America/Sao_Paulo
CU	excellent	-81.24441	23.15678	2016/05/17	America/Havana
JP	accep	136.84186	34.4833	07 Mar 2020	Asia/Tokyo
US	accep	-73.97069	40.64621	2014-08-01	America/New_York
JP	building	135.21667	35.06667	2017/08/21	Asia/Tokyo
RU	excellent	76.92421	60.97944	04 Jan 2021	Asia/Yekaterinburg
US	good	-122.38731	45.53929	2014-10-21	America/Los_Angeles
PH	excellent	124.84472	10.13361	2013-02-25	Asia/Manila
US	good	-81.23621	33.98154	2017/04/27	America/New_York
IT	good	15.00913	37.51803	2018/02/16	Europe/Rome
NG	excellent	3.39467	6.45407	2015/08/30	Africa/Lagos
IN	accep	74.4818	30.21121	07/08/2022, 00:00:00	Asia/Kolkata
JP	building	135.31667	34.25	04/30/2017, 00:00:00	Asia/Tokyo
MW	accep	34.4587	-13.7804	2017/02/21	Africa/Blantyre
MG	building	46.58333	-21.15	09/30/2020, 00:00:00	Indian/Antananarivo
UA	accep	38.15035	49.41029	2016-09-12	Europe/Zaporozhye
US	excellent	-111.89903	33.50921	30 Mar 2022	America/Phoenix
MY	average	103.6032	1.6561	2013/01/14	Asia/Kuala_Lumpur
BR	good	-42.98194	-22.53722	2022-04-25	America/Sao_Paulo
UA	good	30.96755	49.07866	10 Dec 2013	Europe/Kiev
PT	average	-8.33147	41.20485	2013-12-07	Europe/Lisbon
IN	maintenance	86.51499	23.1959	2013-06-04	Asia/Kolkata
IN	accep	77.40858	24.05979	2017-09-26	Asia/Kolkata
HK	maintenance	114.10479	22.37066	2017-05-17	Asia/Hong_Kong
US	accep	-89.99038	38.58894	07/24/2021, 00:00:00	America/Chicago
FI	maintenance	24.95034	60.18427	05/26/2017, 00:00:00	Europe/Helsinki
RU	accep	51.3452	53.37596	2012-12-05	Europe/Samara
MX	maintenance	-97.50417	25.87972	2018/10/18	America/Matamoros
FR	good	2.2469	48.90472	2018/04/23	Europe/Paris
JP	average	139.55722	36	2013/06/24	Asia/Tokyo
US	maintenance	-87.71255	41.84364	2017-06-08	America/Chicago
TH	accep	102.42587	15.58552	2015-01-04	Asia/Bangkok
MY	excellent	103.6032	1.6561	05/17/2016, 00:00:00	Asia/Kuala_Lumpur
