O3	NOx	CO	PRES	warning	PAHs	CH4	NH3	H2CO	CFCs	latitude	PM10	TEMP	Pb	C2H3NO5	PM2.5	SO2	longitude
8.83450	5.23029	9.06921	1181.53773	1.00000	7.34654	7.23660	5.53757	82.99489	59.36962	14.37395	7.81160	18.81127	45.29665	2.70657	8.25430	5.25293	100.48528
8.09623	5.95793	7.23875	1130.79050	1.00000	5.68846	8.42465	3.72718	65.77475	40.63059	41.47892	8.17357	7.44378	36.80460	4.52948	6.78873	5.92212	-87.45476
5.94823	5.63257	7.73938	1158.06053	1.00000	6.53414	8.52684	7.28953	41.58675	35.48169	1.6561	8.10453	25.31367	61.46956	4.30202	7.72733	6.46705	103.6032
7.82010	4.62272	5.86706	1145.13583	1.00000	5.64194	11.54051	8.90909	50.76323	52.03786	-27.50578	7.77570	1.22327	57.57252	2.98241	4.36205	5.89608	153.10236
7.53520	6.26749	7.37474	1123.11479	1.00000	5.81609	8.48577	9.52128	46.00146	64.94642	30.24706	5.89472	4.32916	46.77204	2.11012	5.73539	7.80094	115.04814
7.91534	6.11599	8.51123	1077.89440	1.00000	4.99523	8.59410	5.03255	31.25116	68.61135	50.75767	7.15619	13.31303	45.15387	2.72640	7.96991	6.14735	-1.5443
8.21527	6.40033	7.78748	1108.08166	1.00000	6.67527	6.93459	6.21259	50.06394	24.40918	31.12406	7.31464	29.58773	75.45440	2.72986	8.70685	4.74306	-97.90308
8.13397	7.74408	6.29279	1155.26055	0.00000	5.63738	5.97661	5.57430	61.04626	66.22994	31.96258	7.21672	18.58606	61.27557	2.16745	8.23636	7.44114	73.97117
5.60284	8.29036	8.07315	1196.06857	1.00000	5.16002	5.70286	7.12456	60.72413	57.77670	35.30889	8.74406	10.00546	68.10726	6.86152	7.03302	4.08171	139.55028
7.80509	6.24245	6.76685	1166.94472	1.00000	5.49513	8.43721	6.46428	42.99589	25.44846	42.64685	6.91337	21.21517	55.44316	1.52036	5.75610	7.38405	-5.55835
9.26240	4.56400	7.31059	1175.75849	1.00000	5.85477	10.79543	9.25169	34.87077	53.92820	33.08014	6.67881	8.27929	46.86842	1.71877	4.63518	6.30492	-83.2321
6.74420	5.38482	7.16105	1093.94275	1.00000	7.70084	6.93143	4.77669		50.03926	28.92694	7.97989	24.45744	47.33080	3.70813	7.81502	4.56264	78.23456
7.46232	7.75279	5.88724	1136.73674	0.00000	7.75360	10.76329	4.78221	33.99296	56.38140	-4.26613	8.73231	7.76805	75.78863	6.98341	5.15965	8.06914	15.28318
5.96420	6.00600	6.00869	1197.54842	1.00000	4.94317	8.44892	9.34832	46.56308	32.90708	5.90702	7.25275	16.87077	41.21742	1.82242	5.11454	4.91770	116.10146
6.24869	3.73821	7.79372	1068.13466	0.00000	5.73171	5.10228	6.60644	71.48760	57.92929	30.17746	7.84790	18.00745	59.69614	3.30849	6.22594	8.89157	-81.38758
7.55863	6.69949	8.14690	1164.88882	0.00000	7.43634	5.93493	6.39906	66.97837	44.72120	-10.91111	7.21758	0.75816	63.45328	2.08807	9.70033	9.61295	-37.07167
6.69621	8.42952	9.58879	1099.70541	0.00000	10.48501	8.63234	8.11670	78.72533	65.87053	27.85	6.58546	19.54935	52.84771	1.85653	5.88449	8.73299	112.9
6.19636	7.15082	7.18626	1161.85885	1.00000	3.41793	7.75138	9.10423	43.42134	46.43065	35.21222	7.12280	12.01949	55.82359	2.80098	4.16412	5.04371	2.31889
6.09538	3.82332	7.13069	1145.02962	1.00000	7.22413	9.82722	10.09770	34.85685	28.57576	40.1675	5.62481	16.34305	43.71778	1.55582	6.09429	6.03886	34.37389
6.60387	3.93481	7.84175	1176.36110	0.00000	7.58982	4.86928	5.86749	82.18372	53.39581	-23.44361	8.17669	28.67053	33.40242	4.24430	7.26109	9.67121	-51.87389
7.24287	7.30314	8.47820	1062.81230	0.00000	11.55798	8.17322	9.90649	41.29729	49.45067	6.95194	9.25290	4.56937	70.05176	10.33426	11.20266	9.51269	121.96361
8.19708	5.76384	7.05540	1195.20843	1.00000	6.72900	7.70362	6.93994	58.37198	39.32550	53.19146	7.61235	21.00202	66.37674	2.47170	6.83175	8.03828	-2.52398
6.46836	3.72949	6.80134	1128.44829	1.00000	7.09941	9.64714	8.98613	43.81122	55.90153	22.4711	7.60274	29.56060	43.61908	3.16700	6.14291	7.74628	88.1453
7.48266	4.77971	7.65859	1094.68374	1.00000	6.06021	7.01976	4.71140	35.11980	52.80372	48.86667	5.90558	6.86889	47.30921	1.26430	7.40793	6.71020	2.08333
6.02969	4.60491	6.87436	1087.63334	1.00000	5.35445	10.01082	8.33088	65.65465	54.64518	23.49668	9.51802	-3.73758	37.95258	12.82868	4.50930	6.75269	86.68363
9.41770	6.98444	8.53166	1111.34694	0.00000	10.57794	9.31665	7.83393	59.84795	41.29437	39.72943	8.20799	24.27771	62.42383	4.70424	8.13345	7.39701	-104.83192
7.93941	5.03908	7.27303	1155.60741	1.00000	6.64617	9.69427	6.84081	35.10862	40.29366	26.2173	6.36383	22.43402	70.79744	0.88471	8.93936	6.95342	-80.22588
7.03810	6.46186	7.56609	1133.61511	0.00000	10.07984	8.90294	9.05559	58.23167	48.30256	32.42067	5.73005	13.67858	36.01467	1.45645	10.73173	8.03296	-104.22884
7.42117	9.28662	6.53381	1071.78137	1.00000	6.20277	10.52313	6.37820	52.72390	51.25232	-10.91722	7.16600	4.25588	48.51057	1.88406	7.02919	5.96471	-37.65
8.67197	5.24016	8.62179	1065.07110	0.00000	9.06331	7.35323	10.35133	35.87072	63.05082	17.34769	7.19660	31.23199	62.07045	1.98229	7.57548	10.39221	78.55757
6.07844	5.83911	6.45330	1143.91913	0.00000	8.22192	6.98112	9.45130	50.06570	24.79864	25.13915	7.15315	5.50520	83.17398	2.21293	7.75252	10.07685	73.06784
7.08107	8.03325	6.66885	1185.09736	1.00000	8.19209	6.51887	8.26911	50.52190	43.63177	26.67319	6.94798	25.11716	39.71631	1.90705	9.04588	7.34953	31.4976
8.10746	5.42548	8.00620	1185.75079	1.00000	6.73461	9.95777	8.64486	25.17163	67.34348	43.1009	7.86557	22.38002	57.34565	3.69596	5.43003	4.28609	-75.23266
6.63538	6.85010	7.66937	1147.25655	1.00000	7.62922	11.64614	8.40209	55.19486	51.44812	11.8659	6.92447	31.83461	52.70498	1.59420	10.73718	5.84644	34.3869
7.62113	5.11335	8.65773	1100.97442	1.00000	5.77658	9.31723	6.21180	51.11686	54.53480	43.4125	8.65556	18.78837	50.54202	6.09266	9.05560	7.21888	23.225
5.83694	6.15166	9.00679	1172.21002	0.00000	3.70839	6.51996	6.11116	49.07700	23.40216	12.37169	6.68001	8.28131	57.39417	2.00010	8.20286	6.66801	123.62494
8.21655	4.89684	6.30892	1122.62759	1.00000	5.77166	8.55420	4.81815	33.30551	52.83444	-27.50578	6.56004	1.07330	51.57158	1.82361	8.26938	6.59828	153.10236
6.81311	5.07679	8.24692	1081.79156	1.00000	8.14600	7.56856	5.86991	48.93217	66.08275	40.87363	6.54560	18.13478	48.01091	1.84826	8.52549	4.57805	14.34085
7.79843	5.24599	5.28082	1068.93194	0.00000	5.87016	5.15929	7.45519	52.91877	41.55685	51.26	6.83753	27.61495	56.51376	1.94987	7.76036	8.51443	-2.1875
7.19809	3.89694	5.45984	1106.83272	0.00000	7.68553	7.10316	10.63561	57.82895	34.15279	-26.93366	4.44062	7.89111	40.23681	1.34573	6.59567	11.15405	29.24152
8.67489	6.05298	7.41012	1137.06764	0.00000	5.12568	8.54201	8.44066	41.97308	47.28098	9.15093	9.26755	25.38195	47.55265	9.91519	4.89286	5.49493	-79.62098
6.98946	4.29159	7.72887	1077.35101	0.00000	6.25506	8.81292	9.42805	68.92650	56.37772	36.53333	6.97582	13.27799	62.36824	2.32911	8.26647	7.65581	136.61667
6.77837	5.66473	6.45793	1190.65232	0.00000	6.01013	7.87816	8.10786	71.30991	44.13606	47.30997	7.90032	35.00606	25.75984	4.04764	5.16302	7.86154	8.52462
9.00799	7.16751	6.68563	1112.20058	1.00000	5.21525	11.07320	6.34635	37.42730	40.14780	38.58894	7.45918	9.25965	40.89354	2.32696	9.62473	6.60901	-89.99038
8.56983	4.89215	7.95088	1079.19406	0.00000	7.37532	7.94014	10.47150	80.54166	61.84149	51.20219	7.65223	22.87590	47.96883	2.94863	8.05889	8.17113	7.36027
7.44623	6.95703	7.80453	1195.99434	0.00000	9.69047	9.17648	8.37587	76.63943	63.92509	-38.65333	7.51999	20.39854	56.56415	3.20667	9.23623	8.91648	178.00417
8.35653	6.33180	6.62247	1083.33927	1.00000	7.21275	9.14574	8.81266	21.61396	37.20893	-23.44361	7.91138	2.34898	30.53808	3.49743	10.56591	6.18916	-51.87389
7.63152	7.59153	8.41299	1129.30159	1.00000	9.29895	6.65791	3.27999	31.83638	41.63401	10.31672	7.76828	36.51107	88.59469	3.81841	8.87226	10.97822	123.89071
8.07886	5.55293	7.37936	1071.36306	1.00000	6.07105	5.72115	5.97138	40.04737	50.09596	36.46917	7.24183	24.93618	46.92257	2.09560	7.64013	5.67301	10.78222
6.22982	7.15917	6.62374	1051.41846	0.00000	10.54342	6.90661	8.58878	46.65335	34.18512	41.94175	7.67040	12.72798	40.06449	3.21384	9.71461	9.54196	123.50266
7.40180	6.22568	7.76411	1056.17999	1.00000	5.69313	6.29087	5.52927	40.85872	50.90379	-8.05389	7.29529	31.64156	63.55818	2.53690	7.53064	5.50198	-34.88111
6.39264	8.02427	6.53397	1067.52442	0.00000	9.95926	10.14645	5.54213	73.75126	48.85907	14.95472	7.43835	34.01929	57.64817	2.13861	6.49577	9.00976	120.89694
7.38277	7.99587	7.15997	1148.64409	1.00000	4.78414	10.63823	9.72483	37.24987	14.90584	-4.24444	7.83616	-1.96497	41.91585	3.33005	5.22140	4.99111	-42.29444
8.24049	4.43164	8.33929	1136.73288	0.00000	6.73479	6.55691	5.14281	81.24507	44.33315	33.98154	7.10521	32.43235	62.55491	1.95577	10.15465	8.95090	-81.23621
4.83367	6.78526	6.65359	1099.32195	1.00000	6.36829	7.78636	5.99273	50.20858	30.88348	40.65995	7.01653	12.61068	75.06741	2.14645	8.71507	4.99969	-111.99633
7.62742	5.64399	7.26147	1124.31230	0.00000	3.74140	6.04884	8.43973	67.14407	65.57178	33.08014	8.01740	9.35858	34.71351	3.66505	10.50869	7.06993	-83.2321
6.93872	3.25794	6.82104	1070.72948	1.00000	8.78447	8.11661	6.78716	53.54266	49.59173	40.64621	8.41112	21.78473	41.13998	4.55803	8.73429	6.40180	-73.97069
7.44635	6.81811	8.23290	1053.09152	1.00000	3.46506	9.75279	8.87972	43.27053	59.69842	44.22639	8.52486	13.84554	45.63027	5.51295	3.64075	3.66013	22.53083
7.71375	5.26425	6.79014	1082.88566	1.00000	8.18126	8.81587	8.24769	49.85935	48.90916	40.87363	8.54875	34.36998	43.73841	5.51664	7.25474	7.22966	14.34085
9.69194	5.64996	7.66415	1052.74121	1.00000	5.98946	9.83198	9.15979	58.35047	56.01310	39.72943	6.21151	-3.01558	71.63939	1.25820	5.34719	6.58720	-104.83192
7.29572	8.73301	7.71508	1180.05885	0.00000	5.15645	6.16917	7.93800	60.39458	45.94607	-4.06667	8.61029	17.66053	57.41431	6.01849	10.69611	7.73693	37.73333
6.11446	0.73120	7.11104	1153.35554	1.00000	8.56238	8.00303	5.13323	43.34724	52.23581	31.76212	6.53570	14.53313	33.43149	2.08815	6.04615	7.94556	-95.63079
7.36218	9.00414	7.81333	1143.65134	0.00000	12.25624	10.37497	6.19111	35.27934	49.21816	43.35071	8.75869	25.74666	41.64783	6.16359	8.39237	7.88599	46.10925
7.49318	5.82259	5.51756	1161.26692	1.00000	10.72801	8.73096	9.77216	24.70048	64.11641	40.24537	6.70185	12.59843	27.17434	1.74250	10.03524	8.76690	-75.64963
7.75713	5.49780	9.00819	1101.71590	0.00000	8.10208	7.47187	9.84713	32.55216	41.35935	-19.32556	7.29899	1.97475	67.85256	2.39125	9.97130	9.85316	-41.25528
7.88333	5.24427	8.10551	1085.43002	0.00000	6.18945	6.76495	9.32850	60.63509	55.49528	36.92574	6.67259	35.90303	53.98457	1.88153	11.48748	11.21901	14.72443
7.73494	5.06519	9.01086	1149.69362	1.00000	8.60084	10.79583	8.95512	42.84525	44.25871	38.58894	7.82240	13.11585	49.11493	3.41145	10.54276	6.13492	-89.99038
8.04673	4.76131	7.67650	1103.60319	0.00000	8.68903	6.98936	3.44328	11.55144	41.44001	14.95472	5.35375	14.16549	39.51392	1.45008	8.60954	11.19812	120.89694
6.44003	5.83835	8.57624	1181.39282	1.00000	5.25755	5.90936	2.81956	50.42590	66.02497	55.63711	8.22625	6.03167	48.33376	4.51793	5.83924	5.30765	37.38115
6.72085	6.10902	7.11961	1120.06083	1.00000	6.57666	7.20621	7.56669	48.25315	35.30291	51.168	8.76441	21.43129	45.18659	6.54164	7.11921	5.83730	7.973
7.79457	4.04947	8.29297	1098.39582	1.00000	4.66052	10.36162	11.37929	66.22351	30.22381	50.75767	8.15637	4.60813	59.74714	4.08895	3.65480	5.61187	-1.5443
7.71524	3.25846	8.24245	1174.82242	0.00000	8.86307	10.38771	10.94342	42.14196	29.34495	55.39485	6.62039	11.04875	46.65207	1.17106	9.47638	9.87257	43.83992
7.63415	5.43465	6.36484	1106.20619	0.00000	6.18891	6.02001	7.12979	71.56458	33.79934	-7.0981	8.31409	32.40760	26.26004	3.80906	7.92062	10.09648	109.3243
7.71762	5.15270	7.72270	1139.88653	0.00000	5.99450	3.93694	8.95197	49.89226	40.96220	47.90771	8.18003	-12.50084	68.63349	4.67990	9.61226	7.71218	106.88324
6.48179	7.26401	7.80100	1078.43756	1.00000	6.40676	10.65988	6.72681	52.57159	42.80025	34.61667	9.06847	24.77084	40.25659	8.76010	9.78145	5.47318	135.6
8.25070	6.55626	7.97103	1132.07943	0.00000	7.08584	4.51432	7.93041	52.96835	41.92779	24.28859	8.35939	24.37725	33.56313	4.34290	9.60939	8.77411	116.11768
7.72917	3.85427	6.68844	1066.27879	1.00000	7.89952	12.32306	9.16147	62.97012	32.18010	-6.91806	5.99177	20.05650	40.59594	0.78450	6.40984	6.53656	106.92667
8.02705	4.98010	7.38882	1120.98494	0.00000	6.82769	5.07850	7.90297	39.05527	59.78613	14.95472	5.75455	12.50417	51.28628	1.29145	9.28196	9.53524	120.89694
7.39870	6.04520	7.62759	1116.97177	0.00000	6.69671	7.03750	5.34211	30.40853	33.19494	34.95303	6.60211	15.70159	27.77002	1.62304	9.55602	9.60462	-120.43572
7.95150	8.62913	7.51562	1093.30362	1.00000	6.47141	10.23795	6.76480	69.30402	28.79724	52.14	8.34011	20.45154	33.93526	5.00096	6.63157	5.99146	5.58472
5.58777	5.43828	6.61905	1055.02682	1.00000	7.88796	10.97306	8.69707	63.93630	50.02936	58.63667	7.53031	8.10063	59.27347	3.25193	6.77265	5.35511	59.80222
9.75259	5.18580	9.17502	1148.21130	1.00000	6.64317	8.82127	9.63175	46.18662	55.87665	45.4473	7.96854	20.35501	49.33798	3.54660	6.21082	8.19356	-73.75335
9.22655	5.36483	5.86998	1168.95286	0.00000	7.43731	7.91858	9.21266	63.89713	44.56650	6.95194	8.09380	15.82789	56.07727	4.21844	9.95278	8.24152	121.96361
6.96521	5.46717	5.74835	1051.32155	1.00000	6.46847	6.87082	4.32749	64.75122	56.08392	45.35	7.09266	8.91675	44.69684	2.28752	7.01773	5.56987	126.28333
6.98332	4.42765	7.50357	1152.73163	0.00000	7.62625	7.07410	10.81304	57.88739	53.79102	40.63316	6.95930	41.46017	28.76121	2.09478	9.47982	10.00879	-74.13653
7.75240	5.11633	6.37084	1079.10861	1.00000	6.96905	8.93780	8.04292	80.73622	57.31441	36.24624	7.17954	13.13564	41.23321	2.20271	6.21037	4.50142	139.07204
7.47851	4.19582	7.80046	1075.26847	0.00000	6.04408	6.16370	5.25209	54.14386	44.38840	55.39485	6.74597	21.59747	55.71824	2.68031	6.73567	9.37897	43.83992
8.40030	7.27756	7.31619	1088.80020	1.00000	8.30583	8.01926	6.45786	52.15318	49.11231	47.30997	6.13002	32.89181	48.14653	2.23457	8.33490	4.99244	8.52462
7.56288	6.58713	9.31953	1065.91918	1.00000	4.23762	8.03781	8.68745	40.13934	48.97982	16.0567	6.77525	14.64476	46.01778	2.27485	4.52263	6.69614	103.65309
7.64863	5.06928	7.59801	1103.04713	0.00000	8.73235	9.55712	9.38954	60.49810	53.57967	54.39635	7.02113	12.19119	65.53933	1.98497	8.54711	10.19734	24.04142
7.87855	6.68550	7.10285	1098.77625	1.00000	7.52632	9.12087	9.26374	70.55662	38.38928	36.91023	8.03354	24.43492	48.25962	3.41609	7.63694	3.39888	-121.75689
7.57878	1.50522	7.51279	1152.80372	1.00000	7.08610	10.42180	7.92315	44.47132	39.14721	50.80904	6.65455	3.77993	64.27449	1.91959	4.68114	7.41884	8.77069
5.94663	5.43404	7.19007	1152.09102	1.00000	6.87989	6.22868	7.56275	55.63210	64.95968	-1.9487	5.34202	9.75187	27.84496	1.09286	7.44442	7.44522	30.4347
6.80330	6.63904	7.34709	1139.48185	1.00000	4.02917	8.15099	4.16434	44.86489	31.77173	55.82737	6.68950	10.11934	39.18437	2.93386	6.27461	7.23153	-4.0573
7.73341	5.51985	9.01937	1193.73694	1.00000	4.81572	9.56600	5.04996	49.24410	60.91211	9.6531	8.42535	9.11325	72.70754	5.08647	6.93959	7.56502	124.3697
6.97615	5.63885	5.76271	1121.56867	1.00000	6.20346	7.21202	4.75890	50.62121	49.58152	-21.98333	7.26607	21.74926	55.01315	2.61393	9.08389	9.40756	16.91667
8.44530	7.05926	5.80162	1066.14578	0.00000	7.96353	6.77397	4.49549	58.45987	41.75965	23.29549	6.12178	22.34155	51.43685	0.69130	10.42312	9.61889	113.82465
9.11213	7.07225	8.40788	1051.55697	0.00000	5.93979	7.21420	4.18299	34.76870	57.70674	40.92298	8.17265	13.53510	48.86679	4.43070	7.31925	8.88401	14.30935
5.97504	4.67315	7.30896	1125.57125	1.00000	5.73330	4.17862	7.75104	62.91631	43.33326	42.819	7.30067	10.69388	62.69378	2.74098	6.26936	8.63974	47.1192
5.11301	6.81936	7.42416	1194.38474	1.00000	6.43979	7.86131	5.04753	55.31980	41.33961	59.80917	7.81684	6.09150	45.69520	3.18319	8.31326	4.59240	30.38167
7.02229	6.64840	6.95185	1104.95785	0.00000	5.19636	7.14867	4.50356	40.94637	25.11830	51.95838	5.29287	15.63315	31.16412	1.09573	7.43650	8.37617	4.47124
6.01818	7.85410	8.46500	1071.03669	0.00000	7.22225	7.67812	4.30877	39.62841	25.21645	58.7002	7.85223	8.27955	50.09907	3.92469	10.61898	9.70325	59.4839
6.46742	7.35641	8.59832	1114.02131	0.00000	7.04349	6.54476	5.64478	63.47545	35.32521	32.52515	7.88405	25.02880	38.02476	3.26975	9.36687	9.64649	-93.75018
7.53659	3.00437	8.07775	1061.46066	0.00000	6.25336	4.24747	7.65249	75.76620	37.30308	50.71229	6.68278	-1.97289	50.11226	1.90161	7.87594	8.57735	4.52529
8.37951	6.76887	7.07793	1137.41964	1.00000	4.97256	8.49707	8.13622	85.38599	58.18893	29.53885	8.46351	12.09127	52.42128	5.09078	5.74925	8.76789	-95.44744
7.64424	5.33214	7.29591	1122.77970	1.00000	7.62825	7.46000	7.74462	33.02648	71.55766	-33.38056	6.73270	20.39504	42.68136	2.39225	7.47622	6.91178	-56.52361
9.03429	8.66424	8.77458	1149.60904	1.00000	5.55114	10.36632	7.88963	60.85224	33.58944	37.73604	6.80818	3.69458	40.76185	1.83637	10.42047	5.78009	-120.93549
7.36437	7.02867	7.84682	1093.85868	1.00000	4.85830	7.38918	6.40978	68.13752	36.16793	43.86682	8.47591	4.99414	70.96933	5.57359	5.46436	6.45401	-79.2663
7.52013	5.63761	7.38765	1148.59870	0.00000	5.23183	5.87013	7.70994	53.98182	14.57254	13.73417	7.28645	7.22719	41.48728	1.96916	8.01141	8.69335	-89.71472
8.67821	5.68002	7.89525	1061.68985	0.00000	7.88639	7.18762	9.62722	63.80423	53.78907	37.19723	5.74695	-5.77937	53.44011	2.14674	10.25698	8.32305	122.05228
6.50553	5.15527	6.81767	1162.97863	1.00000	6.25542	7.93196	8.66468	40.00395	44.52610	14.95472	8.80420	22.51944	28.26564	7.32716	6.16980	4.98305	120.89694
7.83967	8.54763	7.54043	1123.36565	0.00000	5.87742	6.68795	4.83541	41.45284	54.54343	51.20219	8.01971	7.80207	49.41519	4.61071	7.90092	8.18102	7.36027
5.66461	5.76258	7.91585	1138.77228	1.00000	8.25032	8.41188	7.84795	74.54117	56.03091	42.06166	7.95748	17.93936	61.89525	3.70037	9.73120	5.13323	-1.60452
6.27184	3.78716	5.94361	1101.58385	1.00000	6.15075	5.46428	3.55396	39.17244	44.98887	33.43443	6.74933	-1.37205	55.04841	2.53175	5.82809	5.47402	-5.22126
8.32643	8.42109	6.73624	1180.76997	1.00000	3.89930	11.17886	9.93792	36.74957	50.97445	4.88441	8.27095	15.07112	40.46668	4.15310	4.11551	6.23032	101.96857
8.01175	5.22931	6.73963	1073.47509	1.00000	6.46836	9.50020	7.07400	59.31646	45.77413	53.19146	8.82821	8.47709	71.20461	6.98421	5.99324	7.44594	-2.52398
7.95378	5.97279	6.64729	1187.66012	0.00000	10.07830	8.46300	8.80660	49.80365	44.39587	53.37596	8.53269	3.72046	32.95945	4.85975	6.47204	10.03361	51.3452
6.32472	7.33819	8.06035	1054.44500	0.00000	8.66375	7.52999	8.28589	51.67140	44.99077	54.39304	7.05736	13.47618	38.21702	2.39602	10.51318	8.09965	53.26023
6.81274	5.91433	7.69673	1154.30178	1.00000	7.86575	8.17096	6.87598	54.57694	46.47652	44.80477	6.12410	29.29646	49.72482	0.90941	7.24332	5.68367	-0.59543
8.30309	6.50044	7.26881	1193.55180	0.00000	11.47436	9.05500	8.84482	67.71884	61.58470	42.7392	6.40992	24.48830	45.51712	1.93624	10.46473	7.97019	-84.62081
8.79187	5.71713	7.53473	1063.22226	1.00000	4.72147	10.05840	9.96521	39.62549	44.60791	41.91886	6.65045	0.26837	52.07136	1.48928	4.54034	4.44338	8.73812
7.78046	9.91898	5.26034	1136.81387	0.00000	8.76621	7.91111	2.17439	63.10497	32.43467	27.55898	7.35240	13.89604	53.54491	1.94334	8.92521	10.57265	68.21204
7.35681	7.09276	7.40465	1065.93097	1.00000	5.29491	8.51194	5.13914	28.33062	31.36436	-8.76194	6.00496	26.84763	61.81154	0.91961	8.55097	6.16138	-63.90389
9.00154	5.72823	7.12206	1179.18692	1.00000	7.58415	8.97974	6.38809	40.05149	26.82316	51.26	6.97001	3.87452	45.67090	2.04591	8.81744	5.43850	-2.1875
6.94937	7.68228	7.55416	1142.25883	1.00000	3.16008	8.65723	10.06179	61.31912	45.34611	51.65333	7.46846	34.34147	62.93172	2.22276	4.08626	5.77678	5.2875
7.26323	5.73854	7.18315	1190.02496	1.00000	6.47973	11.17543	5.93694	60.57985	63.52919	10.63504	7.76829	14.34077	54.47582	3.72865	9.80872	6.74148	-85.43772
5.85331	4.81283	10.11908	1059.90307	0.00000	6.14962	6.20787	6.36927	48.60378	65.60100	-34.74785	7.54099	13.06914	28.28835	3.43395	10.76735	8.68543	-58.70072
7.37259	7.67205	9.50829	1125.18363	1.00000	6.72829	12.67527	6.77684	48.20306	46.82712	10.58806	6.46516	12.00902	29.27351	1.37775	6.09074	5.31312	77.24779
7.96870	7.64557	7.11761	1166.83810	1.00000	6.40995	9.87663	6.91234	39.30182	42.96365	59.33333	7.57847	27.59199	73.31052	2.38838	10.60717	4.97669	18.28333
6.89117	3.30650	8.63346	1127.52327	1.00000	8.30861	5.98499	5.46378	58.20250	52.34044	8.79577	7.14534	2.83369	37.28856	1.97068	6.29770	5.75607	-75.69947
5.83111	7.23233	7.33870	1111.28166	1.00000	5.63993	9.38411	11.17201	56.15301	44.75484	-26.22861	8.01590	7.62420	43.25174	3.81265	6.06856	5.73070	-52.67056
7.27753	4.07667	6.42778	1108.82352	1.00000	7.09152	8.97872	10.66119	36.47175	48.99128	28.15112	5.40146	-0.95313	39.80646	1.18128	6.49634	6.92757	-82.46148
6.58838	7.63267	8.17890	1115.84398	1.00000	4.79015	6.50432	5.79667	57.52860	29.98084	58.63667	8.69421	3.05381	58.67327	6.58179	8.62805	5.10557	59.80222
7.96516	4.81776	8.40776	1131.16012	1.00000	7.74039	8.49977	11.15726	51.02768	46.76213	41.20485	6.22226	6.35185	60.24094	2.09482	6.86700	4.60391	-8.33147
4.76549	9.09734	6.48946	1097.58604	1.00000	5.44371	13.28957	7.83991	64.91168	42.25264	36.64852	5.57083	1.23708	51.30177	0.73577	11.94904	6.36970	51.49621
8.25948	6.64220	8.22734	1181.23428	1.00000	6.58648	10.25018	8.64411	43.38391	42.14841	41.72063	7.83492	4.85287	68.70405	3.31441	6.23990	5.23557	12.6723
7.29290	3.92090	8.02502	1160.78333	1.00000	4.70896	9.82006	10.69042	54.90876	44.99561	-3.5403	9.02923	9.98477	52.27585	8.02698	4.55017	5.22520	118.9707
6.49776	4.53703	8.10179	1089.60060	1.00000	6.09357	6.13039	4.82111	48.36487	58.93089	2.2139	7.91596	0.89592	50.09566	3.40071	7.30592	6.09274	102.3278
6.57183	3.28419	6.31274	1063.27844	0.00000	7.15559	4.84186	6.97199	52.62770	36.67231	41.94175	6.81021	34.38029	50.60819	2.34199	8.62700	9.57947	123.50266
7.33082	6.20619	6.95567	1191.32010	1.00000	7.60591	9.05303	8.17268	47.50516	34.81277	43.61062	6.49432	22.58544	52.23077	2.71389	7.07936	4.57167	-72.97261
6.88078	6.19245	7.66498	1172.31748	1.00000	7.11197	9.92533	7.17952	68.33164	34.73158	47.90771	8.55526	20.13295	29.03548	5.37480	9.75973	5.70188	106.88324
8.50838	3.49809	6.56431	1134.77247	1.00000	7.40071	7.54731	4.74801	37.57372	47.89925	-14.66463	8.40500	7.27546	43.09277	4.65805	7.63874	5.79342	-52.35558
8.13031	6.88689	5.45073	1133.20273	0.00000	8.37537	8.61982	7.29982	37.55706	38.91299	45.78071	6.65847	15.90863	30.55936	2.46127	6.15719	8.48770	12.84052
5.53256	3.40588	7.89079	1112.27113	1.00000	8.73242	11.83972	7.71724	61.56945	43.21231	41.47892	7.19951	28.48819	44.67258	2.93504	6.44381	7.10648	-87.45476
7.91597	6.39821	7.17620	1077.08023	0.00000	6.73201	6.56330	3.76107	47.32645	48.69996	12.04161	7.82303	15.95188	78.13927	2.72714	6.70836	8.98249	75.35927
8.37019	7.21830	7.32132	1155.61323	1.00000	3.55804	7.07394	9.24097	32.62662	57.71113	34.77453	7.50197	9.23033	42.59091	2.40639	4.60040	4.51987	-96.67834
6.75428	7.86791	6.95822	1094.48086	1.00000	5.28458	11.76556	5.06532	33.13616	23.26744	38.68712	8.49860	12.87043	55.08472	4.68163	8.80644	6.21849	-4.10734
6.63733	4.51732	7.63167	1057.31801	0.00000	8.56129	8.72981	9.71857	72.45425	33.62860	40.93121	7.81146	29.23146	54.44541	3.47942	7.00009	9.58374	-73.89875
9.41912	4.75808	7.45045	1187.23734	0.00000	5.08087	6.11021	7.29296	35.84151	51.65949	55.82737	8.39253	4.76036	31.82821	4.61719	8.77051	8.46401	-4.0573
7.29635	6.68644	6.26402	1069.65940	1.00000	3.16132	6.92053	8.32836	20.46180	55.41764	12.97389	7.71163	6.92738	45.39874	2.56818	3.44047	5.82146	123.99333
8.40549	5.18902	7.27175	1055.73144	0.00000	6.09415	7.51697	6.11728	61.53296	40.02687	5.30383	6.74369	17.38368	36.57326	2.08488	9.17249	10.81010	-1.98956
7.24323	7.13362	9.70968	1062.69965	0.00000	8.01073	5.91755	8.25332	67.31891	54.01578	48.49144	8.64316	31.61337	44.40174	6.50595	9.08558	9.91230	9.20427
