QoS	station	code	latitude	longitude	revision
maintenance	Solntsevo	RU	55.63711	37.38115	2017-09-03
average	Shepetivka	UA	50.18545	27.06365	2015-12-28
average	Sasayama	JP	35.06667	135.21667	2019/10/19
maintenance	Itaperuna	BR	-21.205	-41.88778	2021/12/02
maintenance	Kafanchan	NG	9.58126	8.2926	21 Dec 2018
excellent	Zhoucun	CN	36.81667	117.81667	2020-06-12
acceptable	Zaysan	KZ	47.46657	84.87144	15 May 2013
average	Porterville	US	36.06523	-119.01677	02/13/2021, 00:00:00
accep	Bogovinje	MK	41.92361	20.91361	31 Jan 2018
maintenance	Nakhon Si Thammarat	TH	8.43333	99.96667	09 Jul 2017
average	Recodo	PH	6.95194	121.96361	2017-12-13
good	Naga	PH	10.20898	123.758	27 Apr 2020
maintenance	Far Rockaway	US	40.60538	-73.75513	2016-01-06
good	Rhosllanerchrugog	GB	53.00974	-3.05814	11/06/2019, 00:00:00
accep	Gandia	ES	38.96667	-0.18333	04/18/2014, 00:00:00
excellent	Culemborg	NL	51.955	5.22778	16 Aug 2013
excellent	Yanliang	CN	34.65918	109.22921	01/30/2020, 00:00:00
building	Darreh Shahr	IR	33.14447	47.3799	06/21/2019, 00:00:00
excellent	Skalica	SK	48.8449	17.22635	11/17/2021, 00:00:00
maintenance	Hakodate	JP	41.77583	140.73667	2021-07-10
maintenance	Ventimiglia	IT	43.78956	7.60872	08/05/2015, 00:00:00
maintenance	Agrigento	IT	37.31065	13.57661	2021/03/19
excellent	Ghat	LY	24.96334	10.18003	2020/03/05
building	Jalal-Abad	KG	40.93333	73	12 Dec 2018
good	Woodbridge	US	40.5576	-74.28459	2012/10/03
average	Lakewood	US	41.48199	-81.79819	2012/11/23
average	Kovylkino	RU	54.03876	43.91385	02/09/2014, 00:00:00
good	Chamba	IN	32.55531	76.12647	2016/09/13
accep	Komono	JP	35	136.51667	2017-01-16
good	Rosedale	US	39.32011	-76.51552	2021-04-09
excellent	Andijon	UZ	40.78206	72.34424	2019/11/16
accep	Keene	US	42.93369	-72.27814	2022-03-22
good	Brighton Beach	US	40.57788	-73.95958	05/02/2015, 00:00:00
good	Brighton Beach	US	40.57788	-73.95958	10 Jun 2013
building	Wevelgem	BE	50.8	3.16667	2018/01/06
accep	Buynaksk	RU	42.819	47.1192	2014/10/13
building	San Juan	US	26.18924	-98.15529	2022/08/05
accep	Ulu Tiram	MY	1.6	103.81667	26 Sep 2013
good	Okegawa	JP	36	139.55722	2015-01-27
maintenance	Patnos	TR	39.22493	42.85693	2014-08-14
accep	Guapimirim	BR	-22.53722	-42.98194	2022/03/08
good	East Haven	US	41.27621	-72.86843	2020-07-05
excellent	Astara	AZ	38.45598	48.87498	04/16/2021, 00:00:00
good	Tonga	CM	4.96667	10.7	2016/11/28
accep	Luena	AO	-11.78333	19.91667	2016-12-15
building	Segundo Ensanche	ES	42.8139	-1.64295	09/22/2013, 00:00:00
average	Glogovac	XK	42.62833	20.89389	19 Oct 2019
accep	San Jose	PH	12.35275	121.06761	26 Jul 2013
accep	Privolzhskiy	RU	51.40944	46.04833	14 Oct 2020
building	West Des Moines	US	41.57721	-93.71133	22 Oct 2015
average	Pune	IN	18.51957	73.85535	2015-01-07
average	Jiangyan	CN	32.50611	120.14278	17 Nov 2019
good	Taozhuang	CN	34.85	117.33333	25 Jun 2017
maintenance	Meerut	IN	28.98002	77.70636	2019-09-06
accep	Shepetivka	UA	50.18545	27.06365	02/27/2016, 00:00:00
good	Bavly	RU	54.39304	53.26023	2022/08/11
accep	Coralville	US	41.6764	-91.58045	2019/06/09
good	Soroca	MD	48.15659	28.28489	2018-06-16
good	El Copey	CO	10.15031	-73.9614	2019-10-31
good	Pointe-Claire	CA	45.44868	-73.81669	2017-02-19
building	Misterbianco	IT	37.51803	15.00913	29 Aug 2017
excellent	Shaowu	CN	27.34089	117.4831	2019-04-27
maintenance	Albstadt	DE	48.21644	9.02596	2016-04-22
building	Ajdabiya	LY	30.75545	20.22625	13 Dec 2012
building	Arzamas	RU	55.39485	43.83992	2018/05/12
average	Canavieiras	BR	-15.675	-38.94722	2014-12-05
building	Dombivli	IN	19.21667	73.08333	08/19/2018, 00:00:00
average	Palmeira	BR	-25.42944	-50.00639	22 Nov 2021
average	Iron River	US	46.09273	-88.64235	27 Aug 2019
good	North Tustin	US	33.76446	-117.79394	2014/12/10
excellent	Pilkhua	IN	28.71271	77.656	13 Feb 2021
excellent	Jackson	US	35.61452	-88.81395	05/26/2015, 00:00:00
excellent	Porterville	US	36.06523	-119.01677	06/30/2013, 00:00:00
good	Maliana	TL	-8.99167	125.21972	2021/01/01
good	Hutchinson	US	38.06084	-97.92977	2018-01-02
good	Walton-on-the-Naze	GB	51.84819	1.26738	05/13/2020, 00:00:00
building	Mardin	TR	37.31309	40.74357	10 Jan 2017
good	Bogovinje	MK	41.92361	20.91361	2021-06-07
excellent	Nonoichi	JP	36.53333	136.61667	2017-08-21
good	Dharmapuri	IN	12.1277	78.15794	2020-07-23
accep	Cavaillon	FR	43.83125	5.03586	03/09/2017, 00:00:00
average	Palestine	US	31.76212	-95.63079	23 Feb 2022
accep	Gisborne	NZ	-38.65333	178.00417	01 Feb 2021
excellent	Negotin	RS	44.22639	22.53083	2018-08-07
good	Yao	JP	34.61667	135.6	02 Nov 2017
accep	Smolyan	BG	41.57439	24.71204	2020-09-06
excellent	Ar Ruseris	SD	11.8659	34.3869	06/07/2019, 00:00:00
accep	Pujali	IN	22.4711	88.1453	2018/04/14
excellent	Greenpoint	US	40.72371	-73.95097	2015-03-20
excellent	Gisborne	NZ	-38.65333	178.00417	2021-12-28
average	Kamina	CD	-8.73508	24.99798	2019-03-04
excellent	San Juan	US	26.18924	-98.15529	2017/09/09
excellent	New Kingston	JM	18.00747	-76.78319	2018/04/18
maintenance	Blackpool	GB	53.81667	-3.05	08/30/2019, 00:00:00
maintenance	Udumalaippettai	IN	10.58806	77.24779	22 Nov 2020
accep	Stuttgart	DE	48.78232	9.17702	2021/09/29
building	Esperanza	AR	-31.4488	-60.93173	2016-12-18
average	Srinagar	IN	34.08565	74.80555	04/05/2016, 00:00:00
accep	Lower Earley	GB	51.42708	-0.91979	2022-05-22
excellent	Malnate	IT	45.79377	8.88104	2018-05-12
average	Yangambi	CD	0.76755	24.43973	2021/07/30
building	Dawei	MM	14.0823	98.19151	03 Feb 2021
good	Gates-North Gates	US	43.16547	-77.70066	2014-05-21
maintenance	Jinotepe	NI	11.84962	-86.19903	2014-06-16
maintenance	Mongo	TD	12.18441	18.69303	2019/06/24
good	Pune	IN	18.51957	73.85535	2020-10-12
good	Winsford	GB	53.19146	-2.52398	2015-07-18
excellent	Siliana	TN	36.08497	9.37082	2020/03/01
average	Beaconsfield	CA	45.43341	-73.86586	2022-02-09
accep	Tonga	CM	4.96667	10.7	09/16/2021, 00:00:00
accep	San Giuliano Milanese	IT	45.39402	9.29109	17 Feb 2016
building	Cuenca	EC	-2.90055	-79.00453	2020/08/18
excellent	Bad Segeberg	DE	53.94313	10.30215	2020-12-03
excellent	Walton-on-the-Naze	GB	51.84819	1.26738	06/22/2016, 00:00:00
good	Arba Minch	ET	6.03333	37.55	2019-11-20
accep	Eppingen	DE	49.13645	8.91229	07/26/2019, 00:00:00
excellent	Losser	NL	52.26083	7.00417	2019-08-18
average	Sangla Hill	PK	31.71667	73.38333	2014-07-16
accep	Kashira	RU	54.84444	38.16694	18 Nov 2019
average	Severodvinsk	RU	64.5635	39.8302	02 Jan 2021
maintenance	Santa Gertrudes	BR	-22.45667	-47.53028	12/28/2020, 00:00:00
good	Chacabuco	AR	-34.64167	-60.47389	14 May 2013
average	Mardin	TR	37.31309	40.74357	2016-09-21
accep	Ozersk	RU	55.75556	60.70278	06/18/2015, 00:00:00
accep	Messaad	DZ	34.15429	3.50309	2018/05/24
accep	Pilkhua	IN	28.71271	77.656	2017-02-09
excellent	Malden	US	42.4251	-71.06616	10/04/2016, 00:00:00
excellent	Recife	BR	-8.05389	-34.88111	06/09/2022, 00:00:00
average	Chanika	TZ	-5.41667	38.01667	07/30/2018, 00:00:00
excellent	Stupino	RU	54.90083	38.07083	2015/10/27
good	Taozhuang	CN	34.85	117.33333	07 May 2017
maintenance	Pamiers	FR	43.11667	1.6	2021-12-21
accep	Kalavoor	IN	9.57046	76.32756	2020/08/10
average	American Canyon	US	38.17492	-122.2608	2018/11/01
accep	Al Jubayl	SA	27.0174	49.62251	03 Jan 2015
excellent	Pekanbaru	ID	0.51667	101.44167	12/06/2021, 00:00:00
excellent	Barracas	AR	-34.64966	-58.38341	2014-09-04
accep	Licheng	CN	23.29549	113.82465	10/06/2015, 00:00:00
average	La Ligua	CL	-32.45242	-71.23106	2013/03/06
good	Toba	JP	34.4833	136.84186	2015-12-26
accep	Crystal Lake	US	42.24113	-88.3162	2022/01/13
maintenance	Willetton	AU	-32.05251	115.88782	06/23/2017, 00:00:00
average	Scarsdale	US	41.0051	-73.78458	2013-01-21
average	Muskogee	US	35.74788	-95.36969	2014-05-13
average	Curitiba	BR	-25.42778	-49.27306	30 Apr 2016
excellent	Standerton	ZA	-26.93366	29.24152	2019-03-04
accep	Sremska Mitrovica	RS	44.97639	19.61222	2019/01/15
excellent	Punta Gorda Isles	US	26.91756	-82.07842	2015-10-16
accep	Vryheid	ZA	-27.76952	30.79165	12/08/2017, 00:00:00
good	Mianwali	PK	32.57756	71.52847	02/20/2019, 00:00:00
accep	Sillanwali	PK	31.82539	72.54064	11/21/2016, 00:00:00
building	Damnoen Saduak	TH	13.51825	99.95469	2021-12-13
accep	Kamina	CD	-8.73508	24.99798	13 Jul 2018
excellent	Budva	ME	42.28639	18.84	2021/11/18
good	Longview	US	32.5007	-94.74049	12 Mar 2021
good	Lymington	GB	50.75767	-1.5443	17 Jul 2014
average	Odessa	US	31.84568	-102.36764	28 Oct 2015
average	Yingkou	CN	40.66482	122.22833	2020-10-08
good	Narva	EE	59.37722	28.19028	2019/05/11
good	Davis	US	38.54491	-121.74052	27 Jun 2019
average	Bhayandar	IN	19.30157	72.85107	2014-08-24
average	Hofheim am Taunus	DE	50.09019	8.4493	2018-01-29
average	Bergama	TR	39.12074	27.18052	03 Oct 2016
average	Campobasso	IT	41.55947	14.66737	03 Jun 2015
building	Novelda	ES	38.38479	-0.76773	02/11/2019, 00:00:00
excellent	Elamanchili	IN	17.54907	82.85749	13 Aug 2019
excellent	Manjeri	IN	11.12018	76.11996	2019/10/31
accep	Sangla Hill	PK	31.71667	73.38333	2013/03/10
average	Eisen	KR	36.82167	128.63083	2021/07/09
average	Beni Douala	DZ	36.61954	4.08282	2019/06/11
good	Paracho de Verduzco	MX	19.64745	-102.04897	2012/12/17
accep	Sorsogon	PH	12.97389	123.99333	2013-05-17
excellent	Paracho de Verduzco	MX	19.64745	-102.04897	2021-03-01
building	Leteri	IN	24.05979	77.40858	10/18/2017, 00:00:00
excellent	El Alia	TN	37.16911	10.03478	03/21/2015, 00:00:00
excellent	Toba	JP	34.4833	136.84186	11 Feb 2013
average	Mardin	TR	37.31309	40.74357	2018/03/06
maintenance	Moga	IN	30.81383	75.16878	2013-06-07
average	Saharsa	IN	25.87498	86.59611	02/08/2017, 00:00:00
average	Thenia	DZ	36.72544	3.55665	2019-05-01
good	Valinhos	BR	-22.97056	-46.99583	05 Feb 2021
building	Altamira	BR	-3.20333	-52.20639	2020/07/08
accep	Tsuen Wan	HK	22.37066	114.10479	2013/10/31
accep	Bisceglie	IT	41.24264	16.50104	2018-04-02
good	Greenville	US	33.41012	-91.06177	2020-05-02
average	Jashpurnagar	IN	22.88783	84.13864	2013-11-18
excellent	Kamina	CD	-8.73508	24.99798	2018/01/26
good	Gifhorn	DE	52.47774	10.5511	2015-10-10
good	San Juan	US	26.18924	-98.15529	2019-01-11
excellent	Saraj	MK	42	21.32778	25 Jun 2016
average	Iwade	JP	34.25	135.31667	20 Apr 2014
average	Fort Washington	US	38.70734	-77.02303	07/09/2021, 00:00:00
average	Petrozavodsk	RU	61.78491	34.34691	06/18/2017, 00:00:00
good	Osmanabad	IN	18.18158	76.03889	29 Mar 2016
accep	Reus	ES	41.15612	1.10687	12 Jun 2017
accep	Pune	IN	18.51957	73.85535	10/29/2017, 00:00:00
average	Ar Ruseris	SD	11.8659	34.3869	2013/02/23
average	Montpellier	FR	43.61092	3.87723	2020/10/21
good	Kyaikto	MM	17.30858	97.01124	24 Apr 2016
accep	Bretten	DE	49.03685	8.70745	12 May 2021
good	Sun City Center	US	27.71809	-82.35176	2019/07/22
accep	Caravaca	ES	38.10558	-1.86343	01/11/2014, 00:00:00
average	Granger	US	41.75338	-86.11084	10 Aug 2021
average	Casa Blanca	MX	19.04222	-98.11889	12/25/2013, 00:00:00
accep	Bogovinje	MK	41.92361	20.91361	2013-02-02
average	Searcy	US	35.25064	-91.73625	16 May 2019
excellent	Nutley	US	40.82232	-74.15987	11/02/2013, 00:00:00
accep	Kafanchan	NG	9.58126	8.2926	2017/10/17
accep	Jais	IN	26.2649	81.54855	25 Aug 2018
good	Lagos	NG	6.45407	3.39467	2019/03/03
maintenance	Dax	FR	43.71032	-1.05366	2017/09/25
building	Krymsk	RU	44.92934	37.99117	26 Jan 2015
good	Norco	US	33.93113	-117.54866	2020-03-13
accep	Memmingen	DE	47.98372	10.18527	25 Jul 2016
maintenance	Columbia Heights	US	45.0408	-93.263	2021/05/26
building	Toba	JP	34.4833	136.84186	19 Sep 2019
average	Bisceglie	IT	41.24264	16.50104	2022/02/22
accep	Jalal-Abad	KG	40.93333	73	2016-12-21
good	Bavly	RU	54.39304	53.26023	06/19/2013, 00:00:00
excellent	Palmeira	BR	-25.42944	-50.00639	2014/03/12
accep	East Haven	US	41.27621	-72.86843	10 Mar 2016
accep	Periyakulam	IN	10.12268	77.54372	10/24/2013, 00:00:00
accep	Palmeira	BR	-25.42944	-50.00639	05/12/2019, 00:00:00
excellent	Baki	SO	9.89206	43.38531	2022/03/19
building	Dahlem	DE	52.4581	13.28702	07/21/2016, 00:00:00
good	Niort	FR	46.32313	-0.45877	2013/03/13
accep	Hermsdorf	DE	52.61131	13.31783	15 Feb 2020
excellent	Carnot	CF	4.94273	15.87735	2017/04/23
maintenance	Murray	US	36.61033	-88.31476	04/08/2018, 00:00:00
average	El Copey	CO	10.15031	-73.9614	21 Jul 2020
building	American Canyon	US	38.17492	-122.2608	2014-03-04
accep	Beryozovsky	RU	56.9083	60.8019	2021/06/18
excellent	Dipolog	PH	8.56697	123.33471	2019/10/15
average	Nyahururu	KE	0.03813	36.36339	2018-11-10
good	Usagara	TZ	-2.68333	33	10 Dec 2020
average	Kolomyagi	RU	60.02427	30.28491	17 Jan 2015
average	Somma Vesuviana	IT	40.87329	14.43865	10/25/2018, 00:00:00
building	Recife	BR	-8.05389	-34.88111	2019/11/03
average	Gainsborough	GB	53.38333	-0.76667	08 Feb 2014
building	Manaoag	PH	16.0438	120.4861	2017/08/24
building	Tadmur	SY	34.5624	38.28402	2013/07/10
average	Jizzax	UZ	40.11583	67.84222	30 May 2013
accep	West Chester	US	39.96097	-75.60804	11/04/2012, 00:00:00
accep	Oktyabr’skiy	RU	54.48147	53.47103	18 Apr 2015
excellent	Yakuplu	TR	40.98894	28.67582	2012-11-10
