PM10	CO	Pb	C2H3NO5	CFCs	H2CO	O3	TEMP	NOx	SO2	latitude	longitude	NH3	CH4	PRES	PM2.5	warning	PAHs
9.80678	11.43965	32.87104	2.46700	52.73280	59.76158	8.93032	5.35886	9.35761	8.10541	15.45144	78.14797	8.28887	4.68166	1159.76237	9.80447	1.00000	11.23093
8.26051	8.45387	33.86574	0.53794	31.68651	21.22080	10.23131	-6.92039	8.14528	8.21092	43.41949	77.0202	7.99570	6.30055	1087.28961	5.87682	0.00000	3.88162
6.37820	5.62216	43.69865	0.09891	58.18400	44.89696	7.25566	20.80169	7.72335	8.13562	33.92946	-116.97725	8.29838	8.79071	1197.97351	9.20348	1.00000	10.00940
10.70002	7.26813	46.88846	5.64134	54.13987	59.14587	9.42106	8.74209	7.79335	7.25596	41.63976	2.35739	5.70530	9.95529	1100.65027	9.99536	0.00000	7.16998
9.17523	7.41301	17.53851	1.32474	55.21851	34.14446	3.90357	13.40716	7.30169	10.45324	44.80477	-0.59543	5.66757	4.55620	1061.34861	7.23273	0.00000	5.82819
7.72179	7.91316	45.57516	0.45382	71.49076	57.11602	5.61316	1.08424	9.04889	7.56117	43.96222	43.63417	7.42784	7.70602	1136.09567	7.23034	1.00000	7.93110
8.28748	6.72311	34.51550	0.66497	51.90700	45.55437	7.14249	-5.07545	10.58911	9.04882	15.79408	104.1451	6.05859	7.71353	1072.62810	8.23076	0.00000	5.61795
6.22277	8.58038	55.92394	0.15754	57.69385	61.39704	7.96319	11.14117	8.63734	6.72602	43.1009	-75.23266	6.19821	5.91184	1195.28619	11.90934	1.00000	10.18227
9.37594	6.71722	22.39220	1.49998	22.01177	71.43565	10.37514	5.05004	7.94528	9.79704	7.83389	-72.47417	3.37211	10.63159	1081.79012	11.65833	0.00000	5.63086
8.03374	6.27285	52.45300	0.48506	54.27241	58.64083	5.93693	9.61731	6.89550	8.22863	24.28859	116.11768	5.81314	5.58183	1108.68211	8.95287	0.00000	7.14192
9.89010	7.34730	45.08890	2.57083	49.76340	61.32103	6.79372	1.45708	8.05468	6.73789	46.75451	33.34864	7.97430	6.60557	1079.28182	9.37207	0.00000	6.19475
9.43337	8.57038	66.29924		21.52515	55.89334	8.64301	15.14247	6.82281	6.76975	40.34912	-111.90466	8.42303	6.19056	1112.66891	10.13641	1.00000	9.15668
10.53120	8.14428	47.50742	4.68816	53.73772	40.89476	8.87262	1.04235	7.35476	7.72435	14.62072	74.83554	8.16933	8.64610	1175.19047	9.84858	0.00000	5.13182
6.96968	5.46024	37.41587	0.36672	63.31448	53.14356	10.06800	29.11835	6.31685	9.00636	30.35028	112.19028	9.33407	8.62446	1097.69596	8.25442	1.00000	6.11741
9.48927	7.29595	32.12536	1.75667	59.86902	49.61961	7.06732	34.48384	7.49918	8.32440	65.84811	24.14662	8.51959	6.02604	1159.50947	9.96618	0.00000	5.32714
10.30121	7.43339	11.26259	3.82105	52.24734	42.85552	5.61718	26.56394	8.70234	8.51562	31.84568	-102.36764	6.02402	5.04282	1109.65756	8.65511	0.00000	6.00964
9.04387	6.05266	31.73852	1.12058	56.56252	54.24138	10.22067	0.53481	8.00445	9.25322	39.96097	-75.60804	7.89182	8.25137	1058.58876	8.10281	0.00000	7.22894
10.96624	8.77715	30.60566	7.31803	56.14347	46.51577	7.13572	22.32093	8.03409	5.02809	20.28527	-103.42897	7.74888	4.19569	1097.70659	10.95832	1.00000	11.23460
7.92970	6.53123	41.27929	0.53532	34.50718	28.09794	4.68785	6.82689	8.40485	7.61431	25.49043	85.94001	5.17230	8.53625	1124.35376	7.48130	1.00000	8.35741
6.37989	8.77845	21.08646	0.32824	67.35641	39.66079	4.98025	3.29307	7.54428	7.94466	42.55308	-87.93341	5.40563	4.87649	1166.87553	7.74323	1.00000	9.08908
8.81186	8.55820	53.47734	1.02831	47.87928	22.39205	4.55777	2.21003	7.25053	7.07589	5.90702	116.10146	4.24359	4.84218	1146.74912	8.97433	0.00000	8.91162
4.60743	8.52940	22.44880	0.24826	51.06802	44.50309	10.90105	15.82070	6.72691	6.52705	12.95629	78.27539	9.07383	7.03646	1106.51861	11.40755	1.00000	9.74231
9.58450	6.14842	55.78229	1.87791	59.59589	49.90624	9.01115	30.26049	7.44521	7.59942	48.98693	2.44892	8.05028	8.22962	1181.87064	8.47561	0.00000	6.87896
6.82229	8.78342	45.88961	0.18166	28.24335	40.09018	8.81159	15.40373	8.40617	9.91162	35.74788	-95.36969	7.23244	8.59133	1079.72365	10.04411	1.00000	6.06119
9.13837	6.98432	38.91978	1.35492	37.74420	52.07657	8.68528	8.02054	6.04084	7.35804	18.00747	-76.78319	7.20794	8.70101	1126.45910	8.65968	0.00000	6.99065
9.13877	9.53740	67.11791	1.32194	49.58920	6.27856	10.28995	-0.55739	9.59941	6.30928	31.84568	-102.36764	9.68003	5.90633	1168.31156	8.54883	1.00000	10.02567
10.05136	6.34921	59.96826	2.97979	49.27641	56.12085	9.34180	19.99962	6.85752	7.11501	-22.9	44.53333	10.27713	6.73060	1119.50621	8.59065	1.00000	9.82385
9.06105	7.56368	50.62980	1.11717	44.15744	54.20749	4.29698	-0.36357	8.41462	8.05382	-8.73508	24.99798	7.32743	6.15332	1196.23082	8.78083	0.00000	7.60964
6.22088	6.23770	34.01839	0.22935	56.12621	59.93543	8.64418	11.81360	7.66627	7.88594	37.16911	10.03478	7.29534	7.08593	1097.14344	11.86251	1.00000	9.41597
8.85196	6.77623	25.48778	0.92056	9.27636	63.29110	5.94669	8.01528	7.95374	8.09423	-44.39672	171.25364	7.93952	7.70417	1080.75409	8.49913	1.00000	8.18903
9.39500	7.79720	43.03878	1.76440	37.67061	46.84703	5.71494	0.84453	6.78057	7.76063	31.76212	-95.63079	5.14695	4.79522	1090.88270	9.62179	0.00000	8.87960
7.36399	6.07679	54.81696	0.24152	37.02041	50.25135	11.77081	6.99408	7.61068	8.11819	10.22677	-67.33122	10.56890	8.70019	1120.54590	8.08966	1.00000	6.50744
9.87133	6.76303	59.61370	2.49344	17.57927	66.83429	6.77258	19.40749	8.55924	8.65048	9.535	-13.68778	7.20833	4.33532	1130.51079	9.92440	1.00000	10.98927
6.89005	8.48779	28.07508	0.20276	30.95359	67.79452	6.38851	1.92100	8.07246	8.43676	34.5624	38.28402	4.91371	6.12632	1084.48161	10.22478	1.00000	9.42335
8.09663	6.83484	28.39514	0.51321	57.57433	65.96006	9.87308	14.73553	7.00220	7.36184	39.46667	141.95	6.97461	8.65554	1151.60032	9.27003	0.00000	6.24530
8.23456	8.00913	50.25679	0.59142	48.06544	40.20702	5.95451	29.38881	8.35682	8.71235	48.28259	9.72749	6.68727	8.72277	1130.58363	11.25342	0.00000	6.74019
6.21311	7.87701	27.07554	0.12567	39.74901	56.02213	6.62503	13.23779	9.84401	7.83544	37.73604	-120.93549	6.19449	8.15025	1139.49942	9.88742	1.00000	9.54458
7.82208	6.67359	40.42639	0.44722	46.97072	43.98600	4.20301	15.52959	6.78061	7.10086	24.28859	116.11768	4.75926	5.00487	1098.71576	6.56897	1.00000	7.70030
9.07936	6.99544	47.32185	1.26194	18.14315	56.71534	5.72714	8.65857	6.50508	6.66569	22.75218	72.68533	6.40797	5.86041	1158.15144	9.93367	1.00000	9.45368
7.71861		59.80806	0.40813	35.60274	35.06668	10.00041	7.21519	8.34407	6.57705	42.55308	-87.93341	9.45592	8.10860	1134.95035	8.25735	1.00000	7.41698
10.93398	7.38939	50.26586	6.95330	72.00751	51.22108	10.48770	-5.43685	7.63651	7.96665	18.03496	-66.8499	10.47837	3.89878	1075.53433	9.29662	1.00000	11.79681
8.98786	9.91160	61.81843	1.25336	56.10876	47.32199	10.72308	10.15101	8.50883	7.75574	41.72063	12.6723	9.58906	6.51341	1183.69617	10.58982	1.00000	7.80230
9.64947	8.13051	46.82977	2.02902	69.29832	36.50425	10.05846	3.11610	8.16032	7.55452	-8.05389	-34.88111	7.86689	8.85079	1118.83183	10.76576	0.00000	6.88909
8.43807	7.02743	23.28451	0.67066	42.70679	54.56638	8.67450	16.31487	7.66167	7.99998	18.18158	76.03889	8.68106	7.82334	1054.37151	9.60495	1.00000	7.47313
6.08673	8.73154	40.75011	0.20202	72.22897	44.20762	6.56473	6.51586	7.39265	7.86910	34.86472	117.55417	7.00417	5.58328	1065.86598	8.29911	1.00000	8.62369
7.88438	9.05106	60.76419	0.50813	32.35476	33.96926	9.73294	2.79222	8.65550	8.39330	-27.50578	153.10236	9.52544	7.59454	1118.09872	7.99444	1.00000	7.67240
7.80271	8.40675	57.94895	0.42081	56.93851	79.21789	7.97171	0.29142	7.19554	6.63057	59.33333	18.28333	7.04472	6.44072	1198.15086	9.45558	1.00000	8.48246
9.30861	7.65165	19.27230	1.53270	47.20875	38.20123	5.11040	-1.43414	9.75679	8.45452	50.82882	-0.32247	5.46027	4.89425	1155.33094	8.21091	0.00000	6.71593
12.11946	6.65681	27.63204	22.63043	55.50560	55.58430	9.52692	8.27306	5.92942	9.36928	53.5942	25.8191	11.73381	4.29410	1192.00257	8.39166	1.00000	12.09924
10.31713	7.80706	40.19423	3.84048	32.66821	48.10717	8.83014	16.70209	7.84255	7.18593	38.10558	-1.86343	10.77752	5.68246	1092.16150	6.95151	1.00000	10.94634
6.02250	8.33661	27.92534	0.11351	29.46405	30.10643	7.35404	20.48376	8.01790	7.80023	59.80917	30.38167	8.55520	8.71185	1168.61157	8.00357	1.00000	9.20715
10.58567	6.80560	42.60365	5.02037	22.91571	35.57388	7.81112	16.43666	6.80115	7.04238	20.88098	75.11937	7.95407	4.19032	1143.08732	10.25272	1.00000	11.60333
8.29230	8.39537	37.80150	0.74287	30.52738	38.94295	4.13380	20.40515	8.37346	8.11800	41.0051	-73.78458	6.41328	7.61097	1109.95873	7.66636	1.00000	8.64967
9.34800	7.96307	25.27960	1.58871	27.27234	58.41588	7.83625	8.42181	8.39752	7.93099	41.92361	20.91361	7.53090	5.71806	1146.62051	10.49122	0.00000	7.80202
5.85971	7.49929	46.04374	0.19460	19.65753	45.00195	7.82016	17.56927	5.02519	9.50789	28.71271	77.656	7.04677	8.84978	1179.55628	9.92107	1.00000	9.42588
10.15059	8.09162	42.65291	3.16699	22.40839	60.31371	9.08091	23.55395	7.93541	6.38397	53.43333	-7.95	8.91096	8.85343	1150.87050	9.61690	0.00000	5.09799
7.84733	6.66913	32.48529	0.38863	39.81322	53.91308	6.94626	9.48303	7.86569	8.22892	43.35071	46.10925	7.97698	8.55710	1162.12985	9.18002	0.00000	6.25360
7.11251	8.66456	26.37518	0.30183	33.21612	45.85369	5.54849	10.31710	8.98623	7.30501	51.44889	5.51978	5.47500	6.73681	1058.13433	7.86086	1.00000	8.42061
9.55671	6.53064	35.31806	1.92849	68.51344	52.12883	8.68088	27.75702	7.83268	6.19127	24.05979	77.40858	5.38536	10.74391	1099.28558	11.16243	0.00000	7.71506
7.02829	8.38306	35.48023	0.28094	41.88597	46.26956	5.81499	12.93802	9.94789	7.14193	31.39547	34.75699	5.61283	6.68222	1165.04782	8.95512	1.00000	8.55557
9.55887	7.70567	38.71780	1.87703	32.65925	53.10187	10.22067	16.97889	6.83220	8.93192	34.81667	137.4	9.13514	7.75951	1119.98275	8.46644	1.00000	6.99603
8.82628	7.38766	55.86156	0.93349	54.16396	39.22384	7.08158	10.77630	7.23942	9.57696	41.55947	14.66737	6.74557	5.96015	1197.07927	10.27312	1.00000	9.14215
10.33732	9.27495	31.55097	3.92791	46.81548	48.78997	9.00555	15.06846	6.82109	8.53458	9.58126	8.2926	10.83555	8.05667	1059.43621	9.73142	0.00000	4.93776
6.14822	9.18332	41.15877	0.13198	57.01481	53.79041	7.29288	9.15391	8.13025	7.59101	-21.41222	-42.19667	6.11021	5.25666	1131.25235	9.48184	1.00000	8.45797
4.97837	7.74145	24.20942	0.01404	40.14568	48.93073	7.89210	17.54030	7.26201	7.89663	34.86472	117.55417	6.87950	6.06572	1127.64947	8.58623	1.00000	8.58829
6.41804	8.29978	19.55456	0.17527	64.90860	25.35966	7.32579	9.07080	7.64310	7.33198	1.6561	103.6032	6.64296	7.94776	1178.37204	8.72000	1.00000	8.22297
7.14671	8.55018	14.64092	0.36124	35.67588	17.54686	5.06371	24.45043	9.11750	6.51712	23.5654	119.58627	6.56942	8.14397	1136.50665	7.50774	1.00000	8.52416
7.01992	8.26657	59.64396	0.29252	41.37239	55.56792	2.30600	38.25984	8.28446	7.38506	48.15659	28.28489	4.08084	6.11289	1183.91319	9.50719	0.00000	7.97719
9.69168	6.21433	45.20074	1.98484	48.57514	49.05937	11.05493	31.51369	6.93052	6.16100	12.97389	123.99333	8.18674	10.50966	1127.61873	9.86044	0.00000	5.07492
	7.90448	43.22525	1.25759	48.94707	46.82037	9.54362	4.58108	8.15870	7.39549	29.65163	-82.32483	8.76483	6.23628	1095.64250	9.90694	1.00000	9.02519
7.97729	8.19981	22.76976	0.60415	25.96472	52.58367	9.30209	28.98382	7.07016	7.75328	59.33333	18.28333	6.73617	8.47762	1166.98292	9.74130	0.00000	5.03710
5.15203	8.58678	35.36746	0.06531	44.81088	36.75524	7.50520	13.90091	7.33503	7.30579	44.99012	-123.02621	5.99930	6.08803	1198.01943	10.25870	1.00000	10.00079
8.78923	8.49138	57.10807	0.90069	41.22593	35.99970	9.27844	37.65887	9.50358	6.75154	14.53767	46.83187	9.33818	6.93980	1133.91282	9.10698	1.00000	8.07450
11.05447	7.23746	14.18657	8.02765	34.58967	46.74324	8.70791	20.92585	7.64103	8.67836	45.39402	9.29109	10.17866	5.02010	1142.26915	9.22305	1.00000	10.57409
6.19368	7.96117	51.11109	0.14675	46.89777	32.60538	8.10571	17.87727	7.24944	7.54797	50.8	3.16667	6.18870	5.92163	1137.53132	11.37569	1.00000	9.43902
5.71617	8.46893	52.84322	0.18412	46.52897	48.33452	7.70720	18.99954	8.39761	5.42683	38.17492	-122.2608	7.47018	7.91983	1053.27590	9.71672	1.00000	9.36009
8.89357	9.46556	49.93034	0.99843	39.99263	54.43247	8.79323	9.92230	6.32980	5.93038	42.28639	18.84	7.68265	9.04660	1159.77650	7.80622	0.00000	8.50232
5.74438	7.41392	59.26645	0.21344	43.04249	34.33520	7.19058	19.89447	6.82889	8.23592	-15.675	-38.94722	2.41978	6.44358	1124.97269	12.73407	0.00000	12.35679
7.16964	6.92143	19.75169	0.37553	36.27414	15.74395	5.32225	5.29211	6.00930	7.93548	43.35071	46.10925	7.83150	6.45110	1186.38769	7.83293	1.00000	9.13966
7.85656	8.50019	41.70553	0.40857	56.57484	46.13214	4.83437	7.75100	9.18634	8.39119	29.38242	70.91106	6.35075	4.22071	1073.55425	10.47658	0.00000	8.76921
8.45503	7.71347	22.57548	0.67294	29.71580	66.18535	3.67572	17.97450	7.15715	5.90336	18.03496	-66.8499	4.85648	6.66868	1193.15415	6.88097	1.00000	7.66139
9.40251	6.30121	35.53931	1.62738	40.47634	48.04595	8.23173	7.87263	8.01310	7.95383	40.72371	-73.95097	9.33469	7.01608	1058.72156	8.41875	1.00000	9.19355
5.93993	8.43284	62.41089	0.28370	37.73852	54.15669	8.32525	14.93641	7.90650	7.28926	53.16167	6.76111	7.27108	6.85758	1118.96030	10.53283	1.00000	9.72621
8.11859	8.09453	41.37573	0.56616	48.18382	40.95118	10.60349	24.00888	9.17609	8.36648	26.91756	-82.07842	7.74846	6.58142	1162.35423	11.29658	1.00000	8.22670
4.69317	7.07204	53.49545	0.18282	48.68382	50.09650	6.36641	20.17188	8.11269	7.55430	41.82143	41.77921	5.95454	5.21829	1060.70800	8.04952	1.00000	9.41890
10.14692	7.63890	41.47256	3.16293	53.62361	78.90614	9.07764	22.03616	8.35022	8.35353	56.56317	-2.58736	4.96937	10.60623	1090.62541	10.47695	0.00000	7.60697
6.55975	6.97917	57.80541	0.22092	36.58071	30.61241	5.57813	10.81411	7.52441	9.20198	41.27621	-72.86843	5.71727	7.14748	1141.41797	8.79948	1.00000	9.55599
8.38991	7.48196	42.20455	0.67711	31.98956	51.48666	5.13759	28.54466	6.47457	7.20933	48.8222	2.12213	5.19669	5.69237	1144.64535	9.26578	0.00000	8.00453
5.73722	8.38768	48.35806	0.08578	67.19250	40.07340	7.66647	10.10468	6.90816	8.27885	39.32011	-76.51552	6.97939	5.93428	1121.13902	8.83531	1.00000	8.29364
9.83520	8.38744	40.00675	2.52350	46.99305	36.48754	8.09319	0.36562	8.28055	8.90702	22.10194	85.37752	8.51290	4.80440	1068.94677	8.94394	1.00000	10.93414
8.85787	9.25049	44.36742	1.08583	56.74187	33.85610	9.05375	30.33452	9.70895	6.35290	48.43174	17.8031	6.07471	9.31875	1096.55781	8.94417	0.00000	6.11699
9.28887	8.69232	37.20220	1.60126	34.97794	56.36595	9.43302	7.49358	9.21216	7.81633	34.4833	136.84186	6.01843	9.11498	1106.04880	9.57617	0.00000	6.26964
9.42181	7.74360	55.88874	1.60188	38.94666	51.72943	6.39960	22.94631	7.27493	7.36165	46.23899	-63.13414	6.40256	7.32368	1107.10667	9.68327	0.00000	6.32176
8.17380	5.10892	42.72035	0.50717	49.66472	48.43762	6.67496	18.88325	7.94043	9.61615	42.8139	-1.64295	7.38371	8.63715	1182.17268	9.14077	0.00000	6.08069
10.37545	9.00463	29.75535	4.03506	54.22620	29.53677	8.90827	1.40299	7.10417	10.20978	12.95629	78.27539	8.62596	4.80473	1084.11032	10.64451	1.00000	10.73759
8.22159	6.51703	49.61799	0.59007	57.39052	42.01100	7.30285	23.85396	5.79462	5.44887	34.85	117.33333	4.47314	8.14117	1184.11150	10.23510	0.00000	7.67791
4.78930	7.64610	51.69139	0.20989	42.30333	54.77951	8.19613	13.57865	6.62059	8.52356	5.6561	-75.87877	7.59836	5.65370	1159.93692	9.62755	1.00000	10.09936
8.61509	7.28038	46.61580	0.80901	49.78675	39.03027	8.99173	11.73831	8.51646	9.34778	12.97389	123.99333	9.05157	7.12492	1073.72340	8.89907	1.00000	8.43614
7.33559	7.37983	22.55870	0.39109	59.14665	41.30711	8.71804	25.17004	6.47411	8.01472	42.06166	-1.60452	8.11390	9.30485	1195.30150	10.25749	0.00000	8.02522
9.35877	8.67679	44.35533	1.58982	39.26607	49.79983	5.61895	25.75150	8.36708	7.74878	9.89206	43.38531	5.97435	7.49775	1187.92551	8.07082	0.00000	5.67649
6.66748	9.32124	45.30484	0.26038	68.57342	26.96816	5.82651	19.42847	8.56174	7.02439	51.40148	-1.32471	6.53176	7.00754	1153.06567	8.35701	1.00000	9.30336
9.21360	6.69829	34.30940	1.45722	46.64189	38.99688	9.79809	31.24286	6.07274	7.29318	48.86667	2.08333	7.37040	8.75085	1192.91043	9.42613	0.00000	6.88074
8.00364	7.11450	54.30271	0.35975	40.06424	57.62107	10.44466	14.66483	7.93091	6.81089	-31.25033	-61.4867	8.50979	6.72438	1117.60314	9.88408	1.00000	7.99724
9.93104	6.81437	64.66405	2.68298	85.97236	60.71803	8.27773	17.34086	9.07142	7.67631	-26.22861	-52.67056	8.91480	6.32963	1122.65401	9.71508	0.00000	6.58692
8.07283	8.24512	39.82463	0.55373	55.68673	50.87859	10.12275	13.00652	7.38085	7.23637	28.98002	77.70636	8.99702	6.90004	1086.18774	9.17361	1.00000	8.07078
10.25769	6.63167	56.55718	3.73065	48.31227	45.15565	9.76752	25.34953	8.25487	8.21447	58.63667	59.80222	6.17552	9.81441	1119.00676	9.58801	0.00000	7.74087
6.61611	7.92386	49.86682	0.28375	55.22123	52.74399	5.41388	2.30392	8.97297	6.99423	42.8139	-1.64295	6.42801	6.12432	1123.37849	8.55244	1.00000	9.28124
8.30747	6.60335	38.52268	0.69359	44.01337	68.92113	5.26754	26.69409	8.39980	8.10604	42.93369	-72.27814	5.88012	7.04789	1076.12345	8.66763	1.00000	8.49121
10.78941	8.36936	41.32971	6.02908	41.41643	41.69332	11.01453	6.55262	8.42324	5.85106	5.20856	-74.73584	10.34908	6.93760	1123.46303	9.59005	0.00000	5.21499
7.74546	9.20164	52.06827	0.37822	49.38124	60.74818	3.99841	17.30729	5.25942	7.62104	25.75728	75.37991	6.09925	5.41113	1157.44224	7.73506	1.00000	8.85201
9.33261	8.39689	44.31221	1.58554	60.04839	38.71399	9.60321	10.03555	7.70250	7.02634	64.5635	39.8302	7.88531	8.86238	1079.29180	9.92451	0.00000	6.02586
10.45537	7.86192	51.30088	4.50854	52.45648	56.72816	6.33798	19.14244	6.93932	8.65726	32.57756	71.52847	6.89973	6.96826	1162.63927	8.71808	0.00000	5.42316
8.05441	7.03201	49.23226	0.58457	40.22328	57.74492	8.67055	14.04177	8.94455	7.92193	26.18924	-98.15529	8.17248	7.70532	1131.75550	9.75816	1.00000	7.23802
8.40989	8.51747	37.52049	0.71213	61.73979	64.58909	5.37714	12.15414	7.81245	10.29457	56.56317	-2.58736	6.24273	3.35880	1087.95296	10.16101	0.00000	7.61583
9.91187	8.99551	41.42986	2.60154	64.82702	35.50441	7.05122	17.18279	9.53874	7.07774	-2.90055	-79.00453	8.04658	6.69186	1137.24444	8.49173	0.00000	6.47329
5.72228	6.98109	45.51892	0.22540	63.27050	62.01317	6.60806	10.16567	6.48883	8.14822	59.37722	28.19028	4.96412	3.68031	1055.47708	9.08668	1.00000	8.97124
9.96111	7.34116	46.57484	2.75381	49.20951	55.15496	6.51589	20.52183	7.19235	7.82926	34.25628	-78.04471	6.19825	6.61007	1097.48299	8.36369	1.00000	6.25543
5.91441	8.05125	18.25241	0.24995	30.67972	22.62532	7.17363	15.03326	8.56296	8.13912	41.24264	16.50104	6.54906	7.87784	1072.03800	9.23296	1.00000	8.80068
9.15853	8.50405	43.02748	1.36032	40.68933	35.98100	6.62709	7.87129	8.14936	7.07110	45.39402	9.29109	8.30399	7.10129	1114.13622	8.91482	1.00000	8.26576
6.70818	6.87785	41.80477	0.20114	44.51036	56.04279	5.41295	37.26928	6.33953	7.32156	33.42585	-6.00137	3.31491	5.47454	1129.04898	8.37333	1.00000	8.10917
9.35471	6.06578	36.65474	1.55771	31.12159	44.60676	8.81626	12.74810	7.96213	7.84701	41.75338	-86.11084	5.28171	7.62672	1165.21400	11.15858	0.00000	8.57814
5.01198	8.08199	42.16865	0.12805	50.27854	59.71603	8.98270	2.34841	5.63691	6.62342	36.81667	117.81667	5.55164	5.57482	1091.28325	10.38176	1.00000	8.40280
7.39029	7.14728	33.12338	0.40584	60.42893	14.41859		24.19855	8.57940	7.13333	12.37169	123.62494	9.37609	9.16055	1081.10805	8.93381	1.00000	5.65899
7.00829	6.79693	55.68828	0.23567	28.55374	54.47171	4.79827	18.85672	7.52059	7.28778	34.81667	137.4	7.83409	3.84151	1188.60934	7.54619	1.00000	9.44892
6.75426	9.23672	32.46277	0.33649	53.86413	54.78084	6.74781	7.21606	8.55508	7.31173	11.8659	34.3869	8.31987	8.75232	1168.34147	8.08148	1.00000	8.94060
7.72086	9.24764	42.03675	0.41628		46.96414	7.67433	15.10138	8.29072	6.54382	68.79833	16.54165	7.21266	7.02439	1104.07209	9.64644	1.00000	7.51535
9.69490	5.85689	56.61352	2.10599	58.90279	51.90158	8.88792	-0.74423	7.96539	7.27084	42.4251	-71.06616	9.01576	4.74385	1079.91335	8.38715	1.00000	11.34202
5.09681	7.41431	38.05301	0.15773	65.30771	52.88241	9.52830	8.30870	6.93411	8.40034	2.2139	102.3278	5.66805	6.36744	1058.26656	12.43814	1.00000	9.23759
6.68386	8.72815	17.51830	0.17985	45.78423	61.02986	7.81634	20.53066	6.96667	7.05545	40.11583	67.84222	8.41329	7.81929	1167.57074	9.33103	1.00000	9.08737
7.07512	6.49418	51.72587	0.20850	53.90946	48.35397	8.71097	16.97543	7.20069	8.56034	13.73417	-89.71472	7.76156	8.00552	1064.57577	8.16744	0.00000	5.41284
12.89320	7.62557	29.75708	48.96534	56.72551	64.03990	9.82446	9.82916	8.72107	6.91981	35.06667	135.21667	5.68458	9.66513	1088.35630	10.07792	0.00000	7.01449
8.90993	5.55466	41.20064	0.95661	40.21425	50.32874	8.41129	10.39286	8.92235	10.07490	15.79408	104.1451	7.14694	8.84976	1153.15362	9.71604	0.00000	6.53121
8.70307	4.92740	15.45695	0.86917	51.47882	52.21854	7.58397	-4.93882	8.66857	5.99952	23.18	88.58	4.82182	10.31140	1141.71905	9.11459	0.00000	7.00051
10.83704	7.95016	47.07266	6.30360	64.09494	38.11127	8.68765	-11.75730	6.85153	6.75461	35.89972	14.51472	8.36355	3.08483	1154.77698	10.80233	1.00000	11.99097
5.61931	6.43316	29.95692	0.22189	45.57366	35.38528	8.08752	7.69314	4.22157	6.53284	37.1759	128.9889	5.94880	5.71444	1169.43610	12.69973	1.00000	11.01634
6.63381	7.04891	54.03728	0.23375	46.65598	42.82781	6.64658	4.71765	8.51155	4.92659	37.08819	-8.2503	6.49899	6.69991	1095.69026	8.11059	1.00000	8.59683
6.70754	7.76320	32.35480	0.16347	53.39951	38.74148	6.15989	8.45712	6.48808	9.08374	-5.41667	38.01667	5.24191	7.81956	1077.13501	9.24334	1.00000	8.34013
7.95748	7.34124	27.04435	0.45612	49.38338	35.60400	10.20927	14.41999	7.79141	9.80329	-31.4488	-60.93173	9.33632	6.45309	1096.49714	7.75628	0.00000	4.99805
9.37004	7.41468	28.69896	1.62644	60.44921	57.08018	5.31829	11.44160	8.58118	8.32746	19.8173	-97.35992	3.52416	5.73264	1184.22433	8.28533	0.00000	5.47024
8.43751	6.16526	31.45190	0.70141	46.39468	68.61869	8.61594	21.27450	8.82344	7.63838	41.63976	2.35739	6.20454	10.08240	1185.42439	11.17505	0.00000	6.76514
8.32936	7.39214	53.00422	0.49010	54.93664	46.72332	9.14263	14.94052	6.93948	6.78560	34.56861	105.89333	10.06336	8.30983	1080.50168	7.15486	1.00000	7.96414
9.20428	7.51084	37.46695	1.43161	46.18780	25.69283	7.67449	3.91763	7.47481	5.54339	48.78232	9.17702	7.22646	7.48627	1138.13333	9.28519	0.00000	4.45372
9.88831	8.05845	46.29817	2.71830	38.44742	47.63566	6.56227	-1.76156	7.24855	7.24833	18.87813	72.93924	8.45938	5.20135	1154.99322	8.45135	1.00000	10.36402
11.38512	6.38528	22.92766	10.98121	61.80189	75.53054	7.04676	26.39826	8.48914	5.36255	64.5635	39.8302	7.66724	3.29153	1186.21969	10.80345	1.00000	12.59904
8.46675	7.12582	53.62547	0.71129	48.24595	45.38469	6.94082	7.52233	7.23417	7.69536	19.04222	-98.11889	3.18122	7.35417	1147.51205	10.30273	0.00000	8.21557
6.37945	9.43411	54.46175	0.31792	46.64989	54.60690	6.14230	9.21724	6.25196	7.01121	49.03685	8.70745	6.00180	5.65562	1070.08624	7.66905	1.00000	8.11527
7.74989	6.67670	35.32389	0.32026	57.12303	38.49569	5.83229	26.10603	9.15134	8.13061	41.72059	-87.70172	7.89381	6.52745	1151.43109	7.88776	1.00000	8.63072
8.03089	8.51456	33.58447	0.54579	45.69116	54.54231	5.11901	9.91988	6.52368	8.55612	40.5576	-74.28459	7.42488	6.36145	1185.38508	8.94690	1.00000	9.60163
8.46367	6.91370	49.50988	0.76492	55.28226	42.25758	4.61374	30.11267	7.83060	7.91081	43.4125	23.225	4.46080	5.27964	1131.49432	8.96697	0.00000	8.24480
8.06119	9.73165	45.65283	0.58570	24.91402	62.09159	4.68715	21.44671	7.54723	10.38128	40.64621	-73.97069	9.11381	5.68653	1112.07820	7.44596	1.00000	9.31333
8.45001	8.70650	32.73934	0.75347	45.83175	63.97000	10.66099	36.18358	8.32742	8.07587	12.1277	78.15794	10.44826	7.23746	1152.09002	8.35126	1.00000	7.80030
9.80006	7.84159	38.03835	2.43713	58.76595	47.51570	9.94161	-13.27956	7.43916	9.11535	37.31065	13.57661	9.20002	5.09699	1197.10256	10.08855	1.00000	10.02149
