latitude	QoS	longitude	code	revision	station
37.73222	good	115.70111	CN	09 Jun 2022	Hengshui
10.13361	accep	124.84472	PH	2020-08-08	Maasin
48.25	average	16.4	AT	06/27/2018, 00:00:00	Floridsdorf
50.72043	building	11.34046	DE	2013-05-21	Rudolstadt
46.7055	accep	38.2739	RU	2014/02/27	Yeysk
56.85836	maintenance	35.90057	RU	2018/09/22	Tver
52.57583	excellent	6.61944	NL	10/31/2019, 00:00:00	Hardenberg
38.91817	good	-78.19444	US	2016-02-01	Front Royal
48	good	-4.1	FR	2020-01-29	Quimper
45.69558	maintenance	4.7934	FR	2021/12/20	Saint-Genis-Laval
41.14676	average	-73.49484	US	2014-05-23	New Canaan
9.3337	maintenance	122.8637	PH	2014-03-23	Santa Catalina
-26.22861	maintenance	-52.67056	BR	2022-02-12	Pato Branco
25.13915	accep	73.06784	IN	2019-12-12	Sheoganj
41.92361	good	20.91361	MK	2021-01-16	Bogovinje
50.79205	maintenance	-1.08593	GB	2021-05-20	Southsea
38.37255	maintenance	34.02537	TR	11/09/2017, 00:00:00	Aksaray
37.16911	excellent	10.03478	TN	02/24/2018, 00:00:00	El Alia
31.20176	maintenance	29.91582	EG	14 Aug 2015	Alexandria
22.10194	excellent	85.37752	IN	2012/12/27	Barbil
47.48444	maintenance	36.25361	UA	2015/02/16	Polohy
38.13708	accep	41.00817	TR	2022-08-12	Silvan
-28.44917	maintenance	-52.2	BR	05 Dec 2017	Marau
50.71229	accep	4.52529	BE	2016-01-23	Rixensart
14.37395	maintenance	100.48528	TH	20 Jan 2016	Bang Ban
34.08565	excellent	74.80555	IN	2021-06-13	Srinagar
53.0233	average	-1.48119	GB	02 Nov 2017	Belper
39.45621	building	-77.96389	US	2019-02-03	Martinsburg
53.43333	good	-7.95	IE	10/12/2013, 00:00:00	Athlone
37.31309	good	40.74357	TR	05 Sep 2013	Mardin
-36.9256	good	-73.02841	CL	30 Jul 2013	Chiguayante
-27.50578	accep	153.10236	AU	08/27/2015, 00:00:00	Carindale
52.86147	average	9.5926	DE	2021/03/26	Walsrode
13.8196	good	100.04427	TH	10 May 2019	Nakhon Pathom
-7.57897	average	112.23109	ID	22 Aug 2017	Diwek
33.37526	good	74.3092	IN	08/29/2014, 00:00:00	Rajaori
31.92923	excellent	34.86563	IL	04/23/2016, 00:00:00	Ramla
51.38673	excellent	0.30367	GB	16 Sep 2021	Hartley
43.61092	accep	3.87723	FR	26 Oct 2020	Montpellier
40.87329	average	14.43865	IT	2022-04-03	Somma Vesuviana
50.23805	accep	8.86704	DE	2018/08/27	Nidderau
-10.95817	average	-38.79084	BR	13 Mar 2015	Tucano
35.8	building	137.23333	JP	2014-11-06	Gero
27.92333	excellent	118.53333	CN	2013/01/03	Pucheng
68.79833	excellent	16.54165	NO	2015/03/06	Harstad
-13.7804	excellent	34.4587	MW	12 Apr 2016	Salima
22.4711	average	88.1453	IN	2013-04-27	Pujali
-15.675	excellent	-38.94722	BR	12/13/2015, 00:00:00	Canavieiras
43.2907	accep	5.4384	FR	16 Dec 2020	Marseille 11
43.50891	maintenance	16.43915	HR	2019/10/02	Split
3.7278	maintenance	98.6738	ID	2016/12/27	Labuhan Deli
42.22718	good	14.39024	IT	2019-05-01	Lanciano
21.01858	good	-101.2591	MX	12/29/2012, 00:00:00	Guanajuato
61.72744	average	17.10558	SE	2018-12-23	Hudiksvall
15.46063	building	99.89166	TH	2019/10/24	Thap Than
46.75451	accep	33.34864	UA	08/05/2015, 00:00:00	Nova Kakhovka
18.03496	maintenance	-66.8499	PR	11/07/2016, 00:00:00	Yauco
-22.53722	good	-42.98194	BR	02/29/2020, 00:00:00	Guapimirim
4.02219	maintenance	101.02083	MY	2014/12/01	Teluk Intan
50.8	average	3.16667	BE	02/14/2017, 00:00:00	Wevelgem
-5.85746	maintenance	144.23058	PG	2014/03/23	Mount Hagen
53.16167	accep	6.76111	NL	05/16/2016, 00:00:00	Hoogezand
38.10558	good	-1.86343	ES	2019/01/28	Caravaca
33.86419	building	48.26258	IR	2020-08-29	Aleshtar
50.09019	good	8.4493	DE	08/29/2014, 00:00:00	Hofheim am Taunus
10.31672	good	123.89071	PH	01/12/2016, 00:00:00	Cebu City
22.49396	maintenance	-105.36369	MX	06/30/2021, 00:00:00	Acaponeta
54.03876	average	43.91385	RU	2013-05-23	Kovylkino
52.68333	accep	0.93333	GB	2017/01/22	East Dereham
-22.53722	good	-42.98194	BR	2020-04-29	Guapimirim
-0.35817	average	42.54536	SO	03/27/2018, 00:00:00	Kismayo
44.31771	accep	9.32241	IT	2020-03-18	Chiavari
33.95015	average	-118.03917	US	05/21/2015, 00:00:00	South Whittier
23.15678	accep	-81.24441	CU	2020/11/09	Varadero
10.13361	average	124.84472	PH	2013-12-12	Maasin
4.94273	average	15.87735	CF	2021-10-10	Carnot
34.09611	excellent	-118.10583	US	12 Apr 2016	San Gabriel
36.24624	building	139.07204	JP	08/06/2020, 00:00:00	Fujioka
33.52253	building	-117.70755	US	2016/09/14	Laguna Niguel
34.61667	average	135.6	JP	2013/07/23	Yao
40.65995	average	-111.99633	US	2020-10-16	Kearns
0.49113	accep	29.47306	CD	11/19/2019, 00:00:00	Beni
-19.72806	good	-50.19556	BR	12/17/2020, 00:00:00	Iturama
39.78504	average	-85.76942	US	2019/08/15	Greenfield
34.85	accep	117.33333	CN	2021/09/25	Taozhuang
52.26083	accep	7.00417	NL	20 Dec 2013	Losser
30.29184	good	71.67164	PK	30 Jun 2014	Qadirpur Ran
-20.88231	building	55.4504	RE	30 Jun 2018	Saint-Denis
-1.26424	building	104.09701	ID	08/17/2019, 00:00:00	Simpang
40.85158	average	122.74754	CN	01/28/2020, 00:00:00	Haicheng
16.0567	average	103.65309	TH	11/21/2018, 00:00:00	Roi Et
34.63915	maintenance	-120.45794	US	2015-07-23	Lompoc
38.37255	good	34.02537	TR	07/06/2021, 00:00:00	Aksaray
47.4943	accep	-122.24092	US	12 Mar 2021	Bryn Mawr-Skyway
33.41012	good	-91.06177	US	03 Jul 2022	Greenville
51.40944	good	46.04833	RU	2018/04/21	Privolzhskiy
-3.74912	good	-73.25383	PE	02 Feb 2014	Iquitos
53.83333	average	-2.98333	GB	02/01/2015, 00:00:00	Poulton-le-Fylde
15.5439	good	73.7553	IN	03 May 2016	Calangute
14.37395	good	100.48528	TH	2021/03/31	Bang Ban
23.18	good	88.58	IN	2017-01-18	Aistala
34.95303	average	-120.43572	US	13 Jun 2019	Santa Maria
50.06	excellent	43.2379	RU	10/08/2016, 00:00:00	Mikhaylovka
45.9836	excellent	12.70038	IT	10/05/2018, 00:00:00	Cordenons
15.46063	accep	99.89166	TH	03/25/2013, 00:00:00	Thap Than
50.7236	excellent	-3.52751	GB	2014/10/04	Exeter
40.85158	excellent	122.74754	CN	06/28/2013, 00:00:00	Haicheng
-38.16604	excellent	145.13643	AU	15 Apr 2021	Frankston South
-8.05389	good	-34.88111	BR	31 Oct 2013	Recife
44.75874	good	19.21437	BA	06 Nov 2021	Bijeljina
32.54044	average	-82.90375	US	11/02/2015, 00:00:00	Dublin
41.84364	excellent	-87.71255	US	05 Nov 2021	South Lawndale
32.54044	average	-82.90375	US	2016-06-17	Dublin
57.30185	building	39.85331	RU	08/16/2016, 00:00:00	Gavrilov-Yam
48	average	-4.1	FR	2017/06/17	Quimper
37.56667	accep	140.11667	JP	2015/08/08	Inawashiro
-16.25	average	-69.08333	PE	06/13/2016, 00:00:00	Yunguyo
53.00974	good	-3.05814	GB	06/23/2016, 00:00:00	Rhosllanerchrugog
33.44872	average	-86.78777	US	05/26/2018, 00:00:00	Vestavia Hills
43.11667	excellent	1.6	FR	24 Nov 2013	Pamiers
3.11988	excellent	35.59642	KE	05 Oct 2017	Lodwar
37.51803	good	15.00913	IT	2017-08-22	Misterbianco
55.38752	average	36.73307	RU	2022/02/22	Naro-Fominsk
38.55632	excellent	69.01354	TJ	09/11/2021, 00:00:00	Vahdat
51.24197	good	4.82313	BE	20 Feb 2022	Lille
37.49073	average	-2.77259	ES	24 Feb 2018	Baza
33.08014	good	-83.2321	US	2022-05-13	Milledgeville
41.8542	excellent	-87.66561	US	18 Jan 2018	Lower West Side
48.06919	good	11.37703	DE	04 Dec 2020	Gauting
53.43333	excellent	-7.95	IE	2017-05-30	Athlone
40.93333	good	73	KG	2013/06/27	Jalal-Abad
43.1009	maintenance	-75.23266	US	07 Sep 2019	Utica
36.27462	accep	4.85668	DZ	2022-03-03	Bordj Zemoura
47.83333	good	59.6	KZ	2013-10-27	Shalqar
-38.16604	excellent	145.13643	AU	02 Dec 2012	Frankston South
40.65995	excellent	-111.99633	US	2015-07-12	Kearns
-22.53722	good	-42.98194	BR	2020/11/20	Guapimirim
41.54566	maintenance	-71.29144	US	16 Oct 2018	Middletown
20.88098	excellent	75.11937	IN	2016-04-01	Parola
41.55815	good	-73.0515	US	12 May 2018	Waterbury
35.8	accep	137.23333	JP	2013-02-01	Gero
27.85	accep	112.9	CN	25 Jun 2019	Xiangtan
55.54028	maintenance	89.20083	RU	2019/09/25	Sharypovo
36.20829	accep	-115.98391	US	2019/03/15	Pahrump
41.75338	average	-86.11084	US	2019/01/20	Granger
32.9156	accep	-117.14392	US	2018-04-19	Mira Mesa
41.63976	average	2.35739	ES	2013-10-24	Cardedeu
41.82143	average	41.77921	GE	26 Sep 2019	Kobuleti
43.11667	excellent	1.6	FR	14 Dec 2018	Pamiers
41.94175	average	123.50266	CN	02/01/2020, 00:00:00	Hushitai
46.51872	excellent	86.00214	CN	11/03/2020, 00:00:00	Hoxtolgay
65.84811	excellent	24.14662	FI	09 Sep 2018	Tornio
34.25807	excellent	-88.70464	US	2016/04/24	Tupelo
3.11988	accep	35.59642	KE	2014-05-09	Lodwar
47.90771	maintenance	106.88324	MN	2021/11/28	Ulan Bator
6.45407	acceptable	3.39467	NG	2016/11/20	Lagos
29.84576	average	-90.10674	US	2013-11-10	Estelle
-7.60361	good	37.00438	TZ	2020/11/16	Kidodi
-15.21194	average	-75.11028	PE	2013-11-09	Minas de Marcona
-4.83	average	29.65806	TZ	2017-05-08	Mwandiga
36.27462	accep	4.85668	DZ	2013-06-09	Bordj Zemoura
38.47917	average	-1.325	ES	2020-08-14	Jumilla
37.49223	average	15.07041	IT	05 Jul 2017	Catania
23.18	good	88.58	IN	01/07/2018, 00:00:00	Aistala
43.86682	excellent	-79.2663	CA	14 Oct 2017	Markham
46.23899	good	-63.13414	CA	2020-10-24	Charlottetown
-4.06667	average	37.73333	TZ	06 Jun 2016	Same
38.06084	maintenance	-97.92977	US	13 Nov 2018	Hutchinson
42.7392	excellent	-84.62081	US	2016/04/20	Waverly
33.41012	maintenance	-91.06177	US	2021/01/26	Greenville
65.93381	building	111.4834	RU	11/21/2014, 00:00:00	Aykhal
26.91756	building	-82.07842	US	06/12/2013, 00:00:00	Punta Gorda Isles
49.07866	average	30.96755	UA	2014-01-29	Zvenihorodka
55.64776	accep	38.02486	RU	2019/04/16	Malakhovka
43.61092	accep	3.87723	FR	2013-06-25	Montpellier
41.63976	building	2.35739	ES	10/02/2021, 00:00:00	Cardedeu
-3.74912	good	-73.25383	PE	02/23/2013, 00:00:00	Iquitos
46.7055	building	38.2739	RU	02/08/2017, 00:00:00	Yeysk
1.6	maintenance	103.81667	MY	2013-03-11	Ulu Tiram
-6.25	good	38.66667	TZ	2016/04/28	Mvomero
51.19139	good	6.51352	DE	2014-10-22	Korschenbroich
1.6561	average	103.6032	MY	2014/12/03	Kulai
50.82882	excellent	-0.32247	GB	17 Sep 2014	Lancing
-1.6	average	103.61667	ID	2013-10-21	Jambi City
4.2475	good	9.00472	CM	18 Oct 2016	Idenao
53.37596	excellent	51.3452	RU	16 Aug 2016	Otradnyy
41.15376	average	-87.88754	US	2014-09-14	Bourbonnais
36.65	good	138.31667	JP	27 Aug 2020	Suzaka
10.10649	maintenance	76.35484	IN	10/23/2017, 00:00:00	Alwaye
4.88441	maintenance	101.96857	MY	2022-01-12	Gua Musang
25.49043	maitennce	85.94001	IN	21 Oct 2015	Teghra
42.52787	average	-70.92866	US	2014/09/24	Peabody
40.67705	average	-73.89125	US	03 Feb 2020	Cypress Hills
51.47805	excellent	6.8625	DE	10/10/2013, 00:00:00	Oberhausen
26.44931	good	91.61356	IN	2017-05-31	Rangia
10.29085	building	105.75635	VN	2019-04-24	Sa Dec
-4.83	average	29.65806	TZ	2018-02-12	Mwandiga
-3.74912	accep	-73.25383	PE	16 Oct 2012	Iquitos
5.90702	good	116.10146	MY	2015-10-14	Donggongon
57.47908	good	-4.22398	GB	10/27/2012, 00:00:00	Inverness
15.48131	good	-86.57415	HN	2015-05-26	Olanchito
-1.6	average	103.61667	ID	09 Apr 2016	Jambi City
52.41667	building	0.75	GB	06/13/2016, 00:00:00	Thetford
61.72744	average	17.10558	SE	2014-06-10	Hudiksvall
50.80019	average	7.20769	DE	2020-08-17	Siegburg
56.56317	average	-2.58736	GB	2015-07-09	Arbroath
32.35126	maintenance	-95.30106	US	15 Mar 2020	Tyler
24.05979	average	77.40858	IN	2013/10/24	Leteri
-22.45667	excellent	-47.53028	BR	2021-10-16	Santa Gertrudes
42.64031	maintenance	125.51176	CN	03/16/2020, 00:00:00	Dongfeng
-4.16694	good	-40.7475	BR	24 Feb 2014	Guaraciaba do Norte
