CO	Pb	O3	CH4	CFCs	H2CO	SO2	latitude	PM2.5	TEMP	warning	longitude	C2H3NO5	PM10	PAHs	PRES	NH3	NOx
9.10646	27.04917	7.16261	7.32291	72.65634	70.27456	7.76055	-4.83	6.08756	12.31349	1.00000	29.65806	0.03642	5.55964	7.39397	1144.03796	7.44913	8.77461
8.41724	27.22791	5.84816	8.17701	65.06962	48.21721	9.04834	-22.53722	6.80763	9.87391	1.00000	-42.98194	0.11440	8.45204	7.11778	1116.46263	8.79050	8.01780
6.67823	40.12641	10.79034	6.31512	48.32753	56.31975	7.45261	50.5107	9.04003	21.62452	0.00000	18.30056	0.06779	7.41573	6.70741	1056.24134	7.03856	8.57934
4.41157	53.38446	6.24802	7.90800	48.40044	63.16618	6.91540	22.75218	7.48296	7.45803	1.00000	72.68533	0.06040	7.69423	7.69069	1134.74552	9.28126	8.29081
7.95462	70.83926	6.97908	6.24311	34.91841	57.82581	8.19648	23.02677	5.07157	19.77105	1.00000	113.13148	0.27665	9.35840	8.10328	1139.31808	6.85073	6.87987
8.50708	68.58700	10.30413	6.67483	58.59493	43.56149	10.38824	30.17746	8.66903	10.82597	1.00000	-81.38758	0.02789	4.00284	7.56000	1120.35709	6.61537	10.39479
6.82367	91.28805	5.41908	7.27514	67.80874		4.98095	52.86147	5.29528	16.69217	1.00000	9.5926	0.02942	6.75743	7.99317	1081.07972	5.64707	7.49460
7.26270	43.41218	6.12324	6.19603	41.36697	37.51456	7.84343	30.17746	7.79073	24.71396	1.00000	-81.38758	0.19633	9.02532	9.64571	1179.48647	10.08338	6.98703
7.33658	34.32488	9.22383	8.81233	43.61643	71.03703	7.37522	25.92127	7.30533	24.38250	0.00000	86.79271	0.12022	8.37395	7.38569	1092.79600	4.58635	9.40626
8.49013	66.04711	8.39093	9.32642	43.45099	78.53320	5.98565	35.6803	10.26423	13.55817		51.0193	0.38195	9.80064		1075.48314	6.06810	7.51547
7.61780	38.04251	9.14797	9.42569	33.70549	38.74702	8.94199	-34.74785	4.49802	5.19661	1.00000	-58.70072	0.07424	7.54303	8.70347	1171.89129	8.08922	7.89109
8.72523	76.00159	7.69581	7.12624	44.09067	52.21610	7.52470	-4.5833	5.34577	12.74680	0.00000	15.16554	0.03595	6.12958	6.77725	1122.01446	8.94738	2.22430
8.02323	47.83216	6.25630	6.31371	34.68611	56.86922	6.88255	52.31333	7.55327	22.98729	0.00000	6.92917	0.62241	10.32766	7.97167	1058.52469	4.80887	9.33470
6.64534	62.23427	6.06467	8.34445	38.93419	32.73450	8.54064	25.13915	3.88640	3.43087	1.00000	73.06784	0.09160	8.17286	6.56765	1115.04777	8.49678	9.66102
7.07689	45.74644	7.62681	7.74558	49.82403	68.54170	9.12796	38.13708	5.21262	12.62929	1.00000	41.00817	0.03693	6.25276	8.66182	1093.14878	7.02223	8.99888
7.66900	32.73597	4.69412	9.38363	57.14581	50.95410	10.50197	31.92923	7.10316	12.81386	1.00000	34.86563	3.09140	11.96870	6.37404	1144.15947	8.47142	7.34931
10.42417	39.40352	10.12790	6.58884	48.40455	61.75701	8.65622	-27.4338	7.35724	14.04964	1.00000	-65.61427	0.02908	5.10547	6.12436	1073.62500	7.28343	8.75191
6.18927	51.21359	6.10770	7.97055	44.85691	51.32286	8.65666	-6.91806	5.60168	25.31656	1.00000	106.92667	0.76769	10.55163	8.37829	1058.07137	9.72511	8.05746
7.52410	48.93470	9.23676	8.86790	56.61523	68.27714	5.46014	46.51872	10.02937	34.36801	0.00000	86.00214	0.18505	8.95148	5.23832	1157.19436	7.30904	9.53330
8.55918	61.68205	9.63481	10.23951	37.69461	44.73734	10.72383	54.03876	7.09653	17.03837	1.00000	43.91385	0.05621	6.97096	7.91675	1144.31449	5.24047	10.20188
6.62112	50.47460	9.98396	6.11897	67.90717	82.44900	8.08502	12.1277	5.33158	14.44581	1.00000	78.15794	0.05647	6.85817	9.31906	1140.22697	6.92328	7.47108
8.18267	48.46559	8.46593	9.48643	53.96482	35.74027	9.25057	13.65805	7.29596	24.88992	0.00000	102.56365	0.04725	6.57097	6.78405	1157.81847	10.45334	5.46118
8.38349	63.47617	6.30033	6.77808	36.10538	53.52526	7.14614	34.85	5.65452	15.05547	1.00000	117.33333	0.07522	7.74325	8.55968	1157.17332	6.68297	8.96202
8.33566	64.66209	6.03060	6.79726	50.72874	53.98236	8.94784	-34.64167	6.66245	32.26888	1.00000	-60.47389	0.84650	10.63681	8.26843	1055.45951	7.86103	6.73582
7.11498	50.32833	7.41379	8.86407	55.95701	46.81502	7.93165	18.57677	5.17432	16.83540	1.00000	-72.22625	0.06719	7.70889	7.47011	1166.03351	10.23125	6.20997
5.65805	63.75954	5.97638	7.65174	46.62011	64.22951	5.21748	45.35	9.98669	13.60333	0.00000	126.28333	3.21537	12.00610	6.14227	1055.26867	4.85833	7.62270
6.55259	52.39670	7.78364	5.80519	43.01695	32.26896	6.91292	41.9001	4.66192	1.36936	1.00000	-71.08977	0.11621	8.32735	8.08882	1141.86901	8.03335	7.34321
8.82196	44.99037	11.53781	7.27436	48.19495	84.27385	13.33836	20.14298	8.59727	10.41172	1.00000	-77.43532	0.05825	6.67318	7.79708	1191.73633	6.22384	11.72657
7.03986	55.04295	8.31010	7.16107	74.41089	59.05531	7.38460	33.03699	6.47695	7.39979	1.00000	-117.29198	0.03973	6.85013	9.40073	1075.37767	5.58085	8.36907
7.61192	51.08498	9.70629	8.84618	54.08779	57.89850	10.54345	57.14369	6.40891	14.07966	1.00000	-2.09814	0.06179	6.97567	7.32482	1124.55128	7.39858	9.63261
7.90404	60.57118	5.43985	8.62835	69.54100	53.35552	10.37468	6.25947	7.39763	6.19400	1.00000	102.05461	0.16865	8.68395	7.74265	1165.86261	10.50499	6.61787
6.31358	70.50713	10.21800	9.32014	18.37791	43.32741	9.61067	0.46005	8.64321	12.72066	1.00000	34.11169	0.05151	6.86758	8.58205	1163.82861	5.23970	10.09077
6.10935	44.77164	8.41484	6.56526	62.14761	52.97442	7.12329	-15.675	4.70362	10.26179	1.00000	-38.94722	0.11313	8.39675	8.91827	1154.97715	8.27971	5.21739
8.42282	54.66256	9.43145	7.81774	47.09211	36.98467	7.65994	44.27804	7.34653	14.39838	1.00000	-88.27205	0.01780	5.44552	8.04480	1150.55764	5.33458	8.49433
8.30449	48.11689	10.44513	6.97118	43.36319	38.86913	7.23126	41.8542	9.32106	27.55389	1.00000	-87.66561	0.10537	8.22695	8.37694	1137.86714	7.11012	7.54265
8.85333	55.97885	10.35835	9.86057	63.60731	61.34023	8.51812	28.54944	5.23005	15.29100	1.00000	-81.77285	0.04148	6.70234	8.14033	1162.91520	6.22436	7.54556
7.00782	48.27108	8.96435	5.60438	34.33123	63.57350	9.67112	-4.83	5.06619	26.70366	1.00000	29.65806	0.09928	8.01810	7.38438	1097.31406	6.53194	8.76927
6.43197	50.80227	8.86327	8.49925	65.10571	45.13125	9.39660	-33.59217	4.19894	8.03727	1.00000	-70.6996	0.09716	8.34842	7.39706	1183.26501	6.31124	8.21112
8.29384	49.73416	6.06188	6.30025	82.65601	48.98359	8.03781	43.91452	6.85227	5.13041	0.00000	-69.96533	0.10211	8.23717	6.86158	1151.00389	10.30021	7.89833
8.77879	51.79235	7.26457	8.71471	36.70691	48.35593	8.46388	-26.93366	4.49535	-5.82687	1.00000	29.24152	0.03749	6.93761	6.30282	1078.38674	5.68617	8.45471
5.97946	59.79938	6.11730	9.35106	47.63770	66.33305	10.28564	48.90982	3.64451	22.95980	0.00000	2.45012	0.46502	10.04224	8.72209	1091.01375	5.49741	7.36631
8.61301	75.82378	10.71789	9.21003	54.44663	45.04760	7.42438	42.52787	10.07097	-6.55171	0.00000	-70.92866	0.07777	7.71092	9.44780	1063.62186	6.79632	7.16827
7.66961	40.73358	7.12264	7.52339	75.52224	35.96776	9.47048	6.8485	5.30098	20.87814	1.00000	3.64633	0.01559	5.98344	7.44383	1119.39734	8.60918	9.43521
7.48210	41.41365	9.88192	8.35708	19.21485	73.61012	9.38901	-6.91806	5.36098	15.99027	0.00000	106.92667	0.04352	6.32830	6.28451	1123.12216	9.38887	8.21363
7.59071	61.38151	7.89924	8.48702	63.00976	43.98625	6.42387	-32.45242	10.14863	20.77163	0.00000	-71.23106	0.43477	9.90736	7.84383	1165.54810	7.26965	7.59418
8.79383	61.42107	3.99860	7.72624	40.70225	56.25194	12.15662	48.8449	7.99145	24.41235	1.00000	17.22635	1.03496	10.83158	7.10110	1058.05546	9.55826	8.12975
9.18283	49.55371	10.31254	8.20225	66.60218	43.18876	8.55379	52.66277	3.75582	7.01222	0.00000	-2.01111	0.24248	9.23462	8.42771	1143.66379	7.18074	7.70723
8.36836	50.64377	9.51963	7.28464	57.07007	52.96488	5.93763	50.5107	4.79973	19.82278	1.00000	18.30056	0.05004	5.78753	6.88399	1184.59011	8.01844	5.99268
7.50227	26.45471	6.53732	8.25762	56.89025	45.91112	9.25986	10.31672	4.99708	-0.47758	1.00000	123.89071	0.72395	10.48094	8.02831	1071.23967	7.60044	7.56851
7.43533	54.04084	11.68239	9.81362	60.78179	41.11251	12.08761	38.37255	8.51789	12.93401	0.00000	34.02537	0.02978	3.76820	6.68037	1198.68170	7.46351	10.74217
7.70999	40.51338	8.58284	7.19995	66.50720	51.44878	7.83658	40.94065	7.51286	10.90857	0.00000	-73.99681	0.07305	7.86749	7.73548	1119.34827	5.65452	10.10618
8.36913	40.50976	11.07004	6.60572	29.09983	68.77468	9.78642	35.72917	9.49032	19.33419	1.00000	10.58082	0.03581	3.84969	7.12069	1143.01397	5.54074	10.15525
9.05178	82.35325	4.57722	6.21770	42.15790	50.84632	9.30647	-4.83	10.55214	1.51852	1.00000	29.65806	0.06468	7.87488	7.17369	1148.64024	10.91521	6.71883
9.37522	41.19117	9.61641	9.05363	56.64722	35.28675	9.50527	-7.60361	6.30303	31.61353	0.00000	37.00438	0.08676	8.15429	9.01269	1067.01640	10.23114	8.81178
9.47101	49.34252	10.25878	7.27610	58.08426	61.46723	10.18099	39.72943	5.67677	20.56848	1.00000	-104.83192	0.06486	7.58132	7.17287	1131.39416	6.05726	8.86335
5.57250	48.71679	9.16548	9.01460	27.15693	39.44046	5.76516	52.4089	7.78189	4.26301	0.00000	31.3237	0.25271	9.37978	7.35512	1174.59865	7.64374	10.42071
7.91884	48.88246	7.86473	8.34031	67.72450	58.14309	6.73029	39.00622	8.30550	17.95915	0.00000	-77.4286	0.57012	10.26636	7.74503	1114.30393	5.30650	7.65953
5.77602	74.05213	8.47677	6.22920	49.97202	43.03327	4.75877	-33.59217	8.76709	25.25251	0.00000	-70.6996	1.01756	10.83778	8.61479	1152.64601	7.01655	9.23180
8.00667	57.87142	10.54767	7.50050	62.76503	34.95939	10.33516	53.53395	6.90962	7.32659	1.00000	33.72798	0.04335	6.83399	6.82751	1129.69717	6.76517	9.42634
6.82674	81.64445	8.02250	8.43412	59.03874	67.85785	8.77482	1.6561	7.16263	16.38639	0.00000	103.6032	0.08665	8.07884	8.52417	1162.31743	8.67340	5.11684
7.29206	87.00967	9.11499	6.94172	62.18323	51.24303	8.54469	36.82167	7.03075	10.54324	1.00000	128.63083	0.01934	5.57674	6.45776	1150.90639	6.19283	8.95238
7.37106	69.76258	5.65806	5.94751	56.47678	52.94461	10.09851	-28.44917	7.01594	13.82311	1.00000	-52.2	0.26420	9.42910	8.03215	1123.25071	9.65034	6.75275
7.62266	52.89385	10.20404	6.91170	39.52270	26.21678	12.13634	34.06635	8.53677	-7.62393	1.00000	-84.67837	0.03152	4.98448	6.90611	1113.44546	6.68456	11.44943
6.75668	33.44803	10.18332	9.05161	42.23877	41.22651	7.81618	57.30185	6.01929	8.94451	1.00000	39.85331	0.03098	6.31976	6.77640	1104.60370	6.82287	7.56836
8.81816	46.41839	6.83784	5.96802	68.78047	36.88502	8.27483	41.84364	4.04374	22.03093	1.00000	-87.71255	0.02785	4.29152	7.01961	1060.66664	8.94680	8.07274
5.97954	62.14806	5.59534	7.90549	77.03843	29.72125	9.65303	-3.74912	6.89966	12.89629	1.00000	-73.25383	0.09398	8.01360	8.23824	1068.78744	8.53044	8.35689
7.69498	56.08279	5.78683	8.56381	55.45961	46.87716	9.72457	44.98901	8.56347	31.56911	1.00000	38.94324	0.18663	9.03592	8.16049	1135.50660	11.13682	5.14559
8.61778	41.04426	6.53666	8.98587	46.19701	37.06610	7.54273	50.9803	6.78994	16.59645	1.00000	11.32903	0.06452	7.73729	8.38506	1117.63779	8.39909	7.25095
7.47628	61.20827	8.27963	7.56203	42.77617	43.51987	6.28450	58.1908	8.43493	27.48264	0.00000	40.17171	0.46576	10.03104	7.29316	1087.80831	6.42479	8.46983
7.15947	72.70097	5.85738	8.56836	46.80276	53.84997	9.78546	22.19303	7.03371	20.37350	1.00000	88.18466	0.84697	10.65486	8.49421	1128.23922	11.00764	6.37323
7.11793	61.43025	6.57372	7.86637	57.28463	45.74926	8.17205	40.1675	7.45349	15.76464	1.00000	34.37389	0.12959	8.59737	9.54538	1183.76146	8.91829	6.03391
8.93446	54.37112	9.43990	8.61944	49.13393	68.96229	10.50833	28.92694	5.81069	12.04159	1.00000	78.23456	0.03125	5.03010	7.80274	1084.54453	7.41762	9.34386
7.47200	63.83051	7.70302	8.09864	68.96653	49.88372	6.42737	-27.50578	4.68195	6.84194	1.00000	153.10236	0.25737	9.34275	7.26962	1098.12452	7.89944	6.85100
7.29526	39.83636	5.99252	7.55823	52.56285	62.88418	9.50857	29.22254	8.22034	7.15257	1.00000	79.5286	0.11682	8.36579	7.00613	1122.26425	9.88763	5.67378
7.67053	30.67452	10.13302	7.82206	43.83724	23.16025	11.27605	50.86079	6.80554	8.15359	1.00000	17.4674	0.04269	6.19561	9.08958	1085.35658	6.93538	10.11777
8.61724	17.31803	9.16869	8.19101	47.31309	40.80545	5.75811	52.53048	4.85068	11.88351	1.00000	13.29371	0.06463	7.51244	7.70915	1086.56618	5.94946	6.18551
9.07410	59.66110	8.19189	9.44152	41.91594	36.96199	3.26560	-11.48472	8.36005	24.80093	1.00000	-37.93278	0.05368	6.45084	7.52811	1158.29716	4.97208	6.87942
7.61107	58.70640	9.18724	7.89506	58.26009	54.77455	8.23493	54.03876	5.02428	14.88135	0.00000	43.91385	0.68439	10.40801	6.70093	1068.82589	8.13315	6.28053
8.58903	45.25098	5.05072	9.20770	49.87272	55.73115	8.43875	30.17746	9.44652	15.89076	1.00000	-81.38758	0.79840	10.59755	9.98442	1109.69595	9.87939	6.89281
9.98176	69.46496	9.41850	8.72236	54.51561	66.09959	6.99883	52.47774	7.31849	13.66844	0.00000	10.5511	0.10088	8.24000	9.32064	1157.53500	6.13194	9.94435
8.21317	64.34379	8.58671	8.69850	44.68318	36.49471	6.08928	12.1277	9.63696	24.12687	0.00000	78.15794	0.56104	10.20355	6.64411	1088.42194	6.02321	6.89526
7.90666	64.98821	9.00871	6.53657	40.81094	55.19438	11.22138	-22.92306	8.32236	11.28682	1.00000	-53.13722	0.02640	4.21155	8.06440	1164.49439	7.02603	11.24884
6.92943	52.13170	10.31678	10.77713	57.60573	47.83809	6.78210	38.10558	5.09113	16.79759	1.00000	-1.86343	0.03933	6.66986	7.42985	1112.34993	6.64896	6.39617
6.39113	51.99609	4.86035	8.60000	65.15554	38.22479	10.08395	35.25064	8.07130	18.16062	1.00000	-91.73625	0.59010	10.29463	8.90486	1056.03871	9.29362	7.83732
10.39620	60.06807	10.42439	6.78514	53.04038	63.99556	5.83071	18.20854	9.84472	30.67311	0.00000	-71.10077	0.14642	8.82172	6.18218	1119.81857	7.74202	8.41797
6.90106	64.34845	8.38346	6.35784	58.26866	60.46998	8.34319	43.54072	5.63132	31.61879	1.00000	-116.56346	0.10183	8.22067	8.84027	1158.20888	8.38451	4.46389
8.47767	45.46074	9.66836	8.21056	43.36856	42.87862	9.28638	-22.45667	6.13642	12.10147	0.00000	-47.53028	0.27728	9.49814	7.49271	1133.46222	8.46918	7.55441
7.99222	30.09215	10.08573	6.50358	63.95794	37.18689	6.11731	18.20854	9.47499	15.25169	0.00000	-71.10077	0.15620	8.90969	8.94033	1087.14346	7.39791	8.34242
8.26039	30.06666	10.50877	8.04903	46.82941	60.88287	10.84867	34.95303	7.21660	5.73758	0.00000	-120.43572	0.21320	9.20485	8.53219	1153.28771		12.16687
8.54267	64.44895	9.72536	8.30114	50.50385	48.08362	10.13276	48.06919	7.24316	14.90807	0.00000	11.37703	0.05404	7.56059	8.08619	1180.62673	9.72563	9.15082
7.96183	48.23925	8.36905	7.96060	43.87433	53.46203	7.26605	40.34912	7.85881	20.39330	0.00000	-111.90466	0.17482	8.81834	7.63276	1131.70132	5.23311	8.79598
6.43634	68.28263	4.80809	9.02082	53.16005	41.64519	10.86027	49.65186	7.00727	8.17098	1.00000	26.97253	0.22586	9.23268	8.43915	1067.57327	8.17239	8.04573
8.90472	56.49729	10.20308	8.99225	51.40904	52.25031	9.48990	33.35283	6.22491	13.22306	1.00000	-111.78903	0.05431	7.22109	8.16996	1051.16863	6.02988	8.74098
7.72101	52.35156	9.62419	7.39846	51.56901	47.49155	9.95076	37.95143	6.56629	12.21898	0.00000	-91.77127	0.78738	10.56382	6.50946	1082.55881	7.78570	8.02478
8.58375	51.32506	6.13761	7.53302	50.03105	26.28592	7.98472	19.30157	3.98736	14.29139	1.00000	72.85107	0.64371	10.35340	7.92069	1092.50746	6.77462	9.77654
7.33534	55.33780	8.87210	8.87661	50.21609	71.08146	8.99902	43.1009	5.62902	13.05300	0.00000	-75.23266	0.01088	4.32811	8.37353	1081.08784	9.83038	6.45469
8.13459	64.20126	7.39571	8.30131	50.06942	60.10811	3.99092	5.20856	9.46727	22.29570	0.00000	-74.73584	4.59787	12.36500	7.31617	1079.67237	6.08516	8.58854
8.34963	73.27950	8.42200	6.70298	52.51574	53.20534	8.10049	17.34769	7.46355	-4.41547	0.00000	78.55757	0.06554	7.27297	8.24367	1131.68941	6.43845	10.67582
7.92751	66.61781	8.73600	6.76646	45.85857	61.36260	6.32348	19.30157	8.63845	16.98491	0.00000	72.85107	0.17151	8.87323	7.05734	1053.94982	7.21178	9.92568
7.92073	68.69337	10.37798	6.10926	45.17448	54.45669	9.56608	12.1277	5.89753	-1.95320	0.00000	78.15794	0.04556	6.69133	6.01117	1175.13052	10.22893	7.57244
8.25026	34.55235	6.90317	7.20715	47.26250	58.74419	11.77352	33.52253	5.48484	19.75929	1.00000	-117.70755	0.03546	4.93798	9.59654	1069.26231	7.25366	11.00368
8.60542	76.09937	8.59668	8.09037	59.47852	48.51440	8.46355	11.50526	6.09382	24.82779	1.00000	77.23826	0.07589	7.52513	9.45544	1164.89198	6.61957	8.70205
6.53952	67.46232	8.87582	7.43991	48.04638	46.07102	8.40378	48.8449	7.13959	8.51981	1.00000	17.22635	0.00919	4.55670	7.51781	1154.36856	6.13219	9.02043
8.04461	37.87713	7.91580	8.94857	53.59264	68.77205	7.70140	14.62072	4.58091	7.97866	0.00000	74.83554	0.25524	9.41066	7.20977	1150.87515	7.29059	4.10735
7.94832	82.17461	8.90918	6.84284	71.22521	53.55519	9.40713	7.83389	4.73631	22.26047	1.00000	-72.47417	0.03619	5.86909	6.58580	1059.83959	7.16511	8.35933
7.33959	48.35912	7.29249	6.23256	56.85844	30.22984	7.10438	41.84364	3.07309	26.21261	1.00000	-87.71255	0.56201	10.18745	8.46726	1167.27906	5.57699	8.85062
8.40183	30.08702	6.72176	7.09484	31.10356	27.22378	5.64852	24.81757	9.34172	25.05068	0.00000	84.63445	2.13751	11.59239	8.74309	1108.12743	6.42638	7.29216
6.97713	67.40062	9.92962	7.56842	77.88669	59.58961	8.22605	45.99194	5.64250	17.57279	1.00000	29.41824	0.07100	7.64466	8.46274	1105.58232	5.47501	7.81172
6.08258	60.40116	6.88211	6.70696	65.25192	34.81255	8.40478	53.38333	6.61735	39.10175	1.00000	-0.76667	0.24471	9.26530	6.43139	1062.18153	10.68927	5.43867
7.32506	54.04167	8.49218	7.95949	65.79112	41.57978	7.76334	40.65538	6.27628	-0.01660	1.00000	-74.38987	0.08101	8.13603	8.09463	1113.00595	11.51153	2.89283
6.98565	44.04602	6.12976	8.32373	69.17567	46.44081	9.00512	30.17746	7.01852	21.44800	1.00000	-81.38758	0.26438	9.45799	6.75904	1116.51077	9.15722	6.51745
7.14177	76.76775	6.99404	6.73106	36.74800	52.01831	8.82892	53.53333	6.27153	22.13912	1.00000	-7.35	0.08743	7.72840	6.86240	1149.85291	8.72788	5.87679
6.76524	47.59026	5.75358	6.81759	44.25117	31.37810	10.13469	53.59782	8.55692	13.14626	1.00000	34.33825	1.99112	11.52117	8.13408	1163.60097	10.56538	4.65163
8.32865	65.62843	8.27155	6.53570	48.72109	51.63091	9.53710	35.72917	4.43478	24.18763	1.00000	10.58082	0.08794	8.23977	8.48405	1178.19884	6.08491	8.66753
7.16651	49.96768	6.15796	7.17971	42.24963	29.39712	10.19326	33.78333	7.48905	23.79633	1.00000	114.51667	0.12406	8.59933	7.19927	1179.94169	11.48715	4.98269
6.37943	48.25281	11.10247	7.59990	49.87840	53.09455	12.52090	40.56754	5.71459	11.18340	1.00000	-89.64066	0.02737	5.99675	6.27102	1194.47932	9.25609	9.81374
6.68256	43.04365	4.80017	8.22172	73.04459	43.53545	8.81870	9.15093	7.85864	6.63223	1.00000	-79.62098	0.10243	8.15799	7.14416	1052.23379	7.64471	9.48156
9.07097	49.69169	8.06034	7.44737	53.00124	71.69490	10.80979	48.79325	8.16756	19.24152	1.00000	2.29275	0.05431	3.04998	8.77464	1136.97988	7.09916	11.26309
5.05062	73.32044	8.93589	7.04548	39.49148	42.12048	9.17511	6.03333	6.72205	21.00522	1.00000	37.55	0.04181	6.37358	7.66154	1087.49217	7.60757	9.25469
8.01266	54.68517	9.68359	8.32222	40.29755	58.22788	9.17921	39.08367	6.62813	24.88149	0.00000	-84.50855	0.31847	9.57092	8.30055	1180.70382	8.97309	6.84743
	72.99687	7.09487	7.45626	55.94735	53.28435	8.39242	50.88506	3.42150	3.85300		4.07601	0.24697	9.36339	7.69725	1095.44336	6.83394	7.63628
8.98742	56.39287	8.29606	8.23636	59.95353	74.92502		36.06523	5.60799	15.99602	0.00000	-119.01677	0.11662	8.63491	8.70755	1111.08604	10.55282	4.05743
7.38757	69.90366	9.98052	7.52684	38.03445	51.37860	6.81207	13.56667	4.37972	29.53646	1.00000	-15.6	0.07054	7.53188	9.13814	1075.74159	6.76792	6.23031
8.77655	32.11865	7.97414	8.07703	50.31866	35.03347	10.06129	31.96258	7.94970	8.02555	1.00000	73.97117	0.01333	5.65808	6.20188	1119.13621	5.01463	10.90006
9.37019	51.34742	6.98978	7.62881	42.20046	77.29069	7.51801	36.21544	8.57758	10.26644	0.00000	65.93249	0.30852	9.55758	6.48155	1195.72837	5.49998	8.29550
7.16803	29.82714	8.83980	8.20637	36.01507	69.03138	6.82183	35.82756	5.56628	17.45540	1.00000	137.95378	0.04045	6.18352	7.10200	1100.23190	9.68726	4.09740
7.72408	50.94489	9.00945	8.67218	63.97215	45.13557	10.87108	35.61452	7.17934	27.24640	1.00000	-88.81395	0.02247	5.66478	7.31669	1135.32817	6.94043	10.50220
9.38980	59.64595	9.40547	9.21147	43.61574	55.10982	6.48052	40.68066	10.07840	20.57034	0.00000	-73.47429	0.14262	8.58511	8.89561	1141.41800	6.38892	8.15022
8.56419	32.13260	4.54326	8.55912	35.38169	36.27874	12.04845	52.86147	7.71745	21.11878	1.00000	9.5926	0.37686	9.80457	9.61059	1120.49804	10.27381	7.07666
8.09918	42.18086	6.88664	7.91645	46.60444	42.46786	8.88862	34.31	6.12985	23.99566	1.00000	-2.16	0.33107	9.65982	10.11842	1175.08461	10.52783	5.94966
7.15805	57.31402	10.42029	7.82029	49.46694	44.30176	8.66125	53.95278	7.56547	5.77185	1.00000	32.86389	0.04085	6.05316	8.03942	1054.03013	6.02066	8.80886
7.86180	65.71928	9.16813	7.16493	72.36380	41.29789	11.95966	42.24113	6.25560	21.25498	1.00000	-88.3162	0.05750	7.39254	8.31560	1053.89854	6.84237	10.67913
8.02600	41.26977	7.28256	8.14921	67.91997	62.65150	5.54537	32.54044	7.95343	17.22989	1.00000	-82.90375	0.03625	6.23250	8.68693	1140.37412	6.37088	8.40655
7.18906	70.86669	7.43078	8.22378	57.96333	59.17813	8.78266	48.43174	4.70134	6.31697	1.00000	17.8031	0.02895	6.50439	8.55647	1074.39184	6.90367	8.63080
8.09191	57.08051	5.78915	5.48283	45.82983	52.87159	9.09202	-25.54073	7.07871	10.12552	1.00000	152.70493	0.42079	9.90824	8.81868	1161.45582	8.32252	6.81313
6.62885	65.79843	8.61435	8.73330	57.31692	31.25383	5.97937	37.31309	5.96961	24.95365	1.00000	40.74357	0.06755	7.22166	9.12067	1195.11580	10.38508	4.37296
8.49666	71.64315	7.06348	7.47996	55.59718	43.19293	6.58785	30.17746	7.38940	7.71826	1.00000	-81.38758	0.19962	9.07420	6.03659	1150.59402	8.71458	6.36083
6.56078	67.50200	6.86544	9.61920	50.16908	27.40536	6.46732	47.4943	5.26797	26.45990	1.00000	-122.24092	0.06283	7.49577	8.79630	1157.13418	10.17320	9.03308
8.50880	40.01977	10.45792	7.81498	44.03368	40.27664	12.32506	34.14251	6.48469	36.66933	1.00000	-118.25508	0.04603	6.16785	8.27860	1066.71975	7.60336	10.41595
7.08600	44.33138	7.48084	8.80559	43.91622	48.31651	9.66164	9.3337	6.54344	24.77261	1.00000	122.8637	0.04092	7.12383	8.58191	1086.78919	6.25643	10.13239
8.15811	43.65952	8.88770	8.39866	51.62125	74.90992	6.51859	27.76056	9.77296	29.22348	0.00000	-15.58602	0.25500	9.39519	8.05600	1069.97213	6.07780	7.51595
6.67052	68.15216	6.17615	6.24913	55.40050	25.85303	9.28741	25.67927	6.97543	4.22736	1.00000	-80.31727	0.27014	9.41295	6.53932	1092.10523	8.44036	5.46595
9.08063	55.38957	7.93998	7.14528	39.18090	48.69329	8.57693	-21.44345	6.77603	22.86236	0.00000	-65.71875	0.88125	10.68604	8.47880	1111.76429	9.06490	6.32813
5.48630	57.70226	8.60066	6.53922	45.36103	43.97742	8.26981	46.7055	6.89096	6.28085	0.00000	38.2739	1.05162	10.87547	7.47297	1187.32310	10.43402	5.32883
9.90413	68.96477	6.23172	7.11690	56.42291	40.19421	9.08482	14.37395	5.72064	18.15495	1.00000	100.48528	0.45814	9.98211	8.75493	1175.25527	8.29675	6.91627
6.19305	61.03452	6.64748	8.44051	46.12880	68.99557	9.34061	10.29085	6.68171	6.83929	1.00000	105.75635	0.49085	10.07809	7.32778	1079.55207	11.96281	5.10962
7.27506	27.47587	7.69665	8.96229	33.09288	47.52910	6.03101	47.56494	8.02024	10.26763	0.00000	31.33078	0.18557	8.96961	6.32276	1071.69768	6.01842	11.68756
7.36416	37.55784	8.95155	9.16797	55.52813	68.04483	9.47652	-5.41667	6.77520	4.74982	1.00000	38.01667	0.04856	7.17934	8.57038	1174.43234	5.15414	9.56502
8.86001	49.77935	5.85641	8.52584	49.73780	27.78917	10.26196	50.82882	5.50157	4.29684	1.00000	-0.32247	0.35914	9.69870	8.25591	1074.91110	6.36709	7.21587
8.74275	68.86231	9.87831	9.75628	66.77661	36.72133	5.85722	35.25064	11.17559	35.51440	0.00000	-91.73625	0.12176	8.45824	9.65401	1177.08337	6.51494	7.99032
6.17532	50.69048	8.55851	6.83663	60.35511	49.89208	8.97051	37.73222	6.04665	0.52550	0.00000	115.70111	0.07492	7.85022	7.95945	1126.49238	9.06269	5.49997
8.75068	56.31297	9.38689	8.67243	48.14731	41.89088	8.67464	38.07789	5.60164	14.23481	0.00000	13.44275	0.22948	9.16204	7.31019	1071.12144	8.51149	6.73609
