longitude	QoS	latitude	station	code	revision
86.79271	accep	25.92127	Madhipura	IN	11/18/2012, 00:00:00
-15.6	average	13.56667	Farafenni	GM	2020/08/09
-82.07842	good	26.91756	Punta Gorda Isles	US	04/24/2016, 00:00:00
8.62118	good	45.44694	Novara	IT	09/16/2015, 00:00:00
14.51472	excellent	35.89972	Valletta	MT	2015-04-27
4.85668	good	36.27462	Bordj Zemoura	DZ	10/20/2019, 00:00:00
5.4384	good	43.2907	Marseille 11	FR	13 Jun 2019
-72.86843	maintenance	41.27621	East Haven	US	2015/05/11
-63.90389	maintenance	-8.76194	Porto Velho	BR	2014/11/29
2.18247	accep	41.41204	el Camp de l'Arpa del Clot	ES	06/04/2017, 00:00:00
29.47306	average	0.49113	Beni	CD	2021-06-16
-122.38731	excellent	45.53929	Troutdale	US	2021/06/24
83.36889	average	26.76628	Gorakhpur	IN	2015-10-18
75.35927	accep	12.04161	Talipparamba	IN	07/11/2015, 00:00:00
14.72443	building	36.92574	Ragusa	IT	2016-09-23
59.80222	accep	58.63667	Lesnoy	RU	2022/02/26
38.01667	accep	11.85	Debre Tabor	ET	05/02/2016, 00:00:00
105.75635	excellent	10.29085	Sa Dec	VN	01/25/2018, 00:00:00
150.99292	excellent	-33.75881	Baulkham Hills	AU	2014/09/08
37.73333	accep	-4.06667	Same	TZ	05/06/2018, 00:00:00
115.04814	building	30.24706	Huangshi	CN	10/31/2020, 00:00:00
10.7	good	4.96667	Tonga	CM	2014-12-15
-2.31938	excellent	6.46346	Bibiani	GH	06/05/2021, 00:00:00
36.73307	good	55.38752	Naro-Fominsk	RU	04/12/2019, 00:00:00
152.70493	excellent	-25.54073	Maryborough	AU	14 Nov 2019
92.48278	accep	58.23583	Lesosibirsk	RU	12 Mar 2016
-71.29144	average	41.54566	Middletown	US	2022-05-29
103.61667	accep	-1.6	Jambi City	ID	02 Jun 2019
-50.19556	average	-19.72806	Iturama	BR	2014/12/08
8.77155	excellent	50.23019	Karben	DE	03/31/2016, 00:00:00
12.38878	average	43.1122	Perugia	IT	13 Jul 2022
51.0193	excellent	35.6803	Shahre Jadide Andisheh	IR	09/24/2014, 00:00:00
13.28702	good	52.4581	Dahlem	DE	10 Jul 2017
-81.38758	building	30.17746	Palm Valley	US	2017-12-30
75.35927	excellent	12.04161	Talipparamba	IN	2014-02-03
-97.50417	excellent	25.87972	Heroica Matamoros	MX	2014-09-07
91.84128	maintenance	22.83957	Manikchari	BD	05/03/2018, 00:00:00
141.95	accep	39.46667	Yamada	JP	22 May 2013
29.65806	excellent	-4.83	Mwandiga	TZ	03/11/2019, 00:00:00
-73.49484	average	41.14676	New Canaan	US	09/25/2021, 00:00:00
37.92792	average	53.93361	Kireyevsk	RU	2014-03-04
9.20427	average	48.49144	Reutlingen	DE	06 Nov 2016
136.51667	accep	35	Komono	JP	10 Oct 2013
-60.47389	maintenance	-34.64167	Chacabuco	AR	2020/02/21
11.37703	accep	48.06919	Gauting	DE	2020/01/11
121.06761	maintenance	12.35275	San Jose	PH	2021-08-02
18.84	building	42.28639	Budva	ME	09/22/2018, 00:00:00
75.16878	good	30.81383	Moga	IN	2012-11-21
-104.83192	building	39.72943	Aurora	US	2016/04/21
129.96972	average	33.4425	Karatsu	JP	2013/05/08
-73.47429	good	40.68066	Massapequa	US	05/07/2019, 00:00:00
130.94098	accep	33.3213	Hita	JP	06/19/2013, 00:00:00
7.60872	maintenance	43.78956	Ventimiglia	IT	08/14/2019, 00:00:00
-71.10077	excellent	18.20854	Santa Cruz de Barahona	DO	2017/07/09
10.5511	accep	52.47774	Gifhorn	DE	2017-01-28
-83.48216	excellent	42.30865	Canton	US	02 Aug 2017
2.95924	maintenance	36.76775	Cheraga	DZ	26 Aug 2018
1.00288	building	49.28669	Elbeuf	FR	2022/09/26
33.34864	average	46.75451	Nova Kakhovka	UA	05/29/2022, 00:00:00
27.46153	building	-21.44236	Tonota	BW	06/03/2014, 00:00:00
-77.96389	good	39.45621	Martinsburg	US	2014-04-19
-82.42491	building	42.97086	Port Huron	US	2022/06/09
68.88871	average	25.95533	Jhol	PK	2016/03/27
81.54855	good	26.2649	Jais	IN	22 Apr 2019
-102.04897	maintenance	19.64745	Paracho de Verduzco	MX	2021-09-02
10.18527	excellent	47.98372	Memmingen	DE	05/09/2014, 00:00:00
89.11943	average	23.9028	Kushtia	BD	23 Dec 2012
-72.22625	accep	18.57677	Croix-des-Bouquets	HT	29 Apr 2021
109.3243	accep	-7.0981	Randudongkal	ID	05/25/2018, 00:00:00
100.24529	average	5.4709	Batu Feringgi	MY	2020-05-06
119.58627	building	23.5654	Magong	TW	2020-02-09
6.26764	good	4.92675	Yenagoa	NG	2014/10/17
-77.03116	good	3.8801	Buenaventura	CO	08/18/2016, 00:00:00
6.83042	accep	6.15038	Nkpor	NG	06/22/2019, 00:00:00
4.52529	accep	50.71229	Rixensart	BE	01 Mar 2020
-4.22398	accep	57.47908	Inverness	GB	2013-04-15
-67.33122	accep	10.22677	La Victoria	VE	2019/08/05
142.45778	maintenance	44.35056	Nayoro	JP	28 Aug 2017
119.58627	average	23.5654	Magong	TW	2021-04-26
77.70636	good	28.98002	Meerut	IN	12 Nov 2020
-75.64963	average	40.24537	Pottstown	US	2012-11-06
-91.58045	average	41.6764	Coralville	US	2020/10/12
-119.27337	average	50.26729	Vernon	CA	2016/05/16
-88.3162	accep	42.24113	Crystal Lake	US	2018-10-09
-0.18333	excellent	38.96667	Gandia	ES	09/21/2013, 00:00:00
-115.98391	average	36.20829	Pahrump	US	25 Jul 2017
12.70038	good	45.9836	Cordenons	IT	2019-11-10
65.27258	good	58.04254	Tavda	RU	2020/12/09
12.16179	good	48.52961	Landshut	DE	2016-04-26
7.20769	good	50.80019	Siegburg	DE	05/27/2015, 00:00:00
-69.08333	building	-16.25	Yunguyo	PE	2021/11/17
13.32127	accep	52.59319	Wittenau	DE	01/06/2013, 00:00:00
124.95278	accep	6.33444	Tupi	PH	09/10/2013, 00:00:00
77.9129	average	25.6439	Narwar	IN	2014/07/22
2.95924	accep	36.76775	Cheraga	DZ	11/04/2013, 00:00:00
12.87117	excellent	50.23271	Karlovy Vary	CZ	09/08/2022, 00:00:00
104.64992	good	14.64056	Kantharalak	TH	2018-07-03
123.50266	accep	41.94175	Hushitai	CN	2013-05-05
98.6738	excellent	3.7278	Labuhan Deli	ID	18 May 2022
2.59753	maintenance	8.88649	Tchaourou	BJ	2013-04-21
85.94001	average	25.49043	Teghra	IN	01/29/2018, 00:00:00
178.00417	good	-38.65333	Gisborne	NZ	09/11/2021, 00:00:00
146.05093	accep	-34.28853	Griffith	AU	12/03/2015, 00:00:00
9.20427	average	48.49144	Reutlingen	DE	2022/06/14
31.33078	maintenance	47.56494	Voznesensk	UA	10/17/2015, 00:00:00
18.28333	average	59.33333	Boo	SE	2015-02-23
7.02238	accep	52.21099	Gronau	DE	2014-06-19
71.57737	average	21.53889	Gariadhar	IN	25 Apr 2014
-3.52751	good	50.7236	Exeter	GB	2017-08-08
120.5875	good	16.455	La Trinidad	PH	14 Jul 2013
76.32756	accep	9.57046	Kalavoor	IN	2021/02/22
135.6	accep	34.61667	Yao	JP	2017/07/06
-116.56346	maintenance	43.54072	Nampa	US	12/24/2014, 00:00:00
-41.25528	good	-19.32556	Resplendor	BR	01/29/2013, 00:00:00
-8.2503	average	37.08819	Albufeira	PT	2015-01-01
-48.67028	accep	-28.24	Imbituba	BR	2015-11-03
45.36561	accep	41.09246	Qazax	AZ	2015/10/04
-71.06616	average	42.4251	Malden	US	2020/12/31
-91.06177	building	33.41012	Greenville	US	2014/10/09
138.89585	excellent	36.33011	Annaka	JP	2020-11-04
9.29109	excellent	45.39402	San Giuliano Milanese	IT	2015-01-31
114.51667	accep	33.78333	Wacheng	CN	2021-05-05
14.72443	excellent	36.92574	Ragusa	IT	10/18/2013, 00:00:00
118.53333	accep	27.92333	Pucheng	CN	11/21/2016, 00:00:00
24.75	excellent	55.25	Ukmerge	LT	2020/12/06
111.4834	accep	65.93381	Aykhal	RU	03/08/2016, 00:00:00
-63.13414	maintenance	46.23899	Charlottetown	CA	23 Sep 2021
4.8951	good	44.92801	Valence	FR	22 Feb 2014
8.86374	good	44.89784	Tortona	IT	11/26/2017, 00:00:00
31.3237	average	52.4089	Dobrush	BY	2017/08/15
16.86194	good	54.58048	Ustka	PL	2015-08-18
-78.04471	accep	34.25628	Leland	US	2021/09/13
99.1625	good	3.3285	Tebingtinggi	ID	12/15/2012, 00:00:00
-122.39168	building	40.58654	Redding	US	2016-02-09
-61.51889	good	10.66668	Port of Spain	TT	30 Apr 2022
78.95693	accep	29.21399	Kashipur	IN	2016/06/25
-73.81669	building	45.44868	Pointe-Claire	CA	11/17/2015, 00:00:00
-84.23381	excellent	33.54428	Stockbridge	US	2014/03/16
72.85107	average	19.30157	Bhayandar	IN	29 Jun 2019
99.95469	building	13.51825	Damnoen Saduak	TH	07/27/2022, 00:00:00
8.63333	good	52.2	Kirchlengern	DE	2018-01-17
-58.38341	excellent	-34.64966	Barracas	AR	03/24/2014, 00:00:00
-101.2591	maintenance	21.01858	Guanajuato	MX	2020/04/10
-47.1725	average	-22.57306	Artur Nogueira	BR	01 Mar 2022
-117.29198	average	33.03699	Encinitas	US	2022-05-15
43.63417	good	43.96222	Novopavlovsk	RU	18 Sep 2021
75.06583	excellent	32.17629	Fazilpur	PK	29 Dec 2015
72.68533	excellent	22.75218	Kheda	IN	04/03/2013, 00:00:00
8.61839	accep	49.68369	Bensheim	DE	2013/10/03
13.32127	accep	52.59319	Wittenau	DE	2020-07-12
4.7934	accep	45.69558	Saint-Genis-Laval	FR	08/24/2015, 00:00:00
19.91667	average	-11.78333	Luena	AO	21 Aug 2022
38.01667	maintenance	11.85	Debre Tabor	ET	09/16/2019, 00:00:00
-82.32483	excellent	29.65163	Gainesville	US	09/01/2017, 00:00:00
77.9129	building	25.6439	Narwar	IN	02 Aug 2019
70.91106	maintenance	29.38242	Alipur	PK	20 Apr 2021
-38.79084	accep	-10.95817	Tucano	BR	2013-06-25
86.68363	accep	23.49668	Adra	IN	2015-08-27
9.5586	good	54.52156	Schleswig	DE	2020/04/10
7.973	excellent	51.168	Finnentrop	DE	2015-04-22
4.82313	excellent	51.24197	Lille	BE	2017-09-22
-2.09814	average	57.14369	Aberdeen	GB	2015-09-08
-84.13722	good	9.92787	San Rafael	CR	10 Oct 2017
127.08472	accep	36.20389	Nonsan	KR	17 Jun 2019
14.01481	accep	42.67164	Roseto degli Abruzzi	IT	2013/03/24
-74.96933	good	39.71734	Sicklerville	US	2017/01/06
-71.29144	good	41.54566	Middletown	US	02/09/2021, 00:00:00
-95.36969	good	35.74788	Muskogee	US	05/12/2014, 00:00:00
69.49015	maintenance	56.11281	Ishim	RU	2015/03/09
86.79271	good	25.92127	Madhipura	IN	30 Dec 2020
-122.39168	good	40.58654	Redding	US	26 Feb 2013
-2.1875	building	51.26	Westbury	GB	05/17/2013, 00:00:00
27.06365	good	50.18545	Shepetivka	UA	2016-05-16
72.54566	excellent	29.69221	Hasilpur	PK	11/20/2021, 00:00:00
43.63417	good	43.96222	Novopavlovsk	RU	2017/02/23
79.82979	maintenance	11.93381	Puducherry	IN	07/10/2015, 00:00:00
142.45778	good	44.35056	Nayoro	JP	11/25/2018, 00:00:00
28.19028	excellent	59.37722	Narva	EE	09 Feb 2017
-0.45877	excellent	46.32313	Niort	FR	06/17/2022, 00:00:00
34.3869	maintenance	11.8659	Ar Ruseris	SD	2017/09/08
-3.05	accep	53.81667	Blackpool	GB	2014/06/26
91.61356	maintenance	26.44931	Rangia	IN	07/20/2022, 00:00:00
-80.31727	excellent	25.67927	Kendall	US	23 Nov 2016
-89.10944	excellent	13.70167	Ilopango	SV	28 May 2013
-4.1	maintenance	48	Quimper	FR	2020/02/07
111.4834	average	65.93381	Aykhal	RU	2021-03-01
-48.29694	average	-20.87306	Viradouro	BR	2013/08/13
-70.6996	accep	-33.59217	San Bernardo	CL	2016/03/05
32.88667	accep	3.27833	Kitgum	UG	15 Apr 2015
-74.15987	accep	40.82232	Nutley	US	2019/05/26
121.12251	maintenance	14.62578	Antipolo	PH	2019/06/07
-75.87877	accep	5.6561	Andes	CO	04/21/2016, 00:00:00
-73.20483	excellent	41.16704	Bridgeport	US	07/12/2016, 00:00:00
46.58333	accep	-21.15	Ikalamavony	MG	2018-04-25
30.96755	excellent	49.07866	Zvenihorodka	UA	2022-03-06
-7.35	excellent	53.53333	An Muileann gCearr	IE	2014/02/19
-78.04471	good	34.25628	Leland	US	04/20/2020, 00:00:00
86.59509	accep	26.11527	Supaul	IN	2016-01-03
43.63417	average	43.96222	Novopavlovsk	RU	05/03/2021, 00:00:00
13.39954	average	43.62558	Falconara Marittima	IT	2021-09-16
135.31667	maintenance	34.25	Iwade	JP	2016/09/06
-4.1	excellent	48	Quimper	FR	2013/12/08
51.0193	accep	35.6803	Shahre Jadide Andisheh	IR	2013/09/23
-41.88778	building	-21.205	Itaperuna	BR	05/03/2015, 00:00:00
-0.91979	average	51.42708	Lower Earley	GB	2013-03-02
123.17306	good	41.27194	Liaoyang	CN	11/21/2021, 00:00:00
-102.36764	accep	31.84568	Odessa	US	06/15/2021, 00:00:00
-39.25	average	-12.91667	Muritiba	BR	2015-02-04
-88.64235	excellent	46.09273	Iron River	US	2021-06-08
-4.22398	good	57.47908	Inverness	GB	13 Apr 2022
38.12408	accep	53.77166	Bogoroditsk	RU	13 May 2021
74.83554	average	14.62072	Sirsi	IN	08/28/2021, 00:00:00
146.05093	good	-34.28853	Griffith	AU	04/11/2022, 00:00:00
9.29109	maintenance	45.39402	San Giuliano Milanese	IT	12 Apr 2018
-91.77127	maintenance	37.95143	Rolla	US	15 Feb 2017
75.96976	average	15.73628	Gajendragarh	IN	24 Dec 2012
111.73861	building	35.20889	Changzhi	CN	04/13/2020, 00:00:00
8.96317	excellent	48.35149	Hechingen	DE	2021/07/25
2.12213	good	48.8222	Le Chesnay	FR	09/03/2014, 00:00:00
24.43973	accep	0.76755	Yangambi	CD	17 Apr 2021
37.00438	average	-7.60361	Kidodi	TZ	2015-11-18
-93.08883	good	45.16024	Lino Lakes	US	2013-05-29
-156.47432	accep	20.88953	Kahului	US	2016-12-06
-96.72365	average	17.06542	Oaxaca	MX	2017-08-05
