PM10	warning	NOx	NH3	Pb	H2CO	O3	CO	TEMP	PM2.5	CH4	SO2	C2H3NO5	latitude	CFCs	PAHs	longitude	PRES
7.77613	1.00000	7.01074	10.14751	62.84045	49.40897	7.34183	9.46286	16.01554	8.46711	9.79409	8.27026	4.19533	11.93381	32.97841	7.15949	79.82979	1051.31738
8.84158	1.00000	6.39056	8.34962	84.68856	58.34893	7.42877	4.00387	1.50466	8.01129	8.55969	9.59400	10.92683	13.56667	52.07437	5.91940	-15.6	1140.82572
6.65656	1.00000	7.02226	9.29272	63.56731	44.70958	7.52919	6.47619	21.73000	9.83554	8.87056	8.50303	2.62940	33.78333	31.80039	6.50422	114.51667	1151.68282
8.40896	1.00000	7.76039	9.83876	69.63959	80.71689	6.92409	6.87306	25.65294	9.98895	7.50604	9.45907	7.19641	55.1904	38.20951	8.64819	30.2049	1190.18159
7.87814	1.00000	5.27019	6.91876	39.46148	45.97181	6.03835	4.14231	13.73434	8.54634	12.57068	11.69055	5.99168	44.92934	65.19169	9.11139	37.99117	1131.96588
9.15138	1.00000	4.74183	8.66619	43.08164	44.08849	8.02902	7.19246	8.51871	7.68549	8.08219	4.36341	12.80416	50.82709	75.59068		6.9747	1148.81461
6.98808	1.00000	7.41321	7.78710	63.55984	69.17082	5.68741		26.69275	7.13879	8.71625	11.08486	1.17414	41.54566	63.91263	7.26566	-71.29144	1090.62280
6.09152	1.00000	7.71922	9.71748	53.15504	73.71022	10.18830	7.22614	19.26701	8.12755	7.31503	8.03970	2.40336	25.92127	47.28607	9.00969	86.79271	1085.64600
7.01754	1.00000	6.12113	8.65177	50.21000	47.00419	4.81399	6.27311	27.13744	7.90631	9.43061	9.23173	1.85320	9.92787	72.41804	6.58915	-84.13722	1071.65531
7.32529	0.00000		4.33737	58.61638	77.49675	11.14892	12.33542	6.86774	7.71975	9.72791	6.84279	3.30034	40.82232	55.72919	6.32171	-74.15987	1170.90336
7.57166	1.00000	5.73744	9.08491	55.16201	49.19419	4.71050	7.24315	16.32093	7.58521	9.45284	9.61199	4.31990	37.74615	65.19958	8.32777	-25.66689	1171.66149
5.20025	1.00000	7.26748	7.37841	70.43373	80.00916	7.03978	3.90194	10.01005	6.17003	11.10867	11.11693	1.14369	-6.8048	46.66120	6.08716	110.8405	1157.63350
6.91498	1.00000	6.75576	7.54289	46.44321	46.29614	7.53197	3.85394	26.70559	6.84687	9.78859	10.61874	3.36574	58.23583	22.51529	7.22577	92.48278	1153.24808
7.16557	1.00000	6.26811	8.55010	57.00519	38.54548	8.11039	9.15874	10.76120	7.78507	8.91770	9.66273	2.88502	13.65805	46.91128	7.30963	102.56365	1163.56869
8.56588	0.00000	10.65918	6.62679	46.96270	33.88163	9.48937	8.48825	-0.37649	6.54320	8.01828	4.98659	7.65600	7.06273	66.04499	4.73129	-1.4001	1076.79955
7.51739	0.00000	5.12274	5.93314	52.21182	42.04568	8.58972	6.68845	17.83694	8.15054	7.53482	3.93373	3.69193	57.14369	41.65601	6.59672	-2.09814	1190.81319
7.80175	0.00000	7.16994	3.31226	51.55763	42.41847	9.49144	7.77712	19.77758	7.45713	4.82408	5.98903	5.54586	41.75338		7.01264	-86.11084	1051.90939
7.17448	1.00000	7.69213	10.70890	56.06102	53.01676	6.95194	9.34274	19.00514	6.97272	9.51723	9.65708	4.27559	28.54944	59.07667	7.99396	-81.77285	1143.45709
9.30103	0.00000	8.04590	7.40398	57.56815	50.60002	8.94490	9.43665	16.96564	7.28151	8.31009	6.39801	16.29214	50.71229	30.80474	9.86915	4.52529	1191.86911
7.92692	1.00000	6.96626	8.21395	45.05616	40.28157	9.16236	2.88441	22.31193	6.90001	9.34470	9.30840	4.99239	41.77583	37.99892	6.02026	140.73667	1182.16740
6.93837	1.00000	6.60455	9.07139	54.54944	61.42798	10.87085	7.34654	0.53664	7.20050	7.81790	7.36157	2.79401	53.95278	47.88407	5.80621	32.86389	1191.80725
9.51645	0.00000	9.16549	5.35710	58.90943	42.05322	8.87856	8.70188	32.38515	6.40834	9.30527	7.71425	18.51453	36.64852	27.66114	7.73804	51.49621	1063.84457
7.44052	1.00000	9.56852	9.84821	43.22358	65.70330	10.70068	6.90652	4.14416	6.52878	5.61914	12.47252	4.60924	33.72255	49.46746	7.91489	-116.37697	1165.98838
6.05222	1.00000	8.62864	5.97309	39.99572	50.20544	9.34340	9.48375	29.33303	8.11917	9.57720	8.66731	3.43738	50.8	41.01985	6.78000	3.16667	1184.09776
8.92666		6.89220	4.04565	52.65591	53.87900		8.08521	16.80223	7.62231	4.88867	7.16872		48.73218	59.33482	8.07954	11.18709	1156.43880
6.59592	0.00000	8.06377	7.00348	28.45771	56.99165	7.87727	6.84942	16.93050	8.22041	7.92631	6.27057	2.04144	42.24113	51.51503	8.12672	-88.3162	1076.70034
5.83012	1.00000	6.83597	9.96644	46.67402	55.76931	6.50795	5.66214	20.75102	9.36378	7.95516	9.34043	3.18659	43.61092	41.92352	7.92282	3.87723	1181.52659
7.64300	0.00000	8.23360	4.10799	65.92109	52.93368	7.88115	9.83563	5.19873	6.83038	9.28247	6.41150	4.44933	-7.57897	36.34724	8.48506	112.23109	1074.50979
8.71668	0.00000	10.17789	4.95844	34.95188	39.80718	10.42529	11.26682	22.46294	7.30571	8.35822	6.52238	9.00151	23.5654	36.45942	8.19839	119.58627	1077.89089
7.63675	1.00000	8.47079	8.76409	59.72604	40.43252	6.10307	7.89173	16.42705	6.53715	7.76384	9.98533	5.12412	29.69221	60.73558	8.00299	72.54566	1091.23434
6.91901	1.00000	6.63869	9.04064	40.41666	64.35784	8.96744	10.11642	24.61005	8.67919	10.40277	9.52521	2.45627	-2.68333	40.03386	8.18056	33	1125.45193
9.18145	1.00000	8.66924	8.63326	45.50662	70.22878	5.53960	8.73370	16.15112	6.64196	7.15361	10.42179	14.43489	53.95278	68.08032	7.19732	32.86389	1062.34818
7.91840	0.00000	8.19406	7.94668	41.29110	52.99000	9.82106	9.62713	23.78370	7.08887	8.50578	5.57675	4.69965	35.06667	3.95627	6.79295	135.21667	1153.51996
8.37727	1.00000	7.17215	9.80158	58.02008	58.15223	4.71888	8.88315	10.89460	7.21729	7.98350	8.52667	6.72491	45.39402	44.60002	6.43671	9.29109	1055.86321
6.99839	0.00000	8.30487	5.22626	35.18659	66.52722	6.99218	8.20003	6.24542	7.79957	8.49644	4.38124	2.76971	34.9	48.85278	7.36050	137.5	1089.81535
7.21559	1.00000	7.49895	10.46008	51.17047	61.34349	6.54026	8.22369	29.26275	7.37353	8.29704	8.39870	3.01165	-5.85746	65.79753	5.51984	144.23058	1097.70504
8.17632	1.00000	5.77188	7.71357	54.99985	56.88326	8.37084	9.23699	17.57238	6.54322	8.19173	11.63049	6.74712	6.25947	57.21026	8.44573	102.05461	1088.28450
6.94381	1.00000	6.39010	9.63114	62.84958		9.51337	9.29714	3.16983	7.82836	10.28017	7.61659	2.67426	41.75338	66.28672	6.19456	-86.11084	1055.61109
5.78926	1.00000	4.51624	8.37050	47.45284	33.12692	8.06376	5.63986	12.58491	7.92725	10.85035	6.10438	1.84554	10.15031	20.92851	7.93085	-73.9614	1118.78960
7.03976	1.00000	8.27104	11.21465	51.05622	60.54025	9.41372	7.93300	21.45061	9.11338		7.21811	3.26390	53.30972	45.29243	7.76644	83.62389	1165.15603
9.26744	1.00000	5.29497	9.76313	57.62444	45.83523	4.25607	7.48361	18.05738	5.58497	7.82651	8.13549	14.86412	6.33444	66.09546	8.00638	124.95278	1069.59834
7.17924	1.00000	5.32378	7.55559	90.68868	41.18870	4.85535	5.49677	8.40226	7.30134	11.01577	11.48276	3.48978	50.7236	30.32162	6.67982	-3.52751	1139.38799
6.50461	0.00000	5.60148	5.52774	54.40793	52.01713	8.03040	8.04213	13.52764	8.63935	5.73098	5.50705	2.43672	42.8139	45.58320	7.79216	-1.64295	1051.30839
7.71220	0.00000	8.58005	6.06386	42.71918	42.57671	7.43673	7.04493	16.04545	8.07793	8.33898	5.96129	4.15327	41.27621	24.64431	6.70961	-72.86843	1104.33938
6.79298	1.00000	5.79238	9.67198	37.70687	52.03747	8.36920	6.30890	4.72244	6.60013	7.27871	4.62054	3.23628	45.39402	73.78641	6.56286	9.29109	1160.34161
7.11310	1.00000	7.76751	9.91027	48.42344	53.24844	9.18145	7.27801	16.03673	9.56801	7.26153	8.37726	3.02401	34.9	53.74085	7.72328	137.5	1083.81656
7.93507	1.00000	7.16960	11.26294	50.13728	39.47213	7.74452	8.99366	0.98875	8.75604	10.16029	6.37571	6.31619	52.4581	57.32659	8.06533	13.28702	1128.71633
7.26649	0.00000	7.65773	4.73271	48.96452	67.12004	8.30140	9.50992	30.77057	8.02180	8.90010	6.73050	2.91882	22.10194	60.32711	7.24246	85.37752	1198.88559
6.81570	1.00000	3.32474	8.47614	54.82930	42.16770	4.29963	8.70571	11.36936	7.88372	9.01423	5.57332	2.88234	34.31	69.24561	7.37893	-2.16	1087.12612
9.74863	1.00000	3.13792	7.25088	50.49274	62.09042	7.67609	3.16945	12.14614	8.82183	12.75918	7.82318	23.69082	49.28669	52.39886	6.13373	1.00288	1098.70392
7.70225	1.00000	4.78138	7.69272	60.89633	63.51211	7.26934	10.62075	10.67454	8.81278	10.34984	8.82232	4.63826	47.56494	35.81177	8.18620	31.33078	1134.39905
7.36108	1.00000	8.38437	9.92512	62.77273	50.83642	10.51760	8.12456	18.41494	6.36678	8.19335	9.82824	4.83256	54.60528	29.65198	7.84454	18.34717	1110.52836
7.42381	1.00000	6.72154	8.60471	48.12428	63.91442	6.41946	6.30520	24.56878	6.74654	8.87326	8.74223	4.15322	-34.88422	48.36004	8.29295	150.60036	1139.26325
7.81055	0.00000	8.57130	6.52753	36.46863	57.24065	8.67769	8.47920	7.72488	6.60517	8.39924	5.79043	5.01476	45.39402	61.15836	8.62503	9.29109	1068.20343
7.60347	1.00000	4.21304	7.54410	39.86246	61.19781	8.79442	9.31965	16.63878	7.88748	9.78829	7.02459	4.56248	-21.44236	41.42245	10.02168	27.46153	1147.59605
6.40442	0.00000	7.01558	5.15415	39.90561	62.10157	6.78997	7.88812	14.80353	8.41374	9.07664	6.28755	1.69596	42.4251	56.25696	6.60090	-71.06616	1059.02042
6.28274	1.00000	6.62197	10.81454	27.50630	34.28803	7.27875	9.38860	13.54074	5.10201	10.35844	6.58312	1.74469	44.43579	49.96067	8.60989	26.01649	1157.78160
8.30729	0.00000	6.00654	6.34708	48.26606	35.17529	9.23625	10.27044	9.81668	6.78437	4.68983	7.40496	6.60330	9.92787	54.81815	8.36216	-84.13722	1080.04941
7.85373	1.00000	7.33527	8.63802	56.03916	45.23863	13.20223	7.27315	3.09155	7.63053	7.29553	10.17872	5.10164	51.39323	53.41375	8.36825	0.47713	1194.51007
6.75055	1.00000	7.60226	8.55838	67.77241	39.34724	9.11746	3.37926	19.80166	7.91951	8.40944	8.68379	2.68664	42.58342	29.20342	8.65066	-71.8023	1083.25857
5.59217	1.00000	6.59854	8.82539	55.37583	33.59938	5.52783	6.13888	25.77599	8.34909	8.73599	9.91824	1.94029	29.21399	41.34105	7.37777	78.95693	1141.05955
6.61414	1.00000	8.06747	9.67808	61.37307	82.36123	9.10186		2.58328	9.95964	9.91376	10.31106	2.94133	35.61452	46.33997	7.75668	-88.81395	1184.80717
5.56673	1.00000	2.56890	9.17649	49.49997	39.22176	5.13499	7.47501	11.91372	6.05174	9.42267	5.15486	2.36719	43.11667	66.51960	8.11855	1.6	1167.84668
7.90331	0.00000	9.08703	4.38302	42.58643	55.76335	9.00071	10.23897	28.67289	7.88726	9.05059	6.84572	4.70106	54.58048	47.63926	8.25875	16.86194	1116.64485
8.51806	0.00000	7.40399	5.85495	58.97654	34.04618	8.65863	8.52287	10.01659	7.99859	6.99965	6.22103	9.66630	-34.74785	68.27188	7.46283	-58.70072	1080.02030
7.13789	0.00000	5.90042	7.34617	54.99176	52.24525	12.34617	9.56781	18.74514	5.33753	6.42274	5.61150	3.33570	39.12074	56.50742	6.82495	27.18052	1184.47967
7.39265	1.00000	8.04729	9.20081	41.78714	53.35931	6.78611	6.80098	14.92404	7.51412	8.28220	10.41808	4.33754	11.12018	60.79034	8.39685	76.11996	1150.98207
9.25043	0.00000	5.95297	5.21088	49.75608	37.63333	10.37446	9.58977	16.19602	9.21522	4.21070	5.79005	15.65570	50.76306	69.10138	7.67525	-1.29772	1058.78010
6.45516	1.00000	6.49140	8.80228	31.71514	35.77989	9.86774	6.59449	6.79766	7.40171	6.06216	8.85592	2.64062	38.45598	74.11125	7.84143	48.87498	1139.38056
8.06878	0.00000	7.21424	8.55584	68.04290	27.70638	9.53687	8.94323	18.74045	7.06413	9.38799	6.50936	5.65176	22.49396	63.79662	6.51308	-105.36369	1080.22540
10.04632	0.00000	7.08788	6.94415	48.75171	70.10427	8.56491	9.46977	20.73449	6.09254	6.95318	6.78136	32.34304	33.78333	62.37901	7.39030	114.51667	1061.60549
7.20886	1.00000	6.84505	9.02913	62.06445	62.91130	10.34403	7.07336	7.94149	6.43408	7.01940	8.55090	2.97817	49.41029	51.23130	9.45962	38.15035	1058.06322
8.35409	1.00000	5.53383	10.33735	37.89409	57.64516	4.88964	9.04335	12.45062	5.81397	8.01745	8.24963	8.44371	28.15112	48.10055	8.48976	-82.46148	1139.71278
6.82121	0.00000	9.34582	5.46876	47.32861	39.33842	7.51445	7.97758	7.12549	7.33145	8.27086	4.06390	3.08450	28.54944	62.52256	7.74326	-81.77285	1059.79328
9.31409	1.00000	3.77685	8.71946	54.27159	55.27956	6.84573	5.57948	23.81741	8.13630	9.96899	5.72544	16.51017	18.87813	34.42909	8.24646	72.93924	1122.47382
7.61353	0.00000	6.56199	4.15836	37.15284	25.82280	7.27263	8.75725	13.11441	7.56798	9.30520	8.16760	4.32768	-3.20333	42.08238	7.27476	-52.20639	1126.81291
6.36836	1.00000	7.16741	9.69607	38.30488	60.79846	4.60324	8.61607	12.18963	10.20248	6.87915	7.67745	2.20969	41.48199	45.91427	5.55174	-81.79819	1089.61447
7.39873	0.00000	6.19750	6.52322	51.21010	58.18215	9.57155	8.50010	25.97463	8.17918	7.07471	5.24176	4.54392	45.35	63.73798	7.43948	126.28333	1116.63363
7.95059	0.00000	9.31560	7.05752	71.37764	61.72917	11.23055	10.86722	5.82527	8.00126		6.82722	5.36751	34.25628	85.68088		-78.04471	1110.37102
6.48007	1.00000	7.06645	8.22718	68.26746	64.55233	9.92405	8.99936	10.65581	6.75007	8.37645	11.37092	2.17874	40.72371	68.02990	8.53201	-73.95097	1133.02635
7.75290	0.00000	6.39982	6.94680	32.24473	74.70481	7.08988	6.98577	8.23722	7.12690	8.34083	6.80732	5.99509	42.55308	46.38552	7.80894	-87.93341	1053.98084
6.70821	1.00000	6.85058	8.91534	44.65244	36.11667	10.90854	7.30334	11.83699	6.24900	7.05498	9.73214	2.61952	55.38752	44.32763	8.95293	36.73307	1156.04613
6.36027	1.00000	5.04359	8.85607	25.51524	56.91625	8.45309	8.60930	12.16086	8.87097	9.65863	5.60401	1.91327	-54.8	57.26535	6.46853	-68.3	1174.62500
7.71520	0.00000	5.48619	6.81647	44.12447	51.95782	10.88620	9.54182	19.59013	7.21487	5.95685	5.00178	5.67009	39.32288	36.68625	8.45242	-76.72803	1154.75995
7.52668	1.00000	4.11013	7.21400	67.55606	39.33493	8.40487	9.99242	6.71703	7.74378	10.04504	8.01111	3.96356	36.76775	30.24649	8.04464	2.95924	1147.95377
7.45377	1.00000	4.67623	9.11704	58.62783	70.51739	6.35477	6.11577	22.94095	7.81778	8.71239	6.98509	4.44705	-8.66667	60.74785	9.44595	-35.71667	1112.32686
7.23620	1.00000	7.01297	7.41698	42.86264	50.23791	6.49157	5.85592	-10.07450	10.66311	11.11278	9.90654	2.50837	12.04161	39.01181	7.74207	75.35927	1075.78789
7.45592	0.00000	9.79816	4.63410	30.85439	45.28152	9.96893	10.52734	3.38964	8.26245	9.60598	7.04850	4.62950	17.30858	47.41128	9.20466	97.01124	1138.44850
10.77364	0.00000	9.35540	8.16021	45.30869	40.50033	8.63503	7.86865	-8.41890	9.34348	8.05788	5.19076	65.00085	7.06273	62.06696	8.68005	-1.4001	1112.05046
9.44794	1.00000	6.03215	9.21132	71.49082	43.47101	6.78301	5.87133	26.30162	6.84693	8.91281	8.60737	18.08247	23.5654	35.60976	7.54147	119.58627	1097.00063
6.85709	1.00000	6.48668	9.42968	31.67564	49.27152	8.62867	8.58030	4.59603	7.26090	9.04775	8.29816	3.17772	35	66.96301	8.83180	136.51667	1070.01334
7.08672	1.00000	4.84444	7.08581	39.11234	38.14305	10.30222	8.57138	19.01571	6.03170	7.99850	10.57308	3.86848	55.39485	44.40964	7.25291	43.83992	1131.21744
8.84900	1.00000	2.30853	10.61647	40.81875	53.50195	3.41133	8.54539	4.74696	7.89536	7.85869	4.35432	10.63935	40.37528	64.53918	9.07024	28.88222	1199.13791
8.23470	1.00000	6.93130	8.16184	62.85714	51.24799	8.50277	3.98353	31.65583	7.71650	9.83729	9.71802	6.13966	21.01858	28.55681	6.30457	-101.2591	1084.97085
8.13217	0.00000	9.77249	8.42660	62.77905	32.80875	10.08979	9.37155	13.74037	9.52683	7.75438	3.67518	6.21189	48.73218	56.05112	8.42702	11.18709	1165.28105
7.06929	1.00000	6.47349	7.65249	42.12850	47.04821	7.99569	3.67714	18.76436	7.54760	9.92140	8.98214	2.67193	36.6009	28.58363	8.87206	126.665	1170.21124
8.56350	0.00000	7.81143	4.32881	42.02457	70.77970	8.04137	9.11312	7.85939	8.00851	4.98158	7.03122	8.00190	44.31771	61.98605	7.55889	9.32241	1183.54437
8.45998		9.66709	6.94408	45.34850	64.80364	9.71445	9.59101	12.94365	8.33797	9.36731	5.58275	7.14317	12.25282	40.76088	9.06340	79.41727	1065.36673
7.50587	0.00000	6.96757	6.83110	52.31470	35.98907	8.11671	8.39240	17.72448	7.63438	9.43564	8.72990	3.54905	57.14369	23.70930	7.71528	-2.09814	1192.78642
6.14663	0.00000	3.46648	7.68912	47.98618	48.35552	11.87147	8.48416	6.41178	8.80037	6.16035	5.44399	2.34536	37.56667	56.59661	6.27476	140.11667	1168.96145
6.40078	1.00000	6.90257	11.63467	43.34315	57.85667	4.01216	10.41715	28.55148	6.81605	3.78058	6.38866	1.75796	-19.65	31.65859	6.63605	47.31667	1152.35685
7.67616	1.00000	6.10521	8.31965	41.89212	65.69219	8.22110	9.40040	13.98906	7.42396	8.85004	10.82669	4.20281	25.6439	53.36112	6.07775	77.9129	1099.23764
8.52319	0.00000	7.02681	5.03632	75.76497	65.98877	9.89835	8.09278	15.44900	7.02238	6.50359	4.16258	7.56660	33.37526	59.31170	7.87650	74.3092	1104.40361
6.02354	1.00000	7.56907	7.44619	32.76365	33.39288	8.20432	3.56122	21.56879	7.42608	8.56959	9.09996	2.46089	43.86682	49.35306	6.63036	-79.2663	1176.77401
8.34865	0.00000	10.24880	7.24191	65.30649	43.08136	9.26206	8.73105	20.53722	7.71108	8.65817	6.29397	7.11633	33.35283	27.81612	8.02696	-111.78903	1069.23572
7.23858	0.00000	7.58909	5.69384	51.89036	48.27789	8.43014	10.21179	28.43608	8.12879	5.12359	6.82802	3.23766	68.79833	47.61302	8.53873	16.54165	1120.03743
8.32325	1.00000	9.04229	10.12615	61.84965	55.54605	9.66100	6.86345	19.28291	7.24768	5.78331	12.30297	6.49087	42.819	50.79401	7.01670	47.1192	1083.16228
5.92031	0.00000	9.57354	7.30009	28.82509	69.07895	7.76229	5.33620	16.66711	7.79376	8.85914	6.37783	2.40912	-5.41667	51.89563	7.42316	38.01667	1180.30181
8.70290	1.00000	6.20070	8.77504	58.64286	46.16906	8.07445	6.43958	7.67428	8.36992	8.64312	9.46802	8.80858	-28.24	54.62256	7.03520	-48.67028	1101.73966
9.23770	1.00000	8.55446	10.85166	38.96050	57.90893	9.52242	7.47299	-14.79005	8.86022	7.62405	8.43589	15.04040	22.83957	39.12149	9.15411	91.84128	1074.79723
6.89630	1.00000	4.66735	8.75028	32.04164	56.89709	6.85798	5.42917	1.98770	8.45183	9.03114	5.85456	3.29585	51.42708	45.53751	6.75925	-0.91979	1149.11534
6.82069	1.00000	5.11901	8.73389	27.86650	54.08899	7.53031	4.76056	16.54761	8.02448	10.57991	9.07778	3.16429	12.35275	38.17426	6.58077	121.06761	1104.05731
7.26510	1.00000	6.89680	9.59575	25.28616	71.60912	3.63304	9.64140	-18.13915	8.20113	7.64923	10.59984	3.10304	-4.24444	45.65359	8.11409	-42.29444	1152.96903
6.76318	1.00000	6.92112	9.60720	34.57844	30.82057	6.96193	7.39891	20.99138	8.92638	7.38068	7.51849	2.56180	35	42.18200	6.52626	136.51667	1085.00726
7.60802	1.00000	6.65325	9.79669	32.77498	57.56867	8.10391	8.25002	16.06021	8.94610	8.17961	8.07850	4.90181	56.56317	52.30676	9.29269	-2.58736	1182.99801
7.07473	0.00000	6.09467	4.13004	39.81552	66.39126	5.55610	9.36369	17.23596	8.50061	3.13906	7.50770	3.52569	34.56861	39.67071	7.77697	105.89333	1183.39014
7.22952	1.00000	7.93472	10.93875	72.55719	52.67200	7.68316	8.35712	17.65041	9.70026	8.63583	8.14309	2.67289	37.95143	58.86617	9.59443	-91.77127	1121.58355
5.46400	1.00000	7.54090	6.58857	50.37439	38.30087	7.17903	2.58568	13.76481	9.10894	10.71121	11.78057	1.22812	47.46657	40.90489	6.12770	84.87144	1135.18757
5.60898	0.00000	9.24812	4.89957	42.12872	51.56355	7.98576	9.52590	18.53225	9.09421	9.19322	4.70468	1.41407	17.54907	66.07451	7.55227	82.85749	1194.32622
6.57368	1.00000	5.60608	9.16254	33.56249	61.25244	6.07358	7.01893	32.00503	6.98227	7.98196	6.76385	2.37566	-21.205	44.45261	7.46836	-41.88778	1174.58310
9.47993	1.00000	5.49414	10.06184	67.08242	47.69489	7.28704	7.07793	6.04239	10.69246	7.58854	5.84699	18.60924	42.55308	57.74053	8.88157	-87.93341	1185.52611
7.90453	0.00000	7.10594	4.28078	67.26997	26.72906	7.13158	8.88807	18.15837	9.07366	8.98236	5.50785	5.18398	51.65	48.58237	8.33783	-0.2	1119.72339
6.18046	1.00000	3.56434	10.23255	53.60585	68.86925	4.34018	9.20414	24.73806	7.98556	7.29014	2.98942	1.92995	51.24197	47.82419	7.66463	4.82313	1100.04865
6.26949	1.00000	7.16706	7.70580	25.86007	55.05273	6.82575	4.95216	18.29536	6.10196	10.68295	10.21499	2.86023	34.5624	60.19857	6.73847	38.28402	1192.19164
7.38322	0.00000	6.17751	7.01123	51.06508	59.50652	8.82963	8.49999	24.81056	7.56667	7.50732	5.52991	4.28362	18.87813	36.64820	6.81061	72.93924	1151.12243
8.91874	1.00000	6.66784	8.15577	38.43868	42.30394	11.88522	6.16281	6.90113	7.75446	5.36998	8.81996	11.17424	8.88649	33.97122	7.52814	2.59753	1170.77942
5.55340	1.00000	4.15620	6.92131	44.56654	54.87261	7.24752	13.13751	8.71598	8.69195	13.13537	10.17893	2.19650	8.43333	55.53329	4.14609	99.96667	1107.88999
5.60173	1.00000	6.09836	10.08274	48.76478	46.51755	6.98745	8.71159	23.82128	8.22552	8.81191	6.88564	1.83772	-1.9487	53.81858	7.12439	30.4347	1066.89846
7.96048	0.00000	9.19375	5.47827	46.45167	57.61586	6.29856	11.29191	16.33114	6.89710	4.62726	10.73029	4.50266	41.16704	56.36457	8.06066	-73.20483	1146.51224
7.56416	0.00000	5.43262	7.22257	53.71392	44.53535	8.18172	10.24377	17.49260	8.32790	4.86466	8.70496	3.92832	19.30157	59.03106	7.33858	72.85107	1081.51122
7.42343	0.00000	9.34964	6.38244	23.64237	49.16494	9.99798	9.83899	9.19985	8.02288	9.16061	7.55212	3.70574	54.84444	46.86296	9.38636	38.16694	1149.75269
7.36234	1.00000	5.16957	7.72194	48.45393	62.43370	10.46430	8.06838	16.37476	7.53379	8.57443	6.93702	2.94926	45.16024	41.74876	7.04069	-93.08883	1050.38201
8.06749	1.00000	7.44453	8.48412	58.01385	45.54425	7.32436	5.35110	4.02185	8.26429	7.44373	9.29878	6.39316	52.4581	55.72786	7.41256	13.28702	1135.27192
8.54801	1.00000	6.23738	9.19678	38.61781	72.38628	6.21745	7.37078	13.25119	7.26123	8.46706	7.49976	8.68687	6.25947	62.53316	6.85972	102.05461	1196.86577
5.94885	0.00000	9.48269	4.99085	31.56020	65.71227	7.56593	7.75088	11.81305	7.06258	8.56304	6.90808	2.07374	50.75	61.19944	6.88602	2.25	1054.57777
7.37232	0.00000	9.36062	2.82322	51.33004	53.57915	9.16404	11.80148	10.64836	8.49438	8.99554	5.59157	2.98358	35.61452	46.18007	5.65765	-88.81395	1149.65419
7.67154	1.00000	6.02207	8.40717	60.12014	31.18072	7.19001	9.14381	10.24451	7.08268	8.23559	10.15595	5.26736	-10.90889	61.19856	7.21190	-37.03861	1116.32961
7.79718	1.00000	3.18753	9.64653	36.81367	51.81597	7.28792	5.60488	11.47243	6.47419	9.52609	6.02891	4.20614	6.46346	55.62981	7.26427	-2.31938	1173.34912
9.54438	0.00000	10.45081	6.05849	70.64969	46.97626	8.45803	7.50218	-1.79667	7.74783	8.25936	5.89287	19.82462	-1.9487	40.25042	7.77400	30.4347	1158.91721
8.62898	1.00000	6.07442	9.71031	50.57398	55.63651	6.82724	5.91973	28.87511	7.08936	9.11812	7.44952	9.52455	41.55815	56.54533	8.84651	-73.0515	1118.84963
6.97816	0.00000		6.15361	55.31199	54.16777	9.72194	9.96309	13.30357	7.88193	9.82378	7.78719	2.50849	18.00747	46.27432	8.32085	-76.78319	1155.69317
6.82075	0.00000	5.25249	5.48441	50.13899	30.07932	11.19017	9.20284	15.30020	6.78390	4.15097	7.05668	1.77221	-34.64167	65.43124	5.88704	-60.47389	1050.98859
8.03038	1.00000	5.15780	8.46366	50.73440	34.04310	8.60556	8.61121	6.76836	8.28827	9.05597	7.17298	5.24717	-5.85746	58.03793	6.80782	144.23058	1142.34374
9.05684	1.00000	6.44710	8.77611	53.45843	72.69857	10.96340	9.52209	18.73477	7.02255	10.16043	9.12125	12.58115	18.00747	50.33447	9.94996	-76.78319	1106.69877
7.76090	1.00000	6.33555	9.46029	41.78216	53.73025	5.38104	10.69994	10.69480	7.45302	10.23650	9.45991	4.95583	42.8334	29.80682	8.24696	-80.38297	1093.33202
8.10987	1.00000	5.47172	7.86606	40.47325	56.12801	9.93211	7.74865	28.07003	7.01778	7.51127	8.85252	6.51962	-19.65	62.51546	8.60347	47.31667	1198.60060
7.14161	1.00000	5.64930	8.41921	33.32106	49.25397	7.27999	3.81885	4.27008	8.50460	9.27586	8.79960	3.94697	39.46667	40.83842	8.13932	141.95	1195.60471
5.84875	0.00000	6.94190	6.37169	49.80263	69.67845	9.86399	8.44137	23.59077	8.07804	7.44163	5.60591	2.08828	46.32313	45.26707	7.54083	-0.45877	1142.56779
7.20304	1.00000	6.35265	9.32558	43.63590	51.10709	6.40310	5.46125	18.85109	5.72620	7.97994	8.62264	3.31759	21.28306	58.58794	8.85281	-89.66123	1052.81255
7.89250	0.00000	5.71500	5.88545	43.34711	48.86378	7.56651	8.26666	17.17613	6.95321	6.04523	5.99283	4.49409	57.14369	49.41290	8.34452	-2.09814	1191.47524
6.96061	0.00000	7.42055	5.91732	53.60502	54.86969	10.22749	9.80828	-2.27467	8.41554	5.60347	6.82991	3.73349	33.54428	47.97866	6.76132	-84.23381	1141.65241
7.00518	1.00000	5.44529	9.28189	57.86476	61.24512	4.21147	8.42668	32.51345	6.79317	8.41574	7.85854	3.72273	49.68369	58.05263	6.66555	8.61839	1160.67445
8.24754	1.00000	5.50737	9.34704	40.95419	49.00985	8.12012	7.49862	27.25370	7.84678	8.30776	6.57334	7.27263	44.59445	39.02919	8.74619	11.04979	1188.60512
