PM2.5	longitude	TEMP	latitude	CH4	O3	CO	SO2	NH3	H2CO	CFCs	PM10	Pb	C2H3NO5	PRES	warning	PAHs	NOx
10.66059	109.22921	22.46436	34.65918	5.63191	5.62994	10.46238	4.84941	7.47181	47.57013	77.34116	5.93173	56.00459	4.80545	1138.23891	0.00000	7.71866	5.24264
8.85552	-91.73625	15.25513	35.25064	10.92830	7.46490	10.78059	7.00379	5.38045	61.50593	68.14503	4.09272	67.19636	3.21978	1105.70672	0.00000	6.92331	7.65749
9.06072	6.10237	19.30040	46.18396	6.40183	7.15281	6.75822	5.73359	6.15414	30.20103	72.76697	7.82908	65.85400	6.55420	1153.68036	0.00000	6.67583	9.76952
5.69992	16.91667	10.25534	-21.98333	9.35420	8.83899	7.80850	8.22986	10.59928	35.11407	55.56236	6.98411	51.20189	4.17248	1178.33370	1.00000	7.27041	8.46981
8.45419	6.83042	10.09420	6.15038	8.02943	7.68455	8.12019	10.34919	9.91650	47.85694	70.39553	5.91906	55.45193	3.91957	1132.98092	1.00000	6.21296	8.11353
9.57649	56.36091	13.24762	51.78771	7.13224	6.99790	6.82577	9.97594	8.31566	51.59778	75.04011	6.46199	32.23066	2.68185	1079.30491	1.00000	8.24442	9.26696
7.70958	-76.88442	3.88201	40.2737	6.10493	8.83091	6.80503	6.77590	6.69965	64.19470	73.72649	8.27465	48.01013	10.48164	1178.92256	0.00000	7.78956	10.34128
6.92329	123.89071	21.95184	10.31672	8.13506	7.22769	8.21035	5.33324	3.77970	36.52048	73.28404		38.73328	3.49403	1158.54224	0.00000	5.56876	4.82608
7.59919	-82.32483	7.43338	29.65163	9.90364	6.41753	7.30550	6.59842	9.87228	47.65883	92.43701	7.66672	43.05007	6.14414	1149.40587	1.00000	7.74844	10.10029
2.62059	51.67462	19.67863	32.65246	11.00469	8.58344	11.01578	2.82300	7.73116	40.48522	79.73225	6.95401	28.20900	4.14536	1188.83066	1.00000	5.42656	8.73319
8.16393	-63.90389	10.20578	-8.76194	11.71505	7.93199	8.60530	9.50423	10.04759	39.24141	79.18918	7.21300	42.10400	5.58621	1182.61018	1.00000	6.75471	7.10911
4.19881	-2.98884	19.94609	43.32686	7.87800	6.65997	10.34813	4.66243	7.80608	41.14783	67.92853	6.73037	71.27443	4.49082	1109.89214	1.00000	7.50362	9.76149
10.68296	17.10558	8.51839	61.72744	5.74147	7.35211	9.68713	3.77649	8.10003	66.77293	83.82288	6.14281	43.88528	4.51643	1076.52579	0.00000	7.03682	6.45750
6.05981	-94.41551	9.68695	39.09112	7.17070	5.63942	5.74749	5.79131	4.68754	37.68958	67.04626	4.56300	57.24689	1.57644	1122.86933	1.00000	9.14437	8.80190
7.52011	4.07601	21.34059	50.88506	4.85783	7.33965	6.72167	4.58743	10.24303	50.21579	86.94365	8.59147	54.97676	13.37910	1158.56729	0.00000	6.92421	10.88104
9.88293	51.0193	8.40541	35.6803	8.11627	8.37750	7.44357	4.83100	5.86378	55.30916	57.90096	7.14133	61.26477	4.13674	1070.22829	0.00000	5.80513	7.07966
11.35233	20.91361	15.94113	41.92361	9.18688	8.66379	7.74924	9.25606	4.71669	21.00894	70.05831	6.32329	80.60018	2.57106	1139.31711	0.00000	9.18986	2.44554
8.34314	-5.55835	8.18448	42.64685	6.64480	5.76014	7.94134	6.96881	6.25032	42.27285	62.63899	7.30079	47.44332	5.29490	1056.11191	0.00000	7.22528	8.74139
7.52519	-82.45426	-1.04593	27.09978	9.53853	6.63220	9.80843	8.63380	8.57484	45.70172	81.16267	7.25964	67.33108	5.86891	1134.10180	1.00000	6.54546	5.93804
7.14215	129.96972	1.41123	33.4425	4.90242	6.16576	7.92900	4.59086	11.84264	51.21782	85.44717	8.65710	49.47149	17.24213	1064.89603	0.00000	5.25440	9.79180
7.94537	109.22921	1.92353	34.65918	7.84302	6.63876	9.10717	7.07178	6.58285	56.35956	84.76888	7.45569	66.16593	5.89891	1155.19007	1.00000	6.69401	10.12774
8.58557	-73.81669	4.45939	45.44868	8.59790	7.64296	8.29967	6.84144	6.13064	30.46025	76.35784	7.10233	55.32494	5.28367	1186.66959	0.00000	7.56179	5.38367
10.52594	-2.58736	-5.68069	56.56317	7.18500	5.65931	7.06790	9.45983	8.68806	33.71752	79.13831	6.90730	61.72326	3.70127	1077.16963	1.00000	6.51938	11.78811
5.09899	7.20769	14.67019	50.80019	8.20133	10.17459	8.01337	5.85344	5.38933	47.69860	91.31910	7.65455	43.92413	7.08102	1114.50805	1.00000	7.70367	8.14161
8.09519	117.65694	2.00862	36.19278	6.70047	7.63076	6.46427	4.78728	6.72176	67.66732	75.10855	6.36287	38.61429	4.02205	1099.14506	0.00000	8.18978	5.36094
2.07853	-88.31476	23.72775	36.61033	10.29500	7.15914	10.45215	2.62436	7.72600	28.00983	77.33126	7.18132	55.94673	6.47691	1053.77079	1.00000	6.35691	7.80985
7.08604	111.4834	15.30397	65.93381	11.11507	7.79518	10.26889	9.52241	9.55133	40.36783	68.16680	7.30671	46.50716	4.33831	1079.40678	1.00000	8.01227	5.69691
10.45384	2.44892	-5.43315	48.98693	10.12008	6.18984	8.13695	9.68079	8.09286	55.88029	71.90689	7.74593	55.10834	5.67003	1056.35723	1.00000	6.84622	8.56877
4.25975	5.4584	23.24765	43.32393	8.55682	10.09939	7.19450	4.96420	5.36579	36.47015	79.88341	7.23315	54.01458	4.13288	1114.78101	1.00000	7.01666	7.86707
7.56058	-118.03917	8.48779	33.95015	3.75430	8.79294	7.39041	3.93775	11.30838	57.00453	80.61255	6.99180	53.46759	5.27720	1172.62403	0.00000	6.72486	10.43953
4.43794	5.16108	41.56479	48.77275	8.54302	6.77325	7.64091	5.47714	5.12825	46.17231	75.43603	7.74391	63.06175	7.13427	1050.27643	0.00000	8.26129	8.37400
10.77664	-87.70172	18.82601	41.72059	6.82829	6.41739	6.67299	4.68215	4.99642	60.19974	72.05233	7.52435	65.92515	5.60720	1096.54905	0.00000	8.99384	9.06098
7.44307	78.40102	13.08958	27.9247	6.85510	7.85891	6.43333	8.55075	5.35492	55.42879	81.42956	8.29400	59.91141	11.32648	1055.11049	0.00000	5.28122	10.08872
2.34546	-50.19556	10.32336	-19.72806	6.36695	6.77618	10.61901	3.68057	8.23240	78.97004	68.38317	7.21413	56.67297	6.20403	1089.81479	0.00000	7.34003	6.41585
8.08771	137.5	3.84034	34.9	8.54173	8.14543	10.04219	9.44103	8.11958	40.10493	69.15803	7.75964	39.88432	7.13234	1176.07974	1.00000	6.57743	4.97152
8.08837	139.07204	27.04926	36.24624	9.06027	6.40998	7.65014	7.15514	5.11112	64.75917	79.52459	7.44929	41.59158	5.83306	1068.22004	1.00000	6.46873	7.91577
6.10306	44.02488	-0.96043	32.61603	4.37972	6.21822	9.92868	5.72404	12.69935	55.41205	83.76265	7.75284	33.66320	7.52201	1101.94688	0.00000	6.49159	8.32565
7.64512	-86.11084	9.24019	41.75338	7.83164	7.86188	8.21572	7.34818	7.65546	55.97098	78.97028	5.95260	38.46164	5.00034	1098.20953	1.00000	7.32277	9.65686
8.93998	-77.37331	17.29643	37.60876	7.01366	7.38479	8.44719	7.88044	6.99358	54.11872	83.26676	5.67521	71.60991	3.26923	1058.66439	1.00000	5.80827	7.31630
8.73728	-73.25383	27.10828	-3.74912	5.02308	8.47352	9.45301	4.81213	9.83547	48.54472	65.70374	6.95016	40.15679	6.23747	1085.60515	0.00000	8.54700	7.50376
6.75205	-4.0573	7.91811	55.82737	7.30426	6.46134	11.97695	7.46821	7.67129	65.08758	76.74784	7.33853	31.26067	5.94073	1092.81857	1.00000	6.61195	9.38313
11.04780	-102.04897	-2.06349	19.64745	10.00629	7.52414	8.69845	7.05460	7.33171	53.20131	82.20608	6.21423	48.65460	4.53253	1066.69304	1.00000	7.05360	7.97528
10.39979	6.9747	2.96701	50.82709	7.61859	8.22326	7.95929	11.02407	8.61100	44.26585	88.46251	5.83006	53.00182	3.09725	1151.00665	1.00000	5.67524	8.44385
8.24463	68.75915	26.99037	27.52948	9.16169	5.75053	6.49901	5.56381	8.73285	50.65053	88.29565	5.60969	71.90019	4.07750	1172.66473	1.00000	5.74299	9.95786
7.50762	0.57856	11.61187	40.70995	7.36480	7.05228	8.39746	9.19788	9.76300	37.23544	73.57681	7.60158	54.04774	8.34073	1062.80352	1.00000	5.98216	9.26802
10.71808	53.26023	22.40968	54.39304	6.60266	7.97235	8.73410	7.77283	6.29532	58.04773	75.56155	8.17897	72.35799	9.46007	1086.67957	1.00000	6.93782	10.46698
4.56791	-68.30472	16.77676	9.91861	7.53829	8.52254	7.44889	5.16094	4.99667	62.44651	89.35541	7.48077	37.82039	7.03969	1051.34725	1.00000	6.56159	7.30073
9.65965	-61.51889	25.47288	10.66668	6.44131	7.82246	6.99515	5.88963	5.13365	47.85489	86.77009	6.64129	58.74468	4.31085	1171.45410	0.00000	6.15837	9.16677
11.84282	-72.86843	30.77277	41.27621	6.93559	6.61738	8.27813	5.82064	4.87114	38.53798	77.18246	6.56059	43.92129	4.08949	1051.76416	1.00000	7.12686	9.78172
9.09285	4.82313	8.66785	51.24197	7.28777	5.80143	9.72847	10.05659	7.21081	55.35412	77.70616	8.58569	40.56099	13.25062	1156.71294	1.00000	5.46006	7.39649
8.05021	13.58357	23.95155	-1.63333	7.51109	5.25990	8.01334	4.78501	6.77730	39.85252	85.17430	7.45430	63.26498	5.74603	1120.50791	0.00000	6.57521	6.51299
9.92095	8.4493	-1.39643	50.09019	4.68559	7.21445	11.40954	10.33046	5.95162	34.62898	78.09243	5.86513	55.75378	4.69644	1108.99901	1.00000	6.62344	7.08343
8.22529	-73.20483	-2.09715	41.16704	7.44990	10.12043	8.87268	6.78305	7.11064	39.83594	73.82961	8.35587	65.52714	12.60278	1124.96558	1.00000	6.90278	9.73713
5.20602	142.45778	18.84755	44.35056	9.47117	9.19236	11.30906	6.78011	5.45949	70.84019	73.61353	7.24317	43.48172	4.97826	1150.73272	0.00000	8.11610	4.55448
5.08276	-83.2321	16.84998	33.08014	5.34920	7.00803	10.30084	5.45934	6.84915	46.33113	70.56752	5.75435	49.38747	3.42594	1199.85789	0.00000	6.43020	7.92149
6.79784	74.3092	0.77647	33.37526	6.49208	5.92601	7.83419	6.41727	5.66967	51.64973	73.82244	6.78238	45.95580	3.83555	1100.81859	1.00000	7.49825	8.91787
9.02510	-72.97261	22.07308	43.61062	8.21619	5.65311	5.09362	10.80850	11.54215	49.81619	78.81538	7.65614	55.65490	7.14718	1067.38481	1.00000	7.75785	12.56657
8.28330	13.57661	23.63751	37.31065	5.28875	6.51259	7.44589	5.35417	8.47113	62.67542	77.05096	9.60731	56.54140	33.21829	1118.74194	0.00000	5.54075	9.62330
6.58575	-115.98391	27.16977	36.20829	4.84265	6.24544	9.63054	7.15857	9.78125	45.90829	78.60660	4.82358	44.76997	3.25860	1145.20930	0.00000	7.56105	8.12245
6.54353	39.28333	2.12076	-10.33333	6.49043	7.28990	8.18315	5.60173	5.72574	42.79608	77.84278	8.14923	39.31864	10.16389	1108.80409	0.00000	8.62900	2.38760
8.73440	70.91106	19.58026	29.38242	7.19065	5.98189	10.18884	5.81952	5.47602	62.25451	68.90071	10.23971	38.05474	58.14453	1077.64477	1.00000	6.14780	8.20648
4.41776	-120.43572	29.49987	34.95303	9.11274	6.20794	7.72746	5.31208	5.70612	40.26403		8.21375	45.21004	10.64426	1120.16508	1.00000	7.34803	8.68185
8.11998	-96.72365	9.13126	17.06542	8.38875	7.01012	8.30617	5.69842	6.08339	57.04747	90.43685	7.29395	58.95380	5.75065	1199.04626	0.00000	7.96203	6.06915
5.38307	139.6853	11.91460	35.815	10.20959	7.21324	5.95765	4.17220	4.69925	51.97248	65.93890	5.25431	65.72591	4.10693	1068.71503	1.00000	6.29000	8.64059
9.19194	-94.74049	11.02386	32.5007	7.73717	6.83934	8.11066	5.52794	6.56091	47.19486	72.10645	6.07732	32.67204	2.88947	1067.51881	0.00000	7.31333	6.23318
7.64754	68.11759	11.04312	26.9423	7.22078	5.70718	8.86031	4.60879	5.72221	49.21850	75.27872	7.91829	41.76322	7.96420	1096.67424	0.00000	7.94036	
4.54975	24.6522	25.47133	60.2052	7.60336	5.61214	8.67093	5.13123	7.18044	57.03172	72.34964	6.46527	36.07632	3.23252	1056.12484	0.00000	7.37649	5.73558
3.93491	-81.56929	22.04346	41.55838	8.59937	6.45967	5.17710	4.07361	4.51216	48.46068	64.41311	6.73230	44.80763	2.65777	1188.98102	1.00000	7.91188	8.78754
6.51817	123.33471	22.01747	8.56697	8.17344	7.84601	7.88929	5.60380	6.07005	77.21118	85.98360	9.12474	44.31217	20.59939	1180.99637	0.00000	7.24622	4.90461
6.79871	-1.47217	-0.78759	53.46506	6.51495	6.92639	9.76635	7.93245	8.28913	49.86235	84.16124	5.98782	45.29370	4.38062	1087.69018	1.00000	6.34983	7.22461
7.18581	-91.77127	22.35602	37.95143	9.73758	7.56921	7.44346	6.03645	5.09928	46.05534	71.44186	9.10998	50.66617	20.99775	1062.15239	1.00000	7.84690	7.98807
6.26779	11.34046	17.34359	50.72043	8.91486	7.37506	7.51013	6.24772	5.18213	59.29805	89.00829	5.04128	33.17965	3.28546	1172.83653	1.00000	7.65063	9.02766
6.14048	-87.70172	19.10806	41.72059	6.31308	6.58945	6.24879	6.29820	4.20218	34.31268	75.62654	6.87343	54.23957	6.02428	1105.91581	1.00000	7.76505	8.80480
5.38947	-8.53778	26.02200	7.57944	9.10564	6.82873	8.89335	4.33088	6.54203	69.14472	75.71590	7.02485	36.78183	3.45095	1081.77509	1.00000	5.37457	7.95606
5.42786	2.18967	21.59928	48.8765	8.96734	6.44011	7.96348	5.62322	5.37228	57.46682	69.43094	6.66096	64.64582	4.89761	1151.04166	1.00000	7.38391	7.79540
8.30686	18.34717	10.38983	54.60528	9.97042	6.29754	9.67308	7.14724	7.95981	30.13348	71.03269	7.28652	63.68337	4.76688	1139.96796	1.00000	6.35018	8.53609
8.53475	9.22796	3.07418	48.46458	9.44724	7.55373	10.00751	8.65852	8.13067	47.69215	64.04583	7.83008	59.06814	6.90826	1137.56208	1.00000	4.44414	6.95382
6.14005	-0.32247	15.08130	50.82882	10.31758	6.62107	11.54321	7.09950	5.33977	29.36738	66.60949	6.79866	47.52079	3.19676	1093.53924	0.00000	7.74100	6.24983
5.76104	145.18333	1.81635	-37.9	9.53850	5.92479	8.10723	5.61632	9.65255	60.22456	90.72719	7.07606	50.29757	5.04145	1137.36055	1.00000	6.85590	8.38306
8.44115	35.96944	2.92500	56.03361	9.65233	7.86885	5.96041	9.98961	10.35552	71.13710	64.58147	6.83503	44.22487	4.93951	1082.61366	1.00000	5.65966	11.49180
10.44581	122.05228	18.53704	37.19723	7.34775	9.69982	5.99016	5.34654	4.73780	61.08513	67.42794	6.99990	34.29331	4.85739	1114.43977	0.00000	6.73457	5.07938
7.50616	-122.24092	9.77127	47.4943	5.96737	6.65062	6.65293	4.02587	6.72546	47.15704	69.81113	6.43149	49.15258	4.84658	1075.76974	0.00000	6.77640	5.22183
8.77058	34.86563	20.57068	31.92923	5.85103	9.65806	8.58318	5.20249	8.48430	43.22232	71.97355	6.87544	49.90594	4.45778	1171.68285	0.00000	6.81689	8.25161
9.12973	2.45012	26.06143	48.90982	6.07067	7.62624	9.14319	6.34101	7.10979	38.78789	86.55204	8.16360	30.80494	8.53891	1117.93641	0.00000	8.25931	7.08288
7.27111	76.32756	23.71148	9.57046	10.47623	5.80375	6.05390	6.46663	9.69850	56.00896	77.35012	7.14518	43.39279	5.31154	1106.61913	1.00000	7.22576	8.64779
5.87867	84.13864	22.75197	22.88783	9.68129	8.38914	7.12542	5.67113	10.38349	53.71392	67.78646	5.75147	39.92089	2.62438	1136.66350	1.00000	6.26910	9.98616
7.48433	-74.38987	25.50916	40.65538	8.52924	6.83554	7.52627	6.80132	5.08883	60.90186	72.10168	7.61970	61.60381	7.03086	1071.09404	1.00000	5.76583	8.01055
9.99908	-41.88778	20.58825	-21.205	7.80792	6.24529	6.01425	4.02010	4.27121	64.73847	73.05043	8.17389	39.18999	10.43281	1178.62879	0.00000	7.84411	6.70329
8.12949	69.67639	5.80955	41.29444	6.61030	8.78485	7.60846	6.54074	7.53350	35.51846	61.99960	7.41369	72.28567	4.76372	1109.42246	0.00000	7.31797	9.00672
10.65433	71.57737	18.61914	21.53889	9.92625	8.59424	9.85394	7.57112	5.21064	37.75504	73.85163	7.90052	16.69379	8.89337	1089.72832	0.00000	7.12924	5.77641
2.41033	-13.68778	22.70524	9.535	6.20232	7.55005	8.38027	5.01501	5.67882	69.68626	68.85796	8.38930	51.16614	11.48870	1137.41121	1.00000	7.41520	9.80018
8.38333	123.33471	24.26368	8.56697	5.73963	8.04262	8.39785	4.96004	9.25337	46.80505	70.04936	5.21756	60.24113	3.90188	1146.94998	0.00000	7.41101	8.63522
7.87117	-74.96933	15.19179	39.71734	5.19776	6.21588	7.87376	7.28648	7.43116	39.19904	83.06640	7.37942	37.49233	6.98504	1066.90511	1.00000	5.54291	8.50328
7.49271	122.05228	20.98411	37.19723	6.56970	6.26622	8.53004	8.68325	4.98851	52.02372	83.63039	7.30495	57.79527	4.05135	1197.57931	1.00000	5.91516	8.85227
8.28221	-94.41551	17.85934	39.09112	10.09117	7.48426	7.80758	9.38437	10.24898	49.09479	71.64251	6.88892	50.83948	4.27547	1163.69243	1.00000	6.86499	9.11224
6.21706	122.8637	14.00236	9.3337	6.73879	6.24485	5.54517	6.48632	3.41374	62.64792	82.67645	8.30122	58.79402	10.14724	1143.65741	1.00000		7.35728
7.03115	119.58627	24.59336	23.5654	7.47825	6.46466	8.09857	5.45212	6.89700	40.74166	57.62047	7.48646	26.46339	4.30150	1126.77503	0.00000	6.04643	3.95468
4.11076	-2.1875	1.40831	51.26	8.44223	5.66766	7.55131	5.15210	5.22679	50.52725	73.94213	5.98455	55.99787	3.45473	1139.16288	1.00000	8.49811	7.75461
4.72241	30.38167	7.61784	59.80917	8.62970	7.26751	9.53377	5.60895	6.44782	41.35463	79.90013	6.39835	40.07695	3.90795	1113.02454	1.00000	8.04914	8.84591
7.84370	117.33333	21.53366	34.85	8.97244	4.74893	7.64535	9.01658	10.75401	53.14173	73.26962	5.96725	43.55788	3.18380	1197.24519	1.00000	7.81188	10.23518
7.31885	7.60872	18.12389	43.78956	8.23280	5.31384	10.84805	9.90031	8.63576	50.88307	76.94918	6.51844	42.72026	3.04910	1195.17837	1.00000	8.44251	7.57225
9.56972	-93.71133	11.66724	41.57721	5.43306	6.66880	10.31840	4.42439	9.32908	50.09104	78.67363	7.65855	36.21023	8.04183	1114.21802	0.00000	6.47809	6.28863
9.06472	-3.05	23.55130	53.81667	9.15548	8.16444	7.99722	7.60616	5.17794	43.40679	69.13888	5.53830	68.79533	3.50443	1128.09639	1.00000	7.09377	8.66780
5.53172	-104.83192	11.25539	39.72943	8.26347	6.80402	10.20622	3.88983	7.78126	62.44372	72.90789	7.78647	48.52364	5.56847	1096.94307	1.00000	7.46408	8.67421
3.53720	4.08282	25.80371	36.61954	9.04602	8.74429	7.28175	4.99365	5.17721	77.05549	72.72186	8.40167	50.54717	12.46785	1109.28431	1.00000	7.41378	9.22996
8.08708	-119.27337	6.41069	50.26729	7.22300	8.31846	9.47192	8.27655	6.15966	32.92491	66.75229	7.29281	56.17592	4.58306	1104.11956	0.00000	7.00362	6.94860
8.27569	16.43915	15.57830	43.50891	5.29085	7.52800	7.44368	4.85756	8.79650	41.69391	66.75003	5.00216	54.17455	4.11039	1182.65443	0.00000	7.55184	9.78544
8.04929	137.36215	1.48681	36.75965	5.30514	7.85802	6.67567	9.57305	7.65288	46.53366	82.29031	7.86448	50.83257	7.90897	1056.39019	1.00000	6.81557	7.52049
3.97941	59.4839	16.26112	58.7002	10.58122	8.10689	8.78923	3.15040	6.62169	56.94939	77.75062	6.33763	64.39346	4.38125	1165.29661	1.00000	7.21565	7.66843
4.86519	123.758	27.12914	10.20898	10.10269	5.69221	8.70306	5.43816	5.68572	36.51295	72.42109	8.33552	39.58550	11.72280	1128.01178	1.00000	7.21878	8.34141
10.11747	82.85749	21.35303	17.54907	9.45176	7.01752	8.00861	8.95276	8.50910	65.64166	85.48407	6.22830	35.17591	3.04597	1088.31396	1.00000	5.70110	8.45916
8.53640	117.63083	23.26508	35.50056	5.67847	6.02521	9.86501	6.93509	7.46176	62.71043	71.94863	7.03219	63.70265	4.40919	1105.41150	0.00000	8.54504	6.68734
4.87385	119.58627	29.53895	23.5654	9.45016	6.65771	9.58149	5.85534	6.55914	38.99976	79.50514	7.15127	53.92367	6.81686	1159.02879	1.00000	6.93070	8.72843
3.88764	-88.70464	18.54709	34.25807	9.86921	7.25776	8.72661	4.44845	6.04916	46.45044	64.11530	7.62064	46.42665	5.51242	1053.32815	1.00000	6.99153	8.61305
9.46375	-117.23991	22.83490	47.64995	8.23909	8.27410	7.69989	8.95478	8.94772	48.61277	68.61708	7.37045	30.28220	7.21220	1156.99006	1.00000	7.41373	10.08333
8.26608	70.91106	14.18393	29.38242	3.77425	7.51786	6.82496	3.03122	10.82259	48.80707	67.94029	8.06558	56.12837	9.42287	1060.44181	0.00000	6.09636	10.81803
9.52986	126.28333	10.32892	45.35	9.67889	8.95452	10.55574	10.84644	7.13967	58.01163	69.80289	7.58485	40.45639	8.07975	1106.82908	1.00000	6.73138	7.17671
5.51119	171.25364	10.40072	-44.39672	7.47571	5.90992	8.54286	5.76360	7.37710	33.60025	65.97629	6.60701	50.71754	5.11567	1189.87358	0.00000	7.42985	4.36581
8.23760	112.19028	9.41852	30.35028	6.92562	7.38330	6.96314	8.28385	4.80129	75.66438	72.65398	8.09236	54.83292	8.21674	1140.79453	0.00000	6.63081	9.23255
7.01239	-87.70172	-3.69931	41.72059	9.43399	5.82544	9.39872	5.08535	5.42700	77.39184	76.10550	6.71815	48.02740	4.07212	1179.09370	0.00000	5.61689	7.82193
10.20929	53.47103	33.67809	54.48147	9.83138	6.82736	10.37560	7.29846	4.39291	66.68886	83.38987	7.20191	64.63902	5.95879	1115.73250	0.00000	6.64744	6.28882
7.26946	32.88667	9.98521	3.27833	7.79060	7.00401	7.89797	6.11340	7.70167	49.01653	61.13564	6.29184	42.09461	4.07853	1181.42998	0.00000	7.11668	5.34214
8.43414	17.22635	14.31711	48.8449	8.95884	7.31162	8.87438	9.02743	8.00654	40.63844	78.94957	5.87683	51.43614	2.34096	1178.69765	1.00000	8.23485	5.89066
9.47906	38.2739	26.81501	46.7055	8.95143	7.21814	7.45886	5.34264	5.66955	48.29791	80.03314	7.60926	40.09709	7.15866	1069.06310	0.00000	6.62650	7.99125
9.19788	9.0027	29.19031	11.86064	9.93013	7.98330	9.25341	6.37721	5.01425	43.11545	73.27343	5.82636	49.50417	3.47168	1118.25274	0.00000	7.53291	7.23791
12.28097	-4.10734	12.46784	38.68712	11.89536	6.48636	10.06644	6.14783	4.78748	38.98065	83.34322	8.17644	50.06060	10.32806	1127.63535	0.00000	6.15252	10.61059
5.67735	7.2278	16.20782	50.64336	8.30349	6.72732	7.03462	5.33538	4.79224	61.24326	71.33271	7.43346	60.23040	7.12113	1143.62605	1.00000	8.08246	7.59035
8.94171	14.66737	21.88029	41.55947	11.20150	6.76056	9.49347	8.25299	3.79470	61.18603	71.91805	7.66670	71.63182	5.74132	1062.47493	0.00000	6.24956	4.50403
5.36321	137.36215	12.76278	36.75965	9.74125	6.72775	6.06168	4.49836	4.37822	33.69589	66.73465	6.73789	40.06142	3.67734	1173.79661	1.00000	5.39659	6.95462
10.01465	14.43865	19.29558	40.87329	6.94208	6.36057	7.05977	9.99165	8.17723	43.86938	71.39998	8.60008	48.44359	13.81434	1127.07366	1.00000	6.20755	10.08914
9.07692	-61.51889	14.91448	10.66668	6.21155	7.93171	7.63365	8.62462	7.00910	45.93497	66.34506	5.46180	40.75677	1.70876	1106.51985	1.00000	9.09320	9.28245
8.73783	-120.00865	8.32213	46.32374	6.06968	7.98244	8.04851	8.22285	7.03202	41.65358	71.61332	5.63118	56.40615	3.43428	1119.87274	1.00000	7.36080	9.52545
9.26640	-94.74049	24.57667	32.5007	7.91875	6.49098	7.71481	5.84966	5.63762	37.98880	57.81922	6.80541	31.03155	3.66975	1108.68773	0.00000	6.25336	4.95437
10.02494	78.23456	21.77401	28.92694	6.51903	8.83509	8.03557	4.62940	7.65775	43.17049	69.92137	7.45269	52.08392	7.03218	1133.43732	0.00000	7.23177	8.03497
7.62079	-94.41551	38.13117	39.09112	8.19229	8.07225	8.43588	6.38320	6.04887	48.24110	74.42603	5.92292	57.96876	3.30385	1124.16356	0.00000	7.74763	4.61220
6.90522	9.15013	30.09748	13.70727	5.87227	6.94675	7.64810	6.37268	5.68752	57.92123	75.57558	4.98848	44.51720	1.62449	1142.38949	1.00000	6.71974	8.13056
3.80021	71.67164	23.88014	30.29184	7.70470	6.77561	7.34421	5.98593	4.67136	42.65062	83.63140	7.40265	55.67206	5.76001	1194.63985	0.00000	6.98959	8.79727
7.55526	12.70038	13.39041	45.9836	7.14335	7.24736	8.61037	8.56531	5.08999	57.87936	73.92011	5.35065	67.66588	2.80225	1181.70487	1.00000	8.43105	8.26016
10.28639	9.0027	12.16082	11.86064	8.09200	8.31521	6.71711	5.32636	7.00157	50.72016	63.55853	6.90459	50.38392	4.58632	1114.46711	0.00000	9.16496	7.68046
6.97292	17.10558	9.71046	61.72744	5.36152	8.78421	10.20236	7.04462	6.48755	45.01017	71.34891	5.87228	67.60942	2.46871	1112.51833	1.00000	6.94874	7.93490
5.15278	112.23109	13.78030	-7.57897	5.67860	5.74888	10.06404	6.19105	6.34546	38.28822	81.42360	6.54295	37.32575	3.12852	1177.24630	1.00000	8.24508	7.42003
5.70943	14.66737	25.06034	41.55947	8.17726	7.38710	6.98524	5.80819	5.06917	41.44506	72.55840	6.22276	7.62159	3.27333	1101.69534	1.00000	7.16199	8.66949
9.26673	11.34046	20.86757	50.72043	10.25160	6.47222	10.67261	7.73870	3.74034	64.34050	75.49806	6.48718	33.59321	3.65197	1154.26695	0.00000	8.17807	4.70634
7.99387	38.01667	17.52047	-5.41667	9.86699	6.53377	9.65412	6.84205	7.30815	66.31496	68.10269	7.66322	53.99135	5.98694	1058.19680	1.00000	8.89794	6.53030
8.31061	38.16694	17.06785	54.84444	9.75171	7.67208	7.45409	10.58739	10.33434	45.32000	63.49495	7.30760	54.81298	7.83758	1051.86724	1.00000	5.07085	5.04147
8.05987	136.51667	11.04603	35	5.82652	8.22027	8.24442	9.13015	7.76062	62.94606	79.01567	9.01599	51.54435	17.72579	1155.56328	1.00000	8.88149	7.69827
7.52068	-76.88442	23.04295	40.2737	6.41687	8.07663	10.29004	6.14395	7.30147	61.24577	72.52703	7.05649	60.01976	4.64313	1185.26648	1.00000	6.37549	8.94889
8.68643	8.91229	0.42268	49.13645	5.70052	6.56834	7.32453	8.44260	7.00449	81.45645	77.36086	6.03141	48.73495		1135.41060	1.00000	8.90194	10.61527
4.60316	30.91105	28.22375	3.02013	7.48545	7.11905	7.73987	4.83298	5.66028	47.59559	66.42317	8.41718	43.01979	10.82663	1154.86305	1.00000	6.73330	8.84900
9.94679	23.225	16.86487	43.4125	8.85545	7.69609	10.12148	7.34935	6.55021	52.23164	84.25640	6.53850	47.84502	5.35838	1082.33197	1.00000	6.59138	6.16319
8.37502	34.33825	3.71907	53.59782	5.05621	8.91270	10.41626	5.22028	10.14337	31.00061	78.41430	7.20625	66.46748	4.41128	1145.51710	0.00000	6.54028	6.73668
4.55373	-39.25	27.04140	-12.91667	9.41996	6.13604	7.13461	3.89181	5.93802	49.02504	80.26446	6.66093	48.86371	3.68115	1060.54402	1.00000	7.49812	9.37193
