revision	QoS	longitude	location	code	latitude
2018/01/24	good	127.08472	Asia/Seoul	KR	36.20389
26 Jun 2022	good	114.10479	Asia/Hong_Kong	HK	22.37066
2021/08/04	maintenance	-0.76667	Europe/London	GB	53.38333
2015-08-07	maintenance	-72.09391	America/Port-au-Prince	HT	18.65297
2016/09/16	accep	25.34244	Europe/Kiev	UA	50.75932
2019-08-23	building	106.88324	Asia/Ulaanbaatar	MN	47.90771
12/18/2016, 00:00:00	building	120.89694	Asia/Manila	PH	14.95472
01/24/2016, 00:00:00	average	105.75635	Asia/Ho_Chi_Minh	VN	10.29085
2018-12-16	accep	-95.63079	America/Chicago	US	31.76212
2020-12-25	excellent	-104.22884	America/Denver	US	32.42067
23 Jul 2013	good	-81.56929	America/New_York	US	41.55838
2014/08/07	average	28.19028	Europe/Tallinn	EE	59.37722
2017/06/18	accep	111.73861	Asia/Shanghai	CN	35.20889
2014-06-30	acceptable	6.26764	Africa/Lagos	NG	4.92675
04/08/2017, 00:00:00	excellent	-81.38758	America/New_York	US	30.17746
05/11/2015, 00:00:00	accep	150.99292	Australia/Sydney	AU	-33.75881
02/16/2015, 00:00:00	accep	102.05461	Asia/Bangkok	TH	6.25947
02 Nov 2020	accep	8.77069	Europe/Berlin	DE	50.80904
2022/03/01	average	-51.50361	America/Sao_Paulo	BR	-29.2975
12 Oct 2014	average	-97.50417	America/Matamoros	MX	25.87972
2014-06-26	average	15.07041	Europe/Rome	IT	37.49223
10/27/2019, 00:00:00	excellent	-7.32097	Europe/Lisbon	PT	41.1053
25 May 2014	maintenance	-39.25	America/Bahia	BR	-12.91667
04 Dec 2012	maintenance	120.74221	Asia/Shanghai	CN	31.64615
2013/07/15	maintenance	14.51472	Europe/Malta	MT	35.89972
2020/01/31	maintenance	-5.22126	Africa/Casablanca	MA	33.43443
2017/03/04	accep	126.28333	Asia/Shanghai	CN	45.35
08 Feb 2020	accep	114.68333	Asia/Shanghai	CN	23.73333
2022/08/05	maintenance	78.25795	Asia/Kolkata	IN	9.82564
03 Dec 2017	average	123.89071	Asia/Manila	PH	10.31672
06/05/2013, 00:00:00	maintenance	140.73667	Asia/Tokyo	JP	41.77583
09 Dec 2012	building	29.41824	Europe/Kiev	UA	45.99194
2020/11/25	building	-66.8499	America/Puerto_Rico	PR	18.03496
2019/07/23	average	35.90057	Europe/Moscow	RU	56.85836
2021/08/06	excellent	4.91667	Europe/Paris	FR	45.73333
2017-07-22	good	2.35739	Europe/Madrid	ES	41.63976
2016-05-11	average	-0.76667	Europe/London	GB	53.38333
2022-02-14	good	9.29109	Europe/Rome	IT	45.39402
15 Jun 2015	building	-76.99081	America/New_York	US	38.96372
07 Sep 2019	excellent	88.28637	Asia/Kolkata	IN	23.07492
2016-02-27	good	111.4834	Asia/Yakutsk	RU	65.93381
03/20/2021, 00:00:00	accep	-35.03333	America/Recife	BR	-8.28333
2020/06/19	good	92.48278	Asia/Krasnoyarsk	RU	58.23583
2016/04/08	excellent	-69.08333	America/Lima	PE	-16.25
21 Sep 2022	accep	30.2049	Europe/Minsk	BY	55.1904
2012-12-05	maintenance	73.97117	Asia/Karachi	PK	31.96258
01/28/2019, 00:00:00	building	-86.77917	America/Chicago	US	36.02506
03/19/2021, 00:00:00	average	-79.00453	America/Guayaquil	EC	-2.90055
2019/03/25	average	-13.68778	Africa/Conakry	GN	9.535
08 Mar 2022	accep	38.01667	Africa/Dar_es_Salaam	TZ	-5.41667
11 Mar 2018	average	105.89333	Asia/Shanghai	CN	34.56861
2015/12/13	excellent	-5.22126	Africa/Casablanca	MA	33.43443
08/18/2020, 00:00:00	good	1.6	Europe/Paris	FR	43.11667
17 Dec 2019	good	-79.00453	America/Guayaquil	EC	-2.90055
2020/12/04	excellent	102.56365	Asia/Phnom_Penh	KH	13.65805
07 Oct 2021	accep	27.06365	Europe/Kiev	UA	50.18545
08/18/2017, 00:00:00	average	10.30215	Europe/Berlin	DE	53.94313
01/05/2021, 00:00:00	accep	139.55028	Asia/Tokyo	JP	35.30889
2022/06/01	excellent	68.21204	Asia/Karachi	PK	27.55898
2020-02-04	excellent	11.37703	Europe/Berlin	DE	48.06919
2020-09-07	excellent	9.22796	Europe/Berlin	DE	48.46458
09/29/2019, 00:00:00	average	171.25364	Pacific/Auckland	NZ	-44.39672
04/27/2015, 00:00:00	average	135.31667	Asia/Tokyo	JP	34.25
2018-07-15	excellent	72.93924	Asia/Kolkata	IN	18.87813
11 Feb 2017	accep	1.26738	Europe/London	GB	51.84819
2016/10/19	accep	-73.0515	America/New_York	US	41.55815
27 Nov 2019	accep	6.26667	Europe/Berlin	DE	51.21667
10/08/2018, 00:00:00	average	-75.11028	America/Lima	PE	-15.21194
2013-11-04	accep	-60.1831	America/Glace_Bay	CA	46.1351
2016/12/19	maintenance	16.50104	Europe/Rome	IT	41.24264
2019-11-02	average	-1.29772	Europe/London	GB	50.76306
2015/11/18	excellent	43.91385	Europe/Moscow	RU	54.03876
05/17/2016, 00:00:00	accep	2.31889	Africa/Algiers	DZ	35.21222
2019/06/07	excellent	-111.99633	America/Denver	US	40.65995
2021/09/07	maintenance	6.83042	Africa/Lagos	NG	6.15038
19 May 2020	maintenance	-73.49484	America/New_York	US	41.14676
2014-05-08	average	-46.99583	America/Sao_Paulo	BR	-22.97056
2014-06-16	excellent	-94.74049	America/Chicago	US	32.5007
31 Mar 2022	maintenance	16.4	Europe/Vienna	AT	48.25
2017/02/03	average	110.71639	Asia/Jakarta	ID	-7.54972
2022-07-23	average	-84.13722	America/Costa_Rica	CR	9.92787
06 Jun 2013	good	-100.44843	America/Mexico_City	MX	20.74122
2014-06-23	excellent	-94.41551	America/Chicago	US	39.09112
21 Sep 2013	average	-68.3	America/Argentina/Ushuaia	AR	-54.8
05/11/2022, 00:00:00	average	117.81667	Asia/Shanghai	CN	36.81667
2021-11-08	maintenance	68.11759	Asia/Karachi	PK	26.9423
2019-07-14	good	38.12408	Europe/Moscow	RU	53.77166
2022-06-12	maintenance	-91.11667	America/Guatemala	GT	14.93333
2012/10/02	excellent	84.63445	Asia/Kolkata	IN	24.81757
04/12/2016, 00:00:00	excellent	-81.38758	America/New_York	US	30.17746
2013-01-09	maintenance	69.49015	Asia/Yekaterinburg	RU	56.11281
2013/12/09	excellent	7.36027	Europe/Berlin	DE	51.20219
2021-01-20	excellent	-116.37697	America/Los_Angeles	US	33.72255
2022/08/23	excellent	104.09701	Asia/Jakarta	ID	-1.26424
08/10/2016, 00:00:00	good	78.25795	Asia/Kolkata	IN	9.82564
08/01/2021, 00:00:00	excellent	17.22635	Europe/Bratislava	SK	48.8449
2015/01/27	good	99.96667	Asia/Bangkok	TH	8.43333
01/27/2018, 00:00:00	good	32.86389	Europe/Moscow	RU	53.95278
2015/02/11	accep	122.8637	Asia/Manila	PH	9.3337
06/14/2020, 00:00:00	excellent	120.74792	Asia/Shanghai	CN	41.09822
2020-06-04	accep	36.25361	Europe/Zaporozhye	UA	47.48444
2019/01/21	excellent	-86.78777	America/Chicago	US	33.44872
15 Sep 2022	maintenance	-97.35992	America/Mexico_City	MX	19.8173
2019/12/18	good	-87.882	America/Chicago	US	41.85059
31 May 2022	good	29.91582	Africa/Cairo	EG	31.20176
16 Apr 2018	average	13.63617	Europe/Prague	CZ	50.50301
04 Aug 2017	accep	-84.20299	America/New_York	US	39.43534
09/27/2020, 00:00:00	average	2.12213	Europe/Paris	FR	48.8222
30 Dec 2016	accep	-42.98194	America/Sao_Paulo	BR	-22.53722
2022-01-07	good	9.02596	Europe/Berlin	DE	48.21644
12/05/2015, 00:00:00	good	-87.71255	America/Chicago	US	41.84364
17 Jul 2015	excellent	-100.88023	America/Mexico_City	MX	20.21322
16 Jan 2020	accep	-5.22126	Africa/Casablanca	MA	33.43443
2017-05-31	average	75.37991	Asia/Kolkata	IN	25.75728
09/10/2022, 00:00:00	building	-76.43941	America/New_York	US	39.33427
2013-06-03	excellent	-2.68333	Europe/Madrid	ES	43.31667
2014/04/21	excellent	31.4976	Africa/Cairo	EG	26.67319
2015/12/07	good	-35.03333	America/Recife	BR	-8.28333
02/27/2018, 00:00:00	good	8.52462	Europe/Zurich	CH	47.30997
01 Feb 2013	building	9.32241	Europe/Rome	IT	44.31771
2015/09/23	accep	-1.08593	Europe/London	GB	50.79205
2017/03/09	good	-42.29444	America/Fortaleza	BR	-4.24444
23 Sep 2021	excellent	70.96699	Asia/Karachi	PK	30.46907
2017/10/11	excellent	-37.65	America/Maceio	BR	-10.91722
05/12/2019, 00:00:00	maintenance	-45.94722	America/Sao_Paulo	BR	-21.42917
2017/02/15	average	124.3697	Asia/Manila	PH	9.6531
2018-01-11	average	51.0193	Asia/Tehran	IR	35.6803
08 Oct 2012	good	72.54566	Asia/Karachi	PK	29.69221
2013-08-03	accep	137.95378	Asia/Tokyo	JP	35.82756
2018-09-04	average	-77.4286	America/New_York	US	39.00622
19 Nov 2016	excellent	15.46667	Europe/Vienna	AT	47.05
2020-11-03	building	72.85107	Asia/Kolkata	IN	19.30157
2020-01-17	excellent	-8.2194	Europe/Madrid	ES	43.48961
30 Jun 2014	excellent	12.1369	Europe/Berlin	DE	51.04962
2020/05/18	average	40.74357	Europe/Istanbul	TR	37.31309
19 Jan 2019	building	30.91105	Africa/Kampala	UG	3.02013
03/16/2013, 00:00:00	good	83.36889	Asia/Kolkata	IN	26.76628
03/02/2014, 00:00:00	excellent	-59.13316	America/Argentina/Buenos_Aires	AR	-37.32167
2019/09/08	average	31.4976	Africa/Cairo	EG	26.67319
09/22/2016, 00:00:00	excellent	30.28491	Europe/Moscow	RU	60.02427
2017/09/25	accep	91.00632	Asia/Kolkata	IN	26.32293
2015-05-26	excellent	123.62494	Asia/Manila	PH	12.37169
04/19/2020, 00:00:00	average	16.86194	Europe/Warsaw	PL	54.58048
2014/11/21	excellent	-51.87389	America/Sao_Paulo	BR	-23.44361
10/20/2013, 00:00:00	good	-37.07167	America/Maceio	BR	-10.91111
2022/07/07	excellent	35.96944	Europe/Moscow	RU	56.03361
09/03/2014, 00:00:00	accep	-89.10944	America/El_Salvador	SV	13.70167
2015-07-10	building	-118.10583	America/Los_Angeles	US	34.09611
21 May 2022	average	136.51667	Asia/Tokyo	JP	35
29 Aug 2014	good	-1.4001	Africa/Accra	GH	7.06273
06/02/2020, 00:00:00	building	73.66633	Asia/Kolkata	IN	25.92493
2017-01-08	average	39.8302	Europe/Moscow	RU	64.5635
2014/09/14	good	13.39954	Europe/Rome	IT	43.62558
31 Aug 2018	excellent	4.8951	Europe/Paris	FR	44.92801
2016/09/02	building	-73.86586	America/Toronto	CA	45.43341
2014-06-23	excellent	10.18527	Europe/Berlin	DE	47.98372
24 Apr 2015	excellent	27.46153	Africa/Gaborone	BW	-21.44236
05/20/2021, 00:00:00	good	-84.13722	America/Costa_Rica	CR	9.92787
12/05/2019, 00:00:00	average	91.61356	Asia/Kolkata	IN	26.44931
28 Oct 2021	accep	-2.68758	Europe/London	GB	53.69786
05/09/2022, 00:00:00	good	118.53333	Asia/Shanghai	CN	27.92333
2016/08/10	average	77.0202	Asia/Almaty	KZ	43.41949
2022-09-15	accep	-111.90466	America/Denver	US	40.34912
2017-04-30	excellent	-89.99038	America/Chicago	US	38.58894
2017-11-17	good	6.76111	Europe/Amsterdam	NL	53.16167
2016/11/08	average	10.98461	Europe/Berlin	DE	48.35693
30 Jun 2013	good	-1.32471	Europe/London	GB	51.40148
09/20/2015, 00:00:00	accep	38.16694	Europe/Moscow	RU	54.84444
2016-07-22	good	24.75	Europe/Vilnius	LT	55.25
18 Jan 2021	good	113.13148	Asia/Shanghai	CN	23.02677
23 Aug 2018	average	34.8732	Asia/Jerusalem	IL	32.05971
02 Oct 2021	average	-93.75018	America/Chicago	US	32.52515
2013/08/02	good	-111.89903	America/Phoenix	US	33.50921
2022/05/18	good	140.73667	Asia/Tokyo	JP	41.77583
2017/12/11	average	28.28489	Europe/Chisinau	MD	48.15659
2021/11/26	average	120.56528	Asia/Manila	PH	14.66
04 Feb 2019	accep	42.54536	Africa/Mogadishu	SO	-0.35817
09/18/2013, 00:00:00	excellent	-118.03917	America/Los_Angeles	US	33.95015
05/22/2019, 00:00:00	average	-93.263	America/Chicago	US	45.0408
2016/08/21	excellent	33.2525	Europe/Moscow	RU	57.97472
2015/01/17	building	8.86704	Europe/Berlin	DE	50.23805
2018/07/25	good	123.758	Asia/Manila	PH	10.20898
10 Oct 2020	average	-72.09391	America/Port-au-Prince	HT	18.65297
10 Jan 2022	good	-37.65	America/Maceio	BR	-10.91722
12 Jan 2014	maintenance	19.27498	Europe/Warsaw	PL	50.20528
2019-07-22	average	-2.58736	Europe/London	GB	56.56317
2020-02-02	excellent	-93.11308	America/Mexico_City	MX	16.75973
2021/10/30	excellent	-122.23484	America/Los_Angeles	US	47.38093
04/16/2020, 00:00:00	accep	78.15794	Asia/Kolkata	IN	12.1277
2018-04-03	excellent	22.53083	Europe/Belgrade	RS	44.22639
2019/12/11	good	-100.88023	America/Mexico_City	MX	20.21322
2020/08/30	good	2.12213	Europe/Paris	FR	48.8222
2017/05/11	excellent	8.86704	Europe/Berlin	DE	50.23805
2012-11-12	good	5.58472	Europe/Amsterdam	NL	52.14
01/12/2021, 00:00:00	excellent	-50.19556	America/Sao_Paulo	BR	-19.72806
2021-11-21	building	33.9162	Europe/Kiev	UA	51.67822
2022/09/19	average	-72.09391	America/Port-au-Prince	HT	18.65297
04/04/2019, 00:00:00	excellent	4.91667	Europe/Paris	FR	45.73333
05/06/2017, 00:00:00	good	18.30056	Europe/Warsaw	PL	50.5107
2015/08/17	accep	15.00835	Europe/Warsaw	PL	51.14942
2021/06/11	excellent	-111.78903	America/Phoenix	US	33.35283
2022/02/10	excellent	-116.21677	America/Los_Angeles	US	33.7207
2017-09-10	accep	10.98461	Europe/Berlin	DE	48.35693
08/05/2014, 00:00:00	average	71.30633	Asia/Kolkata	IN	21.34222
13 Oct 2015	average	74.83554	Asia/Kolkata	IN	14.62072
15 Nov 2018	average	136.13108	Asia/Tokyo	JP	34.75856
2019-12-21	excellent	-7.32097	Europe/Lisbon	PT	41.1053
06/21/2014, 00:00:00	accep	68.11759	Asia/Karachi	PK	26.9423
2014-04-21	accep	-83.55521	America/New_York	US	41.66394
01 Apr 2016	maitennce	145.13643	Australia/Melbourne	AU	-38.16604
11 Oct 2019	good	-80.58556	America/Havana	CU	22.98212
07 Nov 2014	good	-48.67028	America/Sao_Paulo	BR	-28.24
2020-08-25	accep	21.32778	Europe/Skopje	MK	42
01 Oct 2012	accep	-86.78777	America/Chicago	US	33.44872
2021-12-30	maintenance	-100.88023	America/Mexico_City	MX	20.21322
08/16/2016, 00:00:00	average	120.14278	Asia/Shanghai	CN	32.50611
2021/01/04	building	-73.95958	America/New_York	US	40.57788
2018-07-23	maintenance	78.14797	Asia/Kolkata	IN	15.45144
2019/09/19	maintenance	-82.42491	America/Detroit	US	42.97086
01/03/2022, 00:00:00	good	-1.60452	Europe/Madrid	ES	42.06166
13 Jul 2013	good	29.26639	Europe/Istanbul	TR	37.58105
2019/10/18	average	44.02488	Asia/Baghdad	IQ	32.61603
11 May 2022	building	0.57856	Europe/Madrid	ES	40.70995
2017-05-15	average	-71.29144	America/New_York	US	41.54566
2017/04/08	good	139.07204	Asia/Tokyo	JP	36.24624
04/30/2022, 00:00:00	average	-91.06177	America/Chicago	US	33.41012
2021/11/09	average	-102.36764	America/Chicago	US	31.84568
02/09/2020, 00:00:00	excellent	83.36889	Asia/Kolkata	IN	26.76628
2013-08-07	accep	65.27258	Asia/Yekaterinburg	RU	58.04254
2019/04/21	average	34.33825	Europe/Moscow	RU	53.59782
2020/10/25	good	77.40858	Asia/Kolkata	IN	24.05979
03/03/2019, 00:00:00	accep	12.38878	Europe/Rome	IT	43.1122
2015-08-31	average	78.14797	Asia/Kolkata	IN	15.45144
2017-02-28	accep	4.69889	Europe/Brussels	BE	50.56149
06 May 2015	good	4.85668	Africa/Algiers	DZ	36.27462
11/23/2020, 00:00:00	good	102.05461	Asia/Bangkok	TH	6.25947
03/13/2014, 00:00:00	good	8.70745	Europe/Berlin	DE	49.03685
05/15/2019, 00:00:00	accep	4.82313	Europe/Brussels	BE	51.24197
