NH3	NOx	latitude	TEMP	O3	PM10	PRES	warning	Pb	CFCs	CO	longitude	SO2	H2CO	C2H3NO5	PM2.5	CH4	PAHs
7.82803	8.83577	-19.7625	3.97363	7.21591	8.69922	1107.52181	1.00000	47.49447	78.84774	10.59006	-44.31389	10.71149	49.19508	2.47708	10.45517	8.84212	5.81994
6.79022	9.32528	39.78504	8.45876	7.66225	7.16142	1162.20827	1.00000	55.17785	59.66867	9.36412	-85.76942	11.38196	44.31814	0.61123	6.56140	8.94493	4.32535
9.61720	11.55845	25.95533	17.52478	8.01425	9.54277	1175.37508	0.00000	59.29465	71.45494	10.06730	68.88871	11.33483	29.63245	4.86084	8.38924	7.73133	6.83563
8.16867	9.24943	-7.60361	10.64739	7.09395	7.22119	1176.67492	1.00000	19.83245	65.49843	9.62227	37.00438	10.30608	64.36286	0.88913	9.80833	8.65944	7.89085
9.71896	7.57547	-33.88096	35.28763	9.95025	7.76876	1161.10790	0.00000	44.32162	71.74016	7.98700	151.07986	10.94108	49.51243	1.09218	8.14162	8.31129	8.39846
7.88484	13.09266	19.21667	-9.05861	8.40546	7.76384	1144.88136	0.00000	33.63667	65.67886	9.53443	73.08333	11.59417	45.78778	1.26004	9.38588	6.81456	5.74001
6.38207	8.96028	58.1908	12.09172	7.51191	7.62154	1117.93139	1.00000	55.45264	80.68470	9.60739	40.17171	12.77099		1.03401	5.67288	7.97064	5.45711
7.94023	7.75124	46.7055	18.99211	8.79774	8.69544	1102.87391	0.00000	39.21109	83.39754	9.11766	38.2739	11.60627	41.51518	2.32476	9.08368	8.56416	6.79186
8.62200	8.15214	44.22639	0.11205	8.30283	7.44439	1158.95535	1.00000	47.90492	63.41877	11.19641	22.53083	8.06636	37.19949	0.92802	13.66525	11.58403	7.10227
5.83673	7.07155	52.86147	29.46585	8.90684	8.37721	1122.13770	1.00000	44.45419	61.07764	11.49088	9.5926	5.87073	29.35962	1.69454	7.83481	7.54697	8.60619
6.63352	12.11300	51.62907	7.40552	7.32634	7.95466	1177.59966	0.00000	93.62531	75.45359	10.76773	-0.74934	10.92304	43.76150	0.98004	9.00819	6.38614	6.26951
9.14831	10.68709	13.44581	0.11207	8.12306	7.31529	1055.00100	0.00000	32.09693	66.52758	9.84258	101.18445	9.37392	36.04481	1.23431	10.45306	9.53806	5.07331
8.85917	10.06006	-1.9487	12.51319	8.10876	8.77879	1120.93332	1.00000	53.75086	78.10023	6.33750	30.4347	9.10196	65.29336	2.71638	7.07804	6.05596	4.06195
7.10474	7.45612	42.52787	6.21188	8.25395	8.05338	1140.47263	1.00000	56.96393	71.87541	7.81849	-70.92866	7.38443	35.75208	1.30229	5.96317	7.78420	5.63465
8.82947	10.71473	33.95015	-2.47211	8.70733	7.63958	1180.63777	1.00000	70.94767	75.06476	8.91888	-118.03917	7.58214	24.60516	1.12864	5.94899	12.41390	7.62872
8.76402	8.96615	34.06635	7.73757	7.50803	8.82153	1109.29714	1.00000	61.30956	73.31995	9.91248	-84.67837	5.78239	41.30315	2.52697	5.99967	6.31636	8.35421
7.54030	13.12336	51.47805	31.30501	8.46046	8.08422	1075.53688	1.00000	32.43253	81.63408	9.62319	6.8625	8.50973	66.00852	1.42295	6.65991	7.22591	7.87349
7.25272	9.79003	50.64336	20.98829	8.85970	7.65733	1054.19925	1.00000	52.44438	74.17221	10.00484	7.2278	8.78841	56.75076	0.72220	9.23867	11.22306	7.42008
8.43152	8.99655	-16.25	4.33692	7.98828	8.34502	1063.87964	1.00000	48.47460	74.50526	9.54321	-69.08333	7.68207	36.01629	1.80819	8.98858	11.14560	8.48454
8.07734	10.44276	53.38333	6.29318	9.27858	8.91048	1087.14908	1.00000	18.07066	67.76691	8.64708	-0.76667	8.14971	63.06171	2.73287	6.60924	5.22444	7.36932
7.39969	9.52788	11.93381	17.24096	8.47880	7.87012	1065.13112	0.00000	60.52323	65.90754	9.06962	79.82979	8.02761	31.38883	1.12354	9.20858	10.94164	8.40806
10.42864	12.27750	41.85059	11.56633	8.92419	10.47485	1127.50244	0.00000	38.81736	55.13558	8.80200	-87.882	7.51190	26.81501	12.13118	7.94991	11.61491	8.84414
9.80079	10.38700	11.86064	16.07952	7.15539	8.00851	1196.24633	1.00000	65.23554	76.62030	8.89629	9.0027	10.64439	52.67186	1.62540	7.57205	8.09502	7.24077
8.40636	6.16505	43.96222	26.56797	7.81089	9.54678	1051.86587	0.00000	18.74629	77.62654	9.16209	43.63417	11.93816	39.89223	5.17700	9.71034	7.93533	8.65789
8.14773	10.13918	-12.91667	20.19368	7.61675	8.45829	1069.58820	0.00000	50.33948	78.97451	9.77776	-39.25	9.41241	59.31246	2.13959	10.42974	9.34346	6.40341
8.76418	8.54108	41.47892	21.03526	6.92314	8.15274	1198.04370	1.00000	52.07802	61.38189	8.79878	-87.45476	9.11395	57.67282	1.74975	10.41163	10.00954	7.09846
7.68067	9.54477	15.72892	5.38596	7.45632	10.76336	1131.96843	1.00000	50.06443	74.81004	9.58327	120.57224	10.71768	45.95323	15.96370	11.31873	7.68337	7.82228
8.93640	6.83481	43.71032	5.69756	7.12224	8.09706	1118.11980	0.00000	35.19528	60.43335	9.58190	-1.05366	12.70465	57.28097	1.50294	7.31382	7.95863	6.13602
6.35134	7.05198	31.12406	9.95136	7.75854	6.77811	1145.27170	1.00000	33.22317	71.07235	9.77177	-97.90308	8.47571	56.19633	0.41740	10.08147	7.03528	5.90125
7.26889	9.94606	26.2649	1.74473	8.08304	8.86085	1165.75374	0.00000	48.38318	54.95564	9.35593	81.54855	9.05066	65.91605	3.26215	8.59633	4.69117	11.93896
9.12942	9.86027	40.58654	12.92367	9.43167	6.28285	1082.52501	1.00000	28.27332	62.56280	8.30322	-122.39168	8.07168	43.28608	0.89310	9.44453	9.58912	7.82095
9.89229	8.38775	-10.91722	5.24055	7.51938	6.24978	1060.95759	1.00000	37.40277	81.82820	9.16283	-37.65	7.31084	51.90459	0.15612	11.48366	11.27864	6.30847
8.38907	10.20438	38.70734	25.61923	9.55742	9.82199	1130.50086	0.00000	38.62397	71.39840	9.12709	-77.02303	10.47102	63.84897	6.35251	9.09259	7.97876	7.31338
7.69205	8.34467	42.4251	15.02994	8.00016	8.00714	1121.40754	1.00000	44.07259	66.56065	9.09873	-71.06616	8.25111	39.40133	1.01239	11.03470	9.53757	9.21127
6.17350	9.95277	25.75728	-2.67444	7.45977	8.62510	1059.51463	1.00000	58.53066	61.47155	10.01251	75.37991	6.60412	67.80439	2.40164	9.16959	7.87886	5.00266
9.15469	10.02102	9.89206	18.67936	8.05392	7.85696	1139.84122	1.00000	30.88971	61.98678	8.75603	43.38531	10.12979	45.96874	1.18381	9.25616	8.13933	6.47725
6.84844	9.28800	-31.25033	11.35073	6.33024	7.25210	1113.91908	1.00000	33.77996	74.35609	9.34716	-61.4867	7.33659	50.73807	0.66298	12.09317	5.92552	4.60980
6.60343	9.35484	20.14298	14.17701	8.46755	7.70088	1193.82541	1.00000	36.98505	73.24832	9.12067	-77.43532	13.57016	37.20945	1.21343	6.92210	6.31638	4.57275
7.74917	8.25571	53.81667	19.90329	8.26399	8.05367	1149.44531	0.00000	53.05935	68.60001	9.27380	-3.05	10.33906	63.60814	1.52912	7.43990	4.85121	11.60685
9.20931	9.72663	38.96667	4.48283	7.20145	7.45517	1054.34267	1.00000	40.29962	67.35865	9.49366	-0.18333	6.94871	46.52652	0.89693	10.43412	10.79323	9.12583
7.85125	8.40457	33.98154	23.29278	7.49381	7.85023	1051.21297	1.00000	31.49122	79.28487	10.22627	-81.23621	10.43265	39.47993	1.27546	10.81925	8.72685	6.17390
7.87350	8.60922	25.95533	7.78186	8.31520	9.50980	1071.76962	0.00000	58.31490	68.11205	9.04644	68.88871	9.01206	50.75813	4.82728	8.92115	5.90907	5.84241
10.12796	11.38750	42.62833	9.82510	8.14818	7.47970	1169.51627	1.00000	32.47927	55.86250	9.71143	20.89389	5.41393	35.49346	0.92465	3.55277	6.31917	7.99555
8.94542	8.69588	-34.64966	21.66675	7.43678	9.40485	1077.81106	1.00000	61.78248	67.91995	9.55464	-58.38341	9.65671	40.76410	4.22838	8.68546	10.45021	7.08817
8.27854	9.93972	49.68369	4.73236	8.74248	8.43175	1199.60692	1.00000	36.63362	71.69264	10.40453	8.61839	6.00829	42.29082	2.20673	7.54612	6.80315	6.09732
9.06535	10.94845	51.84819	16.06769	6.69238	7.08459	1106.76938	0.00000	29.22484	51.07371	11.43098	1.26738	12.27271	16.95780	0.76275	10.28778	4.01714	4.27297
7.78900	10.83707	-37.9	-11.83497	7.40965	7.76902	1151.60378	1.00000	40.68350	73.73292	11.34334	145.18333	8.50948		1.30731	10.39166	6.55401	6.89418
6.33580	9.29851	45.51667	18.63292	9.24136	6.88822	1075.62165	1.00000	44.31883	60.38541	8.08987	4.86667	5.85452	77.81580	0.73879	5.06450	7.04585	6.43599
9.67677	7.91467	34.4833	12.83137	8.63138	7.80887	1073.60157	1.00000	31.01015	76.84546	9.88450	136.84186	12.75879	39.91916	1.13060	10.26939	6.87810	5.04240
8.38641	9.79318	53.94313	12.93881	9.01800	5.83385	1132.56603	0.00000	71.96246	65.05203	10.60702	10.30215	9.55062	44.74880	0.63416	9.82573	7.56110	7.65328
7.23055		-38.16604	-6.31629	7.07199	7.21213	1109.89987	1.00000	44.25600	69.26935	8.69204	145.13643	4.80590	54.45852	0.93349	5.44976	7.05339	7.31714
9.24263	11.77184	8.62261	21.83471	9.04596	10.14894	1106.26093	1.00000	67.28601	68.34415	10.50786	-70.20749	8.06447	65.69138	8.94514	9.62900	7.16042	6.04603
7.49166	10.85483	37.58105	11.07487	9.28359	7.58192	1143.26376	0.00000	30.29963	66.63037	7.47328	29.26639	10.58222	47.80728	0.97471	10.71653	10.05335	8.40888
7.85171	11.42928	-12.91667	28.26317	9.36780	10.22309	1057.98752	0.00000	52.45503	62.46643	8.58085	-39.25	11.06461	47.07210	9.36439	11.89104	9.64943	8.51388
7.08996	8.85324	41.29444	12.24780	8.03515	9.62757	1181.85819	1.00000	62.42285	69.28713	9.58743	69.67639	7.55594	68.16051	5.30889	6.81598	7.88187	6.50563
6.08870	9.96194	27.76056	11.99990	6.41795	7.22238	1178.78820	1.00000	52.65388	85.51349	11.30359	-15.58602	7.54883	44.41289	0.67632	10.80722	12.52483	8.71496
7.61696	10.96601	41.85059	22.97826	7.92472	7.67234	1073.75587	1.00000	44.89060	74.26493	9.57542	-87.882	10.46706	28.30532	0.99161	7.60860	7.72570	7.07460
6.09673	5.36009	31.64615	30.79920	7.70989	7.61149	1104.52600	1.00000	59.86186	73.66513	10.75671	120.74221	6.57510	54.70151	1.52385	8.58808	6.93591	7.98866
8.53682	9.02365	49.5099	22.57799	8.83870	8.60812	1142.12306	0.00000	66.62238	69.15402	11.62461	6.74549	10.01183	37.44474	2.43441	8.94155	3.34494	3.23036
8.77813	13.15062	43.61058	31.48998	8.20856	8.05396	1092.84455	1.00000	62.81101	59.29929	8.53389	1.33467	8.02050	59.38133	1.56164	6.69339	7.52038	6.55008
6.40345	10.07200	37.13548	16.78889	7.84514	6.51436	1139.84747	1.00000	72.60324	79.30543	10.66196	-3.67029	7.84911	49.46700	0.39766	13.50263	9.57935	9.38149
8.99311	10.77834	36.21544	5.72091	8.69413	8.01158	1079.68589	0.00000	41.80096	68.38435	10.92595	65.93249	7.92737	44.48306	1.36361	10.82726	6.08842	10.04068
7.12249	9.65387	-1.26424	10.10755	10.12594	5.84069	1095.40871	0.00000	44.96503	81.23895	7.14538	104.09701	9.01630	58.68422	0.49909	9.51885	7.89743	11.18365
7.34950	7.31408	45.53929	16.52547	8.63544	7.82611	1128.33509	1.00000	41.78666	88.33455	10.23582	-122.38731	6.67786	70.09030	1.03036	7.34428	8.08784	6.24249
6.89207	11.84859	33.93113	12.16715	8.62431	8.35737	1112.75436	0.00000	42.28683	83.89367	9.88543	-117.54866	6.96701	40.28743	1.95996	11.26112	4.92570	13.26979
7.51918	8.41454	23.0072	14.85524	8.01427	9.39928	1085.38761	1.00000	33.17647	72.02751	10.55227	-82.4017	7.12902	50.97666	3.97628	11.81991	12.15142	9.18447
6.39896	8.79418	48.07667	19.29505	8.43563	6.60999	1096.32610	1.00000	21.07123	72.46396	10.12587	8.64409	5.88265	77.48104	0.62193	7.17473	5.85010	8.33662
8.12622	10.34942	-1.6	20.05595	7.35991	7.39565	1188.68312	0.00000	36.12087	68.77834	8.61684	103.61667	9.89662	52.36973	0.89768	8.47290	7.55845	7.42936
8.68231	8.40668	43.91452	20.00915	8.42740	7.22210	1181.26152	0.00000	50.82002	79.92362	9.33974	-69.96533	9.00454	25.87251	0.98958	8.86285	6.75562	6.38796
8.50385	9.21534	52.86147	23.65681	8.33140	9.05913	1119.71406	1.00000	56.75882	74.40138	9.87837	9.5926	6.90365	53.51087	3.63588	11.99816	10.49186	9.29387
7.10927	9.45740	54.39635	14.49484	8.72436	6.83801	1152.86107	0.00000	55.91571	80.84371	8.04540	24.04142	6.10805	61.23671	1.00604	8.01362	7.29369	7.22642
8.07045	10.45737	-30.60106	-17.65184	6.82253	9.69338	1057.13265	0.00000	19.34298	76.25879	10.81987	-71.19901	10.06925	42.25125	5.78385	9.78294	6.15593	8.60794
9.30059	6.79266	43.61092	5.45134	8.11925	7.23576	1095.32451	1.00000	60.84199	65.72183	10.13819	3.87723	6.74052	46.32576	0.79420	5.73184	7.52010	8.13658
9.67846	8.12601	33.03699	19.46292	7.60641	6.70589	1106.53252	0.00000	53.17272	75.62706	10.77029	-117.29198	9.83745	47.94602	0.72776	10.18705	5.49730	11.14816
8.53063	10.43206	41.16704	16.72016	7.23488	8.80364	1078.56152	0.00000	41.85564	72.50017	8.82873	-73.20483	7.94320	45.11832	2.91261	9.82420	7.09663	10.87552
7.95197	6.81432	31.28092	21.43881	7.17247	7.54777	1191.78563	0.00000	37.61398	83.13187	9.97646	74.85849	8.46931	40.97076	0.85498	10.26341	6.24194	5.63282
9.26363	9.82427	46.7055	12.24167	8.40928	8.69571	1057.50249	0.00000	50.90984	71.07633	9.90741	38.2739	10.42161	50.30577	2.21978	11.23554	7.38970	7.77054
7.06640	9.95320	-34.74785	17.35118	8.31009	6.76954	1105.55738	0.00000	51.08184	71.63646	9.81737	-58.70072	10.18408	51.32816	0.57954	9.79196	7.71003	8.60293
8.94901	7.79771	48.98693	9.61539	7.58389	7.10303	1051.50851	1.00000	66.92670	75.21536	9.15855	2.44892	7.97666	33.33197	1.19237	11.44723	9.63816	7.79917
8.80603	10.05091	21.28306	25.08941	9.02311	8.91787	1053.52325	1.00000	72.92945	66.49607	10.35741	-89.66123	5.92671	37.07974	2.46382	7.45372	7.93857	6.44789
7.69330	10.15631	51.955	13.17433	9.01291	8.74430	1170.68262	1.00000	52.18522	56.19897	9.84278	5.22778	7.44367	46.18303	2.32689	10.69959	11.67966	10.62107
7.58124	9.01293	4.96667	20.59458	9.10439	8.06669	1067.25960	1.00000	53.55420	65.64649	12.40411	10.7	6.90649	57.72065	1.59627	9.14338	9.22761	7.50191
7.89323	11.55810	54.39635	4.94372	8.61681	8.37784	1157.58394	1.00000	68.77960	71.49095	8.84602	24.04142	9.60722	40.11492	1.84705	6.54600	7.48380	6.17330
9.68431	10.11894	34.9	5.79666	10.40112	7.50170	1063.27221	0.00000	71.73200	89.73718	10.04068	137.5	7.81857	66.46701	0.98977	11.18921	7.03162	10.58882
7.66599	11.54261	20.28527	23.81654	8.24506	7.09342	1091.79801	0.00000	40.90068	73.75761	11.92929	-103.42897	7.45222	55.89077	0.81415	9.81232	6.97733	8.16193
9.35387	9.66669	48.79325	25.82153	8.52752	8.91293	1154.87991	1.00000	45.84792	76.68675	9.87560	2.29275	8.30000	29.18808	2.73100	9.46071	11.76993	6.94637
8.39048	11.40486	52.21099	29.62976	7.11693	8.37025	1086.16670	0.00000	11.02632	72.74419	10.47640	7.02238	8.06021	50.27724	2.03709	10.42902	6.39138	9.55618
9.15224	9.20774	38.91817	30.10587	8.70434	8.39201	1107.73933	1.00000	63.16398	61.12053	8.65171	-78.19444	5.25079	50.21111	2.00263	8.65907	5.86559	5.87630
8.40337	10.23859	30.35028	20.23468	7.98278	9.13694	1096.41112	1.00000	43.40614	66.91865	8.79355	112.19028	9.29770	49.02485	3.28542	9.03149	9.17358	8.04758
8.24714	10.33350	46.09273	23.29737	7.51713	8.29374	1135.14476	0.00000	60.30617	69.73851	11.29231	-88.64235	8.10236	44.73311	1.61053	10.05215	4.02205	12.43584
7.57288	9.39151	-1.9487	-2.19297	7.90999	7.42557	1082.80281	0.00000	32.27470	82.39804	7.47323	30.4347	10.97754	42.66156	0.79000	7.40205	7.08417	9.46947
7.00335	9.22207	53.0233	15.45121	7.61877	8.41648	1111.40442	1.00000	58.03254	59.52125	10.43858	-1.48119	8.56097	40.56000	1.72776	12.82941	10.27334	9.18020
8.01839	8.29993	38.68712	23.67969	10.66485	9.04335	1113.77195	0.00000	47.60660	61.09009	11.99034	-4.10734	11.38275	36.07142	3.09260	10.17353	6.00024	6.99538
9.27535	11.86637	51.30001	14.74347	8.73409	7.70109	1053.15811	1.00000	24.06890	84.42696	8.49767	13.10984	9.27338	34.48196	1.30374	11.67721	7.68880	3.79169
8.97711	8.71446	41.54566	27.71783	7.51369	8.59134	1146.60075	0.00000	48.45532	59.97500	11.41530	-71.29144	8.90546	51.36159	2.30259	11.21323	7.27275	8.84913
9.25292	9.65191	1.6	6.66883	8.96676	9.40827	1144.56663	0.00000	51.47821	59.88149	10.06974	103.81667	8.83604	51.59483	4.63920	10.39826	7.45141	8.86961
6.28279	9.50441	33.93113	21.10546	6.51642	6.93943	1081.88182	0.00000	23.85002	79.30798	6.34655	-117.54866	9.24382	59.17319	0.78100	10.31436	10.41420	
8.30271	10.79826	38.91817	12.62387	6.63558	8.17332	1121.44437	0.00000	61.79539	71.74124		-78.19444	10.67021	71.46815	1.53450	9.26666	5.23542	6.29570
9.53879	11.60615	25.67927	-9.09622	8.44645	7.48501	1166.27911	0.00000	50.40688	69.52389	9.83189	-80.31727	10.66738	42.97835	0.81164	8.82131	7.07265	4.82605
8.20583	5.80026	36.72544	24.41156	8.69872	8.48229	1092.01288	0.00000	84.68308	64.70146	9.61190	3.55665	9.45230	52.24449	2.12160	9.97210	8.40744	6.23116
8.26611	8.49114	17.34769	12.76999	9.31913	8.86960	1161.82711	1.00000	51.55609	81.89177	10.01462	78.55757	5.56289	40.86809	2.42275	7.72530	6.82575	6.87880
9.31763	7.01703	50.18545	23.45803	7.07410	8.73083	1129.11568	0.00000	25.22051	58.59788	7.70551	27.06365	7.22023	47.24067	1.99872	8.75938	7.08213	7.52707
7.19092	8.77290	31.71667	8.09765	7.16013	9.02429	1055.21181	1.00000	63.18105	64.10842	10.01833	73.38333	8.40259	69.47361	3.15578	7.08636	7.68086	7.24315
6.78227	9.92422	35.8	10.07448	5.96030	7.69195	1085.86704	1.00000	33.88244	71.10810	9.03723	137.23333	9.90288	35.17523	1.24236	7.88758	9.10715	7.35260
6.87588	9.79868	48	14.24353	8.97319	7.44946	1198.94552	1.00000	61.19680	75.92691	9.68183	-4.1	9.16347	70.91776	0.94118	10.76830	9.24155	7.63543
7.96067	11.03551	41.85059	11.39747	9.77203	7.70324	1195.95340	1.00000	78.01607	92.46888	8.30028	-87.882	4.98923	58.40902	1.18441	9.37765	6.03201	4.42284
9.06537	9.51281	45.79377	12.86274	8.79416	8.46539	1062.93738	0.00000	43.50192	79.08434	9.84105	8.88104	10.16070	35.23558	2.07069	9.27977	6.70022	4.23050
8.01060	8.89674	15.45144	20.13913	9.81473	8.90532	1079.28568	0.00000	61.45476	72.94669	10.30027	78.14797	10.33581	28.02105	2.69888	10.02412	10.01627	6.58420
7.95246	6.37413	52.31333	8.83504	7.48009	7.64632	1183.84194	0.00000	64.36585	86.35181	9.14455	6.92917	11.88565	63.39764	1.04093	7.81053	7.22956	8.63935
8.15121	8.70932	41.1053	5.89675	8.67652	7.55100	1077.82907	1.00000	34.13776	66.38234	10.83367	-7.32097	7.42544		1.18147	10.15850	6.94401	7.05377
8.18584	7.96078	43.96222	21.99809	8.29747	8.63697	1054.38964	0.00000	65.99382	57.67830	8.78243	43.63417	7.59507	35.43192	2.33264	10.45671	8.72696	9.23482
7.89089	10.79623	20.14298	10.33777	7.58039	8.49249	1088.89413	0.00000	32.85976	67.71861	10.11439	-77.43532	8.80057	42.90747	1.87098	9.15896	4.75196	11.59560
8.55065	7.91998	7.57944	0.84804	8.33121	8.40206	1079.68659	0.00000	61.29064	62.67654	9.89329	-8.53778	9.09303	60.21865	1.90676	10.31003	8.30990	7.42072
8.32117	10.22724	40.70995	15.37482	7.14836	7.01939	1198.72999	1.00000	65.75212	66.85154	9.01795	0.57856	8.04414	59.06378	0.62076	10.36632	9.71488	9.16998
9.86125	9.49353	7.6	24.80404	7.18587	9.00831	1158.56878	1.00000	56.84980	65.82009	9.24943	4.18333	7.82781	43.09971	3.15214	7.24718	6.84255	7.19806
7.27680	9.31529	12.04161	9.85927	9.22076	8.20345	1111.49902	1.00000	37.99741	68.23493	8.84029	75.35927	9.75578	50.89519	1.95496	7.34500	9.39388	5.88590
8.89137	9.26289	34.8825	19.07313	8.48863	8.23084	1166.01193	0.00000	60.31213	81.68482	8.41896	128.62667	9.16623	34.38224	1.86705	10.94080	9.24082	6.73922
5.99031	9.72579	55.1904	5.95714	7.70705	8.29348	1074.61796	1.00000	51.55811	64.69939	11.02461	30.2049	7.14505	44.05392	2.03509	9.70041	9.27846	4.81572
10.62282	6.98805	10.63504	30.68544	6.91383	8.06429	1194.24702	1.00000	46.67597	66.29246	7.97914	-85.43772	6.22358	44.97658	1.33992	5.95899	5.79332	7.00326
7.64590	8.71276	-4.42472	38.31240	8.24796	8.38836	1168.62662	0.00000	52.21701	77.06063	8.48464	-41.45861	9.61256	36.00659	2.02326	9.97326	8.03071	8.64565
10.26197	10.62326	57.97472	19.40785	8.27735	6.60206	1146.18122	1.00000	55.79587	65.73932	8.85654	33.2525	8.27569	40.37946	0.69234	9.12992	10.36406	7.72788
9.03814	9.10160	11.15583	16.64503	9.05493	9.20355	1054.74619	1.00000	55.36756	67.71107	7.99569	42.7125	9.23498	56.61495	3.81615	9.16136	8.05836	6.16119
9.13373	9.25054	32.54044	-2.69508	8.04921	8.33714	1116.13252	1.00000	64.79277	57.42585	8.45672	-82.90375	5.74147	39.38214	1.81679	6.19405	6.56797	6.77628
7.66180	11.13899	-21.15	15.62638	8.02173	6.11269	1187.46222	1.00000	38.02297	81.61995	7.58319	46.58333	6.86568	44.84077	0.85026	10.34825	10.98115	10.70722
9.84265	9.73081	20.28527	25.13162	8.47979	8.06644	1059.81256	1.00000	35.12001	86.52395	10.97985	-103.42897	6.61905	55.69045	1.57802	8.61471	7.75655	6.87866
9.46020	9.87937	3.8801	9.52306	8.45081	7.46317	1078.97909	0.00000	31.31709	70.11890	10.02902	-77.03116	11.35954	40.81334	0.91917	9.54719	5.12805	5.36269
7.89621	10.24110	13.44581	31.55751	9.29368	8.52081	1164.67145	1.00000	34.22285	60.65800	6.35495	101.18445	9.50483	32.65902	2.23322	6.26740	7.11843	4.61310
8.03369	8.60717	6.45407		9.00623	7.71494	1089.07093	1.00000	68.61089	57.36319	9.68472	3.39467	10.37109	24.68435	1.02443	8.24854	10.13920	7.25240
9.08168	9.53884	32.42067	-0.09537	7.87416	8.28886	1196.16257	0.00000	62.19396	66.76403	9.97229	-104.22884	9.28535	55.68651	1.78574	8.50697	6.71115	5.84863
7.85495	8.16935	40.57788	27.28097	8.84147	8.04456	1123.48051	0.00000	52.41619	57.99075	9.83147	-73.95958	11.02596	31.82019	1.44762	11.39956	9.95562	8.11577
8.48534	8.95824	41.47892	-11.39390	8.20924	8.69306	1098.95038	1.00000	52.92160	61.84996	10.08668	-87.45476	6.68020	38.25921	2.42121	10.54750	12.19728	7.06175
6.61008	10.90331	52.41667	23.04757	10.08427	7.86160	1083.51521	1.00000	25.28973	70.78014	9.39466	0.75	7.98193	58.36795	0.91266	8.90966	11.15906	7.55381
6.24082	7.86280	27.71809	19.14803	9.97614	9.12531	1164.50392	1.00000	39.90996	83.58328	9.33010	-82.35176	8.17713	60.93126	3.28512	10.48855	7.82344	9.68018
7.91457	10.04469	10.12268	3.15388	7.77741	8.49475	1118.70934	1.00000	48.21873	78.93669	7.74021	77.54372	12.07434	60.12406	1.70123	6.88482	6.59664	4.80975
6.80981	9.17891	35.82756	27.96401	8.23505	8.80038	1053.43637	1.00000	35.73677	62.92628	9.30634	137.95378	5.61099	32.69799	2.68608	6.27484	6.62493	7.77351
8.08957	7.35258	14.62072	24.63097	9.68825	8.38769	1089.76370	0.00000	55.77364	81.65074	9.10535	74.83554	8.90459	59.55215	1.84249	10.27721	8.12000	8.42208
8.23684	7.43844	26.67319	11.99527	6.26815	7.91147	1095.86248	1.00000	36.52370	75.62947	9.43035	31.4976	9.90513	51.58473	1.37024	8.91234	7.24718	5.98990
7.13301	7.55604	48.98994	19.79547	8.61679	7.50468	1107.60141	1.00000	42.34988	67.82030	8.93234	2.1699	8.54435	48.39049	1.02769	8.48385	10.25526	5.43350
8.78538	9.04013	40.66482	22.88381	7.99881	8.45197	1089.63613	1.00000	54.77339	79.81492	10.21001	122.22833	6.21804	44.63606	1.93134	7.72927	7.93635	6.11843
8.91608	11.56919	53.94313	9.72570	9.39184	7.06279	1162.93184	1.00000	42.04559	77.37966	8.13674	10.30215	8.31943	34.84319	0.53801	5.82833	6.75306	6.55783
8.48070	6.58464	8.43333	10.54032	7.70514	7.00984	1106.99813	1.00000	40.35220	66.27387	10.16327	99.96667	5.77793	51.24823	0.49370	7.25816	6.49294	7.77834
6.96836	8.80978	24.81757	4.59758	7.94910	7.44307	1183.62400	1.00000	41.35859	67.20120	7.97242	84.63445	5.99606		1.06057	5.22828	6.02988	6.84861
7.31444	8.44027	33.86419	-6.74386	7.04826	7.63280	1140.06222	1.00000	26.08810	55.45174	8.05829	48.26258	6.20133	46.86840	1.21140	4.69465	6.59426	7.09991
8.18320	6.74393	51.65	10.01214	8.10684	9.53115	1058.45748	0.00000	69.30386	67.15925	10.90649	-0.2	12.19050	67.44814	4.93970	8.87175	6.86395	6.90524
8.49229	6.08834	21.46527	23.53690	9.50084	7.55942	1189.02013	0.00000	51.20208	64.80330	9.35447	83.97573	9.50922	48.00060	1.16173	9.06004	8.91525	8.52551
7.96943	9.46286	29.21399	14.32594	7.12356	9.82262	1171.09045	1.00000	40.15714	62.88118	10.17356	78.95693	10.21275	68.98712	6.43408	9.81797	8.13294	6.10924
9.00014	9.91694	45.43341	31.88259	8.27947	6.39128	1143.90277	1.00000	25.72495	79.18983	7.63354	-73.86586	5.17478	56.06273	0.26880	6.42970	5.93936	5.26349
9.07302	12.72334	40.70995	22.86449	8.02477	6.91808	1080.14083	0.00000	36.40160	69.62660	9.88815	0.57856	12.48992	36.69587	1.04258	8.90819	4.21046	6.29818
9.17856	11.52515	24.96334	23.55965	8.76337	8.92922	1059.69959	1.00000	54.82807	73.41466	8.35742	10.18003	5.63752	37.32420	2.63696	4.55243	6.23527	7.27171
9.79002	7.88082	22.10194	20.20126	10.70533	7.94475	1098.74458	1.00000	51.00829	78.54739	10.59292	85.37752	6.78233	44.56541	1.32287	5.59672	8.47867	7.62146
7.64319	8.37419	36.82167	2.71757	9.82834	8.21355	1077.43465	1.00000	19.61790	68.86706	10.08524	128.63083	9.01127	37.64908	1.92526	10.40466	10.73055	5.83368
10.05979	8.89353	32.9156	2.59923	8.27735	7.55773	1125.01262	1.00000	44.45957	76.50391	10.44188	-117.14392	10.90513	47.82426	1.07806	13.01202	8.58295	6.54321
