latitude	longitude	revision	code	QoS	location
41.55947	14.66737	29 Sep 2013	IT	accep	Europe/Rome
45.99194	29.41824	2018/02/16	UA	accep	Europe/Kiev
38.07789	13.44275	2018-04-17	IT	average	Europe/Rome
48.78232	9.17702	2013-08-31	DE	excellent	Europe/Berlin
40.68066	-73.47429	09/03/2017, 00:00:00	US	good	America/New_York
47.05	15.46667	2019/02/12	AT	excellent	Europe/Vienna
47.80527	-122.24064	2021-10-11	US	accep	America/Los_Angeles
-20.87306	-48.29694	03/26/2015, 00:00:00	BR	good	America/Sao_Paulo
18.42745	-67.15407	2019/10/06	PR	accep	America/Puerto_Rico
40.81	-73.9625	2016-01-27	US	excellent	America/New_York
48.79325	2.29275	08/14/2019, 00:00:00	FR	building	Europe/Paris
33.3213	130.94098	29 Sep 2013	JP	maintenance	Asia/Tokyo
54.60528	18.34717	2015/05/11	PL	maintenance	Europe/Warsaw
36.19278	117.65694	2012-11-12	CN	good	Asia/Shanghai
61.72744	17.10558	2014-02-22	SE	average	Europe/Stockholm
20.88098	75.11937	03/07/2014, 00:00:00	IN	good	Asia/Kolkata
35.88264	-80.08199	21 Sep 2014	US	accep	America/New_York
60.02427	30.28491	2016/11/10	RU	excellent	Europe/Moscow
48	-4.1	12/06/2012, 00:00:00	FR	average	Europe/Paris
48.98693	2.44892	02 Dec 2016	FR	building	Europe/Paris
3.8801	-77.03116	02 Jan 2016	CO	good	America/Bogota
9.58126	8.2926	2019/05/23	NG	excellent	Africa/Lagos
-20.25333	-43.80139	09/07/2013, 00:00:00	BR	accep	America/Sao_Paulo
9.82564	78.25795	17 Apr 2022	IN	excellent	Asia/Kolkata
35.05266	-78.87836	03/23/2014, 00:00:00	US	good	America/New_York
33.76446	-117.79394	2013/10/26	US	excellent	America/Los_Angeles
20.28527	-103.42897	14 Jan 2017	MX	good	America/Mexico_City
64.5635	39.8302	2017-09-19	RU	excellent	Europe/Moscow
-44.39672	171.25364	2013/12/08	NZ	excellent	Pacific/Auckland
25.66795	85.83636	11/03/2016, 00:00:00	IN	maintenance	Asia/Kolkata
32.42067	-104.22884	03/22/2021, 00:00:00	US	good	America/Denver
39.33427	-76.43941	2015-09-10	US	average	America/New_York
50.71229	4.52529	2019/11/20	BE	building	Europe/Brussels
35	136.51667	08 Feb 2022	JP	good	Asia/Tokyo
-10.91111	-37.07167	20 Jan 2020	BR	maitennce	America/Maceio
26.91756	-82.07842	2021-08-25	US	excellent	America/New_York
23.18	88.58	2013/08/30	IN	accep	Asia/Kolkata
20.14298	-77.43532	2014-05-02	CU	excellent	America/Havana
-38.16604	145.13643	2019/03/23	AU	average	Australia/Melbourne
-6.25	38.66667	2013/05/04	TZ	good	Africa/Dar_es_Salaam
38.10558	-1.86343	2022-01-07	ES	accep	Europe/Madrid
41.1053	-7.32097	2020/02/13	PT	maintenance	Europe/Lisbon
-28.24	-48.67028	11 Oct 2021	BR	excellent	America/Sao_Paulo
6.9909	79.883	02/09/2022, 00:00:00	LK	good	Asia/Colombo
43.32393	5.4584	22 Apr 2015	FR	good	Europe/Paris
9.6531	124.3697	2020-01-06	PH	good	Asia/Manila
45.39402	9.29109	2016-08-02	IT	excellent	Europe/Rome
10.31672	123.89071	2017-10-04	PH	average	Asia/Manila
30.35028	112.19028	2018/04/06	CN	good	Asia/Shanghai
11.12018	76.11996	2019-01-06	IN	maintenance	Asia/Kolkata
-22.45667	-47.53028	30 Oct 2017	BR	accep	America/Sao_Paulo
35.64889	117.27583	2016-10-21	CN	excellent	Asia/Shanghai
40.85158	122.74754	21 Dec 2017	CN	average	Asia/Shanghai
45.0408	-93.263	2022/02/13	US	building	America/Chicago
40.55851	17.80774	2019-11-09	IT	accep	Europe/Rome
41.27194	123.17306	2017-05-01	CN	average	Asia/Shanghai
13.70727	9.15013	2021-02-07	NE	average	Africa/Niamey
41.48199	-81.79819	2019/08/29	US	average	America/New_York
17.54907	82.85749	11/21/2013, 00:00:00	IN	excellent	Asia/Kolkata
-4.5833	15.16554	2014/07/23	CD	average	Africa/Kinshasa
33.93113	-117.54866	09/24/2013, 00:00:00	US	building	America/Los_Angeles
14.62578	121.12251	2016-04-18	PH	accep	Asia/Manila
45.78071	12.84052	2016/07/02	IT	good	Europe/Rome
32.50611	120.14278	03/08/2016, 00:00:00	CN	maintenance	Asia/Shanghai
51.62907	-0.74934	13 Oct 2017	GB	excellent	Europe/London
-7.60361	37.00438	12/05/2017, 00:00:00	TZ	accep	Africa/Dar_es_Salaam
24.41288	76.56719	2015-05-13	IN	good	Asia/Kolkata
8.43333	99.96667	28 May 2015	TH	excellent	Asia/Bangkok
7.06273	-1.4001	2016/12/15	GH	average	Africa/Accra
29.22254	79.5286	04/03/2021, 00:00:00	IN	good	Asia/Kolkata
41.80753	-87.65644	21 Dec 2015	US	excellent	America/Chicago
24.81757	84.63445	2015-01-27	IN	accep	Asia/Kolkata
28.90054	-81.26367	11 May 2019	US	accep	America/New_York
54.8421	46.5813	2017/12/18	RU	maintenance	Europe/Moscow
18.87813	72.93924	2013-09-08	IN	good	Asia/Kolkata
34.9	137.5	03 Mar 2018	JP	accep	Asia/Tokyo
-6.8048	110.8405	2018/11/30	ID	average	Asia/Jakarta
47.46657	84.87144	08 Oct 2015	KZ	average	Asia/Almaty
49.13645	8.91229	2020/09/19	DE	excellent	Europe/Berlin
37.31065	13.57661	04 Nov 2015	IT	average	Europe/Rome
-19.72806	-50.19556	2018-09-05	BR	building	America/Sao_Paulo
11.93381	79.82979	06/16/2020, 00:00:00	IN	accep	Asia/Kolkata
50.9803	11.32903	13 Aug 2018	DE	maintenance	Europe/Berlin
43.31667	-2.68333	07 Feb 2020	ES	accep	Europe/Madrid
30.24706	115.04814	2016/06/01	CN	good	Asia/Shanghai
33.14447	47.3799	2014/06/19	IR	good	Asia/Tehran
48.35149	8.96317	07 Mar 2013	DE	building	Europe/Berlin
-6.25	38.66667	2016-05-15	TZ	building	Africa/Dar_es_Salaam
54.39304	53.26023	2014/08/30	RU	accep	Europe/Moscow
29.53885	-95.44744	2016-03-28	US	good	America/Chicago
49.88307	-119.48568	2018-10-07	CA	average	America/Vancouver
-28.24	-48.67028	2015-12-04	BR	excellent	America/Sao_Paulo
39.43534	-84.20299	11/15/2015, 00:00:00	US	building	America/New_York
52.26083	7.00417	06/12/2018, 00:00:00	NL	building	Europe/Amsterdam
40.72816	-74.07764	08 Jul 2019	US	building	America/New_York
55.54028	89.20083	12/01/2013, 00:00:00	RU	average	Asia/Krasnoyarsk
9.92787	-84.13722	2019-02-11	CR	good	America/Costa_Rica
-1.6	103.61667	01/30/2013, 00:00:00	ID	average	Asia/Jakarta
36.06386	4.62744	2014/05/07	DZ	excellent	Africa/Algiers
46.32313	-0.45877	2014-01-17	FR	average	Europe/Paris
40.93333	73	05/12/2013, 00:00:00	KG	average	Asia/Bishkek
15.72892	120.57224	04/24/2021, 00:00:00	PH	good	Asia/Manila
43.82634	144.09638	2017/09/16	JP	accep	Asia/Tokyo
52.4089	31.3237	2017/03/25	BY	accep	Europe/Minsk
52.66277	-2.01111	02/16/2021, 00:00:00	GB	good	Europe/London
53.16167	6.76111	2022/08/15	NL	building	Europe/Amsterdam
12.18441	18.69303	04/20/2013, 00:00:00	TD	accep	Africa/Ndjamena
34.08565	74.80555	04/20/2013, 00:00:00	IN	building	Asia/Kolkata
44.99012	-123.02621	13 Aug 2022	US	accep	America/Los_Angeles
53.38333	-0.76667	2012/10/25	GB	excellent	Europe/London
38.47917	-1.325	2020/03/02	ES	accep	Europe/Madrid
18.03496	-66.8499	2018/01/22	PR	good	America/Puerto_Rico
38.17492	-122.2608	04/05/2019, 00:00:00	US	good	America/Los_Angeles
41.55838	-81.56929	15 Oct 2021	US	excellent	America/New_York
4.96667	10.7	2015/02/05	CM	excellent	Africa/Douala
10.63504	-85.43772	07/22/2014, 00:00:00	CR	excellent	America/Costa_Rica
44.35056	142.45778	2014/12/01	JP	maintenance	Asia/Tokyo
46.65581	32.6178	05/31/2019, 00:00:00	UA	accep	Europe/Kiev
51.47805	6.8625	2016/04/28	DE	good	Europe/Berlin
-14.66463	-52.35558	2022-04-05	BR	excellent	America/Cuiaba
36.61954	4.08282	2018-07-11	DZ	accep	Africa/Algiers
40.98894	28.67582	2013-09-19	TR	accep	Europe/Istanbul
40.2737	-76.88442	2017-01-04	US	good	America/New_York
40.65538	-74.38987	07/11/2019, 00:00:00	US	average	America/New_York
51.78967	1.15597	2022/04/15	GB	accep	Europe/London
-37.88333	145.06667	02/07/2015, 00:00:00	AU	good	Australia/Melbourne
20.28527	-103.42897	2017-05-15	MX	average	America/Mexico_City
10.13361	124.84472	2015/05/21	PH	excellent	Asia/Manila
48.35149	8.96317	2014-09-25	DE	excellent	Europe/Berlin
13.44581	101.18445	2021-08-31	TH	building	Asia/Bangkok
-20.88231	55.4504	10 Aug 2017	RE	average	Indian/Reunion
54.52156	9.5586	2013-08-24	DE	average	Europe/Berlin
22.98212	-80.58556	04/18/2015, 00:00:00	CU	average	America/Havana
40.65538	-74.38987	04/14/2018, 00:00:00	US	excellent	America/New_York
39.08367	-84.50855	03 Feb 2016	US	excellent	America/New_York
35.82756	137.95378	2017-09-14	JP	average	Asia/Tokyo
-21.205	-41.88778	2013-09-26	BR	building	America/Sao_Paulo
29.53885	-95.44744	08/02/2020, 00:00:00	US	good	America/Chicago
36.02506	-86.77917	14 Sep 2022	US	good	America/Chicago
53.63333	9.85	2012/10/18	DE	building	Europe/Berlin
-31.25033	-61.4867	2019/10/03	AR	accep	America/Argentina/Cordoba
11.86064	9.0027	10/08/2021, 00:00:00	NG	excellent	Africa/Lagos
53.49389	-1.29243	2016/03/20	GB	average	Europe/London
41.94175	123.50266	2015/08/28	CN	good	Asia/Shanghai
-3.20333	-52.20639	19 Nov 2015	BR	accep	America/Santarem
-28.24	-48.67028	03/05/2019, 00:00:00	BR	average	America/Sao_Paulo
47.56494	31.33078	23 Oct 2013	UA	building	Europe/Kiev
32.17629	75.06583	23 Nov 2013	PK	excellent	Asia/Karachi
30.29184	71.67164	05 May 2013	PK	average	Asia/Karachi
39.96348	-4.83076	10/18/2017, 00:00:00	ES	accep	Europe/Madrid
7.50251	5.06258	2018-11-12	NG	good	Africa/Lagos
-22.92306	-53.13722	2015-01-25	BR	average	America/Sao_Paulo
3.02013	30.91105	12 Mar 2020	UG	excellent	Africa/Kampala
0.03813	36.36339	2019-08-30	KE	good	Africa/Nairobi
49.03685	8.70745	2022/04/02	DE	excellent	Europe/Berlin
12.74409	-8.07257	2014-09-25	ML	accep	Africa/Bamako
-5.85746	144.23058	2016-03-31	PG	good	Pacific/Port_Moresby
39.22493	42.85693	11/27/2018, 00:00:00	TR	average	Europe/Istanbul
15.72892	120.57224	05 Feb 2015	PH	accep	Asia/Manila
-21.44345	-65.71875	01/22/2018, 00:00:00	BO	excellent	America/La_Paz
39.59611	27.02444	11/09/2014, 00:00:00	TR	average	Europe/Istanbul
42.28639	18.84	12/30/2017, 00:00:00	ME	maintenance	Europe/Podgorica
34.08565	74.80555	12/29/2014, 00:00:00	IN	good	Asia/Kolkata
15.73628	75.96976	2020/04/21	IN	good	Asia/Kolkata
40.87329	14.43865	03 Jul 2021	IT	good	Europe/Rome
31.82539	72.54064	10/20/2015, 00:00:00	PK	good	Asia/Karachi
58.7002	59.4839	2022-05-06	RU	building	Asia/Yekaterinburg
45.79377	8.88104	03 Sep 2022	IT	accep	Europe/Rome
41.09822	120.74792	2017/08/16	CN	average	Asia/Shanghai
34.75856	136.13108	29 Sep 2020	JP	excellent	Asia/Tokyo
29.53885	-95.44744	08/23/2017, 00:00:00	US	maintenance	America/Chicago
9.92787	-84.13722	31 Jul 2021	CR	average	America/Costa_Rica
41.66394	-83.55521	2016-01-21	US	building	America/New_York
3.02013	30.91105	2014-06-15	UG	excellent	Africa/Kampala
45.79377	8.88104	01 May 2019	IT	good	Europe/Rome
48.77275	5.16108	10/13/2018, 00:00:00	FR	accep	Europe/Paris
-19.65	47.31667	2017/01/11	MG	building	Indian/Antananarivo
11.50526	77.23826	2015-12-22	IN	accep	Asia/Kolkata
13.70727	9.15013	2013/01/07	NE	maintenance	Africa/Niamey
45.99194	29.41824	04/29/2018, 00:00:00	UA	accep	Europe/Kiev
48.35149	8.96317	01/17/2015, 00:00:00	DE	maintenance	Europe/Berlin
14.37395	100.48528	05/22/2021, 00:00:00	TH	excellent	Asia/Bangkok
3.31332	117.59152	09/26/2013, 00:00:00	ID	excellent	Asia/Makassar
41.85059	-87.882	10/28/2012, 00:00:00	US	excellent	America/Chicago
61.72744	17.10558	2014-04-01	SE	average	Europe/Stockholm
50.88506	4.07601	10 Jan 2016	BE	excellent	Europe/Brussels
44.59445	11.04979	28 Jul 2019	IT	accep	Europe/Rome
53.51684	-113.3187	2018-05-23	CA	good	America/Edmonton
41.82143	41.77921	04/08/2016, 00:00:00	GE	accep	Asia/Tbilisi
31.82539	72.54064	2020-03-10	PK	average	Asia/Karachi
45.40008	-73.58248	2013-05-21	CA	accep	America/Toronto
-1.9487	30.4347	2016-06-02	RW	average	Africa/Kigali
32.05971	34.8732	2017-08-20	IL	good	Asia/Jerusalem
36.65	138.31667	2022-09-22	JP	accep	Asia/Tokyo
44.99012	-123.02621	2021/10/25	US	accep	America/Los_Angeles
41.55815	-73.0515	2015/01/15	US	excellent	America/New_York
55.1904	30.2049	2018/06/12	BY	accep	Europe/Minsk
56.11281	69.49015	2020-06-13	RU	excellent	Asia/Yekaterinburg
55.39485	43.83992	19 Aug 2014	RU	good	Europe/Moscow
-23.7975	-48.59278	11/02/2020, 00:00:00	BR	accep	America/Sao_Paulo
37.71715	-122.40433	2014-12-10	US	average	America/Los_Angeles
44.85278	65.50917	03/14/2016, 00:00:00	KZ	excellent	Asia/Qyzylorda
60.18427	24.95034	2019/12/04	FI	building	Europe/Helsinki
36.76775	2.95924	2016/03/19	DZ	average	Africa/Algiers
23.73333	114.68333	2016-04-10	CN	excellent	Asia/Shanghai
51.64316	-0.36053	2019/02/19	GB	excellent	Europe/London
-25.42778	-49.27306	2018/11/01	BR	average	America/Sao_Paulo
23.07492	88.28637	2022-04-21	IN	average	Asia/Kolkata
3.31332	117.59152	2017-06-25	ID	accep	Asia/Makassar
53.19146	-2.52398	2013-11-26	GB	average	Europe/London
41.84364	-87.71255	14 Aug 2015	US	accep	America/Chicago
36.20829	-115.98391	03/07/2016, 00:00:00	US	average	America/Los_Angeles
33.93113	-117.54866	2014-07-15	US	average	America/Los_Angeles
54.03876	43.91385	19 May 2013	RU	maintenance	Europe/Moscow
25.13915	73.06784	2017/03/17	IN	excellent	Asia/Kolkata
59.33333	18.28333	2018/06/03	SE	excellent	Europe/Stockholm
40.94065	-73.99681	2013-04-11	US	excellent	America/New_York
50.74497	3.20639	11/03/2019, 00:00:00	BE	excellent	Europe/Brussels
48	-4.1	2016-05-23	FR	accep	Europe/Paris
-6.25	38.66667	2019-05-15	TZ	excellent	Africa/Dar_es_Salaam
44.97639	19.61222	23 Apr 2016	RS	building	Europe/Belgrade
47.48444	36.25361	23 Jan 2019	UA	excellent	Europe/Zaporozhye
48.79325	2.29275	06/13/2014, 00:00:00	FR	average	Europe/Paris
0.46005	34.11169	06/12/2022, 00:00:00	KE	excellent	Africa/Nairobi
36.08497	9.37082	2020/03/09	TN	good	Africa/Tunis
52.48173	-2.12139	2016/11/15	GB	excellent	Europe/London
19.21667	73.08333	05/18/2019, 00:00:00	IN	excellent	Asia/Kolkata
44.27804	-88.27205	10 Dec 2013	US	building	America/Chicago
34.21639	-119.0376	28 Oct 2016	US	building	America/Los_Angeles
49.28669	1.00288	09/06/2019, 00:00:00	FR	average	Europe/Paris
39.32011	-76.51552	2016-05-09	US	accep	America/New_York
32.9156	-117.14392	2016-07-23	US	good	America/Los_Angeles
29.38242	70.91106	24 Aug 2020	PK	excellent	Asia/Karachi
20.88197	85.83334	19 Nov 2013	IN	good	Asia/Kolkata
42.16808	-88.42814	2013/10/23	US	good	America/Chicago
53.94313	10.30215	26 Aug 2015	DE	good	Europe/Berlin
49.5099	6.74549	2020-10-03	DE	good	Europe/Berlin
61.78491	34.34691	10/02/2013, 00:00:00	RU	excellent	Europe/Moscow
43.11667	1.6	02/23/2017, 00:00:00	FR	average	Europe/Paris
29.21399	78.95693	2013-12-03	IN	excellent	Asia/Kolkata
39.09112	-94.41551	2017/11/12	US	excellent	America/Chicago
8.48714	-13.2356	24 Jan 2017	SL	accep	Africa/Freetown
48.21644	9.02596	04/12/2013, 00:00:00	DE	building	Europe/Berlin
16.0567	103.65309	2016/10/11	TH	good	Asia/Bangkok
31.12406	-97.90308	2019-10-25	US	excellent	America/Chicago
20.21322	-100.88023	06/05/2013, 00:00:00	MX	average	America/Mexico_City
-54.8	-68.3	25 Oct 2019	AR	excellent	America/Argentina/Ushuaia
48.90472	2.2469	2021/04/05	FR	good	Europe/Paris
50.71229	4.52529	06/17/2021, 00:00:00	BE	average	Europe/Brussels
46.32374	-120.00865	02/20/2013, 00:00:00	US	accep	America/Los_Angeles
