CH4	C2H3NO5	PAHs	PM10	latitude	PM2.5	PRES	Pb	TEMP	NH3	SO2	CO	NOx	O3	longitude	CFCs	H2CO	warning
6.40918	0.04124	7.85442	5.54203	34.09611	4.85488	1059.16123	44.02379	20.23333	9.44352	7.79095	8.03264	9.46083	10.91213	-118.10583	57.01732	32.99102	0.00000
6.12424	0.58436	9.81183	10.21760	-5.85746	11.71757	1096.76936	46.62872	15.46240	9.98222	8.32293	9.49385	7.76186	6.42253	144.23058	29.43122	37.86515	1.00000
7.19529	0.06809	7.80985	7.67901	5.84752	8.23101	1178.73129	54.14234	34.04747	9.11467	8.11471	7.31054	8.83955	9.23187	-5.682	60.99314	56.80134	0.00000
8.47952	0.26437	8.37969	9.37276	-26.93366	9.60037	1144.94578	35.46616	19.50075	9.91583	10.00590	8.82848	10.99121	6.27834	29.24152	70.02348	50.87270	1.00000
7.04487	0.05940	6.55468	6.62115	23.9028	6.44892	1148.29899	41.65454	19.94352	8.75764	8.10660	6.61830	7.99996	11.24101	89.11943	54.65776	35.34792	0.00000
8.17679	0.37747	10.24227	9.69306	6.9909	11.82446	1057.34813	52.94074	12.93863	9.23688	9.13835	7.08661	10.21496	6.31207	79.883	55.14304	44.41133	1.00000
9.61730	0.17524	9.20125	8.92581	36.61954	6.38758	1096.20142	56.85148	8.52618	9.75374	9.57978	8.02543	7.27945	6.40002	4.08282	33.26247	46.84075	0.00000
6.63290	0.16834	6.91523	8.73988	-8.28333	8.49253	1081.74822	51.36083	25.05993	9.66395	9.67161	7.43788	10.60931	7.02424	-35.03333	64.25514	44.43401	0.00000
10.24115	0.39233	9.12365	9.72111	61.72744	7.52357	1178.18042	37.28909	15.47069	6.05246	7.69083	8.11285	7.73501	9.13228	17.10558	49.90026	42.86002	
9.66395	0.14061	8.20153	8.52764	53.37596	6.93579	1108.70414	31.57401	18.24625	4.89265	8.90602	8.09962	5.90941	6.49445	51.3452	59.23462	57.31130	0.00000
11.02793	0.41056	8.90262	9.85309	43.78956	9.55890	1138.44697	42.18066	26.89652	7.50377	8.39409	8.90042	5.55664	7.69812	7.60872	51.01366	48.91212	1.00000
8.68428	0.04887	7.35625	6.94286	53.30972	4.55164	1186.68086	55.53068	12.22518	8.37119	9.19917	7.81014	4.09018	3.11631	83.62389	51.90196	65.79487	0.00000
6.02565	0.06442	8.62855	7.60324	32.05971	9.75260	1192.62836	57.24074	19.44272	9.78190	7.35222	9.07232	8.20179	9.41775	34.8732	27.26281	34.99056	1.00000
10.25356	0.47048	8.16104	10.01365	35.74788	10.46098	1076.77348	36.22638	-1.34633	6.49420	9.04432	7.76271	5.99640	12.03018	-95.36969	53.21807	50.59244	1.00000
8.97019	0.25948	8.28016	9.31978	42.16808	9.26121	1065.45032	63.64556	20.73193	6.92009	9.30284	8.98505	6.16927	8.78336	-88.42814	32.99518	44.32360	1.00000
6.66772	0.04031	8.33644	6.24624	43.48961	6.36865	1151.51346	54.34875	12.77299	9.00833	8.60033	7.61173	8.91580	10.78753	-8.2194	57.04800	42.17926	0.00000
6.22914	0.60217	9.85583	10.26260	1.6	5.45317	1068.55101	45.09823	30.52594	11.54865	7.54530	9.14959	9.77200	3.64983	103.81667	59.64389	63.09021	1.00000
5.52993	0.14305	8.30439	8.58181	37.71715	8.26404	1155.48714	78.62876	11.72635	10.51976	7.67027	9.59302	9.05670	8.11509	-122.40433	73.12425	61.13782	1.00000
9.52736	0.03605	7.18301	6.37879	13.44581	8.09430	1082.32241	39.24319	32.37295	8.85977	8.54785	8.40397	11.07350	8.76968	101.18445	65.84719	53.19684	1.00000
9.46634	0.10939	9.12420	8.49032	-19.65	8.07355	1177.96818	38.94242	17.40890	7.49885	8.44330	8.56101	6.73796	7.64299	47.31667	65.11469	62.97281	0.00000
6.41916	0.12209	6.35675	8.51046	9.535	8.31795	1058.77964	54.82300	24.68208	8.65805	8.27708	10.30487	9.68939	8.68394	-13.68778	41.54467	48.48043	0.00000
8.77014	1.02629	6.82297	10.81022	8.79577	10.58341	1145.82887	41.70973	14.42707	5.37715	8.74976	7.09410	8.91795	11.83806	-75.69947	46.61684	34.30541	1.00000
8.57410	2.47837	7.81210	11.71354	41.09822	9.72921	1052.70276	42.09191	21.88631	5.47354	8.74580	7.65006	9.10258	9.71644	120.74792	51.23032	62.71381	1.00000
8.73976	0.07393	7.51586	7.68430	7.50251	8.42564	1133.72015	29.73733	18.31501	7.32594	8.12189	8.42508	4.66333	8.64837	5.06258	67.92842	34.84780	1.00000
7.01162	1.66528	8.15389	11.29910	47.48444	10.87167	1068.04138	55.01444	22.66845	9.55824	6.37556	7.67677	10.11697	5.38564	36.25361	42.84712	41.46806	1.00000
10.30018	0.05183	7.86373	7.63443	41.57439	3.51740	1130.64004	51.84999	24.69520	9.18993	9.39824	7.08888	5.95065	6.74411	24.71204	65.65540	46.31744	0.00000
7.17950	0.53363	8.24956	10.13450	32.50611	11.38545	1069.54116	49.89864	16.65230	10.09190	8.60365	6.12671	8.99573	6.50451	120.14278	39.10700	32.68761	1.00000
9.58847	0.05647	7.22485	7.65799	15.58552	5.58091	1096.06033	32.21373	22.11568	8.89368	8.18084	7.42339	5.90293	6.06875	102.42587	65.44975	69.08797	0.00000
11.57177	0.04844	8.41859	6.74887	35.06667	4.95121	1112.43692	53.09673	33.10233	9.25716	8.70574	7.06347	7.14769	8.02901	135.21667	50.45212	46.00685	0.00000
7.56470	0.34534	8.88570	9.70458	22.98212	12.14074	1133.80379	54.88964	31.09987	8.45971	8.95212	7.86751	8.93660	7.57535	-80.58556	29.35788	61.71103	1.00000
7.97738	0.07476	8.44364	7.67821	9.82564	6.43821	1075.94188	45.26868	4.52923	7.36493	7.87671	10.15099	4.16137	5.06905	78.25795	73.61625	48.12733	0.00000
6.02523	1.27397	7.30683	11.01929	51.35084	9.48196	1102.12965	22.55408	19.43181	9.07774	7.10738	7.09986	9.93269	6.67080	-1.99421	62.68729	49.12805	1.00000
8.49180	0.69739	8.43701	10.41324	37.31065	4.62754	1129.88778	40.89480	32.53049	6.88519	8.18675	7.99194	5.84061	4.94721	13.57661	56.37223	63.54974	0.00000
8.01208	0.06838	7.88866	7.69303	-19.7625	6.60383	1188.43216	27.55813	15.61046	6.04882	9.05440	9.05325	3.96192	3.92410	-44.31389	70.10050	53.54585	0.00000
8.82170	1.17562	7.97363	10.94978	20.21322	9.73432	1163.27755	43.52292	2.98508	6.17226	8.12771	6.93195	7.03064	9.42316	-100.88023	33.65613	49.82147	1.00000
9.74026	0.16415	7.62484	8.79640	52.57583	8.79757	1199.95423	50.56091	30.59860	6.44336	8.58482	8.19699	6.30508	7.44414	6.61944	53.28825	64.79016	1.00000
8.25649	0.05934	5.79796	6.69892	-7.54972	8.21107	1195.66289	44.78355	13.84652	9.43201	8.74591	8.54588	8.45600	9.67836	110.71639	60.30289	46.06940	0.00000
7.81168	0.89903	8.91572	10.67929	-24.19436	6.07303	1072.11428	28.71087	-3.53182	7.48443	9.91307	7.81481	5.92311	5.62710	29.00974	53.79638	59.75699	0.00000
8.52065	0.02889	7.39567	5.56342	40.85158	6.26643	1069.11611	61.14222	-9.47073	9.40125	8.71895	8.32397	7.86018	11.29861	122.74754	74.40749	52.09276	0.00000
9.67839	0.20953	9.39947	9.05428	12.74482	6.19333	1174.54189	68.15822	15.24318	7.04947	9.02578	8.16635	6.69604	6.53612	4.52514	32.31929	83.92450	0.00000
8.63291	0.41963	8.64433	9.84550	4.96667	9.09610	1173.03731	55.57638	6.59218	4.47875	7.46483	8.32737	8.04425	7.72500	10.7	45.36666	43.01309	1.00000
9.45020	2.25501	9.69933	11.62177	40.78206	10.43418	1193.52605	17.51002	-2.63161	4.38311	6.68797	6.96514	8.78661	9.41988	72.34424	67.56432	34.09848	0.00000
6.95892	0.23380	8.66316	9.15949	34.9	8.10041	1196.09379	49.94725	12.06402	10.07002	9.10594	7.57963	10.50790	6.28028	137.5	54.79109	34.79547	1.00000
9.05627	0.12553	7.97969	8.38059	2.41669	8.14139	1053.06311	56.02879	11.14623	8.66251	8.29818	7.96380	11.02765	5.62404	30.98551	68.40535	50.57323	1.00000
8.33498	0.03153	7.50130	5.27208	48	7.95648	1199.58253	23.77324	9.59893	10.58136	9.28645	8.40636	7.27873	10.44787	-4.1	45.32779	63.07708	0.00000
8.49562	0.03411	7.97183	5.02174	32.05971	6.72963	1103.19970	51.22811	24.37757	10.05169	7.66195	6.39066	7.47508	11.22905	34.8732	64.54423	59.18993	0.00000
10.29004	0.12776	7.76741	8.52102	48.90472	9.47851	1169.48744	38.79690	5.26412	9.24280	7.01240	5.97205	3.88535	10.16864	2.2469	77.29589	55.67900	1.00000
10.98002	1.94010	8.96039	11.45353	-33.75881	5.47864	1139.73965	38.94150	36.67363	8.78475	7.05823	7.53230	9.76136	9.01649	150.99292	67.39176	52.42270	0.00000
6.07479	0.05741	8.42507	6.81817	50.23271	5.88584	1103.89131	43.53211	9.98293	8.96506	9.22658	8.10258	10.55934	9.63854	12.87117	61.44290	35.83619	0.00000
9.71699	2.44376	8.29221	11.69280	38.54491	5.32309	1170.81583	44.82427	27.54082	6.85931	8.01544	8.09129	8.02516	8.28452	-121.74052	43.47597	53.24665	0.00000
6.79422	0.06378	9.03484	6.88393	18.00747	6.86284	1152.68081	31.23267	29.19956	9.94342	6.74971	8.87751	9.37567	9.10720	-76.78319	60.80646	52.04836	0.00000
10.16767	1.11927	6.70911	10.90555	8.56697	10.72740	1141.30809	46.75154	0.96308	7.95165	8.17244	7.21979	5.37599	12.21081	123.33471	67.02961	63.32101	1.00000
9.87506	0.38039	9.27116	9.70264	39.09112	4.67050	1169.98520	35.58100	13.58146	6.71954	8.80446	9.07279	6.61358	6.98986	-94.41551	38.74723	54.25629	0.00000
6.65842	0.07739	9.10680	7.73120	54.39304	8.24550	1196.86052	46.89642	18.17163	8.95738	7.67971	7.74756	10.17167	8.61450	53.26023	79.42108	37.83570	0.00000
12.25249	1.48918	7.61684	11.18968	37.31065	11.46692	1138.90463	44.34603	-10.89416	6.88860	6.62857	9.00216	6.36061	9.58239	13.57661	41.52361	48.91544	1.00000
8.25783	0.39327	9.67036	9.78641	19.32932	9.16670	1122.40293	60.32480	10.30261	5.83850	7.99563	7.46638	6.32556	6.31152	-98.1664	73.08458	57.78248	0.00000
8.66813	0.02405	9.68329	5.52197	41.94175	7.80397	1053.69645	19.31072	13.68818	9.89510	7.63203	5.89543	6.78229	11.24811	123.50266	15.99029	29.06880	0.00000
5.08008	2.19755	8.77124	11.58603	53.49389	8.34780	1107.36836	59.35112	13.38861		8.35792	8.33281	8.06076	3.81888	-1.29243	52.30521	22.45869	1.00000
6.88656	0.48261	7.78136	9.99777	37.74615	10.29184	1174.54455	55.63854	21.17324	10.38779	9.47664	9.01793	9.35111	5.49807	-25.66689	57.56140	47.24797	1.00000
8.18564	0.37195	8.50428	9.71316	33.37526	7.23614	1131.50984	64.24478	22.58233	6.62657	10.42828	9.12054	5.71028	6.26662	74.3092	48.51649	24.45494	0.00000
9.45251	0.10815	8.91214	8.27381	43.48961	8.87238	1132.42581	45.97791	13.46315	5.75158	8.87001	9.07064	7.81477	7.13886	-8.2194	61.74998	58.05039	1.00000
10.05519	0.75194	8.25008	10.49015	15.73628	10.22719	1080.74314	40.91975	9.10403	8.55913	7.30977	8.58169	5.07118	11.54319	75.96976	40.97860	49.35993	1.00000
6.33527	0.80342	8.14536	10.57666	18.42745	7.21535	1134.18329	44.10356	8.89114	9.63864	8.57931		10.13794	4.28662	-67.15407	39.97447	67.69140	1.00000
11.17059	0.50865	8.15507	10.09582	9.92787	4.65585	1190.21582	41.98813	18.91168	9.09585	8.68692	7.95451	8.80935	9.01766	-84.13722	29.92606	52.24995	0.00000
6.94223	0.10043	7.97587	8.17748	3.31332	7.03458	1175.28350	42.46001	43.40550	7.54032	8.34838	8.52802	10.34550	8.21291	117.59152	66.58402	56.16939	1.00000
5.75656	0.12994	7.47428	8.62269	24.81757	9.56932	1053.45160	66.53048	20.48503	9.08731	7.67945	6.94336	8.62962	9.20119	84.63445	31.77712	75.85395	1.00000
10.21160	0.15552	7.46940	8.67910	48.77275	4.53557	1175.08069	35.45770	-5.46693	10.27356	8.33116	7.51911	7.20472	8.44793	5.16108	69.58065	60.98152	0.00000
7.77007	0.38282	6.63612	9.78186	50.71229	6.51278	1171.60525	46.63475	11.51329	7.41310	7.22036	8.06854	5.43409	3.44228	4.52529	62.22294	76.23721	0.00000
10.73537	0.07577	7.82942	7.48683	46.23899	9.13015	1050.42790	45.36166	15.32451	9.67090	8.22150	7.42033	3.39258	11.21246	-63.13414	73.80160	53.03177	1.00000
6.74419	0.74720	6.40707	10.46261	12.74482	10.28107	1116.33248	58.54030	12.67345	8.98798	7.77083	7.29285	9.15417	5.83227	4.52514	37.57972	33.18541	1.00000
9.54110	0.29570	8.73112	9.48200	22.98212	9.35299	1088.74209	53.55262	22.00440	4.38141	9.89572	8.95229	7.20405	7.28686	-80.58556	53.41748	39.26401	1.00000
6.83851	0.05174	7.46344	6.36496	45.75279	8.26618	1114.25956	43.94070	27.63821	10.16245	7.85026	9.28528	9.98553	8.58073	130.57211	46.29426	42.57473	1.00000
8.67658	2.87517	8.54944	11.85812	37.73604	10.24471	1187.60622	74.99840	7.74628	6.45374		8.84760	6.43905	11.10543	-120.93549	52.30250	23.57759	1.00000
6.65666	0.39499	7.69470	9.83829	35.82756	11.34796	1062.04909	54.65156	27.12836	11.20166	8.14025	8.20510	9.13468	7.03978	137.95378	28.75650	58.84173	1.00000
5.08340	0.02407	9.77234	5.80483	49.5099	4.97299	1074.00242	63.31918	20.37975	10.41253	9.29722	7.95993	11.74337	8.69918	6.74549	45.39581	39.58517	0.00000
9.82502	0.04604	9.78299	6.98645	-33.38056	6.16163	1150.20225	47.22378	11.46792	7.76189	9.07841	9.54496	5.66634	5.41563	-56.52361	44.52129	49.36477	0.00000
5.42874	0.29476	8.30951	9.47250	4.96667	8.42102	1077.87031	38.40629	14.77490	8.06606	8.54098	9.58095	8.01089	7.60798	10.7	53.76557	71.72024	1.00000
7.62925	0.08691	8.49816	7.97593	52.2	7.57021	1101.64190	48.73175	15.42863	9.99496	6.76579	8.94469	10.57767	7.96660	8.63333	41.15927	51.13573	1.00000
5.25398	2.83720	9.12663	11.84510	39.22493	9.23265	1099.37630	58.69446	14.52649	11.30295	10.29756	7.17606	9.10704	3.86750	42.85693	47.10818	40.71119	1.00000
7.64856	0.07727	9.33422	7.64099	47.05	8.83073	1144.00463	28.14802	25.19771	8.51505	7.11706	7.34211	9.70693	9.05167	15.46667	43.60659	41.05738	1.00000
9.39209	0.23295	8.01357	9.23244	36.6009	9.93516	1064.73768		5.67891	3.48369	8.14044	9.08201	8.58759	8.80948	126.665	54.03786	43.82236	1.00000
6.13001	0.30159	8.18993	9.52894	55.82737	9.96610	1133.79816	57.38572	18.01138	9.12870	8.36006	7.04940	8.17540	7.46803	-4.0573	71.00864	46.98877	1.00000
6.90910	0.03932	7.57360	6.15205	-32.45242	7.50201	1134.25430	59.88407	16.79810	9.10463	7.96695	8.64731	9.13613	10.31114	-71.23106	64.49593	35.83081	0.00000
8.27684	1.17825	6.55244	10.96093	51.62907	5.09463	1156.53282	44.48160	3.92921	8.26510	8.64675	8.61545		5.95022	-0.74934	39.39177	66.28173	0.00000
9.39775	1.77130	10.57010	11.36287	44.92934	9.71153	1172.30768	40.99284	-0.88822	6.83870	7.59927	6.98096	8.22264	9.29320	37.99117	28.66261	54.31533	1.00000
7.90830	0.32545	8.11772	9.60131	45.78071	8.69885	1158.43474	31.69827	9.13921	10.56922	8.27665	8.33146	10.72619	4.67033	12.84052	86.25061	57.00373	1.00000
6.39033	0.05606	7.71644	6.54132	26.76628	5.80911	1100.12278	48.69920		8.41518	7.91814	6.50529	8.88169	11.18349	83.36889	49.65077	38.62715	0.00000
10.86193	0.16317	7.49586	8.78564	-21.42917	6.98451	1084.66841	49.37102	18.99609	6.75144	7.57512	7.85768	7.76720	8.83807	-45.94722	56.34774	43.91508	0.00000
8.14831	0.22734	9.31556	9.18824	35.64889	11.16266	1097.32074	57.69335	3.34067	8.25694	8.81163	6.12094	9.84989	7.12785	117.27583	44.34645	82.50896	1.00000
10.96525	0.52205	7.17717	10.11055	-24.19436	10.24723	1140.13071	57.72891	19.22415	6.37343	9.44633	8.26519	5.48105	9.50641	29.00974	33.66930	38.08196	1.00000
7.39320	0.47277	6.97744	10.02544	4.88441	9.48172	1187.24257	47.25030	9.71595	8.79620	9.00670	8.81149	9.76184	6.94976	101.96857	86.28570	65.00087	1.00000
9.01948	0.03641	8.81688	6.83855	17.34769	8.44956	1090.05972	57.75790	2.50843	10.73044	8.40532	5.96364	8.55863	8.31107	78.55757	47.71041	49.78659	0.00000
9.30472	0.16895	9.93027	8.90667	54.8421	9.52486	1065.18449	44.03681	12.08194	9.98697	9.07651	9.13736	10.41941	5.03003	46.5813	72.22729	29.71699	0.00000
8.70115	0.14757	8.19979	8.72548	10.31672	8.04216	1199.07545		16.04933	8.53771	8.14832	7.18270	6.60487	8.63560	123.89071	50.83696	27.91738	1.00000
7.78125	0.10639	8.26879	8.21272	37.35813	7.84151	1066.39631	50.77939	-2.54691	8.51419	8.50532	10.11288	6.99578	8.68559	-6.03731	64.67128	60.08457	1.00000
6.11984	0.02666	8.59630	6.50664	44.22639	6.51711	1141.12938	73.09172	4.23845	9.30181	8.56193	8.52562	10.85224	9.14077	22.53083	65.02724	39.13395	0.00000
7.66695	0.69961	8.01281	10.41652	52.48173	10.71840	1147.70685	47.29340	8.50794	10.33964	8.95768	7.67517	9.70296	5.92025	-2.12139	50.87657	52.58948	1.00000
10.08951	0.04935	7.46210	6.86316	-2.68333	8.28011	1143.24794	26.34611	7.15341	10.73618	8.30239	8.19258	6.12989	9.64732	33	34.41479	52.96957	0.00000
10.91675	0.72022	7.96624	10.45387	41.1053	10.68056	1063.69433	53.78513	2.32965	5.09143	9.09693	9.64956	8.42667	9.17511	-7.32097	38.65712	61.06584	1.00000
5.37809	0.02061	9.37727	5.08953	32.61603	5.63246	1073.92760	56.89175	2.16758	9.71259	6.27625	10.22362	10.48524	10.30623	44.02488	24.50447	60.06445	0.00000
3.98414	1.19506	9.31909	10.97591	13.44581	8.92718	1145.66371	50.98390	6.80488	8.21883	6.61651	5.15489	7.21297	7.57926	101.18445	36.27061	58.17543	1.00000
7.26021	0.04696	7.19673	7.20887	-32.45242	7.97972	1065.54937	30.30346	2.67480	9.41303	8.42465	6.30540	9.72625	8.78846	-71.23106	66.29978	56.26317	0.00000
9.54055	0.10808	9.16527	8.52062	39.96348	9.56546	1099.99214	44.08425	30.99388	3.83117	8.95727	6.76993	7.76977	8.76823	-4.83076	54.04602	43.28118	1.00000
2.74146	1.29165	7.81454	11.03359	10.63504	6.89871	1183.39408	41.61054	20.03604	9.31651	8.87249	8.54648	8.15035	7.60924	-85.43772	52.71831	60.73596	1.00000
6.15228	0.03109	10.08243	6.02213	-26.93366	7.16809	1191.28394	46.69248	13.08632	9.78994	9.10380	9.23698	8.98541	10.09075	29.24152	50.45051	26.80146	0.00000
11.32679	0.62792	8.44059	10.28028	50.76306	5.30192	1199.96836	60.43601	19.28065	7.23779	8.23138	7.51825	8.84210	9.73299	-1.29772	28.40778	32.51923	0.00000
5.87052	1.14085	6.76569	10.91037	50.09019	7.85735	1064.48734	58.10669	28.71184	10.68619	7.04843	9.33618	9.05925	4.96151	8.4493	63.84308	49.90632	1.00000
6.97768	0.05572	8.46436	7.12132	40.2737	6.64992	1140.40696	30.08734	-1.15657	10.19761	8.24403	5.89029	10.10736	8.36601	-76.88442	80.06669	67.14944	0.00000
8.80718	0.75839	7.03285	10.50729	40.82232	10.47373	1110.60458	58.86381	8.45684	2.11272	7.84265	8.44848	10.39666	8.21323	-74.15987	65.17339	56.50715	1.00000
7.53462	0.04659	8.77470	7.13188	15.5439	7.80335	1072.42318	45.99219	12.88413	9.88751	9.03222	8.34872	8.94292	9.00315	73.7553	30.56254	51.20500	0.00000
8.60094		9.72954	9.67729	39.46667	9.71594	1159.54324	47.28693	-3.49272	7.32732	7.42853	8.76071	7.07447	11.20701	141.95	22.75552	54.02497	1.00000
9.28003	0.25349	9.03852	9.40461	39.71734	6.52115	1176.91078	29.27740	20.98530	5.96773	8.37469	8.00241	6.33529	4.90041	-74.96933	48.17013	60.01196	0.00000
9.61970	0.17533	8.07849	8.82935	-2.13404	7.57777	1189.16154	34.55116	26.14706	7.15585	7.32807	8.25251	6.92228	6.23902	-79.59415	44.24410	50.07217	0.00000
7.51964	0.04471	7.54954	5.09889	55.54028	5.55866	1104.23942	61.03166	0.16699	9.91567	6.30251	5.68154	6.70946	12.18021	89.20083	40.27549	49.24776	0.00000
10.81208	0.03451	7.19628	6.25375	22.83957	0.69476	1058.15935	37.17822	33.78914	10.54296	9.02619	8.61463	5.23192	3.49583	91.84128	2.06291	38.64346	0.00000
9.65053	3.42285	7.78432	12.02613	8.48714	11.04559	1155.07251	41.70588	9.04534	5.56341	8.26448	6.29221	6.98468	10.70033	-13.2356	52.67151	49.78307	1.00000
8.75046	0.04726	8.11002	6.93341	51.42708	7.72950	1104.39442	27.01780	2.96511	4.94112	8.39703	8.49053	7.73854	5.81610	-0.91979	56.81800	38.84300	1.00000
7.84680	1.03996	7.91050	10.81764	48.35149	10.09310	1166.26328	12.10439	5.46088	10.79852	7.71440	6.70381	10.63199	4.44623	8.96317	49.29989	34.09324	1.00000
9.47242	0.13706	9.33547	8.62916	47.48444	9.42276	1111.98902	13.07614	17.55201	6.04122	8.67907	9.41020	5.45760	9.60252	36.25361	69.40952	62.45097	1.00000
9.41224	0.04395	8.87256	6.86108	10.63504	4.26775	1061.38502	39.58543	9.67425	9.11705	9.03637	7.55252	4.79075	6.14923	-85.43772	57.82945	43.17815	0.00000
10.49418	0.03823	9.22793	6.68851	53.7446	9.09024	1088.10126	37.95536	23.87220	6.36402	7.11566	9.08020	5.58746	8.27475	-0.33525	54.08267	60.03862	1.00000
7.42422	0.48939	9.79974	10.02548	53.51684	8.19215	1150.17780	54.85111	10.04882	9.22655	8.50012	9.73302	10.62010	5.44077	-113.3187	75.24134	65.60670	1.00000
10.09459	0.23056	5.86969	9.21708	53.53395	7.67670	1123.55370	69.43647		5.48134	7.54328	8.87407	7.33583	4.87670	33.72798	49.31048	52.63776	0.00000
9.39783	0.04389	9.56231	7.02031	3.51667	7.57826	1151.38150	79.13665	14.47711	8.34156	7.69609	8.55076	5.76545	7.02152	11.5	59.54236	63.28589	0.00000
10.90962	0.10212	9.53158	8.26623	38.45598	10.05398	1056.86355	64.82227	14.92248	7.86312	8.24855	7.91361	5.30916	10.84811	48.87498	51.67751	40.43183	1.00000
5.91157	0.06227	8.20501	7.17018	55.8736	7.53656	1142.36389	37.75732	17.18563	10.27595	8.69531	9.83798	9.83766	8.31171	85.4265	64.34931	40.79227	0.00000
7.93818	0.15989	9.51127	8.90356	7.6	8.33451	1083.08375	43.62390	29.99148	5.89050	9.76942	7.66384	7.35910	7.23718	4.18333	27.79352	48.16749	1.00000
9.01106	0.09424	8.96489	8.09791	43.31667	10.85617	1062.51323	48.66033	9.49210	7.71613	7.29456	7.72784	11.25509	8.86036	-2.68333	37.61490	43.30820	1.00000
8.55487	0.21030	8.60286	9.15494	31.12406	8.27802	1135.25878	31.13151	-4.90078	12.34680	7.40478	7.94170	10.20929	4.30595	-97.90308	72.01351	53.88517	1.00000
8.27428	0.14355	9.02445	8.49270	6.8485	9.22944	1174.46015	57.14901	14.62425	9.26194	6.80557	8.45161	7.51029	9.06072	3.64633	54.73480	51.28469	0.00000
10.05113	1.30574	8.05069	11.05051	36.76775	6.32861	1177.56124	59.03478	13.31934	6.09054	7.14687	8.81316	8.09659	8.44911	2.95924	43.36631	36.82444	0.00000
8.03319	1.22040	8.49745	10.98867	-19.7625	11.72301	1061.86358	41.98814	22.80915	10.98496	10.92925	7.25460	10.36459	4.74803	-44.31389	51.45762	42.79015	1.00000
5.26923	3.88793	7.57012	12.16513	39.71734	11.45742	1095.33798	26.58567	14.87583	9.59095	8.18160	6.57437	8.13243	6.02609	-74.96933	51.16067	62.21970	1.00000
6.45170	0.06450	8.62978	7.63796	20.21322	7.40782	1134.85397	66.94783	11.01123	9.03924	8.79382	7.79722	9.51771	9.23950	-100.88023	80.78792	33.65921	0.00000
12.21723	0.15731	8.10681	8.70630	53.49389	10.39080	1088.43568	44.42518	8.89787	8.19990	6.67969	9.35973	4.30817	9.23825	-1.29243	61.99666	30.73379	1.00000
8.90031	0.05786	7.09118	7.35682	31.82539	8.12086	1196.53086	57.19581	16.06500	5.68209	7.45596	6.50295	6.21907	7.33288	72.54064	70.22435	52.51802	1.00000
10.43353	0.42835	7.31266	9.92084	-24.19436	9.63497	1136.70954	45.27569	16.72216	7.05364	9.00345	8.68823	6.58846	8.40380	29.00974	53.56456	50.13179	1.00000
9.43344	0.60559	8.53052	10.24682	45.0408	9.72697	1108.37230	24.60866	8.67172	4.58066	7.99832	8.37975	8.13653	8.04405	-93.263	27.85449	43.74572	1.00000
6.45848	0.01236	7.94855	5.46111	43.54072	6.02432	1075.38553	57.39305	27.05525	9.28372	7.20134	8.11626	9.39590	10.88510	-116.56346	38.30531	37.57295	0.00000
9.39497	0.12124	7.82413	8.31835	18.03496	8.74351	1087.42093	37.64131	10.29991	4.04177	7.40544	8.91871	6.52483	5.72133	-66.8499	55.69389	47.65033	1.00000
7.59801	0.23942	9.06604	9.21679	43.82634	9.67673	1191.73751	35.01525	-4.90625	7.33130		9.90966	10.72577	8.52451	144.09638		40.56562	1.00000
9.61050	0.20957	6.16614	9.14184	41.57721	8.87073	1062.24290	63.47170	25.49532	8.93860	7.75074	8.32703	5.37882	9.71235	-93.71133	34.84986	29.90163	1.00000
6.88735	0.09291	7.81565	8.09322	50.71229	9.10656	1120.85192	30.44172	15.52524	10.40618	6.52772	9.28062	9.20605	8.01483	4.52529	57.17662	38.49457	1.00000
9.41965	0.06558	9.32204	7.90210	45.79377	4.02634	1116.79741	57.53565	15.19258	9.59498	8.42494	6.71335	5.57230	6.21050	8.88104	60.17449	44.59802	0.00000
6.39486	0.10241	8.31169	8.19195	52.4089	5.96750	1164.32776	62.07803	7.61721	9.24545	8.42591	8.45854	10.60754	7.31831	31.3237	35.11382	61.67331	1.00000
10.43165	0.05241	8.49729	7.14436	53.59337	8.33038	1068.40863	36.54797	6.85898	8.80470	8.95230	7.50249	6.41822	7.33978	9.47629	39.91965	58.16270	1.00000
8.91752	0.80346	8.37509	10.56109	-4.5833	9.08810	1118.61915	47.89882	36.30568	9.00870	8.25054	8.26432	7.02741	8.98019	15.16554	74.87659	29.07718	1.00000
10.57534	1.96242	9.81308	11.46999	41.55815	10.98837	1154.43609	63.58331	7.68940	4.17415	8.26134	7.73234	7.44202	8.72983	-73.0515	52.16655	53.22614	1.00000
9.23004	0.14636	6.47086	8.60605	15.45144	7.88504	1136.93678	55.89854	34.42583	9.26100	7.35621	7.06178	7.02388	6.27259	78.14797	66.33475	46.05287	0.00000
3.88776	1.28936	7.18713	11.03446	32.61603	9.14596	1069.06942	40.36234	18.86142	12.59628	7.56882	7.75394	7.31040	5.66592	44.02488	57.25182	36.10348	1.00000
9.42748	0.06823	9.77890	7.60251	48.07667	5.84495	1060.04591	46.24962	-3.76735	7.70409	8.07748	8.31706	12.77777	7.17853	8.64409	65.77645	45.54107	1.00000
8.04610	0.62098	6.36399	10.25931	-11.78333	7.35416	1106.04295	79.98462	26.57135	5.91680	7.61819	8.56138	5.79572	6.80824	19.91667	65.50578	56.10080	0.00000
