CO	NH3	PRES	PM10	PM2.5	O3	SO2	Pb	PAHs	CH4	longitude	latitude	CFCs	H2CO	warning	NOx	TEMP	C2H3NO5
10.17561	7.00990	1148.95986	9.31121	6.47408	8.43001	9.88098	54.65357	9.72989	5.65105	-122.38731	45.53929	66.00189	47.38844	1.00000	6.56211	4.60368	13.45595
9.89560	7.26546	1089.64351	8.51817	6.75047	7.71912	9.24402	52.53629	4.15203	6.66705	103.61667	-1.6	33.19324	41.44894	0.00000	4.66106	23.67675	7.34957
8.94627	8.48239	1151.66038	8.30774	7.86776	6.72953	9.13519	59.44388	8.33697	7.72449	-73.20483	41.16704	51.42749	53.01486	0.00000	7.32181	24.24663	5.72560
9.77266	8.08408	1051.77168	6.08386	11.91845	8.72166	6.84657	51.67146	3.92702	6.79749	-65.61427	-27.4338	54.04766	44.52272	1.00000	7.69087	3.81965	1.82342
7.73651	7.97739	1110.26505	5.56300	9.72644	9.00185	6.44151	48.09937	8.37010	6.11078	47.3799	33.14447	56.94631	42.19794	1.00000	7.54044	3.75859	1.93678
9.53039	7.59517	1175.38810	7.62198	5.98208	8.22772	9.45081	62.64345	5.28679	6.38113	-122.38731	45.53929	56.09951	53.33125	0.00000	8.44508	12.86351	3.01996
9.61125	8.69090	1087.34179	7.37621	6.06835	8.16722	8.18133	44.98521	8.09312	7.71238	-122.39168	40.58654	42.98117	37.07421	0.00000	7.10139	5.68920	3.55279
7.64616	7.55440	1105.39843	8.49456	8.68335	7.51865	7.16205	35.69258	8.41153	6.17387	120.4861	16.0438	62.57679	30.39368	1.00000	8.70108	16.10397	7.10162
7.79914	7.13535	1174.79874	9.17986	5.61916	9.11187	7.02886	45.31339	7.53990	6.83140	86.51499	23.1959	45.44559	57.55303	1.00000	7.26171	29.25850	12.50745
8.80803	7.81361	1141.97745	8.15250	9.24453	9.06932	6.66803	47.08756	5.89820	8.33737	-73.99681	40.94065	54.01771	41.89816	1.00000	8.56449	-0.56944	5.23189
9.76629	6.44992	1067.19000	6.12139	8.56589	7.66414	8.22608	48.89658	9.36406	5.10638	-71.8023	42.58342	37.84593	58.53847	1.00000	8.14704	19.62624	2.09048
9.06863	6.80227	1194.05955	6.49314	8.47111	7.32219	5.54050	47.46316	8.33179	8.05622	119.58627	23.5654	41.39763	47.39069	1.00000	8.09017	16.02694	1.39350
7.74728	7.50274	1088.15128	8.93981	5.92390	10.02202	9.75165	44.27684	7.37313	5.27185	68.88871	25.95533	48.44492	51.44472	0.00000	7.50878	9.90331	9.68948
10.77238	7.36199	1089.39875	6.49416	6.72316	6.27651	9.16198	57.07991	4.08765	8.02072	-4.0573	55.82737	80.65914	72.91449	0.00000	8.32438	5.37030	2.00856
7.92954	7.29497	1084.63262	8.40127	8.07244	5.41943	8.04020	42.32725	11.37443	8.05850	-82.4017	23.0072	66.71081	36.16627	0.00000	6.11965	8.00113	5.92334
7.85443	7.88691	1066.81525	7.79076	8.51842	10.30034	8.03256	53.84311	4.90624	10.22533	38.01667	-5.41667	60.15014	35.75360	1.00000	8.28186	12.11042	4.07020
9.93884	8.37936	1127.37956	5.57883	11.45037	9.06856	5.63290	52.22798	4.59672	4.51944	150.60036	-34.88422	53.04007	49.09844	1.00000	6.96145	26.37844	1.67664
10.93711	5.99902	1054.96986	8.19564	4.76040	9.77980	8.13463	43.52855	5.83300	5.78805	-93.71133	41.57721	42.82741	53.05916	0.00000	8.07618	6.12147	5.83632
8.49852	10.27510	1121.88300	7.58059	8.66281	9.41111	7.60061	46.16453	8.16853	6.46909	151.07986	-33.88096	42.87464	27.97014	0.00000	8.35331	14.23499	3.68806
9.00485	6.35168	1172.91999	7.13832	6.09900	7.96482	9.74957	53.79399	7.51228	6.76972	-74.73584	5.20856	50.66404	52.93874	0.00000	8.55254	15.10660	2.84896
7.96991	7.95757	1152.13630	8.70427	9.80421	7.89513	7.49005	41.56555	4.38715	7.00521	138.31667	36.65	53.41718	57.92540	1.00000	8.60364	26.03890	8.99995
8.72575	9.22946	1199.26817	6.25805	6.33736	9.03187	10.28992	59.46173	6.14543	5.83485	-52.67056	-26.22861	34.51036	92.41960	0.00000	8.52002	21.46926	2.31873
8.52191	9.43404	1054.18587	7.86778	8.66969	7.58103	6.18421	52.99634	6.17885	8.79331	-80.58556	22.98212	43.67501	35.81271	1.00000	8.26311	27.48956	4.67197
10.78583	8.73117	1126.53975	8.33447	8.98962	8.17697	7.23833	37.23108	10.77366	5.74828	12.19458	10.61285	38.78093	53.56844	0.00000	6.91700	3.31536	5.52087
10.04104	8.98044	1170.23577	6.83744	10.16890	7.79792	9.08663	47.38086	9.81759	5.16422	120.4861	16.0438	43.21869	51.51163	0.00000	7.43654	10.66562	1.95943
8.27755	6.91729	1067.02653	6.21114	9.84443	5.79109	4.15370	77.69712	8.03278	5.55128	5.51978	51.44889	62.63344	37.91096	0.00000	7.67991	5.93933	1.56163
9.94730	8.58018	1150.47302	6.94250	7.69192	8.31767	8.79613	60.53253	10.38709	4.84484	-121.74052	38.54491	70.25924	44.84623	1.00000	7.80907	2.99444	1.35737
9.33397	8.84283	1079.26540	5.74592	9.52722	7.63694	6.02549	71.92306	5.92029	9.93894	79.82979	11.93381	28.46667	74.92362	1.00000	6.72459	3.32613	0.57237
10.00952	9.75731	1082.91986	6.21298	10.44802	10.12035	10.86177	55.32724	9.35852	6.76552	8.86374	44.89784	40.66533	41.28312	1.00000	7.88295	14.60470	2.14895
10.13221	7.80180	1058.59558	7.18825	9.43394	6.54741	5.75542	50.39776	8.35914	6.51701	69.49015	56.11281	47.60343	46.30289	0.00000	9.57700	15.88397	2.95980
8.12885	8.31529	1061.13618	8.39847	9.23940	7.69770	6.15721	41.73331	5.52494	4.89298	120.74221	31.64615	30.46553	37.51268	1.00000	7.42476	5.29326	6.43455
8.60325	7.68244	1189.01251	8.27498	11.45568	8.04238	9.13702	57.50297	8.54286	6.72116	-47.1725	-22.57306	57.46480	33.97981	1.00000	8.61937	18.60723	5.97184
7.96551	7.25278	1112.53567	7.55990	7.10638	8.95061	6.65720	57.24220	8.54168	8.65550	86.51499	23.1959	38.19359	76.89335	1.00000	6.03770	4.76627	3.25350
9.28225	6.79003	1057.13514	9.69172	6.74507	5.69930	6.92310	55.85094	9.64047	3.95441	-3.53261	40.42386	24.25373	54.31626	0.00000	8.65225	-4.92324	19.28228
8.02524	9.86157	1141.73140	8.30040	7.70109	10.08037	6.00993	81.41858	4.89287	8.38790	9.17702	48.78232	45.20545	57.60975	1.00000	6.77144	29.87031	6.37722
9.30372	7.99301	1056.13352	9.26940	6.38436	8.36055	4.10418	35.49063	9.13051	11.37190	9.15013	13.70727	62.52573	59.34792	1.00000	9.34059	28.23192	14.13899
7.72997	6.68330	1109.08135	7.55234	13.18235	8.62123	7.56444	67.26790	7.89985	6.91396	67.84222	40.11583	20.53133	44.84993	1.00000	9.66364	27.74408	3.73401
11.42076	8.17010	1132.90457	6.76030	9.12183	8.81512	7.59517	35.30932	8.07159	6.07261	140.73667	41.77583	53.93239	65.76180	0.00000	6.74017	9.27730	2.73221
9.21219	6.43707	1119.99477	6.07393	4.88648	12.11535	8.94930	61.52508	6.53884	3.87372	-13.68778	9.535	44.28228	40.39492	0.00000	7.25900	3.48296	
7.91124	10.68419	1141.15019	8.43573	10.35739	9.55789	8.29549	60.12627	8.72622	6.84812	-80.38297	42.8334	47.18443	48.97588	1.00000	8.03876	23.85377	4.99934
8.52258	8.82470	1105.73378	7.49776	6.24558	9.44911	8.54355	38.67774	6.98951	6.44519	9.22796	48.46458	58.55847	55.52603	0.00000	6.04817	14.83474	3.71739
7.07751	7.26018	1061.26792	10.61961	4.90366	11.74163	5.60199	67.09371	4.03189	13.04259	139.55722	36	33.23862	53.37109	1.00000	9.09141	20.42981	47.76096
7.23544	7.90880	1069.75841	7.61257	6.49185	9.00315	9.94510	51.29478	7.95298	6.29560	113.82465	23.29549	52.09713	61.25511	0.00000	7.77155	11.95914	2.79821
9.40696	6.37611	1132.17351	7.45607	8.91941	7.23180	4.95208	49.74893	7.67411	7.59660	11.18709	48.73218	51.12453	52.53440	1.00000	7.89068	0.79980	3.44868
10.34170	6.93342	1172.87662	6.30879	11.19125	9.08776	6.55999	69.56934	8.13836	7.79078	0.75	52.41667	49.75608	26.00947	0.00000	7.21878	16.83824	2.01517
9.31370	10.12547	1102.88350	8.15924	6.45290	8.86845	9.05875	56.61593	6.18867	6.58952	-122.24064	47.80527	70.95752	42.54378	0.00000	7.68945	-1.18513	4.59219
8.61267	8.29747	1109.87821	7.17727	6.74759	8.99084	7.05650	40.86950	9.42343	5.34609	36.7138	35.95664	33.32790	50.15735	1.00000	6.58008	23.61302	2.63683
11.14406	7.05512	1087.13864	8.32744	8.74956	8.66517	11.26567	25.68251	10.90671	5.25747	-42.19667	-21.41222	66.14608	62.92016	1.00000	6.96630	13.84365	5.34309
9.95076	8.01912	1199.86465	8.53960	12.16628	10.14274	8.10251	28.01081	5.68844	6.30644	37.73333	-4.06667	54.81555	63.14699	1.00000	7.30981	3.08468	7.29317
10.43456	7.77723	1102.19247	9.17403	7.68672		7.78398	52.12510	6.72516	4.23556	8.86704	50.23805	56.20007	49.33888	1.00000	7.11014	17.31798	11.81031
11.09529	8.38808	1128.69534	7.74651	11.19815	8.41088	6.02861	15.39288	7.65412	10.16491	-105.36369	22.49396	68.28902	63.44096	1.00000	10.39040	25.05885	3.46972
11.53459	8.42641	1054.93910	7.19241	10.44484	8.55459	4.37506	42.89364	8.44499	9.14497	125.51176	42.64031	47.07475	25.58655	1.00000	7.58437	25.90543	2.92951
9.67752	8.19499	1085.79841	7.93751	7.95426		9.28012	30.53300	9.72309	5.51806	34.86563	31.92923	56.40425	65.92792	1.00000	5.78556	24.14229	4.97093
11.26754	6.40902	1115.60671	5.59038	11.61903	10.11444	5.18038	77.74492	4.79899	8.59912	139.55028	35.30889	45.72979	45.26730	1.00000	8.47471	6.05729	0.76311
7.35898	8.34776	1178.43576	7.80508	7.69969	3.79947	6.19262	43.12441	8.64962	6.40972	5.58472	52.14	52.37322	51.31628	0.00000	6.12075	23.74873	3.91895
11.06349	8.74502	1107.85805	8.24291	5.74434	6.26362	10.45645	36.21072	5.47485	7.56832	-2.12139	52.48173	44.84011	58.10033	0.00000	9.40272	20.15437	6.42671
9.56951	7.02250	1133.30998	7.19587	5.97130	9.04424	9.16187	33.07377	8.94719	6.18848	122.22833	40.66482	27.34299	38.68496	1.00000	7.32841	5.73474	3.05527
8.79511	8.63041	1113.49148	9.07801	8.15055	4.34349	5.12426	53.04421	6.97864	5.58751	-60.47389	-34.64167	75.55877	39.82687	0.00000	7.08446	13.92520	11.29890
9.27683	7.44731	1135.34042	7.17323	6.50875	7.35043	9.30182	54.18177	6.28870	7.45673	136.51667	35	48.65675	84.99735	0.00000		13.97079	2.20918
7.38317	8.34989	1142.70327	7.50629	6.40484	9.04938	9.95498	71.42308	6.71289	5.93030	47.1192	42.819	65.54648	54.95250	0.00000	7.35544	16.94967	2.84757
10.36119	8.54212	1155.34991	9.68247	11.22045	7.94744	5.13195	37.32312	7.41103	7.19924	3.50309	34.15429	50.33537	37.73223	0.00000	9.30955	18.82029	20.81917
9.63576	8.26309	1151.63258	6.65619	9.85550	8.10112	7.78098	31.95108	10.31029	8.05808	30.38167	59.80917	52.41188	59.47557	0.00000	8.63546	-1.76102	2.76738
6.34263	9.81053	1111.10212	5.70461	5.88450	3.39043	8.92650	50.17458	9.14747	7.16383	-68.30472	9.91861	51.03235	59.47330	0.00000	8.60376	19.43617	2.84707
12.08101	6.95856	1109.33625	7.58926	10.01589	10.74302	9.33697	51.28106	7.83960	8.21389	-73.25383	-3.74912	62.83998	78.12215	0.00000	7.28116	20.28151	3.35216
8.69960	6.93387	1108.75469	7.67943	5.43891	11.11374	7.84847	77.12265	8.98799	5.32897	33.34864	46.75451	51.00115	45.92678	0.00000	7.31578	-12.93843	4.56619
8.06720	7.89147	1174.67130	7.01401	7.61311	8.74043	7.62786	55.91193	9.75353	8.63192	43.83992	55.39485	72.09163	41.37652	1.00000	5.97310	32.61360	2.78500
6.89831	7.58836	1126.92610	9.18970	11.20184	12.05330	10.33770	62.03274	5.68199	10.60534	39.25	-6.8	43.43724	45.85183	1.00000	6.63723	21.74001	12.33311
10.53109	8.51715	1145.15598	7.01718	10.08399	8.62224	10.60843	29.40733	9.50205	6.03780	71.57118	32.87533	68.78692	41.52072	1.00000	6.84617	12.40993	2.00196
8.73859	6.75182	1173.67440	6.32360	6.83047	9.65136	8.25447	56.76125	8.85660	6.32245	9.15013	13.70727	67.32954	35.05559	1.00000	8.49741	4.52370	2.16172
9.75672	7.02253	1197.93176	7.73043	8.90491	9.73442	9.89767	69.45329	8.67582	6.77860	73.08333	19.21667	63.53294	62.30900	1.00000	7.04708	7.63133	3.78309
7.48573	7.21126	1170.32834	7.98074	9.29999	4.71671	4.22793	55.17538	8.72746	5.58762	4.85668	36.27462	24.18980	40.05565	0.00000	5.38677	1.29217	5.19397
8.29319	7.68316	1174.93982	8.48996	10.53890	10.19435	8.24595	33.36511	8.65514	6.76713	57.3552	51.4781	64.13779	31.51263	1.00000	8.48090	21.09794	6.83560
11.07443	6.95370	1165.21252	7.83326	11.21276	8.39057	5.35165	62.56290	5.34515	10.93126	135.31667	34.25	27.50706	38.85001	1.00000	7.77182	12.94704	4.98445
6.85636	7.65887	1158.82681	6.21357	7.26887	7.77728	6.61019	47.47012	5.32272	6.92215	72.54064	31.82539	52.04729	63.03173	1.00000	7.19204	6.20742	1.76716
8.57944	8.55359	1098.84305	7.99941	9.49007	9.06367	6.35416	30.77873	4.26982	7.69772	137.5	34.9	28.27915	65.84369	1.00000	7.76868	9.17368	5.04440
8.04888	8.82852	1132.65903	8.18818	11.23843	8.01819	9.80782	65.29393	8.83599	7.08112	-81.24441	23.15678	52.15898	26.24625	1.00000	9.27982	16.75828	5.80643
7.78520	6.96576	1135.74294	9.16552	5.91969	10.69268	6.68816	53.83490	7.88310	11.40609	-8.33147	41.20485	36.56243	41.94512	1.00000	7.85545	5.74782	12.22203
10.76141	7.00271	1098.07580	6.45617	11.64508	8.62704	5.86650	37.84486	5.39871	8.65509	-73.99681	40.94065	38.75649	65.51467	1.00000	8.10278	8.74807	2.21866
10.29619	9.24533	1160.44562	6.78531	6.84463	6.23189	10.10652	69.48143	5.16692	7.58030	73	40.93333	51.21234	48.17667	0.00000	8.96407	-8.84491	2.42133
9.14281	8.11223	1068.31695	8.41178	8.49783	6.63681	6.77726	62.92116	5.84316	5.70397	74.12286	30.76468	44.81404	57.91979	0.00000		20.47441	6.60092
7.27420	7.68333	1084.40973	8.21847	7.89695	3.48554	5.80489	58.13377	8.07550	6.68158	-6.90656	33.92866	55.01849	50.40669	0.00000	5.63287	18.88307	4.81079
6.94662	6.36525	1135.63513	7.44581	8.14789	3.98048	5.16285	28.73100	9.44286	5.32496	-96.39774	30.16688	56.20757	60.66848	0.00000	7.51971	18.15369	3.24107
8.23316	7.50309	1061.44303	7.79402	8.99342	8.70388	6.53439	52.87195	8.57586	5.76614	-1.5443	50.75767	38.44172	43.40353	1.00000		5.08988	3.58380
11.18184	7.57979	1118.56536	9.19600	13.22194	5.29003	5.20524	61.86794	4.57021	7.27009	-1.32471	51.40148	43.28850	42.27393	1.00000	7.96044	8.46295	13.27181
8.60127	9.76629	1194.82833	7.02184	8.89856	9.33500	8.66812	56.36369	9.24664	6.31601	28.88222	40.37528	52.27265	43.61483	1.00000	8.18569	14.31222	2.41638
8.91588	8.09679	1184.22186	6.34626	9.01070	8.65531	8.79112	55.52525	9.86979	5.72629	-74.13653	40.63316	50.16324	44.23248	1.00000	6.70410	10.27066	2.67391
9.12499	10.11452	1197.19548	8.82079	10.59940	7.67130	9.29118	36.18756	10.83285	5.06448	49.62251	27.0174	41.19817	41.71359	1.00000	8.83569	3.51046	9.52447
9.74114	6.69818	1163.32409	8.56935	5.50051	8.44883	8.44608	75.16265	9.01426	5.58963	-76.51552	39.32011	74.64924	62.41227	1.00000	8.80695	-0.34915	6.79593
6.62027	8.38173	1065.54411	6.94714	8.03692	8.96266	7.53708	62.04547	7.22758	7.81351	-95.63079	31.76212	50.80376	48.66076	1.00000	7.27978	18.52962	4.01179
9.66780	7.70667	1133.44054	8.53823	9.94507	6.88344	5.68729	62.47783	9.38082	6.64021	-68.3	-54.8	63.19316	78.42227	0.00000	8.31420	12.58279	6.25734
9.13394	7.57908	1111.12688	8.08700	9.20275	8.50182	6.18554	66.51146	6.50345	8.63736	-69.08333	-16.25	61.34618	34.34453	1.00000	6.56616	-2.80281	5.02153
8.43386	7.00267	1065.19857	6.14266	8.20580	5.18654	6.04668	42.50148	8.02666	5.98654	-88.31476	36.61033	41.92605	39.19833	0.00000	7.84655	1.50495	1.67411
7.43550		1173.50557	6.24503	5.84387	12.09266	9.24079	43.14034	7.54956	4.20521	8.61839	49.68369	49.72677	40.85322	0.00000	6.90991	27.98232	1.40275
11.26316	8.41406	1176.80779	7.51424	6.62381	6.89298	9.38970	45.27827	12.24759	3.08199	-41.88778	-21.205	57.16730	74.37677	1.00000	9.49451	29.77864	2.43850
7.06087	8.11781	1159.80174	7.94069	6.84193	11.38941	8.16245	31.72360	5.87653	10.21452	3.20639	50.74497	68.28514	48.46898	0.00000	8.68678	25.14205	4.42023
12.29279	7.39390	1132.48462	7.90452	11.37043	9.81449	5.46755	44.00223	9.12617	10.90022	-1.5443	50.75767	17.82889	45.30131	1.00000	8.74491	3.77428	5.17442
8.46912	6.59115	1066.44354	7.59568	8.13516	6.82695	8.77655	54.04858	11.94684	7.53350	-1.4001	7.06273	46.11382	70.64043	0.00000	7.97801	22.94491	3.36514
8.43093	6.64976	1124.11065	4.70010	7.50894	5.55065	7.29606	42.02765	9.04614	5.76023	37.38115	55.63711	55.87103	32.79979	0.00000	8.16669	2.10900	1.68553
8.50897	8.63867	1111.15270	6.62906	5.78232	9.15603	9.30855	43.56554	7.47623	5.92493	123.99333	12.97389	48.86698	41.05809	0.00000	6.80676	17.18230	1.66926
9.81857	7.42700	1088.48492	6.78530	8.72338	7.47527	8.97339	47.44185	9.31076	5.45052	-65.61427	-27.4338	90.98334	57.27114	1.00000	8.36915	-1.37938	2.73396
8.94000	8.63075	1188.33067	8.69447	8.54870	5.56158	5.04776	39.13888	5.29406	4.85542	-96.39774	30.16688	58.14546	48.73302	0.00000	8.27966	26.57667	8.53895
9.33092	7.81452	1147.01756	5.81187	11.26615	6.96088	7.95179	39.32127	8.14745	6.14714	7.00417	52.26083	57.76953	50.61581	1.00000	7.70937	25.95894	0.81249
8.08307	7.59892	1140.04997	5.90859	7.52350	7.66073	6.59926	55.39294	9.05938	5.34864	112.23109	-7.57897	61.82047	25.86536	1.00000	7.09946	3.52198	1.92530
8.18395	7.08746	1138.99949	8.16930	7.20132	10.33618	6.49622	43.27878	7.33178	9.15297	101.02083	4.02219	24.23929	58.54183	1.00000	7.43140	20.23143	4.56122
8.56694	7.42747	1133.47305	7.79153	7.83279	7.33486	8.92598	35.98171	10.85464	5.06627	4.74161	7.62789	58.96802	72.80205	1.00000	5.90441	21.56173	4.21614
8.84474	9.35605	1171.44477	7.76460	7.01924	7.54736	9.22470	59.14658	6.51503	7.44654	-94.41551	39.09112	60.60236	53.40886	0.00000	7.72797	5.34131	4.54661
7.26987	7.98285	1083.52423	9.68850	9.16192	8.62771	6.69072	38.07074	8.63150	6.20204	-69.96533	43.91452	51.98146	34.48937	1.00000	7.18419	18.77130	19.40190
9.38472	9.89650	1067.62437	6.96796	5.63411	9.80414	9.07911	26.06812	5.44361	5.22310	120.4861	16.0438	39.08436	80.72437	1.00000	8.48136	29.46169	2.66572
10.74294	7.92872	1167.38628	7.38091	9.98196	7.55334	6.18035	59.87419	6.07392	7.10344	-80.22588	26.2173	36.08792	46.65723	1.00000	7.97068	15.99734	3.57680
9.91338	7.39966	1161.79198	9.64637	8.48401	7.30192	6.42830	83.09803	10.43771	4.45581	82.85749	17.54907	46.58199	44.69038	0.00000	8.42890	11.06169	19.61950
7.74288	6.21831	1091.85760	8.50670	9.20080	4.30319	3.77487	39.03906	7.09344	5.57364	78.25795	9.82564	33.09321	43.84382	0.00000	7.60890	11.94230	6.91327
12.45308	8.36885	1148.70489	7.89682	5.92626	11.01120	10.52967	61.36317	12.09080	4.03904	121.3152	14.14989	37.54860	23.90149	1.00000	7.97884	27.85021	4.38316
8.22181	7.80018	1147.07575	7.82564	8.47399	10.76115	7.53163	63.02222	5.34393	9.58222	-122.24092	47.4943	61.72830	58.18434	1.00000	6.59968	23.06142	4.64881
10.68521	8.82630	1062.62858	7.88875	7.83733	6.86690	7.94572	65.25238	6.38134	6.34731	-47.1725	-22.57306	47.04898	67.89934	0.00000	6.76508	20.59552	4.28928
7.92692	7.73224	1131.42733	7.45440	6.93356	8.37836	4.37996	43.52081	5.52729	6.98324	-0.45877	46.32313	31.17462	49.85818	1.00000	6.64613	19.19920	2.70940
8.57374	8.02555	1142.51016	9.00653	8.41243	6.66117	7.42261	40.90945	9.75183	4.85375	103.61667	-1.6	33.26287	21.49960	1.00000		23.00507	11.02750
9.73678	8.27366	1055.30741	8.82513	9.09379	7.78442	9.47928	64.84827	9.88804	5.45800	-81.79819	41.48199	78.75248	58.48542	1.00000	7.17059	17.02404	9.18653
6.48226	7.90187	1127.94468	8.59710	7.57598	9.88930	9.61594	63.62484	6.11499	5.42538	24.04142	54.39635	67.36271	64.68471	0.00000	8.46962	1.65687	7.07277
9.53699	7.38853	1118.11862	8.35189	4.88558	9.34705	9.39621	59.11694	8.56907	5.98812	-89.99038	38.58894	54.64029	56.77676	0.00000	6.21530	15.48841	6.90290
10.54042	5.46738	1101.75825	8.27933	6.13218	7.22451	9.40771	68.15075	4.94672	7.25486	-69.96533	43.91452	63.24674	59.97090	0.00000	9.69164	29.68138	5.34760
9.52757	6.26764	1172.34779	8.48286	5.80518	9.86484	8.95751	51.34105	7.86456	6.88284	-86.78777	33.44872	32.09985	54.62640	1.00000	8.10756	27.31529	6.69179
10.24603	8.91981	1083.56715	6.60164	5.60588	8.56006	8.28291	48.16299	5.78616	6.48610	89.11943	23.9028	57.73899	29.33722	0.00000	8.59941	11.25640	1.77607
7.96816	7.74844	1067.71089	5.79577	9.58270	10.31189	8.27356	67.89994	8.07198	7.27569	29.41824	45.99194	46.07727	46.13622	1.00000	8.17191	2.79854	1.38096
9.46145	8.38502	1189.18522	8.19375	10.21610	10.34304	7.34419	42.87487	5.14122	9.92027	-4.83076	39.96348	53.99290	57.99553	1.00000	7.87228	-1.15241	4.98787
9.34244	6.92951	1146.87178	8.08835	8.85641	8.13879	7.30885	56.31534	9.00621	5.56545	122.74754	40.85158	67.21730	68.53200	0.00000	5.82745	15.78374	4.79198
8.32624	6.15601	1068.42612	7.74478	7.45020	9.10503	5.58493	29.44527	6.85299	8.15232	3.64633	6.8485	42.37020	44.60348	1.00000	8.09395	18.52798	5.15023
9.83466	6.32569	1091.40360	8.09031	7.07756	10.32042	10.43683	36.15273	7.69836	7.64212	103.61667	-1.6	63.62491	39.57844	1.00000	7.63297	3.09336	6.02942
10.12455	6.40286	1135.79142	6.16683	9.96644	9.23395	7.00166	27.90899	9.31704	9.01217	79.82979	11.93381	68.22740	63.17811	1.00000	7.84790	35.30910	1.40267
9.73325	8.25770	1058.02876	6.65830	8.25398	9.41170	8.63118	63.66722	8.81996	6.00791	101.44167	0.51667	47.33779	49.96423	1.00000	8.32707	14.67307	2.28427
8.39394	8.99570	1114.68772	6.70555	7.02132	10.18872	8.62337	63.68459	5.18961	5.56512	-73.02841	-36.9256	45.04180	60.01341	0.00000	8.12783	10.97663	2.10891
8.77903	7.50787	1116.55719	6.55560	7.20550	10.61023	6.53674	51.63992	8.41018	11.08431	38.66667	-6.25	46.73895	30.32461	1.00000	6.68154	15.06771	2.38520
7.44789	8.47215	1135.15755	7.68559	10.60028	7.74225	7.35091	38.09976	8.91138	6.11603	34.86563	31.92923	53.90898	53.81609	1.00000	7.69262	13.11117	3.55681
7.92459	7.14035	1133.15884	8.66997	8.62322	9.05800	8.34617	52.59790	7.29730	7.53709	127.08472	36.20389	36.55869	52.37269	1.00000	8.61776	24.08797	8.40911
9.85621	9.21312	1101.29098	8.56925	10.05274	7.70835	6.38983	46.59102	8.98873	6.88881	-76.72803	39.32288	43.77143	39.88459	0.00000	7.82755	7.17030	8.21285
9.28755	7.35810	1067.49233	8.24335	9.08110	10.45891	6.98827	53.15643	6.04197	11.13616	24.6522	60.2052	55.48510	53.70128	1.00000	8.26403	29.40485	5.98904
8.24955	9.16755	1136.87780	10.20159	8.59568	5.58335	5.12575	35.25593	10.45859	3.29225	69.49015	56.11281	29.44373		1.00000	9.05773	16.15426	32.88713
6.75114	8.17217	1069.93869	7.33889	11.89686	10.32576	7.00662	63.56692	7.66352	7.51939	118.9707	-3.5403	40.64578	20.67332	1.00000	7.78885	18.15699	2.51925
10.32798	8.13699	1195.40375	6.50854	9.60601	7.92457	8.23907	29.42661	9.60708	4.78344	-88.31476	36.61033	61.63539	30.64381	1.00000	9.69278	6.39447	2.45384
9.37541	9.86135	1057.79758	7.29971	5.78505	9.49830	8.25682	64.55671	7.78280	6.01634	-85.76942	39.78504	63.60326	74.08577	0.00000	5.13643	12.97779	3.99589
10.14937	7.45939	1140.40248	8.28282	9.62005	6.61712	5.84465	54.26338	6.01687	7.10904	-1.325	38.47917	34.23601	62.02222	0.00000	8.53553	15.46133	5.41909
7.40224	6.98029	1082.02543	5.94651	9.60112	10.04899	9.39056	53.17135	5.76132	6.21387	48.87498	38.45598	33.47297	64.76934	1.00000	8.70286	21.39314	2.04714
9.76546	8.08959	1096.88694	6.83581	9.10565	8.60797	7.77009	52.99377	9.98996	4.72878	-37.03861	-10.90889	50.89558	29.97301	1.00000	8.01221	13.47831	1.37178
7.11391	7.95630	1165.21891	8.43140	10.14730	9.74196	8.09890	50.08409	5.70008	8.91260	-87.65644	41.80753	45.35704	20.95694	1.00000	8.51996	14.75399	4.65477
7.37478	7.36618	1073.04090	8.63094	6.95181	11.00636	7.50150	47.90627	6.20844	5.44269	71.52847	32.57756	50.90619	52.04600	0.00000	8.27380	5.69305	6.94115
8.32961	8.36377	1063.85763	8.07954	6.43932	10.21159	8.07273	42.30825	7.80919	6.13460	103.61667	-1.6	65.89280	67.48590	0.00000	8.03221	15.08773	5.90022
8.06584	7.00470	1089.51391	7.66399	6.30772	8.29249	10.76858	29.77993	5.21304	5.73106	-82.4017	23.0072	44.68958	67.87610	0.00000	6.93972	22.05801	3.88593
8.86533	9.85048	1165.38058	9.65291	9.48083	6.80153	5.52768	52.50056	5.70746	6.87117	4.25633	51.21187	34.95028	64.18221	1.00000	9.87239	17.98739	18.77361
11.18048	6.61023	1111.10899	7.34894	5.25897	7.57296	8.64518	58.73818	6.26216	7.51549	-81.77285	28.54944	52.68102	20.58033	0.00000	7.83328	9.81719	2.64255
10.21422	8.92266	1057.44969	6.87531	8.83618	8.02566		57.34014	8.83711	5.44011	9.72749	48.28259	45.61971	30.38347	1.00000	7.98676	12.97154	1.85587
9.42563	6.82234	1195.85942	7.46888	10.86123	9.94756	8.86062	69.87968	7.34350	9.06369	122.08333	46.08333	14.89479	45.64669	1.00000	7.58307	-2.25719	2.86803
8.63523	8.65367	1159.57934	7.06522	8.31420	8.21512	6.46666	30.79309	7.67757	8.99351	-73.95097	40.72371	44.35414	53.56787	1.00000	6.53660	6.66524	3.04342
5.26225	6.36687	1075.84574	8.39650	8.83072	7.45294	5.87336	37.81294	6.62487	7.70315	-82.46148	28.15112	54.46195	52.82891	1.00000	7.81799	14.45217	6.08834
