longitude	code	revision	latitude	QoS	location
120.74221	CN	2017-11-10	31.64615	accep	Asia/Shanghai
75.06583	PK	01/22/2020, 00:00:00	32.17629	good	Asia/Karachi
-94.74049	US	2016-01-22	32.5007	excellent	America/Chicago
78.14797	IN	2022-05-11	15.45144	building	Asia/Kolkata
101.02083	MY	2022-07-31	4.02219	average	Asia/Kuala_Lumpur
4.85668	DZ	2015-10-16	36.27462	accep	Africa/Algiers
67.84222	UZ	11/18/2012, 00:00:00	40.11583	building	Asia/Samarkand
125.51176	CN	19 Feb 2022	42.64031	excellent	Asia/Shanghai
-1.60452	ES	17 Apr 2017	42.06166	maintenance	Europe/Madrid
11.04979	IT	2017-12-16	44.59445	excellent	Europe/Rome
85.37752	IN	12/04/2018, 00:00:00	22.10194	accep	Asia/Kolkata
34.86563	IL	2018-09-09	31.92923	building	Asia/Jerusalem
38.66667	TZ	08/21/2014, 00:00:00	-6.25	average	Africa/Dar_es_Salaam
47.1192	RU	01/20/2016, 00:00:00	42.819	average	Europe/Moscow
2.61667	FR	04/16/2022, 00:00:00	48.98333	maintenance	Europe/Paris
-96.39774	US	2016/10/19	30.16688	maintenance	America/Chicago
2.08333	FR	25 Feb 2019	48.86667	good	Europe/Paris
13.29371	DE	06/23/2016, 00:00:00	52.53048	excellent	Europe/Berlin
168.31366	VU	2019-10-26	-17.73648	average	Pacific/Efate
71.30633	IN	12/10/2021, 00:00:00	21.34222	excellent	Asia/Kolkata
-100.88023	MX	06/12/2021, 00:00:00	20.21322	accep	America/Mexico_City
70.96699	PK	2013/05/03	30.46907	average	Asia/Karachi
-71.05977	US	10 Apr 2015	42.35843	good	America/New_York
-37.93278	BR	2017-08-06	-11.48472	accep	America/Bahia
86.68363	IN	2017-05-17	23.49668	good	Asia/Kolkata
-73.49484	US	2020-03-16	41.14676	accep	America/New_York
27.18052	TR	2015-08-10	39.12074	average	Europe/Istanbul
-73.99681	US	2021/01/29	40.94065	accep	America/New_York
10.18527	DE	2021-02-28	47.98372	excellent	Europe/Berlin
51.49621	IR	12 Jun 2014	36.64852	good	Asia/Tehran
2.08333	FR	2018/01/26	48.86667	average	Europe/Paris
-75.64963	US	2013/07/13	40.24537	excellent	America/New_York
-4.0573	GB	2018/02/04	55.82737	good	Europe/London
-81.77285	US	05 Nov 2018	28.54944	average	America/New_York
117.33333	CN	01/30/2019, 00:00:00	34.85	average	Asia/Shanghai
6.9747	DE	03 Jun 2022	50.82709	excellent	Europe/Berlin
-4.83076	ES	2013/10/06	39.96348	good	Europe/Madrid
56.36091	RU	05/23/2015, 00:00:00	51.78771	building	Asia/Yekaterinburg
-41.88778	BR	2022-09-15	-21.205	average	America/Sao_Paulo
100.04427	TH	03/29/2022, 00:00:00	13.8196	excellent	Asia/Bangkok
-48.59278	BR	2014-02-11	-23.7975	accep	America/Sao_Paulo
146.05093	AU	2014-08-16	-34.28853	building	Australia/Sydney
115.04814	CN	2013/02/12	30.24706	maintenance	Asia/Shanghai
74.12286	PK	2022-08-26	30.76468	building	Asia/Karachi
48.87498	AZ	2018/05/02	38.45598	accep	Asia/Baku
78.55757	IN	08/31/2016, 00:00:00	17.34769	average	Asia/Kolkata
-118.10583	US	04/14/2013, 00:00:00	34.09611	good	America/Los_Angeles
-104.83192	US	10/09/2013, 00:00:00	39.72943	excellent	America/Denver
124.84472	PH	2021/03/31	10.13361	excellent	Asia/Manila
-60.93173	AR	10 Sep 2016	-31.4488	accep	America/Argentina/Cordoba
129.96972	JP	08/03/2022, 00:00:00	33.4425	average	Asia/Tokyo
-52.20639	BR	2014-04-05	-3.20333	good	America/Santarem
20.91361	MK	27 May 2017	41.92361	good	Europe/Skopje
-3.67029	ES	2014-03-24	37.13548	excellent	Europe/Madrid
139.55722	JP	10/19/2012, 00:00:00	36	excellent	Asia/Tokyo
73.7553	IN	08/08/2015, 00:00:00	15.5439	maintenance	Asia/Kolkata
8.86704	DE	07/31/2015, 00:00:00	50.23805	accep	Europe/Berlin
-118.10583	US	19 Oct 2012	34.09611	maintenance	America/Los_Angeles
-91.73625	US	07/18/2021, 00:00:00	35.25064	average	America/Chicago
4.74161	NG	04/14/2013, 00:00:00	7.62789	accep	Africa/Lagos
3.64633	NG	2019-01-03	6.8485	accep	Africa/Lagos
5.51978	NL	06/08/2020, 00:00:00	51.44889	good	Europe/Amsterdam
41.77921	GE	2018-02-26	41.82143	building	Asia/Tbilisi
38.28402	SY	05/07/2019, 00:00:00	34.5624	building	Asia/Damascus
-0.33525	GB	2014/04/08	53.7446	maintenance	Europe/London
-87.66561	US	2020/12/19	41.8542	building	America/Chicago
8.52462	CH	2013/07/20	47.30997	good	Europe/Zurich
71.57118	PK	07/20/2015, 00:00:00	32.87533	building	Asia/Karachi
-60.47389	AR	09/28/2014, 00:00:00	-34.64167	accep	America/Argentina/Buenos_Aires
-1.32471	GB	27 Feb 2014	51.40148	maintenance	Europe/London
-97.35992	MX	2013/03/02	19.8173	excellent	America/Mexico_City
-87.65644	US	2015/05/08	41.80753	average	America/Chicago
-76.99081	US	07 Aug 2020	38.96372	accep	America/New_York
14.30935	IT	2018-02-24	40.92298	maintenance	Europe/Rome
111.50861	CN	2013/10/21	32.54278	accep	Asia/Shanghai
-77.37331	US	09/06/2022, 00:00:00	37.60876	average	America/New_York
-38.79084	BR	28 Jul 2020	-10.95817	average	America/Bahia
-52.67056	BR	2015-04-06	-26.22861	average	America/Sao_Paulo
38.12408	RU	2013-09-27	53.77166	accep	Europe/Moscow
9.17702	DE	2020/12/11	48.78232	building	Europe/Berlin
120.4861	PH	06/08/2015, 00:00:00	16.0438	excellent	Asia/Manila
104.09701	ID	2017/08/10	-1.26424	maitennce	Asia/Jakarta
2.18247	ES	2015/10/08	41.41204	good	Europe/Madrid
48.41667	MG	23 Sep 2019	-17.83333	good	Indian/Antananarivo
-76.51552	US	2014/11/21	39.32011	average	America/New_York
-122.24064	US	10/26/2012, 00:00:00	47.80527	average	America/Los_Angeles
18.69303	TD	2013-03-04	12.18441	building	Africa/Ndjamena
82.85749	IN	28 Jun 2022	17.54907	average	Asia/Kolkata
4.86667	FR	02/26/2015, 00:00:00	45.51667	good	Europe/Paris
77.40858	IN	03/05/2022, 00:00:00	24.05979	accep	Asia/Kolkata
-87.71255	US	31 Dec 2013	41.84364	maintenance	America/Chicago
-87.882	US	06/17/2015, 00:00:00	41.85059	good	America/Chicago
42.85693	TR	08 Mar 2017	39.22493	accep	Europe/Istanbul
-25.66689	PT	2015/12/22	37.74615	excellent	Atlantic/Azores
-72.86843	US	2017-07-10	41.27621	accep	America/New_York
-37.65	BR	2020/03/02	-10.91722	accep	America/Maceio
26.01649	RO	2020/04/02	44.43579	excellent	Europe/Bucharest
-50.00639	BR	11/28/2016, 00:00:00	-25.42944	good	America/Sao_Paulo
59.4839	RU	2012-10-14	58.7002	maintenance	Asia/Yekaterinburg
-0.45877	FR	2018/06/24	46.32313	acceptable	Europe/Paris
119.58627	TW	2017/06/09	23.5654	building	Asia/Taipei
123.758	PH	2015-12-01	10.20898	good	Asia/Manila
48.87498	AZ	09/24/2014, 00:00:00	38.45598	excellent	Asia/Baku
-1.05366	FR	2021/03/12	43.71032	average	Europe/Paris
-69.08333	PE	2022-01-09	-16.25	maintenance	America/Lima
85.94001	IN	2019-02-21	25.49043	accep	Asia/Kolkata
140.73667	JP	2019-04-04	41.77583	maintenance	Asia/Tokyo
-87.70172	US	26 Aug 2015	41.72059	accep	America/Chicago
-96.39774	US	10/07/2019, 00:00:00	30.16688	excellent	America/Chicago
-2.01111	GB	2019/04/13	52.66277	accep	Europe/London
24.43973	CD	11 Sep 2017	0.76755	maintenance	Africa/Lubumbashi
59.6	KZ	11 Jun 2017	47.83333	good	Asia/Aqtobe
-76.72803	US	2020/10/27	39.32288	excellent	America/New_York
88.28637	IN	2016-06-20	23.07492	good	Asia/Kolkata
-2.98333	GB	2016/09/16	53.83333	maintenance	Europe/London
11.04979	IT	2021/03/05	44.59445	accep	Europe/Rome
98.6738	ID	03/19/2020, 00:00:00	3.7278	excellent	Asia/Jakarta
-61.4867	AR	19 Feb 2013	-31.25033	excellent	America/Argentina/Cordoba
77.54372	IN	2020-11-04	10.12268	good	Asia/Kolkata
-73.20483	US	2017/05/28	41.16704	accep	America/New_York
-2.68758	GB	07/24/2015, 00:00:00	53.69786	excellent	Europe/London
1.00288	FR	05 Jan 2014	49.28669	building	Europe/Paris
2.1699	FR	2022-08-29	48.98994	maintenance	Europe/Paris
-61.51889	TT	2017-11-03	10.66668	excellent	America/Port_of_Spain
47.1192	RU	2019/01/13	42.819	accep	Europe/Moscow
31.4976	EG	07 Dec 2013	26.67319	accep	Africa/Cairo
127.08472	KR	2022/06/15	36.20389	excellent	Asia/Seoul
69.01354	TJ	2019-02-19	38.55632	building	Asia/Dushanbe
38.12408	RU	23 Jan 2013	53.77166	excellent	Europe/Moscow
8.55552	IT	03 Mar 2015	40.72586	average	Europe/Rome
15.00913	IT	2021/02/19	37.51803	good	Europe/Rome
-76.72803	US	2014/06/19	39.32288	excellent	America/New_York
106.85417	ID	06/16/2018, 00:00:00	-6.48167	average	Asia/Jakarta
7.00417	NL	14 Oct 2015	52.26083	good	Europe/Amsterdam
122.74754	CN	07/10/2019, 00:00:00	40.85158	good	Asia/Shanghai
25.8191	BY	18 Nov 2013	53.5942	average	Europe/Minsk
119.58627	TW	2016/02/23	23.5654	accep	Asia/Taipei
-96.39774	US	2014/05/29	30.16688	average	America/Chicago
79.82979	IN	2017/05/18	11.93381	good	Asia/Kolkata
73.08333	IN	14 Sep 2015	19.21667	average	Asia/Kolkata
23.225	BG	19 Dec 2019	43.4125	acceptable	Europe/Sofia
-95.44744	US	2021/04/22	29.53885	building	America/Chicago
4.52529	BE	2021/07/24	50.71229	excellent	Europe/Brussels
-84.20299	US	05/22/2020, 00:00:00	39.43534	building	America/New_York
4.62744	DZ	15 Nov 2015	36.06386	maintenance	Africa/Algiers
11.34046	DE	04/15/2013, 00:00:00	50.72043	average	Europe/Berlin
71.57118	PK	2017/08/19	32.87533	building	Asia/Karachi
9.15013	NE	06 Jun 2019	13.70727	accep	Africa/Niamey
15.16554	CD	2017-01-10	-4.5833	maintenance	Africa/Kinshasa
-88.81395	US	2016-04-29	35.61452	accep	America/Chicago
0.93333	GB	2020/03/16	52.68333	maintenance	Europe/London
-84.50855	US	2022/08/08	39.08367	accep	America/New_York
78.40102	IN	2022-02-20	27.9247	average	Asia/Kolkata
-119.01677	US	02/11/2019, 00:00:00	36.06523	good	America/Los_Angeles
2.59753	BJ	2018-02-19	8.88649	good	Africa/Porto-Novo
-42.19667	BR	2019/07/05	-21.41222	good	America/Sao_Paulo
-87.88754	US	2015/11/27	41.15376	maintenance	America/Chicago
-87.65644	US	11 Sep 2017	41.80753	accep	America/Chicago
-122.2054	US	2012/11/10	47.76232	accep	America/Los_Angeles
-42.98194	BR	23 Sep 2014	-22.53722	average	America/Sao_Paulo
29.24152	ZA	2020-01-13	-26.93366	good	Africa/Johannesburg
104.09701	ID	2022/09/01	-1.26424	good	Asia/Jakarta
79.883	LK	2019-08-10	6.9909	maintenance	Asia/Colombo
113.13148	CN	2015/10/23	23.02677	average	Asia/Shanghai
-66.8499	PR	2019/02/11	18.03496	building	America/Puerto_Rico
76.12647	IN	2020/03/26	32.55531	average	Asia/Kolkata
-122.39168	US	09 Sep 2018	40.58654	excellent	America/Los_Angeles
44.02488	IQ	2014/11/09	32.61603	excellent	Asia/Baghdad
4.07601	BE	22 May 2022	50.88506	maintenance	Europe/Brussels
15.00913	IT	2015-06-12	37.51803	accep	Europe/Rome
-87.65644	US	2017/11/22	41.80753	accep	America/Chicago
15.00913	IT	23 Jul 2014	37.51803	average	Europe/Rome
68.21204	PK	2016/05/25	27.55898	building	Asia/Karachi
49.62251	SA	04/26/2018, 00:00:00	27.0174	maintenance	Asia/Riyadh
5.16108	FR	2013/12/12	48.77275	average	Europe/Paris
74.12286	PK	2019/09/09	30.76468	average	Asia/Karachi
-117.54866	US	2015-08-05	33.93113	average	America/Los_Angeles
30.38167	RU	09/08/2020, 00:00:00	59.80917	accep	Europe/Moscow
-96.67834	US	2015-10-29	34.77453	accep	America/Chicago
139.55722	JP	06/29/2016, 00:00:00	36	building	Asia/Tokyo
-3.52751	GB	29 Oct 2020	50.7236	excellent	Europe/London
121.3152	PH	2014-04-21	14.14989	excellent	Asia/Manila
137.23333	JP	03/20/2018, 00:00:00	35.8	average	Asia/Tokyo
-82.46148	US	11 Sep 2017	28.15112	excellent	America/New_York
178.00417	NZ	2022/04/10	-38.65333	accep	Pacific/Auckland
-122.38731	US	2014-07-21	45.53929	accep	America/Los_Angeles
37.3825	TR	04 Jan 2018	37.05944	excellent	Europe/Istanbul
39.85331	RU	09 Nov 2016	57.30185	accep	Europe/Moscow
122.22833	CN	2015/08/21	40.66482	maintenance	Asia/Shanghai
77.5609	IN	2016/07/11	11.00599	accep	Asia/Kolkata
-72.27814	US	2013-05-25	42.93369	accep	America/New_York
-74.38987	US	2021/02/05	40.65538	good	America/New_York
71.57118	PK	2014-01-20	32.87533	excellent	Asia/Karachi
26.01649	RO	30 Jun 2015	44.43579	excellent	Europe/Bucharest
123.50266	CN	2015/01/21	41.94175	accep	Asia/Shanghai
-103.42897	MX	10 Jan 2016	20.28527	accep	America/Mexico_City
122.05228	CN	02/07/2020, 00:00:00	37.19723	maintenance	Asia/Shanghai
-119.0376	US	01/21/2014, 00:00:00	34.21639	good	America/Los_Angeles
-89.66123	MX	08 May 2018	21.28306	accep	America/Merida
129.96972	JP	02/02/2013, 00:00:00	33.4425	accep	Asia/Tokyo
76.92421	RU	2019-08-30	60.97944	good	Asia/Yekaterinburg
85.83334	IN	14 Jun 2015	20.88197	good	Asia/Kolkata
-44.31389	BR	2019-06-08	-19.7625	average	America/Sao_Paulo
3.16667	BE	05/11/2014, 00:00:00	50.8	accep	Europe/Brussels
-70.92866	US	2019/05/30	42.52787	accep	America/New_York
88.18466	IN	11/23/2016, 00:00:00	22.19303	accep	Asia/Kolkata
5.58472	NL	2014-06-24	52.14	accep	Europe/Amsterdam
17.80774	IT	21 Dec 2015	40.55851	excellent	Europe/Rome
-97.35992	MX	2013/02/04	19.8173	average	America/Mexico_City
-93.12577	US	04/23/2019, 00:00:00	44.73941	excellent	America/Chicago
-78.19444	US	08/15/2021, 00:00:00	38.91817	excellent	America/New_York
89.11943	BD	15 Dec 2016	23.9028	good	Asia/Dhaka
-65.71875	BO	26 Jan 2013	-21.44345	acceptable	America/La_Paz
42.85693	TR	11 Jan 2014	39.22493	good	Europe/Istanbul
46.58333	MG	07/16/2013, 00:00:00	-21.15	building	Indian/Antananarivo
-2.12139	GB	12 Dec 2014	52.48173	accep	Europe/London
-53.13722	BR	23 Jul 2014	-22.92306	good	America/Sao_Paulo
83.97573	IN	20 Jul 2014	21.46527	accep	Asia/Kolkata
117.55417	CN	2017/12/10	34.86472	excellent	Asia/Shanghai
5.58472	NL	12 Jan 2016	52.14	excellent	Europe/Amsterdam
-98.15529	US	2013-01-01	26.18924	maintenance	America/Chicago
10.30215	DE	07 Feb 2018	53.94313	maintenance	Europe/Berlin
6.26667	DE	12/21/2018, 00:00:00	51.21667	good	Europe/Berlin
-82.61573	US	2021/07/11	41.24255	good	America/New_York
73.06784	IN	01 Jun 2020	25.13915	excellent	Asia/Kolkata
76.56719	IN	2021-09-21	24.41288	average	Asia/Kolkata
8.64409	DE	04/11/2013, 00:00:00	48.07667	accep	Europe/Berlin
11.32903	DE	2021/10/01	50.9803	average	Europe/Berlin
13.58357	GA	01 Dec 2014	-1.63333	average	Africa/Libreville
8.2926	NG	2021-10-19	9.58126	accep	Africa/Lagos
121.96361	PH	01 Mar 2014	6.95194	excellent	Asia/Manila
-43.80139	BR	2020-08-11	-20.25333	excellent	America/Sao_Paulo
120.4861	PH	2021/01/03	16.0438	building	Asia/Manila
34.75699	IL	09 Oct 2016	31.39547	accep	Asia/Jerusalem
-82.4017	CU	07/09/2021, 00:00:00	23.0072	excellent	America/Havana
-0.29825	GB	08 Jun 2021	51.39148	excellent	Europe/London
135.21667	JP	01 Mar 2017	35.06667	excellent	Asia/Tokyo
86.51499	IN	2017/08/17	23.1959	building	Asia/Kolkata
101.18445	TH	03/10/2017, 00:00:00	13.44581	excellent	Asia/Bangkok
-75.23266	US	05/26/2018, 00:00:00	43.1009	building	America/New_York
14.51472	MT	12 Feb 2018	35.89972	average	Europe/Malta
98.50893	MM	25 Nov 2014	16.68911	accep	Asia/Yangon
-2.58736	GB	03/09/2014, 00:00:00	56.56317	average	Europe/London
88.1453	IN	03 Dec 2012	22.4711	excellent	Asia/Kolkata
-80.31727	US	16 Dec 2015	25.67927	good	America/New_York
129.96972	JP	2015-12-20	33.4425	good	Asia/Tokyo
123.33471	PH	14 Sep 2015	8.56697	maintenance	Asia/Manila
106.85417	ID	2013/09/09	-6.48167	good	Asia/Jakarta
3.50309	DZ	2014-08-30	34.15429	excellent	Africa/Algiers
34.33825	RU	12/05/2020, 00:00:00	53.59782	excellent	Europe/Moscow
5.37429	BE	2017/04/21	51.03427	excellent	Europe/Brussels
34.75699	IL	2016/12/10	31.39547	average	Asia/Jerusalem
-84.67837	US	2017-07-02	34.06635	average	America/New_York
51.3452	RU	2013/01/01	53.37596	average	Europe/Samara
13.58357	GA	10 Jun 2015	-1.63333	average	Africa/Libreville
-70.20749	VE	09 Apr 2014	8.62261	good	America/Caracas
19.61222	RS	08/10/2014, 00:00:00	44.97639	accep	Europe/Belgrade
-1.60452	ES	2017-02-16	42.06166	maintenance	Europe/Madrid
44.02488	IQ	2019-09-24	32.61603	maintenance	Asia/Baghdad
12.38878	IT	09 Jun 2020	43.1122	average	Europe/Rome
-37.03861	BR	2021/06/25	-10.90889	average	America/Maceio
56.36091	RU	12 Mar 2016	51.78771	average	Asia/Yekaterinburg
-111.89903	US	2017-01-29	33.50921	excellent	America/Phoenix
-87.882	US	2017-09-20	41.85059	excellent	America/Chicago
113.82465	CN	2014-11-16	23.29549	excellent	Asia/Shanghai
9.17702	DE	2018-01-15	48.78232	accep	Europe/Berlin
-47.1725	BR	2021/11/16	-22.57306	excellent	America/Sao_Paulo
-122.86705	US	2022-03-18	45.49428	good	America/Los_Angeles
68.11759	PK	14 Jun 2021	26.9423	average	Asia/Karachi
-111.99633	US	04 Apr 2021	40.65995	accep	America/Denver
-82.32483	US	2014-08-09	29.65163	maintenance	America/New_York
2.44892	FR	2015-04-15	48.98693	maintenance	Europe/Paris
-122.86705	US	2014/07/13	45.49428	good	America/Los_Angeles
38.16694	RU	08 Sep 2021	54.84444	excellent	Europe/Moscow
8.77155	DE	08 Apr 2015	50.23019	excellent	Europe/Berlin
-85.76942	US	09/28/2019, 00:00:00	39.78504	maintenance	America/Indiana/Indianapolis
-71.8023	US	28 Apr 2022	42.58342	accep	America/New_York
4.86667	FR	2017/03/26	45.51667	excellent	Europe/Paris
85.37752	IN	2013-04-25	22.10194	average	Asia/Kolkata
101.44167	ID	24 Oct 2021	0.51667	average	Asia/Jakarta
-83.55521	US	2021/07/28	41.66394	good	America/New_York
5.23333	NL	16 Feb 2013	52.09	maintenance	Europe/Amsterdam
84.63445	IN	28 Aug 2015	24.81757	building	Asia/Kolkata
