PM2.5	longitude	warning	H2CO	CH4	CFCs	SO2	PM10	Pb	NH3	latitude	PRES	NOx	CO	PAHs	O3	C2H3NO5	TEMP
6.65984	100.24529	1.00000	80.94236	9.50510	55.08039	7.59709	8.16013	59.56743	9.65531	5.4709	1050.46837	9.29752	8.57947	9.98370	6.19894	5.06528	8.10675
8.79058	-97.03285	1.00000	67.53510	10.56361	59.17351	6.01830	6.76351	55.49021	5.42055	47.92526	1110.42391	8.43529	8.39922	6.73250	5.90635	2.26631	21.69752
9.75689	-37.93278	1.00000	81.00181	9.61215		4.06088	9.83653	41.02400	3.66232	-11.48472	1103.27408	8.17056	7.49122	3.75802	5.06558	20.57915	15.24390
6.80073	-15.58602	1.00000	55.57508	9.37734	55.93408	9.44194	8.15454	28.43244	7.30449	27.76056	1197.57410	8.72202	9.42741	12.30869	8.04119	5.60583	10.91140
10.93780	5.74861	0.00000	48.51435	9.87874	70.38019	6.12715	9.47892	46.65073	9.80717	52.71083	1137.78373	7.34754	8.39671	10.78738	9.46616	15.09656	24.23343
7.49953	38.28402	1.00000	51.13060	7.36513	67.45438	6.97820	7.98863	47.37905	7.98509	34.5624	1123.15702	7.09196	7.31348	11.95915	7.67873	4.66580	13.48445
6.82704	-58.70072	1.00000	40.38017	13.59896	47.71331	7.70371	8.99699	22.06690	7.13332	-34.74785	1102.07692	7.75466	8.82793	11.12464	6.32987	10.29977	28.11907
6.02997	-120.00865	1.00000	46.53481	10.25571	52.03666	6.99140	8.28498	61.60472	5.38154	46.32374	1059.62538	6.96908	7.45284	6.20315	9.61664	5.24932	0.60964
9.41510	-79.62098	1.00000	57.06425	8.25905	68.40637	6.39808	7.87067	49.31097	7.42323	9.15093	1182.13280	7.23684	8.87052	7.00356	5.59165	4.57367	15.52756
4.54955	102.3278	1.00000	60.55384	10.06860	32.74715	8.54420	7.59380	59.00199	9.21386	2.2139	1147.33428	7.69669	7.57582	12.72089	9.78164	3.17873	15.38636
8.34949	-98.15529	0.00000	53.68626	11.67861	48.78532	5.89935	8.20208	47.54829	8.62324	26.18924	1129.35099	10.73663	8.86595	8.57387	10.64834	5.32676	11.03135
6.05922	9.0027	1.00000	48.36694	8.55018	34.76661	7.20746	7.65985	53.35161	8.43473	11.86064	1102.61801	7.46832	5.73882	12.04334	8.24937	3.75304	7.37202
9.65176	-97.50417	1.00000	34.26189	11.79285	36.91714	6.65524	7.46684	70.76695	5.83623	25.87972	1191.10584	7.00223	9.33308	8.16471	6.55528	3.04048	21.10782
6.11735	4.82313	1.00000	64.90237	7.13278	63.21684	6.61480	7.14841	64.22659	9.52165	51.24197	1095.96617	7.09359	7.45620	9.54922	7.13219	2.85370	28.84538
10.21437	74.85849	1.00000	67.55447	12.99062	59.74348	6.41164	7.75529	46.16538	4.47981	31.28092	1140.04055	9.06964	8.07925	5.80168	4.24346	3.74710	9.46260
6.79781	-8.2194	0.00000	41.23666	6.48091	36.95465	2.95917	7.67186	44.74252	5.86330	43.48961	1088.57934	8.71024	5.85907	6.55097	4.33795	3.69613	40.22003
10.40591	112.01667	0.00000	43.25510	7.81618	40.45202	7.45980	6.81303	52.97692	10.60342	-7.81667	1073.25067	7.37114	8.06648	11.31141	8.08878	1.64360	25.46940
5.53681	112.19028	0.00000	29.09871	4.84313	58.84146	7.23912	6.79494	48.63345	6.20399	30.35028	1133.03488		7.51206	7.06099	6.58296	2.38949	21.19220
10.54822	7.973	1.00000	45.49460	11.47254	36.73870	6.50545	7.58716	47.35389	5.67790	51.168	1141.17554	8.24543	6.42348	6.78664	4.64629	3.17480	0.31955
8.18902	-53.13722	1.00000	68.55976	8.93340	40.14807	4.87198	8.73648	55.85960	5.30724	-22.92306	1114.19240	7.24362	7.68355	5.81383	5.98104	8.28633	15.52511
8.34230	38.28402	0.00000	63.57071	9.42406	53.32453	6.80944	7.95808	62.29425	5.94506	34.5624	1178.57128	7.22183	7.67182	7.21290	6.98956	4.55316	5.92975
8.28401	9.37082	1.00000	48.05822	6.97640	32.83469	6.28995	7.33537	33.76981	7.84879	36.08497	1086.84397	7.98888	7.94481	6.55652	6.37679	3.76501	26.05776
7.90898	30.79165	1.00000	62.12878	9.89721	44.19276	3.42741	8.83349	61.81681	9.83450	-27.76952	1155.16171	9.21897	7.58943	4.65178	3.35248	9.24899	13.24492
4.98492	79.5286	1.00000	42.11403	10.51117	38.13172	7.36793	7.15715	37.30035	9.07198	29.22254	1105.97311	7.60816	7.17882	8.68748	7.99107	1.94420	21.58832
9.08695	-8.2194	1.00000	58.23113	11.59420	45.69431	8.03548	6.59614	60.51426	6.49949	43.48961	1143.26788	9.47550	9.70660	7.33533	7.30418	2.47645	19.42360
6.18862	-88.70464	1.00000	56.90536	9.78569	66.20493	4.78290	9.64890	23.75435	10.93282	34.25807	1109.78300	8.30744	8.82809	8.16373	5.97756	18.01648	41.30613
10.26776	99.96667	0.00000	50.68811	8.56306	65.78295	6.70835	7.17542	61.17041	9.24605	8.43333	1143.37341	7.26742	7.63783	9.68645	8.78025	2.65820	11.81701
7.79365	0.57856	0.00000	55.47735	8.63989	59.47758	9.49069	8.96256	42.13948	8.66916	40.70995	1176.55264	9.03209	9.22130	7.72786	8.65049	9.27937	21.23100
7.94876	-91.11667	0.00000	54.38193	6.50214	72.96098	6.39287	7.33213	50.97452	6.80256	14.93333	1103.08234	8.50159	8.26183	5.14276	7.68357	3.63804	25.42861
8.40552	-79.2663	1.00000	75.19451	11.34995	54.46934	5.45723	7.22765	34.08792	9.26735	43.86682	1066.11869	10.31292	8.65581	8.89584	4.63376	2.66412	4.52480
9.44011	140.11667	1.00000	47.20684	11.13197	37.66503	5.04600	8.37644	61.40830	3.66284	37.56667	1194.34003	8.63159	6.84577	5.10614	6.88317	6.09638	6.42849
7.93397	103.81667	0.00000	65.38804	10.18525	52.06690	6.68935	7.66088	47.36386	6.36528	1.6	1147.55498	6.89630	7.45833	5.80660	9.89098	3.29263	15.64324
9.52023	-117.54866	1.00000	74.10514	8.95405	41.04168	6.12071	7.76880	57.64536	7.62669	33.93113	1068.81625	8.26671	7.15013	7.19932	4.57869	4.62498	18.77523
9.95199	21.32778	0.00000	51.83572	8.47859	49.04532	5.86767	8.63535	58.72250	9.21144	42	1060.91211	9.22110	8.19430	10.33620	8.39378	6.86597	22.54476
5.07453	83.62389	0.00000	52.33365	5.30474	61.33283	6.40209	9.16469	54.06424	6.56590	53.30972	1068.84347	7.83811	7.62450	7.20464	5.95251	11.49452	25.68830
7.49383	111.4834	1.00000	57.50308	8.39897	46.29226	6.60275	8.88685	67.74131	9.35667	65.93381	1189.27693	5.95745	8.42665	7.14498	5.29456	8.70822	16.13130
8.00650	43.38531	1.00000	32.63784	4.82849	58.04147	8.17373	10.17732	49.19867	11.57000	9.89206	1136.90019	7.62021	6.88032	8.38013	7.55029	28.90513	30.77215
7.15819	123.89071	1.00000	53.65655	9.36972	52.12913	6.06850	7.45111	68.02192	8.75477	10.31672	1085.10868	8.12298	8.69690	9.41433	7.07649	3.05684	25.92550
6.59524	53.26023	1.00000	66.06217	7.91318	68.38506	7.25472	7.10742	57.77167	7.98776	54.39304	1122.43929	8.41831	8.52976	7.23307	8.17763	3.49536	10.65153
5.60178	123.99333	1.00000	24.60213	12.41379	53.42287	8.47849	5.96944	42.78008	8.06539	12.97389	1051.32982	7.17771	8.43984	7.28310	6.51388	0.95653	9.24555
9.99241	36.36339	0.00000	49.55552	8.28030	50.89119	7.74005	9.25529	69.91101	12.02319	0.03813	1130.01189	7.36552	7.88926	11.69947	8.76096	13.33556	26.21059
9.23374	86.68363	0.00000	66.84703	9.54125	52.72670	7.26053	6.63691	58.52208	9.24286	23.49668	1100.41487	7.53640	8.86132	9.22608	9.32025	2.55040	8.25675
10.32947	9.37082	1.00000	66.03506	5.78735	36.30008	6.01291	8.49520	35.98571	8.44148	36.08497	1088.50873	8.68928	7.26908	6.80251	5.84566	5.79043	13.53664
9.44641	38.28402	1.00000	65.97074	8.16364	53.21321	6.23908	8.60990	40.95021	8.64937	34.5624	1103.26223	7.59543	7.78857	8.08967	8.90521	6.58474	16.48191
10.12440	-123.02621	1.00000	74.90733	10.32862	46.22235	6.08807	7.26381	50.46042	5.35009	44.99012	1101.18482	7.11592	7.86739	5.76099	7.51162	2.83337	19.45087
8.48765	35.96944	1.00000	51.18064	6.98830	45.75175	3.96737	8.05958	28.49966	9.03882	56.03361	1185.60087	8.20033	8.04755	9.56716	7.01565	4.58803	3.44798
11.56679	-42.19667	1.00000	55.87074	9.44154	40.82936	5.91096	8.84178	41.63919	3.85737	-21.41222	1081.96610	8.31877	7.00391	3.22808	4.26699	7.65824	11.38729
7.41552	-56.52361	1.00000	61.52241	11.83329	47.84829	7.83325	6.94270	35.48682	7.91134	-33.38056	1156.57353	6.65223	8.08997	8.14520	3.30923	2.60147	12.12141
8.14415	53.26023	1.00000	77.01699	10.20545	44.85177	6.22128	8.79123	38.35656	9.77397	54.39304	1054.72829	6.80427	5.76468	7.79353	4.26066	8.29183	24.48463
4.21450	-4.10734	0.00000		3.46791	42.20200	4.49578	7.31224	43.92364	5.67663	38.68712	1174.60375	8.94219	8.57662	6.01859	4.71017	3.19103	7.53588
3.89797	-87.71255	0.00000	72.22092	3.57011	46.99373	7.11521	9.82003	49.27664	7.69713	41.84364	1078.05917	6.41788	8.05062	6.80508	5.77296	21.15518	7.27744
7.72936	5.2875	0.00000	44.86060	8.09545	42.25201	6.84121	8.78315	66.11050	8.29492	51.65333	1126.45261	7.86532	7.90631	7.57101	8.55422	8.40374	30.16133
8.75264	-81.79819	1.00000	89.41039	6.22255	35.40194	6.01885	7.42930	41.80746	6.92153	41.48199	1154.99159	8.42448	6.59840	6.57509	10.27059	2.46743	19.51704
3.86242	24.99798	0.00000	56.43832	4.92036	61.14804	0.93354	8.79477	65.88193	3.82937	-8.73508	1128.86997	6.12831	8.37701		2.00720	8.66700	31.20677
9.88106	-0.76773	0.00000	58.89692	6.14935	52.32773	7.96762	9.83803	67.26813	9.80404	38.38479	1128.91172	6.38369	6.95684	10.00762	7.08489	20.99215	19.07715
9.06616	-87.882	0.00000	33.87152	7.31557	44.30148	5.93825	7.60729	45.94843	8.24990	41.85059	1063.14578	7.27592	8.31051	8.55355	7.93268	3.37698	28.59105
4.67004	103.61667	1.00000	55.98455	10.55249	29.07621	6.63635	8.42859	44.69628	9.57519	-1.6	1152.09899	6.46202	5.71483	10.23607	7.96812	5.56346	13.66723
7.51121	-76.70944	1.00000	67.20348	8.13756	24.93216	7.92084	7.83409	56.84715	8.66225	-11.94306	1186.64350	8.14075	8.50918	12.73885	8.35591		7.55046
6.12259	0.75	0.00000	48.15361	5.35410	41.94878	6.53832	6.15681	57.11594	7.41714	52.41667	1101.71439	7.08072	8.59043	6.52826	6.18661	1.93223	20.26364
5.60686	-4.22398	1.00000	56.41056	9.27433	58.34600	6.17051	8.06755	26.80541	7.72292	57.47908	1163.22728	10.17221	7.08334	8.90785	7.80593	4.76019	31.95444
9.26449	-43.80139	0.00000	75.43743	8.03040	66.01652	7.37484	8.74061	54.94965	9.05401	-20.25333	1081.97579	8.39857	10.65206	9.57659	8.08981	7.60269	2.92078
6.21172	39.28333	1.00000	43.91628	6.62503	58.14704	8.51303	8.81795	52.24181	9.27116	-10.33333	1198.58955	8.05355	8.06314	9.39845	7.23600	8.16733	12.69501
9.48533	-68.3	0.00000	31.66573	9.00522	23.89424	5.23328	7.42476	52.01471	7.26531	-54.8	1135.71696	7.86526	6.68462	7.97820	9.01458	2.82504	12.85682
7.25113	119.58627	1.00000	69.00673	5.96165	51.54862	6.87233	7.43267	54.85937	8.70556	23.5654	1066.73095	8.94822	9.08450	7.90339	9.03645	2.92379	9.04775
4.54703	-76.43941	1.00000	78.83396	10.23139	67.57517	6.80331	8.29377	36.15552	9.80481	39.33427	1133.69674	7.52724	8.73589	8.66532	7.99919	5.37320	23.54323
7.83667	12.87117	1.00000	42.15408	7.52075	63.25946	6.17966	8.74589	64.94914	6.98685	50.23271	1195.10441	7.98168	7.22625	5.96519	7.01205	7.47826	19.46504
6.71730	-80.22588	1.00000	36.64102	8.66295	19.56704	4.84862	8.29065	56.94769	9.99856	26.2173	1067.19784	7.79082	8.77703	9.04119	5.51373	5.82687	6.54208
12.68485	123.33471	1.00000	42.35888	7.72169	56.73361	6.55438	8.22948	75.75909	7.02597	8.56697	1120.09904	7.18764	6.16704	5.51444	6.00674	4.58059	13.95412
8.45525	-2.01111	0.00000	50.47650	8.69670	54.03726	5.58066	8.48341	42.00848	8.85407	52.66277	1136.12820	7.84059	9.62100	9.61721	8.50614	6.66598	23.59854
9.13789	-74.01042	0.00000	17.20497	9.65707	64.05944	9.03130	6.54485	53.01509		41.50343	1127.96136	6.72403	8.47546	9.65107	9.31915	2.94987	13.65292
4.25514	117.63083	1.00000	53.79888	11.26589	37.54571	8.74845	7.84110	43.64104	9.26233	35.50056	1088.70654	8.55762	7.71914	9.06167	7.62317	3.54919	15.85346
9.71787	53.26023	0.00000	40.25458	8.50133	35.50192	9.32520	7.32707	45.18800	8.09440	54.39304	1095.06090	8.32960	8.00277	4.65691	9.35865	2.64896	8.57768
10.10365	113.82465	0.00000	35.15381	9.49867	63.87451	5.93817	8.66513	31.23182	9.69226	23.29549	1163.06717	7.43919	8.70872	9.72410	9.69594	7.51538	1.13406
7.06570	7.973	1.00000	59.26973	8.77106	56.17988	4.45262	8.64361	50.15445	4.21734	51.168	1138.39249	7.10841	8.01946	4.99937	7.16949	7.08446	-5.05891
8.99405	123.758	0.00000	57.85883	8.50129	65.69896	9.62900	8.05582	46.93583	8.11856	10.20898	1107.96645	6.99064	8.97493	6.11962	8.68367	4.22805	18.18232
9.46412	-113.3187	0.00000	53.48650	7.62416	42.18524	7.01168	6.66997	52.92620	10.67269	53.51684	1167.46968	7.38300	8.06960	9.93450	8.60437	2.85926	10.41613
4.59623	79.5286	0.00000	72.85475	4.66040	60.86450	6.45447	8.73107	67.09972	6.83441	29.22254	1063.17641	6.05100	6.66227	7.04262	6.14773	7.29681	18.56800
7.98300	-73.95097	0.00000	59.39189	7.64959	43.89559	5.88955	9.36448	52.38772	6.14261	40.72371	1064.68135	9.54024	8.14123	5.87679	7.17138	13.56859	23.78210
8.90170	20.22625	0.00000	50.24430		37.59642	8.10104	8.99953	66.69560	10.75060	30.75545	1063.89602	7.70509	8.03344	9.30426	9.43022	10.36064	17.39400
9.26727	-88.31476	0.00000	52.09342	10.53063	47.35387	6.93255	6.54989	64.94675	9.74839	36.61033	1190.42090	7.25820	7.99804	9.01232	10.40262	3.26231	27.69318
6.71714	12.38878	1.00000	57.83901	9.03499	47.69905	5.91118	7.98033	48.30438	10.35961	43.1122	1062.09856	8.45494	7.44212	8.27530	5.93444	4.36880	21.12498
6.22313	9.00472	1.00000	57.40512	8.89426	64.91863	5.18830	8.60037	56.86350	10.62326	4.2475	1091.33214	7.45184	6.07096	7.45484	7.63956	7.43842	12.92818
12.26291	122.74754	1.00000	88.32363	10.72380	53.72674	7.13566	8.64321	50.59680	4.39169	40.85158	1063.21840	9.18635	8.82750	5.33811	6.89840	7.84860	21.03538
8.81310	18.84		49.54902	9.57100	49.28982	6.29310	7.31070	29.82322	6.09842	42.28639	1178.41714	8.18728	7.83056	5.69565	4.48921	2.61377	4.17184
5.32062	-82.46148	1.00000	42.81234	9.56653	41.39964	7.11972	8.41223	69.62118	7.52612	28.15112	1129.85069	6.00713	8.96694	9.23060	8.31511	5.74214	2.97006
10.27418	-86.77917	0.00000	47.11900	13.50820	47.10321	5.06290		27.43021	10.80360	36.02506	1187.05292	7.58293	8.46435	10.37574	12.55381	2.97640	16.35815
8.77982	-71.05977	1.00000	68.66882	11.78021	54.84529	6.30280	9.46675		5.60500	42.35843	1185.47200	6.85187	6.24845	6.70169	4.39371	15.27502	20.45483
10.42334	-84.62081	1.00000	44.49541	8.91711	77.89299	7.25926	5.69994	38.62960	6.34783	42.7392	1198.38201	8.64497	6.54496	5.54745	6.75311	1.32890	10.73667
7.91505	3.87723	1.00000	71.03758	8.91538	38.07809	8.44467	9.44510	49.70793	9.17536	43.61092	1112.95546	8.53657	9.06290	8.96599	8.57588	15.28796	19.31784
6.55179	18.30056	1.00000	46.35779	7.81456	41.09826	3.20845	8.77595	54.45141	10.29817	50.5107	1186.16166	8.99170	6.45998	6.58348	6.15103	8.26758	30.15557
6.49037	42.85693	0.00000	63.77548	6.23469	49.33379	7.06915	7.80230	33.76233	6.41800	39.22493	1161.84101	8.12768	8.75801	5.94876	7.17624	3.55785	28.08942
6.30481	6.76111	1.00000	49.14637	10.79056	52.63649	7.79390	7.11021	52.54381	8.52281	53.16167	1168.88433	7.41862	8.25825	8.37774	5.90788	2.90599	22.16427
7.32822	4.82313	0.00000	53.83499	6.92931	43.78025	8.44652	7.14329	46.54211	8.51945	51.24197	1181.90913	8.45207	7.14467	8.29029	7.34136	3.05006	20.67521
6.99734	-69.08333	0.00000	56.67814	7.88129	40.78494	7.15457	6.88320	53.02773	7.35110	-16.25	1145.34987	6.77689	6.58565	6.67712	8.27862	2.66366	16.46207
8.81733	34.75699	1.00000	36.55116	12.46744	33.63825	6.22373	7.36199	48.10337	4.78505	31.39547	1167.03446	8.38422	8.01754	6.74436	6.62546	2.77389	35.47797
9.61728	-82.00919	0.00000	60.83093	10.39956	71.33296	4.73288	7.46027	47.68895	8.88107	23.04419	1080.38119	8.87569	6.33063	10.54262	9.44185	2.84927	15.69748
11.73239	-72.22625	1.00000	44.68205	12.14495	48.96049	6.48049	6.43002	44.33809	5.60089	18.57677	1120.36591	7.36059	8.23827	7.36288	4.22956	2.15278	21.01108
8.97083	9.20427	0.00000	47.97373	8.44836	65.19478	6.66079	8.52938	42.58061	9.80239	48.49144	1057.40815	7.83040	7.57048	10.58153	8.29661	7.07551	13.59488
5.75680	9.02596	1.00000	50.16474	10.32643	45.63764	8.30862	7.38975	64.54945	9.27181	48.21644	1117.46712	8.01457	8.93789	8.09610	5.82553	3.12026	-0.06323
5.82675	150.99292	1.00000	54.29476	9.42394	52.37034	6.99886	7.92290	58.39640	8.26952	-33.75881	1061.00133	7.38156	7.14344	10.09791	8.23254	4.63296	22.25468
10.72025	-70.92866	0.00000	90.11037	8.45845	40.98131	8.69677	8.47702	52.69504	11.74004	42.52787	1067.16310	7.55747	5.75427	10.96274	9.11361	7.03988	17.91637
10.61847	-74.13653	0.00000	70.35320	10.65532	46.44920	7.12923	6.76294	30.94949	10.13191	40.63316	1107.00806	8.22981	10.27505	9.67259	10.53525	2.36053	20.31264
5.46401	-111.89903	1.00000	52.95633	6.07155	43.44681	7.91387	7.99576	36.60708	9.82678	33.50921	1098.81137	8.27526	7.69321	8.21343	9.46714	4.92070	7.11980
9.31296	47.31667	0.00000	54.17381	8.95226	54.30687	6.14290	6.59694	43.36626	9.52135	-19.65	1184.55682	8.07820	8.93306	9.50489	9.11556	2.17133	21.11539
10.56917	112.19028	0.00000	52.33667	8.76619	58.41835	7.57398	8.54919	54.42115	7.27952	30.35028	1085.95172	8.78028	7.35128	4.11170	9.20109	7.17897	6.85788
8.34366	-53.13722	1.00000	64.29805	9.19025	62.46985	5.86788	8.09350	76.34905	6.97004	-22.92306	1175.96054	6.55831	5.49122	7.98172	6.28654	5.17715	4.11804
5.87370	114.10479	1.00000	70.48744	9.94859	32.97704	7.08465	9.36836	38.51839	10.22750	22.37066	1194.04790	8.60096	7.85434	5.86943	5.56767	13.88472	15.12664
6.71522	-68.3	1.00000	62.16887	7.74425	46.72921	3.81923	9.30797	43.74670	10.18664	-54.8	1051.16390	8.59519	8.42864	7.56328	6.41844	13.21900	27.39972
7.54894	-74.07764	0.00000	38.22672	8.75720	56.70282	5.60367	9.33373	29.55521	7.23718	40.72816	1086.02865	8.15278	8.17478	8.24833	8.31053	13.43449	14.50004
4.41040	37.99117	0.00000	55.89431	7.94566	74.07743	7.10182	8.88248	39.74811	9.92827	44.92934	1120.11094	8.10218	6.86194	8.79360	8.62348	8.52021	15.06241
3.57180	-118.25508	1.00000	45.70030	11.66216	23.88399	6.96024	7.87544	52.83612	9.61027	34.14251	1172.51231	6.71535	6.23061	10.53158	8.70433	4.95346	14.45719
9.21219	7.2278	1.00000	39.08626	9.28438	24.27226	6.47337	7.65386	54.67856	6.84078	50.64336	1093.04113	8.25873	8.05162	7.19826	6.66330	4.61224	19.47240
5.91491	78.27539	1.00000	65.76624	6.73382	36.13941	4.66621	7.28778	52.00940	10.12858	12.95629	1152.17798	8.24645	8.40153	8.75331	9.15149	3.18333	18.69189
9.77070	56.36091	1.00000	45.39694	8.64294	47.65741	7.02676	8.31275	64.78756	6.32706	51.78771	1092.73251	7.75781	7.40378	5.59517	6.89760	6.00384	14.38497
7.02930	-119.0376	1.00000	52.75620	11.47935	44.72717	6.95135	9.10132	44.56122	8.06909	34.21639	1074.80165	5.99069	6.92377	7.68014	5.47416	10.75730	19.03541
4.35537	10.18003	1.00000	43.05809	10.40918	31.12037	7.60315	6.43280	51.92262	8.96692	24.96334	1099.65119	6.72700	9.44287	9.98318	8.95582	2.52497	17.35608
4.76356	9.0027	1.00000	55.13828	7.78950	61.09469	7.79405	8.09515	59.14976	10.47686	11.86064	1143.29358	8.32397	8.01300	9.21847	8.64227	5.16280	14.15507
6.69237	128.9889	1.00000	62.95413	9.09388	48.84149	5.68365	9.05818	47.17255	11.93949	37.1759	1190.78857	8.45535	7.60472	4.81565	4.06841	10.33317	16.24655
11.63985	-37.93278	1.00000	46.75154	8.76099	59.60001	6.17484	8.49929	63.48750	6.47692	-11.48472	1053.78136	10.75208	8.47317	5.84081	5.19314	6.89486	25.81556
6.01964	-79.00453	1.00000	67.94607	5.23459	40.41294	6.50778	7.58710	66.67257	11.92705	-2.90055	1114.75580	9.48131	8.07788	9.21611	7.89113	3.35719	35.75743
9.11515	-45.94722	0.00000	58.91436	9.96145	61.44007	6.56342	6.97061	60.45788	9.91805	-21.42917	1073.95865	6.76898	8.68275	10.20469	9.51120	2.40998	15.79164
5.50717	73.7553	1.00000	68.15505	5.82298		6.79877	8.15998	54.69318	6.38362	15.5439	1084.44257	8.46421	5.70293	7.39264	6.00780	4.77770	23.11049
8.47080	-50.00639	1.00000	75.58659	6.66271	53.77043	6.11179	8.11273	51.31185	7.24912	-25.42944	1171.82758	7.81204	8.31374	12.22301	7.80685	4.24210	16.27201
8.16041	-82.46148	1.00000	48.41142	9.53600	43.66904	7.56413	7.39473	23.92535	6.08488	28.15112	1093.81044	7.69765	7.51285	5.22162	8.54597		12.27493
10.90100	1.04945	1.00000	56.51470	9.32727	60.70022	5.88669	9.16765	51.88322	5.86856	35.06544	1159.47816	8.78665	7.53302	6.17883	4.48331	10.56294	-7.16113
9.03064	-71.05977	0.00000	83.81748	6.69260	64.91949	6.56259	5.12489	28.73886	9.31350	42.35843	1094.96010	8.59762	6.87719	9.66273	7.43503	1.93561	-0.27416
10.07677	-104.22884	1.00000	49.52118	7.41513	50.03386	6.33511	7.67327	46.12428	7.90980	32.42067	1178.44208	8.52503	9.53253	6.39532	4.39613	3.82037	4.60497
5.09249	0.57856		16.83253	5.70852	64.30338	3.72726	7.19184	58.97693	5.03199	40.70995	1055.33221	6.81958	8.02245	7.46295	4.45369	3.14903	12.04540
9.05930	84.87144	0.00000	66.64439	7.44454	55.04146	5.69191	8.81378	42.79528	8.57588	47.46657	1063.76253	9.77557	7.99224	8.89211	8.02726	8.92157	9.24772
9.34888	34.75699	1.00000	55.32504	8.76901	47.90646	6.77173	10.79436	49.56613	7.85266	31.39547	1162.10006	8.04899	7.44808	7.83623	6.88680	52.67144	22.36919
8.95694	-81.79819	0.00000	57.00288	7.77992	61.35477	7.88396	7.74057	38.75503	9.38166	41.48199	1124.88847	7.56188	6.82687	9.55829	7.99551	3.30324	25.22330
9.11489	-77.02303	0.00000	45.59760	8.75999	42.69157	8.12667	7.58117	43.85966	8.93967	38.70734	1140.44688	7.19503	7.83679	7.96788	9.19431	2.21733	20.84812
8.89423	126.665	1.00000	43.53119	8.52148	49.61722	7.00647	6.97124	28.03627	8.48604	36.6009	1140.55263	11.31469	7.64653	9.10406	7.62325	2.30969	3.25692
9.47512	109.3243	0.00000	35.84073	9.78554	38.06595	7.24087	7.25439	47.61175	8.96059	-7.0981	1083.80154	6.68828	7.46452	9.91429	9.05967	3.92733	24.85177
7.52701	120.14278	0.00000	54.92126	5.58761	72.43189	6.93943	7.80185	42.21923	8.08811	32.50611	1179.00659	8.85507	7.14815	8.59247	6.29875	2.79083	7.86777
5.51467	8.70745	1.00000	53.72838	11.82394	39.34310	6.47156	8.58043	54.18323	9.21027	49.03685	1100.21476	7.38098	7.20121	6.97298	5.24742	6.54069	9.85931
9.44888	83.62389	1.00000	66.44023	11.80300	77.47741	6.11541	8.60980	59.58200	5.81158	53.30972	1156.80507	6.98296	7.16842	8.17902	7.32477	6.90620	24.31738
9.81234	9.29109	1.00000	44.11506	7.97393	55.39587	6.26013	6.71257	54.50187	7.05670	45.39402	1057.64006	8.42612	7.22949	5.75217	6.78891	2.16638	-2.98809
10.45260	24.6522	1.00000	71.39484	8.12310	39.38849	7.47073	7.54971	44.90601	7.64220	60.2052	1146.48769	7.72979	8.32503	6.48095	7.43528	3.71720	2.60628
6.91458	16.91667	1.00000	57.60816	5.32091	34.75767	5.77985	7.13815	51.04066	11.38612	-21.98333	1147.78627	9.58291	8.37840	7.79302	7.55836	2.13489	14.91827
12.08753	-117.71978	1.00000	79.87361	11.78452	40.48758	6.09931	6.28922	53.60579	4.39546	34.09668	1067.09647	9.76910	6.66864	4.93910	4.12557	1.41593	13.35566
7.19247	135.6	1.00000	58.67136	6.92601	43.54272	7.38989	8.95432	55.86905	7.44635	34.61667	1184.19035	7.39613	6.49350	6.42042	10.63038	9.72963	16.76943
9.60950	2.25	1.00000	53.31804	7.05714	80.38585	6.58657	6.89179	62.24075	7.77883	50.75	1165.51253	6.56639	6.15605	6.35015	5.99142	2.43114	18.05288
7.81993	73.97117	0.00000	26.85663	8.39567	53.00604	7.45862	6.66990	42.73190	7.56849	31.96258	1088.64747	10.46827	8.39746	6.95061	7.22151	1.62564	2.60780
5.21539	11.32903	0.00000	75.06743	6.10778	40.72329	4.43157	9.56130	48.12059	5.38307	50.9803	1183.81626	8.05718	9.01192	7.54182	5.26547	16.28059	-5.12403
8.12114	97.01124	1.00000	37.39959	11.11438	64.81459	5.83561	8.65800	31.19508	7.97633	17.30858	1168.82997	8.41918	8.21709	9.58502	4.64304	7.54349	22.11626
3.91104	7.11393	1.00000	71.29016	8.13700	28.67966	7.71401	6.87733	61.67977	10.97635	51.08468	1090.19719	7.97773	8.22205	11.41426	8.68160	1.97815	39.27334
10.32531	128.9889	1.00000	63.62263	9.41684	73.02271	5.99090	6.48655	60.78154	7.31349	37.1759	1175.49854	7.54011	8.29236	7.53597	4.70972	2.25870	24.21110
8.09315	145.18333	1.00000	65.04650	7.36128	31.50538	5.09544	7.17322	41.33719	8.27480	-37.9	1121.00411	6.95944	8.72704	8.86041	5.83346	3.29581	11.12613
7.68056	34.33825	1.00000	50.72754	9.16367	55.24065	7.08478	9.48831	70.17361	7.03210	53.59782	1100.82388	7.83899	8.06105	6.86183	8.60299	15.35830	10.96112
4.84674	-103.42897	1.00000	74.69938	7.98712	54.00677	9.98589	6.93012	24.43597	9.76138	20.28527	1091.84593	6.79378	7.73500	12.13223	9.72241	3.33264	-0.44728
9.65782	-0.76667	0.00000	43.42551	7.08782	47.16830	4.94778	7.77004	55.30057	7.88863	53.38333	1051.92347	7.05918	6.34080	9.98326	7.08564	4.36859	11.02666
