latitude	O3	CO	PM10	CH4	PAHs	CFCs	warning	TEMP	PM2.5	longitude	PRES	H2CO	NOx	SO2	C2H3NO5	Pb	NH3
-21.41222	7.75778	7.64985	9.37044	7.41725	9.44132	48.44618	1.00000	5.18665	6.30545	-42.19667	1139.50902	42.31898	7.87976	9.98300	16.29731	63.62717	8.44498
50.88506	7.94417	7.83277	8.68375	6.79443	6.61734	45.03466	1.00000	14.99355	6.55460	4.07601	1175.08310	31.55625	7.40271	9.27713	10.13193	48.32273	6.89323
34.4833	6.61532	8.38184	7.40921	6.16255	7.63766	40.45565	1.00000	13.49598	7.48812	136.84186	1175.71444	34.18245	7.21148	8.12336	3.69172	43.12406	6.63391
34.25628	7.59519	8.98408	7.19851	5.43379	7.11745	25.49875	1.00000	4.03680	7.29631	-78.04471	1190.13582	53.90294	7.72938	9.92989	4.13594	65.82234	7.68605
22.75218	7.62664	9.01527	7.41541	7.36513	10.47872	19.35921	1.00000	21.74946	8.63917	72.68533	1181.32626	44.83966	9.24525	10.48776	4.13569	42.75219	9.01449
44.27804	5.70658	8.57554	8.71140	5.57382	7.25705	52.11056	0.00000	15.60123	9.09084	-88.27205	1076.13013	31.49504	9.80094	10.35022	10.06701	52.48977	7.87764
55.39485	6.68921	8.09802	6.64088	8.59864	4.08795	48.95837	0.00000	8.10854	8.80529	43.83992	1142.55873	40.68841	8.57469	7.46770	3.08654	43.74285	8.57956
-7.01833	6.87197	7.97015	6.87840	9.14858	5.05162	84.76612	1.00000	15.96157	4.72779	107.60389	1156.20419	34.49733	8.64452	7.37077	3.60618	46.94109	4.24638
44.27804	9.43385	8.73462	7.83031	9.99366	9.41256	31.65830	0.00000	4.83112	9.00562	-88.27205	1074.15256	58.08035	6.32115	7.47252	5.07414	60.58364	6.10757
34.21639	10.45996	8.15631	9.00344	6.58725	9.33118	53.59271	1.00000	7.05807	6.01473	-119.0376	1193.64600	49.86506	8.06238	7.32333	12.39274	63.89760	9.65616
27.71809	9.63493	7.62519	8.65962	7.66489	4.26275	50.94656	0.00000	16.73373	6.15416	-82.35176	1139.90246	51.49816	7.01767	7.78056	8.26950	48.35536	6.23335
11.15583	6.23049	7.60450	7.77728	5.44842	9.96362	34.95197	0.00000	-0.84800	8.87237	42.7125	1183.95717	57.22843	8.74358	13.41272	4.42200	48.13236	5.91284
-23.85972	6.10910	8.42142	6.47867	6.06687	5.81148	52.06633	0.00000	17.29786	8.75891	35.34722	1165.72792	49.57493	9.31611	7.77254	3.08014	66.81688	8.85858
34.25807	6.01349	8.24376	7.78304	7.03542	8.02797	53.85188	1.00000	26.03144	7.69594	-88.70464	1198.47973	52.67337	8.17001	10.54952	5.32279	63.74606	7.91701
-31.25033	9.14873	7.06197	10.19438	9.29579	7.08560	42.78096	0.00000	16.74851	10.13758	-61.4867	1070.07299	55.14254	7.16440	6.18501	33.67841	55.19685	6.43264
55.82737	5.64808	8.92713	7.67565	8.85582	7.46777	19.63847	1.00000	35.83098	7.10751	-4.0573	1061.64503	55.54896	7.29776	8.38399	5.14981	38.94236	6.28541
20.22816	6.80453	7.22987	5.99767	8.45053	6.33163	32.48970	1.00000	14.70496	6.14276	-103.5687	1184.60157	63.28906	7.03504	10.39325	2.33251	66.74813	6.89508
43.35071	2.75028	7.29735	6.80091	5.88869	6.72450	39.89947	1.00000	7.29063	6.06477	46.10925	1096.69910	38.09509	7.27270	8.53427	2.34094	34.44954	5.43873
40.72816	9.75953	8.40756	8.56119	8.49736	5.47325	48.50324	0.00000	11.12287	7.96545	-74.07764	1088.48379	30.55668	6.90165	5.80709	8.64048	76.86370	5.49463
46.65581	9.57068	8.76580	6.30712	6.21922	9.92874	59.55771	0.00000	19.76051	7.37483	32.6178	1065.35720	44.42093	7.27951	8.83692	3.27255	46.21716	8.86241
41.84364	5.17230	7.31632	7.28094	5.53985	9.00163	30.79619	1.00000	33.19703	9.80066	-87.71255	1091.43818	48.33396	9.48191	10.86985	5.53782	48.02886	9.20461
10.63504	6.16343	8.00811	6.23319	6.67598	7.96444	38.55513	0.00000	20.49360	7.88134	-85.43772	1171.27463	41.54016	7.12334	11.66902	2.17645	64.42822	5.24335
33.93113	7.71206	9.19840	7.91382	7.87013	10.41402	52.36324	1.00000	23.50510	3.46183	-117.54866	1195.89770	35.43208	6.76729	9.40292	6.14657	46.84298	8.12576
53.19146	8.50459	9.57190	8.99628	8.23255	4.42110	37.06664	0.00000	12.61673	6.18661	-2.52398	1051.36127	39.65405	8.74631	9.73346	12.19922	51.90738	5.02260
38.37255	9.98635	6.90278	6.07791	5.91903	9.49840	47.53541	1.00000	14.53811	5.74942	34.02537	1152.10065	45.01060	8.53535	9.00322	2.66541	57.28259	10.23775
41.75338	5.28317	9.05692	5.70923	5.35448	9.28995	41.97207	0.00000	6.22598	9.06094	-86.11084	1151.22947	58.92959	6.64175	12.28213	1.98710	62.51301	7.24709
-29.2975	9.01894	9.38762	6.56771	6.47095	8.31454	42.93235	1.00000	-0.75595	5.52714	-51.50361	1159.81574	46.54024	7.65227	9.64917	2.94342	53.79932	10.23332
42.819	9.72486	7.32909	7.17105	3.73155	10.03206	51.28002	1.00000	9.41775	6.68493	47.1192	1056.37842	56.83685	10.47948	12.85199	3.81825	39.08847	12.32799
52.47774	7.22749	9.46436	8.15462	7.47296	9.93571	27.71422	1.00000	3.35381	5.45492	10.5511	1135.87660	44.05362	8.39046	10.11388	5.67851	52.48504	7.15598
58.1908	7.40640	7.22267	8.10028	5.63653	5.77817	54.92720	1.00000	9.40198	6.62579	40.17171	1088.31441	58.78221	9.44229	8.98851	5.63300	58.82840	6.69931
13.73417	6.01444	6.96556	7.40774	6.28247	3.93191	43.88041	0.00000	18.06694	8.47502	-89.71472	1125.69441	55.89755	8.48093	7.22260	4.49293	48.64857	9.53701
9.92787	5.53350	7.53511	7.33963	7.00002	5.73331	58.68769	0.00000	27.68740	8.93264	-84.13722	1164.82741	53.81002	7.38184	9.69924	4.12877	53.92590	7.78710
-12.91667	9.84884	4.57029	8.11109	9.85723	8.01540	46.71402	0.00000	25.66141	10.73864	-39.25	1057.73989	30.64725	8.67172	5.24706	6.66187	80.37534	7.84730
26.9423	9.52189	8.89982	7.09202	6.82664	8.47836	48.04054	1.00000	19.40875	8.64974	68.11759	1183.82363	42.81873	8.05134	6.65864	3.83822	44.85212	5.97352
10.10649	6.90455	8.14176	7.05355	4.29440	6.88903	47.66620	1.00000	-2.98779	7.08313	76.35484	1160.64475	44.20247	8.85288	10.21245	4.38200	43.98182	7.40691
18.03496	4.24748	8.79116	7.69595	5.22150	6.62489	62.73168	1.00000	18.08135	7.63817	-66.8499	1054.72310	39.86889	7.54633	11.48366	4.11556	61.54410	7.74911
7.6	8.75369	8.63416	7.45527	8.85368	5.85937	44.61521	0.00000	12.28125	8.64223	4.18333	1199.91347	43.99189	7.17705	6.33082	3.47820	36.57895	5.13925
28.15112	8.02715	6.75482	8.34087	10.41775	7.14893	35.97653	0.00000	33.76388	9.57108	-82.46148	1197.52553	34.43615	7.52967	6.50798	7.40273	64.44968	6.72476
52.14	4.69328	8.87072	7.68159	3.02375	7.69487	28.86222	1.00000	34.30278	8.09629	5.58472	1173.78198	52.14774	6.28445	10.81174	4.92946	59.03235	7.93795
-7.60361	8.76704	5.56265	8.85793	6.57232	9.16157	59.16908	1.00000	6.00419	7.66366	37.00438	1154.38015	40.04188	7.61098	9.57212	10.05030	42.84275	9.14749
44.75874	3.80229	7.23262	7.70743	6.82292	5.68089	49.28619	1.00000	9.76457	5.74208	19.21437	1058.77845	48.85555	7.42899	7.46516	3.76879	52.60128	4.91859
53.5942	8.32548	7.52462	7.11819	8.10084	5.16442	34.81837	0.00000	25.29683	8.19494	25.8191	1136.08252	53.78268	9.91759	8.27067	4.05909	66.72296	3.56143
21.46527	5.93788	8.22307	8.04586	5.07686	5.93310	58.31239	1.00000	13.40251	7.37609	83.97573	1170.59122	52.93127	8.38221	11.94740	6.36430	37.42422	8.23481
28.98002	7.45065	8.35893	7.47463	8.34698	4.32617	68.22565	0.00000	22.25496	8.63729	77.70636	1085.55463	30.02394	7.69733	6.16932	3.78137	59.25139	9.31383
23.15678	4.55248	5.91264	7.57667	4.15082	10.12004	46.71399	0.00000	11.97288	10.88154	-81.24441	1157.71978	56.07481	7.12106	12.23297	4.18212	63.41976	8.56745
43.54072	7.19241	6.76385	8.65984	6.43657	11.28694	58.00184	1.00000	16.39554		-116.56346	1189.40308	62.81314	7.03160	12.18923	9.70796	46.73483	8.23324
61.72744	7.14257	6.62240	9.05895	6.46792	3.47274	52.58203	1.00000	25.21956	3.35305	17.10558	1179.48002	60.23577	8.80249	7.36173	12.53205	65.98577	3.72897
50.74497	7.15416	8.00840	7.55258	6.41258	6.53500	53.09273	0.00000	18.25833	9.72663	3.20639	1053.85677	52.75223	8.30569	8.15102	4.33089	53.36307	8.50054
20.28527	10.80573	7.15564	7.50634	8.04976	6.56155	23.25932	0.00000	18.72831	6.52864	-103.42897	1138.57126	40.76860	7.39112	5.72204	3.52592	44.86638	6.33181
-25.42944	6.41244	7.66822	7.55594	6.27253	8.79433	41.73233	0.00000	8.42703	10.89156	-50.00639	1102.98864	45.53386	8.32486	10.14740	4.75576	63.90784	8.71271
52.21099	9.12368	7.08013	7.85396	6.39015	7.91944	39.84426	1.00000	-4.21783	9.61924	7.02238	1160.23395	36.61416	8.15380	9.72586	4.65400	59.22536	10.61076
50.9803	9.02973	7.87634	9.50782	6.48698	10.33628	64.08969	1.00000	24.42371	6.00623	11.32903	1126.80988	41.57085	7.57306	9.31859	16.72502	51.96257	8.79116
-16.25	7.22831	6.33665	8.11700	8.08724	5.18549	53.86883	0.00000	18.69847	10.65206	-69.08333	1100.71540	46.48737	9.38401	7.35223	5.67600	37.95429	8.27244
40.37528	9.48723	7.65865	8.98141	9.43826	7.27249	32.49988	0.00000	30.83772	9.23130	28.88222	1124.40395	45.26797	6.94383	5.53913	11.21260	67.67633	6.68519
6.84019	0.73659	8.49419	8.33135	2.41811	8.02431	45.65975	1.00000	20.97507	8.03234	79.87116	1177.40745	53.35946	7.87500	7.77778	6.93378	62.11972	5.61341
14.53767	7.21357	6.66698	8.70816	6.49795	7.56183	26.86086	0.00000	-2.56218	9.78974	46.83187	1054.77430	46.13742	7.51688	9.78437	8.91054	60.16252	9.27598
36.33011	5.80456	8.29734	8.34736	6.08757	7.55553	48.71273	1.00000	-3.85705	7.53419	138.89585	1051.55193	55.44806	7.42781	11.06399	7.54833	55.01363	8.06988
52.21099	5.84756	8.43500	9.35331	8.96841	10.23561	44.50179	1.00000	23.88170	8.79387	7.02238	1056.17449	59.74423	7.48065	10.17179	15.79567	52.31314	6.23828
47.98372	5.75403	8.22640	8.95094	6.43966	4.84527	60.80784	0.00000	2.33686	8.73505	10.18527	1088.49364	46.56408	9.35353	7.42028	11.31305	48.98656	9.75091
-4.24444	6.19889	7.62232	8.93112	5.98178	5.72009	52.00672	1.00000	1.64981	4.58418	-42.29444	1170.07944	44.45867	6.25836	10.16196	11.70287	43.80600	5.77969
33.86419	9.03543	7.08694	8.94410	8.47520	5.84499	55.29040	0.00000	12.03998	9.33147	48.26258	1166.42686	65.59728	7.45198	6.82024	10.33600	45.18048	6.40853
30.76468	9.50782	8.38635	8.90951	5.87380	11.15757	41.84087	0.00000	27.06584	3.81175	74.12286	1187.20113	42.85061	8.77746	9.96063	11.10838	51.20837	10.09535
41.29444	4.74879	6.51231	6.86125	5.94944	5.31069	38.88789	0.00000	35.39888	9.21794	69.67639	1130.34403	57.30909	10.05012	8.49661	3.65961	34.80584	8.61165
53.14657	7.47166	6.06253	6.28425	6.72893	8.27260	33.52407	1.00000	17.93431	9.42080	140.72287	1053.55686	56.39282	7.11282	11.36195	1.66248	36.92044	9.40965
44.89784	10.00765	6.58097	7.68123	6.86606	9.35630	49.10600	1.00000	17.95922	5.33779	8.86374	1141.33721	51.25461	7.08143	7.28960	4.81802	61.87276	8.63042
33.92946	6.66427	7.13247	8.31133	6.42034	5.43472	47.92526	1.00000	6.98488	5.81753	-116.97725	1071.90035	55.77004	9.10155	9.62787	6.89313	54.90284	6.32528
53.59782	13.22856	6.42408	8.80646	4.27366	9.06876	46.61349	1.00000	8.68621	5.14369	34.33825	1095.64828	69.18772	8.35470	7.16122	10.13603	72.34872	12.68395
-6.8	4.52829	9.81899	8.05236	7.43188	6.92129	56.37939	1.00000	20.70364	7.42580	39.25	1069.45002	32.41140	5.49453	8.75213	6.07349	72.48880	6.57099
41.75338	8.15279	9.00586	8.09621	9.02691	6.11612	59.89091	0.00000	5.10278	9.72763	-86.11084	1170.48295	41.81589	9.18057	8.68027	6.92513	57.93798	7.81413
15.58552	8.05675	5.97280	6.99370	6.59689	7.72985	41.14328	0.00000	9.40973	9.17576	102.42587	1169.74671	43.31319	7.82142	9.57984	2.90905	63.44202	8.38145
33.52253	7.10487	7.61515	7.08496	7.01801	7.43711	59.16362	0.00000	22.26957	10.35075	-117.70755	1064.11588	55.69377	7.37313	9.14270	4.08966	52.62252	9.15104
12.1277	8.54140	7.48804	6.96685	8.40123	10.02267	44.93888	1.00000	21.56391	7.65043	78.15794	1172.86569	49.24705	7.77082	7.02392	3.42557	59.53092	6.72380
41.57439	6.66902	6.12441	7.81415	6.82505	4.90348	43.47613	0.00000	32.45298	7.81122	24.71204	1147.87694	63.57086	7.45145	7.44702	5.13172	32.92968	8.22539
37.49223	6.00692	8.60767	7.42933	6.29230	6.37084	40.37325	1.00000	9.79798	6.39997	15.07041	1076.48812	34.69424	9.93161	8.08028	3.43501	64.77923	5.88121
-2.90055	10.76677	6.18742	9.15209	6.19253	8.77793	41.14474	1.00000	27.72891	2.89964	-79.00453	1091.17411	46.92157	9.40886	7.32710	13.27457	56.10200	9.73225
45.0408	9.04717	8.11339	6.50473	10.85271	9.24973	42.59332	0.00000	5.35619	10.48025	-93.263	1104.83227	69.27440	8.63979	5.41028	3.31074	36.24933	7.34150
5.6561	6.41032	6.27774	7.64235	7.65691	6.78206	48.41683	1.00000	15.21676	8.38928	-75.87877	1153.47282	45.41802	8.46992	10.57342	5.22393	38.79767	5.08478
6.45407	6.92114	7.86104	8.73272	8.21230	5.96616	29.57392	0.00000	0.04766	8.71694	3.39467	1066.62479	53.36473	8.81975	9.69614	9.13514	49.36716	7.83320
45.40008	8.87016	7.41025	7.85664	5.52921	8.53161	54.50666	1.00000	19.30031	6.64226	-73.58248	1161.61368	37.24584	8.18354	10.45032	5.16783	63.78565	9.09379
34.61667	8.74784	9.03011	7.37877	9.25902	6.53208	53.44151	0.00000	3.25981	8.93851	135.6	1054.86633	44.48558	6.25044	6.72634	4.95496	32.68998	5.76260
28.88162	8.20363	8.53034	8.03314	6.31041	10.12283	27.65383	1.00000	22.13832	6.89154	120.03308	1073.31743	25.33934	8.00639	10.30815	6.06718	46.89947	8.11757
-19.7625	7.17106	6.56685	7.67412	3.38580	6.56079	83.48008	1.00000	11.38316	6.57919	-44.31389	1051.77864	42.98080	6.18409	9.03894	4.72425	50.95843	6.63406
16.75973	8.03164	6.54924	8.89548	9.06427	5.31989	60.66037	0.00000	40.41713	9.43811	-93.11308	1060.69406	45.26127	6.21406	7.01717	10.61787	45.80365	6.03458
15.58552	4.13791	8.68556	6.58385	8.51320	6.15570	43.66591	1.00000	11.15291	6.63762	102.42587	1093.46395	29.02246	6.38687	7.95092	3.34998	53.74131	5.23202
14.66	7.53234	7.80728	5.74436	8.62656	6.80279	50.79332	1.00000	26.70007	6.61149	120.56528	1056.40935	50.38712	7.09341	8.56856	2.79656	47.20002	6.67805
54.39635	12.65184	7.36165	8.48554	4.26850	8.28234	42.23199	0.00000	2.19942	5.35630	24.04142	1170.38490	41.53985	6.07263	7.68108	6.75788	69.07241	12.18387
33.93113	10.51501	6.50938	7.86943	4.64287	8.87769	72.81233	1.00000	0.73119	7.16944	-117.54866	1078.98212	48.45320	8.82275	9.73883	5.16541	79.55176	10.65611
53.59337	8.58890	6.02122	5.90683	7.08756	8.20895	35.40626	1.00000	14.57009	9.34103	9.47629	1116.74412	23.92531	6.45597	8.65081	2.54209	55.07491	8.09705
-16.25	9.26655	7.91194	7.09698	5.83631	9.07948	60.60886	1.00000	30.12763	5.51863	-69.08333	1095.66262	51.52802	5.04009	9.47260	3.56118	69.34661	8.76943
-21.41222	8.55149	7.20370	6.95746	9.28689	7.14138	53.57360	1.00000	-9.12192	7.29852	-42.19667	1198.45801	39.65422	9.24612	11.41238	3.67155	68.96832	8.48834
34.25628	8.74524	7.20069	6.13876	6.22858	7.87651	52.94885	1.00000	-3.32890	7.61209	-78.04471	1070.75103	54.37624	8.88766	10.28214	3.46061	62.86022	10.29109
41.75338	6.65618	8.44320	8.05795	7.98634	5.84365	49.95996	1.00000	23.43812	5.74320	-86.11084	1060.83193	57.40585	8.31846	9.40294	6.08252	42.02135	6.12148
31.20176	8.24079	9.66788	7.65378	7.41461	6.93978	24.11338	0.00000	22.46741	11.00571	29.91582	1190.68209	53.94135	7.45464	8.80793	5.17112	36.43092	10.37955
41.63976	7.34049	6.36547	7.92777	9.11085	7.17511	41.35380	1.00000	-4.79977	6.08478	2.35739	1108.78105	28.55033		9.17100	4.63208	38.84367	6.49178
9.58126	8.64059	7.47836	6.75653	6.17799	5.71233	44.05727	1.00000	12.56458	4.86072	8.2926	1096.48860	52.21847	8.28190	10.83926	2.66645	47.18592	6.67093
-21.15	5.79360	6.64512	8.01346	5.77248	5.56485	43.44223	0.00000	16.59620	7.69296	46.58333	1067.31187	49.86695	8.01824	8.93711	5.04987	48.34425	8.52635
4.96667	5.99956	8.74583	7.45113	8.73725	7.50300	64.42235	1.00000	5.82105	6.92173	10.7	1174.16103	30.27212	7.51771	9.80633	3.99620	68.08249	7.10601
33.76446	10.48110	8.35173	7.94419	6.01464	8.41072	42.21502	1.00000	10.15324	8.40918	-117.79394	1182.45408	42.46184		7.15950	4.69145	34.14510	8.14452
43.1122	10.59812	8.27952	9.32463	10.52427	10.44875	69.27879	0.00000	31.15646	9.83016	12.38878	1131.04768	45.84592	7.51794	6.09444	15.40469	49.25552	8.22598
40.72371	7.76138	7.21604	8.65220	3.95593	7.04223	35.75776	1.00000	20.11269	7.97875	-73.95097	1050.88767	57.10710	7.60432	9.58395	9.25816	42.99198	7.93280
53.53395	7.33193	8.08623	8.59711	7.98453	9.58166	58.74218	1.00000	11.52571	3.27905	33.72798	1125.34164	62.79850	7.79832	9.78431	9.14221	63.12223	8.16817
22.10194	4.63531	9.92784	6.86663	5.06098	6.44995	26.76075	0.00000	8.87473	9.16876	85.37752	1120.45053	40.51181	6.42131		3.18175	66.97667	9.96101
48	8.53182	9.96912	8.68814	6.60807	7.53561	37.92312	1.00000	-1.67857	7.13776	-4.1	1193.90409	55.58305	6.66204	10.83360	9.07883	64.78860	8.13208
27.09978	10.82806	8.21132	6.46921	5.29286	4.84531	52.34399	1.00000	15.40361	4.13118	-82.45426	1061.63659	62.82580	5.85365	12.89376	2.84037	60.49735	7.84738
38.07789	12.52008	7.21162	8.44854	3.91229	10.44583	46.69847	1.00000	25.43808	4.33987	13.44275	1177.82777	39.82305	7.67022	9.36646	8.01916	57.57981	14.08462
34.06635	7.54235	7.40198	7.58434	10.46093	7.70813	45.68621	0.00000	18.17729	10.40398	-84.67837	1142.44261	55.81008	10.01803	8.40107	4.18894	43.70285	6.39263
34.75856	5.92334	7.42520	9.60794	6.24628	6.57821	52.24477	0.00000	15.26586	7.75431	136.13108	1082.80000	82.64930	7.41561	10.59363	19.56171	71.30213	8.36285
14.46693	10.33216	7.08433	8.59247	9.42527	9.20566	27.75078	0.00000	16.98587	8.42560	75.92694	1062.61109	70.10597	10.65526	6.29067	9.09290	58.26016	4.85735
13.44581	6.82312	8.52159	8.41388	7.38386	5.89669	45.93340	1.00000	20.81797	5.96765	101.18445	1051.73937	51.26599	8.93728	5.27842	7.73342	65.02621	4.28631
50.23805	7.20259	7.35439	8.26353	9.90483	6.62516	28.61113	0.00000	19.93112	10.87334	8.86704	1094.14705	55.26366	7.53706	8.52952	6.99314	54.39345	6.00298
47.38093	7.60357		7.56881	7.23489	5.68929	59.55162	0.00000	19.31947	9.44756	-122.23484	1054.38727	55.79352	7.41625	7.68506	5.16983	49.37423	8.62029
34.65918	9.05514	9.01929	7.88938	7.03274	8.82387	32.16074	1.00000	22.25221	6.45730	109.22921	1182.11710	57.81393	7.87312	8.18188	6.08542	52.45100	8.11726
-6.48167	8.32023	8.00334	7.64616	8.58645	3.85870	49.75063	0.00000	18.55565	9.28980	106.85417	1072.34317	42.78476	8.33099	4.83520	3.74214	59.43991	5.73325
34.61667	6.24064	7.63206	8.23926	5.94536	5.41060	80.20346	0.00000	30.20434	9.79033	135.6	1098.72780	36.49272	7.26524	8.38359	7.17485	44.86346	10.98759
14.53767	3.03419	5.11557	8.38851	4.99908	6.71833	50.50720	1.00000	11.99054	6.51064	46.83187	1072.01922	40.91464	8.68523	8.62887	8.02297	53.76510	5.64020
44.27804	2.92095	5.66139	5.49166	8.66662	7.76945	66.58877	1.00000	29.14543	7.72721	-88.27205	1191.32330	48.92976	8.70034	7.83547	3.27193	57.73962	5.72536
31.82539	8.84419	7.92588	8.06994	7.62552	7.55472	44.40753	1.00000	17.61551	6.55522	72.54064	1058.89211	55.42954	7.98325	7.18191	6.23681	53.95138	7.18114
34.65918	5.25359	8.49201	7.43595	7.46888	5.88119	51.17033	1.00000	27.07890	5.36053	109.22921	1137.13330	52.13331	7.18591	7.62531	4.26299	63.14954	4.80297
33.08014	10.51546	7.79855	8.47013	8.05350	5.28838	35.27517	0.00000	5.44670	7.90189	-83.2321	1086.17151	27.57205	8.83013	4.44785	8.51909	41.34275	7.41295
46.1351	6.04227	7.26180	8.12803	8.00705	6.48248	63.88037	1.00000	33.20879	5.51181	-60.1831	1111.39226	43.59074	8.21130	8.36245	5.60505	53.05357	5.47744
50.23019	10.74011	7.65119	7.72027	5.18997	10.27823	44.88940	1.00000		4.73311	8.77155	1084.37940	51.96287	8.18520	8.42029	4.09893	42.12936	9.15233
48.35693	8.62160	7.92332	6.79685	6.13917	8.54969	43.73407	1.00000	19.86658	6.95306	10.98461	1074.59264	40.89841	8.96359	9.59916	3.33021	26.84699	7.86368
-23.85972	7.43018	6.62347	7.96546	7.69938	8.16528	42.01421	1.00000	31.53531	8.21617	35.34722	1072.64370	32.80197	8.40327	9.24596	5.01705	59.69118	7.02177
40.53123	9.63284	6.98183	8.64601	5.92466	6.82020	66.56117	1.00000	10.79934	8.34512	17.58522	1158.99217	36.40988	6.94885	9.15192	8.94961	39.09964	10.32116
32.55531	9.00251	8.00672	8.32782	5.96807	8.30456	51.79927	1.00000	23.92411	7.44410	76.12647	1191.82398	40.03202	7.76359	10.18142	6.93824	51.20365	10.11027
-4.16694	8.31828	6.63512	7.32851	9.24661	5.05979	51.18573	0.00000	25.28963	10.38526	-40.7475	1117.87716	36.32784	6.73000	5.18822	3.45422	47.39826	6.69937
53.30972	9.28275	7.43452	7.27058	8.18824	7.77729	64.38103	1.00000	22.18263	8.10756	83.62389	1166.78137	27.76621	7.25361	6.24057	3.87339	64.83973	7.72223
33.93113	6.32577	6.17906	9.21771	6.47969	5.28962	47.25878	1.00000	16.46667	5.50010	-117.54866	1141.97366	50.27675	7.59583	8.05233	14.07160	31.45675	5.33799
-29.2975	9.07629	8.41066		7.11188	6.40849	31.81741	1.00000	6.03703	10.24244	-51.50361	1067.83757	30.21166	5.58066	7.05068	19.91476	47.72793	6.87779
-4.16694	9.08256	6.49162	8.20007	10.09960	8.25883	32.70422	0.00000	-0.91355	10.52161	-40.7475	1081.27163	50.36889	6.79121	7.13514	6.81382	52.74912	6.95111
50.11861	4.94815	6.57993	8.81533	4.64255	5.32124	58.06108	0.00000	5.20317	6.18292	-5.53715	1067.89405	49.76351	6.66022	9.46842	9.15776	80.87545	10.71283
44.92801	3.94407	8.54589	9.08770	6.46677	9.13341	65.71641	1.00000	6.08104	9.44219	4.8951	1120.60973	58.82927	9.03089	9.63238	13.21548	68.20928	7.97244
51.44889	9.15289	7.37675	8.39381	9.09577	6.26514	45.54384	0.00000	10.30095	9.19715	5.51978	1101.70491	48.03703	7.20021	6.33492	7.84142	65.60185	7.48485
44.89784	6.92238	6.93330	7.06775	6.70935	8.30839	46.86325	1.00000	20.64424	8.53183	8.86374	1120.54752	53.55809	6.79086	8.05392	3.39272	44.84949	7.06144
51.78771	6.08759	7.34096	8.02827	6.62537	6.98088	49.57819	0.00000	21.71074	9.80627	56.36091	1091.62158	32.53817	6.42870	9.61359	5.86378	56.02112	8.63441
45.69558	8.68692	9.90862	8.59649	7.34389	9.15415	54.57185	1.00000	11.92070	6.72239	4.7934	1184.49218	44.62897	7.74756	9.10906	9.19417	53.94477	9.66627
35.06544	4.10414	8.20845	6.54572	3.35154	6.86360	60.43116	1.00000	6.69511	9.05013	1.04945	1184.46867	43.97788	7.89458	12.47822	3.96512	58.01355	9.03124
-17.83333	8.14579	8.41241	7.97775	9.45448	6.84278	26.96320	0.00000	9.68510	9.29985	48.41667	1177.96385	39.57200	8.98818	9.33352	4.67675	78.02090	6.97814
39.96097	4.65943	6.43761	9.80811	5.05223	2.92951	55.10567	0.00000	30.21842	6.36722	-75.60804	1199.84510	54.25418	7.29743	7.13813	24.03990	50.42878	9.35133
51.88333	9.52477	8.12137	8.64878	8.08355	4.84608	48.63304	0.00000	33.74500	7.88606	8.51667	1143.53049	41.50300	8.83949	6.69595	8.95878	41.86848	7.21667
47.46657	5.40394	7.22054	8.49219	5.96883		55.39731	0.00000	18.63007	6.52850	84.87144	1059.27525	28.92004	8.10272	8.45464	8.07394	56.22043	10.32209
50.88506	7.18043	7.27378	9.57000	7.83550	6.81412	45.48288	1.00000	4.20793	6.58750	4.07601	1199.80025	60.39597	7.87604	10.14537	18.35303	65.52166	7.17323
-11.48472	7.78472	9.78352	8.01670	7.12173	9.70913	37.45587	1.00000	22.34524	5.49653	-37.93278	1128.28362	49.60058	7.16400	10.71578	4.97241	30.98399	9.44051
-30.60106	6.17262	8.88937	7.05299	5.58388	7.96314	55.13034	0.00000	22.88846	9.16233	-71.19901	1139.91131	41.61548	7.42191	10.07135	2.54604	58.96723	9.84766
-0.71667	6.81046	7.86627	5.55155	7.05562	5.35595	25.60643	1.00000	21.47295	4.70138	-48.52333	1080.60357	43.43146	5.48312	7.47222	2.71111	44.92460	4.73051
52.4581	9.90266	6.98210	8.13000	10.37564	8.69807	26.78463	0.00000	15.28702	10.46389	13.28702	1063.06750	32.49975	7.18792	5.33295	6.40508	54.30181	7.51144
33.4425	10.54829	5.88308	6.93344	4.46491	7.07404	39.78838	1.00000	12.58074	8.22925	129.96972	1181.57482	38.72242	5.69511	9.69323	2.91140	76.81482	8.41832
43.67681	10.24293	6.87182	7.27536	3.55095	8.92246	30.80018	1.00000	18.44831	6.89688	4.63031	1157.37090	62.58987	7.67599	12.43730	3.62223	37.12073	13.09695
29.53885	12.38091	7.24936	7.33173	3.27633	9.02465	48.11787	1.00000	5.46622	6.48948	-95.44744	1101.29711	62.96903	7.95506	10.06850	3.04113	46.28563	14.11140
51.24197	9.28462	9.26881	7.19649	8.69032	6.22217	47.25302	0.00000	16.22139	9.88357	4.82313	1057.24968	23.37810	8.31240	7.02042	4.33434	37.95261	6.72975
37.05944	8.97314	8.64458	8.24236	6.16514	10.64099	31.06863	1.00000	3.59032	5.33412	37.3825	1171.89323	72.18073	9.36724	9.57543	7.79652	57.78817	8.25893
41.75338	5.70688	9.41716	7.56533	6.50136	5.10854	30.25393	0.00000	7.12988	9.01107	-86.11084	1140.46533	36.86704	7.38564	7.96788	5.01396	60.58685	9.21256
