revision	QoS	longitude	code	latitude	location
18 Oct 2013	accep	48.41667	MG	-17.83333	Indian/Antananarivo
11 Jun 2017	good	-93.12577	US	44.73941	America/Chicago
11/28/2021, 00:00:00	building	8.64409	DE	48.07667	Europe/Berlin
2013/07/22	building	4.52514	NG	12.74482	Africa/Lagos
12/26/2021, 00:00:00	good	18.69303	TD	12.18441	Africa/Ndjamena
11/24/2020, 00:00:00	accep	122.20488	CN	29.98869	Asia/Shanghai
2019-07-25	excellent	8.63333	DE	52.2	Europe/Berlin
27 Oct 2013	good	-94.74049	US	32.5007	America/Chicago
2013/05/03	building	151.08057	AU	-33.79176	Australia/Sydney
02 Sep 2014	excellent	-7.35	IE	53.53333	Europe/Dublin
2019/11/14	excellent	-80.22588	US	26.2173	America/New_York
12/15/2019, 00:00:00	building	-66.8499	PR	18.03496	America/Puerto_Rico
13 Oct 2013	building	114.68333	CN	23.73333	Asia/Shanghai
13 Aug 2018	building	-61.4867	AR	-31.25033	America/Argentina/Cordoba
05/15/2021, 00:00:00	accep	7.11393	DE	51.08468	Europe/Berlin
03 Jun 2018	good	1.6	FR	43.11667	Europe/Paris
09 Feb 2017	maintenance	6.92917	NL	52.31333	Europe/Amsterdam
2021-06-20	good	115.70111	CN	37.73222	Asia/Shanghai
2012-11-27	excellent	30.38167	RU	59.80917	Europe/Moscow
09/16/2017, 00:00:00	accep	-42.29444	BR	-4.24444	America/Fortaleza
2020/06/20	excellent	5.22778	NL	51.955	Europe/Amsterdam
26 May 2020	average	65.93249	AF	36.21544	Asia/Kabul
2016-10-23	good	141.95	JP	39.46667	Asia/Tokyo
03/20/2020, 00:00:00	good	12.1369	DE	51.04962	Europe/Berlin
2019-08-03	good	-97.92977	US	38.06084	America/Chicago
2018-10-09	maintenance	48.26258	IR	33.86419	Asia/Tehran
2021-01-30	average	8.51667	DE	51.88333	Europe/Berlin
03/05/2021, 00:00:00	average	116.10146	MY	5.90702	Asia/Kuching
2016-10-11	average	-4.1	FR	48	Europe/Paris
2014/10/05	good	-4.1	FR	48	Europe/Paris
2021/06/28	average	29.91582	EG	31.20176	Africa/Cairo
2017-02-20	average	17.80774	IT	40.55851	Europe/Rome
2017-04-02	excellent	69.49015	RU	56.11281	Asia/Yekaterinburg
07 Sep 2022	accep	-73.26022	CO	6.46838	America/Bogota
2013-09-17	accep	39.25	TZ	-6.8	Africa/Dar_es_Salaam
2021/01/10	average	4.62744	DZ	36.06386	Africa/Algiers
2013-06-13	building	4.92235	NG	7.65649	Africa/Lagos
01/09/2022, 00:00:00	excellent	109.3243	ID	-7.0981	Asia/Jakarta
05/17/2017, 00:00:00	good	-117.29198	US	33.03699	America/Los_Angeles
04/08/2016, 00:00:00	excellent	4.74161	NG	7.62789	Africa/Lagos
17 May 2013	excellent	-99.73314	US	32.44874	America/Chicago
26 Nov 2014	average	104.09701	ID	-1.26424	Asia/Jakarta
07/30/2013, 00:00:00	average	-97.50417	MX	25.87972	America/Matamoros
30 Sep 2012	building	6.51352	DE	51.19139	Europe/Berlin
30 Mar 2019	good	-75.69947	CO	8.79577	America/Bogota
12 Feb 2014	excellent	10.18527	DE	47.98372	Europe/Berlin
2021/12/18	average	-103.5687	MX	20.22816	America/Mexico_City
2021-11-02	building	-51.87389	BR	-23.44361	America/Sao_Paulo
2014/04/23	accep	-117.79394	US	33.76446	America/Los_Angeles
02/19/2017, 00:00:00	accep	139.07204	JP	36.24624	Asia/Tokyo
03 Mar 2013	accep	-88.42814	US	42.16808	America/Chicago
22 Nov 2020	accep	106.88324	MN	47.90771	Asia/Ulaanbaatar
12 Mar 2021	accep	43.38531	SO	9.89206	Africa/Mogadishu
2019-02-15	good	-86.78777	US	33.44872	America/Chicago
2018-04-21	good	18.28333	SE	59.33333	Europe/Stockholm
05/15/2019, 00:00:00	maintenance	83.97573	IN	21.46527	Asia/Kolkata
05/14/2015, 00:00:00	good	-79.59415	EC	-2.13404	America/Guayaquil
2014-04-23	excellent	-99.73314	US	32.44874	America/Chicago
2013-05-31	good	123.33471	PH	8.56697	Asia/Manila
2014-04-01	excellent	76.56719	IN	24.41288	Asia/Kolkata
2014-07-02	maintenance	4.47124	NL	51.95838	Europe/Amsterdam
2013/09/30	good	-41.25528	BR	-19.32556	America/Sao_Paulo
30 Dec 2013	building	-71.19901	CL	-30.60106	America/Santiago
12/18/2016, 00:00:00	maintenance	-58.44417	BR	-3.14306	America/Manaus
01 May 2014	excellent	74.3092	IN	33.37526	Asia/Kolkata
08/23/2015, 00:00:00	building	129.96972	JP	33.4425	Asia/Tokyo
2021-10-09	excellent	-75.60804	US	39.96097	America/New_York
2021/08/29	building	8.77155	DE	50.23019	Europe/Berlin
2016-11-04	excellent	-74.15987	US	40.82232	America/New_York
2020-05-20	maintenance	30.98551	UG	2.41669	Africa/Kampala
2018-12-13	accep	-120.93549	US	37.73604	America/Los_Angeles
11/27/2018, 00:00:00	average	-58.70072	AR	-34.74785	America/Argentina/Buenos_Aires
2019-05-01	average	9.32241	IT	44.31771	Europe/Rome
2022-02-06	accep	-84.62081	US	42.7392	America/Detroit
2015-11-24	accep	139.55722	JP	36	Asia/Tokyo
11/20/2017, 00:00:00	accep	14.72443	IT	36.92574	Europe/Rome
2017/09/03	average	-8.33147	PT	41.20485	Europe/Lisbon
2018-01-06	building	39.85331	RU	57.30185	Europe/Moscow
08/13/2022, 00:00:00	excellent	-76.99081	US	38.96372	America/New_York
02/25/2017, 00:00:00	accep	120.97844	PH	14.8361	Asia/Manila
25 Dec 2018	excellent	104.09701	ID	-1.26424	Asia/Jakarta
2016-10-09	average	3.1631	ES	41.91738	Europe/Madrid
09/05/2018, 00:00:00	accep	-78.19444	US	38.91817	America/New_York
2018/11/30	good	27.18052	TR	39.12074	Europe/Istanbul
2018/07/29	average	-6.03731	ES	37.35813	Europe/Madrid
02/26/2015, 00:00:00	maintenance	117.81667	CN	36.81667	Asia/Shanghai
2016/06/22	excellent	18.84	ME	42.28639	Europe/Podgorica
2017-03-20	maintenance	122.08333	CN	46.08333	Asia/Shanghai
10 Feb 2019	good	178.00417	NZ	-38.65333	Pacific/Auckland
2018/06/26	building	71.57737	IN	21.53889	Asia/Kolkata
2019-09-28	building	-98.1664	MX	19.32932	America/Mexico_City
2015/09/10	maintenance	124.95278	PH	6.33444	Asia/Manila
08 Apr 2014	accep	9.0027	NG	11.86064	Africa/Lagos
2020/01/23	accep	46.83187	YE	14.53767	Asia/Aden
21 Mar 2014	accep	-119.0376	US	34.21639	America/Los_Angeles
16 Oct 2016	maintenance	24.04142	LT	54.39635	Europe/Vilnius
2022-06-30	excellent	113.82465	CN	23.29549	Asia/Shanghai
01 Jul 2020	accep	37.00438	TZ	-7.60361	Africa/Dar_es_Salaam
28 Nov 2016	accep	135.6	JP	34.61667	Asia/Tokyo
08/11/2021, 00:00:00	average	-117.29198	US	33.03699	America/Los_Angeles
2021/07/26	maintenance	24.71204	BG	41.57439	Europe/Sofia
10/11/2017, 00:00:00	accep	102.56365	KH	13.65805	Asia/Phnom_Penh
08 Mar 2017	good	15.00835	PL	51.14942	Europe/Warsaw
2013-04-12	building	-73.81669	CA	45.44868	America/Toronto
2015/07/18	excellent	-1.99421	GB	51.35084	Europe/London
30 Jan 2014	building	-73.02841	CL	-36.9256	America/Santiago
2012/11/20	good	-121.74052	US	38.54491	America/Los_Angeles
01/12/2016, 00:00:00	accep	12.53463	DK	55.67938	Europe/Copenhagen
2015/01/30	building	-37.93278	BR	-11.48472	America/Bahia
2018-10-11	excellent	-49.27306	BR	-25.42778	America/Sao_Paulo
05/23/2015, 00:00:00	maintenance	3.50309	DZ	34.15429	Africa/Algiers
20 Oct 2019	excellent	46.04833	RU	51.40944	Europe/Saratov
2022-08-05	average	120.4861	PH	16.0438	Asia/Manila
2021-07-08	good	77.70636	IN	28.98002	Asia/Kolkata
08/07/2019, 00:00:00	excellent	119.58627	TW	23.5654	Asia/Taipei
2021/01/17	accep	-111.99633	US	40.65995	America/Denver
17 Feb 2015	excellent	12.87117	CZ	50.23271	Europe/Prague
2018-08-27	building	109.3243	ID	-7.0981	Asia/Jakarta
05/25/2013, 00:00:00	accep	42.7125	DJ	11.15583	Africa/Djibouti
2015-06-16	average	2.12213	FR	48.8222	Europe/Paris
2012/12/21	excellent	-70.92866	US	42.52787	America/New_York
2016-04-28	excellent	112.9	CN	27.85	Asia/Shanghai
14 Aug 2017	excellent	19.91667	AO	-11.78333	Africa/Luanda
15 Jun 2018	accep	13.57661	IT	37.31065	Europe/Rome
2021/03/04	excellent	-117.70755	US	33.52253	America/Los_Angeles
08/16/2020, 00:00:00	average	-1.98956	GH	5.30383	Africa/Accra
07/29/2020, 00:00:00	maintenance	4.91667	FR	45.73333	Europe/Paris
06/24/2020, 00:00:00	average	-97.03285	US	47.92526	America/Chicago
2014/10/01	excellent	56.36091	RU	51.78771	Asia/Yekaterinburg
07/20/2020, 00:00:00	average	74.85849	IN	31.28092	Asia/Kolkata
08/18/2020, 00:00:00	building	12.6723	IT	41.72063	Europe/Rome
02 Jun 2021	excellent	125.51176	CN	42.64031	Asia/Shanghai
2020/10/24	good	-44.31389	BR	-19.7625	America/Sao_Paulo
2018-09-01	average	-73.49484	US	41.14676	America/New_York
09/28/2021, 00:00:00	excellent	88.1453	IN	22.4711	Asia/Kolkata
05/04/2013, 00:00:00	accep	103.65309	TH	16.0567	Asia/Bangkok
2020/02/29	average	-39.25	BR	-12.91667	America/Bahia
14 Aug 2019	maintenance	2.18247	ES	41.41204	Europe/Madrid
10 Nov 2020	excellent	120.03308	CN	28.88162	Asia/Shanghai
2017/06/15	accep	38.01667	ET	11.85	Africa/Addis_Ababa
12/19/2012, 00:00:00	good	51.67462	IR	32.65246	Asia/Tehran
06/06/2017, 00:00:00	accep	-93.12577	US	44.73941	America/Chicago
09/12/2016, 00:00:00	good	-6.03731	ES	37.35813	Europe/Madrid
2018/08/01	maintenance	125.51176	CN	42.64031	Asia/Shanghai
2021/05/11	maintenance	10.98461	DE	48.35693	Europe/Berlin
2018-03-25	accep	-71.05977	US	42.35843	America/New_York
2013/05/02	excellent	72.68533	IN	22.75218	Asia/Kolkata
2014-05-01	building	9.72749	DE	48.28259	Europe/Berlin
09/28/2012, 00:00:00	accep	-82.00919	CU	23.04419	America/Havana
2018/06/24	excellent	-117.23991	US	47.64995	America/Los_Angeles
08/31/2013, 00:00:00	maintenance	13.28702	DE	52.4581	Europe/Berlin
12/01/2018, 00:00:00	maintenance	28.88222	TR	40.37528	Europe/Istanbul
30 Dec 2019	maintenance	8.77069	DE	50.80904	Europe/Berlin
07/11/2015, 00:00:00	maintenance	-82.35176	US	27.71809	America/New_York
2019/11/06	accep	73	KG	40.93333	Asia/Bishkek
07/13/2018, 00:00:00	average	8.91229	DE	49.13645	Europe/Berlin
02/19/2022, 00:00:00	excellent	-117.79394	US	33.76446	America/Los_Angeles
2016-11-22	accep	76.12647	IN	32.55531	Asia/Kolkata
2019-09-13	good	8.86374	IT	44.89784	Europe/Rome
13 Feb 2014	building	-116.21677	US	33.7207	America/Los_Angeles
08/02/2019, 00:00:00	excellent	-97.54667	US	30.5427	America/Chicago
07/22/2019, 00:00:00	average	117.81667	CN	36.81667	Asia/Shanghai
2019-02-25	good	-1.48119	GB	53.0233	Europe/London
26 Aug 2015	excellent	-42.19667	BR	-21.41222	America/Sao_Paulo
2017-03-20	accep	85.83334	IN	20.88197	Asia/Kolkata
2012/12/18	average	10.18527	DE	47.98372	Europe/Berlin
04 Jan 2014	excellent	71.57737	IN	21.53889	Asia/Kolkata
2019/01/31	good	-60.93173	AR	-31.4488	America/Argentina/Cordoba
2016-02-07	accep	-52.67056	BR	-26.22861	America/Sao_Paulo
2020/04/04	average	69.67639	UZ	41.29444	Asia/Tashkent
14 Oct 2014	maintenance	37.73333	TZ	-4.06667	Africa/Dar_es_Salaam
06/18/2016, 00:00:00	excellent	-70.92866	US	42.52787	America/New_York
11/07/2012, 00:00:00	good	11.412	IT	45.50369	Europe/Rome
2015/04/26	average	-42.29444	BR	-4.24444	America/Fortaleza
02/21/2021, 00:00:00	building	120.82747	CN	37.30553	Asia/Shanghai
2018-06-05	good	24.95034	FI	60.18427	Europe/Helsinki
2016/02/27	maintenance	10.18003	LY	24.96334	Africa/Tripoli
2020-12-29	average	113.13148	CN	23.02677	Asia/Shanghai
2020-09-03	good	-68.3	AR	-54.8	America/Argentina/Ushuaia
2019-01-08	excellent	34.02537	TR	38.37255	Europe/Istanbul
2016/08/20	accep	13.57661	IT	37.31065	Europe/Rome
2016-12-26	good	85.4265	RU	55.8736	Asia/Novokuznetsk
07/30/2013, 00:00:00	accep	5.37429	BE	51.03427	Europe/Brussels
10/01/2012, 00:00:00	building	-116.97725	US	33.92946	America/Los_Angeles
2014/02/13	accep	-97.92977	US	38.06084	America/Chicago
21 Sep 2019	average	22.53083	RS	44.22639	Europe/Belgrade
26 Apr 2015	good	121.3152	PH	14.14989	Asia/Manila
2020-12-09	accep	-83.2321	US	33.08014	America/New_York
2013-03-16	building	38.66667	TZ	-6.25	Africa/Dar_es_Salaam
02/04/2019, 00:00:00	accep	-88.31476	US	36.61033	America/Chicago
05/27/2016, 00:00:00	good	-73.9625	US	40.81	America/New_York
12 Aug 2019	building	121.3152	PH	14.14989	Asia/Manila
12/12/2021, 00:00:00	maintenance	-85.43772	CR	10.63504	America/Costa_Rica
2019/11/17	accep	111.50861	CN	32.54278	Asia/Shanghai
2022-08-03	good	40.17171	RU	58.1908	Europe/Moscow
2022/03/01	accep	-74.07764	US	40.72816	America/New_York
2013/08/24	maintenance	-121.75689	US	36.91023	America/Los_Angeles
2021/03/15	excellent	-66.8499	PR	18.03496	America/Puerto_Rico
2013-04-27	average	-82.46148	US	28.15112	America/New_York
2017/03/29	good	8.51667	DE	51.88333	Europe/Berlin
12 Jun 2013	maintenance	112.73333	CN	38.40917	Asia/Shanghai
08 May 2021	good	103.6032	MY	1.6561	Asia/Kuala_Lumpur
05/12/2018, 00:00:00	excellent	42.7125	DJ	11.15583	Africa/Djibouti
01/15/2021, 00:00:00	good	-41.45861	BR	-4.42472	America/Fortaleza
04/27/2015, 00:00:00	average	-122.23484	US	47.38093	America/Los_Angeles
2016/01/17	average	69.67639	UZ	41.29444	Asia/Tashkent
06 Apr 2018	average	136.13108	JP	34.75856	Asia/Tokyo
04 Jul 2014	building	75.92694	IN	14.46693	Asia/Kolkata
06/01/2017, 00:00:00	average	152.70493	AU	-25.54073	Australia/Brisbane
02 Jul 2022	accep	126.835	KR	37.65639	Asia/Seoul
03/27/2013, 00:00:00	excellent	2.35739	ES	41.63976	Europe/Madrid
2013-01-23	accep	13.57661	IT	37.31065	Europe/Rome
2018-12-24	maintenance	6.83042	NG	6.15038	Africa/Lagos
01/29/2016, 00:00:00	excellent	-69.08333	PE	-16.25	America/Lima
2019/08/09	maintenance	-72.27814	US	42.93369	America/New_York
2016-04-22	average	140.73667	JP	41.77583	Asia/Tokyo
08/07/2018, 00:00:00	excellent	6.9747	DE	50.82709	Europe/Berlin
2017-10-19	accep	-60.93173	AR	-31.4488	America/Argentina/Cordoba
2017/11/21	excellent	136.84186	JP	34.4833	Asia/Tokyo
2020/01/03	excellent	31.3237	BY	52.4089	Europe/Minsk
04/04/2017, 00:00:00	excellent	69.67639	UZ	41.29444	Asia/Tashkent
2014/05/22	good	139.6853	JP	35.815	Asia/Tokyo
2019-09-15	good	-66.8499	PR	18.03496	America/Puerto_Rico
2020/08/31	average	-79.00453	EC	-2.90055	America/Guayaquil
10/17/2019, 00:00:00	good	-76.78319	JM	18.00747	America/Jamaica
09 Apr 2022	building	30.28491	RU	60.02427	Europe/Moscow
2017/05/02	excellent	-72.09391	HT	18.65297	America/Port-au-Prince
11 Apr 2019	excellent	-93.75018	US	32.52515	America/Chicago
2012/12/06	accep	117.27583	CN	35.64889	Asia/Shanghai
06 Dec 2021	maintenance	101.18445	TH	13.44581	Asia/Bangkok
2020-02-18	average	26.97253	UA	49.65186	Europe/Kiev
21 Feb 2022	accep	-93.71133	US	41.57721	America/Chicago
12/09/2020, 00:00:00	average	-37.65	BR	-10.91722	America/Maceio
2019-12-11	average	15.46667	AT	47.05	Europe/Vienna
2017-05-18	maintenance	2.59753	BJ	8.88649	Africa/Porto-Novo
18 Oct 2013	accep	-37.93278	BR	-11.48472	America/Bahia
27 Feb 2014	excellent	105.89333	CN	34.56861	Asia/Shanghai
16 Apr 2020	excellent	75.06583	PK	32.17629	Asia/Karachi
2017-11-11	good	114.51667	CN	33.78333	Asia/Shanghai
02 Dec 2015	good	33.34864	UA	46.75451	Europe/Kiev
2013/05/03	building	-47.53028	BR	-22.45667	America/Sao_Paulo
2021-07-10	good	-60.94228	MQ	14.67751	America/Martinique
06 Nov 2015	good	65.27258	RU	58.04254	Asia/Yekaterinburg
2019-09-26	good	76.0586	IN	16.06213	Asia/Kolkata
2016-12-13	good	-25.66689	PT	37.74615	Atlantic/Azores
2020-03-30	average	8.51667	DE	51.88333	Europe/Berlin
07/25/2021, 00:00:00	average	126.835	KR	37.65639	Asia/Seoul
11 Aug 2013	good	78.15794	IN	12.1277	Asia/Kolkata
2013-01-04	accep	5.51978	NL	51.44889	Europe/Amsterdam
03/09/2016, 00:00:00	good	35.59642	KE	3.11988	Africa/Nairobi
2022/01/14	average	102.3278	MY	2.2139	Asia/Kuala_Lumpur
12 Dec 2015	average	24.04142	LT	54.39635	Europe/Vilnius
04 Oct 2017	good	99.89166	TH	15.46063	Asia/Bangkok
2014/08/20	excellent	76.0586	IN	16.06213	Asia/Kolkata
02 Oct 2017	maintenance	-68.30472	VE	9.91861	America/Caracas
11/30/2017, 00:00:00	maintenance	68.49143	PK	25.80565	Asia/Karachi
2018-06-17	excellent	-79.59415	EC	-2.13404	America/Guayaquil
04/01/2014, 00:00:00	building	4.62744	DZ	36.06386	Africa/Algiers
05/21/2022, 00:00:00	good	4.91667	FR	45.73333	Europe/Paris
24 Dec 2021	accep	-50.00639	BR	-25.42944	America/Sao_Paulo
2022-09-27	good	-118.25508	US	34.14251	America/Los_Angeles
06 Jan 2018	good	38.94324	RU	44.98901	Europe/Moscow
09/11/2013, 00:00:00	good	43.63417	RU	43.96222	Europe/Moscow
08/16/2017, 00:00:00	good	76.11996	IN	11.12018	Asia/Kolkata
22 May 2016	accep	-94.74049	US	32.5007	America/Chicago
2013-04-27	good	4.63031	FR	43.67681	Europe/Paris
2018/11/08	building	-48.52333	BR	-0.71667	America/Belem
2020-04-24	excellent	-73.78458	US	41.0051	America/New_York
02/10/2015, 00:00:00	good	-86.11084	US	41.75338	America/Indiana/Indianapolis
08/14/2016, 00:00:00	excellent	-98.1664	MX	19.32932	America/Mexico_City
2022/03/31	accep	43.38531	SO	9.89206	Africa/Mogadishu
18 Oct 2017	maintenance	2.44892	FR	48.98693	Europe/Paris
28 Aug 2020	good	37.00438	TZ	-7.60361	Africa/Dar_es_Salaam
2020/06/12	building	34.33825	RU	53.59782	Europe/Moscow
2015-11-05	excellent	111.4834	RU	65.93381	Asia/Yakutsk
