C2H3NO5	O3	CO	TEMP	PRES	longitude	CH4	NH3	latitude	H2CO	Pb	PM10	PAHs	PM2.5	CFCs	warning	NOx	SO2
0.03825	8.45070	8.23722	25.42732	1139.10979	29.47306	4.35957	6.17850	0.49113	47.75298	70.75361	4.70554	6.53211	7.95316	45.69385	1.00000	6.40155	6.82307
0.40027	7.73756	6.23975	23.81750	1174.45457	28.88222	4.72428	4.71825	40.37528	63.19973	41.75072	7.60667	6.85357	7.82385	48.27906	0.00000	9.54565	4.27608
2.66468	6.51921	4.91368	16.17342	1151.28483	-79.00453	5.29616	6.59990	-2.90055	21.11549	62.14179	10.09870	5.59632	5.66141	51.76004	0.00000	9.75971	4.02734
0.59307	6.55436	5.05082	29.15322	1178.19704	-121.74052	5.23217	9.60919	38.54491	55.94640	68.06268	8.49772	7.11014	7.22831	32.67311	0.00000	5.15934	8.16323
0.10394	7.64205	7.31240	13.55665	1056.75234	-83.2321	4.89124	3.86844	33.08014	44.54384	61.72623	4.72879	7.79342	8.35826	55.78511	1.00000	5.36573	7.12989
0.80653	6.73010	6.07899	15.67727	1101.55323	105.75635	6.87023	9.96162	10.29085	58.92468	49.09707	8.94517	6.97959	5.00845	43.90961	0.00000	5.87924	6.40212
0.15739	7.71154	7.72681	7.85524	1091.49541	78.14797	7.11553	4.70059	15.45144	54.10935	29.19505	5.89896	7.24377	7.70530	36.63277	1.00000	8.30125	7.75753
0.31609	6.87768	8.87840	-6.05763	1065.78860	-41.25528	3.77464	5.95946	-19.32556	38.24240	47.89659	5.47417	6.99412	5.63721	44.13734	1.00000	5.49704	7.88853
0.19985	5.62691	8.61460	15.76655	1133.48639	78.14797	9.01454	9.44878	15.45144	55.71177	50.43803	5.55882	7.89616	5.67724	51.16248	0.00000	5.38828	4.34130
0.76755	6.39152	7.06932	24.44610	1097.15934	-1.86343	3.98027	5.86265	38.10558	42.14361	48.16914	8.64914	5.85649	7.20377	31.93171	0.00000	10.11839	2.90031
2.00561	7.81485	5.27395	23.49272	1052.71494	30.38167	6.67682	7.30293	59.80917	53.06695	45.73047	9.84752	8.04421	7.84135	53.17363	0.00000	8.26797	5.56634
0.20838	7.21550	9.86832	28.16120	1115.70185	37.55	7.81700	7.37713	6.03333	54.29659	56.49316	5.86158	8.69682	6.23451	72.52175	1.00000	4.22114	3.71969
0.15635	6.82692	8.63491	25.34354	1071.17898	16.4	7.11776	9.19406	48.25	39.05747	33.27886	4.77533	6.67523	8.25230	65.56080	1.00000	7.35941	7.82249
1.85062	6.68847	5.73838	29.86304	1062.35897	36.36339	2.75329	6.90355	0.03813	56.40534	45.69979	9.78343	5.88538	4.82004	50.53793	0.00000	13.37100	2.66646
0.22454	7.00336	7.49628	13.79975	1198.41761	-62.64102	6.50628	9.14782	8.35122	39.33369	50.94779	3.15682	6.92081	6.05096	69.21321	1.00000	6.11579	5.90578
0.22707	6.87467	7.66483	20.15371	1086.80828	130.94098	7.35565	5.18946	33.3213	46.52309	48.25865	5.98763	5.39186	6.74540	28.65041	1.00000	9.68150	7.81518
0.14342	6.12691	7.50018	6.33209	1073.54219	97.01124	8.21655	5.69368	17.30858	64.51737	57.13714	6.27435	5.06453	6.35060	61.80943	1.00000	11.30078	8.84236
0.46139	7.38720	6.08881	29.81131	1063.21295	-93.263	6.51975	9.39765	45.0408	37.36377	65.25313	7.98552	8.14968	7.60241	36.93018	0.00000	4.46438	6.96712
0.57169	6.74735	6.39472	17.09821	1177.78078	112.01667	4.10480	6.56795	-7.81667	46.03257	40.59574	8.39525	5.65494	5.87242	28.45377	0.00000	9.44080	3.60590
0.17385	6.80616	8.76816	22.30024	1063.94016	4.82313	6.91253	5.51061	51.24197	37.37083	61.58063		8.72454	7.72559	50.83953	1.00000	7.60656	6.29757
2.46922	8.36333	4.87250	13.49642	1099.19447	-93.263	6.12922	4.17039	45.0408	60.30084	53.80770	10.06641	6.66598	7.84584	26.18990	0.00000	9.81727	6.62238
0.15234	6.75670	7.34795	5.46630	1136.09535	97.01124	7.08448	7.65207	17.30858	45.92104	72.05543	5.08140	6.95670	4.35989	24.88642	1.00000	6.22397	7.70815
0.21725	6.27022	6.27652	12.66799	1058.98384	103.65309	6.82815	6.12176	16.0567	36.29095	61.36204	6.71422	6.28027	6.46593	33.02617	0.00000	6.16468	8.17150
	7.60162	9.31636	12.95321	1070.73909	-77.03116	5.07389		3.8801	53.56937	56.51686	4.79134	6.52335	5.65587	25.47783	1.00000	9.26393	7.66666
0.26474	6.77439	8.46273	-7.12256	1164.15349	-52.20639	9.04748	8.17107	-3.20333	33.31665	46.49629	5.91305	7.17866	7.10665	24.71723	1.00000	5.48769	4.47632
0.11411	9.03648	9.40221	7.89355	1112.11115	-71.08977	3.81786	7.00129	41.9001	59.95002	38.65130	6.13031	7.29934	7.00072	43.89125	1.00000	7.65253	9.49408
0.68273	6.32483	4.64997	19.32291	1057.37054	4.74161	5.41236	8.62958	7.62789	70.11109	38.25285	8.49272	7.76234	7.24833	55.52527	0.00000	8.14787	5.42627
2.44864	6.50516	6.26203	10.09863	1169.70185	-73.9625	2.98668	5.79051	40.81	71.98104	58.21242	10.07601	6.43242	5.34202	47.81447	0.00000	6.68625	9.22667
0.09586	7.77231	6.75165	22.84841	1104.11983	37.92792	6.70700	4.82600	53.93361	65.20372	48.63151	4.14101	7.91880	5.99028	70.28175	1.00000	10.03542	7.08508
0.23550	6.36298	8.23109	20.60138	1097.39560	-120.93549	3.89015	6.15304	37.73604	33.31698	42.81849	5.63814	7.66533	5.95825	68.47032	1.00000	3.97193	6.43137
0.14718	5.16541	8.45283	26.16369	1112.62859	-62.64102	7.37906	9.54013	8.35122	53.90071	56.26048	4.06930	6.46495	7.25885	42.91581	1.00000	6.98920	6.91007
0.28888	7.36803	4.81160	23.32353	1110.96043	76.56719	7.06460	6.42584	24.41288	40.03062	42.34134	3.67576	6.89609	8.13896	36.86872	1.00000	4.69953	5.78528
1.02757	6.56860	7.95308	30.39145	1092.30693	23.225	6.34448	7.00044	43.4125	57.66846	67.40039	9.05131	8.25305	7.26605	57.44268	0.00000	7.04677	6.01291
0.19498	6.71516	8.59475	22.30527	1162.88505	4.52529	8.77504	9.88890	50.71229	64.30407	55.73000	5.22043	7.20868	5.98799	42.15121	1.00000	5.96004	5.80150
0.18194	7.17926	6.31611	32.89998	1103.14160	4.08282	5.72362	4.36776	36.61954	28.25730	49.52635	4.54862	6.95238	6.99792	39.32907	1.00000	7.52239	7.83009
0.14806	9.28491	10.90243	6.38551	1169.55408	117.81667	1.83985	4.28951	36.81667	60.99946	55.40885	5.49674	5.22114	5.84439	73.46777	1.00000	2.95622	6.64669
0.14036	5.36009	7.20041	18.98585	1151.95198	97.01124	6.35291	7.11833	17.30858	32.07704	46.31872	4.35338	5.90919	7.16910	33.64824	1.00000	5.52977	5.78810
0.18610	7.13100	6.92765	10.48053	1067.70126	84.13864	8.17225	8.01376	22.88783	51.68429	49.40023	5.20921	5.43604	7.60224	49.24516	1.00000	5.36227	5.78850
0.17086	7.70698	8.42015	9.68443	1171.61431	-119.01677	8.79623	8.52847	36.06523	52.68560	75.41100	6.62464	6.02925	4.76530	49.89445	1.00000	4.65579	3.87408
0.23029	7.26633	8.26036	15.47904	1123.76019	9.29109	5.96216	6.46969	45.39402	50.99945	84.42190	5.56575	5.81442	4.77311	48.38583	1.00000	8.13450	7.29412
0.12333	7.45429	10.60439	35.69344	1095.74813	-0.59543	3.87311	4.16257	44.80477	53.10759	69.39305	4.49230	5.82026	4.71644	58.64533	1.00000	7.65255	7.08189
0.66603	8.18404	5.07594	19.64895	1068.95993	-0.32247	5.19719	8.18824	50.82882	66.08789	48.60479	8.57272	7.03668	6.94797	49.32224	0.00000	4.47792	9.09716
0.13284	8.80737	4.54609	12.61690	1050.62530	116.82887	6.37976	6.02184	-1.26753	45.06071	45.32328	3.34830	8.63138	7.37916	44.46792	1.00000	4.87484	6.02338
0.57765	6.73733	4.08913	12.05483	1142.40799	35.96944	7.92606	5.15649	56.03361	33.78041	68.77401	8.23721	6.95153	6.00541	46.03486	1.00000	4.49151	8.06117
2.72786	6.03624	7.52529	19.37909	1138.32747	-75.69947	8.73511	9.00941	8.79577	60.83643	59.27436	10.13378	6.86540	4.46899	51.10563	0.00000	6.74283	4.46282
0.73787	5.12174	6.20486	0.16871	1180.29193	-73.95097	4.09957	7.24156	40.72371	46.80551	57.04694	8.61516	7.36757	6.69016	46.06952	0.00000	4.96020	8.56721
0.52701	6.28226	7.08127	22.54146	1159.08943	-0.32247	4.43173	5.33825	50.82882	61.90877	75.48216	8.38109	4.57756	6.75561	55.58922	0.00000	4.67848	8.83097
0.10362	6.56109	6.73066	23.08469	1111.80004	-74.07764	8.61047	6.83695	40.72816	53.12322	50.36773	5.94283	4.84258	6.79977	43.43713	1.00000	4.40227	4.24316
0.16801	5.78746	7.41821	26.27941	1077.40970	107.60627	9.15169	9.03102	51.82721	51.95372	55.25100	5.83335	7.13901	6.71344	23.03574	1.00000	5.66539	5.78798
0.18264	4.68381	6.58886	8.35253	1111.48927	-74.07764	6.28777	5.83202	40.72816	20.39118	49.16895	5.30761	5.38362	6.68775	49.48263	1.00000	7.55349	6.73416
0.22299	7.35528	7.56879	8.08341	1108.69035	-52.20639	4.76566	6.63261	-3.20333	69.39015	46.92077	6.90168	7.82792	6.82660	88.73656	0.00000	10.00724	5.43747
0.31189	8.51298	9.73154	11.97093	1163.50063	36.36339	8.78411	9.10769	0.03813	64.57246		6.98585	7.84842	6.93101	67.75478	1.00000	6.17819	6.52718
0.12801	7.25883	7.95414	32.38895	1054.62312	136.61667	4.59540	4.68219	36.53333	58.27117	61.87693	2.80825	5.35740	4.00466	69.29169	1.00000	7.09393	5.82288
0.60767	7.51134	5.42585	11.95691	1148.82253	9.5926	6.14696	10.74304	52.86147	79.74056	74.08672	8.47228	7.66984	5.58309	54.07823	0.00000	6.29653	6.92692
8.64131	5.88335	1.35285	21.20559	1139.05218	-84.62081	7.57775	3.99473	42.7392	46.06148	76.35797	11.36217	6.63290	6.71494	53.32529	0.00000	9.28095	8.48248
0.14811	6.82111	4.81209	37.29773	1109.79784	-0.33525	6.15506	9.25883	53.7446	61.95126	39.25602	6.37940	8.71026	8.66734	26.07013	0.00000	4.95669	8.38905
0.18143	7.52138	9.19752	3.51073	1188.67967	9.32241	8.38763	9.25024	44.31771	41.11036	23.89980	5.64051	5.64493	8.25731	49.05492	1.00000	6.39122	6.80400
0.19134	9.28988	9.58816	14.24084	1120.77396	118.9707	9.14091	8.77575	-3.5403	72.88562	51.14270	6.43716	6.84196	7.23654	40.10377	1.00000	5.75990	5.52821
0.27163	8.60114	5.99330	28.95617	1078.98669	30.2049	6.85340	7.66666	55.1904	30.18733	77.07236	7.64200	7.41409	7.50956	57.92133	0.00000	5.01561	7.72561
1.71501	6.72589	5.57581	18.10045	1166.76601	35.34722	4.45538	7.68100	-23.85972	53.83940	30.88727	9.68015	6.11091	7.59322	73.73071	0.00000	4.54665	8.90943
0.13966	8.48019	8.77874	19.40749	1087.19445	-25.66689	3.68612	6.07528	37.74615	38.44343	51.59589	5.51404	5.56738	6.69634	65.35562	1.00000	6.50403	8.63834
0.19744	5.21705	6.45513	15.21508	1156.27522	21.32778	5.90395	8.81310	42	62.73747	40.81835	6.59936	6.84997	7.15507	48.65988	1.00000	7.28887	9.81355
3.82749	6.87284	3.81588	24.92551	1182.79943	-93.263	6.55976	3.83837	45.0408	40.25685	46.84118	10.52241	7.80744	8.30015	53.41272	0.00000	8.46033	6.74960
0.33374	6.10300	7.74290	16.89663	1188.54836	37.73333	7.17149	4.41637	-4.06667	46.81806	40.60975	7.34208	6.25091	6.51551	53.00965	1.00000	8.96108	9.37396
0.19468	7.89566	6.22040	9.78430	1110.62605	-39.25	5.82893	5.69177	-12.91667	56.93477	64.34881	6.63440	7.52523	9.42403	54.47730	0.00000	6.45926	5.61941
0.21536	7.62572	6.33836	2.10152	1120.53737	89.20083	3.61625	6.50896	55.54028	26.86940	48.54588	4.55227	6.66422	8.53460	54.98220	1.00000	7.76713	10.13419
0.27770	6.44984	9.11946	3.66975	1125.77909	-87.45476	4.85292	6.36633	41.47892	26.59727	63.85888	4.61084	6.70566	6.86051	61.98301	1.00000	8.89553	7.74319
0.14723	7.50575	7.08605	19.94464	1168.98705	115.88782	7.56406	7.41127	-32.05251	45.86386	59.49557	5.42235	6.37478	7.64624	26.16986	1.00000	5.33651	5.27908
0.18778	8.17555	9.23260	27.80001	1079.64162	116.11768	4.94360	5.49433	24.28859	55.27534	55.11235	4.65140	6.46233	7.62929	40.72943	1.00000	7.51693	6.66828
0.12478	7.18145	10.55907	7.08867	1198.19006	2.29026	4.72173	4.55247	48.77644	29.07976	53.82658	5.43892	5.25257	8.45457	45.63697	1.00000	7.33387	6.62236
0.95393	6.86064	5.23252	3.97966	1174.57717	0.30367	6.72389	2.84057	51.38673	41.23638	59.32548	9.01627	6.11863	7.36253	57.60259	0.00000	6.63198	7.13687
1.64887	8.30307	6.10573	9.08887	1144.18297	-156.47432	5.05338	6.83876	20.88953	43.92617	55.36230	9.59764	4.86516	7.36434	37.81328	0.00000	8.97816	4.57416
0.28823	5.26262	7.80303	7.73580	1153.22565	13.58357	10.01689	9.53112	-1.63333	49.03359	69.94086	6.54201	8.81608	7.76050	67.56522	1.00000	5.25552	5.23324
0.29689	9.39325	6.02792	27.08216	1122.08146	-84.50855	7.60174	3.82033	39.08367	49.69592	53.67762	6.47975	8.33128	7.09158	39.27547	1.00000	5.68527	6.75760
0.22550	5.95617	9.72300	4.73931	1193.32147	60.70278	3.54373	4.79032	55.75556	54.93055	61.90502	5.60250	6.84927	6.39876	74.53088	1.00000	6.37307	7.75483
0.46564	6.66256	7.63070	23.53730	1123.07990	-100.44843	6.73515	8.04183	20.74122	47.85645	46.78652	8.05471	7.10393	7.26052	47.42434	0.00000	5.24223	6.27737
0.18960	8.20043	5.32155	6.02946	1088.06435	-95.30106	6.49705	6.86651	32.35126	67.81721	42.25161	6.74677	7.21541	8.23366	60.88382	1.00000	6.09328	9.34597
0.16473	7.42147	10.36775	7.65473	1172.37405	13.29371	7.60802	9.07053	52.53048	43.83161	51.12995	5.42985	4.47263	5.99980	50.77254	1.00000	6.63673	6.63816
0.76752	7.31248	4.09398	16.13531	1197.19091	-79.00453	6.46684	4.89591	-2.90055	67.24994	70.08907	8.79090	8.84952	7.32922	16.78215	0.00000	6.19608	5.62531
0.50602	5.77100	5.89150	9.92706	1056.55868	-116.56346	4.17516	9.27916	43.54072	58.54422		7.92775	7.72938	6.43674	62.90812	0.00000	10.00880	4.13351
0.12045	6.89743	7.92697	25.29483	1129.28437	15.87735	5.47992	2.80302	4.94273	53.12131	56.81572	3.70521	8.77796	6.63467	46.43658	1.00000	6.87368	6.03662
0.18252	8.69272	8.26525	19.90936	1146.10463	6.61944	8.70916	8.96990	52.57583	57.74589	63.66547	5.54619	5.69073	5.36763	36.87830	1.00000	5.45469	4.73502
0.15548	6.13576	5.74691	24.34359	1158.81536	-76.51552	9.10243	8.62151	39.32011	49.08884	66.02855	4.34369	6.44954	7.91848	59.48117	1.00000	4.66074	4.89227
0.11183	5.54495	7.54233	27.96651	1107.13838	37.56667	9.24914	7.44249	55.85	63.77966	47.33243	5.71695	7.42621	6.93149	49.86878	1.00000	4.33830	3.90400
0.17570	6.24385	8.82100	12.48412	1142.98816	123.50266	8.33956	9.50699	41.94175	61.45805	65.38444	4.39102	5.70189	7.74907	52.81329	1.00000	6.85623	7.63858
0.09879	6.76760	9.64241	24.38563	1061.90236	60.70278	4.18114	3.78835	55.75556	32.47292	79.26915	3.94711	7.70107	6.94911	41.03385	1.00000	6.33552	5.76295
0.17236	8.37868	8.51532	26.92659	1118.85568	-76.51552	7.47918	8.05463	39.32011	49.95608	60.20474	5.15691	6.41552	6.31584	56.72524	1.00000	5.88164	5.39728
0.16879	6.34502	8.79887	10.75962	1115.90679	11.04979	7.53178	8.02434	44.59445	38.96685	62.86523	5.94064	5.98186	6.96875	25.40812	1.00000	5.51189	5.32651
0.34731	6.76054	9.72216	10.99895	1052.17824	33.34864	10.37706	9.57705	46.75451	20.87384	70.05244	7.83856	6.30686	7.20294	36.01411	1.00000	5.86992	5.53656
0.67599	7.64488	4.92011	14.57263	1085.28198	6.92917	7.38925	9.80066	52.31333	33.99194	45.62160	8.58868	7.86062	7.85835	34.26739	0.00000	5.29857	7.33108
0.13557	6.08987	7.59096	18.23236	1114.39552	-115.98391	7.13246	5.93726	36.20829	54.60922	57.49874	4.58111	5.76554	7.63511	45.92050	1.00000	4.84983	4.64461
0.18828	8.93017	8.41205	27.88095	1136.27403	92.48278	8.42342	8.53771	58.23583	47.32496	48.69902	5.81435	7.54902	7.28045	20.90338	1.00000	5.00033	4.97469
0.29058	7.26078	7.15710	16.44960	1145.30340	-74.96933	6.10571	8.43916	39.71734	44.51798	51.27861	7.36749	8.25440	6.10692	55.03351	0.00000	6.17965	6.37099
0.22036	8.26387	9.45149	7.65812	1168.70632	-111.90466	9.26984	9.02685	40.34912	39.10795	53.75928	6.29392	5.33704	6.75386	48.74843	1.00000	5.55791	5.10936
0.15950	7.00221	5.61847	34.21725	1062.81334	19.61222	8.59793	3.86594	44.97639	46.01314	71.32597	5.67002	5.82119	7.03763	31.79052	1.00000	7.88247	6.66988
0.16127	8.08384	9.05412	22.06953	1054.78279	91.84128	4.69590	5.68766	22.83957	70.56103	31.13863	4.49316	6.29983	6.86955	40.36174	1.00000	10.50407	8.94993
0.20913		8.74445	9.83579	1124.49630	30.38167	6.58857	5.99855	59.80917	37.72760	56.03645	6.28826	6.93536	6.60541	35.88841	1.00000	8.84259	7.90363
0.40788	7.40806	4.71485	20.41100	1121.31504	72.54064	5.12359	7.93020	31.82539	51.97624	56.36042	8.04086	6.24805	7.23016	39.49629	0.00000	7.69803	8.73330
0.14256	5.03512	5.88418	11.35704	1158.63371	36.7138	6.15954	5.76610	35.95664	90.24828	66.81650	5.29524	8.05936	6.16154	29.14953	1.00000	7.03520	8.12187
0.42451	6.31829	6.28960	8.21232	1172.94298	-95.30106	7.27269	10.83037	32.35126	27.60213	68.16097	7.87986	7.68959	5.93197	69.83033	0.00000	5.69802	5.82824
0.09681	7.54701	9.54041	21.27775	1113.71854	-116.21677	9.25842	10.83728	33.7207	54.92467	64.24857	5.68152	5.95640	6.30314	37.57526	1.00000	6.21374	5.66005
1.67537	4.87810	6.70123	21.38288	1164.44033	-81.38758	2.73175	5.68597	30.17746	44.56904	59.97377	9.63586	5.77043	4.97107	69.55337	0.00000	5.64736	9.10400
0.20621	5.68300	9.49822	13.96079	1069.18753	76.35484	3.43037	5.90736	10.10649	53.64356	42.30674	4.19268	5.82553	6.54167	42.06341	1.00000	9.54308	9.22206
0.81093	6.15361	10.13111	23.24379	1140.58136	19.27498	5.80130	7.88396	50.20528	64.78775	51.32915	8.83869	5.20898	6.54200	46.72194	0.00000	8.28666	3.76222
0.16795	7.43258	5.37353	22.87984	1103.71549	-71.08977	5.05898	6.99320	41.9001	44.67266	33.27795	6.45197	6.34535	6.94212	58.81917	0.00000	5.73722	5.07755
0.74192	7.07944	5.92278	11.66296	1072.42306	-111.89903	5.57448	9.73680	33.50921	44.93454	67.41512	8.85530	5.98949	8.06883	53.66343	0.00000	3.49578	7.97766
1.26256	6.78943	5.28962	4.78014	1051.84188	97.01124	6.09181	7.06792	17.30858	35.05199	56.46263	9.29980	6.18050	6.55620	55.79797	0.00000	7.62119	6.40634
0.20666	6.48712	8.53151	39.92785	1158.11651	43.67663	7.52741	7.71728	53.53041	37.68173	68.94635	5.61730	7.08643	6.89946	54.82093	1.00000	6.06017	6.24859
0.21143	5.47309	7.00726	26.40592	1115.17265	6.61944	6.00840	6.22946	52.57583	25.44632	47.89591	4.02263	7.73446	4.95530	41.09693	1.00000	5.75338	6.76915
1.52765	8.81453	4.28399	8.30907	1179.38989	38.15035	5.11130	6.49492	49.41029	39.00796	65.75022	9.56752	6.05892	7.69326	57.87540	0.00000	8.91993	4.75912
0.20003	6.01429	4.40632	42.93998	1126.04589	0.30367	5.42947	4.84622	51.38673	54.72204	53.60670	5.38056	7.58596	7.03867	19.95134	0.00000	6.46868	4.24727
5.79708	5.88577	3.19501	25.07775	1156.77392	89.20083	6.91340	5.74239	55.54028	33.80002	48.35141	10.95759	6.55318	6.90195	65.76408	0.00000	6.26679	6.78725
0.20516	5.46503	7.73543	17.81404	1155.19928	48.87498	7.23275	7.72352	38.45598	18.41415	47.70399	5.04173	6.69252	5.84020	58.38524	1.00000	5.03822	4.97711
0.13657	5.07582	9.71218	18.20034	1120.51609	1.6	4.50673	4.44175	43.11667	51.11482	47.11605	5.22761	7.24188	7.97013	61.04770	1.00000	8.02375	7.67895
1.09200	7.04047	5.21796	-0.83570	1164.67794	-61.4867	5.78110	10.01717	-31.25033	40.10002	70.33465	9.19491	7.25954	6.16210	33.19186	0.00000	5.92173	7.69494
0.13443	8.63424	7.41351	20.64357	1094.87044	-25.66689	7.89511	8.08330	37.74615	72.66312	58.44608	3.56456	6.45349	7.56261	18.77514	1.00000	7.03556	8.32281
0.21664	7.02198	7.65613	22.51512	1169.05977	92.48278	6.18707	6.19591	58.23583	31.20047	56.33248	5.75138	8.09125	6.78991	48.01900	1.00000	10.10911	9.24776
0.20073	7.79515	7.05266	0.68963	1051.28175	33.9162	8.72931	8.23545	51.67822	51.57637	42.01139	5.63441	6.19179	8.81622	53.46823	1.00000	4.66990	4.30021
0.24605	6.63712	6.22941	7.53342	1136.69592	-105.36369	6.25374	8.05749	22.49396	56.17975	62.49546	6.75065	6.42421	6.07384	47.33742	1.00000	8.51660	10.38956
0.16976	6.77579	3.70775	6.35922	1191.30419	2.59753	3.93369	7.73199	8.88649	74.00995	44.86519	5.42154	6.99758	5.61046	52.29822	0.00000	5.70428	10.44838
0.18916	5.83167	6.76979	5.24561	1146.60544	4.62744	4.74415	4.84232	36.06386	39.88475	58.59141	6.08018	7.05349	6.36955	36.89632	1.00000	4.53844	8.46617
2.10167	6.57522	6.63089	29.63012	1188.03019	126.28333	5.60437	8.16844	45.35	37.79302	65.49512	9.88543	6.11084	7.70112	50.78959	0.00000	6.95268	6.86168
0.17602	6.22292	9.07104	3.01415	1113.43035	-118.10583	4.63589	7.44373	34.09611	46.62667	59.50567	4.90228	6.65929	5.94663	56.05330	1.00000	8.54089	8.23439
0.08803	5.01201	4.75601	24.01029	1118.04510	117.55417	6.37210	8.88996	34.86472	63.19689	62.68526	5.58281	6.43651	6.98074	49.44049	0.00000	4.23722	8.35987
4.35614	8.23890	7.27686	15.37661	1128.98738	126.28333	3.30784	5.41558	45.35	48.28315	52.89106	10.66026	6.87769	6.80660	64.24331	0.00000	8.09158	7.87181
1.48525	6.06945	8.09693	-2.16041	1080.57256	77.24779	5.49962	7.33150	10.58806	60.13344	56.06217	9.50270	8.33781	5.14004	56.22340	0.00000	3.53130	7.11017
0.27388	8.25953	8.67089	11.94887	1164.41210	103.6032	4.38417	7.09197	1.6561	48.55115	76.23172	6.97753	7.89778	7.77793	44.35345	1.00000	7.09623	9.94413
0.14796	7.16955	10.33892	24.79427	1163.62354	-84.20299	4.24144	6.59951	39.43534	50.54917	48.12284	5.99409	6.79765	6.57183	24.69321	1.00000	9.76434	9.94012
1.23288	8.83282	4.87141	6.28792	1164.63177	2.25	7.80182	12.16254	50.75	33.63845	71.08604	9.27170	5.02063	4.82452	56.58099	0.00000	6.96712	6.16311
0.15490	5.55269	9.11022	37.37825	1110.99765	71.52847	6.47595	3.97910	32.57756	45.66250	62.81782	5.88797	6.79677	6.92886	56.75718	1.00000	9.61542	7.89107
0.20157	6.55141	8.64440	22.46442	1093.71597	7.11393	7.55046	9.23141	51.08468	58.82726	68.22024	6.22172	5.99925	7.72353	32.69145	1.00000	6.94010	7.60366
3.65827	6.47210	3.98238	-3.35962	1148.11176	89.20083	5.29104	8.05203	55.54028	39.16686	51.32884	10.49534	5.13951	7.59151	51.16031	0.00000	9.00388	5.25372
0.69041	8.29573	3.20297	11.18662	1071.67624	110.8405	5.70147	9.79361	-6.8048	37.01969	42.93398	8.55901	6.11167	6.02011	47.44320	0.00000		9.53820
0.19043	7.14346	4.94039	13.20343	1140.28182	16.86194	6.26649	5.24870	54.58048	54.04465	93.47719	5.00584	7.24894	6.04191	36.11784	1.00000	6.29506	7.47479
0.23424	8.52322	6.60407	7.19690	1122.75331	-0.45877	4.41388	8.30823	46.32313	32.93465	77.02651	5.11906	6.21776	6.49206	59.03127	0.00000	8.35302	4.96559
0.05010	7.15579	7.98790	15.62318	1070.13150	-80.58556	6.91365	6.08339	22.98212	55.27099	58.07099	4.78061	6.92058	8.35085	59.86703	1.00000	6.29641	7.41584
0.20743	9.09099	6.45742	16.17931	1071.04614	14.39024	7.63605	7.70694	42.22718	44.40906	66.46994	5.22176	5.97454	5.45607	71.42545	1.00000	6.31648	7.75006
0.14004	7.86837	6.79422	18.42580	1102.11855	18.34717	5.76723	3.12500	54.60528	46.55618	53.16774	4.36141	6.50952	9.22420	54.52864	1.00000	5.94878	5.76673
0.25980	7.18370	5.42051	21.27398	1097.27703	-1.325	7.32242	7.26194	38.47917	74.34086	38.89638	7.32145	6.90080	5.73185	41.62130	0.00000	6.04089	8.64439
0.13874	6.68224	9.34332	-1.76553	1121.69357	-51.50361	8.31973	10.47796	-29.2975	55.29695	65.30747	4.49784	7.79642	8.39317	66.67330	1.00000	7.15448	6.94729
0.21340	5.87478	10.10965	22.15264	1104.40317	-80.22588	5.26369	5.55088	26.2173	56.11137	60.29708	4.52870	5.71313	8.03617	59.27268	1.00000	7.72419	5.16854
0.19473	5.27639	8.84242	29.45099	1125.14271	-74.96933	8.81564	8.21288	39.71734	48.80862	49.53964	6.23701	5.72440	6.35147	43.13875	1.00000	5.24305	4.36488
0.24609	6.66364	5.16278	4.85956	1143.77608	49.62251	7.94789	9.66722	27.0174	66.07099	46.37424	6.48310	6.46075	8.08989	35.94479	0.00000	6.23318	6.72052
0.29716	6.55137	7.67424	30.63440	1106.60976	15.16554	11.63234	9.11126	-4.5833	47.02205	67.34454	7.50606	8.02275	6.38352	73.89128	1.00000	4.24323	2.29745
0.14788	5.28909	7.00015	6.51740	1167.96687	-7.95	5.50754	6.03198	53.43333	62.33418	54.75761	4.97451	7.39562	6.81646	59.27344	1.00000	7.46180	8.13196
0.30719	7.74447	7.76804	17.61532	1102.67814	-2.16	5.86752	5.95461	34.31	54.39419	41.32940	7.25410	4.52156	6.92972	60.37240	1.00000	5.15284	7.95315
0.04112	7.74285	6.30096	2.42668	1060.59695	-111.90466	4.43688	6.73397	40.34912	58.81026	52.13793	2.49318	6.08292	7.81288	62.88804	1.00000	7.34001	10.04451
7.26160	7.59994	3.25502	20.11699	1143.26839	13.31783	5.35920	7.98636	52.61131	41.98380	59.10647	11.18620	6.50356	6.64001	68.83943	0.00000	9.15353	4.92779
0.42061	5.91384	4.19374	13.48420	1117.81543	-3.53261	7.34435	9.07299	40.42386	41.39267	64.37118	7.63950	6.46211	8.06610	52.96827	0.00000	7.07715	7.92389
0.26811	7.08941	8.19639	15.83448	1110.24623	-75.23266	5.70557	6.96326	43.1009	36.18531	71.34139	6.87253	8.14491	5.42163	39.83062	0.00000	7.73783	8.97879
0.40931	7.59215	7.62316	4.30823	1153.76865	-52.35558	7.43386	6.09504	-14.66463	74.31988	72.31216	7.83594	6.06117	7.61089	49.37321	1.00000	7.50835	8.47942
0.17806	6.99750	9.07865	11.90040	1175.36818	37.92792	5.52289	5.41067	53.93361	50.91272	57.78945	3.60397	4.99155	6.51471	29.81921	1.00000	9.97133	6.75736
