revision	code	latitude	longitude	QoS	station
2017-05-07	US	47.64995	-117.23991	good	Opportunity
11/20/2020, 00:00:00	MZ	-23.85972	35.34722	average	Maxixe
2013-12-31	BR	-29.2975	-51.50361	accep	Carlos Barbosa
2018/02/14	US	36.06523	-119.01677	accep	Porterville
09 Oct 2018	IN	9.57046	76.32756	excellent	Kalavoor
2017/06/19	US	47.4943	-122.24092	building	Bryn Mawr-Skyway
22 Feb 2021	IT	40.72586	8.55552	excellent	Sassari
2017-04-12	BE	51.03427	5.37429	excellent	Houthalen
2020/09/26	TR	40.98894	28.67582	average	Yakuplu
10/24/2015, 00:00:00	US	37.73604	-120.93549	acceptable	Riverbank
24 Dec 2015	RU	60.97944	76.92421	average	Izluchinsk
2015/04/10	IR	35.6803	51.0193	accep	Shahre Jadide Andisheh
2021-12-24	IN	10.12268	77.54372	excellent	Periyakulam
2021-04-29	CU	23.15678	-81.24441	excellent	Varadero
2015-08-12	RU	55.54028	89.20083	accep	Sharypovo
18 Jun 2015	PT	37.74615	-25.66689	excellent	Ponta Delgada
2019-02-12	RU	58.63667	59.80222	excellent	Lesnoy
09/26/2015, 00:00:00	DZ	36.76775	2.95924	building	Cheraga
2019-07-03	CN	29.98869	122.20488	excellent	Zhoushan
2021-08-30	CA	49.88307	-119.48568	accep	Kelowna
2019-01-31	RU	64.5635	39.8302	maitennce	Severodvinsk
03/11/2016, 00:00:00	CN	30.24706	115.04814	excellent	Huangshi
2013-10-30	CD	-8.73508	24.99798	average	Kamina
2013-04-24	CO	5.6561	-75.87877	excellent	Andes
13 Nov 2020	US	34.95303	-120.43572	building	Santa Maria
2021-06-23	US	33.50921	-111.89903	average	Scottsdale
29 Jun 2014	PT	37.74615	-25.66689	average	Ponta Delgada
01/11/2015, 00:00:00	US	34.09668	-117.71978	good	Claremont
19 Jan 2022	PT	37.08819	-8.2503	building	Albufeira
28 Jun 2015	IN	20.88098	75.11937	excellent	Parola
2020-02-24	AT	48.25	16.4	building	Floridsdorf
01/30/2014, 00:00:00	US	45.0408	-93.263	excellent	Columbia Heights
10/03/2020, 00:00:00	RU	53.93361	37.92792	accep	Kireyevsk
25 Feb 2022	RU	55.8736	85.4265	accep	Yashkino
2018/06/16	NG	4.92675	6.26764	building	Yenagoa
2015-06-07	RU	55.38752	36.73307	accep	Naro-Fominsk
2019-08-31	ES	42.8139	-1.64295	maitennce	Segundo Ensanche
2022-02-13	MX	19.64745	-102.04897	average	Paracho de Verduzco
27 Nov 2016	UZ	40.11583	67.84222	accep	Jizzax
2014/01/14	AU	-31.95224	115.8614	accep	Perth
04 Jan 2019	BR	-21.41222	-42.19667	average	Miracema
2019-03-16	US	41.16704	-73.20483	accep	Bridgeport
07/18/2019, 00:00:00	BR	-0.71667	-48.52333	excellent	Soure
2016-09-05	GN	9.535	-13.68778	excellent	Camayenne
24 Apr 2014	MX	19.64745	-102.04897	excellent	Paracho de Verduzco
2015/02/23	AU	-34.28853	146.05093	good	Griffith
11 Apr 2022	CN	41.94175	123.50266	average	Hushitai
20 Mar 2015	UA	49.07866	30.96755	average	Zvenihorodka
2015/12/19	PH	14.66	120.56528	maintenance	Pilar
2017/05/28	CU	20.14298	-77.43532	average	Media Luna
2020/11/17	MY	1.6561	103.6032	average	Kulai
2021/07/12	PK	31.82539	72.54064	building	Sillanwali
2013/02/04	UA	49.41029	38.15035	excellent	Svatove
02/16/2018, 00:00:00	US	30.5427	-97.54667	good	Hutto
2015/08/19	JP	34.25	135.31667	average	Iwade
2014/05/26	ID	-3.5403	118.9707	good	Majene
2019/04/30	FR	44.80477	-0.59543	excellent	Talence
08/28/2014, 00:00:00	FI	60.18427	24.95034	average	Kallio
2016-01-30	US	41.66394	-83.55521	average	Toledo
2012-12-21	GB	53.00974	-3.05814	accep	Rhosllanerchrugog
13 Dec 2017	RS	44.22639	22.53083	average	Negotin
2022/07/31	FR	44.80477	-0.59543	maintenance	Talence
2013/01/12	FR	48.77644	2.29026	good	Sceaux
14 Feb 2020	CN	24.28859	116.11768	excellent	Meizhou
2018/06/07	CO	4.73245	-74.26419	good	Madrid
2021/01/10	AF	36.21544	65.93249	building	Sar-e Pul
09/03/2017, 00:00:00	US	42.7392	-84.62081	accep	Waverly
18 Oct 2019	ES	38.68712	-4.10734	building	Puertollano
2013-06-19	DE	52.47774	10.5511	excellent	Gifhorn
2020/08/10	CN	41.09822	120.74792	accep	Nanpiao
10/09/2014, 00:00:00	PE	-16.25	-69.08333	excellent	Yunguyo
2017-09-03	BY	52.4089	31.3237	good	Dobrush
09/05/2015, 00:00:00	IN	23.1959	86.51499	good	Kenda
03/09/2018, 00:00:00	US	41.0051	-73.78458	average	Scarsdale
2013-10-09	MM	16.68911	98.50893	accep	Myawadi
2019/01/18	PK	25.95533	68.88871	accep	Jhol
05 Feb 2020	US	42.58342	-71.8023	good	Fitchburg
2018-04-10	ES	38.10558	-1.86343	accep	Caravaca
12 Mar 2022	US	33.41012	-91.06177	maintenance	Greenville
11/08/2020, 00:00:00	MX	20.28527	-103.42897	average	Jocotepec
2017-10-07	PL	51.14942	15.00835	maintenance	Zgorzelec
25 Mar 2021	RU	53.53395	33.72798	average	Zhukovka
2015/04/22	RU	56.03361	35.96944	accep	Volokolamsk
2015/04/25	PT	37.08819	-8.2503	accep	Albufeira
20 Mar 2021	KG	40.93333	73	excellent	Jalal-Abad
27 Feb 2015	GB	52.68333	0.93333	excellent	East Dereham
03/09/2017, 00:00:00	LR	7.57944	-8.53778	excellent	New Yekepa
02/05/2014, 00:00:00	FI	65.84811	24.14662	excellent	Tornio
10 Feb 2020	RS	44.22639	22.53083	excellent	Negotin
11/26/2015, 00:00:00	CO	3.8801	-77.03116	accep	Buenaventura
03/24/2019, 00:00:00	RS	44.97639	19.61222	good	Sremska Mitrovica
2019/03/03	RU	54.90083	38.07083	good	Stupino
2014/06/06	DZ	36.61954	4.08282	average	Beni Douala
2022/06/14	DJ	11.15583	42.7125	excellent	'Ali Sabieh
11/24/2018, 00:00:00	GN	9.535	-13.68778	excellent	Camayenne
07/29/2016, 00:00:00	US	38.17492	-122.2608	good	American Canyon
06/20/2014, 00:00:00	SE	61.72744	17.10558	average	Hudiksvall
12/24/2015, 00:00:00	MX	21.01858	-101.2591	average	Guanajuato
04/05/2017, 00:00:00	CN	36.81667	117.81667	excellent	Zhoucun
16 Sep 2013	BG	41.57439	24.71204	accep	Smolyan
05/06/2019, 00:00:00	JP	34.75856	136.13108	good	Ueno-ebisumachi
2017/12/10	FR	48.98994	2.1699	accep	Herblay
2016-01-08	DE	53.63333	9.85	accep	Halstenbek
2018/07/26	NG	6.45407	3.39467	excellent	Lagos
06/21/2018, 00:00:00	US	39.33427	-76.43941	average	Middle River
2012-10-30	PH	10.31672	123.89071	building	Cebu City
2015/07/06	PR	18.42745	-67.15407	excellent	Aguadilla
27 Feb 2015	RU	58.63667	59.80222	excellent	Lesnoy
04/13/2014, 00:00:00	PE	-11.94306	-76.70944	average	Chosica
2015/07/01	UA	47.56494	31.33078	accep	Voznesensk
2014-05-08	MA	33.42585	-6.00137	good	Oulmes
2018/01/17	CN	34.56861	105.89333	accep	Beidao
2013-10-26	RU	53.37596	51.3452	average	Otradnyy
2022-02-22	ID	-7.54972	110.71639	excellent	Ngemplak
2018/03/03	ZA	-26.93366	29.24152	maintenance	Standerton
01/06/2022, 00:00:00	CN	35.20889	111.73861	average	Changzhi
28 Jul 2022	GB	51.62907	-0.74934	building	High Wycombe
12/29/2017, 00:00:00	MY	2.2139	102.3278	average	Kampung Ayer Molek
10 Apr 2020	PL	54.60528	18.34717	building	Reda
10/22/2021, 00:00:00	GB	51.38673	0.30367	maintenance	Hartley
2013-04-16	US	42.7392	-84.62081	building	Waverly
04/03/2021, 00:00:00	US	26.2173	-80.22588	good	North Lauderdale
2013-05-15	RU	53.59782	34.33825	average	Dyat’kovo
2014/03/17	FR	43.67681	4.63031	excellent	Arles
2020-12-15	MK	42	21.32778	accep	Saraj
2017/07/05	US	34.09611	-118.10583	good	San Gabriel
2014/07/17	US	42.52787	-70.92866	maintenance	Peabody
28 Oct 2020	ES	41.15612	1.10687	average	Reus
2019/09/11	CU	20.14298	-77.43532	excellent	Media Luna
11/09/2021, 00:00:00	IN	11.93381	79.82979	average	Puducherry
07/12/2021, 00:00:00	MQ	14.67751	-60.94228	maintenance	Le Robert
2019/03/16	IT	41.72063	12.6723	excellent	Ariccia
01/08/2021, 00:00:00	KZ	43.41949	77.0202	maintenance	Otegen Batyra
2015-10-10	DZ	36.76775	2.95924	average	Cheraga
2021/09/14	IN	11.93381	79.82979	good	Puducherry
2018/07/18	CD	-8.73508	24.99798	good	Kamina
2020-09-18	RS	44.97639	19.61222	average	Sremska Mitrovica
21 Oct 2013	DE	50.09019	8.4493	good	Hofheim am Taunus
2021-08-20	VU	-17.73648	168.31366	accep	Port-Vila
2022-07-27	PE	-11.94306	-76.70944	accep	Chosica
2018/12/08	US	31.76212	-95.63079	average	Palestine
11/17/2017, 00:00:00	CN	41.09822	120.74792	maintenance	Nanpiao
2017/07/10	NG	12.74482	4.52514	excellent	Argungu
06 Apr 2020	RU	55.63711	37.38115	excellent	Solntsevo
24 Nov 2018	FR	41.91886	8.73812	average	Ajaccio
24 Mar 2016	US	41.57721	-93.71133	accep	West Des Moines
19 May 2018	CA	49.88307	-119.48568	accep	Kelowna
2013/05/23	TH	6.25947	102.05461	maintenance	Tak Bai
2015/04/12	BR	-29.2975	-51.50361	accep	Carlos Barbosa
2014-02-26	IT	40.87329	14.43865	accep	Somma Vesuviana
2021-10-03	CA	45.40008	-73.58248	average	Sainte-Catherine
06/29/2018, 00:00:00	RU	53.95278	32.86389	accep	Roslavl’
28 Oct 2015	MX	21.01858	-101.2591	good	Guanajuato
07/06/2018, 00:00:00	PK	27.52948	68.75915	average	Khairpur Mir’s
2017-04-26	MX	21.28306	-89.66123	accep	Progreso
02/17/2021, 00:00:00	UG	3.02013	30.91105	accep	Arua
02/22/2013, 00:00:00	IR	33.14447	47.3799	average	Darreh Shahr
2013/04/17	US	40.5576	-74.28459	excellent	Woodbridge
15 Nov 2016	US	27.71809	-82.35176	accep	Sun City Center
02/27/2015, 00:00:00	SL	8.48714	-13.2356	accep	Freetown
2020/09/24	CL	-36.9256	-73.02841	average	Chiguayante
10/17/2020, 00:00:00	VN	10.29085	105.75635	building	Sa Dec
02/09/2014, 00:00:00	DE	50.80904	8.77069	accep	Marburg an der Lahn
10 Aug 2017	PK	30.29184	71.67164	excellent	Qadirpur Ran
2021/01/13	VN	10.29085	105.75635	accep	Sa Dec
2022-09-18	DE	49.97704	9.15214	good	Aschaffenburg
23 Mar 2015	CI	5.27247	-3.59625	building	Bonoua
2013/09/18	IN	12.1277	78.15794	average	Dharmapuri
2015-05-01	IN	15.5439	73.7553	accep	Calangute
08/02/2013, 00:00:00	BE	51.24197	4.82313	accep	Lille
2018/04/21	CN	42.64031	125.51176	accep	Dongfeng
2017-01-10	CD	0.49113	29.47306	accep	Beni
2020/08/30	AU	-27.50578	153.10236	accep	Carindale
2018-02-09	BR	-17.74431	-48.62789	excellent	Caldas Novas
2016/08/15	UA	50.75932	25.34244	excellent	Lutsk
25 Feb 2015	RU	55.54028	89.20083	average	Sharypovo
2019/06/07	AT	48.25	16.4	good	Floridsdorf
01/07/2013, 00:00:00	CN	35.64889	117.27583	average	Sishui
05 Apr 2018	CA	46.23899	-63.13414	building	Charlottetown
14 Jan 2020	JP	34.9	137.5	maintenance	Shinshiro
2020-08-21	RU	53.93361	37.92792	accep	Kireyevsk
2015/03/31	US	40.67705	-73.89125	average	Cypress Hills
03/19/2021, 00:00:00	ID	-1.26753	116.82887	average	Balikpapan
2016-10-27	CL	-30.60106	-71.19901	accep	Ovalle
12 Mar 2021	IN	19.30157	72.85107	accep	Bhayandar
2021-08-07	US	39.71734	-74.96933	average	Sicklerville
2020-02-01	AU	-33.79176	151.08057	excellent	Eastwood
2015-05-29	FR	43.61092	3.87723	average	Montpellier
03/06/2016, 00:00:00	RU	54.84444	38.16694	average	Kashira
2018-10-06	US	40.34912	-111.90466	average	Saratoga Springs
01 Oct 2016	DE	48.52961	12.16179	good	Landshut
02/09/2017, 00:00:00	GB	51.38673	0.30367	accep	Hartley
2016/08/08	RU	44.92934	37.99117	maintenance	Krymsk
2020/06/28	MX	21.28306	-89.66123	average	Progreso
10/02/2014, 00:00:00	GB	51.39323	0.47713	excellent	Strood
08/16/2014, 00:00:00	ES	40.42386	-3.53261	good	San Fernando de Henares
2012-10-22	BY	52.4089	31.3237	accep	Dobrush
05/26/2021, 00:00:00	HT	18.65297	-72.09391	excellent	Thomazeau
29 Oct 2017	DZ	36.72544	3.55665	building	Thenia
2018-08-20	ID	-1.26753	116.82887	average	Balikpapan
2013/08/19	MK	41.92361	20.91361	building	Bogovinje
08/27/2015, 00:00:00	GB	56.56317	-2.58736	good	Arbroath
10/14/2012, 00:00:00	CD	-4.5833	15.16554	average	Kasangulu
09/27/2012, 00:00:00	MX	17.94979	-94.91386	excellent	Acayucan
18 Jul 2016	IN	21.53889	71.57737	excellent	Gariadhar
2013/08/10	JP	36.33011	138.89585	accep	Annaka
2018/05/23	EC	-2.90055	-79.00453	building	Cuenca
05/23/2020, 00:00:00	US	43.16547	-77.70066	excellent	Gates-North Gates
06/13/2020, 00:00:00	BR	-22.45667	-47.53028	building	Santa Gertrudes
2014-10-10	PL	50.20528	19.27498	good	Jaworzno
04 Jun 2019	DE	47.98372	10.18527	building	Memmingen
30 Dec 2021	ES	39.96348	-4.83076	maintenance	Talavera de la Reina
2016-09-24	US	34.21639	-119.0376	building	Camarillo
