longitude	latitude	revision	QoS	station	code
19.61222	44.97639	2015-08-17	building	Sremska Mitrovica	RS
111.73861	35.20889	12/20/2017, 00:00:00	average	Changzhi	CN
10.58082	35.72917	2014-06-25	good	Msaken	TN
120.5875	16.455	11/03/2012, 00:00:00	accep	La Trinidad	PH
-73.25383	-3.74912	06/28/2022, 00:00:00	average	Iquitos	PE
-0.91979	51.42708	11/02/2017, 00:00:00	average	Lower Earley	GB
-65.61427	-27.4338	2015-12-28	excellent	Aguilares	AR
-73.02841	-36.9256	30 Aug 2020	excellent	Chiguayante	CL
121.3152	14.14989	2021/09/25	average	Calauan	PH
-42.29444	-4.24444	02/12/2018, 00:00:00	building	Barras	BR
-3.53261	40.42386	03 Jun 2014	accep	San Fernando de Henares	ES
34.37389	40.1675	03/14/2019, 00:00:00	average	Sungurlu	TR
43.63417	43.96222	2015-10-11	good	Novopavlovsk	RU
-1.60452	42.06166	14 Nov 2017	accep	Tudela	ES
2.12213	48.8222	11 Jun 2021	maintenance	Le Chesnay	FR
-122.24092	47.4943	08/19/2018, 00:00:00	accep	Bryn Mawr-Skyway	US
-73.26022	6.46838	2019-02-25	good	Socorro	CO
-3.59625	5.27247	2020/01/04	good	Bonoua	CI
-71.06616	42.4251	2014/10/02	accep	Malden	US
-73.20483	41.16704	23 Mar 2015	excellent	Bridgeport	US
-117.79394	33.76446	2018-02-03	excellent	North Tustin	US
3.87723	43.61092	06 Mar 2014	excellent	Montpellier	FR
-47.53028	-22.45667	2021-09-26	good	Santa Gertrudes	BR
5.23333	52.09	03 Oct 2016	average	Zeist	NL
28.67582	40.98894	04/07/2019, 00:00:00	average	Yakuplu	TR
-77.4286	39.00622	05 Aug 2017	maitennce	Sterling	US
-48.67028	-28.24	2018/10/16	average	Imbituba	BR
-97.54667	30.5427	07/04/2018, 00:00:00	accep	Hutto	US
-118.25508	34.14251	12 Aug 2013	excellent	Glendale	US
120.56528	14.66	14 Apr 2015	excellent	Pilar	PH
27.25	42.7	04/15/2022, 00:00:00	excellent	Aytos	BG
30.96755	49.07866	11 Feb 2014	building	Zvenihorodka	UA
34.3869	11.8659	10 Jan 2013	maintenance	Ar Ruseris	SD
4.21372	51.12794	26 Jun 2016	excellent	Temse	BE
-62.64102	8.35122	2013/06/08	accep	Ciudad Guayana	VE
16.54165	68.79833	2015-12-30	average	Harstad	NO
13.57661	37.31065	20 Jul 2014	average	Agrigento	IT
-56.52361	-33.38056	2015/01/12	average	Durazno	UY
-87.65644	41.80753	2016/10/18	accep	New City	US
-111.78903	33.35283	27 Apr 2014	average	Gilbert	US
-80.08199	35.88264	2014/02/16	accep	Thomasville	US
-8.07257	12.74409	2018-10-07	maintenance	Kati	ML
123.33471	8.56697	2014/05/21	maintenance	Dipolog	PH
-77.70066	43.16547	01 Nov 2021	excellent	Gates-North Gates	US
122.08333	46.08333	2014/08/04	excellent	Ulanhot	CN
37.49338	55.62047	2014-08-29	accep	Tyoply Stan	RU
75.92694	14.46693	17 Sep 2013	average	Davangere	IN
120.82747	37.30553	14 May 2015	excellent	Zhuangyuan	CN
4.92235	7.65649	23 May 2015	excellent	Efon-Alaaye	NG
20.91361	41.92361	2021/04/13	building	Bogovinje	MK
102.56365	13.65805	10/18/2017, 00:00:00	average	Paoy Paet	KH
26.97253	49.65186	10/09/2018, 00:00:00	maintenance	Krasyliv	UA
-7.35	53.53333	2020/03/13	average	An Muileann gCearr	IE
100.48528	14.37395	01 Oct 2013	excellent	Bang Ban	TH
24.75	55.25	2017/08/04	maintenance	Ukmerge	LT
75.16878	30.81383	06/28/2021, 00:00:00	average	Moga	IN
-117.70755	33.52253	2021-08-14	building	Laguna Niguel	US
120.33063	37.65181	02/15/2013, 00:00:00	average	Longgang	CN
14.72443	36.92574	2019/07/06	good	Ragusa	IT
-67.15407	18.42745	20 Apr 2018	excellent	Aguadilla	PR
2.25	50.75	2020/10/17	maintenance	Saint-Omer	FR
33	-2.68333	08/24/2019, 00:00:00	accep	Usagara	TZ
-118.25508	34.14251	09 Nov 2021	excellent	Glendale	US
8.64409	48.07667	2018-08-28	average	Trossingen	DE
-71.8023	42.58342	05 Apr 2021	good	Fitchburg	US
-74.96933	39.71734	2015-10-03	excellent	Sicklerville	US
-122.23484	47.38093	2018-02-27	excellent	Kent	US
8.77069	50.80904	01/28/2020, 00:00:00	good	Marburg an der Lahn	DE
10.5511	52.47774	2015-04-24	good	Gifhorn	DE
68.75915	27.52948	01/24/2015, 00:00:00	excellent	Khairpur Mir’s	PK
69.49015	56.11281	2021/12/25	good	Ishim	RU
140.72287	53.14657	10/26/2018, 00:00:00	accep	Nikolayevsk-on-Amure	RU
-47.1725	-22.57306	2018/03/18	excellent	Artur Nogueira	BR
74.80555	34.08565	2013-05-29	average	Srinagar	IN
123.17306	41.27194	2016/11/22	average	Liaoyang	CN
14.51472	35.89972	2021/08/23	maintenance	Valletta	MT
-93.71133	41.57721	06/15/2014, 00:00:00	excellent	West Des Moines	US
-60.1831	46.1351	13 Dec 2018	excellent	Sydney	CA
112.73333	38.40917	13 Aug 2013	accep	Xinzhou	CN
-37.03861	-10.90889	2018-07-30	average	Barra dos Coqueiros	BR
24.75	55.25	03/22/2017, 00:00:00	average	Ukmerge	LT
78.25795	9.82564	2022-06-13	good	Tiruppuvanam	IN
0.47713	51.39323	21 Oct 2014	maintenance	Strood	GB
117.55417	34.86472	27 May 2015	maintenance	Zaozhuang	CN
72.93924	18.87813	2016-05-29	building	Uran	IN
-73.89125	40.67705	14 Apr 2022	maintenance	Cypress Hills	US
104.64992	14.64056	2015-05-25	good	Kantharalak	TH
12.16179	48.52961	02 Jan 2021	excellent	Landshut	DE
9.15013	13.70727	2012-12-08	average	Mirriah	NE
-83.55521	41.66394	2017-06-01	good	Toledo	US
88.28637	23.07492	27 Sep 2016	good	Pandua	IN
5.55575	46.67535	08/13/2021, 00:00:00	maintenance	Lons-le-Saunier	FR
118.53333	27.92333	04 Apr 2015	average	Pucheng	CN
9.85	53.63333	10/06/2019, 00:00:00	average	Halstenbek	DE
-1.29243	53.49389	02/08/2019, 00:00:00	excellent	Mexborough	GB
-6.00137	33.42585	14 Jan 2020	building	Oulmes	MA
-71.19901	-30.60106	04/29/2014, 00:00:00	accep	Ovalle	CL
35.96944	56.03361	10/20/2018, 00:00:00	accep	Volokolamsk	RU
145.18333	-37.9	06/24/2014, 00:00:00	maintenance	Wheelers Hill	AU
29.41824	45.99194	08/11/2018, 00:00:00	excellent	Artsyz	UA
-81.24441	23.15678	23 Jun 2016	accep	Varadero	CU
36.7138	35.95664	13 Sep 2018	good	Binnish	SY
-81.26367	28.90054	13 Jun 2020	average	Deltona	US
89.11943	23.9028	01/28/2015, 00:00:00	building	Kushtia	BD
-62.64102	8.35122	04/11/2021, 00:00:00	accep	Ciudad Guayana	VE
-70.20749	8.62261	07 Mar 2016	average	Barinas	VE
4.52529	50.71229	29 Oct 2016	good	Rixensart	BE
65.50917	44.85278	08/26/2017, 00:00:00	average	Kyzylorda	KZ
20.91361	41.92361	02 Aug 2018	accep	Bogovinje	MK
-77.37331	37.60876	2015/01/15	average	Mechanicsville	US
2.1699	48.98994	2022-02-13	average	Herblay	FR
65.93249	36.21544	09/17/2015, 00:00:00	accep	Sar-e Pul	AF
4.86667	45.51667	04 Apr 2014	excellent	Vienne	FR
28.19028	59.37722	2015-08-23	good	Narva	EE
-65.71875	-21.44345	25 May 2017	excellent	Tupiza	BO
29.00974	-24.19436	2013-06-02	accep	Mokopane	ZA
-97.50417	25.87972	2015-12-18	average	Heroica Matamoros	MX
73.97117	31.96258	04/27/2013, 00:00:00	maintenance	Naushahra Virkan	PK
3.47717	36.76639	29 Jul 2016	building	Boumerdas	DZ
-82.35176	27.71809	2018-09-10	good	Sun City Center	US
-51.87389	-23.44361	2014-12-20	accep	Sarandi	BR
100.24529	5.4709	10/22/2020, 00:00:00	building	Batu Feringgi	MY
1.15597	51.78967	2022-09-03	good	Clacton-on-Sea	GB
-2.68333	43.31667	08 Jan 2021	maintenance	Gernika-Lumo	ES
109.3243	-7.0981	2016/01/03	accep	Randudongkal	ID
70.96699	30.46907	2017-11-01	accep	Kot Addu	PK
85.83334	20.88197	2018/11/05	average	Bhuban	IN
44.7662	40.49748	2020/02/05	good	Hrazdan	AM
-104.22884	32.42067	2012-11-21	excellent	Carlsbad	US
12.1369	51.04962	10/29/2015, 00:00:00	accep	Zeitz	DE
-84.67837	34.06635	2017-03-27	excellent	Acworth	US
77.24779	10.58806	2015/01/09	accep	Udumalaippettai	IN
-94.41551	39.09112	01/27/2018, 00:00:00	good	Independence	US
86.59611	25.87498	20 Jul 2019	maintenance	Saharsa	IN
-0.36053	51.64316	2021-02-26	maintenance	Bushey	GB
114.51667	33.78333	12 Jun 2015	building	Wacheng	CN
28.28489	48.15659	22 Feb 2014	excellent	Soroca	MD
4.47124	51.95838	2022/04/09	good	Schiebroek	NL
-76.88442	40.2737	2014/02/12	excellent	Harrisburg	US
4.21372	51.12794	2017/10/28	excellent	Temse	BE
-4.10734	38.68712	10/15/2014, 00:00:00	excellent	Puertollano	ES
60.8019	56.9083	09/17/2014, 00:00:00	average	Beryozovsky	RU
69.49015	56.11281	2019/08/30	good	Ishim	RU
-122.40433	37.71715	04 Feb 2016	building	Visitacion Valley	US
101.96857	4.88441	2020/11/04	good	Gua Musang	MY
7.20769	50.80019	2017/02/13	accep	Siegburg	DE
124.84472	10.13361	07/07/2021, 00:00:00	excellent	Maasin	PH
68.11759	26.9423	2019/01/01	excellent	Tharu Shah	PK
-73.97069	40.64621	06 Nov 2018	maintenance	Kensington	US
-9.24671	38.72706	18 Apr 2021	accep	Carnaxide	PT
20.89389	42.62833	09 Apr 2022	building	Glogovac	XK
137.4	34.81667	2021-02-25	accep	Toyokawa	JP
19.61222	44.97639	2014/12/02	accep	Sremska Mitrovica	RS
110.8405	-6.8048	11/26/2013, 00:00:00	excellent	Kudus	ID
120.82747	37.30553	29 Dec 2019	good	Zhuangyuan	CN
9.02596	48.21644	2014/11/04	excellent	Albstadt	DE
116.82887	-1.26753	10/26/2016, 00:00:00	good	Balikpapan	ID
10.58082	35.72917	2021-12-17	average	Msaken	TN
-81.79819	41.48199	2013-08-19	excellent	Lakewood	US
2.18247	41.41204	2015/02/03	excellent	el Camp de l'Arpa del Clot	ES
2.25	50.75	03/20/2015, 00:00:00	excellent	Saint-Omer	FR
-1.325	38.47917	28 Mar 2016	accep	Jumilla	ES
-82.35176	27.71809	2015/03/24	maintenance	Sun City Center	US
10.03478	37.16911	2018-06-12	maintenance	El Alia	TN
8.51667	51.88333	10/30/2021, 00:00:00	good	Verl	DE
99.1625	3.3285	2018/01/05	building	Tebingtinggi	ID
38.66667	-6.25	2019-03-17	good	Mvomero	TZ
136.51667	35	2022-08-02	good	Komono	JP
-80.58556	22.98212	2016-10-18	accep	Corralillo	CU
48.26258	33.86419	07/12/2015, 00:00:00	accep	Aleshtar	IR
8.86374	44.89784	2020/12/07	good	Tortona	IT
-7.35	53.53333	09 Mar 2020	excellent	An Muileann gCearr	IE
1.6	43.11667	11/15/2013, 00:00:00	maintenance	Pamiers	FR
117.55417	34.86472	02 Sep 2018	average	Zaozhuang	CN
-1.06667	53.78333	2019-12-03	excellent	Selby	GB
4.07601	50.88506	2019/11/28	accep	Denderleeuw	BE
18.30056	50.5107	23 Jun 2019	accep	Strzelce Opolskie	PL
-97.90308	31.12406	05/12/2022, 00:00:00	good	Copperas Cove	US
15.16554	-4.5833	12/31/2014, 00:00:00	excellent	Kasangulu	CD
120.33063	37.65181	11/18/2015, 00:00:00	excellent	Longgang	CN
16.91667	-21.98333	12/20/2012, 00:00:00	accep	Okahandja	NA
28.28489	48.15659	2013-09-09	building	Soroca	MD
-86.58208	13.48082	2020-08-06	maintenance	Somoto	NI
3.47717	36.76639	2013/07/13	good	Boumerdas	DZ
77.656	28.71271	11 Dec 2018	average	Pilkhua	IN
9.32241	44.31771	2019-04-11	excellent	Chiavari	IT
-71.06616	42.4251	2020/02/22	maintenance	Malden	US
-87.65644	41.80753	2020/03/21	good	New City	US
37.73333	-4.06667	2017/11/23	excellent	Same	TZ
5.23333	52.09	2020/12/11	average	Zeist	NL
44.7662	40.49748	2014-11-10	maintenance	Hrazdan	AM
68.49143	25.80565	2017/09/09	good	Bhit Shah	PK
-73.89125	40.67705	09/24/2017, 00:00:00	accep	Cypress Hills	US
-86.58208	13.48082	2016/04/11	good	Somoto	NI
34.33825	53.59782	2014-05-29	accep	Dyat’kovo	RU
0.75	52.41667	09/08/2018, 00:00:00	excellent	Thetford	GB
140.73667	41.77583	2012/10/02	excellent	Hakodate	JP
-79.59415	-2.13404	2017/11/21	average	Milagro	EC
-82.61573	41.24255	09 Feb 2015	building	Norwalk	US
133.42825	45.47885	10 Oct 2019	accep	Lesozavodsk	RU
-2.12139	52.48173	09 Nov 2013	good	Brierley Hill	GB
138.31667	36.65	2012/11/09	good	Suzaka	JP
31.33078	47.56494	04/07/2014, 00:00:00	good	Voznesensk	UA
