location	station	longitude	latitude	revision	QoS
Europe/Moscow	Tver	35.90057	56.85836	2021-06-06	good
Europe/Moscow	Bogoroditsk	38.12408	53.77166	02/03/2016, 00:00:00	building
Europe/Madrid	Amposta	0.57856	40.70995	2021/05/09	good
America/Chicago	Fairview Heights	-89.99038	38.58894	2021-12-14	excellent
Australia/Melbourne	Frankston South	145.13643	-38.16604	2014/07/14	accep
America/Phoenix	Gilbert	-111.78903	33.35283	24 Nov 2013	average
Europe/Kiev	Shepetivka	27.06365	50.18545	06/06/2019, 00:00:00	average
Asia/Tokyo	Okegawa	139.55722	36	11/18/2018, 00:00:00	average
America/Sao_Paulo	Imbituba	-48.67028	-28.24	01/05/2014, 00:00:00	accep
Asia/Kolkata	Dalsingh Sarai	85.83636	25.66795	2021/05/17	excellent
Asia/Kolkata	Aklera	76.56719	24.41288	05/04/2016, 00:00:00	average
Asia/Yangon	Myawadi	98.50893	16.68911	2017/12/30	average
Asia/Yekaterinburg	Ozersk	60.70278	55.75556	27 Dec 2017	good
Europe/Istanbul	Serinhisar	29.26639	37.58105	07/28/2018, 00:00:00	average
Europe/Berlin	Wesseling	6.9747	50.82709	05/20/2013, 00:00:00	average
Asia/Kolkata	Sojat	73.66633	25.92493	2021-08-26	excellent
Europe/Moscow	Naro-Fominsk	36.73307	55.38752	2014/10/02	average
Asia/Damascus	Tadmur	38.28402	34.5624	2020-07-17	maintenance
America/New_York	West Chester	-75.60804	39.96097	2013/04/25	excellent
Europe/Moscow	Gavrilov-Yam	39.85331	57.30185	2014-10-23	excellent
Europe/Moscow	Severodvinsk	39.8302	64.5635	04/10/2014, 00:00:00	excellent
America/Panama	Veracruz	-79.62603	8.88988	2016/06/17	accep
America/Chicago	Schererville	-87.45476	41.47892	02 May 2014	average
Africa/Casablanca	Oulmes	-6.00137	33.42585	18 Jan 2014	excellent
America/Chicago	Hueytown	-86.99666	33.45122	10 Nov 2013	excellent
Asia/Yekaterinburg	Kachkanar	59.4839	58.7002	2014-11-08	excellent
Europe/Rome	Cordenons	12.70038	45.9836	2017-08-04	excellent
Europe/Paris	Rueil-Malmaison	2.18967	48.8765	02/19/2019, 00:00:00	maintenance
Europe/Chisinau	Soroca	28.28489	48.15659	28 Aug 2021	excellent
Europe/Prague	Most	13.63617	50.50301	13 Jun 2022	average
Europe/Amsterdam	Schiebroek	4.47124	51.95838	01/03/2018, 00:00:00	excellent
America/Mexico_City	Acayucan	-94.91386	17.94979	20 Jul 2019	accep
Europe/London	Lymington	-1.5443	50.75767	05/20/2022, 00:00:00	good
America/Port_of_Spain	Port of Spain	-61.51889	10.66668	10/20/2021, 00:00:00	excellent
Europe/Paris	Saint-Omer	2.25	50.75	2016/02/21	accep
Europe/Berlin	Landshut	12.16179	48.52961	07/30/2016, 00:00:00	average
Europe/Istanbul	Gaziantep	37.3825	37.05944	2020-11-09	good
Asia/Tehran	Darreh Shahr	47.3799	33.14447	07/24/2018, 00:00:00	average
Africa/Douala	Idenao	9.00472	4.2475	2013/03/21	maintenance
Asia/Tehran	Aleshtar	48.26258	33.86419	2012/10/20	good
America/Managua	Jinotepe	-86.19903	11.84962	2016-06-29	average
Europe/Rome	Perugia	12.38878	43.1122	2014/09/18	good
Europe/Rome	Catania	15.07041	37.49223	31 Mar 2015	accep
Indian/Reunion	Saint-Denis	55.4504	-20.88231	04/05/2022, 00:00:00	accep
Asia/Kolkata	Robertsonpet	78.27539	12.95629	02/14/2014, 00:00:00	good
Africa/Lagos	Gaya	9.0027	11.86064	09/25/2017, 00:00:00	excellent
Europe/Berlin	Dahlem	13.28702	52.4581	2018-04-29	maintenance
Africa/Nairobi	Busia	34.11169	0.46005	2018-12-04	building
Asia/Manila	Masbate	123.62494	12.37169	01/21/2018, 00:00:00	average
Europe/Paris	Montpellier	3.87723	43.61092	2015-06-12	good
America/Sao_Paulo	Guapimirim	-42.98194	-22.53722	2017/07/03	average
Europe/Lisbon	Custoias	-7.32097	41.1053	2017/08/23	good
Asia/Tokyo	Toba	136.84186	34.4833	2015-12-06	good
Asia/Shanghai	Pingyi	117.63083	35.50056	2017/01/16	excellent
Europe/Paris	Bron	4.91667	45.73333	02/06/2014, 00:00:00	accep
America/New_York	Punta Gorda Isles	-82.07842	26.91756	2016-03-10	average
America/Toronto	Markham	-79.2663	43.86682	09/20/2021, 00:00:00	good
America/Los_Angeles	Davis	-121.74052	38.54491	11/27/2013, 00:00:00	maintenance
Europe/Amsterdam	Oldenzaal	6.92917	52.31333	04/11/2015, 00:00:00	maintenance
Asia/Karachi	Kanganpur	74.12286	30.76468	03/07/2014, 00:00:00	average
Asia/Shanghai	Yingkou	122.22833	40.66482	2016/04/29	accep
Europe/Madrid	Leioa	-2.98884	43.32686	05 Feb 2022	excellent
Europe/London	Belper	-1.48119	53.0233	05/24/2013, 00:00:00	average
Europe/Berlin	Walsrode	9.5926	52.86147	02/14/2014, 00:00:00	excellent
Asia/Tehran	Nowshahr	51.49621	36.64852	08 Feb 2015	good
Europe/Minsk	Vitebsk	30.2049	55.1904	2020/04/23	excellent
America/Bogota	El Copey	-73.9614	10.15031	06 Mar 2021	excellent
Europe/Istanbul	Sungurlu	34.37389	40.1675	2022/08/22	good
Europe/Madrid	Palafrugell	3.1631	41.91738	05/13/2020, 00:00:00	excellent
Asia/Shanghai	Hushitai	123.50266	41.94175	2019/10/17	excellent
Australia/Sydney	Nowra	150.60036	-34.88422	2013/01/10	building
Europe/London	Inverness	-4.22398	57.47908	01/18/2020, 00:00:00	accep
Asia/Jakarta	Ngemplak	110.71639	-7.54972	2015-02-26	excellent
Asia/Shanghai	Changzhi	111.73861	35.20889	2020-01-20	maintenance
Asia/Jakarta	Diwek	112.23109	-7.57897	2017/03/04	average
Europe/London	East Dereham	0.93333	52.68333	2021-09-11	good
America/Sao_Paulo	Valinhos	-46.99583	-22.97056	2020-03-09	average
Asia/Tehran	Shahre Jadide Andisheh	51.0193	35.6803	2013-08-01	building
Europe/Berlin	Weimar	11.32903	50.9803	2017/05/27	accep
Europe/Paris	Arles	4.63031	43.67681	2014-01-16	average
Europe/Moscow	Krymsk	37.99117	44.92934	2022/03/27	accep
Asia/Kolkata	Pilkhua	77.656	28.71271	2015/12/04	building
America/New_York	Front Royal	-78.19444	38.91817	30 Jan 2018	accep
Asia/Shanghai	Longgang	120.33063	37.65181	2015-07-20	accep
America/New_York	Acworth	-84.67837	34.06635	04/09/2021, 00:00:00	building
America/Fortaleza	Barras	-42.29444	-4.24444	2022/03/06	building
America/New_York	Bridgeport	-73.20483	41.16704	02/22/2017, 00:00:00	good
America/Havana	Varadero	-81.24441	23.15678	2014-04-23	maintenance
Asia/Kuala_Lumpur	Batu Feringgi	100.24529	5.4709	01 May 2017	accep
America/Denver	Ken Caryl	-105.11221	39.57582	2018/04/28	maintenance
Asia/Yekaterinburg	Ishim	69.49015	56.11281	2019-07-11	building
Europe/Berlin	Hofheim am Taunus	8.4493	50.09019	06 Mar 2020	excellent
America/New_York	Utica	-75.23266	43.1009	2015/09/03	good
America/New_York	Leland	-78.04471	34.25628	18 Mar 2015	excellent
America/Sao_Paulo	Guapimirim	-42.98194	-22.53722	23 Mar 2013	average
America/Chicago	Rolla	-91.77127	37.95143	2018/05/27	maintenance
Asia/Tehran	Aleshtar	48.26258	33.86419	2018/04/06	excellent
Asia/Kolkata	Sirsi	74.83554	14.62072	11/25/2013, 00:00:00	maintenance
America/Los_Angeles	Bothell West	-122.24064	47.80527	2017-09-25	maintenance
Europe/Moscow	Shushary	30.38167	59.80917	07/17/2013, 00:00:00	building
America/Toronto	Beaconsfield	-73.86586	45.43341	2022-01-12	maintenance
Africa/Tunis	Siliana	9.37082	36.08497	2020/09/23	average
Europe/Samara	Otradnyy	51.3452	53.37596	2018/12/25	accep
Asia/Yekaterinburg	Izluchinsk	76.92421	60.97944	2014/02/07	excellent
America/Chicago	Evergreen Park	-87.70172	41.72059	07/08/2021, 00:00:00	accep
Europe/Lisbon	Carnaxide	-9.24671	38.72706	2017-07-12	average
Asia/Manila	San Jose	121.06761	12.35275	06/28/2015, 00:00:00	good
Europe/Skopje	Bogovinje	20.91361	41.92361	01/15/2014, 00:00:00	excellent
America/Chicago	Palestine	-95.63079	31.76212	2020/10/20	accep
America/Chicago	Rolla	-91.77127	37.95143	11/01/2015, 00:00:00	building
Africa/Algiers	Bordj Zemoura	4.85668	36.27462	10 Aug 2021	accep
Asia/Kolkata	Dombivli	73.08333	19.21667	25 Feb 2022	excellent
Europe/Madrid	Tudela	-1.60452	42.06166	29 Jun 2020	average
Africa/Bangui	Carnot	15.87735	4.94273	2021/11/03	excellent
America/Argentina/Tucuman	Aguilares	-65.61427	-27.4338	08/27/2016, 00:00:00	maintenance
America/Chicago	Bourbonnais	-87.88754	41.15376	31 Jan 2020	excellent
Asia/Kolkata	Dharmapuri	78.15794	12.1277	2013-03-09	excellent
Europe/Paris	Le Chesnay	2.12213	48.8222	09/27/2020, 00:00:00	average
Asia/Kolkata	Diamond Harbour	88.18466	22.19303	2021/05/25	maintenance
Europe/Paris	Dax	-1.05366	43.71032	12/10/2016, 00:00:00	good
Europe/Prague	Most	13.63617	50.50301	05 Oct 2019	excellent
Europe/London	Selby	-1.06667	53.78333	2014/07/24	excellent
America/Port_of_Spain	Port of Spain	-61.51889	10.66668	29 Sep 2016	accep
Europe/Rome	Portogruaro	12.84052	45.78071	2016/06/25	average
Asia/Jakarta	Labuhan Deli	98.6738	3.7278	07 Feb 2017	excellent
America/Maceio	Lagarto	-37.65	-10.91722	2022/08/08	average
Europe/Madrid	Segundo Ensanche	-1.64295	42.8139	2013-08-08	excellent
Europe/Paris	Bar-le-Duc	5.16108	48.77275	08 May 2016	building
Europe/Brussels	Lille	4.82313	51.24197	08 Aug 2016	accep
America/Mexico_City	Zacoalco de Torres	-103.5687	20.22816	19 Dec 2016	excellent
Europe/Berlin	Gifhorn	10.5511	52.47774	2019/01/24	building
Africa/Cairo	Alexandria	29.91582	31.20176	22 Apr 2019	excellent
Asia/Kolkata	Haldwani	79.5286	29.22254	01/29/2013, 00:00:00	good
Asia/Shanghai	Ulanhot	122.08333	46.08333	05/17/2022, 00:00:00	accep
Asia/Yekaterinburg	Kuvandyk	57.3552	51.4781	29 Nov 2019	excellent
Europe/Istanbul	Mardin	40.74357	37.31309	2018/04/14	excellent
Asia/Kolkata	Kashipur	78.95693	29.21399	2017-03-22	accep
Asia/Kolkata	Talipparamba	75.35927	12.04161	08 Nov 2015	accep
Asia/Irkutsk	Ulan-Ude	107.60627	51.82721	12/16/2021, 00:00:00	building
Europe/Berlin	Marburg an der Lahn	8.77069	50.80904	2017/12/07	excellent
America/Bogota	Honda	-74.73584	5.20856	06 Jul 2021	good
Asia/Manila	Recodo	121.96361	6.95194	2022/01/01	accep
America/Argentina/Buenos_Aires	Chacabuco	-60.47389	-34.64167	02/16/2021, 00:00:00	excellent
Europe/Berlin	Bad Honnef	7.2278	50.64336	2019/03/03	good
Asia/Jakarta	Jambi City	103.61667	-1.6	22 May 2013	average
Europe/Berlin	Bad Segeberg	10.30215	53.94313	2017-10-23	good
Europe/Lisbon	Albufeira	-8.2503	37.08819	03/22/2016, 00:00:00	good
Africa/Tunis	Beni Khiar	10.78222	36.46917	2022/01/27	average
Asia/Yangon	Myawadi	98.50893	16.68911	11/15/2018, 00:00:00	excellent
Africa/Accra	Mampong	-1.4001	7.06273	05/27/2018, 00:00:00	good
America/Denver	Carlsbad	-104.22884	32.42067	10/10/2014, 00:00:00	average
America/New_York	Jersey City	-74.07764	40.72816	31 Dec 2017	accep
Asia/Tokyo	Gero	137.23333	35.8	2016/11/25	excellent
Africa/Accra	Mampong	-1.4001	7.06273	02/03/2021, 00:00:00	average
America/Chicago	Schererville	-87.45476	41.47892	2021-09-27	accep
Africa/Tunis	Beni Khiar	10.78222	36.46917	29 May 2020	maintenance
America/Chicago	Grand Forks	-97.03285	47.92526	24 Jun 2015	average
Europe/Rome	Agrigento	13.57661	37.31065	2020-11-24	average
Europe/Rome	Chiavari	9.32241	44.31771	19 Dec 2013	accep
America/Matamoros	Heroica Matamoros	-97.50417	25.87972	21 Jul 2020	maintenance
Asia/Kolkata	Uran	72.93924	18.87813	2015/05/26	good
Europe/Paris	Bobigny	2.45012	48.90982	21 Dec 2014	accep
America/Bahia	Muritiba	-39.25	-12.91667	15 Dec 2018	maintenance
Asia/Kolkata	Patti	74.85849	31.28092	2013-12-16	maintenance
America/Boise	Nampa	-116.56346	43.54072	03 Mar 2015	accep
Asia/Kuala_Lumpur	Gua Musang	101.96857	4.88441	2020/04/12	average
Asia/Kolkata	Adra	86.68363	23.49668	2018/09/05	average
Africa/Lagos	Biu	12.19458	10.61285	2021/03/11	excellent
Asia/Tokyo	Shimotoda	139.6853	35.815	29 Aug 2013	accep
Europe/Madrid	Talavera de la Reina	-4.83076	39.96348	18 Mar 2016	good
Europe/Vilnius	Ukmerge	24.75	55.25	08/07/2017, 00:00:00	accep
America/Argentina/Tucuman	Aguilares	-65.61427	-27.4338	08/17/2017, 00:00:00	maintenance
Asia/Tokyo	Yao	135.6	34.61667	07/11/2019, 00:00:00	maintenance
America/Chicago	Ada	-96.67834	34.77453	15 Aug 2016	excellent
Asia/Riyadh	Al Jubayl	49.62251	27.0174	13 Sep 2020	excellent
America/Indiana/Indianapolis	Granger	-86.11084	41.75338	07/23/2019, 00:00:00	accep
Australia/Melbourne	Carnegie	145.06667	-37.88333	11/11/2018, 00:00:00	accep
America/New_York	Sun City Center	-82.35176	27.71809	17 Jul 2014	excellent
America/Havana	Varadero	-81.24441	23.15678	09/26/2013, 00:00:00	excellent
America/Lima	Chosica	-76.70944	-11.94306	08/03/2013, 00:00:00	average
Europe/Berlin	Verl	8.51667	51.88333	03 Aug 2022	building
Europe/Paris	Valence	4.8951	44.92801	03/03/2019, 00:00:00	accep
Europe/Moscow	Roslavl’	32.86389	53.95278	05/22/2022, 00:00:00	average
Europe/Madrid	Novelda	-0.76773	38.38479	2021-04-14	accep
Europe/Tallinn	Narva	28.19028	59.37722	17 May 2020	accep
Asia/Kuala_Lumpur	Batu Feringgi	100.24529	5.4709	2016-11-07	maintenance
America/New_York	Front Royal	-78.19444	38.91817	03/13/2018, 00:00:00	good
America/Mexico_City	San Lorenzo Acopilco	-99.32556	19.32889	2017-07-10	accep
Europe/Lisbon	Carnaxide	-9.24671	38.72706	01/01/2014, 00:00:00	good
Europe/Rome	Villabate	13.44275	38.07789	18 May 2013	accep
America/Chicago	Vestavia Hills	-86.78777	33.44872	2020-11-10	accep
Asia/Irkutsk	Ulan-Ude	107.60627	51.82721	2015/06/03	accep
Africa/Algiers	Thenia	3.55665	36.72544	2022/05/27	excellent
Australia/Sydney	Strathfield	151.07986	-33.88096	04 Sep 2018	average
Europe/Paris	Pamiers	1.6	43.11667	10 Oct 2021	excellent
America/Puerto_Rico	Aguadilla	-67.15407	18.42745	27 Oct 2018	average
Africa/Algiers	El Achir	4.62744	36.06386	14 Feb 2019	excellent
Africa/Tunis	Msaken	10.58082	35.72917	2019-10-30	building
Europe/London	Poulton-le-Fylde	-2.98333	53.83333	2021/12/29	accep
Europe/Berlin	Albstadt	9.02596	48.21644	11/16/2014, 00:00:00	good
Europe/Madrid	Ferrol	-8.2194	43.48961	04/01/2020, 00:00:00	excellent
Asia/Kolkata	Periyakulam	77.54372	10.12268	2019/05/17	building
Africa/Maputo	Maxixe	35.34722	-23.85972	2022-08-24	accep
Africa/Lagos	Kafanchan	8.2926	9.58126	2021/05/15	average
Asia/Karachi	Alipur	70.91106	29.38242	24 Oct 2013	excellent
America/New_York	Fayetteville	-78.87836	35.05266	2015/12/30	average
Europe/Moscow	Danilov	40.17171	58.1908	24 Jul 2015	average
Africa/Dar_es_Salaam	Magomeni	39.25	-6.8	29 Sep 2019	accep
Asia/Bangkok	Bua Yai	102.42587	15.58552	25 May 2019	accep
Asia/Shanghai	Pingyi	117.63083	35.50056	05/31/2021, 00:00:00	good
Asia/Shanghai	Jiangyan	120.14278	32.50611	2013/12/20	average
Europe/London	High Wycombe	-0.74934	51.62907	23 Jun 2020	building
Asia/Kolkata	Elamanchili	82.85749	17.54907	2013-04-13	excellent
Asia/Shanghai	Foshan	113.13148	23.02677	06/01/2020, 00:00:00	good
America/Los_Angeles	Keizer	-123.02621	44.99012	2016/03/12	maintenance
Europe/Berlin	Kirchlengern	8.63333	52.2	31 Oct 2012	maintenance
Asia/Urumqi	Hoxtolgay	86.00214	46.51872	11/18/2013, 00:00:00	maintenance
Asia/Shanghai	Jingzhou	112.19028	30.35028	2014/03/15	average
Europe/Moscow	Kovylkino	43.91385	54.03876	23 Mar 2021	accep
Asia/Shanghai	Taozhuang	117.33333	34.85	04/16/2016, 00:00:00	excellent
Europe/London	Belper	-1.48119	53.0233	06/13/2013, 00:00:00	average
America/New_York	Leland	-78.04471	34.25628	10/24/2017, 00:00:00	excellent
Europe/London	Newbury	-1.32471	51.40148	2022/08/07	building
America/Mexico_City	Oaxaca	-96.72365	17.06542	2016-05-14	excellent
Asia/Kolkata	Jashpurnagar	84.13864	22.88783	06/26/2021, 00:00:00	excellent
Asia/Shanghai	Nanpiao	120.74792	41.09822	03 Jun 2018	average
Europe/London	Chapletown	-1.47217	53.46506	23 Sep 2017	excellent
America/New_York	Venice	-82.45426	27.09978	02/05/2017, 00:00:00	good
America/New_York	Port Richmond	-74.13653	40.63316	2021-02-08	average
Europe/London	Thetford	0.75	52.41667	2018-01-14	building
America/Chicago	Fairview Heights	-89.99038	38.58894	2016/09/05	building
Europe/Sofia	Aytos	27.25	42.7	04 Mar 2020	average
America/Mexico_City	Teziutlan	-97.35992	19.8173	28 Sep 2020	good
America/Fortaleza	Guaraciaba do Norte	-40.7475	-4.16694	03/03/2017, 00:00:00	accep
Asia/Kolkata	Periyakulam	77.54372	10.12268	2019/01/16	good
Asia/Shanghai	Changzhi	111.73861	35.20889	2013/09/29	maintenance
America/Santiago	San Bernardo	-70.6996	-33.59217	25 Sep 2017	good
America/New_York	Dumont	-73.99681	40.94065	2013-06-12	average
Europe/Sofia	Smolyan	24.71204	41.57439	2022-03-12	good
America/Argentina/Cordoba	Rafaela	-61.4867	-31.25033	14 Oct 2019	accep
Asia/Kolkata	Periyakulam	77.54372	10.12268	2015/10/17	maintenance
America/New_York	Lutz	-82.46148	28.15112	2020/02/07	excellent
Europe/Paris	Talence	-0.59543	44.80477	2015-02-14	excellent
Africa/Dar_es_Salaam	Mvomero	38.66667	-6.25	2015/09/03	excellent
Europe/Berlin	Friedberg	10.98461	48.35693	04/11/2014, 00:00:00	excellent
Asia/Shanghai	Jiangyan	120.14278	32.50611	28 Feb 2022	average
America/Los_Angeles	Indio	-116.21677	33.7207	28 Jan 2021	average
Asia/Tokyo	Kamakura	139.55028	35.30889	2012-11-25	excellent
America/Chicago	Pekin	-89.64066	40.56754	2022-03-28	average
Europe/Berlin	Bensheim	8.61839	49.68369	2016/08/18	excellent
Asia/Shanghai	Changzhi	111.73861	35.20889	04/25/2019, 00:00:00	accep
Asia/Kolkata	Barpeta	91.00632	26.32293	2013-07-20	accep
Europe/Helsinki	Kallio	24.95034	60.18427	11/13/2017, 00:00:00	excellent
Asia/Kolkata	Teghra	85.94001	25.49043	12/07/2020, 00:00:00	accep
Asia/Kolkata	Gariadhar	71.57737	21.53889	06/27/2015, 00:00:00	average
America/Los_Angeles	Encinitas	-117.29198	33.03699	2014-03-08	accep
America/Toronto	Dorval	-73.75335	45.4473	11/05/2015, 00:00:00	building
America/New_York	Gainesville	-82.32483	29.65163	22 Aug 2018	maintenance
Europe/Moscow	Tver	35.90057	56.85836	2022/07/20	building
Asia/Karachi	Kot Addu	70.96699	30.46907	20 Sep 2019	average
Asia/Kolkata	Narwar	77.9129	25.6439	31 Aug 2021	excellent
America/New_York	Thomasville	-80.08199	35.88264	06/03/2015, 00:00:00	average
America/Chicago	Lino Lakes	-93.08883	45.16024	10 Aug 2022	accep
Europe/Amsterdam	Zeist	5.23333	52.09	2017-07-16	average
Asia/Tehran	Isfahan	51.67462	32.65246	06 Feb 2017	accep
Australia/Perth	Willetton	115.88782	-32.05251	21 Apr 2021	excellent
Asia/Karachi	Naushahra Virkan	73.97117	31.96258	2018/03/30	average
Asia/Manila	Santa Catalina	122.8637	9.3337	2020/11/23	good
Asia/Shanghai	Changshu City	120.74221	31.64615	2021/10/05	excellent
America/Los_Angeles	Riverbank	-120.93549	37.73604	23 Oct 2012	good
America/Belem	Soure	-48.52333	-0.71667	11/06/2016, 00:00:00	good
Europe/Moscow	Kolomyagi	30.28491	60.02427	03/15/2018, 00:00:00	good
America/New_York	Fort Washington	-77.02303	38.70734	2020/05/14	good
Europe/Kiev	Hlukhiv	33.9162	51.67822	2014/12/14	maintenance
Europe/Berlin	Gifhorn	10.5511	52.47774	2015-09-04	building
Europe/Bratislava	Hlohovec	17.8031	48.43174	2017/11/04	building
Asia/Tokyo	Namerikawa	137.36215	36.75965	02/03/2018, 00:00:00	building
Asia/Kolkata	Bachhraon	78.23456	28.92694	2016-06-26	accep
America/Chicago	Grand Forks	-97.03285	47.92526	22 Mar 2016	building
America/Los_Angeles	South Whittier	-118.03917	33.95015	09 Sep 2014	good
Asia/Colombo	Hendala	79.883	6.9909	2012-10-26	good
Asia/Shanghai	Changshu City	120.74221	31.64615	2021/12/31	building
Pacific/Port_Moresby	Mount Hagen	144.23058	-5.85746	12 Apr 2013	good
America/Indiana/Indianapolis	Greenfield	-85.76942	39.78504	2021-12-14	excellent
Europe/Paris	Montpellier	3.87723	43.61092	2016-08-31	good
Europe/Minsk	Dobrush	31.3237	52.4089	02/01/2021, 00:00:00	accep
America/New_York	Morningside Heights	-73.9625	40.81	2014/08/31	accep
Africa/Kinshasa	Kasangulu	15.16554	-4.5833	2014/04/09	good
Europe/Paris	Quimper	-4.1	48	2018-11-09	excellent
America/Los_Angeles	Indio	-116.21677	33.7207	05 Aug 2013	good
America/Maceio	Lagarto	-37.65	-10.91722	26 Sep 2013	good
America/New_York	Dublin	-82.90375	32.54044	06/13/2022, 00:00:00	excellent
Europe/Rome	Ventimiglia	7.60872	43.78956	2019-10-08	average
Asia/Jakarta	Tebingtinggi	99.1625	3.3285	2013/12/05	accep
Asia/Kolkata	Alwaye	76.35484	10.10649	05 Jun 2021	average
America/New_York	Yonkers	-73.89875	40.93121	2018/11/27	excellent
America/El_Salvador	Ilopango	-89.10944	13.70167	2017-04-04	average
America/New_York	Boston	-71.05977	42.35843	2016/11/16	good
Europe/Madrid	el Camp de l'Arpa del Clot	2.18247	41.41204	2018/02/05	average
Europe/Belgrade	Negotin	22.53083	44.22639	2015/12/13	good
Asia/Aqtobe	Shalqar	59.6	47.83333	2018/11/14	maintenance
Asia/Shanghai	Zaozhuang	117.55417	34.86472	10/29/2019, 00:00:00	good
Asia/Damascus	Binnish	36.7138	35.95664	08 Aug 2020	accep
Europe/Berlin	Walsrode	9.5926	52.86147	2022/07/30	good
Asia/Kolkata	Sojat	73.66633	25.92493	01/02/2018, 00:00:00	accep
America/New_York	Waterbury	-73.0515	41.55815	01/18/2019, 00:00:00	building
Asia/Manila	Antipolo	121.12251	14.62578	09/01/2015, 00:00:00	excellent
America/New_York	East Haven	-72.86843	41.27621	21 Jan 2022	excellent
Asia/Tokyo	Ina	137.95378	35.82756	2017-08-24	excellent
Europe/London	Mexborough	-1.29243	53.49389	2021-12-29	maintenance
Asia/Yangon	Kyaikto	97.01124	17.30858	09 Jul 2016	building
America/Chicago	Copperas Cove	-97.90308	31.12406	03/20/2016, 00:00:00	excellent
Africa/Abidjan	Bonoua	-3.59625	5.27247	2019-11-27	accep
Asia/Tokyo	Hita	130.94098	33.3213	2020/02/17	good
America/Glace_Bay	Sydney	-60.1831	46.1351	04/27/2020, 00:00:00	accep
America/Bogota	Villa del Rosario	-72.47417	7.83389	02/27/2016, 00:00:00	average
Australia/Perth	Willetton	115.88782	-32.05251	07/31/2021, 00:00:00	excellent
Asia/Shanghai	Zaozhuang	117.55417	34.86472	09/11/2016, 00:00:00	building
Europe/Paris	Herblay	2.1699	48.98994	2013/09/09	average
Europe/Vienna	Sankt Peter	15.46667	47.05	10/12/2017, 00:00:00	building
Asia/Kolkata	Moga	75.16878	30.81383	26 Dec 2015	accep
Asia/Kolkata	Bhuban	85.83334	20.88197	30 Jul 2017	accep
Africa/Johannesburg	Standerton	29.24152	-26.93366	2013/04/24	average
Europe/Brussels	Denderleeuw	4.07601	50.88506	06 Jun 2015	accep
Asia/Dhaka	Kushtia	89.11943	23.9028	2017/06/20	excellent
America/Menominee	Iron River	-88.64235	46.09273	2019-06-16	good
America/Chicago	Pleasant Prairie	-87.93341	42.55308	2018-12-31	average
Asia/Tashkent	Parkent	69.67639	41.29444	05/15/2014, 00:00:00	building
Asia/Kolkata	Sheoganj	73.06784	25.13915	2014-09-04	accep
America/Lima	Iquitos	-73.25383	-3.74912	2016-04-07	good
America/Denver	Ken Caryl	-105.11221	39.57582	2016-09-02	accep
Asia/Krasnoyarsk	Lesosibirsk	92.48278	58.23583	10/21/2012, 00:00:00	building
America/Los_Angeles	Bothell	-122.2054	47.76232	07 Feb 2021	good
Africa/Windhoek	Okahandja	16.91667	-21.98333	11/02/2017, 00:00:00	average
America/New_York	Scotch Plains	-74.38987	40.65538	2021/12/15	accep
Asia/Yekaterinburg	Izluchinsk	76.92421	60.97944	2016-09-11	good
Europe/London	Hartley	0.30367	51.38673	10 Nov 2015	maintenance
America/New_York	Acworth	-84.67837	34.06635	16 Jun 2014	maintenance
Africa/Lagos	Kafanchan	8.2926	9.58126	06/14/2015, 00:00:00	good
America/Los_Angeles	Lompoc	-120.45794	34.63915	2018/04/25	good
