SO2	H2CO	PM2.5	TEMP	CFCs	NOx	PRES	warning	longitude	CO	Pb	O3	latitude	PAHs	C2H3NO5	PM10	NH3	CH4
10.79969	49.02358	8.05136	14.00539	64.96559	8.14878	1140.32402	1.00000	120.14278	5.30248	54.87410	9.55057	32.50611	8.47913	0.77938	6.77728	7.91118	7.41375
10.10791	35.45761	9.26930	12.16315	61.43552	7.14674	1056.29109	1.00000	14.66737	6.52444	40.08221	7.86205	41.55947	7.09479	1.20131	6.84810	7.50478	9.28218
8.65571	57.10910	5.95735	10.44899	75.25764	9.83387	1080.20111	1.00000	1.04945	9.35863	69.03560	7.00947	35.06544	8.60600	1.09672	7.25013	7.95123	11.39230
10.33486	61.32732	6.27705	38.35132	75.71697	6.54106	1120.77654	1.00000	112.19028	6.18061	47.12104	10.65897	30.35028	8.29800	1.51547	7.09795	8.74911	7.65497
9.12523	63.16340	9.65047	24.06196	79.72880	6.45981	1072.81406	0.00000	115.88782	11.36835	61.91610	7.62157	-32.05251	7.22550	1.29777	7.36551	8.54474	7.60488
12.62694	40.12164	6.44327	-6.12411	72.63877	7.46619	1127.88331	1.00000	28.67582	10.98078	38.39567	10.66082	40.98894	10.25189	3.75927	8.97086	7.83138	9.64164
12.06179	46.19732	9.34222	17.31710	67.37023	9.83079	1173.00150	0.00000	-85.76942	7.30971	43.54666	5.75576	39.78504	8.09135	1.40736	6.28128	7.13102	11.12973
9.45461	47.67976	7.32621	16.10184	68.67431	6.64340	1171.72418	1.00000	28.19028	8.41778	38.10523	9.00464	59.37722	8.52019	2.08292	8.11646	9.73314	5.13550
9.06765	51.45768	6.60567	6.83691	70.62410	8.99743	1179.11577	1.00000	111.73861	12.75930	45.23357	7.03045	35.20889	6.36225	0.63219	4.27071	8.23953	9.21190
9.17090	41.49111	7.87976	20.29971	65.25843	6.65435	1074.66868	1.00000	12.84052	4.87460		10.98304	45.78071	8.95613	1.47695	8.06581	8.54205	8.28288
9.91909	49.36256	8.03876	9.24842	58.46823	9.84542	1076.83053	1.00000	13.63617	9.71364	31.40565	9.74044	50.50301	6.39292	0.84094	6.04482	9.22788	8.38850
9.86577	66.21320	6.82114	3.59929	71.07609	6.98826	1061.29602	1.00000	-37.65	7.86858	16.02435	9.42696	-10.91722	8.06102	1.44432	7.56756	9.09973	5.51225
6.49957	59.41334	8.10892	10.91788	84.92855	9.47091	1193.20455	0.00000	33.9162	8.93046	45.95347	12.04196	51.67822	8.18351	11.55952	10.22102	7.68984	4.81929
9.14659	25.93200	10.02390	10.53295	66.96262	7.34721	1169.68592	0.00000	73.7553	12.08888	81.02272	7.35660	15.5439	8.67357	1.08244	6.84856	6.05424	8.74895
9.56542	54.10072	8.75065	5.85949	67.09699	8.71095	1192.03506	1.00000	-117.23991	4.27306	38.57731	10.65271	47.64995	8.88756	2.08329	8.16675	8.60561	7.14694
9.43738	56.41489	7.65757	19.46395	66.54869	6.60508	1140.78218	1.00000	8.86374	9.45521	33.96210	9.91892	44.89784	8.84039	1.06683	7.09628	8.98752	9.20647
7.72646	24.49133	8.96171	35.71757	70.61705	9.25906	1140.98102	0.00000	137.4	7.18391	38.70331		34.81667	8.93932	0.78824	6.20664	8.33682	6.89208
10.22143	56.34851	8.24575	8.64744	76.26212	7.76726	1066.57515	0.00000	-72.97261	4.88215	68.42789	7.00543	43.61062	8.07480	1.03610	5.92073	7.70557	9.06849
8.05824	59.28167	9.98671	16.15397	54.69522	8.47200	1147.04179	0.00000	-73.75335	9.02687	51.61583	6.20323	45.4473	7.60977	0.78496	6.96928	8.28248	8.69088
8.98971	46.75724	11.75203	1.54870	73.13871	7.38473	1069.29810	0.00000	2.18247	9.44138	43.56202	7.22611	41.41204	7.60869	3.76162	9.01373	6.77243	12.11974
12.08656	66.07499	6.14534	6.28623	57.78457	8.34500	1187.49450	1.00000	8.86374	8.16482	34.77109	11.54469	44.89784	10.69758	4.61347	9.20564	8.48931	10.18270
11.85607	52.52581	8.33633	7.71501		8.51201	1182.66046	1.00000	-75.23266	5.45045	46.63611	9.30433	43.1009	9.54672	1.59621	7.47483	8.79192	7.55955
9.68164	49.39692	6.08037	8.04757	63.60884	5.66953	1094.17113	1.00000	5.4584	9.23134	44.68937	8.78858	43.32393	7.01352	0.86778	6.12719	8.13760	10.14890
8.30128	49.02952	4.82386	32.85835	66.72753	9.39332	1195.31007	0.00000	-4.0573	9.62587	38.76342	12.58264	55.82737	6.77030	1.60775	7.56753	8.52031	6.52062
8.90408	56.39649	6.61716	3.70954	60.93822	6.38458	1126.08647	1.00000	110.71639	5.75619	61.85488	10.39937	-7.54972	6.54230	0.90450	5.82239	10.18151	9.22039
7.91312	62.92890	7.51786	-10.20015	73.05478	8.72748	1177.73362	1.00000	6.92917	7.72015	24.23807	9.43082	52.31333	7.71001	1.11498	7.10198	9.28642	10.02485
9.46167	31.49659	10.59856	26.17287	67.22811	7.13098	1116.66120	0.00000	9.40531	8.11129	52.63876	6.77903	45.53069	8.62159	2.33842	8.36872	8.33424	10.56986
11.01900	69.93873	5.91284	19.53303	65.38183	8.58584	1080.66389	1.00000	-4.1	8.24226	63.09932	9.33995	48	8.02287	0.86955	6.97329	9.34788	5.51075
11.18615	29.36239	5.67914	11.47840	69.76451	8.66173	1108.17164	0.00000	2.25	8.26330	44.94533	9.20258	50.75	7.11567	0.72107	4.99769	9.55164	7.39773
9.16547	44.82646	5.44507	13.05420	71.72225	9.01097	1051.12875	1.00000	-80.08199	9.50733	63.61091	8.93613	35.88264	8.45193	1.07613	6.19191	9.13365	5.56080
8.71456	35.45048	7.81289	19.26073	77.66899	8.11851	1166.35225	1.00000	39.85331	5.35949	54.35726	10.02768	57.30185	7.33929	0.99115	6.45643	9.22238	10.12554
9.71775	33.41883	6.32730	8.30629	56.31406	7.21837	1147.63356	1.00000	78.23456	7.59725	34.25390	8.78517	28.92694	9.89808	0.61910	4.94064	9.56833	7.17077
8.13339	60.33351	9.55160	6.77774	79.34184	6.67592	1150.76300	0.00000	84.63445	4.02343	40.61405	9.18577	24.81757	9.05324	1.73266	7.64456	8.76648	9.38900
11.82182	66.79858	10.45210	9.46076	64.53277	8.87447	1182.99013	1.00000	-94.41551	11.13552	67.25133	13.46374	39.09112	8.32190	2.75789	8.50499	7.74222	6.13994
6.89754	69.08760	8.09802	12.38787	67.95287	9.20987	1159.35021	1.00000	8.2926	9.54550	80.31069	8.76582	9.58126	8.07622	1.48021	6.44777	7.74932	9.57572
9.30154	47.19852	5.29489	32.75211	70.13814	8.51015	1069.55551	0.00000	116.82887	7.57905	43.65247	11.07744	-1.26753	8.47014	1.39689	6.34102	7.73630	8.09601
7.29296	54.76711	7.83980	21.61163	72.15741	9.84079	1103.61893	1.00000	4.91667	9.10933	38.99301	9.14981	45.73333	9.66394	1.01662	6.63589	8.72948	9.67807
8.99398	35.64264	8.84178	18.72053	72.02737	7.09951	1108.85962	1.00000	-73.95097	7.49075	47.97254	13.17032	40.72371	9.04394	8.19721	9.88818	8.32609	9.06827
10.80063	60.21415	6.67720	4.64875	69.51394	8.80628	1070.15988	0.00000	0.75	9.04230	36.96293	8.90368	52.41667	7.07784	1.17431	6.40076	9.50670	6.87196
10.32931	44.49338	8.53435	14.36550	67.05337	8.78139	1093.13028	0.00000	151.08057	6.39683	33.65772	6.35324	-33.79176	8.54854	0.98676	6.97227	9.00453	8.20285
9.38839	57.74024	6.53938	22.61086	79.67788	6.91180	1180.66488	1.00000	13.63617	9.49011	47.87872	7.67169	50.50301	8.09462	0.89026	7.29279	9.18726	10.63048
9.71404	33.59812	5.52294	41.26813	59.07058	8.11427	1084.12903	0.00000	37.49338	9.26085	47.93046	11.08182	55.62047	8.98765	1.53836	7.79106	7.89817	6.07126
9.82554	17.07946	7.31590	29.72909	72.88294	10.41480	1072.11981	0.00000	105.89333	8.46838	59.03456	8.57111	34.56861	8.61198	1.22483	7.42562	9.28257	5.63430
10.43343	37.78501	7.98504	12.66191	81.12612	8.77161	1064.12297	1.00000	7.11393	4.41820	9.27537	10.19509	51.08468	7.76253	0.55424	6.59787	9.00436	9.01954
8.80240	49.52167	7.09333	-6.67845	76.43191	8.64543	1122.86665	0.00000	5.03586	8.74783	76.77427	10.05521	43.83125	7.22588	0.97129	7.05215	7.71128	7.11881
11.49059	65.63696	5.05569	17.13012	88.98994	10.03486	1190.16886	1.00000	124.3697	11.91423	59.47964	5.88574	9.6531	8.49983	0.98647	6.25292	5.18902	10.85114
9.06098	24.32866	9.05797	19.41044	83.24128	9.48887	1095.60229	1.00000	137.5	9.57350	51.88230	6.98737	34.9	8.54038	1.95815	8.21774	7.33202	4.21079
11.48607	53.27384	7.36499	16.42261	76.27580	8.52203	1162.19794	0.00000	18.28333	10.51938	37.68944	7.49957	59.33333	7.76469	1.02158	5.76930	8.57447	7.73156
10.16981	75.33782	8.42922	12.78299	72.14076	9.04899	1186.98871	1.00000	38.02486	6.42279	34.80777	8.00369	55.64776	6.97027	0.97921	5.44796	8.76426	7.83512
9.54183	58.58239	7.88153	25.13371	73.51963	7.35995	1123.70111	1.00000	39.8302	5.60073	52.89046	9.49493	64.5635	9.63024	0.70895	6.18193	8.48563	8.76052
8.69081	44.19656	7.49689	27.78920	80.50907	8.63552	1186.88620	1.00000	-3.52751	8.68646	19.82688	9.44518	50.7236	7.80147	2.05863	8.15202	8.14659	10.15456
8.72382	38.48941	11.48202	-15.29620	80.39051	6.83762	1086.78110	0.00000	139.6853	9.24278	43.21570	7.20048	35.815	6.35329	4.97153	9.17293	8.48274	10.63559
10.04993	49.13032	7.11294	7.01777	79.43251	8.21697	1194.44395	1.00000	137.5	7.67576	64.28800	9.73719	34.9	7.83774	2.73423	8.49374	10.16666	4.92295
9.45288	61.66781	8.03436	-0.92479	76.74270	8.45086	1179.19614	1.00000	102.56365	5.89582	26.43891	9.42549	13.65805	7.00065	0.91111	6.63061	7.97456	7.93041
10.33227	38.29279	6.00518	0.36334	85.70978	8.16472	1056.36787	1.00000	-4.1	10.78003	55.19531	8.19880	48	8.06952	1.54763	7.55298	9.15246	10.58937
8.84012	56.35578	5.17725	2.97220	72.63296	8.51655	1166.64050	1.00000	-52.51028	8.56725	50.44043	10.31380	-28.81833	10.71878	1.41068	7.12577	8.12257	6.27402
11.41667	54.32275	4.62114	21.64350	76.41827	8.26146	1163.20293	0.00000	8.51667	8.15547	69.63890	9.55907	51.88333	6.54496	0.56894	4.31160	7.42838	8.35313
10.04736	42.17574	8.89987	25.99999	64.85707	9.29979	1128.58579	1.00000	-1.5443	5.62510	51.41394	9.36761	50.75767	7.52914	1.73961	7.88526	7.97632	7.35122
10.71888	63.61768	6.30724	4.62965	87.71870	7.08001	1083.36771	1.00000	137.5	7.57757	71.81367	9.90546	34.9	8.74979	1.51033	7.69883	6.85656	7.12598
10.10867	31.47246	7.18574	3.54831	65.36320	8.70304	1104.65003	1.00000	99.1625	6.63889	33.72421	9.24584	3.3285	8.80667	0.74300	6.21937	7.83925	7.09925
10.36319	44.78862	11.07415	3.55612	81.29576	7.44881	1086.82437	0.00000	-122.24064	9.19386	65.02415	6.26670	47.80527	6.26763	2.83950	8.50315	7.84524	11.83245
8.60832	43.96375	7.15432	2.90288	75.02427	8.27224	1110.43793	0.00000	-77.70066	9.10932	59.44293	10.25911	43.16547	8.90833	1.61454	7.22485	7.96753	9.12503
10.54775	43.45159	6.75233	25.91755	79.09846	8.38687	1154.46301	1.00000	-75.23266	7.51060	29.77680	10.24253	43.1009	9.05159	4.98494	9.21052	8.34595	10.55424
10.14443	86.54242	7.85945	11.28291	69.64718	8.36729	1054.31762	1.00000	122.22833	7.02855	57.78644	8.57343	40.66482	7.93774	1.09245	6.52549	6.63386	6.65110
8.44546	47.84289	8.21362	39.37102	62.84163	8.87149	1107.78504	1.00000	2.08333	11.86942	72.09755	8.17334	48.86667	6.28564	1.16334	6.02212	8.41076	8.78355
8.54091	33.34177	11.60826	20.59418	75.95709	9.51897	1069.15195	0.00000	-93.75018	9.24401	74.58758	7.00286	32.52515	8.71215	5.75935	9.43023	7.75428	10.36924
9.22852	63.15245	4.81245	28.43855	71.75651	7.89953	1061.46063	1.00000	120.56528	7.76442	61.96822	10.31989	14.66	8.47882	0.66427	5.63449	9.07214	8.94516
11.68179	35.92489	12.21079	27.44930	78.51876	9.31328	1197.81765	0.00000	75.92694	9.29091	49.61451	6.40718	14.46693	7.66089	8.37090	9.87061	8.68759	10.66117
9.02112	40.01176	6.08925	34.96217	72.83480	7.58488	1199.25939	0.00000	3.16667	9.34797	46.54221	10.97139	50.8	7.82822	1.85413	7.94567	7.60288	5.35833
10.68994	63.36307	5.29095	22.15505	75.24970	7.71444	1092.94887	0.00000	9.22796	8.89949	60.22828	9.94761	48.46458	8.24515	1.08400	6.18578	10.63935	6.34310
7.56806	40.37912	8.81578	21.40431	80.49420	6.99214	1054.68247	0.00000	76.32756	10.27776	39.62951	10.08459	9.57046	7.61937	2.71100	8.49481	9.19812	7.09530
8.40716	54.80086	7.37948	20.59341	84.92232	8.44916	1061.22549	1.00000	-82.46148	10.25310	43.91068	8.09717	28.15112	9.38063	1.07406	6.03064	7.81624	9.58475
9.79606	42.93586	11.22892	4.81392	76.18855	10.65467	1161.95639	0.00000	107.60627	7.21270	49.80947	7.81305	51.82721	7.65994	2.27861	8.45631	8.41235	11.58876
8.74376	75.60804	8.89666	11.35508	85.79045	8.30581	1142.42601	0.00000	-74.07764	4.74832	25.97022	8.66863	40.72816	7.32785	1.29220	7.15499	10.45487	8.83197
10.46937	69.54427	8.27297	22.64534	78.65143	7.88386	1126.34633	1.00000	137.02166	5.26269	47.34652	9.47273	35.48199	7.18896	0.96070	6.78403	6.90414	7.46737
	40.52466	8.70278	25.36357	77.54887	8.34927	1078.57841	1.00000	-74.38987	11.36920	52.04301	10.05584	40.65538	9.72594	0.66247	6.14179	7.30900	7.84347
10.02869	54.22497	7.66276	18.52107	56.33634	8.48340	1065.08670	1.00000	78.55757	9.05783	45.45155	11.00189	17.34769	8.63785	1.07394	7.49056	8.84719	8.98517
11.39158	57.24042	7.23573	29.04994	84.91731	8.16392	1051.78126	1.00000	39.25	11.16746	73.84607	10.44970	-6.8	8.14007	2.20995	8.33627	8.00261	9.17541
9.99444	45.16693	7.53880	30.00388	65.97328	8.68445	1079.18710	0.00000	100.48528	9.42956	23.10733	8.83730	14.37395	8.04021	1.09819	6.65778	8.12706	7.50916
8.32181	46.39645	7.29309	17.62199	67.06828	7.94553	1065.29763	0.00000	86.59509	8.78329	46.60295	10.54928	26.11527	8.99406	2.58006	8.56609	8.15312	5.44585
10.21570	39.18106	7.71262	24.46648	68.30722	6.84822	1181.78761	1.00000	-42.98194	10.96658	47.94810	8.25032	-22.53722	7.04505	0.93449	6.77491	7.41523	9.07067
11.45879	83.34158	9.14841	11.98212	68.88139	7.78234	1052.34266	0.00000	4.91667	7.27778		4.85136	45.73333	7.70825	0.59444	5.89505	9.38101	10.03114
9.51477	34.27084	4.24363	35.29814	73.99450	7.88601	1064.25086	0.00000	12.19458	10.18537	58.93136	11.58969	10.61285	7.09256	1.08193	6.51943	8.01475	7.08957
9.10060	57.66981	9.10762	9.63772	71.94776	8.91842	1068.18724	0.00000	150.60036	8.51348	48.97749	5.77211	-34.88422	7.01306	0.93380	6.83038	7.65646	7.54623
10.27862	53.62336	9.16313	7.99872	61.54285	10.09575	1060.81552	0.00000	2.18247	6.90867	51.45689	5.78586	41.41204	8.13449	1.37449	7.44403	10.18831	9.41115
10.16417	26.54949	9.17549	25.71012	72.07070	9.46152	1113.62834	1.00000	-74.13653	3.41102	21.87715	10.09952	40.63316	8.03257	0.87019	6.85844	7.75940	9.59990
6.97464	49.02425	8.12652	13.45285	72.13806	7.45885	1075.41391	1.00000	-0.32247	7.45817	40.24747	10.91757	50.82882	7.36049	1.65572	7.85050	8.32438	9.81442
11.86311	38.90205	8.59153	-1.07812	63.35392	7.97493	1170.79809	1.00000	-117.79394	7.29305	37.34517	7.33434	33.76446	8.14976	1.19146	6.39735	8.39255	7.12457
9.16577	49.20938	4.98739	1.39605	72.28608	8.58576	1183.24177	1.00000	130.94098	9.48124	75.59983	10.14397	33.3213	9.32489	1.62889	7.86036	9.04955	4.93258
9.79476	51.18149	6.88907	22.05904	78.94657	9.37131	1163.14214	1.00000	101.44167	8.79300	61.04635	10.29128	0.51667	11.05061	2.25703	8.41199	8.70232	10.17467
7.76928	52.10243	9.44093	27.50231	66.50902	8.73523	1065.03774	1.00000	2.12213	9.43342	62.78431	8.83644	48.8222	8.42839	1.24525	7.48901	9.51343	8.82420
8.69141	47.68434	7.00595	2.98559	67.82876	8.62293	1137.24371	1.00000	35.7	7.76163	66.83382	10.11848	-7.76667	8.86803	2.66893	8.57406	8.89536	5.38993
8.11124	46.94503	7.19647	8.08968	69.37232	7.87426	1077.07452	1.00000	8.52462	9.03620	70.70517	9.20992	47.30997	9.44339	3.18639	8.82821	8.81263	10.81698
7.59400	37.92618	8.87381	13.01692	76.84268	9.74117	1178.37118	1.00000	-84.13722	11.46713	44.27207	6.62603	9.92787	9.38367	0.87366	5.40573	8.31099	8.71416
10.88101	47.46535	9.34920	4.67526	75.73815	9.07499	1114.79410	0.00000	117.65694	3.78056	43.54037	8.72030	36.19278	7.94193	1.41236	7.76671	8.46889	10.19043
9.33546	44.60097	7.83043	16.15150	70.31408	7.96516	1050.80091	1.00000	82.85749	10.43458	56.84010	8.98826	17.54907	8.29860	0.85804	6.49233	8.01752	8.98415
9.45611	48.99353	10.15405	-5.59216	74.00522	9.36826	1142.82859	0.00000	83.62389	6.73291	40.29194	8.62149	53.30972	8.18287	2.11411	8.22770	7.39821	10.18437
10.30210	73.41263	6.68208	19.75179	66.44952	8.66594	1127.76410	1.00000	49.62251	8.04956	53.32634	8.75160	27.0174	8.31191	0.95728	6.38994	8.82866	6.21192
8.91312	66.20073	8.55021	25.11968	62.42375	7.36082	1116.43732	0.00000	-87.65644	5.26399	41.89487	6.93414	41.80753	7.44869	0.74196	5.98828	7.25673	7.59815
9.39040	60.92315	7.45108	28.60310	72.70260	8.39648	1181.38355	0.00000	-67.15407	8.97621	46.52440	9.80266	18.42745	9.10310	1.10012	7.20260	7.74889	6.29576
10.46264	31.81789	8.53214	14.63619	55.94100	7.40940	1139.50963	1.00000	9.22796	5.56743	54.44972	9.38716	48.46458	9.22434	1.25602	7.44000	10.22543	6.96752
8.72616	64.83128	6.83387	9.63077	74.52766	7.33066	1103.02135	0.00000	-82.32483	8.59148	50.25876	10.62662	29.65163	8.14458	1.66307	7.57449	8.47251	7.17346
7.55160	49.22492	8.57898	9.58730	67.23435	8.10187	1138.71131	1.00000	19.21437	10.87041	36.15253	7.58552	44.75874	6.68711	0.94437	6.66037	8.66067	9.29046
10.65550	24.73075	4.75842	25.79701	82.11511	7.46230	1161.12183	0.00000	-117.14392	9.57112	54.06435	10.60816	32.9156	8.15509	0.98127	6.45186	9.69829	6.45534
12.09885	39.46416	6.71284	42.31939	68.58532	9.26840	1055.78783	1.00000	145.13643	10.04623	53.99988	11.83922	-38.16604	6.80901	1.18947	7.10667	6.58236	8.62803
9.36782	39.18219	5.62154	13.38364	69.47001	7.80566	1143.31066	0.00000	2.1699	9.03441	63.72940	9.45300	48.98994	9.21532	1.21710	6.98507	6.66648	6.11805
8.68778	51.13351	5.65766	14.50813	63.52802	7.51334	1159.47637	1.00000	118.9707	9.29570	38.15817	9.50887	-3.5403	9.36697	1.22996	7.17568	7.46093	5.14548
9.33405	54.07486	4.18413	12.45197	62.11403	8.78912	1135.87430	1.00000	19.21437	9.87868	70.54817	7.57435	44.75874	10.51519	1.06334	6.26522	8.13166	11.84880
8.84029	42.10899	6.93146	27.19524	79.83873	7.57310	1096.76297	1.00000	-81.79819	10.32061	70.54530	9.60620	41.48199	7.07502	1.39342	6.74607	7.01589	9.70473
8.04687	44.22308	4.02179	3.87872	72.61928	7.98866	1158.51883	1.00000	-89.64066	11.35378	58.37945	10.03194	40.56754	8.93872	2.01297	8.07912	8.56918	3.49900
7.86475	37.40287	9.47296	6.06931	55.98737	7.28845	1193.01105	0.00000	-71.10077	7.87397	55.44613	6.78195	18.20854	6.82888	0.85439	6.43354	6.93228	9.27037
9.17312	34.29357	6.61347	24.04048	66.49279	8.99377	1156.88927	1.00000	-15.6	9.51078	42.35910	9.66922	13.56667	7.02878	1.34429	7.23197	7.01097	10.11662
9.12093	54.35205	4.71754	7.67670	69.25046	7.21090	1182.85927	1.00000	-76.70944	8.85071	28.83841	11.22164	-11.94306	7.57294	3.46342	8.75719	7.48264	4.87890
9.93238	47.98213	6.32694	-6.45540	67.16721	9.51139	1118.02903	1.00000	10.03988	7.94297	52.93323	9.35901	53.6052	8.91962	0.86509	6.74378	7.71038	7.18400
10.84990	47.57355	6.86005	9.60084	78.08142	8.66966	1197.58028	1.00000	-78.19444	6.38410	52.27618	11.25864	38.91817	7.89035	8.44236	9.84179	7.69046	5.22746
10.04282	45.06646	5.51889	-6.89668	73.41666	8.55779	1068.96882	1.00000	-1.06667	13.77571	41.58583	6.13790	53.78333	8.53732	0.66013	4.02116	9.11541	9.71914
9.97066	49.60825	8.57620	24.42121	68.58524	8.90822	1189.54956	1.00000	-82.32483	4.75140	23.33261	9.24500	29.65163	9.35810	0.28002	5.84557	7.51492	8.50340
10.40385	37.11850	6.76953	21.62200	73.89787	7.75605	1185.77321	1.00000	-93.11308	8.91482	75.27307	7.63962	16.75973	7.80093	0.60810	5.50998	7.78275	5.92983
8.90658	53.04395	11.15900	18.46449	63.73112	8.72101	1100.16031	0.00000	79.5286	7.57210	45.23568	7.72583	29.22254	9.13084	2.10295	8.15355	7.93557	10.41387
8.33598	49.55782	7.63409	4.07990	77.08784	7.52918	1152.05139	1.00000	-87.65644	7.85708	25.47041	10.52093	41.80753	9.75070	3.85154	9.02824	9.38662	10.34075
9.31673	40.14367	4.41987	5.17899	82.34518	8.50278	1070.55726	1.00000	123.33471	8.45643	57.44949	10.66182	8.56697	8.82238	1.39585	6.65607	9.39996	6.84027
9.75577	56.71166	8.78226	35.05672	74.32006	8.88230	1176.68581	1.00000	8.86374	10.11127	22.74519	9.60492	44.89784	6.50906	1.07939	5.76140	8.59101	7.78324
10.34767	85.15666	11.91411	9.46624	74.13870	7.59730	1152.77595	0.00000	-73.75335	9.14368	72.11031	7.12730	45.4473	6.51773	3.31484	8.72183	8.14070	11.78658
9.51668	60.96999	5.69286	19.41857	69.10358	7.41160	1159.11423	1.00000	-89.99038	9.05819	45.56928	8.83195	38.58894	9.02541	1.10349	6.65910	8.56400	10.69599
11.16566	57.48287	3.70476	3.84568		7.07151	1088.70868	0.00000	15.07041	6.98463	53.69212	10.92984	37.49223	9.56010	0.58905	5.79795	7.54291	6.47828
9.43579	24.06356	7.45438	9.94981	74.17252	6.93383	1131.43765	0.00000	5.23333	8.52521	29.41267	9.60503	52.09	8.77777	1.15657	6.97388	6.27505	7.42458
10.30324	67.28009	5.75070	10.45084	71.32306	7.84411	1189.01681	1.00000	104.09701	10.43530	49.77009	8.28163	-1.26424	9.36961	1.59117	7.83650	10.31467	10.91344
9.90745	44.19550	8.32575	-4.36191	78.69253	9.49855	1151.47447	1.00000	-47.1725	11.68983	27.11385	8.54030	-22.57306	6.65256	1.10184	4.86793	7.18139	7.77607
10.15322	36.52625	9.23571	29.47176	72.64378	8.99230	1164.15977	0.00000	-1.06667	7.16512	35.33450	5.97236	53.78333	8.46569	0.64770	6.46337	8.03859	8.38433
10.19085	23.76221	7.38685	10.90598	72.94582	8.27919	1070.77574	1.00000	76.92421	8.96643	46.76525	9.98553	60.97944	8.46376	3.25666	8.77231	7.43048	9.92621
8.72688	63.34197	5.18855	25.37582	67.84378	8.27936	1059.07357	1.00000	-115.98391	7.36842	58.71073	11.64166	36.20829	8.30672	2.03735	8.14240	8.80920	5.47732
10.58180	67.25631	8.08476	-1.06009	77.23259	8.22252	1163.06366	1.00000	-72.86843	5.13806	47.23407	9.35175	41.27621	7.93364	0.96609	6.11049	8.34467	9.56959
9.34717	29.45514	8.57063	1.63580	78.02756	6.15230	1165.19862	1.00000	3.87723	7.66194	47.82349	9.82727	43.61092	9.08554	1.98439	8.16744	7.78723	9.25328
10.91494	42.00812	6.36343	22.61279	70.66783	6.98091	1169.69184	1.00000	15.07041	8.82107	61.50439	10.09654	37.49223	8.46947	1.53639	7.92291	7.92590	10.09129
11.44792	52.18928	5.52919	1.21407	60.76316	8.97619	1165.11250	1.00000	-89.99038	9.18516	49.87140	10.24172	38.58894	8.85602	2.32697	8.35316	9.77838	10.63527
6.16678	43.20190	8.20876	42.44265	73.86369	9.94877	1062.01647	1.00000	77.54372	8.88848	40.66173	9.50485	10.12268	7.86175	1.06495	6.55424	7.17224	9.62303
9.93647	47.86074	8.67726	11.50123	67.97906	7.08858	1146.86200	0.00000	78.23456	5.91937	62.15182	9.66120	28.92694	8.72481	2.74094	8.49136	8.62214	7.29052
8.68937	43.69077	5.71132	21.92181	64.26197	9.12435	1133.43036	1.00000	-1.64295	8.40604	58.72029	9.69759	42.8139	8.16307	0.88591	6.41021	8.98653	6.77392
8.50869	57.66117	6.92238	8.90896	79.04450	8.14543	1101.86704	1.00000	5.23333	9.66680	67.20234	8.83353	52.09	7.05273	0.36535	5.38959	10.06818	9.49780
9.96490	53.06150	0.00000	6.05359	0.00000	9.20782	1194.55268	0.00000	-3.52751	3.88848	37.70614	14.47595	50.7236	5.75514	0.52571	5.20105	8.52927	7.71126
7.28426	74.66319	7.42948	21.32947	85.68811	9.45826	1175.03408	1.00000	121.06761	7.50080	30.34151	8.44930	12.35275	7.75471	1.75465	7.64742	9.82953	10.74197
11.06767	45.76070	7.27049	12.86771	67.44421	9.57354	1139.55176	1.00000	89.20083	12.45738	58.09073	7.65230	55.54028	9.00398	0.74957	4.33407	8.75442	8.12322
12.23685	61.88519	6.46907	8.31081	74.94275	9.94799	1185.43848	1.00000	11.34046	7.87947	36.79025	11.34987	50.72043	7.82132	18.04893	10.70627	8.06804	10.61513
9.00628	34.77890	7.60006	19.00821	76.87368	7.40455	1058.68922	1.00000	83.97573	9.87008	44.67031	9.88285	21.46527	7.77281	1.09337	6.50600	8.42155	9.08861
11.43453	40.05698	9.11013	9.55555	64.13505	7.13117	1104.48691	1.00000	130.94098	5.82389	81.85400	8.98195	33.3213	10.63645	2.13716	8.40875	7.97722	6.33610
8.48906	46.39129	5.85848	23.64799	72.61537	7.46344	1165.70590	1.00000	19.61222	5.90099	27.44922	11.73263	44.97639	7.27290	1.04570	7.31281	9.35002	7.65274
7.50744	15.76926	7.56998	28.85041	65.30519	9.17265	1097.17615	1.00000	123.50266	11.73790	53.89305	6.89720	41.94175	7.47226	0.28228	5.10403	8.47911	9.43837
12.27703	50.63863	7.05016	11.56038	82.38743	9.11804	1118.21469	1.00000	37.49338	9.54209	35.66891	12.46649	55.62047	7.99440	2.31496	8.50875	8.46377	8.83590
9.90018		6.07617	8.21199	67.91941	7.56826	1061.64521	1.00000	16.50104	6.23467	35.74888	10.23143	41.24264	9.20008	0.79377	5.75993	6.91931	8.44114
8.49995	38.95131	6.53967	22.78589	76.05922	9.35350	1102.15666	0.00000	84.13864	9.33788	55.72791	10.75571	22.88783	9.16542	1.61489	7.90335	8.07607	6.51015
11.09743	50.78066	7.25174	5.84260	67.28597	8.18019	1116.89649	1.00000	11.37703	5.89674	45.26471	9.81895	48.06919	9.92829	0.93766	6.98274	6.82263	7.84280
8.75703	47.16340	5.79261	14.60277	83.48925	8.80205	1183.39389	1.00000	-118.03917	8.71940	53.87295	9.90338	33.95015	8.02817	1.14221	7.44518	7.85833	5.07434
