SO2	PM10	warning	Pb	H2CO	O3	longitude	PRES	CH4	PM2.5	TEMP	CFCs	latitude	PAHs	NOx	NH3	C2H3NO5	CO
7.24800	13.19071	1.00000	64.51707	51.70022	4.07219	77.9129	1090.62950	6.12027	8.74903	6.61256	55.94869	25.6439	5.89852	9.28915	8.33870	19.16234	7.30698
9.21286	8.24777	0.00000	64.26059	43.20837	8.15984	-122.2054	1192.50086	6.79326	8.03588	26.36537	57.13187	47.76232	7.05854	8.06742	7.48760	0.17526	7.83140
8.11169	9.63870	0.00000	70.82606	40.00883	4.65698	85.37752	1178.22159	6.21156	9.15261	22.48906	65.69676	22.10194	5.95171	5.32611	7.77263	0.62060	7.35449
10.86837	9.38503	1.00000	50.80729	37.28045	7.77272	43.83992	1136.59585	4.37691	8.37230	7.37173	59.73767	55.39485	7.71559	7.66783	8.45409	0.47835	7.11949
7.01046	8.65726	1.00000	58.08250	70.13179	11.98774	12.16179	1147.15982	7.80820	8.66419	17.71963	71.05172	48.52961	8.35258	11.68995	7.79385	0.24679	7.31976
9.39955	8.40585	0.00000	59.62534	60.05230	7.70534	109.3243	1121.07622	6.24429	7.61308	15.14256	44.88692	-7.0981	8.91836	7.09988	6.08960	0.20488	6.84313
6.61802	7.21966	0.00000	33.19987	58.47351	6.04642	-97.35992	1157.72496	8.71926	6.96104	20.14379	32.17753	19.8173	8.69708	5.48960	7.35821	0.08903	7.05138
5.69100	10.36192	1.00000	34.75974	53.22731	10.13240	88.58	1155.57634	5.73061	9.72596	-3.58096	45.67914	23.18	8.37452	8.60634	6.81884	1.20707	7.89387
9.63597	9.51691	0.00000	56.23539	55.73102	6.80037	7.973	1067.96523	6.47908	7.24481	18.27901	69.12603	51.168	8.32160	6.42236	5.61955	0.52796	8.85756
8.02109	4.39207	0.00000	40.80193	48.88996	6.10757	-52.67056	1112.75984	10.04789	7.15663	10.37327	33.96011	-26.22861	5.41203	8.93329	9.10148	0.06610	8.36049
6.25719	7.87807	0.00000	43.46075	80.11562	7.19133	76.12647	1153.04734	9.75156	8.96235	22.65317	35.11172	32.55531	8.96779	3.62389	8.60739	0.13588	6.01183
6.69891	9.02712	1.00000	34.29215	93.43647	9.79150	73.7553	1136.23288	6.31698	9.18615	7.94169	50.13076	15.5439	8.47773	9.50552	8.38575	0.33092	6.72755
4.54031	7.67050	1.00000	44.42386	56.70792	6.45034	39.85331	1130.50125	6.24071	8.01981	17.29036	43.41229	57.30185	7.43876	6.95351	8.35108	0.07552	9.93454
8.39845	9.97329	1.00000	47.00031	54.98306	5.37107	11.32903	1111.51964	7.08866	7.34567	-0.44929	42.64979	50.9803	8.30497	6.70419	8.33702	0.81701	7.40088
7.56032	6.47239	0.00000	57.40807	48.49339	4.81426	35.90057	1125.99413	8.44169	7.73008	16.66115	63.64861	56.85836	7.04122	8.39769	9.39571	0.07983	7.96093
6.34138	6.29060	0.00000	64.51329	34.88007	6.68050	13.63617	1067.76953	8.93223	8.96417	4.65661	38.45859	50.50301	6.91590	6.78777	7.80080	0.08474	6.90018
10.17415	10.96245	0.00000	57.37419	52.55830	8.25775	-0.36053	1184.96267	6.69383	8.49549	32.99911	36.38148	51.64316	6.84713	9.00875	9.04306	2.09768	7.73795
9.28348	3.81160	0.00000	52.86251	51.18660	6.33841	76.92421	1087.54736	6.75438	6.24238	4.62076	68.11136	60.97944	8.65557	7.44012	12.33763	0.03412	8.05482
6.47569	5.49320	0.00000	70.67940	31.91365	8.68029	75.35927	1178.61297	10.74744	6.96905	1.40239	54.23258	12.04161	6.59585	5.45780	10.90348	0.07295	8.33804
7.27719	7.13012	1.00000	52.81494	23.43921	8.31133	11.5	1097.97768	8.52574	7.93829	23.11570	32.18824	3.51667	7.99367	10.24149	10.69743	0.08622	7.17951
8.89248	8.65007	0.00000	48.58019	63.87374	7.19212	-46.99583	1197.90436	6.14907	6.24302	17.28321	42.83828	-22.97056	8.77234	7.35920	6.78411	0.23798	8.09903
9.15590	5.63147	0.00000	33.69892	66.34410	5.94682	-0.91979	1183.89043	9.97092	7.10642	13.96642	65.14830	51.42708	8.48375	5.65431	9.40834	0.05928	7.07146
9.74859	12.56944	1.00000	57.01911	43.09451	7.32096	17.8031	1199.53175	4.40939	7.16712	10.00838	60.47784	48.43174	8.32323	8.60005	6.44514	10.30405	7.37885
5.31686	9.23905	1.00000	48.41566	67.29151	8.58072	33.72798	1134.61015	7.77690	7.15820	24.24063	49.22618	53.53395	7.74571	9.44641	10.85478	0.43828	7.57752
9.48601	10.81658	1.00000	32.24972	49.82534	6.01841	112.23109	1060.04067	5.99624	8.58856	9.66537	11.83405	-7.57897	9.06614	5.02476	10.74396	1.79288	7.67845
9.35418	7.22162	1.00000	44.91048	55.04319	7.44859	111.4834	1065.91324	7.02642	6.74675	26.70494	55.80471	65.93381	7.88650	5.46389	11.15703	0.06187	7.51835
6.12434	9.17702	1.00000	62.84386	55.79905	11.09484	47.3799	1147.97332	6.42613	5.80085	3.39288	58.19570	33.14447	8.13062	10.88989	6.85301	0.41777	7.93776
9.62979	10.59883	0.00000	64.56967	50.42176	7.73548	-79.62098	1134.38220	6.34327	5.90901	16.07718	39.12352	9.15093	8.71979	9.41191	9.28421	1.49696	8.19145
8.49439	12.17294	1.00000	66.97192	63.22747	4.84482	4.21372	1154.87285	5.71810	7.29105	11.39704	29.01809	51.12794	8.81141	8.18943	7.66646	6.93519	6.79306
7.71386	8.64285	0.00000	32.44674	65.01169	3.82906	-73.89125	1186.88451	5.67612	7.66573	7.47472	46.14938	40.67705	7.07297	5.23253	6.46310	0.25427	7.15191
7.61666	5.59956	1.00000	50.03426	27.67042	7.52031	78.14797	1176.45086	8.78696	9.12321	19.19462	46.97550	15.45144	7.43595	11.32700	9.65400	0.07416	7.90192
10.06766	7.79941	1.00000	47.47478	40.28554	6.94851	35.90057	1054.08481	5.95737	6.80622	26.88639	69.32198	56.85836	7.51654	6.72284	9.84766	0.13210	6.61748
	7.82352	0.00000	68.34929	37.46318	7.49474	9.17702	1196.30743	8.71408	7.94830	25.55285	52.08960	48.78232	8.26330	5.27719	7.60112	0.13298	8.80356
8.52593	10.93487	1.00000	50.20152	58.77248	4.95765	13.10984	1125.34219	5.89993	7.74164	19.31767	60.74821	51.30001	6.24450	8.26358	8.74866	2.08286	7.66860
7.55283	12.22566	1.00000	47.17550	45.57380	5.86521	-91.58045	1199.15148	6.77230	8.40898	25.00034	49.64918	41.6764	8.69489	7.95916	7.30318	7.35998	6.96270
8.18488	11.16607	1.00000	52.46072	53.24942	6.79751	9.5926	1153.67367	6.48684	9.04777	32.40415	75.81227	52.86147	7.10854	8.07931	6.91819	2.55907	8.01040
6.31462	8.95450	1.00000	44.82992	66.24337	9.11210	-79.62603	1178.74766	4.65347	8.26005	-1.78178	34.50306	8.88988	7.92538	8.84947	7.83087	0.32362	6.97047
9.54458	10.45819	0.00000	58.63248	71.22682	7.44607	-67.33122	1105.84865	7.97486	8.22005	18.39505	35.69193	10.22677	7.98268	8.88675	9.38567	1.26358	7.28743
6.63759	10.70283	1.00000	32.60896	49.16199	12.08344	9.15013	1155.78823	7.30765	7.86121	24.55780	52.50406	13.70727	7.34750	9.76148	7.26613	1.64875	9.55847
7.42087	4.00263	0.00000	44.10165	38.06025	7.73921	71.57118	1179.62271	8.78899	8.07546	26.19950	29.40990	32.87533	9.32774	7.67050	10.25341	0.03598	8.86875
10.85171	9.42470	1.00000	57.58363	57.81821	8.85272	-82.00919	1094.88995	5.08659	4.83300	28.92520	45.28398	23.04419	8.49510	5.19908	10.63911	0.50710	8.51558
8.77326	9.88907	0.00000	75.14346	48.04458	4.59106	86.68363	1092.48545	6.78924	7.29335	8.17405	49.95125	23.49668	7.32522	5.85137	6.32571	0.78296	8.41915
8.83806	6.86440	1.00000	41.48013	57.47877	7.85567	84.63445	1073.00870	7.83599	6.58289	12.94203	76.85189	24.81757	7.26847	6.35803	8.04931	0.08964	8.13212
9.80903	10.98121	0.00000	71.59771	43.33911	5.86401	-86.99666	1056.42593	6.35204	4.77338	2.35900	55.51209	33.45122	7.95574	7.20937	6.27888	2.10995	9.97832
6.45872	11.97368	1.00000	62.11884	51.80597	3.39167	5.74861	1142.71331	7.22656	9.49934	9.47213	46.02638	52.71083	8.24985	9.49812	8.13393	5.68028	6.05392
6.70797	7.52026	0.00000	27.98976	48.17940	7.31623	-111.90466	1070.37413	9.48994	7.72413	18.39201	80.47526	40.34912	8.98763	3.65344	10.67445	0.10246	7.88249
8.17304	8.63392	1.00000	73.27286	67.10867	4.97963	-93.12577	1080.46070	8.55104	7.64690	6.06231	43.12659	44.73941	9.89334	3.71748	10.41950	0.20935	6.70450
8.14129	10.74998	1.00000	76.21128	27.29046	5.87646	88.18466	1171.95862	6.71828	7.48916	15.14321	52.18233	22.19303	6.44948	8.34041	6.87931	1.70846	7.13916
9.64474	5.90581	1.00000	55.08974	30.97871	8.52849	18.34717	1053.82065	7.77609	6.82152	27.00940	63.35353	54.60528	9.33442	4.60828	9.65343	0.05082	8.55600
8.75600	9.59824	1.00000	67.76816	51.07527	5.79962	120.57224	1132.52849	6.78530	8.63819	15.03131	47.46852	15.72892	7.67349	6.94447	8.76484	0.59694	5.30092
6.68183	8.12665	1.00000	70.75243	58.21408	12.57141	-87.93341	1107.67556	5.02160	7.19418	14.89283	55.85295	42.55308	6.93516	10.85061	4.59676	0.14800	9.32771
5.42434	8.51232	0.00000	62.34522	72.41607	5.15435	72.54566	1137.29226	10.39293	6.57037	13.10183	60.15145	29.69221	8.70656	6.63804	5.62932	0.25631	8.89402
7.04864	4.29199	0.00000	45.22734	42.12624	7.52535	-2.98333	1115.92267	9.26729	8.98716	7.43513	63.58373	53.83333	7.27164	7.43544	6.85436	0.02266	9.45187
9.18774	8.96988	1.00000	58.20254	58.02365	6.65213	5.2875	1146.21527	6.51207	6.56422	7.49113	53.27787	51.65333	7.44896	6.83019	7.84075	0.33943	6.50449
10.19042	10.74732	0.00000	47.94966	43.14196	8.08732	-86.11084	1053.34059	6.97838	7.17650	2.55712	48.34409	41.75338	6.80857	8.89987	8.82544	1.70255	8.30974
10.09469	9.53615	1.00000	34.31446	50.14001	7.04285	2.29026	1084.56250	5.00023	7.94764	15.56447	70.53758	48.77644	8.66780	7.74669	8.93798	0.53040	8.32961
5.71786	11.35962	1.00000	48.61971	45.45672	10.46682	68.88871	1114.91006	5.40196	8.02548	7.37035	50.52789	25.95533	7.37951	7.84265	10.53185	3.14345	7.90972
5.28028	11.60050	1.00000	54.60924	57.85405	12.35688	9.5586	1138.41848	6.09011	6.22170	23.07800	63.52086	54.52156	8.30141	7.90381	8.47624	3.92078	6.79163
8.73648	7.37747	0.00000	46.06094	51.14407	7.63198	-34.88111	1168.53272	3.68683	7.30168	9.33721	52.77437	-8.05389	5.39022	6.42660	6.05634	0.11238	9.23505
5.95587	9.28058	1.00000	63.45422	64.65128	10.28124	-60.93173	1149.70213	7.04262	6.98338	15.22579	46.49007	-31.4488	6.86348	10.40845	9.14813	0.41260	8.54498
7.97453	6.84403	1.00000	39.22232	47.40328	9.40816	14.30935	1058.05974	7.23419	6.72964	13.56246	58.64535	40.92298	5.18151	10.79478	8.64842	0.05882	8.39606
5.25485	5.47623	0.00000	47.50925	63.43218	9.12289	168.31366	1190.87942	10.03531	7.15108	27.41958	39.05274	-17.73648	8.06242	4.90934	7.39655	0.06481	9.20755
8.92460	10.94716	1.00000	34.40367	76.21720	7.38757	-46.99583	1154.65435	6.34927	8.96242	7.75688	42.40921	-22.97056	7.56541	7.15037	6.07991	2.08304	8.42057
9.91238	10.99871	1.00000	48.45833	46.03760	7.72325	99.89166	1189.95155	5.68656	7.82453	17.38016	54.63643	15.46063	8.00014	4.57875	10.08411	2.18104	7.51361
6.76984	10.35660	1.00000	34.07700	71.36765	7.53015	-49.27306	1112.58206	6.48861		18.61281	30.47977	-25.42778	7.37421	7.24713	9.93812	1.17035	7.24452
9.80574	11.36620	1.00000	46.10569	51.60028	6.94408	2.08333	1160.86046	5.56258	7.40942	19.41691	50.01501	48.86667	8.14565	5.83855	9.87044	3.13438	8.84129
7.01015	4.65023	0.00000	45.36392	69.16902	6.31698	38.94324	1084.65569	6.36022	8.99730	6.22772	47.96164	44.98901	8.84794	9.20365	10.99938	0.05397	6.51887
6.95877	9.21800	1.00000	57.26220	62.55366	9.12522	123.17306	1169.28656	3.79542	8.01548	25.41460	46.58784	41.27194	7.28408	8.55419	8.12047	0.41208	7.99491
7.95672	13.28414	1.00000	33.91470	30.89999	6.81201	0.57856	1104.28594	5.84082	6.40245	-1.62560	55.04587	40.70995	8.94723	8.65883	6.46131	20.98787	7.24680
9.79698	8.81383	0.00000	42.35526	60.77823	8.19546	37.56667	1169.59008	6.30163	8.21455	21.95050	62.00243	55.85	7.91295	6.98790	5.23608	0.28273	9.54924
8.64897	10.70781	0.00000	46.27240	56.62308	4.32409	-2.77259	1149.76438	6.59505	6.89812	24.19744	41.17531	37.49073	7.62994	6.15461	7.44636	1.65943	8.30635
8.23960	9.93597	1.00000	31.66593	55.62626	6.61290	127.08472	1132.47492	7.52078	7.50008	5.82945	88.81207	36.20389	8.05305	6.13155	8.42299	0.78551	7.63328
8.74584	9.55888	1.00000	52.68443	73.95401	5.33778	123.62494	1067.14100	6.61532	7.46422	10.53105	70.98836	12.37169	7.58982	7.11230	9.25419	0.55554	8.41096
6.51001	6.83138	0.00000	65.89532	79.67792	6.80501	5.37429	1132.18084	9.53084	9.67386	15.85978	53.49384	51.03427	6.33976	5.82207	9.85716	0.08863	6.99338
5.64026	13.57618	1.00000	30.17952	66.00881	12.59387	117.63083	1132.53134	5.20166	8.02073	-1.50504	72.43523	35.50056	5.63052	7.23523	8.51132	28.12871	7.14919
7.13945	7.18734	0.00000	56.44188	25.07453		13.31783	1132.03222	8.16796	8.02113	18.66394	67.77150	52.61131	7.76845	6.83308		0.07270	7.92947
8.91252		0.00000	43.84618	32.54970	6.41441	-117.71978	1107.05037	10.03275	5.57559	23.97237	56.90552	34.09668	8.18575	8.22006	8.49356	0.60159	7.68780
5.87046	8.48356	1.00000	79.07712	72.86911	8.86659	3.20639	1105.59254	9.83506	7.77274	6.60829	39.26403	50.74497	7.85301	10.51305	10.30762	0.23003	9.51799
8.89111	7.81509	0.00000	37.29478	58.11247	9.46114	-84.67837	1170.89591	6.42414	8.16765	12.99875	57.74379	34.06635	7.40245	9.64590	10.73610	0.13117	7.75794
10.02592	7.73325	1.00000	50.19085	45.04027	6.21581	-104.22884	1082.23553	6.19673	7.58758	27.17675	62.99726	32.42067	6.43660	5.87918	10.33553	0.15856	9.38811
7.24137	9.05335	1.00000	29.55950		4.65730	137.36215	1121.79350	8.80536	8.50021	28.21292	53.01850	36.75965	7.55317	5.07472	9.83119	0.33572	7.55093
9.10158	9.82626	1.00000	61.46494	62.61366	7.37730	39.85331	1066.52210	6.81866	8.86605	10.44367	44.36031	57.30185	7.71307	5.38412	8.94705	0.71083	8.62574
6.06354	8.15123	0.00000	55.97563	47.46452	5.78528	-74.15987	1143.08787	10.65505	7.64313	14.85170	69.69449	40.82232	9.42007	6.45097	8.65894	0.18569	10.06478
5.57045	9.12924	0.00000	58.86027	65.17396	6.57618	77.70636	1120.68000	8.26157	7.70200	10.71944	82.86870	28.98002	7.69742	3.71129	10.93425	0.39203	6.41539
8.95470	8.79953	1.00000	77.03901	77.51271	6.88195	-38.94722	1134.78994	7.10221	9.05162	-6.35236	39.11092	-15.675	9.40494	6.08543	9.01496	0.26683	7.43771
10.16200	10.11493	0.00000	55.96865	51.22492	7.18906	72.68533	1197.54625	5.25965	8.11296	21.86485	63.57433	22.75218	7.33752	5.97214	3.94399	0.93015	9.65345
5.75180	9.77224	1.00000	70.63318	70.47160	8.63144	10.18003	1198.54448	8.21918	9.10881	11.88796	39.40509	24.96334	7.28739	8.14171	9.86756	0.63777	6.95149
5.87644	10.50042	1.00000	59.09563	51.22443	10.02242	-76.70944	1180.04216	4.83345	8.13984	22.61984	81.03261	-11.94306	7.32198	7.86668	8.62221	1.34480	7.78486
10.17792	7.07091	1.00000	35.49099	39.85639	7.03502	8.88104	1094.62385	6.18435	7.82201	23.53591	43.11941	45.79377	8.56966	6.41177	9.70898	0.10654	7.66057
6.20164	10.69532	1.00000	39.19854	58.84036	8.00373	36.73307	1187.92113	7.31088	9.66343	9.94245	52.25420	55.38752	7.98635	6.67418	10.33262	1.60861	9.25834
7.76299	9.11060	1.00000	43.08893	42.31806	5.61733	4.91667	1138.13028	8.02279	8.38261	32.11906	69.84483	45.73333	7.05741	6.26924	9.08946	0.36218	7.32614
9.84306	9.08270	1.00000	61.23158	54.62161	5.26942	4.85668	1144.39586	5.90762	8.31725	20.63648	43.53949	36.27462	9.03435	6.02364	11.04833	0.36142	6.73191
6.98734	8.40691	1.00000	52.47899	69.61078	7.90090	120.74792	1186.99680	8.60789	6.88311	16.19443	41.47963	41.09822	7.49449	9.17076	10.67005	0.23847	7.16024
9.99183	10.30902	0.00000	55.77167	56.90170	7.02599	-103.42897	1174.45280	5.85663	5.76805	1.90881	51.17444	20.28527	7.96188	6.51141	6.39838	1.10647	8.41306
6.85442	10.19007	1.00000	39.35760	48.44082	5.64353	-69.08333	1093.86693	7.96637	7.42169	12.93380	48.14812	-16.25	8.01017	7.81316	7.88278	1.01652	5.54233
9.80110	9.47683	0.00000	62.79386	55.90007	7.66756	-4.0573	1089.52447	6.76397	8.37029	5.65343	37.72962	55.82737	8.04140	7.26902	5.88271	0.49821	8.09900
7.72945	10.90325	1.00000	81.91809	53.63353	6.89671	-117.71978	1061.83095	7.21794	8.77086	9.71836	57.02813	34.09668	7.64885		8.58899	1.99127	6.39286
4.38310	6.41849	0.00000	65.52752	66.14433	6.75424	-73.95958	1184.13045	9.66401	6.92608	11.21419	48.27256	40.57788	7.61219	8.05567	4.77308	0.09822	7.01746
8.24900	10.14031	1.00000	60.41267	50.56925	4.43128	8.52462	1163.30343	7.17260	7.72786	7.29466	63.07064	47.30997	7.81316	5.87397	10.57446	0.91458	6.99361
8.26513	7.87573	0.00000	30.20548	50.77289	5.67956	5.06258	1168.58478	9.60884	7.36246	8.06417	72.42059	7.50251	6.32896	3.89482	10.50042	0.15304	7.85797
9.52005	10.19310	1.00000	50.54048	39.24018	6.45482	38.66667	1106.49532	5.72009	8.88434	27.85541	67.12434	-6.25	6.62972	6.80221	6.75780	1.00966	8.59159
8.58360	8.14512	0.00000	49.87722	53.04652	5.86622	-117.14392	1059.75149	5.75717	9.01021	22.98060	72.59172	32.9156	8.10712	5.34493	5.72658	0.15339	8.31031
7.92743	6.97814	1.00000	54.21950	38.86176	8.86575	46.83187	1062.87979	5.95534	7.76225	12.46845		14.53767	8.63609	11.05958	7.88531	0.12284	9.15395
8.41691	8.90156	1.00000	59.58077	45.99265	6.07048	71.57118	1134.64907	7.92362	7.02332	7.96145	52.74793	32.87533	9.38337	4.30156	11.08817	0.30404	8.74188
9.28735	8.99971	1.00000	42.52244	42.23641	6.07024	29.41824	1070.80333	6.05646	9.22314	33.71639	26.21125	45.99194	9.03942	8.05749	8.68449	0.36709	7.57435
9.34292	7.23566	1.00000	37.53432	45.24432	7.08895	86.00214	1150.02460	7.20749	6.93173	22.66798	78.85320	46.51872	9.73303	5.56455	9.89219	0.08112	7.11023
9.01414	12.42392	1.00000	37.83244	47.54598	5.95309	34.4587	1093.18883	6.36402	9.72305	30.80240	82.29562	-13.7804	6.88001	4.49274	10.05327	8.89653	6.89341
8.49135	10.31837	1.00000	56.93287	59.41168	5.41515	13.58357	1186.81067	5.94891	7.94505	16.45149	54.36131	-1.63333	8.07594	9.13178	8.36772	1.13061	8.23096
8.20597	10.67396	1.00000	79.52805	39.78190	6.56987	75.96976	1094.99939	7.42914	7.93857	21.46688	48.19814	15.73628	8.13903	6.39270	6.88322	1.60686	7.56681
5.00049	7.35920	0.00000	64.48619	46.61531	7.54410	8.88104	1058.69617	13.30419	8.82040	-3.29050	56.16911	45.79377	8.39119	5.26347	4.47292	0.10570	6.59025
6.43354	7.94495	1.00000	44.67856	53.64158	7.92586	38.94324	1103.03961	6.74270	7.48314	-0.41308	77.28820	44.98901	8.39469	9.09504	9.59201	0.13216	7.76965
7.07494	8.78733	1.00000	43.13881	35.36210	7.95031	34.37389	1170.65752	8.18994	6.56521	14.71538	79.58957	40.1675	7.39770	9.60695	11.10984	0.28353	6.16520
10.50669	7.45081	1.00000	53.22476	52.80846	7.75965	78.15794	1108.25145	5.61636	7.90709	24.24265	58.20430	12.1277	5.90257	6.86072	9.65414	0.12475	8.82635
4.28725	6.93072	0.00000	56.47444	50.33579	7.52733	9.37082	1142.77369	6.86609	7.05860	18.50874	72.44421	36.08497	7.08875	6.20135	8.83333	0.08744	7.45560
9.50288	10.61341	1.00000	82.34270	52.90966	5.87600	76.35484	1162.05321	6.98052	7.50018	23.79250	62.79937	10.10649	7.83036	6.26145	5.88036	1.50060	6.35795
7.81360	9.37483	1.00000	33.20792	42.82313	8.84163	151.08057	1182.70886	4.68716	7.64406	10.88581	43.11436	-33.79176	8.04039	9.26057	6.71025	0.49609	9.31886
8.99227	9.21242	0.00000	59.93614	63.23884	7.23747	120.57224	1065.89501	5.45354	6.52702	14.89557	48.69816	15.72892	7.25999	7.73730	8.65704	0.38345	7.00757
7.70298	9.54349	1.00000	35.04101	29.73293	8.03080	-73.89125	1117.80181	5.07777	7.81005	1.87981	44.83003	40.67705	8.01774	7.95699	9.23872	0.54918	8.30932
6.78321	8.53128	1.00000	57.39584	46.99609	8.59276	102.3278	1155.12725	7.27939	6.92383	4.81301	53.96764	2.2139	7.81458	9.56790	9.73917	0.19890	8.33912
7.57380	8.08073	0.00000	52.67321	44.50799	4.16162	121.06761	1056.88470	9.13587	7.51021	25.56029	23.73655	12.35275	6.93079	6.28941	7.95444	0.17554	7.82361
6.05199	10.27661	1.00000	64.78895	50.05055	10.50948	105.75635	1160.59661	6.07579	8.59447	-1.53940	41.91089	10.29085	7.67383	9.47680	6.80265	1.07466	7.92405
10.44651	7.00723	1.00000	37.84291	25.49424	7.89642	-89.66123	1119.03147	5.86272	8.07808	15.11655	66.45778	21.28306	5.77508	6.48908	10.47795	0.08762	6.90004
9.07001	7.90206	0.00000	49.32524	35.27251	7.61913	-0.74934	1121.84575	5.73870	7.71509	9.65651	60.00315	51.62907	8.49473	7.02598	6.16727	0.12560	6.79444
10.28446	7.41970	1.00000	55.95833	41.57242	9.62884	23.225	1199.78882		7.91180	11.14438	32.57594	43.4125	7.15865	6.23741	10.08491	0.11788	6.47038
4.67022	12.52730	1.00000	44.82362	48.95181	12.43230	38.01667	1161.07131	6.71045	7.43900	4.96185	70.55114	-5.41667	7.76706	8.03327	8.58801	9.87641	6.99622
9.93266	8.79326	0.00000	77.58716	51.10418	8.34020	-8.33147	1070.76742	6.93731	7.61902	14.47434	64.83025	41.20485	6.34257	7.41381	5.00540	0.28122	7.77374
6.60502	9.00918	0.00000	49.11017	42.33385	4.33175	8.88104	1195.32784	8.03090	8.17828	11.98278	43.05219	45.79377	6.58681	6.95493	9.01378	0.34308	7.14748
8.62335	7.66325	0.00000	65.09151	45.55308	3.06242	5.22778	1131.42367	10.83423	7.19812	10.17645	61.89450	51.955	6.88633	8.29764	8.33619	0.09689	7.47312
8.54030	9.82559	1.00000	45.64386	58.73912	5.66416	5.2875	1170.08906	7.41709	8.54409	11.90137	33.33011	51.65333	9.02753	4.55206	10.82482	0.71037	7.12333
6.95756	8.68344	1.00000	45.16916	39.77342	4.67920	9.72749	1104.28853	8.32211	7.85745	19.08219	57.22178	48.28259	8.47088	8.25313	8.09051	0.23897	7.57550
8.86101	10.72386	1.00000	65.68564	52.91771	5.89624	77.24779	1081.59736	5.54392	7.08383	6.47253	75.82885	10.58806	7.78988	8.96302	7.31877	1.64257	7.54268
9.09565	8.55589	1.00000	38.88413	53.70889	7.09031	117.81667	1146.98982	6.64783	7.88657	16.19403	58.40783	36.81667	6.17881	7.45218	7.85627	0.24973	6.23701
8.42405	9.39603	0.00000	64.21709	26.45451	5.77424	2.18247	1072.79226	6.36186	7.29051	26.77114	51.17406	41.41204	9.13334	7.21716	8.05122	0.46065	6.65994
5.45468	7.84296	0.00000	32.69960	54.75008	6.98148	29.47306	1093.52125	9.12028	6.98327	8.62760	70.69661	0.49113	6.71657	4.74043	8.11220	0.16292	7.40597
9.98276	6.42316	1.00000	52.79309	44.83344	7.39663	7.02238	1074.07335	5.48542	6.31576	9.56803	67.91046	52.21099	9.07661	9.50033	9.59682	0.08622	7.43465
8.55144	10.04049	1.00000	23.16876	65.74905	6.85627	-86.77917	1147.22029	6.50212	9.45779	2.68013	38.01124	36.02506	8.20067	7.76536	8.07699	0.85718	
10.38055	7.37116	1.00000	52.86516	58.00822	9.47104	101.02083	1137.73213	7.04786	8.13077	27.97808	27.38566	4.02219	7.33898	3.50261	10.49726	0.06336	8.59378
9.25459	9.51156	1.00000	61.76681	63.86692	6.95490	2.61667	1163.17518	5.73900	8.30486	10.11551	56.60996	48.98333	7.34885	7.39252	6.93638	0.55374	6.69709
9.07132	9.22532	0.00000	63.10235	41.00307	6.51879	-93.12577	1102.69736	7.58302	6.67171	3.83505	75.38445	44.73941	6.68045	7.13384	7.23256	0.38699	8.23746
9.38091	8.60005	1.00000	51.28013	64.63847	7.47920	-97.35992	1141.74783	7.67134	7.67401	27.40207	56.82927	19.8173	8.12536	2.54650	11.18363	0.20130	8.61820
7.01164	9.31685	1.00000	69.35380	45.39541	11.23473	-88.3162	1057.67344	6.57973	6.91013	24.72631	40.38101	42.24113	6.68292	10.53476	8.26353	0.44257	6.46760
8.42611	5.81009	0.00000	56.59310	61.44785	5.32716	71.52847	1052.18036	8.87296	7.08293	13.03854	42.64218	32.57756	7.48381	7.62689	10.21422	0.04094	7.98992
8.73389	9.83493	1.00000	47.65183	46.39272	5.39931	23.225	1113.71008	6.06657	7.81530	13.13288	52.42940	43.4125	7.67203	7.96366	9.61996	0.70428	7.41658
5.66139	10.60422	1.00000	47.23427	66.42463	8.70773	71.57118	1140.38159	7.57029	8.47192	19.05347	38.92660	32.87533	7.11898	6.70096	11.70212	1.49387	6.59199
6.57241	8.60409	1.00000	65.87172	64.79547	10.09359	9.47629	1114.97944	8.63852	8.21434	20.04503	59.16456	53.59337	6.78978	10.60813	7.35502	0.23378	7.80668
6.41563	10.50662	1.00000	49.05408	55.27310	9.97200	-87.70172	1170.39975	5.66666	8.90303	5.30471	63.09909	41.72059	7.91630	8.35112	10.04164	1.33077	8.21445
7.72671	4.22310	0.00000	56.32798	36.10120	6.48126	-111.99633	1061.00526	8.62586	7.86225	21.57894	58.20607	40.65995	6.86473	8.55027	9.00729	0.06847	6.86844
5.14919	11.88226	1.00000	58.37962	40.56536	11.79930	38.16694	1131.06196	5.14372	8.99218	30.71855	40.42203	54.84444	6.06601	7.64420	8.98813	5.22226	5.93044
8.67644	7.42948	0.00000	64.39252	61.43730	5.60897	-0.74934	1104.99482	12.15086	6.78110	7.48064	40.31248	51.62907	7.40774	5.41762	12.59614	0.10066	8.27373
6.43133	4.16462	0.00000	29.02688	56.78637	7.26541	-73.99681	1093.28940	9.48763	6.54429	38.68978	51.62644	40.94065	8.40463	9.06043	8.77801	0.06476	6.26113
10.46562	4.98678	1.00000	33.26285	78.77382	9.21567	-79.62603	1059.96142	7.03364	7.12626	15.01208	56.46839	8.88988	9.18735	5.29031	10.74781	0.04020	7.30355
7.83338	4.83040	0.00000	44.76274	58.01138	6.70498	-1.99421	1053.53684	10.99629	7.03427	29.31277	75.72289	51.35084	8.18707	8.18310	9.42714	0.09494	9.43755
