longitude	code	QoS	latitude	revision	station
22.53083	RS	accep	44.22639	12/04/2015, 00:00:00	Negotin
118.53333	CN	building	27.92333	10/02/2018, 00:00:00	Pucheng
-4.21376	GB	accep	55.82885	2018-07-24	Rutherglen
19.61222	RS	excellent	44.97639	2020-04-15	Sremska Mitrovica
-5.55835	ES	average	42.64685	2020/06/04	Villaquilambre
9.85	DE	building	53.63333	07 Nov 2012	Halstenbek
30.96755	UA	excellent	49.07866	2016-05-03	Zvenihorodka
124.84472	PH	good	10.13361	2015/05/31	Maasin
100.48528	TH	good	14.37395	03 Jul 2015	Bang Ban
79.82979	IN	good	11.93381	09/13/2014, 00:00:00	Puducherry
84.13864	IN	average	22.88783	2022/01/01	Jashpurnagar
8.64409	DE	accep	48.07667	10 Jun 2019	Trossingen
-94.91386	MX	good	17.94979	2022-06-18	Acayucan
-82.90375	US	excellent	32.54044	2021/01/30	Dublin
-122.40433	US	accep	37.71715	12/03/2018, 00:00:00	Visitacion Valley
98.19151	MM	good	14.0823	17 Oct 2016	Dawei
-68.3	AR	good	-54.8	07/05/2013, 00:00:00	Ushuaia
-98.11889	MX	excellent	19.04222	14 Sep 2018	Casa Blanca
120.03308	CN	good	28.88162	2020/05/14	Guli
29.00974	ZA	excellent	-24.19436	2020-02-04	Mokopane
71.52847	PK	average	32.57756	2020-06-25	Mianwali
139.55028	JP	accep	35.30889	2018-08-25	Kamakura
-73.75513	US	good	40.60538	04/13/2022, 00:00:00	Far Rockaway
-47.1725	BR	good	-22.57306	09/20/2018, 00:00:00	Artur Nogueira
-119.48568	CA	good	49.88307	10/04/2019, 00:00:00	Kelowna
24.04142	LT	average	54.39635	2017/03/04	Alytus
5.2875	NL	building	51.65333	2012-10-03	Vught
4.21372	BE	maitennce	51.12794	2017-10-01	Temse
5.22778	NL	accep	51.955	2017-07-04	Culemborg
-82.46148	US	average	28.15112	02/06/2014, 00:00:00	Lutz
122.08333	CN	average	46.08333	05/06/2016, 00:00:00	Ulanhot
-73.9625	US	excellent	40.81	25 Mar 2016	Morningside Heights
41.77921	GE	excellent	41.82143	2019-10-18	Kobuleti
144.09638	JP	accep	43.82634	2019-04-13	Motomachi
57.3552	RU	building	51.4781	2014/03/14	Kuvandyk
-120.45794	US	accep	34.63915	07/14/2017, 00:00:00	Lompoc
-71.29144	US	average	41.54566	11/03/2017, 00:00:00	Middletown
138.89585	JP	accep	36.33011	02 Feb 2016	Annaka
14.30935	IT	good	40.92298	2019/05/24	Afragola
2.18967	FR	average	48.8765	2018/09/18	Rueil-Malmaison
-118.03917	US	average	33.95015	2018/01/08	South Whittier
14.51472	MT	good	35.89972	2012-10-03	Valletta
-88.3162	US	accep	42.24113	2022-05-16	Crystal Lake
37.55	ET	excellent	6.03333	07 Jan 2016	Arba Minch
-117.14392	US	accep	32.9156	2021-10-30	Mira Mesa
-120.43572	US	accep	34.95303	26 Mar 2019	Santa Maria
129.96972	JP	maintenance	33.4425	2019-10-27	Karatsu
2.44892	FR	accep	48.98693	2021/08/20	Gonesse
-102.04897	MX	maintenance	19.64745	2015-01-08	Paracho de Verduzco
65.50917	KZ	accep	44.85278	11 May 2018	Kyzylorda
141.95	JP	building	39.46667	05 Feb 2020	Yamada
48.87498	AZ	average	38.45598	19 Oct 2018	Astara
4.86667	FR	excellent	45.51667	2014/03/24	Vienne
73.85535	IN	average	18.51957	2017-09-03	Pune
28.28489	MD	good	48.15659	06/24/2019, 00:00:00	Soroca
-0.74934	GB	average	51.62907	2016/12/16	High Wycombe
0.93333	GB	average	52.68333	2018-06-23	East Dereham
117.63083	CN	average	35.50056	20 Aug 2019	Pingyi
16.86194	PL	excellent	54.58048	2018/05/20	Ustka
71.21169	IN	average	21.59983	07 Aug 2018	Amreli
-48.59278	BR	average	-23.7975	01 Aug 2020	Buri
-84.67837	US	maintenance	34.06635	13 Nov 2017	Acworth
-42.29444	BR	building	-4.24444	04/04/2013, 00:00:00	Barras
68.88871	PK	good	25.95533	04/06/2022, 00:00:00	Jhol
136.84186	JP	excellent	34.4833	25 Jun 2016	Toba
-67.15407	PR	excellent	18.42745	2013/12/24	Aguadilla
-80.38297	CA	accep	42.8334	12/02/2016, 00:00:00	Norfolk County
103.65309	TH	good	16.0567	12 Oct 2015	Roi Et
-53.13722	BR	average	-22.92306	30 Oct 2021	Loanda
115.04814	CN	average	30.24706	06/05/2014, 00:00:00	Huangshi
121.06761	PH	average	12.35275	2015-08-06	San Jose
38.02486	RU	excellent	55.64776	08 Aug 2021	Malakhovka
-93.263	US	good	45.0408	05/02/2020, 00:00:00	Columbia Heights
11.34046	DE	building	50.72043	2017/06/08	Rudolstadt
38.01667	ET	average	11.85	2015-08-22	Debre Tabor
-119.0376	US	average	34.21639	2021/09/25	Camarillo
-4.83076	ES	good	39.96348	2013-03-09	Talavera de la Reina
15.00835	PL	accep	51.14942	2013/03/07	Zgorzelec
59.4839	RU	good	58.7002	03 Aug 2014	Kachkanar
15.87735	CF	excellent	4.94273	09/10/2015, 00:00:00	Carnot
4.74161	NG	excellent	7.62789	24 Aug 2014	Ilesa
135.6	JP	good	34.61667	14 Apr 2016	Yao
119.58627	TW	average	23.5654	2017/11/22	Magong
14.51472	MT	excellent	35.89972	12/23/2018, 00:00:00	Valletta
5.23333	NL	excellent	52.09	2014-07-18	Zeist
2.31889	DZ	average	35.21222	07/14/2017, 00:00:00	Ksar Chellala
2.2469	FR	good	48.90472	09/08/2017, 00:00:00	La Garenne-Colombes
-13.68778	GN	excellent	9.535	2018-12-31	Camayenne
73.06784	IN	maintenance	25.13915	07 Nov 2017	Sheoganj
-77.43532	CU	good	20.14298	14 Aug 2022	Media Luna
136.84186	JP	building	34.4833	01/04/2013, 00:00:00	Toba
5.16108	FR	accep	48.77275	30 Oct 2015	Bar-le-Duc
-73.89875	US	accep	40.93121	08/08/2021, 00:00:00	Yonkers
-76.78319	JM	excellent	18.00747	2018-03-16	New Kingston
-70.92866	US	good	42.52787	04/23/2014, 00:00:00	Peabody
-88.27205	US	maintenance	44.27804	01 Jul 2018	Kaukauna
8.96317	DE	excellent	48.35149	2021-11-21	Hechingen
26.01649	RO	average	44.43579	2017-02-06	Sector 6
36.73307	RU	excellent	55.38752	04/02/2018, 00:00:00	Naro-Fominsk
-71.08977	US	good	41.9001	02 Mar 2017	Taunton
-84.13722	CR	average	9.92787	11/13/2021, 00:00:00	San Rafael
27.25	BG	good	42.7	01/28/2014, 00:00:00	Aytos
-73.95958	US	accep	40.57788	2021-03-14	Brighton Beach
-65.71875	BO	maintenance	-21.44345	2014/03/28	Tupiza
-75.64963	US	average	40.24537	05/28/2013, 00:00:00	Pottstown
-0.74934	GB	maintenance	51.62907	2015/11/13	High Wycombe
103.61667	ID	good	-1.6	12 Apr 2021	Jambi City
-53.13722	BR	excellent	-22.92306	09/28/2017, 00:00:00	Loanda
101.96857	MY	average	4.88441	2016/01/14	Gua Musang
-156.47432	US	excellent	20.88953	2018-11-15	Kahului
13.44275	IT	average	38.07789	04/10/2016, 00:00:00	Villabate
34.8732	IL	accep	32.05971	07/30/2019, 00:00:00	Ganei Tikva
122.08333	CN	excellent	46.08333	2018-05-18	Ulanhot
-123.02621	US	maintenance	44.99012	2015/02/21	Keizer
-95.63079	US	average	31.76212	2019/01/09	Palestine
-2.01111	GB	good	52.66277	2016/07/14	Great Wyrley
86.51499	IN	good	23.1959	07 Dec 2018	Kenda
9.00472	CM	accep	4.2475	12/14/2014, 00:00:00	Idenao
35.90057	RU	average	56.85836	05/09/2014, 00:00:00	Tver
77.23826	IN	average	11.50526	2012/11/26	Sathyamangalam
77.5609	IN	maintenance	11.00599	07/25/2016, 00:00:00	Kangayam
-77.37331	US	accep	37.60876	2019/06/04	Mechanicsville
29.47306	CD	accep	0.49113	2014/10/26	Beni
139.55722	JP	good	36	02/27/2014, 00:00:00	Okegawa
113.13148	CN	building	23.02677	02/06/2022, 00:00:00	Foshan
92.48278	RU	maintenance	58.23583	02 Jul 2016	Lesosibirsk
91.61356	IN	good	26.44931	2016/09/11	Rangia
37.55	ET	excellent	6.03333	04/23/2018, 00:00:00	Arba Minch
124.95278	PH	average	6.33444	2020-10-15	Tupi
-80.66756	US	maintenance	26.68451	10/24/2016, 00:00:00	Belle Glade
-72.27814	US	building	42.93369	2013-02-27	Keene
-73.49484	US	building	41.14676	08/10/2017, 00:00:00	New Canaan
-65.71875	BO	excellent	-21.44345	2016/06/07	Tupiza
-94.74049	US	accep	32.5007	01/05/2021, 00:00:00	Longview
-3.67029	ES	accep	37.13548	2021-11-14	Las Gabias
114.51667	CN	accep	33.78333	2020/04/10	Wacheng
124.84472	PH	excellent	10.13361	07/21/2020, 00:00:00	Maasin
83.62389	RU	average	53.30972	2016/05/18	Novosilikatnyy
7.20769	DE	building	50.80019	2014-11-07	Siegburg
84.13864	IN	good	22.88783	03/04/2022, 00:00:00	Jashpurnagar
4.52514	NG	excellent	12.74482	16 Dec 2019	Argungu
7.02238	DE	average	52.21099	2016/02/16	Gronau
-117.79394	US	excellent	33.76446	29 Sep 2012	North Tustin
10.98461	DE	good	48.35693	27 Aug 2015	Friedberg
5.22778	NL	average	51.955	02/12/2019, 00:00:00	Culemborg
28.28489	MD	accep	48.15659	2021-11-13	Soroca
-66.8499	PR	average	18.03496	2013-04-24	Yauco
-50.19556	BR	excellent	-19.72806	2018/10/26	Iturama
-96.72365	MX	excellent	17.06542	2016/10/22	Oaxaca
137.5	JP	average	34.9	07/17/2018, 00:00:00	Shinshiro
-82.46148	US	average	28.15112	2015/08/21	Lutz
74.80555	IN	maintenance	34.08565	10/09/2021, 00:00:00	Srinagar
73.85535	IN	average	18.51957	05 Jul 2014	Pune
28.67582	TR	accep	40.98894	2015/11/12	Yakuplu
-85.76942	US	accep	39.78504	2019/10/14	Greenfield
72.85107	IN	maintenance	19.30157	2022-04-18	Bhayandar
4.25633	BE	average	51.21187	15 Mar 2022	Beveren
-94.41551	US	average	39.09112	01/14/2021, 00:00:00	Independence
78.23456	IN	accep	28.92694	2014-10-21	Bachhraon
47.31667	MG	excellent	-19.65	2021-04-11	Antanifotsy
-60.94228	MQ	accep	14.67751	15 Aug 2016	Le Robert
65.50917	KZ	excellent	44.85278	2015/06/12	Kyzylorda
122.05228	CN	average	37.19723	08/21/2020, 00:00:00	Tianfu
4.82313	BE	good	51.24197	2015/06/22	Lille
38.15035	UA	good	49.41029	19 Sep 2016	Svatove
122.8637	PH	excellent	9.3337	12/02/2016, 00:00:00	Santa Catalina
102.42587	TH	building	15.58552	2016-10-23	Bua Yai
-113.3187	CA	building	53.51684	2016/08/07	Sherwood Park
-45.94722	BR	building	-21.42917	10 Feb 2014	Alfenas
-60.47389	AR	maintenance	-34.64167	2019-02-05	Chacabuco
0.57856	ES	excellent	40.70995	2017/03/26	Amposta
123.17306	CN	good	41.27194	17 Dec 2017	Liaoyang
29.00974	ZA	maintenance	-24.19436	10/04/2014, 00:00:00	Mokopane
86.59611	IN	good	25.87498	2017-11-07	Saharsa
140.11667	JP	good	37.56667	2012/10/17	Inawashiro
6.76111	NL	good	53.16167	09/03/2016, 00:00:00	Hoogezand
72.93924	IN	excellent	18.87813	2019/03/26	Uran
-89.71472	SV	good	13.73417	01/12/2022, 00:00:00	Sonzacate
10.98461	DE	accep	48.35693	05/14/2022, 00:00:00	Friedberg
123.99333	PH	excellent	12.97389	01/10/2015, 00:00:00	Sorsogon
5.4584	FR	good	43.32393	2013/06/05	Les Olives
75.96976	IN	building	15.73628	07/01/2019, 00:00:00	Gajendragarh
2.35739	ES	excellent	41.63976	03/11/2015, 00:00:00	Cardedeu
-5.22126	MA	good	33.43443	2021/09/06	Azrou
122.20488	CN	accep	29.98869	2013/02/17	Zhoushan
104.1451	TH	building	15.79408	26 Aug 2018	Yasothon
7.973	DE	building	51.168	10/08/2019, 00:00:00	Finnentrop
139.55028	JP	maintenance	35.30889	2017/06/20	Kamakura
136.84186	JP	good	34.4833	2021/02/25	Toba
-81.77285	US	average	28.54944	2017-06-11	Clermont
-65.61427	AR	maintenance	-27.4338	11/29/2016, 00:00:00	Aguilares
-13.68778	GN	good	9.535	04/05/2015, 00:00:00	Camayenne
-2.09814	GB	maintenance	57.14369	2018/07/10	Aberdeen
11.32903	DE	average	50.9803	2018-09-02	Weimar
-120.43572	US	maintenance	34.95303	12/21/2019, 00:00:00	Santa Maria
-73.97069	US	average	40.64621	10/04/2016, 00:00:00	Kensington
-95.30106	US	building	32.35126	01/02/2016, 00:00:00	Tyler
145.18333	AU	accep	-37.9	08 Aug 2013	Wheelers Hill
43.2379	RU	accep	50.06	05 Jul 2020	Mikhaylovka
22.53083	RS	average	44.22639	2015-09-01	Negotin
