Pb	TEMP	longitude	NH3	PM10	SO2	H2CO	PAHs	NOx	latitude	CFCs	PM2.5	O3	CO	warning	CH4	C2H3NO5	PRES
50.99515	25.53804	12.38878	7.05340	7.45729	12.09722	54.95300	6.18248	6.02289	43.1122	35.14269	3.49838	9.23140	5.91688	1.00000	5.54929	5.68249	1165.00070
28.16915	15.77881	-71.29144	6.07640	8.46446	7.93945	53.14346	7.84107	3.57729	41.54566	63.42101	5.09093	10.75559	4.72827	1.00000	9.27028	8.49234	1126.52034
65.49028	9.10841	-81.79819	7.82835	7.48909	8.00059	51.17253	7.65086	4.05176	41.48199	63.37667	5.30206	8.56302	5.28575	1.00000	9.52234	3.51931	1073.34435
30.90698	-7.12990	124.84472	6.21827	7.57334	5.27673	47.90082	7.25187	8.36534	10.13361	60.85137	8.55166	6.16994	5.49255	0.00000	8.02145	4.63653	1186.29308
61.12615	4.39113	-73.47429	9.04578	7.99108	9.45564	79.98480	7.13413	5.73258	40.68066	49.29159	10.63223	6.69899	8.29464	0.00000	9.17208	5.24384	1190.30302
57.57662	36.79240	-87.45476	10.26071	8.77590	10.49674	41.21768	7.86161	8.82047	41.47892	42.04233	7.91657		6.14093	0.00000	8.20780	10.42602	1088.44764
70.22239	8.08833	-66.8499	7.31282	8.31776	7.33675	56.19028	8.92669	5.31081	18.03496	70.76747	4.78936	11.25889	6.40277	1.00000	10.40272	6.50506	1118.87873
46.61799	22.64401	139.6853	7.71088	8.33452	6.34139	37.29369	6.23052	8.48234	35.815	62.23435	8.42288	6.33710	7.12624	0.00000	7.40312	7.47323	1075.38571
57.66065	7.64290	-93.12577	7.52127	9.82510	7.83100	86.81956	7.57690	7.27533	44.73941	68.82632	6.90025	7.52570	6.64541	1.00000	9.94028	28.10735	1132.55292
41.96760	16.68384	0.93333	6.41705	5.14290	10.23560	51.35621	7.38957	6.11637	52.68333	64.68872	8.15933	8.55542	7.51100	1.00000	7.56489	3.20591	1090.02798
45.78328	7.06233	125.21972	7.58985	8.95135	8.55869	55.86343	7.75407	9.45617	-8.99167	45.08657	8.07911	9.48355	6.91601	0.00000	10.43829	11.98682	1173.77417
30.35804	6.89793	34.02537	7.53836	7.39092	6.81748	58.28589	8.85589	4.59267	38.37255	52.00844	9.73341	7.73375	7.13874	1.00000	6.05252	5.03901	1055.36736
68.63793	9.43227	-75.64963	6.55837	8.12373	2.91916	38.90923	7.33815	8.18446	40.24537	26.10864	8.75210	5.81297	8.57005	0.00000	7.35073	6.17782	1089.03617
60.05169	23.27403	7.11393	8.27657	4.52217	7.45847	33.03509	7.79075	6.78592	51.08468	70.87840	8.66416	10.07337	3.95864	1.00000	9.09832	2.36736	1191.67868
38.98037	18.32916	13.28702	7.14454	9.26175	8.54580	59.59999	5.63168	6.24774	52.4581	50.34909	8.30507	7.65362	5.92730	1.00000	8.79812	15.67912	1129.67693
44.33504	21.52269	68.49143	7.50462	8.11882	9.02374	37.08569	5.76980	3.19958	25.80565	60.63134	7.81136	8.65408	8.41804	1.00000	6.67388	7.23934	1129.09087
51.75323	14.82692	73.08333	7.92048	6.53546	7.93804	48.08055	6.30315	8.37016	19.21667	65.59339	8.37712	6.68293	11.87031	1.00000	8.27262	1.44784	1143.99695
53.61323	21.57175	-53.13722	8.60949	7.27326	9.76790	43.86978	8.65970	9.83698	-22.92306	66.19766	7.73302	7.58977	4.42310	0.00000	7.49518	3.71095	1136.01026
55.99978	7.73708	-41.88778	7.20627	9.10278	8.83404	62.49795	5.80632	7.21368	-21.205	45.59163	7.73642	4.96669	2.93423	0.00000	4.78476	12.95712	1165.61135
41.90080	15.96835	86.59611	7.80566	7.72962	4.44301	46.46714	7.65112	8.40806	25.87498	40.76117	8.46764	4.40263	5.72784	0.00000	7.85476	6.03747	1076.64339
62.35550	7.62617	-65.61427	7.47985	6.79273	6.97449	51.36634	9.10000	9.01330	-27.4338	38.13584	12.30516	7.23324	13.99463	0.00000	9.16689	3.31745	1111.72395
25.26922	9.34780	123.99333	7.08691	6.65076	7.76373	52.65100	8.26455	9.19964	12.97389	39.54110	8.97679	7.05390	5.60285	0.00000	8.45254	3.25745	1148.78748
43.00599	20.49526	37.49338	7.61898	9.54024	8.62699	59.07417	6.92587	5.59678	55.62047	46.57031	11.09060	7.17627	7.36257	1.00000	8.54543	22.28589	1105.14974
42.91628	23.42979	91.00632	7.82614	6.48844	10.08531	43.35351	7.93537	5.20833	26.32293	49.14387	5.56301	9.13855	5.63946	1.00000	7.27677	3.89385	1051.31261
44.57412	29.48690	74.85849	6.36029	7.76415	9.69339	44.02019	6.58545	6.62813	31.28092	45.18339	9.06518	4.42074	8.18462	1.00000	8.19489	5.85648	1122.69758
43.56060	18.66349	91.00632	8.43054	7.74601	6.18989	64.11984	8.56814	5.84394	26.32293	67.57060	9.26907	6.07597	8.83104	1.00000	6.43961	4.94077	1191.62940
48.53428	14.72097	2.29026	7.90615	7.56077	5.41013	51.86632	6.27775	8.56749	48.77644	70.93047	9.22828	6.02575	6.04644	0.00000	8.53406	4.22407	1067.82405
55.13412	9.70463	-74.95472	6.43915	8.25797	7.23384	34.03746	6.86207	8.29298	10.98778	47.33577	10.21759	7.81327	5.65225	0.00000	7.29993	7.73878	1193.42493
55.15825	-2.58040	-1.64295	6.60769	5.48422	8.80284	58.10840	6.71330	2.44935	42.8139	40.81399	2.50962		6.23993	1.00000	9.24789	2.16294	1097.42743
55.41969	23.24794	-89.10944	8.28582	6.35131	5.54792	36.41103		8.19886	13.70167	49.83830	8.57417	6.26894	7.70067	0.00000	7.32920	3.11545	1058.93736
44.98348	19.37493	12.19458	7.87896	9.09377	7.54602	42.66747	8.91597	10.36994	10.61285	51.02325	9.78201	8.02606	5.80901	0.00000	4.23131	14.69421	1124.96072
60.28656	4.63192	-72.47417	5.92996	6.69206	3.89932	47.84114	6.31379	6.66775	7.83389	71.04478	8.58857	3.98192	5.51108	0.00000	5.55378	2.41712	1077.06754
60.64646	12.16962	84.13864	7.61862	6.82523	5.74170	54.71819	6.24125	7.76892	22.88783	47.89992	8.21933	5.19493	5.92045	0.00000	6.03291	3.50734	1122.50258
48.14255	17.90040	-73.49484	7.75128	6.68406	10.92684	47.19260	7.83521	6.10083	41.14676	67.57928	9.23358	5.02483	9.84099	1.00000	10.75087		1050.90565
54.68675	16.70023	19.91667	6.24705	7.50279	8.04528	51.32104	5.84652	6.63726	-11.78333	44.53506	7.03658	9.89085	7.05570	1.00000	9.65182	4.94477	1163.84112
31.85010	17.64738	4.62744	7.97133	5.94923	9.03509	42.27838	8.46007	3.67723	36.06386	61.74600	4.84596	7.95464	5.21869	1.00000	8.66755	1.01191	1097.84012
62.16124	23.23356	76.32756	7.96335	6.75376	8.41000	55.49992	8.62221	9.24080	9.57046	29.94314	9.68784	7.30921	6.05828	0.00000	8.46411	3.66053	1153.80130
68.27667	4.92659	114.10479	8.14322	5.47893	6.72015	57.93445	8.60143	7.68613	22.37066	46.56727	8.58091	6.06802	5.16987	0.00000	7.83223	2.32425	1134.42884
42.15944	9.34354	39.28333	5.30278	6.76893	7.12293	51.92589	5.96927	6.48093	-10.33333	55.76543	7.04574	9.28646	6.09989	1.00000	10.47615	2.73968	1105.37444
59.67115	17.53978	100.24529	8.40281	8.26306	9.04750	52.70734	6.40637	9.56131	5.4709	41.86541	9.80249	8.19652	6.08193	0.00000	9.65432	7.13375	1106.20809
62.43965	9.74877	76.32756	8.28010	6.28203	8.92075	52.17291	6.82505	8.66164	9.57046	44.86225	8.22902	8.84725	6.53369	0.00000	8.18164	3.94821	1148.01390
77.71400	19.17292	-73.47429	8.25110	6.87689	7.29260	53.62513	7.21311	5.11664	40.68066	67.68858	9.14149	7.58104	6.12279	1.00000	10.22861	4.13652	1099.10597
50.05450	-3.50852	86.51499	5.35825	8.48627	6.99274	74.21523	8.26551	8.94624	23.1959	32.65748	8.52413	7.64599	8.20366	0.00000	6.57884	8.12884	1119.28386
57.16928	24.29433	9.22796	9.23779	8.49632	2.35977	79.99092	7.45136	6.99941	48.46458	55.56338	9.21398	5.62754	7.73023	0.00000	7.17758	8.38685	1172.08465
42.31327	13.96960	122.05228	7.48979	8.15749	9.87407	40.69748	7.20555	3.63506	37.19723	55.57500	5.50395	10.40879	5.06988	1.00000	7.51703	6.76659	1180.48682
58.75378	24.27337	133.42825	6.99956	5.71779	11.55728	52.50379	7.58057	7.35604	45.47885	63.48926	9.70816	5.44172	10.58176	1.00000	10.88780	2.47511	1165.85146
55.91564	25.90718	8.4493	6.90320	5.58717	6.34928	39.30446	7.74735	2.73373	50.09019	54.60406	5.70252	10.51503	5.72238	1.00000	11.34114	1.79117	1186.57828
55.41026	20.60517	112.73333	6.98573	6.53526	7.26880	65.19554	8.07184	8.20036	38.40917	59.20129	7.13211	4.62890	7.48236	0.00000	4.42906	3.01880	1059.19133
45.07279	21.44713	-118.10583	6.04092	5.65312	9.25212	68.10682	7.78196	6.88553	34.09611	53.07834	7.31529	4.45704	8.05254	1.00000	9.70990	2.12927	1132.91897
50.07852	22.79440	-15.6	7.33766	6.19232	9.70323	43.18552	6.17823	7.40506	13.56667	31.55302	6.40329	4.33875	7.12943	0.00000	3.46547	1.18111	1162.37900
59.09399	25.98830	43.2379	8.87699	8.12954	9.34194	75.05704	7.65525	7.62687	50.06	44.40344	9.65103	10.34445	8.09473	0.00000		7.17117	1184.14662
27.32154	13.02593	107.60627	8.80479	7.21620	7.56362	57.32824	7.62643	4.63866	51.82721	79.01383	7.79892	7.65504	7.21061	1.00000	9.75657	4.24434	1104.25776
25.34684	2.72809	48.87498	7.79268	8.85245	9.43318	55.96815	7.21678	7.78483	38.45598	61.31732	6.51969	10.19644	6.24282	1.00000	7.86987	11.86318	1103.02296
58.56868	15.78558	-1.99421	9.68438	8.41056	5.16043	46.09372	8.53835	6.98041	51.35084	62.37381	7.44571	5.64465	6.64885	1.00000	7.16178	8.57592	1192.23902
42.69813	11.23252	33.2525	6.71505	7.27965	10.52510	50.11812	6.59657	8.78588	57.97472	35.23442	8.09020	8.94342	5.27502	0.00000	8.53350	5.14426	1076.62700
33.35107	14.32743	85.83334	6.70062	7.26689	6.68922	66.55538	8.25982	9.70290	20.88197	45.03171	7.67443	6.08084	6.36723	0.00000	7.15745	4.03782	1142.09227
54.20864	9.69475	75.92694	7.43978	6.49203	10.09122	62.00259	7.21146	5.37598	14.46693	60.22343	7.39149	6.21428	6.12049	1.00000	8.79894	3.00579	1065.03412
40.84592	17.29251	16.4	9.74503	8.48679	9.07307	61.54501	8.63403	5.72183	48.25	52.94148	11.96467	5.59105	8.69190	1.00000	9.67741	9.15801	1077.80251
33.51891	26.12639	-73.75335	8.38514	9.00131	9.85669	53.81803	6.35881	7.21251	45.4473	59.18669	8.57404	10.45738	6.12944	0.00000	8.64916	13.22337	1148.81089
70.64764	31.14613	10.98461	6.46145	8.32259	10.98421	35.41407	7.01066	4.14441	48.35693	53.58453	4.83706	7.19614	7.13814	1.00000	7.39663	7.68626	1113.72835
58.48926	-13.61439	13.58357	8.21623	7.51299	9.61933	45.27250	8.92652	9.11779	-1.63333	65.49720	10.07372	9.51779	7.15619		9.58428	4.31446	1088.87624
46.75986	2.55272	-120.45794	6.97702	6.49464	9.43492	45.26144	7.63504	8.60120	34.63915	66.27610	9.33949	10.29409	6.35286	0.00000	10.61318	2.02277	1142.28743
57.36029	11.05542	6.76111	8.49617	7.38179	6.74853	54.46479	6.89724	6.64015	53.16167	69.54631	9.33551	9.75914	4.27680	1.00000	9.94345	2.34563	1117.68776
59.78691	11.38884	-1.60452	9.56219	5.51043	9.93952	53.02927	5.85079	8.96452	42.06166	38.39051	8.84846	10.69591	5.33490	0.00000	11.30401	1.90165	1096.76696
49.37847	27.98772	-75.87877	8.28141	7.85557	9.70438	58.22877	9.66093	5.37654	5.6561	65.79009	5.28631	6.08487	6.88892	1.00000	7.71707	6.59064	1069.72676
49.31947	9.52775	-74.73584	7.05291	6.29223	8.21765	43.36917	7.52623	5.68560	5.20856	64.09834	7.93883	12.15926	5.52435	1.00000	8.74726	4.06048	1063.19235
64.45045	10.51403	33.9162	7.07176	6.89728	12.48544	51.80829	7.32586	5.84394	51.67822	61.83456	4.11416	7.18340	6.38159	1.00000	5.33758	2.50999	1175.46332
48.50426	7.84177	43.2379	5.17531	6.78623	4.86084	45.68641	5.84442	9.14673	50.06	33.26651	10.29147	8.22020	4.01215	0.00000	6.81585	3.76712	1193.74214
47.45586	-3.56445	-77.03116	6.08705	6.42037	11.14428	48.52245	7.21285	6.62849	3.8801	34.63423	11.18933	7.82312	12.30115	1.00000	10.50844	2.40284	1160.12533
30.75435	5.93241	84.13864	8.16876	6.72048	11.13301	44.08859	8.44759	1.63558	22.88783		7.25530	7.84231	7.37823	1.00000	9.24781	1.02607	1080.68637
28.09177	1.57557	25.8191	8.61374	7.69718	10.68967	54.76142	8.20189	6.32479	53.5942	43.56262	11.32178	5.55198	11.01498	1.00000	10.78946	5.04680	1163.80105
55.97238	28.71311	144.09638	8.42758	8.05126	7.68190	43.36903	5.85202	6.57925	43.82634	56.92417	7.50061	10.42324	5.17384	1.00000	9.39594	6.63214	1165.59550
25.40760	8.87727	-105.36369	8.65160	6.43906	9.86284	36.05205	9.84530	5.70238	22.49396	53.24417	9.57684	6.03859	9.93076	1.00000	11.13827	3.22542	1090.78450
16.82931	10.10324	-62.64102	6.77181	7.68044	9.63498	51.92972	7.63247	5.86012	8.35122	62.49244	7.48972	9.00349	5.75830	1.00000	7.54168	4.61686	1112.72579
41.75737	9.60150	140.11667	8.32983	6.67107	5.23855	54.90471	7.09014	6.99504	37.56667	46.26616	8.06474	4.84091	6.29610	0.00000	8.75778	2.86560	1058.73720
57.51827	21.10023	2.35739	7.16021	8.42573	3.46982	46.26506	8.07107	8.59523	41.63976	45.93361	8.78505	6.03621	9.45995	0.00000	10.69239	8.74149	1106.24126
36.98922	20.93389	-119.0376	8.12607	7.97637	10.17684	41.63297	8.65247	9.68091	34.21639	66.74453	8.03177	7.57833	5.22998	0.00000	7.20518	5.73978	1070.70505
50.23087	18.39753	-4.21376	8.33950	8.07492	8.52214	52.20453	6.74590	8.69410	55.82885	74.51918	8.36717	9.00024	6.61233	0.00000	9.44852	6.69765	1199.66287
59.01189	14.01254	-74.73584	9.84216	7.78576	10.75795	28.05459	8.40265	10.67454	5.20856	54.74666	7.45918	8.54111	4.49445	0.00000	9.88865	3.18198	1158.81789
36.16071	9.34726	76.32756	6.77332	7.53797	7.35333	46.65063	7.66655	7.77361	9.57046	54.78256	9.76333	10.76233	6.48562	0.00000	9.84290	4.55816	1061.89002
55.93487	14.05284	6.9747	7.82807	7.16747	9.95086	33.07818	7.16508	4.59026	50.82709	44.35688	9.10948	6.46047	8.21881	1.00000	8.88258	3.30957	1095.13624
37.32648	28.43249	11.04979	7.73332	6.44550	8.32384	51.65130	9.15581	5.11856	44.59445	30.27984	2.94141	9.82022	5.42666	1.00000	9.34827	2.11632	1050.57668
73.51237	13.86666	178.00417	6.45381	6.28560	6.71179	39.37895	5.48798	4.38345	-38.65333	74.27189	7.86299	8.50172	3.52731	1.00000	10.14673	1.29276	1107.81774
36.83676	-0.10734	7.00417	6.13421	6.38503	7.70951	28.25075	7.16613	10.34831	52.26083	62.23753	9.22162	3.81263	9.18870	1.00000	8.88622	3.72708	1179.11948
74.53690	14.83503	3.1631	5.46716	7.18360	5.65528	59.11204	6.58544	8.00231	41.91738	39.28365	8.84556	6.04885	4.90272	0.00000	6.80744	3.39439	1120.20223
50.00354	19.80561	44.02488	6.03915	7.21259	6.03042	34.24788	7.37488	12.48631	32.61603	73.39627	5.81463	6.00689	8.11835	0.00000	9.12721	3.26811	1071.02932
30.81700	19.50269	8.52462	8.01359	6.67090	8.99644	35.11100	7.94102	6.83622	47.30997	33.87543	7.20122	8.65830	6.49650	1.00000	8.56294	3.79569	1119.18096
36.11035	-2.33450	76.32756	8.01519	8.53667	11.74293	42.02270	7.51503	9.86412	9.57046	53.36112	6.94067	9.43088	6.65456	0.00000	10.16321	9.02161	1079.54980
56.27269	24.15312	142.45778	8.26634	7.53421	8.41709	63.39494	6.86429	6.71344	44.35056	60.45066	7.42622	8.22130	5.48291	1.00000	8.89475	4.66664	1118.67630
46.54035	12.49414	-84.67837	8.67243	7.49523	9.10663	44.04029	6.83345	7.82965	34.06635	43.49583	10.88200	9.07245	4.25204	0.00000	8.74779	4.99958	1106.78454
40.19556	10.54179	83.97573	6.19675	6.51281	10.94207	52.99795	8.88284	10.44629	21.46527	80.33586	5.81355	10.20617	6.64008	0.00000	11.30464	3.14449	1054.65725
44.17990	12.68573	106.92667	7.67976	7.72765	9.86293	57.74544	9.82768	4.46248	-6.91806	40.82214	7.39763	8.20893	7.92225	1.00000	9.66083	6.51991	1197.26312
48.54713	16.86081	78.23456	6.51449	6.91524	10.28245	64.68475	6.98375	8.45674	28.92694	53.62412	4.12452	7.86472	7.89691	1.00000	7.79056	2.69416	1189.59772
44.30827	17.33180	115.88782	6.34761	4.91104	9.93708	52.26602	8.55451	7.71445	-32.05251	53.14441	7.45185	7.59174	6.92137	1.00000	7.72823	2.41262	1161.98675
54.48728	18.50944	115.8614	7.65833	7.38979	12.32817	48.57789	7.28313	9.85038	-31.95224	63.90202	7.83769	10.87176	5.64125	0.00000	10.80403	4.80410	1117.75203
43.40730	14.42455	-88.31476	7.25171	4.98038	3.49893	61.82079	6.95162	10.18548	36.61033	63.06166	10.59687	8.48736	7.15082	0.00000	8.44527	3.29134	1162.81277
61.35393	21.33152	-49.27306	6.12370	6.93487	9.87102	58.76348	5.92825	8.48844	-25.42778	61.76238	8.46053	7.58327	2.22725	0.00000	9.41400	2.66454	1167.54091
61.15398	13.79730	8.64409	7.65766	7.91133	6.27372	48.81115	7.42905	4.91724	48.07667	60.19075	4.63173	9.64755	6.81224	1.00000	11.68252	6.91155	1052.32550
37.50816	8.49647	4.82313	6.91007	7.77477	6.88316	62.62042	6.13984		51.24197	100.00000	8.89946	6.65200	7.75069	1.00000	7.85361	5.34423	1107.32278
49.57572	18.48328	-3.05	6.52627	9.37872	8.23121	39.31081	5.83838	7.50148	53.81667	45.61727	10.06045	4.03435	9.36975	1.00000	8.81475	19.11446	1126.13431
21.76772	22.14290	117.65694	6.24062	8.81232	7.57199	56.37972	6.76278	7.39158	36.19278	53.50708	10.01931	8.72267	6.63861	0.00000	9.59010	11.06374	1066.10338
49.58060	16.14528	-2.12139	4.95498	6.58952	11.92335	46.13085	7.91958	7.35455	52.48173	30.98184	8.77685	8.11833	6.81952	1.00000	5.39111	1.77149	1057.40104
42.81640	20.01877	8.70745	7.55614	7.35901	3.58955	56.30126	6.21445	11.77029	49.03685	57.51259	11.09971	9.16131	6.31840	0.00000	7.63091	4.57756	1132.83481
49.23434	2.56002	35.90057	7.31502	9.43693	6.27646	20.15475	6.44789	6.09183	56.85836	64.60166	9.65591	5.64885	6.74832	1.00000	7.89545	20.60964	1096.34686
24.91008	-0.89961	-49.27306	7.29799	7.40017	8.62199	56.26907	7.16590	5.80936	-25.42778	43.32010	7.66142	10.67026	5.16330	1.00000	8.51761	3.75285	1060.04787
70.32173	29.10622	43.67663	7.86743	5.05962	8.53272	53.46536	6.71367	6.16091	53.53041	54.87239	7.76259	5.93132	3.94022	0.00000	4.56828	1.87684	1169.54026
60.78023	5.23613	-118.10583	5.71909	8.28794	7.88505	47.34292	7.19760	8.47323	34.09611	46.15921	9.31487	7.67920	3.93180	0.00000	4.10466	8.57794	1110.88863
49.26722	6.09267	77.0202	7.03224	6.73747	7.74593	47.67706	5.73222	8.35682	43.41949	37.85719	10.87379	8.06085	5.78477	0.00000	7.05297	2.77980	1177.61814
74.30118	9.12395	100.24529	7.89240	9.73042	7.81057	36.85818	8.16976	7.10643	5.4709	51.21846	7.49804	5.25420	4.89770	0.00000	4.37071	26.58449	1092.32267
43.19110	12.86408	75.35927	7.15348	6.59798	4.76881	50.67679	6.46539	10.26415	12.04161	61.86440	9.80626	8.20117	6.59197	0.00000	6.20370	2.62392	1173.76178
36.89040	23.52499	13.32127	7.43177	7.14585	11.74040	29.51507	7.65162	6.78313	52.59319	81.45333	5.38497	9.60838	7.05823	1.00000	6.18808	3.42218	1076.30087
38.49063	7.51710	-98.11889	7.06894	6.82569	8.83812	41.23668	6.93065	10.02313	19.04222	65.21019	9.33104	8.95103	5.62124	0.00000	6.09955	4.49977	1060.25999
69.71926	44.15987	-0.74934	8.58492	6.34683	11.04829	33.63475	8.11536	7.84822	51.62907	62.12019	4.70852	10.41489	8.29474	1.00000	6.91886	2.41051	1167.99260
22.13199	4.10990	-88.27205	8.00226	5.53582	7.07245	52.13930	9.04524	6.41735	44.27804	59.72850	8.06644	7.03825	8.70469	1.00000	9.05491	2.68359	1099.54479
66.83011	7.49897	11.34046	8.95351	7.82914	8.50012	50.14146	8.36526	5.24560	50.72043	81.33779	10.22707	6.31348	9.05173	1.00000	6.36607	5.82205	1166.32714
52.93299	24.62245	-0.45877	7.98873	5.98906	10.04264	58.77822	6.72923	4.43159	46.32313	51.95050	9.36310	6.17481	8.30025	1.00000	9.61465	2.05642	1086.64879
39.43019	36.27937	37.73333	6.09552	9.01357	9.18949	68.07873	7.55391	8.77189	-4.06667	54.85483	9.09603	7.91984	4.58093	0.00000	9.45864	13.75958	1127.65965
47.72680	0.58104	14.51472	7.52121	5.57104	6.96992	47.25625	8.67948	6.22143	35.89972	36.85972	5.51549	8.34001	8.83134	1.00000	9.57092	0.83980	1156.54225
43.77338	8.61924	-71.06616	6.39613	7.66172	9.48513		8.05039	6.93541	42.4251	80.82417	10.12434	5.63869	9.59990	1.00000	8.59641	5.93472	1176.16794
57.97100	9.85721	86.51499	6.45929		9.06093	49.71927	9.46575	7.79374	23.1959	52.94205	9.11758	8.51527	4.66771	0.00000	8.66455	2.38286	1169.49118
67.85868	7.60173	91.61356	9.03706	8.20631	8.80194	61.80066		6.90086	26.44931	60.62723	9.70886	10.40611	6.08325	0.00000	8.65642	7.62093	1075.82365
58.46851	6.23718	6.92917	8.03805	7.00863	8.44273	59.46694	7.15798	5.77732	52.31333	63.49341	4.68270	8.49115	5.50272	1.00000	9.15532	4.84314	1118.51340
51.93424	15.11992	67.84222	7.59872	8.27911	10.73593	68.23643	6.33468	7.28074	40.11583	52.90307	6.25828	7.48816	8.19883	1.00000	7.47893	5.61983	1115.54779
65.65267	28.26096	-73.89875	6.88081	7.57274	8.66683	53.27835	5.74229	4.83034	40.93121	70.86017	5.14389	7.87851	6.88317	1.00000	9.48086	4.79513	1149.98427
29.87830	10.72997	-77.03116	6.41220	7.98473	8.10521	40.52726	8.90584	7.94673	3.8801	67.08828	12.19939	4.60084	9.07116	1.00000	8.50260	5.08826	1051.78826
39.63099	10.68937	139.6853	7.57527	7.80669	8.50101	31.78805	5.24472	5.57275	35.815	42.56971	9.32853	6.32815	9.83462	1.00000	10.76088	6.19999	1141.46595
44.66371	18.24528	-84.67837	9.03037	8.85292	6.61212	44.21463	7.83039	8.18695	34.06635	43.24052	9.13163	8.03305	5.42172	0.00000	9.54078	10.86522	1173.94420
32.73666	1.42592	39.85331	6.80973	7.82790	7.04294	39.38265	8.27003	8.50407	57.30185	62.66086	8.61654	8.38612	8.11304	0.00000	7.54649	5.43616	1064.18347
35.59755	8.20834	-86.58208	6.99332	8.03369	9.21803	41.72355	8.41237	8.12876	13.48082	57.03001	9.15648	9.48651	6.60744	0.00000	8.94592	6.68233	1088.19715
56.55609	11.34298	30.91105	7.38157	6.67345	8.33139	59.29976	8.46231	6.55349	3.02013	57.83618	8.23003	4.79719	5.77835	1.00000	8.37497	1.89236	1145.59151
53.44821	25.84796	26.01649	6.77218	7.45577	10.95720	52.45803	8.25601	7.92941	44.43579	62.60562	6.83654	6.10825	7.82224	0.00000	7.14149	5.19194	1114.15027
50.61197	4.69254	113.69785	8.85372	9.24840	7.80430	33.58543	8.34081	7.78596	-7.73379	37.43082	8.52154	6.22498	4.05361	0.00000	2.68551	16.03302	1119.42634
35.02432	13.54543	16.91667	7.41228	8.47911	8.63641	39.19317	7.90733	6.22439	-21.98333	30.97371	5.99714	7.31464	6.41698	1.00000	9.11609	9.17232	1154.07465
57.18724	12.49079	8.96317	6.81223	5.38432	9.48007	60.73895	8.50840	5.91685	48.35149	57.73163	3.95132	9.36910	6.68514	1.00000	8.34638	2.13129	1146.74052
50.50238	9.99700	44.02488	5.80068	7.37959	10.10758	29.90374	8.16464	11.49134	32.61603	47.57895	6.40288	9.07525	7.71432	0.00000	9.48888	4.23539	1094.28923
71.57354	13.72907	2.31889	6.91787	7.13767	11.59574	51.94171	7.69985	9.00345	35.21222	83.09874	6.94104	7.71453	7.32586	1.00000	6.05029	4.11630	1149.45826
37.73221	7.17909	123.17306	6.44183	6.22744	8.84393	48.56216	8.41197	3.31976	41.27194	66.63427	5.92345	7.35616	5.97987	1.00000	8.66898	4.02791	1087.39576
62.55871	22.07556	14.30935	7.42678	6.85370	7.93449	49.38696	8.51004	5.37951	40.92298	65.37661	8.52980	9.03869	5.48426	1.00000	9.23475	2.83015	1074.50569
68.42127	31.91774	73.85535	7.23396	7.69638	9.34003	55.02842	7.87554	8.61527	18.51957	58.97130	9.60486	8.51914	4.79795	0.00000	8.37865	5.94282	1088.44964
27.46841	17.08186	-78.19444	8.12759	6.70588	9.58239	57.37968	8.23610	5.73893	38.91817	68.13232	8.88357	6.78634	10.76513	1.00000	8.63927	3.47463	1051.54524
57.37919	20.48514	-87.65644	7.07430	7.41435	4.92912	52.12203	8.27973	6.57872	41.80753	57.36189	9.14069	5.35125	4.38712	0.00000	5.04989	5.02725	1050.78646
65.39218	22.46674	88.1453	7.52121	6.79188	6.60581	41.07419	8.27253	8.88721	22.4711	38.57813	8.29462	5.41483	6.99543	0.00000	6.14219	3.26521	1079.41846
44.25244	6.52990	128.62667	8.13439	7.12975	5.57298	51.25158	7.07348	6.45590	34.8825	49.26052	7.52907	7.89513	9.55160	1.00000	8.50151	3.17652	1056.52645
80.69190	13.19863	139.55722	8.97800	6.92898	10.19327	42.65460	8.14148	4.82827	36	16.28536	0.85637	8.95683	7.32681	1.00000	8.18235	3.88723	1079.46244
36.44012	34.93815	-65.61427	6.89231	5.92237	6.61607	69.77866	7.96184	12.55054	-27.4338	48.20417	10.87993	8.56375	5.34226	0.00000	3.46973	1.28411	1080.38842
48.42576	14.00746	83.62389	5.77779	7.87895	8.63944	47.14766	8.36677	6.03900	53.30972	77.47114	9.29158	6.36589	9.61455	1.00000	9.15747	5.35518	1147.44387
52.30683	14.35879	-85.43772	7.85530	5.41382	7.26075	45.61099	8.48012	7.09405	10.63504	54.61834	6.77694	7.96726	7.60665	1.00000	10.69278	1.82621	1131.04787
47.10321	23.72440	43.63417	8.04640	8.51636	8.61950	52.17890	6.99723	8.19433	43.96222	55.30417	7.82870	6.44917	6.67141	0.00000	4.58497	8.46916	1069.93432
18.28764	8.42238	-79.62603	9.72758	7.55874	12.61916	55.33385	8.20051	6.48049	8.88988	44.73605	2.89627	7.81606	7.50605	1.00000	5.54085	4.48874	1141.24495
26.25759	11.51781	74.80555	5.47022	7.75792	6.57084	56.89729	7.68368	8.77770	34.08565	65.81226	7.22619	5.04294	9.13544	0.00000	6.58137	5.56293	1092.76724
57.52994	12.87751	104.1451	7.98228	6.37440	7.47340	60.06131	6.98127	8.66037	15.79408	62.26694	8.21246	6.72743	5.42473	0.00000	5.49887	2.81987	1059.58455
66.59147	14.59030	34.02537	6.22600	8.29393	10.89311	57.70152	6.06234	7.77581	38.37255	77.53687	7.77555	7.21677	5.88800	1.00000	6.42243	7.76163	1099.74736
