PAHs	O3	Pb	CO	latitude	PRES	longitude	C2H3NO5	PM10	CFCs	NOx	SO2	PM2.5	NH3	warning	TEMP	CH4	H2CO
9.69745	4.65665	44.01678	6.54426	-22.45667	1147.86618	-47.53028	4.14591	7.21656	70.45884	4.31982	5.30493	4.85819	4.99745	1.00000	24.35682	7.82162	64.33985
8.45051	6.07412	39.95560	6.65496	55.67938	1059.93177	12.53463	6.70595	5.90026	58.33310	6.42576	7.54515	5.47312	8.80683	1.00000	21.58270	8.76455	58.93037
6.42074	8.28645	44.85042	6.26274	25.92127	1108.07723	86.79271	4.09157	4.93462	88.95759	12.06051	6.47759	9.90213	6.70900	1.00000	7.65234	8.22422	52.23113
7.84159	6.77825	19.25616	6.40794	-10.91722	1146.72059	-37.65	2.98282	5.83396	84.27579	8.12911	7.25438	5.72972	10.74296	0.00000	27.18074	8.28055	61.72496
9.51040	3.64632	57.42258	6.90388	18.42745	1087.14046	-67.15407	4.80654	6.92480	71.29817	8.09636	6.51498	7.75552	7.73858	0.00000	22.84451	7.78445	31.59203
9.01727	4.44475	55.46164	7.10076	37.13548	1177.00311	-3.67029	3.92739	6.64830	57.79214	8.07885	7.65191	7.18632	6.91818	0.00000	16.79053	8.50788	56.39869
6.64024	7.45015	36.28353	5.60216	55.67938	1111.92292	12.53463	4.88708	6.40788	82.76680	8.25964	7.12648	8.84464	8.39082	1.00000	12.83316	8.88962	80.51951
9.63584	10.66867	41.60074	5.12316	55.63711	1190.13932	37.38115	8.78252	8.16654	63.57993	14.03211	7.43552	9.67907	7.07497	1.00000	21.31856	9.62735	64.33436
6.87668	9.17116	44.18242	5.56008	25.67927	1130.57487	-80.31727	3.68071	5.95351	76.83799	9.24163	6.47373	9.79406	7.52976	1.00000	24.23344	8.64347	44.53832
6.39119	8.92517	65.40529	4.19938	45.75279	1142.58971	130.57211	6.17132	7.01734	52.64193	6.36422	4.53016	7.31536	8.83478	1.00000	27.79933	7.82934	45.10453
5.73168	7.56162	61.41285	2.33546	-4.42472	1178.51461	-41.45861	4.31548	6.88804	69.92481	9.31345	7.77230	6.28786	8.47900	0.00000	-1.05289	7.16949	48.29670
6.37070	7.49583	61.20016	5.66653	5.30383	1168.09039	-1.98956	6.67326	7.36486	71.89693	9.37069	7.47983	9.32652	6.63379	0.00000	30.25227	8.31900	53.96557
8.05830	5.48146	72.23252	2.95553	-2.13404	1142.83007	-79.59415	5.14568	6.89528	68.08735	5.63469	6.84511	4.83579	8.16641	1.00000	10.79087	8.62926	44.63935
4.77227	3.64893	46.59902	2.63598	-3.20333	1064.75048	-52.20639	5.69673	6.45843	72.24114	7.70829	5.83057	8.06673	7.13165	1.00000	18.35350	7.87628	21.33468
4.26698	7.20025	46.94071	6.54650	34.9	1117.03530	137.5	4.63370	6.51132	57.56150	5.95159	6.77120	8.21165	5.81316	1.00000	19.34992	8.80595	62.48984
10.88833	8.73546	70.36357	8.32965	28.90054	1075.25078	-81.26367	4.39648	7.13209	79.70338	4.66033	6.50409	5.73941	6.69747	1.00000	14.25809	9.28383	68.19683
8.16561	10.43441	32.34491	3.54004	42.06166	1165.11681	-1.60452	7.21633	7.43359	65.50121	9.86542	5.64228	5.33183	4.91633	0.00000	7.53481	9.81353	83.71767
9.22150	8.03578	30.70234	7.81320	36.61033	1126.13583	-88.31476	4.88386	6.74357	69.21666	6.51913	6.46385	3.54938	5.85822	0.00000	11.05820	8.14667	62.04653
8.47328	3.31287	43.14472	8.15027	33.37526	1097.74384	74.3092	4.38000	6.52374	73.00975	4.85740	6.71889	8.84334	8.65632	1.00000	4.54253	5.63643	49.13117
11.99556	6.40735	49.31576	5.40766	-21.41222	1153.47923	-42.19667	5.36434	6.79834	80.00266	7.77423	7.53362	11.61542	8.37863	0.00000	11.02306	9.21976	54.11657
3.21854	8.60092	55.77457	6.11876	36	1107.76310	139.55722	4.11041	6.84105	60.34983	6.18437	6.58623	5.57297	6.44642	1.00000	3.10737	7.88730	56.25132
7.41792	2.45569	57.58281	6.80075	18.20854	1061.93755	-71.10077	3.69592	6.49881	69.00421	5.51290	7.38381	6.15618	6.95474	1.00000	3.38830	7.50458	40.25938
4.35034	6.82933	28.94670	5.27457	38.58894	1075.46204	-89.99038	4.55177	5.91123	62.84782	7.03626	6.40987	8.05042	4.75537	0.00000	15.43358	6.71120	39.59875
6.42959	8.61466	41.49701	4.80924	39.46667	1060.40666	141.95	5.06277	7.49331	68.04798	7.94368	6.92060	9.01192	5.98864	1.00000	-0.69464	7.70678	43.56801
4.91698	10.04912	74.90415	5.24397	37.19723	1190.03381	122.05228	3.92294	6.17787	82.92178	6.44316	5.81921	5.83159	7.02822	0.00000	16.14281	8.20967	71.53796
9.75289	6.10704		6.28945	53.19146	1150.99631	-2.52398	4.31253	5.55887	74.22101		8.85986	2.93395	7.79292	1.00000	14.01395	9.53286	47.27134
8.78526	3.15151	43.71443	7.04038	8.62261	1066.33762	-70.20749	8.07613	8.33064	76.41680	8.37821	7.53390	5.42912	6.12825	0.00000	1.43654	8.40571	52.49062
8.14659	8.02929	56.24319	3.93092	57.47908	1071.40579	-4.22398	5.21954		62.74696	9.50081	6.95617	10.82279	5.60825	1.00000	16.16033	7.08617	58.30405
6.39339	9.55663	50.51773	4.24837	23.49668	1106.03029	86.68363	3.98836	6.49822	78.03975	7.04971	6.18033	4.38700	6.08578	1.00000	11.90807	8.38921	63.29318
7.40525	7.82887	58.50578	4.33908	4.94273	1169.84584	15.87735	4.85615	6.86713	77.30297	8.66333	6.69514	5.45114	7.24048	0.00000	15.77297	7.00889	57.83622
8.37758	6.22729	52.09725	6.02112	9.57046	1171.54850	76.32756	7.97878	6.83670	58.86170	8.77686	5.51523	7.41886	7.65118	0.00000	9.87655	7.00373	64.07568
5.49351	8.33205	62.81723	4.25549	6.8485	1144.80886	3.64633	6.71693	7.52827	73.28241	10.60747	8.77472	7.38025	5.82098	0.00000	16.92389	12.25368	42.92603
6.14602	7.02543	35.55491	6.31478	7.65649	1104.54552	4.92235	4.82560	6.71702	70.31496	8.60609	6.04447	10.03829	7.59413	1.00000	6.90267	9.34518	26.89815
8.20454	4.83663	38.29625	5.37954	41.57721	1199.16067	-93.71133	4.57906	5.15171	63.80859	6.30630	7.43187	4.76158	4.41902	1.00000	-7.79376	9.04969	53.55676
5.71273	9.16756	46.69491	6.73743	-26.93366	1120.59313	29.24152	24.07298	9.39311	65.78358	7.97346	8.18009	8.48431	5.88960	1.00000	14.79127	10.46375	53.74509
9.25324	5.49844	45.57309	6.32404	31.76212	1095.58359	-95.63079	5.43399	7.11960	73.69487	8.38207	6.57877	9.26802	5.72798	0.00000	27.05672	8.18506	41.48651
4.75523	8.76434	28.66511	5.48055	52.4089	1055.71150	31.3237	8.77441	8.38907	79.96573	7.69824	7.25658	6.89693	6.14663	1.00000	27.63510	7.50718	62.44314
8.24424	9.07900	49.13420	5.22243	-31.4488	1081.53547	-60.93173	7.55714	7.65356	58.72288	11.79478	8.05918	8.71354	7.08100	1.00000	7.00619	9.35703	79.78571
9.49624	7.44309	52.49486	6.00933	44.92934	1104.97198	37.99117	4.93650	5.21913	69.29655	8.53756	6.47716	4.43103	7.10723	0.00000	1.15771	9.16702	48.49819
7.67150	3.97588	79.35496	3.48868	39.46667	1173.95052	141.95	4.96987	6.98784	63.83273	5.34651	6.05606	5.92891	6.98188	1.00000	-8.72442	7.05098	35.94254
9.04796	6.80421	33.29182	7.35957	43.32686	1171.11481	-2.98884	3.90676	5.22039	66.95154	7.09255	6.01612	5.17445	8.26822	0.00000	10.23220	8.68533	24.42207
8.26274	10.31267	46.80377	5.10998	11.85	1170.08782	38.01667	4.50667	6.32926	80.01473	10.11884	6.04656	3.50927	7.44544	0.00000	23.47342	8.71946	70.26139
4.72919	7.46628	52.10699	7.48067	35.21222	1079.15478	2.31889	6.11522	6.72735	73.40118	8.83160	7.12393	9.11486	5.77000	1.00000	8.97304	9.72327	61.04124
9.12686	5.81309	49.14146	6.61896	41.75338	1068.97625	-86.11084	5.16551	6.59575	54.55202	7.83369	6.12135	10.78148	7.37269	0.00000	9.03571	8.61395	52.77083
9.60543	7.18235	59.85157	7.23127	51.65333	1084.41583	5.2875	3.02192	5.97148	76.20558	6.77298	9.98705	6.79936	6.28223	0.00000	17.69906	6.13810	50.48470
5.43621	7.73312	48.22130	5.91244	-27.4338	1141.93794	-65.61427	3.37938	6.03536	57.28142	9.22337	5.72579	7.91392	5.62484	1.00000	6.10281	8.20861	59.60613
4.44913	6.33299	55.96143	6.98041	43.11667	1147.35055	1.6	4.98621	6.93932	69.58233	6.62786	7.41417	9.50161	6.24195	1.00000	-1.65172	9.01636	57.95564
8.33864	5.40394	53.77161	3.92165	43.67681	1143.06428	4.63031	15.09541	8.71961	62.36223	5.88144	6.48810	5.94748	5.85854	1.00000	16.56968	8.22108	70.41645
8.82620	6.30579	36.13059	7.33693	36.75965	1104.55349	137.36215	4.73800	4.46921	74.64717	5.25842	7.45848	6.02668	5.68522	1.00000	34.30936	8.79842	64.83695
6.96471	7.17774	52.77747	5.00305	53.49389	1177.15135	-1.29243	4.91106	7.20632	70.00508	9.31434	8.89366	5.68428	6.65894	0.00000	7.15721	8.28650	61.28826
6.41061	6.99149	36.29445	4.23659	53.00974	1070.19608	-3.05814	4.69059	7.50127	51.45798	7.10163	6.82866	5.36477	6.92872	1.00000	1.03749	9.89149	65.67159
7.11382	3.73706	38.49921	6.46703	30.5427	1142.43332	-97.54667	5.55397	7.44041	63.74998	7.94122	5.95237	7.73238	7.14993	0.00000	9.79145	8.46600	44.48733
5.08448	10.19000	39.80044	4.76777	36.33011	1101.17926	138.89585	4.00752	6.27273	76.67110	9.16314	8.65321	5.25721	7.51692	1.00000	25.20276	6.96985	44.00934
7.32198	10.16988	52.27003	4.77269	43.96222	1053.17703	43.63417	5.72824	7.43554	68.95657	9.12706	7.21100	7.98500	7.71384	1.00000	9.08637	8.59111	52.29974
11.49664	5.29949	54.37193	4.57625	-7.01833	1130.71153	107.60389	1.58686	5.59526	69.66242	2.79281	4.67413	4.29835	6.44550	1.00000	4.21973	7.14467	34.17881
9.55913	5.19710	55.14126	8.18798	19.04222	1080.58003	-98.11889	5.18910	7.41580	66.90184	5.11255	8.16040	5.34247	6.08067	1.00000	5.52808	8.49616	55.39860
8.43205	4.73653	39.81834	5.14059	41.14676	1092.21108	-73.49484	6.46331	7.09607	73.05469	5.69234	7.64951	5.81674	4.43066	1.00000	28.89681	7.97316	29.87583
8.43816	5.80499	39.72059	6.63237	48.77644	1067.50364	2.29026	3.93119	6.57187	76.76422	5.11561	5.60438	6.74125	6.20181	1.00000	23.74165	7.27676	40.08482
8.53988	4.80287	52.20180	5.32681	40.87363	1075.16101	14.34085	5.32022	7.38651	66.23936	7.87738	6.41373	8.97097	5.17386	0.00000	27.79392	9.46363	43.32039
8.61293	5.68790	36.23088	7.67120	36.08497	1138.85428	9.37082	8.39684	8.00280	56.02726	5.28301	7.94987	6.49319	7.56166	1.00000	15.31073	7.92778	53.92666
7.77043	6.02316	60.44727	5.99041	41.92361	1132.64449	20.91361	5.12583	7.09533	72.92425	8.07424	6.28643	7.82168	7.30756	0.00000	15.07136	8.73069	65.83714
8.87949	6.22870	50.29040	6.19804	38.13708	1051.15772	41.00817	1.94878	5.78034	79.88934	5.08389	5.87727	5.60857	6.60100	1.00000	16.56679	8.27973	42.82372
7.46329	7.13483	46.30541	3.86970	9.89206	1143.27306	43.38531	4.45636	5.88000	61.55243	6.82414	7.60657	4.84367	8.11873	1.00000	17.75086	9.77706	59.42866
8.84164	6.00477	26.10646	5.92653	-38.65333	1149.92155	178.00417	4.27654	6.91282	76.99846	9.44968	7.73124	9.23430	6.00573	0.00000	9.45600	6.58548	41.70092
5.35795	8.86883	40.59459	6.03296	10.13361	1098.08133	124.84472	14.97445	8.88509	64.28214	7.41618	5.88869	7.34868	8.77415	1.00000	20.15240	9.22666	31.99917
6.52842	10.46885	39.06831	4.32027	-15.675	1099.72075	-38.94722	9.33526	8.28428	61.44878	6.67708	6.31785	6.93918	7.74239	1.00000	11.38781	8.40631	63.60676
9.48811	8.14402	53.49765	7.78940	37.31309	1114.30559	40.74357	7.42581	7.65281	58.95862	4.61261	6.24010	7.09012	9.28005	0.00000	4.37182	8.33360	51.22848
7.28774	7.06056	36.71805	4.64283	-7.57897	1187.72189	112.23109	12.87041	8.61309	59.83006	7.14459	5.86840	4.92656	8.60335	1.00000	21.10371	9.76158	67.42698
8.06725	10.26358	63.87035	6.66378	42.93369	1070.01459	-72.27814	6.69870	7.76314	65.63969	8.40316	7.19059	3.48552	7.13625	0.00000	10.19238	7.70778	40.66139
10.67114	10.27058	65.65781	6.59698	50.75767	1185.25353	-1.5443	3.80584	5.88032	68.52831	7.88004	6.20107	5.67500	6.37184	0.00000	-4.95393	7.51388	30.85354
11.30358	7.27125	60.76256	6.55857	29.53885	1056.30452	-95.44744	3.54703	5.42077	76.57125	4.39480	6.24031	3.38263	7.15421	1.00000	9.60952	9.01740	57.11738
7.78712	8.76019	53.64520	3.71331	41.16704	1194.00785	-73.20483	7.39823	7.68047	69.39315	10.95422	7.86070	3.72158	7.54377	0.00000	9.05440	7.62857	82.96782
4.39552	6.68987	38.82567	6.68173	37.73222	1183.88342	115.70111	3.76617	6.36161	67.57952	8.30287	6.30089	10.18041	6.51800	1.00000	11.84222	7.86246	53.59313
8.77420	4.58524	53.49957	6.01758	52.41667	1182.38295	0.75	5.24328	7.29371	74.55927	7.95934	7.17128	8.31316	7.87075	0.00000	4.00684	8.76246	52.06683
7.62903	5.09146	33.87018	2.91259	37.73222	1111.73840	115.70111	3.71194	6.32568	68.43168	6.91995	7.41012	4.80456	6.73391	1.00000	-13.52164	9.11573	46.57620
6.90975	7.00496	41.25694	5.14809	-34.64966	1092.89930	-58.38341	6.96227	7.23877	64.49732	7.38312	6.31872	5.24763	5.48574	1.00000	19.08763	10.33007	40.92861
6.03189	9.25046	63.19337	6.69107	6.25947	1184.75315	102.05461	4.45414	6.17388	79.24879	10.70114	6.38702	9.06789	6.03411	1.00000	10.71093	9.27545	48.61517
6.92894	9.06728	53.40433	5.24538	27.52948	1160.96073	68.75915	5.48405	7.49257	57.77758	9.39337	9.03240	10.19507	6.05729	1.00000	14.90859	8.01464	38.79994
7.47802	4.18594	50.79813	5.95843	43.11667	1190.21190	1.6	2.52673	5.50746	82.47203	7.51767	7.67390	7.07239	5.69254	0.00000	9.13958	9.50993	35.23719
7.26869	8.72476	40.06462	4.44045	44.92934	1181.76868	37.99117	5.43786	6.77275	56.29519	8.41600	5.73061	11.47325	6.89361	1.00000	20.74715	7.36063	47.01859
6.96948	3.69117	36.94340	6.14779	1.6561	1068.29909	103.6032	7.62551	8.10411	70.75058	6.00328	6.91521	8.02936	10.62809	1.00000	27.42836	6.10130	48.19032
6.37653	8.48696	39.13455	5.60907	31.78336	1110.69864	35.23388	4.73844	7.21729	63.28606	8.72000	5.68544	8.06676	7.26060	1.00000	6.21802	8.78831	75.27318
6.26901	7.05621	34.37647	4.37162	52.4581	1134.41219	13.28702	7.47987	7.74085	75.95200	9.73188	6.77490	7.19941	8.15677	0.00000	31.79672	8.27084	13.14856
6.12559	4.58298	59.08345	6.16796	52.66277	1171.84825	-2.01111	4.82680	7.39710	67.57676	6.98964	6.35030	7.26904	7.01769	1.00000	14.18450	7.28144	62.68001
4.35148	8.11982	40.75651	6.90872	40.93333	1116.83572	73	4.46370	6.61721	69.04497	9.46200	5.74115	8.44472	5.97418	1.00000	16.16561	8.26708	40.57179
9.68648	10.88219	23.50745	5.23560	54.58048	1193.91330	16.86194	4.95921	7.03328	67.10836	7.29115	7.47163	6.29119	7.39637	0.00000	-2.62188	5.37459	65.36409
9.48865	2.68477	59.15677	5.36735	38.96372	1176.05153	-76.99081	3.28219	6.46473	68.58229	3.76973	7.34331	7.79766	6.96505	1.00000	-19.46724	4.89854	51.51992
4.39593	6.83896	65.70492	5.49071	13.48082	1096.02002	-86.58208	5.56035	7.09821	79.66927	7.06199	6.16686	7.98129	7.19845	1.00000	18.69069	6.92327	25.79450
9.02902	10.47162	44.53083	5.71816	53.69786	1138.97433	-2.68758	4.76491	6.38855	77.77592	8.52712	7.65108	5.44687	6.61453	0.00000	16.87298	9.93049	37.06064
5.90392	8.46890	48.42644	6.34173	41.57721	1181.61646	-93.71133	9.17212	8.05899	59.29381	8.95228	8.10922	6.21189	7.27823	1.00000	9.33115	10.06935	39.10569
8.54194	2.49151	72.19199	6.20651	33.92946	1137.96742	-116.97725	7.13985	7.61903	63.04461	5.01086	6.69921	5.84950	8.07893	1.00000	17.87557	6.67606	63.00218
7.32132	5.96101	50.47133	5.67412	-30.60106	1069.54745	-71.19901	4.04283	6.66912	54.39707	8.19229	7.39027	8.81351	7.79165	0.00000	29.10598	8.05074	31.94665
7.40877	2.89975	56.76930	4.21905	9.6531	1152.61950	124.3697	3.04554	6.43480	71.54853	5.39734	5.52886	7.52435	6.25438	1.00000	14.47963	5.56229	45.83573
7.85680	4.55875	34.21005	5.92263	47.38093	1143.41632	-122.23484	15.00791	8.81944	64.08080	7.95057	7.73473	8.88734	6.89695	0.00000	32.23856	7.95849	44.27802
6.59968	7.34497	38.25806	6.59449	38.13708	1132.42387	41.00817	10.20673	8.15933	77.51654	11.11677	7.34591	12.17350	7.61948	1.00000	12.43220	8.62955	46.34095
4.75052	6.74636	45.23143	5.84203	35.6803	1169.90381	51.0193	5.92550	6.89384	70.08530	7.23002	6.07039	10.15950	7.27389	1.00000	18.78686	7.32906	61.96443
6.77223	6.59728	37.71442	4.89525	54.84444	1050.40775	38.16694	4.57052	5.88786	76.96893	10.20776	7.93551	3.27139	7.78896	0.00000	11.87617	6.71697	38.92911
6.71603	5.03877	46.44772	5.13243	11.86064	1140.15453	9.0027	10.03274	8.26893	79.87428	8.32796	7.82461	6.89351	6.45885	0.00000	18.83657	9.86636	76.79257
5.49291	8.94845	39.04768	4.97001	35.89972	1163.06805	14.51472	9.79598	8.27435	69.25327	7.26385	8.16855	7.53049	7.48108	1.00000	30.27953	7.56625	60.92610
7.76402	7.79684	55.71314	6.66993	56.85836	1111.22283	35.90057	3.40437	5.67209	73.82594	6.20466	6.46203	8.47336	7.73982	0.00000	13.11532	7.89064	47.17671
7.64397	5.55000	57.72396	6.54927	41.27621	1168.41411	-72.86843	4.48674	6.82367	73.53561	6.66768	6.32470	8.25135	6.77120	0.00000	10.16359	4.38402	49.49206
7.95238	7.22016	47.91650	7.20073	-32.45242	1150.68472	-71.23106	13.65852	8.72007	67.07599	5.60083	3.88337	7.53913	6.85760	1.00000	13.84912	8.12822	48.45192
5.60901	4.61517	41.94543	5.36887	10.29085	1135.72716	105.75635	1.69621	6.38704	61.52229	8.07771	7.26506	7.87975	7.06105	0.00000	16.17139	8.16460	57.77885
7.43012	7.11003	55.67156	6.35485	40.65538	1137.23681	-74.38987	4.29473	6.01343	61.78522	9.57568	6.35079	10.02004	8.07414	1.00000	33.70127	10.39603	57.61168
6.70439	7.71388	47.67238	5.84822	41.16704	1075.67898	-73.20483	4.81072	7.20250	77.84822	8.72562	8.10312	8.85023	6.68791	0.00000	10.68992	7.06071	56.45820
8.75679	6.04947	38.78474	5.42702	42.06166	1136.12445	-1.60452	10.81196	8.50220	64.97189	8.98109	5.33020	7.18928	6.63779	0.00000	7.24091	6.99125	43.89475
3.55754	5.23920		7.21047	32.9156	1173.92519	-117.14392	19.46167	9.16324	83.71067	7.07912	7.96328	10.48920	6.39018	1.00000	26.79026	7.46857	67.22924
7.90484	5.83977	37.25219	5.40044	51.168	1146.26820	7.973	5.57785	7.19985	69.25514	5.82753	7.42281	7.42932	7.12415	1.00000	10.66571	7.47143	53.55058
8.97238	9.44678	56.54587	7.10302	44.97639	1100.73948	19.61222	9.95182	8.28980	71.18467	6.24803	6.97378	7.04807	5.50196	0.00000	14.69976	8.83295	31.79110
6.97451	4.91763	50.72188	4.54630	4.92675	1088.44539	6.26764	2.63434	4.57609	73.68098	6.42288	5.77962	6.68217	6.19406		-2.05492	7.80399	41.67324
10.07510	10.90124	46.96115	6.01925	55.62047	1173.24687	37.49338	2.87613	6.20826	67.56573	7.45803	7.04067	5.77283	7.18752	0.00000	33.19954		39.96138
4.86674	7.29019	55.73423	5.47294	34.65918	1131.43682	109.22921	6.95146	7.90054	67.09529	7.26649	6.05585	8.73952	7.43839	1.00000	18.26483	7.04755	48.31267
5.44942	9.50055	67.23436	5.90791	3.7278	1149.60885	98.6738	4.61947	5.75211	59.84404	8.74028	6.45874	8.90280	7.35550	1.00000	5.80149	8.39767	51.12407
9.12239	5.11426	67.84179	5.10350	18.00747	1055.39279	-76.78319	5.45873	7.26740	72.58098	8.18737	8.75456	6.94352	7.26595	0.00000	-9.78710	9.09233	66.50372
7.74684	5.56155	52.60247	7.22563	53.5942	1066.26710	25.8191	6.69518	7.06536	76.63692	8.26934	8.36666	11.02505	7.74846	0.00000		7.41173	50.35089
11.77924	5.49733	46.44253	6.53080	6.9909	1061.74302	79.883	3.81587	6.24616	63.54252	8.77679	8.41507	9.60169	6.24509	0.00000	3.26217	7.63439	51.49610
7.51605	7.76791	64.86869	4.96339	33.93113	1053.29691	-117.54866	4.40229	7.00100	45.80271	10.93452	7.29935	2.12005	5.72856	0.00000	-4.08724	8.24303	57.72889
4.73963	9.11105	73.99167	5.25204	37.73222	1079.64686	115.70111	5.98182	7.35087	88.34956	6.98705	6.57461	8.04285	6.06650	1.00000	22.06592	7.11893	68.15704
6.25670	5.30606	50.12909	3.41740	43.54072	1199.66827	-116.56346	3.09143	6.29261	75.00559	7.19640	6.46529	6.44563	7.54430	1.00000	21.01294	8.63969	70.07783
6.48444	9.82616	31.17179	5.12962	9.92787	1102.70110	-84.13722	3.78823	6.83631	70.86972	9.24021	8.25965	6.93513	8.64117	1.00000	1.43401	8.66480	70.22020
12.09670	7.50371	49.08842	6.32097	-31.95224	1076.17537	115.8614	5.09270	7.29651	72.72751	9.04606	7.44934	6.78906	7.31815	0.00000	20.30391	6.31207	31.96469
3.27659	7.65362	52.41325	5.23412	39.46667	1087.20506	141.95	4.72045	6.73328	63.65998	5.15264	8.69690	6.15441	6.37971	1.00000	18.99595	6.45308	31.76090
6.66771	11.53821	37.59270	6.06496	53.19146	1193.53065	-2.52398	3.51080	5.89397	83.46754	10.42680	7.47362	4.20811	8.01257	1.00000	9.21060	10.85025	67.01403
7.37241	5.27069	69.52376	6.63707	51.42708	1051.45455	-0.91979	4.94235	7.20415	66.33387	7.82836	7.38184	6.45922	6.61170	0.00000	14.03215	8.92313	49.29811
9.48125	6.18190	38.92948	6.01465	41.91886	1178.43425	8.73812	3.63802	6.57595	66.46804	4.76965	5.09914	5.59657	8.09513	1.00000	13.50630	7.45150	48.74549
5.66828	4.11256	38.54276	3.92343	39.32011	1176.68754	-76.51552	9.66301	8.20920	68.62835	8.23569	7.60274	7.23441	6.17352	0.00000	21.32176	7.89139	69.78081
10.11749	8.91775	38.97738	5.75565	52.14	1179.90241	5.58472	4.36347	6.43411	67.99527	7.35759	7.03743	5.16737	7.96988	0.00000	12.19431	8.80809	29.44573
4.93965	7.75856	60.47776	5.21183	14.8361	1121.14113	120.97844	4.85496	6.98111	64.03671	7.67308	7.61634	8.74018	6.24931	1.00000	6.92233	6.88283	42.56684
8.23034	8.34949	65.03827	6.09932	34.65918	1090.71750	109.22921	5.56273	6.78137	70.05117	5.74532	6.67442	7.84406		0.00000	28.95507	8.44695	38.41469
8.75178	7.22303	68.64237	7.05463	55.63711	1137.72932	37.38115	3.84613	6.96626	70.70772	8.14813	6.35558	5.01967	7.84736	0.00000	32.60154	6.89888	53.22397
8.33454	6.03579	47.59001	6.13475	4.92675	1150.58642	6.26764	18.40172	9.16534	59.70287	4.74468	7.09788	5.63888	6.59114		12.84026	7.93885	41.09820
5.13782	9.05268	28.12732	4.72920	-26.22861	1075.56821	-52.67056	7.01009	7.70936	66.60591	6.32177	6.41180	6.98649	8.20072	1.00000	5.99441	7.51800	42.93532
3.33642	7.51797	51.00539	5.96535	48.46458	1161.59506	9.22796	4.04860	6.57353	63.30017	6.30244	5.00610	7.46586	6.10562	1.00000	5.62211	7.07585	61.88597
6.94331	3.41635	49.51351	5.18119	54.60528	1069.14634	18.34717	3.38183	6.17136	68.38639	6.26964	7.88901	6.70314	7.87497	1.00000	-0.92207	6.73755	56.38118
7.90637	7.99094	71.97742	3.63148	50.5107	1125.02217	18.30056	11.95448	8.49158	66.34872	11.26485	7.48090	4.37983	7.05521	0.00000	11.22832	9.07106	65.64213
5.25401	7.07333	48.28566	6.56585	9.58126	1074.42731	8.2926	6.22109	7.28127	75.41802	9.73746	5.84186	8.97436	7.17828	1.00000	33.38314	8.55457	57.02865
9.10635	6.84358	37.08267	5.96754	51.14942	1100.11039	15.00835	8.18268	7.69809	80.98535	7.92790	7.07788	10.76348	6.79498	0.00000	4.77263	8.94896	44.44681
9.01739	4.06002	43.61111	6.44036	37.49223	1146.16654	15.07041	3.03948	5.90150	68.19937	4.80418	9.33919	6.06932	6.80102	1.00000	8.65483	7.68961	40.72242
7.57958	9.16304	68.52159	6.03973	34.31	1059.16418	-2.16	9.53455	8.24264	64.28568	9.43420	6.55695	3.61466	6.44876	0.00000	16.74066	8.91706	58.74158
8.44582	4.26579	43.16732	4.12960	32.55531	1130.88583	76.12647	5.47182	6.44687	65.50478	5.67395	6.94566	7.89097	6.02012	1.00000	10.58251	6.27010	34.06139
6.41965	5.85080	46.09426	6.38768	56.03361	1172.49522	35.96944	3.25884	6.45679	63.42264	9.35755	6.83752	12.34002	6.23907	1.00000	19.49658	8.49010	45.39084
5.97712	6.37016	63.50710		15.46063	1167.71766	99.89166	6.08517	6.96708	89.16889	8.02059	7.38303	11.44977	5.72109	1.00000	-0.53552	7.72898	48.11450
7.26700	7.41175	63.21446	4.50388	35.815	1185.20113	139.6853	2.69752	6.10887	63.12473	8.34066	8.56557	8.39470	5.90308	0.00000	30.66323	8.43900	50.24682
10.01845	4.90976	61.31022	5.77343	53.37596	1190.80588	51.3452	3.81591	5.88680	64.75521	8.04333	8.03260	9.07126	5.77948	0.00000	11.44574	8.81086	43.17131
6.17554	11.05778	52.98640	4.75391	20.88197	1159.13964	85.83334	4.17085	5.41333	82.18497	7.72413	8.95027	5.92742	6.77705	1.00000	0.52338	8.83318	55.65718
13.12644	12.24877	42.51810	9.58864	50.7236	1071.03551	-3.52751	4.31004	6.05684	53.61190	6.38855	6.86144	1.11924	7.27834	0.00000	1.38204	5.91689	64.79571
9.58869	5.45771	37.16508	5.97885	52.86147	1088.35206	9.5926	5.37013	6.95839	69.50780	8.07959	6.20049	10.86049	7.13859	0.00000	28.52445	7.52903	40.64340
5.34906	9.90317	57.64641	6.80839	37.13548	1057.37958	-3.67029	4.51456	7.27451	68.90928	10.34400	5.82206	6.69992	8.37661	1.00000	9.99992	9.49776	74.49496
10.78139	7.20558	66.13188	6.95623	41.72063	1135.87394	12.6723	3.27417	4.67549	58.28487	4.05372	6.98112	5.56333	8.14624	1.00000	24.23777	7.54590	68.99882
6.60442	7.92825	36.53188	4.46380	38.91817	1107.04730	-78.19444	27.53652	9.61273	65.17665	7.91203	7.50740	10.38238	7.18413	1.00000	12.61762	6.91628	43.76258
5.30728	9.50751	58.82961	5.28762	48.46458	1119.54287	9.22796	4.46892	6.09354	64.00279	8.13563	6.61832	4.93846	6.07839	1.00000	18.49270	8.36351	32.26629
11.13462	7.24727	37.43506	5.50986	53.19146	1166.09490	-2.52398	5.02161	6.74199	67.34616	8.57168	6.20811	7.34698	5.32571	0.00000	18.42360	8.99424	38.13173
