location	revision	latitude	longitude	QoS	station
Europe/Rome	04 Feb 2021	36.92574	14.72443	maintenance	Ragusa
Asia/Yekaterinburg	02/08/2018, 00:00:00	54.48147	53.47103	accep	Oktyabr’skiy
America/Chicago	20 May 2017	37.95143	-91.77127	maintenance	Rolla
Asia/Kolkata	10/12/2019, 00:00:00	28.98002	77.70636	building	Meerut
Europe/London	2019/06/16	57.14369	-2.09814	good	Aberdeen
Asia/Bangkok	28 Dec 2014	15.46063	99.89166	accep	Thap Than
Africa/Lagos	2020/11/19	6.8485	3.64633	excellent	Shagamu
Europe/Berlin	05/30/2018, 00:00:00	48.28259	9.72749	accep	Ehingen
Europe/Istanbul	2015-11-26	37.31309	40.74357	excellent	Mardin
America/Bahia	29 Nov 2013	-10.95817	-38.79084	excellent	Tucano
Asia/Shanghai	19 Oct 2019	41.09822	120.74792	accep	Nanpiao
America/New_York	2021/03/30	40.94065	-73.99681	excellent	Dumont
America/Sao_Paulo	2017/01/24	-22.92306	-53.13722	excellent	Loanda
Asia/Shanghai	12/25/2015, 00:00:00	34.65918	109.22921	good	Yanliang
America/Argentina/Cordoba	11/16/2020, 00:00:00	-31.25033	-61.4867	good	Rafaela
America/New_York	2021-04-04	30.17746	-81.38758	average	Palm Valley
Europe/Madrid	03/09/2016, 00:00:00	37.13548	-3.67029	accep	Las Gabias
Asia/Shanghai	2012-12-14	23.29549	113.82465	maintenance	Licheng
Asia/Kolkata	2018-02-28	29.21399	78.95693	building	Kashipur
Europe/Berlin	09/01/2017, 00:00:00	52.4581	13.28702	good	Dahlem
America/Bahia	2016/12/26	-15.675	-38.94722	average	Canavieiras
America/Manaus	02/04/2022, 00:00:00	-3.14306	-58.44417	accep	Itacoatiara
Asia/Tokyo	2017/07/04	39.46667	141.95	good	Yamada
Africa/Lubumbashi	2020/05/15	0.49113	29.47306	accep	Beni
Europe/Paris	2018/01/27	48.86667	2.08333	good	Marly-le-Roi
Asia/Tokyo	02/11/2017, 00:00:00	39.46667	141.95	excellent	Yamada
Europe/London	31 May 2022	53.46506	-1.47217	accep	Chapletown
America/New_York	06/16/2013, 00:00:00	41.54566	-71.29144	excellent	Middletown
Africa/Monrovia	12/24/2012, 00:00:00	7.57944	-8.53778	average	New Yekepa
Europe/Samara	2013-02-24	53.37596	51.3452	average	Otradnyy
America/Chicago	11/14/2018, 00:00:00	42.55308	-87.93341	good	Pleasant Prairie
Asia/Jakarta	19 Jun 2013	-1.26424	104.09701	average	Simpang
Asia/Kolkata	2013-03-27	12.1277	78.15794	excellent	Dharmapuri
America/Matamoros	2014-10-09	25.87972	-97.50417	excellent	Heroica Matamoros
Asia/Kuala_Lumpur	11/28/2018, 00:00:00	1.6561	103.6032	excellent	Kulai
America/Jamaica	07/03/2014, 00:00:00	18.00747	-76.78319	accep	New Kingston
Pacific/Efate	03 Aug 2021	-17.73648	168.31366	maintenance	Port-Vila
Asia/Taipei	02/06/2019, 00:00:00	23.5654	119.58627	good	Magong
Asia/Kolkata	2017/12/10	11.12018	76.11996	maintenance	Manjeri
America/Fortaleza	07/05/2016, 00:00:00	-4.16694	-40.7475	average	Guaraciaba do Norte
Europe/Paris	04/17/2014, 00:00:00	43.11667	1.6	maintenance	Pamiers
Asia/Tashkent	2012/12/04	40.78206	72.34424	building	Andijon
Asia/Manila	29 Oct 2017	10.20898	123.758	good	Naga
Europe/Berlin	10 Dec 2012	52.4581	13.28702	excellent	Dahlem
Europe/Paris	2017/01/27	43.11667	1.6	excellent	Pamiers
Asia/Yekaterinburg	2021-08-20	54.48147	53.47103	average	Oktyabr’skiy
America/Chicago	10/07/2015, 00:00:00	42.16808	-88.42814	accep	Huntley
Africa/Abidjan	2022-03-24	5.27247	-3.59625	good	Bonoua
Europe/Volgograd	11/08/2021, 00:00:00	50.06	43.2379	excellent	Mikhaylovka
America/Chicago	03/25/2017, 00:00:00	33.45122	-86.99666	excellent	Hueytown
Asia/Shanghai	2022-01-25	35.50056	117.63083	maintenance	Pingyi
Asia/Shanghai	2018-07-05	41.94175	123.50266	good	Hushitai
Africa/Lagos	2016-09-18	7.6	4.18333	excellent	Olupona
Asia/Tehran	02/26/2020, 00:00:00	35.6803	51.0193	average	Shahre Jadide Andisheh
Asia/Kuala_Lumpur	2021/10/28	1.6	103.81667	good	Ulu Tiram
Asia/Tehran	2020/01/30	36.64852	51.49621	average	Nowshahr
Europe/Rome	2018/08/21	41.72063	12.6723	average	Ariccia
Asia/Jakarta	31 Dec 2012	-7.57897	112.23109	excellent	Diwek
America/Sao_Paulo	06/02/2022, 00:00:00	-22.53722	-42.98194	average	Guapimirim
America/New_York	2020/04/25	40.72816	-74.07764	maintenance	Jersey City
America/Caracas	23 Sep 2022	8.35122	-62.64102	maintenance	Ciudad Guayana
Atlantic/Azores	2016/06/05	37.74615	-25.66689	average	Ponta Delgada
America/Chicago	2018-10-23	29.53885	-95.44744	average	Fresno
Asia/Aden	09/18/2020, 00:00:00	14.53767	46.83187	building	Ataq
Europe/London	2022-06-27	53.49389	-1.29243	average	Mexborough
Asia/Kolkata	21 May 2014	30.21121	74.4818	good	Malaut
America/New_York	04 Nov 2019	38.70734	-77.02303	excellent	Fort Washington
Asia/Kolkata	2018-11-29	23.49668	86.68363	accep	Adra
Europe/Paris	2021-01-26	43.71032	-1.05366	maintenance	Dax
Africa/Gaborone	23 Oct 2016	-21.44236	27.46153	average	Tonota
Africa/Algiers	04/03/2018, 00:00:00	36.72544	3.55665	excellent	Thenia
America/Bahia	17 Jan 2022	-15.675	-38.94722	good	Canavieiras
Europe/Berlin	2016/04/09	49.97704	9.15214	accep	Aschaffenburg
America/Los_Angeles	2016-08-11	47.38093	-122.23484	acceptable	Kent
America/New_York	2019-05-27	39.32288	-76.72803	maintenance	Woodlawn
Asia/Tokyo	03/12/2019, 00:00:00	36	139.55722	good	Okegawa
Asia/Jakarta	2015-11-01	-6.91806	106.92667	excellent	Sukabumi
Europe/Bratislava	2015-05-26	48.8449	17.22635	maintenance	Skalica
Asia/Kolkata	2015-03-15	10.12268	77.54372	good	Periyakulam
Europe/Rome	05/02/2022, 00:00:00	37.51803	15.00913	average	Misterbianco
America/Havana	26 Aug 2017	23.0072	-82.4017	maintenance	Boyeros
America/Chicago	2017-04-17	41.15376	-87.88754	accep	Bourbonnais
Europe/Istanbul	2016/05/17	37.31309	40.74357	accep	Mardin
Asia/Yerevan	11/04/2016, 00:00:00	40.49748	44.7662	good	Hrazdan
America/Chicago	04/13/2020, 00:00:00	33.45122	-86.99666	average	Hueytown
Europe/Dublin	09/30/2013, 00:00:00	53.53333	-7.35	average	An Muileann gCearr
America/New_York	2018/01/13	27.71809	-82.35176	excellent	Sun City Center
Europe/Paris	2015-05-07	44.80477	-0.59543	building	Talence
Asia/Tashkent	2019-05-18	41.29444	69.67639	average	Parkent
Africa/Nairobi	07 May 2014	0.46005	34.11169	excellent	Busia
Asia/Tokyo	2021-06-08	34.9	137.5	excellent	Shinshiro
Asia/Kolkata	04/04/2021, 00:00:00	29.22254	79.5286	accep	Haldwani
America/Havana	07/19/2015, 00:00:00	23.04419	-82.00919	excellent	Jaruco
Europe/Paris	2018-02-27	43.11667	1.6	average	Pamiers
America/Chicago	19 Jul 2019	36.61033	-88.31476	accep	Murray
Europe/London	19 Jan 2022	51.40148	-1.32471	accep	Newbury
Asia/Tokyo	2020/11/02	36.24624	139.07204	accep	Fujioka
Europe/Helsinki	2020/10/02	60.2052	24.6522	good	Espoo
Asia/Kolkata	09/02/2022, 00:00:00	25.13915	73.06784	accep	Sheoganj
Asia/Shanghai	2017-07-22	37.73222	115.70111	maintenance	Hengshui
America/Argentina/Ushuaia	2020-11-04	-54.8	-68.3	good	Ushuaia
America/Edmonton	02 May 2017	53.51684	-113.3187	accep	Sherwood Park
Europe/Moscow	06/20/2016, 00:00:00	42.819	47.1192	accep	Buynaksk
America/Bogota	05/06/2016, 00:00:00	10.15031	-73.9614	good	El Copey
Europe/Moscow	10/03/2017, 00:00:00	53.53041	43.67663	maintenance	Nizhniy Lomov
Asia/Shanghai	05 Dec 2013	27.85	112.9	building	Xiangtan
Europe/Helsinki	2020-01-05	60.2052	24.6522	average	Espoo
Europe/Berlin	2013/11/14	51.21667	6.26667	average	Schwalmtal
America/Fortaleza	2015/01/01	-4.24444	-42.29444	accep	Barras
Asia/Kolkata	11/02/2015, 00:00:00	26.76628	83.36889	building	Gorakhpur
America/Los_Angeles	2015/10/28	32.9156	-117.14392	average	Mira Mesa
Europe/Berlin	03/27/2016, 00:00:00	53.6052	10.03988	average	Barmbek-Nord
Asia/Karachi	07/18/2021, 00:00:00	30.46907	70.96699	maitennce	Kot Addu
Europe/Berlin	12/08/2018, 00:00:00	52.86147	9.5926	excellent	Walsrode
Asia/Jakarta	2021/01/21	-7.81667	112.01667	good	Kediri
Europe/Belgrade	08/24/2020, 00:00:00	44.97639	19.61222	average	Sremska Mitrovica
Africa/Lagos	28 Jan 2020	6.15038	6.83042	average	Nkpor
America/Bahia	2019-11-15	-12.91667	-39.25	excellent	Muritiba
Europe/Kiev	01 Jun 2019	51.67822	33.9162	good	Hlukhiv
America/Sao_Paulo	04 Jul 2015	-20.25333	-43.80139	good	Itabirito
Europe/Vilnius	2016-06-07	55.25	24.75	excellent	Ukmerge
America/Toronto	27 Jun 2014	45.44868	-73.81669	average	Pointe-Claire
Asia/Shanghai	2012-12-16	34.56861	105.89333	excellent	Beidao
Europe/London	2018/09/19	51.39323	0.47713	average	Strood
Asia/Tokyo	30 May 2013	34.81667	137.4	average	Toyokawa
Europe/London	20 Jan 2021	51.40148	-1.32471	accep	Newbury
Africa/Cairo	05/29/2017, 00:00:00	31.20176	29.91582	good	Alexandria
Europe/Berlin	2015-03-17	48.06919	11.37703	average	Gauting
Europe/Istanbul	07/05/2017, 00:00:00	40.37528	28.88222	average	Mudanya
Asia/Kolkata	2017-08-28	26.11527	86.59509	accep	Supaul
Europe/Rome	2019/05/03	44.89784	8.86374	average	Tortona
Europe/London	2021/01/06	52.41667	0.75	accep	Thetford
Asia/Dhaka	16 Oct 2012	22.83957	91.84128	maintenance	Manikchari
Africa/Tripoli	05/23/2015, 00:00:00	30.75545	20.22625	excellent	Ajdabiya
Europe/Berlin	12/30/2021, 00:00:00	50.64336	7.2278	good	Bad Honnef
Africa/Lagos	2013-06-26	6.45407	3.39467	maintenance	Lagos
America/Toronto	04/09/2013, 00:00:00	43.86682	-79.2663	average	Markham
America/Montevideo	08/15/2013, 00:00:00	-33.38056	-56.52361	accep	Durazno
Europe/Berlin	2020/07/26	48.35693	10.98461	accep	Friedberg
America/Porto_Velho	2019/10/08	-8.76194	-63.90389	average	Porto Velho
Asia/Kolkata	11/12/2014, 00:00:00	28.98002	77.70636	excellent	Meerut
Europe/Rome	07/26/2019, 00:00:00	45.78071	12.84052	accep	Portogruaro
Asia/Kolkata	20 Apr 2022	22.4711	88.1453	good	Pujali
Europe/London	07/08/2021, 00:00:00	51.84819	1.26738	good	Walton-on-the-Naze
Asia/Qyzylorda	2015/09/24	44.85278	65.50917	good	Kyzylorda
America/Sao_Paulo	2020/09/30	-19.7625	-44.31389	accep	Esmeraldas
Europe/Moscow	2013-02-05	64.5635	39.8302	good	Severodvinsk
Asia/Manila	2013/03/07	14.14989	121.3152	average	Calauan
Asia/Tehran	2013/08/29	33.86419	48.26258	average	Aleshtar
America/Santiago	2013-05-24	-32.45242	-71.23106	accep	La Ligua
America/Los_Angeles	07/22/2020, 00:00:00	34.09611	-118.10583	excellent	San Gabriel
America/Detroit	2015/04/23	42.97086	-82.42491	average	Port Huron
America/Chicago	2014/07/09	44.73941	-93.12577	accep	Rosemount
Europe/Rome	2013/11/10	45.39402	9.29109	excellent	San Giuliano Milanese
America/Caracas	01/24/2017, 00:00:00	10.22677	-67.33122	average	La Victoria
America/Argentina/Cordoba	2018/10/31	-31.25033	-61.4867	average	Rafaela
Asia/Shanghai	11/03/2013, 00:00:00	23.02677	113.13148	excellent	Foshan
Europe/London	2021/05/23	50.79205	-1.08593	average	Southsea
Europe/Paris	2020/08/07	43.83125	5.03586	average	Cavaillon
America/Chicago	07/01/2016, 00:00:00	31.76212	-95.63079	accep	Palestine
America/Toronto	12/12/2016, 00:00:00	45.44868	-73.81669	good	Pointe-Claire
Europe/Berlin	2015/01/13	51.19139	6.51352	average	Korschenbroich
America/Sao_Paulo	01/18/2022, 00:00:00	-22.53722	-42.98194	accep	Guapimirim
Asia/Tokyo	2015/01/25	37.56667	140.11667	accep	Inawashiro
Asia/Seoul	2021-01-24	37.65639	126.835	average	Goyang-si
America/Boise	2019/11/15	43.54072	-116.56346	accep	Nampa
Asia/Manila	26 Jul 2016	9.6531	124.3697	accep	Jagna
Asia/Manila	09/24/2017, 00:00:00	12.97389	123.99333	good	Sorsogon
Asia/Kolkata	2019/03/25	11.50526	77.23826	accep	Sathyamangalam
America/New_York	2015/05/24	43.61062	-72.97261	excellent	Rutland
Africa/Casablanca	23 Jun 2014	34.31	-2.16	average	Jerada
Europe/Lisbon	10/09/2020, 00:00:00	38.72706	-9.24671	good	Carnaxide
America/New_York	2021-11-22	39.96097	-75.60804	average	West Chester
America/New_York	06/30/2021, 00:00:00	41.55815	-73.0515	maintenance	Waterbury
Africa/Lubumbashi	06/19/2013, 00:00:00	0.76755	24.43973	maitennce	Yangambi
Asia/Samarkand	11/21/2017, 00:00:00	40.11583	67.84222	good	Jizzax
America/New_York	2014-09-21	41.16704	-73.20483	excellent	Bridgeport
Asia/Karachi	2013/08/29	30.76468	74.12286	good	Kanganpur
Europe/Moscow	2021/01/01	53.93361	37.92792	building	Kireyevsk
Australia/Sydney	08/09/2015, 00:00:00	-33.79176	151.08057	average	Eastwood
Europe/Istanbul	2020-02-23	38.37255	34.02537	building	Aksaray
America/New_York	2018-03-04	38.96372	-76.99081	good	Chillum
Asia/Kolkata	28 Oct 2018	25.13915	73.06784	good	Sheoganj
Australia/Melbourne	23 Sep 2016	-38.16604	145.13643	excellent	Frankston South
Africa/Lagos	2016/03/15	12.74482	4.52514	good	Argungu
Europe/Berlin	2014/01/27	52.86147	9.5926	maintenance	Walsrode
Asia/Kolkata	2018-08-20	24.81757	84.63445	excellent	Rafiganj
Europe/Copenhagen	19 May 2022	55.67938	12.53463	accep	Frederiksberg
America/New_York	2018/10/31	30.17746	-81.38758	accep	Palm Valley
Asia/Tokyo	30 Sep 2014	35.8	137.23333	accep	Gero
America/Argentina/Buenos_Aires	2016-11-20	-34.64966	-58.38341	good	Barracas
Asia/Yangon	2015/01/13	16.68911	98.50893	excellent	Myawadi
Africa/Windhoek	10/26/2018, 00:00:00	-21.98333	16.91667	excellent	Okahandja
Europe/Prague	2021/03/06	50.23271	12.87117	building	Karlovy Vary
America/Havana	2018/08/08	23.0072	-82.4017	average	Boyeros
Europe/Warsaw	2021/02/04	50.5107	18.30056	maintenance	Strzelce Opolskie
America/Mexico_City	2014/12/15	19.04222	-98.11889	accep	Casa Blanca
Europe/Warsaw	01/05/2015, 00:00:00	50.20528	19.27498	accep	Jaworzno
Europe/Helsinki	2021/12/08	60.2052	24.6522	average	Espoo
Asia/Kuala_Lumpur	09 May 2013	4.88441	101.96857	good	Gua Musang
America/Panama	03/13/2017, 00:00:00	8.88988	-79.62603	good	Veracruz
Europe/Kiev	07/15/2020, 00:00:00	49.65186	26.97253	average	Krasyliv
Asia/Yangon	27 Dec 2015	14.0823	98.19151	good	Dawei
Europe/Berlin	01 Nov 2021	53.59337	9.47629	average	Stade
Africa/Lagos	09 Mar 2018	6.8485	3.64633	average	Shagamu
America/Toronto	02/14/2017, 00:00:00	45.40008	-73.58248	excellent	Sainte-Catherine
Asia/Manila	2019/06/14	10.31672	123.89071	accep	Cebu City
Asia/Bangkok	12 Jan 2021	6.25947	102.05461	excellent	Tak Bai
America/New_York	26 Sep 2018	40.65538	-74.38987	accep	Scotch Plains
Europe/Warsaw	04 Oct 2018	54.58048	16.86194	good	Ustka
Asia/Riyadh	09/13/2014, 00:00:00	27.0174	49.62251	good	Al Jubayl
America/Los_Angeles	09/21/2022, 00:00:00	33.7207	-116.21677	accep	Indio
Europe/Moscow	05/26/2013, 00:00:00	55.62047	37.49338	average	Tyoply Stan
Asia/Colombo	03/29/2018, 00:00:00	6.84019	79.87116	maintenance	Dehiwala-Mount Lavinia
Asia/Shanghai	2017-10-17	38.40917	112.73333	good	Xinzhou
Europe/Madrid	02/27/2015, 00:00:00	41.91738	3.1631	accep	Palafrugell
Asia/Hong_Kong	2015-12-18	22.37066	114.10479	average	Tsuen Wan
America/Chicago	2015/06/26	45.0408	-93.263	excellent	Columbia Heights
Asia/Shanghai	10/20/2019, 00:00:00	37.73222	115.70111	average	Hengshui
Asia/Hong_Kong	2014/01/26	22.37066	114.10479	accep	Tsuen Wan
America/Argentina/Buenos_Aires	07/06/2015, 00:00:00	-37.32167	-59.13316	good	Tandil
America/Mexico_City	26 Aug 2015	19.04222	-98.11889	excellent	Casa Blanca
Europe/Berlin	2012/12/18	50.80019	7.20769	excellent	Siegburg
Africa/Brazzaville	06 Mar 2014	-4.26613	15.28318	accep	Brazzaville
Europe/London	2015-01-08	53.00974	-3.05814	good	Rhosllanerchrugog
Europe/Rome	10/31/2019, 00:00:00	45.50369	11.412	average	Montecchio Maggiore-Alte Ceccato
Asia/Kuala_Lumpur	06/14/2013, 00:00:00	2.2139	102.3278	accep	Kampung Ayer Molek
America/Guayaquil	2015/01/18	-2.13404	-79.59415	average	Milagro
America/New_York	15 Apr 2016	41.16704	-73.20483	average	Bridgeport
Africa/Maputo	20 Jan 2014	-23.85972	35.34722	excellent	Maxixe
Asia/Kuala_Lumpur	2015-01-28	4.88441	101.96857	building	Gua Musang
America/Los_Angeles	03/06/2015, 00:00:00	47.80527	-122.24064	good	Bothell West
America/New_York	2016/08/17	27.09978	-82.45426	good	Venice
Africa/Lagos	2012/10/09	6.15038	6.83042	building	Nkpor
America/Bogota	2013-05-25	4.73245	-74.26419	excellent	Madrid
America/Los_Angeles	2012/10/28	36.20829	-115.98391	maintenance	Pahrump
Europe/Madrid	2013/12/14	38.68712	-4.10734	average	Puertollano
Europe/Brussels	07/04/2019, 00:00:00	51.21187	4.25633	maintenance	Beveren
Asia/Kolkata	2022/06/20	28.98002	77.70636	average	Meerut
America/Puerto_Rico	2018/02/11	18.03496	-66.8499	average	Yauco
Africa/Tunis	15 Jul 2022	36.08497	9.37082	average	Siliana
America/New_York	07/03/2013, 00:00:00	33.54428	-84.23381	good	Stockbridge
Europe/Paris	2013/07/26	43.83125	5.03586	excellent	Cavaillon
Africa/Lubumbashi	2016/04/26	0.76755	24.43973	excellent	Yangambi
Africa/Niamey	02/03/2020, 00:00:00	13.70727	9.15013	maintenance	Mirriah
Europe/Istanbul	12 Jul 2015	40.37528	28.88222	average	Mudanya
Asia/Shanghai	03/27/2015, 00:00:00	34.86472	117.55417	accep	Zaozhuang
America/Chicago	12/01/2018, 00:00:00	36.61033	-88.31476	acceptable	Murray
Asia/Kabul	2021/05/05	36.21544	65.93249	accep	Sar-e Pul
Africa/Dar_es_Salaam	03/04/2014, 00:00:00	-4.83	29.65806	building	Mwandiga
Europe/Brussels	17 Jul 2013	51.12794	4.21372	average	Temse
Europe/Lisbon	03/11/2019, 00:00:00	41.1053	-7.32097	excellent	Custoias
Pacific/Efate	06 Nov 2012	-17.73648	168.31366	accep	Port-Vila
Europe/Rome	02/15/2014, 00:00:00	41.72063	12.6723	excellent	Ariccia
America/New_York	2016-09-13	40.2737	-76.88442	good	Harrisburg
Pacific/Efate	03/10/2018, 00:00:00	-17.73648	168.31366	accep	Port-Vila
Asia/Kuala_Lumpur	2019-07-02	1.6561	103.6032	average	Kulai
Asia/Jakarta	2019-11-14	3.7278	98.6738	average	Labuhan Deli
Europe/Berlin	12/10/2021, 00:00:00	52.4581	13.28702	accep	Dahlem
Asia/Seoul	21 Oct 2016	34.8825	128.62667	accep	Sinhyeon
America/Sao_Paulo	26 Jun 2016	-25.42944	-50.00639	accep	Palmeira
Asia/Kolkata	2019-03-08	25.75728	75.37991	accep	Deoli
Asia/Kolkata	2021/05/15	28.98002	77.70636	excellent	Meerut
Atlantic/Canary	03 Aug 2020	27.76056	-15.58602	average	Maspalomas
Europe/Madrid	2022/03/09	38.47917	-1.325	average	Jumilla
Asia/Shanghai	2022-05-21	35.50056	117.63083	accep	Pingyi
America/Sao_Paulo	28 Jan 2022	-22.53722	-42.98194	building	Guapimirim
Asia/Kolkata	2013/03/19	22.19303	88.18466	average	Diamond Harbour
Asia/Qyzylorda	2014/01/28	44.85278	65.50917	excellent	Kyzylorda
Europe/London	2020/05/02	53.69786	-2.68758	accep	Leyland
Africa/Johannesburg	2016-10-27	-27.76952	30.79165	average	Vryheid
Europe/Amsterdam	07 Jan 2020	51.44889	5.51978	good	Tongelre
Australia/Brisbane	03/04/2017, 00:00:00	-25.54073	152.70493	good	Maryborough
Europe/Paris	19 Jun 2014	43.11667	1.6	average	Pamiers
Asia/Makassar	2021-06-22	-1.26753	116.82887	average	Balikpapan
Europe/Madrid	2019-07-07	42.06166	-1.60452	excellent	Tudela
America/Los_Angeles	07/04/2021, 00:00:00	36.20829	-115.98391	excellent	Pahrump
Asia/Tokyo	2022/07/29	36.65	138.31667	maintenance	Suzaka
America/New_York	15 Feb 2016	41.48199	-81.79819	building	Lakewood
Europe/Stockholm	17 Aug 2015	59.33333	18.28333	good	Boo
Africa/Dar_es_Salaam	01/30/2016, 00:00:00	-6.25	38.66667	accep	Mvomero
Asia/Karachi	07 Apr 2016	25.80565	68.49143	good	Bhit Shah
America/New_York	2018/01/18	41.0051	-73.78458	accep	Scarsdale
Asia/Kolkata	22 Oct 2017	12.25282	79.41727	good	Gingee
Asia/Yekaterinburg	2021-03-14	51.4781	57.3552	accep	Kuvandyk
Asia/Kolkata	2015/08/17	17.54907	82.85749	accep	Elamanchili
America/Chicago	2012-11-02	29.53885	-95.44744	acceptable	Fresno
America/Sao_Paulo	2018-11-08	-28.81833	-52.51028	maintenance	Soledade
Europe/London	01/16/2016, 00:00:00	57.14369	-2.09814	average	Aberdeen
Europe/London	2019-11-19	57.14369	-2.09814	excellent	Aberdeen
Asia/Kolkata	2020/10/11	25.13915	73.06784	accep	Sheoganj
