location	longitude	revision	QoS	latitude	station
America/Denver	-111.90466	12/28/2014, 00:00:00	good	40.34912	Saratoga Springs
Indian/Antananarivo	46.58333	04/15/2017, 00:00:00	accep	-21.15	Ikalamavony
Europe/London	-1.29243	09/02/2021, 00:00:00	average	53.49389	Mexborough
Asia/Jakarta	110.71639	11/24/2017, 00:00:00	accep	-7.54972	Ngemplak
Australia/Sydney	151.08057	2019/01/07	building	-33.79176	Eastwood
Europe/London	-5.53715	12 Mar 2019	accep	50.11861	Penzance
America/Chicago	-93.12577	2019-10-01	average	44.73941	Rosemount
America/Chicago	-94.41551	06 Mar 2019	average	39.09112	Independence
America/Argentina/Buenos_Aires	-59.13316	2016/12/22	average	-37.32167	Tandil
America/Lima	-76.70944	2022/02/06	accep	-11.94306	Chosica
Europe/Berlin	9.85	2015-12-18	average	53.63333	Halstenbek
America/Mexico_City	-103.42897	2014-07-17	excellent	20.28527	Jocotepec
Asia/Bishkek	73	2021-08-06	good	40.93333	Jalal-Abad
Africa/Dar_es_Salaam	37.73333	2021-01-17	accep	-4.06667	Same
Europe/Sofia	27.25	2021-01-04	maintenance	42.7	Aytos
Europe/Zurich	6.10237	2019/07/05	good	46.18396	Onex
America/Edmonton	-113.3187	2017-05-29	excellent	53.51684	Sherwood Park
Asia/Tokyo	137.95378	10 Nov 2015	average	35.82756	Ina
Europe/Brussels	4.21372	2019-01-26	excellent	51.12794	Temse
Europe/Berlin	8.86704	2020-02-16	accep	50.23805	Nidderau
America/New_York	-77.70066	15 Nov 2017	excellent	43.16547	Gates-North Gates
Europe/Istanbul	40.74357	2019/07/16	average	37.31309	Mardin
Australia/Brisbane	153.10236	2016-10-18	average	-27.50578	Carindale
America/Chicago	-87.88754	14 Oct 2015	excellent	41.15376	Bourbonnais
Asia/Kolkata	71.30633	12 Aug 2018	excellent	21.34222	Kundla
Asia/Vladivostok	140.72287	2019-03-02	good	53.14657	Nikolayevsk-on-Amure
Africa/Djibouti	42.7125	31 Aug 2022	excellent	11.15583	'Ali Sabieh
Asia/Shanghai	115.04814	2013/07/15	average	30.24706	Huangshi
Africa/Tunis	10.58082	2018/12/10	maintenance	35.72917	Msaken
Europe/London	-2.12139	12 Nov 2015	excellent	52.48173	Brierley Hill
America/New_York	-73.89875	2017-12-26	excellent	40.93121	Yonkers
Africa/Algiers	3.47717	2017/06/14	average	36.76639	Boumerdas
Africa/Johannesburg	29.00974	2020/07/12	good	-24.19436	Mokopane
Europe/Belgrade	22.53083	2018/03/27	accep	44.22639	Negotin
Africa/Lubumbashi	24.43973	05 Nov 2016	good	0.76755	Yangambi
Europe/London	-1.47217	2014/03/23	excellent	53.46506	Chapletown
Indian/Antananarivo	48.41667	11/25/2014, 00:00:00	excellent	-17.83333	Ambatondrazaka
America/Sao_Paulo	-53.13722	2022/03/05	maintenance	-22.92306	Loanda
America/Chicago	-96.39774	2021-05-21	excellent	30.16688	Brenham
Africa/Lubumbashi	29.47306	26 Feb 2014	excellent	0.49113	Beni
Africa/Casablanca	-5.22126	11/16/2017, 00:00:00	average	33.43443	Azrou
America/Fortaleza	-40.7475	03/13/2017, 00:00:00	accep	-4.16694	Guaraciaba do Norte
Asia/Dili	125.21972	02/23/2017, 00:00:00	building	-8.99167	Maliana
Europe/Paris	2.44892	04 Aug 2020	accep	48.98693	Gonesse
America/Mexico_City	-100.44843	10/12/2020, 00:00:00	accep	20.74122	Santa Rosa Jauregui
America/Chicago	-93.71133	2021/07/14	average	41.57721	West Des Moines
America/Los_Angeles	-120.93549	06/12/2022, 00:00:00	maintenance	37.73604	Riverbank
Asia/Kolkata	73.7553	2013/07/20	maintenance	15.5439	Calangute
Asia/Manila	123.62494	09/23/2021, 00:00:00	good	12.37169	Masbate
Europe/Rome	14.01481	29 Aug 2019	average	42.67164	Roseto degli Abruzzi
America/Los_Angeles	-122.40433	06/14/2021, 00:00:00	good	37.71715	Visitacion Valley
Europe/Paris	2.45012	2021-03-06	maitennce	48.90982	Bobigny
Africa/Luanda	19.91667	2013-04-02	excellent	-11.78333	Luena
Europe/Berlin	8.77155	10/31/2015, 00:00:00	average	50.23019	Karben
Asia/Kuala_Lumpur	100.24529	19 Oct 2012	building	5.4709	Batu Feringgi
Europe/Belgrade	22.53083	2020-07-19	accep	44.22639	Negotin
Africa/Libreville	13.58357	2019/07/16	good	-1.63333	Franceville
Europe/Paris	2.2469	2013/07/22	building	48.90472	La Garenne-Colombes
Asia/Kolkata	76.35484	06/07/2019, 00:00:00	building	10.10649	Alwaye
Asia/Almaty	77.0202	06 Feb 2018	average	43.41949	Otegen Batyra
America/Los_Angeles	-122.39168	2016-11-01	accep	40.58654	Redding
Australia/Perth	115.8614	2017/12/15	accep	-31.95224	Perth
Asia/Urumqi	86.00214	01/27/2016, 00:00:00	average	46.51872	Hoxtolgay
America/Bogota	-73.26022	2018/11/12	average	6.46838	Socorro
America/Port-au-Prince	-72.22625	2014-08-18	average	18.57677	Croix-des-Bouquets
America/Chicago	-98.15529	22 Apr 2015	excellent	26.18924	San Juan
America/New_York	-82.32483	2022/02/26	excellent	29.65163	Gainesville
America/Los_Angeles	-117.70755	28 Feb 2014	accep	33.52253	Laguna Niguel
Europe/Brussels	4.52529	15 Mar 2021	average	50.71229	Rixensart
Asia/Jakarta	107.60389	11 May 2014	building	-7.01833	Pameungpeuk
Africa/Lubumbashi	29.47306	03/11/2020, 00:00:00	excellent	0.49113	Beni
America/Los_Angeles	-122.40433	2021-10-02	maintenance	37.71715	Visitacion Valley
Africa/Lagos	4.92235	29 Jun 2019	building	7.65649	Efon-Alaaye
Africa/Dar_es_Salaam	39.28333	03 Nov 2019	maintenance	-10.33333	Nyangao
America/Detroit	-84.62081	2017/05/30	good	42.7392	Waverly
America/Santarem	-52.20639	2018/01/24	good	-3.20333	Altamira
Europe/Moscow	32.86389	01/20/2019, 00:00:00	excellent	53.95278	Roslavl’
America/Bogota	-73.26022	07/06/2022, 00:00:00	average	6.46838	Socorro
Asia/Manila	121.96361	2015-07-19	good	6.95194	Recodo
Europe/Moscow	33.72798	06/17/2015, 00:00:00	excellent	53.53395	Zhukovka
Asia/Yekaterinburg	76.92421	2014/09/21	accep	60.97944	Izluchinsk
Europe/Berlin	10.03988	2015/12/21	excellent	53.6052	Barmbek-Nord
America/Puerto_Rico	-66.8499	01/02/2014, 00:00:00	excellent	18.03496	Yauco
Africa/Algiers	3.47717	23 Dec 2013	accep	36.76639	Boumerdas
Asia/Tehran	51.67462	05/14/2021, 00:00:00	maintenance	32.65246	Isfahan
America/New_York	-73.9625	2020-03-30	excellent	40.81	Morningside Heights
Africa/Blantyre	34.4587	2015/08/08	building	-13.7804	Salima
Africa/Algiers	2.95924	04 Dec 2018	good	36.76775	Cheraga
Asia/Kolkata	82.85749	2019-01-08	maintenance	17.54907	Elamanchili
Europe/Rome	16.50104	05 Nov 2017	average	41.24264	Bisceglie
Europe/London	-4.21376	2017-01-20	maintenance	55.82885	Rutherglen
America/Argentina/Buenos_Aires	-59.13316	2017/09/03	excellent	-37.32167	Tandil
America/Los_Angeles	-116.21677	23 Jan 2022	accep	33.7207	Indio
Europe/Berlin	13.10984	05/23/2022, 00:00:00	good	51.30001	Oschatz
Europe/Lisbon	-9.24671	2015/02/04	good	38.72706	Carnaxide
America/Cuiaba	-52.35558	06 Mar 2013	average	-14.66463	Nova Xavantina
Europe/Berlin	9.85	27 Mar 2013	excellent	53.63333	Halstenbek
Asia/Karachi	68.11759	10/30/2015, 00:00:00	accep	26.9423	Tharu Shah
Asia/Manila	120.56528	01/29/2021, 00:00:00	good	14.66	Pilar
America/Chicago	-97.03285	17 Nov 2015	average	47.92526	Grand Forks
America/New_York	-72.97261	08 Mar 2021	accep	43.61062	Rutland
Europe/Berlin	10.03988	06/01/2020, 00:00:00	building	53.6052	Barmbek-Nord
Europe/Madrid	-4.10734	2015/10/19	average	38.68712	Puertollano
Asia/Kolkata	73.08333	01/05/2021, 00:00:00	excellent	19.21667	Dombivli
Africa/Luanda	19.91667	2020-12-24	maintenance	-11.78333	Luena
America/Puerto_Rico	-66.8499	2019-10-30	accep	18.03496	Yauco
Asia/Manila	120.89694	26 Nov 2017	average	14.95472	Baliuag
Europe/Podgorica	18.84	2018-05-09	excellent	42.28639	Budva
America/Bogota	-73.9614	06 Feb 2019	excellent	10.15031	El Copey
America/Guatemala	-91.11667	01/30/2018, 00:00:00	maintenance	14.93333	Chichicastenango
Europe/Vienna	15.46667	03/26/2019, 00:00:00	accep	47.05	Sankt Peter
Europe/Berlin	13.28702	20 Dec 2017	good	52.4581	Dahlem
Africa/Lagos	4.92235	04/10/2019, 00:00:00	building	7.65649	Efon-Alaaye
America/Los_Angeles	-116.97725	06 Dec 2018	average	33.92946	Beaumont
Asia/Yakutsk	111.4834	06/21/2018, 00:00:00	good	65.93381	Aykhal
America/New_York	-74.28459	2014-06-10	excellent	40.5576	Woodbridge
Asia/Kolkata	77.9129	03/22/2016, 00:00:00	excellent	25.6439	Narwar
Asia/Kolkata	88.28637	01/31/2022, 00:00:00	accep	23.07492	Pandua
America/New_York	-84.20299	2017/01/04	average	39.43534	Lebanon
Asia/Shanghai	114.68333	2014/03/21	building	23.73333	Heyuan
Asia/Karachi	71.67164	2018/01/14	building	30.29184	Qadirpur Ran
Europe/Paris	-0.59543	30 Sep 2019	good	44.80477	Talence
Africa/Casablanca	-6.00137	2016/07/05	accep	33.42585	Oulmes
Africa/Addis_Ababa	37.55	2018-06-20	maintenance	6.03333	Arba Minch
Asia/Tokyo	136.61667	11/07/2014, 00:00:00	accep	36.53333	Nonoichi
America/Mexico_City	-103.42897	2019-06-30	accep	20.28527	Jocotepec
America/Managua	-86.58208	2020/08/24	accep	13.48082	Somoto
Asia/Kolkata	71.21169	2012-12-26	building	21.59983	Amreli
Asia/Irkutsk	107.60627	2020-10-28	accep	51.82721	Ulan-Ude
Asia/Yekaterinburg	59.80222	02/28/2022, 00:00:00	accep	58.63667	Lesnoy
America/Port-au-Prince	-72.22625	02/09/2020, 00:00:00	good	18.57677	Croix-des-Bouquets
America/Argentina/Buenos_Aires	-58.38341	2015/05/23	accep	-34.64966	Barracas
America/New_York	-77.02303	04/01/2018, 00:00:00	building	38.70734	Fort Washington
Europe/London	-1.06667	2014-06-18	good	53.78333	Selby
Europe/London	-4.22398	06/28/2020, 00:00:00	excellent	57.47908	Inverness
Europe/Minsk	25.8191	2018-03-21	building	53.5942	Novogrudok
Asia/Tehran	51.67462	2015-03-07	good	32.65246	Isfahan
Europe/London	-1.47217	26 Nov 2016	accep	53.46506	Chapletown
America/New_York	-74.13653	2018-11-03	good	40.63316	Port Richmond
Asia/Kolkata	76.56719	03/27/2016, 00:00:00	excellent	24.41288	Aklera
America/Chicago	-87.88754	2021/04/29	accep	41.15376	Bourbonnais
Asia/Kolkata	78.25795	06/25/2018, 00:00:00	accep	9.82564	Tiruppuvanam
Europe/Paris	5.16108	05 Oct 2017	maintenance	48.77275	Bar-le-Duc
Europe/London	-0.29825	05 Feb 2013	good	51.39148	Surbiton
Europe/Amsterdam	6.92917	03/11/2020, 00:00:00	good	52.31333	Oldenzaal
Pacific/Honolulu	-156.47432	2017-02-01	average	20.88953	Kahului
Asia/Kolkata	73.85535	11/30/2015, 00:00:00	good	18.51957	Pune
Europe/Brussels	4.07601	2018-12-08	excellent	50.88506	Denderleeuw
Africa/Lagos	8.2926	27 Nov 2018	good	9.58126	Kafanchan
Europe/Amsterdam	7.00417	13 Mar 2018	accep	52.26083	Losser
Europe/Paris	2.45012	2019/11/14	accep	48.90982	Bobigny
Europe/Zurich	6.10237	20 Dec 2020	good	46.18396	Onex
Europe/Vienna	15.46667	2017-07-25	accep	47.05	Sankt Peter
Europe/Brussels	3.16667	2017-07-21	maintenance	50.8	Wevelgem
Indian/Antananarivo	46.58333	24 Dec 2015	excellent	-21.15	Ikalamavony
America/Belem	-48.52333	2013-09-08	accep	-0.71667	Soure
Asia/Jerusalem	34.86563	07/30/2015, 00:00:00	good	31.92923	Ramla
America/New_York	-84.20299	2014/07/21	average	39.43534	Lebanon
America/Argentina/Ushuaia	-68.3	2019-07-27	average	-54.8	Ushuaia
Europe/Brussels	4.21372	08 Sep 2018	building	51.12794	Temse
Asia/Irkutsk	107.60627	2013-05-10	building	51.82721	Ulan-Ude
America/New_York	-71.29144	20 Aug 2018	building	41.54566	Middletown
Europe/Berlin	9.47629	03 Mar 2020	good	53.59337	Stade
Asia/Kolkata	91.61356	04/03/2021, 00:00:00	building	26.44931	Rangia
Europe/Berlin	6.51352	2016-03-28	average	51.19139	Korschenbroich
America/New_York	-73.47429	04/24/2017, 00:00:00	accep	40.68066	Massapequa
America/Sao_Paulo	-49.27306	19 Nov 2020	building	-25.42778	Curitiba
Asia/Shanghai	120.74221	2021/02/09	average	31.64615	Changshu City
Europe/Kiev	29.41824	07 Jun 2013	average	45.99194	Artsyz
America/Chicago	-91.73625	2020-04-29	good	35.25064	Searcy
Africa/Dar_es_Salaam	35.7	2019-03-25	accep	-7.76667	Iringa
Asia/Colombo	79.883	09 Jun 2018	average	6.9909	Hendala
America/Sao_Paulo	-48.67028	16 Nov 2019	average	-28.24	Imbituba
America/New_York	-73.49484	2013/05/18	maintenance	41.14676	New Canaan
Europe/Rome	12.6723	02 Jun 2020	good	41.72063	Ariccia
Europe/Paris	4.86667	25 Oct 2018	excellent	45.51667	Vienne
America/Bogota	-77.03116	2017/07/04	good	3.8801	Buenaventura
Europe/Rome	15.00913	21 Jun 2016	accep	37.51803	Misterbianco
Europe/Paris	2.2469	2018-07-19	maintenance	48.90472	La Garenne-Colombes
Europe/Paris	8.73812	06/18/2016, 00:00:00	good	41.91886	Ajaccio
Europe/Madrid	-1.60452	01/05/2015, 00:00:00	accep	42.06166	Tudela
America/Recife	-34.88111	2022/07/14	good	-8.05389	Recife
Asia/Makassar	117.59152	06/21/2015, 00:00:00	excellent	3.31332	Tarakan
America/Havana	-80.58556	17 Feb 2018	average	22.98212	Corralillo
Europe/Berlin	11.18709	2021-02-21	good	48.73218	Neuburg an der Donau
America/Chicago	-91.77127	2016/05/15	excellent	37.95143	Rolla
Asia/Shanghai	115.70111	16 Dec 2018	good	37.73222	Hengshui
America/Los_Angeles	-118.03917	2015-05-13	accep	33.95015	South Whittier
America/Panama	-79.62098	2018/08/16	good	9.15093	Chilibre
Asia/Kabul	65.93249	16 May 2017	accep	36.21544	Sar-e Pul
Asia/Yangon	97.01124	2018/07/01	excellent	17.30858	Kyaikto
Europe/Bratislava	17.8031	21 Dec 2014	excellent	48.43174	Hlohovec
Asia/Manila	121.96361	11/13/2020, 00:00:00	building	6.95194	Recodo
Asia/Kuala_Lumpur	103.81667	2020-01-17	average	1.6	Ulu Tiram
America/Boise	-116.56346	2015/07/15	average	43.54072	Nampa
America/Vancouver	-119.27337	2020-01-30	good	50.26729	Vernon
Europe/Kiev	29.41824	2014/09/12	excellent	45.99194	Artsyz
Europe/Moscow	32.86389	08/16/2020, 00:00:00	excellent	53.95278	Roslavl’
America/Cuiaba	-52.35558	2022-09-09	average	-14.66463	Nova Xavantina
Europe/Madrid	-4.83076	2018/02/21	maintenance	39.96348	Talavera de la Reina
Europe/Stockholm	17.10558	06 Mar 2018	excellent	61.72744	Hudiksvall
America/Los_Angeles	-122.2608	2016/05/19	average	38.17492	American Canyon
America/New_York	-73.99681	08 Mar 2013	good	40.94065	Dumont
Europe/Paris	8.73812	29 Nov 2020	average	41.91886	Ajaccio
Indian/Antananarivo	47.31667	2019/02/26	good	-19.65	Antanifotsy
America/Chicago	-86.77917	2019-09-17	maintenance	36.02506	Brentwood Estates
Europe/Rome	14.30935	03/29/2019, 00:00:00	building	40.92298	Afragola
Asia/Shanghai	125.51176	2014-04-07	maintenance	42.64031	Dongfeng
America/New_York	-71.05977	16 Mar 2022	good	42.35843	Boston
Europe/Lisbon	-7.32097	21 Jun 2018	accep	41.1053	Custoias
Asia/Baku	45.36561	10 Feb 2015	maintenance	41.09246	Qazax
Europe/Berlin	8.51667	19 Jun 2019	average	51.88333	Verl
Asia/Tbilisi	41.77921	10/16/2014, 00:00:00	accep	41.82143	Kobuleti
Asia/Kabul	65.93249	2018/12/28	maintenance	36.21544	Sar-e Pul
Europe/Paris	5.4384	18 Oct 2013	maintenance	43.2907	Marseille 11
America/Mexico_City	-101.2591	2021/12/15	average	21.01858	Guanajuato
Asia/Kuala_Lumpur	101.02083	2018-09-08	average	4.02219	Teluk Intan
Asia/Kolkata	88.28637	11/19/2020, 00:00:00	good	23.07492	Pandua
America/New_York	-80.08199	06 Sep 2018	accep	35.88264	Thomasville
Europe/Dublin	-7.95	2013/03/19	excellent	53.43333	Athlone
Europe/Warsaw	16.86194	03 Dec 2013	excellent	54.58048	Ustka
Asia/Tokyo	137.23333	08/25/2015, 00:00:00	good	35.8	Gero
Europe/Paris	2.12213	04 Mar 2015	good	48.8222	Le Chesnay
Asia/Jakarta	106.85417	11/16/2018, 00:00:00	excellent	-6.48167	Cibinong
America/New_York	-76.43941	13 Jul 2020	building	39.33427	Middle River
Asia/Ulaanbaatar	106.88324	04/14/2021, 00:00:00	maintenance	47.90771	Ulan Bator
America/Jamaica	-76.78319	2012/11/28	accep	18.00747	New Kingston
Asia/Yekaterinburg	57.3552	2021/12/04	excellent	51.4781	Kuvandyk
Europe/Moscow	38.12408	2022/06/04	excellent	53.77166	Bogoroditsk
Indian/Antananarivo	44.53333	23 Dec 2012	average	-22.9	Sakaraha
Europe/London	-3.52751	2013/05/31	excellent	50.7236	Exeter
Asia/Karachi	71.52847	15 Jun 2021	excellent	32.57756	Mianwali
Asia/Shanghai	117.55417	05 Nov 2014	accep	34.86472	Zaozhuang
Asia/Bangkok	102.42587	10/11/2017, 00:00:00	accep	15.58552	Bua Yai
America/New_York	-74.07764	2022/08/25	maintenance	40.72816	Jersey City
Europe/Vienna	15.46667	29 Mar 2018	building	47.05	Sankt Peter
Europe/Zurich	6.10237	2014/08/22	accep	46.18396	Onex
Asia/Kolkata	85.83334	30 Sep 2016	excellent	20.88197	Bhuban
America/Los_Angeles	-117.54866	01 Nov 2013	average	33.93113	Norco
Asia/Kolkata	77.54372	03/28/2022, 00:00:00	good	10.12268	Periyakulam
America/New_York	-74.96933	05 Mar 2022	average	39.71734	Sicklerville
Europe/Paris	3.87723	23 Dec 2020	maintenance	43.61092	Montpellier
America/New_York	-81.38758	2014-09-22	maintenance	30.17746	Palm Valley
Africa/Porto-Novo	2.59753	04 May 2021	building	8.88649	Tchaourou
America/Chicago	-88.31476	02/07/2017, 00:00:00	average	36.61033	Murray
Africa/Johannesburg	30.79165	01/02/2017, 00:00:00	excellent	-27.76952	Vryheid
Asia/Almaty	77.0202	2021/08/18	accep	43.41949	Otegen Batyra
America/Santiago	-71.23106	2014/07/20	good	-32.45242	La Ligua
Indian/Reunion	55.4504	12/02/2017, 00:00:00	good	-20.88231	Saint-Denis
America/Glace_Bay	-60.1831	2018-08-04	building	46.1351	Sydney
Asia/Baghdad	44.02488	30 Jul 2015	maitennce	32.61603	Karbala
Asia/Tokyo	139.07204	16 Jul 2015	accep	36.24624	Fujioka
Africa/Dar_es_Salaam	38.01667	2017-01-14	average	-5.41667	Chanika
Africa/Nairobi	34.11169	17 Dec 2014	maintenance	0.46005	Busia
Europe/Moscow	34.33825	2012/10/04	excellent	53.59782	Dyat’kovo
Europe/Berlin	6.26667	2018/05/22	building	51.21667	Schwalmtal
America/Denver	-104.22884	04/26/2014, 00:00:00	excellent	32.42067	Carlsbad
Asia/Kolkata	91.61356	09/22/2021, 00:00:00	accep	26.44931	Rangia
Asia/Kolkata	71.30633	13 Oct 2013	average	21.34222	Kundla
Africa/Algiers	3.47717	2019/10/23	maintenance	36.76639	Boumerdas
America/Toronto	-73.58248	2015-08-10	average	45.40008	Sainte-Catherine
Europe/Rome	8.88104	2020/09/01	average	45.79377	Malnate
America/Chicago	-87.45476	2013/02/02	average	41.47892	Schererville
Asia/Kolkata	75.92694	2020-06-29	building	14.46693	Davangere
Asia/Shanghai	117.4831	2019-10-15	good	27.34089	Shaowu
Asia/Shanghai	122.08333	12/18/2013, 00:00:00	maintenance	46.08333	Ulanhot
Asia/Makassar	117.59152	2021-01-04	good	3.31332	Tarakan
Africa/Accra	-1.98956	10/24/2021, 00:00:00	excellent	5.30383	Tarkwa
Europe/London	-3.05	03/22/2021, 00:00:00	average	53.81667	Blackpool
Africa/Khartoum	34.3869	05/17/2019, 00:00:00	good	11.8659	Ar Ruseris
Europe/London	-2.68758	02/16/2021, 00:00:00	good	53.69786	Leyland
Africa/Lubumbashi	24.99798	12/20/2017, 00:00:00	maintenance	-8.73508	Kamina
America/New_York	-82.46148	01 Oct 2014	excellent	28.15112	Lutz
Asia/Kolkata	78.55757	11/28/2018, 00:00:00	accep	17.34769	Lal Bahadur Nagar
America/Los_Angeles	-122.23484	11/18/2012, 00:00:00	good	47.38093	Kent
Europe/Berlin	13.28702	2013/01/28	building	52.4581	Dahlem
Europe/London	-2.52398	2021/07/04	good	53.19146	Winsford
Asia/Aden	46.83187	06 Dec 2016	accep	14.53767	Ataq
Asia/Kolkata	77.70636	02/05/2017, 00:00:00	average	28.98002	Meerut
America/Costa_Rica	-84.13722	21 Jan 2021	maintenance	9.92787	San Rafael
Europe/Rome	8.55552	2015/10/22	accep	40.72586	Sassari
Africa/Algiers	1.04945	2019-09-27	excellent	35.06544	Frenda
America/Santo_Domingo	-71.10077	2012/12/20	accep	18.20854	Santa Cruz de Barahona
Asia/Jakarta	107.60389	2013-12-05	building	-7.01833	Pameungpeuk
Europe/Prague	12.87117	2018-03-23	maintenance	50.23271	Karlovy Vary
America/Guatemala	-91.11667	10/30/2020, 00:00:00	good	14.93333	Chichicastenango
Europe/Berlin	9.02596	2015-12-06	accep	48.21644	Albstadt
Europe/Belgrade	22.53083	05/05/2018, 00:00:00	building	44.22639	Negotin
Asia/Bangkok	102.42587	2020-02-06	good	15.58552	Bua Yai
Europe/Helsinki	24.95034	09/30/2012, 00:00:00	excellent	60.18427	Kallio
Asia/Kolkata	78.40102	2021/11/05	building	27.9247	Chharra
Asia/Manila	122.8637	2012/12/31	good	9.3337	Santa Catalina
Asia/Tehran	51.0193	10/10/2018, 00:00:00	good	35.6803	Shahre Jadide Andisheh
Asia/Ulaanbaatar	106.88324	2017-08-14	good	47.90771	Ulan Bator
Europe/London	-1.06667	08/18/2014, 00:00:00	maintenance	53.78333	Selby
Asia/Kolkata	73.66633	06/23/2021, 00:00:00	excellent	25.92493	Sojat
Europe/Moscow	40.17171	2019-11-02	accep	58.1908	Danilov
Europe/Rome	8.55552	2016-10-28	accep	40.72586	Sassari
Europe/Moscow	32.86389	07/31/2016, 00:00:00	good	53.95278	Roslavl’
Europe/Skopje	20.91361	07/28/2014, 00:00:00	accep	41.92361	Bogovinje
America/Guayaquil	-79.59415	02/26/2013, 00:00:00	excellent	-2.13404	Milagro
Africa/Nairobi	34.11169	12/05/2012, 00:00:00	good	0.46005	Busia
Africa/Lagos	4.92235	01/01/2019, 00:00:00	good	7.65649	Efon-Alaaye
America/New_York	-76.43941	24 Jul 2015	maintenance	39.33427	Middle River
Asia/Tokyo	129.96972	22 Aug 2015	excellent	33.4425	Karatsu
Europe/London	0.47713	2022-07-09	accep	51.39323	Strood
America/New_York	-76.51552	2018/03/26	building	39.32011	Rosedale
Asia/Vladivostok	133.42825	2020-02-28	accep	45.47885	Lesozavodsk
Europe/Berlin	10.30215	2021-12-18	accep	53.94313	Bad Segeberg
Europe/Amsterdam	6.61944	2016/09/29	accep	52.57583	Hardenberg
Europe/Berlin	13.32127	2022-09-14	excellent	52.59319	Wittenau
Asia/Hong_Kong	114.10479	2013/02/05	acceptable	22.37066	Tsuen Wan
Africa/Bangui	15.87735	18 May 2020	excellent	4.94273	Carnot
Asia/Samarkand	67.84222	2013/05/16	excellent	40.11583	Jizzax
Europe/Prague	13.63617	18 Mar 2018	good	50.50301	Most
America/Recife	-35.03333	12/08/2018, 00:00:00	building	-8.28333	Cabo
America/Denver	-111.99633	08 May 2018	good	40.65995	Kearns
Europe/Paris	8.73812	2013-07-21	building	41.91886	Ajaccio
America/Chicago	-99.73314	2018/08/08	good	32.44874	Abilene
Europe/Belgrade	19.61222	2018-07-17	good	44.97639	Sremska Mitrovica
Europe/Berlin	11.18709	20 Apr 2013	building	48.73218	Neuburg an der Donau
