PAHs	latitude	PM10	H2CO	longitude	PRES	O3	TEMP	SO2	Pb	CH4	NOx	C2H3NO5	CFCs	NH3	PM2.5	CO	warning
8.03875	13.73417	9.31428	59.13526	-89.71472	1065.11848	5.28651	19.23831	4.07159	56.59991	6.26988	7.69279	0.27524	38.52106	11.23780	6.07847	8.34251	1.00000
7.58399	15.73628	8.01187	52.26079	75.96976	1085.46896	7.23922	21.35555	9.60380	35.45590	6.61832	5.83571	0.11571	37.74988	7.17429	8.87273	8.89942	1.00000
6.33835	-7.60361	6.19329	27.17237	37.00438	1105.50864	10.32532	21.76358	9.35559	42.69132	5.79049	6.47131	0.04513	51.17350	7.50397	7.04833	8.74484	1.00000
8.94022	28.90054	10.70986	44.84173	-81.26367	1109.37212	7.59524	17.83196	6.40231	42.56977	5.92740	8.96536	1.01008	35.34389	9.28304	8.43233	7.87836	1.00000
6.16948	53.46506	8.74493	30.93845	-1.47217	1053.28462	7.36381	24.46479	7.23062	81.75745	4.89010	7.51184	0.18313	44.58967	6.61483	6.41533	8.14585	0.00000
7.40268	23.18	11.51013	36.02775	88.58	1071.93542	8.84545	18.57194	4.03150	57.07317	10.04386	9.84702	2.20655	54.41402	9.71761	8.22331	6.05083	1.00000
8.22439	42.06166	9.73713	45.71130	-1.60452	1110.82230	6.22912	25.57991	4.14235	60.19424	9.01668	8.47661	0.40419	82.20286	10.59372	7.67738	7.71328	1.00000
7.86498	53.6052	5.22329	39.47307	10.03988	1080.36023	8.24527	9.49632	8.45092		10.18125	11.48711	0.03159	39.85498	6.94948	6.63231	6.71427	0.00000
7.81545	21.59983	8.77783	28.53139	71.21169	1077.07328	5.54306	7.85277	9.07665	49.61458	6.88153	7.81062	0.17920	45.02380	9.34111	6.87807	8.93803	0.00000
6.84833	12.97389	9.28422	36.35277	123.99333	1065.91644	6.88874	0.35600	7.15829	30.51266	8.68035	9.38480	0.27884	35.01768	9.16070	7.46902	7.81792	1.00000
8.98309	-21.205	10.38055	47.04219	-41.88778	1151.90261	6.50664	24.96056	8.35426	61.29742	7.06324	5.02340	0.74813	55.18569	6.14530	7.68284	10.16700	1.00000
8.22595	43.2907	5.75231	30.62499	5.4384	1062.93228	9.34647	4.06903	7.61750	52.13411	10.26065	10.98358	0.03139	42.48985	8.25309	10.30906	8.88202	0.00000
7.31250	49.97704	8.69240	70.17374	9.15214	1199.68050	7.63883	27.12716	7.45313	54.16403	9.70089	9.25860	0.14929	36.70203	7.76873	7.79520	8.47802	1.00000
7.73412	60.97944	4.61794	67.28756	76.92421	1083.65659	8.77625	24.52223	9.18143	46.53078	7.09108	8.15604	0.03217	31.81210	3.77474	8.60708	6.17847	0.00000
8.82043	38.72706	6.04563	51.98725	-9.24671	1147.52758	9.55040	16.51886	10.69623	60.66703	6.15508	6.43970	0.03876	42.65306	6.48435	8.72171	8.38711	1.00000
8.76657	30.16688	8.74311	55.54755	-96.39774	1082.41120	7.44311	22.93046	9.28994	52.73625	4.36242	5.48040	0.16619	64.93116	7.65615	5.54318	8.27723	1.00000
8.19568	-20.25333	12.90859	42.37640	-43.80139	1186.45077	10.12389	5.87094	6.99338	45.90054	10.46258	9.96662	8.80504	28.84576	8.97833	7.00367	8.23456	1.00000
6.97206	34.65918	9.19153	23.90528	109.22921	1165.20220	5.46409	11.11368	11.29377	42.66556	6.40891	4.54443	0.25795	28.95183	12.78438	7.45561	8.32371	0.00000
7.93064	35.25064	8.13704	38.66768	-91.73625	1116.92876	6.27386	23.86588	5.17898	76.44124	10.70123	8.93516	0.10333	50.71867	9.10282	8.68018	7.14991	1.00000
8.65791	40.67705	7.69290	53.74020	-73.89125	1190.28968	7.70807	7.94952	8.81196	55.33781	9.37169	6.09787	0.08905	46.35890	6.82941	8.79848	7.92486	1.00000
7.94669	-36.9256	6.27180	47.18779	-73.02841	1171.93355	9.59920	6.80624	9.63320	54.60783	6.88732	6.39169	0.04646	40.07458	7.55339	7.51315	9.19927	1.00000
9.33337	23.29549	10.75078	47.57041	113.82465	1131.01713	6.43947	19.59284	5.36759	68.09069	10.28549	9.44606	1.04063	56.55564	11.13580	7.02542	7.37283	0.00000
8.58040	25.95533	10.22574	7.53393	68.88871	1072.76372	6.90223	25.35345	5.75485	42.33149	8.72865	10.44498	0.62834	43.65489	10.17963	7.80412	9.21178	1.00000
9.09175	-4.06667	6.87878	25.57234	37.73333	1092.26602	8.91146	20.98024	9.80919	48.40334	9.20571	9.01131	0.05679	58.20071	7.43691	8.09861	7.24523	0.00000
7.16180	35.88264	9.88524	50.85373	-80.08199	1142.59557	7.12032	19.31577	8.04514	31.01787	6.90288	7.16647	0.47436	51.82667	8.51912	7.51367	6.81575	0.00000
8.48041	33.43443	4.62095	32.40904	-5.22126	1119.63443	11.39029	16.93562	10.22681	46.09207	7.40342	6.53296	0.02765	42.65260	7.27066	7.57691	7.27522	1.00000
7.57822	8.35122	11.05705	32.74007	-62.64102	1136.21024	8.18432	21.59435	8.09662	47.27051	8.93145	9.53823	1.44735	37.56746	8.83799	8.68098	7.74977	1.00000
7.93991	53.19146	6.11285	37.26741	-2.52398	1098.78114	8.36729	17.32521	10.41047	55.13942	8.28919	8.62187	0.04716	36.60216	5.26046	8.01752	9.41805	0.00000
7.18077	-11.78333	5.31536	32.45642	19.91667	1060.03450	9.14093	32.92212	8.61583	52.08082	8.56703	8.64088	0.05200	61.98004	7.10776	8.13686	7.77697	0.00000
9.47481	50.88506	6.76462	42.41890	4.07601	1189.96702	9.55961	30.22560	8.62680	67.04128	10.49257	10.75739	0.05878	30.54638	6.50281	6.76713	8.78756	0.00000
6.55352	41.57721	7.74506	68.08428	-93.71133	1150.28249	8.00845	14.74583	9.66103	42.46868	8.24552	5.62264	0.11417	43.85907	6.44395	7.40370	8.35494	1.00000
7.73642	-21.15	8.95068	35.12312	46.58333	1148.07879	8.68782	8.80046	7.74998	46.73811	4.40527	6.60583	0.19502	63.57275	6.03194	7.50504	6.47668	1.00000
8.59540	51.14942	7.54158	29.82931	15.00835	1053.00688	8.58640	21.36114	9.71859	29.25850	7.73693	7.33376	0.07927	40.58413	7.60221	8.02950	9.03822	0.00000
6.80610	37.52487	7.59443	23.96989	-77.55777	1152.78492	5.97171	8.74653	11.69404	61.08789	8.31807	6.54198	0.09081	59.02158	10.61111	8.75616	7.65043	0.00000
10.36026	6.95194	6.15865	41.27366	121.96361	1172.66947	10.88000	15.21968	9.15116	60.27699	8.36794	5.91020	0.04804	50.69473	6.99975	8.43040	9.42568	1.00000
5.52372	43.41949	7.74605	53.25935	77.0202	1096.12936	10.70325	12.17010	9.00002	43.44418	8.90609	8.11643	0.08714	41.57862	6.60232	8.52958	6.98323	0.00000
6.26112	20.28527	7.05266	50.61678	-103.42897	1191.14980	7.83145	30.19423	8.13398	53.08074	7.62073	9.32744	0.04517	44.02225	7.53605	6.26712	8.53053	0.00000
6.99003	4.94273	6.66794	63.25429	15.87735	1055.41504	9.59657	25.22045	8.71007	40.81612	6.11190	7.05161	0.06967	43.38714	7.24147	8.41164	7.64178	1.00000
8.09420	-20.88231	6.77432	79.07388	55.4504	1092.31793	9.88976	9.06459	8.69015	33.31873	9.64900	9.42270	0.06933	32.98809	6.47644	7.67010	7.09486	0.00000
9.34228	40.93121	9.18920	49.03074	-73.89875	1187.94561	6.36413	44.35062	5.48438	65.39894	9.43999	8.42043	0.23634	36.79148	9.75845	9.15250	9.53801	1.00000
6.23644	0.46005	8.71665	61.54088	34.11169	1088.37757	7.27102	13.15991	8.48873	50.56128	3.75428	5.37364	0.17190	44.43453	8.10889	9.71852	9.73702	0.00000
7.70730	-11.78333	9.99674	59.06593	19.91667	1179.32077	6.08644	29.26147	8.74232	41.37759	9.60603	9.51368	0.50356	31.69979	9.19393	8.53426	7.46754	1.00000
8.89163	23.04419	6.88415	36.92545	-82.00919	1109.80778	7.82135	1.19242	8.83568	59.09695	4.90161	8.34153	0.07213	44.07254	6.49830	7.88211	7.47829	1.00000
8.81613	-7.01833	9.01564	64.76949	107.60389	1068.29057	8.69137	17.04252	10.23228	55.30763	8.74676	6.87634	0.20498	32.21873	9.06671	8.28935	8.92277	0.00000
8.43029	47.38093	6.40493	59.65081	-122.23484	1051.32740	10.77474	24.00387	9.18824	64.90221	5.36385	6.61440	0.03980	49.32426	6.58466	8.45297	5.84041	1.00000
6.97515	34.14251	10.39781	33.23713	-118.25508	1088.90763	7.77639	15.22672	8.42687	54.16494	6.51807	6.94420	0.75052	64.33570	7.75271	7.80924	10.56527	0.00000
7.82396	37.52487	10.59749	65.22574	-77.55777	1101.51259	6.54035	20.49058	8.13401	17.17365	5.49080	7.63357	0.90893	45.52412	5.87607	6.99575	8.73139	0.00000
8.36018	42.4251	5.93711	45.09635	-71.06616	1168.70896	9.06682	18.47709	8.99588	48.23873	7.48706	8.89907	0.02464	60.12966	8.76851	7.88856	7.54703	0.00000
6.86183	32.05971	5.42825	28.22148	34.8732	1189.84463	9.53101	31.27640	11.38759	53.24874	9.29420	6.33651	0.01989	23.05797	5.46742	6.31431	9.82616	1.00000
7.93041	55.64776	8.98536	42.44208	38.02486	1072.85251	9.89446	21.29272	11.24077	50.79948	8.49779	7.12272	0.23932	47.85626	5.47749		7.75386	0.00000
6.42821	0.76755	7.01117	61.41245	24.43973	1184.90253	10.82014	6.85853	8.07302	34.89778	6.98313	5.33485	0.06884	28.51594	8.60658	6.38574	8.14660	1.00000
7.45593	51.955	7.98033	55.03878	5.22778	1179.64554	9.09838	19.09417	10.16770	19.31244	8.99264	9.42636	0.10703	36.73757	7.97687	8.57065	7.89775	0.00000
9.56043	53.5942	11.75274	33.37991	25.8191	1174.21044	8.09852	16.62656	6.81839	56.46317	8.77352	10.13572	2.81442	34.37684	9.60392	7.44732	9.32958	1.00000
	51.39148	8.49099	30.85403	-0.29825	1153.67870	5.98434	14.51802	7.45706	42.22902	10.19161	9.90068	0.14384	48.72106	9.41614	7.19881	7.43218	1.00000
8.73901	48.28259	8.41043	42.87995	9.72749	1118.61667	8.49263	22.98406	7.61425	51.03322	7.16451	6.49992	0.12518	45.68485	6.37984	8.64448	8.13691	1.00000
8.46269	45.51667	8.79982	55.01796	4.86667	1135.45168	5.77511	16.06249	5.67400	66.55858	8.93430	9.53005	0.17789	49.62636	10.59506	8.37494	8.01424	1.00000
8.18157	46.67535	8.50255	47.59184	5.55575	1117.46693	5.88320	10.30084	7.70381	53.93830	11.46763	9.63368	0.15238	28.95819	8.67093	8.29000	7.27806	1.00000
8.29678	44.22639	7.56568	34.31829	22.53083	1078.07243	8.00938	13.96279	9.14178	63.14559	5.91598	6.69858	0.06507	45.43830	7.22255	7.70347	8.24414	1.00000
7.74088	44.75874	6.81525	47.06819	19.21437	1082.72155	10.36387	23.06800	8.89890	30.23862	6.11891	7.39265	0.06096	57.35313	6.05896	9.53464	8.51422	0.00000
6.76113	40.72586	5.06158	58.85433	8.55552	1184.65375	11.00098	11.63292	10.16403	38.70495	7.98430	7.06780	0.02044	60.97751	5.78132	6.78170	7.59920	1.00000
8.60786	40.65995	8.31176	45.38697	-111.99633	1111.94122	9.20759	27.18848	7.82427	48.90755	6.69732	5.51625	0.12411	60.38673	7.66180	8.08206	7.95557	1.00000
8.50707	47.38093	5.86738	47.37620	-122.23484	1185.85569		30.14861	9.62485	79.13292	8.74464	9.15790	0.03938	48.25925	7.24549	8.35579	7.62778	0.00000
8.56596	51.12794	9.50184	44.92404	4.21372	1197.73828	6.43077	24.26600	7.06213	67.70445	7.29904	8.42906	0.32037	22.13455	9.70348	7.95551	9.11824	1.00000
7.53664	65.93381	4.68039	50.81350	111.4834	1158.77841	10.30278	23.05833	10.07698	58.65534	4.86730	8.31849	0.03489	65.07520	6.53202	8.12875	8.72751	1.00000
6.18441	14.37395	9.30342	56.32733	100.48528	1194.62177	5.36785	11.42637	6.94463	28.69947	10.42469	9.12338	0.26355	46.79039	10.30868	7.60868	8.22497	1.00000
6.83395	34.5624	9.79450	43.19730	38.28402	1067.14404	7.17615	34.52424	7.72492	29.98217	6.85529	5.72555	0.42550	52.88886	6.52076	7.18702	6.43948	1.00000
7.06687	32.65246	7.55967	43.81797	51.67462	1065.15656	8.30506	4.45161	9.75923	26.16220	7.91642	6.12117	0.06167	50.66420	5.54104	8.09340	7.65289	1.00000
7.41968	40.67705	13.89701	60.28611	-73.89125	1194.60473	5.94478	22.73086	6.75498	60.19286	6.57436	8.21723	23.62679	61.17333	7.70109	7.26715	7.69510	0.00000
6.29210	-21.205	10.49289	42.70619	-41.88778	1124.20095	7.24411	19.19680	11.10001	45.02717	5.36288	4.55123	0.82676	48.22513	7.35869	7.00224	8.07556	0.00000
7.48447	21.34222	8.01617	33.32783	71.30633	1156.76714	6.08606	23.80539	8.64111	50.64402	8.85840	8.74687	0.10635	50.11248	7.84405	6.94860	8.03217	1.00000
8.24147	22.98212	10.12551	40.02551	-80.58556	1127.45360	7.30922	18.84235	5.18873	33.02135	9.13425	9.29228	0.56351	45.96140	10.16461	5.94672	7.71131	1.00000
6.50437	38.72706	8.78746	65.27655	-9.24671	1169.87706	8.62476	20.79241	7.91714	41.45266	7.03995	4.96305	0.19393	52.33343	8.22879	7.71491	9.03517	1.00000
7.80222	9.82564	10.14526	56.24913	78.25795	1125.12764	5.23654	24.41341	9.38467	36.57987	7.67449	4.11886	0.58468	63.28922	8.15046	8.40545	9.53080	1.00000
8.11253	42.67164	9.62227	23.35203	14.01481	1127.31504	6.55733	17.78711	5.00198	40.10305	9.48844	8.27902	0.35939	47.76486	10.24256	7.51006	7.86197	1.00000
7.78403	-4.16694	6.45462	61.20600	-40.7475	1155.52193	8.91332	11.66550	10.73322	46.00403	9.78530	7.98248	0.06554	38.51781	8.09804	6.60670	8.73441	0.00000
7.45755	44.43579	9.25796	44.18465	26.01649	1098.83179	7.88633	24.93004	7.83689	52.58450	5.66364	7.60622	0.27263	49.77994	4.11204	7.97525	8.83214	1.00000
9.22113	34.63915	8.00876	48.23154	-120.45794	1183.08065	7.06963	10.95287	4.94547		13.29203	8.85561	0.09217	51.25846	8.11597	9.21877	6.78225	1.00000
7.52509	50.75	4.64050	42.07469	2.25	1184.90409	11.25628	18.70573	12.11104	48.37424	7.66497	5.62047	0.04634	67.62940	6.12362	9.38478	9.65275	1.00000
9.44144	47.92526	8.00363	46.04481	-97.03285	1074.76619	8.83871	15.84293	8.01502	71.89248	7.42582	5.82387	0.11177	29.28225	8.08169	7.59910	9.78319	1.00000
7.43838	21.34222	3.78135	65.85350	71.30633	1175.47197	7.04013	22.36755	9.09057	37.88591	10.64510	11.45631	0.03828	46.09987	6.92968	8.68296	9.71089	0.00000
6.72139	37.71715	8.61303	59.29385	-122.40433	1084.06697	5.40141	15.81024	5.29176	65.53649	8.99234	9.63068	0.15716	42.01512	10.63392	6.18326	8.04145	1.00000
7.70021	18.00747	11.02564	26.16072	-76.78319	1135.14053	4.20723	17.22541	9.28847	27.81532	4.88236	5.89026	1.38206	35.05268	10.20210	7.96256	9.14803	0.00000
8.65088	53.7446	5.94731	38.06853	-0.33525	1163.96891	7.19117	9.13580	9.28150	59.15299	7.67027	8.99527	0.03053	48.68776	9.42636	7.89824	8.38629	0.00000
6.85152	17.34769	5.11674	73.21821	78.55757	1141.71421	11.42300	0.17757	8.34182	39.27048	6.69115	7.89684	0.03748	49.14938	6.92122	7.55469	7.61067	1.00000
6.96445	34.65918	8.57936	49.66901	109.22921	1093.47256	5.40607	12.39382	5.94805	54.03873	6.11458	8.60993	0.13566	47.08731	10.24113	8.98588	9.18953	1.00000
7.37012	25.95533	9.67264	43.66509	68.88871	1183.10943	6.85896	6.94560	8.05988	50.20525	7.23830	8.97885	0.39911	43.04446	8.52339	9.10852	5.96458	1.00000
7.23355	41.92361	8.49367	81.88001	20.91361	1140.29702	6.28122	14.31362	8.00543	44.94569	9.72336	9.99943	0.16458	37.28893	8.56550	8.07368	8.15825	1.00000
7.77053	46.18396	7.43337	49.19177	6.10237	1115.84426	8.16282	27.12547	10.06510	46.89408	7.16642	6.74268	0.07209	50.45911	4.75169	7.84552	5.15641	1.00000
8.69469	-8.73508	7.21827	14.64278	24.99798	1056.26314	6.96376	8.15240	7.83241	42.36013	5.42161	8.09824	0.06376	64.90608	8.94173	8.50849	8.55285	0.00000
10.27911	9.91861	9.98124	66.79985	-68.30472	1086.81442	7.02583	9.53494	6.86425	37.89167	9.39757	9.28556	0.51423	40.18644	9.28780	7.78743	8.74421	1.00000
5.82815	57.14369	8.31213	40.46575	-2.09814	1178.36935	6.56487	18.98350	9.81899	35.81597	6.39692	6.57706	0.11106	28.85683	5.63004	7.46210	8.14587	1.00000
7.41544	-7.57897	10.83537	39.47782	112.23109	1165.04462	7.61933	15.27160	6.18436	27.92706	7.03133	9.54137	1.13122	38.50693	9.70215	7.91733	9.67445	1.00000
9.23661	36.61033	8.87745	55.47990	-88.31476	1057.46764	7.59391	14.56515	7.38794	44.37060	6.97050	6.85254	0.18373	52.55839	6.08887	7.33390	9.51711	1.00000
8.26142	43.2907	10.42006	40.96859	5.4384	1166.11568	8.85241	-14.46870	7.92371	31.78955	10.01322	9.54492	0.76895	39.25630	7.85014	6.91283	7.93272	1.00000
8.17498	17.30858	7.90231	77.32809	97.01124	1102.97592	5.85934	38.13235	7.17890	53.90259	8.20763	10.10164	0.09201	39.04585	8.90725	7.12554	7.44597	1.00000
7.29095	45.44694	9.45329	54.13379	8.62118	1124.26440	10.65255	21.73023	9.33691	61.64368	12.83275	10.25478	0.31818	50.68268	8.68833	8.20245	10.94431	0.00000
8.86858	33.93113	3.66988	52.54641	-117.54866	1119.35220	7.68644	35.16411	9.96953	48.86400	8.20738	7.85374	0.03575	45.74309	4.50799	7.78202	6.79254	0.00000
7.09015	17.06542	6.14010	36.45049	-96.72365	1061.05495	10.57279	16.46030	9.86163	29.41965	5.71739	6.51713	0.03983	50.64691	6.14397	7.97062	8.92768	1.00000
5.52918	25.92127	9.33010	62.06161	86.79271	1110.43047	6.88706	18.07907	7.25084	57.10421	10.58477	9.21869	0.30801	35.50333	8.58351	7.41558	6.72909	1.00000
7.93114	49.13645	10.08167	49.83423	8.91229	1110.79532	7.33854	10.81375	7.21285	34.53659	6.65824	8.16965	0.57675	42.28873	7.83697	7.21533	8.19438	0.00000
6.76774	12.97389	5.19884	75.18060	123.99333	1147.58464	7.95289	24.29827	10.16571	74.69222	8.56782	9.33427	0.03847	40.09341	5.87708	7.39527	7.96298	0.00000
7.80342	48.90982	10.38659	52.88765	2.45012	1126.69140	6.10074	3.46391	9.79613	57.12278	7.38103	5.94853	0.74275	50.41879	10.94961	7.90346	7.43182	0.00000
7.25878	46.75451	10.38632	60.64404	33.34864	1063.60853	8.29049	17.52312	7.89423	40.36803	11.81954	10.87538	0.75489	36.14508	7.82278	6.84053	6.32895	1.00000
9.31438	38.07789	10.59880	53.25909	13.44275	1084.73365	5.85251	6.92995	7.58194	60.24584	4.37625	5.78313	0.88457	64.76523	11.28523	7.02140	8.58098	0.00000
8.79799	6.9909	9.44146	33.41234	79.883	1066.38264	6.91126	25.61040	5.42434	70.77644	7.04598	9.16756	0.30945	49.63696	9.54211	7.45417	7.23378	1.00000
8.24005	50.11861	9.26999	43.73168	-5.53715	1171.62598	7.88486	13.75845	8.44748	40.34374	6.58410	4.76575	0.25436	34.03183	7.58631	8.36820	8.82211	1.00000
9.69098	47.90771	10.27745	62.75289	106.88324	1113.70434	6.41453		8.89806	55.98152	8.73648	10.39006	0.65416	65.78266	10.29286	9.59813	5.95815	1.00000
8.67278	20.74122	10.73175	31.00566	-100.44843	1149.66276	7.63762	14.87829	6.25777	43.61767	8.48869	9.59949	1.03476	49.93515	10.13066	8.99103	7.91868	1.00000
8.34350	52.47774	8.01425	44.55196	10.5511	1074.53557	6.10627	-6.66988	9.80779	46.27315	7.00577	6.53734	0.10975	64.16927	10.73108	7.87043	8.36114	0.00000
8.40444	51.65	6.23465	38.60678	-0.2	1178.16076	3.86065	26.49604	8.27064	64.28101	11.38117	9.59619	0.04529	49.66605	9.12206	6.91347	7.80718	1.00000
9.73389	48.73218	8.20504	60.73470	11.18709	1198.50423	7.64738	21.68715	8.31154	41.57922	5.43831	6.11110	0.10223	56.67538	8.19934	9.40363	6.84660	1.00000
8.78209	36.21544	8.50843	35.20163	65.93249	1150.90304	6.32246	3.05086	8.13429	65.17728	5.33869	7.12258	0.16318	54.34017	9.11984	8.08929	8.06749	0.00000
9.65420	65.93381	9.38924	44.81839	111.4834	1126.17413	7.19407	17.13044	7.81030	60.47623	5.55074	5.90585	0.29754	54.92734	7.17715	7.71176	8.11508	1.00000
8.40048	-2.90055	8.12605	17.58726	-79.00453	1117.09821	5.86711	10.98080	5.69777	23.44538	8.92664	7.87074	0.12294	48.02077	9.58717	7.68410	7.81899	1.00000
8.23455	53.6052	10.88007	36.61754	10.03988	1166.85328	7.95470	9.56327	7.46378	51.07701	12.92594	10.47659	1.18625	54.38282	8.51363	6.51733	7.18555	1.00000
7.63948	38.17492	9.98129	45.61576	-122.2608	1191.80992	8.55642	8.19361	9.36811	75.12099	10.40264	10.14742	0.50796	48.53775	6.79969	7.09118	8.23721	1.00000
8.90523	37.05944	5.31766	37.66138	37.3825	1153.52913	9.57499	13.77007	11.87311	57.54235	9.08504	5.46391	0.03601	27.80170	6.32153	7.44692	7.64799	1.00000
7.48192	13.73417	4.99389	50.55599	-89.71472	1152.25909	8.30903	32.09331	8.88544	57.80626	9.70003	10.22165	0.04558	43.55387	6.11770	8.35344	7.22059	0.00000
6.97604	45.69558	5.46354	24.26349	4.7934	1093.19615	8.22558	7.04083	10.84391	66.11638	9.99392	7.64836	0.03427	52.55608	4.27964	6.81324	8.68700	0.00000
7.62782	-1.26424	8.63823	68.39577	104.09701	1059.96463	7.22280	3.89090	7.76802	46.72055	5.84426	7.38674	0.15094	48.92873	6.17857	7.59135	7.24633	1.00000
7.33211	53.38333	7.82580	47.44099	-0.76667	1146.31291	3.99055	14.26170	6.47917	70.62118	6.79717	8.15381	0.09699	46.72393	11.13945	8.03234	8.77053	1.00000
7.61124	0.46005	7.85510	37.76235	34.11169	1184.56921	9.76335	24.01379	9.41373	50.67808	9.60770	9.41279	0.09629	35.77219	7.45564	7.42489	7.46725	0.00000
7.73826	7.62789	5.58139	41.26876	4.74161	1071.07148	10.22223	22.12064	9.93030	65.35805	5.05243	6.88459	0.04003	19.09575	7.40227	7.81790	7.93560	1.00000
8.78743	39.32011	9.28972	48.95669	-76.51552	1151.30870	6.23591	33.49269	8.12760	60.80589	9.10276	10.49155	0.25577	52.94555	10.37602	7.89257	8.23081	1.00000
6.69947	23.29549	9.22142	62.74710	113.82465	1053.81315	8.45473	14.28943	8.37560	49.10935	7.86607	4.86140	0.27761	45.59426	6.39789	10.28064	7.68339	1.00000
8.23934	34.21639	5.71084	51.26773	-119.0376	1083.33759	9.52209	11.08345	9.28690	68.46127	9.13086	6.39330	0.02747	37.26904	8.26237	10.01993	8.59043	1.00000
7.82070	-22.45667	9.69775	68.47084	-47.53028	1151.43617	6.72480	22.07932	5.81141	36.46930	8.59373	9.77250	0.40720	65.62402	9.84320	7.65098	7.00471	1.00000
7.96196	40.93121	7.45907	32.53634	-73.89875	1123.57820	6.16530	16.06164	9.68107	50.32575	5.44437	6.00599	0.09576	55.13257	10.29288	7.73960	7.84068	0.00000
7.61726	38.17492	9.90143	54.05474	-122.2608	1169.63193	6.52518	7.68902	11.26310	46.24442	4.74151	4.12820	0.47149	34.86558	8.38020	7.49457	6.25731	0.00000
5.99765	-6.8048	7.61700	73.12594	110.8405	1067.73607	9.26911	13.31482	10.10395	48.58770	9.99102	9.24971	0.09412	39.25424	5.54681	9.92638	7.91131	0.00000
8.21905	53.83333	9.66681	29.06419	-2.98333	1174.37213	7.20705	11.36152	5.48130	54.52902	9.39387	10.43765	0.39073	41.57675	9.47165	6.27089	7.60002	1.00000
6.51081	53.83333	7.88898	70.33620	-2.98333	1196.46889	9.72406	12.24061	9.91509	38.31173	10.31073	9.15835	0.09676	68.42202	4.18634	7.98822	8.61108	0.00000
7.94956	12.18441	7.10661	52.78362	18.69303	1145.03415	7.40320	17.39819	10.22141	67.06359	8.04884	7.23499	0.07182	45.13634	8.90136	7.34196	8.46098	0.00000
7.37470	9.91861	11.13954	61.60915	-68.30472	1086.33749	7.68591	30.05140	9.19366	68.11507	7.56098	7.09056	1.54025	45.19396	8.15515	7.38794	8.13674	0.00000
8.21664	38.70734	7.49343	47.58263	-77.02303	1069.47920	8.90953	7.21389	9.54738	65.04953	12.59664	10.95565	0.07866	29.41132	9.46167	10.08135	7.64034	0.00000
8.41641	21.34222	6.78009	36.59454	71.30633	1119.10098	8.30168	33.64328	10.72484	55.38014	9.18212	8.83772	0.05079	51.55034	7.54492	7.12146	8.90922	0.00000
7.53085	36.21544	8.75509	66.08716	65.93249	1082.71751	5.50721	30.38075	2.27825	59.24940	7.08148	8.27284	0.17011	44.43794	11.54344	8.12371	8.00945	1.00000
8.54117	-8.28333	4.98611	37.72011	-35.03333	1115.53115	10.70098	8.55389	9.65670	62.40115	5.04989	8.55292	0.03679	41.67051	5.51723	8.24054	6.32274	1.00000
7.42427	28.92694	6.29572	41.64615	78.23456	1190.59633	9.12581	8.77161	8.56103	54.36125	7.56333	6.85354	0.07644	73.12802	8.73834	7.65299	8.66874	1.00000
7.91230	37.1759	7.69262	53.14065	128.9889	1077.85074	8.67855	30.47016	10.35047	47.45948	8.14315	6.64453	0.09233	45.02730	8.16955	10.25549	7.38007	0.00000
8.76067	22.37066	7.82645	63.84771	114.10479	1118.66872	9.48657	3.32919	10.55009	49.10919	9.58789	8.61535	0.09706	18.83650	5.02428	9.70496	7.48491	0.00000
7.67673	35.06544	5.33092	58.52297	1.04945	1152.85829	8.61801	25.08669	10.72711	66.88909	6.62245	7.66026	0.04760	36.20070	6.41874	8.46724	8.07503	1.00000
7.41422	39.43534	6.87963	47.70686	-84.20299	1068.71704	8.27605	29.03478	9.63109	67.84452	5.85336	6.65310	0.06305	64.18016	7.59304	9.50912	7.65653	1.00000
8.56495	-28.81833	8.53683	37.64875	-52.51028	1081.89768	9.46175	15.38198	10.80986	57.09231	12.74512	8.24879	0.15628	43.73734	8.90333	7.66508	9.51032	0.00000
8.88604	19.21667	10.80665	78.48190	73.08333	1171.65441	7.40506	23.76011	6.79841	43.76206	2.67745	5.13357	1.09213	37.65258	8.89015	7.98059	8.22104	1.00000
8.91326	13.70727	3.71660	57.64708	9.15013	1086.18092	11.36507	3.66985	10.44255	40.75260	6.79702	8.27514	0.02702	39.05211	6.35889	7.46259	9.22812	1.00000
7.29137	0.49113	7.31243	45.11767	29.47306	1147.21312	8.81387	6.65905	8.97248	50.60415	7.51983	6.07684	0.06493	45.56419	7.24746	8.40084	8.77524	1.00000
7.66566	46.18396	8.91895	64.76669	6.10237	1137.10194	6.00093	7.40579	9.48973	40.49527	5.74195	6.83460	0.20545	37.04255	9.12124	7.08119	7.81551	0.00000
8.51733	12.37169	7.87112	41.98430	123.62494	1104.25329	9.99488	-1.71250	11.92455	42.86489	6.99263	4.94896	0.09504	48.64988	6.03588	8.03923	9.00620	0.00000
8.54716	-37.32167	6.68535	32.08333	-59.13316	1065.39700	5.41101	13.94500	8.55851	59.34019	11.63742	9.24837	0.05895	62.17596	8.04532	7.71807	8.27235	1.00000
7.81557	43.61058	1.83498	62.58219	1.33467	1085.33273	12.08750	30.79877	11.83207	48.35049	6.30022	9.99908	0.05705	48.03170	4.29717	8.70313	7.92529	1.00000
8.23753	50.26729	8.05213	75.31919	-119.27337	1187.66526	6.39463	2.89420	6.64087	76.16331	7.42166	9.51066	0.10210	60.51724	8.55561	7.71804	8.56784	1.00000
