NH3	NOx	CO	warning	O3	PM2.5	PM10	latitude	PRES	CFCs	longitude	TEMP	PAHs	C2H3NO5	CH4	SO2	Pb	H2CO
10.01567	8.48004	6.27805	0.00000	7.62836	9.05351	5.87587	1.6	1157.84899	44.02715	103.81667	15.80438	8.34800	0.16124	7.74176	9.09213	68.13599	32.63130
6.92680	6.85667	7.08332	1.00000	7.08652	7.04665	6.35989	37.16911	1090.89640	26.25116	10.03478	5.77081	6.89379	0.11144	7.08770	7.09635	53.84216	30.92076
6.21939	4.88179	6.75183	0.00000	7.06492	5.64590	7.80118	-8.43333	1107.76486	82.46028	114.33333	20.85729	7.73966	0.27790	4.92613	6.92838	67.89598	62.41844
5.30367	8.94056	8.64658	1.00000	7.73402	8.52953	5.69775	38.40917	1179.85118	24.71666	112.73333	28.01912	8.33106	0.10723	6.23581	9.06309	45.43685	44.96524
5.76939	9.93129	6.07092	1.00000	6.55491	8.35352	8.92685	53.43333	1152.84092	52.27526	-7.95	2.45464	6.22567	0.59467	6.92288	9.80068	41.56434	55.92596
3.09323	10.01298	6.24958	1.00000	9.47796	10.40250	6.02947	39.78504	1151.46207	49.68101	-85.76942	31.55910	6.60080	0.15176	7.75237	7.68760	19.10066	39.04922
6.07071	10.04971	6.58642	1.00000	7.96398	8.97105	9.91224	53.38333	1130.97903	52.34197	-0.76667	15.25598	7.05637	1.32200	6.84015		55.80401	38.08107
6.84270	7.06728	7.43745	0.00000	8.40306	6.57910	11.65668	51.20219	1146.41036	74.28257	7.36027	6.67620	7.14321	7.31968	6.19189	6.17269	59.86647	39.17084
9.63680	7.59973	6.27554	1.00000	6.99727	7.89646	5.99313	40.81	1159.56639	64.43275	-73.9625	1.87604	7.75211	0.13220	7.25964	9.94680	51.97992	43.43267
6.59022	9.83173	5.69644	0.00000	7.38138	10.56549	5.93808	32.54044	1116.40361	73.24592	-82.90375	22.76548	7.85134		11.66129	7.79980	49.71688	61.03161
4.09219	7.28332	7.31425	1.00000	7.89020	9.88934	6.17593	53.6052	1132.21498	39.46604	10.03988	10.89348	6.29925	0.17213	7.53888	9.08487	45.94191	17.40640
6.91060	6.38473	8.30415	0.00000	8.24804	6.71709	7.73482	-21.205	1199.73034	60.32124	-41.88778	10.94157	6.85814	0.23577	6.72494	4.69565	68.04476	54.33650
9.72511	9.90126	7.27238	0.00000	7.13707	7.06160	6.33180	26.11527	1072.90182	56.95542	86.59509	21.62830	6.84871	0.11520	6.50354	10.08700	60.81289	42.06459
6.20243	7.01051	7.27973	0.00000	8.02468	5.89359	8.65774	55.67938	1176.27667	36.27812	12.53463	4.00417	6.51758	0.52701	6.27137	4.92180	50.60738	58.00104
9.50996	5.25208	7.60782	1.00000	7.46639	5.03705	4.90120	48.8765	1165.50506	54.13723	2.18967	11.34637	8.39522	0.10409	7.85037	9.73672	45.28245	22.23282
4.27562	7.59618	8.55818	1.00000	6.32051	8.48738	1.71206	37.65181	1116.53614	53.96408	120.33063	-5.23084	7.28289	0.15025	7.41232	9.22141	56.11809	44.27823
9.09766	7.42579	7.32124	1.00000	5.87930	5.54395	6.35263	53.93361	1066.39590	48.14254	37.92792	8.69153	5.24018	0.11369	5.89262	12.00347	64.14586	21.23989
9.01135	6.20861	7.58398	1.00000	7.10766	5.05886	8.32616	48.90472	1181.60104	34.74335	2.2469	28.68036	7.22522	0.35152	8.10819	8.59494	59.23250	53.23096
10.22392	5.61552	5.59562	1.00000	7.08541	4.12214	6.62997	45.73333	1191.64401	56.29789	4.91667	18.82576	6.84362	0.16815	7.78769	8.49395	58.59617	57.79294
5.29270	10.68522	9.60491	1.00000	7.33470	10.07851	5.97314	40.65995	1072.21370	40.86649	-111.99633	18.40073	6.07380	0.14892	7.27723	6.55730	46.55315	40.88192
9.26928	6.14196	7.38258	1.00000	7.93687	7.28462	3.58177	5.27247	1115.02621	62.29499	-3.59625	11.67688	7.38694	0.10398	9.86740	9.65497	57.25254	38.36286
5.11286	8.81020	6.92383	0.00000	6.90768	4.89878	10.84216	49.68369	1154.64076	63.74570	8.61839	23.96085	6.91046	3.23364	6.72826	4.98440	76.62367	48.10101
2.29760	7.94630	7.05649	1.00000	8.79045	10.52112	5.25372	-21.41222	1186.17065	80.33264	-42.19667	7.29320	6.20969	0.09664	8.52283	8.85938	61.44204	46.78118
8.23451	5.23383	7.09666	1.00000	6.19305	4.71507	5.76341	40.72586	1190.60704	50.69593	8.55552	3.48231	8.16870	0.20204	8.68871	7.62565	37.57018	49.47946
9.89407	8.48147	8.18462	1.00000	7.71157	5.60588	6.43761	51.14942	1052.31262	49.76429	15.00835	14.56949	8.06618	0.14658	4.29389	9.90409	57.25142	42.83450
7.17897	4.86955	7.47112	1.00000	5.40525	6.16511	5.38871	37.71715	1078.09996	70.16724	-122.40433	22.09907	5.58464	0.11740	9.00248	9.43455	51.27841	38.56889
5.37018	10.24877	8.40225	0.00000	7.41776	7.72876	6.50453	34.61667	1195.50878	34.93457	135.6	8.95051	7.51173	0.13990	9.91677	7.70248	45.50515	42.06760
9.57489	5.65945	8.80707	1.00000	7.51791	4.76688	7.75900	41.80753	1150.07227	49.06820	-87.65644	11.54173	7.84361	0.25052	9.72324	9.24419	53.36153	43.07344
4.09959	6.03793	8.08481	0.00000	9.19888	5.74082	8.57912	10.63504	1094.49208	69.52049	-85.43772	25.23659	6.16576	0.40291	5.24015	7.07705	44.15030	50.77581
10.46811	7.83273	6.43878	0.00000	7.32932	7.76117	4.92103	35.05266	1199.66669	61.01928	-78.87836	3.67077	6.75088	0.01521	7.55985	8.39565	61.45080	40.92473
12.12107	7.76528	8.19023	1.00000	5.47338	6.06672	3.28426	-4.24444	1085.59944	46.33815	-42.29444	21.23985	7.83145	0.07412	7.11087	7.60696	43.11341	31.01674
5.83936	9.17730	7.21677	1.00000	7.96320	8.81489	4.48856	15.73628	1159.40713	41.07499	75.96976	36.18262	7.53345	0.09771	6.16876	7.81974	64.36735	46.00035
8.04497	5.46710	6.54415	1.00000	7.39680	5.41108	6.79658	43.32393	1069.51454	38.38805	5.4584	13.71279	6.74467	0.16658	8.70514	8.74287	64.96718	59.61774
8.76651	5.98892	7.77215	1.00000	7.10362	7.43129	3.96899	40.98894	1176.40840	70.85648	28.67582	31.88163	6.35971	0.12695	10.73196	9.02242	59.29073	43.85836
4.36272	8.99553	7.57325	1.00000	6.56688	11.51210	7.62425	41.82143	1053.69658	38.84427	41.77921	39.25847	7.90549	0.25607	7.84745	5.91697	43.00031	42.22974
4.73399	10.45911	6.92783	1.00000	8.63001	10.54869	9.14991	-37.32167	1050.01980	46.13547	-59.13316	29.72069	8.53113	0.70808	7.10653	7.30506	55.47618	55.77999
7.50542	5.63746	8.46514	1.00000	5.81812	4.67373	7.79117	8.88988	1182.60981	65.75743	-79.62603	18.26815	7.04028	0.21462	10.62650	6.28580	48.07879	55.42996
10.57473	9.53074	4.49453	1.00000	5.47438	6.34349	7.85003	51.40148	1155.74834	43.81770	-1.32471	23.22116	5.56475	0.29976	3.02692	8.94908	23.32310	37.97782
9.62646	10.84291	7.24420	0.00000	7.54321	8.34601	5.92172	33.54428	1100.28407	70.61530	-84.23381	14.62542	6.57502	0.07843	8.61153	9.99194	68.86521	53.99168
9.81942	5.76936	8.00132	1.00000	8.99872	5.11289	7.28610	40.70995	1192.47794	58.98950	0.57856	8.12970	7.11186	0.15455	7.98917	10.81807	66.02777	28.40618
8.26595	6.20433	6.51934	1.00000	7.32109	6.23636	7.34832	60.97944	1156.77462	41.11492	76.92421	7.36245	6.12134	0.23603	7.84000	9.39101	79.77293	39.02805
4.60803	7.48025	7.87574	1.00000	7.57281	9.69868	7.20868	-8.66667	1070.29267	31.66441	-35.71667	35.99442	10.52715	0.16597	8.02016	9.43243	40.39482	49.67839
7.00326	11.69053	7.75738	1.00000	7.95313	8.13928	7.23317	51.88333	1143.20074	65.18877	8.51667	22.16969	7.85587	0.15143	6.34112	8.35729	32.45398	38.58702
4.89810	5.06288	7.93492	0.00000	7.07715	5.27330	6.39587	52.21099	1196.64360	56.13692	7.02238	-7.12882	6.76120	0.07409	5.17628	6.83627	91.60416	38.94886
5.47008	10.56053	7.40691	1.00000	7.20980	8.93229	7.03032	37.05944	1112.73238	48.68231	37.3825	4.61649	6.92713	0.20309	6.68106	8.48803	38.73365	33.77793
5.83209	8.72455	5.74027	1.00000	8.30127	9.88215	5.40553	22.98212	1168.40061	50.36953	-80.58556	13.06640	6.09532	0.18810	5.83826	6.82710	50.63528	38.72489
8.38865	8.70085	6.91848	1.00000	7.09285	5.82152	4.92488	18.00747	1120.89639	70.47424	-76.78319	22.22705	7.45123	0.12153	5.37996	11.27379	75.87914	24.03605
6.45441	8.76987	7.84327	1.00000	6.72841	9.52114	4.04362	40.93333	1111.53592	51.93791	73	10.96253	7.36458	0.09418	5.18787		66.62203	29.36600
7.97930	6.97532	7.78661	1.00000	7.26524	7.39243	5.44077	-28.81833	1165.66615	78.55094	-52.51028	-1.24492	6.43260	0.13224	9.48218	7.17946	48.50142	40.52066
8.43454	6.84476	6.13325	1.00000	7.97932	7.46909	5.49337	40.58654	1141.70246	27.59831	-122.39168	28.66970	3.64173	0.12456	7.61850	8.96074	42.78453	41.97289
6.36794	4.37080	7.28975	0.00000	5.04729	7.80173	7.86255	9.58126	1077.46424	40.00272	8.2926	18.17987	9.37054	0.24315	7.41552	6.78420	42.25536	62.40808
6.76062	6.91049	6.20841	1.00000	8.83232	8.42014	7.72913	24.96334	1173.97592	75.62736	10.18003	12.44826	9.00855	0.24325	9.13024	9.56575	52.01034	27.61193
8.23732	8.33667	8.16177	0.00000	7.22009	8.37011	6.07166	34.56861	1152.49908	55.62024	105.89333	-3.03568	8.09244	0.10492	9.92946	7.84823	42.67246	62.45861
8.00223	6.20131	5.66101	1.00000	8.85680	8.22041	3.84764	29.53885	1130.45742	53.15798	-95.44744	12.41426	6.39082	0.09685	10.71572	9.00629	51.58036	35.21385
5.36998	5.51435	7.04167	0.00000	6.46472	5.50738	6.90664	-4.24444	1106.55142	62.27486	-42.29444	1.89641	7.99393	0.13244	5.40317	6.37124	50.27784	43.43829
9.56718	6.40260	7.21288	1.00000	6.99298	6.48831	4.48686	55.82737	1094.18010	41.96248	-4.0573	16.18745	6.72988	0.09563	8.80985	9.16942	51.62891	31.06633
7.97331	5.80405	6.12721	1.00000	8.64848	6.58365	3.82654	10.10649	1102.70428	68.01921	76.35484	17.89326	7.02560	0.12867	10.43531	7.42734	57.32236	19.48436
9.63944	8.85074	6.42439	0.00000	7.72495	12.30651	6.22376	28.88162	1081.39554	49.19595	120.03308	24.11937	6.92589	0.15607	10.30104	8.22382	71.06716	51.28355
8.48177	9.72141	7.08455	0.00000	7.26418	11.39043	6.43531	26.44931	1100.48615	52.33287	91.61356	21.52988	8.29814	0.22255	8.57481	9.04386	39.61758	75.49075
7.72823	8.76552	8.06358		6.13913	6.25763	5.41056	49.13645	1090.06571	55.69391	8.91229	13.55383	9.13535	0.15291	8.46297	7.86753		51.34736
8.01383	6.90121	10.30492	1.00000	8.18523	7.95481	7.74231	49.97704	1084.76376	60.82369	9.15214	24.03203	6.73667	0.22526	9.48476	10.42087	59.21527	62.29666
9.78976	7.38540	7.15610	1.00000	7.00291	6.62618	6.10853	41.55815	1076.93454	58.57582	-73.0515	22.48520	6.67817	0.12803	8.39579	8.21786	52.56364	53.09743
6.74256	6.88943	9.06241	1.00000	6.47687	7.62193	3.89585	38.38479	1097.52986	51.66110	-0.76773	-0.34943	7.09907	0.12919	6.39809	9.70075	64.33633	52.49177
10.42014	7.64307	6.52436	1.00000	7.81624	7.00894	5.53839	41.57721	1196.16437	65.76345	-93.71133	2.53982	8.30116	0.09469	3.62441	7.86111	58.73029	45.64575
5.34995	7.79326	7.62835	1.00000	6.76539	10.13306	6.44472	41.24255	1162.00642	63.19576	-82.61573	5.73840	6.46407	0.11346	6.36672	7.82637	62.13620	35.75466
6.40897	9.42059	7.19772	1.00000	6.49496	7.68849	7.10721	35.06667	1146.83540	52.89253	135.21667	5.90263	7.91048	0.16690	5.78495	9.80170	57.04660	33.39108
7.84633	5.44261	7.67471	1.00000	6.95979	6.65457	5.52083	42.58342	1103.86581	45.26922	-71.8023	3.51156	7.04869	0.06894	10.63967	9.05489	59.21696	50.50048
9.18599	7.97666	6.90554	0.00000	7.70413	5.36390	6.18764	50.26729	1094.45039	54.13185	-119.27337	13.25470	8.42524	0.13661	7.18253	8.63506	34.16482	28.18733
8.21200	5.19241	7.96733	0.00000	7.87263	5.98727	7.02762	29.21399	1092.80475	42.27275	78.95693	16.10997	7.60963	0.14990	6.13632	5.10081	49.38478	43.18632
7.01802	6.66781	8.18775	1.00000	8.42515	5.47891	9.90875	37.35813	1123.21745	55.18416	-6.03731	11.26267	6.76364	1.34894	9.18317	6.14961	45.73166	40.06186
11.63898	7.34800	7.47761	0.00000	8.98837	7.26836	5.89970	51.35084	1161.18901	68.60875	-1.99421	17.63358	7.44717	0.17787	9.69461	10.91012	52.52765	35.71115
8.92677	7.97196	6.66085	0.00000	6.66826	7.36707	6.45585	36.81667	1084.31237	22.93255	117.81667	26.63779	8.21458	0.14722	7.23352	9.09901	69.95410	37.01633
7.56535	6.28217	7.18863	0.00000	7.97242	7.40027	10.31164	43.67681	1072.89074	35.14554	4.63031	12.59720	7.44577	2.02939	7.48850	5.69542	61.92367	44.79175
13.53140	4.40589	7.83842	1.00000	4.89849	1.88135	3.13063	-1.6	1055.02242	50.66981	103.61667	20.24712	7.13070	0.07440	8.39259	9.11821	38.63860	43.24041
9.15023	6.18666	7.70618	1.00000	8.49472	6.00716	5.20145	27.9247	1121.13331	71.13085	78.40102	21.85604	7.22175	0.14058	7.69802	8.29866	60.47677	46.41379
3.34993	8.41244	7.93114	1.00000	7.39329	10.52575	6.81409	41.1053	1057.33564	51.91688	-7.32097	18.82724	7.10661	0.17000	7.59133	8.36174	58.84132	39.96496
7.27770	8.54175	6.53296	1.00000	8.07790	7.27777	4.88533	-28.24	1198.44571	45.47675	-48.67028	21.22222	7.81734	0.11541	3.97320	9.44173	65.20591	50.91029
10.90992	6.09518	7.05245	1.00000	6.96319	4.01791	7.93280	48.8449	1126.62780	57.12888	17.22635	21.13819	6.61785	0.35863	8.31300	9.50508	58.07666	57.38694
7.31522	6.92493	6.75622	0.00000	6.04807	8.01979	5.85923	-10.91111	1133.61475	69.77695	-37.07167	11.90588	8.51534	0.11880	8.42966	7.89023	57.13393	57.67485
9.15289	10.92254	6.67006	0.00000	7.93137	9.72750	5.44506	21.53889	1190.51923	61.69435	71.57737	14.12750	8.09660	0.13814	7.97393	9.21761	71.26620	53.23691
4.92531	8.91287	7.14152	1.00000	8.09668	10.84490	7.14446	56.03361	1141.96716	68.97010	35.96944	-4.29900	7.14352	0.17168	6.96237	6.91938	47.54463	48.97033
6.92037	10.76974	7.83078	1.00000	7.24694	6.03676	7.05703	68.79833	1073.51302	36.06425	16.54165	12.31053	8.12561	0.17410	5.99173	11.21221	79.60112	51.08463
4.26282	7.10110	6.65965	1.00000	4.50825	10.57331	5.33869	34.5624	1135.66751	60.77847	38.28402	18.11705	7.59698	0.14840	6.48654	6.80054	69.80338	54.11652
8.58200	4.64983	6.39352	1.00000	7.82747	4.88692	4.17295	10.31672	1172.24163	38.12790	123.89071	6.37297	5.14442	0.09560	8.88225	8.43263	41.36051	36.70623
6.26550	5.40479	8.79915	1.00000	7.71022	5.85233	8.26099	42.7	1180.26907	65.36623	27.25	18.08112	6.54100	0.28087	12.50265	6.78896	55.71243	33.67429
8.83356	7.43337	8.02267	0.00000	7.98908	7.42938	5.09571	-4.24444	1054.57010	69.92049	-42.29444	14.14361	7.13161	0.07423	9.91790	7.28787	63.96038	54.97015
7.47844	6.65916	7.83589	1.00000	7.75208	7.89714	6.80197	8.48714	1066.38547	54.09813	-13.2356	15.94621	6.63365	0.15049	9.98513	8.97345	48.41021	54.42148
9.01633	7.52538	7.44288	0.00000	8.18749	9.97671	5.16614	9.535	1107.04177	47.46245	-13.68778	6.04969	8.39648	0.05630	10.11118	7.21915	23.59020	45.42020
7.32601	7.38288	9.30120	0.00000	8.93944	6.40367	9.14942	46.67535	1112.75564	68.33372	5.55575	17.22101	6.97976	0.70200	6.78294	4.04842	39.10182	48.03540
6.46236	4.70210	6.42572	1.00000	7.76884	5.35666	7.06956	29.69221	1128.14201	48.22590	72.54566	18.36562	9.26707	0.21726	7.93159	8.81129	35.92438	44.54204
4.33589	5.33558	8.01189	0.00000	6.73885	6.00501	7.81126	-38.65333	1141.62161	36.96368	178.00417	1.23941	7.90929	0.24204	4.77974	7.32978	71.20759	29.05697
10.85633	7.96499	7.21425	1.00000	7.24860	6.26522	7.50859	32.17629	1171.35781	56.50841	75.06583	15.89089	8.13696	0.23710	8.08601	8.08451	44.54328	36.53551
11.26941	7.85281	6.65942	1.00000	7.84278	6.49477	5.34590	-6.48167	1089.35908	68.26987	106.85417	15.76061	7.27911	0.10988	7.53718	8.25886	54.63538	63.93401
7.50744	7.01599	9.60699	0.00000	7.29758	7.74951	11.31228	-1.26753	1118.76813	52.82419	116.82887	20.30742	7.11131	5.18794	6.45943	5.41497	43.00467	60.24766
7.51275	4.60827	7.86332	1.00000	7.60011	5.69321	6.55273	36.64852	1134.91246	52.23487	51.49621	19.73893	7.96832	0.16853	8.26320	10.72651	38.33003	36.60554
6.65941	9.90253	8.03559	1.00000	7.44796	9.18958	7.14428	8.88988	1083.12185	58.28783	-79.62603	17.30291	8.30044	0.19855	5.72373	7.70537	54.42974	37.63489
9.50070	6.63478	6.66540	1.00000	7.51363	6.93478	7.09914	27.09978	1182.89166	46.78180	-82.45426	2.06779	8.11758	0.19750	8.48259	10.31231	70.62985	51.14023
6.40373	9.26593	6.82144	0.00000	5.01999	9.98603	6.82120	28.71271	1154.62581	38.64700	77.656	27.32791	6.78192	0.16772	5.10987	5.97792	72.29736	42.70779
9.49261	9.78502	6.48912	0.00000	6.92560	7.86284	5.22457	40.53123	1156.84467	59.19425	17.58522	26.59959	6.16384	0.16161	8.61402	8.77511	73.25942	38.46830
6.19023	6.25314	7.91020	0.00000	6.00245	6.85363	10.91205	45.73333	1161.70887	52.68575	4.91667	8.13214	8.07321	3.50420	6.66877	6.82390	62.21123	63.62696
5.57502	6.66819	6.90877	0.00000	6.50976	4.83970	6.55601	44.75874	1151.61369	47.87224	19.21437	18.36418	7.07451	0.13669	5.10915	5.00065	59.82189	46.48664
6.25347	5.73328	6.58876	0.00000	6.67349	3.79995	5.33843	10.7375	1127.32045	51.56287	122.9666	26.18173	6.73527	0.19740	5.13657	5.27699	24.72182	26.67879
10.18105	5.61359	8.91315	0.00000	7.39480	11.46417	5.33278	46.75451	1198.18485	44.80881	33.34864	9.07821	6.97591	0.14876	8.62596	7.81047	35.98426	36.07327
4.94745	3.98572	7.85871	0.00000	7.47454	6.47609	7.96014	-10.91722	1134.24902	55.64549	-37.65	28.54458	7.70396	0.30179	4.68701	8.42723	36.21299	29.98181
8.76448	6.97182	6.57887	1.00000	9.22068	7.61639	4.90491	27.09978	1144.35933	51.76001	-82.45426	19.36918	8.35779	0.12183	8.94644	8.64383	53.90644	52.80291
7.20460	5.41974	6.83667	1.00000	8.24988	5.66603	8.71601	12.18441	1106.23716	52.00777	18.69303	0.71880	7.37350	0.49393	8.73079	8.85268	51.68951	43.92007
5.96911	7.86826	7.53336	0.00000	6.18926	6.93439	11.32767	56.85836	1158.14807	53.78806	35.90057	8.27643	8.24285	5.22269	5.94862	5.51008	61.24689	62.69258
10.03030	8.73100	8.58349	0.00000	7.71449	9.27944	7.03087	-8.73508	1134.25076	47.68294	24.99798	14.51137	8.17098	0.18949	6.39303	10.35188	34.61081	47.65115
6.07456	4.72297	8.10752	0.00000	5.26584	6.45733	7.72600	50.23805	1194.64456	58.33407	8.86704	21.21156	6.72958	0.22130	6.74308	6.91001	52.37709	43.96964
6.31707	9.20650	7.42842	1.00000	7.39336	7.89432	4.99089	13.56667	1149.00147	52.05108	-15.6	21.51305	6.53132	0.14465	5.55918	8.31339	50.15362	56.91744
9.82386	5.28586	8.23352	0.00000	7.61508	7.60410	9.56468	28.88162	1104.93450	84.82744	120.03308	-1.80708	6.79748	1.00036	8.00093	4.94676	54.92632	39.06151
10.22972	6.10466	7.66820	0.00000	5.89407	11.44271	5.85895	15.73628	1068.04160	52.20582	75.96976	23.07500	5.81990	0.08183	11.14083	7.00116	50.33629	50.52849
6.67142	4.49209	8.38501	0.00000	6.95232	7.00707	9.67125	53.38333	1073.50689	48.93378	-0.76667	34.13709	8.98642	1.08362	6.36334	7.71108	49.66031	47.92467
3.98871	10.29988	8.76212	1.00000	6.83152	10.56599	6.11917	50.23805	1133.71024	59.59081	8.86704	20.11820	7.25773	0.12431	6.32898	6.34093	54.97279	54.53111
8.07804	8.78722	6.77975	1.00000	8.26123	7.80172	6.78266	50.8	1083.30212	63.25732	3.16667	10.67775	7.52933	0.21444	4.88174	8.89435	39.83271	49.40465
6.64573	4.15817	7.05642	0.00000	8.10725	6.83542	8.69472	43.1122	1087.46574	49.29775	12.38878	23.94283	7.45221	0.51525	5.82152	7.44957	65.77424	21.21047
4.79568	11.58555	8.03188	1.00000	6.55207	8.97293	7.45644	6.33444	1129.77529	74.55484	124.95278	24.01804	8.37774	0.25255	6.04137	8.08390	63.39967	68.14623
6.99611		7.69722	0.00000	6.87789	6.00602	8.97889	49.13645	1076.63309	63.35304	8.91229	18.52896	8.15415	0.62594	7.15138	4.68277	50.71992	36.42313
6.70352	8.38920	8.13928	0.00000	7.37965	4.61356	8.28981	51.44889	1145.23572	64.33658	5.51978	16.90673	6.51068	0.39351	6.88869	3.41026	47.15933	50.92603
7.53567	8.31663	5.65998	1.00000	7.96958	8.39333	3.54988	0.76755	1167.42843	35.60420	24.43973		5.74283	0.16537	4.46587	7.41970	71.23732	32.65160
6.01144	5.98809	8.76488	0.00000	6.36390	5.14527	7.10424	49.5099	1148.26954	74.79555	6.74549	8.92139	7.94127	0.20212	5.60852	5.64127	38.09342	33.38696
7.84652	6.11210	6.66033	0.00000	7.17039	6.14207	10.23345	51.65	1129.05908	56.59124	-0.2	16.91826	6.12114	1.83306	6.69564	5.96955	59.83184	53.87993
5.61194	7.78295	7.68169	1.00000	8.16960	8.75110	4.53348	48.78232	1098.74427	62.42813	9.17702	11.68567	8.35325	0.16592	6.37261	8.76296	54.90524	57.36422
8.88480	5.34457	8.49149	1.00000	7.01998	9.68045	7.93379	10.61285	1110.05460	59.85547	12.19458	9.40717	7.83177	0.28933	3.90649	6.35694	53.15246	24.32654
7.94374	6.56608	7.34503	0.00000	5.53631	6.01950	8.75875	46.7055	1089.60269	71.11248	38.2739	12.92041	5.89290	0.45881	8.35496	8.60026	55.30746	26.82491
7.72164	9.93876	7.97419	1.00000	6.63877	9.74695	6.83314	51.88333	1153.06760	48.00026	8.51667	5.42267	7.81570	0.17168	4.52688	5.11435	47.68413	43.44337
6.11318	10.96365	6.91134	1.00000	6.45787	7.24462	6.50814	37.30553	1115.31293	35.26926	120.82747	1.80820	9.06644	0.13105	5.70090		54.19827	53.49760
7.45449	7.59773	7.19249	0.00000	7.13298	8.75385	5.32448	51.19139	1062.79764	52.41876	6.51352	11.06302	6.80789	0.13622	11.51405	6.21191	47.69868	63.70854
6.25252	8.02995	7.20301	0.00000	6.21041	6.40601	11.46463	23.0072	1188.80866	55.11648	-82.4017	9.07303	6.79808	6.00085	6.65958	5.23579	70.01471	41.25125
6.82517	5.54639	7.29058	1.00000	7.33296	4.61032	8.00975	35.21222	1135.06273	50.70402	2.31889	25.69753	8.59590	0.31386	9.07918	6.10286	38.45919	68.99068
6.03431	10.96712	8.41808	1.00000	8.02256	7.58630	8.75448	46.08333	1065.74133	35.62464	122.08333	33.97120	6.80287	0.49783	6.11732	10.24486	56.78275	44.18262
8.63459	7.54375	6.27937	0.00000	7.90148	8.76901	6.74405	34.25	1082.12218	67.44911	135.31667	17.68587	9.21663	0.18146	8.20507	8.27551	57.39859	35.76213
5.22661	6.53750	5.80911	1.00000	9.42541	8.44920	6.49162	52.14	1199.13603	64.07855	5.58472	21.62251	6.08534	0.16195	7.49958	7.77166	58.09705	61.72091
5.57037	4.48014	8.27391	0.00000	8.18772	6.89167	8.08027	50.18545	1174.07708	32.22989	27.06365	2.94639	6.58051	0.32798	5.52928	7.48666	66.33128	44.14967
9.13659	7.85710	6.16219	0.00000	7.69070	8.98416	5.91561	33.92946	1080.68169	62.54359	-116.97725	19.29266	7.06304	0.11766	9.20369	8.06013	61.36150	52.23729
5.54536	8.92051	7.42856	0.00000	5.86443	8.51750	7.17995	-5.41667	1058.93400	38.36831	38.01667	28.81060	6.17684	0.15805	7.70150	8.64019	42.43836	45.76357
7.04234	7.15326	10.08472	0.00000	9.60127	5.63329	8.55439	18.18158	1172.62925	70.95119	76.03889	7.78729	6.95894	0.42571	6.67363	4.48658	68.90795	51.77492
7.28045	5.03438	8.62468	1.00000	8.05992	5.90302	6.01971	-4.26613	1117.04503	33.88801	15.28318	14.18478	6.25788	0.13886	9.26319	8.98147	90.95184	45.81267
5.27909	5.12080	7.26701	1.00000	7.05543	9.40163	5.44051	34.25	1057.16459	54.52462	135.31667	24.44927	8.05030	0.13029	7.74550	8.89932	35.84561	41.20905
5.89267	9.05929	7.04171	0.00000	8.87493	10.00862	7.54248	36.75965	1070.37396	60.09578	137.36215	27.33734	7.86304	0.20226	8.19311	8.83379	42.71901	59.66669
6.60095	5.32213	7.44759	0.00000	7.45149	5.62980	8.43146	41.29444	1196.51468	58.54119	69.67639	34.01094	5.53875	0.39562	5.53281	6.47406	57.01140	34.82664
8.24284	5.10789	8.46094	1.00000	6.93518	4.81164	8.72382	-34.74785	1170.47006	39.73959	-58.70072	5.27060	7.23123	0.47002	7.76696	9.80667	58.55877	14.13276
8.52000	10.29613	7.04745	0.00000	6.98398	9.16024	5.71668	49.68369	1187.34190	48.69608	8.61839	7.74329	6.19943	0.10953	8.79106	9.29764	77.68129	32.79472
6.15927	9.12441	8.21683	1.00000	5.81262	8.83366	6.00934	45.40008	1073.08120	58.28210	-73.58248	6.59492	7.31092	0.09890	4.95059	7.50678	54.50124	43.74624
5.29679	6.01966	6.78637	0.00000	6.42052	6.55165	10.12487	40.87363	1068.06910	71.28427	14.34085	20.59153	4.57340	1.68060	6.34753	6.97738	67.05895	55.85040
4.93826	4.59175	8.13585	0.00000	6.48174	7.20751	7.92846	43.32686	1058.68137	47.11528	-2.98884	14.75104	8.54769	0.31237	6.78404	7.37317	58.99362	54.93430
6.23521	9.92355	8.09441	1.00000	9.26166	8.70146	7.22662	33.95015	1177.50772	70.55860	-118.03917	15.35506	7.87654	0.25376	6.07610	8.47049	48.00576	41.69259
5.64907	4.49076	7.40731	1.00000	7.78176	7.35338	3.93682	13.51825	1141.74191	37.04119	99.95469	22.45639	9.08170	0.15752	8.73109	9.81874	65.06900	66.11426
5.27142	8.12341	7.47616	1.00000	5.34993	5.66720	11.39202	9.58126	1187.27956	54.14926	8.2926	22.19623	7.87718	5.57935	5.29485	5.90844	68.65017	28.38808
3.95622	2.83029	6.03691	0.00000	6.80034	6.16620	5.86322	48.73218	1060.60146	57.74765	11.18709	0.54870	8.02986	0.13105	3.66358	9.45399	75.48583	55.90383
9.90220	6.18950	7.01106	1.00000	6.83397	5.67673	5.91561	-34.74785	1098.78964	55.15370	-58.70072	20.58744	7.26353	0.05747	5.94143	10.65194	26.08253	38.01350
7.15668	6.36177	8.64787	1.00000	8.82183	5.20050	8.92708	15.46063	1147.24040	68.35094	99.89166	16.01535	5.96429	0.54580	7.97584	6.32798	63.64608	47.34555
