latitude	revision	station	code	QoS	longitude
54.39635	11/21/2021, 00:00:00	Alytus	LT	accep	24.04142
40.93121	2022/09/27	Yonkers	US	average	-73.89875
12.35275	2017-10-13	San Jose	PH	good	121.06761
38.58894	12/01/2018, 00:00:00	Fairview Heights	US	excellent	-89.99038
53.37596	2019/03/05	Otradnyy	RU	excellent	51.3452
53.95278	23 Apr 2017	Roslavl’	RU	excellent	32.86389
-37.32167	11/26/2016, 00:00:00	Tandil	AR	maintenance	-59.13316
41.57721	06/08/2015, 00:00:00	West Des Moines	US	average	-93.71133
38.68712	11/02/2013, 00:00:00	Puertollano	ES	good	-4.10734
29.84576	2016-06-27	Estelle	US	good	-90.10674
32.54044	2022/07/07	Dublin	US	building	-82.90375
33.43443	15 Jun 2013	Azrou	MA	accep	-5.22126
44.75874	28 Apr 2015	Bijeljina	BA	average	19.21437
46.1351	2014/12/02	Sydney	CA	maintenance	-60.1831
29.69221	02/11/2014, 00:00:00	Hasilpur	PK	accep	72.54566
-21.15	22 Mar 2013	Ikalamavony	MG	excellent	46.58333
-22.97056	15 Aug 2019	Valinhos	BR	excellent	-46.99583
23.18	2018/09/24	Aistala	IN	building	88.58
3.11988	24 Aug 2015	Lodwar	KE	excellent	35.59642
23.49668	27 Jun 2020	Adra	IN	building	86.68363
35.74788	16 Sep 2019	Muskogee	US	accep	-95.36969
42.7392	2016-03-19	Waverly	US	good	-84.62081
53.46506	06 Nov 2021	Chapletown	GB	good	-1.47217
50.5107	13 Dec 2017	Strzelce Opolskie	PL	accep	18.30056
50.23805	13 Sep 2015	Nidderau	DE	maintenance	8.86704
-11.48472	2015-04-24	Rio Real	BR	excellent	-37.93278
33.95015	2018-01-24	South Whittier	US	good	-118.03917
49.88307	2012/10/09	Kelowna	CA	building	-119.48568
47.56494	2018-07-30	Voznesensk	UA	building	31.33078
52.4581	11 Sep 2016	Dahlem	DE	building	13.28702
3.31332	2013/12/04	Tarakan	ID	excellent	117.59152
60.97944	10/03/2014, 00:00:00	Izluchinsk	RU	maintenance	76.92421
34.25628	2021/11/12	Leland	US	excellent	-78.04471
43.61058	11 Jul 2018	Colomiers	FR	average	1.33467
37.49073	25 Apr 2017	Baza	ES	good	-2.77259
-1.63333	2021/01/21	Franceville	GA	building	13.58357
13.8196	30 Nov 2017	Nakhon Pathom	TH	average	100.04427
41.91738	06/01/2021, 00:00:00	Palafrugell	ES	average	3.1631
55.82737	04 Aug 2017	Viewpark	GB	good	-4.0573
35.05266	27 Sep 2012	Fayetteville	US	building	-78.87836
19.04222	2018/08/26	Casa Blanca	MX	accep	-98.11889
40.37528	04/04/2013, 00:00:00	Mudanya	TR	accep	28.88222
42.7	2022-08-14	Aytos	BG	average	27.25
-8.66667	2016-01-06	Catende	BR	good	-35.71667
3.7278	04/20/2016, 00:00:00	Labuhan Deli	ID	average	98.6738
34.56861	31 Jul 2020	Beidao	CN	good	105.89333
50.8	2013-12-16	Wevelgem	BE	accep	3.16667
-1.26753	2019/12/05	Balikpapan	ID	accep	116.82887
22.10194	01 Apr 2019	Barbil	IN	excellent	85.37752
40.2737	2015-09-09	Harrisburg	US	building	-76.88442
-22.45667	05/07/2016, 00:00:00	Santa Gertrudes	BR	excellent	-47.53028
51.78967	2016/05/10	Clacton-on-Sea	GB	average	1.15597
36.75965	11/08/2019, 00:00:00	Namerikawa	JP	building	137.36215
39.59611	2019/05/10	Edremit	TR	accep	27.02444
49.97704	24 May 2020	Aschaffenburg	DE	excellent	9.15214
48.35149	2017/07/12	Hechingen	DE	average	8.96317
12.97389	2019-01-23	Sorsogon	PH	average	123.99333
19.04222	12/12/2017, 00:00:00	Casa Blanca	MX	excellent	-98.11889
5.30383	2018/04/08	Tarkwa	GH	good	-1.98956
13.70167	2019/04/20	Ilopango	SV	accep	-89.10944
34.08565	03 Oct 2013	Srinagar	IN	excellent	74.80555
-7.60361	11/13/2020, 00:00:00	Kidodi	TZ	accep	37.00438
52.2	08 Apr 2013	Kirchlengern	DE	excellent	8.63333
23.15678	2013/05/29	Varadero	CU	accep	-81.24441
43.35071	22 Dec 2021	Gudermes	RU	excellent	46.10925
33.37526	11/29/2018, 00:00:00	Rajaori	IN	good	74.3092
51.12794	09/05/2020, 00:00:00	Temse	BE	excellent	4.21372
4.73245	2018/05/10	Madrid	CO	maitennce	-74.26419
59.33333	03/11/2022, 00:00:00	Boo	SE	excellent	18.28333
45.44868	12/17/2019, 00:00:00	Pointe-Claire	CA	average	-73.81669
9.535	2013/10/17	Camayenne	GN	good	-13.68778
7.62789	2018-04-25	Ilesa	NG	excellent	4.74161
49.97704	23 Aug 2014	Aschaffenburg	DE	average	9.15214
49.97704	09 Oct 2021	Aschaffenburg	DE	excellent	9.15214
34.25807	04/09/2018, 00:00:00	Tupelo	US	maintenance	-88.70464
9.58126	27 Aug 2020	Kafanchan	NG	accep	8.2926
7.6	2013/02/08	Olupona	NG	average	4.18333
40.67705	2014-08-08	Cypress Hills	US	maitennce	-73.89125
27.0174	04/29/2015, 00:00:00	Al Jubayl	SA	good	49.62251
40.63316	26 Oct 2015	Port Richmond	US	building	-74.13653
28.88162	2018-07-28	Guli	CN	accep	120.03308
-20.88231	2017/02/24	Saint-Denis	RE	accep	55.4504
42.7392	2015/04/12	Waverly	US	average	-84.62081
35.8	2017/02/03	Gero	JP	average	137.23333
34.61667	12/18/2021, 00:00:00	Yao	JP	average	135.6
45.39402	2021/06/20	San Giuliano Milanese	IT	maintenance	9.29109
-21.44345	02/08/2022, 00:00:00	Tupiza	BO	good	-65.71875
32.50611	2015-07-11	Jiangyan	CN	good	120.14278
38.37255	11/25/2018, 00:00:00	Aksaray	TR	maintenance	34.02537
-8.43333	2021/07/01	Muncar	ID	average	114.33333
33.93113	11/23/2014, 00:00:00	Norco	US	good	-117.54866
44.99012	18 Mar 2014	Keizer	US	good	-123.02621
-44.39672	02/09/2017, 00:00:00	Timaru	NZ	building	171.25364
10.7375	09/14/2018, 00:00:00	Talisay	PH	average	122.9666
48.15659	17 Apr 2015	Soroca	MD	good	28.28489
35.50056	05/25/2015, 00:00:00	Pingyi	CN	good	117.63083
51.19139	2013-09-27	Korschenbroich	DE	good	6.51352
-17.74431	2018-08-13	Caldas Novas	BR	accep	-48.62789
50.23805	24 Mar 2019	Nidderau	DE	building	8.86704
50.18545	2013-01-24	Shepetivka	UA	building	27.06365
38.37255	10 Oct 2016	Aksaray	TR	good	34.02537
23.49668	2015/12/03	Adra	IN	excellent	86.68363
40.1675	06/09/2020, 00:00:00	Sungurlu	TR	average	34.37389
34.15429	2018/11/10	Messaad	DZ	excellent	3.50309
40.64621	25 Sep 2019	Kensington	US	good	-73.97069
34.5624	07/16/2020, 00:00:00	Tadmur	SY	accep	38.28402
15.73628	16 Mar 2013	Gajendragarh	IN	good	75.96976
51.03427	2018-05-23	Houthalen	BE	good	5.37429
29.38242	03/14/2013, 00:00:00	Alipur	PK	excellent	70.91106
26.11527	06/15/2018, 00:00:00	Supaul	IN	accep	86.59509
-20.25333	2018-07-22	Itabirito	BR	good	-43.80139
46.32374	2013-08-11	Sunnyside	US	excellent	-120.00865
-10.33333	29 Sep 2015	Nyangao	TZ	average	39.28333
31.78336	2013-12-11	East Jerusalem	PS	building	35.23388
-4.5833	2019/07/11	Kasangulu	CD	good	15.16554
41.55815	12/24/2015, 00:00:00	Waterbury	US	maintenance	-73.0515
28.71271	20 Oct 2018	Pilkhua	IN	excellent	77.656
42.4251	11/13/2020, 00:00:00	Malden	US	building	-71.06616
10.98778	2013/10/18	Puerto Colombia	CO	accep	-74.95472
43.91452	2019-12-17	Brunswick	US	average	-69.96533
41.27194	29 Aug 2020	Liaoyang	CN	good	123.17306
1.6	2020-05-02	Ulu Tiram	MY	good	103.81667
44.85278	2020/07/18	Kyzylorda	KZ	accep	65.50917
25.13915	2021-06-30	Sheoganj	IN	maintenance	73.06784
41.50343	08 May 2019	Newburgh	US	excellent	-74.01042
-11.78333	04 May 2021	Luena	AO	excellent	19.91667
35.21222	2015-01-04	Ksar Chellala	DZ	average	2.31889
30.81383	14 Mar 2014	Moga	IN	good	75.16878
22.83957	19 May 2015	Manikchari	BD	accep	91.84128
14.93333	2021-09-15	Chichicastenango	GT	excellent	-91.11667
36.21544	23 Mar 2021	Sar-e Pul	AF	maintenance	65.93249
-16.25	09 Apr 2015	Yunguyo	PE	building	-69.08333
55.82885	2013/10/05	Rutherglen	GB	excellent	-4.21376
27.92333	04/04/2014, 00:00:00	Pucheng	CN	good	118.53333
46.09273	2021-12-12	Iron River	US	average	-88.64235
49.07866	12 Oct 2013	Zvenihorodka	UA	good	30.96755
44.80477	26 Jun 2017	Talence	FR	building	-0.59543
17.54907	11/16/2014, 00:00:00	Elamanchili	IN	average	82.85749
12.18441	05/14/2016, 00:00:00	Mongo	TD	maintenance	18.69303
33.7207	30 Jun 2020	Indio	US	good	-116.21677
37.05944	09/30/2013, 00:00:00	Gaziantep	TR	excellent	37.3825
41.24255	04/02/2021, 00:00:00	Norwalk	US	good	-82.61573
17.06542	05/19/2018, 00:00:00	Oaxaca	MX	excellent	-96.72365
52.59319	14 Jun 2013	Wittenau	DE	average	13.32127
41.41204	2013/04/07	el Camp de l'Arpa del Clot	ES	building	2.18247
41.6764	2022/08/25	Coralville	US	building	-91.58045
45.40008	03/06/2017, 00:00:00	Sainte-Catherine	CA	accep	-73.58248
-6.25	06/03/2017, 00:00:00	Mvomero	TZ	good	38.66667
27.92333	10/26/2019, 00:00:00	Pucheng	CN	accep	118.53333
45.35	2016-06-07	Shuangcheng	CN	good	126.28333
48.43174	2013/01/17	Hlohovec	SK	accep	17.8031
27.76056	06/18/2019, 00:00:00	Maspalomas	ES	average	-15.58602
60.2052	08/14/2020, 00:00:00	Espoo	FI	accep	24.6522
23.0072	2018-03-05	Boyeros	CU	average	-82.4017
52.4581	08/20/2020, 00:00:00	Dahlem	DE	building	13.28702
40.58654	05 Apr 2013	Redding	US	average	-122.39168
14.8361	05/06/2013, 00:00:00	Guyong	PH	excellent	120.97844
40.2737	2013-01-14	Harrisburg	US	average	-76.88442
40.70995	05/14/2019, 00:00:00	Amposta	ES	good	0.57856
4.73245	27 Feb 2020	Madrid	CO	accep	-74.26419
10.29085	14 Mar 2020	Sa Dec	VN	excellent	105.75635
26.67319	2016-09-07	Juhaynah	EG	average	31.4976
51.88333	2020/09/13	Verl	DE	good	8.51667
32.17629	2016-05-18	Fazilpur	PK	good	75.06583
40.63316	08 Aug 2014	Port Richmond	US	good	-74.13653
29.53885	2015/01/01	Fresno	US	accep	-95.44744
41.77583	09/07/2019, 00:00:00	Hakodate	JP	good	140.73667
45.39402	2016/04/12	San Giuliano Milanese	IT	excellent	9.29109
42.7	2018/06/01	Aytos	BG	accep	27.25
4.94273	08/10/2021, 00:00:00	Carnot	CF	building	15.87735
48.07667	2022-08-11	Trossingen	DE	good	8.64409
41.20485	2016-01-07	Paredes	PT	average	-8.33147
41.54566	07 Aug 2022	Middletown	US	accep	-71.29144
41.14676	10/01/2020, 00:00:00	New Canaan	US	average	-73.49484
35.61452	01/29/2013, 00:00:00	Jackson	US	average	-88.81395
54.84444	2017-06-13	Kashira	RU	accep	38.16694
53.43333	2013/05/16	Athlone	IE	good	-7.95
43.82634	2021/10/26	Motomachi	JP	good	144.09638
43.71032	2015-07-18	Dax	FR	average	-1.05366
4.88441	2016-06-20	Gua Musang	MY	building	101.96857
36.75965	2020/08/11	Namerikawa	JP	building	137.36215
45.53069	12 May 2019	Gorgonzola	IT	average	9.40531
-4.24444	10/11/2019, 00:00:00	Barras	BR	average	-42.29444
17.94979	2013/09/29	Acayucan	MX	accep	-94.91386
46.18396	2022/07/25	Onex	CH	average	6.10237
41.29444	2018-01-27	Parkent	UZ	good	69.67639
18.42745	2014-12-19	Aguadilla	PR	accep	-67.15407
-21.205	2013-07-18	Itaperuna	BR	accep	-41.88778
14.37395	2019-03-30	Bang Ban	TH	maintenance	100.48528
33.43443	2016-09-03	Azrou	MA	average	-5.22126
33.93113	02/17/2015, 00:00:00	Norco	US	accep	-117.54866
37.65181	2021-03-26	Longgang	CN	excellent	120.33063
41.09246	2020-11-10	Qazax	AZ	good	45.36561
24.05979	2017/05/31	Leteri	IN	good	77.40858
44.59445	2022/05/16	Castelfranco Emilia	IT	average	11.04979
42.35843	06/20/2014, 00:00:00	Boston	US	maintenance	-71.05977
-10.91111	2017/01/24	Aracaju	BR	good	-37.07167
26.11527	2015-05-22	Supaul	IN	excellent	86.59509
64.5635	21 Oct 2018	Severodvinsk	RU	accep	39.8302
-2.90055	2020-02-18	Cuenca	EC	building	-79.00453
4.88441	2020/01/20	Gua Musang	MY	excellent	101.96857
49.13645	2017-12-30	Eppingen	DE	building	8.91229
55.25	2014-11-18	Ukmerge	LT	average	24.75
45.99194	01/17/2021, 00:00:00	Artsyz	UA	good	29.41824
9.58126	2021-09-12	Kafanchan	NG	acceptable	8.2926
-1.6	2021-05-11	Jambi City	ID	building	103.61667
4.73245	2016/05/11	Madrid	CO	good	-74.26419
34.25	08/26/2018, 00:00:00	Iwade	JP	good	135.31667
51.21187	2020/05/02	Beveren	BE	excellent	4.25633
13.51825	08/05/2016, 00:00:00	Damnoen Saduak	TH	building	99.95469
43.1122	2013-04-25	Perugia	IT	excellent	12.38878
36.65	12/14/2018, 00:00:00	Suzaka	JP	average	138.31667
35.50056	25 Sep 2013	Pingyi	CN	good	117.63083
34.14251	2020-09-23	Glendale	US	average	-118.25508
26.32293	12/27/2018, 00:00:00	Barpeta	IN	good	91.00632
43.1122	08/01/2021, 00:00:00	Perugia	IT	average	12.38878
56.03361	09/13/2018, 00:00:00	Volokolamsk	RU	good	35.96944
57.47908	2017-03-06	Inverness	GB	accep	-4.22398
52.41667	10/03/2014, 00:00:00	Thetford	GB	average	0.75
-3.14306	2022/09/13	Itacoatiara	BR	maintenance	-58.44417
34.25628	2013/07/03	Leland	US	excellent	-78.04471
54.60528	2013/11/03	Reda	PL	maintenance	18.34717
41.48199	10/18/2012, 00:00:00	Lakewood	US	accep	-81.79819
37.30553	2017-03-12	Zhuangyuan	CN	building	120.82747
45.49428	2020/09/24	Aloha	US	building	-122.86705
48.52961	08 Mar 2021	Landshut	DE	maintenance	12.16179
23.49668	2015/07/24	Adra	IN	accep	86.68363
-4.83	06/01/2014, 00:00:00	Mwandiga	TZ	good	29.65806
14.67751	18 Apr 2022	Le Robert	MQ	accep	-60.94228
23.1959	2020-06-12	Kenda	IN	good	86.51499
45.47885	09 Apr 2016	Lesozavodsk	RU	excellent	133.42825
-7.54972	2019-05-30	Ngemplak	ID	average	110.71639
54.58048	09/12/2022, 00:00:00	Ustka	PL	maintenance	16.86194
36.08497	2021-04-07	Siliana	TN	average	9.37082
23.9028	2017/06/17	Kushtia	BD	good	89.11943
14.62072	09 Jan 2016	Sirsi	IN	average	74.83554
51.40148	09/18/2015, 00:00:00	Newbury	GB	excellent	-1.32471
-6.8	2022-03-12	Magomeni	TZ	good	39.25
34.09611	06/14/2018, 00:00:00	San Gabriel	US	average	-118.10583
33.76446	2016/12/12	North Tustin	US	excellent	-117.79394
35.50056	19 Feb 2015	Pingyi	CN	average	117.63083
35.95664	2015/03/26	Binnish	SY	excellent	36.7138
56.85836	2021-01-04	Tver	RU	accep	35.90057
