PM10	PAHs	O3	CO	PM2.5	H2CO	SO2	CFCs	NOx	latitude	CH4	TEMP	PRES	NH3	warning	Pb	longitude	C2H3NO5
10.24383	5.75899	5.71094	10.73334	11.11882	57.73718	8.16189	68.16113	9.04412	42.55308	10.71095	18.48320	1143.61472	9.56647	0.00000	56.50752	-87.93341	0.05645
7.90796	11.18230	13.36230	9.77156	7.98055	73.66960	7.21517	79.52425	9.27570	41.63976	7.41633	32.64912	1060.40404	8.54119	1.00000	26.72391	2.35739	0.00772
9.51916	7.58810	8.67335	7.92493	12.32902	26.62516	10.23349	32.81568	9.15686	48.52961	9.04979	31.16824	1059.07999	9.48205	1.00000	39.93980	12.16179	0.02921
11.73537	6.59372	7.66775	6.01117	10.24644	39.76155	8.88416	66.45070	9.24874	37.51803	8.12437	10.44936	1088.84078	12.27061	0.00000	50.57417	15.00913	0.24385
7.98817	7.61117	8.90249	8.03055	11.15321	60.67047	10.48948	70.33498	7.47435	23.73333	8.41783	19.73207	1109.57773	9.31441	1.00000	38.66581	114.68333	0.00959
8.24104	9.69325	8.40361	9.95481	9.05310	62.81291	8.99668	14.75494	9.74413	37.1759	10.34359	17.27654	1066.67367	7.18208	1.00000	49.64169	128.9889	0.01010
8.94804	10.95976	10.24418	11.49125	8.93098	46.84140	9.70952	46.96488	9.18652	37.31065	10.54238	18.83217	1078.03281	8.85160	1.00000	52.33757	13.57661	0.01697
7.03166	10.12417	6.52515	8.68070	9.82519	43.90432	12.55099	38.36714	8.96007	31.78336	8.33547	8.43730	1100.35443	11.64641	0.00000	78.47181	35.23388	0.00451
8.01028	6.64141	8.17048	10.66087	11.85249	54.90966	8.76804	61.87071	8.18747	23.04419	10.50167	16.77103	1147.12784	10.61338	1.00000	52.45606	-82.00919	0.00959
7.45308	6.02570	8.75557	10.74065	8.74738	53.16435	8.82984	48.06361	8.23299	54.48147	9.33845	12.40633	1181.77720	10.90878	0.00000	57.20409	53.47103	0.00670
5.66242	7.50304	6.32943	7.30900	7.93045	51.00644	12.41150	52.68358	8.21710	26.32293	8.64940	16.08960	1081.98055	9.57683	1.00000	60.41765	91.00632	0.00360
	11.50959	12.34566	11.23609	7.14789	73.65115	7.88956	59.93773	11.03406	33.93113	10.02227	9.42452	1161.06389	8.56655	1.00000	67.29660	-117.54866	0.00554
7.37162	7.40686	7.63306	7.32406	10.74574	69.26786	9.76675	48.17586	8.35342	43.11667	7.93112	12.40796	1138.70640	10.21391	1.00000	31.68350	1.6	0.00365
8.73900	10.47543	11.42198	12.96716	7.87706	36.44564	5.90444	40.60629	7.59734	-34.64167	11.02086	18.74226	1074.12438	10.53903	1.00000	37.54206	-60.47389	0.01575
12.80219	8.55619	6.67309	7.16345	7.99176	50.05343	9.60574	27.80928	8.21707	47.38093	7.62122	7.86384	1140.53577	14.60968	0.00000	45.31409	-122.23484	0.70259
6.94005	7.62552	7.70941	8.56362	9.28974	45.72539	11.13856	50.39404	9.34549	35.6803	8.97010	18.85085	1085.91551	11.12762	1.00000	31.03329	51.0193	0.00433
9.46814	8.47929	8.37376	9.83986	10.17230	54.46518	9.42545	50.83392	8.55878	29.65163	8.62687	11.64606	1092.80863	11.16302	1.00000	40.61675	-82.32483	0.02778
7.22491	12.56111	13.66374	11.73301	8.71278	56.90175	8.61601	71.46486	10.53986	24.28859	8.66247	16.65906	1113.73561	9.66211	1.00000	27.52304	116.11768	0.00476
8.06324	9.57110	8.88423	7.24268	9.33449	70.30504	11.35511	45.21240	10.41434	32.54044	7.99266	22.25220	1134.65305	10.79529	1.00000	10.64434	-82.90375	0.00892
5.80204	6.12776	14.03727	8.36301	8.79969	53.17795	6.20485	63.30609	9.51076	47.38093	10.44688	12.81868	1142.07923	6.85064	0.00000	47.02574	-122.23484	0.00265
8.32658	7.53131	9.37152	8.88700	8.41878	51.05078	9.42031	47.46372	10.08610	7.06273	7.97482	20.05527	1109.78936	9.72990	1.00000	30.74269	-1.4001	0.01089
7.69746	7.61860	11.81502	11.08588	6.62868	52.11289	5.65323	73.07125	8.26507	45.79377	7.79945	8.00381	1070.30963	8.47325	0.00000	35.21671	8.88104	0.00634
5.97714	12.59989	11.13289	11.90568	9.37155	44.56278	7.29376	65.06428	8.84937	32.55531	9.47705	23.14108	1156.18433	8.89294	1.00000	29.06432	76.12647	0.00337
6.95254	7.20059	8.84083	7.12473	9.49393	44.87339	9.76421	51.19020	9.58599	42.819	8.82471	26.55910	1079.04722	8.71342	1.00000	48.43291	47.1192	0.00358
6.66943	8.98403	10.48881	9.78638	8.91930	44.87084	6.33045	38.99600	8.92073	-25.42778	9.50109	15.19306	1152.93125	6.97527	0.00000	34.39749	-49.27306	0.00416
7.60208	5.46924	9.69774	10.68508	7.79670	49.27153	8.11461	67.58648	10.47233	-0.71667	11.01831	44.96966	1186.03752	8.08171	0.00000	40.89864	-48.52333	0.00774
6.96524	7.77507	7.34340	10.69293	9.22698	52.67436	9.47181	34.39852	9.64533	43.83125	9.58358	11.74635	1127.26740	9.12146	0.00000	50.55563	5.03586	0.00461
9.59947	8.89301	10.02574	6.39519	9.24563	67.43559	11.32057	44.95378	8.30020	37.13548	9.94726	14.06514	1110.93017	10.78001	1.00000	28.88679	-3.67029	0.03046
10.77376	7.42287	8.47597	6.67861	8.94947	72.28524	10.50300	63.48532	8.35818	43.71032	7.97205	-0.82427	1114.78065	10.59619	0.00000	52.44545	-1.05366	0.09470
7.15954	8.59578	7.18531	8.14546	9.54959	74.44053	10.05403	44.03790	9.40155	-20.88231	8.18646	16.96904	1159.07818	11.81491	1.00000	63.15134	55.4504	0.00517
6.36225	11.83617	10.83087	11.66422	7.50756	51.44830	6.29592	45.60457	8.40319	3.51667	8.68438	11.83507	1126.46996	8.54637	1.00000	37.99318	11.5	0.00280
6.52261	11.60229	11.35768	9.63869	9.05330	50.73563	8.75209	29.62336	8.55819	53.53041	9.56095	12.92943	1143.25286	6.98065	1.00000	44.42152	43.67663	0.00245
6.98937	6.62195	5.70628	9.72003	7.99408	34.72601	9.89141	49.89698	9.05668	43.1009	9.45750	18.01203	1191.56618	13.20441	1.00000	59.54171	-75.23266	0.00492
11.07850	8.02820	7.54568	8.00106	10.28512	64.99425	9.05929	55.11595	10.01791	33.45122	7.92360	17.50881	1135.60632	11.23605	1.00000	58.35926	-86.99666	0.12693
7.25397	11.87064	9.36779	12.64187	9.59640	50.83141	10.00502	53.26345	10.52462	52.21099	9.28315	2.59637	1074.00724	8.21615	1.00000	9.20351	7.02238	0.00556
6.96552	5.51171	13.96640	10.02396	8.97325	38.19019	6.37581	34.39941	8.22484	-1.6	10.39711	8.53662	1091.40337	7.26267	0.00000	45.86091	103.61667	0.00697
7.64378	9.55320	9.17615	9.20973	8.92283	41.09799	8.63370	55.60604	10.22136	54.03876	9.29665	3.31405	1095.43583	6.04879	1.00000	61.31758	43.91385	0.00592
5.98348	14.27357	10.21330	13.09134	8.46324	23.73210	10.58555	67.29608	10.86364	12.25282	8.30340	19.94229	1122.73319	10.05016	1.00000	48.08396	79.41727	0.00218
10.09004	8.34787	9.82013	6.48438	11.03311	51.53481	9.39301	62.65268	8.28238	39.96097	8.34322	18.00246	1171.00003	9.53443	1.00000	29.62709	-75.60804	0.04951
6.40170	11.09297	12.09716	10.53556	8.03231		5.03213	41.79719	10.12862	18.42745	10.92955	3.61394	1062.79018	8.35581	1.00000	52.58717	-67.15407	0.00292
9.92959	7.64306	9.16440	6.83059	10.02154	53.44042	9.00717	63.06645	8.63476	-8.73508	8.79415	14.81140	1127.36035	9.76084	1.00000	11.91659	24.99798	0.04393
7.33906	8.21143	7.13699	9.33217	9.95299	41.53561	10.38459	53.04783	8.88863	-21.98333	9.74385	14.16581	1122.66600	11.67815	1.00000	46.67358	16.91667	0.00560
7.56437	9.48759	10.58935	7.88975	9.06811	27.13530	8.71291	37.61743	9.44934	27.9247	10.04258	15.15536	1051.68122	5.47658	1.00000	68.91926	78.40102	0.00546
8.30823	7.41254	5.17008	8.90364	9.18163	56.07330	9.68869	55.78033	9.59816	20.88098	7.61043	-4.10204	1164.68998	12.81690	1.00000	41.90709	75.11937	0.01058
15.02406	4.51482	6.65865	8.28068	9.67091	25.98178	8.14818	47.52203	9.20166	6.46838	9.23314	5.14018	1163.11967	12.01550	0.00000	64.34549	-73.26022	6.46486
8.89245	8.60000	10.70816	9.60380	9.28949	40.87768	7.72844	63.94869	10.92397	34.08565	8.18867	24.33985	1170.04544	6.33293	1.00000	56.59606	74.80555	0.01715
7.11841	8.14607	10.30227	10.24320	8.82716	39.58674	7.92525	47.77128	7.70018	10.7375	8.06639	21.96900	1139.09581	9.27636	0.00000	42.20483	122.9666	0.00441
10.12795	6.35967	8.56059	12.56067	10.69174	60.07597	8.26920	49.55879	7.59654	41.24264	10.25125	3.44691	1073.79793	7.90057	0.00000	34.08887	16.50104	0.05220
8.58523	6.02249	7.82559	10.14027	10.78483	76.17284	7.13581	78.04311	8.26263	54.48147	7.96652	6.36872	1100.77415	9.94940	1.00000	48.63395	53.47103	0.01326
8.76290	6.33264	8.54542	6.05340	8.10307	36.02032	9.05643	63.02301	8.73297	53.16167	8.81645	27.85158	1080.30201	10.33623	1.00000	56.84833	6.76111	0.01532
6.69285	6.10492	7.50127	10.72744	8.40377	60.85201	8.54692	65.06539	9.09898	51.12794	8.47477	12.71230	1150.36529	9.26971	1.00000	41.39308	4.21372	0.00312
12.26163	7.25601		6.90139	9.46593	29.34640	11.63787	57.12506	9.78155	25.75728	7.82220	10.74093	1144.89775	10.33032	0.00000	49.81683	75.37991	0.41138
8.44518	8.17698	9.23002	8.24280	9.10431	58.84778	10.32546	48.66580	9.41549	-33.38056	10.10600	22.05627	1134.34815	9.49802	1.00000	40.28667	-56.52361	0.01057
6.16015	7.90924	5.04292	6.65530	8.77643	46.44825	13.65459	60.86267	11.93272	54.8421	8.15109	4.30004	1098.62408	12.68437	1.00000	56.73777	46.5813	0.00503
10.91751	7.51463	6.99914	7.13857	8.72046	63.17420	8.70335	47.10195	10.00773	30.29184	9.50165	15.22698	1082.91511	13.59065	0.00000	47.48003	71.67164	0.10789
6.55778	6.32355	10.36745	9.16911	8.83722	57.87178	9.17487	44.49645	9.05247	30.21121	9.61913	26.45971	1076.93094	7.74750	0.00000	53.38417	74.4818	0.00420
6.39072	12.09995	11.23913	12.87419	8.29495	52.75078	6.57825	60.27926	8.47294	9.57046	7.47501	0.07387	1161.48288	9.48479	1.00000	35.33649	76.32756	0.00496
8.96793	7.92660	6.92256	9.37841	8.70141	56.29814	9.01294	48.40912	8.11376	35.82756	9.54708	22.19080	1107.82484	5.19713	1.00000	61.55900	137.95378	0.01775
7.62475	5.54107	11.11169	10.86763	9.51819	60.69248	7.44090	38.25644	11.03337	-19.65	9.38512	24.19379	1079.42613	9.91170	0.00000	26.80599	47.31667	0.00783
7.98625	9.07306	10.41563	10.34569	7.22577	42.50240	7.35081	55.03142	8.63135	43.71032	8.84673	23.30300	1106.90285	7.77010	0.00000	57.82462	-1.05366	0.00894
13.37627	5.02265	9.02687	6.11950	8.14533	15.08702	7.79074	50.86953	9.25150	19.8173	9.11874	15.45910	1169.61371	11.06144	0.00000	58.58153	-97.35992	1.24687
10.20233	8.75202	6.64157	9.44735	9.02978	57.70426	12.76529	54.34050	9.91376	23.1959	9.99585	1.77372	1144.25678	8.28683	0.00000	41.07639	86.51499	0.05498
12.85774	3.86246	6.63471	6.49931	8.76272	28.48174	8.33851	57.89555	10.44521	30.75545	8.32629	9.24380	1137.16036	11.46492	0.00000	49.07658	20.22625	0.74137
7.96164	7.20318	8.48599	7.97059	8.75302	64.44793	9.15070	73.27793	7.33045	30.16688	7.66462	14.95638	1114.44665	9.94675	1.00000	46.15880	-96.39774	0.00732
7.01386	7.00923	6.47326	9.13327	9.89728	51.09337	8.93131	47.86684	10.14518	10.31672	8.19336	25.40687	1123.53425	12.00459	1.00000	53.74821	123.89071	0.00493
8.33365	8.60670	6.71696	8.81889	8.70807	63.86172	9.82783	34.78669	7.47905	-7.81667	9.94303	21.12859	1186.00896	11.53934	1.00000	20.34288	112.01667	0.01125
8.97618	7.94085	8.75488	8.68718	7.82211	37.54045	7.32087	41.01399	9.05411	27.34089	9.34751	15.83796	1163.22098	5.82734	1.00000	48.91694	117.4831	0.01740
8.19791	10.08604	8.90187	10.31296	9.48382	24.88724	10.81870	76.39190	7.57970	22.19303	9.51874	23.37653	1127.89778	9.67299	0.00000	36.62589	88.18466	0.00874
11.83642	7.16759	7.82109	6.74604	7.81652	51.79217	10.74897	70.49485	9.03302	34.86472	8.29636	24.04467	1060.89013	11.62837	0.00000	59.79221	117.55417	0.26971
6.65459	11.33066	10.86210	11.23547	11.48542	63.20951	6.74282	50.57906	8.81459	-6.25	9.19566	4.20644	1110.49855	7.96051	1.00000	75.17349	38.66667	0.00359
11.15955	6.83558	7.72904	8.36988	10.31750	37.44963	11.02384	66.12823	7.60927	29.84576	9.22425	1.15660	1139.18280	8.90168	0.00000	59.12739	-90.10674	0.13806
8.16097	8.30223	12.38063	10.32252	10.06326	53.56598	7.40716	77.22085	9.64076	31.96258	8.88618	-6.15250	1120.64220	6.49752	1.00000	49.80614	73.97117	0.00900
8.01864	7.85555	6.63411	6.50935	9.58009	49.08955	9.86115	37.04729	8.80034	30.29184	10.18688	17.29285	1065.89419	10.69844	1.00000	41.89813	71.67164	0.00827
7.51183	8.10192	7.72611	6.00561	9.45857	69.36419	11.65163	64.44128	11.28969	13.73417	8.87424	21.97395	1118.73257	8.80705	1.00000	27.74086	-89.71472	0.00764
9.06532	9.36606	10.12200	11.50164	10.73082	35.11829	7.40166	44.33777	9.01362	34.9	8.42475	19.86421	1184.02807	8.29216	1.00000	39.83044	137.5	0.01906
7.57631	10.77231	8.31377	9.77103	9.26782	59.64646	10.55518	64.31708	9.03514	44.75874	9.60664	5.83632	1108.63599	6.80542	1.00000	48.55759	19.21437	0.00800
6.31299	7.75675	10.87421	10.16902	9.35462	44.98870	6.20456	34.62191	10.95366	4.88441	9.16058	5.66627	1077.49170	9.22788	0.00000	53.39284	101.96857	0.00341
9.94032	6.77425	7.89770	7.83003	8.85235	46.01547	7.81234	74.35364	9.24124	55.75556	8.82871	10.93592	1087.38056	11.74978	1.00000	44.40287	60.70278	0.04259
11.02904	7.45634	7.13008	9.83389	8.37378	63.44340	11.29037	64.41374	10.12987	45.78071	9.25261	9.22881	1198.10111	8.88418	0.00000	52.18990	12.84052	0.12220
8.71551	6.90497	10.41662	7.77920	9.05621	37.13730	8.83612	62.57048	8.33210	42.8334	10.20782	-7.09372	1130.95309	8.38656	1.00000	58.97560	-80.38297	0.01348
7.22136	11.17406	9.06639	11.04914	8.93633	55.31072	9.43539	26.24100	8.94713	48.90472	9.82003	13.60155	1064.00932	7.32418	1.00000	42.87718	2.2469	0.00656
7.00189	6.95906	6.45954	9.01734	9.34755	57.76224	9.39442	44.74688	9.81940	-1.6	9.26554	25.69534	1107.51065	10.11422	1.00000	66.39766	103.61667	0.00570
6.39199	7.69715	6.01111	7.52610	10.28649	50.94762		53.98805	8.90992	-25.54073	6.81924	38.04621	1132.03033	11.71912	1.00000	41.68006	152.70493	0.00287
11.25022	7.35687	7.77538	8.70734	10.23097	56.41835	9.14272	52.35848	7.69959	39.71734	8.77734	15.17789	1077.45772	10.76073	0.00000	38.92617	-74.96933	0.15057
10.72873	8.14428	7.21731	9.04145	9.13315	54.28494	9.34780	53.96384	8.13819	46.18396	9.71473	12.22240	1175.64334	12.39386	0.00000	35.60311	6.10237	0.09238
8.92130	8.84262	7.40690	9.78545	9.62897	43.93911	10.73204	74.91196	8.10047	2.2139	7.83696	21.34710	1190.99803	11.84563	1.00000	78.71753	102.3278	0.01531
7.03346	10.87737	11.91351	11.20037	8.80369	46.92345	6.18391	56.19714	9.46923	23.73333	9.52761	12.10913	1098.35890	8.54945	1.00000	36.79831	114.68333	0.00511
7.35049	11.32632	10.24882	11.74544	8.87654	49.30409	7.70713	54.43218	10.04132	10.29085	9.44771	12.29147	1190.32400	8.54292	1.00000	35.87624	105.75635	0.00427
8.77470	8.11075	8.71780	6.78194	9.40305	49.95066	10.40032	73.37722	8.11811	-7.73379	8.75297	29.11603	1147.69784	9.91610	1.00000	62.70722	113.69785	0.01484
6.02787	7.71654	6.93445	6.05674	8.34345	63.31245	12.09699	63.18960	8.22052	42.4251	6.69118	11.07485	1163.01214	9.80577	1.00000	60.97107	-71.06616	0.00407
7.46258	7.70344	10.96591	6.90670	9.05361	57.43404	10.60185	67.21924	10.83628	32.42067	8.71921	23.53018	1078.93571	9.08978	1.00000	54.05572	-104.22884	0.00469
10.29589	5.40044	6.26262	7.02425	8.63761	52.24701	10.82209	27.50290	9.06036	14.95472	8.89781	22.56862	1075.01229	9.02390	0.00000	47.09470	120.89694	0.05949
11.13243	7.28308	9.37122	5.76015	8.40422	26.16278	11.17013	62.06675	8.73139	53.83333	9.82258	21.09563	1132.49035	10.37937	0.00000	50.14469	-2.98333	0.13299
9.24810	8.58524	11.26489	12.22253	8.74898	65.11190	6.29392	57.41523	9.29183	44.89784	10.82986	19.94733	1076.56349	8.93792	0.00000	58.74215	8.86374	0.02319
5.37100	9.29926	7.28808	10.31047	10.27380	54.28782	10.91163	39.48558	9.81230	36.27462	8.45040	23.87708	1102.71013	7.81244	0.00000	54.32931	4.85668	0.00343
5.69685	7.52807	5.96144	9.95809	9.48041	42.14822	10.89034	58.11701	8.52628	36.65	10.28779	9.31752	1157.81639	11.81440	1.00000	37.65600	138.31667	0.00205
7.20586	7.62467	12.77855	10.22485	10.35815	49.49439	7.11307	67.98155	9.35823	51.78771	9.73657	24.25471	1132.33694	8.00918	0.00000	46.49489	56.36091	0.00680
7.08864	9.63350	7.15834	8.51338	10.05895	53.85478	12.93920	57.44506	9.41658	35.89972	10.42593	20.01491	1088.35034	10.93673	1.00000	29.06749	14.51472	0.00503
8.79797	7.31398	9.00394	8.27952	7.55268	61.41592	9.12669	49.05245	8.49248	48.52961	9.27488	21.50132	1173.32136	9.00433	1.00000	62.12550	12.16179	0.01511
7.25167	10.59529	10.38990	10.77804	7.88075	47.31856	7.99926	80.69946	8.57498	50.7236	8.55997	20.94244	1170.11748	7.45790	1.00000	47.53830	-3.52751	0.00526
8.29043	6.08632	11.59330	12.14510	9.29092	60.61875	4.42276	59.15843	9.25506	33.92866	8.76465	16.06585	1178.14183	9.00471	0.00000	56.48270	-6.90656	0.01095
10.85076	9.42314	9.75560	4.47750	10.76713	59.48501	11.09882	55.02793	6.29014	36.76639	8.72853	21.71667	1182.99969	10.82753	1.00000	52.44106	3.47717	0.10216
7.25427	6.88935	6.64297	10.35068	8.19629	55.46627	9.65922	69.94475	8.80551	53.63333	8.17749	16.12300	1093.29552	10.75716	1.00000	49.51982	9.85	0.00649
11.15132	4.33407	6.53026	8.61393	10.23449	63.95330	7.28803	26.59280	10.39873	32.05971	8.09738	24.34975	1171.88069	9.20333	0.00000	54.32592	34.8732	0.13662
7.96384	9.37708	8.11890	8.70558	9.42615	29.27612	9.47342	48.01812	8.59489	16.75973	11.01879	3.24326	1088.57092	11.36762	0.00000	60.69959	-93.11308	0.00965
8.27127	6.64245	12.01548	10.82119	9.46165	59.70446	6.97197	60.81652	10.29054	44.59445	7.98774	24.27240	1075.32462	7.20286	0.00000	39.43911	11.04979	0.01198
8.83558	9.27452	10.42651	10.46203	10.30352	51.92565	7.51565	71.63412	9.79118	9.92787	9.29001	24.85877	1182.07848	7.42447	1.00000	50.03658	-84.13722	0.01554
7.45897	10.48134	9.60681	9.38549	8.85689	72.47491	9.49735	58.63823	9.16405	35.48199	9.11830	18.04144	1188.30766	6.69213	0.00000	56.22129	137.02166	0.00668
6.31377	8.61026	7.91750	7.95895	9.31478	37.41861	12.22859	42.15448	10.75206	10.7375	9.62628	26.23366	1157.36226	10.82565	1.00000	61.47636	122.9666	0.00468
7.12993	8.79628	6.83593	8.27816	8.66466	55.07930	13.04133	43.01927	9.41980	51.84819	9.80170	24.60571	1105.14188	11.43179	1.00000	20.83164	1.26738	0.00604
8.38301	8.45265	10.17800	11.67784	9.59320	73.90220	6.14248	60.12811	8.23454	6.46838	10.16997	17.22566	1184.24422	9.21062	0.00000	68.56736	-73.26022	0.01082
9.18771	7.54766	8.21310	9.91871	11.19454	44.02298	8.47245	63.66850	7.48426	25.95533	7.83937	36.63708	1085.72293	11.94545	1.00000	51.91795	68.88871	0.02225
6.37988	5.50135	10.49880	8.82316	9.15633	48.80043	8.60030	73.21698	9.93758	-8.66667	8.13661	20.30473	1158.46600	6.29450	0.00000	74.78320	-35.71667	0.00502
7.94218	10.04439	6.01358	11.95940	9.60378	54.30392	9.08233	59.98615	9.00468	41.91886	7.90219	15.25540	1141.94074	7.52137	1.00000	40.82959	8.73812	0.00675
11.08913	8.57926	8.41663	9.39195	10.11673	31.24392	10.69142	51.54440	8.43335	30.75545	7.85698	5.41942	1095.74021	10.23156	0.00000	72.14945	20.22625	0.13007
6.57316	12.35830	12.72206	9.66003	9.45667	31.36090	7.89913	50.05160	7.41464	37.65639	9.68312	19.70602	1094.54872	9.29269	1.00000	58.85484	126.835	0.00321
7.46207	8.65633	11.02914	10.01974	10.19704	42.38200	7.16164	52.67731	9.31019	23.9028	8.26430	-0.73260	1081.88745	6.64079	0.00000	68.34561	89.11943	0.00703
12.02332	4.88958	7.16964	6.64269	8.52097	38.50159	9.27030	36.70281	8.89883	-21.41222	8.57776	19.30682	1130.34918	9.30224	0.00000	62.30966	-42.19667	0.32501
8.38289	8.64929	8.18290	8.28490	9.19845	90.60616	10.88813	41.60599	9.94470	43.2907	9.19602	31.70041	1124.94167	9.38972	0.00000	46.61597	5.4384	0.00964
8.59486	7.90892	10.77075	11.00102	8.20753	40.72421	7.18836	49.19272	10.95484	52.68333	9.03394	18.19365	1180.22917	6.48869	0.00000	64.93977	0.93333	0.01605
7.65711	10.94455	11.20370	10.72967	10.27284	67.08532	8.11154	68.49518	7.82452	17.06542	9.39905	30.69025	1108.13640	7.89084	1.00000	57.78439	-96.72365	0.00916
6.61779	11.55363	11.55523	11.90585	6.87589	55.45696	6.26650	58.85074	10.28831	27.9247	9.01115	32.16872	1135.41228	8.98747	1.00000	47.93839	78.40102	0.00360
9.66521	8.88788	9.67794	9.92361	10.72312	54.02766	8.75035	46.53395	10.08138	33.92866	8.58845	5.73829	1066.93596	7.62648	1.00000	47.56067	-6.90656	0.03272
9.28078	10.44718	10.45199	10.76841	8.72244	46.53831	9.79802	68.13477	9.54798	40.94065	8.58710	14.21812	1176.74704	8.20119	1.00000	51.77446	-73.99681	0.02384
8.96832	9.28200	8.09585	7.31527	8.92389	45.00439	10.22053	48.59899	9.73911	22.49396	10.02383	7.12242	1159.52938	10.54359	1.00000	36.02633	-105.36369	0.01867
7.64572	10.88432	10.40811	10.58802	9.13993	48.23177	8.14904	58.27047	9.21327	33.72255	10.98842	29.71065	1185.21968	7.97180	1.00000	24.44731	-116.37697	0.00597
8.81110	9.77650	8.32409	12.12703	10.33334	50.71055	7.18754	39.47903	10.73350	35.21222	9.56975	25.61176	1169.45215	8.25432	1.00000	40.26382	2.31889	0.01291
9.06716	9.62511	10.79377	10.22811	10.37061	48.95213	7.91107	51.95681	8.84809	37.31065	9.45601	3.62427	1179.04805	7.89871	1.00000	71.58953	13.57661	0.01899
9.04503	10.84999	10.39832	6.84418	10.33424	44.21721	10.89247	58.19276	9.19365	11.12018	8.79952	10.91937	1050.45673	9.10791	1.00000	35.13961	76.11996	0.02013
6.49041	12.35721	10.10222	13.11461	9.36028	37.75502	6.26579	31.79183	8.03100	-22.97056	10.53731	13.70753	1076.42476	9.94585	1.00000	24.85919	-46.99583	0.00449
9.25892	9.40646	10.88526	10.35641	7.61210	48.20089	8.89593	40.15015	11.10464	13.70167	9.32012	34.40655	1162.70716	7.53084	1.00000	53.11831	-89.10944	0.02304
9.47129	8.54688	10.42220	9.90517	8.74206	26.53095	7.94637	45.22622	8.60257	27.71809	9.13199	17.03862	1090.18805	7.06463	1.00000	60.49716	-82.35176	0.02689
7.63562	7.50792	8.64566	7.72866	8.92059	44.59824	9.92157	36.40509	9.75887	38.55632	9.26639	8.88010	1171.98059	8.67100	1.00000	42.18365	69.01354	0.00473
10.08541	9.23610	7.71813	8.46055	8.60998	66.11325	10.81797	82.93614	8.46775	30.21121	9.94274	22.37894	1137.55121	10.45450	0.00000	35.31454	74.4818	0.04717
9.03374	8.02735	10.05316	2.73392	7.18651	60.85738	11.04619	69.54923	8.98402	46.1351	9.69451	-3.25051	1058.73844	9.88530	1.00000	71.51637	-60.1831	0.01842
11.62006	8.10664	9.38908	5.77022	10.06362	48.47308	11.20119	50.88762	8.10217	43.78956	8.95331	-22.79363	1115.83063	10.74483	0.00000	52.09341	7.60872	0.21764
11.93528	8.52659	7.85807	6.58746	8.44296	36.58966	12.62711	71.90457	8.19168	25.13915	8.02397	6.78214	1111.28538	11.18672	0.00000	39.83647	73.06784	0.29970
5.56707	9.53491	7.14533	8.22451	9.21668	42.97922	12.87950	62.84446	7.76383	36.92574	8.87969	10.00696	1054.03772	9.75707	1.00000	29.31728	14.72443	0.00206
8.53690	10.37560	10.76527	10.99946	10.15736	46.17617	7.10674	62.30966	9.83860	58.7002	8.32722	26.22587	1151.12742	9.28904	1.00000	52.50043	59.4839	0.01312
7.81549	8.05121	7.41189	10.48595	8.74470	29.23312	9.73919	27.89791	9.84924	33.43443	8.14577	13.67256	1061.21721	10.22516	1.00000	46.49887	-5.22126	0.00619
8.21256	11.49703	10.09265	11.61943	8.73142	53.07663	8.67907	63.71729	11.60749	44.31771	9.06480	28.32036	1144.24250	9.86993	1.00000	47.25314	9.32241	0.01050
8.67960	9.60050	10.94973	11.20091	9.71939	45.26891	6.45456	55.91698	9.15768	3.7278	8.52596	23.06621	1067.53729	8.64923	1.00000	47.50087	98.6738	0.01399
12.43606	7.20398	8.37916	8.12027	10.34597	57.97042	7.82517	71.35072	6.06791	34.9	8.47178	15.72311	1153.01761	11.93206	0.00000	44.07339	137.5	0.48977
8.50730	10.57857	9.45807	11.56086	9.82603	53.58651	7.87993	62.09355	9.37456	52.2	10.26021	23.81567	1155.57591	9.63275	0.00000	69.49044	8.63333	0.01091
8.07422	7.61988	8.05878	8.83164	7.95919	46.55441	8.35987	37.75801	9.29393	24.41288	9.42342	23.30774	1173.95716	8.73894	1.00000	16.76970	76.56719	0.01067
8.84742	10.01400	8.26779	8.40640	10.65879	26.89487	11.34241	50.84915	7.49741	34.63915	8.92315	31.55093	1053.98192	9.93729	1.00000	26.45637	-120.45794	0.01448
7.63810	8.29317	7.15427	11.28247	9.54505	36.56058	8.31152	37.88281	8.86891	54.52156	8.90606	10.45571	1115.66249	9.43524	0.00000	49.61653	9.5586	0.00625
6.94055	7.41170	11.51069	8.96288	8.00304	25.76294	7.19979	44.15878	8.22992	-21.205	8.26695	29.50469	1062.87791	4.82490	0.00000	40.53001	-41.88778	0.00604
7.83325	9.95678	8.36173	7.85700	9.68833	43.43214	12.42921	52.26126	9.47993	43.61058	9.66647	7.10737	1086.17984	9.60940	0.00000	41.30665	1.33467	0.00800
7.72164	7.64276	9.60118	7.99712	8.75710	53.65235	10.74371	57.08694	11.42968	44.80477	8.93650	12.27308	1163.69877	10.04496	1.00000	60.93352	-0.59543	0.00698
7.89425	10.90700	10.05864	10.30332	9.64431	50.92607	9.24257	54.12315	9.55224	11.84962	9.26721	12.25179	1117.40799	8.19766	1.00000	30.35742	-86.19903	0.00719
10.75675	5.75050	6.06980	8.40188	10.84030	48.17547	8.44706	42.08438	10.63121	33.43443	8.51188	19.54202	1162.36582		0.00000	43.43155	-5.22126	0.09369
