code	revision	longitude	latitude	station	QoS
TR	05/21/2013, 00:00:00	41.00817	38.13708	Silvan	good
CN	03 Nov 2021	86.00214	46.51872	Hoxtolgay	average
DE	2015/12/03	8.4493	50.09019	Hofheim am Taunus	maintenance
ES	08/05/2019, 00:00:00	1.10687	41.15612	Reus	maintenance
ES	2020-08-03	2.35739	41.63976	Cardedeu	accep
CA	2014-08-14	-73.58248	45.40008	Sainte-Catherine	accep
PA	03 Oct 2018	-79.62603	8.88988	Veracruz	excellent
MY	08/06/2015, 00:00:00	103.81667	1.6	Ulu Tiram	accep
IT	2015-08-27	9.40531	45.53069	Gorgonzola	accep
CM	2020/05/13	11.5	3.51667	Mbalmayo	good
VN	2020/08/12	105.75635	10.29085	Sa Dec	good
RU	2020-01-07	37.56667	55.85	Likhobory	average
CN	16 Nov 2017	126.28333	45.35	Shuangcheng	accep
US	19 Apr 2022	-75.23266	43.1009	Utica	average
ID	08/29/2013, 00:00:00	113.69785	-7.73379	Besuki	maintenance
AR	02/23/2020, 00:00:00	-58.70072	-34.74785	Pontevedra	accep
JP	09 Aug 2014	140.73667	41.77583	Hakodate	accep
IR	2016/04/16	51.0193	35.6803	Shahre Jadide Andisheh	good
NA	2020/04/16	16.91667	-21.98333	Okahandja	average
ES	07 Sep 2017	-3.67029	37.13548	Las Gabias	accep
RU	2016-09-11	59.4839	58.7002	Kachkanar	average
BR	22 Jun 2018	-51.50361	-29.2975	Carlos Barbosa	good
RW	2017/09/21	30.4347	-1.9487	Rwamagana	average
CN	10 Jun 2022	111.73861	35.20889	Changzhi	excellent
IN	21 Jun 2017	79.82979	11.93381	Puducherry	excellent
BD	16 Apr 2019	89.11943	23.9028	Kushtia	maintenance
FR	07/22/2019, 00:00:00	5.55575	46.67535	Lons-le-Saunier	excellent
ES	2013/04/09	-5.55835	42.64685	Villaquilambre	average
US	08/08/2022, 00:00:00	-120.43572	34.95303	Santa Maria	good
IT	2016/12/22	7.60872	43.78956	Ventimiglia	maintenance
DE	2013/01/14	8.77155	50.23019	Karben	accep
TJ	02/05/2019, 00:00:00	69.01354	38.55632	Vahdat	average
DE	2017/11/14	7.973	51.168	Finnentrop	accep
CA	26 Feb 2018	-63.13414	46.23899	Charlottetown	accep
DE	06/28/2020, 00:00:00	9.85	53.63333	Halstenbek	good
IN	04 Dec 2017	86.51499	23.1959	Kenda	good
RU	01/20/2015, 00:00:00	43.67663	53.53041	Nizhniy Lomov	maintenance
TL	05 Apr 2018	125.21972	-8.99167	Maliana	maintenance
IN	15 May 2021	76.35484	10.10649	Alwaye	accep
IN	2019/11/18	78.40102	27.9247	Chharra	excellent
RU	05/02/2017, 00:00:00	56.36091	51.78771	Saraktash	good
XK	2021/05/08	20.89389	42.62833	Glogovac	excellent
CN	2016-10-27	122.74754	40.85158	Haicheng	accep
AR	25 Apr 2013	-59.13316	-37.32167	Tandil	good
FR	01/09/2014, 00:00:00	2.2469	48.90472	La Garenne-Colombes	average
LY	22 Jun 2017	20.22625	30.75545	Ajdabiya	average
IN	2019/04/06	88.58	23.18	Aistala	average
CN	2021/10/30	122.05228	37.19723	Tianfu	average
MX	19 Sep 2013	-100.88023	20.21322	Salvatierra	maintenance
TZ	2022/07/27	33	-2.68333	Usagara	average
BR	08/15/2021, 00:00:00	-41.25528	-19.32556	Resplendor	excellent
NG	11 Oct 2020	4.74161	7.62789	Ilesa	excellent
FI	08/16/2019, 00:00:00	24.6522	60.2052	Espoo	maintenance
US	08 Feb 2020	-120.00865	46.32374	Sunnyside	maintenance
JP	01/20/2020, 00:00:00	136.61667	36.53333	Nonoichi	average
IN	09/12/2021, 00:00:00	74.85849	31.28092	Patti	good
US	05 May 2022	-118.25508	34.14251	Glendale	average
CO	12/07/2014, 00:00:00	-74.95472	10.98778	Puerto Colombia	average
KR	2020/05/22	126.835	37.65639	Goyang-si	excellent
GB	02/15/2018, 00:00:00	1.26738	51.84819	Walton-on-the-Naze	excellent
FR	2013-11-18	2.1699	48.98994	Herblay	accep
ES	11/06/2021, 00:00:00	0.57856	40.70995	Amposta	good
IE	2021/11/01	-7.35	53.53333	An Muileann gCearr	average
GH	2013-05-13	-1.4001	7.06273	Mampong	average
ID	01/18/2020, 00:00:00	107.60389	-7.01833	Pameungpeuk	excellent
MA	2014-05-04	-6.00137	33.42585	Oulmes	maintenance
US	22 Apr 2018	-71.08977	41.9001	Taunton	accep
CN	2016-03-09	105.89333	34.56861	Beidao	accep
BJ	2020-06-05	2.59753	8.88649	Tchaourou	excellent
DE	06/12/2022, 00:00:00	6.74549	49.5099	Losheim	average
IT	2014-07-03	8.88104	45.79377	Malnate	good
US	2020/01/19	-95.44744	29.53885	Fresno	good
IN	2017-01-07	79.82979	11.93381	Puducherry	excellent
ES	31 Jan 2022	-6.03731	37.35813	San Juan de Aznalfarache	accep
US	2019-08-04	-94.41551	39.09112	Independence	excellent
GB	02/19/2014, 00:00:00	-2.98333	53.83333	Poulton-le-Fylde	maintenance
IN	2015-09-21	76.56719	24.41288	Aklera	acceptable
IN	26 Jan 2013	72.93924	18.87813	Uran	excellent
IN	10/26/2013, 00:00:00	77.24779	10.58806	Udumalaippettai	good
GB	2016/03/08	-0.91979	51.42708	Lower Earley	average
US	08/02/2016, 00:00:00	-121.75689	36.91023	Watsonville	building
JP	2017/11/15	136.51667	35	Komono	maintenance
US	2017-02-20	-82.32483	29.65163	Gainesville	good
US	04 Apr 2018	-116.97725	33.92946	Beaumont	excellent
US	03/18/2018, 00:00:00	-117.14392	32.9156	Mira Mesa	accep
ID	24 Jun 2021	99.1625	3.3285	Tebingtinggi	good
US	2016/08/01	-82.35176	27.71809	Sun City Center	accep
IT	02/01/2019, 00:00:00	11.412	45.50369	Montecchio Maggiore-Alte Ceccato	average
US	2017-07-11	-76.43941	39.33427	Middle River	maitennce
JP	11/04/2021, 00:00:00	137.4	34.81667	Toyokawa	good
IN	13 Feb 2013	76.12647	32.55531	Chamba	maintenance
PK	2015/11/18	71.57118	32.87533	Daud Khel	average
US	2018/01/04	-120.45794	34.63915	Lompoc	excellent
DE	2022/07/24	9.72749	48.28259	Ehingen	good
PK	2015/04/16	70.96699	30.46907	Kot Addu	good
ID	05/23/2016, 00:00:00	106.92667	-6.91806	Sukabumi	average
US	2018-12-15	-74.15987	40.82232	Nutley	maintenance
IN	2018-11-26	85.83334	20.88197	Bhuban	building
RU	2022-05-16	38.2739	46.7055	Yeysk	accep
TN	2015/02/10	10.78222	36.46917	Beni Khiar	average
IN	2020/06/28	76.11996	11.12018	Manjeri	average
ES	2015/03/02	-0.18333	38.96667	Gandia	average
MG	20 Feb 2018	44.53333	-22.9	Sakaraha	average
GB	08/20/2016, 00:00:00	-1.29772	50.76306	Cowes	average
AR	10/04/2014, 00:00:00	-61.4867	-31.25033	Rafaela	maintenance
BY	2021/12/08	31.3237	52.4089	Dobrush	average
LY	2021-05-05	20.22625	30.75545	Ajdabiya	accep
IN	12/17/2019, 00:00:00	75.37991	25.75728	Deoli	average
AR	2013/06/01	-68.3	-54.8	Ushuaia	average
US	02 Jun 2022	-83.48216	42.30865	Canton	excellent
GB	11/15/2015, 00:00:00	-1.29243	53.49389	Mexborough	good
RU	18 Feb 2014	38.02486	55.64776	Malakhovka	accep
ID	2015/04/14	113.69785	-7.73379	Besuki	building
AT	11 Dec 2021	16.4	48.25	Floridsdorf	accep
PH	25 Oct 2013	120.89694	14.95472	Baliuag	accep
US	2022-02-12	-122.39168	40.58654	Redding	excellent
JP	2022-06-09	140.11667	37.56667	Inawashiro	accep
GB	03/03/2013, 00:00:00	1.26738	51.84819	Walton-on-the-Naze	good
RU	2016-04-15	37.38115	55.63711	Solntsevo	excellent
US	2013/06/20	-122.2608	38.17492	American Canyon	average
BR	2020-03-14	-53.13722	-22.92306	Loanda	good
US	2020/11/21	-87.882	41.85059	Westchester	accep
PH	2013/04/19	120.89694	14.95472	Baliuag	good
US	02/26/2020, 00:00:00	-86.77917	36.02506	Brentwood Estates	average
GB	2013/12/04	0.93333	52.68333	East Dereham	average
US	2015/08/24	-105.11221	39.57582	Ken Caryl	maintenance
PL	2013/10/01	15.00835	51.14942	Zgorzelec	good
DO	2016/04/25	-71.10077	18.20854	Santa Cruz de Barahona	excellent
US	2012-12-24	-80.22588	26.2173	North Lauderdale	good
IN	2017-12-23	77.24779	10.58806	Udumalaippettai	good
US	2016-03-17	-73.9625	40.81	Morningside Heights	good
GB	30 Aug 2020	-5.53715	50.11861	Penzance	maitennce
ES	2016-02-24	-2.77259	37.49073	Baza	good
MY	2013/07/06	103.6032	1.6561	Kulai	accep
PA	15 Dec 2012	-79.62098	9.15093	Chilibre	accep
FR	09 Oct 2020	2.61667	48.98333	Mitry-Mory	excellent
US	03/29/2018, 00:00:00	-93.75018	32.52515	Shreveport	maintenance
ET	2013/09/25	38.01667	11.85	Debre Tabor	good
GE	2021/09/07	41.77921	41.82143	Kobuleti	good
US	08 Aug 2014	-80.08199	35.88264	Thomasville	excellent
ID	2014-04-20	113.69785	-7.73379	Besuki	building
US	26 Apr 2016	-82.46148	28.15112	Lutz	excellent
AZ	2019-03-27	48.87498	38.45598	Astara	building
IN	2020/10/06	88.1453	22.4711	Pujali	excellent
IE	2017-12-18	-7.95	53.43333	Athlone	accep
PH	08 Nov 2017	121.96361	6.95194	Recodo	average
UA	2022/08/18	26.97253	49.65186	Krasyliv	good
TH	2013-02-09	99.95469	13.51825	Damnoen Saduak	excellent
US	14 Jun 2016	-156.47432	20.88953	Kahului	excellent
IN	25 Mar 2013	72.85107	19.30157	Bhayandar	average
BR	15 Nov 2014	-42.19667	-21.41222	Miracema	maintenance
US	28 Sep 2017	-122.23484	47.38093	Kent	good
RU	2012/10/26	38.12408	53.77166	Bogoroditsk	average
GB	2020-03-18	-2.1875	51.26	Westbury	maintenance
TR	05 Aug 2021	37.3825	37.05944	Gaziantep	maintenance
PH	08 Jan 2014	121.3152	14.14989	Calauan	good
IN	2020/10/03	78.95693	29.21399	Kashipur	building
MX	23 Feb 2022	-93.11308	16.75973	Tuxtla	maintenance
BO	2019-08-24	-65.71875	-21.44345	Tupiza	excellent
DE	08/03/2020, 00:00:00	8.91229	49.13645	Eppingen	accep
RU	2022/06/13	38.16694	54.84444	Kashira	average
MA	2022-09-02	-5.22126	33.43443	Azrou	excellent
IT	2016-03-14	14.43865	40.87329	Somma Vesuviana	accep
IN	10/11/2016, 00:00:00	88.28637	23.07492	Pandua	maintenance
PK	12/22/2017, 00:00:00	73.97117	31.96258	Naushahra Virkan	excellent
RU	09/16/2019, 00:00:00	46.10925	43.35071	Gudermes	good
AR	2021-11-19	-60.93173	-31.4488	Esperanza	maintenance
RU	16 Dec 2017	34.33825	53.59782	Dyat’kovo	accep
MX	2016/12/22	-96.72365	17.06542	Oaxaca	accep
PR	2020/08/11	-66.8499	18.03496	Yauco	maintenance
IT	2020-05-20	12.38878	43.1122	Perugia	accep
IN	2014/10/16	74.85849	31.28092	Patti	maintenance
SV	12 Feb 2021	-89.10944	13.70167	Ilopango	accep
BR	09/10/2017, 00:00:00	-42.19667	-21.41222	Miracema	maintenance
IN	2019-11-21	82.85749	17.54907	Elamanchili	good
CN	01/30/2014, 00:00:00	120.14278	32.50611	Jiangyan	acceptable
IT	2013/03/24	12.38878	43.1122	Perugia	good
CL	08/26/2015, 00:00:00	-73.02841	-36.9256	Chiguayante	accep
BR	04/20/2018, 00:00:00	-48.29694	-20.87306	Viradouro	building
RU	2016-10-24	59.4839	58.7002	Kachkanar	average
BR	2021/10/20	-38.79084	-10.95817	Tucano	average
ES	2022-04-19	-4.10734	38.68712	Puertollano	average
MW	05 May 2013	34.4587	-13.7804	Salima	good
DE	2021/09/03	9.85	53.63333	Halstenbek	accep
MA	2021/11/23	-6.90656	33.92866	Temara	excellent
RU	24 Oct 2015	38.2739	46.7055	Yeysk	excellent
RU	08 Feb 2019	30.38167	59.80917	Shushary	average
MY	2016/10/18	101.96857	4.88441	Gua Musang	accep
LY	2015/09/28	20.22625	30.75545	Ajdabiya	excellent
TH	2017-04-06	100.48528	14.37395	Bang Ban	good
ES	09/13/2019, 00:00:00	3.1631	41.91738	Palafrugell	excellent
IT	2014-08-31	16.50104	41.24264	Bisceglie	building
IN	2014-07-06	78.55757	17.34769	Lal Bahadur Nagar	good
US	09/18/2021, 00:00:00	-71.06616	42.4251	Malden	excellent
ID	2020/09/19	109.3243	-7.0981	Randudongkal	accep
GB	02/21/2018, 00:00:00	-0.74934	51.62907	High Wycombe	average
ES	02/20/2013, 00:00:00	-1.64295	42.8139	Segundo Ensanche	average
RU	2015-07-07	43.91385	54.03876	Kovylkino	average
PK	01/15/2015, 00:00:00	68.75915	27.52948	Khairpur Mir’s	accep
EG	2018/03/29	31.4976	26.67319	Juhaynah	excellent
AT	2013/06/02	15.46667	47.05	Sankt Peter	average
BR	20 Sep 2019	-52.35558	-14.66463	Nova Xavantina	maintenance
ID	02 May 2022	112.01667	-7.81667	Kediri	accep
RU	04/15/2019, 00:00:00	37.99117	44.92934	Krymsk	excellent
US	2017-05-02	-118.10583	34.09611	San Gabriel	average
MY	03 Aug 2015	101.96857	4.88441	Gua Musang	good
MY	03 Aug 2019	102.3278	2.2139	Kampung Ayer Molek	good
FI	11/26/2013, 00:00:00	24.14662	65.84811	Tornio	average
UA	09/04/2020, 00:00:00	29.41824	45.99194	Artsyz	building
KE	2016/05/18	34.11169	0.46005	Busia	accep
FR	20 Jan 2019	4.8951	44.92801	Valence	excellent
AR	2020/03/09	-60.47389	-34.64167	Chacabuco	good
KR	2017/03/26	128.9889	37.1759	T’aebaek	good
NL	2015-02-28	5.74861	52.71083	Emmeloord	average
