longitude	PM2.5	H2CO	warning	CFCs	O3	C2H3NO5	latitude	NOx	NH3	CO	SO2	PAHs	PM10	PRES	CH4	Pb	TEMP
-6.00137	7.87733	59.52178	0.00000	43.60472	8.63155	3.38073	33.42585	5.77151	8.28945	8.98798	6.01668	7.46177	11.20914	1178.46561	7.10272	55.49862	1.31439
2.08333	8.40469	38.65462	1.00000	56.01994	8.12815	0.61698	48.86667	6.14425	9.68509	6.16216	7.72961	9.06768	9.40011	1169.80891	9.23114	32.13132	-0.38667
-75.23266	7.92336	51.71015	1.00000	33.72446	9.60874	0.81853	43.1009	7.80113	9.06393	6.34371	8.33670	9.63105	9.76160	1061.68337	8.89369	10.13129	9.65259
-86.19903	7.77359	29.17551	0.00000	74.61850	9.57913	0.36124	11.84962	5.88005	9.17141	4.25023	7.82773	8.67363	8.69036	1171.36613	7.24909	45.14393	14.05210
78.27539	8.50961	55.16398	0.00000	39.46012	5.72467	0.66405	12.95629	9.56490	6.61062	9.44282	9.19086	7.09004	9.45938	1152.42101	8.39700	42.85514	24.46747
-122.2054	8.75746	42.98929	0.00000	46.24192	9.75507	0.88984	47.76232	8.05927	10.13456	7.08122	7.98553	10.41155	9.81007	1130.88427	8.23146	52.08772	-0.06010
4.52514	8.25453	54.15610	1.00000	69.14790	8.68153	0.40821	12.74482	6.53183	7.76057	4.49178	8.44901	7.88874	9.02265	1151.17750	7.66280	75.24020	12.05274
32.88667	8.45605	68.99130	1.00000	60.03822	7.98259	0.33539	3.27833	5.26500	8.55478	6.06494	6.91747	8.37639	8.65462	1147.14537	10.33597	71.97888	9.51508
106.92667	8.45324	50.60700	0.00000	54.86423	11.43253	0.11818	-6.91806	3.73736	9.37895	6.62772	8.18130	11.01865	7.35458	1133.46172		58.71654	24.21420
73.38333	8.94582	42.99635	1.00000	42.66927	8.28556	0.28818	31.71667	6.67388	8.65247	8.38828	8.16313	7.07238	8.55592	1179.35573	9.82897	67.82759	22.25540
-87.66561	7.78256	37.34519	0.00000	44.84659	5.88384	1.64466	41.8542	10.05800	6.68211	7.87857	6.27513	6.55151	10.47237	1177.41358	9.44032	39.10810	7.32852
1.26738	8.87459	50.80117	0.00000	61.39063	6.61032	0.24376	51.84819	8.32586	6.10170	7.97984	8.42826	3.97271	8.38865	1145.28074	7.76472	51.01193	28.13312
-76.99081	7.06773	66.52088	0.00000	67.20416	4.45633	0.38275	38.96372	8.09586	7.39591	7.85299	9.71103	7.14265	8.80792	1118.05385	7.44300	24.77113	15.37975
82.85749	10.26135	49.22032	1.00000	48.53743	9.19155	0.70173	17.54907	6.27110	9.85063	8.62833	7.65928	9.76173	9.59567	1173.27834	7.94902	41.99568	20.72707
59.80222	5.89457	52.80722	0.00000	41.32071	7.89066	0.58584	58.63667	8.81514	7.86941	10.59425	7.74098	7.88577	9.35424	1123.09025	9.86671	29.36329	14.41541
3.20639	8.68391	50.74254	1.00000	36.33510	10.39954	1.64825	50.74497	8.01981	9.84267	5.74587	7.26620	10.19947	10.46356	1149.43973	7.43766	46.70956	14.08373
-60.1831	8.88217	67.73755	0.00000	60.99418	5.28225	0.17662	46.1351	9.46265	6.04231	8.09085	9.37740	5.01191	7.72587	1062.74736	6.98698	48.99458	20.50297
-86.19903	8.76694	69.57827	0.00000	37.82898	8.42534	0.38683	11.84962	7.77167	11.53786	7.17567	7.62873	8.02776	8.94098	1094.10540	6.38734	58.31450	18.60962
4.63031	7.21402	40.90206	1.00000	48.66653	4.97646	0.03001	43.67681	6.40584	4.67927	9.21367	7.06551	5.65828	3.87152	1054.19040	8.63259	33.68528	13.76169
12.38878	7.24784	28.16815	1.00000	52.16111	7.87762	0.52285	43.1122	5.89275	7.53918	4.75699	6.18426	7.53867	9.26578	1111.75530	9.47738	42.28827	18.92605
100.04427	6.02965	48.95084	1.00000	54.81945	9.37977	0.93840	13.8196	6.69127	10.42303	6.92697	8.43848	10.14024	9.87020	1089.55874	7.42861	55.71632	33.84278
135.21667	8.21475	56.19850	0.00000	53.73924	6.66152	1.38382	35.06667	8.94671	5.98084	7.95698	6.47963	4.98865	10.31449	1178.78667	7.77245	41.30510	17.48601
3.55665	8.48640	15.78176	1.00000	44.39596	5.66683	0.19708	36.72544	5.80135	7.77640	10.07837	6.25488	6.41839	7.50304	1091.88715	8.61404	63.51471	14.45081
33.34864	9.24783	38.13081	1.00000	51.17076	3.38293	0.18166	46.75451	3.69824	7.47032	7.41139	8.39726	6.37700	7.75807	1121.77714	5.84213	63.15181	18.71923
14.01481	7.60624	30.77948	1.00000	37.64584	3.08406	0.18896	42.67164	4.86302	7.12438	6.89526	7.54070	6.13715	7.69935	1179.02074	8.15626	43.82550	3.87430
69.01354	8.45236	51.36007	1.00000	52.93791	7.14266	0.32150	38.55632	5.54640		9.05799	7.06473	6.70298	8.52284	1117.00888	8.29432	49.61419	26.48092
-76.43941	8.20308	51.86224	0.00000	60.26388	7.73969	0.15798	39.33427	5.17139	8.32516	8.34861	9.05288	6.52649	7.46698	1081.75479	7.04766	60.35548	7.81561
3.87723	7.21508	37.68629	1.00000	54.01947	7.07132	0.19027	43.61092	3.37993	10.80226	10.85910	9.60319	9.12747	7.85248	1054.34733	7.70799	41.16405	13.52587
-1.99421	8.89152	66.97881	1.00000	48.68930	9.83014	0.89508	51.35084	6.86210	10.49804	6.88827	8.36224	10.06878	9.81829	1138.75694	8.25305	43.83365	12.83853
-86.57415	6.49859	59.27799	1.00000	38.28369	6.72246	0.13020	15.48131	6.20074	8.21578	6.96458	8.19125	5.52452	7.21719	1166.82445	8.55176	43.98502	16.09732
117.7	8.50354	44.67432	0.00000	30.47530	9.75702	0.32587	35.85	4.10164	9.21018	5.92246	6.18396	8.99889	8.74957	1131.13508	6.86752	51.88916	0.91273
-94.41551	6.81136	25.72752	1.00000	56.49671	8.23245	0.22168	39.09112	4.63545	8.53855	5.29909	6.86301	7.74495	8.26116	1093.68115	8.48729	61.11501	12.46582
112.01667	8.41034	43.94529	1.00000	27.73520	5.36530	0.17585	-7.81667	4.82299	8.59930	6.07601	9.37854	5.65945	7.86702	1071.67180	7.38501	55.55533	27.34780
-120.93549	6.70502	58.06703	1.00000	25.01220	5.53697	0.33512	37.73604	4.44683	9.63106	5.04651	7.33120	5.38773	8.57841	1157.11531	8.42460	22.62958	11.14527
-6.00137	6.55235	56.05486	1.00000	25.18879	5.36044	0.18406	33.42585	5.80116	8.13202	7.89475	9.23269	6.04309	8.10452	1094.48407	7.03122	53.70147	13.39231
116.82887	8.53855	29.20114	1.00000	65.04446	5.77781	0.09354	-1.26753	6.35617	7.63387	5.75513	8.44128	4.95097	6.73781	1062.31442	7.17793	52.52163	29.23105
-77.55777	8.83684	52.84548	0.00000	62.42653	9.80458	0.27395	37.52487	6.06763	10.47290	2.55725	9.26503	5.92541	8.52147	1057.88891	9.41039	13.72283	5.92765
-83.48216	7.53805	45.15086	0.00000	49.89988	6.46319	0.49746	42.30865	9.79477	7.22777	9.35515	8.48124	7.07056	9.16882	1154.58827	7.75860	43.48474	14.96140
78.27539	9.01370	48.90853	1.00000	53.93714	3.53457	0.05702	12.95629	6.78515	2.40812	5.12056	7.82999	6.28437	3.22278	1104.04483	7.66065	71.35049	3.10600
15.00835	8.45246	26.01975	1.00000	48.65440	7.08442	0.10950	51.14942	6.28129	8.47287	7.14200	8.71397	5.93737	7.69020	1095.07018	7.69528	47.21844	26.25093
10.78222	8.09345	41.88065	1.00000	42.63979	9.13525	0.31333	36.46917	6.35055	9.71960	9.73732	7.51351	9.60906	8.67911	1137.44850	8.37458	40.52698	18.06754
124.84472	7.84639	29.36494	0.00000	41.63653	7.64802	0.58456	10.13361	9.60500	6.62121	10.37851	7.60454	6.86007	9.36738	1112.16057	7.64214	41.67340	8.37873
-0.29825	8.02585	48.68093	0.00000	48.52478	4.62301	0.14515	51.39148	9.36738	7.56069	9.38666		7.35242	7.41417	1180.77789	6.91683	51.58592	10.48618
-8.2194	8.77482	47.03235	1.00000	33.30062	9.41147	0.72230	43.48961	8.12378	10.52225	6.25537	9.10551	6.98377	9.58726	1051.62087	8.76275	44.83287	21.05003
-117.29198	7.01073	35.37830	1.00000	48.65671	6.95129	0.13016	33.03699	7.48892	6.47432	3.50424	7.53929	6.95630	7.14609	1123.17471	7.33157	17.33155	15.38623
13.31783	8.56674	60.19950	0.00000	36.42405	9.63925	8.03617	52.61131	9.09549	9.34341	7.39048	8.40026	6.12164	12.08774	1177.66186	9.34311	46.53588	20.20220
29.41824	7.13542	53.38342	1.00000	45.09496	11.60168	0.52968	45.99194	8.76111	10.77898	6.50680	9.19498	10.89165	9.26626	1118.57164	9.05944	33.43973	13.09729
117.81667	9.16570	54.09840	0.00000	38.95173	6.40290	2.00793	36.81667	10.36614	6.18826	7.76214	9.76575	5.30873	10.66645	1122.38544	7.63441	38.51310	16.94556
59.80222	8.17110	59.69082	1.00000	51.95846	9.20877	0.17019	58.63667	7.70341	7.96609	7.17324	7.69229	7.17613	7.57346	1159.33957	9.96126	29.75900	-0.21117
71.30633	7.67041	38.48601	1.00000	71.11822	5.65703	0.05405	21.34222	6.90523	4.89384	8.84803	7.82340	6.09251	4.61255	1090.68030	7.36080	54.26855	25.00265
125.21972	8.71166	35.36188	0.00000	45.47585	9.72613	1.13056	-8.99167	7.64925	10.26080	3.30101	9.17842	5.08585	10.05389	1142.38821	6.25591	64.23199	17.41609
-120.00865	7.57156	45.84860	1.00000	52.62981	7.42770	0.06612	46.32374	5.78573	6.78853	6.48818	8.53714	8.10767	7.15886	1113.59178	7.37209	52.06415	19.80311
76.03889	5.55002	44.37611	0.00000	39.66844	4.71883	0.07369	18.18158	10.04948	7.09529	9.79761	7.73026	7.28893	6.84329	1150.15805	8.50268	31.22852	27.05533
135.21667	7.65184	59.00553	1.00000	57.69323	8.43985	0.72259	35.06667	5.82813	9.67404	6.33048	8.64035	7.40544	9.55795	1068.25978	6.99069	34.57362	9.27398
75.37991	7.12320	59.03326	1.00000	72.13147	7.98571	0.26356	25.75728	4.97978	10.54986	6.83777	7.40020	5.27376	8.56710	1095.74707	6.86324	58.88938	24.04514
24.6522	9.07416	59.18703	1.00000	39.53674	7.93727	0.02571	60.2052	9.41767	4.86838	6.18615	8.78270	6.84293	5.34590	1058.59014	8.91293	59.87086	27.31472
97.01124	8.47474	32.02840	0.00000	47.49525	7.40777	0.28650	17.30858		9.98206	9.37953	9.33429	8.74572	8.46511	1052.54737	7.21966	38.40114	8.70819
109.22921	8.34514	52.90213	1.00000	41.21236	6.36801	0.05743	34.65918	7.55369	4.74391	5.24556	9.01073	7.22338	5.78347	1172.84013	8.10100	13.48200	14.16346
-94.41551	7.29651	31.31919	0.00000	50.45064	10.11984	0.98119	39.09112	6.18621	7.53374	9.11152	9.08974	7.21751	9.89087	1141.01649	7.73702	30.63729	15.02139
34.34691	9.33081	36.70201	1.00000	39.82840	6.74162	0.07553	61.78491	6.12599	4.90039	8.47427	7.97756	7.92946	5.28473	1170.44669	8.11758	62.72045	27.04009
-122.2608	9.56929	51.98808	0.00000	32.81075	7.74520	0.14339	38.17492	7.33082	9.91641	7.40891	8.01306	5.38824	7.37012	1144.58634	6.84268	53.68907	10.57873
-2.12139	8.51774	49.27576	1.00000	57.02210	4.94347	0.09193	52.48173	5.09648	6.34539	9.09541	6.96515	4.88308	4.90064	1152.74388	8.78973	58.70773	26.36975
28.67582	8.96622	65.83413	0.00000	48.99985	8.79050	1.27863	40.98894	8.54052	11.52897	5.41221	8.36997	6.60669	10.18237	1146.53391	9.14112	34.56460	18.68352
-93.08883	8.37621	45.74334	0.00000	45.60603	6.79960	0.22899	45.16024	7.45319	11.77257	4.46083	7.48728	4.96681	8.15541	1135.02748	7.25592	59.64987	7.09142
-81.26367	6.12505	51.45123	0.00000	45.67513	5.61720	0.78413	28.90054	9.66820	6.55223	8.66549	8.39789	7.15552	9.65621	1135.01054	6.78343	48.43841	5.92067
117.27583	7.78665	44.35906	1.00000	31.30913	7.92888	0.15018	35.64889	4.96141	8.04506	5.66267	6.49431	7.52377	7.54346	1146.04932	7.42043	49.77788	30.77268
-1.32471	6.28761	41.09306	0.00000	54.91083	9.87630	0.26080	51.40148	6.32008	9.15451	6.22530	8.83528	6.08763	8.38730	1073.72072	7.91884	57.82107	19.00364
107.60627	7.74382	35.22815	1.00000	32.47486	6.80154	0.49156	51.82721	4.66378	10.00290	7.28304	7.70836	6.26279	9.09424	1152.84625	7.68252	29.38326	12.34942
36.7138	8.02401	59.41284	0.00000	25.07180	6.08236	0.07657	35.95664	10.03317	7.35367	9.15236	7.85876	5.23221	7.13730	1078.22614	6.05635	57.45457	24.87072
-41.88778	6.92211	41.23038	1.00000	21.33982	5.79523	0.10851	-21.205	6.70042	5.80906	9.11736	8.84821	6.21840	5.58163	1162.88015	10.09273	59.23472	28.53944
4.8951	7.67075	50.89390	0.00000	63.46850	7.58165	2.05657	44.92801	7.71680	7.56635	8.45439	6.83577	6.80160	10.70736	1085.51009	7.38640	30.71294	6.35505
-115.98391	7.07789	49.82709	1.00000	27.33471	6.18190	0.26430	36.20829	3.31093		8.25628	8.97674	7.88580	8.51993	1193.56837	8.57739	49.76363	31.44758
8.77069	8.12202	38.05819	1.00000	61.61044	7.00469	0.48445	50.80904	3.57366	9.48447	9.47284	7.48568	8.63792	9.05154	1091.07041	10.09681	57.42158	4.34734
13.32127	9.72136	59.03780	0.00000	33.94171	6.79536	0.11138	52.59319	10.01728	6.74995	11.74597	8.46877	6.37512	6.52425	1076.19629	8.65991	36.79851	35.25383
7.2278	8.26979	59.31041	1.00000	46.22256	7.43167	0.08039	50.64336	7.89935	5.95451	7.70186	6.19998	6.67611	5.85698	1079.87703	8.28268	63.18762	4.99786
-97.90308	8.51755	33.90100	1.00000	46.89542	9.31463	0.44505	31.12406	7.13467	10.10243	9.08732	6.45144	10.17736	9.11456	1121.03119	7.45411	46.76610	28.37542
9.32241	6.72913	57.82570	1.00000	71.71769	6.49123	0.15541	44.31771	5.99828	7.50030	8.31625	7.39085	6.86598	7.54022	1076.12566	7.00336	51.62174	18.78072
-3.52751	7.79763	35.56908	1.00000	65.50058	8.59064	1.00215	50.7236	6.53174	8.31790	5.50644	7.61477	8.66274	9.97404	1104.32376	9.80490	59.03010	24.77347
37.92792	8.11543	70.27694	0.00000	49.07882	6.88600	3.51477	53.93361	9.22307	7.13268	10.06247	7.61969	10.18666	11.24623	1187.90836	7.64026	53.32114	10.92340
2.08333	7.07014	51.38055	0.00000	42.66936	8.56763	0.33009	48.86667	7.69068	11.21431	7.51139	7.35484	6.85845	8.76911	1181.51703	6.99167	54.13517	0.89587
-51.87389	8.74639	55.48954	0.00000	36.67799	8.15826	2.66685	-23.44361	9.06764	6.93377	8.44914	9.86342	5.27200	10.96053	1187.95513	10.40847	16.80550	20.54523
-111.78903	9.51818	56.05984	1.00000	65.48639	6.49678	0.60006	33.35283	9.44176	6.38135	9.36595	7.12680	7.02867	9.37674	1159.60151	8.78180	36.41997	9.28408
9.40531	8.36490	43.14706	0.00000	67.70278	9.82541	0.09726	45.53069	5.66901	11.84812	4.63353	6.84982	7.90965	7.07684	1186.32338	8.72488	48.71010	-2.77901
75.35927	7.84990	66.59779	0.00000	58.73123	4.87984	0.64781	12.04161	9.04932	6.35440	7.61121	7.94078	6.78723	9.49961	1147.03341	6.94141	58.85380	8.90153
-8.2194	5.99487	37.06114	1.00000	60.43540	10.56866	0.41519	43.48961	8.78652	7.54764	3.73219	8.80577	8.65790	8.95076	1060.28875	7.20792	60.17870	11.99391
-77.4286	6.98834	40.73951	1.00000	42.26598	10.51595	0.82487	39.00622	8.05874	9.99043	9.20577	7.23356	10.61033	9.73266	1163.76476	8.02394	37.01492	23.76454
8.86704	8.25676	39.90931	1.00000	48.58858	7.38892	0.99783	50.23805	4.22667	10.56632	8.18613	7.49502	9.42339	9.92774	1162.92688	8.64974	38.72454	25.35716
34.02537	6.72862	45.77190	0.00000	55.32057	9.09806	0.88879	38.37255	8.11609	12.15657	3.66897	6.22624	6.73517	9.76590	1078.06119	7.85716	51.92323	-5.17444
48.41667	8.78792	43.91339	0.00000	45.36361	5.58632	0.08471	-17.83333	7.64557	7.19343	11.43590	8.11901	7.86243	5.68588	1121.89860	7.06213	61.22383	8.81809
76.32756	7.55927	55.23306	1.00000	56.12628	7.32410	0.22584	9.57046	5.36624	8.71363	7.01348	8.06712	8.34940	8.30739	1131.75200	6.86449	54.41713	3.36921
-8.2194	7.99738	48.83140	1.00000	58.33159	9.72171	1.56225	43.48961	6.74449	10.33075	7.58481	8.29627	10.16296	10.42072	1071.38110	6.67987	28.90662	5.98857
-42.29444	7.41260	43.98504	1.00000	50.09687	7.39135	0.12882	-4.24444	6.59812	6.86094	5.02580	8.00559	7.50435	7.26849	1077.19504	8.39612	75.06332	22.61067
-111.89903	7.78908	38.00373	1.00000	39.53040	9.51274	1.10868	33.50921	7.20483	8.22345	4.77564	7.81876	8.91470		1050.90854	7.11586	47.90339	10.74702
76.56719	10.46569	42.84031	0.00000	51.14703	5.66539	0.84730	24.41288	8.63477	6.83982	7.78831	9.77963	6.49708	9.75633	1164.02388	8.98688	43.86288	17.25177
-71.8023	6.35182	43.75155	1.00000	47.54394	8.59937	0.14269	42.58342	6.48186	7.47047	5.67452	9.54216	7.72574	7.27947	1143.72649	7.88129	46.76408	12.74932
109.22921	6.62957	51.40539	0.00000	34.88127	7.42859	0.25158	34.65918	10.03644	7.03958	10.69699	8.83400	6.93954	8.27937	1166.82853	9.47180	52.68389	14.89594
37.55	7.45938		0.00000	68.53582	7.04376	0.21408	6.03333	8.52027	14.21916	6.47274	8.44587	8.00751	7.79360	1167.35171	8.50274	32.98796	20.63189
-72.27814	7.40499	47.96922	1.00000	60.24637	9.62521	1.73001	42.93369	8.22440	8.89017	6.28115	7.06527	9.86291	10.52295	1142.79954	6.92481	64.12679	32.96290
-8.2194	8.72713	25.81719	1.00000	50.22696	10.32189	0.73990	43.48961	7.98632	10.04622	6.84749	8.06993	10.18212	9.65830	1110.12042	10.31345	49.77643	-3.78266
15.87735	9.31543	50.10522	1.00000	77.56128	8.72541	0.06333	4.94273	8.07779	6.06271	7.03483	8.23124	7.35283	6.18675	1184.80240	7.57887	53.93387	6.37468
34.33825	7.64727	46.50224	0.00000	39.55603	8.73734	0.20270	53.59782	5.61345	8.03261	9.04424	8.93112	8.33231	7.92928	1141.53913	9.60306	23.47528	16.33916
-121.75689	7.53969	42.44200	0.00000	57.83441	8.94865	1.07398	36.91023	7.04995	5.97902	10.13454	6.33856	5.83218	10.02964	1103.59779	6.85699	72.73918	29.20121
4.63031	9.53915	47.35799	1.00000	45.90076	6.69773	0.83941	43.67681	3.38450	9.57765	7.73619	7.93053	8.45547	9.76265	1135.32839	8.00118	44.77614	28.86502
123.89071	7.80583	46.34323	0.00000	49.20981	7.99145	1.17412	10.31672	8.79311	6.89333	10.16457	7.44487	7.23939	10.12705	1172.82430	8.50919	35.75122	15.11020
-71.8023	10.09357	42.83656	1.00000	54.85762	8.55795	1.99720	42.58342	5.84988	9.97982	6.64406	8.78495	9.88858	10.65884	1171.12729	6.56541	66.68459	-0.34029
-41.88778	7.70912	46.29140	0.00000	53.49927	6.20207	0.34272	-21.205	11.19140	6.02362	9.06291	6.50870	5.78890	8.66449	1057.00785	6.58688	55.99919	20.32487
109.3243	8.73034	44.32112	0.00000	56.45976	8.97349	0.49497	-7.0981	6.20979	10.93207	3.83649	7.47508	7.72599	9.19433	1168.86135	7.97517	46.42245	-3.69546
7.2278	7.80084	58.35678	0.00000	52.01629	7.18150	2.23872	50.64336	10.76016	6.14565	8.93668		6.54247	10.79602	1107.90708	7.15271	18.77808	22.27415
6.51352	5.16261	56.73828	1.00000	63.98774	6.29708	0.23832	51.19139	5.76074	8.86654	7.57162	5.53047	5.53277	7.97702	1113.85884	9.05006	45.54973	16.07002
142.45778	5.11937	24.56594	1.00000	51.08787	7.70532	0.55762	44.35056	4.62679	8.00484	5.86515	7.77731	7.99633	9.32104	1196.28303	6.58360	28.53643	21.14462
-95.36969	7.98197	47.49887	0.00000	56.57582	4.50956	0.34717	35.74788	9.98294	6.11297	8.63836	7.36782	7.24890	8.62169	1069.76634	7.59836	46.81957	-4.67023
139.6853	9.85440	67.02580	1.00000	40.97023	10.15393	0.19488	35.815	7.46393	10.27142	9.00924	7.30180	10.13366	7.87521	1063.39036	8.22905	66.67475	21.23745
105.75635	5.33325	41.71516	0.00000	61.56158	6.49504	14.17432	10.29085	9.41778	6.65052	7.67543	9.88753	8.36522	12.65535	1164.70936	6.46935	84.03463	9.30939
139.55028	6.57117	53.81521	0.00000	48.12496	5.93987	0.96914	35.30889	9.62292	5.77561	7.99346	9.12909	5.70480	9.91385	1069.01635	8.04669	39.00614	26.38196
-73.81669	7.67104	34.78838	1.00000	59.34754	8.51927	0.09215	45.44868	7.35180	6.08859	5.56945	7.34490	6.87829	5.70992	1196.84801	7.12400	65.41000	20.29578
4.92235	7.62967	67.89656	1.00000	39.89691	8.78943	0.56237	7.65649	8.97979	6.74277	10.96737	7.76959	6.51902	9.43365	1138.36434	8.30871	57.42246	17.15536
-6.90656	8.89227	39.05823	1.00000	51.25680	7.50969	0.17046	33.92866	4.89559	8.97684	8.14067	8.69448	8.04431	7.61896	1157.17438	7.30946	51.04608	16.74514
26.01649	8.76459	45.19811	1.00000	60.31327	5.23864	0.24774	44.43579	5.18098	8.46516	6.93373		6.28341	8.28716	1148.56438	8.21651	55.24652	3.22538
1.00288	7.04992	37.40537	0.00000	55.39818	5.22025	0.50172	49.28669	11.08126	5.03629	8.31692	8.39833	5.90307	9.25745	1095.45064	6.74451	68.86699	14.83217
30.2049	8.77806	48.69095	1.00000	66.81331	10.91674	0.84018	55.1904	7.69898	10.63116	7.50321	8.63768	10.88034	9.75909	1074.19023	6.68392	55.39545	18.26959
-2.58736	6.73967	53.53164	1.00000	71.75100	7.15062	0.06137	56.56317	5.72302	5.65995	8.38326	10.39565	7.82975	5.75006	1115.90885	6.63308	46.90493	34.54632
-77.55777	8.73696	44.96436	1.00000	45.88416	8.32936	3.51847	37.52487	5.15738	9.00290	5.59016	6.87347	9.00422	11.25585	1103.25132	6.49083	49.09389	21.53663
-4.21376	7.48031	31.37458	0.00000	46.19547	5.76870	0.20168	55.82885	11.15412	5.72313	9.13575	7.97035	5.18153	8.23711	1153.18854	7.49658	38.20621	28.94180
-120.43572	10.48960	75.78723	0.00000	43.35031	8.10278	0.12676	34.95303	7.63254	12.04117	5.16151	9.29817	6.49393	7.70687	1090.84588	7.33305	53.24939	-0.41333
-122.24064	8.15971	50.83697	0.00000	42.39212	7.52074	0.22314	47.80527	9.05896	6.99287	10.78457	7.90813	6.97463	8.07649	1092.51321	10.93120	40.49965	9.25783
-120.00865	8.88643	42.27577	1.00000	43.70454	9.45204	0.16186	46.32374	6.54109	7.58723	5.95496	8.44451	8.13855	8.17835	1175.78984	10.43363	50.45937	14.82628
71.30633	7.95397	44.79402	1.00000	66.11534	5.59078	0.09949	21.34222	6.01888	6.01085	7.15772	8.36096	7.11359	6.44886	1054.42139	6.39019	39.69922	3.32729
-122.2608	6.35678	65.95193	1.00000	54.89567	8.53375	0.12509	38.17492	4.59207	9.66219	8.46648	9.18907	8.42754	7.42529	1077.00045	9.37176	10.36734	28.33954
10.03478	7.77883	29.81108	1.00000	71.60400	10.69996	0.25504	37.16911	9.55107	9.00223	6.65994	7.61984	6.51055	8.32596	1057.85029	9.46544	26.24857	23.39368
69.67639	6.09210	44.43668	1.00000	28.17289	3.95774	0.08656	41.29444	6.05328	6.51910	7.11508	9.82132	4.88409	6.24725	1050.68344	8.28969	62.54941	2.73961
113.82465	8.24622	58.00413	1.00000	58.49763	5.37822	0.06818	23.29549	7.43090	6.83956	5.38681	8.00954	4.49924	6.05175	1101.95782	8.14390	67.84722	15.37223
-111.78903	7.10056	36.43943	1.00000	42.83201	4.42812	0.08389	33.35283	6.14368	4.94129	3.67643	9.27430	6.50963	5.52201	1132.97529	8.06031	20.98539	-12.70763
107.60389	8.81756	51.05506	0.00000	35.80095	7.08692	0.17082	-7.01833	9.35987	6.56377	10.64499	7.48329	6.67642	7.90485	1081.15609	7.71099	65.95965	9.14684
138.89585	8.69159	45.73520	1.00000	41.96429	6.71347	0.10442	36.33011	5.67826	7.02952	6.23932	7.06822	6.92601	6.73704	1170.17509	7.68654	47.40155	-0.74937
-82.45426	8.87693	67.88548	0.00000	41.73269	5.97134	0.34053	27.09978	8.02666	6.84778	9.56277	7.57708	7.34264	8.70671	1127.64634	6.05271	67.13080	17.73228
-37.65	7.86467	40.50300	1.00000	61.94058	5.11080	0.13892	-10.91722	6.92588	6.23640	4.07737	6.04853	7.23254	7.55163	1198.71825	9.64579	34.93484	1.96499
30.79165	6.81781	44.66115	1.00000	68.40622	5.79672	0.73345	-27.76952	3.02750	10.15128	7.88623	5.63588	8.57653	9.60340	1069.50058	7.92389	38.03179	0.19119
-122.23484	7.97226	75.96159	0.00000	35.92508	9.46384	0.47872	47.38093	7.03701	9.51317	6.00389	8.52283	7.31909	9.21793	1131.11618	8.95334	39.46300	9.49853
9.37082	8.69691	50.75325	1.00000	42.67677	6.00099	0.09423	36.08497	5.13776	7.98133	7.55183	7.97621	5.73547	7.27163	1056.61916	8.09325	59.40998	3.04299
105.75635	8.87267	42.01036	0.00000	27.42077	7.59266	0.48590	10.29085	6.54881	10.47053	6.38800	6.34009	7.37391	9.15678	1090.03798	8.27035	34.94535	16.38506
0.30367	9.55317	62.13348	1.00000	30.56953	9.49112	1.23791	51.38673	5.98027	10.51602	6.75579	9.31465	9.86652	10.17413	1058.93637	8.56515	36.74924	27.01056
-7.95	7.19406	37.87920	0.00000	42.86246	4.79591	0.10963	53.43333	8.65582	6.75168	9.26852	9.03547	6.57119	6.31450	1070.32998	7.96182	42.17673	12.55347
-2.09814	8.80967	27.11155	0.00000	41.78442	5.63053	0.46161	57.14369	9.04838	6.61059	8.84513	6.10370	6.75801	9.15033	1092.02466	7.71097	52.95616	14.32291
72.85107	7.16239	64.79887	1.00000	47.13248	12.16545	1.17398	19.30157	10.14207	9.60065	7.58851	7.61029	11.08921	10.11043	1080.87140	7.51167	55.42684	2.47817
-6.90656	8.12938	58.48460	1.00000	54.61809	9.19387	1.35877	33.92866	7.23952	8.02083	5.20946	5.88102	8.80652	10.24837	1158.25722	7.18945	51.16156	24.75330
112.19028	6.21111	45.70257	1.00000	57.17710	8.06959	7.83303	30.35028	5.03384	8.28343	4.92058	6.85141	8.26059	12.05752	1083.59797	8.59251	28.32906	8.89775
24.04142	9.12698	41.13888	1.00000	37.22911	9.70798	0.66762	54.39635	7.61316	8.88779	7.41290	7.42217	9.45498	9.55253	1060.85831	10.04845	59.04904	28.62401
38.28402	8.79537	45.93289	0.00000	38.90865	7.66359	1.74266	34.5624	8.68321	6.83231	8.48780	8.11428	6.12078	10.53883	1089.59220	10.27828	30.75171	29.13717
-86.78777	7.22752	43.53755	1.00000	58.26740	9.72182	0.12951	33.44872	8.11459	6.12402	6.36499	9.84061	8.78036	6.89137	1079.84839	7.79127	46.92312	15.24859
-81.23621	10.57540	36.47776	0.00000	55.22940	3.94572	0.16327	33.98154	10.55927	7.05168	8.63078	11.44846	7.94406	7.93732	1197.73918	8.95747	65.38511	25.36733
-98.11889	9.07307	39.33303	0.00000	68.82549	5.97797	0.53066	19.04222	9.78281	5.00156	8.63150	8.55682	5.72033	9.22160	1152.03451	8.96120	44.21356	13.87302
-99.73314	6.85038	33.19307	1.00000	38.14546	8.96349	0.47074	32.44874	5.26252	9.54756	5.56859	7.73664	8.69426	9.12717	1098.72188	8.76993	46.95331	5.42235
