code	QoS	latitude	location	longitude	revision
VE	good	8.62261	America/Caracas	-70.20749	23 Dec 2012
US	average	33.72255	America/Los_Angeles	-116.37697	2013-01-04
US	acceptable	34.09611	America/Los_Angeles	-118.10583	14 Apr 2020
US	excellent	39.72943	America/Denver	-104.83192	2019-09-08
US	accep	32.52515	America/Chicago	-93.75018	04/09/2014, 00:00:00
DE	good	51.30001	Europe/Berlin	13.10984	2018-11-20
FI	average	60.18427	Europe/Helsinki	24.95034	2022/09/06
AU	average	-25.54073	Australia/Brisbane	152.70493	2021-11-07
PL	average	50.86079	Europe/Warsaw	17.4674	08/26/2021, 00:00:00
ES	maintenance	37.35813	Europe/Madrid	-6.03731	12/04/2015, 00:00:00
UA	average	50.75932	Europe/Kiev	25.34244	12/26/2018, 00:00:00
FR	acceptable	46.32313	Europe/Paris	-0.45877	06 Jan 2019
PK	accep	29.38242	Asia/Karachi	70.91106	2018/02/06
JP	building	34.75856	Asia/Tokyo	136.13108	2016-01-30
GB	average	50.75767	Europe/London	-1.5443	24 May 2018
US	building	38.96372	America/New_York	-76.99081	27 Apr 2017
US	accep	40.68066	America/New_York	-73.47429	2021/03/17
DE	average	49.97704	Europe/Berlin	9.15214	2012-12-16
LR	good	7.57944	Africa/Monrovia	-8.53778	10 Sep 2014
FR	average	46.67535	Europe/Paris	5.55575	2015-09-15
MX	building	20.28527	America/Mexico_City	-103.42897	02 Nov 2015
PT	building	37.74615	Atlantic/Azores	-25.66689	12/29/2018, 00:00:00
DE	average	48.35149	Europe/Berlin	8.96317	2013-04-07
IN	accep	17.34769	Asia/Kolkata	78.55757	19 Jan 2014
US	accep	33.98154	America/New_York	-81.23621	03 Aug 2014
DZ	building	36.27462	Africa/Algiers	4.85668	2021-02-12
US	excellent	40.68066	America/New_York	-73.47429	02 Feb 2019
BE	good	51.12794	Europe/Brussels	4.21372	11/10/2019, 00:00:00
US	good	33.41012	America/Chicago	-91.06177	2015-09-12
PH	building	9.6531	Asia/Manila	124.3697	12/24/2013, 00:00:00
MX	good	22.49396	America/Mazatlan	-105.36369	2021-02-08
FR	excellent	45.73333	Europe/Paris	4.91667	2016/01/24
CN	excellent	31.64615	Asia/Shanghai	120.74221	08/26/2016, 00:00:00
RO	excellent	44.43579	Europe/Bucharest	26.01649	12/26/2019, 00:00:00
CU	excellent	22.98212	America/Havana	-80.58556	2018/01/07
CN	excellent	35.85	Asia/Shanghai	117.7	12/30/2016, 00:00:00
US	building	35.74788	America/Chicago	-95.36969	14 Nov 2017
US	average	41.9001	America/New_York	-71.08977	10/08/2020, 00:00:00
CI	good	5.84752	Africa/Abidjan	-5.682	2018-10-22
NG	excellent	7.65649	Africa/Lagos	4.92235	14 Apr 2016
IN	average	21.53889	Asia/Kolkata	71.57737	06/02/2022, 00:00:00
US	accep	40.68066	America/New_York	-73.47429	08/16/2020, 00:00:00
BE	accep	50.8	Europe/Brussels	3.16667	10 Dec 2021
CA	accep	49.88307	America/Vancouver	-119.48568	2013-06-08
GB	accep	50.11861	Europe/London	-5.53715	2019-02-09
ID	excellent	-7.73379	Asia/Jakarta	113.69785	2021-05-26
FR	excellent	48.98333	Europe/Paris	2.61667	09/15/2020, 00:00:00
ZA	good	-24.19436	Africa/Johannesburg	29.00974	2015/07/13
CZ	maintenance	50.23271	Europe/Prague	12.87117	04/24/2014, 00:00:00
BR	average	-10.91722	America/Maceio	-37.65	2015/09/04
ET	excellent	11.85	Africa/Addis_Ababa	38.01667	2021-12-09
PK	good	27.55898	Asia/Karachi	68.21204	10/06/2018, 00:00:00
US	average	44.99012	America/Los_Angeles	-123.02621	14 Jul 2020
KH	good	13.65805	Asia/Phnom_Penh	102.56365	2016/06/28
BR	average	-22.92306	America/Sao_Paulo	-53.13722	12/05/2012, 00:00:00
DE	excellent	51.21667	Europe/Berlin	6.26667	2016-06-28
SK	excellent	48.43174	Europe/Bratislava	17.8031	09/22/2018, 00:00:00
DE	maintenance	47.98372	Europe/Berlin	10.18527	06/02/2019, 00:00:00
US	average	39.08367	America/New_York	-84.50855	2021/10/31
PE	accep	-11.94306	America/Lima	-76.70944	30 May 2020
PH	maintenance	12.37169	Asia/Manila	123.62494	10/30/2012, 00:00:00
JP	good	36.65	Asia/Tokyo	138.31667	2020-03-08
ES	accep	41.91738	Europe/Madrid	3.1631	10/12/2020, 00:00:00
US	building	42.55308	America/Chicago	-87.93341	2021-11-23
IN	building	26.44931	Asia/Kolkata	91.61356	2019-04-13
PH	maintenance	10.7375	Asia/Manila	122.9666	08 Aug 2013
US	accep	33.52253	America/Los_Angeles	-117.70755	2014/08/27
AM	good	40.49748	Asia/Yerevan	44.7662	11/23/2017, 00:00:00
IN	excellent	9.82564	Asia/Kolkata	78.25795	06/23/2019, 00:00:00
DE	maintenance	49.68369	Europe/Berlin	8.61839	08/13/2019, 00:00:00
PR	accep	18.03496	America/Puerto_Rico	-66.8499	08/07/2015, 00:00:00
FR	accep	46.32313	Europe/Paris	-0.45877	2017-02-05
BR	building	-29.2975	America/Sao_Paulo	-51.50361	2015-06-13
CO	excellent	5.20856	America/Bogota	-74.73584	11/12/2015, 00:00:00
US	building	32.5007	America/Chicago	-94.74049	2019/07/14
PL	excellent	54.60528	Europe/Warsaw	18.34717	10 Jun 2020
IN	good	9.57046	Asia/Kolkata	76.32756	05/29/2020, 00:00:00
BE	excellent	50.56149	Europe/Brussels	4.69889	2018/06/05
BA	average	44.75874	Europe/Sarajevo	19.21437	05 Feb 2018
IT	average	40.55851	Europe/Rome	17.80774	20 Sep 2018
GB	accep	51.39323	Europe/London	0.47713	10/09/2013, 00:00:00
PK	good	25.80565	Asia/Karachi	68.49143	02/09/2013, 00:00:00
MX	average	19.64745	America/Mexico_City	-102.04897	2021-11-22
TH	maintenance	8.43333	Asia/Bangkok	99.96667	2020/06/06
BR	maintenance	-22.97056	America/Sao_Paulo	-46.99583	2020-01-28
RU	accep	44.92934	Europe/Moscow	37.99117	2017-03-24
US	excellent	42.4251	America/New_York	-71.06616	2022/01/30
CD	accep	0.76755	Africa/Lubumbashi	24.43973	28 Jan 2015
US	accep	39.32288	America/New_York	-76.72803	2020-06-19
BG	good	42.7	Europe/Sofia	27.25	2020/12/08
CA	excellent	53.51684	America/Edmonton	-113.3187	2021/10/26
AZ	accep	38.45598	Asia/Baku	48.87498	18 Oct 2014
IN	accep	12.04161	Asia/Kolkata	75.35927	02/09/2016, 00:00:00
TZ	excellent	-6.8	Africa/Dar_es_Salaam	39.25	2022/09/13
PK	accep	30.29184	Asia/Karachi	71.67164	2017-01-11
PR	average	18.03496	America/Puerto_Rico	-66.8499	06/11/2020, 00:00:00
IT	excellent	45.79377	Europe/Rome	8.88104	2022-08-15
ES	excellent	41.91738	Europe/Madrid	3.1631	2022-06-08
RU	building	55.63711	Europe/Moscow	37.38115	13 Dec 2018
BR	average	-12.91667	America/Bahia	-39.25	10/20/2020, 00:00:00
ID	accep	-7.57897	Asia/Jakarta	112.23109	02 May 2014
CN	excellent	30.24706	Asia/Shanghai	115.04814	30 Nov 2018
US	excellent	28.54944	America/New_York	-81.77285	2019/10/24
IN	average	18.51957	Asia/Kolkata	73.85535	2014/05/16
EG	excellent	31.20176	Africa/Cairo	29.91582	30 Oct 2016
IN	good	25.92493	Asia/Kolkata	73.66633	2020-09-23
IN	accep	18.51957	Asia/Kolkata	73.85535	2020-11-25
MK	good	42	Europe/Skopje	21.32778	2015/04/11
ID	excellent	-6.91806	Asia/Jakarta	106.92667	2012/11/07
PH	average	14.95472	Asia/Manila	120.89694	11 Jan 2019
GB	accep	51.39323	Europe/London	0.47713	2014-03-28
AU	average	-37.88333	Australia/Melbourne	145.06667	14 Jan 2020
JP	good	36.33011	Asia/Tokyo	138.89585	12/09/2013, 00:00:00
TH	good	16.0567	Asia/Bangkok	103.65309	23 Jun 2015
JP	average	33.4425	Asia/Tokyo	129.96972	23 Jul 2022
US	excellent	40.72371	America/New_York	-73.95097	08 Oct 2021
UA	excellent	50.75932	Europe/Kiev	25.34244	18 Aug 2017
ES	good	43.48961	Europe/Madrid	-8.2194	27 Jun 2021
CN	accep	34.85	Asia/Shanghai	117.33333	2016/07/31
KR	maintenance	37.1759	Asia/Seoul	128.9889	2015/09/14
RU	excellent	54.84444	Europe/Moscow	38.16694	07/17/2022, 00:00:00
CN	excellent	45.35	Asia/Shanghai	126.28333	2018-01-01
VE	average	8.62261	America/Caracas	-70.20749	03/20/2018, 00:00:00
DE	average	53.94313	Europe/Berlin	10.30215	19 Jan 2013
US	good	34.25807	America/Chicago	-88.70464	22 Feb 2020
GB	excellent	51.26	Europe/London	-2.1875	2013-04-05
BR	excellent	-8.05389	America/Recife	-34.88111	14 Jan 2016
IN	good	14.46693	Asia/Kolkata	75.92694	2017-04-08
US	acceptable	35.25064	America/Chicago	-91.73625	2020/09/02
RU	good	44.98901	Europe/Moscow	38.94324	21 Sep 2015
TD	maintenance	12.18441	Africa/Ndjamena	18.69303	04/23/2021, 00:00:00
PA	maintenance	8.88988	America/Panama	-79.62603	2014/09/01
UZ	accep	41.29444	Asia/Tashkent	69.67639	17 Nov 2021
IN	accep	18.18158	Asia/Kolkata	76.03889	09/21/2018, 00:00:00
CN	accep	40.66482	Asia/Shanghai	122.22833	2018-11-16
CA	average	43.86682	America/Toronto	-79.2663	2019-06-18
GB	accep	53.7446	Europe/London	-0.33525	2016-05-20
US	average	34.25628	America/New_York	-78.04471	2017-02-27
IN	good	14.46693	Asia/Kolkata	75.92694	19 Oct 2021
PH	excellent	14.8361	Asia/Manila	120.97844	2017-01-10
MN	accep	47.90771	Asia/Ulaanbaatar	106.88324	2021/08/18
SV	average	13.73417	America/El_Salvador	-89.71472	06/11/2013, 00:00:00
IT	average	45.79377	Europe/Rome	8.88104	04/16/2022, 00:00:00
BE	excellent	51.03427	Europe/Brussels	5.37429	03/23/2018, 00:00:00
MT	average	35.89972	Europe/Malta	14.51472	07/21/2013, 00:00:00
CO	accep	6.46838	America/Bogota	-73.26022	05/28/2018, 00:00:00
DE	average	48.73218	Europe/Berlin	11.18709	2019-04-25
UG	building	2.41669	Africa/Kampala	30.98551	05/08/2017, 00:00:00
TR	accep	39.59611	Europe/Istanbul	27.02444	12 Jan 2015
US	average	42.97086	America/Detroit	-82.42491	2016-08-25
MY	average	1.6561	Asia/Kuala_Lumpur	103.6032	05/31/2016, 00:00:00
GB	building	50.82882	Europe/London	-0.32247	2018/07/04
DE	acceptable	52.86147	Europe/Berlin	9.5926	12/26/2021, 00:00:00
RU	good	51.78771	Asia/Yekaterinburg	56.36091	07/12/2020, 00:00:00
ID	good	-1.26424	Asia/Jakarta	104.09701	24 Feb 2020
JP	accep	33.4425	Asia/Tokyo	129.96972	2018-11-03
MX	excellent	19.32889	America/Mexico_City	-99.32556	02/22/2019, 00:00:00
CN	excellent	41.09822	Asia/Shanghai	120.74792	2015/08/06
PK	good	25.80565	Asia/Karachi	68.49143	14 Oct 2012
LY	maintenance	24.96334	Africa/Tripoli	10.18003	2014-01-25
DE	good	51.04962	Europe/Berlin	12.1369	2013-03-09
BR	excellent	-23.44361	America/Sao_Paulo	-51.87389	23 Feb 2021
FR	excellent	45.51667	Europe/Paris	4.86667	2014-03-18
CN	maintenance	37.19723	Asia/Shanghai	122.05228	15 May 2019
PK	good	31.96258	Asia/Karachi	73.97117	2021/06/09
CU	average	23.0072	America/Havana	-82.4017	2014/01/24
US	accep	41.6764	America/Chicago	-91.58045	10/14/2015, 00:00:00
AR	excellent	-34.64167	America/Argentina/Buenos_Aires	-60.47389	04/04/2013, 00:00:00
MM	average	14.0823	Asia/Yangon	98.19151	02 Nov 2016
IT	average	45.9836	Europe/Rome	12.70038	03/20/2019, 00:00:00
US	building	46.32374	America/Los_Angeles	-120.00865	2014/09/21
TR	accep	40.98894	Europe/Istanbul	28.67582	04/04/2015, 00:00:00
DO	excellent	18.20854	America/Santo_Domingo	-71.10077	2021-04-05
FR	average	48.77644	Europe/Paris	2.29026	2017-05-25
DE	excellent	51.30001	Europe/Berlin	13.10984	2015/02/28
AO	average	-11.78333	Africa/Luanda	19.91667	2021-04-03
NZ	good	-44.39672	Pacific/Auckland	171.25364	2019-04-03
CN	maintenance	27.92333	Asia/Shanghai	118.53333	2016-11-05
FR	average	43.71032	Europe/Paris	-1.05366	2014-07-25
DE	maintenance	54.52156	Europe/Berlin	9.5586	12 Jul 2014
EG	accep	31.20176	Africa/Cairo	29.91582	07 May 2015
RU	accep	60.02427	Europe/Moscow	30.28491	2012-11-08
CA	average	45.40008	America/Toronto	-73.58248	2020/09/04
IL	maintenance	31.39547	Asia/Jerusalem	34.75699	09 Apr 2014
AR	average	-31.4488	America/Argentina/Cordoba	-60.93173	2017-02-09
AR	excellent	-31.4488	America/Argentina/Cordoba	-60.93173	15 Apr 2020
ES	excellent	41.91738	Europe/Madrid	3.1631	2015/08/31
BR	good	-23.44361	America/Sao_Paulo	-51.87389	16 Jul 2021
US	accep	45.53929	America/Los_Angeles	-122.38731	06/17/2018, 00:00:00
US	accep	32.44874	America/Chicago	-99.73314	2019/10/19
BD	excellent	22.83957	Asia/Dhaka	91.84128	23 May 2021
DE	good	50.82709	Europe/Berlin	6.9747	2022/01/24
TZ	accep	-6.25	Africa/Dar_es_Salaam	38.66667	07/10/2019, 00:00:00
US	good	40.68066	America/New_York	-73.47429	2020-04-30
RU	excellent	54.48147	Asia/Yekaterinburg	53.47103	03/03/2016, 00:00:00
CD	building	-8.73508	Africa/Lubumbashi	24.99798	03/12/2014, 00:00:00
CA	excellent	49.88307	America/Vancouver	-119.48568	2012-11-30
PT	maintenance	37.08819	Europe/Lisbon	-8.2503	2016-05-19
ES	excellent	43.31667	Europe/Madrid	-2.68333	2020/02/03
GB	average	51.64316	Europe/London	-0.36053	18 Oct 2021
MX	acceptable	21.01858	America/Mexico_City	-101.2591	2014/10/17
NL	excellent	53.16167	Europe/Amsterdam	6.76111	2014/08/05
US	average	41.47892	America/Chicago	-87.45476	2020/09/23
GB	building	50.79205	Europe/London	-1.08593	2015-12-03
IN	excellent	21.34222	Asia/Kolkata	71.30633	01 Feb 2019
RU	excellent	55.64776	Europe/Moscow	38.02486	2016/07/17
US	accep	39.32011	America/New_York	-76.51552	2017/01/14
PA	good	8.88988	America/Panama	-79.62603	04/09/2013, 00:00:00
CN	accep	30.24706	Asia/Shanghai	115.04814	2016/02/27
US	accep	39.72943	America/Denver	-104.83192	23 Apr 2022
FR	excellent	49.28669	Europe/Paris	1.00288	2021/11/23
SA	maintenance	27.0174	Asia/Riyadh	49.62251	2019/04/13
DE	average	52.4581	Europe/Berlin	13.28702	06 Jul 2017
TW	maitennce	23.5654	Asia/Taipei	119.58627	2018-12-28
US	accep	30.17746	America/New_York	-81.38758	2015/05/29
US	accep	40.34912	America/Denver	-111.90466	2013/07/22
US	excellent	35.74788	America/Chicago	-95.36969	2019/11/22
ID	average	-3.5403	Asia/Makassar	118.9707	2014/11/28
US	building	38.54491	America/Los_Angeles	-121.74052	2016-09-08
AU	building	-37.9	Australia/Melbourne	145.18333	2019/11/13
DE	good	49.5099	Europe/Berlin	6.74549	2020-04-02
BR	accep	-25.42944	America/Sao_Paulo	-50.00639	2019-01-25
CA	accep	45.40008	America/Toronto	-73.58248	07/26/2020, 00:00:00
DE	accep	52.4581	Europe/Berlin	13.28702	19 May 2014
US	average	45.49428	America/Los_Angeles	-122.86705	13 Aug 2015
RU	maintenance	53.95278	Europe/Moscow	32.86389	11/09/2015, 00:00:00
US	average	33.98154	America/New_York	-81.23621	2016/02/27
TH	good	16.0567	Asia/Bangkok	103.65309	01 Mar 2016
FR	good	48.90982	Europe/Paris	2.45012	2017/12/31
UA	excellent	47.48444	Europe/Zaporozhye	36.25361	05/01/2016, 00:00:00
RU	building	43.35071	Europe/Moscow	46.10925	2016-05-24
US	good	41.47892	America/Chicago	-87.45476	05/18/2021, 00:00:00
BY	accep	53.5942	Europe/Minsk	25.8191	11/29/2015, 00:00:00
IT	accep	45.79377	Europe/Rome	8.88104	12 Jan 2017
TH	accep	16.0567	Asia/Bangkok	103.65309	04/24/2015, 00:00:00
NL	excellent	52.57583	Europe/Amsterdam	6.61944	2015/06/17
IN	maintenance	11.12018	Asia/Kolkata	76.11996	05/15/2016, 00:00:00
US	maintenance	42.52787	America/New_York	-70.92866	2015/02/28
ES	good	43.32686	Europe/Madrid	-2.98884	2015/08/06
DE	average	48.28259	Europe/Berlin	9.72749	2017/03/22
UA	good	47.56494	Europe/Kiev	31.33078	09/21/2019, 00:00:00
US	average	41.57721	America/Chicago	-93.71133	2013/01/07
GB	excellent	51.39148	Europe/London	-0.29825	2016-01-03
US	accep	35.88264	America/New_York	-80.08199	04 Apr 2019
BR	maintenance	-19.32556	America/Sao_Paulo	-41.25528	2013/12/08
IN	accep	25.66795	Asia/Kolkata	85.83636	07 May 2015
ID	excellent	-7.51611	Asia/Jakarta	109.05389	2021/11/15
AR	accep	-54.8	America/Argentina/Ushuaia	-68.3	2013-09-13
RU	good	56.03361	Europe/Moscow	35.96944	05 Apr 2019
RU	building	55.64776	Europe/Moscow	38.02486	2017-06-29
IE	excellent	53.53333	Europe/Dublin	-7.35	10 May 2019
DE	maintenance	52.59319	Europe/Berlin	13.32127	2022/07/07
US	building	40.24537	America/New_York	-75.64963	14 Jul 2013
BR	excellent	-8.28333	America/Recife	-35.03333	2016/04/12
GB	accep	53.0233	Europe/London	-1.48119	06/29/2013, 00:00:00
IN	average	28.71271	Asia/Kolkata	77.656	2021/11/27
TH	good	13.8196	Asia/Bangkok	100.04427	07/13/2018, 00:00:00
IT	average	37.49223	Europe/Rome	15.07041	2014/06/29
FR	building	46.67535	Europe/Paris	5.55575	2018/10/21
RU	maintenance	45.47885	Asia/Vladivostok	133.42825	2018/08/12
