H2CO	TEMP	CH4	PM2.5	warning	PRES	C2H3NO5	SO2	NH3	longitude	O3	PM10	latitude	Pb	CO	CFCs	PAHs	NOx
51.04288	4.45310	11.35992	10.93659	1.00000	1066.23429	0.05679	7.17580	9.55438	29.26639	9.35673	9.30837	37.58105	60.01032	10.41988	47.14103	11.43371	8.58122
60.27099	31.54041	10.68243	9.83321	1.00000	1104.12815	0.06378	9.14809	8.11122	-70.20749	8.86059	9.37984	8.62261	53.80557	7.65310	58.80580	11.17980	8.61558
59.85845	25.15101	11.75859	9.25006	0.00000	1180.59738	0.51065	9.64841	8.50709	39.85331	10.68965	11.55507	57.30185	51.67695	12.64170	47.89673	7.26440	10.06060
46.49149	14.90317		10.71569	1.00000	1140.09844	0.01757	8.29672	10.10549	76.35484	8.94575	7.41679	10.10649	49.04186	6.39542	41.99803	11.68218	10.78848
20.76598	40.37301	10.92319	8.77519	1.00000	1099.02608	0.02887	9.63444	8.99583	46.10925	9.09518	8.54391	43.35071	51.39526	10.32922	43.91269	10.21103	8.88080
73.33775	23.05526	11.41523	10.07324	1.00000	1132.43612	0.18939	8.92599	8.71555	84.13864	10.65591	10.56200	22.88783	42.16730	9.26094	41.98139	10.28291	9.16272
49.15756	10.70969	9.35995	10.97156	1.00000	1073.27905	0.01263	8.50801	8.52233	19.91667	9.37863	7.37947	-11.78333	39.59331	7.87385	45.72057	11.09099	8.89691
38.55799	-8.34527	9.46730	7.05673	0.00000	1172.89483	0.09012	8.05922	10.07426	-88.64235	6.46421	9.74943	46.09273	31.13605	9.28061	42.02212	8.16677	9.35338
57.72436	4.57836	12.76076	10.99972	1.00000	1055.79538	0.01941	9.60908	9.77020	47.1192	7.89904	8.08561	42.819	43.82248	7.91925	53.28134	10.49154	9.12350
65.96397	9.01466	9.91281	10.72053	1.00000	1056.07730	0.26519	9.40179	9.57753	-91.73625	10.53986	10.88715	35.25064	51.19727	10.69102	73.96515	12.44017	10.18957
19.44451	1.89552	11.84215	8.62087	0.00000	1067.58020	0.43688	9.61866	9.35825	33.34864	9.01084	11.40065	46.75451	45.79741	12.31072	31.21668	8.08472	8.15273
55.65258	11.31374	10.00186	7.64502	0.00000	1134.90884	0.30109	7.77362	10.77858	10.98461	6.59483	11.00659	48.35693	32.51750	8.26219	43.90214	8.04985	8.15543
57.39449	23.90941	10.34883	9.01294	1.00000	1076.22354	0.04950	10.68044	9.24306	-102.04897	9.78765	9.16173	19.64745	57.29569	11.17906	47.69278	10.91141	8.25381
65.16952	29.01870	9.35759	9.29373	1.00000	1123.98728	0.05973	9.05199	9.63471	-86.78777	6.98285	9.22867	33.44872	37.70252	7.64343	22.62940	9.77512	10.71245
57.61175	19.99050	10.60797	6.76852	0.00000	1144.84435	0.22833	8.66306	9.18607	-97.03285	8.57207	10.73409	47.92526	42.85750	9.28852	72.13157	6.91776	7.23101
40.21508	17.49922	9.01636	9.86892	1.00000	1163.86279	0.02484	8.48558	8.86233	-117.54866	9.28312	8.17523	33.93113	54.27014	7.36707	22.55596	12.39858	8.32008
59.94276	22.66019	10.62601	8.07989	1.00000	1084.49174	0.01917	11.21977	8.78508	14.01481	8.11539	7.75346	42.67164	31.45307	9.80396	46.77034	9.78900	7.14141
67.16902	6.34199	11.39816	7.12803	0.00000	1140.80012	0.13468	9.68232	8.36360	2.45012	9.07205	10.19045	48.90982	57.69241	11.30916	57.79494	6.46619	8.50911
69.77745	20.31576	9.47942	6.63658	1.00000	1103.90565	0.03727	8.60435	8.16794	15.07041	9.10067	8.80310	37.49223	41.00715	8.05321	46.05498	9.69208	9.16978
50.83148	1.11072	8.98621	7.70893	0.00000	1139.53381	0.01730	9.84310	8.77626	-71.19901	9.08476	8.03153	-30.60106	65.50937	10.54129	48.66005	6.07812	9.82441
68.77886	3.53131	10.93301	9.74667	1.00000	1094.06301	0.05693	11.27907	10.13514	24.95034	9.18984	9.24846	60.18427	55.37207	9.47892	34.56002	9.41205	9.70023
60.18526	20.54473	9.52701	12.52378	1.00000	1147.90782	0.20762	9.89219	8.76104	1.33467	8.85368	10.65158	43.61058	63.34120	10.99619	30.94816	12.04915	8.52931
31.02205	28.60336	11.29552	9.09000	1.00000	1175.66638	0.02650	7.90773	8.60895	8.88104	4.61860	8.56931	45.79377	61.23251	7.33772	52.09795	10.02413	10.08156
73.79020	32.97760	9.63278	7.41592	0.00000	1122.05475	0.07167	8.17958	7.45083	-48.52333	6.80299	9.52471	-0.71667	53.56354	9.86269	30.24952	8.10825	9.26782
34.40148	35.36018	11.03231	11.65966	1.00000	1184.98488	0.00896	10.71708	9.91296	44.7662	8.67307	6.82432	40.49748	38.23304	8.52541	54.55679	10.79623	9.78361
57.07030	13.87935	11.16177	9.65687	0.00000	1078.00057	0.19508	7.96118	10.16452	-5.53715	12.14395	10.56578	50.11861	24.30933	9.56414	47.06494	10.13083	7.18367
76.24928	26.23743	10.73807	10.30286	1.00000	1052.56277	0.06774	9.52083	8.62462	-72.27814	9.75574	9.42880	42.93369	55.83026	11.28201	52.42403	9.51329	10.35882
43.63672	19.14257	10.42237	8.74479	1.00000	1113.22070	0.11557	9.02649	7.52421	-93.75018	11.47685	10.02962	32.52515	35.68632	11.87077	41.62277	11.97513	8.27526
67.65692	23.90593	10.65641	11.40429	0.00000	1150.86557	0.01733	10.13830	9.94447	76.56719	10.18529	7.70844	24.41288	56.86535	8.10771	74.97932	10.25176	10.05360
55.18308	20.00233	12.79235	8.02522	0.00000	1153.05646	10.31270	10.75519	8.83251	37.99117	5.97656	14.57344	44.92934	46.02182	9.81215	45.71242	10.66336	9.53263
46.03915	13.65466	11.41643	7.78745	1.00000	1177.07026	0.01970	9.86175	9.66898	30.91105	8.46898	7.67283	3.02013	61.09513	9.60677	59.95789	9.72503	8.86087
62.55760	10.96516	11.39472	13.32815	1.00000	1125.67576	0.52648	10.04936	9.99328	36.36339	10.84516	11.59060	0.03813	56.03033	11.92489	55.94238	10.71941	11.89189
62.97523	6.24154	11.01108	14.83086	1.00000	1088.60036	3.94053	8.39534	8.85573	75.06583	12.48221	13.61041	32.17629	23.16690	11.15667	34.88127	11.31035	7.12637
36.62196	-10.13894	11.04814	10.72914	1.00000	1074.59141	0.08450	10.81202	11.30618	85.83636	9.50328	9.73729	25.66795		8.33248	11.38167	9.31340	8.75277
60.15511	16.31955	11.05295	10.40975	0.00000	1059.12100	0.02629	9.66864	10.16482	140.11667	12.39489	8.37463	37.56667	46.78202	6.31373	47.35111	12.03119	9.47333
56.63051	19.26530	10.57082	10.13293	0.00000	1151.67679	0.02167	7.89036	9.40774	73.85535	10.75219	8.08093	18.51957	41.53270	7.75294	38.64450	10.29743	9.29585
46.16845	30.40638	10.42653	10.15048	1.00000	1068.74680	0.14952		9.47880	100.04427	10.35797	10.25908	13.8196	54.01298	10.50148	33.58894	10.53269	9.75702
56.62081	1.03063	10.78114	12.04514	1.00000	1103.00294	0.01101	9.81525	7.30123	75.35927	6.90563	6.66615	12.04161	48.70062	10.26712	48.29730	10.93983	9.68560
37.18395	30.20627	8.70905	11.30320	0.00000	1163.56778	0.00795	10.47459	8.75879	171.25364	7.42173	3.94196	-44.39672	50.89024	7.92243	55.41074	8.94499	10.47402
70.29722	24.86409	8.98372	8.90208	0.00000	1060.97152	0.04184	10.17610	7.84733	92.48278	7.68489	8.75777	58.23583	32.69937	10.33115	62.04221	7.56532	10.58553
32.62757	10.99040	12.53467	11.51830	1.00000	1109.95456	0.02397	9.55870	9.90542	-2.68333	8.30024	8.07687	43.31667	45.91777	8.17138	48.76914	9.18309	8.73013
60.86882	35.20998	10.41817	11.94900	1.00000	1108.75517	0.32805	9.35856	9.12441	-84.67837	10.70153	11.11624	34.06635	47.20587	11.06620	40.46102	10.73864	7.39839
43.17758	20.45088	9.77608	9.14333	1.00000	1150.97648	0.02468	8.12312	9.19071	33.34864	8.74908	8.19872	46.75451	36.20528	11.06002	68.99945	10.62287	8.56115
57.45372	21.33199	10.46058	8.27142	1.00000	1097.41351	0.03619	8.38742	8.10407	18.84	9.33131	8.74791	42.28639	65.14289	9.97105	26.81838	8.29916	11.03462
55.39282	-3.83027		8.01088	1.00000	1106.05167	0.04283	9.82700	8.81023	18.34717	6.97344	8.86658	54.60528	49.44890	5.74011	29.39919	12.23714	8.70308
46.52618	26.99305	10.17180	11.73270	0.00000	1113.53470	0.00856	6.22040	9.52501	-93.75018	10.23461	5.46910	32.52515	48.50849	4.73099	48.58138	10.75094	8.94354
62.21753	27.97346	9.54036	10.95166	1.00000	1072.84723	0.90288	7.90608	8.79890	8.63333	12.56801	12.12849	52.2	54.91766	11.22207	26.49604	10.08961	7.80911
33.50849	10.22137	11.39197	8.94136	1.00000	1189.66273	0.03338	10.02653	8.00439	30.91105	9.74199	8.60478	3.02013	50.90676	10.95982	60.20297	11.24506	10.92288
55.64310	0.84573	10.68236	11.81338	1.00000	1152.19053	0.35049	7.30192	11.42924	73.7553	11.10550	11.16486	15.5439	54.56512	11.88114	34.17159	9.64773	10.80108
63.03112	15.21216	10.91511	10.55771	1.00000	1171.03945	0.63769	9.71017	9.35884	0.57856	12.48503	11.78351	40.70995	64.46909	10.86261	40.72201	10.33561	10.01957
66.54861	9.11570	11.50200	11.81869	1.00000	1139.21753	0.00882	9.77411	10.42484	74.3092	7.40906	6.52533	33.37526	75.04481	8.62024	75.09615	9.33948	8.36373
54.54538	16.36044	10.99311	7.35823	0.00000	1108.79181	0.16252	9.23493	9.67518	88.28637	9.20182	10.37681	23.07492	45.34801	10.80674	74.40651	6.61971	8.67420
52.53871	3.62572	12.92144	8.93680	0.00000	1118.42388	4.24161	8.71131	11.61403	103.6032	8.51624	13.68410	1.6561	51.38307	10.98515	23.85282	8.74795	8.64828
63.28639	3.34246	11.45731	13.18406	0.00000	1082.81337	0.09351	9.86155	8.62567	91.84128	10.54249	9.84878	22.83957	45.47145	11.06510	42.41461	7.95043	11.07138
52.45020	19.39744	9.01444	8.58066	1.00000	1075.02544	0.03562	8.61973	9.42472	14.72443	5.04959	8.72963	36.92574	66.31626	6.47831	66.19152	8.37099	9.56450
64.62497	14.65919	11.29078	9.44595	1.00000	1063.62725	0.18376	8.27838	10.33474	27.18052	12.07684	10.52646	39.12074	59.27569	10.58694	68.38141	10.29475	10.06337
36.66116	12.31315	11.66050	12.13078	1.00000	1145.51609	0.58696	7.82693	11.68789	-156.47432	11.02026	11.69693	20.88953	50.11258	9.92824	56.81800	10.38121	8.70132
69.54164	20.49167	8.44438	9.76006	1.00000	1145.82625	0.43336	9.12076	9.37221	-39.25	10.47398	11.38996	-12.91667	30.29018	9.70303	61.25060	10.00407	9.61102
72.55568	7.15459	12.92519	10.13335	1.00000	1199.55492	0.01819	9.54105	10.43931	51.49621	9.04879	8.07952	36.64852	49.45848	6.20428	45.25660	11.01273	10.46776
62.39224	18.08684	11.10652	10.77956	0.00000	1095.63173	0.02070	8.28905	9.97564	123.50266	10.29399	7.98404	41.94175	55.81869	5.96354	31.16190	10.98026	9.62909
45.03265	17.79797	11.71334	9.51271	1.00000	1150.47522	0.03644	8.09895	9.49468	-88.64235	10.73337	8.82802	46.09273	36.93655	11.45504	27.26394	9.21224	
51.36798	15.76970	7.08408	10.19829	1.00000	1140.86678	0.01762	8.56073	9.33722	7.60872	7.15139	7.44641	43.78956	55.29692	8.61130	64.61244	10.10664	9.11653
66.24359	6.42395	10.93428	6.13469	1.00000	1083.55232	0.00374	7.27616	9.41721	4.74161	7.55076	6.22648	7.62789	39.91882	9.39476	68.46480	8.72671	8.26889
46.96509	24.54816	13.04755	10.96815	1.00000	1059.25795	0.11909	8.68572	9.42149	-37.65	10.57481	10.00657	-10.91722	47.60350	10.15328	49.77861	10.06796	7.63719
58.69608	-10.37621	11.15921	8.41718	0.00000	1092.11920	0.14997	10.23522	9.39666	83.97573	11.76900	10.30979	21.46527	55.96451	7.23463	26.82530	10.98814	9.27509
57.85203	6.33808	8.23344	10.59731	1.00000	1199.22917	0.06173	8.58055	8.84667	10.18003	8.77841	9.35308	24.96334	65.12490	9.43144	45.67693	9.41663	9.97841
57.98113	18.27363	9.45272	12.50972	1.00000	1142.46658	2.43697	10.61962	8.33737	10.5511	13.26248	13.12857	52.47774	74.33983	11.94583	49.55206	10.62360	9.74108
63.96532	3.17510	12.20411	8.12780	0.00000	1183.78613	4.75850	10.35862	9.07895	-1.60452	5.78054	13.79802	42.06166	43.64330	9.72555	68.85497	10.80778	9.82949
51.14647	6.47022	6.64683	8.54709	1.00000	1135.84867	0.02590	10.40513	7.71557	109.05389	6.41679	8.23021	-7.51611	65.91988	7.08469	48.52712	10.37978	9.58811
46.81134	-10.10467	10.88887	12.11450	1.00000	1118.56849	0.03614	8.17689	7.91601	-65.71875	8.39338	8.62433	-21.44345	58.04850	10.15746	66.95076	8.67228	8.27487
34.24873	8.63234	6.33781	7.03424	0.00000	1180.70444	0.00405	9.16390	9.94337	30.79165	6.02775	4.76986	-27.76952	31.34992	8.50004	71.10000	5.63466	9.92601
54.34240	19.97618	8.37831	10.19128	1.00000	1087.25343	0.02429	9.88388	8.79901	-83.48216	7.77261	8.30547	42.30865	45.08889	8.21952	22.33906	9.96675	10.81463
52.67394	2.69449	12.19663	12.76039	1.00000	1082.79303	0.01688	9.58488	9.72738	-91.06177	7.76401	7.80664	33.41012	40.06632	10.21228	47.29036	8.58246	8.65637
58.27422	36.34492	9.64814	9.38521	0.00000	1170.09949	0.01824	7.57280	9.54293	126.835	9.41905	7.40505	37.65639	35.07046	8.72661	61.81534	11.38433	9.36650
70.61455	18.25000	10.07356	7.91264	0.00000	1192.64928	0.27519	8.06159	7.60601	-71.19901	7.52402	10.93207	-30.60106	30.92573	9.13952	56.87651	8.03033	8.96150
66.47871	-0.51727	10.93950	9.90805	1.00000	1113.26250	0.07908	9.01430	9.45776	-72.27814	10.37323	9.58779	42.93369	56.30533	11.57039	69.13132	10.67945	9.66828
62.76684	7.55886	8.87491	9.57995	1.00000	1067.85266	0.23752	10.68059	9.34710	-89.10944	10.84441	10.78425	13.70167	43.61424	7.34548	42.81452	9.65977	10.85605
45.68179	13.45941	9.91682	10.51223	1.00000	1081.53283	0.12028	8.63836	9.37589	-111.90466	8.44277	10.05106	40.34912	51.93403	9.73889	42.11028	12.35818	8.32876
52.92566		10.86765	12.98504	1.00000	1057.64664	0.32023	10.29002	8.63731	-9.24671	11.32295	11.08685	38.72706	41.69282	12.01912	51.51560	11.14072	9.54098
51.45475	27.56401	11.14173	12.10483	1.00000	1085.36333	0.01008	8.35602	9.26675	86.51499	8.32872	7.10243	23.1959	46.84326	8.95961	48.99386	9.32854	8.00192
56.14506	-12.40419	9.69158	11.14964	1.00000	1167.74223	0.03680	10.86012	8.55594	19.21437	9.13029	8.70426	44.75874	19.78680	8.68924	60.27914	9.50861	10.28871
67.73299	7.05449	9.66754	8.61783	1.00000	1178.07992	0.36549	9.33796	9.88738	-48.52333	5.14297	11.21832	-0.71667	54.11023	8.25715	41.32892	7.99639	9.06938
51.15817	11.52652	9.36488	8.42241	1.00000	1069.50146	0.04013	8.14959	9.96269	-87.71255	9.56796	8.94909	41.84364	44.52302	10.58792	50.01365	10.29435	11.28665
56.24366	-1.79265	8.41180	10.87793	1.00000	1106.43174	0.01669	7.41511	8.44408	-82.42491	7.13341	7.81374	42.97086	69.15897	9.34502	54.47635	9.17686	6.96621
58.05242	-1.50126	13.30820	12.45419	1.00000	1128.46807	0.05380	7.42917	8.63459	-80.58556	9.08750	9.22549	22.98212	48.14503	10.51319	38.50131	11.60469	10.44116
58.17258	10.01093	9.64908	9.64956	0.00000	1089.51808	0.03118	10.06501	9.32796	-79.62603	10.52908	8.55776	8.88988	68.97697	12.69702	27.21152	6.42934	12.35530
67.81827	10.02984	11.17990	7.31606	0.00000	1066.32683	0.13669	11.24442	8.00130	118.53333	8.32715	10.20364	27.92333	45.95110	11.43457	43.98886	7.21836	11.30981
69.95882	15.44677	9.61012	9.22174	1.00000	1070.35242		11.10301	8.93857	19.91667	7.48441	8.41034	-11.78333	48.23758	7.03461	42.01280	11.30645	8.12430
60.15355	20.34391	10.10714	8.12371	0.00000	1108.46601	0.24946	10.60304	9.34957	112.9	7.09573	10.81524	27.85	37.48893	9.65202	49.17409	8.50183	8.50934
55.01752	25.58222	11.95200	9.67574	1.00000	1056.11116	0.03930	9.17759	9.01563	-80.58556	10.49388	9.03146	22.98212	42.73266	10.61290	55.65709	8.79884	10.52587
42.02671	0.80461	9.17676	10.78725	0.00000	1110.79927	0.02440	8.30743	8.51890	-117.70755	10.24323	8.21270	33.52253	45.89838	12.68697	75.57427	6.88410	9.41141
54.47624	25.09505	11.05533	6.96729	0.00000	1148.88521	0.51958	9.26481	9.44890	47.1192	6.92267	11.57551	42.819	45.88924	9.16886	56.45614	8.01632	8.30669
68.37135	23.23192		11.18094	1.00000	1142.35635	0.01537	7.73088	10.70219	43.91385	7.92080	7.59709	54.03876	25.23009	8.50280	46.12788	9.13027	9.66548
48.44815	9.81558	10.57494	11.27177	1.00000	1090.32113	0.12854	9.23113	10.08867	-8.2194	10.42107	10.13705	43.48961	51.21102	12.12265	43.42177	10.79081	8.70283
54.83040	1.81670	9.44267	5.26389	0.00000	1198.27574	0.03610	10.58150	7.50743	101.96857	5.23309	8.69553	4.88441	65.77216	9.16658	67.57761	7.93488	9.71489
61.06536	5.13659	10.64032	7.00117	0.00000	1182.33257	0.08779	9.04242	8.09871	2.35739	7.71824	9.72236	41.63976	66.83251	10.42836	52.59527	6.83105	9.01582
40.75231	24.80716	10.93395	13.02399	1.00000	1150.25731	0.01451	8.47735	9.24781	-88.70464	11.22253	7.28844	34.25807	59.67790	9.60343	47.85940	10.32101	8.44568
54.30258	19.90753	9.17373	7.17951	0.00000	1074.19054	0.03623	8.79248	9.94574	-46.99583	6.24628	8.78289	-22.97056	44.41580	10.53757	27.92201	8.69190	8.69724
65.73709	16.83751	12.38366	11.78519	1.00000	1058.99387	0.01262	11.68871	9.11540	59.6	10.34177	6.56537	47.83333	60.36555	7.23343	42.56598	10.63537	8.34563
62.64817	26.64719	9.95343	8.11863	0.00000	1153.23081	0.00963	8.15699	9.82216	9.40531	10.89085	6.34882	45.53069	79.57555	3.93481	65.64032	13.19917	8.17025
61.61202	17.73681	10.94155	8.90796	1.00000	1185.45208	0.03308	9.94374	8.09345	-80.08199	7.60602	8.62822	35.88264	52.12169	6.17076	67.81097	11.16309	10.00390
69.10912	4.40599	11.02651	10.15233	1.00000	1173.38415	0.09025	9.90691	9.15744	120.33063	9.77703	9.73372	37.65181	32.63071	10.80894	57.22627	9.98178	
77.53586	27.06731	11.76925	11.97517	1.00000	1064.22717	0.32072	9.54651	9.59906	-73.49484	11.64322	11.07700	41.14676	38.33526	11.25362	48.11701	9.78123	7.28875
43.65033	15.25246	11.25867	10.92230	1.00000	1114.36201	0.06257	8.61176	9.68160	-0.76667	9.57105	9.40877	53.38333	51.91044	10.93670	62.36718	10.64501	10.05821
30.91861	12.45953	12.00964	7.75118	1.00000	1093.16910	0.01591	6.33867	8.54798	75.06583	9.63524	7.54051	32.17629	58.62052	9.82770	22.18141	9.64017	10.30937
65.39371	-2.01606	10.18572	10.17078	0.00000	1132.49263	0.02052	9.49285	10.26240	-0.33525	10.67752	7.37365	53.7446	70.27371	6.80745	64.02675	11.97552	10.16208
62.28458	13.16162	10.67385	10.10964	1.00000	1188.41637	0.01042	7.88800	8.61088	38.16694	8.68845	7.00014	54.84444	70.49851	6.41372	56.32077	11.25179	9.54916
35.98749	23.45925	9.71587	8.89987	0.00000	1060.72684	0.04755	7.51363	9.83734	69.67639	8.48560	9.01181	41.29444	34.89351	11.79850	32.11061	7.67018	10.23110
40.48223	21.18552	9.25765	12.20174	1.00000	1146.70629	1.29370	10.46824	9.43317	16.54165	11.20575	12.49249	68.79833	48.20178	10.09707	65.62429	11.50542	7.48605
53.33605	16.74952	9.41125	7.12833	1.00000	1145.13405	0.37381	10.54459	9.92208	-72.27814	11.98304	11.23493	42.93369	58.43357	8.72914	53.75700	8.41936	9.82890
67.68244	7.36558	9.53967	10.78867	0.00000	1108.10678	0.00415	10.04125	9.64869	19.21437	10.48537	5.92731	44.75874	72.69508	7.46993	56.83118	11.35760	8.83239
69.71987	28.12618	9.75171	8.91046	0.00000	1077.85708	0.12650	9.31882	7.46468	109.05389	9.76581	10.14642	-7.51611	39.45067	9.03099	35.07395	10.84569	10.45631
27.49845	25.46985	8.83959	10.62953	1.00000	1070.57541	0.01579	10.24351	9.41318	6.92917	5.98930	7.63511	52.31333	53.72928	8.93671	66.27757	9.14200	9.08423
45.87558	23.37633	9.78834	8.26041	0.00000	1148.32844	0.00669	7.78712	7.56609	-103.42897	9.49053	6.08626	20.28527	63.25252	4.53316	37.41180	13.27057	10.33214
45.66273	25.42210	7.83185	8.56968	0.00000	1167.12616	0.01980	8.35839	9.65361	-41.25528	7.75694	7.93983	-19.32556	58.07719	9.87887	64.82044	7.37199	10.23869
32.01609	5.54193	8.60687	9.17962	1.00000	1126.24575	0.06319	10.37599	9.40879	-65.61427	7.44232	9.28676	-27.4338	79.48433	7.96308	41.09376	11.23376	10.14470
39.01802	3.51242	11.26098	11.37600	0.00000	1152.76162	0.00977	10.25180	8.92556	6.26667	11.29952	6.58025	51.21667	59.65646	3.70001	37.77292	11.52834	9.64385
62.13730	10.85743	8.34173	7.00159	0.00000	1069.71005	0.01637	9.58131	6.61936	75.92694	7.22013	7.34155	14.46693	57.78895	9.56930	36.43266	6.43297	8.91470
73.87570	1.75227	11.72454	8.47297	0.00000	1184.94585	1.08722	8.33876	8.42061	124.95278	9.39223	12.31995	6.33444	63.83948	11.25105	31.41412	7.91411	9.44032
44.73827	16.32514	8.80982	9.69130	0.00000	1191.59007	0.02315	10.82196	9.26981	9.0027	8.29353	8.42151	11.86064	59.99716	10.85902	42.23374	7.70581	7.71942
55.78307	13.92188	12.57574	9.59182	1.00000	1082.04425	0.02847	8.92362	8.67300	-99.32556	7.74776	8.53569	19.32889	44.37405	5.92317	50.22399	9.86948	8.84211
44.21366	17.74907	11.40564	7.38202	0.00000	1079.63803	0.36511	9.85048	8.29091	152.70493	6.43085	11.21413	-25.54073	54.54551	10.97490	48.79569	9.03669	11.34911
45.89459	26.62197	12.32390	7.23198	0.00000	1121.02013	1.73375	9.15537	7.63393	-1.08593	8.81708	12.78533	50.79205	54.32340	11.04555	24.83875	8.18909	8.06474
48.87888	35.94198	9.86209	8.77117	1.00000	1080.58858	0.02101	9.70063	9.35735	-89.71472	8.35087	8.23620	13.73417	45.09586	10.43980	31.49399	10.19555	8.02206
58.86012	2.30997	10.98616	11.39036	0.00000	1136.87393	0.04684	10.72423	8.64185	13.63617	8.75104	8.94447	50.50301	47.94695	10.67979	38.23995	8.56088	10.07806
46.10882	17.45163	10.65274	11.18436	0.00000	1121.98330	0.04650	10.67654	7.96710	-77.43532	10.05700	8.99458	20.14298	51.46305	10.12219	65.19396	8.90869	10.34350
63.40917	17.53067	10.76889	11.83940	0.00000	1198.27712	0.01498	8.76761	11.15413	-8.33147	9.83215	7.22093	41.20485	46.78383	6.96268	59.97109	12.06468	10.36310
57.03541	13.01406	12.35987	9.55054	1.00000	1122.24763	0.09913	9.21396	8.84118	145.18333	11.67030	9.87273	-37.9	61.06764	10.19190	25.11289	8.33387	11.41170
51.61035	1.06617	12.39622	10.74025	1.00000	1055.89438	0.06289	8.41039	8.49040	71.21169	8.56330	9.38548	21.59983	62.06125	8.54034	64.08684	10.21666	8.73544
47.90974	28.96535	9.75598	11.30046	0.00000	1104.57152	0.00896	8.97066	11.29294	11.04979	9.64789	6.57550	44.59445	74.73479	8.89166	39.78664	10.79363	6.87717
66.28463	34.70886	9.38086	9.30673	0.00000	1188.82805	0.01039	9.97896	7.74906	120.89694	9.93606	6.01482	14.95472	52.99962	7.25925	73.12695	11.61322	9.39154
66.53107	24.61531	8.80833	8.94995	1.00000	1136.11560	0.03768	8.22473	9.52956	112.23109	6.77266	8.74880	-7.57897	16.02420	7.49599	53.08720	11.26619	8.66268
41.14667	20.39066	12.80750	12.41118	1.00000	1146.82460	0.03027	9.19724	9.72283	9.72749	9.76268	8.56436	48.28259	48.86270	9.55164	52.94614	9.28917	8.93869
39.80329	16.06861	9.09745	11.63117	1.00000	1168.43053	0.04503	9.70092	9.81911	38.01667	10.65530	9.02733	-5.41667	76.43369	9.53573	48.54408	9.47455	8.02152
73.20364	15.28048	12.49656	10.42700	1.00000	1174.64110	0.08848	10.59401	9.94706	30.98551	10.98868	9.75307	2.41669	68.42747	10.84895	37.06418	9.89040	10.05324
89.60176	11.49722	10.69012	6.36579	0.00000	1118.22401	0.48670	9.05614	7.81257	106.85417	5.09780	11.50913	-6.48167	62.88233	9.33008	48.83331	9.90896	8.95441
60.68963	9.72291	11.34213	11.18415	1.00000	1165.99342	0.46136	9.57286	9.16931	39.25	10.80581	11.45087	-6.8	51.36842	9.25696	54.55626	10.82947	10.51618
56.55633	5.75429	11.55272	10.27052	0.00000	1141.81073	0.08272	9.53997	9.02023	20.89389	11.34600	9.72979	42.62833	59.59940	5.78014	49.03301	10.89220	9.27681
49.72884	6.86648	12.02203	11.03342	1.00000	1154.15405	0.04825	9.41318	7.99898	51.67462	10.17157	9.03282	32.65246	58.00281	7.64087	62.65707	9.92623	8.63144
43.17016	2.59955	9.65593	9.74460	1.00000	1058.76991	0.19617	10.14433	10.79759	-75.11028	10.49384	10.57626	-15.21194	49.46852	10.60290	58.82494	12.06875	9.79575
34.24813	25.28743	11.09730	12.89328	0.00000	1083.12386	0.16557	8.93633	8.60273	74.3092	8.89385	10.40884	33.37526	34.48421	10.23492	44.62402	10.69280	8.18067
37.53674	3.39247	10.58158	11.47719	0.00000	1114.15403	0.78259	11.89891	8.87172	-38.94722	12.09044	11.99104	-15.675	61.85824	11.10641	43.84199	10.48620	9.17901
21.32581	26.21377	13.25729	9.92359	0.00000	1083.15903	0.08382	10.09855	9.05068	26.97253	11.31067	9.65218	49.65186	62.50377	10.45131	68.69058	9.49352	8.58907
38.17316	21.43770	11.31229	11.50468	1.00000	1066.75167	0.30171	8.20927	9.04114	-35.03333	10.71199	11.02664	-8.28333	70.62476	10.59808	57.20619	10.84083	11.27344
61.42056	15.32092	10.21001	8.60896	1.00000	1113.59269	0.01990	8.05535	9.65417	59.80222	8.82635	7.78066	58.63667	50.92118	5.24016	37.76191	13.13040	9.47932
40.04844	25.67089	7.06178	9.00872	0.00000	1141.82775	0.00548	9.00077	9.48980	5.58472	7.16700	5.22621	52.14	55.70059	10.99282	63.35561	6.79114	9.02905
44.58471	30.57486	8.99037	10.83705	1.00000	1069.87806	0.05561	9.38829	9.14557	27.46153	9.16919	9.20693	-21.44236	58.47127	8.96785	52.08420	9.44672	8.60013
55.25799	6.41623	12.22484	8.15258	0.00000	1133.44382	1.95174	8.11115	7.80613	-81.79819	8.00559	12.90748	41.48199	50.32880	10.68973	80.38769	8.67307	11.22160
68.47146	21.31553	9.71639	8.92164	1.00000	1198.29187	0.02468	9.04505		13.39954	7.41907	8.02548	43.62558	92.22737	6.28744	50.38973	11.38341	8.51917
64.29191	16.19436	9.23737	10.21007	0.00000	1100.58347	0.01146	7.70168	9.27772	39.85331	9.78912	7.34252	57.30185	57.49171	10.07974	54.39957	9.80564	8.46077
44.66718	43.83766	11.62714	12.05005	0.00000	1189.06280	0.25882	8.88221	9.20761	-0.2	10.91727	10.86541	51.65	65.80977	11.73399	71.25226	8.02987	8.35206
73.37495	27.70822	11.99099	12.54400	1.00000	1198.47631	0.67199	9.55647	9.45551	-74.07764	11.84954	11.82509	40.72816	69.60400	10.56230	40.63552	9.21165	8.56183
