NOx	O3	PAHs	longitude	H2CO	CFCs	PM2.5	PM10	Pb	CO	warning	NH3	PRES	latitude	SO2	C2H3NO5	CH4	TEMP
7.82997	6.45216	9.10784	110.71639	44.35419	75.39149	8.09301	8.61395	66.18563	8.19921	1.00000	7.18023	1195.84153	-7.54972	6.35025	1.15127	8.15044	25.01774
6.95815	7.91741	6.11006	-5.682	53.86071	44.14685	9.87811	5.30587	57.83462	8.02490	0.00000	9.34991	1056.74111	5.84752	11.57763	0.33618	9.47995	1.92653
8.04841	8.40914	8.41656	6.10237	52.69961	44.04902	7.99227	6.30016	61.42131	6.15371	1.00000	8.67650	1135.48247	46.18396	8.50862	0.38112	7.04327	33.14499
8.66168	6.40294	8.89398	-47.1725	51.87555	48.76192	7.39795	4.51522	44.90446	6.41394	1.00000	5.55074	1072.12704	-22.57306	6.30971	0.23853	8.31373	1.63290
7.23925	5.28767	9.88789	24.75	38.47749	42.05354	6.63619	9.69366	68.01557	9.00578	1.00000	7.54761	1113.83827	55.25	4.25076	3.00471	10.34863	6.02629
7.75472	10.39887	11.34155	145.18333	60.72702	32.73708	10.65690	6.64820	56.54086	8.19830	1.00000	6.79847	1065.54186	-37.9	8.41357	0.39625	6.10908	5.80097
7.41750	8.17802	5.54724	73.66633	47.24993	33.65530	9.19493	5.43952	61.42833	8.35820	0.00000	7.37505	1179.73464	25.92493	10.40080	0.16600	9.30151	26.50531
8.03340	5.83979	9.08076	12.53463	37.73079	25.91839	10.44315	10.22536	63.76278	7.97178	1.00000	6.47464	1147.28168	55.67938	5.62049	4.90350	9.25618	15.86161
7.81638	7.00233	8.96532	-76.72803	42.08945	53.06254	7.78078	8.20585	65.60673	7.85619	1.00000	7.50315	1187.46188	39.32288	6.04535	0.99419	7.58376	25.24115
8.58605	4.81891	4.83018	4.82313	59.75385	73.85012	12.36793	5.83956	69.22257	7.31594	0.00000	8.50312	1054.77451	51.24197	6.67926	0.29876	6.96444	31.60653
6.01180	7.70407	7.23950	123.62494	48.28418	37.30768	8.47291	6.42437	32.84240	6.14649	1.00000	6.71865	1147.41445	12.37169	7.95626	0.30652	4.83597	27.14684
8.15505	8.41855	4.04489	68.49143	40.96847	28.80055	5.89205	8.83010	57.75629	7.83487	0.00000	7.82506	1056.43388	25.80565	5.43808	1.62883	8.10797	42.42974
7.35459	7.23103	4.05787	117.55417	47.93543	36.56127	9.36090	6.61153	44.12296	7.90912	0.00000	7.55206	1072.53624	34.86472	4.18070	0.35491	6.53910	8.64348
8.16454	8.76893	5.33120	88.28637	50.16595	54.18429	8.70779	6.78812	29.60909	9.28647	0.00000	7.61760	1157.29357	23.07492	8.99154	0.44331	8.13940	21.40614
6.47616	5.48341	8.90473	18.69303	36.47193	54.61581	9.62778	8.68666	51.11195	7.42009	1.00000	6.69485	1113.70434	12.18441	5.66756	1.41457	9.58232	12.25165
7.59041	6.45696	5.85706	8.2926	65.53134	64.70686	10.87667	3.71623	55.32005	7.27719	0.00000	6.55012	1198.72699	9.58126	6.65928	0.25432	8.14766	36.54221
8.67778	4.01679	6.84552	2.59753	62.56084	66.03690	10.53913	7.15042	54.58941	8.13106	1.00000	7.51599	1077.03278	8.88649	7.11870	0.59093	9.57635	17.80354
8.60051	10.17487	5.80290	100.24529	43.46154	31.04276	5.80560	9.71340	41.59837	5.83687	0.00000	6.96478	1051.44166	5.4709	5.23423	3.13820	9.28095	10.01461
8.46600	9.81893	7.13279	51.0193	50.23112	61.46958	6.22188	8.55556	58.22848	6.28759	0.00000	9.55798	1145.87304	35.6803	8.66027	1.09782	6.83948	14.15744
6.06111	9.17868	6.22359	-93.08883	54.24959	38.83717	8.79010	5.29935	66.89332	7.19289	0.00000	7.18645	1121.08698	45.16024	10.67811	0.24241	9.10193	29.28346
7.94566	12.67274	13.15472	40.74357	81.79825	38.57882	9.31546	6.25490	66.72098	7.43035	1.00000	6.17269	1120.78244	37.31309	11.96853	0.41183	6.56588	16.33119
6.13637	6.71427	7.83696	16.86194	45.41993	56.30406	8.63210	4.89640	59.22573	8.06432	1.00000	7.70080	1092.77584	54.58048	7.00467	0.35557	7.13481	-2.74753
7.09167	6.68685	7.09273	123.17306	32.37568	62.03502	12.21209	6.65301	40.61308	7.23911	1.00000	8.85182	1165.85482	41.27194	7.33133	0.47393	7.88393	-1.16061
7.00744	8.93982	3.91656	-97.50417	40.41664	58.07617	9.22862	4.57177	32.50598	8.52710	0.00000	9.93931	1150.74955	25.87972	8.60011	0.26601	6.46558	31.82156
7.35291	7.67912	5.77389	-63.13414	60.70481	65.54830	7.61025	6.69486	48.25433	6.15310	1.00000	6.33235	1077.15174	46.23899	8.94281	0.32342	3.74758	23.97086
6.05851	7.47797	4.69214	-79.00453	66.18720	52.80232	6.08601	7.82312	54.80702	6.03913	0.00000	5.96233	1059.04064	-2.90055	6.57071	0.72647	8.85686	19.63166
6.59626	8.15499	5.53070	15.00913	38.09386	29.45510	10.06407	5.98889	57.19553	6.74732	0.00000	7.82521	1157.60014	37.51803	8.13610	0.30241	6.78703	16.00920
7.76094	7.74691	8.76576	-96.67834	42.02724	86.65950	8.34641	5.00938	44.98931	8.52350	1.00000	7.46551	1052.43847	34.77453	8.32037	0.35055	6.37830	13.72691
8.43117	9.43831	6.68626	14.34085	58.26014	66.58161	7.62299	7.41169	72.41364	7.14794	0.00000	7.97154	1103.42793	40.87363	7.86424	0.50601	9.16650	-0.43316
6.61485	7.02173	7.79436	145.18333	68.71142	47.43046	4.62476	9.64638	49.23049	7.32209	0.00000	8.51141	1079.97765	-37.9	6.05551	2.91669	12.54646	29.68969
6.24511	6.96179	9.94351	-71.29144	42.71488	61.74056	8.44090	11.00736	51.72448	6.72794	1.00000	7.84689	1168.13897	41.54566	4.65445	10.63993	8.60798	-2.94530
6.91636	6.73327	6.23096	-53.13722	75.67237	34.48757	10.39357	6.79517	41.10520	7.23381	1.00000	7.89235	1126.04628	-22.92306	6.79883	0.40700	8.12895	18.92465
7.81850	10.22978	12.70621	-93.11308	51.83961	45.44461	8.29426	5.42243	36.86713	7.20373	1.00000	7.24498	1163.38096	16.75973	9.07307	0.35109	8.35873	5.95746
7.11040	6.72061	6.41097	102.05461	62.21798	60.19062	7.59132	5.81442	37.26269	7.97164	1.00000	8.20249	1158.54988	6.25947	7.95678	0.21059	6.17436	8.88178
6.28333	7.41162	4.87842	-72.97261	46.71500	64.53560	9.99407	5.70929	75.52192	6.66088	0.00000	8.43714	1124.79930	43.61062	7.50986	0.30849	7.45449	22.90297
6.34859	11.59674	10.74875	77.9129	48.30566	45.80729	10.76071	8.40268	58.94594	7.16532	1.00000	7.60801	1060.28957	25.6439	8.92619	1.06812	6.20969	17.33424
7.25748	7.86850	7.05128	-116.21677	58.68356	37.88701	5.76960	8.21550	54.15361	7.50765	0.00000	8.57177	1176.97208	33.7207	5.58070	0.94958	9.94573	29.60173
8.17201	8.38945	9.95186	-44.31389	47.94962	49.92948	7.79428	4.65077	54.94359	6.80789	1.00000	7.19458	1145.44228	-19.7625	9.19174	0.19549	6.42527	13.06339
7.16066	9.24057	9.50571	86.59509	32.29458	53.06681	9.34725	6.69447	48.28794	7.11652	1.00000	6.87580	1056.33815	26.11527	7.95316	0.49522	7.08077	34.43522
8.06821	4.57934	6.65127	1.33467	49.54960	59.34712	10.04635	7.56495		8.24951	1.00000	7.42179	1145.78258	43.61058	7.83154	0.60405	7.96905	27.43854
6.55659	11.22470	7.77876	9.29109	48.66964	48.78530	6.96111	6.16411	70.17787	6.36369	0.00000	9.22849	1184.38247	45.39402	9.00013	0.29012	9.07574	23.46740
7.68940	6.26201	8.58407	14.34085	60.15710	49.61122	9.18559	8.63152	61.31980	9.17058	1.00000	7.93407	1159.17070	40.87363	6.62695	1.12036	9.37510	20.55132
7.46868	7.91930	8.89261	152.70493	67.76758	60.85921	9.25267	7.80956	44.54431	7.05237	1.00000	7.07339	1157.15056	-25.54073	6.98738	0.79703	7.80057	14.71964
8.70379	6.89174	9.44883	-46.99583	59.14274	40.90752	7.93504	9.31482	69.23151	7.50135	1.00000	8.66313	1125.46019	-22.97056	5.77077	2.18074	8.55942	31.49914
6.33861	7.70939	5.86360	59.6	57.67037	48.41864	6.41972	7.76398	48.84267	7.04871	0.00000	9.61573	1166.23446	47.83333	5.22316	0.64762	9.26922	20.99973
7.40972	7.14156	9.67367	-87.70172	43.51821	36.93285	7.37829	8.68739	71.53645	8.16820	1.00000	6.98668	1079.28881	41.72059	6.05128	1.36743	8.30884	30.80681
6.71990	9.91604	7.94415	-47.53028	59.56382	62.47928	8.59683	7.13356	55.37875	8.27198	1.00000	7.63115	1191.87819	-22.45667	11.01798	0.49330	4.13813	12.47647
6.73733	9.89346	9.09300	59.4839	31.52433	53.60693	8.72383	7.18815	52.89167	5.51855	1.00000	7.67119	1092.77038	58.7002	9.29136	0.55076	6.74029	8.53161
8.27225	9.42118	10.30963	24.99798	33.16884	60.32412	8.46834	5.60941	52.28776	7.24688	1.00000	8.41908	1051.86382	-8.73508	8.84656	0.29894	6.68067	27.76134
8.37998	7.48133	8.92845	14.66737	58.32969	47.13880	7.64058	5.08502	39.98681	7.69201	1.00000	5.14805	1160.10739	41.55947	7.61519	0.25769	6.21100	-0.76446
6.33532	7.36612	8.06103	32.6178	51.53234	62.69446	8.45160	4.83173	68.32795	7.36421	1.00000	7.71072	1155.36943	46.65581	8.38565	0.18082	5.65401	3.62396
7.42899	11.51807	9.71700	-1.29772	60.75792	79.21878	6.63827	6.26913	60.90472	9.39460	0.00000	7.32567	1144.66099	50.76306	9.59416	0.41063	10.71812	-7.27037
8.07726	9.13192	6.93411	-47.1725	43.40903	45.51948	5.50537	10.11437	46.01045	8.47118	0.00000	6.96354	1193.84513	-22.57306	5.87052	4.45911	9.98783	12.96003
6.61728	8.52989	6.42467	8.2926	42.56359	50.49489	6.06100	9.49963	63.45681	9.57235	0.00000	7.73189	1058.45994	9.58126	6.32206	2.49840	9.54811	13.96347
8.25039	6.98126	6.01325	136.61667	55.21194	28.09935	10.34393	4.29251	48.28636	8.50402	0.00000	7.29480	1084.40141	36.53333	9.30535	0.30624	9.36238	6.79603
8.41214	3.10749	6.16637	-96.67834	35.83924	51.85521	10.43259	7.62450	66.38861	8.44916	1.00000	8.19189	1188.70208	34.77453	7.09994	0.61614	9.20784	29.06422
6.54073	6.25624	4.87667	71.67164	45.90647	42.20080	8.31875	6.31040	52.78004	7.22346	1.00000	7.68071	1080.45624	30.29184	7.07936	0.50049	5.01028	21.60747
6.37188	9.53750	7.95464	35.90057	83.07799	59.99509	7.22802	7.54751	57.82281	6.07031	0.00000	7.74879	1197.97827	56.85836	7.50405	0.47688	10.36054	-14.19134
7.91821		10.26078	9.29109	44.64854	54.49725	9.10167	6.81907	56.15908	8.29689	1.00000	5.73159	1062.17836	45.39402	10.73993	0.33374	6.35861	7.44420
7.45316	9.41285	6.93328	3.64633	66.06073	49.46152	8.32378	6.89667	34.65614	8.08696	0.00000	7.86678	1141.16659	6.8485	7.85616	0.49090	8.34919	12.51293
7.73619	10.57803	10.29091	13.31783	57.55188	55.30601	9.44071	6.52486	67.92817	7.15845	1.00000	7.14435	1129.40724	52.61131	9.64642	0.40770	4.86376	5.46578
6.82299	5.29878	7.34399	78.55757	40.11485	40.81309	6.04300	3.51576	70.84520	8.53546	1.00000	7.69961	1108.95385	17.34769	7.69005	0.31550	6.48873	25.46151
6.09074	8.70294	5.63874	9.72749	27.86844	45.95117	6.52434	8.37260	72.68755	8.36986	0.00000	8.57541	1131.02922	48.28259	7.39169	1.01273	8.34583	-2.99854
6.50573	7.41455	4.34428	78.55757	58.05424	50.71834	5.08322	9.24226	60.41520	7.87800	0.00000	8.60065	1104.71220	17.34769	6.07118	2.04192	10.00362	37.15205
	8.98496	7.93748	-73.95097	31.29124	43.89417	5.23219	9.99101	42.89443	6.53034	0.00000	6.40420	1140.80789	40.72371	9.75444	4.15704	9.40201	17.37547
8.78997	6.88007	6.41671	-72.97261	58.86025	73.68183	4.49343	7.26246	60.27360	8.44353	0.00000	7.81789	1088.82015	43.61062	4.89314	0.45600	8.96763	19.72991
7.90120	8.05888	4.66639	122.05228	46.97350	53.04360	10.12096	6.36045	45.91889	10.04320	0.00000	8.38522	1174.92643	37.19723	9.97460	0.47988	6.98325	-1.89618
6.37149	9.67644	8.62311	12.38878	43.04644	32.32014	8.72500	7.47726	46.89502	5.77632	1.00000	6.48175	1052.61497	43.1122	9.09805	0.59804	4.74982	13.48973
7.68961	10.43521	6.99344	-73.02841	52.07462	47.16916	6.93974	8.89569	65.13582	6.55219	0.00000	6.78999	1177.64915	-36.9256	6.96901	1.45839	7.10665	16.12569
6.99911	8.84875	7.34918	-116.21677	41.93801	51.53005	6.05735	8.55184	59.48493	8.27611	0.00000	6.61674	1130.88389	33.7207	6.69054	1.01922	8.30627	24.41374
7.42281	9.12276	6.81294	-76.99081	49.05645	50.28750	8.69413	7.00131	54.97102	5.89773	0.00000	5.95584	1149.42712	38.96372	11.22857	0.42554	9.51413	20.30051
6.22077	8.15464	5.75166	11.37703		48.56033	6.48956	7.33172	38.74483	7.51914	0.00000	8.00336	1195.13026	48.06919	7.40101	0.48472	8.32345	20.45894
7.55404	11.01879	10.63594	35.34722	53.27538	31.92457	10.80053	7.77540	77.72856	9.16706	1.00000	6.85916	1059.64873	-23.85972	8.58333	0.60768	7.81201	9.84466
8.44844	6.78011	8.15869	-71.06616	66.38604	48.39093	8.31796	7.21725	77.52340	7.54529	1.00000	5.83218	1061.03590	42.4251	7.23683	0.47666	7.64685	14.98092
8.57514	7.89093	7.17872	12.1369	48.83437	36.72339	8.97368	5.68888	67.77536	6.67478	1.00000	5.43549	1079.25115	51.04962	8.83685	0.17212	4.82382	17.86284
9.46579	7.29491	8.13024	-2.77259	63.19497	42.41341	9.15715	5.49992	39.77810	7.49213	1.00000	8.05979	1095.78045	37.49073	7.28126	0.28656	6.93799	9.37418
7.69628	6.59612	7.14695	8.62118	39.37717	35.68673	7.60451	4.83113	60.78106	8.52023	1.00000	7.01101	1169.76589	45.44694	8.28128	0.35894	6.21706	30.06001
6.88060	4.56886	7.85903	100.48528	46.55421	58.91040	11.09443	8.36728	53.27367	8.54711	1.00000	7.41553	1175.96422	14.37395	5.92351	1.05587	10.25510	14.90319
7.95678	9.46027	9.15652	-91.77127	42.02025	33.57090	9.93340	6.75027	29.71452	7.33735	1.00000	7.60463	1186.13106	37.95143	6.93008	0.35627	7.66590	20.65493
8.40335	9.75570	9.84072	68.75915	38.37264	42.94975	9.94594	5.95407	63.36704	5.11173	1.00000	7.25697	1162.68653	27.52948	9.31657	0.31445	4.96047	9.11119
7.39610	9.07076	7.37974	34.02537	56.68390	63.88842	8.19811	7.55572	56.30319	7.01123	0.00000	6.59674	1142.41720	38.37255	8.70702	0.70841	9.59003	7.29086
8.42300	10.47683	8.17748	-69.08333	47.93467	44.46446	7.35425	8.60558	47.30912	6.34816	1.00000	7.19606	1165.84240	-16.25	6.99375	1.31108	6.83603	19.33067
6.21164	10.16051	9.02010	10.58082	40.35902	45.72592	9.05624	6.62507	51.16849	5.93699	1.00000	7.84573	1100.24446	35.72917	10.77507	0.33851	4.19197	8.46900
5.97406	7.07609	10.34421	-90.10674	43.22587	77.66224	7.72828	3.34696	49.74441	8.03947	1.00000	7.98812	1053.45215	29.84576	7.32521	0.10660	8.89176	8.00809
7.54523	7.13463	9.18394	18.69303	63.81850	60.98409	9.62296	9.65174	81.93295	6.09929	1.00000	7.88170	1054.43393	12.18441	5.45899	2.89071	8.37257	19.27379
5.45471	7.11571	5.44480	116.82887	47.11971	61.21054	4.55206	9.55596	59.97436	7.05762	0.00000		1053.74712	-1.26753	6.09339	2.64521	9.95177	8.87817
7.04612	9.04130	7.65364	36.7138	46.16817	60.78049	8.98401	5.96142	73.35352	5.82530	0.00000	7.49237	1140.79417	35.95664	8.37292	0.27993	8.79371	9.95837
7.88314	6.99132	9.16159	-0.45877	51.01183	59.99496	8.28948	9.12049	45.38044	7.35857	0.00000	7.34926	1153.85819	46.32313	6.04570	1.80845	7.88287	7.60441
8.38643	10.70958	11.46111	-94.41551	47.66098	47.30469	6.25595	6.72577	79.14949	6.34362	0.00000	5.71874	1151.40530	39.09112	9.52351	0.37240	13.55740	21.77773
6.59506	9.63319	8.28556	51.49621	65.32312	58.08436	8.15548	7.42835	51.76882	6.10069	1.00000	8.64181	1099.08322	36.64852	9.70615	0.47503	5.90851	15.83492
7.89029	9.30609	8.78530	-111.90466	60.65988	67.74421	8.55531	5.27132	67.33695	7.53530	1.00000	7.39766	1160.97440	40.34912	10.67203	0.27150	4.68828	31.49900
6.87991	6.83858	8.96342	137.23333	51.83998	37.49639	6.44798	7.39434	61.22680	7.72881	1.00000	6.73622	1067.21120	35.8	6.24613	0.61369	7.84889	20.87732
6.66347	8.67045	9.55157	-94.41551	70.08647	46.47371	8.97524	5.91665	59.23224	7.28262	1.00000	6.60870	1122.46954	39.09112	7.78115	0.32874	6.64248	25.64517
6.51277	10.14936	4.94508	101.02083	49.67368	54.20767	7.32582	7.22486	47.85296	8.62609	0.00000	7.18635	1150.38293	4.02219	8.78530	0.47650	7.91747	1.60010
6.81018	6.38591	7.66980	9.22796	78.31372	58.58352	8.65391	7.74929	71.37431	6.37608	1.00000	6.78207	1060.45270	48.46458	7.34414	0.66263	6.92844	16.13866
7.75397	10.74524	7.15793	24.14662	67.22706	63.88400	7.86467	6.20121	47.26158	7.35127	0.00000	7.39332	1191.89979	65.84811	11.67596	0.30813	9.06632	19.57113
8.02270	8.24979	6.82656	120.5875	41.41132	34.36110	5.78725	8.58580	43.44577	7.32007	0.00000	7.60983	1123.11955	16.455	8.71591	1.28870	8.24602	4.83138
8.14360	5.82933	4.26641	78.23456	55.59517	63.33987	7.70623	5.84902	53.77621	6.79689	1.00000	9.29484	1056.79941	28.92694	7.83008	0.23104	3.86258	18.16878
6.55079	7.65419	10.40388	136.61667	46.52573	50.06183	7.57729	10.37018	57.39935	8.48042	1.00000	5.36502	1081.14345	36.53333	4.73733	5.71685	8.55949	23.04961
7.54430	8.41437	9.27961	29.00974	56.21643	46.75909	8.59959	5.93570	54.61429	8.37004	1.00000	8.05133	1137.05570	-24.19436	7.42710	0.36226	6.85673	6.57533
7.74322	10.39350	5.40818	39.85331	43.47661	58.72320	7.14024	10.14593	63.50591	6.91857	0.00000	9.34823	1069.82966	57.30185	5.15741	4.51638	8.93960	13.71364
7.08606	9.05584	4.68846	-82.35176	46.34484	58.24937	8.93098	6.18832	60.88115	9.39428	0.00000	6.11824	1150.87997	27.71809	8.57992	0.49489	6.88576	24.20247
8.07598	8.49230	7.60167	-48.29694	36.22723	25.67436	9.36002	6.35248	61.78959	6.56951	1.00000	5.51985	1144.68749	-20.87306	8.77314	0.34607	4.92688	18.01503
7.45070	9.21878	6.68449	-73.9614	44.12669	75.96248	6.10151	10.05351	47.17296	8.79626	0.00000	7.53827	1077.93167	10.15031	6.66987	4.33646	8.70669	16.84029
8.15783	6.80461	6.94922	24.04142	56.72936	67.06141	8.40389	4.93224	59.14451	8.63443	1.00000	7.98133	1162.70158	54.39635	8.09696	0.37225	5.07049	22.73651
8.42044	5.87445	7.34044	19.61222	43.50528	35.19002	10.95519	6.42356	54.05138		0.00000	6.40594	1154.06050	44.97639	6.00521	0.50561	8.97037	13.12860
6.91192	7.97343	4.55677	100.24529	38.52958	39.56372	6.08515	7.67322	43.32827	7.44084	0.00000	5.55922	1075.87997	5.4709	4.36299	0.78333	8.60282	17.86240
6.29438	8.37435	6.37634	33	60.27417	38.07323	8.15603	5.66862	52.56184	7.84247	0.00000	7.13742	1102.08103	-2.68333	7.43626	0.36224	9.97002	18.95816
6.52155	7.38715	9.62207	7.36027	42.83001	41.79504	9.30740	10.03811	50.40732	6.58140	1.00000	7.00615	1122.15666	51.20219	5.73244	4.29725	9.19857	17.21584
8.21798	5.28623	8.44281	-80.66756	46.83093	44.00749	9.29910	9.26424	50.47045	9.84397	1.00000	5.93006	1066.84367	26.68451	6.08245	1.98062	9.10435	22.65266
8.51859	9.16456	4.96020	24.71204	41.32595	37.29948	6.83380	9.06335	53.27423	5.02699	0.00000	8.33641	1090.83541	41.57439	6.92501	1.72201	8.12580	18.20764
7.87695	6.12457	6.70509	120.97844	49.85895	50.23750	9.67072	5.41984	75.00007	4.49616	1.00000	6.79005	1086.80639	14.8361	8.47968	0.46558	6.89883	15.98807
6.09517	5.10341	10.04759	65.93249	54.06117	64.41998	6.95362	10.12839	49.04544	6.49309	1.00000	7.07976	1054.74054	36.21544	4.84595	4.58918	10.43973	16.26799
5.95395	4.71965	2.13913	68.21204	40.49956	51.48509	12.49352	4.44471	57.45719	6.72582	0.00000	8.56560	1057.32349	27.55898	8.48397	0.34060	6.27585	-4.87492
6.65759	7.18038	8.45250	107.60627	35.22820	43.24866	8.20497	4.88230	49.09822	7.00229	1.00000	7.13094	1196.12264	51.82721	7.40190	0.22626	7.34324	11.56032
8.05891	10.21002	7.68829	-67.15407	53.82394	23.43084	6.96241	8.84963	56.68758	7.51029	0.00000	6.66101	1161.22986	18.42745	7.93657	1.42765	6.42718	4.33302
8.13003	9.90355	9.54868	-13.68778	44.75644	43.38443	8.81078	6.71454	43.18623	8.70596	1.00000	8.26038	1138.91441	9.535	9.43184	0.54361	4.75086	18.30752
8.57135	10.78463	8.87053	-89.64066	44.35328	35.29825	8.74742	7.68311	59.17571	5.56126	1.00000	8.66329	1098.31804	40.56754	11.29274	0.68692	4.18610	28.84914
5.48130	7.32022	5.58850	9.0027	30.07989	36.47142	5.79957	8.19896	68.91977	7.55515	0.00000	5.64721	1172.88147	11.86064	6.69799	0.82395	9.57001	3.02405
7.17673	7.58815	9.03586	-56.52361	41.24189	43.29541	9.31682	8.78406	40.05410	6.31263	1.00000	7.14719	1192.28612	-33.38056	6.50470	1.31672	8.36639	9.59305
7.83416	3.45785	7.97803	119.58627	39.03300	53.96840	8.43116	8.81665	41.83177	6.79617	1.00000	8.23870	1110.74239	23.5654	6.08632	1.38318	10.11445	11.82315
8.34061	6.34560	9.68116	-38.79084	61.36852	58.55480	9.41847	9.74991	52.56479	6.60226	1.00000	8.66171	1171.96433	-10.95817	5.47907	3.21983	9.76038	4.26559
7.33413	8.90432	9.13518	145.18333	63.33032	60.67501	10.08603	8.45004	36.47988	7.99601	1.00000	8.17704	1170.23907	-37.9	7.25411	1.07867	7.09850	21.72522
9.72845	8.31011	8.76319	-93.11308	58.83672	45.38337	8.23607	5.41898	50.85772	6.95646	1.00000	7.75885	1148.22188	16.75973	8.85817	0.23264	6.26261	3.50726
7.03842	6.73526	9.16767	25.8191	41.88253	47.73273	8.00604	3.42051	52.41416	5.88519	1.00000	5.80809	1111.69224	53.5942	7.61703	0.37652	6.42052	9.23003
6.26361	6.74829	8.26505	-99.73314	49.01785	55.27149	6.99182	4.36243	38.31378	8.75390	1.00000	6.11870	1176.96305	32.44874	8.05119	0.31632	6.70404	25.67266
8.29306	10.57518	6.20363	-89.71472	44.70063	47.76392	6.27691	8.89845	15.53957	5.84052	0.00000	8.17018	1197.49406	13.73417	9.35392	1.58212	5.82098	27.49135
7.39503	10.94511	8.27936	136.61667	49.20372	60.91723	10.18781	8.61124	41.06681	4.85699	1.00000	7.14847	1158.38026	36.53333	10.23200	1.17948	5.56791	29.09992
7.39476	9.76359	5.67396	-89.71472	46.68325	46.90180	6.57757	9.86326	58.94652	8.17032	0.00000	6.80432	1198.41902	13.73417	6.67691	3.52305	7.77231	6.94741
7.84548	4.82256	8.72849	4.74161	54.00963	34.94787	8.56847	9.39575	48.29746	6.64604	1.00000	6.06638	1136.51357	7.62789	6.31539	2.37959	9.34325	13.35494
10.05777	11.21022	11.19863	68.75915	48.65367	86.35901	12.57038	7.97047	54.62125	6.54240	1.00000	7.31985	1116.87472	27.52948	7.38552	0.80011	5.47855	16.16111
7.17175	5.19759	9.91501	-42.19667	43.59352	43.21239	7.70943	9.69164	71.68405	6.13334	1.00000	7.09147	1145.20689	-21.41222	5.80210	3.00365	10.92067	14.79940
8.57227	6.81929	8.88272	19.61222	39.23924	49.30258	10.70716	9.45105	70.62231	8.50610	1.00000	8.85941	1083.77622	44.97639	5.93154	2.43440	8.75725	33.47096
6.56669	7.37846	4.10191	-122.38731	43.85468	34.13206	10.00299	7.19183	56.79496	7.10337	0.00000	7.92554	1069.22424	45.53929	10.30201	0.32664	7.81288	25.96100
8.90657	4.73178	9.03603	5.23333	35.88882	78.79811	7.66594	8.01841	49.43348	6.66665	1.00000	7.17987	1151.52653	52.09	5.11781	0.68917	9.75900	13.06735
8.62111	6.11097	7.36732	144.09638	72.79030	56.55708	9.35991	5.84229	55.72269	6.69160	1.00000	9.19926	1163.29721	43.82634	7.51271	0.24573	8.26982	22.14954
7.31092	7.78616	8.31787	1.33467	42.89313	59.63991	8.75906	7.20646	43.92618	10.21988	0.00000	7.97628	1108.66092	43.61058	9.49005	0.53887	11.68775	15.93010
7.48697	7.34414	5.11642	115.8614	38.81677	41.61628	6.40407	7.34473	49.34968	8.08638	0.00000	7.83283	1158.86205	-31.95224	5.28426	0.61770	9.91679	12.49412
10.17015	12.23981	12.66912	86.59611	37.94049	63.83906	11.26840	7.52695	40.21846	6.25232	1.00000	7.60932	1121.57519	25.87498	9.30449	0.71699	6.47385	8.38816
6.42354	2.76439	7.71920	120.82747	51.74296	50.04829	7.69828	8.30190	57.29773	7.10646	1.00000	8.50357	1121.19368	37.30553	6.24088	1.08657	10.12602	13.73387
6.16144	8.76265	8.74699	-7.95	49.41236	39.14860	8.36307	5.52813	56.46481	7.60808	1.00000		1068.80478	53.43333	9.90212	0.30045	4.87840	21.44700
8.37287	3.60015	8.76681	53.26023	71.33078	42.56323	6.90654	8.74696	23.60284	9.15665	1.00000	5.90039	1108.55408	54.39304	5.68902	1.22999	10.74191	35.50527
	9.89066	9.98578	-98.15529	60.82594	65.17890	9.90479	7.42393	52.50480	7.41895	1.00000	8.92552	1128.21201	26.18924	7.40247	0.44669	6.64095	19.84426
8.78263	8.01380	8.66103	5.58472	40.24338	36.77844	9.21304	8.09105	65.35427	6.99258	1.00000	7.60074	1075.71197	52.14	6.81036	0.82140	7.50659	0.45574
8.04717	9.37135	8.71830	-99.73314	68.88748	58.20852	6.63327	9.69581	76.68464	7.59390	0.00000	7.61615	1132.98512	32.44874	8.03666	3.12635	9.62892	20.65789
7.05580	8.58421	6.21076	-74.38987	31.02456	50.05710	9.21682	6.01882	61.38768	5.83694	0.00000	7.40781	1084.00012	40.65538	7.19210	0.28395	7.57890	8.11068
8.19292	10.35921	4.98911	75.35927	58.52057	44.00502	7.88604	6.37646	64.21416	7.90110	0.00000	6.71099	1144.06361	12.04161	7.73578	0.27194	6.43247	18.24573
8.83081	5.22612	7.51681	38.15035	75.51742	45.11744	10.14891	6.78168	58.11354	6.54574	1.00000	8.12716	1175.77363	49.41029	7.35346	0.35626	9.52230	6.47486
6.01876	7.20092	8.39318	-122.24092	36.41567	39.49711	10.17072	8.54995	47.74262	7.69324	1.00000	8.18801	1093.45448	47.4943	6.92259	1.16854	7.62771	24.96496
6.82848	7.65691	8.11163	47.3799	42.12915	45.64275	9.83381	8.35550	49.82806	8.24689	1.00000	7.28736	1103.42832	33.14447	6.71044	0.98304	7.15894	14.61209
7.04351	6.36370	5.61822	35.59642	34.38448	53.49437	7.62184	6.45710	46.50034	8.77579	1.00000	6.65979	1150.91679	3.11988	6.74984	0.28815	7.20267	7.02841
7.50097	7.49288	8.46803	-48.67028	53.07051	42.19061	8.63347	6.63942	71.10150	8.30563	0.00000	6.40947	1075.81757	-28.24	8.96477	0.54718	12.30751	19.98715
