longitude	location	QoS	revision	latitude	station
-75.87877	America/Bogota	good	27 Sep 2016	5.6561	Andes
89.11943	Asia/Dhaka	good	2018-09-17	23.9028	Kushtia
10.58082	Africa/Tunis	average	2014-03-20	35.72917	Msaken
-122.40433	America/Los_Angeles	excellent	2014-08-12	37.71715	Visitacion Valley
120.33063	Asia/Shanghai	accep	04 Apr 2021	37.65181	Longgang
29.91582	Africa/Cairo	maintenance	2017/07/08	31.20176	Alexandria
16.43915	Europe/Zagreb	accep	2016-12-10	43.50891	Split
123.62494	Asia/Manila	accep	2020-02-25	12.37169	Masbate
-2.16	Africa/Casablanca	average	2013-08-07	34.31	Jerada
43.91385	Europe/Moscow	excellent	2018-04-26	54.03876	Kovylkino
72.85107	Asia/Kolkata	accep	2014/03/25	19.30157	Bhayandar
68.21204	Asia/Karachi	excellent	09/28/2021, 00:00:00	27.55898	Larkana
6.26667	Europe/Berlin	average	2013/09/03	51.21667	Schwalmtal
34.4587	Africa/Blantyre	excellent	2018/01/27	-13.7804	Salima
14.30935	Europe/Rome	accep	28 Nov 2016	40.92298	Afragola
82.85749	Asia/Kolkata	good	2019-12-25	17.54907	Elamanchili
25.8191	Europe/Minsk	good	01/24/2016, 00:00:00	53.5942	Novogrudok
121.12251	Asia/Manila	building	2014-11-05	14.62578	Antipolo
24.95034	Europe/Helsinki	accep	2015-07-04	60.18427	Kallio
-122.86705	America/Los_Angeles	good	04/15/2019, 00:00:00	45.49428	Aloha
109.05389	Asia/Jakarta	good	01/16/2015, 00:00:00	-7.51611	Wangon
4.63031	Europe/Paris	average	2020/01/31	43.67681	Arles
-122.86705	America/Los_Angeles	average	27 Oct 2020	45.49428	Aloha
69.01354	Asia/Dushanbe	average	01/01/2018, 00:00:00	38.55632	Vahdat
-81.38758	America/New_York	good	15 Apr 2017	30.17746	Palm Valley
-48.67028	America/Sao_Paulo	excellent	10/10/2019, 00:00:00	-28.24	Imbituba
81.54855	Asia/Kolkata	maintenance	01/31/2020, 00:00:00	26.2649	Jais
-122.86705	America/Los_Angeles	good	08 Sep 2022	45.49428	Aloha
-120.43572	America/Los_Angeles	good	2020/02/13	34.95303	Santa Maria
-71.06616	America/New_York	average	01/16/2021, 00:00:00	42.4251	Malden
29.41824	Europe/Kiev	accep	2018/05/25	45.99194	Artsyz
-122.24064	America/Los_Angeles	accep	01/31/2014, 00:00:00	47.80527	Bothell West
91.84128	Asia/Dhaka	maintenance	2021/08/23	22.83957	Manikchari
133.42825	Asia/Vladivostok	excellent	05/09/2013, 00:00:00	45.47885	Lesozavodsk
126.835	Asia/Seoul	building	07/31/2014, 00:00:00	37.65639	Goyang-si
18.30056	Europe/Warsaw	acceptable	01 Jul 2019	50.5107	Strzelce Opolskie
35.90057	Europe/Moscow	maintenance	2020/07/21	56.85836	Tver
-93.11308	America/Mexico_City	maintenance	2014/09/14	16.75973	Tuxtla
15.00835	Europe/Warsaw	accep	01 Feb 2020	51.14942	Zgorzelec
6.76111	Europe/Amsterdam	good	17 Feb 2022	53.16167	Hoogezand
-83.2321	America/New_York	excellent	2014-06-16	33.08014	Milledgeville
48.26258	Asia/Tehran	maintenance	2022/03/21	33.86419	Aleshtar
106.88324	Asia/Ulaanbaatar	good	2016-02-27	47.90771	Ulan Bator
75.35927	Asia/Kolkata	average	2020-01-29	12.04161	Talipparamba
65.27258	Asia/Yekaterinburg	maintenance	12/10/2015, 00:00:00	58.04254	Tavda
-85.76942	America/Indiana/Indianapolis	maintenance	2018-12-19	39.78504	Greenfield
16.50104	Europe/Rome	accep	18 Nov 2015	41.24264	Bisceglie
111.4834	Asia/Yakutsk	accep	2020-04-15	65.93381	Aykhal
141.95	Asia/Tokyo	accep	2018/07/12	39.46667	Yamada
41.77921	Asia/Tbilisi	maintenance	13 Dec 2020	41.82143	Kobuleti
2.45012	Europe/Paris	accep	12/31/2012, 00:00:00	48.90982	Bobigny
28.67582	Europe/Istanbul	average	07/21/2021, 00:00:00	40.98894	Yakuplu
-2.01111	Europe/London	average	2014-10-12	52.66277	Great Wyrley
-80.66756	America/New_York	accep	12/06/2012, 00:00:00	26.68451	Belle Glade
-77.70066	America/New_York	excellent	12/30/2016, 00:00:00	43.16547	Gates-North Gates
39.85331	Europe/Moscow	excellent	2017-02-11	57.30185	Gavrilov-Yam
38.15035	Europe/Zaporozhye	good	02/08/2015, 00:00:00	49.41029	Svatove
10.98461	Europe/Berlin	excellent	06/02/2018, 00:00:00	48.35693	Friedberg
4.86667	Europe/Paris	excellent	01 Jul 2021	45.51667	Vienne
-73.02841	America/Santiago	excellent	2013/10/13	-36.9256	Chiguayante
-3.52751	Europe/London	excellent	2015-01-21	50.7236	Exeter
3.20639	Europe/Brussels	average	2019-09-10	50.74497	Mouscron
20.91361	Europe/Skopje	maintenance	30 Apr 2016	41.92361	Bogovinje
10.5511	Europe/Berlin	building	2017-03-16	52.47774	Gifhorn
100.48528	Asia/Bangkok	accep	03/03/2018, 00:00:00	14.37395	Bang Ban
-86.58208	America/Managua	good	2022/07/09	13.48082	Somoto
-73.20483	America/New_York	average	2016-07-20	41.16704	Bridgeport
3.64633	Africa/Lagos	accep	2021-05-23	6.8485	Shagamu
36.7138	Asia/Damascus	good	05/17/2022, 00:00:00	35.95664	Binnish
4.91667	Europe/Paris	good	2016/08/05	45.73333	Bron
78.23456	Asia/Kolkata	accep	27 Feb 2014	28.92694	Bachhraon
79.87116	Asia/Colombo	good	06/26/2020, 00:00:00	6.84019	Dehiwala-Mount Lavinia
18.69303	Africa/Ndjamena	average	2021/06/05	12.18441	Mongo
65.93249	Asia/Kabul	good	10 Mar 2020	36.21544	Sar-e Pul
102.42587	Asia/Bangkok	excellent	03 Jan 2022	15.58552	Bua Yai
37.92792	Europe/Moscow	good	2018/08/22	53.93361	Kireyevsk
19.61222	Europe/Belgrade	building	12 Aug 2018	44.97639	Sremska Mitrovica
13.58357	Africa/Libreville	accep	12/09/2014, 00:00:00	-1.63333	Franceville
6.92917	Europe/Amsterdam	building	03/08/2017, 00:00:00	52.31333	Oldenzaal
-93.11308	America/Mexico_City	accep	10/21/2021, 00:00:00	16.75973	Tuxtla
-88.70464	America/Chicago	excellent	01/25/2022, 00:00:00	34.25807	Tupelo
36.36339	Africa/Nairobi	average	2014/09/17	0.03813	Nyahururu
77.40858	Asia/Kolkata	good	07/23/2017, 00:00:00	24.05979	Leteri
76.0586	Asia/Kolkata	accep	24 Sep 2013	16.06213	Hungund
55.4504	Indian/Reunion	excellent	04/25/2022, 00:00:00	-20.88231	Saint-Denis
-52.35558	America/Cuiaba	average	07/15/2014, 00:00:00	-14.66463	Nova Xavantina
85.83334	Asia/Kolkata	average	2013-11-02	20.88197	Bhuban
2.44892	Europe/Paris	good	2021-03-30	48.98693	Gonesse
75.16878	Asia/Kolkata	good	19 Sep 2013	30.81383	Moga
-73.95097	America/New_York	good	11/08/2015, 00:00:00	40.72371	Greenpoint
4.52529	Europe/Brussels	average	2015/02/07	50.71229	Rixensart
16.86194	Europe/Warsaw	good	2014/11/30	54.58048	Ustka
-74.96933	America/New_York	average	19 Feb 2019	39.71734	Sicklerville
-104.22884	America/Denver	average	05/20/2020, 00:00:00	32.42067	Carlsbad
107.60627	Asia/Irkutsk	accep	2013/03/16	51.82721	Ulan-Ude
-67.33122	America/Caracas	excellent	12/19/2017, 00:00:00	10.22677	La Victoria
-1.06667	Europe/London	good	2021/10/19	53.78333	Selby
2.44892	Europe/Paris	excellent	2020-09-10	48.98693	Gonesse
152.70493	Australia/Brisbane	building	2014/09/05	-25.54073	Maryborough
19.27498	Europe/Warsaw	excellent	11/28/2018, 00:00:00	50.20528	Jaworzno
139.07204	Asia/Tokyo	average	2018-06-10	36.24624	Fujioka
71.57118	Asia/Karachi	accep	2021/02/01	32.87533	Daud Khel
-5.682	Africa/Abidjan	average	04/19/2015, 00:00:00	5.84752	Lakota
122.8637	Asia/Manila	excellent	04 Oct 2016	9.3337	Santa Catalina
-122.2054	America/Los_Angeles	excellent	01 Apr 2022	47.76232	Bothell
-80.38297	America/Toronto	good	03 Feb 2017	42.8334	Norfolk County
31.3237	Europe/Minsk	accep	06/11/2020, 00:00:00	52.4089	Dobrush
124.84472	Asia/Manila	good	2018/05/20	10.13361	Maasin
27.18052	Europe/Istanbul	excellent	10 Aug 2015	39.12074	Bergama
27.25	Europe/Sofia	good	11/22/2018, 00:00:00	42.7	Aytos
-2.09814	Europe/London	maintenance	2018-12-01	57.14369	Aberdeen
8.62118	Europe/Rome	good	2012/12/31	45.44694	Novara
33.34864	Europe/Kiev	excellent	2022/01/31	46.75451	Nova Kakhovka
15.00835	Europe/Warsaw	average	2021/09/10	51.14942	Zgorzelec
-79.00453	America/Guayaquil	good	2013/03/04	-2.90055	Cuenca
-2.52398	Europe/London	good	02/16/2014, 00:00:00	53.19146	Winsford
116.82887	Asia/Makassar	accep	07/11/2022, 00:00:00	-1.26753	Balikpapan
-83.48216	America/Detroit	building	21 Feb 2018	42.30865	Canton
59.80222	Asia/Yekaterinburg	good	31 Dec 2021	58.63667	Lesnoy
-77.43532	America/Havana	average	05/05/2017, 00:00:00	20.14298	Media Luna
-97.90308	America/Chicago	maintenance	2021/11/13	31.12406	Copperas Cove
-6.90656	Africa/Casablanca	maintenance	08 Apr 2022	33.92866	Temara
-67.33122	America/Caracas	good	2020-09-30	10.22677	La Victoria
116.10146	Asia/Kuching	good	10/09/2017, 00:00:00	5.90702	Donggongon
117.63083	Asia/Shanghai	excellent	2014-11-06	35.50056	Pingyi
12.87117	Europe/Prague	accep	2013/06/21	50.23271	Karlovy Vary
89.11943	Asia/Dhaka	building	20 Jan 2022	23.9028	Kushtia
105.75635	Asia/Ho_Chi_Minh	excellent	08/10/2020, 00:00:00	10.29085	Sa Dec
107.60627	Asia/Irkutsk	accep	2014-12-07	51.82721	Ulan-Ude
4.92235	Africa/Lagos	accep	2013-10-30	7.65649	Efon-Alaaye
106.85417	Asia/Jakarta	average	07/04/2018, 00:00:00	-6.48167	Cibinong
72.54566	Asia/Karachi	average	2018/11/27	29.69221	Hasilpur
5.51978	Europe/Amsterdam	excellent	04/15/2015, 00:00:00	51.44889	Tongelre
-120.00865	America/Los_Angeles	good	2018/08/29	46.32374	Sunnyside
3.39467	Africa/Lagos	excellent	2012-12-21	6.45407	Lagos
-6.00137	Africa/Casablanca	excellent	14 Jul 2015	33.42585	Oulmes
-60.1831	America/Glace_Bay	building	20 Apr 2022	46.1351	Sydney
142.45778	Asia/Tokyo	maintenance	04 Jun 2019	44.35056	Nayoro
-104.83192	America/Denver	accep	08/21/2016, 00:00:00	39.72943	Aurora
-76.51552	America/New_York	average	11/18/2014, 00:00:00	39.32011	Rosedale
-98.15529	America/Chicago	accep	2016/02/03	26.18924	San Juan
-8.2194	Europe/Madrid	good	11/18/2015, 00:00:00	43.48961	Ferrol
-72.97261	America/New_York	maintenance	2019-12-23	43.61062	Rutland
-122.38731	America/Los_Angeles	maintenance	18 Sep 2014	45.53929	Troutdale
75.06583	Asia/Karachi	good	10/12/2016, 00:00:00	32.17629	Fazilpur
128.62667	Asia/Seoul	excellent	23 Feb 2015	34.8825	Sinhyeon
5.23333	Europe/Amsterdam	good	2022/06/28	52.09	Zeist
12.87117	Europe/Prague	average	27 Feb 2014	50.23271	Karlovy Vary
120.03308	Asia/Shanghai	accep	2014/03/23	28.88162	Guli
8.62118	Europe/Rome	accep	2020/12/21	45.44694	Novara
-93.11308	America/Mexico_City	average	2019-05-09	16.75973	Tuxtla
-0.76773	Europe/Madrid	maintenance	26 Mar 2018	38.38479	Novelda
123.33471	Asia/Manila	maintenance	05 Mar 2019	8.56697	Dipolog
7.60872	Europe/Rome	maintenance	03/04/2019, 00:00:00	43.78956	Ventimiglia
114.10479	Asia/Hong_Kong	average	18 Sep 2019	22.37066	Tsuen Wan
18.30056	Europe/Warsaw	building	29 Apr 2014	50.5107	Strzelce Opolskie
86.59611	Asia/Kolkata	good	2020/03/18	25.87498	Saharsa
9.0027	Africa/Lagos	good	25 Sep 2017	11.86064	Gaya
137.95378	Asia/Tokyo	excellent	27 May 2013	35.82756	Ina
26.97253	Europe/Kiev	maitennce	2019/06/01	49.65186	Krasyliv
38.66667	Africa/Dar_es_Salaam	maintenance	10 Oct 2021	-6.25	Mvomero
2.1699	Europe/Paris	accep	28 Dec 2014	48.98994	Herblay
139.07204	Asia/Tokyo	excellent	05/17/2014, 00:00:00	36.24624	Fujioka
14.34085	Europe/Rome	building	2020-11-29	40.87363	Volla
13.58357	Africa/Libreville	average	2013/06/26	-1.63333	Franceville
145.18333	Australia/Melbourne	excellent	2019-02-07	-37.9	Wheelers Hill
-71.05977	America/New_York	good	25 Feb 2013	42.35843	Boston
-41.45861	America/Fortaleza	good	10/04/2019, 00:00:00	-4.42472	Pedro II
-3.05814	Europe/London	building	2014/05/20	53.00974	Rhosllanerchrugog
37.73333	Africa/Dar_es_Salaam	average	2022/08/27	-4.06667	Same
-99.32556	America/Mexico_City	accep	01/26/2020, 00:00:00	19.32889	San Lorenzo Acopilco
-111.99633	America/Denver	good	11/28/2021, 00:00:00	40.65995	Kearns
31.3237	Europe/Minsk	good	12/27/2020, 00:00:00	52.4089	Dobrush
-76.99081	America/New_York	excellent	2020/12/25	38.96372	Chillum
47.1192	Europe/Moscow	maintenance	2013/06/14	42.819	Buynaksk
-63.90389	America/Porto_Velho	accep	2017/02/24	-8.76194	Porto Velho
-86.57415	America/Tegucigalpa	good	2016/09/29	15.48131	Olanchito
-87.70172	America/Chicago	average	2018/09/02	41.72059	Evergreen Park
5.51978	Europe/Amsterdam	average	2015-03-31	51.44889	Tongelre
38.02486	Europe/Moscow	good	06/26/2017, 00:00:00	55.64776	Malakhovka
15.00913	Europe/Rome	excellent	19 Dec 2015	37.51803	Misterbianco
-48.52333	America/Belem	building	08/16/2019, 00:00:00	-0.71667	Soure
-111.90466	America/Denver	good	06/24/2016, 00:00:00	40.34912	Saratoga Springs
-71.23106	America/Santiago	good	2013/08/08	-32.45242	La Ligua
10.30215	Europe/Berlin	excellent	10/23/2016, 00:00:00	53.94313	Bad Segeberg
7.00417	Europe/Amsterdam	accep	2015-01-13	52.26083	Losser
8.63333	Europe/Berlin	accep	07/15/2020, 00:00:00	52.2	Kirchlengern
8.86374	Europe/Rome	maintenance	2022/02/15	44.89784	Tortona
19.61222	Europe/Belgrade	excellent	08/08/2020, 00:00:00	44.97639	Sremska Mitrovica
7.973	Europe/Berlin	excellent	2018/07/29	51.168	Finnentrop
35.59642	Africa/Nairobi	excellent	12 Sep 2016	3.11988	Lodwar
-74.96933	America/New_York	accep	2017/05/02	39.71734	Sicklerville
78.23456	Asia/Kolkata	average	2012-10-23	28.92694	Bachhraon
6.10237	Europe/Zurich	excellent	2020/05/30	46.18396	Onex
-74.96933	America/New_York	maintenance	09/05/2017, 00:00:00	39.71734	Sicklerville
37.38115	Europe/Moscow	excellent	04/21/2022, 00:00:00	55.63711	Solntsevo
-1.29772	Europe/London	excellent	2014/10/12	50.76306	Cowes
112.19028	Asia/Shanghai	average	2021/10/16	30.35028	Jingzhou
-93.08883	America/Chicago	excellent	26 Sep 2021	45.16024	Lino Lakes
-88.42814	America/Chicago	maintenance	2016-03-08	42.16808	Huntley
53.26023	Europe/Moscow	good	2021-11-21	54.39304	Bavly
-122.86705	America/Los_Angeles	good	08/25/2017, 00:00:00	45.49428	Aloha
5.4384	Europe/Paris	accep	25 Nov 2012	43.2907	Marseille 11
-78.87836	America/New_York	average	20 Jun 2015	35.05266	Fayetteville
-77.02303	America/New_York	accep	11/26/2021, 00:00:00	38.70734	Fort Washington
92.48278	Asia/Krasnoyarsk	average	2016-02-05	58.23583	Lesosibirsk
112.23109	Asia/Jakarta	building	2014-12-04	-7.57897	Diwek
-60.47389	America/Argentina/Buenos_Aires	excellent	2013/06/03	-34.64167	Chacabuco
4.25633	Europe/Brussels	maintenance	2019-08-17	51.21187	Beveren
-7.95	Europe/Dublin	accep	11/05/2017, 00:00:00	53.43333	Athlone
2.2469	Europe/Paris	maintenance	12/12/2012, 00:00:00	48.90472	La Garenne-Colombes
-47.1725	America/Sao_Paulo	average	04/03/2015, 00:00:00	-22.57306	Artur Nogueira
119.58627	Asia/Taipei	excellent	2015/04/26	23.5654	Magong
73.38333	Asia/Karachi	average	2016/11/21	31.71667	Sangla Hill
-82.00919	America/Havana	good	2019-08-07	23.04419	Jaruco
98.50893	Asia/Yangon	good	2014-01-30	16.68911	Myawadi
73.06784	Asia/Kolkata	accep	04/09/2013, 00:00:00	25.13915	Sheoganj
100.48528	Asia/Bangkok	accep	03/02/2015, 00:00:00	14.37395	Bang Ban
39.85331	Europe/Moscow	average	10/04/2019, 00:00:00	57.30185	Gavrilov-Yam
116.82887	Asia/Makassar	average	24 Mar 2013	-1.26753	Balikpapan
-1.32471	Europe/London	excellent	06/12/2015, 00:00:00	51.40148	Newbury
16.91667	Africa/Windhoek	average	02/05/2021, 00:00:00	-21.98333	Okahandja
38.94324	Europe/Moscow	average	2022-05-08	44.98901	Yablonovskiy
36.73307	Europe/Moscow	maintenance	2016/09/12	55.38752	Naro-Fominsk
-51.87389	America/Sao_Paulo	maintenance	2019/10/20	-23.44361	Sarandi
-90.10674	America/Chicago	good	09/02/2013, 00:00:00	29.84576	Estelle
9.22796	Europe/Berlin	excellent	31 Jul 2019	48.46458	Pfullingen
77.54372	Asia/Kolkata	excellent	2018/01/27	10.12268	Periyakulam
1.33467	Europe/Paris	excellent	05 Dec 2019	43.61058	Colomiers
137.23333	Asia/Tokyo	accep	06/09/2019, 00:00:00	35.8	Gero
73.66633	Asia/Kolkata	maintenance	02/21/2020, 00:00:00	25.92493	Sojat
1.33467	Europe/Paris	maintenance	2022/05/24	43.61058	Colomiers
10.18527	Europe/Berlin	accep	2013/03/15	47.98372	Memmingen
-1.48119	Europe/London	excellent	2018/05/16	53.0233	Belper
-63.13414	America/Halifax	building	12/06/2013, 00:00:00	46.23899	Charlottetown
24.99798	Africa/Lubumbashi	average	05/07/2013, 00:00:00	-8.73508	Kamina
-75.60804	America/New_York	building	2014/05/28	39.96097	West Chester
91.61356	Asia/Kolkata	good	08 Jan 2017	26.44931	Rangia
-90.10674	America/Chicago	excellent	2020-04-21	29.84576	Estelle
-62.64102	America/Caracas	building	2018/06/21	8.35122	Ciudad Guayana
-74.15987	America/New_York	good	2014-08-13	40.82232	Nutley
-105.11221	America/Denver	excellent	02 May 2022	39.57582	Ken Caryl
-116.97725	America/Los_Angeles	building	2020/04/18	33.92946	Beaumont
29.00974	Africa/Johannesburg	accep	09/24/2013, 00:00:00	-24.19436	Mokopane
-6.00137	Africa/Casablanca	good	2020/09/16	33.42585	Oulmes
100.24529	Asia/Kuala_Lumpur	building	2020/12/07	5.4709	Batu Feringgi
76.56719	Asia/Kolkata	accep	2018-02-19	24.41288	Aklera
-7.95	Europe/Dublin	maintenance	2019-10-30	53.43333	Athlone
14.51472	Europe/Malta	good	20 Jun 2021	35.89972	Valletta
-77.03116	America/Bogota	accep	2018-10-28	3.8801	Buenaventura
24.14662	Europe/Helsinki	excellent	04/16/2015, 00:00:00	65.84811	Tornio
112.23109	Asia/Jakarta	excellent	01/21/2014, 00:00:00	-7.57897	Diwek
10.7	Africa/Douala	accep	2021/10/04	4.96667	Tonga
4.52514	Africa/Lagos	good	2014/11/13	12.74482	Argungu
-100.88023	America/Mexico_City	average	04/30/2015, 00:00:00	20.21322	Salvatierra
68.75915	Asia/Karachi	average	31 Jul 2015	27.52948	Khairpur Mir’s
11.18709	Europe/Berlin	good	2013/06/05	48.73218	Neuburg an der Donau
5.4584	Europe/Paris	maintenance	2014-10-07	43.32393	Les Olives
-71.06616	America/New_York	good	2020-01-10	42.4251	Malden
6.26764	Africa/Lagos	good	20 Feb 2019	4.92675	Yenagoa
44.53333	Indian/Antananarivo	building	2022-09-27	-22.9	Sakaraha
12.19458	Africa/Lagos	maintenance	2015-12-02	10.61285	Biu
136.61667	Asia/Tokyo	excellent	09/07/2016, 00:00:00	36.53333	Nonoichi
-0.76667	Europe/London	building	2022/07/28	53.38333	Gainsborough
-117.70755	America/Los_Angeles	average	2016/10/29	33.52253	Laguna Niguel
-121.75689	America/Los_Angeles	accep	2017/03/11	36.91023	Watsonville
171.25364	Pacific/Auckland	accep	21 Jun 2015	-44.39672	Timaru
-99.32556	America/Mexico_City	accep	01/13/2015, 00:00:00	19.32889	San Lorenzo Acopilco
-48.62789	America/Sao_Paulo	average	2017/08/16	-17.74431	Caldas Novas
33.9162	Europe/Kiev	excellent	2020/10/04	51.67822	Hlukhiv
51.49621	Asia/Tehran	good	21 Nov 2013	36.64852	Nowshahr
11.37703	Europe/Berlin	building	12/22/2014, 00:00:00	48.06919	Gauting
9.22796	Europe/Berlin	good	2020-06-11	48.46458	Pfullingen
107.60389	Asia/Jakarta	excellent	2017-05-10	-7.01833	Pameungpeuk
124.84472	Asia/Manila	building	19 May 2020	10.13361	Maasin
117.63083	Asia/Shanghai	excellent	2021-03-11	35.50056	Pingyi
