C2H3NO5	warning	PAHs	longitude	latitude	H2CO	CFCs	TEMP	PRES	NOx	NH3	O3	CH4	SO2	Pb	CO	PM2.5	PM10
0.03916	1.00000	4.87260	-60.94228	14.67751	76.07766	39.28987	10.29202	1062.34768	5.50121	7.82405	7.31459	8.64076	9.00920	64.19057	5.86334	7.75816	4.50630
0.04408	1.00000	8.50843	4.18333	7.6	57.00398	41.87121	28.76723	1087.24713	4.77173	8.01981	7.31635	9.04918	8.71760	45.50080	7.19687	7.05889	3.41129
0.39101	0.00000	6.08925	120.57224	15.72892	65.40517	40.78993	5.07309	1081.77474	5.13289	4.77546	13.28577	12.03114	7.25670	62.44389	7.43151	5.84335	9.41918
0.05651	1.00000	5.73803	10.18003	24.96334	46.18313	42.86760	3.36119	1098.33690	7.39936	6.26989	7.45990	8.45196	4.82413	64.87420	9.32651	5.41877	5.87786
0.06175	1.00000	6.23089	14.51472	35.89972	38.95260	57.26742	14.47524	1134.92794	3.39871	8.63302	12.22164	7.57512	9.18046	54.84443	5.27275	8.31600	6.72859
0.08936	1.00000	6.10765	7.2278	50.64336	63.31606	34.84675	3.99515	1160.68944	6.60765	5.68576	6.40181	7.91665	7.17835	58.44840	7.23977	8.79402	6.75473
0.09877	1.00000	9.82183	73.7553	15.5439	41.64423	46.39672	13.15439	1179.11433	5.39765	7.46892	8.05291	7.79971	8.49951	45.92951	5.96646	7.27412	7.52830
0.04146	1.00000	5.99721	-88.42814	42.16808	27.89789	29.45270	16.69623	1075.42938	5.85124	4.56761	3.71004	9.27606	10.33142	56.94834	8.31212	6.16843	4.91750
0.44690	0.00000	7.48236	136.61667	36.53333	37.34120	43.08932	8.53980	1197.16669	5.33929	6.96931	7.56283	6.10054	4.09694	56.02828	5.75043	6.93458	9.56259
0.05212	1.00000	6.73145	34.8732	32.05971	56.75114	48.65036	19.04745	1114.72882	6.71199	4.34285	4.31640	7.80172	7.05646	59.66466	5.89188	6.91357	3.41250
0.06157	1.00000	7.04047	102.42587	15.58552	33.18783	58.92413	26.29387	1077.88589	5.67759	5.87883	8.74924	3.53051	6.55273	35.42561	6.97742	5.96942	6.54147
0.04487	1.00000	7.38038	-73.02841	-36.9256	54.01618	48.77303	21.17130	1068.23839	8.74880	6.41976	6.22112	8.65226	4.38105	53.94174	7.72866	7.49030	6.03572
0.11727	0.00000	6.81936	-15.58602	27.76056	63.90830	41.20663	-3.13963	1055.62002	8.90677	7.15663	6.73341	8.51588	3.90952	37.60329	6.98215	7.72424	7.70973
0.06499	1.00000		-51.87389	-23.44361	65.28049	23.61565	27.44578	1148.35956	5.93508	5.38421	8.05467	8.34352	5.21624	64.27731	4.59373	7.33139	5.51742
0.07319	1.00000	7.73983	-71.08977	41.9001	32.84864	56.26268	10.21567	1186.59052	8.10858	5.26989	8.07820	10.69603	6.83735	37.16742	7.18484	8.01914	7.28064
0.28577	0.00000	7.90780	-77.43532	20.14298	41.85238	46.61867	18.30039	1179.07600	3.94750	6.52536	8.86525	8.01029	5.30703	54.43331	7.31018	7.11981	9.02911
0.20579	0.00000	6.83943	12.16179	48.52961	16.12048	51.35894	10.33409	1079.41630	9.36581	8.48557	6.33847	9.61269	5.90662	66.15320	8.93859	5.50004	8.43971
0.07494	1.00000	6.76230	-87.45476	41.47892	57.88374	48.79838	6.15712	1179.39515	5.80832	8.71395	8.59602	10.67568	6.79387	50.58116	8.22062	8.59379	5.49927
0.06542	1.00000	7.93159	3.16667	50.8	56.99048	56.11737	26.11374	1091.68333	7.30761	5.89965	8.44907	9.41120	6.51313	50.26217	8.44384	7.39370	6.69684
0.06852	1.00000	8.88581	13.10984	51.30001	23.64038	33.48768	22.93237	1122.26290	5.76444	5.68691	5.79443	7.55822	8.11558	53.46212	7.67462	7.54443	5.51233
0.08422	1.00000	7.36183	4.21372	51.12794	25.34104	45.29515	14.34485	1158.40982	5.24239	5.30811	6.35336	8.16615	6.74899	63.54856	7.79542	6.62960	7.39638
0.05710	1.00000	7.59993	78.27539	12.95629	55.45322	56.97619	20.95942	1183.01765	3.13956	7.02941	10.99572	7.96916	8.89694	38.99951	7.46154	7.95972	5.63804
0.03978	1.00000	7.32827	-73.25383	-3.74912	47.30768	58.97765	18.18957	1082.56384	5.37792	8.09560	8.82404	6.80794	5.79404	43.19931	7.12788	7.66157	5.24760
0.16556	0.00000	7.83212	-96.67834	34.77453	27.60686	53.07374	13.93986	1100.57550	7.80988	3.98384	8.99503	7.30820	7.72878	61.57017	3.59461	8.00044	8.38149
0.12258	1.00000	8.60982	111.50861	32.54278	51.35652	39.31467	21.88765	1066.00197	6.15450	5.62989	5.22772	8.31766	11.31520	61.89199	8.08737	8.04284	7.44136
0.07549	1.00000	5.22247	-82.35176	27.71809	61.23986	39.95013	15.35874	1197.60006	5.35196	5.98861	5.04529	9.32894	12.10418	32.28448	7.38150	5.67206	6.68333
0.05519	1.00000	7.88226	-74.38987	40.65538	64.05291	62.54548	12.45934	1137.21467	5.47964	3.51320	4.31353	7.49043	6.80423	52.66352	8.12057	7.25871	5.82986
0.04764	1.00000	5.81138	38.2739	46.7055	26.58214	43.13657	-0.50512	1104.03437	7.19708	5.21780	7.67524	8.15962	4.86595	82.95216	5.38462	7.04867	5.71082
3.10616	0.00000	5.91418	40.17171	58.1908	36.19565	61.38175	-1.24248	1133.58458	10.12552	9.39622	7.71990	8.52991	6.10754	48.63093	6.09519	7.50718	11.60541
0.03096	1.00000	7.36005	-100.88023	20.21322	41.45267	44.01332	12.11369	1118.19145	4.02386	9.48062	8.62173	11.34689	8.89723	73.25277	5.53610	8.41692	5.14770
0.07735	0.00000	6.31552	-60.1831	46.1351	42.73078	54.55748	4.23025	1175.69382	7.05599	4.62437	7.20870	4.40683	5.11450	48.92950	7.16830	7.05200	7.28736
0.07402	0.00000	6.23286	51.49621	36.64852	33.12062	58.77246	20.47067	1144.01277	4.11136	7.64385	11.39314	2.90453	5.15368	45.55428	7.54894	6.41534	6.12433
0.08585	0.00000	8.47504	79.82979	11.93381	46.56735	35.35267	0.20489	1050.59157	4.05765	7.67268	10.19110	3.31370	2.95030	58.18800	7.75255	7.13129	6.79147
0.06921	1.00000	5.69518	-74.07764	40.72816	59.38947	47.43602	2.12950	1090.51568	5.96672	6.75057	10.36716	10.23681	8.69803	46.50367	6.42948	9.27230	7.58016
0.25885	1.00000	6.99673	38.28402	34.5624	30.00656	45.79445	22.37783	1149.63793	5.07113	4.59032	4.99890	8.95322	10.17053	59.71274	8.45884	8.54618	8.88275
0.05424	1.00000	5.17618	121.06761	12.35275	63.23274	73.19411	0.28177	1101.87453	5.80810	7.02194	8.69547	8.19881	6.64108	41.99388	8.97725	5.73918	6.17163
1.38968	0.00000	8.94049	-60.93173	-31.4488	45.37447	28.26566	7.76511	1116.49421	8.62099	9.11519	4.99385	7.96563	6.87465	44.37875	6.88715	8.85964	10.78387
0.10429	1.00000	6.63252	41.77921	41.82143	31.02362		12.20747	1159.92006	5.91539	3.10283	10.49363	11.17118	8.35187	44.68226	7.89075	8.39413	7.36789
0.02974	1.00000	6.58504	8.63333	52.2	61.25672	39.88418	26.87536	1187.30535	6.75344	4.29148	7.83810	7.61465	5.01071	35.70420	6.27829	8.12518	5.02303
0.08768	1.00000	5.94443	100.48528	14.37395	52.50659	36.44136	1.99415	1175.34923	5.93706	3.65283	5.35460	6.09558	5.85262	91.13000	5.57367	7.25438	7.51425
0.07804	0.00000	6.98394	23.225	43.4125	50.11372	32.83295	-7.42944	1091.32572	5.66494	5.69276	11.16655	3.16866	6.45215	77.39205	7.79893	6.62583	5.32459
0.60765	0.00000	5.75796	128.63083	36.82167	29.70164	65.05650	20.08698	1067.77769	7.15176	8.01708	4.87826	10.78707	4.02084	48.41932	7.71747	8.84175	9.92597
0.08835	1.00000	7.11115	8.70745	49.03685	37.70568	39.01966	14.57745	1096.50497	8.46417	4.47425	6.63218	10.89069	6.30223	37.94517	7.22142	6.78973	6.76377
0.29514	0.00000	6.22801	125.51176	42.64031	32.22541	21.77290	9.45978	1088.57342	5.41641	9.92543	4.35780	8.62426	8.84632	55.58936	6.08537	6.64099	9.05393
0.07174	1.00000	7.64569	97.01124	17.30858	50.23959	60.35560	26.64095	1111.78290	8.68586	8.40896	6.36735	9.87772	5.28584	67.44533	6.50829	9.45499	7.18310
0.05938	1.00000	5.22641	-80.31727	25.67927	59.79759	48.85854	12.90114	1146.60597	5.56758	6.20966	9.87889	6.97951	6.86542	54.03024	6.51838	7.07926	5.14236
0.29359	0.00000	7.13629	28.67582	40.98894	40.95332	41.50712	14.45261	1128.89259	6.26626	9.70614		7.54157	7.23955	68.92961	6.41765	6.34045	9.05257
0.13000	1.00000	6.77894	-102.04897	19.64745	34.38364	57.92399	16.72649	1151.05065	4.51294	5.11523	5.87488	8.62243	7.92158	65.60899	8.23214	8.23320	8.02843
0.07541	1.00000	6.17891	110.71639	-7.54972	44.22493	47.04175	-4.95135	1068.45753	4.80503	9.32313	9.16419	9.91587	8.28017	56.61682	9.19605	7.28704	5.81544
3.54862	0.00000	6.43523	36.7138	35.95664	35.53414	53.00404	18.02994	1128.15835	7.58528	4.83520	7.97833	10.72964	6.93465	56.91860	9.35283	8.36265	11.73417
0.05831	1.00000	7.53541	12.1369	51.04962	31.99129	60.61456	21.98237	1164.31152	7.18556	5.06780	8.04035	7.69991	5.81681	50.85835	6.94702	7.50737	5.33648
0.20805	0.00000	8.60102	123.33471	8.56697	42.03979	53.21517	18.92711	1061.06439	7.23531	9.44117	5.31155	7.42050	7.46521	70.89438	7.87126	6.51058	8.61378
0.46364	0.00000	5.25215	-73.86586	45.43341	33.68453	51.98672	23.84204	1097.07813	9.16123	8.17510	6.52271	9.14782	5.34840	40.89370	6.62548	5.96958	9.61553
0.78409	0.00000	6.63308	-120.00865	46.32374	45.65878	46.78941	3.42044	1171.54866	8.08940	8.68084	5.60075	10.26287	4.82278	40.30081	8.15491	8.28520	10.13504
0.04605	1.00000	7.60069	-81.26367	28.90054	49.54472	27.34506	1.47788	1105.16851	5.68199	5.29329	4.96580	9.21581	9.09710	57.87220	6.34832	6.25126	6.51469
0.07217	1.00000	7.86058	-2.77259	37.49073	29.61397	55.06181	3.22848	1086.67920	7.48547	5.67448	4.79607	9.10304	9.00139	49.32448	7.23089	7.92296	3.63686
0.05720	1.00000	7.24603	101.96857	4.88441	52.44058	19.93000	11.57688	1119.23352	7.35384	6.01450	6.61937	8.67079	4.81090	45.38708	7.14721	7.62906	5.30899
0.11045	0.00000	8.90852	2.31889	35.21222	48.86893	35.13774	18.80296	1197.82524	9.20738	7.50895	6.24237	9.43038	5.18081	60.14317	5.41966	7.63246	7.60342
0.09112	1.00000	8.09767	-73.47429	40.68066	66.52696	45.03417	6.54153	1153.54838	7.04242	5.29844	7.42537	11.86137		70.77962	7.95081	6.79828	7.23781
0.03783	1.00000	7.65504	-84.62081	42.7392	41.65626	39.48391	11.66187	1165.57882	6.97889	4.80759	5.02291	7.57710	7.62199	60.51252	9.09583	6.42471	5.78631
0.20254	0.00000	8.12305	-4.0573	55.82737	50.57951	47.40065	11.75898	1055.56973	9.87918	8.59818	6.77933	8.22598	5.84103	32.28580	6.54327	6.57704	8.71349
0.03487	1.00000	6.82516	36.7138	35.95664	48.31523	39.25646	17.30572	1155.07915	7.83389	5.43938	6.05210	7.18263	7.78587	70.43215	7.69786	9.33028	5.22730
0.11987	0.00000	6.52172	-71.06616	42.4251	36.76788	33.92430	25.73722	1121.21842	12.13433	7.87787	7.42602	8.69364	5.77742	16.59213	5.48929	6.67218	6.94289
0.15743	0.00000	6.35759	26.97253	49.65186	38.70443	46.80525	12.56523	1135.94795	9.49544	9.21275	6.03006	7.30546	7.17226	59.90211	9.16259	6.46516	8.27568
0.06387	1.00000	6.40147	31.33078	47.56494	47.63796	48.49548	12.99813	1072.40724	6.94756	5.21306	4.63426	9.19014	10.50563	71.87583	6.19758	7.30248	6.83327
0.06938	1.00000	7.19603	2.29026	48.77644	44.17379	36.26088	36.68239	1093.21011	6.45045	4.19455	5.76585	6.57235	7.11378	42.08043	8.54136	5.93769	6.82481
0.04183	1.00000	9.10055	88.18466	22.19303	38.08978	85.33059	26.74811	1147.69660	6.26149	6.12621	5.84143	7.79074	8.02166	54.74515	7.00390	7.58173	3.98356
0.08291	1.00000	5.93523	28.88222	40.37528	46.47345	64.57990	3.62615	1092.82056	3.83524	4.94657	4.99095	9.77464	8.64473	62.51800	9.13189	6.42940	7.40529
0.25656	0.00000	7.50324	-118.10583	34.09611	31.30749	61.14948	12.46462	1162.19341	6.44380	9.23924	3.76624	7.10609	6.96065	32.56834	7.52174	7.85091	8.89288
0.06393	1.00000	9.28477	35.96944	56.03361	26.48699	49.63449	1.06283	1146.72340	4.44529	7.35234	7.08566	8.10393	8.08724	44.95752	7.67811	7.61910	6.27324
0.33874	0.00000	7.73880	-95.63079	31.76212	69.55780	32.89801	11.32156	1056.20034	7.48887	6.04210	8.19955	5.51358	6.48080	35.67069	6.67880	7.94409	9.22364
0.05240	1.00000	7.88995	-94.41551	39.09112	38.99841	56.25442	26.23378	1131.23593	4.18468	6.34552	5.67253	8.90512	9.29300	35.42367	6.43461	6.67541	4.88537
0.08800	1.00000	8.66963	83.36889	26.76628	58.06445	51.82413	10.73562	1091.23113	4.10418	7.82194	7.29736	11.42230	10.00127	63.14979	5.25516	5.99284	7.30049
0.08277	1.00000	7.09804	31.33078	47.56494	20.86146	34.61124	2.10429	1057.06809	4.87178	6.03816	9.59960	7.18283	5.90658	38.09879	7.03676	6.84206	5.70135
0.05401	1.00000	6.63591	-75.64963	40.24537	52.69680	41.05258	15.11901	1052.62204	6.31470	3.25517	3.27201	6.22941	9.98697	40.44704	8.48166	5.84926	4.96717
0.06127	1.00000	7.09867	109.3243	-7.0981	22.11562	58.97355	4.62384	1095.95785	6.87285	8.63849	7.42380	8.14377	5.04251	45.57471	8.54671	6.19253	6.09798
0.07161	1.00000	7.26214	-104.22884	32.42067	31.65587	45.75961	27.73896	1058.45482	8.13652	4.95553	5.74093	10.17768	3.81095	77.84229	6.86479	7.08127	6.08693
0.06191	0.00000	6.95535	9.20427	48.49144	41.67118	35.70993	5.89320	1101.57103	2.67784	8.10376	11.58941	7.02031	6.95150	45.67709	7.59494	7.85101	
0.04847	1.00000	5.70521	112.19028	30.35028	46.93701	40.39884	44.55858	1111.66957	7.70939	4.95857	5.88686	6.15056	7.67512	59.56294	6.99341	7.88073	5.99040
0.03887	1.00000	7.71365	24.75	55.25	3.52386	52.08092	17.28699	1083.81725	7.23572	3.39155	8.28201	9.28022	5.26051	39.68868	6.96889	6.38064	6.76935
0.07101	1.00000	7.28829	6.74549	49.5099	44.49385	38.06792	17.20692	1190.75065	5.45957	6.60952	8.21160	4.52136	4.15460	47.34332		7.38187	3.60745
0.05568	1.00000	5.47128	100.24529	5.4709	50.04258	74.90862	2.58120	1148.84720	6.07676	5.84863	5.56717	6.75427	7.68294	76.09476	8.95669		4.88046
0.07935	1.00000	6.79306	9.22796	48.46458	47.49458	23.62339	15.42356	1124.24406	4.04334	8.25729	7.56633	10.12481	9.56180	41.94825	7.18239	7.51406	6.64327
1.70318	0.00000	5.85540	113.13148	23.02677	49.51868	43.15717	4.59952	1187.91467	7.15243	9.63685	3.70239	5.57059	6.61143	69.09956	8.36307	6.43134	10.98466
0.07884	1.00000	6.49345	-87.71255	41.84364	40.67405	59.24984	9.77392	1067.09550	7.30151	5.95318	6.03242	8.30902	10.49002	50.01788	7.86323	5.24270	6.71068
0.31324	0.00000	8.64600	-118.10583	34.09611	50.30467	71.86280	13.59868	1088.66001	6.24336	6.66762	7.25577	5.04386	5.50909	33.15115	7.14044	7.13749	9.22015
0.04454	1.00000	7.59530	47.1192	42.819	38.77749	49.11562	9.94450	1102.75728	6.87078	4.36457	7.65276		4.50260	61.00098	6.97134	7.63605	5.91164
0.58063	0.00000	7.22500	31.4976	26.67319	29.47691	46.88037	23.13489	1188.69206	6.88087	8.35222	4.18901	8.90616	4.70428	63.15532	7.37805	7.22554	9.88117
0.04916	1.00000	6.51620	38.15035	49.41029	45.43599	32.41749	22.61558	1127.52259	9.06409	3.74502	3.94842	6.90209	10.66068	59.90113	6.61791	6.67353	6.10890
0.09570	1.00000	7.68153	9.40531	45.53069	50.09108	71.98989	25.11316	1092.56255	6.20151	2.72096	8.45640	7.60077	4.82472	38.42685	8.93321	6.55900	5.18047
0.08379	0.00000	6.40175	9.15013	13.70727	32.03067	34.41920	19.31507	1166.73962	10.35627	8.20865	7.95800	10.21294	7.32116	56.64470	7.16798	7.20082	7.60436
0.03574	1.00000	7.19903	40.17171	58.1908	19.07428	30.01712	1.02250	1089.10720	3.71097	6.78622	6.11450	10.20818	10.66288	51.35910	6.38585	6.24384	6.83383
0.05836	0.00000	6.98436	-73.86586	45.43341	45.53526	15.81560	7.25399	1156.35544	4.92840	4.84758	11.55973	6.05713	6.72568	46.76130	7.38270	8.10834	5.61895
0.09597	0.00000	6.02622	-73.47429	40.68066	40.86858	45.99525	4.94798	1136.84901	3.79628	4.05564	10.98233	11.40202	8.84995	47.67232	8.35291	7.64907	7.18811
0.24543	0.00000	8.21196	-87.71255	41.84364	54.83526	17.91640	37.58671	1081.40682	6.27836	7.96679	4.89393	10.01112	4.61185	44.67506	5.53104	6.14373	8.82651
0.40171	0.00000	5.86637	9.32241	44.31771	53.31044	32.17874	20.80972	1069.96027	4.78715	5.48443	8.05722	8.65112	4.69584	47.90333	6.30793	7.08118	9.47457
0.08793	1.00000	7.53890	-0.76773	38.38479	47.32594	60.14537	4.15828	1099.27064	5.77798	8.43696	8.87910	7.24520	4.75263	42.25066	6.39588	6.81555	6.18498
0.05366	1.00000	6.99222	-118.10583	34.09611	50.55876	53.51231	27.14879	1062.76764	5.32578	7.27217	8.90676	7.03484	4.88534	64.33454	6.06953	8.23771	5.63110
0.06486	1.00000	7.98830	39.28333	-10.33333	64.96902	32.03975	5.48703	1153.81584	5.09258	5.88993	5.14600	8.79370	9.87617	60.40211	6.72817	6.27910	5.92188
0.05442	1.00000	8.54018	47.3799	33.14447	51.50837	35.50188	30.16166	1080.40861	3.64344	1.88099	11.28821	9.79429	8.74498	38.43423	8.06055	7.10666	6.25595
0.18440	0.00000	8.89649	43.83992	55.39485	56.02869	33.78711	1.94270	1089.72564	9.51580	9.23860	7.73317	7.90706	6.72015	66.96855	7.27532	6.56280	8.40606
0.02697	1.00000	6.40810	-103.5687	20.22816	38.04313	44.94203	26.13398	1129.74150	6.10714	7.56736	7.19631	8.23488	8.01879	50.27507	8.44344	8.74573	5.39655
0.06774	0.00000	7.57382	37.38115	55.63711	46.65781	55.68581	5.99898	1150.34158	4.69941	5.37965	4.38708	9.28680	10.42203	43.03250	7.51735	7.12601	5.09414
0.63325	0.00000	5.00521	103.61667	-1.6	33.86230	38.28500	9.29288	1119.61934	8.30711	10.76901	5.70541	5.49127	8.39264	60.69299	7.93159	6.13894	9.96800
0.04252	0.00000	6.63508	-0.29825	51.39148	55.73057	33.70754	13.08842	1149.34041	9.86740	7.76878	7.49133	10.65234	6.03848	32.76805	6.95792	6.07934	5.14356
0.14107	0.00000	6.89246	38.15035	49.41029	60.11700	32.27744	24.86289	1141.97852	4.76017	6.00809	9.46552	6.19752	7.51431	67.73662	8.04836	6.23584	7.94899
0.05962	0.00000	5.44341	-0.91979	51.42708	28.10453	56.66568	6.16780	1110.23920	11.32260	10.45882	8.33043	7.83326	9.87351	55.57920	9.53286	6.55045	6.88043
0.57378	0.00000	8.31780	-52.2	-28.44917	29.40009	38.56533	20.69540	1133.51442	9.23319	8.45387	7.54812	10.04917	5.59852	52.42528	6.74354	7.36048	9.81208
1.80109	0.00000	6.98870	125.21972	-8.99167	39.92988	61.28512	36.01197	1167.70005	4.02514	7.11205	8.19988	8.83080	2.83720	24.78953	6.99805	6.33489	11.03867
0.07587	0.00000	7.80940	-104.22884	32.42067	57.79655	47.00114	22.29008	1176.18573	6.58349	6.89669	7.26166	1.15654	5.12541	35.57948	7.56395	8.37946	7.12419
0.31809	0.00000	7.20994	7.60872	43.78956	53.98054	46.77714	9.94375	1134.63283	4.60824	7.78685	7.77994	4.86919	3.55092	60.57167	7.39835	6.69513	9.23929
0.21646	0.00000	7.48426	36.7138	35.95664	61.27382	32.21287	10.02508	1132.28827	7.78985	9.54345	3.20350	8.11175	6.08732	55.02884	6.65635	8.27276	8.70881
0.04376	0.00000	6.16630	11.18709	48.73218	33.32431	40.74477	36.95962	1063.59840	9.18345		5.61027	9.58323	6.52979	55.38473	7.73376	7.12154	3.70264
0.04575	0.00000	6.76965	37.3825	37.05944	58.21744	35.50525	7.65056	1114.11831	4.63183	4.34337	10.19230	9.10907	7.62355	47.77831	9.10956	7.02637	5.78597
0.07391	0.00000	6.11052	2.29026	48.77644	58.71861	44.24096	16.73502	1162.14177	7.32047	3.89512	9.36788	5.66970	6.82181	56.38483	5.79367	6.69705	6.86903
0.07595	1.00000	7.99590	-74.26419	4.73245	58.64303	51.17919	20.11139	1172.95890	7.49831	6.64301	8.33431	8.11953	5.69157	54.66738	8.68496	7.37834	6.68261
0.09886	1.00000	5.29530	-48.62789	-17.74431	59.90776	44.17029	15.55870	1071.20979	6.77979	3.98444	10.55839	9.20387	6.74140	74.90905	7.68490	7.64308	7.76557
0.07857	1.00000	8.10610	2.08333	48.86667	58.63701	50.71438	14.77486	1070.96719	4.35267	8.89328	6.78165	10.01591	10.02491	62.42756	8.38365	7.32221	3.18511
0.05991	0.00000	9.09233	-95.63079	31.76212	47.51071	45.56000	16.23142	1131.08895	5.88157	5.87581	12.03233	4.10670	7.24709	59.48305	6.64253	8.59934	5.93305
0.13123	0.00000	7.58691	2.1699	48.98994	60.57347	44.57297	24.79627	1076.61649	9.30121	7.34449	6.18584	10.77709	4.23234	57.47273	7.05244	6.82937	8.23053
0.09121	1.00000	7.16597	-48.59278	-23.7975	45.37154	48.39022	13.41513	1109.02528	4.95008	4.44138	10.04315	10.52574	8.73328	56.96915	7.01127	7.15975	6.38039
0.07380	1.00000	7.30794	-105.11221	39.57582	51.39436	53.82981	9.45357	1117.16347	6.45945	4.86304	4.01680	9.47591	12.32063	47.22194	7.49139	7.02993	7.05269
0.08517	0.00000	6.43680	9.15013	13.70727	34.66068	58.56533	33.74122	1117.71522	3.95294	7.54270	8.76615	4.26564	4.94395	51.19313	8.03076	7.06680	7.63342
0.08202	1.00000	6.49115	-115.98391	36.20829	34.44131	42.54022	32.48048	1067.44623	7.32957	4.95385	7.52581	10.12147	6.69325	45.54099	7.09797	7.10555	6.28790
0.04237	1.00000	8.89672	117.55417	34.86472	41.01187	27.36861	26.12650	1152.78815	7.05743	5.46293	6.43218	10.72483	4.35939	43.99889	9.39920	7.00575	6.44431
0.07086	0.00000	6.52682	9.47629	53.59337	63.32500	63.54476	20.96121	1064.91980	7.86808	9.14341	4.57319	7.76819	7.52121	51.22078	5.98110	5.88195	6.39937
0.06393	1.00000	4.92470	13.31783	52.61131	18.37922	45.93057	-4.51078	1091.19210	7.86985	3.53371	6.13690	11.58597	5.73384	48.20017	5.68587	5.78861	6.49618
0.06612	1.00000	7.75816	12.87117	50.23271	30.45408	60.01384	12.07565	1069.54360	8.84129	7.85817	6.31382	9.59153	6.00744	40.29834	5.23615	7.27737	6.49485
0.08998	1.00000	6.63752	-123.02621	44.99012	43.82281	57.83467	-2.76044	1181.94523	7.04210	6.33025	9.01914	9.16968	6.67926	25.71514	7.29323	7.75042	7.19771
0.07183	0.00000	8.28416	3.50309	34.15429	36.77819	37.94055	12.68451	1113.06019	9.99176	7.88433	6.77750	8.96031	7.04081	71.12892	6.16786		6.78000
0.05713	1.00000	7.00635	-2.98333	53.83333	55.83063	56.23923	-8.26525	1131.39127	5.52797	6.14701	9.61306	8.51927	6.50735	30.60693	6.87314	6.93290	6.27756
0.05803	0.00000	7.85989	-76.43941	39.33427	59.84109	36.16640	0.56979	1158.28647	6.62184	4.59191	5.34636	6.62493	7.50866	32.37014	9.06332	8.06267	5.42004
0.18237	0.00000	8.10368	27.46153	-21.44236	33.82320	25.15532	28.52212	1158.26367	6.50988	9.40751	5.48349	8.21746	7.43152	35.48295	7.79934	7.13261	8.57430
0.45884	0.00000	8.02072	-95.63079	31.76212	21.48181	26.15421	26.33902	1076.59422	5.85460	8.50781	3.63919	8.23699	5.48867	58.84503	7.89114	7.34603	9.57524
2.53181	0.00000	8.11049	19.91667	-11.78333	57.90143	55.20056	17.56492	1056.91351	4.25216	8.14549	8.85055	8.16856	5.69040	45.65139	6.20520	5.47570	11.39143
0.38080	0.00000	6.78541	-52.51028	-28.81833	43.66631	38.14476	11.65541	1077.25296	6.19834	6.28501	7.82388	6.06097	6.35798	61.60396	5.14500	7.53055	9.36084
0.05364	1.00000	8.67790	-70.20749	8.62261	52.81057	31.34660	29.04760	1163.26979	7.39395	5.27463	5.14270	6.58019	8.86468	92.66928	6.88534	7.34992	4.06645
0.05126	1.00000	8.68773	12.1369	51.04962	64.28644	48.03385	20.31335	1059.88169	6.42042	4.31466	7.87591	8.48731	4.27370	56.96370	6.90758	7.87746	5.49605
0.18725	1.00000	6.42670	71.57118	32.87533	39.31420	38.78534	17.21609	1186.16376	6.94043	5.84260	6.59038	9.11174	9.91748	38.54304	7.10474	7.46272	8.53412
0.05794	1.00000	7.18696	-97.03285	47.92526	43.88764	60.04220	6.03766	1091.61054	6.33034	7.00022	5.98794	8.88825	8.97697		7.34721	5.40181	4.91057
0.05641	1.00000	5.60273	-47.1725	-22.57306	33.09146	46.66714	-13.59559	1138.17123	6.46847	4.38392	10.42858	9.16098	7.93753	49.12775	5.63450	6.48647	7.05530
0.06191	1.00000	8.43937	-1.60452	42.06166	57.15572	26.47239	11.57028	1178.28921	4.60510	7.79165	9.40179	7.27003	6.03185	45.46015	6.88257	6.48047	5.36044
0.05337	1.00000	7.14050	103.61667	-1.6	50.01150	48.17225	23.08172	1063.75031	5.51892	4.60761	4.50147	7.54261	8.91611	35.89950	6.00347	6.35110	5.43039
0.06123	0.00000	7.34198	-79.62098	9.15093	47.77219	52.53822	11.80571	1150.85309	9.80043	9.01448	7.27886	6.91987	9.01008	55.04078	6.58924	8.19379	6.05041
0.07667	1.00000	7.34814	34.37389	40.1675	30.52178	32.90175	22.17753	1120.12866	4.35572	5.14403	5.00540	8.02369	8.94592	56.84116	6.98838	8.88959	6.61744
0.15545	1.00000	6.32929	6.76111	53.16167	45.26905	54.22846	3.14989	1092.95536	5.73156	6.90014	10.43382	11.09345	8.61525	64.70534	6.51915	8.03160	8.20277
0.14787	0.00000	6.61832	109.05389	-7.51611	38.98984	75.34445	8.53251	1173.42718	8.35552	3.85409	10.42767	7.30235	6.21526	49.51268	6.32792	6.26132	8.07975
1.20002	0.00000	8.36949	-84.20299	39.43534	33.11156	47.34341	10.88926	1071.89582	5.11188	5.83416	6.81585	8.87215	3.68393	68.80399	9.91129	7.93241	10.62640
0.10076	1.00000	7.16333	25.8191	53.5942	41.23980	80.58608	18.28662	1182.52159	4.24588	3.40708	3.51995	6.14771	9.31357	36.07100	6.75799	7.62255	7.10136
0.05268	1.00000	7.16650	6.83042	6.15038	54.71254	60.06163	15.83928	1083.93506	7.03443	3.40421	6.69339	9.49801	4.02714	32.02657	7.02517	8.89653	5.53438
0.09080	0.00000	7.80868	13.44275	38.07789	67.88522	59.66079	8.14684	1167.90163	5.85610	6.52475	9.77031	4.76400	6.85048	32.91567	8.23552	8.32710	7.49860
0.06910	0.00000	7.85697	71.67164	30.29184	40.02588	13.60065	3.52735	1087.97793	10.23342	7.19379	6.68262	10.95822	5.46728	67.85592	9.61468	6.91159	4.96296
