code	revision	location	longitude	latitude	QoS
IN	2013/09/09	Asia/Kolkata	72.93924	18.87813	good
GB	2021/06/19	Europe/London	-0.74934	51.62907	accep
BJ	2019/05/27	Africa/Porto-Novo	2.59753	8.88649	maintenance
IN	2019-11-07	Asia/Kolkata	76.0586	16.06213	average
GB	04 Feb 2017	Europe/London	-0.29825	51.39148	accep
AZ	21 Jan 2019	Asia/Baku	45.36561	41.09246	good
DE	01/30/2022, 00:00:00	Europe/Berlin	9.85	53.63333	accep
CL	03/07/2015, 00:00:00	America/Santiago	-70.6996	-33.59217	maitennce
MX	02/23/2019, 00:00:00	America/Mexico_City	-100.88023	20.21322	good
GB	08/01/2020, 00:00:00	Europe/London	0.93333	52.68333	excellent
ID	21 Dec 2014	Asia/Jakarta	101.44167	0.51667	acceptable
NA	2013-06-13	Africa/Windhoek	16.91667	-21.98333	maintenance
ME	03/02/2017, 00:00:00	Europe/Podgorica	18.84	42.28639	good
IN	2014/06/06	Asia/Kolkata	84.63445	24.81757	accep
IR	2018-07-08	Asia/Tehran	48.26258	33.86419	building
RU	07/25/2017, 00:00:00	Europe/Moscow	46.5813	54.8421	average
AR	2012-10-29	America/Argentina/Buenos_Aires	-60.47389	-34.64167	average
US	2018-07-07	America/Chicago	-96.39774	30.16688	good
US	07/06/2021, 00:00:00	America/Chicago	-94.41551	39.09112	excellent
FR	04 Aug 2020	Europe/Paris	8.73812	41.91886	accep
VE	2016/03/19	America/Caracas	-68.30472	9.91861	good
IT	2013/05/14	Europe/Rome	16.50104	41.24264	acceptable
CN	25 Aug 2021	Asia/Shanghai	115.70111	37.73222	accep
RU	02/09/2020, 00:00:00	Europe/Moscow	35.90057	56.85836	maintenance
ES	2019/02/28	Europe/Madrid	-0.18333	38.96667	excellent
DZ	21 Nov 2014	Africa/Algiers	3.50309	34.15429	excellent
ES	24 Oct 2016	Europe/Madrid	-0.76773	38.38479	accep
TZ	04/28/2016, 00:00:00	Africa/Dar_es_Salaam	37.73333	-4.06667	accep
US	07/06/2014, 00:00:00	America/Denver	-111.90466	40.34912	maintenance
RO	08/22/2020, 00:00:00	Europe/Bucharest	26.01649	44.43579	maintenance
US	08/25/2020, 00:00:00	America/New_York	-74.38987	40.65538	building
US	09/30/2020, 00:00:00	America/Chicago	-89.64066	40.56754	maintenance
CO	2022/04/06	America/Bogota	-73.9614	10.15031	accep
RU	2016/10/25	Asia/Yekaterinburg	76.92421	60.97944	good
TZ	11/22/2012, 00:00:00	Africa/Dar_es_Salaam	38.01667	-5.41667	excellent
CZ	12/10/2013, 00:00:00	Europe/Prague	13.63617	50.50301	average
ID	2016-09-19	Asia/Jakarta	109.3243	-7.0981	good
US	2017-01-10	America/Chicago	-87.71255	41.84364	accep
BR	2012-12-25	America/Fortaleza	-40.7475	-4.16694	excellent
BR	2017/06/07	America/Sao_Paulo	-48.59278	-23.7975	average
AR	2021-10-06	America/Argentina/Buenos_Aires	-58.38341	-34.64966	average
BR	2019-08-13	America/Sao_Paulo	-47.1725	-22.57306	accep
IN	03/18/2022, 00:00:00	Asia/Kolkata	78.55757	17.34769	maintenance
RU	05/01/2021, 00:00:00	Europe/Moscow	37.92792	53.93361	average
US	11 May 2015	America/Los_Angeles	-122.24064	47.80527	average
ID	2014-01-16	Asia/Jakarta	112.01667	-7.81667	good
IT	04/06/2020, 00:00:00	Europe/Rome	13.44275	38.07789	excellent
IN	08/26/2020, 00:00:00	Asia/Kolkata	88.18466	22.19303	average
UZ	2016/11/01	Asia/Tashkent	69.67639	41.29444	accep
CO	27 Oct 2019	America/Bogota	-75.69947	8.79577	good
NL	2015-08-21	Europe/Amsterdam	5.74861	52.71083	average
ID	2020/11/01	Asia/Jakarta	110.8405	-6.8048	accep
TN	2013/01/23	Africa/Tunis	10.78222	36.46917	average
SY	03/09/2014, 00:00:00	Asia/Damascus	38.28402	34.5624	average
US	02/13/2013, 00:00:00	America/New_York	-78.19444	38.91817	excellent
ID	2014-11-10	Asia/Jakarta	110.71639	-7.54972	average
PK	04/23/2015, 00:00:00	Asia/Karachi	68.21204	27.55898	good
US	2016/06/08	America/Chicago	-96.67834	34.77453	accep
US	03/21/2020, 00:00:00	America/Los_Angeles	-116.37697	33.72255	excellent
TR	2017-03-30	Europe/Istanbul	37.3825	37.05944	accep
US	2018-01-27	America/Los_Angeles	-117.14392	32.9156	maintenance
IN	2017-03-09	Asia/Kolkata	78.95693	29.21399	accep
BR	01 Nov 2020	America/Sao_Paulo	-48.62789	-17.74431	building
IT	2015-01-22	Europe/Rome	14.43865	40.87329	good
NE	2019-03-28	Africa/Niamey	9.15013	13.70727	average
US	09 Jun 2021	America/Los_Angeles	-122.23484	47.38093	accep
BO	06/05/2020, 00:00:00	America/La_Paz	-65.71875	-21.44345	average
RU	02/20/2017, 00:00:00	Europe/Moscow	40.17171	58.1908	building
ES	08 Jan 2021	Europe/Madrid	-2.98884	43.32686	maintenance
MX	04/11/2018, 00:00:00	America/Mexico_City	-101.2591	21.01858	excellent
US	2021-05-01	America/Chicago	-95.36969	35.74788	average
ZA	2021-06-15	Africa/Johannesburg	29.00974	-24.19436	good
MM	08/17/2022, 00:00:00	Asia/Yangon	97.01124	17.30858	accep
CO	2014/05/26	America/Bogota	-74.26419	4.73245	accep
US	05 Feb 2013	America/Chicago	-88.3162	42.24113	maintenance
IN	13 Aug 2013	Asia/Kolkata	73.66633	25.92493	average
US	17 Aug 2020	America/Chicago	-93.71133	41.57721	average
IN	12/08/2018, 00:00:00	Asia/Kolkata	79.5286	29.22254	maintenance
IN	2022/02/21	Asia/Kolkata	82.85749	17.54907	good
CU	10/16/2018, 00:00:00	America/Havana	-77.43532	20.14298	average
XK	2022/07/23	Europe/Belgrade	20.89389	42.62833	average
JP	26 Oct 2016	Asia/Tokyo	129.96972	33.4425	maintenance
TN	2015/03/29	Africa/Tunis	10.78222	36.46917	maintenance
CN	2014-07-23	Asia/Shanghai	117.55417	34.86472	maintenance
GH	01 Sep 2019	Africa/Accra	-1.98956	5.30383	accep
US	19 Jul 2020	America/New_York	-74.15987	40.82232	excellent
DJ	2018/04/19	Africa/Djibouti	42.7125	11.15583	average
ES	2016/01/22	Europe/Madrid	-2.68333	43.31667	accep
US	2013-12-14	America/Los_Angeles	-120.00865	46.32374	maintenance
DE	14 Aug 2019	Europe/Berlin	12.16179	48.52961	excellent
BJ	09/19/2018, 00:00:00	Africa/Porto-Novo	2.59753	8.88649	average
CN	2015-08-07	Asia/Shanghai	117.81667	36.81667	accep
TH	2016-02-14	Asia/Bangkok	99.89166	15.46063	average
RU	10/29/2017, 00:00:00	Europe/Moscow	32.86389	53.95278	excellent
UG	19 Sep 2021	Africa/Kampala	30.91105	3.02013	good
NL	2018/02/01	Europe/Amsterdam	5.74861	52.71083	excellent
ID	2016-01-11	Asia/Jakarta	109.05389	-7.51611	good
GB	12 Mar 2013	Europe/London	1.26738	51.84819	building
CA	29 Apr 2015	America/Toronto	-79.2663	43.86682	building
AF	07/17/2017, 00:00:00	Asia/Kabul	65.93249	36.21544	average
BR	2017/11/21	America/Sao_Paulo	-52.51028	-28.81833	excellent
SD	23 Oct 2015	Africa/Khartoum	34.3869	11.8659	good
ZA	2019-02-18	Africa/Johannesburg	29.24152	-26.93366	good
PE	2018-05-09	America/Lima	-73.25383	-3.74912	accep
US	2020/08/29	America/Boise	-116.56346	43.54072	excellent
IN	2013-06-22	Asia/Kolkata	79.82979	11.93381	accep
US	2013-06-02	America/New_York	-71.06616	42.4251	accep
BE	07/15/2013, 00:00:00	Europe/Brussels	4.21372	51.12794	accep
JP	2018/05/15	Asia/Tokyo	135.21667	35.06667	average
IN	2014/08/27	Asia/Kolkata	77.9129	25.6439	excellent
BR	2012-12-04	America/Maceio	-37.03861	-10.90889	maintenance
US	26 Feb 2015	America/New_York	-73.97069	40.64621	maintenance
ES	08/17/2020, 00:00:00	Europe/Madrid	-1.325	38.47917	excellent
IN	2017/06/05	Asia/Kolkata	91.61356	26.44931	average
RU	11/20/2019, 00:00:00	Europe/Moscow	39.8302	64.5635	building
IN	10/06/2018, 00:00:00	Asia/Kolkata	76.03889	18.18158	accep
TR	08/09/2016, 00:00:00	Europe/Istanbul	28.88222	40.37528	average
US	2014-11-16	America/New_York	-77.02303	38.70734	average
IN	02/01/2013, 00:00:00	Asia/Kolkata	77.9129	25.6439	accep
DE	17 Apr 2016	Europe/Berlin	8.77069	50.80904	building
US	2019-06-29	America/New_York	-76.43941	39.33427	excellent
IT	2017/11/20	Europe/Rome	9.32241	44.31771	accep
US	03/29/2013, 00:00:00	America/Chicago	-93.263	45.0408	good
CN	21 Apr 2017	Asia/Shanghai	117.7	35.85	building
TZ	2015-03-07	Africa/Dar_es_Salaam	38.01667	-5.41667	accep
PL	2012-11-27	Europe/Warsaw	17.4674	50.86079	average
RU	2020-12-04	Asia/Yekaterinburg	57.3552	51.4781	excellent
IN	04 Mar 2014	Asia/Kolkata	84.63445	24.81757	accep
BY	05/09/2020, 00:00:00	Europe/Minsk	25.8191	53.5942	accep
US	2018/04/27	America/Los_Angeles	-122.40433	37.71715	good
AU	08/11/2020, 00:00:00	Australia/Brisbane	152.70493	-25.54073	good
CN	18 May 2019	Asia/Shanghai	114.51667	33.78333	accep
CO	16 Jul 2022	America/Bogota	-72.47417	7.83389	accep
IN	13 Apr 2020	Asia/Kolkata	83.97573	21.46527	building
IE	01/26/2018, 00:00:00	Europe/Dublin	-7.35	53.53333	average
HN	08/24/2015, 00:00:00	America/Tegucigalpa	-86.57415	15.48131	average
MT	10/01/2019, 00:00:00	Europe/Malta	14.51472	35.89972	excellent
PA	25 Dec 2015	America/Panama	-79.62098	9.15093	good
TN	2015-12-07	Africa/Tunis	10.03478	37.16911	average
IN	2017/11/25	Asia/Kolkata	76.11996	11.12018	average
US	2022/06/01	America/New_York	-75.60804	39.96097	excellent
GB	2013/11/28	Europe/London	-2.52398	53.19146	accep
US	2020-08-16	America/Chicago	-88.42814	42.16808	excellent
IN	17 Feb 2019	Asia/Kolkata	85.83334	20.88197	average
TN	09/25/2018, 00:00:00	Africa/Tunis	10.78222	36.46917	accep
SE	2013/10/29	Europe/Stockholm	17.10558	61.72744	building
PH	26 Feb 2019	Asia/Manila	122.9666	10.7375	average
TH	06/05/2018, 00:00:00	Asia/Bangkok	99.95469	13.51825	average
CN	2019/09/17	Asia/Shanghai	117.55417	34.86472	maintenance
GM	2022/01/30	Africa/Banjul	-15.6	13.56667	accep
IN	2013-09-17	Asia/Kolkata	85.94001	25.49043	excellent
MX	24 Apr 2014	America/Mexico_City	-93.11308	16.75973	excellent
GB	2018/03/14	Europe/London	-0.76667	53.38333	excellent
FR	04/12/2021, 00:00:00	Europe/Paris	2.44892	48.98693	excellent
US	2018/02/18	America/New_York	-84.67837	34.06635	average
GB	12/06/2012, 00:00:00	Europe/London	-0.36053	51.64316	excellent
VU	2019/09/14	Pacific/Efate	168.31366	-17.73648	excellent
GH	10/08/2019, 00:00:00	Africa/Accra	-2.31938	6.46346	maintenance
DE	11/03/2016, 00:00:00	Europe/Berlin	13.10984	51.30001	accep
PG	27 Nov 2018	Pacific/Port_Moresby	144.23058	-5.85746	maintenance
TZ	2019/10/06	Africa/Dar_es_Salaam	38.01667	-5.41667	accep
EG	2020/02/11	Africa/Cairo	31.4976	26.67319	accep
FR	05/19/2016, 00:00:00	Europe/Paris	4.63031	43.67681	excellent
FR	21 Dec 2015	Europe/Paris	4.7934	45.69558	average
MN	02/08/2022, 00:00:00	Asia/Ulaanbaatar	106.88324	47.90771	maintenance
CN	07/05/2015, 00:00:00	Asia/Shanghai	117.27583	35.64889	building
FR	2014/09/20	Europe/Paris	-0.59543	44.80477	excellent
CA	2018/08/10	America/Toronto	-73.58248	45.40008	accep
DE	07 May 2020	Europe/Berlin	7.2278	50.64336	good
IT	2022/04/20	Europe/Rome	14.39024	42.22718	excellent
US	2017/05/20	America/Los_Angeles	-122.38731	45.53929	accep
US	2013-03-15	America/New_York	-71.05977	42.35843	good
US	11 Mar 2014	America/New_York	-82.35176	27.71809	maintenance
US	12/14/2020, 00:00:00	America/New_York	-76.88442	40.2737	maintenance
BW	07/24/2021, 00:00:00	Africa/Gaborone	27.46153	-21.44236	excellent
US	02/13/2013, 00:00:00	America/New_York	-73.47429	40.68066	building
ID	2018-11-01	Asia/Jakarta	110.71639	-7.54972	good
CN	2013/04/17	Asia/Shanghai	122.20488	29.98869	accep
US	2012/11/10	America/New_York	-73.47429	40.68066	good
PT	2015-05-31	Europe/Lisbon	-8.2503	37.08819	maintenance
PK	26 Feb 2017	Asia/Karachi	75.06583	32.17629	good
SO	2013/04/23	Africa/Mogadishu	42.54536	-0.35817	average
IN	06/18/2019, 00:00:00	Asia/Kolkata	83.36889	26.76628	average
DE	2013-04-13	Europe/Berlin	13.31783	52.61131	average
PL	2016-11-11	Europe/Warsaw	15.00835	51.14942	excellent
IE	2020/02/17	Europe/Dublin	-7.35	53.53333	average
US	2016/06/30	America/Chicago	-97.54667	30.5427	building
UZ	2015-06-18	Asia/Tashkent	72.34424	40.78206	good
AZ	2022/02/27	Asia/Baku	48.87498	38.45598	excellent
FR	2017-03-18	Europe/Paris	1.33467	43.61058	maintenance
TZ	17 Dec 2017	Africa/Dar_es_Salaam	35.7	-7.76667	maintenance
US	19 Dec 2019	America/Chicago	-97.54667	30.5427	accep
ES	08/03/2022, 00:00:00	Europe/Madrid	-6.03731	37.35813	building
DE	2014/12/19	Europe/Berlin	9.5586	54.52156	building
US	2013-08-11	America/Chicago	-87.66561	41.8542	good
IN	2020/09/08	Asia/Kolkata	78.55757	17.34769	average
RU	31 Dec 2013	Asia/Irkutsk	107.60627	51.82721	maintenance
BR	2015/11/25	America/Sao_Paulo	-50.19556	-19.72806	excellent
IT	12/14/2016, 00:00:00	Europe/Rome	7.60872	43.78956	accep
DE	26 Aug 2019	Europe/Berlin	11.34046	50.72043	good
ES	12/05/2020, 00:00:00	Europe/Madrid	-2.98884	43.32686	good
