O3	NH3	CFCs	Pb	PRES	longitude	C2H3NO5	CH4	NOx	CO	latitude	SO2	PAHs	warning	H2CO	PM2.5	TEMP	PM10
5.09917	6.97715	68.77603	48.44446	1100.12361	8.64409	0.39222	5.87094	6.43702	9.90318	48.07667	6.68970	7.25978	0.00000	22.83807	6.33221	26.60860	3.69354
9.31216	7.22359	46.97073	36.32978	1099.06519	73.66633	0.45229	6.56765	8.32029	9.79300	25.92493	5.03382	8.76037	1.00000	52.27382	6.88568	-1.18417	4.92946
6.80613	7.09222	53.58235	25.76755	1072.09686	-156.47432	0.86478	4.61818	6.51785	6.59936	20.88953	6.51711	8.76903	1.00000	68.23364	4.40814	21.09364	7.73252
6.75661	5.14552	57.60204	39.76526	1145.47985	105.89333	0.28208	6.88693	6.58963	8.25964	34.56861	5.41495	7.40184	1.00000	67.08110	6.10029	13.51816	3.91903
4.84806	7.68321	59.35133	41.29530	1115.96783	-6.90656	0.63074	6.37809	4.18452	8.60120	33.92866	7.18160	7.60857	0.00000	25.91987	6.52124	11.28075	4.97527
7.12541	4.29605	63.33467	34.30745	1108.29536	4.86667	0.49439	6.45583	8.08358	6.98417	45.51667	5.53337	7.16408	1.00000	46.33993	8.04667	30.07320	5.10676
4.91864	5.30950	70.87664	51.85937	1073.68400	4.86667	0.76268	6.90399	5.26622	7.64606	45.51667	8.78581	5.86404	1.00000	53.55914	8.62968	13.61774	7.62739
4.13900	5.23587	59.15524	47.01844	1176.51340	16.50104	2.50967	7.21051	7.94745	8.06081	41.24264	8.86227	7.94968	1.00000	44.08300	7.33684	10.19746	9.11119
5.01369	8.10923	60.69809	42.06506	1192.59080	4.74161	0.24840	6.09995	8.48900	6.12875	7.62789	10.34864	7.94295	0.00000	40.33457	8.34670	10.55519	5.24308
7.53470	3.72702	50.39404	34.47735	1167.36509	59.80222	1.55505	6.22444	5.09430	10.32442	58.63667	6.37088	9.48730	0.00000	57.18605	7.60145	7.26451	8.64125
9.71829	5.81709	65.64921	51.99392	1197.55754	77.70636	0.53345	5.93831	5.95862	6.45143	28.98002	7.33692	6.03152	0.00000	58.31189	8.78992	8.78369	6.51721
9.79784	6.79571	74.59610	63.40047	1184.38361	16.91667	0.49283	7.99635	6.98927	9.75063	-21.98333	5.05958	8.69126	0.00000	36.71206	5.45682	27.64173	6.65658
6.43955	7.45280	34.11367	54.58131	1087.90516	-88.70464	0.30256	6.38236	6.94084	9.80081	34.25807	8.95519	5.70968	0.00000	49.19284	7.75001	16.41447	3.13739
7.14163	5.27504	57.27109	38.73307	1160.10292	-81.26367	0.43738	5.40126	6.50867	7.88577	28.90054	5.94400	7.32874	1.00000	30.84319	5.85987	22.24604	4.73279
10.48330	3.79298	33.49989	45.30022	1192.78736	8.86374	0.23818	7.57406	6.56205	7.19629	44.89784	7.91352	7.42411	0.00000	18.11425	7.70449	7.19420	5.66371
4.12808	7.40726	59.18862	32.56032	1169.19653	84.63445	0.49067	6.20630	7.59346	9.36456	24.81757	8.57869	6.05859	0.00000	34.95004	6.21581	8.68145	3.14707
6.25613	6.99057	52.89292	56.18360	1169.40345	-5.53715	2.86394	6.79504	7.01382	7.35584	50.11861	6.42563	7.65663	1.00000	23.61095	7.46577	5.32439	9.25675
9.92097	6.68022	42.40823	48.09028	1090.41153	122.8637	0.49758	4.75181	6.16047	10.02896	9.3337	6.28183	6.33866	0.00000	25.48238	7.77502	30.25996	6.45204
5.76982	7.40577	57.48564	57.34762	1133.70743	8.86704	0.38494	6.71999	7.81863	9.04817	50.23805	6.43253	8.13182	0.00000	38.40386	6.43119	32.94123	5.03502
6.49678	6.43505	32.98397	60.44429	1157.24862	-88.3162	4.50036	4.67749	6.84552	10.41062	42.24113	9.15029	8.08891	0.00000	64.34093	5.51141	7.43787	9.77744
7.87950	4.99401	37.50505	60.27348	1196.97024	74.85849	0.41483	7.69378	7.93164	6.78070	31.28092	4.97678	8.49881	1.00000	47.17823	7.69739	26.75775	5.32932
10.16051	5.39645	59.39419	58.87144	1054.56744	48.41667	0.64608	7.08911	6.55946	6.25708	-17.83333	7.36033	7.34329	0.00000	28.74160	5.82608	27.56052	7.11877
4.35157	4.74507	61.23623		1096.84392	71.67164	1.67104	4.47155	8.17298	8.52820	30.29184	8.87396	7.77310	1.00000	46.92988	7.54755	11.89167	8.40861
7.64820	4.57765	69.21870	62.71948	1157.57283	-77.37331	0.51045	5.64245	6.74545	7.07923	37.60876	4.71291	8.46290	1.00000	35.40297	5.24037	24.36394	4.03398
5.07210	5.28696	35.27666	24.71391	1162.80002	77.656	0.94499	7.15132	6.27952	7.39135	28.71271	8.00905	10.94425	1.00000	25.22049	5.97009	6.15374	7.90709
6.95564	7.44052	38.85469	44.82212	1145.78606	85.4265	0.47904	8.32589	6.28254	9.75127	55.8736	7.27316	8.57680	0.00000	53.61965	6.33711	10.81765	2.67995
5.72983	6.27501	40.63610	33.91135	1050.51965	77.40858	1.05898	7.76195	6.06127	6.59975	24.05979	7.35823	10.30239	1.00000	33.28020	5.94184	12.61998	7.92930
6.36328	6.09443	37.33010	36.81446	1097.03089	-81.56929	0.75509	4.46811	4.32680	7.59506	41.55838	7.00966	8.42096	1.00000	40.04643	5.49631	18.49442	7.50568
4.47416	3.95599	44.62255	36.70943	1077.76894	-81.24441	8.26586	7.90717	6.74134	9.46060	23.15678	9.25150	9.71054	0.00000	34.57584	5.70724	-2.88597	10.40877
8.71105	6.17004	37.48853	65.41783	1064.28242	112.9	0.76808	4.69990	7.34800	8.62517	27.85	6.29006	7.32682	1.00000	54.61626	5.59513	20.93711	6.77830
9.53278	6.37800	66.61111	69.11126	1070.14750	53.47103	0.65917	5.75467	7.85871	10.10635	54.48147	3.86590	9.07708	1.00000	32.21978	6.99278	4.72343	5.21983
2.16229	3.14503	63.11266	43.39854	1158.55197	-82.4017	2.78673	8.32620	6.03409	9.80912	23.0072	10.01619	7.64331	1.00000	55.20653	7.91974	24.90323	9.25634
8.63620	6.99435	56.39226	44.33308	1055.08020	76.11996	0.40960	6.51679	5.26071	10.04431	11.12018	4.71381	8.11043	1.00000	52.81013	4.90732	2.45340	4.95263
6.15887	4.47794	40.26924	54.60742	1073.37221	-80.38297	3.26667	6.03796	7.39718	9.87723	42.8334	6.97904	7.00954	1.00000	63.78266	6.40388	11.56737	9.44894
5.18215	7.98638	35.28616	50.75431	1108.83474	104.09701	0.43927	7.34537	6.08705	7.05715	-1.26424	9.64033	7.49547	0.00000	60.13378	6.91812	31.70950	5.47546
3.72356	9.01568	53.69332	30.81317	1160.95330	-73.97069	1.51628	6.40206	6.05949	5.38181	40.64621	9.00585	7.62454	0.00000	42.26974	5.90508	24.02187	8.50911
5.49064	8.33945	45.17122	58.54623	1181.09564	32.88667	0.29227	8.16184	7.79537	7.26042	3.27833	10.48720	6.62438	0.00000	48.79397	6.79699	9.22557	4.75169
9.50503	7.46960	75.33188	47.74764	1113.03850	-74.38987	0.37829	5.66845	8.01788	10.11818	40.65538	5.34737	8.23661	1.00000	73.40442	5.92582	6.20799	5.77031
7.59384	4.91862	42.14819	65.71297	1178.01025	-81.26367	0.43379	8.49017	8.10588	6.76628	28.90054	5.38784	8.15757	1.00000	33.91365	7.68967	4.88302	5.75174
6.43343	3.17027	39.72027	58.25850	1053.15414	70.96699	0.84995	6.60837	5.52773	4.41727	30.46907	6.46402	6.44042	1.00000	53.77734	7.17547	15.25954	7.57078
9.72541	4.96431	48.79179	33.25577	1160.38581	74.83554	0.25595	7.91586	8.99468	8.81620	14.62072	3.83065	9.76225	1.00000	37.28723	5.50441	9.01375	3.99614
9.05186	5.13556	50.60976		1088.39601	9.22796	0.27966	6.73666	6.90348	9.17023	48.46458	4.10409	8.00258	1.00000	35.75577	5.23790	-11.79976	5.63199
10.84906	3.22462	50.06693	57.74282	1172.10055	4.18333	0.55654	5.15931	7.90872	8.17468	7.6	6.18846	7.54231	0.00000	59.54508	6.43143	7.49223	6.98663
4.98597	8.45692	66.84925	46.47488	1185.01079	33.2525	0.50197	6.89859	7.98334	7.23881	57.97472	8.91672	6.86089	0.00000	47.20024	6.93160	33.40591	6.31757
4.59723	8.20778	59.51758	59.86540	1135.50096	-74.28459	0.42344	5.28679	6.77984	8.88134	40.5576	9.56287	5.32070	0.00000	61.25339	7.23617	28.69787	3.87446
9.16531	3.58581	53.61328	58.81909	1162.92922	4.74161	0.42127	4.96334	6.37433	6.49497	7.62789	3.83547	9.26635	1.00000	50.60632	6.85583	19.53421	4.70281
5.99638	5.89744	51.40864	57.82496	1101.66415	-76.72803	2.17501	5.50822	8.14303	8.25390	39.32288	7.79772	5.12708	1.00000	42.42774	7.04989	14.54899	8.88129
6.32535	5.58174	61.93769	51.63211	1134.96666	1.10687	2.33136	7.16530	6.47835	8.80763	41.15612	6.93005	6.93583	1.00000	48.93751	5.84810	8.63551	8.99766
6.98403	7.06506	58.73618	42.70717	1062.28882	-116.37697	0.47646	6.55654	5.78476	6.08591	33.72255	6.84479	9.26052	1.00000	37.47760	8.02849	5.22751	6.68854
6.56797	6.89801	48.07638	54.93685	1181.19557	-74.07764	0.72053	6.23944	6.76787	8.56564	40.72816	7.95113	5.75962	1.00000	37.02801	4.25509	11.87484	7.17892
9.00779	7.57943	63.81630	36.92119	1056.67447	-96.67834	0.72286	7.80157	7.03263	7.95599	34.77453	7.70108	6.17942	0.00000	42.07338	5.79599	6.03867	6.76577
7.72358	4.31264	45.63482	58.08819	1075.16828	72.85107	0.52839	7.35185	9.16617	6.93223	19.30157	4.31660	9.15641	1.00000	25.63747	6.00414	33.73228	3.19746
4.25901	4.77184	58.27208	42.16007	1117.38624	-58.70072	2.89550	6.24510	7.39500	8.81294	-34.74785	8.66738	8.59649	1.00000	54.54576	5.80160	-3.04895	9.30890
5.63810	8.95592	29.68600	39.95431	1152.75439	9.37082	0.30389	7.84877	6.66376	7.12350	36.08497	8.72739	8.75114	0.00000	6.15634	5.09579	15.64954	5.05219
7.41044	7.20744	50.40708	55.19664	1114.17339	19.21437	0.31686	5.57102	4.51984	9.54944	44.75874	4.87055	9.63291	0.00000	45.30769	9.19124	21.32227	4.59900
2.95946	8.58887	42.51502	41.04281	1186.99543	38.07083	0.38290	6.94224	7.13897	9.13278	54.90083	9.24436	3.95197	0.00000	48.28075	6.46746	11.89116	4.70541
4.98999	3.74123	45.02139	27.92464	1172.84779	7.2278	1.14114	6.80438	6.47580	9.54919	50.64336	8.23509	7.73069	1.00000	40.14236	6.09515	40.98109	7.93322
4.26524	4.66234	46.33366	49.82478	1157.01020	78.15794	0.80824	7.88115	5.60064	8.46918	12.1277	9.19929	6.36125	1.00000	62.81688	6.72706	18.83464	7.39257
7.86055	6.16794	50.79158	52.85293	1126.56949	151.08057	1.57776	7.75901	6.41463	8.13136	-33.79176	9.45676	8.19182	0.00000	41.19355	6.96414	18.26676	8.50925
6.70452	6.87194	47.62996	71.31355	1147.56949	106.85417	0.31269	4.62005	6.74084	9.29445	-6.48167	6.69548	9.18501	0.00000	48.45112	6.62878	9.59180	3.67917
6.49302	6.84820	78.47867	33.76650	1062.22668	18.69303	0.41838	6.20842	5.96213	9.26794	12.18441	6.13447	7.60880	1.00000	66.14431	6.69561	26.36660	4.50191
7.67883	4.07044	82.42196	35.28118	1196.45120	4.86667	0.44181	6.64860	6.09451	6.13021	45.51667	5.60989	7.96541	1.00000	61.02396	6.05779	28.70868	5.67459
5.71800	1.87459	56.22904	59.87519	1185.36207	79.82979	2.31582	7.32301	6.86453	7.93096	11.93381	9.47331	10.97481	0.00000	47.87412	8.67432	26.45876	9.05402
7.15631	4.25016	68.04062	38.89665	1109.56762	100.04427	2.60440	4.62888	7.69467	7.67340	13.8196	8.36354	8.66028	0.00000	47.14575	7.20933	22.72018	9.16342
8.63676	2.72945	39.73463	45.54350	1106.38751	115.88782	0.61706	5.56879	7.88400	8.72551	-32.05251	7.53541	8.76188	0.00000	28.48043	6.09150	7.65443	6.90739
6.33122	6.05363	33.13429	55.43677	1058.32982	-72.47417	0.48292	6.86470	6.81080	6.47236	7.83389	6.84155	10.77940	1.00000	50.31457	9.00754	19.70795	6.33398
3.82592	4.38600	51.48997	45.53560	1120.26848	113.69785	1.19953	7.71763	5.67159	8.62899	-7.73379	9.08509	6.82775	1.00000	44.04231	6.39096	21.63916	8.16224
5.60148	7.45743	72.28511	34.27398	1082.17704	-94.74049	0.45895	6.76853	5.80289	9.28917	32.5007	6.46586	8.00477	0.00000	66.00503	8.32438	22.44783	4.19230
8.97717	7.51386	64.50784	34.78862	1155.33889	7.02238	0.50422	6.42051	6.89161	9.26847	52.21099	3.83826	11.11163	0.00000	54.27954	5.29614	12.68787	5.36332
8.70949	4.46764	33.02809	47.02280	1067.21784	72.54566	0.25234	5.88915	6.54665	6.71168	29.69221	4.18387	9.33882	1.00000	39.97341	6.53482	14.45203	5.04202
9.22044	5.37388	64.09490	51.38089	1101.58091	13.10984	0.71871	7.21008	6.38681	7.13524	51.30001	8.44796	7.63131	0.00000	61.14428	6.67309	-0.95074	7.44095
8.02732	5.59903	49.61913	26.31107	1131.77111	7.973	1.11642	6.34733	8.10362	7.87432	51.168	8.94800	9.03048	0.00000	37.42782	4.74206	11.30072	8.09584
4.06483	9.25364	42.88340	37.81053	1105.03531	73.66633	0.47914	6.63720	6.01291	5.28747	25.92493	11.44218	6.47447	0.00000	21.06802	5.92134	20.67422	6.91388
5.21262	5.00298	45.05720	29.91828	1120.23569	57.3552	1.10083	6.26589	7.04110	8.17812	51.4781	7.62791	8.93729	1.00000	32.08082	8.01264	28.12062	7.94892
7.24338	7.79621	45.81300	58.28121	1126.75798	121.06761	2.37238	7.34995	6.41869	3.97601	12.35275	11.32601	7.48608	0.00000	57.97091	5.50886	11.81859	9.05680
4.06459	4.59981	66.87710	49.77791	1139.31981	-76.72803	2.04640	5.68388	6.41519	8.12572	39.32288	9.22617	7.84896	1.00000	37.00791	7.14518	13.07757	8.90397
6.41396	7.92399	53.36549	60.85708	1154.65097	-53.13722	0.40615	5.78628	5.95840	8.41564	-22.92306	5.87038	9.00208	0.00000	52.00570	7.76943	9.28476	6.51802
4.37005	4.79512	42.10090	51.15079	1126.55342	144.23058	1.20019	5.99836	5.43922	8.22330	-5.85746	8.37291	10.77136	1.00000	61.40737	5.98708	22.97482	8.17432
9.10418	6.26741	58.37513	29.16430	1130.23770	-116.37697	0.51248	6.85565	7.28078	9.29600	33.72255	5.08479	8.80571	1.00000	62.59838	6.44948	15.88917	4.34389
6.51610	6.65575	57.19535	56.70939	1087.40930	-74.73584	0.46395	7.30598	5.41265	10.70539	5.20856	5.85949	7.18816	0.00000	48.61401	6.51743	26.59682	3.23009
7.08507	7.07785	46.03812	53.28900	1081.07290	9.5586	0.91470	5.32394	7.26298	6.44585	54.52156	6.15748	8.49285	0.00000	56.01761	6.73386	21.59146	7.52085
5.38397	8.09561	64.63368	42.38984	1142.49892	-80.38297	0.46161	5.68318	4.83813	7.64137	42.8334	7.80869	8.17733	0.00000	56.11255	7.39949	28.05256	5.23069
4.97242	5.64343	78.53266	23.36548	1118.99419	-1.5443	1.85044	4.77351	7.94731	7.94540	50.75767	8.08600	9.00312	1.00000	43.45613	5.02253	28.06186	8.74518
3.81452	2.06758	33.10337	58.10832	1134.79474	1.26738	0.53120	5.84497	6.91587	10.53098	51.84819	9.49842	7.08571	1.00000	35.14531	6.12924	4.33812	6.67327
6.41255	4.57009	47.25194	43.74602	1150.33038	72.54566	0.39124	7.86475	7.97866	5.90189	29.69221	5.17978	8.38816	1.00000	24.14994	6.38413	25.36233	5.26551
6.22567	6.75894	49.18131	56.56048	1188.00079	-50.19556	7.91415	5.91041	6.73945	8.22359	-19.72806	6.57707	5.43161	1.00000	28.34511	6.90729	6.69771	10.41674
5.74482	4.33141	43.08353	33.46629	1191.76708	-117.23991	0.90096	5.95046	6.17208	9.13024	47.64995	7.52692	6.88414	1.00000	61.06287	6.87866	14.29724	7.51458
7.93944	4.98079	60.17975	40.56762	1098.03737	31.33078	0.42518	5.42837	6.59840	7.66496	47.56494	4.15265	9.37477	1.00000	55.77636	7.37668	7.53368	3.87195
9.24639	4.74475	65.22769	35.03240	1064.63066	-67.33122	0.67546	7.38397	5.94592	5.22410	10.22677	8.28523	8.06720	0.00000	45.57929	7.34235	35.57690	7.35642
8.18625	8.25858	56.97588	46.79507	1056.78035	-1.08593	0.32399	5.41272	7.49687	4.64695	50.79205	6.12220	9.04167	1.00000	42.43090	7.68339	9.35230	5.06433
9.07553	4.83342	57.20589	33.99201	1122.53442	35.90057	0.70050	7.17640	6.98053	7.68242	56.85836	8.83223	8.56658	0.00000	33.23437	5.77919	17.50170	7.02189
3.74206	3.56344	63.99614	65.95222	1102.72560	130.94098	4.90632	5.73118	6.59820	10.14351	33.3213	8.26868	8.67923	1.00000	49.00793	6.18968	30.78018	9.88874
3.86101	3.99039	63.20443	50.28226	1119.42874	24.71204	1.60611	6.60489	5.60738	9.00005	41.57439	8.79767	7.97751	1.00000	54.95696	7.34764	6.69192	8.49383
7.26263	6.23673	60.82549	80.42291	1073.82326	-88.42814	0.34649	5.78380	6.51050	8.88762	42.16808	8.07964	5.62710	1.00000	55.21849	6.84434	24.10967	6.23011
6.53933	6.42222	42.50423	65.68250	1067.69674	-76.72803	0.67853	8.74111	6.00180	6.30523	39.32288	7.24655	9.43185	1.00000	46.71663	8.07299	19.60308	6.97810
4.78487	4.78316	49.16246	39.33461	1142.83949	44.7662	0.86477	5.33121	6.18172	8.17981	40.49748	8.25617	8.70174	1.00000	44.42348	6.62155	-4.40580	7.43526
8.42911	8.31725	54.92229	61.19444	1095.07311	75.35927	0.77163	7.31572	4.98598	6.48678	12.04161	8.02263	5.20359	0.00000	44.00703	7.79514	5.94706	7.13673
4.14882	4.85997	45.34124	37.28890	1137.45473	-81.56929	0.74134	7.43279	4.69838	7.46253	41.55838	8.92531	8.19053	1.00000	30.17481	6.15773	16.24245	7.34653
4.45380	7.59485	60.50273	50.21726	1137.10900	35.90057	0.24066	8.07824	6.91249	8.29995	56.85836	9.71140	6.53935	0.00000	29.17004	5.37716	21.80823	3.60611
7.68885	6.81732	75.07583	41.30338	1097.49173	12.70038	0.49601	7.67385	7.34662	9.19987	45.9836	5.82632	7.31573	1.00000	24.65453	6.58621	21.89036	5.51004
10.23734	6.18753	24.39196	53.02505	1143.59866	139.6853	0.44925	6.44563	10.00299	7.75626	35.815	7.07873	5.40119	0.00000	53.21705	6.28959	24.85789	5.05260
5.00737	3.81862	78.16406	56.83809	1189.56623	-81.56929	0.89723	6.43841	5.34193	9.13909	41.55838	8.33291	7.32589	1.00000	28.36826	6.50509	18.32593	7.59146
3.83846	3.28141	52.59470	66.53717	1124.01592	76.0586	1.48642	5.14594	7.14127	9.73566	16.06213	8.75437	8.72894	1.00000	47.35068	7.44369	34.17006	8.44451
3.97712	4.26617	45.84719	35.07336	1140.79223	-93.11308	2.24790	7.50024	6.96950	9.59065	16.75973	9.13843	6.30924	1.00000	38.65988	6.19772	5.06521	9.06900
8.02254	4.66094	66.90879	51.41031	1160.90228	68.11759	0.61048	5.46961	7.21864	7.84905	26.9423	2.97912	9.41668	1.00000	62.78542	5.36733	24.51152	5.77485
4.06283	9.01095	59.93613	49.45407	1142.81873	-73.20483	0.51939	6.06462	6.51006	6.05698	41.16704	10.15201	7.12267	0.00000	39.23390	6.35186	20.13209	6.36884
3.08524	3.57731	45.73025	54.99705	1106.36330	-102.04897	1.23836	7.54837	5.15598	8.68924	19.64745	9.59985	9.90511	1.00000	53.08943	6.03995	8.91635	8.43097
11.44543	5.10856	69.64838	12.79661	1166.08643	76.56719	0.48355	5.32167	5.97463	9.15915	24.41288	2.86313	10.17113	1.00000	25.18429	7.52797	-0.49380	6.36231
5.04068	7.27175	45.25549	48.17393	1144.35279	120.97844	0.47263	6.77138	5.78945	8.61202	14.8361	5.75185	8.89390	0.00000	55.90340	4.42667	6.60387	5.57316
7.78875	7.25234	53.69869	46.17213	1147.26347	79.87116	0.24123	7.00378	5.26199	9.28422	6.84019	3.49637	11.76313	0.00000	44.47709	6.32149	25.72405	5.09452
6.50693	6.19740	61.78790	57.73065	1156.31202	-117.23991	0.72579	8.52644	7.22495	7.53600	47.64995	7.12485	5.30769	1.00000	40.58413	4.79049	17.34588	7.36005
5.84259	6.41158	81.13269	65.76890	1169.06963	44.53333	3.09786	7.20621	6.82062	7.45714	-22.9	6.16940	9.94741	1.00000	44.77054	6.49806	10.97265	9.44558
11.09433	4.70289	57.21369	54.27705	1186.43071	4.91667	0.51631	7.85340	5.15608	8.02941	45.73333	6.83012	6.44689	0.00000	46.27313	5.69369	14.28656	4.44023
8.73941	3.11304	53.93429	61.59184	1055.00864	-1.47217	0.55129	7.20780	7.18963	5.33823	53.46506	4.08265	8.39594	1.00000	39.09984	5.02529	29.70049	6.46160
4.88722	7.07224	53.65583	51.94425	1180.82260	98.50893	0.39127	5.93244	5.40284	9.31631	16.68911	8.40299	6.35839	0.00000	59.30776	5.78490	21.92721	3.83648
7.79511	5.76616	39.98690	42.70069	1075.86436	65.50917	1.70860	4.92440	7.88604	8.89139	44.85278	8.48172	8.94276	0.00000	63.64095	6.78770	7.13094	8.55365
3.50360	5.18213	50.05902	41.89725	1103.08134	151.08057	0.64604	6.82262	6.22370	6.66715	-33.79176	7.28163	6.46658	1.00000	82.65116		6.92445	3.55645
3.59765	3.37411	58.72856	68.87385	1067.07179	43.38531	1.11053	5.67464	6.52737	9.48664	9.89206	9.09164	9.49284	1.00000	52.07466	5.03673	27.44728	8.09993
7.65044	9.26414	37.61050	59.24802	1165.59399	97.01124	0.57045	6.96062	8.23077	11.30174	17.30858	6.53883	7.71510	1.00000	64.79437	7.46399	20.59424	4.97315
5.24293	5.87965	53.01752	58.65771	1073.90624	-40.7475	4.69698	6.49110	6.90857	8.54740	-4.16694	7.51840	3.98139	1.00000	35.52840	6.65091	21.86808	9.82434
5.40066	5.30890	55.07401	35.08923	1146.03527	115.88782	1.63917	5.35457	6.45589	7.95025	-32.05251	7.60548	10.68966	1.00000	42.96490	4.93241	8.40550	8.47445
6.83789	7.16537	64.37213	50.36729	1061.59099	75.35927	0.42914	6.49655	7.95874	9.41295	12.04161	5.97814	9.39328	0.00000	50.88057	7.29598	7.83403	3.40812
5.99293	8.04756	40.73459	35.58004	1143.18263	14.30935	0.26540	4.76285	4.84601	7.53363	40.92298	8.03053	8.81702	0.00000	42.11015	7.00020	8.69292	5.48553
7.86333	6.10663	70.34593	40.69746	1178.98127	-77.03116	1.00704	5.01458	8.68008	8.04956	3.8801	6.99615	6.56857	0.00000	50.99091	5.87671	29.19587	7.32624
9.07919	6.50448	39.69440	56.07693	1119.44695	-6.00137	0.41140	8.35223	6.56590	8.91279	33.42585	5.71613	8.05707	1.00000	26.60092	6.27014	21.10017	5.44466
8.58003	4.83288	61.86084	33.90877	1174.89409	-58.70072	0.30552	5.14300	6.54827	7.62413	-34.74785	4.68559	8.59515	1.00000	58.58413	6.49710	18.80842	4.51103
6.41273	4.55671	67.34664	67.00959	1110.84888	-73.20483	0.63564	6.35511	5.41975	6.57626	41.16704	6.32430	7.43468	1.00000	41.29061	5.41994	8.74856	5.67633
4.27130	8.25373	58.04252	37.53474	1094.18375	77.656	0.33534	6.74200	6.02907	8.68996	28.71271	7.47723	6.52683	0.00000	37.27178	7.15254	17.39708	5.63169
4.29418	4.68961	70.90324	42.17050	1190.01746	124.84472	0.65819	5.13516	5.85224	8.27889	10.13361	9.18999	6.10413	1.00000	47.80394	5.22687	20.07939	7.66204
5.56812	5.72031	30.89285	37.99579	1118.91009	126.665	1.37042	5.68473	8.34658	7.76086	36.6009	7.07926	7.79109	1.00000	53.70800	6.72869	4.96622	8.47921
3.46409	2.11336	58.59063	31.16330	1173.37993	-77.02303	21.72600	7.46012	5.61653	9.58964	38.70734	8.85048	11.86927	0.00000	49.76936	6.49476	-1.50137	11.43551
5.63647	5.88365	75.55258	53.78267	1095.45083	-46.99583	0.71079	6.56652	6.45849	7.26026	-22.97056	7.65150	5.95284	0.00000	34.87527	6.35013	29.62028	7.27550
3.31018	4.59268	53.30115	72.87763	1063.75610	76.03889	5.09391	7.36573	5.52908	9.06152	18.18158	9.53745	5.48989	1.00000	30.51861	8.15446	7.62304	9.98938
3.60735	7.81851	35.93446	70.58721	1081.35778	-81.56929	0.36812	7.76555	4.53087	7.99057	41.55838	10.39121	5.38867	0.00000	33.64098	6.08610	27.29505	4.80560
9.69444	4.89600	68.16291	51.75406	1177.81973	-83.2321	0.64066	8.68614	6.41850	8.64545	33.08014	4.87163	7.84951	1.00000	24.76278	5.74344	21.85375	5.99076
8.55602	4.91135	41.33182	61.55796	1087.31167	76.0586	0.31082	9.65942	6.10546	7.93675	16.06213	4.39575	8.71438	1.00000	47.41368	4.99795	8.00366	4.76985
4.28960	6.28688	56.16484	42.95984	1068.00265	126.665	7.50797	5.71406	7.00781	9.92450	36.6009	8.55882	8.97174	0.00000	24.32482	5.34889	13.06634	10.32223
5.74350	6.30791	62.87289	58.69396	1148.55094	118.9707	0.54983	5.84625	6.23196	9.28361	-3.5403	7.02827	8.79113	0.00000	30.14047	5.90414	23.53015	2.37687
9.31261	4.16454	71.45986	53.73866	1121.34738	-100.88023	1.55039	9.55499	6.78934	6.43661	20.21322	7.65640	9.48376	0.00000	55.34238	6.57457	14.72420	8.60906
6.71039	8.53947	72.57375	46.09711	1139.36512	102.3278	1.35728	6.07750	8.58959	5.64082	2.2139	7.15158	11.23636		61.14961	6.00911	26.10315	8.32927
8.37316	5.15844	65.95817	42.02920	1136.44586	-37.93278	0.41523	6.96062	7.16133	7.57678	-11.48472	5.63938	7.87290		47.34049	6.05293	9.36661	6.08131
10.71236	5.43073	52.87953	42.59159	1171.03234	13.10984	0.56475	7.09600	7.78856	8.79609	51.30001	4.40214	9.27790	1.00000	27.32321	6.00491	36.41989	4.70752
5.14601	4.75524	56.18714	75.82984	1143.29047	4.69889	3.58226	6.20091	5.36601	9.77379	50.56149	8.06337	9.94544	0.00000	51.99713	5.91173	9.22695	9.52481
9.06584	6.28705	55.56723	41.41385	1051.64326	14.39024	0.72393	5.68183	5.89790	6.56210	42.22718	8.68861	7.74200	0.00000	64.27601	7.23369	22.86473	7.29689
5.21806	8.20983	44.36763	42.75187	1176.41415	37.73333	0.32033	6.60638	5.69215	6.46665	-4.06667	9.18428	8.64327	0.00000	43.01317	4.40683	6.30203	6.17824
5.58167	7.31407	42.62338	44.37352	1197.12964	76.12647	0.50730	6.55184	7.36661	5.43843	32.55531	8.46202	6.56172	1.00000	69.63360	6.88390	25.51185	6.40705
9.00486	3.87540	64.48964	32.95098	1052.43969	44.53333	0.45968	6.98108	8.79440	11.64548	-22.9	4.69324	8.07389	0.00000	26.50522	7.42994	14.80673	7.62449
7.47237	4.12795	85.31148	52.04192	1055.20615	-122.2054	0.45659	6.87210	5.93660	6.06282	47.76232	4.36838	8.23365	1.00000	49.14134	7.19402	18.22365	5.61173
9.09553	5.08681	66.06061	30.30588	1076.65507	-2.52398	0.72749	8.61485	2.83375	9.10787	53.19146	4.15172	8.83115	1.00000	31.96995	5.49718	43.43966	5.26519
6.67324	5.73179	67.41677	42.06260	1095.98743	-15.6	1.55899	7.32923	8.33163	7.99263	13.56667	9.34740	8.68638	0.00000	49.60411	7.85540	21.29879	8.47321
7.23694	8.07177	69.50242	41.03865	1179.02875	35.59642	0.57598	6.79100	9.40731	6.79004	3.11988	7.83234	9.76855	0.00000	57.56930	8.43512	5.51397	6.08820
4.18355	2.21161	34.02178	52.23875	1175.01692	29.91582	3.87794	6.49181	7.24294	8.00124	31.20176	8.86430	10.63856	0.00000	33.28343	6.00916	4.95400	9.68817
