NOx	warning	H2CO	NH3	O3	PM2.5	longitude	CH4	SO2	PRES	CFCs	PM10	C2H3NO5	Pb	latitude	TEMP	CO	PAHs
7.46861	0.00000	55.59484	8.70229	7.32431	8.70714	9.85	7.61585	6.81166	1189.34966	66.47698	10.65561	33.00268	39.31702	53.63333	7.90531	10.63091	7.04850
10.25477	0.00000	57.28423	6.34627	7.60280	5.35607	-120.45794	8.47571	8.14111	1180.16488	65.38764	7.01439	2.64325	20.92071	34.63915	22.11995	7.10598	9.50053
5.57088	1.00000	26.44031	6.51021	7.21091	7.95205	-118.25508	7.38204	6.81006	1064.08227	74.51307	3.46195	1.63761	58.23103	34.14251	-0.56388	7.57655	7.69037
10.05679	0.00000	42.72552	4.79236	8.67799	5.06505	-80.66756	8.02676	8.05808	1073.77428	72.34420	8.09944	3.17861	50.92904	26.68451	16.16432	7.82542	9.46651
7.08925	1.00000	62.62485	8.41812	7.35466	4.68109	47.3799	6.15985	8.56876	1071.36069	62.21357	5.87005	1.50370	50.75793	33.14447	18.89936	5.67930	8.29189
11.82360	0.00000	37.56963	8.20311	7.28517	5.19999	-52.20639	8.33128	5.92990	1131.79508	77.57482		1.69642	39.44465	-3.20333	8.95515	7.67917	10.14612
7.53288	1.00000	54.76409	7.38479	6.75891	4.19719	2.61667	7.48283	8.19300	1059.38156	79.93393	8.41463	4.74164	54.10306	48.98333	19.37136	8.65243	9.91916
6.60863	0.00000	28.67512	7.62158	6.45890	9.35076	-53.13722	7.94329	7.14269	1059.59873	70.13679	5.38170	0.87893	43.42330	-22.92306	13.78421	9.09422	7.83316
4.96494	0.00000	79.37324	9.11058	8.47574	9.80380	-119.0376	6.87618	6.55104	1126.99119	81.73340	6.28420	1.77140	64.67995	34.21639	-9.65531	10.91543	7.75871
7.20030	1.00000	52.24778	5.87735	7.05917	5.59007	-95.44744	8.37246	6.49580	1061.48931	64.92127	6.78379	1.67536	46.40073	29.53885	11.44685	9.52190	9.78547
6.56078	1.00000	62.55847	8.99515	7.03087	7.64293	-119.48568	6.61013	7.74822	1103.40480	72.41984	5.74702	1.56012	32.36858	49.88307	16.81182	7.77688	7.99824
7.65276	0.00000	57.79498	9.64172	7.28864	9.52094	82.85749	8.93815	5.47481	1151.43749	68.37126	6.85793	1.80942	43.42664	17.54907	18.52751	8.30433	8.73101
8.08636	0.00000	34.66386	4.15479	7.45048	6.72165	77.54372	7.08093	7.73857	1078.91381	57.60850	6.42315	2.30503	68.99034	10.12268	24.85170	6.53918	7.82510
6.13820	1.00000	41.75633	7.96023	8.29635	5.83655	-78.87836	7.90223	7.00212	1093.46742	66.32496	8.03267	3.51044	38.60900	35.05266	35.09959	8.51658	9.62458
5.91849	1.00000	54.41975	8.49109	7.94732	6.87396	74.85849	9.31098	7.32954	1119.91741	52.46646	3.88500	1.60377	56.50580	31.28092	17.06504	7.55464	9.48383
6.40915	0.00000	39.26247	8.16789	7.42347	7.63788	7.20769	7.64547	6.46650	1130.65408	74.41870	6.53378	1.35921	60.21846	50.80019	22.53657	8.41832	9.23825
10.28485	0.00000	53.39107	9.86131	5.74833	4.15951	4.52529	7.92922	6.72074	1098.38965	77.43450	6.62073	2.13257	34.25930	50.71229	22.66577	5.07568	12.46890
9.16668	0.00000	67.51283	7.80404	7.33506	6.68972	-120.45794	6.94576	7.95691	1159.28340	73.32737	6.71463	2.58118	50.11490	34.63915	12.45797	6.08540	9.33600
6.98030	1.00000	49.87467	6.89436	8.76016	5.30219	33.9162	6.12359	7.31321	1165.46539	68.43505	5.14192	1.45505	26.23707	51.67822	3.76172	6.72629	8.29498
7.40882	0.00000	42.27643	9.89023	7.44438	8.64972	120.4861	7.39402	7.07801	1152.84730	53.37516	8.35601	4.16028	48.17111	16.0438	15.56383	11.60082	8.23634
10.38300	0.00000	49.17329	8.58555	8.25942	6.48893	117.81667	7.13612	7.74663	1153.86134	89.97268	6.73578	1.88383	63.26223	36.81667	17.73775	6.87381	9.43961
8.80292	1.00000	63.82797	7.96588	6.57597	2.79574	99.96667	6.69852	7.16894	1183.28178	62.43048	8.03341	3.41928	51.45786	8.43333	25.91521	8.95442	10.98265
5.34398	1.00000	35.34567	9.45745	8.30889	5.39065	123.17306	5.14101	6.50448	1147.62244	62.96915	6.69028	2.59257	49.13479	41.27194	3.89423	9.44802	6.15123
3.47324	0.00000	40.63844	9.90059	7.89403	8.41575	135.31667	8.10542	6.29227	1159.34074	61.80615	6.91296	2.37924	75.08645	34.25	4.08714	7.70200	10.52752
10.77132	0.00000	40.27585	8.18993	8.01528	4.63944	7.973	9.32141	7.24072	1112.81041	57.18488	7.89722	3.37137	53.32462	51.168	6.97104	5.75536	11.48123
7.71418	0.00000	44.13376	3.97171	8.54244	5.41438	47.3799	8.03259	7.00285	1095.85619	74.56264	4.58255	1.54060	68.64620	33.14447	11.57709	6.21599	8.05990
5.99037	1.00000	34.42520	6.08802	9.06580	5.22773	43.83992	9.12520	6.98479	1120.93708	70.34180	6.65722	1.89165	50.06988	55.39485	6.85848	8.38186	8.15011
4.94730	1.00000	46.94458	2.54934	5.85166	9.56157	118.53333	6.89279	7.75874	1063.45763	68.48197	2.52031	1.46176	39.87769	27.92333	23.93714	8.44544	5.37248
9.60289	0.00000	40.08770	6.28171	8.85643	6.17226	137.95378	7.50103	7.78061	1085.09085	55.75026	7.86357	3.31643	59.54550	35.82756	6.77280	6.91695	9.42313
8.44365	0.00000	89.59498	7.90723	7.87116	6.68219	32.86389	7.87390	7.73141	1146.46882	71.43850	3.90269	1.34756	39.57522	53.95278	2.00343	5.59959	8.43845
6.39258	1.00000	39.08227	6.60037	8.03285	5.48706	19.91667	10.10001	9.08823	1147.20417	70.78208	6.06856	1.53674	57.08950	-11.78333	17.93388	7.25097	8.13903
3.46653	1.00000	61.21444	10.45463	10.11201	5.38791	-1.08593	6.94824	7.13188	1063.18195	66.98104	5.79253	1.61916	78.57574	50.79205	30.19185	9.81127	7.00232
8.22697	1.00000	52.34504	8.05080	8.10665	6.46329	4.7934	8.08326	8.03248	1157.62565	64.66724	7.29255	2.48237	54.40639	45.69558	17.40998	8.83798	6.24723
5.17777	1.00000	50.58838	3.81203	8.39350	7.55580	11.34046	7.50565	8.55296	1153.81141	79.36942	5.05799	1.53277	64.08717	50.72043	18.06228		6.92346
6.40172	0.00000	63.36841	6.99747	7.33432	6.14049	99.1625	7.26908	6.48731	1083.00735	78.65636	2.65707	1.90325	71.12227	3.3285	7.14859	5.15136	8.68004
8.02472	0.00000	25.95745	11.09895	6.55933	6.94926	4.52529	7.05563	6.65663	1133.12562	72.65345	2.54615	0.86792	43.35784	50.71229	4.26095	5.24316	9.37072
6.75925	0.00000	39.45526	6.28178	6.53854	7.61439	-102.36764	7.30640	8.07588	1196.28254	67.25856	5.04760	1.76945	53.26445	31.84568	10.08796	4.95101	8.00041
10.04451	0.00000	47.71200	10.29204	8.53899	7.36811	120.5875	6.91275	7.17043	1127.77467	70.96637	8.21339	3.97310	44.31993	16.455	9.30137	7.90583	9.68520
6.03371	1.00000	71.10752	9.97466	7.60021	4.82396	16.91667	6.94047	8.23994	1149.22781	48.62138	8.21904	4.06548	44.23895	-21.98333	27.54327	9.34120	11.63008
3.66323	1.00000	40.11895	6.76106	7.52055	8.58591	168.31366	9.19810	7.67932	1080.99200	51.23058	5.63874	1.42392	45.96323	-17.73648	13.77624	10.32266	8.80782
10.94564	0.00000	34.79763	5.71414	8.47766	4.21261	0.47713	7.69830	7.68619	1157.22924	79.68982	7.83062	3.01508	55.43595	51.39323	24.25750	6.13240	10.38755
7.57220	1.00000	46.63924	8.11789	7.32699	3.82503	-2.68758	8.39608	5.81622	1148.38180	67.39096	7.28114	2.80236	54.44270	53.69786	36.91536	7.19981	9.64066
9.30484	0.00000	53.93113	5.87076	10.05626	6.37354	-38.94722	6.99923	7.56608	1166.21500	60.23435	6.94548	2.76659	52.55255	-15.675	28.44262	6.22502	8.82394
7.66057	0.00000	48.65135	8.98765	8.58948	8.02360	137.23333	7.68769	6.56470	1197.29956	75.33042	5.67456	1.52940	47.99803	35.8	25.29667	7.28006	9.98210
9.54465	0.00000	61.82541	6.02935	7.19296	6.29188	46.58333	6.53449	8.39921	1094.39189	54.29929	7.31507	2.45308	57.94854	-21.15	13.44854	5.52910	9.16305
6.36595	1.00000	58.33310	8.94734	6.76044	4.90763	109.22921	7.21647	7.40824	1187.08315	75.33219	7.04577	1.95594	49.57549	34.65918	21.88381	8.90258	10.68930
6.79915	0.00000	49.27161	6.19552	6.52533	8.09878	36.36339	8.61617	7.90073	1124.83571	64.40496	8.80152	6.10589	66.29960	0.03813	8.03853	9.62740	6.54281
4.41255	1.00000	35.33732	6.52005	7.20854	7.69045	59.4839	8.49141	7.86064	1140.57346	59.43707	5.17595	1.23742	52.24561	58.7002	22.28978	7.06119	7.22464
7.56240	0.00000	29.10944	6.59034	6.85246	5.92067	85.37752	7.49135	8.66321	1182.18834	73.02886	5.32202	1.38936	43.06978	22.10194	17.04870	5.06534	9.69020
4.43475	0.00000	61.84456	5.25518	6.31332	8.57281	46.83187	5.72754	6.62370	1157.32032	69.53529	7.36130	2.82424	40.99823	14.53767	9.41774	10.51560	8.13048
10.66549	0.00000	45.07165	9.54425	8.13809	3.60569	-79.2663	8.98866	7.41463	1157.95966	61.44420	4.36583	1.17438	65.76952	43.86682	15.66368	5.63066	11.36929
7.83831	0.00000	46.29013	7.50961	5.96345	5.57568	-5.22126	7.50058	9.44387	1058.18013	56.26197	3.81789	1.00661	52.68536	33.43443	15.01363	4.28944	9.74169
6.11169	1.00000	41.53485	5.04370	7.92161	6.19806	42.7125	8.13001	7.40481	1192.68938	69.99795	4.38871	1.49071	81.95298	11.15583	18.41805	9.01414	8.23211
4.48013		58.41392	9.33277	7.67538	8.96667	91.61356	7.89911	7.57478	1071.41599	71.50011	5.68162	1.78624	37.88668	26.44931	10.20439	8.75106	8.97916
8.84490	0.00000	60.47763	8.64643	7.19799	5.86030	-82.46148	8.70427	8.00546	1112.98708	56.92248	5.47151	1.37931	43.57721	28.15112	19.12702	5.46739	10.14967
5.79884	0.00000	69.64008	6.43103	7.95055	6.82691	139.6853	9.15870	8.12151	1193.86404	71.06894	3.12992	0.82589	36.29887	35.815	8.40503	4.12098	8.51755
11.34392	0.00000	41.06888	8.94556	7.92905	5.39098	72.34424	7.95322	8.52398	1107.94393	66.05125	5.84067	1.55051	48.29169	40.78206	20.07768	6.37206	9.83072
4.73901	0.00000	54.02188	10.30225	8.62387	5.03870	11.04979	7.12708	7.81914	1107.32588	61.16715	6.84144	2.31713	43.15059	44.59445	0.00214	7.91965	7.26990
12.25625	0.00000	47.75437	6.04487	7.17377	4.23110	-86.99666	5.65682	7.85010	1160.41393	71.24610	7.37587	2.64392	63.58961	33.45122	26.30124	6.48169	9.80491
8.02887	1.00000	46.69656	6.98452	9.58948	5.18955	47.31667	7.96004	6.21374	1192.28474	63.14509	5.90724	1.98231	45.61285	-19.65	5.06769	5.19926	10.46829
4.69253	1.00000	52.81448	8.45510	7.29075	4.99467	122.22833	8.35815	7.75548	1111.07080	61.77783	5.96363	1.89192	74.83877	40.66482	11.57535	10.14668	5.34179
5.36579	1.00000	50.97646		7.62957	7.32939	-91.77127	6.47510	7.81623	1131.99779	65.29421	4.94151	1.42951	66.03127	37.95143	28.98764	6.73127	5.46633
7.16354	0.00000	44.81989	6.36033	7.06075	8.80429	14.72443	8.53278	5.44730	1190.69566	53.35152	6.10844	1.57516	46.73080	36.92574	3.17682	6.71161	7.19360
5.64410	0.00000	43.33110	7.17141	7.85657	9.84611	59.4839	6.78529	6.48529	1094.08674	81.30302	8.10381	4.12131	47.24112	58.7002	11.62115	8.48151	9.02361
8.17527	1.00000	29.45322	4.79557	9.49442	4.24503	75.16878	6.90840	6.84004	1147.61691	67.38866	6.30019	2.17200	63.58569	30.81383	5.91120	8.61056	8.25277
6.83247	1.00000	45.74438	7.05869	6.51902	6.04368	-75.87877	7.43658	9.36618	1172.30094	64.33293	5.97419	1.45428	23.83096	5.6561	1.58685	8.53022	9.24753
4.31328	1.00000	41.17398	11.47448	7.21225	7.04865	4.62744	7.67623	7.94282	1174.73105	52.67269	5.67163	1.38916	51.77400	36.06386	-2.62019	7.25980	8.30310
6.82308	1.00000	61.83364	10.96952	6.81581	8.45099	-80.08199	8.19007	7.65502	1061.25412	57.05244	6.28557	1.67109	44.02095	35.88264	-0.68481	10.67071	6.42915
6.00352	0.00000	73.03127	8.86384	7.00090	9.03756	122.08333	7.02800	5.76797	1061.83338	55.34351	5.87044	1.27587	49.27928	46.08333	11.47979	9.40441	8.29666
4.92427	1.00000	42.15088	5.58336	8.26031	7.54297	-0.36053	6.85496	7.12109	1184.59611	74.21583	5.81680		44.14126	51.64316	26.24906	8.66912	7.69776
4.88179	1.00000	62.08376	4.72532	8.48565	7.35538	123.17306	8.76167	8.22486	1156.74721	60.80756	4.62655	1.28080	61.65294	41.27194	45.55492	8.10111	6.60802
6.56549	1.00000	41.73602	10.52866	7.06094	5.93712	36.73307	6.94369	8.46770	1123.57167	53.70540	7.50867	3.06848	45.54775	55.38752	3.46515	9.48041	4.79013
5.82039	1.00000	46.48653	6.97336	7.65591	6.27404	42.54536	7.54214	8.23632	1146.27812	59.90586	9.01550	8.04785	46.40865	-0.35817	19.88819	10.24018	9.85323
8.23996	1.00000	58.36559	4.33385	7.56686	5.26039	74.12286	8.36708	6.65375	1083.78068	68.54075	3.86660	2.15913	31.83983	30.76468	18.55548	5.94428	6.18139
5.71184	1.00000	61.41287	7.63365	5.80847	7.83165	-1.47217	9.24121	9.54492	1121.41773	65.13248	6.02487	1.58508	44.37247	53.46506	6.53247	9.56323	9.78904
6.32283	1.00000	50.17457	7.41093	6.69825	5.35198	27.25	7.54045	6.71606	1062.80195	56.49829	6.68749	1.81651	46.27715	42.7	18.69039	7.95981	7.61468
9.57845	0.00000	28.23145	5.13143	5.98738		38.07083	5.69426	8.67729	1194.35520	75.01270	7.92693	3.43439	55.97872	54.90083	5.57927	8.19709	7.40922
9.36888	0.00000	48.33172	6.87730	8.16873	6.50468	9.40531	7.34430	6.21209	1155.90953	58.93341	5.63117	0.99223	58.83619	45.53069	23.21964	5.45843	8.56875
5.50413	1.00000	54.22632	6.61885	7.36436	5.13326	138.31667	6.37232	7.91121	1088.05770	67.19696	6.29667	2.35721	61.51410	36.65	24.09444	7.94687	
6.47232	0.00000	21.56049	2.74242	7.16501	7.56098	-100.88023	8.02500	7.95454	1176.48625	56.01353	5.52940	1.30671	36.52074	20.21322	27.55499	5.78372	6.66640
7.93173	0.00000	40.80562	6.15498	7.27856	7.93865	32.88667	5.29974	8.67408	1121.48594	70.44881	5.13220	2.21051	50.76975	3.27833	9.18990	5.90223	7.18906
6.03752	1.00000	61.79171	6.26193	9.66905	6.90281	-71.19901	5.86661	7.49534	1078.04825	80.32549	7.14900	2.29437	43.13876	-30.60106	4.93936	11.70788	10.11889
6.73652	1.00000	56.60198	6.27711	5.81979	6.61969	-122.38731	7.02100	8.68374	1106.95644		7.01918	1.25272	57.07133	45.53929	-0.85878	10.23300	9.94268
5.20526	1.00000	70.47505	4.19338	8.53910	9.13872	10.78222	6.30352	7.88824	1184.95881	70.49585	3.84144	0.74896	64.87540	36.46917	8.57012	10.42466	8.24719
6.93696	0.00000	34.53008	5.22004	7.63518	4.11697	75.11937	8.56140	7.53888	1125.95457	66.01821	4.37150	1.11665	64.65143	20.88098	29.75097	3.06004	10.58653
5.02882	0.00000	49.41329	8.41536	7.85051	9.36163	-47.1725	6.74156	7.27875	1158.11533	64.46270	7.29371	2.62811	59.17473	-22.57306	12.29400	10.51561	7.34333
4.67076	1.00000	54.30719	7.23224	7.16181	7.07105	-123.02621	6.90125	5.45384	1089.26930	72.78411	6.41600	1.94068	66.33476	44.99012	-3.69141	9.83925	9.45687
6.09317	1.00000	50.17817	11.11613	6.71321	7.89991	-2.77259	8.44611	9.26929	1143.88260	71.61321	6.06015	1.31713	48.40586	37.49073	31.73085	4.35195	10.00091
6.79341	1.00000	80.79955	9.60110	7.63133	6.95242	1.10687	7.58934	6.91830	1147.82517	68.74711	5.99863	1.09097	56.10002	41.15612	18.76869	9.58502	4.14484
5.78067	1.00000	64.80250	5.74692	9.02190	6.94602	101.18445	6.92341	7.40507	1182.92129	64.83330	6.05679	1.54749	38.94134	13.44581	19.79311	7.78096	7.05701
5.52484	1.00000	52.10425	5.74662	9.99038	7.28698	107.60627	6.62303	7.23399	1117.93768	79.24783	7.66207	2.68772	46.71711	51.82721	6.41638	10.47209	9.16762
5.52925	1.00000	2.24708	3.26152	6.77271	6.72770	-58.38341	7.34288	8.60487	1071.51255	68.81188	5.43154	1.85145	41.55211	-34.64966	8.94514	7.66948	5.63247
7.99604	0.00000	60.73729	9.62417	6.87627	7.58738	123.758	8.49885	6.93065	1146.87705	68.82672	3.40700	1.32582	52.73517	10.20898	11.59246	6.15704	13.19720
6.48689	1.00000	58.44164	9.16369	8.52309	7.03133	-80.38297	9.34737	7.77087	1082.23886	70.69353	6.16251	1.97820	41.43725	42.8334	26.59178	9.75515	8.16134
4.26966	1.00000	48.29127	10.99854	7.86805	5.61782	77.23826	7.19837	7.38885	1197.11337	65.74122	6.33240	1.93048	63.93817	11.50526	7.53389	10.32220	4.07933
6.64267	0.00000	27.89171	5.90213	6.24476	5.83999	14.66737	8.42672	9.19845	1052.84959	52.97872	6.49671	2.53743	29.39495	41.55947	15.46125	4.99877	10.19989
7.63520	0.00000	69.95284	2.97767	8.83414	6.97036	-84.20299	7.44510	5.41007	1092.69637	65.20353	5.57078	1.88444	53.81078	39.43534	14.99198	5.38635	6.71025
6.68755	0.00000	39.70008	2.82999	9.93361	4.36082	5.74861	5.29386	6.59173	1194.28200	68.31504	7.44164	2.45958	43.25213	52.71083	23.89469	4.37383	10.53082
4.56666	1.00000	42.12718	3.88914	7.68242	8.24298	10.18003	6.72921	6.71717	1092.07439	42.57107	3.74309	1.44765	36.41778	24.96334	8.28052	8.70903	6.16756
7.27549	0.00000	27.45710	8.22682	5.85181	7.68137	7.973	8.47781	7.72531	1066.45737	69.90438	6.36952	2.65604	64.00112	51.168	5.84179	8.22522	8.91466
4.36925	1.00000	44.34378	11.81184	6.39990	7.61286	122.05228	5.94277	7.29813	1187.93075	64.07032	5.21960	2.05063	48.55204	37.19723	17.88921	11.13237	4.48612
5.56877	1.00000	86.14217	9.90660	7.74556	4.52942	-80.58556	7.17943	7.22230	1118.22142	79.12335	7.61586	1.75499	35.54544	22.98212	3.74035	9.17202	5.46132
8.18000	0.00000	49.23894	3.58616	7.10393	4.17449	-83.2321	8.77001	7.04644	1187.97695	69.11700	8.19431	4.29750	45.10326	33.08014	4.56100	4.56819	10.95228
5.82797	0.00000	57.58066	8.52032	7.00988	5.11427	-79.59415	8.53732	6.80335	1079.52518	57.46180	6.59627	1.10144	41.54680	-2.13404	7.26630	8.58824	6.11687
6.91404	1.00000	55.56433	5.62197	6.89020	3.87122	171.25364	8.58243	7.67159	1093.33921	50.79743	6.99652	2.38911	64.62325	-44.39672	27.59007	11.03173	7.34224
7.70543	0.00000	40.04729	10.37284	6.46661	10.37089	28.28489	6.59536	7.77647	1137.75648	75.02291	6.98395	2.11989	39.25880	48.15659	6.35887	9.16036	8.96477
7.81569	0.00000	34.85933	9.14016	7.67204	7.96437	-87.71255	7.34736	10.05308	1056.67734	64.79206	4.61423	1.12771	65.02854	41.84364	11.41881	7.67955	10.87861
6.75031	1.00000	47.81976	9.78798	5.49079	4.58719	-111.99633	7.95564	6.80409	1149.21830	67.39591	8.97198	7.85482	48.72273	40.65995	26.18878	8.52644	11.32368
6.56272	0.00000	39.92179	8.27520	7.93135	9.04995	9.15013	7.03358	8.21421	1140.43231	70.52424	4.98530	1.65935	61.83131	13.70727	5.15553	8.91298	8.74412
5.68923	0.00000	67.34578	6.89473	7.60835	6.51663	-73.47429	7.24237	6.85044	1191.83362	66.96213	5.99807	0.79879	44.30680	40.68066	6.55339	4.10577	10.36437
7.66570	1.00000	70.22027	9.47347	6.86949	8.11144	-156.47432	8.04216	7.43646	1106.65930	71.79184	6.19965	2.00272	59.88951	20.88953	17.31526	7.00851	9.02136
7.98246	0.00000	50.39016	10.57378	7.16896	8.73115	-77.96389	7.88885	6.55148	1098.89079	69.00753	7.02846	1.92581	57.13066	39.45621	20.43707	8.95364	9.19159
5.06193	1.00000	46.63967	4.40984	8.04896	8.79562	25.34244	6.90642	6.59729	1170.48351	61.20206	6.38121	2.64781	39.98317	50.75932	-6.08154	10.03273	7.43872
6.51899	0.00000	57.95878	2.75345	8.64969	6.79819	-121.75689	7.83879	7.29121	1104.74780	63.96497	5.92215	1.45948	59.27058	36.91023	11.80068	5.73734	7.46922
5.96838	1.00000	32.09989	7.00006	8.76147	5.83419	46.10925	7.82088	6.68555	1082.58888	62.56687	7.86667	2.93462	54.29454	43.35071	14.00630	10.50113	10.40637
6.09872	0.00000	68.66926	3.68018	8.74498	8.19444	4.74161	9.23648	6.99583	1089.42391	71.67071	7.43931	2.00152	63.42659	7.62789	10.30352	6.27385	7.64723
6.49539	1.00000	51.30907	6.07530	8.18418	6.15024	-77.02303	8.16079	7.48815	1106.90497	85.66741	4.97772	1.44618	51.60516	38.70734	27.66273	7.69834	8.30697
3.65604	1.00000	51.51860	10.93922	9.00071	4.17724	4.25633	7.91571	8.62497	1070.72965	69.49867	6.93579	2.40765	47.93339	51.21187	2.53066	7.20992	7.25768
5.87870	0.00000	33.16551	9.62120	6.31541	9.34249	-1.05366	9.65758	8.35724	1091.41995	67.43740	8.45933	5.40264	36.83136	43.71032	15.73941	10.07548	7.49591
7.85674	1.00000	30.54100	6.23499	6.68217	5.03077	-95.44744	8.37090	7.76370	1106.32446	51.88368	5.21959	1.52237	31.50816	29.53885	12.27599	7.79408	
8.72241	1.00000	60.04749	7.26505	10.05790	6.46334	-122.39168	9.15014	6.39589	1197.86244	56.14675	7.29490	2.24776	37.35108	40.58654	9.68859	8.51990	5.01332
9.42326	0.00000	45.46529	7.11545	7.24654	5.25717	17.58522	7.58305	9.28038	1110.61410	57.85991	5.68280	2.27058	51.02816	40.53123	19.50128	5.06476	9.96008
7.62716	1.00000	44.44380	6.33380	8.50206	5.79671	15.46667	7.48295	6.75242	1194.87236	62.47382	6.79510	1.57360	59.00757	47.05	21.61578	12.16546	5.21399
11.72460	0.00000	44.04133	5.96110	6.60724	8.12510	9.85	7.68728	9.34052	1172.10480	61.59378	7.19686	2.27071	47.21074	53.63333	18.71493	8.81928	6.07060
12.73296	0.00000	49.74607	11.13719	7.26180	5.18456	-77.55777	9.08175	6.88199	1116.07208	66.98323	6.93811	2.08162	16.36590	37.52487	21.92057	6.79012	11.21202
5.26662	1.00000	37.62979	8.74047	7.26030	4.68051	-86.78777	8.78137	7.55987	1171.31029	51.99418	6.59166	1.86662	56.26252	33.44872	13.34285	7.01476	6.58657
6.77369	1.00000	30.84412	8.09666	8.58552	6.06699	-61.4867	7.29548	7.56738	1094.87856	72.82681	6.30124	2.53246	47.69765	-31.25033	11.91341	8.91270	3.78180
4.64119	0.00000	63.44297	9.33785	9.24214	9.43416	-63.13414	8.18499	6.33610	1091.78891	63.17780	5.91744	1.76724	33.35595	46.23899	16.45780	7.30447	10.48115
7.92650	1.00000	53.67445	6.30949	8.41963	5.03537	-91.11667	8.41884	8.50298	1189.48570	69.33132	4.40451	2.44842	81.38317	14.93333	2.72124	7.78818	9.05745
9.12972	0.00000	62.68641	8.25045	8.51197	6.65061	111.50861	7.02026	6.88616	1109.59119	61.43773	5.20967	1.64476	53.36286	32.54278	18.61101	5.01970	9.05529
8.09240	1.00000	41.51165	4.47894	6.90605	5.44927	-41.45861	7.40078	7.60843	1131.69611	65.25035	4.91781	1.26862	46.77500	-4.42472	22.56969	7.50832	7.80184
5.33037	1.00000	53.85366	5.33373	9.33556	9.20340	-74.95472	8.75997	4.82028	1163.32388	75.60266	5.14840	1.65554	22.85445	10.98778	18.63039	10.07603	8.23308
5.23376	0.00000	48.05595	9.70222	7.25439	10.53318	1.10687	5.95568	7.11843	1087.72542	65.18737	5.59131	2.08572	29.40564	41.15612	25.44887	10.41674	7.77561
3.80294	1.00000	77.71713	9.59532	7.93718	4.62409	2.59753	9.50307	6.56080	1055.94868	63.37677	6.13419	1.34884	37.63681	8.88649	11.55502	8.30241	6.65459
7.84859	1.00000	41.53577	7.67549	7.75009	7.24712	-121.75689	8.09184	8.38565	1091.48480	71.85766	6.38842	1.27346	39.79113	36.91023	14.39181	7.60984	5.99376
5.83644	1.00000	54.45409	7.77774	8.82617	6.81481	3.16667	7.58803	7.93468	1093.12657	75.70864	8.05698	3.64060	50.50579	50.8	26.68561	9.13452	9.89259
4.20360	1.00000	42.50596	10.55107	9.63873	10.22232	-88.64235	7.20564	7.31883	1192.38696	54.10460	6.85973	1.93621	43.15652	46.09273	12.18302	9.60212	8.43766
4.97358	1.00000	63.14049	10.39123	9.05815	6.87882	14.01481	6.97457	7.98128	1119.54174	66.60557	5.67518	2.39183	53.56693	42.67164	7.24184	8.57108	8.31512
6.07785	0.00000	59.24982	7.79195	6.31799	7.05993	112.01667	5.73790	7.91105	1119.08061	72.13461	3.47099	1.43300	38.98126	-7.81667	0.39262	4.95831	8.83852
4.41957	1.00000	40.02286	8.06438	6.99116	9.14032	30.98551	8.95050	7.94719	1123.99298	67.95684	7.71097	2.69749	47.22717	2.41669	16.36355	9.35818	7.39496
6.72526	1.00000	61.53364	8.89516	7.60378	5.93641	-119.0376	7.31910	7.26072	1121.53445	71.50874	7.13815	2.71704	65.26618	34.21639	25.28537	8.79179	6.40955
6.95872	1.00000	51.99137	11.31981	8.11622	8.29771	7.973	6.56009	6.01764	1123.38580	63.49878	6.65705	1.94706	48.70338	51.168	24.01621	9.07321	5.35641
5.01314	1.00000	55.76600	5.88532	8.81099	7.21508	11.04979	7.20920	8.35765	1077.22284	77.36716	7.14099	1.91677	60.15481	44.59445	8.80179	7.90863	7.20261
6.86669	1.00000	50.82820	7.17012	6.62973	5.22353	43.2379	8.79219	5.46760	1131.23368	70.59732	7.98162	3.66233	33.26126	50.06	14.94529	9.79830	10.36289
4.43119	0.00000	51.09443	9.02715	7.82828	9.50293	122.05228	8.66142	7.48828	1100.28206	66.92876	4.05371	1.86458	46.06840	37.19723	23.42532	7.67560	10.47063
6.62710	0.00000	53.23084	10.68777	9.04268	8.67544	2.61667	7.73159	7.72432	1121.02127	74.58868	6.48528	2.07332	50.51905	48.98333	6.22960	9.05908	10.85480
11.94194	0.00000	41.65156	9.25774	8.35658	3.70551	72.54566	8.97532	7.46953	1139.20811	67.87324	8.33179	4.76892	30.90102	29.69221	31.11460	5.67898	12.70302
7.52292	1.00000	23.00262	6.98517	8.65895	5.61683	24.14662	8.89277	8.69011	1154.42621	67.90304	6.97823	1.38348	52.06316	65.84811	18.42245	12.61790	4.75115
5.46231	1.00000	52.15850	8.03259	6.36107	5.73263	99.95469	8.05490	7.84265	1195.98000	81.05318	5.89853	1.49340	57.66498	13.51825	6.79931	11.24367	4.23357
4.22675	0.00000	50.49343	10.81934	6.87152	9.77311	7.60872	8.53348	9.11528	1095.28151	56.52395	5.64113	1.41035	45.10713	43.78956	15.95608	8.24172	9.82898
6.58838	1.00000	50.41117	10.90052	5.39102	7.90554	-75.60804	6.04339	7.37969	1078.95433	62.57933	5.66263	0.71389	38.14791	39.96097	15.72609	8.29557	5.55602
11.10631	0.00000	31.21652	5.91254	7.15568	6.14785	97.01124	6.77037	7.51841	1093.84889	71.24196	9.21363	8.68613	28.01402	17.30858	38.32286	8.18314	9.20026
