code	latitude	QoS	longitude	revision	location
CH	47.30997	good	8.52462	2014/03/09	Europe/Zurich
US	39.45621	average	-77.96389	2016/01/28	America/New_York
KH	13.65805	accep	102.56365	03/26/2022, 00:00:00	Asia/Phnom_Penh
GB	51.84819	good	1.26738	2016-03-11	Europe/London
DE	51.88333	accep	8.51667	22 Feb 2015	Europe/Berlin
AU	-31.95224	accep	115.8614	2018-10-08	Australia/Perth
RU	56.11281	excellent	69.49015	2021/10/19	Asia/Yekaterinburg
BY	55.1904	good	30.2049	31 Dec 2012	Europe/Minsk
GB	50.76306	accep	-1.29772	05 Dec 2020	Europe/London
IN	21.46527	excellent	83.97573	2013-11-28	Asia/Kolkata
FR	48.79325	accep	2.29275	08 Jan 2018	Europe/Paris
NI	13.48082	excellent	-86.58208	06 Aug 2021	America/Managua
BR	-22.57306	excellent	-47.1725	12/22/2015, 00:00:00	America/Sao_Paulo
IN	15.5439	excellent	73.7553	2017-09-29	Asia/Kolkata
US	33.52253	excellent	-117.70755	2015-11-30	America/Los_Angeles
LK	6.84019	building	79.87116	2013-06-20	Asia/Colombo
ID	-7.57897	average	112.23109	2020-11-12	Asia/Jakarta
EC	-2.13404	good	-79.59415	2019-11-09	America/Guayaquil
CN	37.19723	accep	122.05228	04/06/2017, 00:00:00	Asia/Shanghai
FR	48.90472	excellent	2.2469	2015-11-01	Europe/Paris
FI	60.2052	excellent	24.6522	08 Feb 2018	Europe/Helsinki
AU	-32.05251	building	115.88782	10/26/2021, 00:00:00	Australia/Perth
US	29.65163	excellent	-82.32483	08/07/2018, 00:00:00	America/New_York
CM	4.2475	good	9.00472	03 Jun 2021	Africa/Douala
IN	28.71271	building	77.656	2019/06/01	Asia/Kolkata
GB	53.7446	average	-0.33525	17 Mar 2021	Europe/London
FR	43.2907	maintenance	5.4384	12 Dec 2013	Europe/Paris
PT	37.74615	average	-25.66689	2018-10-05	Atlantic/Azores
PK	27.52948	maintenance	68.75915	2013/07/20	Asia/Karachi
RU	57.97472	building	33.2525	07/03/2019, 00:00:00	Europe/Moscow
US	41.80753	accep	-87.65644	21 Jul 2015	America/Chicago
DE	52.4581	average	13.28702	2021-07-03	Europe/Berlin
RU	56.85836	average	35.90057	2022-08-15	Europe/Moscow
US	41.27621	good	-72.86843	12/09/2015, 00:00:00	America/New_York
IN	31.28092	average	74.85849	14 May 2019	Asia/Kolkata
US	47.64995	good	-117.23991	13 Jul 2022	America/Los_Angeles
GM	13.56667	accep	-15.6	2015-04-09	Africa/Banjul
HK	22.37066	excellent	114.10479	2013-01-26	Asia/Hong_Kong
US	44.99012	average	-123.02621	03 Aug 2014	America/Los_Angeles
US	40.65995	good	-111.99633	2020/09/01	America/Denver
DE	48.07667	excellent	8.64409	26 Dec 2017	Europe/Berlin
FR	46.67535	good	5.55575	2021-04-03	Europe/Paris
US	37.60876	good	-77.37331	2014/04/03	America/New_York
RU	55.62047	good	37.49338	18 Sep 2020	Europe/Moscow
DE	50.09019	accep	8.4493	04/14/2016, 00:00:00	Europe/Berlin
RU	53.37596	maintenance	51.3452	02 Jul 2020	Europe/Samara
FI	60.18427	good	24.95034	08/28/2022, 00:00:00	Europe/Helsinki
CL	-30.60106	accep	-71.19901	2021/10/14	America/Santiago
RU	55.64776	accep	38.02486	02/05/2016, 00:00:00	Europe/Moscow
CH	47.30997	average	8.52462	2015/08/30	Europe/Zurich
SO	9.89206	excellent	43.38531	2019-04-18	Africa/Mogadishu
MG	-22.9	average	44.53333	2019/10/11	Indian/Antananarivo
DE	53.94313	accep	10.30215	2018/06/13	Europe/Berlin
CU	22.98212	maintenance	-80.58556	2013-10-15	America/Havana
LK	6.84019	accep	79.87116	2020/05/06	Asia/Colombo
NG	10.61285	excellent	12.19458	10/10/2012, 00:00:00	Africa/Lagos
SL	8.48714	average	-13.2356	02/25/2013, 00:00:00	Africa/Freetown
CR	10.63504	accep	-85.43772	12 Oct 2018	America/Costa_Rica
RU	64.5635	average	39.8302	2017/07/13	Europe/Moscow
UA	47.48444	average	36.25361	11 Feb 2021	Europe/Zaporozhye
US	41.0051	accep	-73.78458	2021-07-18	America/New_York
FR	50.75	excellent	2.25	11 Sep 2014	Europe/Paris
LT	55.25	average	24.75	17 Apr 2022	Europe/Vilnius
US	32.52515	maintenance	-93.75018	07/29/2014, 00:00:00	America/Chicago
CN	37.73222	excellent	115.70111	2015-04-12	Asia/Shanghai
JP	34.4833	good	136.84186	2014/02/19	Asia/Tokyo
FR	43.83125	building	5.03586	04/03/2017, 00:00:00	Europe/Paris
IN	25.75728	accep	75.37991	2018/03/16	Asia/Kolkata
CA	42.8334	maintenance	-80.38297	11 Dec 2019	America/Toronto
US	42.52787	good	-70.92866	2016/02/15	America/New_York
CN	37.65181	good	120.33063	05 Oct 2014	Asia/Shanghai
DE	52.86147	average	9.5926	2014/08/01	Europe/Berlin
TZ	-10.33333	good	39.28333	11/21/2012, 00:00:00	Africa/Dar_es_Salaam
DZ	36.72544	accep	3.55665	03/15/2018, 00:00:00	Africa/Algiers
US	42.30865	accep	-83.48216	09/12/2016, 00:00:00	America/Detroit
MA	34.31	good	-2.16	01 Dec 2017	Africa/Casablanca
TR	37.31309	excellent	40.74357	2012/11/16	Europe/Istanbul
US	43.54072	good	-116.56346	2013-03-07	America/Boise
TR	40.1675	average	34.37389	06/17/2015, 00:00:00	Europe/Istanbul
GH	7.06273	average	-1.4001	2018-05-06	Africa/Accra
MX	22.49396	excellent	-105.36369	09/11/2018, 00:00:00	America/Mazatlan
FR	48.86667	maintenance	2.08333	10 May 2019	Europe/Paris
AR	-34.74785	accep	-58.70072	16 Jan 2022	America/Argentina/Buenos_Aires
RU	57.30185	good	39.85331	11/05/2019, 00:00:00	Europe/Moscow
RU	54.84444	average	38.16694	05/26/2016, 00:00:00	Europe/Moscow
ES	43.31667	accep	-2.68333	2020-04-16	Europe/Madrid
RU	55.62047	excellent	37.49338	11/04/2019, 00:00:00	Europe/Moscow
TZ	-6.8	good	39.25	2016/07/16	Africa/Dar_es_Salaam
CO	5.20856	average	-74.73584	04/09/2015, 00:00:00	America/Bogota
US	33.35283	building	-111.78903	2014-07-31	America/Phoenix
BG	43.4125	average	23.225	08 May 2019	Europe/Sofia
FR	46.67535	average	5.55575	05 Dec 2019	Europe/Paris
US	41.75338	maintenance	-86.11084	2018/02/28	America/Indiana/Indianapolis
US	40.5576	building	-74.28459	2013-08-08	America/New_York
ZA	-24.19436	excellent	29.00974	2021/06/02	Africa/Johannesburg
PH	6.95194	excellent	121.96361	09/18/2014, 00:00:00	Asia/Manila
AR	-54.8	accep	-68.3	07 Oct 2018	America/Argentina/Ushuaia
CN	35.20889	maintenance	111.73861	04/28/2022, 00:00:00	Asia/Shanghai
UZ	40.11583	maintenance	67.84222	11/30/2018, 00:00:00	Asia/Samarkand
TN	35.72917	excellent	10.58082	2022/01/16	Africa/Tunis
ID	-7.73379	average	113.69785	2021/03/09	Asia/Jakarta
PH	16.455	good	120.5875	01/21/2014, 00:00:00	Asia/Manila
MX	25.87972	accep	-97.50417	2014-09-15	America/Matamoros
US	45.0408	good	-93.263	10 Sep 2021	America/Chicago
BD	23.9028	average	89.11943	11/09/2020, 00:00:00	Asia/Dhaka
US	47.92526	average	-97.03285	07/05/2014, 00:00:00	America/Chicago
ES	41.41204	good	2.18247	2018/04/07	Europe/Madrid
CG	-4.26613	building	15.28318	05/01/2022, 00:00:00	Africa/Brazzaville
PR	18.03496	average	-66.8499	03/29/2020, 00:00:00	America/Puerto_Rico
NZ	-44.39672	accep	171.25364	2013-03-21	Pacific/Auckland
CD	-8.73508	good	24.99798	08 Jan 2020	Africa/Lubumbashi
KE	3.11988	accep	35.59642	04/17/2017, 00:00:00	Africa/Nairobi
CA	45.4473	maintenance	-73.75335	07/09/2016, 00:00:00	America/Toronto
TR	40.98894	excellent	28.67582	23 Oct 2012	Europe/Istanbul
CO	6.46838	maintenance	-73.26022	04/29/2014, 00:00:00	America/Bogota
GB	53.46506	accep	-1.47217	2019/12/08	Europe/London
US	35.61452	maintenance	-88.81395	2015-03-23	America/Chicago
RU	59.80917	average	30.38167	2019-11-25	Europe/Moscow
IT	41.55947	accep	14.66737	2021/03/28	Europe/Rome
TT	10.66668	good	-61.51889	2020/05/03	America/Port_of_Spain
RU	58.1908	good	40.17171	2018/02/13	Europe/Moscow
CM	3.51667	average	11.5	12/04/2016, 00:00:00	Africa/Douala
NG	7.65649	excellent	4.92235	19 Jan 2018	Africa/Lagos
PL	50.20528	average	19.27498	2017-01-31	Europe/Warsaw
ID	-1.26424	average	104.09701	07/11/2016, 00:00:00	Asia/Jakarta
US	29.53885	accep	-95.44744	2021/12/05	America/Chicago
CO	6.46838	excellent	-73.26022	09 Mar 2020	America/Bogota
RU	53.53041	acceptable	43.67663	2022-02-25	Europe/Moscow
US	38.70734	excellent	-77.02303	09/07/2021, 00:00:00	America/New_York
US	32.35126	good	-95.30106	10 Jan 2014	America/Chicago
FR	43.61092	accep	3.87723	2019/12/07	Europe/Paris
RU	58.7002	accep	59.4839	01/18/2015, 00:00:00	Asia/Yekaterinburg
US	42.7392	average	-84.62081	05 Aug 2016	America/Detroit
IN	25.6439	average	77.9129	02/09/2015, 00:00:00	Asia/Kolkata
PK	30.46907	maintenance	70.96699	2020/04/24	Asia/Karachi
DE	54.52156	accep	9.5586	2019/03/07	Europe/Berlin
TD	12.18441	good	18.69303	2018/07/22	Africa/Ndjamena
PT	37.08819	excellent	-8.2503	2022/06/13	Europe/Lisbon
US	41.84364	accep	-87.71255	2013-01-26	America/Chicago
BR	-8.66667	good	-35.71667	09/24/2017, 00:00:00	America/Recife
SA	27.0174	accep	49.62251	2019/04/09	Asia/Riyadh
ES	38.38479	maintenance	-0.76773	06/12/2021, 00:00:00	Europe/Madrid
US	38.17492	accep	-122.2608	2021-08-24	America/Los_Angeles
CN	30.35028	average	112.19028	16 Dec 2015	Asia/Shanghai
US	41.57721	building	-93.71133	2018-06-06	America/Chicago
FR	45.69558	average	4.7934	2014/12/21	Europe/Paris
DE	51.19139	accep	6.51352	2014/02/28	Europe/Berlin
CN	34.56861	accep	105.89333	2013/11/04	Asia/Shanghai
BD	22.83957	maintenance	91.84128	08/03/2015, 00:00:00	Asia/Dhaka
GB	51.65	average	-0.2	27 Apr 2014	Europe/London
IN	23.1959	maintenance	86.51499	2013-05-24	Asia/Kolkata
IQ	32.61603	good	44.02488	11/09/2019, 00:00:00	Asia/Baghdad
US	41.9001	excellent	-71.08977	2015/10/13	America/New_York
IN	27.9247	accep	78.40102	2018-10-18	Asia/Kolkata
IN	25.6439	building	77.9129	08/25/2021, 00:00:00	Asia/Kolkata
FR	48	good	-4.1	2019-09-07	Europe/Paris
US	40.82232	building	-74.15987	2014-07-01	America/New_York
US	42.4251	good	-71.06616	09/05/2018, 00:00:00	America/New_York
PE	-15.21194	good	-75.11028	28 Aug 2017	America/Lima
DE	50.23805	average	8.86704	2020/01/08	Europe/Berlin
BY	55.1904	good	30.2049	2016-07-13	Europe/Minsk
RU	44.92934	good	37.99117	26 Nov 2012	Europe/Moscow
DE	52.2	average	8.63333	2018/05/07	Europe/Berlin
MX	22.49396	excellent	-105.36369	14 Feb 2017	America/Mazatlan
UA	50.18545	accep	27.06365	04/08/2020, 00:00:00	Europe/Kiev
CN	41.94175	maintenance	123.50266	2022/08/11	Asia/Shanghai
KR	34.8825	average	128.62667	2015/09/10	Asia/Seoul
UA	45.99194	building	29.41824	09/28/2012, 00:00:00	Europe/Kiev
DE	51.20219	excellent	7.36027	2015/12/17	Europe/Berlin
MX	17.94979	good	-94.91386	15 Jun 2022	America/Mexico_City
GB	52.48173	average	-2.12139	21 Nov 2013	Europe/London
FI	65.84811	average	24.14662	12/31/2014, 00:00:00	Europe/Helsinki
LT	54.39635	excellent	24.04142	26 May 2021	Europe/Vilnius
CF	4.94273	good	15.87735	24 Sep 2014	Africa/Bangui
RU	58.1908	accep	40.17171	24 Dec 2016	Europe/Moscow
IT	40.87329	average	14.43865	23 Dec 2012	Europe/Rome
FR	46.32313	excellent	-0.45877	21 May 2013	Europe/Paris
ES	39.96348	excellent	-4.83076	2022-06-02	Europe/Madrid
FR	48.98994	excellent	2.1699	2020-05-22	Europe/Paris
RU	55.38752	excellent	36.73307	2019/10/08	Europe/Moscow
DZ	36.76775	accep	2.95924	26 Oct 2019	Africa/Algiers
BA	44.75874	good	19.21437	04 Jul 2015	Europe/Sarajevo
IR	32.65246	excellent	51.67462	16 May 2018	Asia/Tehran
DE	49.03685	average	8.70745	2021/12/15	Europe/Berlin
BR	-0.71667	building	-48.52333	2022-07-04	America/Belem
GE	41.82143	good	41.77921	2018/02/17	Asia/Tbilisi
IN	20.88197	good	85.83334	06/12/2015, 00:00:00	Asia/Kolkata
US	42.30865	maintenance	-83.48216	12 Feb 2021	America/Detroit
MY	4.88441	good	101.96857	2022/03/04	Asia/Kuala_Lumpur
US	33.54428	excellent	-84.23381	2015-08-13	America/New_York
MX	21.28306	excellent	-89.66123	2015/01/29	America/Merida
DE	49.5099	good	6.74549	03 Jun 2019	Europe/Berlin
UA	49.07866	accep	30.96755	28 Feb 2013	Europe/Kiev
LY	30.75545	average	20.22625	06/10/2016, 00:00:00	Africa/Tripoli
ET	6.03333	excellent	37.55	12/20/2012, 00:00:00	Africa/Addis_Ababa
HT	18.65297	maintenance	-72.09391	2019-07-24	America/Port-au-Prince
CN	34.85	good	117.33333	01/16/2021, 00:00:00	Asia/Shanghai
IN	31.28092	maintenance	74.85849	02/06/2019, 00:00:00	Asia/Kolkata
IN	34.08565	accep	74.80555	2022/02/07	Asia/Kolkata
US	32.5007	excellent	-94.74049	01/20/2015, 00:00:00	America/Chicago
CN	37.65181	accep	120.33063	2015/09/14	Asia/Shanghai
IR	35.6803	accep	51.0193	26 May 2022	Asia/Tehran
PL	50.86079	good	17.4674	18 Jul 2018	Europe/Warsaw
PH	10.31672	average	123.89071	27 Nov 2019	Asia/Manila
AU	-25.54073	good	152.70493	12/20/2019, 00:00:00	Australia/Brisbane
DE	48.35693	good	10.98461	01/08/2021, 00:00:00	Europe/Berlin
US	39.45621	excellent	-77.96389	14 Jun 2019	America/New_York
MX	21.01858	excellent	-101.2591	05/09/2022, 00:00:00	America/Mexico_City
EG	26.67319	maintenance	31.4976	19 Apr 2018	Africa/Cairo
PH	10.31672	maintenance	123.89071	22 Jun 2016	Asia/Manila
MA	34.31	good	-2.16	09/03/2014, 00:00:00	Africa/Casablanca
US	33.92946	accep	-116.97725	2020/04/08	America/Los_Angeles
BR	-8.28333	excellent	-35.03333	2021/09/29	America/Recife
GB	51.40148	excellent	-1.32471	10 Aug 2022	Europe/London
PH	8.56697	excellent	123.33471	2015/03/09	Asia/Manila
RU	59.80917	accep	30.38167	2019/02/13	Europe/Moscow
RU	55.64776	accep	38.02486	2018-06-14	Europe/Moscow
RU	55.62047	good	37.49338	09/26/2022, 00:00:00	Europe/Moscow
ID	3.7278	maintenance	98.6738	09 Sep 2015	Asia/Jakarta
PR	18.42745	average	-67.15407	2015/02/09	America/Puerto_Rico
CA	46.1351	accep	-60.1831	18 Feb 2021	America/Glace_Bay
US	33.92946	good	-116.97725	2017/02/14	America/Los_Angeles
CM	4.96667	accep	10.7	2016-02-08	Africa/Douala
BG	43.4125	good	23.225	22 Feb 2020	Europe/Sofia
FR	48.77275	accep	5.16108	09 Jul 2021	Europe/Paris
PL	54.58048	accep	16.86194	2017/10/28	Europe/Warsaw
