PM10	CO	NOx	Pb	PAHs	latitude	PM2.5	PRES	SO2	H2CO	C2H3NO5	CH4	longitude	NH3	CFCs	O3	TEMP	warning
7.24260	11.85539	4.35879	31.42673	6.69416	39.96097	8.20604	1153.97134	8.69616	56.21474	0.13151	2.37591	-75.60804	8.42263	70.21325	6.91908	24.60489	0.00000
10.89043	7.18481	5.61076	54.73329	7.20669	42.30865	7.31939	1165.93999	6.70298	73.31160	2.37048	8.84598	-83.48216	7.90459	47.42960	8.87099	14.02750	1.00000
6.85865	9.07845	5.59330	63.09834	5.88591	34.86472	6.27218	1155.48899	7.06259	43.02562	0.10062	5.14436	117.55417	6.80552	49.64506	7.15178	-0.10020	1.00000
4.70887	9.46499	5.85582	15.46722	4.18258	25.75728	8.02593	1122.12151	8.42262	51.61717	0.09317	8.37492	75.37991	8.36894	57.52597	7.63529	21.26078	1.00000
4.47774	7.27317	5.17785	51.69588	5.01882	53.16167	6.62672	1089.72054	7.29532	45.94416	0.03866	8.71955	6.76111	6.76394	50.28715	10.82623	8.40401	1.00000
4.13183	9.50287	4.82100	68.50549	6.65163	11.50526	6.09822	1150.72140	8.10518	45.08556	0.06227	8.27877	77.23826	6.38078	53.41633	9.88144	15.98877	1.00000
6.37136	11.32080	7.03048	38.45811	7.52946	32.52515	9.49481	1126.19695	6.82276	32.15890	0.06797	6.97854	-93.75018	6.66606	40.89858	7.87607	24.05668	1.00000
6.83674	6.58313	6.17476	52.73881	5.46076	35.48199	6.22034	1099.51672	5.95722	42.99687	0.13688	3.97417	137.02166	10.07770	61.88551	8.51431	18.46332	1.00000
9.16854	9.46138	7.02149	50.53158	6.79084	48.86667	7.18943	1183.38225	8.79440	53.17607	0.45987	8.61849	2.08333	6.58511	35.13035	10.40138	26.78621	1.00000
7.78072	10.01306	7.18456	65.39542	5.76164	61.72744	7.65105	1091.60388	6.45705	55.99100	0.19593	8.89491	17.10558	7.11358	56.40549	10.98018	20.29262	1.00000
6.00602	7.40746	7.94146	56.89146	7.79089	25.87972	6.14446	1165.34117	3.95970	63.27339	0.08066	8.21101	-97.50417	7.02723	6.66788	7.76125	25.38556	0.00000
6.92742	11.70352	4.79848	35.59029	7.96319	27.71809	6.62112	1139.37060	7.68259	29.77521	0.10329	3.45878	-82.35176	7.12047	56.63359	5.13605	18.65820	1.00000
5.42847	7.98575	5.40691	63.57321	6.65147	51.35084	6.81493	1133.17119	7.36818	56.34620	0.10215	6.91864	-1.99421	6.97317	53.41655	5.44194	17.46328	1.00000
6.54511	8.09750	6.21581	63.60546	5.40584	34.56861	6.08622	1155.33298	8.43471	59.40382	0.07043	5.81638	105.89333	6.58189	52.24823	9.35575	-6.48662	1.00000
2.40665	6.30466	4.63105	52.14172	6.37271	40.67705	6.14934	1106.28005	8.57649	40.41199	0.10003	6.37932	-73.89125	6.29704	31.85785	11.08966	18.15926	1.00000
5.05631	8.46236	6.34536	45.82936	6.86019	38.13708	7.56192	1196.99589	8.22591	43.91386	0.11849	6.61361	41.00817	8.61350	36.56416	9.35866	15.36957	1.00000
6.85519	7.78665	5.56479	62.71451	6.21264	46.65581	5.77941	1174.07850	7.51174	44.17302	0.12463	4.29894	32.6178	8.61824	45.16129	9.45129	20.62775	1.00000
6.09138	9.02244	5.09192	35.77676	6.01671	19.8173	7.96347	1082.59232	6.86434	35.65629	0.07802	8.33695	-97.35992	6.16252	39.59775	9.68452	23.70517	1.00000
6.22043	9.40973	5.93104	29.39948	7.97096	-5.41667	7.01000	1190.50033	7.80048	24.31608	0.07655	9.05893	38.01667	9.25859	29.42390	8.61680	23.43433	1.00000
6.37701	9.29453	6.24225	44.81488	7.53863	42.30865	7.20857	1092.25203	7.50675	54.76369	0.09311	6.56637	-83.48216	7.95753	53.75658	9.79439	22.73586	1.00000
2.86561	10.13748	4.15910	37.58544	7.29374	41.75338	8.82075	1066.91642	7.28039	20.95610	0.08886	7.32459	-86.11084	9.00986	49.67397	9.41425	13.22181	1.00000
9.83262	10.09113	6.15988	38.77595	5.38184	42.30865	8.14650	1190.13607	7.50379	61.34971	0.87421	10.82649	-83.48216	8.02524	32.95114	8.88968	28.12457	1.00000
11.24118	5.77554	6.91498	26.37588	3.37898	33.41012	6.41462	1102.49784	6.73378	37.31692	3.32543	6.46144	-91.06177	8.07253	59.60029	10.24314	20.59450	1.00000
8.83042	9.28059	7.49651	54.11997		38.10558	7.57776	1197.10412	6.35512	50.37545	0.36991	5.36483	-1.86343	7.67963	28.05124	9.78182	14.11360	1.00000
7.03679	6.15993	3.82851	49.48517	8.22138	27.85	6.20371	1167.41490	8.31243	64.21739	0.09502	8.18746	112.9	9.93921	48.00652	5.78936	39.17316	1.00000
7.54434	5.63188	8.55743	26.29558	6.21331	40.87329	7.13096	1063.39960	7.16089	53.97955	0.18173	4.99098	14.43865	7.38327	51.41157	7.79526	2.79068	0.00000
6.67798	7.69479	8.32891	60.48527	7.49772	35.05266	7.90897	1183.60610	6.62892	74.19706	0.11004	5.83700	-78.87836	5.87319	41.10912	10.39689	6.95093	0.00000
7.97957	8.29034	6.47745	51.48290	9.45615	35.05266	7.28863	1135.38256	7.89632	59.34720	0.19092	8.18772	-78.87836	9.54084	55.45902	9.09318	30.58204	1.00000
5.36704	10.46641	4.02194	55.09750	3.03628	-2.13404	7.09294	1115.69677	6.37428	47.43881	0.07157	4.34198	-79.59415	8.25939	57.84046	4.92606	14.46219	0.00000
10.59952	7.50317	5.36914	44.42297	4.51592	45.9836	6.92377	1144.18912	7.97874	61.96265	1.71960	8.86959	12.70038	5.67329	37.99423	6.86498	13.73944	1.00000
10.41900	5.31711	3.69539	59.21058	9.38449	-28.44917	7.77566	1144.47917	6.79455	72.15315	1.51490	9.16706	-52.2	8.05022	60.43637	6.77541	16.55113	1.00000
3.68822	4.15246	8.59781	39.84762	4.66495	11.15583	8.08842	1189.52726	7.14599	26.22904	0.06566	6.92173	42.7125	7.89948	61.22251	9.20739	5.23222	0.00000
8.79957	8.90092	5.49197	38.24333	6.29807	34.25	7.99819	1058.31917	7.54529	36.26757	0.34904	5.39663	135.31667	8.68248	43.55408	8.97982	12.23670	1.00000
5.54486	6.06274	8.36587	23.75808	8.89365	34.08565	8.67056	1190.67636	7.56873	34.85989	0.09086	3.58436	74.80555	6.58278	73.03239	6.48449	15.32212	0.00000
5.81840	9.15337	5.31328	87.64265	5.54309	6.84019	8.70592	1063.13058	8.06815	62.84001	0.11709	4.70955	79.87116	8.34041	39.23520	4.80278	11.28816	0.00000
7.97532	8.14114	6.21649	49.48454	6.54016	49.03685	7.77636	1104.32675	6.59469	61.69275	0.20670	5.26526	8.70745	6.80561	42.78687	9.92641	19.26420	1.00000
10.73392	9.33439	5.67783	72.46580	6.40691	28.98002	6.95704	1197.34270	9.01674	50.76188	2.04438	11.43415	77.70636	5.47448	37.04290	8.77967	23.22587	1.00000
6.93130	3.99046	8.31104	86.12869	1.61350	38.07789	6.98474	1152.35519	7.20611	44.06550	0.13693	7.46677	13.44275	7.23240	46.16585	10.22352	33.60596	0.00000
7.33344	3.67763	8.53608	47.00220	4.74759	29.38242	5.61135	1063.80789	8.97718	25.65693	0.13647	5.48512	70.91106	6.01834	34.89685	8.35730	4.75819	0.00000
7.59669	10.68206	7.37863	38.67405	7.56107	40.24537	5.75355	1134.09644	7.82503	72.57724	0.16777	8.89680	-75.64963	7.75431	53.55145	7.65053	18.16917	1.00000
6.03190	7.26818	6.70440	30.27846	7.26595	51.35084	6.64708	1086.39362	6.97286	42.79512	0.09682	6.83216	-1.99421	7.82317	33.45152	5.52530	-9.64823	0.00000
5.82911	6.25942	6.07538	41.85349	5.15862	24.05979	6.09369	1073.70094	8.79396	46.28292	0.08698	9.24649	77.40858	6.89214	35.69623	4.89636	13.69970	0.00000
6.65398	8.47602	6.27823	61.42170	7.22540	10.13361	9.31730	1163.76752	5.33341	25.97016	0.11875	5.81017	124.84472	7.62552	50.42748	10.07654	17.85963	1.00000
5.02859	5.50588	8.47760	42.80884	4.70447	53.19146	7.25422	1176.31147	6.35729	66.39209	0.08798	4.44740	-2.52398	8.04664	3.77524	7.81320	6.10953	0.00000
4.70782	7.19902	8.20913	51.07334	6.69295	-1.9487	6.48252	1064.93147	8.19091	44.99920	0.04092	8.26033	30.4347	6.71499	47.91076	5.23910	-16.70880	0.00000
7.88859	6.17882	7.82162	49.09642	5.31242	-38.65333	6.71701	1063.04984	6.91780	28.17937	0.16307	5.73415	178.00417	8.27595	72.04769	10.95627	9.40737	1.00000
5.24436	7.56439	7.45347	68.33897	7.27560	13.51825	6.58488	1191.83619	7.99897	61.26219	0.06628	8.65211	99.95469	7.26260	42.27855	6.35489	7.57389	0.00000
5.60208	10.25606	5.07158	48.70626	2.89269	-22.97056	6.61153	1093.20428	9.55095	46.92618	0.08651	3.58502	-46.99583	6.34324	35.95728	5.06355	-3.74277	0.00000
4.91625	8.00698	8.70712	60.05755	7.70149	43.1122	8.07395	1146.01253	8.29726	53.37533	0.08621	4.79654	12.38878	6.30579		7.61402	3.12963	0.00000
9.01849	9.86435	5.14902	56.61780	6.87101	-10.95817	8.27995	1174.14927	5.94361	43.55159	0.41390	4.79954	-38.79084	8.26029	52.97932	8.89665	9.20619	1.00000
9.45255	11.67983	8.09077	57.48247	6.24166	35.05266	8.30771	1178.97544	7.49574	47.40571	0.63383	6.68535	-78.87836	6.86940	10.89001	5.98322	12.24727	1.00000
6.76965	8.04202	7.17839	49.90981	7.45802	22.19303	5.73560	1188.06165	7.30155	65.30332	0.07112	6.49203	88.18466	7.04378	35.06102	6.94748	5.14773	0.00000
6.12720	5.52815	8.02097	51.85066	5.45116	37.13548	6.72930	1129.04594	6.96364	75.39879	0.10591	7.09477	-3.67029	8.43567	39.29405	8.47561	15.14801	0.00000
6.20933	6.83955	8.96740	60.46375	7.18703	33.4425	8.18911	1138.36724	7.45696	50.82125	0.10406	7.40075	129.96972	7.23337	35.21334	9.54014	15.18347	0.00000
10.28333	8.40086	6.06647	58.84687	6.91781	40.81	7.61898	1140.38747	6.33432	52.59037	1.31898	8.63144	-73.9625	10.39185	42.74665	7.98199	8.54125	1.00000
8.34309	9.76886	6.49411	66.40285	5.37691	45.0408	6.56999	1196.20216	7.51499	51.90386	0.21225	9.38829	-93.263	6.75298	56.61985	8.36493	22.10671	1.00000
8.67912	6.78848	6.65026	70.96135	10.38056	27.92333	8.85319	1136.26050	6.57984	58.24281	0.30775	6.09542	118.53333	9.83471	65.17318	10.40255	17.70958	1.00000
6.02476	8.87241	3.22521	60.11670	4.84943	46.65581	8.07204	1198.42261	4.62381	42.11956	0.08551	7.53777	32.6178	7.54904	35.03449	9.63112	20.58044	1.00000
6.27872	9.84045	3.77247	47.21449	4.09309	50.18545	7.52991	1155.57837	7.94823	65.46229	0.07463	5.45877	27.06365	5.95995	42.66574	5.06121	3.98650	0.00000
6.86553	6.50865	4.50513	65.79833	6.54874	58.04254	6.30981	1103.38846	4.74575	31.27209	0.12873	7.03840	65.27258	7.44536	45.76117	7.19764	37.24083	1.00000
5.96236	10.80118	5.32378	33.58130	4.96259	42.8139	5.16681	1156.94438	7.06207	50.52512	0.09158	2.42446	-1.64295	7.47160	54.88111	6.03393	24.38441	0.00000
8.20340	8.90081	7.58579	27.49271	4.44496	-29.2975	8.32584	1183.28127	5.77517	49.16797	0.21143	6.17822	-51.50361	7.42081	73.00850	10.68601	-9.01258	1.00000
6.46082	5.53747	7.81085	41.16119	6.18125	42.8139	7.86034	1181.32903	7.44936	55.92398	0.10409	5.47156	-1.64295	7.52630	33.36825	12.00915	17.53362	1.00000
4.06661	9.51364	4.84893	53.53567	3.69600	33.41012	5.03536	1196.54127	6.62187	16.50366	0.07042	6.74718	-91.06177	6.03199	71.80023	4.79743	19.26866	1.00000
8.22350	6.16065	8.95895	64.20071	3.55223	9.89206	7.35808	1129.03221	7.89659	51.15594	0.20421	8.00868	43.38531	6.65569	48.84162	10.70346	6.82089	0.00000
7.01192	8.60965	7.05557	54.05372	6.24638	-17.73648	7.73999	1181.44775	7.27428	72.29823	0.11958	5.74635	168.31366	5.54603	55.26924	8.90223	26.90166	1.00000
7.39924	9.96873	4.50529	51.74843	4.84629	50.7236	7.25488	1090.90356	6.26900	53.81550	0.15179	4.20555	-3.52751	4.86800	63.21308	5.71048	22.55300	0.00000
10.13188	4.58505	8.74555	53.39451	5.45360	24.05979	6.65834	1060.07993	9.48664	68.21164	1.15992	4.77173	77.40858	6.45492	51.74276	13.92779	-4.46447	1.00000
8.46029	9.65975	4.62818	51.14245	7.39107	27.85	6.31095	1065.62658	5.81335	44.45165	0.28450	4.78454	112.9	7.74284	55.98725	8.99231	17.97321	1.00000
9.20239	8.45067	5.95244	54.56415	3.29340	34.08565	7.41245	1059.68949	7.54694	53.40785	0.48416	8.58972	74.80555	7.47158	22.29388	9.02420	39.57058	1.00000
12.82979	6.06306	5.11535	52.97641	5.87306	38.17492	8.86353	1108.96396	9.09252	36.63212	16.08715	9.62006	-122.2608	8.30746	66.67891	10.47865	10.87906	1.00000
6.04952	8.77743	6.17699	34.99266	6.48038	53.43333	6.38661	1079.83670	8.20923	37.23155	0.10517	5.74233	-7.95	6.46834	21.17993	9.39007	7.11692	0.00000
11.48882	7.68959	7.45230	55.11558	4.67489	51.14942	8.01316	1099.34741	7.92967	32.90345	4.26806	5.95516	15.00835	6.50094	48.48357	9.47275	18.68550	1.00000
6.49889	6.56459	4.19936	38.95781	6.04757	34.85	7.20694	1125.54662	6.57972	47.42451	0.08445	6.58225	117.33333	7.59050	37.88925	6.11425	9.35244	1.00000
8.22030	8.87863	4.92924	37.72621	6.26218	-38.65333	7.28961	1163.83068	6.63427	38.35814	0.27492	10.67085	178.00417	7.36894	60.73853	7.29334	13.68342	1.00000
6.85344	9.64886	5.33953	55.98263	8.23753	24.81757	6.38766	1189.94721	7.23368	66.29087	0.09181	10.49144	84.63445	8.35106	53.22139	7.30738	8.23847	1.00000
6.17620	9.45113	6.07989	51.90512	5.51805	5.90702	6.91388	1177.21871	6.91360	35.51379	0.14841	4.93893	116.10146	9.29017	72.33673	5.99243	18.27329	0.00000
9.30554	10.10213	7.79617	29.12900	7.78777	9.89206	7.67165	1168.20865	7.24028	59.34625	0.53115	3.29730	43.38531	9.29880	42.82796	7.25230	8.91713	1.00000
5.66137	9.12146	5.78497	62.52435	5.80695	-11.78333	7.15025	1162.58730	8.66517	57.39352	0.10568	6.83813	19.91667	6.82184	41.08591		8.10705	1.00000
7.72491	10.61994	5.72980	55.25206	7.65530	32.54278	8.98452	1109.64993	7.28909	61.21426	0.20790	6.60785	111.50861	8.00420	53.09956	9.40567	-10.83665	1.00000
4.94329	10.60655	6.01016	35.06566	6.69911	33.37526	7.94304	1072.72993	7.02674	36.74167	0.10105	7.39869	74.3092	5.27631	61.75583	7.58037	15.37847	1.00000
6.89202	6.96768	4.57202	56.35496	7.98748	23.18	8.38409	1184.29113	7.23825	48.72998	0.11410	8.04637	88.58	7.40479	47.54120	5.78628	10.56872	1.00000
5.93518	11.83492	7.80973	35.03761	5.76656	29.69221	8.84639	1128.27978	5.81801	75.05782	0.09276	8.97233	72.54566	7.92850	46.80283	8.36717	14.70231	1.00000
10.17494	10.35957	6.33015	46.43005	5.18775	43.32393	8.39848	1070.45443	9.09076	51.78678	1.22215	10.80820	5.4584	8.50942	54.69855	7.21461	14.59461	1.00000
7.31932	4.91557	8.29540	55.82083	4.94510	33.76446	9.08882	1166.17636	6.98289	47.97857	0.15432	6.60932	-117.79394	6.74425	49.99686	8.65398	18.58659	0.00000
5.49180	10.53169	4.63581	29.53157	3.36315	7.50251	8.71869	1094.85135	6.00609	47.08952	0.07674	4.45467	5.06258	7.68537	38.80553	5.39235	8.04237	0.00000
6.18846	8.53875	5.57228	47.47848	6.43279	35.72917	8.69728	1183.56768	5.74343	53.60918	0.10319	7.65269	10.58082	7.83017	49.35899	7.05036	13.55269	1.00000
6.87515	7.02508	7.42542	57.55019	5.89214	14.66	7.14009	1162.47861	6.34607	64.78416	0.10744	3.61230	120.56528	7.06272	52.41056	8.19504	16.19164	1.00000
3.34865	6.82914	6.11013	53.51053	3.15115	60.18427	7.72576	1178.78745	10.07012	24.29332	0.08533	9.80315	24.95034	7.69972	56.58891	2.78238	17.72636	0.00000
5.80581	9.16720	9.56418	33.72784	7.38426	23.1959	6.20681	1101.93733	7.44146	63.50211	0.06901	4.24059	86.51499	8.50775	41.49091	8.50072	11.48273	0.00000
7.77570	8.95021	9.98570	54.49357	8.26796	38.68712	6.14477	1058.83637	8.33485	22.89756	0.15587	8.53742	-4.10734	7.47430	44.25295	10.13766	12.59687	0.00000
7.27769	8.28564	7.24408	47.11064	5.45375	51.39323	7.67293	1167.33471	8.27606	70.51704	0.11863	6.29582	0.47713	7.90800	51.33936	8.22075	12.78494	1.00000
8.21568	11.21768	8.28826	31.28148	6.39166	41.72059	8.41583	1145.03798	7.70050	44.32672		9.26213	-87.70172	6.35986	60.35136	10.52142	29.61052	1.00000
9.69425	7.62776	5.33610	44.62131	7.73328	42.8139	8.75774	1141.85807	7.01808	54.35662	0.77295	10.05848	-1.64295	7.17533	46.96686	9.58724	4.94729	1.00000
6.95918	8.30271	5.09601	40.19874	7.23416	5.6561	7.36444	1162.93572	7.82818	42.39739	0.13111	9.22971	-75.87877		66.92767	7.92025	9.48692	1.00000
5.36091	8.58140	7.03179	61.17143	5.60132	33.7207	7.74347	1111.64564	7.95289	43.43698	0.05912	7.17683	-116.21677	7.23889	25.86757	8.72774	19.14287	1.00000
4.73173	8.04395	6.75798	52.29351	5.30475	43.16547	6.29651	1059.66535	6.20638	68.37142	0.08263	5.48208	-77.70066	6.75995	65.67099	7.57480	24.97487	1.00000
8.64653	7.44374	8.78073	22.28840	9.79691	53.46506	6.07864	1059.41603	7.07010	37.25048	0.32989	4.82103	-1.47217	7.93710	58.66795	7.91942	19.39906	0.00000
7.63689	10.27516	5.27573	79.15460	7.70499	32.17629	8.02997	1189.95474	9.25422	86.04146	0.17357	3.92789	75.06583	8.39587	36.16253	7.60070	18.23056	0.00000
5.91461	6.93748	8.64122	61.57546	7.77429	45.40008	5.53904	1157.87768	6.59368	22.28221	0.09767	6.62768	-73.58248	7.50735	41.70252	6.13682	9.67125	0.00000
7.33729	9.77292	5.65890	36.80586	7.91296	42.4251	6.29390	1056.87535	6.91093	72.44949	0.13849	4.13790	-71.06616	9.10883	39.76502	9.21691	12.30805	1.00000
9.07626	8.89958	7.73507	70.18468	6.69205	16.455	8.83244	1068.06428	8.58133	49.72461	0.45295	6.27204	120.5875	6.18781	47.62657	7.55112	17.93485	1.00000
10.87252	7.49544	6.75125	51.46757	6.00893	39.59611	8.78782	1142.51824	7.16618	51.90836	2.31891	6.15509	27.02444	7.88487	58.46562	8.72429	-1.89839	1.00000
9.23793	10.21832	7.48443	68.95428	5.70005	51.04962	7.94366	1074.57974	6.83364	23.61563	0.51971	8.78063	12.1369	7.40432	39.00272	10.65413	12.76478	1.00000
7.15224	9.17532	5.61385	57.11933	4.99607	42.7	8.34009	1199.22539	6.93953	49.24596	0.13088	5.49835	27.25	7.31505	61.33960	7.73122	7.38241	1.00000
5.74512	6.65251	8.88416	94.44387	3.32516	16.68911	7.88301	1180.21728	8.68410	34.24874	0.12410	5.63284	98.50893	7.77561	62.80074	9.74944	1.97535	0.00000
7.11524	7.49899	6.80774	76.82377	4.71509	35.6803	6.82009	1159.86356	8.38013	40.26054	0.13786	6.06346	51.0193	7.39184	62.71281	9.91467	16.62244	1.00000
7.17981	10.73904	6.20287	53.66604	6.70542	41.20485	7.41937	1192.98593	8.64164	17.02559	0.17284	4.97196	-8.33147	9.41044	44.84998	6.59934	16.94219	1.00000
5.53116	6.86397	8.17940	54.51120	5.31233	53.37596	7.52763	1060.65090	9.47226	61.34714	0.09246	6.79115	51.3452	6.03380	56.55424	5.32594	34.24986	0.00000
7.21398	10.31500	4.88504		5.05096	7.06273	6.97029	1134.50697	7.54294	54.35253	0.12209	3.66952	-1.4001	6.04778	44.09398	5.85635	29.55153	0.00000
9.06156	8.81482	7.49730	58.66690	6.47380	53.49389	7.21732	1188.71704	7.56528	58.87596	0.50363	6.65576	-1.29243	6.27189	41.66969	7.76468	14.24774	1.00000
10.39783	8.97130	6.92877	39.94652	6.82232	35.20889	7.40029	1077.14779	9.08607	67.89567	1.50111	9.26387	111.73861	6.67490	60.49854	11.07523	12.72976	1.00000
8.85047	9.42885	7.08477	43.77661	6.01462	-19.72806	7.43708	1051.03976	6.83283	44.54191	0.37874	8.00475	-50.19556	7.37607	24.89287	7.41202	16.38735	1.00000
3.55930	5.19189	7.13145	67.44462	6.63096	35.25064	8.05885	1199.65749	6.43707	51.22634	0.07660	5.68344	-91.73625	6.69964	53.72296	7.05001	33.25351	0.00000
9.12135	9.30531	6.91385	32.72470	7.21232	51.955	7.40281	1170.69772	6.70818	50.69790	0.42956	9.04146	5.22778	8.16349	50.96231	9.37080	25.78017	1.00000
5.02679	8.21573	5.63632	35.55111	5.74888	51.78967	6.61686	1092.34823	6.83766	19.71431	0.09426	7.43553	1.15597	7.05402	47.32251	9.15258	14.30170	1.00000
8.75698	8.05703	6.24279	48.50007	5.15765	13.44581	8.41934	1191.91045	7.37764	64.74134	0.38548	7.90659	101.18445	8.35070	33.30007	9.27485	20.88450	1.00000
7.20819	7.57090	6.07356	79.42095	6.47166	41.57721	7.93902	1083.81589	6.37939	44.55813	0.09460	6.51144	-93.71133	7.28815	39.60870	7.19469	31.34463	0.00000
5.69476	9.09427	7.65295	43.44009	6.37445	43.32393	6.97565	1061.07379	7.34005	39.92173	0.09796	6.03516	5.4584	8.42688	63.94654	8.02968	9.75906	1.00000
3.79224	7.37829	5.64080	46.54057	6.52374	-3.14306	8.73243	1124.12597	8.51308	46.57088	0.06268	3.82053	-58.44417	7.15910	55.85710	6.17320	0.64653	0.00000
7.97622	9.87558	6.44578	50.78744	6.93140	40.67705	6.90632	1151.20571	7.10255	49.12647	0.19193	9.34567	-73.89125	8.70526	40.99237	8.61439	31.04396	1.00000
6.56390	8.23148	8.69224	25.81121	7.11795	32.87533	7.65785	1050.17622	8.45767	37.98121	0.08922	3.59788	71.57118	7.78938	45.01941	7.37962	6.54542	0.00000
10.12811	8.75753	6.85216	36.28257	5.53221	33.76446	6.62909	1169.01981	7.92733	51.26650	1.10989	8.67641	-117.79394	7.94852	56.85696	10.66529	23.47493	1.00000
7.78094	5.67892	10.22147	48.57901	6.42097	16.455	6.87032	1108.69486	7.49430	50.39869	0.15020	7.64859	120.5875	7.05775	65.84050	10.20246	23.16069	0.00000
3.78975	6.79934	6.67259	54.34233	4.99911	50.82709	7.54481	1069.98642	7.30516	57.80926	0.10088	9.95186	6.9747	5.28671	48.67200	4.00387	11.56689	0.00000
6.17587	8.85607	5.15726	37.63862	5.39220	33.92946	8.44356	1183.69392	6.14325	46.27095	0.06408	6.35148	-116.97725	6.69856	48.26593	8.61086	10.22574	1.00000
7.75651	9.19928	6.33373	55.56028	5.88065	48.25	6.94348	1110.36707	7.04541	38.94241	0.17086	8.08106	16.4	7.88037	40.28099	6.64957	14.71661	1.00000
0.40392	8.75860	3.96507	64.61190	6.32351	43.83125	7.49280	1196.96288	6.43422	40.33798	0.09092	8.56988	5.03586	8.12369	38.61580	8.26203	9.69976	1.00000
7.23753	11.33819	6.08622	82.54794	8.33450	48	7.33558	1172.43675	8.07873	43.42656	0.15698	5.64277	-4.1	7.20137	55.16311	9.76300	10.39548	1.00000
9.67683	10.84399	6.49216	48.11190	4.34953	42.35843	7.50191	1180.92677	6.76442	82.22447	0.76818	12.01635	-71.05977	8.92017	51.31093	9.96174	16.56713	1.00000
6.43480	7.33738	8.11281	38.89546	7.96379	10.10649	7.83740	1051.32049	9.04157	62.39234	0.10065	6.98474	76.35484	6.55041	56.86572	7.19362	18.98274	0.00000
5.35407	9.23167	6.00166	44.91705	4.85813	10.98778	6.55404	1082.59359	6.80270	56.21180	0.07095	5.39836	-74.95472	8.00920	40.63103	6.12873	4.82241	1.00000
5.66321	6.47838	8.31781	29.07456	6.32335	21.34222	5.37922	1130.71437	7.32497	60.36996	0.11688	7.90274	71.30633	8.54867	61.86054	9.14727	15.87589	0.00000
5.70163	7.19813	8.77198	64.74487	6.67377	34.9	6.07880	1070.85282	6.29487	44.09851	0.10662	6.16144	137.5	7.92293	31.22848	7.06844	10.69781	0.00000
7.49834	7.20307	4.13802	32.12934	8.09737	39.57582	6.35206	1144.64307	7.45198	52.43789	0.16135	9.29961	-105.11221	6.62278	55.69884	6.89092	21.75641	1.00000
5.58555	11.58497	7.24179	31.12210	4.22635	54.58048	6.55996	1153.86183	6.76717	57.76219	0.08475	8.94377	16.86194	7.32716	48.19590	7.93860	15.46275	1.00000
5.59476	6.83121	9.35106	55.08438	7.75444	-21.98333	9.46551	1114.23907	7.61375	33.12145	0.11738	5.74045	16.91667	7.57774	47.07222	12.11478	7.32533	1.00000
10.70603	10.96964	6.43527	77.30580	4.83385	30.17746	5.96798	1104.08376	6.09635	39.36124	1.98443	7.75663	-81.38758	8.66492	40.88109	5.28642	5.72187	1.00000
4.77445	6.67764	5.25321	41.94175	6.21979	10.58806	7.62950	1169.07064	8.04113	65.16320	0.09079	5.39771	77.24779	5.88492	56.92389	10.58574	8.47086	1.00000
9.24121	7.15124	6.25791	41.35355	6.43368	37.19723	6.94184	1144.20238	7.43282	36.84726	0.47901	5.86376	122.05228	8.64509	64.93951	8.56594	5.01940	1.00000
8.90129	7.31585	4.31963	52.72355	7.08803	25.87972	8.51629	1064.32666	6.34733	43.32007	0.39950	9.74601	-97.50417	7.10362	48.74126	6.72215	0.78669	1.00000
9.03405	7.63241	6.22971	34.54925	7.83757	40.87363	6.26272	1083.22327	9.24201	32.07109	0.46402	7.93195	14.34085	7.37915	41.49952	9.64362	17.45953	1.00000
6.86459	7.87117	7.03784	59.76893	6.78746	-23.85972	8.29509	1185.70996	6.86179	40.31453	0.13530	6.46943	35.34722	8.42475	46.06199	7.35773	6.90849	0.00000
10.53011	8.18605	6.25198	54.21664	5.67537	52.57583	6.84923	1059.98479	8.06209	39.57457	1.67084	8.66950	6.61944	6.50433	43.47554	9.96850	12.15244	1.00000
4.81206	6.26327	5.48974	59.38852	4.56531	34.86472	7.81942	1119.28223	5.89445	45.56379	0.05175	4.65608	117.55417	6.91692	20.12377	7.48337	19.07634	1.00000
9.76623	9.17462	6.15391	50.57751	5.49093	23.18	7.98820	1171.06562	5.48816	24.81803	0.79555	9.98581	88.58	8.01089	44.78615	9.87099	-1.19628	1.00000
6.04204	8.57546	6.81022	72.41552	4.59114	41.27194	8.86928	1126.61178	5.97489	37.28461	0.08793	5.09013	123.17306	8.35875	47.61808	6.19883	31.21606	0.00000
2.46625	10.01028	5.17745	65.18356	9.89696	6.95194	7.21026	1060.48248	7.53400	68.76450	0.08811	2.38995	121.96361	8.15246	56.15119	9.69281	8.03653	1.00000
3.98309	8.82335	6.36809	42.61531	3.83612	34.95303	7.70475	1171.65008	8.73763	58.45736	0.09505	5.79458	-120.43572	5.80833	45.65819	5.71186	27.88599	1.00000
7.72279	9.00405	5.28070	45.01332	4.89641	5.84752	8.47063	1123.04651	6.28730	26.16307	0.14322	10.05843	-5.682	7.03433	52.76335	9.33745	26.12246	1.00000
9.52030	5.14142	7.87858	57.88145	4.93444	48.98693	6.81705	1164.13596	8.26950	43.09284	0.64541	5.67820	2.44892	6.24446	46.37875	8.80320	16.33310	0.00000
8.38061	7.21146	4.62287	49.48622	7.79645	38.17492	9.15039	1067.65868	6.60838	28.85804	0.26309	8.13466	-122.2608	6.75243	54.39472	6.33145	14.91491	1.00000
