latitude	code	revision	station	QoS	longitude
36.6009	KR	2017/05/13	Hongseong	average	126.665
41.47892	US	2021-09-19	Schererville	excellent	-87.45476
14.62578	PH	01/14/2016, 00:00:00	Antipolo	excellent	121.12251
33.76446	US	10 Aug 2020	North Tustin	good	-117.79394
23.49668	IN	2013-12-19	Adra	excellent	86.68363
38.96667	ES	27 Oct 2020	Gandia	excellent	-0.18333
9.89206	SO	2015/04/30	Baki	building	43.38531
11.86064	NG	2022/03/24	Gaya	excellent	9.0027
-4.16694	BR	16 Aug 2019	Guaraciaba do Norte	accep	-40.7475
17.34769	IN	09/25/2019, 00:00:00	Lal Bahadur Nagar	good	78.55757
41.20485	PT	2017-10-21	Paredes	building	-8.33147
48.73218	DE	2013/01/15	Neuburg an der Donau	maintenance	11.18709
22.83957	BD	2013/11/03	Manikchari	good	91.84128
41.27194	CN	25 Sep 2021	Liaoyang	good	123.17306
32.5007	US	05/07/2015, 00:00:00	Longview	maintenance	-94.74049
45.75279	CN	06 Aug 2019	Boli	good	130.57211
46.1351	CA	04 Oct 2019	Sydney	good	-60.1831
28.98002	IN	11/23/2017, 00:00:00	Meerut	good	77.70636
44.35056	JP	12/23/2013, 00:00:00	Nayoro	average	142.45778
-17.73648	VU	2014/12/02	Port-Vila	good	168.31366
32.17629	PK	2016/05/29	Fazilpur	good	75.06583
-2.90055	EC	11/02/2013, 00:00:00	Cuenca	excellent	-79.00453
23.07492	IN	18 Jul 2016	Pandua	excellent	88.28637
46.65581	UA	22 Dec 2018	Kherson	good	32.6178
50.76306	GB	2015/07/15	Cowes	good	-1.29772
-3.14306	BR	17 Aug 2021	Itacoatiara	accep	-58.44417
46.18396	CH	11/18/2012, 00:00:00	Onex	building	6.10237
47.48444	UA	18 Aug 2022	Polohy	excellent	36.25361
53.0233	GB	25 Feb 2022	Belper	good	-1.48119
-27.4338	AR	31 Mar 2019	Aguilares	average	-65.61427
-8.73508	CD	2018/10/13	Kamina	good	24.99798
48.06919	DE	2018/02/06	Gauting	building	11.37703
40.87363	IT	2013/05/31	Volla	good	14.34085
51.67822	UA	09/14/2022, 00:00:00	Hlukhiv	accep	33.9162
36.75965	JP	29 Jun 2022	Namerikawa	excellent	137.36215
58.04254	RU	2014-07-26	Tavda	excellent	65.27258
48.78232	DE	2021/01/06	Stuttgart	maintenance	9.17702
50.26729	CA	04 Oct 2012	Vernon	excellent	-119.27337
53.94313	DE	2016/07/17	Bad Segeberg	accep	10.30215
14.66	PH	01/10/2022, 00:00:00	Pilar	good	120.56528
60.97944	RU	03/21/2017, 00:00:00	Izluchinsk	average	76.92421
31.82539	PK	01/29/2021, 00:00:00	Sillanwali	excellent	72.54064
-33.38056	UY	25 Jan 2017	Durazno	good	-56.52361
60.02427	RU	13 Jan 2019	Kolomyagi	accep	30.28491
-22.57306	BR	2017-08-12	Artur Nogueira	good	-47.1725
48.98693	FR	09/04/2013, 00:00:00	Gonesse	building	2.44892
6.45407	NG	09/24/2013, 00:00:00	Lagos	average	3.39467
40.34912	US	26 Nov 2015	Saratoga Springs	accep	-111.90466
41.9001	US	2018-03-30	Taunton	maintenance	-71.08977
21.59983	IN	2017-10-04	Amreli	good	71.21169
23.29549	CN	2020-09-18	Licheng	excellent	113.82465
37.08819	PT	2014/06/04	Albufeira	accep	-8.2503
34.09611	US	2018/11/27	San Gabriel	accep	-118.10583
39.43534	US	2015/12/30	Lebanon	good	-84.20299
46.1351	CA	10 Jul 2015	Sydney	accep	-60.1831
-5.41667	TZ	2015/08/23	Chanika	accep	38.01667
45.78071	IT	17 Jun 2017	Portogruaro	average	12.84052
-13.7804	MW	01 Jan 2013	Salima	accep	34.4587
40.58654	US	2021/09/01	Redding	maintenance	-122.39168
13.70727	NE	2021-12-02	Mirriah	building	9.15013
50.23019	DE	2013-07-30	Karben	accep	8.77155
30.24706	CN	07/21/2015, 00:00:00	Huangshi	average	115.04814
45.43341	CA	02/11/2019, 00:00:00	Beaconsfield	accep	-73.86586
24.05979	IN	2015/06/23	Leteri	good	77.40858
43.61058	FR	25 May 2022	Colomiers	good	1.33467
19.30157	IN	2016-12-15	Bhayandar	average	72.85107
40.65538	US	25 Jan 2013	Scotch Plains	accep	-74.38987
42.67164	IT	18 Jul 2019	Roseto degli Abruzzi	accep	14.01481
54.8421	RU	2013-04-29	Alatyr’	good	46.5813
19.04222	MX	2012/10/02	Casa Blanca	maintenance	-98.11889
33.78333	CN	13 Aug 2015	Wacheng	average	114.51667
52.47774	DE	2022/02/20	Gifhorn	average	10.5511
33.78333	CN	09 Mar 2019	Wacheng	accep	114.51667
39.71734	US	2012-11-09	Sicklerville	maintenance	-74.96933
51.20219	DE	2020-03-22	Radevormwald	accep	7.36027
39.57582	US	31 Aug 2013	Ken Caryl	average	-105.11221
35.72917	TN	06/06/2019, 00:00:00	Msaken	excellent	10.58082
36.06523	US	2012-12-23	Porterville	good	-119.01677
41.84364	US	12/09/2017, 00:00:00	South Lawndale	maintenance	-87.71255
35	JP	2018/01/30	Komono	average	136.51667
15.73628	IN	2016/11/28	Gajendragarh	average	75.96976
8.35122	VE	2017-09-12	Ciudad Guayana	maintenance	-62.64102
53.78333	GB	27 Nov 2021	Selby	excellent	-1.06667
44.98901	RU	2018-08-07	Yablonovskiy	accep	38.94324
-22.97056	BR	2020/08/29	Valinhos	excellent	-46.99583
10.61285	NG	30 Aug 2021	Biu	accep	12.19458
55.8736	RU	05/26/2018, 00:00:00	Yashkino	good	85.4265
16.75973	MX	2015/06/21	Tuxtla	maintenance	-93.11308
39.71734	US	2018/12/14	Sicklerville	average	-74.96933
10.13361	PH	03/14/2017, 00:00:00	Maasin	maintenance	124.84472
42.62833	XK	26 Apr 2018	Glogovac	excellent	20.89389
33.14447	IR	05 Feb 2017	Darreh Shahr	average	47.3799
47.92526	US	2022/06/16	Grand Forks	average	-97.03285
42.55308	US	2015/11/10	Pleasant Prairie	good	-87.93341
40.58654	US	2013/05/30	Redding	good	-122.39168
4.02219	MY	2017/03/15	Teluk Intan	good	101.02083
52.2	DE	10 Apr 2018	Kirchlengern	excellent	8.63333
2.41669	UG	05/31/2020, 00:00:00	Paidha	excellent	30.98551
64.5635	RU	2013-06-28	Severodvinsk	good	39.8302
48.35149	DE	04 Sep 2015	Hechingen	maintenance	8.96317
33.92946	US	2014/06/22	Beaumont	good	-116.97725
50.23271	CZ	10/08/2012, 00:00:00	Karlovy Vary	accep	12.87117
15.46063	TH	2016/04/17	Thap Than	acceptable	99.89166
11.50526	IN	10/21/2020, 00:00:00	Sathyamangalam	good	77.23826
18.42745	PR	08/29/2013, 00:00:00	Aguadilla	average	-67.15407
20.14298	CU	14 Apr 2016	Media Luna	average	-77.43532
-0.35817	SO	2014/01/10	Kismayo	excellent	42.54536
-4.16694	BR	10/05/2020, 00:00:00	Guaraciaba do Norte	good	-40.7475
40.57788	US	13 Dec 2015	Brighton Beach	average	-73.95958
17.54907	IN	26 Sep 2014	Elamanchili	accep	82.85749
40.58654	US	2020/09/26	Redding	maintenance	-122.39168
31.20176	EG	18 Mar 2014	Alexandria	average	29.91582
47.80527	US	2017-07-03	Bothell West	good	-122.24064
19.21667	IN	11/02/2016, 00:00:00	Dombivli	good	73.08333
53.16167	NL	04 Jul 2020	Hoogezand	accep	6.76111
38.17492	US	29 Feb 2020	American Canyon	average	-122.2608
-29.2975	BR	2012-10-19	Carlos Barbosa	accep	-51.50361
32.57756	PK	01/01/2020, 00:00:00	Mianwali	average	71.52847
10.98778	CO	2016-09-10	Puerto Colombia	excellent	-74.95472
-8.99167	TL	2015/06/08	Maliana	average	125.21972
51.47805	DE	2020/11/27	Oberhausen	building	6.8625
32.17629	PK	10/29/2012, 00:00:00	Fazilpur	good	75.06583
-10.91722	BR	24 Aug 2016	Lagarto	average	-37.65
40.81	US	03/22/2015, 00:00:00	Morningside Heights	excellent	-73.9625
53.49389	GB	2015/11/03	Mexborough	accep	-1.29243
13.51825	TH	12/07/2020, 00:00:00	Damnoen Saduak	building	99.95469
34.25628	US	11/13/2012, 00:00:00	Leland	average	-78.04471
27.92333	CN	04/30/2021, 00:00:00	Pucheng	good	118.53333
43.67681	FR	04 Feb 2020	Arles	average	4.63031
40.72586	IT	2021/10/26	Sassari	building	8.55552
32.87533	PK	02 Dec 2018	Daud Khel	average	71.57118
15.46063	TH	2021/06/20	Thap Than	excellent	99.89166
-19.72806	BR	2018-05-26	Iturama	accep	-50.19556
50.80019	DE	09 Nov 2020	Siegburg	accep	7.20769
50.06	RU	2013-06-28	Mikhaylovka	good	43.2379
35.88264	US	03 Sep 2020	Thomasville	excellent	-80.08199
7.65649	NG	2018/11/24	Efon-Alaaye	excellent	4.92235
-7.01833	ID	2017-09-08	Pameungpeuk	maintenance	107.60389
33.72255	US	2015-04-12	Palm Desert	average	-116.37697
-31.25033	AR	2018-03-07	Rafaela	excellent	-61.4867
38.10558	ES	2020-05-23	Caravaca	accep	-1.86343
37.65181	CN	10 Apr 2018	Longgang	average	120.33063
42.28639	ME	03 Apr 2022	Budva	accep	18.84
50.64336	DE	24 Sep 2020	Bad Honnef	building	7.2278
32.54278	CN	07/20/2019, 00:00:00	Danjiangkou	maintenance	111.50861
44.98901	RU	2018-03-05	Yablonovskiy	good	38.94324
-4.16694	BR	02/22/2018, 00:00:00	Guaraciaba do Norte	average	-40.7475
50.75	FR	2016/10/08	Saint-Omer	average	2.25
61.72744	SE	2013/01/06	Hudiksvall	accep	17.10558
56.11281	RU	2021-01-19	Ishim	accep	69.49015
51.4781	RU	09/05/2021, 00:00:00	Kuvandyk	good	57.3552
22.49396	MX	09 Mar 2017	Acaponeta	accep	-105.36369
9.57046	IN	02/06/2017, 00:00:00	Kalavoor	excellent	76.32756
47.64995	US	06/16/2022, 00:00:00	Opportunity	accep	-117.23991
41.16704	US	14 Jul 2013	Bridgeport	average	-73.20483
35.64889	CN	2016/02/17	Sishui	good	117.27583
24.96334	LY	07/14/2017, 00:00:00	Ghat	building	10.18003
35.20889	CN	08/16/2020, 00:00:00	Changzhi	maintenance	111.73861
52.41667	GB	2016/03/23	Thetford	building	0.75
8.48714	SL	03/15/2022, 00:00:00	Freetown	excellent	-13.2356
-6.91806	ID	2021/05/06	Sukabumi	good	106.92667
2.41669	UG	09/28/2020, 00:00:00	Paidha	excellent	30.98551
44.85278	KZ	29 Jun 2016	Kyzylorda	accep	65.50917
41.15376	US	11/23/2016, 00:00:00	Bourbonnais	good	-87.88754
39.33427	US	08/22/2016, 00:00:00	Middle River	excellent	-76.43941
16.0438	PH	2017-06-17	Manaoag	average	120.4861
41.57439	BG	2013-10-28	Smolyan	good	24.71204
11.50526	IN	2018/03/11	Sathyamangalam	excellent	77.23826
46.09273	US	2021/12/14	Iron River	accep	-88.64235
40.72816	US	20 Aug 2020	Jersey City	accep	-74.07764
6.46838	CO	01 Feb 2019	Socorro	accep	-73.26022
25.66795	IN	06 Feb 2021	Dalsingh Sarai	accep	85.83636
38.17492	US	26 Apr 2020	American Canyon	excellent	-122.2608
-17.83333	MG	2019-06-24	Ambatondrazaka	excellent	48.41667
9.57046	IN	22 Sep 2021	Kalavoor	average	76.32756
44.43579	RO	2019-07-20	Sector 6	excellent	26.01649
19.64745	MX	2018/03/23	Paracho de Verduzco	accep	-102.04897
11.86064	NG	11 Feb 2018	Gaya	building	9.0027
8.88649	BJ	12/14/2013, 00:00:00	Tchaourou	excellent	2.59753
40.60538	US	2020/09/29	Far Rockaway	excellent	-73.75513
-26.93366	ZA	2020/06/26	Standerton	average	29.24152
-10.91722	BR	2013-01-17	Lagarto	excellent	-37.65
41.72059	US	2022/03/16	Evergreen Park	average	-87.70172
3.51667	CM	2017/03/01	Mbalmayo	acceptable	11.5
16.68911	MM	2017-10-16	Myawadi	average	98.50893
38.40917	CN	10/12/2018, 00:00:00	Xinzhou	good	112.73333
7.06273	GH	2018/12/29	Mampong	maintenance	-1.4001
47.92526	US	2014/06/16	Grand Forks	accep	-97.03285
9.535	GN	2019/05/19	Camayenne	excellent	-13.68778
-5.85746	PG	05/04/2021, 00:00:00	Mount Hagen	average	144.23058
-21.205	BR	06/02/2015, 00:00:00	Itaperuna	average	-41.88778
50.8	BE	04/29/2021, 00:00:00	Wevelgem	average	3.16667
-34.64966	AR	06/09/2013, 00:00:00	Barracas	average	-58.38341
34.75856	JP	2017/04/27	Ueno-ebisumachi	accep	136.13108
-44.39672	NZ	25 Nov 2015	Timaru	accep	171.25364
43.41949	KZ	02/17/2021, 00:00:00	Otegen Batyra	accep	77.0202
29.22254	IN	2016-08-31	Haldwani	average	79.5286
50.06	RU	01/07/2020, 00:00:00	Mikhaylovka	accep	43.2379
34.8825	KR	14 Dec 2012	Sinhyeon	good	128.62667
37.13548	ES	12 Mar 2022	Las Gabias	accep	-3.67029
51.64316	GB	2020/01/19	Bushey	accep	-0.36053
50.26729	CA	05/29/2021, 00:00:00	Vernon	good	-119.27337
-5.41667	TZ	27 Oct 2021	Chanika	excellent	38.01667
33.45122	US	2016/06/18	Hueytown	accep	-86.99666
53.19146	GB	12/06/2021, 00:00:00	Winsford	excellent	-2.52398
6.95194	PH	11/29/2019, 00:00:00	Recodo	excellent	121.96361
51.4781	RU	16 Dec 2012	Kuvandyk	excellent	57.3552
15.46063	TH	2016/08/18	Thap Than	average	99.89166
10.98778	CO	15 Mar 2020	Puerto Colombia	good	-74.95472
7.83389	CO	2018/02/27	Villa del Rosario	maintenance	-72.47417
3.3285	ID	2020-03-18	Tebingtinggi	accep	99.1625
35.05266	US	2019/12/20	Fayetteville	good	-78.87836
45.0408	US	05/30/2017, 00:00:00	Columbia Heights	building	-93.263
32.61603	IQ	2020/10/27	Karbala	accep	44.02488
52.59319	DE	2017-12-03	Wittenau	accep	13.32127
18.65297	HT	10 Dec 2019	Thomazeau	average	-72.09391
-28.44917	BR	2018-02-13	Marau	accep	-52.2
46.32313	FR	09 Oct 2020	Niort	good	-0.45877
39.78504	US	2022/09/15	Greenfield	accep	-85.76942
24.41288	IN	2018/12/14	Aklera	building	76.56719
-4.16694	BR	2019/09/17	Guaraciaba do Norte	accep	-40.7475
48.77275	FR	2021-12-09	Bar-le-Duc	accep	5.16108
-1.9487	RW	2021/02/12	Rwamagana	average	30.4347
41.75338	US	12/11/2013, 00:00:00	Granger	good	-86.11084
53.49389	GB	03 Feb 2016	Mexborough	average	-1.29243
51.30001	DE	07/01/2019, 00:00:00	Oschatz	building	13.10984
