longitude	station	location	latitude	QoS	revision
8.88104	Malnate	Europe/Rome	45.79377	excellent	2021/02/07
43.38531	Baki	Africa/Mogadishu	9.89206	excellent	05/07/2014, 00:00:00
73.97117	Naushahra Virkan	Asia/Karachi	31.96258	accep	2013-10-22
30.96755	Zvenihorodka	Europe/Kiev	49.07866	acceptable	2013-07-15
29.41824	Artsyz	Europe/Kiev	45.99194	average	18 Nov 2014
31.4976	Juhaynah	Africa/Cairo	26.67319	accep	2015-12-15
-0.74934	High Wycombe	Europe/London	51.62907	maintenance	2014/06/16
109.3243	Randudongkal	Asia/Jakarta	-7.0981	maintenance	12/10/2012, 00:00:00
17.8031	Hlohovec	Europe/Bratislava	48.43174	excellent	04/27/2015, 00:00:00
-121.74052	Davis	America/Los_Angeles	38.54491	good	09/23/2013, 00:00:00
117.33333	Taozhuang	Asia/Shanghai	34.85	excellent	2020-03-31
-89.66123	Progreso	America/Merida	21.28306	good	2018/11/19
115.70111	Hengshui	Asia/Shanghai	37.73222	excellent	16 Jul 2018
6.8625	Oberhausen	Europe/Berlin	51.47805	average	2017-03-05
-2.77259	Baza	Europe/Madrid	37.49073	average	07/14/2019, 00:00:00
32.86389	Roslavl’	Europe/Moscow	53.95278	good	09/11/2014, 00:00:00
13.58357	Franceville	Africa/Libreville	-1.63333	building	2019/11/06
38.16694	Kashira	Europe/Moscow	54.84444	maintenance	2015/01/20
25.34244	Lutsk	Europe/Kiev	50.75932	accep	2021/08/25
-94.91386	Acayucan	America/Mexico_City	17.94979	excellent	2022/05/07
77.5609	Kangayam	Asia/Kolkata	11.00599	accep	04/26/2021, 00:00:00
74.85849	Patti	Asia/Kolkata	31.28092	good	04/25/2022, 00:00:00
-70.92866	Peabody	America/New_York	42.52787	good	11 Feb 2016
139.55028	Kamakura	Asia/Tokyo	35.30889	maintenance	03 Jan 2021
-87.65644	New City	America/Chicago	41.80753	maintenance	2015/09/23
10.78222	Beni Khiar	Africa/Tunis	36.46917	good	2015-01-10
-63.13414	Charlottetown	America/Halifax	46.23899	excellent	22 Oct 2016
-75.23266	Utica	America/New_York	43.1009	building	10/30/2017, 00:00:00
-77.37331	Mechanicsville	America/New_York	37.60876	good	2020-12-01
37.92792	Kireyevsk	Europe/Moscow	53.93361	good	11 May 2022
-77.55777	Bon Air	America/New_York	37.52487	average	2017-09-26
73.08333	Dombivli	Asia/Kolkata	19.21667	average	09/21/2021, 00:00:00
30.38167	Shushary	Europe/Moscow	59.80917	good	10 Jul 2021
9.37082	Siliana	Africa/Tunis	36.08497	building	2012-12-03
5.03586	Cavaillon	Europe/Paris	43.83125	accep	2015/06/01
-98.11889	Casa Blanca	America/Mexico_City	19.04222	accep	2017-03-08
110.8405	Kudus	Asia/Jakarta	-6.8048	maitennce	01/02/2016, 00:00:00
-122.39168	Redding	America/Los_Angeles	40.58654	good	06/03/2019, 00:00:00
109.3243	Randudongkal	Asia/Jakarta	-7.0981	good	05/24/2019, 00:00:00
-69.96533	Brunswick	America/New_York	43.91452	excellent	07/21/2017, 00:00:00
140.11667	Inawashiro	Asia/Tokyo	37.56667	average	2016-06-06
-71.08977	Taunton	America/New_York	41.9001	maintenance	2019/12/21
82.85749	Elamanchili	Asia/Kolkata	17.54907	excellent	03/29/2014, 00:00:00
-73.97069	Kensington	America/New_York	40.64621	good	2013/07/08
-73.89125	Cypress Hills	America/New_York	40.67705	building	2014/09/19
103.61667	Jambi City	Asia/Jakarta	-1.6	excellent	2020-06-22
-72.47417	Villa del Rosario	America/Bogota	7.83389	accep	04/03/2016, 00:00:00
74.85849	Patti	Asia/Kolkata	31.28092	accep	2015/12/24
43.67663	Nizhniy Lomov	Europe/Moscow	53.53041	average	11 Sep 2014
1.6	Pamiers	Europe/Paris	43.11667	good	2016-02-09
2.61667	Mitry-Mory	Europe/Paris	48.98333	accep	07/14/2016, 00:00:00
88.1453	Pujali	Asia/Kolkata	22.4711	accep	2013-02-22
-75.60804	West Chester	America/New_York	39.96097	excellent	2013/10/06
-76.51552	Rosedale	America/New_York	39.32011	building	2020/10/24
111.50861	Danjiangkou	Asia/Shanghai	32.54278	excellent	2016/01/08
18.28333	Boo	Europe/Stockholm	59.33333	good	2018-05-16
30.4347	Rwamagana	Africa/Kigali	-1.9487	good	01/27/2013, 00:00:00
-120.00865	Sunnyside	America/Los_Angeles	46.32374	accep	01/04/2019, 00:00:00
-0.59543	Talence	Europe/Paris	44.80477	excellent	06/22/2018, 00:00:00
-73.58248	Sainte-Catherine	America/Toronto	45.40008	maintenance	2020-02-07
142.45778	Nayoro	Asia/Tokyo	44.35056	average	2020/06/28
-7.95	Athlone	Europe/Dublin	53.43333	average	07 May 2020
69.49015	Ishim	Asia/Yekaterinburg	56.11281	excellent	2013/01/27
-40.7475	Guaraciaba do Norte	America/Fortaleza	-4.16694	maintenance	09/18/2016, 00:00:00
-71.06616	Malden	America/New_York	42.4251	building	29 Jul 2016
-0.74934	High Wycombe	Europe/London	51.62907	good	2022/08/07
140.73667	Hakodate	Asia/Tokyo	41.77583	excellent	2014-01-28
29.41824	Artsyz	Europe/Kiev	45.99194	good	06/29/2015, 00:00:00
-74.01042	Newburgh	America/New_York	41.50343	good	2015/10/16
139.55028	Kamakura	Asia/Tokyo	35.30889	good	01/31/2022, 00:00:00
115.8614	Perth	Australia/Perth	-31.95224	average	18 Nov 2021
-122.39168	Redding	America/Los_Angeles	40.58654	excellent	01/27/2019, 00:00:00
-111.78903	Gilbert	America/Phoenix	33.35283	average	08 Mar 2015
-1.99421	Devizes	Europe/London	51.35084	good	28 Sep 2012
88.18466	Diamond Harbour	Asia/Kolkata	22.19303	average	2013/03/01
-119.27337	Vernon	America/Vancouver	50.26729	average	2022-01-25
68.75915	Khairpur Mir’s	Asia/Karachi	27.52948	maintenance	02 Oct 2020
-1.29772	Cowes	Europe/London	50.76306	good	03 Jul 2017
123.89071	Cebu City	Asia/Manila	10.31672	good	2021/10/01
-3.52751	Exeter	Europe/London	50.7236	average	2019-04-20
-25.66689	Ponta Delgada	Atlantic/Azores	37.74615	excellent	2017/09/06
2.2469	La Garenne-Colombes	Europe/Paris	48.90472	average	04/01/2015, 00:00:00
120.14278	Jiangyan	Asia/Shanghai	32.50611	average	2017/12/02
110.71639	Ngemplak	Asia/Jakarta	-7.54972	excellent	2019-09-08
-2.31938	Bibiani	Africa/Accra	6.46346	maintenance	2013/08/20
-48.62789	Caldas Novas	America/Sao_Paulo	-17.74431	building	2020-01-14
-67.15407	Aguadilla	America/Puerto_Rico	18.42745	accep	2018-05-12
35.7	Iringa	Africa/Dar_es_Salaam	-7.76667	good	26 Jan 2020
-84.23381	Stockbridge	America/New_York	33.54428	maintenance	06 Sep 2014
-2.09814	Aberdeen	Europe/London	57.14369	average	2019/10/12
-51.50361	Carlos Barbosa	America/Sao_Paulo	-29.2975	building	2015/07/15
-38.94722	Canavieiras	America/Bahia	-15.675	average	2022-05-11
72.54566	Hasilpur	Asia/Karachi	29.69221	average	2013-12-16
7.11393	Burscheid	Europe/Berlin	51.08468	average	2015/03/17
-51.50361	Carlos Barbosa	America/Sao_Paulo	-29.2975	average	07/23/2015, 00:00:00
139.55722	Okegawa	Asia/Tokyo	36	good	2016/04/26
18.34717	Reda	Europe/Warsaw	54.60528	good	2014-09-21
36.7138	Binnish	Asia/Damascus	35.95664	excellent	2018-10-21
37.49338	Tyoply Stan	Europe/Moscow	55.62047	building	2020-10-15
7.00417	Losser	Europe/Amsterdam	52.26083	accep	2018/10/16
11.37703	Gauting	Europe/Berlin	48.06919	excellent	2017/06/30
9.85	Halstenbek	Europe/Berlin	53.63333	accep	06 Nov 2012
-1.99421	Devizes	Europe/London	51.35084	average	27 Nov 2019
-53.13722	Loanda	America/Sao_Paulo	-22.92306	maintenance	2015-06-25
85.83334	Bhuban	Asia/Kolkata	20.88197	excellent	04/23/2013, 00:00:00
84.87144	Zaysan	Asia/Almaty	47.46657	good	2019-07-22
-73.89875	Yonkers	America/New_York	40.93121	average	2016-12-30
9.37082	Siliana	Africa/Tunis	36.08497	building	29 Jan 2021
-77.37331	Mechanicsville	America/New_York	37.60876	good	2016/01/10
-0.45877	Niort	Europe/Paris	46.32313	good	06/03/2019, 00:00:00
3.39467	Lagos	Africa/Lagos	6.45407	good	08 Feb 2021
-41.88778	Itaperuna	America/Sao_Paulo	-21.205	accep	12/19/2015, 00:00:00
-71.06616	Malden	America/New_York	42.4251	accep	06/10/2022, 00:00:00
21.32778	Saraj	Europe/Skopje	42	maintenance	09/26/2015, 00:00:00
-1.29243	Mexborough	Europe/London	53.49389	maintenance	23 Jun 2013
-97.35992	Teziutlan	America/Mexico_City	19.8173	excellent	04/09/2020, 00:00:00
8.61839	Bensheim	Europe/Berlin	49.68369	average	2019/09/30
-81.23621	Lexington	America/New_York	33.98154	building	2022/04/22
-103.5687	Zacoalco de Torres	America/Mexico_City	20.22816	average	2019-07-30
37.3825	Gaziantep	Europe/Istanbul	37.05944	maintenance	03/30/2018, 00:00:00
-122.2054	Bothell	America/Los_Angeles	47.76232	excellent	2015/07/08
-117.70755	Laguna Niguel	America/Los_Angeles	33.52253	accep	2013-03-25
60.8019	Beryozovsky	Asia/Yekaterinburg	56.9083	average	21 Dec 2020
112.19028	Jingzhou	Asia/Shanghai	30.35028	average	06/15/2018, 00:00:00
2.18247	el Camp de l'Arpa del Clot	Europe/Madrid	41.41204	average	29 Dec 2019
9.20427	Reutlingen	Europe/Berlin	48.49144	good	02 Jun 2022
79.5286	Haldwani	Asia/Kolkata	29.22254	good	2016-05-16
65.27258	Tavda	Asia/Yekaterinburg	58.04254	good	2021-07-12
9.00472	Idenao	Africa/Douala	4.2475	good	2017-11-18
39.25	Magomeni	Africa/Dar_es_Salaam	-6.8	average	10/08/2020, 00:00:00
122.22833	Yingkou	Asia/Shanghai	40.66482	good	2022-03-20
8.86374	Tortona	Europe/Rome	44.89784	maintenance	2016/03/12
-68.3	Ushuaia	America/Argentina/Ushuaia	-54.8	excellent	2021/11/28
46.83187	Ataq	Asia/Aden	14.53767	average	2017-11-21
135.6	Yao	Asia/Tokyo	34.61667	excellent	02 Jul 2018
4.25633	Beveren	Europe/Brussels	51.21187	excellent	2021/03/14
76.11996	Manjeri	Asia/Kolkata	11.12018	excellent	04/27/2015, 00:00:00
128.63083	Eisen	Asia/Seoul	36.82167	average	07/23/2019, 00:00:00
1.6	Pamiers	Europe/Paris	43.11667	good	17 Sep 2018
3.20639	Mouscron	Europe/Brussels	50.74497	excellent	06 Jun 2016
84.63445	Rafiganj	Asia/Kolkata	24.81757	building	05/15/2014, 00:00:00
123.33471	Dipolog	Asia/Manila	8.56697	excellent	11 Oct 2016
-43.80139	Itabirito	America/Sao_Paulo	-20.25333	good	04/30/2022, 00:00:00
18.30056	Strzelce Opolskie	Europe/Warsaw	50.5107	accep	07/28/2021, 00:00:00
18.28333	Boo	Europe/Stockholm	59.33333	excellent	2019-02-13
103.61667	Jambi City	Asia/Jakarta	-1.6	accep	2018-02-26
69.01354	Vahdat	Asia/Dushanbe	38.55632	accep	2012/11/09
35.59642	Lodwar	Africa/Nairobi	3.11988	accep	06/15/2016, 00:00:00
137.02166	Minokamo	Asia/Tokyo	35.48199	accep	08/18/2013, 00:00:00
-1.86343	Caravaca	Europe/Madrid	38.10558	excellent	2017/05/15
10.18003	Ghat	Africa/Tripoli	24.96334	average	05 Nov 2018
7.973	Finnentrop	Europe/Berlin	51.168	excellent	11/05/2012, 00:00:00
-4.21376	Rutherglen	Europe/London	55.82885	average	17 Jul 2019
37.99117	Krymsk	Europe/Moscow	44.92934	average	2013-10-27
-61.51889	Port of Spain	America/Port_of_Spain	10.66668	building	2018-07-30
68.11759	Tharu Shah	Asia/Karachi	26.9423	accep	2015-07-17
-4.22398	Inverness	Europe/London	57.47908	building	2016-12-01
114.33333	Muncar	Asia/Jakarta	-8.43333	good	02/22/2020, 00:00:00
-88.3162	Crystal Lake	America/Chicago	42.24113	accep	2021-07-10
-97.90308	Copperas Cove	America/Chicago	31.12406	excellent	05/17/2019, 00:00:00
112.9	Xiangtan	Asia/Shanghai	27.85	excellent	2017-02-19
120.14278	Jiangyan	Asia/Shanghai	32.50611	building	24 Mar 2017
-40.7475	Guaraciaba do Norte	America/Fortaleza	-4.16694	accep	2014-05-25
9.29109	San Giuliano Milanese	Europe/Rome	45.39402	acceptable	2021/04/24
-2.31938	Bibiani	Africa/Accra	6.46346	maintenance	2016-02-12
3.1631	Palafrugell	Europe/Madrid	41.91738	good	11/18/2012, 00:00:00
-76.99081	Chillum	America/New_York	38.96372	accep	2021-10-05
-61.51889	Port of Spain	America/Port_of_Spain	10.66668	average	2018/09/12
40.74357	Mardin	Europe/Istanbul	37.31309	average	08 Nov 2013
4.47124	Schiebroek	Europe/Amsterdam	51.95838	maintenance	2022/06/22
-122.24092	Bryn Mawr-Skyway	America/Los_Angeles	47.4943	excellent	2014/05/10
8.77155	Karben	Europe/Berlin	50.23019	accep	2020-03-05
-42.19667	Miracema	America/Sao_Paulo	-21.41222	average	06/24/2020, 00:00:00
117.7	Dongdu	Asia/Shanghai	35.85	good	2016/07/11
109.22921	Yanliang	Asia/Shanghai	34.65918	building	2013/10/24
-2.12139	Brierley Hill	Europe/London	52.48173	good	28 Feb 2016
-71.08977	Taunton	America/New_York	41.9001	good	05/07/2022, 00:00:00
-83.48216	Canton	America/Detroit	42.30865	average	2021-06-08
34.02537	Aksaray	Europe/Istanbul	38.37255	accep	2013-04-22
8.86704	Nidderau	Europe/Berlin	50.23805	accep	07 Nov 2021
-73.47429	Massapequa	America/New_York	40.68066	maintenance	02/01/2021, 00:00:00
-119.01677	Porterville	America/Los_Angeles	36.06523	average	2020-01-27
121.12251	Antipolo	Asia/Manila	14.62578	good	2014-12-01
9.17702	Stuttgart	Europe/Berlin	48.78232	building	12 Oct 2012
30.4347	Rwamagana	Africa/Kigali	-1.9487	accep	11/25/2021, 00:00:00
-76.72803	Woodlawn	America/New_York	39.32288	excellent	04 Feb 2019
99.89166	Thap Than	Asia/Bangkok	15.46063	average	11/29/2021, 00:00:00
8.52462	Adliswil	Europe/Zurich	47.30997	excellent	2012/12/03
115.70111	Hengshui	Asia/Shanghai	37.73222	accep	2019/03/03
4.74161	Ilesa	Africa/Lagos	7.62789	maintenance	2019/04/26
140.72287	Nikolayevsk-on-Amure	Asia/Vladivostok	53.14657	good	2018-05-08
17.22635	Skalica	Europe/Bratislava	48.8449	maintenance	2020/09/24
76.03889	Osmanabad	Asia/Kolkata	18.18158	average	2022-08-27
-94.41551	Independence	America/Chicago	39.09112	accep	2022-07-06
-93.11308	Tuxtla	America/Mexico_City	16.75973	average	03/20/2014, 00:00:00
-51.50361	Carlos Barbosa	America/Sao_Paulo	-29.2975	good	2015/03/22
3.39467	Lagos	Africa/Lagos	6.45407	accep	11 Sep 2020
25.34244	Lutsk	Europe/Kiev	50.75932	accep	30 Oct 2014
6.74549	Losheim	Europe/Berlin	49.5099	average	2015-04-20
-87.93341	Pleasant Prairie	America/Chicago	42.55308	excellent	2021-09-05
-82.07842	Punta Gorda Isles	America/New_York	26.91756	accep	2019/10/06
128.9889	T’aebaek	Asia/Seoul	37.1759	accep	05/30/2017, 00:00:00
-73.9614	El Copey	America/Bogota	10.15031	accep	03 Dec 2020
-2.1875	Westbury	Europe/London	51.26	maintenance	08/10/2017, 00:00:00
70.91106	Alipur	Asia/Karachi	29.38242	average	2018-12-18
141.95	Yamada	Asia/Tokyo	39.46667	accep	2020/02/26
59.6	Shalqar	Asia/Aqtobe	47.83333	average	05/09/2014, 00:00:00
30.91105	Arua	Africa/Kampala	3.02013	average	02/29/2020, 00:00:00
-73.25383	Iquitos	America/Lima	-3.74912	average	2017-01-28
119.58627	Magong	Asia/Taipei	23.5654	building	03/17/2022, 00:00:00
4.52529	Rixensart	Europe/Brussels	50.71229	maintenance	09/27/2020, 00:00:00
114.10479	Tsuen Wan	Asia/Hong_Kong	22.37066	good	07 May 2020
73.38333	Sangla Hill	Asia/Karachi	31.71667	excellent	2012/12/04
111.50861	Danjiangkou	Asia/Shanghai	32.54278	maintenance	2013-09-12
47.31667	Antanifotsy	Indian/Antananarivo	-19.65	accep	01/13/2021, 00:00:00
-86.19903	Jinotepe	America/Managua	11.84962	accep	2022-01-02
8.4493	Hofheim am Taunus	Europe/Berlin	50.09019	accep	2016/01/22
-73.25383	Iquitos	America/Lima	-3.74912	accep	08/12/2016, 00:00:00
-90.10674	Estelle	America/Chicago	29.84576	accep	01 Apr 2021
4.25633	Beveren	Europe/Brussels	51.21187	accep	05/26/2015, 00:00:00
32.86389	Roslavl’	Europe/Moscow	53.95278	excellent	2013/05/14
-71.23106	La Ligua	America/Santiago	-32.45242	excellent	04/07/2016, 00:00:00
9.40531	Gorgonzola	Europe/Rome	45.53069	excellent	2013-09-08
75.37991	Deoli	Asia/Kolkata	25.75728	good	2014/11/29
-81.26367	Deltona	America/New_York	28.90054	good	2016-10-06
101.18445	Phanat Nikhom	Asia/Bangkok	13.44581	excellent	12/16/2016, 00:00:00
127.08472	Nonsan	Asia/Seoul	36.20389	accep	11 Jan 2017
73	Jalal-Abad	Asia/Bishkek	40.93333	good	2016-06-21
76.32756	Kalavoor	Asia/Kolkata	9.57046	excellent	12/28/2015, 00:00:00
79.883	Hendala	Asia/Colombo	6.9909	good	05/27/2021, 00:00:00
-7.95	Athlone	Europe/Dublin	53.43333	accep	08 Dec 2014
85.83334	Bhuban	Asia/Kolkata	20.88197	accep	2013/04/07
6.26764	Yenagoa	Africa/Lagos	4.92675	building	2020-12-21
75.06583	Fazilpur	Asia/Karachi	32.17629	accep	2016/10/05
-3.52751	Exeter	Europe/London	50.7236	excellent	2017/06/19
1.33467	Colomiers	Europe/Paris	43.61058	excellent	04/05/2021, 00:00:00
84.63445	Rafiganj	Asia/Kolkata	24.81757	excellent	2017-08-11
146.05093	Griffith	Australia/Sydney	-34.28853	maintenance	2022-09-08
24.75	Ukmerge	Europe/Vilnius	55.25	accep	09/01/2020, 00:00:00
-37.07167	Aracaju	America/Maceio	-10.91111	good	12/19/2012, 00:00:00
-58.38341	Barracas	America/Argentina/Buenos_Aires	-34.64966	building	2022/03/14
-96.67834	Ada	America/Chicago	34.77453	building	2012-11-21
145.06667	Carnegie	Australia/Melbourne	-37.88333	accep	2015-05-17
25.34244	Lutsk	Europe/Kiev	50.75932	good	12/26/2014, 00:00:00
-41.25528	Resplendor	America/Sao_Paulo	-19.32556	building	02/25/2022, 00:00:00
-122.39168	Redding	America/Los_Angeles	40.58654	good	2015/06/27
-77.55777	Bon Air	America/New_York	37.52487	good	10/11/2018, 00:00:00
10.03988	Barmbek-Nord	Europe/Berlin	53.6052	accep	16 Mar 2015
103.65309	Roi Et	Asia/Bangkok	16.0567	excellent	2013/03/12
-13.2356	Freetown	Africa/Freetown	8.48714	accep	05 Feb 2020
78.55757	Lal Bahadur Nagar	Asia/Kolkata	17.34769	accep	2019/07/21
29.00974	Mokopane	Africa/Johannesburg	-24.19436	average	05/28/2019, 00:00:00
-123.02621	Keizer	America/Los_Angeles	44.99012	good	09/27/2020, 00:00:00
101.02083	Teluk Intan	Asia/Kuala_Lumpur	4.02219	building	11/17/2021, 00:00:00
35.34722	Maxixe	Africa/Maputo	-23.85972	good	2015/12/05
55.4504	Saint-Denis	Indian/Reunion	-20.88231	excellent	2021-01-03
77.5609	Kangayam	Asia/Kolkata	11.00599	good	2018-06-21
144.23058	Mount Hagen	Pacific/Port_Moresby	-5.85746	excellent	20 Apr 2014
-95.36969	Muskogee	America/Chicago	35.74788	average	2016/01/04
71.21169	Amreli	Asia/Kolkata	21.59983	good	2018/11/30
-76.88442	Harrisburg	America/New_York	40.2737	good	2022-09-18
-74.13653	Port Richmond	America/New_York	40.63316	average	2013/02/26
7.36027	Radevormwald	Europe/Berlin	51.20219	average	06/24/2015, 00:00:00
-82.4017	Boyeros	America/Havana	23.0072	average	12/05/2016, 00:00:00
75.37991	Deoli	Asia/Kolkata	25.75728	average	2017-01-28
32.86389	Roslavl’	Europe/Moscow	53.95278	excellent	19 Mar 2013
86.51499	Kenda	Asia/Kolkata	23.1959	good	01 Aug 2014
20.91361	Bogovinje	Europe/Skopje	41.92361	building	2020-11-06
24.71204	Smolyan	Europe/Sofia	41.57439	excellent	01/22/2015, 00:00:00
88.18466	Diamond Harbour	Asia/Kolkata	22.19303	accep	2016/07/20
118.53333	Pucheng	Asia/Shanghai	27.92333	maintenance	2015-02-20
6.76111	Hoogezand	Europe/Amsterdam	53.16167	excellent	07/01/2015, 00:00:00
-122.23484	Kent	America/Los_Angeles	47.38093	average	2018/05/29
86.51499	Kenda	Asia/Kolkata	23.1959	excellent	01 Jun 2020
39.28333	Nyangao	Africa/Dar_es_Salaam	-10.33333	good	07/14/2018, 00:00:00
68.88871	Jhol	Asia/Karachi	25.95533	excellent	2015-10-05
2.95924	Cheraga	Africa/Algiers	36.76775	accep	03/12/2020, 00:00:00
86.79271	Madhipura	Asia/Kolkata	25.92127	good	2019/01/06
30.28491	Kolomyagi	Europe/Moscow	60.02427	building	01 Dec 2021
-98.1664	Contla	America/Mexico_City	19.32932	accep	07/30/2014, 00:00:00
35.23388	East Jerusalem	Asia/Hebron	31.78336	good	04/27/2021, 00:00:00
98.19151	Dawei	Asia/Yangon	14.0823	building	2013-10-16
13.57661	Agrigento	Europe/Rome	37.31065	building	2015-02-05
30.2049	Vitebsk	Europe/Minsk	55.1904	average	10/11/2017, 00:00:00
16.43915	Split	Europe/Zagreb	43.50891	building	2015/09/02
-1.325	Jumilla	Europe/Madrid	38.47917	excellent	12/18/2014, 00:00:00
