CO	CFCs	warning	Pb	C2H3NO5	PAHs	PM2.5	latitude	NH3	PRES	longitude	CH4	PM10	NOx	SO2	O3	H2CO	TEMP
8.33307	39.53413	1.00000	56.44224	0.11236		8.54428	52.57583	6.38810	1070.53825	6.61944	7.71366	5.45704	10.11622	5.57841	7.07348	57.15042	28.20457
10.01870	39.70978	1.00000	60.55893	0.14305	8.43187	8.40798	38.37255	7.48666	1182.86925	34.02537	7.57651	7.04946	6.58961	12.98463	8.99616	43.81048	24.26123
4.04764	64.80557	1.00000	42.71326	1.47522	7.29778	7.40282	47.30997	7.84245	1054.56194	8.52462	8.42121	10.12453	6.38293	6.65140	8.51092	40.94393	3.39842
3.91979	34.45578	1.00000	61.03877	2.37290	8.24661	5.88023	-24.19436	5.97321	1151.21999	29.00974	7.87225	10.61316	4.22585	6.05504	5.80872	48.71591	25.22846
9.39766	64.34170	0.00000	66.01952	2.10815	7.63564	8.06728	29.69221	8.47563	1114.11658	72.54566	9.31488	10.47815	8.36028	10.55250	10.10081	66.62446	19.80204
6.25101	42.31657	0.00000	47.84760	0.61235	4.46855	6.54518	57.14369	6.62399	1182.57016	-2.09814	9.82159	9.10543	8.16836	6.73472	9.82408	42.37451	17.64861
7.02828	42.07133	1.00000	61.24892	0.38988	6.66284	7.49980	61.78491	9.43138	1055.12028	34.34691	8.02583	8.46698	7.69039	10.13877	10.08678	51.84400	11.10263
11.17984	43.58685	0.00000	60.35956	0.52148	7.48605	8.94660	45.40008	11.60000	1189.19803	-73.58248	7.23579	8.89543	11.99951	10.51020	10.37468	61.12695	30.40849
7.49446	43.55628	1.00000	42.58888	0.17070	6.79095	8.69960	45.43341	7.12354	1122.65805	-73.86586	8.01797	7.16133	7.81021	10.70968	9.20253	34.30347	2.41514
7.52489	49.17891	1.00000	53.43711	0.51790	7.45744	9.54686	33.43443	9.94693	1109.69258	-5.22126	6.37434	9.03245	3.90341	9.94808	6.69646	51.74153	11.48545
5.06558	42.32178	0.00000	36.60445	1.07229	6.75463	7.75573	36.06523	7.98047	1135.09176	-119.01677	7.13235	9.77066	8.66013	6.95465	8.20880	38.16488	21.41620
9.25437	64.71541	1.00000	43.47971	0.38594	8.44359	10.08204	27.34089	5.87414	1157.54888	117.4831	8.23975	8.27841	8.33732	4.23306	3.48753	56.68826	25.52580
5.35440	56.46348	1.00000	55.70606	1.08055	8.69923	7.26555	29.98869	8.31180	1117.67096	122.20488	7.91240	9.74989	5.21230	7.84661	7.43054	48.33392	13.29947
5.96671	41.05880	0.00000	32.53016	0.13605	7.09418	6.72147	26.91756	5.11604	1098.02906	-82.07842	6.48148	6.16925	11.32000	7.36154	7.31310	52.87670	17.93367
5.89840	36.81761	1.00000	35.61316	2.86881	7.79075	7.15981	18.18158	5.86489	1129.93279	76.03889	8.94714	10.82782	4.68683	7.84138	8.37776	53.61444	27.97088
9.69300	46.34389	1.00000	45.64085	0.10731	8.06068	7.05225	11.86064	6.82870	1052.58732	9.0027	8.28659	6.54584	5.05883	12.43994	7.05224	40.69251	17.06215
8.15733	49.77067	1.00000	45.63066	0.07385	8.59942	6.50641	38.06084	5.06450	1098.05665	-97.92977	8.78915	5.41440	10.37417	6.06138	7.29466	50.36428	9.97228
7.47216	45.71363	1.00000	59.53669	0.35750	6.60330	9.62529	37.31309	8.29007	1079.72695	40.74357	7.50208	8.55240	4.39857	9.97216	6.61300	50.60188	2.48345
8.95300	29.40924	1.00000	36.04080	0.12512	6.35494	8.37256	28.71271	7.98298	1067.87852	77.656	8.73447	6.81578	12.48807	4.64698	6.69280	69.49072	14.83578
7.16395	43.28072	1.00000	58.90249	1.06046	7.77172	7.92617	26.67319	8.14654	1194.14114	31.4976	7.70466	9.78574	5.23269	9.50195	8.82554	36.56210	9.58659
10.10133	64.91182	1.00000	49.43267	0.34283	7.09477	8.50352	-2.90055	7.50408	1098.90152	-79.00453	7.23400	8.21514	8.26991	7.90615	5.90645	52.68000	19.44455
7.01282	48.86438	1.00000	70.59369	0.09457	6.93822	8.85627	14.64056	7.85189	1057.06803	104.64992	7.73178	4.98292	6.11438	1.86663	3.86622	54.46349	7.66328
9.81618	25.60834	1.00000	36.08944	0.28158	8.21855	6.53996	50.23019	7.23188	1080.47306	8.77155	6.88215	8.22399	9.78533	6.14888	5.42557	52.90296	31.95996
9.63205	48.78429	0.00000	45.24012	2.04135	7.67272	8.62907	26.67319	10.63451	1073.55001	31.4976	6.90320	10.45785	10.69090	8.26835	6.54272	56.06963	11.21517
5.32790	40.78246	1.00000	45.40823	0.77709	8.27918	7.60283	40.55851	7.95511	1155.14260	17.80774	6.34424	9.49287	8.93072	8.30838	12.06249	66.01252	17.49404
5.18022	39.75341	0.00000	55.20628	0.70075	7.53896	7.64860	3.02013	7.53984	1107.51165	30.91105	7.39632	9.24337	7.75411	5.92885	9.27002	65.66193	21.18506
7.97063	41.23995	1.00000	39.14637	0.11973	7.71751	8.26422	36.91023	4.38161	1107.56474	-121.75689	8.20029	4.16458	11.27737	5.68564	8.17540	59.87678	16.75938
9.47494	62.30962	1.00000	45.58673	0.15908	8.18793	8.09852	27.52948	8.35747	1136.02269	68.75915	8.76796	7.31656	7.24882	5.98319	5.14013	27.58128	13.98927
8.72403	29.29449	1.00000	40.56800	0.18612	7.49843	9.04406	-20.87306	7.11034	1152.39198	-48.29694	7.57683	7.47898	8.81319	11.91179	11.63857	62.11749	15.57447
9.89592	44.91070	1.00000	50.38282	0.78741	7.43509	7.67256	29.22254	10.17779	1136.07292	79.5286	7.08575	9.40474	8.18859	5.76009	4.19745	56.57907	4.17866
4.43952	66.40560	1.00000	46.63921	11.21981	5.76227	6.72251	32.50611	7.09212	1085.34055	120.14278	9.35193	12.21529	6.88918	6.74269	10.28222	54.04279	21.10392
7.24631	47.47328	0.00000	54.00817	1.21173	7.15831	10.00679	20.88197	7.58942	1144.52540	85.83334	8.97103	9.86477	8.27355	6.08934	10.77672	39.03095	-5.23777
13.32205	34.88185	0.00000	51.45451	0.25650	7.11285	8.88104	43.62558	10.11583	1145.57194	13.39954	8.12705	7.99639	8.12148	9.50754	10.39835	32.57567	-6.96120
8.03873	59.17333	0.00000	58.26648	0.25251	7.78566	7.33020	31.78336	10.33238	1051.49325	35.23388	7.85881	7.43095	10.30503	4.75561	5.92962	75.60196	8.60910
5.17151	56.95376	0.00000	90.95552	0.24929	6.27448	7.88550	-22.92306	8.71866	1126.15679	-53.13722	7.97164	8.27235	10.10415	5.35221	7.61306	65.16351	14.28303
9.91328	80.59387	0.00000	43.11663	0.63917	8.09102	7.46325	-3.74912	8.04922	1078.93105	-73.25383	5.06633	9.26319	7.61554	10.31773	11.18574	47.63986	1.92654
9.46256	69.69549	1.00000	48.13003	0.16698	7.15273	8.55536	53.37596	5.95009	1182.21587	51.3452	10.04604	6.70338	10.46576	8.39961	7.97094	56.28290	23.26018
6.11590	43.81026	1.00000	53.28723	0.75300	7.78836	8.68340	13.51825	7.23388	1079.64971	99.95469	8.25411	9.37012	6.51227	8.74802	9.05661	45.07405	0.50864
6.43333	50.74733	0.00000	26.49945	3.14277	9.53518	7.04739	42.819	8.64375	1087.25940	47.1192	8.11726	10.91784	10.83897	6.74091	6.67756	61.03137	12.42317
6.99118	37.81875	1.00000	28.58217	0.33747	8.23527	8.35582	18.18158	8.76974	1149.31323	76.03889	9.34679	8.32369	6.54521	9.89532	8.76251	56.01854	28.82621
7.05730	67.82780	1.00000	48.08155	0.09718	9.77631	10.66968	-19.72806	6.13028	1081.10302	-50.19556	8.28827	3.93092	9.70086	3.54134	6.74630	42.28861	10.96356
3.84293	56.96987	0.00000	53.19871	0.24904	7.77795	9.02318	32.54278	7.11644	1187.33766	111.50861	7.63077	8.05818	6.10806	5.78022	10.31862	44.08192	10.70206
5.87378	40.15414	0.00000	61.97943	6.13929	9.84533	8.36139	-10.91111	7.24333	1169.90792	-37.07167	6.62735	11.59804	7.70241	7.16949	8.62039	62.68703	28.89892
5.95786	47.21531	1.00000	65.61249	0.39589	7.77402	7.06572	40.53123	8.39770	1175.82861	17.58522	8.36443	8.51840	5.21358	8.54902	7.57591	31.95715	-0.64154
7.06280	64.57526	0.00000	54.65414	4.09535	10.10515	7.85707	-28.44917	8.44842	1182.78492	-52.2	7.05209	11.17465	9.75421	5.46098	8.23093	72.14169	5.50452
5.44622	38.29459	1.00000	33.32461	1.73663	7.72853	7.71075	6.45407	4.22194	1095.86778	3.39467	7.67917	10.29695	8.12809	8.03804	10.71140	31.43421	8.67450
8.30324	31.64118	1.00000	24.50915	0.11510	8.15432	8.30609	52.41667	4.08431	1179.18618	0.75	6.91005	4.29942		9.41184	8.85187	42.62144	20.35393
4.14002	54.70294	1.00000	53.35491	1.75531	8.11820	7.72928	27.0174	5.66144	1089.49441	49.62251	8.41285	10.31324	6.33322	6.55617	8.48802	64.79232	7.45171
9.35860	52.42292	0.00000	72.70778	0.47516	8.91286	8.62879	55.85	9.50074	1199.00797	37.56667	9.39990	8.88509	9.69280	9.44274	10.59919	74.45956	14.27438
10.78793	50.26172	1.00000	53.67255	0.20995	8.53125	7.94425	10.12268	4.94882	1192.65491	77.54372	6.96597	7.36744	13.16803	10.88783	9.84809	49.68741	35.45758
8.87776	44.95455	1.00000	27.70833	0.11185	9.21946	6.53718	40.64621		1169.26217	-73.97069	5.80750	6.33545	3.89582	8.47528	5.87408	61.96663	11.46009
8.53011	34.94296	1.00000	75.32169	0.16698	7.11928	9.52792	16.75973	8.33571	1193.93498	-93.11308	9.71366	7.30954	7.65032	3.41974	3.79525	71.29258	26.20399
4.63641	43.45555	1.00000	52.54807	0.57694	9.03724	6.71944	49.07866	3.69897	1171.44606	30.96755	8.40265	9.16116	7.59152	7.21759	9.80777	45.06965	4.10302
7.75671	73.54905	0.00000	46.28756	1.01243	6.90133	7.13266	26.11527	3.96444	1054.94262	86.59509	8.96671	9.69124	7.68438	7.93263	12.01512	60.39918	36.09733
6.07150	51.69641	0.00000	44.65566	0.12912	8.78415	7.71859	59.33333	6.41388	1197.96823	18.28333	10.00337	7.02654	11.06055	5.83153	7.09694	50.03256	14.07039
4.92933	48.89532	1.00000	56.65030	0.27605	8.45332	7.91178	27.55898	5.65210	1158.90761	68.21204	7.34517	8.14212	7.15137	7.81837	8.27088	61.20913	11.60369
9.03512	42.52264	0.00000	44.77663	0.18128	8.77583	7.59611	7.50251	8.43466	1084.76324	5.06258	6.22718	7.31022	7.66618	7.24233	10.41900	55.72934	5.38040
8.76102	32.80124	0.00000	44.01476	0.20310	8.86797	7.84858	48.52961	3.00690	1177.51786	12.16179	7.83959	6.36127	10.87310	6.68164	9.89019	31.78687	8.15777
13.61694	60.47273	0.00000	20.02951	4.08220	8.10303	7.54394	35.72917	9.72145	1195.64971	10.58082	6.47001	11.18468	8.16666	12.45473	13.38846	50.52116	30.34968
11.60459	38.39488	0.00000	55.07417	0.89564	8.23825	8.45481	36.65	8.42324	1148.46735	138.31667	6.60404	9.60362	6.55918	9.71454	10.51390	64.71751	20.40854
11.36859	42.89579	1.00000	42.82495	0.44620	7.52903	5.89704	51.26	6.92887	1160.56800	-2.1875	7.67529	8.88892	11.12273	9.34415	7.34469	83.19479	9.36520
4.38085	60.99504	1.00000	36.15705	0.90066	8.48625	7.39099	40.87363	4.37774	1181.44455	14.34085	8.20424	9.57474	7.65043	6.98115	9.84990	39.04989	6.40197
8.50450	32.68146	0.00000	55.68898	1.27962	7.11483	7.11768	-21.205	8.29947	1090.05480	-41.88778	8.77564	9.98100	7.67278	7.69847	8.43442	64.51734	7.43351
7.76064	61.32226	1.00000	63.68486	0.56310	6.91944	7.34208	-1.6	6.27519	1147.25379	103.61667	7.29167	8.91346	6.27179	10.27220	9.45025	55.25140	9.60171
5.12701	21.34115	1.00000	24.19506	6.50903	6.55191	7.72562	64.5635	6.88128	1078.90354	39.8302	7.44143	11.67156	5.98551	7.23134	10.00463	53.20573	4.44420
6.45386	38.78900	0.00000	44.32245	1.16618	9.44053	8.16810	52.41667	3.68676	1157.84401	0.75	6.94197	9.86800	5.86666	6.48001	11.43710	73.94926	30.12570
14.64861	62.17383	0.00000	27.90818	6.55223	5.79769	7.77871	32.50611	9.81999	1091.02497	120.14278	5.63407	11.66705	7.77987	13.40913	10.21368	62.14674	0.79783
9.48821	56.35414	1.00000	59.00178	0.22291	7.35158	6.30266	39.32011	7.07433	1177.74021	-76.51552	7.28679	7.60362	6.56138	5.74734	4.32935	34.87742	20.75421
9.45441	54.56788	1.00000	69.03931	0.23998	8.83328	7.72034	33.76446	7.91574	1063.46094	-117.79394	6.91477	7.51954	10.75524	7.14886	7.03314	61.70037	10.08724
6.60247	21.86067	0.00000	16.50969	0.45172	7.06868	6.79935	25.75728	8.13344	1166.65048	75.37991	7.47137	8.86611	9.52180	9.01799	7.76373	50.18362	-0.76823
8.36448	40.29416	0.00000	41.76616	1.36009	9.30189	8.25110	24.96334	7.81721	1171.74312	10.18003	7.32044	10.02336	11.23199	8.24721	8.58059	65.28621	15.96569
8.83588	32.27741	0.00000	51.26346	0.67003	8.46722	7.59236	50.64336	8.33773	1144.29066	7.2278	8.40022	9.26504	8.49737	10.43992	9.08299	54.31427	20.76924
6.18749	10.41759	1.00000	33.03886	0.29939	9.74734	9.56891	26.68451	5.97941	1072.82436	-80.66756	6.91042	7.97576	7.25574	9.04513	9.22961	36.82763	20.62775
7.70452	57.51763	1.00000	36.34426	0.61778	9.02749	6.91914	19.04222	9.60172	1131.42994	-98.11889	8.67569	9.12466	5.44789	10.25591	8.96435	31.27224	1.93491
5.30364	39.76176	0.00000	48.53820	0.11213	8.92468	8.07305	14.62578	7.04409	1141.76113	121.12251	10.18084	6.14857	11.50210	4.38307	7.35945	40.73681	14.12723
11.19105	25.63639	1.00000	68.63530	2.42537	5.98948	6.80810	-8.43333	9.52320	1055.71881	114.33333	8.77092	10.64241	8.42414	7.11004	4.07875	46.23870	8.64525
8.66926	29.02244	1.00000	28.94012	0.14757	8.14873	7.24415	35.25064	5.24369	1150.43638	-91.73625	8.98192	5.93008	7.22745	6.06989	5.71477	43.88125	23.34477
6.61738	44.29762	1.00000	52.44819	1.33381	8.91353	6.23534	51.39323	6.93004	1151.15753	0.47713	6.80235	10.05193	6.98829	9.08337	10.85983	65.64974	19.25623
8.69201	27.64841	0.00000	63.58798	0.60184	8.42860	8.21312	25.92127	10.03181	1142.15603	86.79271	6.17657	9.13782	10.19429	7.07882	9.02325	50.89453	13.97960
5.88637	48.31544	1.00000	52.46721	0.16534	8.44155	8.95572	45.99194	4.02792	1099.48213	29.41824	7.71177	7.64029	5.76570	8.39021	7.58604	70.22036	5.68939
8.24945	20.91538	0.00000	31.73039	0.45133	7.93604	7.14062	45.9836	8.79649	1060.85756	12.70038	9.05583	8.93762	9.34655	9.17219	9.21792	60.42817	
4.12595	63.02817	1.00000	37.65128	5.65641	7.52273	8.70668	53.30972	6.62925	1119.27913	83.62389	9.07398	11.52610	5.16333	6.20469	8.15251	36.62762	9.55659
8.66186	49.34716	1.00000	48.29964	0.10726	7.29613	7.72570	48.06919	5.01495	1061.36007	11.37703	7.53930	5.65582	11.43941	6.82219	7.99604	44.15053	20.79588
9.68713	56.33411	0.00000	47.47254	1.30080	8.74081	6.64771	29.98869	10.35655	1107.74504	122.20488	6.90901	9.99239	10.46947	9.00389	7.15244	43.28738	12.10225
8.45016	31.47156	1.00000	40.26966	0.13093	8.31149	7.10877	19.04222	3.98909	1137.86460	-98.11889	7.76266	4.99610	10.91783	6.86179	8.09856	59.60323	6.98041
10.29496	47.40944	0.00000	39.05255	0.58935	8.33811	8.39012	35.82756	8.42824	1166.38357	137.95378	7.97165	9.15591	6.95371	7.94381	9.70196		13.26916
6.36332	53.64092	1.00000	56.87937	0.75084	8.20301	8.30659	8.88649	6.60219	1095.48892	2.59753	7.85990	9.36153	6.67419	8.96023	9.37655	42.81568	17.87418
10.12926	56.53042	0.00000	27.59482	0.26929	8.02556	9.05936	-7.76667	10.04232	1068.60660	35.7	8.46762	8.03385	9.70652	8.72339	9.91464	59.38843	14.51383
3.75228	72.97415	0.00000	23.59494	0.18993	9.41738	8.26596	-23.44361	8.89189	1079.11314	-51.87389	8.40698	6.82254	10.26285	5.06157	6.19946	69.38834	25.49809
7.35426	45.00942	1.00000	69.74037	0.89501	8.17390	9.19534	51.64316	7.81749	1125.95418	-0.36053	7.21617	9.59149	4.90947	9.59660	8.71359	54.10240	10.96858
7.20242	24.78104	0.00000	52.09048	0.41482	8.50621	7.77875	10.22677	8.36861	1105.93874	-67.33122	6.28431	8.62838	9.53564	9.02383	9.18741	31.37138	29.86817
7.37511	54.33491	0.00000	61.83087		7.44313	6.55043	18.57677	5.90739	1133.56642	-72.22625	6.12071	10.09865	7.75751	7.46780	11.20301	65.93664	16.07422
8.40210	45.48434	1.00000	46.97131	0.07409	9.11366	7.12449	30.35028	6.47102	1074.44789	112.19028	7.37859	5.33385	11.02132	7.20633	8.51580	53.95381	2.94180
7.90790	55.42905	1.00000	36.74432	0.50569	8.37460	6.63177	38.96372	8.15234	1130.12477	-76.99081	8.16193	8.94122	7.08366	10.75400	9.85417	42.41345	26.23551
8.97119	44.93474	1.00000	54.44617	0.13469	8.67820	7.15406	46.32313	5.97870	1050.12580	-0.45877	6.88473	5.97166	9.86226	7.24417	7.52227	29.61587	25.84165
8.62023	62.68352	0.00000	62.89029	0.80065	8.70483	7.73662	17.34769	9.75858	1133.57300	78.55757	6.65373	9.42207	10.53215	9.41561	10.04282	50.61283	21.96929
9.52495	43.18834	1.00000	46.21207	0.11800	8.37931	7.15548	52.48173	6.99386	1155.94547	-2.12139	8.39478	6.87260	7.10463	7.33736	6.00691	40.24355	19.69015
11.43131	58.47382	0.00000	33.04615	0.70677	7.19847	8.65571	-21.44345	9.58256	1126.55825	-65.71875	5.28082	9.31281	8.21993	8.53093	13.36762	51.03057	-8.72071
7.08466	38.67485	0.00000	31.43477	0.15891	7.82498	7.80108	42.97086	9.20073	1194.90529	-82.42491	8.74690	7.02237	10.38039	7.72680	9.17586	42.27881	22.91295
9.13114	49.52552	1.00000	63.90911	0.12853	5.38392	9.25307	38.54491	8.16892	1170.49022	-121.74052	8.34751	6.33991	11.97161	6.29897	7.87673	58.63694	11.99094
7.52903	58.80664	0.00000	40.44876	0.96178	10.13445	7.14311	20.74122	6.09227	1184.90748	-100.44843	6.34649	9.63203	10.14711	7.80632	8.31655	42.57580	10.22021
7.06266	40.23125	0.00000	52.57327	0.41801	8.31854	7.19300	26.91756	4.95830	1191.01091	-82.07842	7.90832	8.75213	10.57894	8.95605	7.94809	45.36786	-1.64623
7.22773	24.52175	1.00000	47.84588	0.51161	7.77755	6.23266	0.49113	7.20735	1163.64167	29.47306	8.27286	8.95983	5.41409	9.70941	8.14719	32.23728	10.72659
7.93934	58.18247	0.00000	48.91135	0.41405	9.01917	8.95870	29.22254	8.78138	1081.22510	79.5286	9.02849	8.66098	8.94967	7.48946	7.96893	36.66185	8.75943
8.72028	46.00344	1.00000	38.62994	0.14019	8.24805	8.81085	65.93381	3.47949	1160.22053	111.4834	8.11041	4.71923	11.04410	6.87263	8.26217	48.54068	18.63688
7.59216	44.16880	1.00000	78.31318	1.04382	7.80009	9.54541	38.55632	6.55820	1098.96200	69.01354	8.50746	9.76634	6.47375	10.07008	9.77577	57.37034	-4.39016
9.82750	58.42435	0.00000	40.82805	0.49535	9.05601	8.79247	38.54491	8.34385	1113.38766	-121.74052	8.17936	8.91782	5.21560	6.17860	3.35410	57.10267	19.70774
9.15824	30.57388	1.00000	33.62065	0.19058	9.35167	7.53961	7.83389	5.85940	1189.29212	-72.47417	8.39454	6.93825	7.53965	5.07873	4.63265	45.55906	3.31304
6.46864	78.90501	1.00000	49.15808	0.67170	9.86200	7.75993	39.96097	5.04499	1155.73895	-75.60804	8.01221	9.30026	6.32060	8.96414	8.54995	73.70279	17.79664
9.20541	54.15820	1.00000	45.02549	0.16680	8.74433	8.79294	34.65918	7.52681	1065.80746	109.22921	7.16829	6.34759	7.51620	7.94345	7.06556	63.02998	9.18840
5.17653	71.77294	1.00000	30.33575	3.83554	7.47744	6.80226	51.65	10.83031	1111.38930	-0.2	8.35180	11.11988	5.32564	7.65873	8.24883	36.64962	33.37356
11.03621	50.98598	0.00000	45.81429	0.63707	6.22347	7.19982	51.30001	10.71434	1167.96854	13.10984	7.24915	9.12258	10.40588		9.82650	56.67633	12.24912
10.30312	55.57465	0.00000	60.15631	2.71467	7.39579	6.93651	23.04419	4.49993	1104.73364	-82.00919	5.81921	10.78171	11.06444	8.56793	10.07061	57.69507	10.44669
5.81828	36.37086	1.00000	62.50630	0.42902	7.85684	8.23240	65.93381	5.27874	1142.12519	111.4834	7.94055	8.60138	6.53534	8.33195	9.31586	30.87613	-7.29696
8.18782	55.29925	1.00000	21.14324	0.09743	8.74492	7.79764	43.91452	6.34965	1134.70064	-69.96533	8.88276	5.26491	7.54416	5.13655	5.90675	34.11599	-6.85003
6.95601	33.92084	1.00000	38.42097	0.73138	7.50018	6.35761	8.62261	7.07500	1108.01504	-70.20749	7.15316	9.36106	5.59463	9.37244	8.65261	47.64172	29.90366
9.25182	29.97594	1.00000	34.95839	0.13296	9.22041	7.96028	32.54278	4.62322	1146.55293	111.50861	7.79350	5.21995	8.08705	9.58835	8.58163	38.06674	17.46982
6.83256	66.66686	0.00000	39.73196	0.33495	6.73178	9.10663	-29.2975	7.16429	1182.46952	-51.50361	8.09454	8.25792	11.43470	5.04043	7.89435	34.85469	37.25359
6.62812	54.65956	1.00000	43.72284	0.34390	8.63163	6.30510	51.21187	2.84580	1133.02421	4.25633	7.65252	8.38107	6.79888	9.14694	8.86549	54.46429	3.03219
6.64606	39.75286	0.00000	33.39272	0.54201	8.94005	8.42495	52.86147	5.19621	1137.00525	9.5926	8.94218	9.08467	8.09254	6.63444		67.83725	11.51478
10.95197	53.03207	0.00000	36.62244	0.91876	7.66553	7.69992	52.61131	8.28215	1058.18334	13.31783	7.35808	9.61413	7.07042	9.99146	11.75561	65.04707	11.70564
12.10595	29.67917	0.00000	60.01683	0.84137	8.27391	7.06734	31.28092	10.51373	1062.99065	74.85849	10.78372	9.50434	9.39496	9.81265	11.31128	68.39389	13.66304
7.94341	48.34490	0.00000	64.89947	0.40542	7.39838	9.10811	41.8542	6.51731	1198.51137	-87.66561	7.23924	8.59373	11.63351	6.38161	7.96246	48.60771	19.06564
7.61113	53.61185	1.00000	55.58657	0.10592	6.93865	8.13959	32.54278	4.85730	1096.50693	111.50861	6.02922	4.10810	10.39020	5.24785	7.69887	45.53869	16.49766
7.24166	80.37334	1.00000	49.65813	1.60676	6.98104	7.39358	50.71229	5.96367	1112.79772	4.52529	7.67637	10.23514	4.54814	9.32251	7.72980	55.87239	17.24263
10.44855	44.79709	0.00000	18.45620	3.45478	5.97737	8.88550	-10.91722	11.03710	1127.86893	-37.65	6.73361	11.02777	11.17158	9.64024	8.33199	65.83944	41.39400
9.10887	42.19884	1.00000	55.42944	0.10574	5.82580	7.72071	41.9001	8.34180	1160.16368	-71.08977	8.13080	7.10619	9.22996	4.01026	4.89191	66.26244	8.87442
8.28608	63.56088	1.00000	58.19431	0.10353	8.90328	7.71803	25.80565	3.35942	1107.07054	68.49143	5.48281	4.01934	11.33534	8.10041	9.62771	51.77071	22.54329
7.62361	51.64833	0.00000	37.68157	0.24138	8.39083	6.89689	41.8542	4.75460	1094.10874	-87.66561	8.21071	7.48257	11.02908	7.88177	8.77156	44.05427	10.91090
2.72674	59.33521	1.00000	32.81052	0.74924	6.80213	7.43021	50.7236	2.85803	1140.76234	-3.52751	5.62858	9.34037	5.17850	4.89802	6.50157	63.32554	17.14142
11.49248	51.74986	0.00000	48.19132	5.72989	9.86647	8.79492	57.47908	9.34538	1050.81988	-4.22398	9.48997	11.53373	8.09571	10.30329	9.58200	67.83321	11.62502
6.87909	45.06552	0.00000	35.19419	1.41462	8.29230	8.57101	28.90054	6.53853	1139.23629	-81.26367	7.91609	10.09400	10.12150	7.07123	7.99290	49.84703	28.43698
7.46256	44.27934	1.00000	63.56786	0.15729	7.62622	9.41015	16.0567	4.86520	1165.50509	103.65309	8.04711	6.67880	7.82136	10.52257	9.40493	47.33957	23.07004
7.88436	37.22642	1.00000	41.86824	0.06487	6.37860	6.56839	44.80477	7.90844	1127.80557	-0.59543	7.37795	5.75518	8.01738	4.68111	5.79489	48.46777	18.17516
6.20595	51.29165	0.00000	39.75279	0.12304	7.73157	7.28286	-1.6	6.75883	1075.81736	103.61667	10.31400	7.04957	11.35929	5.34341	7.78764	33.53353	8.55094
7.11682	38.60385	1.00000	37.00760	0.63406	7.26802	8.43205	34.08565	6.02431	1065.74287	74.80555	7.13650	9.20317	4.60452	9.31468	7.61260	35.02600	14.89484
8.92654	59.48033	1.00000	38.15164	0.08155	5.74816	6.46556	48.78232	6.49248	1159.06196	9.17702	9.68171	5.28243	11.51488	6.43350	8.23151	43.21039	9.65521
8.54994	55.28823	1.00000	42.90922	0.09817	6.75006	6.95065	50.26729	6.67009	1109.65139	-119.27337	8.05307	4.68099	13.79780	7.04833	9.99554	36.04990	37.57883
4.40886	57.60828	1.00000	27.26144	1.88725	6.19416	7.01195	51.21187	5.94373	1109.80738	4.25633	8.30246	10.38330	6.20642	6.78676	8.66678	53.65488	14.79485
10.18508	31.99348	1.00000	40.91682	0.17186	8.98776	8.91653	-4.16694	6.87920	1161.50027	-40.7475	7.68052	7.57651	6.24775	8.51408	5.84576	50.85384	11.69079
9.56302	35.82430	0.00000	28.06938	1.38637	8.07665	6.00481	-20.88231	6.91109	1104.93761	55.4504	7.71704	10.04318	6.50008	11.80021	9.25054	68.33885	5.25124
6.22096	58.82667	0.00000	40.47311	0.55832	7.29004	7.09167	37.13548	6.42053	1096.05793	-3.67029	5.34768	9.02836	8.26302	5.79889	9.43835		18.61345
9.71724	56.06480	1.00000	59.25269	0.17709	7.11736	7.17900	40.66482	5.45242	1188.04232	122.22833	7.62681	7.03376	6.72131	12.43877	9.90920	35.24322	20.06456
5.69642	63.68357	1.00000	47.25105	0.28917	6.40276	7.69209	50.26729	1.77089	1112.98941	-119.27337	8.11797	8.08912	6.69783	8.24274	7.88586	50.63066	32.34370
5.80530	33.82064	1.00000	45.36119	2.78077	9.42643	9.12231	39.45621	6.46751	1186.94047	-77.96389	7.21597	10.80100	5.50184	8.04258	8.41829	57.16028	5.21135
8.41872	34.19440	0.00000	48.89042	0.23339	8.39739	7.29355	53.78333	8.79211	1169.35708	-1.06667	9.19379	7.65220	9.03324	8.61153	9.55923	35.56982	18.06427
8.08692	63.41702	1.00000	41.66360	0.13100	9.38955	8.37205	8.48714	7.31701	1155.86726	-13.2356	7.00543	6.14669	5.38584	3.17907	3.44617	40.45640	25.47709
6.89389	29.26739	1.00000	65.53906	0.41807	7.69064	9.32439	52.86147	4.97547	1105.48448	9.5926	5.62013	8.66531	6.00229	9.32214	8.74179	48.15954	9.74309
6.93527	19.53273	0.00000	57.24888	0.28441	9.14747	6.74311	46.18396	4.12045	1084.02596	6.10237	7.57531	8.07893	8.94892	5.93490	10.02219	43.14213	17.36315
7.22083	54.85098	0.00000	51.05801	1.15122	9.04797	7.28540	44.80477	6.10688	1141.37978	-0.59543	8.84439	9.85973	9.03212	8.05206	9.36793	53.41248	11.67632
4.23967	48.20268	1.00000	56.20935	1.30269	8.29785	7.60584	24.05979	3.77685	1136.99789	77.40858	6.89507	10.01643	5.74109	6.33642	8.68269	63.85391	14.01106
9.33927	57.53297	0.00000	36.34860	0.56727	7.24757	9.01754	-27.4338	10.93253	1120.39235	-65.61427	6.66413	9.10457	11.39898	8.44414	6.53439	59.71130	10.00983
