longitude	location	station	latitude	revision	QoS
-62.64102	America/Caracas	Ciudad Guayana	8.35122	2020/12/14	building
-85.76942	America/Indiana/Indianapolis	Greenfield	39.78504	2018/09/11	average
38.16694	Europe/Moscow	Kashira	54.84444	2019-03-17	maintenance
100.04427	Asia/Bangkok	Nakhon Pathom	13.8196	07/21/2022, 00:00:00	accep
6.76111	Europe/Amsterdam	Hoogezand	53.16167	2015/08/27	excellent
-115.98391	America/Los_Angeles	Pahrump	36.20829	18 May 2021	good
-74.96933	America/New_York	Sicklerville	39.71734	2021-04-22	accep
7.20769	Europe/Berlin	Siegburg	50.80019	2016-06-12	good
135.21667	Asia/Tokyo	Sasayama	35.06667	2015/10/31	excellent
-1.5443	Europe/London	Lymington	50.75767	10/11/2013, 00:00:00	acceptable
9.00472	Africa/Douala	Idenao	4.2475	18 Dec 2012	excellent
103.81667	Asia/Kuala_Lumpur	Ulu Tiram	1.6	2017/04/26	maintenance
-9.24671	Europe/Lisbon	Carnaxide	38.72706	2021-08-11	accep
33.9162	Europe/Kiev	Hlukhiv	51.67822	02 Aug 2013	excellent
84.87144	Asia/Almaty	Zaysan	47.46657	2019/04/04	good
117.59152	Asia/Makassar	Tarakan	3.31332	26 Apr 2017	good
-7.32097	Europe/Lisbon	Custoias	41.1053	05 Jan 2015	maintenance
-82.46148	America/New_York	Lutz	28.15112	2018-04-30	average
-97.03285	America/Chicago	Grand Forks	47.92526	12/03/2013, 00:00:00	good
4.8951	Europe/Paris	Valence	44.92801	05/19/2022, 00:00:00	maintenance
-76.99081	America/New_York	Chillum	38.96372	2019-10-13	building
5.4384	Europe/Paris	Marseille 11	43.2907	14 Dec 2017	average
43.38531	Africa/Mogadishu	Baki	9.89206	01/05/2013, 00:00:00	building
6.74549	Europe/Berlin	Losheim	49.5099	11/16/2017, 00:00:00	accep
-95.36969	America/Chicago	Muskogee	35.74788	2018/08/31	excellent
37.55	Africa/Addis_Ababa	Arba Minch	6.03333	09/24/2015, 00:00:00	accep
-68.30472	America/Caracas	Tinaquillo	9.91861	04/02/2014, 00:00:00	average
-82.07842	America/New_York	Punta Gorda Isles	26.91756	2014/12/03	excellent
-70.6996	America/Santiago	San Bernardo	-33.59217	2021/10/17	average
121.96361	Asia/Manila	Recodo	6.95194	2012/11/04	good
120.33063	Asia/Shanghai	Longgang	37.65181	2019-07-29	maintenance
-74.01042	America/New_York	Newburgh	41.50343	2020-10-08	excellent
38.07083	Europe/Moscow	Stupino	54.90083	2013-10-08	average
24.71204	Europe/Sofia	Smolyan	41.57439	12/09/2015, 00:00:00	good
47.31667	Indian/Antananarivo	Antanifotsy	-19.65	2014/04/16	good
5.51978	Europe/Amsterdam	Tongelre	51.44889	10/30/2013, 00:00:00	good
79.883	Asia/Colombo	Hendala	6.9909	05/20/2015, 00:00:00	average
8.2926	Africa/Lagos	Kafanchan	9.58126	2019-06-28	excellent
5.58472	Europe/Amsterdam	Barneveld	52.14	05 May 2022	average
72.85107	Asia/Kolkata	Bhayandar	19.30157	09 May 2014	accep
4.52514	Africa/Lagos	Argungu	12.74482	2017/07/14	maintenance
30.28491	Europe/Moscow	Kolomyagi	60.02427	2022/05/11	excellent
122.8637	Asia/Manila	Santa Catalina	9.3337	2013/07/17	average
110.8405	Asia/Jakarta	Kudus	-6.8048	2015-06-23	excellent
6.10237	Europe/Zurich	Onex	46.18396	2016/09/15	good
-73.49484	America/New_York	New Canaan	41.14676	2014-06-11	building
34.4587	Africa/Blantyre	Salima	-13.7804	2016-03-22	average
6.9747	Europe/Berlin	Wesseling	50.82709	2020/12/11	excellent
-76.78319	America/Jamaica	New Kingston	18.00747	2017/02/18	average
-0.2	Europe/London	Barnet	51.65	03/18/2018, 00:00:00	good
-117.54866	America/Los_Angeles	Norco	33.93113	2021/02/26	excellent
18.28333	Europe/Stockholm	Boo	59.33333	2017/07/25	excellent
-50.19556	America/Sao_Paulo	Iturama	-19.72806	21 Nov 2019	good
37.3825	Europe/Istanbul	Gaziantep	37.05944	2012/11/03	average
22.53083	Europe/Belgrade	Negotin	44.22639	2014-02-12	average
8.52462	Europe/Zurich	Adliswil	47.30997	2020/02/21	good
-49.27306	America/Sao_Paulo	Curitiba	-25.42778	06/29/2014, 00:00:00	excellent
74.83554	Asia/Kolkata	Sirsi	14.62072	2014-12-07	average
-120.43572	America/Los_Angeles	Santa Maria	34.95303	04/14/2022, 00:00:00	excellent
18.28333	Europe/Stockholm	Boo	59.33333	2014-03-21	good
-122.24064	America/Los_Angeles	Bothell West	47.80527	31 Oct 2019	building
28.88222	Europe/Istanbul	Mudanya	40.37528	2015-07-29	average
12.70038	Europe/Rome	Cordenons	45.9836	27 Jan 2019	good
8.61839	Europe/Berlin	Bensheim	49.68369	2022/05/11	good
-81.77285	America/New_York	Clermont	28.54944	2016-12-21	accep
-89.66123	America/Merida	Progreso	21.28306	02/25/2017, 00:00:00	average
-3.05814	Europe/London	Rhosllanerchrugog	53.00974	2014/01/16	excellent
122.05228	Asia/Shanghai	Tianfu	37.19723	07/14/2019, 00:00:00	building
-58.44417	America/Manaus	Itacoatiara	-3.14306	2018-07-04	accep
24.43973	Africa/Lubumbashi	Yangambi	0.76755	2021-03-01	good
35.96944	Europe/Moscow	Volokolamsk	56.03361	2013/12/31	average
42.7125	Africa/Djibouti	'Ali Sabieh	11.15583	2015-09-17	building
139.07204	Asia/Tokyo	Fujioka	36.24624	2018/12/15	accep
109.05389	Asia/Jakarta	Wangon	-7.51611	04/21/2015, 00:00:00	excellent
-74.73584	America/Bogota	Honda	5.20856	10/05/2017, 00:00:00	average
15.46667	Europe/Vienna	Sankt Peter	47.05	2016-06-06	excellent
-81.23621	America/New_York	Lexington	33.98154	2020/04/04	average
114.68333	Asia/Shanghai	Heyuan	23.73333	01/01/2017, 00:00:00	excellent
-101.2591	America/Mexico_City	Guanajuato	21.01858	2016-05-31	accep
48.41667	Indian/Antananarivo	Ambatondrazaka	-17.83333	05/28/2020, 00:00:00	average
5.2875	Europe/Amsterdam	Vught	51.65333	2018-07-22	excellent
150.99292	Australia/Sydney	Baulkham Hills	-33.75881	07/30/2022, 00:00:00	accep
20.89389	Europe/Belgrade	Glogovac	42.62833	08/13/2022, 00:00:00	building
-76.78319	America/Jamaica	New Kingston	18.00747	02 Oct 2014	maintenance
83.36889	Asia/Kolkata	Gorakhpur	26.76628	09/16/2015, 00:00:00	average
4.86667	Europe/Paris	Vienne	45.51667	13 Mar 2017	accep
75.96976	Asia/Kolkata	Gajendragarh	15.73628	08/09/2020, 00:00:00	accep
123.89071	Asia/Manila	Cebu City	10.31672	06 Jan 2016	maintenance
59.80222	Asia/Yekaterinburg	Lesnoy	58.63667	2021/11/20	excellent
-91.11667	America/Guatemala	Chichicastenango	14.93333	2017-02-01	good
10.18003	Africa/Tripoli	Ghat	24.96334	01/01/2022, 00:00:00	good
-6.90656	Africa/Casablanca	Temara	33.92866	13 Sep 2018	accep
11.34046	Europe/Berlin	Rudolstadt	50.72043	2016/06/01	good
110.71639	Asia/Jakarta	Ngemplak	-7.54972	26 Jun 2015	building
14.72443	Europe/Rome	Ragusa	36.92574	05/21/2022, 00:00:00	excellent
-77.43532	America/Havana	Media Luna	20.14298	2015/04/28	excellent
12.70038	Europe/Rome	Cordenons	45.9836	2015-01-13	good
68.49143	Asia/Karachi	Bhit Shah	25.80565	2014/11/25	excellent
-82.46148	America/New_York	Lutz	28.15112	08/28/2014, 00:00:00	good
-95.63079	America/Chicago	Palestine	31.76212	2018/04/22	accep
123.33471	Asia/Manila	Dipolog	8.56697	2021/07/06	accep
144.23058	Pacific/Port_Moresby	Mount Hagen	-5.85746	12/22/2013, 00:00:00	average
-74.38987	America/New_York	Scotch Plains	40.65538	2021-12-24	excellent
-49.27306	America/Sao_Paulo	Curitiba	-25.42778	2019/12/18	good
9.0027	Africa/Lagos	Gaya	11.86064	2021/07/27	accep
-1.64295	Europe/Madrid	Segundo Ensanche	42.8139	13 Dec 2021	good
-85.43772	America/Costa_Rica	Liberia	10.63504	02 Aug 2014	excellent
-95.44744	America/Chicago	Fresno	29.53885	06 Sep 2013	excellent
123.758	Asia/Manila	Naga	10.20898	24 Feb 2022	good
-70.6996	America/Santiago	San Bernardo	-33.59217	2019/10/17	average
-84.67837	America/New_York	Acworth	34.06635	06/04/2018, 00:00:00	building
84.63445	Asia/Kolkata	Rafiganj	24.81757	2015-01-29	excellent
120.56528	Asia/Manila	Pilar	14.66	03 Jan 2020	building
136.13108	Asia/Tokyo	Ueno-ebisumachi	34.75856	11/14/2016, 00:00:00	accep
29.00974	Africa/Johannesburg	Mokopane	-24.19436	2013/02/28	accep
48.41667	Indian/Antananarivo	Ambatondrazaka	-17.83333	07/16/2017, 00:00:00	maintenance
-88.31476	America/Chicago	Murray	36.61033	17 Mar 2015	maintenance
151.08057	Australia/Sydney	Eastwood	-33.79176	18 Apr 2022	excellent
-102.36764	America/Chicago	Odessa	31.84568	29 Aug 2015	good
38.01667	Africa/Dar_es_Salaam	Chanika	-5.41667	08 Apr 2017	average
17.58522	Europe/Rome	Francavilla Fontana	40.53123	09/03/2022, 00:00:00	building
7.60872	Europe/Rome	Ventimiglia	43.78956	11/27/2015, 00:00:00	average
-87.70172	America/Chicago	Evergreen Park	41.72059	26 Jan 2021	average
2.2469	Europe/Paris	La Garenne-Colombes	48.90472	2022-03-22	maintenance
-93.71133	America/Chicago	West Des Moines	41.57721	13 Sep 2017	accep
-87.70172	America/Chicago	Evergreen Park	41.72059	2017-11-27	average
-76.70944	America/Lima	Chosica	-11.94306	2018/12/15	average
18.30056	Europe/Warsaw	Strzelce Opolskie	50.5107	06/15/2017, 00:00:00	good
137.23333	Asia/Tokyo	Gero	35.8	27 Oct 2018	accep
6.51352	Europe/Berlin	Korschenbroich	51.19139	2022-08-12	accep
-48.67028	America/Sao_Paulo	Imbituba	-28.24	2017/09/25	excellent
120.74792	Asia/Shanghai	Nanpiao	41.09822	2020-07-19	good
-81.24441	America/Havana	Varadero	23.15678	2015-12-13	maintenance
-88.3162	America/Chicago	Crystal Lake	42.24113	2016/06/03	excellent
133.42825	Asia/Vladivostok	Lesozavodsk	45.47885	2017-01-10	accep
124.95278	Asia/Manila	Tupi	6.33444	09 May 2019	accep
13.39954	Europe/Rome	Falconara Marittima	43.62558	16 Oct 2018	excellent
34.33825	Europe/Moscow	Dyat’kovo	53.59782	2022/05/15	building
20.91361	Europe/Skopje	Bogovinje	41.92361	23 Jan 2014	average
37.49338	Europe/Moscow	Tyoply Stan	55.62047	12/09/2017, 00:00:00	accep
10.98461	Europe/Berlin	Friedberg	48.35693	18 Aug 2018	average
12.84052	Europe/Rome	Portogruaro	45.78071	2021/04/24	accep
78.27539	Asia/Kolkata	Robertsonpet	12.95629	09/05/2022, 00:00:00	average
74.85849	Asia/Kolkata	Patti	31.28092	30 Dec 2020	excellent
107.60627	Asia/Irkutsk	Ulan-Ude	51.82721	11/30/2018, 00:00:00	excellent
-1.05366	Europe/Paris	Dax	43.71032	2021/09/16	excellent
120.33063	Asia/Shanghai	Longgang	37.65181	2018-01-12	accep
-77.4286	America/New_York	Sterling	39.00622	09/10/2022, 00:00:00	average
106.85417	Asia/Jakarta	Cibinong	-6.48167	2014/02/22	average
30.79165	Africa/Johannesburg	Vryheid	-27.76952	2014-04-17	excellent
117.81667	Asia/Shanghai	Zhoucun	36.81667	2020-01-21	good
8.86704	Europe/Berlin	Nidderau	50.23805	01 Apr 2021	good
10.03988	Europe/Berlin	Barmbek-Nord	53.6052	2015/11/22	good
-86.11084	America/Indiana/Indianapolis	Granger	41.75338	2021-11-07	accep
-90.10674	America/Chicago	Estelle	29.84576	2020-05-12	accep
86.51499	Asia/Kolkata	Kenda	23.1959	2012-12-06	excellent
-74.26419	America/Bogota	Madrid	4.73245	03/22/2015, 00:00:00	maintenance
33.2525	Europe/Moscow	Valday	57.97472	2018/03/31	building
85.83334	Asia/Kolkata	Bhuban	20.88197	11/29/2017, 00:00:00	accep
13.57661	Europe/Rome	Agrigento	37.31065	11/23/2014, 00:00:00	good
78.25795	Asia/Kolkata	Tiruppuvanam	9.82564	11 Jun 2015	accep
20.89389	Europe/Belgrade	Glogovac	42.62833	2017-06-27	maintenance
153.10236	Australia/Brisbane	Carindale	-27.50578	2022-07-03	average
-5.22126	Africa/Casablanca	Azrou	33.43443	2016/05/22	excellent
26.97253	Europe/Kiev	Krasyliv	49.65186	07/24/2014, 00:00:00	average
-60.47389	America/Argentina/Buenos_Aires	Chacabuco	-34.64167	31 Jul 2016	excellent
-116.97725	America/Los_Angeles	Beaumont	33.92946	13 Jan 2014	accep
46.83187	Asia/Aden	Ataq	14.53767	23 Jan 2020	good
74.80555	Asia/Kolkata	Srinagar	34.08565	2016-11-20	good
51.0193	Asia/Tehran	Shahre Jadide Andisheh	35.6803	12/21/2017, 00:00:00	accep
135.6	Asia/Tokyo	Yao	34.61667	08/31/2022, 00:00:00	average
19.21437	Europe/Sarajevo	Bijeljina	44.75874	2020/04/08	average
51.0193	Asia/Tehran	Shahre Jadide Andisheh	35.6803	09 Dec 2015	excellent
38.07083	Europe/Moscow	Stupino	54.90083	21 Aug 2021	average
102.05461	Asia/Bangkok	Tak Bai	6.25947	20 Aug 2018	building
-122.24092	America/Los_Angeles	Bryn Mawr-Skyway	47.4943	2017/04/13	maintenance
14.30935	Europe/Rome	Afragola	40.92298	2020/03/20	excellent
-103.5687	America/Mexico_City	Zacoalco de Torres	20.22816	01/14/2020, 00:00:00	accep
7.36027	Europe/Berlin	Radevormwald	51.20219	2020-11-22	excellent
-84.13722	America/Costa_Rica	San Rafael	9.92787	2019-03-08	good
-84.13722	America/Costa_Rica	San Rafael	9.92787	2013-11-02	excellent
37.56667	Europe/Moscow	Likhobory	55.85	25 Apr 2019	good
-35.03333	America/Recife	Cabo	-8.28333	2016-05-29	maintenance
-102.04897	America/Mexico_City	Paracho de Verduzco	19.64745	01 Mar 2016	maintenance
43.63417	Europe/Moscow	Novopavlovsk	43.96222	25 Nov 2021	average
15.87735	Africa/Bangui	Carnot	4.94273	2015-07-12	good
36.7138	Asia/Damascus	Binnish	35.95664	2018-12-21	excellent
-7.95	Europe/Dublin	Athlone	53.43333	2015-01-16	good
-82.07842	America/New_York	Punta Gorda Isles	26.91756	12/04/2012, 00:00:00	accep
-3.52751	Europe/London	Exeter	50.7236	10/20/2019, 00:00:00	maintenance
-0.76667	Europe/London	Gainsborough	53.38333	2013/01/08	maintenance
-73.9625	America/New_York	Morningside Heights	40.81	2016/02/27	good
-81.77285	America/New_York	Clermont	28.54944	31 Mar 2018	maintenance
100.04427	Asia/Bangkok	Nakhon Pathom	13.8196	2017/08/28	maintenance
74.3092	Asia/Kolkata	Rajaori	33.37526	29 Apr 2017	maintenance
-72.97261	America/New_York	Rutland	43.61062	2017/06/14	average
2.12213	Europe/Paris	Le Chesnay	48.8222	2017/10/15	average
2.1699	Europe/Paris	Herblay	48.98994	2018/08/23	average
19.27498	Europe/Warsaw	Jaworzno	50.20528	2020-01-07	good
-76.72803	America/New_York	Woodlawn	39.32288	2014-12-28	excellent
-79.59415	America/Guayaquil	Milagro	-2.13404	2013-09-03	good
-41.45861	America/Fortaleza	Pedro II	-4.42472	29 Aug 2014	building
38.02486	Europe/Moscow	Malakhovka	55.64776	2018/06/21	good
-89.71472	America/El_Salvador	Sonzacate	13.73417	03 Dec 2013	average
-111.78903	America/Phoenix	Gilbert	33.35283	2017-12-18	accep
-104.22884	America/Denver	Carlsbad	32.42067	2017/05/28	good
-44.31389	America/Sao_Paulo	Esmeraldas	-19.7625	05/12/2016, 00:00:00	accep
2.59753	Africa/Porto-Novo	Tchaourou	8.88649	08/17/2013, 00:00:00	maintenance
-80.66756	America/New_York	Belle Glade	26.68451	13 Dec 2015	maintenance
10.5511	Europe/Berlin	Gifhorn	52.47774	05/10/2015, 00:00:00	good
76.92421	Asia/Yekaterinburg	Izluchinsk	60.97944	2016/04/26	good
-156.47432	Pacific/Honolulu	Kahului	20.88953	01/10/2022, 00:00:00	building
23.225	Europe/Sofia	Montana	43.4125	2015/05/31	accep
73.97117	Asia/Karachi	Naushahra Virkan	31.96258	2013-06-07	average
-1.99421	Europe/London	Devizes	51.35084	2019/10/15	good
-122.24064	America/Los_Angeles	Bothell West	47.80527	2022-07-09	good
77.40858	Asia/Kolkata	Leteri	24.05979	2021-01-20	average
137.23333	Asia/Tokyo	Gero	35.8	05/07/2018, 00:00:00	excellent
107.60389	Asia/Jakarta	Pameungpeuk	-7.01833	11/06/2018, 00:00:00	average
-2.09814	Europe/London	Aberdeen	57.14369	11/11/2020, 00:00:00	excellent
-120.00865	America/Los_Angeles	Sunnyside	46.32374	2019-03-30	excellent
-87.93341	America/Chicago	Pleasant Prairie	42.55308	2017/12/28	good
135.6	Asia/Tokyo	Yao	34.61667	04/09/2017, 00:00:00	average
68.88871	Asia/Karachi	Jhol	25.95533	2015-12-06	average
-7.35	Europe/Dublin	An Muileann gCearr	53.53333	10/15/2020, 00:00:00	building
153.10236	Australia/Brisbane	Carindale	-27.50578	04/24/2016, 00:00:00	accep
83.62389	Asia/Barnaul	Novosilikatnyy	53.30972	2016/04/27	maintenance
-105.36369	America/Mazatlan	Acaponeta	22.49396	2018-01-20	good
118.53333	Asia/Shanghai	Pucheng	27.92333	07/02/2017, 00:00:00	good
-8.2503	Europe/Lisbon	Albufeira	37.08819	03/19/2014, 00:00:00	excellent
-69.08333	America/Lima	Yunguyo	-16.25	2022/02/01	good
-73.02841	America/Santiago	Chiguayante	-36.9256	11/01/2014, 00:00:00	excellent
-88.27205	America/Chicago	Kaukauna	44.27804	2015/01/07	excellent
-74.95472	America/Bogota	Puerto Colombia	10.98778	21 Oct 2018	excellent
117.33333	Asia/Shanghai	Taozhuang	34.85	15 Nov 2015	accep
-71.08977	America/New_York	Taunton	41.9001	17 Sep 2016	accep
78.25795	Asia/Kolkata	Tiruppuvanam	9.82564	2018/05/28	accep
69.49015	Asia/Yekaterinburg	Ishim	56.11281	2018/07/29	excellent
-122.38731	America/Los_Angeles	Troutdale	45.53929	22 Jul 2016	excellent
-25.66689	Atlantic/Azores	Ponta Delgada	37.74615	2020/03/08	maintenance
-1.4001	Africa/Accra	Mampong	7.06273	10 Dec 2014	good
85.83334	Asia/Kolkata	Bhuban	20.88197	20 Nov 2016	accep
2.44892	Europe/Paris	Gonesse	48.98693	12/07/2016, 00:00:00	building
-71.23106	America/Santiago	La Ligua	-32.45242	07/29/2014, 00:00:00	average
-120.43572	America/Los_Angeles	Santa Maria	34.95303	2014-05-04	excellent
109.05389	Asia/Jakarta	Wangon	-7.51611	2018-09-15	good
136.51667	Asia/Tokyo	Komono	35	2017/03/09	building
-82.35176	America/New_York	Sun City Center	27.71809	13 Oct 2013	excellent
3.16667	Europe/Brussels	Wevelgem	50.8	10/06/2015, 00:00:00	building
-103.5687	America/Mexico_City	Zacoalco de Torres	20.22816	2022-05-25	excellent
18.69303	Africa/Ndjamena	Mongo	12.18441	2021-11-09	maintenance
-75.87877	America/Bogota	Andes	5.6561	07/10/2015, 00:00:00	good
7.36027	Europe/Berlin	Radevormwald	51.20219	11/22/2021, 00:00:00	excellent
-2.77259	Europe/Madrid	Baza	37.49073	2019/09/16	accep
-84.13722	America/Costa_Rica	San Rafael	9.92787	03/06/2013, 00:00:00	average
6.51352	Europe/Berlin	Korschenbroich	51.19139	2017/05/23	accep
10.5511	Europe/Berlin	Gifhorn	52.47774	2018-11-10	excellent
76.11996	Asia/Kolkata	Manjeri	11.12018	15 Oct 2020	maintenance
85.83334	Asia/Kolkata	Bhuban	20.88197	11/22/2019, 00:00:00	accep
18.34717	Europe/Warsaw	Reda	54.60528	10/11/2021, 00:00:00	building
-82.90375	America/New_York	Dublin	32.54044	31 Jul 2018	maintenance
24.95034	Europe/Helsinki	Kallio	60.18427	30 Nov 2020	average
26.01649	Europe/Bucharest	Sector 6	44.43579	2021-05-16	accep
-111.89903	America/Phoenix	Scottsdale	33.50921	2015-09-13	excellent
10.03988	Europe/Berlin	Barmbek-Nord	53.6052	2018/01/17	accep
30.79165	Africa/Johannesburg	Vryheid	-27.76952	02/07/2021, 00:00:00	good
30.98551	Africa/Kampala	Paidha	2.41669	2018-05-23	good
117.55417	Asia/Shanghai	Zaozhuang	34.86472	2017-04-13	good
68.21204	Asia/Karachi	Larkana	27.55898	15 Oct 2017	good
55.4504	Indian/Reunion	Saint-Denis	-20.88231	10/17/2019, 00:00:00	building
137.36215	Asia/Tokyo	Namerikawa	36.75965	03 Oct 2020	excellent
-94.74049	America/Chicago	Longview	32.5007	2015/08/09	average
-1.64295	Europe/Madrid	Segundo Ensanche	42.8139	2013/01/18	average
-72.27814	America/New_York	Keene	42.93369	2022-07-27	average
-117.79394	America/Los_Angeles	North Tustin	33.76446	2021/12/23	good
38.15035	Europe/Zaporozhye	Svatove	49.41029	06/08/2020, 00:00:00	good
38.15035	Europe/Zaporozhye	Svatove	49.41029	23 Feb 2013	accep
-82.90375	America/New_York	Dublin	32.54044	01/25/2022, 00:00:00	accep
122.20488	Asia/Shanghai	Zhoushan	29.98869	06/07/2021, 00:00:00	building
8.70745	Europe/Berlin	Bretten	49.03685	2016/04/22	good
14.30935	Europe/Rome	Afragola	40.92298	06 Mar 2022	accep
