Pb	H2CO	warning	C2H3NO5	CFCs	CO	PM10	NOx	SO2	PM2.5	PAHs	CH4	longitude	NH3	PRES	O3	latitude	TEMP
49.90007	43.69133	1.00000	4.39956	68.25188	9.83567	8.25453	11.00865	6.79888	10.94646	7.58832	8.58319	-73.9625	9.10561	1106.49376	7.36736	40.81	16.95884
28.70584	53.25185	1.00000	2.87746	65.66926	8.60137	7.68467	8.83067	6.30829	10.70853	9.93945	10.81097	11.34046	9.45990	1195.95539	6.82081	50.72043	-0.55958
49.95622	47.40762	0.00000	3.55673	78.96645	5.82490	8.03026	7.73966	6.28886	7.73214	8.22189	10.85412	-0.36053	8.22054	1126.02983	3.27394	51.64316	4.10611
36.06411	50.46838	1.00000	4.21339	73.01435	8.25357	8.23350	7.67862	7.37312	8.31992	6.86715	8.82508	111.4834	12.18886	1197.14891	6.68758	65.93381	18.62610
	40.32463	1.00000	8.41662	74.54609	9.63105	9.03252	7.89858	5.00648	13.07729	7.46082	8.18477	5.16108	5.90987	1161.05655	6.58512	48.77275	2.58255
62.35474	33.16306	1.00000	1.70051	69.76365	4.35493	6.84101	6.81573	8.96660	7.75384	8.32144	7.22515	4.25633	6.16949	1056.60566	9.03287	51.21187	11.77306
48.41309	59.08365	0.00000	3.53947	67.51328	8.64670	7.91065	5.56147	4.71619	4.92298	7.19786	8.69181	-93.71133	8.41641	1156.05686	8.55316	41.57721	15.88023
46.48459	42.79003	1.00000	3.97355	77.65653	9.25180	8.03739	6.60435	10.97852	3.85983	8.23111	9.24976	-2.16	8.53364	1129.86808	9.92854	34.31	-9.70190
44.86230	14.42467	0.00000	2.62903	83.68927	7.23516	6.90009	6.92408	6.02813	6.75477	9.66496	6.36771	-73.25383	9.74115	1196.48109	5.48338	-3.74912	-7.42296
48.59403	45.24085	1.00000	3.60106	72.31628	8.03332	8.12684	7.64717	9.04497	4.29978	8.89465	7.63198	116.82887	8.13057	1078.78887	10.59512	-1.26753	30.12921
40.62110	49.61651	1.00000	4.54611	73.26796	8.05015	8.27256	9.10280	8.17765	8.28610	7.59393	9.27552	-1.64295	12.75228	1107.27729	6.89254	42.8139	22.13482
58.79481	25.07649	0.00000	2.61416	63.67444	5.30817	7.56974	6.77002	8.05185	8.25508	8.89799	9.30016	121.96361	8.82784	1122.34363	6.46032	6.95194	22.84364
69.92284	78.27871	0.00000	4.59548	71.96842	7.75636	8.48855	4.56120	6.42614	6.09440	7.90306	9.13188	-5.53715	10.18847	1147.51222	7.36395	50.11861	25.45454
45.96334	62.49572	0.00000	3.83424	83.08612	8.52037	8.20761	8.67100	6.67059	12.62112	7.76244	7.72181	-85.43772	7.54685	1184.57460	9.86439	10.63504	25.73065
46.71470	43.25861	0.00000	18.11555	77.25329	6.14135	9.81611	4.19977	7.68758	6.49518	9.60083	7.94613	-76.78319	7.54185	1150.51617	7.38735	18.00747	10.18141
28.77489	55.24077	0.00000	2.30713	81.13295	8.69091	6.65832	9.21475	10.51359	8.78263	8.24510	9.25354	120.56528	8.93550	1185.80802	10.15174	14.66	24.47235
32.33309	39.61144	1.00000	3.08608	86.31262	10.61086	7.98929	7.83095	8.52393	8.08367	7.97264	8.76994	139.07204	9.27816	1196.86566	5.97439	36.24624	8.85505
50.37621	67.79708	1.00000	2.36435	58.97009	9.75102	7.63077	8.91598	7.46095	9.46844	8.61340	9.15533	9.00472	10.14973	1167.17173	6.58621	4.2475	14.44836
52.98109	44.97765	0.00000	4.15991	64.02957	11.37469	8.24872	10.47056	5.11168	9.22716	8.81500	7.31234	34.34691	8.33000	1051.35386	9.62252	61.78491	28.79698
48.09656	56.06491	1.00000		74.64773	6.47248	8.13306	5.17437	9.58983	6.68608	6.07980	7.08408	-50.00639	7.33162	1103.91792	6.73183	-25.42944	-2.15129
27.72145	58.89392	1.00000	2.24608	64.80420	8.84606	6.97190	6.56848	8.37572	8.81500	8.99314	9.17479	-72.97261	11.32174	1061.86739	6.31000	43.61062	
44.65028	48.75463	1.00000	7.89790	77.58933	7.39287	9.05374	7.09863	7.58019	11.26616	8.79800	7.05955	5.4384	12.19640	1180.22067	7.20519	43.2907	21.25954
25.63294	61.01276	1.00000	1.93131	65.77643	5.84464	7.55521	4.65880	9.78182	6.31298	8.24702	7.97498	-93.71133	4.33493	1108.45742	6.91366	41.57721	36.42630
58.59903	50.10538	1.00000	3.94583	66.65575	8.07846	8.08109	8.53646	9.46060	13.44029		7.66749	7.11393	11.24735	1152.67906	6.42469	51.08468	31.53928
38.38709	50.91099	1.00000	9.67031	71.26924	4.55154	9.14422	6.63831	10.15736	4.38496	6.98897	8.84122	106.85417	6.28586	1154.56993	9.52901	-6.48167	26.66821
51.09316	49.66275	1.00000	6.49336	76.07062	10.01950	8.68562	11.18765	7.04227	11.38309	8.18635	8.87842	-79.62098	7.77639	1114.15607	6.75045	9.15093	11.69368
33.64601	53.05403	1.00000	2.67382	85.53674	7.51475	7.35554	4.74044	11.33225	6.25551	7.06796	8.44593	-70.20749	5.30883	1158.49960	8.08271	8.62261	8.75159
60.80717	48.72757	0.00000	1.62155	72.50521	8.50471	6.70220	6.28929	7.71326	3.73913	8.44213	8.35617	121.96361	8.94357	1190.00749	4.08136	6.95194	-7.70939
25.13054	58.41637	1.00000	3.37291	68.88926	5.73126	8.15708	6.02650	8.65550	9.35046	9.00884	7.95977	-78.04471	5.43241	1085.45519	8.18246	34.25628	-4.19426
55.38168	62.88427	0.00000	1.99607	73.89119	5.77135	7.13563	8.98878	6.29112	8.56008	7.00689	8.99681	44.53333	9.04368	1181.54448	6.49148	-22.9	12.10600
36.37414	52.20161	0.00000	2.40254	65.81896	8.74087	7.65645	8.88325	9.27058	9.75605	9.15885	7.79140	72.54064	9.72916	1085.39705	9.66422	31.82539	17.51037
45.02519	39.46049	1.00000	1.91256	79.80871	10.41858	6.67893	8.95364	9.43999	9.29553	6.98019	7.31999	-2.77259	9.50628	1057.50374	9.61462	37.49073	24.45770
59.13856	66.04129	1.00000	9.20336	71.45495	5.85174	9.19714	6.10808	9.97587	7.51078	8.36952	8.67866	69.49015	5.39715	1073.53942	9.11338	56.11281	21.10469
39.87372	42.52953	0.00000	2.32969	74.24778	9.83410	7.54934	9.56796	10.70040	9.39145	6.41338	6.70089	-5.55835	8.96059	1124.76878	9.85620	42.64685	17.61826
58.70243	47.45684	0.00000	4.69128	74.22717	7.08959	8.52162	7.77356	7.54469	5.80634	9.26005	7.82220	38.2739	8.68107	1065.88512	4.85675	46.7055	9.80451
46.65196	57.94386	0.00000	10.95485	77.80003	9.66302	9.25249	9.48748	12.83220	7.65265	7.98449	8.72808	68.88871	9.86075	1107.51987	9.68584	25.95533	18.21673
73.06091	64.83575	1.00000	1.89796	69.18153	8.42660	7.27739	7.02173	7.24270	8.71936	7.71392	8.24140	69.67639	11.31617	1183.86781	6.29305	41.29444	-4.69629
59.24989	68.61918	1.00000	8.62237	72.12985	9.67922	9.07949	10.92246	3.92787	9.96229	6.98669	8.72338	-43.80139	6.86841	1118.88964	7.66018	-20.25333	3.58006
45.70051	41.64000	1.00000	3.16063	79.56037	8.75181	7.59731	5.33014	9.23924	8.07757	8.79997	9.81107	-38.94722	4.91085	1069.66682	8.30275	-15.675	12.29232
52.76973	61.04493	0.00000	3.10503	81.20199	9.21377	8.00415	8.01406	8.24109	10.92296	9.17830	7.94910	6.76111	10.72061	1159.44426	9.98783	53.16167	11.11540
41.88841	34.23504	0.00000	2.64827	73.52664	9.26163	7.78387	6.54732	7.18374	4.97913	8.65649	8.67167	123.62494	12.44876	1051.50303	8.56683	12.37169	10.93027
51.45938	37.65413	0.00000	2.63598	68.91478	6.19111	7.35927	5.96571	10.10241	5.32070	9.43975	5.82567	117.33333	7.40894	1150.03580	4.14047	34.85	5.98779
57.24435	32.99172	1.00000	4.47319	82.17419	9.43856	8.20853	10.36686	6.66763	9.03227	8.45561	7.28703	-52.51028	8.31896	1153.27040	12.43851	-28.81833	6.03399
54.54585	41.92472	1.00000	1.09022	75.99723	7.22261	7.08558	7.11375	10.15115	5.37481	7.23602	7.42120	37.3825	10.94304	1170.60665	8.63155	37.05944	12.01375
47.67864	48.14972	0.00000	2.65987	77.57233	6.31376	7.73521	8.33133	6.30980	7.86430	10.78467	7.11137	114.68333	9.75852	1068.14554	6.61799	23.73333	14.24332
37.55475	21.98470	1.00000	1.53277	66.27592	9.38632	7.51811	10.89080	5.97990	8.32541	8.29796	8.43746	-84.13722	11.03411	1194.60192	7.95808	9.92787	5.23722
47.60112	26.38964	0.00000	8.69609	70.43193	5.64814	9.08119	5.80536	6.12929	8.63354	7.33632	6.63996	-82.46148	9.45636	1165.90287	7.67034	28.15112	16.93644
49.89273	57.26013	1.00000	7.07668	65.66554	5.07749	8.78783	4.23270	11.86330	6.27953	7.64808	9.48904	103.65309	6.51322	1092.69085	6.99053	16.0567	31.51950
48.77733	39.61751	1.00000	3.52969	67.19192	6.53972	8.19381	7.77375	8.17757	7.88538	8.01229	8.05406	121.06761	7.02114	1129.40595	9.82154	12.35275	19.22392
44.59599	36.11167	1.00000	4.24419	80.83169	8.70196	8.48166	7.67437	7.27646	7.23344	8.98664	7.00702	110.8405	7.08130	1130.08979	9.48540	-6.8048	-1.64948
50.97207	44.98128	0.00000	3.29681	75.78882	5.50739	7.99614	9.88433	6.70952	8.99365	8.69258	9.34905	-93.11308	9.10532	1199.61315	7.34191	16.75973	23.40169
49.28664	52.75689	1.00000	4.69625	67.54369	11.69576	8.43946	9.69528	8.09724	8.87315	7.41630	8.83780	85.83334	6.62091	1170.73936	5.80271	20.88197	3.79032
47.19906	48.94350	0.00000	14.80188	80.18921	10.09110	9.68583	9.82747	10.34102	7.95254	7.98862	9.34402	-96.67834	8.55146	1183.77682	10.27631	34.77453	23.81525
24.10019	35.87611	1.00000	5.24484	75.13740	9.13030	8.09884	9.74549	3.82476	9.54756	6.99183	7.16375	100.04427	5.82496	1085.38785	7.08574	13.8196	-11.66440
53.81788	33.23354	1.00000	1.31920	66.85088	11.29802	6.99473	11.29438	5.06492	11.51886	10.01425	8.80089	4.52529	4.99678	1188.88189	6.87073	50.71229	4.43348
41.78483	54.65973	1.00000	6.81312	61.13056	5.03296	8.71032	6.60411	10.67502	6.64389	8.70029	9.42327	4.08282	7.53612	1180.15689	9.72917	36.61954	-5.62718
44.98894	56.77806	1.00000	40.09458		9.61211	10.66420	9.40817	6.12442	7.53679	7.47238	5.65438	34.4587	11.30779	1097.25222	7.40651	-13.7804	9.97949
25.30012	57.45046	1.00000	2.53278	70.60786	6.76961	7.82925	6.13880	9.72791	6.97873	9.78784	7.03302	-6.90656	6.98757	1163.95842	8.59655	33.92866	14.72517
39.31908	61.45593	0.00000	17.14889	77.77902	7.99969	9.80580	9.41245	6.28101	6.80816	9.64704	8.68645	77.70636	12.06707	1095.24412	7.83924	28.98002	1.70957
53.21603	78.36825	0.00000	5.90793	52.80136	6.55516	8.64594	9.68849	7.55231	7.35984	8.25074	8.27902	141.95	9.50024	1196.81944	7.34636	39.46667	-4.45875
37.85823	63.48726	0.00000	5.94135	72.84142	12.08307	8.67445	10.37923	10.16664	8.41787	7.51246	7.86410	-58.44417	8.24669	1124.34361	9.22147	-3.14306	13.20524
30.30375	52.47526	1.00000	2.10833	78.02141	12.23249	6.60599	9.46645	8.11438	6.71902	7.43103	7.85211	31.4976	7.39280	1104.26267	5.19726	26.67319	26.92622
50.18649	58.16859	0.00000	5.17104	73.21872	8.22342	8.52534	8.61427	10.82897	10.20119	7.74159	8.61554	-1.64295	9.68505	1085.87154	9.89353	42.8139	19.47010
59.41101	47.77826	1.00000	4.36750	71.18904	8.59329	8.20022	7.99312	8.08984	12.16201	10.02549	8.67959	101.44167	11.30102	1146.17710	6.66434	0.51667	25.71052
30.20511	7.01893	0.00000	18.12745	63.98986	5.71542	9.88151	6.65588	7.00692	8.94125	8.92196	6.47339	14.72443	10.76005	1138.89958	8.24858	36.92574	13.43261
59.28266	61.14197	0.00000	1.61770	73.79410	7.40196	7.05206	8.91394	8.84298	9.34616	8.45958	7.42177	-115.98391	10.74586	1191.70948	9.42445	36.20829	12.46506
84.10109	42.14530	1.00000	17.30669	80.63252	7.47153	9.80505	7.37230	8.72523	8.45917	6.62775	7.99801	77.0202	9.21728	1107.36789	8.64179	43.41949	21.85589
57.30226	37.44686	1.00000	1.24486	75.21526	5.41349	7.20812	4.95037	11.40691	6.32530	9.24875	7.13766	110.8405	7.43736	1121.06650	7.37205	-6.8048	13.28845
67.69073	46.57771	1.00000	5.22389	72.16464	7.27919	8.55850	5.37163	9.75949	5.80317	9.58048	8.52157	-7.95	7.24627	1071.02079	7.04633	53.43333	-5.46321
56.00239	58.65904	1.00000	4.32612	77.55218	5.18909	8.18253	5.28296	11.25415	6.65788	7.61094	8.21800	-122.24064	4.41692	1126.08469	8.79100	47.80527	10.88181
57.88645	47.18116	0.00000		69.27053	7.50431	7.09339	6.81806	6.80113	6.05027	6.83549	9.26533	73.97117	9.21489	1074.34095	7.83290	31.96258	6.14443
44.82896	53.17936	1.00000	2.29619	84.21359	8.98744	7.09452	9.64683	7.33171	11.99875	9.67171	8.30764	72.93924	9.93484	1066.25911	7.18803	18.87813	7.77187
53.67530	59.43189	1.00000	4.84706	77.14506	6.62724	8.10708	7.52548	8.51967	6.99864	6.92743	7.74860	120.4861	5.59458	1130.72220	10.21977	16.0438	12.48448
36.15456	31.95468	1.00000	1.44765	82.76110	9.83308	6.70590	9.74359	7.76751	8.64909	7.69182	9.61704	12.38878	7.91016	1118.07165	12.74930	43.1122	23.40664
53.55704	42.70757	0.00000	4.09989	80.68746	3.71407	8.38351	5.57941	9.06973	9.64120	8.31779	6.90619	4.7934	9.44883	1059.14863	7.14002	45.69558	14.22172
26.84553	56.62317	1.00000	2.69971	67.93150	8.62409	7.68720	9.01391	6.33757	6.69774	8.59515	8.89680	1.6	9.75645	1196.72713	6.76988	43.11667	16.66130
53.86466	59.66964	0.00000	2.35763	62.94783	7.05259	7.40479	8.06341	7.78706	6.27372	8.14859	7.88315	45.36561	9.67722	1146.27189	5.68899	41.09246	3.15125
23.71841	43.84606	1.00000	5.19159	75.37936	2.83711	8.54500	5.80431	11.50318	5.66078	10.28019	8.31725	91.84128	7.03155	1126.24448	8.99570	22.83957	-4.85655
64.11685	79.94902	1.00000	12.50091	73.53161	7.86219	9.38630	9.06001	6.32128	11.57520	7.80040	6.71711	123.50266	9.63840	1121.03078	6.80999	41.94175	9.99786
69.46110	62.08594	0.00000	2.21679	84.43550	6.50152	6.87317	7.41807	7.61717	7.52681	6.95802	7.13295	-85.43772	10.13295	1122.47210	8.33106	10.63504	42.31661
29.43390	53.90007	1.00000	1.56080	73.76069	6.05198	7.43910	3.32955	13.07888	3.70577	9.93339	6.80650	-97.54667	5.97918	1172.98017	7.24841	30.5427	31.70151
61.73138	46.11156	1.00000	1.09378	78.49430	4.92819	7.16689	5.72491	10.80099	5.43551	6.86430	7.86873	-122.38731	8.04962	1051.93725	7.73079	45.53929	16.62619
27.63537	40.80132	0.00000	8.85169	79.56940	7.28508	9.13186	5.72245	8.06069	6.42542	9.20421	8.21567	-122.24092	11.54018	1074.18275	6.73515	47.4943	31.58935
26.57452	60.80703	1.00000	14.31949	62.20432	10.24549	9.58413	10.68893	5.51501	8.46713	8.99849	7.76028	1.33467	6.90971	1121.41330	6.82543	43.61058	34.37914
27.23667	29.12729	1.00000	3.56107	90.43381	4.81371	8.11332	6.19106	10.66251	4.67652	8.23290	8.90020	-91.58045	6.28087	1154.45891	9.34359	41.6764	14.52715
47.84538	54.16720	1.00000	2.30096	75.76172	8.13776	7.67300	7.21176	6.13484	8.44772	7.16333	8.55080	12.19458	11.16298	1120.62121	6.93086	10.61285	12.44783
38.99953	45.91514	1.00000	4.35837	75.46853	8.68625	8.08164	7.89632	7.95881	7.22831	8.29397	9.35494	-56.52361	7.15469	1183.47405	9.85966	-33.38056	25.97410
48.27380	47.57575	1.00000	4.08595	62.74062	7.65762	8.23953	8.39123	8.11454	7.33532	10.01558	7.80398	-84.23381	13.56726	1136.84658	7.07154	33.54428	30.83934
40.20832	79.54047	1.00000	3.74711	69.34989	5.24359	7.99769	5.79260	9.45130	5.05910	7.79646	8.59810	-41.45861	6.60623	1091.55070	7.54663	-4.42472	13.77300
50.75993	75.02144	1.00000	2.82116	74.65839	9.24303	7.24025	8.80433	5.08450	11.35638	9.29518	7.57860	122.20488	6.96426	1064.68968	6.74342	29.98869	12.60467
39.77384	27.90109	1.00000	10.31109	78.89058	7.08305	9.27524	7.53135	9.91574	5.75551	8.64009	9.48423	139.55722	9.60571	1173.11101	9.89060	36	30.45905
49.20708	41.29942	1.00000	14.45611	64.79882	9.58822	9.64872	9.08562	5.03903	8.17627	8.77232	8.16517	6.76111	6.54953	1106.19314	6.10722	53.16167	40.31239
31.21951	53.32691	0.00000	4.78671	71.80696	6.68374	8.40836	4.64896	7.26154	5.79788	8.16214	9.66587	109.22921	7.30100	1063.03333	5.55633	34.65918	27.66487
31.60287	32.94143	0.00000	1.74888	65.00517	9.33172	5.81722	8.38108	11.13289	10.47940	7.62907	7.50284	-71.19901	10.09542	1195.02152	8.97188	-30.60106	23.78334
39.25131	30.88009	0.00000	21.67040	74.77859	9.51167	10.01814	8.52148	8.54510	10.30178	6.85601	7.84637	-7.35	10.08874	1120.36994	10.25793	53.53333	5.09270
43.39546	42.14668	1.00000	4.05103	69.79864	8.17866	8.25716	8.00946	6.71324	9.68614	6.65227	8.34440	2.18967	10.54006	1107.55635	6.87802	48.8765	9.35890
46.90591	32.97679	1.00000	2.80261	73.06668	6.86790	7.61543	8.81826	10.11701	5.88986	7.21004	7.40398	39.28333	8.47859	1080.80460	12.10133	-10.33333	10.83619
31.71442	45.36928	1.00000	14.84988	78.39442	7.40633	9.65928	6.53100	9.89532	5.02690	8.58313	6.74753	125.51176	5.24907	1152.16007	10.10708	42.64031	-3.73130
48.99030	42.02485	1.00000	5.88984	72.81257	11.45030	8.61743	11.77928	6.99107	10.64512	6.95140	7.32674	17.80774	7.36264	1099.96437	6.74996	40.55851	10.93275
23.99439	54.65902	1.00000	10.56086	60.68555	7.28939	9.28655	6.90895	11.57884	4.41805	8.85968	7.30062	10.03988	10.61972	1158.12926	9.75755	53.6052	22.86797
52.86171	44.75009	1.00000	2.04326	57.81006	7.15827	7.25162	9.75441	8.81877	7.67349	9.99534	8.23376	-41.45861	10.02384	1076.86507	12.07871	-4.42472	21.93069
51.80129	43.81170	1.00000	3.38710	66.41934	10.49411	7.75400	10.26354	6.10036	9.14931	8.60434	9.30264	-71.29144	6.58960	1075.56187	6.44707	41.54566	9.72838
75.16508	58.32174	1.00000	2.19268	75.32841	8.36660	7.55577	10.44416	8.07664	11.93986	7.37872	9.88605	79.87116	11.56842	1095.15082	7.36029	6.84019	4.40113
57.29439	60.68710	1.00000	1.00223	73.69620	10.46409	7.08325	11.08571	6.66414	7.77310	7.82218	8.66303	-77.4286	8.42194	1129.69976	7.04928	39.00622	22.17729
49.75284	57.20312	1.00000	2.07217	77.66038	8.56613	7.10957	6.26494	7.03654	7.34029	7.94794	7.76178	73.06784	12.35673	1145.46924	6.53192	25.13915	32.03412
57.32538	35.44828	1.00000	3.31949	61.62654	7.42178	7.91573	7.52372	6.56440	11.70048	7.39289	9.13159	23.225	9.15385	1072.10936	6.43324	43.4125	23.37982
41.05008	30.95066	0.00000	2.54927	70.60287	10.13321	7.53405	10.24089	11.59343	7.90828	8.03201	8.08765	15.28318	8.78527	1129.03369	9.35802	-4.26613	21.29033
26.18250	27.29216	1.00000	2.71009	72.19419	7.32340	7.73879	6.75661	8.85660	5.29287	8.28892	7.45801	117.65694	5.40487	1189.74459	9.67317	36.19278	9.81316
47.72589	65.30124	1.00000	2.18333	80.10294	9.43679	7.22453	11.08835	5.18266	9.44841	8.95451	8.58139	-52.35558	8.16546	1061.96932	7.71709	-14.66463	16.94251
54.46043	48.09494	1.00000	2.76487	68.82033	7.75311	7.63403	7.60472	8.60325	4.73005	9.80391	8.10331	38.07083	7.59925	1089.91722	9.86630	54.90083	8.44545
32.99041	53.96736	1.00000	1.63204	76.31441	9.01616	7.26360	9.66623	5.47226	6.92313	7.56933	6.92635	-88.3162	12.79427	1186.99503	7.63139	42.24113	11.02061
56.08282	25.91062	1.00000	1.95157	73.51576	9.06219	7.36641	11.93740	7.79766	10.53069	7.86645	10.11321	-121.74052	9.63375	1098.24560	7.17994	38.54491	23.64884
16.64272	39.25460	0.00000	4.01144	81.60066	9.47138	8.16596	9.55081	9.94510	8.14342	7.24604	7.72598	33.9162	11.24642	1174.48438	8.97396	51.67822	13.35685
57.47690	42.92622	1.00000	8.02008	69.23231	6.30588	8.98368	7.53112	8.12254	8.06614	6.63169	9.37637	121.12251	7.14535	1103.81475	9.34218	14.62578	4.61819
27.01230	47.26921	0.00000	4.08022	84.24890	8.97150	8.15248	8.41332	10.07701	10.48407	9.40837	10.20886	115.70111	11.14006	1140.84164	9.08309	37.73222	1.68944
48.47433	38.53396	0.00000	6.46977	65.19401	6.92522	8.66235	8.00105	7.70834	12.51435	8.05756	9.23113	85.83334	9.05182	1146.36008	10.79702	20.88197	17.82942
34.06489	25.65548	0.00000	21.25827	85.57170	9.14606	10.01399	8.96343	10.14753	9.38501	8.52843	8.69724	8.64409	9.76957	1171.01464	9.40261	48.07667	-4.37058
53.69929	43.17626	1.00000	2.23594	66.23739	5.32938	7.49115	4.35306	11.68315	5.23323	8.01805	10.98177	-7.95	7.56714	1149.07008	6.94691	53.43333	13.53318
34.75353	39.00999	1.00000	1.07846	69.87069	9.79871	6.65366	10.27137	5.58618	5.36673	8.20561	9.36628	-88.3162	10.10133	1070.60768	7.49703	42.24113	22.75459
43.72170	55.82307	1.00000	3.27335	83.87233	8.86488	7.88725	9.06033	5.18511	7.28381	6.20301	8.08167	-115.98391	9.45917	1058.51531	7.02671	36.20829	23.41099
52.71494	69.05471	1.00000	3.93860	74.39509	9.95875	8.09532	9.21117	6.98894	9.83931	8.19228	9.89369	-52.20639	10.85355	1120.14080	7.01178	-3.20333	-3.33207
55.73202	21.39684	1.00000	17.52086	62.26364	6.60958	9.83833	6.22372	9.67632	6.02946	6.60535	8.37169	-81.56929	8.42153	1115.66455	8.02911	41.55838	5.35260
23.49000	40.53204	0.00000	2.44346	69.96850	7.98357	7.52093	7.65326	4.94508	6.24778	8.24613		53.47103	9.96377	1188.86447	6.91761	54.48147	31.67650
48.49389	24.35591	1.00000	8.65530	58.65429	9.82371	9.02921	9.52054	7.28246	9.59384	7.91663	8.09397	29.00974	10.17732	1121.58598	7.11175	-24.19436	11.34079
70.01096	45.31641	1.00000	1.99041	80.12354	9.71921	7.23572	10.25350	7.48041	9.07312	8.36303	8.01033	72.85107	9.86187	1120.05806	6.65721	19.30157	15.59986
44.57712	45.65480	1.00000	1.58476	64.64095	8.61567	6.99679	8.15736	5.86650	11.19133	8.49577	10.39550	2.1699	8.48392	1189.24799	7.02123	48.98994	-1.82660
64.64509	60.29742	1.00000	0.94109	75.44003	3.42953	6.41401	6.70260	9.82475	5.95968	8.38934	7.86648	16.54165	6.30734	1183.64750	9.30876	68.79833	6.76866
65.91215	54.63270	1.00000	2.17232	72.44397	8.49144	7.13061	9.49092	4.71376	6.65233	7.08083	8.07145	10.30215	9.70192	1144.17566	7.10359	53.94313	9.93449
37.18745	46.15879	0.00000	1.40266	69.83974	6.60349	6.73567	8.05446	7.48119	6.03507	9.24852	6.87923	118.53333	6.70055	1180.35890	6.14756	27.92333	1.58196
39.86451	42.38511	1.00000	6.55206	67.68901	6.70160	8.70207	7.00907	8.38346	7.44824	8.89257	9.29781	120.82747	5.12224	1084.17977	9.64972	37.30553	31.06800
49.44376	42.19362	0.00000	5.49659	63.80114	4.00300	8.56965	2.78672	7.99172	9.07133	9.05435	8.40453	37.49338	8.11456	1095.06533	7.36784	55.62047	14.60480
22.09582	45.22742	1.00000	28.56171	70.85551	9.75686	10.31917	7.27743	8.71951	7.03068	8.63377	6.03930	4.52529	7.70559	1133.31755	9.53480	50.71229	5.07652
35.79499	50.14929	0.00000	1.96448	72.05650	9.21900	6.57893	9.68083	8.73267	9.23975	7.68766	6.94853	-74.01042	10.38209	1116.49219		41.50343	0.58434
69.82712	45.21581	0.00000	5.09679	71.71054	7.22034	8.59567	6.27298	4.90637	7.28910	7.15052	8.27309	110.8405	10.11465	1050.29443	8.33252	-6.8048	19.33669
41.95880	60.95142	1.00000	19.61985	59.36825	3.72950	9.93892	8.39866	9.46817	7.04218	8.17265	8.02453	8.70745	7.18989	1189.00711	10.90914	49.03685	26.12585
37.59256	60.88250	0.00000	5.29231	69.01758	11.57804	8.36082	10.44153	9.98527	8.26614	9.25163	8.01741	146.05093	10.40231	1178.17335	8.36827	-34.28853	12.20474
63.85177	71.54837	0.00000	6.57325	75.55276	6.19359	8.81191	8.46861		8.75155	9.16630	8.58242	-80.22588	10.33591	1158.31239	7.89375	26.2173	9.06968
65.43051	40.86933	0.00000	2.58081	72.18075	4.07680	7.84306	4.01335	7.67304	8.92002	9.41244	8.49881	-3.53261	7.55380	1154.86836	7.01856	40.42386	13.83206
53.31677	59.62732	1.00000	2.56128	82.88400	8.68830	7.82983	8.33806	7.00982	9.74342	9.56720	7.09754	116.11768	11.80331	1084.20193	7.46681	24.28859	9.59316
30.22923	33.21358	1.00000	1.77190	70.42651	6.02155	7.39217	5.04696	10.71660	7.87329	8.24360	9.67112	-87.93341	6.80762	1147.20785	7.28432	42.55308	6.37654
56.57657	38.53402	0.00000	17.30673	71.96531	9.09991	9.82881	8.94729	8.62440	12.32311	7.28576	10.39048	-80.22588	10.38615	1065.27983	8.66212	26.2173	37.69511
27.23841	61.39108	0.00000	6.78476	53.40832	8.67052	8.86767	9.41971	6.87263	5.37416	8.93032	9.87355	48.26258	11.39167	1190.79668	5.00553	33.86419	16.03284
58.59131	38.25624	1.00000	4.43586	78.21700	8.92948	8.39321	9.35533	6.27765	7.87698	7.84768	6.81776	68.49143	10.42862	1113.32068	7.36188	25.80565	22.18005
51.67141	51.73581	0.00000	5.26754	79.12075	5.97577	8.55212	6.99144	5.08268	8.40155	9.20412	10.16901	103.81667	7.93494	1179.15651	6.88435	1.6	6.65420
37.25539	22.25976	0.00000	5.18101	78.29759	6.93822	8.54941	9.35829	9.60227	10.01322	8.16822	7.56161	84.87144	7.05710	1070.29212	11.98336	47.46657	30.19071
52.97367	34.24281	0.00000	22.98015	69.50240	6.89739	10.13797	5.62544	5.89057	6.84252	6.66091	8.14958	-2.1875	8.71018	1058.56510	7.15212	51.26	10.59087
59.95073	42.53994	1.00000	19.11034	74.17493	9.23232	9.90477	9.81423	6.26376	11.20074	6.48669	10.53600	28.28489	8.68194	1052.98962	7.06382	48.15659	11.78973
27.77280	39.05011	0.00000	7.85883	71.40439	8.73912	8.97445	9.95768	6.89165	9.91615	6.99172	8.71482	91.61356	8.03690	1114.55617	10.09296	26.44931	9.28495
36.30330	62.31252	1.00000	2.95273	66.54625	6.13269	7.95290	8.35463	8.39645	7.61181	7.98688	7.78621	-96.67834	4.30735	1066.09525	11.88525	34.77453	13.09724
72.76431	65.12990	0.00000	5.27243	79.51815	10.20632	8.61152	9.14634	9.68290	9.88893	9.14454	6.18861	-13.68778	10.20963	1121.21735	8.31114	9.535	17.98983
58.80311	35.77330	0.00000	4.55723	76.36153	11.28589	8.27729	10.53736	8.46691	7.22295	7.14784	7.01530	36.25361	9.40784	1088.87295	8.84216	47.48444	18.09135
54.87624	24.28814	1.00000	9.15579	66.02444	10.01864	9.16783	9.81722	6.54982	8.42271	8.76766	7.69563	120.97844	8.59005	1098.71016	6.29635	14.8361	2.69096
