revision	code	longitude	station	latitude	QoS
09/06/2015, 00:00:00	CO	-72.47417	Villa del Rosario	7.83389	maintenance
2013-04-02	TH	102.05461	Tak Bai	6.25947	accep
18 Apr 2022	CA	-73.58248	Sainte-Catherine	45.40008	average
2014-03-25	US	-73.97069	Kensington	40.64621	building
2022-08-12	DE	8.64409	Trossingen	48.07667	maintenance
2022/06/05	CD	24.43973	Yangambi	0.76755	good
17 Oct 2015	LY	10.18003	Ghat	24.96334	good
05/11/2014, 00:00:00	IN	73.08333	Dombivli	19.21667	good
11 Mar 2013	MA	-6.90656	Temara	33.92866	excellent
12/06/2018, 00:00:00	BR	-38.79084	Tucano	-10.95817	average
2021-04-19	KR	126.835	Goyang-si	37.65639	average
2016/08/09	NG	12.19458	Biu	10.61285	good
2018/06/01	AU	145.13643	Frankston South	-38.16604	excellent
11/20/2018, 00:00:00	CG	15.28318	Brazzaville	-4.26613	accep
02/19/2013, 00:00:00	RU	39.8302	Severodvinsk	64.5635	average
06/14/2019, 00:00:00	AU	151.08057	Eastwood	-33.79176	maintenance
2019/06/29	JP	135.6	Yao	34.61667	average
2015-03-20	DE	8.91229	Eppingen	49.13645	accep
2019-07-26	YE	46.83187	Ataq	14.53767	building
06/28/2017, 00:00:00	US	-73.49484	New Canaan	41.14676	building
22 Aug 2019	DE	6.74549	Losheim	49.5099	excellent
24 May 2013	UZ	69.67639	Parkent	41.29444	excellent
2019-10-12	PH	121.12251	Antipolo	14.62578	accep
2016/07/18	BR	-52.2	Marau	-28.44917	excellent
2021/01/09	RU	37.92792	Kireyevsk	53.93361	good
08/26/2016, 00:00:00	KR	128.63083	Eisen	36.82167	good
2013/10/13	US	-77.70066	Gates-North Gates	43.16547	accep
2012/11/24	UA	26.97253	Krasyliv	49.65186	good
05 Jun 2021	PK	72.54064	Sillanwali	31.82539	good
2019-08-21	PT	-8.2503	Albufeira	37.08819	accep
2014-06-16	DE	8.63333	Kirchlengern	52.2	excellent
2021/08/14	BD	89.11943	Kushtia	23.9028	maintenance
2016/08/18	AR	-58.70072	Pontevedra	-34.74785	accep
2018/09/01	US	-77.4286	Sterling	39.00622	excellent
2020-03-23	KE	35.59642	Lodwar	3.11988	acceptable
03/12/2021, 00:00:00	CN	115.04814	Huangshi	30.24706	accep
07/13/2015, 00:00:00	FR	2.29026	Sceaux	48.77644	average
2014/01/09	US	-73.78458	Scarsdale	41.0051	building
21 Dec 2013	BR	-53.13722	Loanda	-22.92306	excellent
2022-04-22	PH	124.95278	Tupi	6.33444	building
2020/05/16	BE	4.69889	Gembloux	50.56149	good
2017/11/26	HT	-72.09391	Thomazeau	18.65297	excellent
15 Sep 2014	LK	79.87116	Dehiwala-Mount Lavinia	6.84019	good
12/17/2013, 00:00:00	US	-87.93341	Pleasant Prairie	42.55308	good
2022/07/28	IN	72.93924	Uran	18.87813	average
2017-06-06	GB	-1.5443	Lymington	50.75767	maintenance
07/15/2020, 00:00:00	PT	-25.66689	Ponta Delgada	37.74615	good
2015-12-03	IT	15.00913	Misterbianco	37.51803	good
2018-03-28	IN	78.40102	Chharra	27.9247	maintenance
10 Jun 2016	RU	38.02486	Malakhovka	55.64776	maintenance
2015-05-25	IN	75.35927	Talipparamba	12.04161	good
2014-05-05	ME	18.84	Budva	42.28639	good
2022-05-07	IN	74.4818	Malaut	30.21121	average
2014/11/13	PL	19.27498	Jaworzno	50.20528	accep
2021/10/19	DE	8.64409	Trossingen	48.07667	accep
05/27/2020, 00:00:00	NL	5.2875	Vught	51.65333	excellent
08 Aug 2020	IN	88.1453	Pujali	22.4711	average
04/26/2018, 00:00:00	RU	38.07083	Stupino	54.90083	excellent
2017/07/08	FR	1.33467	Colomiers	43.61058	building
18 Jun 2015	US	-88.81395	Jackson	35.61452	average
19 Aug 2021	US	-73.0515	Waterbury	41.55815	building
01/30/2017, 00:00:00	IT	15.00913	Misterbianco	37.51803	accep
2021-01-19	DE	9.5586	Schleswig	54.52156	accep
18 Aug 2014	CA	-60.1831	Sydney	46.1351	accep
2014-07-26	US	-73.89125	Cypress Hills	40.67705	maintenance
2017-03-28	IT	17.58522	Francavilla Fontana	40.53123	accep
22 Apr 2018	BY	25.8191	Novogrudok	53.5942	average
11/04/2013, 00:00:00	UA	27.06365	Shepetivka	50.18545	good
2021-01-18	UA	33.34864	Nova Kakhovka	46.75451	average
14 May 2013	US	-120.43572	Santa Maria	34.95303	average
11/01/2016, 00:00:00	MX	-102.04897	Paracho de Verduzco	19.64745	excellent
01 Mar 2016	BR	-37.93278	Rio Real	-11.48472	good
06/08/2019, 00:00:00	UA	30.96755	Zvenihorodka	49.07866	accep
10/03/2020, 00:00:00	JP	138.89585	Annaka	36.33011	excellent
10/15/2020, 00:00:00	US	-115.98391	Pahrump	36.20829	excellent
09/10/2015, 00:00:00	ES	-1.325	Jumilla	38.47917	building
2022-07-23	TJ	69.01354	Vahdat	38.55632	maintenance
09/17/2015, 00:00:00	IT	12.84052	Portogruaro	45.78071	maintenance
2013-03-28	US	-122.24092	Bryn Mawr-Skyway	47.4943	excellent
2021/06/02	US	-117.70755	Laguna Niguel	33.52253	maintenance
11/24/2021, 00:00:00	ES	-1.64295	Segundo Ensanche	42.8139	excellent
2022/09/25	US	-91.58045	Coralville	41.6764	average
2013/12/25	US	-91.06177	Greenville	33.41012	maintenance
08 Oct 2021	CU	-81.24441	Varadero	23.15678	good
03/29/2017, 00:00:00	MA	-6.00137	Oulmes	33.42585	good
2017-07-23	BR	-50.19556	Iturama	-19.72806	good
02/21/2014, 00:00:00	US	-74.01042	Newburgh	41.50343	excellent
05 Oct 2012	US	-119.01677	Porterville	36.06523	average
09/30/2014, 00:00:00	ET	38.01667	Debre Tabor	11.85	building
09 Dec 2013	IN	76.56719	Aklera	24.41288	good
01 Jan 2014	ID	106.92667	Sukabumi	-6.91806	average
04 Dec 2013	IN	78.23456	Bachhraon	28.92694	good
2021/03/05	ID	112.01667	Kediri	-7.81667	maintenance
02/24/2018, 00:00:00	CA	-60.1831	Sydney	46.1351	excellent
12 Jul 2015	TR	37.3825	Gaziantep	37.05944	good
2015/09/18	FR	8.73812	Ajaccio	41.91886	average
2017-01-17	US	-77.4286	Sterling	39.00622	excellent
30 Jul 2016	GB	0.75	Thetford	52.41667	good
20 Jun 2014	EE	28.19028	Narva	59.37722	accep
2013/09/28	TR	29.26639	Serinhisar	37.58105	maintenance
02/19/2020, 00:00:00	BR	-34.88111	Recife	-8.05389	maintenance
16 Dec 2021	IN	83.97573	Sambalpur	21.46527	accep
10/17/2021, 00:00:00	CA	-73.58248	Sainte-Catherine	45.40008	excellent
2014-01-16	RU	53.47103	Oktyabr’skiy	54.48147	accep
2019-09-16	UZ	67.84222	Jizzax	40.11583	average
2014/10/22	CN	117.65694	Laiwu	36.19278	maintenance
08 Jul 2021	KH	102.56365	Paoy Paet	13.65805	good
02/13/2016, 00:00:00	DE	6.26667	Schwalmtal	51.21667	maintenance
02/23/2022, 00:00:00	NA	16.91667	Okahandja	-21.98333	average
03/30/2019, 00:00:00	CN	122.74754	Haicheng	40.85158	excellent
2018/11/12	CA	-119.27337	Vernon	50.26729	good
2015/05/17	CM	9.00472	Idenao	4.2475	good
03/07/2014, 00:00:00	TZ	38.66667	Mvomero	-6.25	average
2016/12/30	RU	65.27258	Tavda	58.04254	average
2022-09-04	US	-116.97725	Beaumont	33.92946	average
2017-11-17	US	-90.10674	Estelle	29.84576	accep
02/01/2014, 00:00:00	IN	76.56719	Aklera	24.41288	excellent
20 Jul 2019	SE	17.10558	Hudiksvall	61.72744	excellent
2014/04/14	MA	-6.00137	Oulmes	33.42585	maintenance
02/28/2013, 00:00:00	FR	8.73812	Ajaccio	41.91886	maintenance
2020/11/02	LY	20.22625	Ajdabiya	30.75545	excellent
2020-01-26	US	-83.48216	Canton	42.30865	good
2015-05-19	ET	37.55	Arba Minch	6.03333	average
2015/11/28	NG	6.83042	Nkpor	6.15038	good
2015/11/18	TH	100.04427	Nakhon Pathom	13.8196	excellent
08 Mar 2016	US	-81.79819	Lakewood	41.48199	accep
2022-05-14	IT	11.04979	Castelfranco Emilia	44.59445	accep
2020-01-28	US	-87.93341	Pleasant Prairie	42.55308	good
2019/12/25	BR	-52.35558	Nova Xavantina	-14.66463	accep
01/19/2016, 00:00:00	SK	17.22635	Skalica	48.8449	good
07/07/2016, 00:00:00	MX	-98.1664	Contla	19.32932	accep
2018/05/04	CH	8.52462	Adliswil	47.30997	good
10/04/2017, 00:00:00	DE	9.20427	Reutlingen	48.49144	accep
12/09/2015, 00:00:00	FR	4.8951	Valence	44.92801	average
12/18/2014, 00:00:00	RU	140.72287	Nikolayevsk-on-Amure	53.14657	excellent
08/16/2013, 00:00:00	GH	-1.4001	Mampong	7.06273	average
2014-12-20	IR	51.49621	Nowshahr	36.64852	accep
03 Jul 2014	JP	129.96972	Karatsu	33.4425	accep
03/17/2019, 00:00:00	BE	4.07601	Denderleeuw	50.88506	maintenance
11 Sep 2021	JP	137.02166	Minokamo	35.48199	accep
02/19/2021, 00:00:00	US	-118.03917	South Whittier	33.95015	good
10/17/2021, 00:00:00	US	-111.78903	Gilbert	33.35283	average
2018-12-16	IN	83.36889	Gorakhpur	26.76628	excellent
05 Sep 2013	DE	9.5586	Schleswig	54.52156	average
26 Feb 2022	UA	36.25361	Polohy	47.48444	accep
2017/12/30	IL	34.86563	Ramla	31.92923	excellent
03/10/2016, 00:00:00	PT	-8.2503	Albufeira	37.08819	excellent
2015-11-07	RU	39.85331	Gavrilov-Yam	57.30185	maintenance
11/16/2019, 00:00:00	US	-71.8023	Fitchburg	42.58342	average
20 Aug 2020	US	-74.38987	Scotch Plains	40.65538	average
2014-06-05	RU	89.20083	Sharypovo	55.54028	maintenance
05/22/2022, 00:00:00	PK	68.75915	Khairpur Mir’s	27.52948	good
2021-11-21	TZ	33	Usagara	-2.68333	excellent
2015/06/09	GB	-2.12139	Brierley Hill	52.48173	excellent
21 Nov 2014	PH	123.99333	Sorsogon	12.97389	excellent
03 Dec 2016	UA	27.06365	Shepetivka	50.18545	maitennce
08/25/2016, 00:00:00	AU	145.13643	Frankston South	-38.16604	excellent
03/03/2021, 00:00:00	US	-91.06177	Greenville	33.41012	good
2021-08-22	IN	85.37752	Barbil	22.10194	maintenance
27 Oct 2012	IQ	44.02488	Karbala	32.61603	good
20 Oct 2018	PT	-8.2503	Albufeira	37.08819	good
31 May 2019	US	-116.21677	Indio	33.7207	good
19 Aug 2015	JP	142.45778	Nayoro	44.35056	acceptable
08 Jul 2018	US	-91.58045	Coralville	41.6764	average
2020/04/25	NL	5.2875	Vught	51.65333	excellent
13 Oct 2016	CO	-74.26419	Madrid	4.73245	average
07 Jun 2018	IN	85.83334	Bhuban	20.88197	excellent
02/21/2013, 00:00:00	RU	92.48278	Lesosibirsk	58.23583	average
2021/01/03	IT	8.86374	Tortona	44.89784	accep
2013/08/27	TR	34.02537	Aksaray	38.37255	excellent
05/16/2019, 00:00:00	CN	117.7	Dongdu	35.85	good
2014/08/11	DE	6.8625	Oberhausen	51.47805	accep
2020-02-28	GB	-2.1875	Westbury	51.26	average
2020/01/24	MX	-93.11308	Tuxtla	16.75973	good
01/04/2022, 00:00:00	US	-156.47432	Kahului	20.88953	average
2019/05/01	MG	46.58333	Ikalamavony	-21.15	accep
07/16/2018, 00:00:00	IN	86.59611	Saharsa	25.87498	excellent
2018-03-17	VE	-67.33122	La Victoria	10.22677	building
09 Aug 2016	IN	78.25795	Tiruppuvanam	9.82564	excellent
09/10/2013, 00:00:00	NG	8.2926	Kafanchan	9.58126	accep
03/03/2017, 00:00:00	US	-87.70172	Evergreen Park	41.72059	accep
05 Oct 2015	DE	9.22796	Pfullingen	48.46458	good
12/06/2015, 00:00:00	US	-98.15529	San Juan	26.18924	average
06/27/2022, 00:00:00	MY	100.24529	Batu Feringgi	5.4709	average
2019-07-20	BR	-51.50361	Carlos Barbosa	-29.2975	accep
07/11/2017, 00:00:00	RU	37.56667	Likhobory	55.85	good
2018/04/12	GB	0.30367	Hartley	51.38673	excellent
2020-04-24	BR	-39.25	Muritiba	-12.91667	average
30 Jun 2020	JP	135.21667	Sasayama	35.06667	maitennce
2020/05/06	PK	68.49143	Bhit Shah	25.80565	good
2016-12-22	FR	5.55575	Lons-le-Saunier	46.67535	excellent
02 Mar 2016	US	-91.73625	Searcy	35.25064	excellent
27 May 2019	IN	79.41727	Gingee	12.25282	average
2020-11-16	RO	26.01649	Sector 6	44.43579	accep
2015-08-13	BR	-50.00639	Palmeira	-25.42944	good
2015/05/25	KR	128.62667	Sinhyeon	34.8825	average
06/04/2021, 00:00:00	IN	78.95693	Kashipur	29.21399	maintenance
2016-03-19	CN	122.20488	Zhoushan	29.98869	accep
19 Aug 2018	PK	71.67164	Qadirpur Ran	30.29184	building
05 Jan 2014	TL	125.21972	Maliana	-8.99167	maintenance
2015/05/09	US	-121.74052	Davis	38.54491	good
2021/11/19	JP	142.45778	Nayoro	44.35056	excellent
03/10/2015, 00:00:00	BE	4.21372	Temse	51.12794	average
02 Mar 2021	BR	-42.98194	Guapimirim	-22.53722	good
2015-05-22	US	-84.62081	Waverly	42.7392	excellent
11/22/2020, 00:00:00	MX	-100.44843	Santa Rosa Jauregui	20.74122	maintenance
26 Jul 2014	NG	3.64633	Shagamu	6.8485	maintenance
11 Oct 2015	AU	151.07986	Strathfield	-33.88096	building
30 Aug 2017	ID	106.85417	Cibinong	-6.48167	average
20 Feb 2016	ES	-4.83076	Talavera de la Reina	39.96348	average
07/26/2016, 00:00:00	GB	-4.22398	Inverness	57.47908	building
22 Jan 2020	BR	-48.52333	Soure	-0.71667	good
2015-06-25	IN	72.93924	Uran	18.87813	good
2016/05/05	CD	29.47306	Beni	0.49113	maintenance
26 Oct 2015	CN	122.05228	Tianfu	37.19723	accep
2016-01-01	BR	-53.13722	Loanda	-22.92306	good
2018-03-28	IT	13.57661	Agrigento	37.31065	maintenance
12/21/2019, 00:00:00	AU	145.18333	Wheelers Hill	-37.9	excellent
2013-04-26	RU	47.1192	Buynaksk	42.819	accep
11/12/2015, 00:00:00	BR	-42.98194	Guapimirim	-22.53722	average
01/14/2016, 00:00:00	NL	5.74861	Emmeloord	52.71083	acceptable
09 Jul 2013	RU	69.49015	Ishim	56.11281	accep
2016/05/18	RU	38.16694	Kashira	54.84444	average
10/13/2013, 00:00:00	DE	9.20427	Reutlingen	48.49144	accep
2014/10/31	TL	125.21972	Maliana	-8.99167	average
2015/08/30	GB	-2.58736	Arbroath	56.56317	maintenance
2016-10-20	DE	8.61839	Bensheim	49.68369	good
04 Oct 2014	US	-104.83192	Aurora	39.72943	building
2021/07/10	IL	34.8732	Ganei Tikva	32.05971	accep
2015/08/14	CN	117.81667	Zhoucun	36.81667	building
2019/07/12	IR	51.67462	Isfahan	32.65246	accep
2020/11/01	GB	-2.58736	Arbroath	56.56317	average
03/31/2014, 00:00:00	US	-80.31727	Kendall	25.67927	average
2016/08/13	US	-81.79819	Lakewood	41.48199	good
12/26/2014, 00:00:00	US	-122.2054	Bothell	47.76232	good
17 Jun 2016	ES	-4.83076	Talavera de la Reina	39.96348	good
2013-03-16	CM	9.00472	Idenao	4.2475	average
2014/10/14	CL	-71.23106	La Ligua	-32.45242	average
04/21/2020, 00:00:00	BY	25.8191	Novogrudok	53.5942	building
2021/02/12	IN	78.27539	Robertsonpet	12.95629	good
2014-04-04	US	-81.38758	Palm Valley	30.17746	excellent
