PRES	TEMP	latitude	PAHs	Pb	PM10	PM2.5	O3	NH3	warning	SO2	CO	H2CO	C2H3NO5	NOx	longitude	CH4	CFCs
1105.04041	25.26421	13.65805	4.81812	36.26533	11.34013	6.85256	8.78617	6.13821	0.00000	10.65336	7.58479	40.89659	3.81986	8.03954	102.56365	9.61898	21.58756
1120.55886	2.17606	10.29085	6.09116	68.01978	6.55630	6.16570	6.17200	8.34772	1.00000	6.32188	8.00333	35.54008	0.12711	9.97376	105.75635	8.12854	77.84516
1101.36461	10.09179	36.82167	7.28119	53.95927	5.81414	6.80136	9.52659	7.23044	0.00000	6.29696	8.18501	65.05449	0.07801	8.99126	128.63083	7.09954	54.89842
1127.90123	13.42278	3.7278	3.46466	64.66374	7.17976	6.80972	6.40061	8.61728	0.00000	10.38186	9.46695	70.14146	0.14513	9.30333	98.6738	7.87054	37.03443
1051.34740	27.48534	16.0438	4.48872	68.02809	5.25546	8.41940	7.47949	6.71545	0.00000	9.08482	10.96353	55.29232	0.07004	9.83824	120.4861	5.24709	59.74452
1082.12487	10.17397	38.38479	6.35784		9.50713	10.75078	7.69311	5.73762	0.00000	8.24480	10.77369	36.42268	0.69614	9.83339	-0.76773	8.22964	54.08919
1105.14353	29.85114	40.65995	9.55913	60.54992	7.67343	4.87443	8.53659	10.34389	0.00000	8.14863	6.95603	52.74084	0.21383	9.74238	-111.99633	7.90628	72.48196
1177.04043	19.18528	10.7375	5.77439	59.24445	11.08313	9.87095	7.36348	6.80652	1.00000	5.06739	7.21866	61.98242	2.92821	9.38147	122.9666	7.27675	47.77074
1094.49437	19.60021	-14.66463	8.18592	45.33629	8.90799	8.17675	10.04585	7.45902	1.00000	7.23858	9.51055	19.15402	0.42501	9.82494	-52.35558	7.72953	62.55973
1193.12248	20.08906	28.54944	5.95536	47.80973	5.09992	6.81195	11.31876	7.50742	0.00000	8.87306	8.02142	30.13217	0.04849	7.10222	-81.77285	7.07495	63.63403
1198.80707	36.59300	22.10194	7.12170	52.36907	8.65365	9.14336	9.85461	9.07944	1.00000	5.52551	6.98862	41.45797	0.31601	10.24354	85.37752	8.96789	33.51734
1093.34714	10.25764	34.5624	8.63800	54.76749	8.39758	8.88152	6.38532	6.25198	0.00000	8.60660	8.00370	23.88763	0.21676	8.21455	38.28402	6.43033	56.52164
1087.95541	36.47082	43.61058	8.24690	48.66752	7.87381	6.36710	10.99344	7.51883	1.00000	7.52474	9.32666	37.92488	0.21233	11.28980	1.33467	7.35052	53.32887
1073.10809	17.50058	9.58126	6.19190	48.58650	7.38959	5.45790	6.00333	6.65274	1.00000	4.49010	6.49169	58.91704	0.16610	8.38857	8.2926	7.10187	59.80823
1105.12510	11.47526	51.62907	6.62935	71.78851	10.56065	7.72862	7.53988	6.84093	0.00000	9.14988	7.63981	48.62433	1.77041	8.47151	-0.74934	8.16617	
1082.45910	23.26174	-33.38056	8.53024	58.57083	5.54912	9.28297	4.27803	9.03858	0.00000	7.07879	7.11518	41.06657	0.09713	9.40237	-56.52361	4.74481	49.51603
1168.01270	13.81807	0.46005	4.44639	72.58243	7.92005	6.63270	5.67046	6.77142	1.00000	5.93844	7.76624	56.75838	0.18063	7.74222	34.11169	7.50278	33.44127
1136.86333	37.44092	43.2907	6.97977	44.77638	6.21498	6.06668	7.54661	8.63691	0.00000	5.97928	9.22155	57.20641	0.04726	7.22907	5.4384	8.17289	62.63483
1174.29826	-12.93496	41.91738	7.23133	40.10924	10.58383	8.67895	9.21158	7.62860	1.00000	6.44857	8.85271	41.17212	1.82465	9.64018	3.1631	7.78597	50.33296
1134.05333	28.14410	22.88783	7.67152	55.09021	7.46108	5.47341	7.79837	6.42681	1.00000	4.53420	7.60395	40.18900	0.15499	8.38740	84.13864	9.37102	36.06575
1146.21911	21.09468	-3.20333	7.38288	55.34816	6.64002	5.69167	8.15415	6.96743	1.00000	5.71594	7.47763		0.10178	8.70031	-52.20639	7.90609	63.49917
1056.84179	24.21266	33.4425	6.81962	50.19788	5.85975	8.12641	9.45723	8.13723	1.00000	6.44100	8.60204	49.28392	0.10002	8.73514	129.96972	8.24701	71.39692
1124.50353	9.58192	23.9028	6.37004	68.67416	6.50165	9.93431	6.95383	5.32911	0.00000	7.41401	8.02766	35.29462	0.07398	9.07673	89.11943	7.45259	37.79985
1180.75282	21.42133	6.46346	6.19411	35.22956	7.10253	6.21966		6.36562	1.00000	5.77629	5.72544	52.93057	0.13878	6.60202	-2.31938	8.61799	36.20881
1184.53692	-3.09258	45.69558	6.60987	56.59525	10.75120	9.68878	8.07413	9.85026	1.00000	6.25805	8.81863	58.02026	2.13396	8.44727	4.7934	8.85857	30.45965
1197.22199	17.97341	40.70995	7.29911	25.08434	10.85389	9.18715	8.89481	5.63072	1.00000	5.80519	7.51977	35.57653	2.36787	10.67696	0.57856	6.08765	51.84960
1182.07882	4.15216	50.06	3.89394	61.72438	7.37349	8.70102	4.18527	8.33429	0.00000	11.41070	8.00704	53.84767	0.13700	8.98062	43.2379	7.17066	39.30021
1086.16473	16.45616	-21.15	5.03749	42.99778	6.91077	8.49638	10.56545	8.16850	1.00000	6.04298	8.14600	52.62417	0.11153	8.90669	46.58333	7.59782	44.32458
1088.36837	24.80423	35.85	5.91410	47.97451	5.53123	6.88197	6.63324	7.63919	1.00000	7.48116	8.58599	55.15405	0.06681	7.56293	117.7	5.14812	56.34625
1196.86090	1.20370	43.32686	5.32082	58.81017	6.74517	6.14176	4.56232	7.41652	1.00000	5.47793	9.21029	63.37913	0.07622	8.72846	-2.98884	5.80476	32.37435
1097.13955	28.32052	36.76775	8.97639	46.95054	6.82048	9.51949	5.62403	7.23851	0.00000	6.34088	7.42038	66.04261	0.12009	9.67564	2.95924	8.03301	60.98672
1177.47466	18.70961	26.18924	4.73583	49.31124	9.51057	6.91772	5.72643	7.93731	1.00000	5.82517	8.74778	66.11463	0.68621	10.98125	-98.15529	6.83144	64.77768
1112.32858	14.27006	-12.91667	7.72104	58.49257	12.22772	8.81424	9.42573	8.79071	1.00000	7.45174	6.78004	46.69905	9.16179	9.99902	-39.25	8.81471	54.65117
1144.94950	9.22826	31.82539	4.05847	54.59103	8.13273	6.91800	6.30540	7.40719	0.00000	10.13920	7.09394	48.71881	0.21500	6.76011	72.54064	8.37876	33.59082
1167.58071	-1.38906	35.61452	5.48762	37.24763	6.21186	6.34799	8.98408	8.31120	0.00000	9.46714	6.87860	52.01575	0.09945	7.37829	-88.81395	7.64052	84.41437
1193.09072	13.06006	23.73333	5.92132	56.06289	6.76466	5.69861	5.60415	6.50651	1.00000	5.71908	8.78732	52.14391	0.09534	10.87308	114.68333	7.57522	72.28937
1118.83500	8.04983	36.19278	7.70982	57.99911	10.25411	9.46521	7.91938	8.25406	1.00000	5.93773	7.20966	46.04104	1.32504	10.31065	117.65694	7.14924	55.05442
1087.18946	8.96292	43.16547	7.97506	45.50675	5.28722	6.59763	10.68356	6.83854	0.00000	8.58033	8.25357	36.10619	0.08213	10.92110	-77.70066	9.15369	79.63741
1176.03692	17.33205	13.65805	6.82467	70.44799	9.71273	8.93446	7.52824	6.36350	1.00000	6.40682	7.32475	55.01455	0.82645	9.65986	102.56365	8.01883	64.15513
1085.77063	-3.18051	30.75545	7.72639	37.25526	5.53949	6.90993	8.37535	6.75645	1.00000	7.92518	6.91591	65.99668	0.06911	9.55820	20.22625	8.13523	32.73299
1103.44997	13.48637	42.55308	6.24139	49.07958	7.06599	7.58708	9.99769	5.62663	1.00000	7.18345	9.68147	32.93849	0.14367	9.90520	-87.93341	7.56836	57.27508
1072.13322	29.84120	38.55632	7.43752	39.86534	6.92156	9.38075	8.47528	8.06571	1.00000	5.30281	7.38941	63.11007	0.10055	11.13276	69.01354	5.54474	74.57980
1199.09578	10.24049	49.5099	6.63983	49.12576	4.97963	7.96560	7.88873	6.06777	0.00000	7.83480	6.84218	74.24750	0.05312	11.25487	6.74549	8.62667	39.65263
1152.02433	26.53102	36.64852	5.15056	68.10929	7.36399	9.38464	7.61054	7.12225	1.00000	5.74288	6.11536	58.93703	0.13479	8.57369	51.49621	7.32468	37.72900
1170.80337	-2.52741	36.81667	6.42460	38.96278	10.64331	9.42846	9.21602	8.28888	1.00000	8.43015	9.10357	55.26007	1.94526	5.92196	117.81667	5.56167	50.88376
1171.06693	14.93486	34.5624	5.88009	47.13102	5.97866	6.37421	6.29925	8.66258	1.00000	6.99240	6.36277	53.24062	0.09675	9.52901	38.28402	7.46435	46.55620
1186.40693	18.48824	59.33333	5.83476	50.75579	4.69728	6.76578	2.75098	8.89793	1.00000	6.92020	7.00770	34.28515	0.08457	10.74093	18.28333	8.39108	62.52301
1163.49247	29.62265	19.04222	5.61129	51.71116	9.56640	8.71587	5.86608	6.99293	0.00000	11.09790	9.43214	60.84216	0.69440	8.97985	-98.11889	7.15782	65.84538
1165.42218	15.62721	-28.44917	6.60637	48.76613	9.99385	8.59192	9.35731	6.64638	1.00000	7.83274	7.39660	52.31727	1.06852	7.63180	-52.2	6.46179	50.28103
1159.76411	40.34905	34.31	6.19679	35.22030	6.39258	6.94895	8.12938	9.14602	0.00000	7.51945	7.07421	40.67422	0.12891	10.95596	-2.16	6.62856	56.68406
1056.19819	6.12517	47.80527	6.33451	42.89054	6.94718	6.06789	7.12493	8.23084	1.00000	5.95931	7.70239	60.79623	0.10903	8.70845	-122.24064	7.95898	53.11537
1093.92150	16.30069	29.84576	6.80212	53.80054	4.58541	5.24674	7.55249	6.69528	1.00000	5.76172	7.40812	46.36739	0.08238	5.09214	-90.10674	5.95140	39.98549
1161.49050	14.69109	25.75728	8.98950	59.66707	11.93527	8.51334	8.43921	7.27713	0.00000	8.23162	9.34436	45.31818	6.85158	8.58093	75.37991	7.07649	27.41250
1118.24295	22.40185	3.7278	6.70088	60.94995	6.39629	6.50124	6.47705	5.29226	1.00000	6.37601	7.43623	73.91183	0.07489	9.00571	98.6738	7.43081	74.46489
1152.11281	11.25017	19.04222	6.97720	67.59679	6.77944	7.07221	6.20352	8.11032	1.00000	7.14775	7.94924	41.19572	0.11582	11.73378	-98.11889	6.81211	30.57552
1146.04177	17.30519	54.90083	5.35814	46.73767	6.28986	7.44560	4.18386	7.17015	1.00000	7.42326	7.19743	50.63620	0.07991	10.60932	38.07083	6.81035	47.24642
1074.96087	18.00072	22.37066	5.73056	42.99510	8.69454	9.15061	7.27294	9.78181	0.00000	8.74427	8.33665	45.75861	0.32753		114.10479	8.15156	25.47103
1072.93334	10.27930	36.81667	4.56919	47.72395	9.74334	11.14979	6.50087	8.81336	1.00000	5.24112	7.53574	46.11293	0.83030	7.87304	117.81667	7.62205	70.13455
1094.66946	24.20168	29.98869	6.42731	60.11320	7.63802	6.70854	6.45477	8.26337	1.00000	6.35098	7.12164	69.68559	0.12888	10.86550	122.20488	5.88168	49.97301
1193.25871	3.71013	28.92694	8.49907	68.11072	6.94825	5.63431	7.78397	7.81252	1.00000	5.27911	7.19781	32.29390	0.14561	10.86390	78.23456	7.50302	53.01997
1103.75423	8.86964	55.75556	6.92973	56.85270	7.64193	8.43794	10.55523	6.88263	1.00000	6.59629	7.57379	52.14413	0.19527	9.55960	60.70278	7.83233	65.36905
1155.99586	21.97314	40.49748	6.43629	54.70402	11.72255	11.29955	7.60230	7.77690	1.00000	5.97365	7.39832	62.02430	5.58220	7.71960	44.7662	7.80384	65.27424
1172.32197	15.15991	43.78956	8.94400	80.69086	3.58294	6.21292	5.89897	7.28130	1.00000	6.95561	8.37717	37.55707	0.03601	10.45141	7.60872	7.40388	46.47985
1155.67306	6.94243	45.49428	5.94687	54.56121	6.30917	6.42421	8.75758	7.66898	0.00000	9.58012	8.60794	69.22586	0.09917	10.27933	-122.86705	7.65755	42.62303
1107.66427	-0.60947	-34.64167	6.66109	52.33467	9.02240	9.24863	6.13021	6.88191	0.00000	8.77982	8.32238	50.78810	0.44401	8.37047	-60.47389	7.57896	55.60637
1128.71244	20.62299	56.11281	8.18507	32.70280	5.53637	6.09700	6.19646	7.01012	1.00000	5.68595	6.69785	42.92245	0.07826	9.20403	69.49015	6.06328	52.43171
1123.58958	-7.66182	48.77275	5.07859	57.21390	5.95878	7.78656	8.91848	8.31215	0.00000	9.20270	7.68832	49.59658	0.06614	9.24617	5.16108	7.08462	51.44467
1151.45996	4.18066	60.97944	7.74256	51.92465	6.02455	6.73612	9.59507	8.17850	0.00000	8.50786	7.51442	48.56797	0.08058	10.58122	76.92421	7.19579	59.17467
1069.62850	14.16442	40.56754	3.14158	57.95581	7.50202	9.81148	7.37477	7.47280	1.00000	5.77790	6.69830	50.34685	0.22250	6.54477	-89.64066	8.34320	50.62177
1122.51678	1.81054	-34.64966	4.73163	57.96511	6.04219	6.99763	5.18850	8.51719	1.00000	7.07093	6.29741	52.58409	0.11396	7.22017	-58.38341	9.06451	61.21782
1054.61138	1.90693	42.24113	6.18948	60.06982	7.53372	6.19429	7.09333	7.85486	1.00000	5.71855	6.99986	54.99651	0.15062	8.59506	-88.3162	9.44922	48.18891
1188.32458	0.17875	41.8542	7.43630	43.41896	8.36917	7.44442	10.32485	6.39448	1.00000	7.87796	7.11472	49.91223	0.23697	8.93382	-87.66561	8.73300	41.91783
1121.67737	10.47404	-5.85746	8.49314	64.16407	9.35674	8.49467	7.41733	8.44351	0.00000	7.75876	9.00632	26.98704	0.59846	8.56963	144.23058	7.54805	53.00809
1153.79644	2.67782	41.47892	7.79108	64.64913	7.25551	4.96752	9.13184	7.28235	0.00000	8.77113	7.57803	18.36819	0.18452	8.88237	-87.45476	6.17546	44.07262
1177.43475	1.48789	4.73245	6.60020	71.01302	7.81850	9.19840	9.13907	8.46316	1.00000	7.48857	6.77376	45.15781	0.18100	6.71772	-74.26419	7.56913	44.28486
1188.98899	12.28295	39.46667	4.44284	61.88345	8.13706	9.11105	8.21751	6.49269	1.00000	5.03969	7.12230	57.59464	0.22785	8.97142	141.95	7.88435	36.12742
1175.26297	5.22088	10.12268	6.47039	51.09990	7.39969	8.57941	8.68069	6.66186	1.00000	6.50171	7.57653	67.58867	0.13082	9.43127	77.54372	7.78817	63.57762
1081.30110	19.36522	38.06084	7.33733	70.05228	5.68697	5.34812	8.03783	7.14092	1.00000	5.94855	7.64130	26.96820	0.07742	8.59466	-97.92977	7.37805	43.96447
1148.02398	14.72846	26.32293	5.02556	34.48230	9.32758	8.77370	6.43103	8.43377	0.00000	9.93530	7.49243	36.56112	0.59832	10.11839	91.00632	6.79210	40.82355
1065.20408	6.12005	-33.79176	6.63779	63.46508	4.97273	6.58212	9.25549	8.18298	0.00000	8.42140	7.88796	69.46458	0.07210	10.69992	151.08057	7.69175	74.96508
1125.30939	30.68805	33.3213	8.60185	52.50889	8.58981	7.39132	9.48696	7.27818	1.00000	5.42272	9.54927	38.05944	0.33407	12.57011	130.94098	8.01101	53.25053
1069.02240	18.28934	36.76775	8.31365	37.67176	6.69860		6.15582	7.42993	0.00000	7.94881	8.29477	51.26788	0.09734	8.10828	2.95924	9.02922	67.75281
1167.65809	21.70835	32.44874	8.38454	38.76519	10.69946	9.64203	8.12573	7.68050	1.00000	6.79675	7.79949	52.69947	2.03881	10.03347	-99.73314	7.70435	39.59428
1163.49756	-4.20511	14.46693	5.86054	45.19867	7.53455	5.99804	7.88299	7.43164	1.00000	6.11835	8.95679	48.79612	0.16609	9.00216	75.92694	6.84934	52.47700
1074.02247	11.78771	41.72059	5.40121	48.12794	7.86007	6.13189	7.24577	7.73265	0.00000	10.95453	8.28996	34.77992	0.20095	8.10750	-87.70172	7.47950	52.83429
1161.19882	5.36414	-34.64167	5.10334	72.60156	11.72071	10.59943	8.61167	8.20641	1.00000	6.75009	10.13488	47.00413	5.56535	6.44646	-60.47389	8.66438	48.19770
1072.78273	22.32761	43.31667	4.04184	52.47093	7.78193	8.35152	9.70405	7.57409	1.00000	7.12172	7.97894	41.30559	0.20079	7.58252	-2.68333	7.54705	58.15911
1057.83799	9.62439	25.95533	5.05734	42.72806	8.65858	6.28969	4.25026	7.28625	1.00000	4.39766	7.68894	76.14412	0.32175	9.26744	68.88871	7.23351	65.99284
1179.39773	12.24143	20.88197	4.09909	39.42391	8.46495	9.23379	8.68247	7.43364	1.00000	6.15730	8.45828	30.99998	0.26137	7.57399	85.83334	9.47424	71.05854
1173.94047	20.96229	53.5942	7.19203	58.18481	8.03275	9.60777	9.20018	7.65336	1.00000	5.28426	6.69282	49.22751	0.20016	9.72172	25.8191	7.87530	60.77387
1151.91787	9.43384	27.09978	7.76434	39.88272	11.56537	9.81572	8.86227	7.88190	0.00000	8.20964	8.88180	51.39974	4.80079	7.14911	-82.45426	6.98795	51.38404
1065.33631	-0.98292	-34.64966	7.50737	61.82216	4.07801	5.77454	4.18013	8.42658	1.00000	6.10449	8.53209	49.19142	0.11002	10.69002	-58.38341	7.95777	35.15170
1079.23852	14.47557	14.93333	7.52002	57.53282	10.06656	5.86315	9.73312	5.86926	1.00000	4.48047	7.43730	29.33113	1.12105	9.77056	-91.11667	8.26242	23.29686
1183.66729	8.07301	51.21667	6.51598	57.43945	11.39386	6.96098	6.39601	8.26750	0.00000	11.00626	6.42967	61.89652	4.04050	8.73946	6.26667	7.81983	46.66526
1050.92007	16.05832	42.97086	6.58842	76.26695	8.01300	10.91781	7.40471	6.89964	0.00000	7.57864	7.08893	51.25886	0.26068	9.80295	-82.42491	9.70205	50.01907
1163.57202	31.29673	34.4833	3.99986	71.67880	8.35757	8.67762	5.60702	7.83363	0.00000	11.28980	6.74545	52.40538	0.29088	8.15067	136.84186	9.24804	58.44642
1130.16929	19.19700	37.73604	4.13075	65.30267	11.03071	6.51163	6.76114	8.13310	0.00000	11.39473	8.07610	47.89799	2.79943	8.34390	-120.93549	7.46465	44.82967
1141.25843	12.81638	32.42067	5.13426	50.91821	9.00805	9.04490	6.41965	7.76690	0.00000	7.75279	6.86418	42.33772	0.43283	9.80442	-104.22884	7.11390	32.47249
1060.92792	17.73673	13.65805	5.99331	45.96958	8.90942	8.29562	9.67599	6.49486	1.00000	5.01412	8.04380	46.46334	0.43012	10.83006	102.56365	7.61542	52.27709
1127.19496	13.97272	36.19278	7.05926	52.27597	6.13216	7.31602	8.09157	6.82008	0.00000	6.72636	7.88360	41.95085	0.06927	10.79828	117.65694	8.40506	55.61194
1139.00029	7.32672	41.84364	6.74241	61.22594	10.44192	9.35548	7.90222	8.26063	0.00000	8.32810	8.63343	71.12125	1.56795	9.57742	-87.71255	6.88210	45.56717
1137.77822	6.26951	-11.48472	6.37924	48.54662	5.13638	6.43728	9.92261	7.61966	0.00000	8.97141	8.08928	60.49260	0.08380	8.57762	-37.93278	6.85657	35.21792
1113.42863	24.74656	24.81757	8.29754	57.16197	7.29289	8.59230	9.53763	6.03873	1.00000	4.17479	7.72336	42.10262	0.10585	12.48068	84.63445	7.16294	50.91087
1081.49196	14.02968	-11.94306	5.14382	58.14365	4.17730	6.81614	2.42895	8.58849	1.00000	7.52282	6.44398	26.74086	0.06438	10.67832	-76.70944	9.48806	46.02667
1193.73843	27.91205	12.25282	3.83703	54.46706	7.45761	8.72303	9.69226	7.80617	1.00000	6.46740	7.38403	29.81494	0.18557	7.37636	79.41727	6.88738	48.24128
1175.15107	31.82183	38.37255	7.38318	30.70643	8.73942	9.53351	5.71099	8.87081	0.00000	9.26701	8.10806	34.42425	0.35859	8.42571	34.02537	8.89071	23.92777
1166.64702	6.98183	40.67705	6.48973	42.40188	5.08264	5.64405	5.54852	7.61143	1.00000	6.11150	7.50568	52.25812	0.10809	9.18784	-73.89125	8.33433	40.71399
1117.97971	10.28104	43.4125	6.66919	52.57736	7.93467	6.67895	5.46864	8.81926	1.00000	5.65617	8.31727	46.20183	0.17292	11.46630	23.225	8.32249	31.82755
1064.08100	17.99794	-7.60361	5.59351	56.98327	6.88410	5.87958	8.75135	6.18884	0.00000	9.31583	6.88041	55.56018	0.10910	6.56734	37.00438	5.46772	46.46678
1145.38435	10.03747	20.28527	5.88110	53.10411	9.01507	8.76181	5.59518	7.60395	0.00000	9.42418	7.53271	66.87505	0.43421	8.78705	-103.42897	8.33481	50.03974
1066.97365	8.46721	38.55632	8.81898		5.03551	6.05655	6.35902	8.16031	1.00000	6.08728	7.83957	56.25925	0.14478	10.51658	69.01354	7.98655	68.57667
1196.90002	4.25632	48.28259	5.36644	58.60552	7.12492	6.30611	6.88825	8.56305	1.00000	5.82023	7.03466	59.95957	0.11384	6.12794	9.72749	7.49616	
1173.99473	10.54018	-38.16604	3.79369	80.46222	7.33077	6.74822	3.72676	7.07957	0.00000	12.08637	8.59633	42.36386	0.14619	8.83988	145.13643	8.46273	32.23059
1166.10059	27.40496	38.06084	6.55565	43.59001	6.82594	6.18441	6.89706	8.43115	1.00000	5.96440	7.10044	57.05933	0.11787	8.85295	-97.92977	7.80720	37.96574
1127.87316	14.40154	33.41012	8.50642	37.80811	9.15438	10.69382	9.42875	9.92554	0.00000	6.81844	6.51272	36.40040	0.50458	8.70622	-91.06177	7.38515	44.75437
1133.58669	11.11389	37.73604	5.97782	54.08102	7.05447	6.50506	8.01033	6.88084	1.00000	6.91609	7.96624	48.59467	0.13079	8.59244	-120.93549	8.28653	40.99557
1060.42497	12.95328	50.18545	7.09369	40.18634	10.58595	8.40682	6.90954	7.57218	0.00000	8.12038	6.25150	64.87944	1.86823	9.92673	27.06365	7.96645	79.75237
1109.85203	20.21372	40.82232	4.39640	51.00013	8.00284	9.48965	8.50640	8.36605	1.00000	5.49573	9.36857	52.96617	0.18689	8.64372	-74.15987	9.58858	41.01046
1072.15299	17.21068	-22.92306	5.01667	46.45355	9.72889	9.44958	8.45260	8.21974	1.00000	5.38813	7.11988	41.97915	0.80837	9.35355	-53.13722	7.43403	39.84735
1157.11250	20.97067	28.92694	4.05783	39.10673	10.00925	10.58534	6.23759	8.79120	0.00000	9.82513	9.24172	49.85006	1.06484	9.36370	78.23456	7.22072	37.18467
1179.02287	15.33366	-4.16694	6.15094	57.79101	7.72983	9.65667	9.38278	7.29160	1.00000	5.32777	6.88407	39.09725	0.13641	8.55454	-40.7475	7.98177	29.03663
1069.33034	16.06661	30.24706	7.73228	38.74187	5.07434	5.56685	7.60077	6.84058	1.00000	6.03059	6.05162	59.48414	0.10505	7.83807	115.04814	7.98444	59.03992
1179.81919	34.91745	38.47917	7.72213	60.23111	9.30348	4.42199	8.86241	8.50158	0.00000	10.21737	7.71833	51.62305	0.54311	6.66844	-1.325	6.85878	51.35718
1091.38406	6.40655	20.88953	7.05129	65.77493	4.55193	6.26016	5.47512	8.09015	1.00000	6.71418	6.64327	38.59204	0.05470	8.99802	-156.47432	8.62745	38.72546
1199.65635	21.34393	11.8659	3.39506	54.53140	9.13077	5.75471	5.63943	6.34636	1.00000	4.65405	8.71397	45.81996	0.49651	7.74902	34.3869	6.90030	42.49693
1075.30678		40.65995	6.81721	46.57801	10.24438	8.48065	7.61749	7.15212	0.00000	8.00028	8.41086	56.41973	1.30555		-111.99633	8.50974	74.29406
1169.62986	-0.30828	50.06	9.48470	41.63947	9.13123	8.58983	7.11050	8.60952	0.00000	7.61186	6.35893	42.65854	0.49292	8.87278	43.2379	8.68300	69.29131
1162.74052	29.41296	55.82885	5.81137	44.42291	8.28613	5.78180	7.26037	6.76239	1.00000	4.84463	7.53713	28.46066	0.28202	7.83653	-4.21376	8.27598	48.65729
1170.22223	23.71610	36.64852	7.62608	54.47867	9.42844	8.99186	7.62144	6.35169	0.00000	8.98961	7.80739	67.52724	0.64196	8.48322	51.49621	6.99106	62.47523
1175.10727	15.14810	-4.26613	5.16536	35.47449	7.09263	6.17960	8.66353	9.34795	0.00000	10.65275	6.47094	61.53113	0.16383	5.88254	15.28318	7.26998	68.96660
1080.19141	21.71562	22.19303	5.32409	56.48209	6.05681	6.42080	4.17155	8.17950	1.00000	6.16661	7.61629	52.11872	0.08258	9.17267	88.18466	8.66524	56.43793
1121.70032	14.75928	41.47892	5.73334	34.95355	6.91509	5.73699	4.90310	7.27899	1.00000	5.21211	6.68636	54.40587	0.15911	10.09360	-87.45476	7.58021	51.43047
1067.21937	16.85451	34.81667	6.54487	40.70780	6.74739	5.31938	6.87085	8.05641	1.00000	4.92705	9.26554	37.23557	0.12255	8.09774	137.4	7.78668	35.92955
1116.87758	17.87321	55.82885	7.43419	42.02712	8.04089	10.67849	6.25590	7.76158	0.00000	9.38613	7.66111	52.23762	0.19800	7.89003	-4.21376	7.96271	44.01671
1095.01414	8.11350	34.09668	5.40018	46.50221	6.47716	6.13564	9.08837	7.02210	0.00000	9.59518		56.00586	0.12437	7.95971	-117.71978	8.79283	19.87579
1068.32038	15.91429	34.21639	5.43749	54.73678	8.18362	8.50882	9.22326	7.35476	1.00000	7.75327	6.88227	38.83139	0.20222	6.50028	-119.0376	7.96509	35.25040
1139.60619	17.68548	42.22718	3.35891	49.49435	7.64471	6.32126	8.45211	8.19363	0.00000	10.94254	8.21015	68.08779	0.17335	6.54373	14.39024	6.85801	53.32065
1164.02959	13.84621	-4.42472	6.54381	63.33915	4.83787	6.24395	8.57046	7.03075	1.00000	7.76465	8.76537	58.22047	0.05987	7.05232	-41.45861	7.45370	42.36271
1067.22927	27.48289	-5.85746	6.46854	24.24467	7.12937	8.43978	4.65644	6.85059	0.00000	8.46989	7.82626	50.54076	0.10828	8.88872	144.23058	8.63480	49.38509
1060.69850	-2.14265	37.31065	4.45842	54.70181	8.24412	9.57467	3.97707	6.33669	0.00000	10.14088	6.21504	36.45718	0.24775	9.15457	13.57661	8.09287	57.65851
1129.96367	2.82621	53.53395	7.47795	34.13619	12.02314	10.56596	7.30260	8.76328	1.00000	6.83893	7.29478	41.48165	7.51317	8.02713	33.72798	8.74119	58.81533
1057.01240	21.90515	59.37722	5.52409	64.89349	6.27292	6.53913	9.87292	6.11818	0.00000	10.42237	7.53630	74.02086	0.09636	5.67828	28.19028	6.24880	49.50016
1099.05129	21.59962	53.95278	7.88932	58.33042	6.44356	5.41044	8.30836	7.65054	1.00000	4.98859	8.86973	52.75339	0.10732	7.15502	32.86389	6.32893	44.78924
1169.52799	-2.06019	36.82167	6.29153	40.61208	3.51412	7.63806	10.99712	8.76108	0.00000	7.51473	5.78256	48.69750	0.09418	8.74046	128.63083	5.80997	49.72883
1176.44191	26.65936	29.38242	6.46404	53.30961	6.06025	5.98699	10.66446	7.17157	0.00000	9.63352	8.02221	47.07685	0.10775	8.15306	70.91106	8.07226	55.00948
1054.70227	18.26880	6.8485	7.35340	39.80391	10.71517	9.25104	7.80486	7.44375	1.00000	6.64156	8.87864	38.38417	2.09503	8.81041	3.64633	6.53402	59.61524
1069.63639	20.99490	2.41669	3.28648	49.13101	6.40634	8.70995	3.12223	7.40347	0.00000	11.25773	6.96530	51.55229	0.10006	8.85333	30.98551	8.44017	56.42729
1082.89065	25.20826	-34.28853	7.83016	57.28003	10.35430	9.28846	8.64528	6.69308	0.00000	7.54400	7.52992	49.74458	1.47625	8.79582	146.05093	6.87800	43.05143
1078.49255	9.43329	44.97639	7.64085	27.63732	10.62847	8.42872	9.84649	7.27391	1.00000	7.52674	6.22556	47.89461	1.91757	9.36459	19.61222	7.61562	57.16620
1121.81272	18.34361	18.42745	4.42240	62.75031	5.52185	8.90432	3.29460	8.48046	0.00000	9.65735	7.27024	70.37740	0.12646	9.35497	-67.15407	5.96446	41.24397
1074.85450	27.53045	38.96667	5.93376	70.47422	7.43025	5.98016	7.26999	7.35889	1.00000	5.75791	7.47483	47.71488	0.16556	8.43183	-0.18333	6.10653	28.16039
1173.13310	6.51117	48.07667	7.76937	67.90926	12.91962	10.59177	8.02908	6.87469	1.00000	5.83860	6.44871	40.28594	18.24724	9.82382	8.64409	8.29057	37.54302
