longitude	QoS	station	revision	latitude	location
11.04979	average	Castelfranco Emilia	2019-04-25	44.59445	Europe/Rome
-89.66123	average	Progreso	2019/11/20	21.28306	America/Merida
18.30056	accep	Strzelce Opolskie	07 Dec 2013	50.5107	Europe/Warsaw
-84.67837	good	Acworth	02 Sep 2022	34.06635	America/New_York
-120.00865	good	Sunnyside	10 Jan 2016	46.32374	America/Los_Angeles
11.04979	accep	Castelfranco Emilia	2017-02-10	44.59445	Europe/Rome
1.6	building	Pamiers	2017-06-29	43.11667	Europe/Paris
0.75	accep	Thetford	2018/09/08	52.41667	Europe/London
-1.48119	excellent	Belper	26 Sep 2017	53.0233	Europe/London
-116.21677	average	Indio	02/08/2019, 00:00:00	33.7207	America/Los_Angeles
3.47717	maintenance	Boumerdas	2022/09/11	36.76639	Africa/Algiers
-48.62789	average	Caldas Novas	2021/04/02	-17.74431	America/Sao_Paulo
-0.2	excellent	Barnet	2017-12-16	51.65	Europe/London
34.34691	maintenance	Petrozavodsk	11/16/2014, 00:00:00	61.78491	Europe/Moscow
123.758	accep	Naga	05/14/2013, 00:00:00	10.20898	Asia/Manila
-47.53028	building	Santa Gertrudes	01/01/2013, 00:00:00	-22.45667	America/Sao_Paulo
10.78222	average	Beni Khiar	06/06/2021, 00:00:00	36.46917	Africa/Tunis
-69.96533	excellent	Brunswick	2020-06-24	43.91452	America/New_York
111.4834	average	Aykhal	10/05/2017, 00:00:00	65.93381	Asia/Yakutsk
-75.87877	maintenance	Andes	30 Jun 2020	5.6561	America/Bogota
-1.32471	accep	Newbury	24 Aug 2016	51.40148	Europe/London
-76.51552	accep	Rosedale	2015/11/15	39.32011	America/New_York
125.51176	accep	Dongfeng	01/17/2020, 00:00:00	42.64031	Asia/Shanghai
121.06761	good	San Jose	03/24/2013, 00:00:00	12.35275	Asia/Manila
109.3243	good	Randudongkal	12/26/2012, 00:00:00	-7.0981	Asia/Jakarta
-6.90656	accep	Temara	08/05/2018, 00:00:00	33.92866	Africa/Casablanca
38.07083	excellent	Stupino	2016-05-03	54.90083	Europe/Moscow
72.85107	good	Bhayandar	2013/12/30	19.30157	Asia/Kolkata
14.01481	good	Roseto degli Abruzzi	2018/12/01	42.67164	Europe/Rome
-0.45877	excellent	Niort	11/04/2015, 00:00:00	46.32313	Europe/Paris
-48.52333	excellent	Soure	08/07/2014, 00:00:00	-0.71667	America/Belem
99.96667	good	Nakhon Si Thammarat	2019/03/08	8.43333	Asia/Bangkok
3.64633	excellent	Shagamu	08/25/2021, 00:00:00	6.8485	Africa/Lagos
-8.2503	excellent	Albufeira	06/30/2021, 00:00:00	37.08819	Europe/Lisbon
140.11667	average	Inawashiro	2016-01-08	37.56667	Asia/Tokyo
114.68333	building	Heyuan	09/06/2015, 00:00:00	23.73333	Asia/Shanghai
46.04833	building	Privolzhskiy	12 Mar 2014	51.40944	Europe/Saratov
-0.91979	accep	Lower Earley	2018-03-05	51.42708	Europe/London
85.94001	excellent	Teghra	03/06/2020, 00:00:00	25.49043	Asia/Kolkata
-73.02841	accep	Chiguayante	14 Mar 2022	-36.9256	America/Santiago
30.79165	maintenance	Vryheid	2013-08-15	-27.76952	Africa/Johannesburg
-42.98194	accep	Guapimirim	03/17/2013, 00:00:00	-22.53722	America/Sao_Paulo
76.03889	good	Osmanabad	2022/01/15	18.18158	Asia/Kolkata
122.8637	average	Santa Catalina	2015/02/22	9.3337	Asia/Manila
-60.47389	building	Chacabuco	2014/04/27	-34.64167	America/Argentina/Buenos_Aires
75.06583	good	Fazilpur	2019/09/16	32.17629	Asia/Karachi
-99.73314	excellent	Abilene	06/06/2015, 00:00:00	32.44874	America/Chicago
33	good	Usagara	2013-04-04	-2.68333	Africa/Dar_es_Salaam
17.8031	maintenance	Hlohovec	2021-06-08	48.43174	Europe/Bratislava
-80.38297	excellent	Norfolk County	12/09/2015, 00:00:00	42.8334	America/Toronto
-74.38987	maintenance	Scotch Plains	07/13/2016, 00:00:00	40.65538	America/New_York
33	maintenance	Usagara	07 Jan 2013	-2.68333	Africa/Dar_es_Salaam
30.28491	accep	Kolomyagi	2017-08-15	60.02427	Europe/Moscow
35.34722	good	Maxixe	2017-07-08	-23.85972	Africa/Maputo
-8.33147	average	Paredes	2016-07-02	41.20485	Europe/Lisbon
-61.51889	excellent	Port of Spain	2015-08-08	10.66668	America/Port_of_Spain
-7.95	average	Athlone	2019-11-28	53.43333	Europe/Dublin
76.11996	excellent	Manjeri	03/06/2014, 00:00:00	11.12018	Asia/Kolkata
73.66633	excellent	Sojat	10/01/2014, 00:00:00	25.92493	Asia/Kolkata
-76.72803	excellent	Woodlawn	14 May 2022	39.32288	America/New_York
69.49015	good	Ishim	09 Jan 2015	56.11281	Asia/Yekaterinburg
13.31783	good	Hermsdorf	2020-02-16	52.61131	Europe/Berlin
24.6522	good	Espoo	2019/11/14	60.2052	Europe/Helsinki
-100.88023	excellent	Salvatierra	09/06/2019, 00:00:00	20.21322	America/Mexico_City
-80.66756	accep	Belle Glade	2017/09/19	26.68451	America/New_York
14.51472	good	Valletta	22 Aug 2020	35.89972	Europe/Malta
145.18333	average	Wheelers Hill	2016/11/25	-37.9	Australia/Melbourne
122.05228	accep	Tianfu	2013/07/26	37.19723	Asia/Shanghai
117.33333	good	Taozhuang	2017/03/13	34.85	Asia/Shanghai
1.6	average	Pamiers	2020-08-04	43.11667	Europe/Paris
12.16179	excellent	Landshut	2015/04/11	48.52961	Europe/Berlin
-77.43532	excellent	Media Luna	2021/10/14	20.14298	America/Havana
137.23333	maintenance	Gero	01/18/2018, 00:00:00	35.8	Asia/Tokyo
-81.23621	accep	Lexington	2017/10/19	33.98154	America/New_York
10.18527	good	Memmingen	2019/04/05	47.98372	Europe/Berlin
37.49338	maintenance	Tyoply Stan	12/23/2018, 00:00:00	55.62047	Europe/Moscow
-65.61427	average	Aguilares	2013/02/04	-27.4338	America/Argentina/Tucuman
8.52462	building	Adliswil	05/24/2013, 00:00:00	47.30997	Europe/Zurich
84.63445	good	Rafiganj	2022-05-19	24.81757	Asia/Kolkata
7.2278	building	Bad Honnef	2018/10/05	50.64336	Europe/Berlin
-51.87389	building	Sarandi	2015/01/08	-23.44361	America/Sao_Paulo
-44.31389	excellent	Esmeraldas	2019/08/07	-19.7625	America/Sao_Paulo
8.91229	excellent	Eppingen	01/01/2015, 00:00:00	49.13645	Europe/Berlin
38.16694	excellent	Kashira	2014/03/13	54.84444	Europe/Moscow
32.6178	good	Kherson	07/10/2015, 00:00:00	46.65581	Europe/Kiev
-82.46148	excellent	Lutz	2019/01/10	28.15112	America/New_York
76.56719	good	Aklera	06/16/2021, 00:00:00	24.41288	Asia/Kolkata
150.60036	average	Nowra	2020-03-03	-34.88422	Australia/Sydney
-76.72803	excellent	Woodlawn	2016-11-13	39.32288	America/New_York
122.74754	good	Haicheng	06/24/2016, 00:00:00	40.85158	Asia/Shanghai
15.00835	accep	Zgorzelec	2014/12/02	51.14942	Europe/Warsaw
11.34046	good	Rudolstadt	27 Aug 2014	50.72043	Europe/Berlin
127.08472	good	Nonsan	05/07/2022, 00:00:00	36.20389	Asia/Seoul
-48.59278	maintenance	Buri	2013-09-12	-23.7975	America/Sao_Paulo
-56.52361	average	Durazno	2019/03/11	-33.38056	America/Montevideo
-44.31389	building	Esmeraldas	2017/01/04	-19.7625	America/Sao_Paulo
-0.45877	accep	Niort	2013/10/27	46.32313	Europe/Paris
-2.01111	average	Great Wyrley	2016/11/25	52.66277	Europe/London
-88.27205	good	Kaukauna	12/27/2014, 00:00:00	44.27804	America/Chicago
77.0202	excellent	Otegen Batyra	2021/11/25	43.41949	Asia/Almaty
139.6853	maintenance	Shimotoda	2020-01-04	35.815	Asia/Tokyo
31.3237	excellent	Dobrush	07 Jan 2021	52.4089	Europe/Minsk
35.90057	excellent	Tver	2019/03/13	56.85836	Europe/Moscow
-1.47217	maintenance	Chapletown	2017/05/28	53.46506	Europe/London
13.10984	excellent	Oschatz	2017/07/05	51.30001	Europe/Berlin
-79.62603	accep	Veracruz	2021-05-05	8.88988	America/Panama
126.28333	average	Shuangcheng	17 Sep 2021	45.35	Asia/Shanghai
121.3152	excellent	Calauan	01/07/2018, 00:00:00	14.14989	Asia/Manila
-68.3	excellent	Ushuaia	06/17/2017, 00:00:00	-54.8	America/Argentina/Ushuaia
11.5	building	Mbalmayo	02/01/2020, 00:00:00	3.51667	Africa/Douala
-60.1831	accep	Sydney	2020-03-05	46.1351	America/Glace_Bay
-7.95	accep	Athlone	26 Feb 2018	53.43333	Europe/Dublin
19.61222	excellent	Sremska Mitrovica	2021/04/23	44.97639	Europe/Belgrade
124.95278	good	Tupi	2021-11-20	6.33444	Asia/Manila
46.04833	average	Privolzhskiy	12/23/2017, 00:00:00	51.40944	Europe/Saratov
69.67639	good	Parkent	2018-09-19	41.29444	Asia/Tashkent
-34.88111	excellent	Recife	21 May 2021	-8.05389	America/Recife
78.95693	building	Kashipur	12/08/2012, 00:00:00	29.21399	Asia/Kolkata
-156.47432	excellent	Kahului	2020-09-16	20.88953	Pacific/Honolulu
-122.39168	good	Redding	2020/09/08	40.58654	America/Los_Angeles
48.41667	good	Ambatondrazaka	05/25/2013, 00:00:00	-17.83333	Indian/Antananarivo
43.91385	maintenance	Kovylkino	2014/03/20	54.03876	Europe/Moscow
39.8302	excellent	Severodvinsk	2021/09/12	64.5635	Europe/Moscow
91.84128	good	Manikchari	2020/06/04	22.83957	Asia/Dhaka
111.73861	building	Changzhi	03/05/2016, 00:00:00	35.20889	Asia/Shanghai
6.10237	excellent	Onex	2022-04-22	46.18396	Europe/Zurich
6.74549	maintenance	Losheim	2021-02-09	49.5099	Europe/Berlin
-4.83076	building	Talavera de la Reina	2016/04/15	39.96348	Europe/Madrid
3.16667	building	Wevelgem	2017-05-17	50.8	Europe/Brussels
8.96317	good	Hechingen	2017/01/20	48.35149	Europe/Berlin
-82.35176	average	Sun City Center	2020-07-16	27.71809	America/New_York
-102.36764	maintenance	Odessa	2021-01-20	31.84568	America/Chicago
2.44892	accep	Gonesse	15 Nov 2021	48.98693	Europe/Paris
4.8951	average	Valence	2021-11-29	44.92801	Europe/Paris
15.00835	building	Zgorzelec	2018/10/12	51.14942	Europe/Warsaw
32.6178	excellent	Kherson	07/25/2013, 00:00:00	46.65581	Europe/Kiev
2.1699	accep	Herblay	06/17/2021, 00:00:00	48.98994	Europe/Paris
-80.66756	good	Belle Glade	06/11/2022, 00:00:00	26.68451	America/New_York
46.58333	excellent	Ikalamavony	10/03/2015, 00:00:00	-21.15	Indian/Antananarivo
-3.52751	average	Exeter	2020-07-13	50.7236	Europe/London
10.18003	maintenance	Ghat	2018/10/23	24.96334	Africa/Tripoli
122.74754	accep	Haicheng	04 Dec 2019	40.85158	Asia/Shanghai
-105.36369	accep	Acaponeta	02/12/2016, 00:00:00	22.49396	America/Mazatlan
-86.19903	maintenance	Jinotepe	14 Dec 2020	11.84962	America/Managua
77.23826	good	Sathyamangalam	2016-09-29	11.50526	Asia/Kolkata
85.83334	good	Bhuban	11/13/2021, 00:00:00	20.88197	Asia/Kolkata
29.91582	average	Alexandria	29 Nov 2017	31.20176	Africa/Cairo
9.29109	good	San Giuliano Milanese	04/17/2018, 00:00:00	45.39402	Europe/Rome
75.16878	building	Moga	30 Jan 2020	30.81383	Asia/Kolkata
-97.54667	accep	Hutto	06 Feb 2018	30.5427	America/Chicago
-111.89903	maintenance	Scottsdale	2013/11/12	33.50921	America/Phoenix
31.33078	maintenance	Voznesensk	2015/06/10	47.56494	Europe/Kiev
-83.55521	maintenance	Toledo	09 Jun 2017	41.66394	America/New_York
76.32756	average	Kalavoor	2021/02/15	9.57046	Asia/Kolkata
37.56667	maintenance	Likhobory	2017/08/26	55.85	Europe/Moscow
37.99117	good	Krymsk	12/20/2013, 00:00:00	44.92934	Europe/Moscow
14.39024	maintenance	Lanciano	2018/11/19	42.22718	Europe/Rome
77.54372	good	Periyakulam	21 Jun 2016	10.12268	Asia/Kolkata
123.758	maintenance	Naga	28 Mar 2013	10.20898	Asia/Manila
-3.67029	building	Las Gabias	2013/09/24	37.13548	Europe/Madrid
-93.11308	good	Tuxtla	2021-08-28	16.75973	America/Mexico_City
12.53463	good	Frederiksberg	2020/08/18	55.67938	Europe/Copenhagen
114.68333	excellent	Heyuan	21 Dec 2018	23.73333	Asia/Shanghai
-51.50361	accep	Carlos Barbosa	2016-12-21	-29.2975	America/Sao_Paulo
8.86374	average	Tortona	2020/04/19	44.89784	Europe/Rome
-122.23484	maintenance	Kent	2014/09/29	47.38093	America/Los_Angeles
104.64992	average	Kantharalak	22 May 2020	14.64056	Asia/Bangkok
138.89585	good	Annaka	08/02/2022, 00:00:00	36.33011	Asia/Tokyo
12.19458	good	Biu	2016/10/04	10.61285	Africa/Lagos
28.88222	good	Mudanya	25 Jan 2018	40.37528	Europe/Istanbul
-7.35	good	An Muileann gCearr	08/18/2013, 00:00:00	53.53333	Europe/Dublin
19.27498	excellent	Jaworzno	2019-08-30	50.20528	Europe/Warsaw
77.40858	accep	Leteri	2019-08-08	24.05979	Asia/Kolkata
72.85107	average	Bhayandar	12/07/2012, 00:00:00	19.30157	Asia/Kolkata
47.31667	maintenance	Antanifotsy	06/20/2014, 00:00:00	-19.65	Indian/Antananarivo
84.63445	accep	Rafiganj	2022-06-04	24.81757	Asia/Kolkata
136.84186	excellent	Toba	31 Dec 2013	34.4833	Asia/Tokyo
-117.14392	excellent	Mira Mesa	2014-03-28	32.9156	America/Los_Angeles
91.61356	good	Rangia	2017-03-25	26.44931	Asia/Kolkata
130.94098	average	Hita	2016/09/21	33.3213	Asia/Tokyo
74.12286	good	Kanganpur	04/17/2021, 00:00:00	30.76468	Asia/Karachi
-0.29825	average	Surbiton	2020-07-22	51.39148	Europe/London
137.5	average	Shinshiro	03/15/2014, 00:00:00	34.9	Asia/Tokyo
-73.95097	average	Greenpoint	09/21/2016, 00:00:00	40.72371	America/New_York
-74.73584	excellent	Honda	12/12/2019, 00:00:00	5.20856	America/Bogota
-82.61573	building	Norwalk	19 Jun 2015	41.24255	America/New_York
-82.45426	average	Venice	2020-03-11	27.09978	America/New_York
-95.36969	building	Muskogee	2014-04-06	35.74788	America/Chicago
111.73861	accep	Changzhi	2015/01/19	35.20889	Asia/Shanghai
-74.38987	good	Scotch Plains	08 Apr 2013	40.65538	America/New_York
-3.05	accep	Blackpool	04/03/2017, 00:00:00	53.81667	Europe/London
-52.35558	average	Nova Xavantina	2016/02/27	-14.66463	America/Cuiaba
10.18527	average	Memmingen	2017-01-24	47.98372	Europe/Berlin
-76.99081	excellent	Chillum	2021-04-27	38.96372	America/New_York
-38.94722	accep	Canavieiras	15 Oct 2017	-15.675	America/Bahia
117.55417	average	Zaozhuang	2020-10-24	34.86472	Asia/Shanghai
-68.3	building	Ushuaia	2022-09-03	-54.8	America/Argentina/Ushuaia
9.47629	good	Stade	25 Nov 2016	53.59337	Europe/Berlin
86.59509	good	Supaul	05 Nov 2018	26.11527	Asia/Kolkata
121.96361	accep	Recodo	05/23/2016, 00:00:00	6.95194	Asia/Manila
-13.68778	excellent	Camayenne	11/19/2012, 00:00:00	9.535	Africa/Conakry
-84.20299	good	Lebanon	2016/12/28	39.43534	America/New_York
7.60872	good	Ventimiglia	12/06/2021, 00:00:00	43.78956	Europe/Rome
99.95469	building	Damnoen Saduak	02/25/2021, 00:00:00	13.51825	Asia/Bangkok
-42.19667	average	Miracema	2013/01/04	-21.41222	America/Sao_Paulo
-73.25383	accep	Iquitos	2019/09/11	-3.74912	America/Lima
-1.48119	maintenance	Belper	2021-05-10	53.0233	Europe/London
103.65309	accep	Roi Et	13 Jul 2021	16.0567	Asia/Bangkok
1.15597	accep	Clacton-on-Sea	2016/02/28	51.78967	Europe/London
-2.12139	average	Brierley Hill	2020/04/21	52.48173	Europe/London
86.59611	excellent	Saharsa	13 Sep 2013	25.87498	Asia/Kolkata
14.51472	accep	Valletta	2017/09/07	35.89972	Europe/Malta
4.85668	excellent	Bordj Zemoura	2016-09-01	36.27462	Africa/Algiers
16.43915	average	Split	2015/02/24	43.50891	Europe/Zagreb
-102.36764	average	Odessa	2017-03-17	31.84568	America/Chicago
-38.79084	excellent	Tucano	2015-12-24	-10.95817	America/Bahia
-69.96533	building	Brunswick	07 Nov 2012	43.91452	America/New_York
2.61667	good	Mitry-Mory	2020/11/10	48.98333	Europe/Paris
-42.19667	good	Miracema	09/17/2018, 00:00:00	-21.41222	America/Sao_Paulo
112.01667	average	Kediri	10/18/2015, 00:00:00	-7.81667	Asia/Jakarta
60.8019	average	Beryozovsky	15 Aug 2019	56.9083	Asia/Yekaterinburg
89.20083	average	Sharypovo	2021/10/12	55.54028	Asia/Krasnoyarsk
123.89071	maintenance	Cebu City	2014-04-21	10.31672	Asia/Manila
-59.13316	excellent	Tandil	2014/06/23	-37.32167	America/Argentina/Buenos_Aires
-73.58248	average	Sainte-Catherine	2020/12/18	45.40008	America/Toronto
35.90057	maintenance	Tver	09/13/2018, 00:00:00	56.85836	Europe/Moscow
68.75915	excellent	Khairpur Mir’s	2017-02-01	27.52948	Asia/Karachi
-48.62789	accep	Caldas Novas	2015-09-01	-17.74431	America/Sao_Paulo
-74.26419	accep	Madrid	2017/11/29	4.73245	America/Bogota
120.4861	building	Manaoag	24 May 2013	16.0438	Asia/Manila
9.15013	average	Mirriah	11/21/2012, 00:00:00	13.70727	Africa/Niamey
47.31667	maintenance	Antanifotsy	29 Mar 2021	-19.65	Indian/Antananarivo
9.5926	average	Walsrode	07 Jul 2020	52.86147	Europe/Berlin
-76.70944	good	Chosica	06 Nov 2021	-11.94306	America/Lima
84.63445	good	Rafiganj	2018/05/02	24.81757	Asia/Kolkata
10.7	average	Tonga	10/17/2017, 00:00:00	4.96667	Africa/Douala
13.29371	maintenance	Charlottenburg-Nord	2021/10/11	52.53048	Europe/Berlin
103.81667	good	Ulu Tiram	03/10/2015, 00:00:00	1.6	Asia/Kuala_Lumpur
85.83636	average	Dalsingh Sarai	2016-03-11	25.66795	Asia/Kolkata
9.15214	average	Aschaffenburg	07/31/2019, 00:00:00	49.97704	Europe/Berlin
118.53333	good	Pucheng	2017-03-03	27.92333	Asia/Shanghai
-111.89903	accep	Scottsdale	2017-12-12	33.50921	America/Phoenix
53.47103	average	Oktyabr’skiy	25 Aug 2020	54.48147	Asia/Yekaterinburg
4.85668	maintenance	Bordj Zemoura	2021/10/07	36.27462	Africa/Algiers
8.55552	accep	Sassari	02/19/2017, 00:00:00	40.72586	Europe/Rome
150.99292	excellent	Baulkham Hills	06 Jun 2017	-33.75881	Australia/Sydney
-73.25383	excellent	Iquitos	26 May 2016	-3.74912	America/Lima
-93.12577	good	Rosemount	2020/04/16	44.73941	America/Chicago
9.47629	building	Stade	2014-04-09	53.59337	Europe/Berlin
-48.59278	maintenance	Buri	2020-02-29	-23.7975	America/Sao_Paulo
77.70636	good	Meerut	2015/10/26	28.98002	Asia/Kolkata
-70.6996	excellent	San Bernardo	24 Sep 2014	-33.59217	America/Santiago
112.01667	average	Kediri	2015-08-25	-7.81667	Asia/Jakarta
7.60872	good	Ventimiglia	01/20/2013, 00:00:00	43.78956	Europe/Rome
104.64992	good	Kantharalak	2013-09-12	14.64056	Asia/Bangkok
139.55722	average	Okegawa	09/09/2020, 00:00:00	36	Asia/Tokyo
38.01667	average	Chanika	2017-09-27	-5.41667	Africa/Dar_es_Salaam
9.32241	excellent	Chiavari	2017-01-30	44.31771	Europe/Rome
13.63617	average	Most	2016/04/09	50.50301	Europe/Prague
91.61356	excellent	Rangia	2019-02-13	26.44931	Asia/Kolkata
23.225	excellent	Montana	27 Apr 2013	43.4125	Europe/Sofia
-100.88023	building	Salvatierra	2018/11/10	20.21322	America/Mexico_City
-73.0515	accep	Waterbury	2018/02/12	41.55815	America/New_York
-156.47432	maintenance	Kahului	07/18/2017, 00:00:00	20.88953	Pacific/Honolulu
-70.6996	average	San Bernardo	22 Oct 2021	-33.59217	America/Santiago
-0.2	average	Barnet	2014-07-13	51.65	Europe/London
-104.83192	excellent	Aurora	08/25/2017, 00:00:00	39.72943	America/Denver
-73.75335	excellent	Dorval	08/01/2015, 00:00:00	45.4473	America/Toronto
1.00288	excellent	Elbeuf	2015-12-07	49.28669	Europe/Paris
-58.44417	building	Itacoatiara	11/29/2020, 00:00:00	-3.14306	America/Manaus
-45.94722	building	Alfenas	19 Jul 2020	-21.42917	America/Sao_Paulo
137.36215	accep	Namerikawa	2022-07-10	36.75965	Asia/Tokyo
39.28333	accep	Nyangao	07/03/2018, 00:00:00	-10.33333	Africa/Dar_es_Salaam
84.13864	excellent	Jashpurnagar	10 Dec 2015	22.88783	Asia/Kolkata
39.25	good	Magomeni	2021-06-14	-6.8	Africa/Dar_es_Salaam
117.65694	average	Laiwu	2022-03-14	36.19278	Asia/Shanghai
4.52514	excellent	Argungu	04/28/2016, 00:00:00	12.74482	Africa/Lagos
-94.74049	accep	Longview	05/27/2018, 00:00:00	32.5007	America/Chicago
-0.18333	excellent	Gandia	2018/01/05	38.96667	Europe/Madrid
92.48278	excellent	Lesosibirsk	27 May 2018	58.23583	Asia/Krasnoyarsk
3.47717	excellent	Boumerdas	05 Jan 2015	36.76639	Africa/Algiers
-117.54866	good	Norco	2013/08/04	33.93113	America/Los_Angeles
-82.90375	excellent	Dublin	22 May 2018	32.54044	America/New_York
10.98461	excellent	Friedberg	2013-05-15	48.35693	Europe/Berlin
86.00214	excellent	Hoxtolgay	06/19/2018, 00:00:00	46.51872	Asia/Urumqi
43.67663	excellent	Nizhniy Lomov	04/24/2015, 00:00:00	53.53041	Europe/Moscow
112.19028	average	Jingzhou	2019/10/01	30.35028	Asia/Shanghai
98.50893	building	Myawadi	06/24/2022, 00:00:00	16.68911	Asia/Yangon
-97.35992	accep	Teziutlan	07/25/2022, 00:00:00	19.8173	America/Mexico_City
-95.44744	accep	Fresno	08/14/2020, 00:00:00	29.53885	America/Chicago
12.53463	accep	Frederiksberg	08/30/2021, 00:00:00	55.67938	Europe/Copenhagen
14.43865	accep	Somma Vesuviana	2015/04/16	40.87329	Europe/Rome
122.74754	average	Haicheng	2013-10-03	40.85158	Asia/Shanghai
-4.83076	accep	Talavera de la Reina	2019-10-03	39.96348	Europe/Madrid
6.74549	good	Losheim	16 Dec 2018	49.5099	Europe/Berlin
-65.61427	average	Aguilares	03/07/2019, 00:00:00	-27.4338	America/Argentina/Tucuman
12.87117	accep	Karlovy Vary	2017/11/25	50.23271	Europe/Prague
3.64633	good	Shagamu	2014/03/01	6.8485	Africa/Lagos
-88.27205	good	Kaukauna	2013-06-22	44.27804	America/Chicago
120.03308	maintenance	Guli	02/25/2021, 00:00:00	28.88162	Asia/Shanghai
9.02596	good	Albstadt	19 Nov 2013	48.21644	Europe/Berlin
65.93249	building	Sar-e Pul	09/05/2018, 00:00:00	36.21544	Asia/Kabul
81.54855	good	Jais	2013/08/06	26.2649	Asia/Kolkata
5.23333	excellent	Zeist	2016-08-29	52.09	Europe/Amsterdam
-4.1	accep	Quimper	01 Dec 2013	48	Europe/Paris
-1.08593	excellent	Southsea	29 Nov 2018	50.79205	Europe/London
2.08333	good	Marly-le-Roi	2022-04-17	48.86667	Europe/Paris
-87.45476	excellent	Schererville	01/11/2019, 00:00:00	41.47892	America/Chicago
123.62494	excellent	Masbate	2013-04-27	12.37169	Asia/Manila
24.43973	average	Yangambi	2022/01/19	0.76755	Africa/Lubumbashi
146.05093	good	Griffith	2014/07/23	-34.28853	Australia/Sydney
44.7662	accep	Hrazdan	2021-10-26	40.49748	Asia/Yerevan
-2.68333	excellent	Gernika-Lumo	30 Oct 2018	43.31667	Europe/Madrid
2.25	excellent	Saint-Omer	2015-10-01	50.75	Europe/Paris
69.49015	accep	Ishim	27 May 2015	56.11281	Asia/Yekaterinburg
-71.8023	good	Fitchburg	12/22/2020, 00:00:00	42.58342	America/New_York
38.28402	building	Tadmur	2019/08/02	34.5624	Asia/Damascus
-117.70755	excellent	Laguna Niguel	2014/09/22	33.52253	America/Los_Angeles
138.31667	good	Suzaka	2013-12-16	36.65	Asia/Tokyo
37.55	building	Arba Minch	2014-07-31	6.03333	Africa/Addis_Ababa
-120.93549	accep	Riverbank	2021-04-28	37.73604	America/Los_Angeles
99.96667	excellent	Nakhon Si Thammarat	2022-04-07	8.43333	Asia/Bangkok
126.835	accep	Goyang-si	2017-03-22	37.65639	Asia/Seoul
-2.77259	average	Baza	28 Jun 2017	37.49073	Europe/Madrid
-105.11221	excellent	Ken Caryl	22 Oct 2015	39.57582	America/Denver
99.95469	accep	Damnoen Saduak	23 May 2019	13.51825	Asia/Bangkok
123.33471	average	Dipolog	2014/01/26	8.56697	Asia/Manila
-80.31727	accep	Kendall	2014-12-17	25.67927	America/New_York
14.01481	good	Roseto degli Abruzzi	2016/06/09	42.67164	Europe/Rome
17.10558	excellent	Hudiksvall	03/15/2017, 00:00:00	61.72744	Europe/Stockholm
55.4504	average	Saint-Denis	2016/05/25	-20.88231	Indian/Reunion
16.86194	accep	Ustka	19 May 2016	54.58048	Europe/Warsaw
-41.45861	maintenance	Pedro II	08 Feb 2014	-4.42472	America/Fortaleza
-0.91979	maintenance	Lower Earley	09 Jan 2017	51.42708	Europe/London
122.9666	good	Talisay	2022-02-28	10.7375	Asia/Manila
-99.73314	average	Abilene	02/03/2014, 00:00:00	32.44874	America/Chicago
-1.05366	good	Dax	04 Jun 2021	43.71032	Europe/Paris
-56.52361	excellent	Durazno	03/01/2019, 00:00:00	-33.38056	America/Montevideo
6.10237	good	Onex	2014-03-22	46.18396	Europe/Zurich
-38.94722	average	Canavieiras	27 Sep 2014	-15.675	America/Bahia
12.6723	building	Ariccia	2012/10/21	41.72063	Europe/Rome
79.87116	excellent	Dehiwala-Mount Lavinia	03/13/2018, 00:00:00	6.84019	Asia/Colombo
26.97253	accep	Krasyliv	30 Jan 2015	49.65186	Europe/Kiev
-74.13653	accep	Port Richmond	13 Aug 2015	40.63316	America/New_York
-74.38987	accep	Scotch Plains	06/20/2017, 00:00:00	40.65538	America/New_York
117.81667	accep	Zhoucun	2020-08-08	36.81667	Asia/Shanghai
14.66737	good	Campobasso	18 Jan 2018	41.55947	Europe/Rome
114.51667	maintenance	Wacheng	2017/01/31	33.78333	Asia/Shanghai
30.79165	building	Vryheid	2019-07-08	-27.76952	Africa/Johannesburg
-70.6996	accep	San Bernardo	2016/10/10	-33.59217	America/Santiago
151.08057	building	Eastwood	06/14/2022, 00:00:00	-33.79176	Australia/Sydney
-84.23381	excellent	Stockbridge	2020-01-31	33.54428	America/New_York
9.00472	excellent	Idenao	2014/02/20	4.2475	Africa/Douala
-111.78903	excellent	Gilbert	2017-11-09	33.35283	America/Phoenix
6.51352	building	Korschenbroich	08/03/2021, 00:00:00	51.19139	Europe/Berlin
-38.94722	average	Canavieiras	2013-05-30	-15.675	America/Bahia
-94.74049	excellent	Longview	08/13/2014, 00:00:00	32.5007	America/Chicago
-7.35	accep	An Muileann gCearr	2022/07/04	53.53333	Europe/Dublin
115.88782	excellent	Willetton	2018-03-03	-32.05251	Australia/Perth
-117.71978	good	Claremont	09/11/2021, 00:00:00	34.09668	America/Los_Angeles
-117.79394	excellent	North Tustin	12/18/2014, 00:00:00	33.76446	America/Los_Angeles
103.81667	excellent	Ulu Tiram	10/12/2014, 00:00:00	1.6	Asia/Kuala_Lumpur
-94.74049	excellent	Longview	2016-04-21	32.5007	America/Chicago
78.23456	building	Bachhraon	12/05/2015, 00:00:00	28.92694	Asia/Kolkata
89.20083	building	Sharypovo	2019/11/06	55.54028	Asia/Krasnoyarsk
-25.66689	accep	Ponta Delgada	2014-12-23	37.74615	Atlantic/Azores
