H2CO	CO	latitude	longitude	O3	NH3	SO2	TEMP	C2H3NO5	PRES	CFCs	Pb	warning	PM2.5	NOx	PM10	CH4	PAHs
56.95584	7.42284	-6.8048	110.8405	4.97811	8.19258	5.81457	12.25376	0.80268	1130.01948	49.03710	54.67211	0.00000	4.69911	6.54971	8.04877	6.56291	6.50017
41.07940	8.22709	53.30972	83.62389	5.57288	8.05068	6.69433	22.57260	0.42420	1118.87728	33.20011	20.49600	0.00000	4.72110	6.79145	6.67435	5.85518	6.88055
33.85862	9.67965	-27.4338	-65.61427	6.35074	7.88821	5.13544	11.32238	0.24887	1134.53148	65.27131	51.64395	0.00000	4.88568	7.37670	4.59347	8.55761	6.45457
46.02688	11.07304	40.85158	122.74754	6.36955	1.42782	8.36972	7.14886	0.30696	1163.42506	44.32805	57.27164	1.00000	9.94240	8.00002	4.84994	5.53857	7.17683
36.09605	5.47275	-21.41222	-42.19667	9.23323	8.63935	7.96962	31.88153	0.50979	1106.31098	42.78649	39.46063	1.00000	5.14339	7.49599	7.23246	6.27661	5.78754
45.82878	6.93251	25.87498	86.59611	7.78992	8.03740	6.31855	15.59278	0.47511	1069.75095	51.37595	72.87019	0.00000	4.63992	6.39964	6.53169	6.52155	10.80841
47.16399	7.54659	47.56494	31.33078	8.83430	11.47736	8.01939	8.14246	1.61682	1065.52891	47.97993	62.60294	1.00000	4.75694	6.39731	9.12796	5.50567	7.82424
52.87965	7.28592	-7.81667	112.01667	5.48890	8.50235	7.12825	2.08448	0.55409	1191.41527	45.33310	38.86856	0.00000	4.54932	7.34682	7.52438	6.31626	6.33501
43.26443	8.40212	33.78333	114.51667	6.89761	9.99421	5.26101	11.60389	0.31431	1193.80623	56.48648	30.35153	0.00000	6.83735	8.30817	5.67184	9.58232	7.02896
68.02672	9.36021	-15.21194	-75.11028	7.20313	5.53872	7.65527	18.29936	0.20972	1080.85121	58.61892	51.43338	1.00000	9.37962	7.65983	4.48957	5.56808	6.46448
28.71167	9.84364	48.28259	9.72749	5.51212	8.21530	6.89599	21.07315	0.59307	1054.72175	31.23783	54.15542	0.00000	5.69073	7.76680	7.27892	6.74446	5.60727
43.88632	5.78147	-25.42944	-50.00639	7.96805	10.58224	6.09626	23.57537	0.17983	1162.97224	56.00375	64.81281	0.00000	6.52644	8.36231	5.99639	8.34813	6.97400
41.18953	7.37571	42.8139	-1.64295	4.76067	9.07952	6.64689	13.56625	0.46799	1077.85568	64.01208	50.76199	1.00000	7.43838	7.54656	7.43518	6.63733	7.85560
42.46144	2.86887	36.91023	-121.75689	8.55317	10.21581	8.03499	19.20346	0.41594	1112.18445	50.28403	41.56685	0.00000	8.45651	8.41191	5.93123	3.96019	5.78485
24.97263	6.17028	4.02219	101.02083	5.20121	11.40301	7.81817	-0.54916	2.89054	1161.71990	63.69331	42.38923	0.00000	5.44715	8.01155	9.78793	2.75020	7.12583
47.89792	5.45313	49.65186	26.97253	9.07984	7.84635	7.42011	16.30167	0.45304	1144.74756	29.35376	32.16627	1.00000	3.86735	7.94093	7.00235	5.80476	7.36677
43.99043	6.34118	-27.76952	30.79165	3.92635	10.49501	5.43434	19.58804	1.64979	1163.66337	35.82535	40.23725	0.00000	6.16985	7.05695	9.03533	5.12614	7.44166
39.51386	8.05997	19.30157	72.85107	8.35459	8.45002	5.07059	15.39175	1.84357	1123.82401	60.16673	53.80229	1.00000	4.48001	7.20100	9.18363	6.83083	8.04379
60.97484	3.69374	25.80565	68.49143	8.07895	9.09979	7.18401	3.67813	0.64449	1144.43458	46.69083	33.06030	0.00000	7.24355	6.41049	7.72886	4.26886	5.94210
17.63175	6.81428	56.9083	60.8019	6.15599	11.63421	7.77530	11.51167	0.34672	1052.28919	45.72060	53.33185	0.00000	7.03164	6.84044	3.80421		6.52278
35.57283	6.22035	8.79577	-75.69947	5.72138	7.77530	7.00546	8.91733	0.81704	1125.76726	83.15977	49.87837	0.00000	5.48660	7.69091	8.45136	6.49670	5.10717
59.09367	8.23352	36.92574	14.72443	2.21395	9.31490	7.60397	11.78177	1.11487	1122.45766	47.92268	57.11539	0.00000	5.00926	6.57593	8.68387	7.48602	6.68979
65.21127	6.98237	44.92801	4.8951	8.29209	5.74553	5.88620	17.80129	0.29470	1067.86563	52.41763	57.52482	1.00000	8.47178	6.56073	2.81243	3.45559	2.28994
49.31164	5.22140	51.08468	7.11393	3.73763	9.24529	8.02198	13.35188	3.97246	1081.74858	67.16365	65.85486	0.00000	7.36480	7.69189	10.11101	6.11642	8.44127
38.59945	9.90708	33.42585	-6.00137	4.31077	7.29190	7.70552	29.83801	0.49734	1067.45897	39.82266	41.02564	1.00000	9.89909	7.65690	7.23197	7.65143	7.62804
55.14498	4.67505	36.82167	128.63083	10.00701	10.81828	6.86713	22.07604	1.58235	1122.46869	31.44978	57.65739	1.00000	6.45632	6.50194	9.02782	4.78527	7.90836
53.94304	9.52444	25.13915	73.06784	5.59530	4.99531	8.74670	7.08744	0.26084	1103.29478	64.43046	41.68644	1.00000	9.03329	6.18984	5.24068	5.65274	6.93731
42.30275	9.65938	47.46657	84.87144	5.70868	6.87440	5.87818	38.56917	0.35990	1058.22334	52.78800	65.54245	1.00000	9.01803	7.11027	6.06695	6.74012	7.33561
48.36240	8.94869	4.73245	-74.26419	6.60553	5.07797	6.26845	3.61492	0.31809	1151.24426	19.58714	52.49785	1.00000	9.01531	8.52476	5.37607	5.79787	9.71079
38.09304	7.76731	34.09668	-117.71978	7.13260	7.89783	6.48987	10.53465	0.46902	1190.61139	40.37155	40.50464	0.00000	4.93319	7.05562	6.88194	6.54949	8.12401
48.28917	7.71449	49.28669	1.00288	8.77840	7.68086	6.98739	36.28791	6.55870	1190.43143	77.40680	42.30591	1.00000	4.33500	7.32696	10.64531	6.06835	6.82382
52.37949	5.52036	41.16704	-73.20483	8.10113	11.55931	7.89230	11.07623	0.75022	1060.37880	29.17418	32.38042	1.00000	6.46516	7.75983	8.16646	4.72807	5.53960
60.53534	7.96379	-33.38056	-56.52361	5.84456	7.28541	6.11612	18.49224	0.33712	1060.50447	53.85621	59.82040	1.00000	9.48886	6.56179	5.86693	5.65695	7.77712
48.13039	4.81308	52.48173	-2.12139	5.75151	6.28640	7.23604	13.40691	2.10151	1086.47775	57.13717	41.49649	0.00000	6.92385	7.33795	9.33670	7.73391	8.08829
33.58128	9.39992	50.64336	7.2278	4.89799	9.58272	8.65071	36.32376	0.51232	1160.18352	49.79960	9.42697	0.00000	7.61808	7.92228	7.39026	9.09852	7.58643
44.71547	4.96773	-38.65333	178.00417	9.91272	7.92747	6.82503	17.65243	6.25134	1051.12246	49.95003	57.29422	1.00000	6.77745	6.91094	10.59420	5.54698	6.45243
44.65217	1.76273	49.13645	8.91229	8.90350	6.39617	7.17578	1.82985	0.40096	1135.19570	54.37623	57.06721	1.00000	6.97705	5.20472	5.12428	5.88534	8.60263
46.17937	6.42917	9.57046	76.32756	9.17545	6.50884	6.84541	34.15702	4.90120	1078.87720	39.45897	62.65193	1.00000	5.09956	5.23456	10.31630	6.37861	6.45772
58.70829	5.81990	45.40008	-73.58248	7.69855	9.99966	7.06217	25.82235	0.39467	1093.75805	58.67408	64.17780	1.00000	5.32103	8.37780	6.98090	5.46256	6.43229
35.88968	6.98788	5.6561	-75.87877	4.48948	8.89469	7.25195	17.46186	0.34206	1066.07642	62.87800	65.21107	0.00000	7.17087	5.90698	6.94262	8.67229	5.23910
29.58841	7.95110	18.18158	76.03889	7.02193	9.05378	6.81993	9.64795	0.45000	1133.52502	59.94905	66.65268	0.00000	6.66536	7.37616	6.82732	9.03033	7.39081
50.57176	5.89834	-7.54972	110.71639	3.74546	8.75284	7.56599	4.89933	2.69755	1147.03020	62.48324	57.75132	0.00000	6.61274	7.38235	9.67873	6.72561	7.79835
58.21384	8.74419	48.15659	28.28489	7.21210	8.73831	6.70947	8.60704	0.29425	1052.22752	18.20104	61.42106	0.00000	5.69409	8.35411	4.49855	9.47655	7.63248
52.99621	3.42584	42.55308	-87.93341	9.76125	10.39619	6.14105	13.18033	0.45498	1081.92192	51.45549	53.23601	1.00000	6.10295	7.17451	7.23118	4.58004	7.78815
62.21300	8.11108	27.52948	68.75915	5.81378	9.05173	9.72950	8.76472	0.21689	1165.05160	49.34413	54.25408	0.00000	5.72129	7.40165	1.51183	12.37563	6.53947
72.66473		-22.92306	-53.13722	6.64229	9.71804	8.10086	9.11314	0.23513	1084.10565	60.76176	13.85883	0.00000	8.61233	6.59944	6.36981	5.30561	6.73404
36.99176	6.48040	10.12268	77.54372	6.29113	8.26723	8.45378	2.73218	0.30915	1153.26572	19.91601	55.14695	0.00000	5.87432	7.64695	5.20529	8.64827	6.92545
35.87763	5.19442	-7.51611	109.05389	7.58167	3.95437	6.31050	12.77439	0.37199	1193.80101	39.94925	66.69748	1.00000	7.53791	7.23456	3.54377	2.40095	6.37567
49.94677	4.62064	6.95194	121.96361	7.41336	6.22785	8.05567	10.32725	0.93230	1089.65270	55.86320	21.56903	0.00000	6.53763	8.52561	8.35602	6.85449	5.84018
47.72856	9.34258	48.8449	17.22635	6.22738	6.04534	6.13747	4.81706	0.28088	1146.73245	57.93462	45.07541	1.00000	9.17100	6.29847	5.78882	6.67250	6.98700
46.25054	5.85331	40.37528	28.88222	7.17754	5.51981	6.50585	20.08316	0.37260	1125.94707	46.20340	66.56859	1.00000	7.38550	6.96817	3.83450	2.89050	6.55137
39.28318	3.71695	46.51872	86.00214	8.09670	7.01156	6.34460	21.90857	0.35770	1070.11633	25.51120	53.02781	1.00000	7.50719	6.17636	6.45536	6.34737	7.48729
40.60820	10.94043	47.48444	36.25361	5.06083	4.55537	6.61597	30.62226	0.29960	1092.40389	63.42224	36.82630	1.00000	11.18159	8.61255	6.64074	7.00482	7.44898
56.63818	4.44718	5.30383	-1.98956	8.50145	4.84430	6.11508	33.15145	0.65253	1135.18485	47.05034	48.84156	1.00000	6.86571	7.38374	8.03081	6.67000	6.13349
59.38312	7.42696	48.98994	2.1699	8.39885	10.43649	6.20646	9.14634	0.23786	1120.25764	25.41221	63.43051	0.00000	6.97536	7.62919	5.41061	9.37542	5.98157
59.47840	9.40302	16.455	120.5875	3.67823	5.65786	6.68402	16.18754	0.38044	1159.78403	41.34909	53.27287	0.00000	4.80164	8.12919	5.70416	9.03857	7.60211
42.35663	6.32278	38.68712	-4.10734	7.18263	7.61000	8.34461	-12.70364	0.64569	1127.31124	57.87489	46.59699	1.00000	6.39951	6.67094	7.63503	6.32326	6.54406
50.98750	6.86505	48.07667	8.64409	6.14200	6.33248	8.03593	29.78166	0.38132	1163.18318	45.67423	64.66543	1.00000	7.26057	6.15861	6.17989	5.70050	7.04775
37.20949	9.49143	25.49043	85.94001	7.68067	8.91287	5.72608	12.13654	0.82177	1161.67804	54.84930	51.01781	0.00000	6.33692	7.72084	8.33714	6.96753	7.60387
55.12045	8.67388	21.53889	71.57737	4.08183	6.84595	8.20878	13.88052	2.12534	1163.29889	34.44582	36.41475	0.00000	3.34190	6.98496	9.44077	7.57993	7.32641
56.36380	2.53646	43.11667	1.6	7.66154	6.39241	8.48566	3.23281	0.23056	1105.86880	39.15053	35.72665	1.00000	6.70479	7.04148	4.44775	5.60399	6.93528
60.11266	9.55674	44.31771	9.32241	5.77650	6.76477	6.50738	8.78250	0.33038	1154.09641	31.29521	62.26224	1.00000	9.14379	6.03227	6.44251	6.58148	6.41545
37.91788	9.44993	25.49043	85.94001	7.84641	11.59349	9.00433	17.84664	0.27918	1050.24997	34.72800	56.21267	0.00000	7.37649	8.37703	4.57948	11.54926	7.90256
50.03184	7.19631	18.42745	-67.15407	8.62249	9.67760	7.74071	2.91926	1.45692	1104.70480	59.12168	66.70767	1.00000	4.79192	6.78143	8.99652	5.77878	7.40752
69.85910	9.68865	41.47892	-87.45476	5.47301	6.14477	6.72946	27.57415	0.39100	1085.03913	34.40805	44.24899	1.00000	8.19144	8.37607	6.43932	7.24038	5.23036
34.42037	9.29208	-23.7975	-48.59278	5.19410	8.67158	7.48027	16.11838	1.03585	1108.60868	52.18766	46.10465	0.00000	6.25605	7.38002	8.44015	6.38365	7.17340
45.49183	5.50267	-37.32167	-59.13316	9.95605	10.09873	6.37412	17.43151	0.44062	1102.10004	47.49841	64.32839	0.00000	6.05781	7.48582	5.79122	7.60902	6.68294
35.60651	7.29173	33.35283	-111.78903	6.31778	9.85836	3.97691	28.95337	1.51212	1119.75141	24.38528	58.36272	1.00000	6.86838	7.01263	9.07099	5.29895	4.25007
51.81555	9.87699	51.39148	-0.29825	4.62584	6.77392	8.90265	20.81826	0.44716	1080.86284	70.35263	64.10039	0.00000	5.06807	5.18454	7.45325	7.20917	7.10283
40.21679	3.27653	41.72059	-87.70172	8.33364	9.03356	9.37665	15.27477	0.33451	1158.57191	60.43367	48.35914	1.00000	8.24773	7.81351	6.58965	5.37862	7.87534
41.78547	6.72664	40.87329	14.43865	8.22886	7.48220	6.20477	19.30910	0.71525	1112.19673	44.25354	74.63453	1.00000	4.47334	4.81126	7.72300	6.66001	4.74633
42.92391	4.16678	-22.53722	-42.98194	9.38826	7.42638	8.36587	5.48002	0.67741	1165.18780	18.85061	36.99647	1.00000	6.50174	6.66421	8.04067	5.91770	6.38959
47.60964	4.54261	-19.65	47.31667	6.48098	7.94617	7.38292	7.05642	0.39952	1105.44302	51.51205	60.17856	0.00000	7.20150	8.06744	7.38603	6.80726	6.65284
27.60734	5.20022	36.65	138.31667	6.03901	8.93127	8.25024	17.65556	0.52632	1068.11887	43.17396	22.78766	0.00000	6.69382	6.95619	7.74541	5.75882	6.61861
57.37114	6.33932	19.64745	-102.04897	8.31307	9.38757	6.95398	18.44500	0.76554	1076.26155	38.32860	64.89437	1.00000	5.67402	7.69930	8.06588	5.83891	6.71866
26.33267	4.02941	36.82167	128.63083	9.21708	11.17591	6.32559	6.88529	1.03039	1166.97251	60.52780	25.31778	1.00000	7.80797	7.25850	8.52043	4.76841	7.22763
46.40922	7.40512	-2.68333	33	7.43232	8.37824	6.68707	14.45975	0.97036	1176.24838	41.62991	74.05412	0.00000	6.94794	5.55029	8.43430	8.40186	5.75456
49.29908	7.01805	50.23271	12.87117	4.27107	10.04426	8.66482	17.49550	1.20439	1108.65016	35.89137	41.17869	0.00000	5.21905	7.26870	8.68331	5.34194	8.39965
40.28748	8.76891	40.37528	28.88222	6.19557	5.28877	6.19062	19.20425	0.27775	1103.81243	61.58338	54.15113	1.00000	10.00520	5.77819	4.46259	4.65748	5.94945
12.46959	8.37471	-7.57897	112.23109	5.91119	6.75997	7.17166	19.69451	0.27505	1163.84651	31.84330	46.29053	1.00000	8.91433	8.27999		5.31037	6.63678
43.60389	4.99048	41.75338	-86.11084	5.69032	4.04305	8.46825	20.65004	1.74710	1168.06617	70.36980	67.46245	0.00000	6.63559	8.47374	9.19570	10.13944	7.17441
57.23466	9.62483	55.63711	37.38115	5.19910	7.98949	8.44272	15.29650	0.34200	1065.54768	41.52949	61.03093	0.00000	5.81266	8.01933	5.62651	8.98200	8.24427
41.51559	3.03363	36.46917	10.78222	8.03722	5.84102	8.24775	17.80352	0.39351	1085.87136	37.84600		1.00000	8.20681	7.12447	7.07049	6.07611	8.95836
55.79899	7.90032	34.4833	136.84186	7.43807	7.12085	5.25891	16.37344	2.71769	1118.83508	43.44520	46.40825	1.00000	5.17037	7.44797	9.70247	6.67404	5.86375
40.02167	6.77085	55.1904	30.2049	5.70309	6.83391	7.29641	16.93796	0.47596	1143.55518	31.72543	65.74146	0.00000	4.58647	6.16645	7.25401	5.37596	7.69311
74.38691	6.25656	25.75728	75.37991	9.35354	11.52202	6.90599	11.94718	1.62795	1157.53259	56.59368	39.54457	1.00000	6.13652	7.75942	9.12045	5.26971	8.59945
58.94841	5.20015	-38.65333	178.00417	7.73124	7.71665	7.58079	2.97764	2.31508	1198.11798	15.21256	27.22378	1.00000	7.76275	6.63452	9.49732	5.35946	6.62582
27.19797	8.95746	50.7236	-3.52751	8.39910	10.02529	6.24293	24.48812	0.66635	1169.72434	43.81170	42.05497	0.00000	6.15160	7.08223	7.18259	7.86669	8.73194
44.05841	8.59684	41.91738	3.1631	5.94185	5.89316	9.08427	43.83161	0.34586	1185.30877	33.72771	51.34123	0.00000	9.46281	8.71223	6.13391	6.29059	6.63294
27.56350	5.86357	45.99194	29.41824	5.46148	8.71910	8.91568	8.66457	0.28390	1174.47378	50.02233	31.26977	0.00000	5.79096	5.57427	5.58922	7.61886	6.98768
46.08631	3.90749	36.46917	10.78222	8.44374	7.09478	8.08530	9.90189	0.45868	1180.04940	47.78536	40.69844	1.00000	7.52842	8.48831	6.99209	6.37679	9.52266
38.31696	5.87695	-27.4338	-65.61427	5.86863	9.31153	7.13003	15.98852	0.95912	1136.37301	63.49447	41.84072	0.00000	5.83715	4.90834	8.45542	4.93336	6.50618
56.81841	8.01673	9.91861	-68.30472	5.58791	6.69266	6.44890	21.73772	0.51981	1188.18498	60.91025	33.66100	0.00000	4.60514	7.62115	6.79554	5.97886	8.28893
44.50400	5.16422	26.68451	-80.66756	5.89897	7.61722	6.59794	0.79287	1.43856	1175.11374	66.31686	60.35651	0.00000	6.30432	7.02291	8.93069	6.68954	7.20789
54.08988	8.52353	41.91738	3.1631	6.51069	5.72601	7.87794	33.14638	0.19218	1116.53060	53.57682	38.64353	1.00000	8.23461	5.93493	4.66742	4.88424	7.15174
82.20093	8.58410	46.1351	-60.1831	6.18923	7.35231	6.33026	9.38490	0.20306	1126.52530	42.97089	37.69294	0.00000	4.61930	7.63478	6.41126	6.63689	7.10873
24.67409	6.01094	51.14942	15.00835	6.46995	6.27560	5.85705	41.69509	0.33161	1177.85260	62.79833	78.32237	1.00000	7.69018	6.53652	5.42657	5.10454	7.42524
65.15738	11.62361	41.80753	-87.65644	4.29431	6.88448	7.31592	7.69336	0.28927	1061.28039	39.07543	67.20951	0.00000	5.29219	7.74782	6.15862	8.50271	8.05259
46.26060	10.44263	60.18427	24.95034	4.91504	5.73139	5.73526	-3.65779	0.29682	1154.57236	40.03669	34.07918	0.00000	4.21272	5.96370	5.03967	9.02297	4.62630
20.76405	7.42965	18.18158	76.03889	6.84181	9.41826	7.35717	19.35992	0.43858	1160.26680	44.83518	35.52935	1.00000	4.85142	7.26759	7.38324	5.97243	7.86635
35.02776	7.58406	36.21544	65.93249	5.42208	7.32068	7.06120	14.97749	0.29812	1094.29603	65.57055	67.36792	0.00000	4.95703	7.37926	5.30969		5.95780
44.60176	4.68794	-37.9	145.18333	6.62685	10.09740	5.50734	3.61622	0.69757	1190.80252	50.81138	26.50354	0.00000	6.97509	5.84419	7.73719	4.23930	6.54580
33.83317	10.03102	-37.32167	-59.13316	5.95162	7.29923	5.80651	-7.60069	0.65739	1144.12913	46.59728	53.00210	0.00000	5.15006	7.95556	7.82681	6.80192	6.20736
38.77922	8.19937	61.72744	17.10558	5.28475	5.21690	6.48170	18.26475	0.43944	1165.66865	46.01100	49.70147	1.00000	8.76547	7.97395	6.50043	6.37922	7.17912
44.21812	9.90959	55.85	37.56667	5.82705	6.53213	4.44206	5.30391	0.45851	1194.19500	45.65549	36.85936	1.00000	10.12771	10.54833	4.93158	5.39579	6.36315
61.15124	9.99350	32.57756	71.52847	6.87728	3.61845	7.55412	14.72184	0.17556	1193.54119	74.06017	75.00618	1.00000	10.16215	5.53533	5.46107	6.15867	7.57581
40.27017	5.77408	23.04419	-82.00919	7.04031	9.60017	6.30805	14.67784	0.55135	1173.92193	48.72051	48.49739	0.00000	5.40482	6.11788	7.42258	4.40805	6.41939
51.92231	3.94691	37.13548	-3.67029	9.55797	5.85834	5.21831	25.01015	1.84651	1087.04204	41.79515	37.72406	1.00000	7.42919	8.65052	9.21113	6.11601	7.23218
66.96300	7.20470	33.45122	-86.99666	5.02030	7.94652	7.40336	16.48596	3.15540	1106.53609	50.62577	28.99207	0.00000	4.45747	6.92264	9.88661	5.77186	7.76865
59.72161	7.68870	41.55947	14.66737	5.51295	9.10000	9.08950	18.98428	0.37142	1178.23706	49.42741	49.69737	0.00000	7.44863	8.06166	5.58721	10.78233	6.79737
46.06594	8.50274	-7.54972	110.71639	6.92996	10.97407	5.87822	15.89298	0.74318	1066.42617	64.98693	43.72991	1.00000	4.48681	6.82307	7.72103	6.02681	6.37691
50.89326	7.91299	27.52948	68.75915	4.82035	6.72144	8.21861	17.07490	0.41914	1111.70377	61.02819	64.61768	1.00000	9.06304	7.22429	6.78371	5.85461	7.75358
32.92271	7.28295	12.74482	4.52514	7.21067	9.98211	5.71770	11.95268	0.57557	1091.19503	40.48050	38.62763	1.00000	4.99660	5.82134	7.79404	5.57830	7.39565
25.20079	11.88555	40.72816	-74.07764	4.80973	4.16090	8.46675	25.10522	0.53986	1146.19559	69.53747	49.10884	1.00000	9.41759	7.36774	7.44269	8.35365	7.05368
49.03900	9.92932	33.98154	-81.23621	4.86415	7.52067	6.89986	2.43827	0.38433	1166.73528	43.51208	60.62096	1.00000	8.82153	6.15319	6.77501	7.34725	6.81671
29.94273	6.53084	-32.05251	115.88782	9.74746	5.76519	6.26295	17.74285	5.06058	1126.43862	23.96831	44.56524	1.00000	4.43752	6.93000	10.36812	6.66322	7.49725
55.10491	8.86454	27.34089	117.4831	5.55078	5.51672	7.79173	20.45153	0.42290	1177.82950	53.28576	61.25346	1.00000	8.36571	7.33400	5.90437	6.08366	7.50005
59.16601	5.21397	-21.41222	-42.19667	3.33689	9.29051	7.42167	4.95475	5.38726	1058.94645	56.01996	47.46873	0.00000	7.49734	6.31630	10.45003	6.24711	7.44235
52.46516	11.27678	36.06386	4.62744	2.82433	7.79858	7.09976	13.21094	0.38138	1177.02231	49.92358	52.63109	0.00000	6.88415	7.29590	6.36713	9.71994	7.69897
36.46185	4.61716	13.73417	-89.71472	9.29868	11.70462	6.90936	4.78563	0.40893	1135.50452	39.74267	37.31703	1.00000	6.51250	6.39117	7.42651	4.91098	6.71846
68.76488	5.89386	27.09978	-82.45426	9.88048	11.79482	5.83961	-4.84309	0.34224	1158.20956	49.67068	77.58442	0.00000	6.57695	6.98991	6.71929	7.59076	6.22442
46.29570	6.58387	57.14369	-2.09814	7.88281	7.36329	7.16656	23.06612	0.66235	1155.93235	9.04627	61.03256	1.00000		5.16220	7.87745	6.44606	6.04326
85.10430	4.43897	29.21399	78.95693	10.17756	9.63821	9.61427	23.13807	0.94985	1170.66769	41.16913	48.81417	1.00000	6.28064	6.00608	8.44021	5.46058	7.22612
63.31911	5.00058	51.39148	-0.29825	6.46771	8.45638	8.31462	-5.71028	0.55748	1117.86918	67.23707	58.81798	0.00000	6.92332	7.98228	7.56144	5.79755	4.64235
54.38958	9.84384	48.77275	5.16108	5.60189	5.67823	5.87669	18.25455	0.26962	1095.79940	46.81111	39.56844	1.00000	10.46841	7.19675	5.19949	5.75275	6.74622
38.58321	9.65412	1.6	103.81667	5.24591	6.15427	9.32260	9.50327	0.40256	1090.34786	51.53714	52.43869	1.00000	9.13484	5.26101	6.74887	6.89285	7.30576
51.58367	9.62766	10.66668	-61.51889	5.58618	4.66957	7.53898	5.83834	0.31892	1106.10724	72.16876	35.65634	1.00000	9.19272	7.22619	5.38119	5.77864	7.07370
37.62360	6.29907	25.66795	85.83636	7.39152	10.08503	8.53134	12.69464	0.18372	1170.37959	61.94233	51.98243	1.00000	5.37456	7.72636	6.20132	6.05893	7.05850
34.81060	9.04391	43.78956	7.60872	7.17810	9.88862	6.88980	40.84100	0.48596	1140.09996	24.55943	49.59060	0.00000	6.21545	6.30845	6.68906	8.29516	8.58081
59.71289	10.12894	36.53333	136.61667	6.15010	4.12018	8.27054	12.27878	0.35108	1153.33420	46.20201	42.04666	1.00000	9.41185	6.38854	5.09161	5.51286	6.04423
21.86767	9.27941	41.20485	-8.33147	5.99862	7.86876	6.90977	18.63745	0.20441	1168.26530	57.09971	52.41228	0.00000	5.25721	6.96058	5.30061	8.19571	7.08415
33.99598	6.79493	46.7055	38.2739	7.41673	10.04341	7.57585	8.51538	0.26213	1169.92517	48.47985	0.15373	0.00000	6.74873	8.13009	4.94346	10.08027	6.63652
65.81619		33.35283	-111.78903	9.43810	8.14635	6.99254	24.83623	0.71813	1172.00927	60.63400	27.77648	1.00000	5.78113	7.10189	8.15026	6.09497	8.75959
59.83460	7.47593	43.2907	5.4384	7.59712	4.98936	8.11323	8.29243	1.16394	1111.29734	56.37032	57.95381	1.00000	4.54954	7.82527	8.64359	7.41985	7.71282
28.43535	6.43527	-19.65	47.31667		8.59380	8.13012	16.99483	3.71489	1111.21021	70.92440	36.29853	0.00000	5.01174	6.20743	10.03796	5.61960	7.50339
59.92157	7.98476	33.41012	-91.06177	4.83133	8.26000	7.94339	16.31432	0.21301	1136.12977	37.76194	72.36529	0.00000	5.10113	5.79953	2.20484	10.36893	6.64694
57.16332	9.55396	43.1122	12.38878	4.65618	7.25755	7.28652	20.35028	0.31233	1166.61595	48.71479	34.68089	0.00000	4.66010	7.18602	4.43648	8.82468	6.68556
42.89916	8.05167	52.59319	13.32127	8.67829	6.08214	9.43146	7.61346	1.68061	1138.28155	44.22472	69.06987	1.00000	2.95318	7.13025	9.24520	7.10489	7.97267
58.31590	6.76752	56.85836	35.90057	7.11132	5.48874	6.54173	20.30056	0.25473	1154.82848	53.90130	86.30339	1.00000	7.72533	6.26008	4.58552	4.84523	8.31436
35.38739	5.01828	43.41949	77.0202	5.68158	8.81182	7.55767	22.64731	2.01056	1103.08651	58.17620	51.23318	0.00000	6.74807	7.63472	9.35034	5.26011	5.02241
50.71097	9.87532	6.33444	124.95278	6.53718	10.36588	6.05765	17.96005	1.19969	1196.14624	60.80399	48.79145	1.00000	3.04476	6.94121	8.66357	5.98952	6.14129
52.03353	5.54143	20.74122	-100.44843	6.54289	7.78105	6.64621	33.89508	0.68379	1198.60193	57.92190	53.40037	0.00000	5.67542	8.16729	7.86022	6.58840	8.28391
39.61582	7.39754	49.13645	8.91229	8.14247	9.72439	6.75122	27.79580	0.45116	1088.86911	58.44153	64.26576	0.00000	6.50823	7.07925	6.01311	10.09538	7.22042
27.69607	7.33733	15.46063	99.89166	8.13395	2.68008	8.09768	7.78588	0.23328	1056.81873	48.73364	84.94235	1.00000	7.94324	7.17882	3.40485	3.78301	6.57616
39.69319	10.28354	31.92923	34.86563	4.27121	6.02272	6.23033	18.44341	0.56140	1177.52113	26.27108	68.63712	1.00000	9.37078	8.95155	7.24103	7.14756	7.39988
39.52501	6.74515	53.37596	51.3452	7.38882	9.13267	7.53795	4.22615	0.46461	1079.31067	47.34568	48.99214	0.00000	6.06986	7.61308	6.38939	8.22634	7.75676
37.47235	7.40722	42.22718	14.39024	8.03525	9.76969	6.87268	28.66572	0.44877	1078.38844	55.80945	54.97863	0.00000	6.72856	8.50913	6.28366	8.86011	8.82193
43.67501	6.05936	53.95278	32.86389	9.00747	9.76438	6.58623	29.45463	0.32102	1108.04060	42.55353	56.61937	0.00000	5.94328	5.51080	5.71654	7.22397	6.39383
51.60640	9.83845	44.92801	4.8951	3.52947	8.53043	6.79048	19.68746	0.35984	1197.11073	48.28257	46.59760	0.00000	6.88136	8.62279	6.72666	9.00715	5.97934
45.67220	4.83791	33.45122	-86.99666	10.00502	13.01789	7.68621	-5.73803	4.36304	1071.66032	47.28124	85.31920	1.00000	7.29381	6.43990	10.21332	4.00532	5.52025
40.01008	8.70792	24.41288	76.56719	4.95758	6.35494	6.42925	30.83934	0.47146	1127.93965	41.30632	62.14228	1.00000	8.75822	5.65716	7.36106	7.06501	6.85680
28.18986	7.81168	-3.74912	-73.25383	4.88557	9.22072	6.75963	15.74544	1.29041	1098.01821	20.51373	39.80095	0.00000	3.97833	7.69399	8.82730	5.23495	5.47828
