location	QoS	longitude	station	latitude	revision
Africa/Casablanca	excellent	-6.90656	Temara	33.92866	08/18/2015, 00:00:00
Europe/Belgrade	excellent	19.61222	Sremska Mitrovica	44.97639	2018/08/03
Asia/Shanghai	good	122.20488	Zhoushan	29.98869	2015-05-15
America/Mexico_City	accep	-99.32556	San Lorenzo Acopilco	19.32889	13 Apr 2014
America/New_York	excellent	-82.90375	Dublin	32.54044	2012/11/06
Asia/Jakarta	building	112.23109	Diwek	-7.57897	2016-11-25
America/Chicago	good	-87.66561	Lower West Side	41.8542	2015-12-16
America/Sao_Paulo	excellent	-52.67056	Pato Branco	-26.22861	04/18/2018, 00:00:00
Europe/Rome	excellent	11.412	Montecchio Maggiore-Alte Ceccato	45.50369	09/18/2021, 00:00:00
America/Los_Angeles	accep	-118.10583	San Gabriel	34.09611	09/09/2017, 00:00:00
Indian/Reunion	good	55.4504	Saint-Denis	-20.88231	09/14/2020, 00:00:00
Europe/Amsterdam	excellent	7.00417	Losser	52.26083	2013-12-22
America/Mexico_City	excellent	-98.1664	Contla	19.32932	2018/08/21
Asia/Shanghai	building	117.81667	Zhoucun	36.81667	12/12/2020, 00:00:00
America/Mexico_City	good	-94.91386	Acayucan	17.94979	19 Jun 2014
America/New_York	accep	-77.37331	Mechanicsville	37.60876	04/22/2019, 00:00:00
Asia/Karachi	good	68.21204	Larkana	27.55898	2018-04-13
Asia/Kolkata	accep	84.13864	Jashpurnagar	22.88783	2017-04-28
America/Maceio	excellent	-37.07167	Aracaju	-10.91111	15 Jun 2020
Europe/Istanbul	excellent	34.02537	Aksaray	38.37255	2017/03/23
Asia/Ulaanbaatar	average	106.88324	Ulan Bator	47.90771	2020/08/01
Europe/Rome	building	12.84052	Portogruaro	45.78071	02/25/2016, 00:00:00
Asia/Kolkata	average	83.97573	Sambalpur	21.46527	20 Jul 2020
Asia/Kolkata	average	85.37752	Barbil	22.10194	16 Sep 2018
Asia/Kolkata	excellent	78.40102	Chharra	27.9247	2012/12/16
Europe/Dublin	building	-7.95	Athlone	53.43333	2015-03-10
Asia/Shanghai	good	112.73333	Xinzhou	38.40917	2013/07/25
Africa/Nairobi	maintenance	35.59642	Lodwar	3.11988	08/25/2013, 00:00:00
Asia/Baku	accep	48.87498	Astara	38.45598	11 Oct 2013
America/New_York	accep	-84.67837	Acworth	34.06635	2018-05-05
Asia/Manila	average	123.99333	Sorsogon	12.97389	04 Oct 2012
Asia/Manila	building	123.89071	Cebu City	10.31672	11/05/2012, 00:00:00
Europe/Helsinki	good	24.6522	Espoo	60.2052	2015-05-16
America/New_York	good	-76.43941	Middle River	39.33427	2016-01-10
America/New_York	accep	-80.22588	North Lauderdale	26.2173	08 Mar 2022
Asia/Almaty	good	77.0202	Otegen Batyra	43.41949	2019-11-11
Asia/Kolkata	maintenance	83.36889	Gorakhpur	26.76628	04/04/2022, 00:00:00
Asia/Shanghai	excellent	120.33063	Longgang	37.65181	2016/12/18
America/Los_Angeles	excellent	-117.71978	Claremont	34.09668	17 May 2014
Europe/London	accep	-0.2	Barnet	51.65	08/11/2014, 00:00:00
America/Sao_Paulo	good	-46.99583	Valinhos	-22.97056	2017/08/03
Asia/Tokyo	excellent	138.89585	Annaka	36.33011	08/15/2019, 00:00:00
Europe/Helsinki	building	24.6522	Espoo	60.2052	09/21/2020, 00:00:00
Asia/Seoul	good	126.665	Hongseong	36.6009	02/04/2017, 00:00:00
Europe/Sofia	excellent	23.225	Montana	43.4125	03/13/2017, 00:00:00
Africa/Lagos	good	8.2926	Kafanchan	9.58126	2017-11-16
America/Sao_Paulo	building	-48.29694	Viradouro	-20.87306	15 Apr 2015
Europe/Moscow	excellent	38.02486	Malakhovka	55.64776	12 May 2014
Asia/Kolkata	accep	86.59611	Saharsa	25.87498	2016/05/01
America/Chicago	good	-93.75018	Shreveport	32.52515	04/17/2019, 00:00:00
America/Phoenix	excellent	-111.78903	Gilbert	33.35283	16 Oct 2020
America/Mexico_City	excellent	-93.11308	Tuxtla	16.75973	06/22/2014, 00:00:00
Asia/Kolkata	excellent	84.63445	Rafiganj	24.81757	02 May 2015
Asia/Samarkand	building	67.84222	Jizzax	40.11583	10 Jan 2015
Europe/Istanbul	good	41.00817	Silvan	38.13708	2017-09-19
Europe/Lisbon	accep	-9.24671	Carnaxide	38.72706	12/21/2018, 00:00:00
America/New_York	average	-76.88442	Harrisburg	40.2737	26 May 2019
America/Los_Angeles	excellent	-117.71978	Claremont	34.09668	04/12/2022, 00:00:00
Europe/London	maintenance	1.15597	Clacton-on-Sea	51.78967	02 Jul 2021
America/New_York	excellent	-76.51552	Rosedale	39.32011	2016-11-27
America/Los_Angeles	accep	-117.23991	Opportunity	47.64995	2020/05/20
Asia/Seoul	excellent	126.835	Goyang-si	37.65639	2015-12-24
Asia/Bangkok	accep	103.65309	Roi Et	16.0567	2020-08-15
Europe/Brussels	accep	4.52529	Rixensart	50.71229	2022/06/19
Europe/Moscow	average	38.94324	Yablonovskiy	44.98901	2013/03/27
Asia/Riyadh	accep	49.62251	Al Jubayl	27.0174	2018/02/25
Europe/London	good	-2.98333	Poulton-le-Fylde	53.83333	2014/06/11
America/Port-au-Prince	good	-72.09391	Thomazeau	18.65297	25 Jun 2020
Asia/Tehran	average	51.0193	Shahre Jadide Andisheh	35.6803	07 Nov 2017
America/Chicago	building	-95.30106	Tyler	32.35126	12 Jan 2018
Africa/Gaborone	average	27.46153	Tonota	-21.44236	26 May 2015
Africa/Kampala	good	30.98551	Paidha	2.41669	2019/08/05
Asia/Manila	average	120.89694	Baliuag	14.95472	09 Apr 2014
America/Chicago	building	-87.93341	Pleasant Prairie	42.55308	2017-03-26
Asia/Tokyo	good	137.95378	Ina	35.82756	2020-06-23
America/Chicago	good	-93.263	Columbia Heights	45.0408	2019-07-08
Europe/London	average	-1.06667	Selby	53.78333	06/06/2015, 00:00:00
America/Los_Angeles	good	-116.97725	Beaumont	33.92946	2014-11-16
Asia/Jerusalem	excellent	34.86563	Ramla	31.92923	2018/01/02
America/Mexico_City	maintenance	-100.44843	Santa Rosa Jauregui	20.74122	06/09/2014, 00:00:00
Asia/Tokyo	excellent	136.13108	Ueno-ebisumachi	34.75856	2021/07/31
America/Argentina/Buenos_Aires	maintenance	-59.13316	Tandil	-37.32167	2017-02-10
Europe/Amsterdam	average	6.61944	Hardenberg	52.57583	2015/07/16
America/Panama	excellent	-79.62098	Chilibre	9.15093	03/16/2018, 00:00:00
America/Bogota	maintenance	-73.26022	Socorro	6.46838	06/19/2016, 00:00:00
Asia/Kuala_Lumpur	maintenance	103.81667	Ulu Tiram	1.6	2013/04/09
Asia/Tehran	excellent	51.67462	Isfahan	32.65246	2017-04-16
Asia/Tokyo	average	138.89585	Annaka	36.33011	24 Oct 2017
America/New_York	building	-73.75513	Far Rockaway	40.60538	2015-03-17
Europe/Moscow	accep	46.10925	Gudermes	43.35071	18 Jul 2021
America/New_York	excellent	-73.78458	Scarsdale	41.0051	2017-12-04
America/Chicago	average	-88.42814	Huntley	42.16808	2016/07/23
Asia/Kolkata	average	71.30633	Kundla	21.34222	2013-03-08
Africa/Johannesburg	accep	29.00974	Mokopane	-24.19436	2016/09/13
Asia/Tokyo	excellent	137.95378	Ina	35.82756	2021/07/09
Africa/Casablanca	building	-5.22126	Azrou	33.43443	11 Sep 2013
America/Sao_Paulo	good	-52.2	Marau	-28.44917	04 Oct 2014
Europe/London	accep	0.47713	Strood	51.39323	03/07/2022, 00:00:00
Europe/Rome	maintenance	8.88104	Malnate	45.79377	07/10/2015, 00:00:00
Europe/Amsterdam	building	6.61944	Hardenberg	52.57583	2016-11-20
Africa/Windhoek	average	16.91667	Okahandja	-21.98333	10 Mar 2015
America/Guatemala	accep	-91.11667	Chichicastenango	14.93333	07/01/2018, 00:00:00
America/Lima	good	-73.25383	Iquitos	-3.74912	2021-06-16
Asia/Shanghai	good	116.11768	Meizhou	24.28859	08 Feb 2014
Africa/Casablanca	maintenance	-6.00137	Oulmes	33.42585	04 May 2016
Europe/Amsterdam	accep	5.51978	Tongelre	51.44889	07/05/2014, 00:00:00
America/Detroit	building	-83.48216	Canton	42.30865	2013-05-13
America/Guatemala	average	-91.11667	Chichicastenango	14.93333	11/10/2013, 00:00:00
America/Chicago	maintenance	-86.77917	Brentwood Estates	36.02506	01 May 2022
Europe/Madrid	accep	2.35739	Cardedeu	41.63976	07 Jan 2019
Europe/Paris	building	2.18967	Rueil-Malmaison	48.8765	24 Mar 2014
Asia/Makassar	average	116.82887	Balikpapan	-1.26753	2018/08/12
Asia/Karachi	maintenance	72.54566	Hasilpur	29.69221	2013/05/25
America/Lima	accep	-73.25383	Iquitos	-3.74912	04/04/2014, 00:00:00
Asia/Kolkata	average	84.63445	Rafiganj	24.81757	2015-10-21
Europe/Paris	excellent	2.12213	Le Chesnay	48.8222	2020-12-07
Europe/Paris	accep	3.87723	Montpellier	43.61092	2017/07/31
America/Chicago	average	-95.44744	Fresno	29.53885	09/14/2014, 00:00:00
Europe/Berlin	good	8.4493	Hofheim am Taunus	50.09019	2013/08/07
Asia/Kuala_Lumpur	average	100.24529	Batu Feringgi	5.4709	2018/09/14
America/Santiago	good	-73.02841	Chiguayante	-36.9256	2021-05-17
Asia/Kolkata	accep	72.85107	Bhayandar	19.30157	29 Oct 2018
Europe/Amsterdam	excellent	6.76111	Hoogezand	53.16167	05 Feb 2022
Asia/Samarkand	accep	67.84222	Jizzax	40.11583	2020/09/07
Europe/Amsterdam	excellent	5.74861	Emmeloord	52.71083	20 Mar 2018
Asia/Yekaterinburg	average	56.36091	Saraktash	51.78771	03 Jul 2022
Asia/Dushanbe	accep	69.01354	Vahdat	38.55632	2013-09-16
Africa/Algiers	average	2.95924	Cheraga	36.76775	28 Jun 2017
Europe/Amsterdam	maintenance	7.00417	Losser	52.26083	2017/06/20
America/Mexico_City	average	-103.42897	Jocotepec	20.28527	2013/05/09
Europe/Warsaw	excellent	17.4674	Brzeg	50.86079	09/08/2015, 00:00:00
Asia/Tokyo	accep	136.61667	Nonoichi	36.53333	29 Nov 2018
Asia/Manila	good	120.56528	Pilar	14.66	08 May 2019
America/New_York	excellent	-75.23266	Utica	43.1009	2013-07-25
Africa/Douala	good	9.00472	Idenao	4.2475	2020/04/27
Europe/Madrid	maintenance	2.18247	el Camp de l'Arpa del Clot	41.41204	17 Jan 2021
Europe/Berlin	accep	7.02238	Gronau	52.21099	06/16/2022, 00:00:00
Europe/Rome	maintenance	11.04979	Castelfranco Emilia	44.59445	04/22/2016, 00:00:00
Asia/Tbilisi	building	41.77921	Kobuleti	41.82143	11/21/2018, 00:00:00
America/New_York	good	-75.60804	West Chester	39.96097	2021-05-21
Europe/Paris	excellent	-0.45877	Niort	46.32313	16 Dec 2016
Europe/London	good	0.75	Thetford	52.41667	23 Dec 2012
America/Argentina/Buenos_Aires	excellent	-59.13316	Tandil	-37.32167	2012/11/29
Africa/Kampala	accep	30.91105	Arua	3.02013	02/11/2014, 00:00:00
America/New_York	average	-80.31727	Kendall	25.67927	06/27/2020, 00:00:00
Asia/Makassar	good	117.59152	Tarakan	3.31332	2017/08/10
Europe/Moscow	excellent	46.5813	Alatyr’	54.8421	07/11/2014, 00:00:00
America/New_York	excellent	-82.45426	Venice	27.09978	2018-09-01
Europe/Stockholm	average	18.28333	Boo	59.33333	11 Oct 2020
Europe/Minsk	good	31.3237	Dobrush	52.4089	26 May 2020
Europe/London	average	-4.22398	Inverness	57.47908	18 Feb 2016
Asia/Tokyo	accep	137.95378	Ina	35.82756	2019-10-07
Europe/Rome	building	7.60872	Ventimiglia	43.78956	16 Oct 2018
America/Costa_Rica	good	-84.13722	San Rafael	9.92787	05 Mar 2017
Asia/Damascus	good	38.28402	Tadmur	34.5624	06 May 2021
Asia/Karachi	accep	71.52847	Mianwali	32.57756	2022-08-05
Africa/Lubumbashi	good	24.99798	Kamina	-8.73508	01/03/2015, 00:00:00
America/Maceio	maintenance	-37.65	Lagarto	-10.91722	2018/05/25
America/Mexico_City	building	-97.35992	Teziutlan	19.8173	2022-08-17
Indian/Antananarivo	average	44.53333	Sakaraha	-22.9	13 Apr 2020
Europe/Helsinki	excellent	24.95034	Kallio	60.18427	2018/07/24
Europe/Istanbul	excellent	28.88222	Mudanya	40.37528	21 Apr 2019
America/Caracas	good	-62.64102	Ciudad Guayana	8.35122	2021-05-15
Asia/Tokyo	average	138.31667	Suzaka	36.65	2013-09-09
Europe/Rome	accep	13.39954	Falconara Marittima	43.62558	20 Feb 2022
Europe/Berlin	average	7.2278	Bad Honnef	50.64336	04/20/2016, 00:00:00
Asia/Kolkata	accep	71.57737	Gariadhar	21.53889	05/02/2016, 00:00:00
Asia/Damascus	excellent	36.7138	Binnish	35.95664	2017/05/24
America/New_York	good	-74.07764	Jersey City	40.72816	15 May 2021
Europe/Madrid	accep	-2.68333	Gernika-Lumo	43.31667	2019-05-17
Asia/Kolkata	accep	91.61356	Rangia	26.44931	09/01/2014, 00:00:00
Asia/Karachi	maintenance	70.96699	Kot Addu	30.46907	2019-08-14
America/New_York	accep	-73.99681	Dumont	40.94065	2022-07-16
America/Fortaleza	good	-41.45861	Pedro II	-4.42472	2014-10-10
Europe/London	good	-0.2	Barnet	51.65	2017-08-16
Europe/Warsaw	excellent	18.30056	Strzelce Opolskie	50.5107	20 Jul 2020
America/New_York	accep	-83.2321	Milledgeville	33.08014	02/28/2013, 00:00:00
America/Port-au-Prince	average	-72.09391	Thomazeau	18.65297	2014-10-21
America/New_York	accep	-81.77285	Clermont	28.54944	2014/02/05
Europe/Moscow	accep	43.91385	Kovylkino	54.03876	2022-06-19
Asia/Kolkata	good	77.70636	Meerut	28.98002	24 Feb 2022
Asia/Shanghai	maintenance	115.04814	Huangshi	30.24706	2021/08/26
Europe/Berlin	excellent	8.51667	Verl	51.88333	2017-07-07
Asia/Urumqi	maintenance	86.00214	Hoxtolgay	46.51872	2019/09/26
Asia/Tokyo	good	139.6853	Shimotoda	35.815	17 Jan 2017
Europe/London	good	-0.29825	Surbiton	51.39148	07/17/2017, 00:00:00
Asia/Shanghai	good	115.70111	Hengshui	37.73222	12/08/2018, 00:00:00
America/Chicago	building	-90.10674	Estelle	29.84576	2015/11/13
America/Los_Angeles	average	-121.75689	Watsonville	36.91023	2013/05/13
Asia/Karachi	excellent	68.11759	Tharu Shah	26.9423	2015-08-15
Asia/Bangkok	maintenance	103.65309	Roi Et	16.0567	2015/11/20
Asia/Manila	average	123.33471	Dipolog	8.56697	18 Aug 2015
Africa/Casablanca	excellent	-5.22126	Azrou	33.43443	2014-12-06
America/New_York	good	-81.56929	Collinwood	41.55838	2017-11-19
America/Havana	maintenance	-77.43532	Media Luna	20.14298	2013-08-14
America/Denver	maintenance	-111.90466	Saratoga Springs	40.34912	2016-10-12
Asia/Hebron	accep	35.23388	East Jerusalem	31.78336	26 Sep 2019
Europe/Lisbon	accep	-8.2503	Albufeira	37.08819	02 Jun 2016
Asia/Colombo	maintenance	79.87116	Dehiwala-Mount Lavinia	6.84019	2020-09-13
Europe/Rome	average	12.6723	Ariccia	41.72063	2020/11/26
America/Costa_Rica	accep	-85.43772	Liberia	10.63504	11/02/2014, 00:00:00
Asia/Jakarta	average	113.69785	Besuki	-7.73379	2021-01-12
Asia/Tehran	average	51.0193	Shahre Jadide Andisheh	35.6803	2016/01/08
America/Bogota	maintenance	-75.69947	San Carlos	8.79577	12/22/2019, 00:00:00
Europe/Paris	maintenance	8.73812	Ajaccio	41.91886	11/18/2016, 00:00:00
Europe/Moscow	average	33.2525	Valday	57.97472	2018-04-15
America/Detroit	average	-82.42491	Port Huron	42.97086	29 Oct 2014
America/Chicago	accep	-97.54667	Hutto	30.5427	12/29/2013, 00:00:00
Indian/Reunion	good	55.4504	Saint-Denis	-20.88231	2022-04-24
Asia/Manila	average	122.9666	Talisay	10.7375	22 Nov 2017
Asia/Kolkata	good	83.36889	Gorakhpur	26.76628	2015/10/30
Asia/Manila	excellent	124.3697	Jagna	9.6531	08/14/2022, 00:00:00
Pacific/Efate	excellent	168.31366	Port-Vila	-17.73648	2022-02-17
Europe/Berlin	excellent	10.5511	Gifhorn	52.47774	06/16/2017, 00:00:00
America/New_York	good	-82.46148	Lutz	28.15112	10/05/2013, 00:00:00
Africa/Dar_es_Salaam	accep	39.25	Magomeni	-6.8	2013/12/26
Australia/Sydney	excellent	150.60036	Nowra	-34.88422	2014/11/09
Africa/Johannesburg	accep	30.79165	Vryheid	-27.76952	2022-08-22
America/Chicago	excellent	-93.263	Columbia Heights	45.0408	14 Apr 2015
Europe/Zaporozhye	excellent	36.25361	Polohy	47.48444	2019/02/24
Europe/Berlin	average	11.34046	Rudolstadt	50.72043	02/20/2016, 00:00:00
America/Denver	excellent	-104.22884	Carlsbad	32.42067	2020-12-14
Asia/Tbilisi	maintenance	41.77921	Kobuleti	41.82143	2021/05/10
Europe/Moscow	average	43.91385	Kovylkino	54.03876	2021/03/18
Europe/London	accep	-0.36053	Bushey	51.64316	10/12/2021, 00:00:00
Africa/Algiers	average	1.04945	Frenda	35.06544	2018/10/07
Europe/Amsterdam	good	4.47124	Schiebroek	51.95838	2013/03/08
Asia/Seoul	average	126.665	Hongseong	36.6009	08 Dec 2017
Asia/Dhaka	accep	89.11943	Kushtia	23.9028	09/02/2020, 00:00:00
Europe/Rome	accep	9.29109	San Giuliano Milanese	45.39402	2017-01-29
Asia/Yangon	average	98.50893	Myawadi	16.68911	2019/07/27
Europe/Bratislava	good	17.8031	Hlohovec	48.43174	2016/02/14
Africa/Douala	maintenance	9.00472	Idenao	4.2475	2014/02/15
America/New_York	accep	-82.32483	Gainesville	29.65163	10/06/2014, 00:00:00
America/Lima	average	-76.70944	Chosica	-11.94306	16 Aug 2013
Asia/Manila	good	120.97844	Guyong	14.8361	2016/09/04
Asia/Karachi	average	75.06583	Fazilpur	32.17629	2019/02/15
Asia/Bangkok	accep	104.1451	Yasothon	15.79408	12/20/2016, 00:00:00
America/Havana	building	-77.43532	Media Luna	20.14298	25 Sep 2020
Europe/Berlin	average	13.28702	Dahlem	52.4581	01/03/2021, 00:00:00
Europe/Madrid	accep	-4.83076	Talavera de la Reina	39.96348	2017-12-25
Europe/Rome	building	13.39954	Falconara Marittima	43.62558	2014/06/04
Africa/Monrovia	good	-8.53778	New Yekepa	7.57944	06/06/2015, 00:00:00
Asia/Baghdad	average	44.02488	Karbala	32.61603	07/28/2021, 00:00:00
Asia/Kolkata	accep	72.93924	Uran	18.87813	2016/04/27
Europe/Istanbul	good	40.74357	Mardin	37.31309	2019-11-27
Asia/Kolkata	average	76.12647	Chamba	32.55531	01/06/2019, 00:00:00
Europe/Berlin	good	7.2278	Bad Honnef	50.64336	2015/04/02
America/New_York	average	-69.96533	Brunswick	43.91452	09 Jul 2021
America/New_York	excellent	-73.9625	Morningside Heights	40.81	08 May 2022
America/New_York	average	-77.55777	Bon Air	37.52487	2021-04-12
Europe/Copenhagen	average	12.53463	Frederiksberg	55.67938	01/20/2022, 00:00:00
America/Chicago	good	-98.15529	San Juan	26.18924	2015-02-27
Asia/Tokyo	excellent	136.13108	Ueno-ebisumachi	34.75856	2020-10-28
Asia/Yangon	average	98.19151	Dawei	14.0823	2021/06/19
Africa/Bangui	excellent	15.87735	Carnot	4.94273	03/05/2017, 00:00:00
Africa/Algiers	accep	4.85668	Bordj Zemoura	36.27462	01 Feb 2014
America/Chicago	accep	-86.99666	Hueytown	33.45122	2013-09-15
Africa/Djibouti	good	42.7125	'Ali Sabieh	11.15583	07/26/2022, 00:00:00
Asia/Tehran	good	51.67462	Isfahan	32.65246	2022/02/28
Europe/Istanbul	good	41.00817	Silvan	38.13708	2017-11-29
Asia/Urumqi	good	86.00214	Hoxtolgay	46.51872	2022-01-02
Europe/Rome	excellent	11.04979	Castelfranco Emilia	44.59445	2017-02-12
Europe/Paris	maintenance	2.18967	Rueil-Malmaison	48.8765	2014-12-26
America/Argentina/Cordoba	excellent	-60.93173	Esperanza	-31.4488	2021/02/08
Europe/Rome	good	11.04979	Castelfranco Emilia	44.59445	03/29/2020, 00:00:00
Europe/Madrid	excellent	-3.53261	San Fernando de Henares	40.42386	04/07/2013, 00:00:00
Europe/Istanbul	accep	42.85693	Patnos	39.22493	07 May 2019
Asia/Vladivostok	average	133.42825	Lesozavodsk	45.47885	21 Apr 2019
Europe/Paris	building	5.03586	Cavaillon	43.83125	11/26/2014, 00:00:00
America/Phoenix	accep	-111.78903	Gilbert	33.35283	03/25/2017, 00:00:00
Europe/Zaporozhye	accep	38.15035	Svatove	49.41029	2019/06/11
Asia/Shanghai	excellent	123.17306	Liaoyang	41.27194	2015-11-02
Asia/Kuala_Lumpur	accep	103.6032	Kulai	1.6561	05 Jun 2019
Asia/Tokyo	maintenance	137.36215	Namerikawa	36.75965	03/13/2015, 00:00:00
America/Bogota	good	-75.87877	Andes	5.6561	20 Dec 2013
Asia/Bangkok	good	104.1451	Yasothon	15.79408	25 May 2013
Europe/Paris	accep	1.6	Pamiers	43.11667	2012/11/17
Europe/Madrid	good	-0.76773	Novelda	38.38479	2021/12/04
Europe/London	average	-4.21376	Rutherglen	55.82885	03 Sep 2018
Asia/Jakarta	good	106.85417	Cibinong	-6.48167	2014/12/12
Australia/Sydney	building	150.60036	Nowra	-34.88422	01/11/2017, 00:00:00
Asia/Manila	maintenance	120.57224	Burgos	15.72892	09 Jun 2014
Asia/Kuala_Lumpur	accep	101.02083	Teluk Intan	4.02219	2022/01/21
America/Los_Angeles	accep	-116.97725	Beaumont	33.92946	2020-04-09
Asia/Shanghai	accep	125.51176	Dongfeng	42.64031	2022-01-11
Asia/Baghdad	excellent	44.02488	Karbala	32.61603	2017/03/15
Europe/Madrid	maintenance	-4.83076	Talavera de la Reina	39.96348	05 Jan 2021
America/Bogota	average	-72.47417	Villa del Rosario	7.83389	2019/02/19
America/Los_Angeles	accep	-117.71978	Claremont	34.09668	2020/01/08
Asia/Tokyo	maintenance	137.02166	Minokamo	35.48199	01/01/2017, 00:00:00
Asia/Kuala_Lumpur	excellent	100.24529	Batu Feringgi	5.4709	02/10/2018, 00:00:00
America/Denver	maintenance	-104.22884	Carlsbad	32.42067	2022/06/26
America/New_York	accep	-82.35176	Sun City Center	27.71809	24 Nov 2015
America/Chicago	accep	-86.78777	Vestavia Hills	33.44872	2020-02-27
America/Chicago	average	-87.65644	New City	41.80753	2019/04/03
Europe/Minsk	good	30.2049	Vitebsk	55.1904	2017/04/20
America/Panama	good	-79.62603	Veracruz	8.88988	08/29/2015, 00:00:00
America/Los_Angeles	maintenance	-122.2054	Bothell	47.76232	08/19/2015, 00:00:00
Asia/Kolkata	excellent	77.23826	Sathyamangalam	11.50526	2018-06-23
America/Costa_Rica	good	-85.43772	Liberia	10.63504	01/03/2013, 00:00:00
Europe/Moscow	accep	37.99117	Krymsk	44.92934	2014-02-09
Pacific/Honolulu	building	-156.47432	Kahului	20.88953	11/17/2019, 00:00:00
America/Havana	average	-80.58556	Corralillo	22.98212	2018-01-05
America/New_York	building	-75.60804	West Chester	39.96097	2021/01/04
America/New_York	excellent	-77.96389	Martinsburg	39.45621	24 Jun 2015
Asia/Phnom_Penh	maintenance	102.56365	Paoy Paet	13.65805	18 Mar 2022
America/Caracas	average	-68.30472	Tinaquillo	9.91861	2015-04-12
America/New_York	good	-78.19444	Front Royal	38.91817	01 Dec 2018
Europe/Bratislava	good	17.8031	Hlohovec	48.43174	2019/08/06
Asia/Kolkata	accep	75.37991	Deoli	25.75728	11/19/2019, 00:00:00
America/Los_Angeles	building	-122.40433	Visitacion Valley	37.71715	02/01/2017, 00:00:00
Asia/Karachi	accep	70.96699	Kot Addu	30.46907	2013/08/13
Europe/Berlin	average	8.4493	Hofheim am Taunus	50.09019	2022-01-09
America/Sao_Paulo	excellent	-52.51028	Soledade	-28.81833	10 Sep 2017
Africa/Lagos	maintenance	9.0027	Gaya	11.86064	04 Oct 2013
Europe/Rome	acceptable	13.39954	Falconara Marittima	43.62558	2018/12/12
Asia/Kolkata	building	82.85749	Elamanchili	17.54907	04 Nov 2013
Europe/London	good	-0.29825	Surbiton	51.39148	03 Dec 2020
Australia/Melbourne	excellent	145.13643	Frankston South	-38.16604	2020-02-26
Asia/Tokyo	average	138.31667	Suzaka	36.65	18 Jul 2015
Europe/Paris	accep	4.7934	Saint-Genis-Laval	45.69558	2015/07/13
Asia/Kolkata	good	77.54372	Periyakulam	10.12268	01 Feb 2019
Asia/Kuala_Lumpur	good	102.3278	Kampung Ayer Molek	2.2139	08/26/2015, 00:00:00
Asia/Kolkata	good	86.79271	Madhipura	25.92127	2015-04-02
America/Toronto	excellent	-79.2663	Markham	43.86682	2018-07-23
America/Panama	average	-79.62603	Veracruz	8.88988	06/06/2014, 00:00:00
America/Vancouver	excellent	-119.48568	Kelowna	49.88307	05/16/2021, 00:00:00
America/Sao_Paulo	accep	-48.67028	Imbituba	-28.24	08 Dec 2015
Europe/Berlin	excellent	13.29371	Charlottenburg-Nord	52.53048	2020-03-18
Asia/Bangkok	average	99.96667	Nakhon Si Thammarat	8.43333	10/21/2017, 00:00:00
Asia/Manila	excellent	123.758	Naga	10.20898	03/24/2019, 00:00:00
Asia/Manila	good	123.99333	Sorsogon	12.97389	08/04/2021, 00:00:00
Asia/Shanghai	excellent	111.50861	Danjiangkou	32.54278	2021-06-08
Africa/Lagos	building	3.39467	Lagos	6.45407	2019/12/20
Europe/Berlin	building	13.28702	Dahlem	52.4581	31 Aug 2013
America/New_York	excellent	-70.92866	Peabody	42.52787	26 Sep 2016
America/Chicago	building	-87.66561	Lower West Side	41.8542	05/31/2015, 00:00:00
Europe/Kiev	good	31.33078	Voznesensk	47.56494	08 Apr 2021
Europe/Moscow	maintenance	46.5813	Alatyr’	54.8421	2020-08-19
Asia/Tokyo	average	139.6853	Shimotoda	35.815	12/16/2018, 00:00:00
Asia/Kolkata	accep	78.14797	Betamcherla	15.45144	25 Sep 2013
America/Mexico_City	excellent	-103.5687	Zacoalco de Torres	20.22816	10/08/2013, 00:00:00
Africa/Ndjamena	maintenance	18.69303	Mongo	12.18441	03/30/2022, 00:00:00
Asia/Ho_Chi_Minh	building	105.75635	Sa Dec	10.29085	2015-01-10
Europe/Vilnius	average	24.04142	Alytus	54.39635	2021/09/02
Asia/Taipei	good	119.58627	Magong	23.5654	2016-12-12
Europe/Madrid	good	-0.18333	Gandia	38.96667	01/14/2013, 00:00:00
Africa/Lubumbashi	average	24.99798	Kamina	-8.73508	03/29/2019, 00:00:00
Africa/Algiers	excellent	4.62744	El Achir	36.06386	2022/01/10
America/New_York	building	-78.19444	Front Royal	38.91817	2014/07/27
Asia/Shanghai	good	122.74754	Haicheng	40.85158	2016-05-31
Asia/Karachi	building	71.67164	Qadirpur Ran	30.29184	2018-03-27
Europe/Amsterdam	average	4.47124	Schiebroek	51.95838	10 Oct 2013
America/Maceio	excellent	-37.07167	Aracaju	-10.91111	21 Dec 2017
Europe/Paris	excellent	1.00288	Elbeuf	49.28669	2012-11-27
Asia/Kolkata	good	78.23456	Bachhraon	28.92694	20 Aug 2021
America/Chicago	building	-87.93341	Pleasant Prairie	42.55308	2014-04-14
Europe/Madrid	building	-2.98884	Leioa	43.32686	11/03/2019, 00:00:00
Europe/London	excellent	-1.06667	Selby	53.78333	2022/02/09
Europe/Lisbon	building	-9.24671	Carnaxide	38.72706	2019/02/10
America/Mexico_City	maintenance	-98.1664	Contla	19.32932	2021/07/14
Asia/Shanghai	good	117.55417	Zaozhuang	34.86472	21 Feb 2013
Europe/London	good	-1.99421	Devizes	51.35084	2018/12/08
America/Tegucigalpa	accep	-86.57415	Olanchito	15.48131	12/25/2019, 00:00:00
Asia/Karachi	building	68.88871	Jhol	25.95533	2018/10/07
