H2CO	O3	TEMP	CO	longitude	CFCs	PRES	warning	C2H3NO5	PM10	NH3	SO2	Pb	NOx	PM2.5	latitude	CH4	PAHs
61.66370	9.47031	2.30018	9.04694	-94.91386	34.24915	1050.37633	0.00000	0.13773	7.87961	12.80047	8.08293	23.90240	8.19870	11.73862	17.94979	6.25655	7.71289
30.58432	8.86581	7.95441	7.30735	-35.71667	36.37638	1105.26411	1.00000	3.25651	11.14343	7.07801	8.66194	32.20923	10.19757	8.70257	-8.66667	9.19259	10.16789
11.86541	7.95961	19.83328	7.68858	31.3237	57.03526	1057.72191	0.00000	1.71781	10.51834	7.86171	7.66499	53.57322	9.05671	10.04986	52.4089	10.33028	7.81107
52.21148	7.27588	13.55520	9.62569	75.37991	59.46258	1097.95077	1.00000	0.19600	7.95809	11.56509	10.64498	37.24827	8.57476	8.20711	25.75728	9.86486	9.38992
55.99608	8.01521	31.54695	9.35288	53.47103	31.75939	1188.73509	1.00000	0.49211		9.46154	11.51369	57.31863	9.72095	8.48955	54.48147	10.59214	7.91328
53.30163	7.91246	23.57970	10.26130	71.67164	50.99540	1153.59319	0.00000	0.07945	5.47641	10.23497	10.33639	42.12252	8.52874	9.63167	30.29184	5.67044	8.88198
52.58116	7.53398	8.16423	11.11506	7.00417	56.54235	1104.82019	0.00000	0.97970	9.91130	5.80492	9.98364	78.42685	9.38281	11.25757	52.26083	7.72738	10.96834
32.65560	7.05373	9.91264	9.07418	-0.76773	46.32283	1050.22184	0.00000	0.52603	9.24284	7.04228	8.79137	39.05962	8.83101	10.03092	38.38479	10.29244	10.43739
60.50222	8.41293	15.56028	11.68825	-1.5443	28.58441	1139.74067	1.00000	0.10525	6.96436	9.00376	7.22301	47.87024	8.40475	7.32106	50.75767	11.50288	5.09868
59.41192	9.68075	12.39052	8.88734	-77.70066	62.66610	1158.98719	0.00000	0.21666	8.15891	9.94671	9.30538	48.47602	9.07829	11.28243	43.16547	6.82110	11.82631
46.78940	9.81678	7.82735	6.17768	-68.30472	38.85448	1104.29778	1.00000	3.95220	11.35107	6.84734	7.66526	53.97251	7.45321	11.08088	9.91861	11.08758	8.29211
46.45117	6.68692	20.78674	6.30319	13.28702	51.60471	1112.08048	1.00000	2.51148	10.87632	4.54564	7.79358	70.36658	7.51531	12.48546	52.4581	9.25368	9.66271
42.98790	9.59901	28.17215	9.80319	3.64633	51.73875	1079.47333	1.00000	0.15843	7.49228	10.43548	9.34139	35.24862	10.06008	6.84147	6.8485	7.35414	7.75143
38.60352	8.10702	-10.60182	10.34893	102.56365	36.47643	1159.71400	0.00000	0.22731	8.32734	8.20503	9.17989	68.81933	8.23902	8.55856	13.65805	9.59457	10.87628
55.00319	7.69385	14.13947	9.74355	41.00817	80.78518	1087.26212	0.00000	0.74849	9.57396	8.52296	8.67865	62.77509	8.73398	8.90191	38.13708	12.36691	10.12464
19.19891	9.28087	30.13880	10.58807	9.02596	62.18267	1151.97645	0.00000	0.08128	6.54400	11.62505	8.40033	47.09509	9.00457	10.59890	48.21644	7.58769	9.43896
50.85191	9.87400	18.62275	7.68280	24.04142	27.37523	1191.18260	0.00000	0.19053	8.10874	10.53052	8.90128	51.00350	7.67412	10.79063	54.39635	8.84860	11.19304
32.85311	8.32038	17.75442	9.15505	38.01667	64.72025	1139.18860	0.00000	0.06708	6.31213	9.00631	9.44094	23.68109	8.09274	8.98661	11.85	5.61701	11.01335
55.14970	9.33129	3.58350	10.30835	72.54566	52.13000	1122.06243	0.00000	0.11916	6.04622	11.49441	6.64917	43.39137	7.57743	9.64079	29.69221	8.22538	10.33690
58.86155	10.64692	9.35418	11.42976	-62.64102	42.97236	1117.99949	0.00000	0.12821	7.41425	7.28801	10.35035	42.50006	8.97218	9.57346	8.35122	7.27006	9.75296
44.77085	8.77957	20.06237	6.88728	91.61356	47.65940	1143.97822	1.00000	0.65436	9.47172	8.98839	8.95861	63.79304	10.61476	8.23909	26.44931	9.21850	11.32906
25.53211	7.64994	7.32685	13.57635	51.67462	69.20827	1111.79093	1.00000	0.51655	9.23078	10.92633	9.86501	57.71743	8.32716	8.03048	32.65246	11.12302	6.76214
28.52048	8.91796	-1.30294	10.64330	48.87498	52.91435	1067.56204	1.00000	5.63867	11.70029	14.86166	8.83479	59.70288	9.22564	8.34875	38.45598	8.66169	8.41020
51.96338	7.92884	24.05853	10.60518	15.87735	39.64483	1155.03297	0.00000	0.15230	7.84216	8.13952	9.51988	44.84069	7.28959	9.82900	4.94273	9.00357	10.71325
26.92037	8.33938	7.33808	8.38347	-59.13316	65.02346	1168.56074	1.00000	0.21744	8.20645	9.73329	10.71898	59.75634	6.80849	9.00290	-37.32167	9.35934	10.50575
36.93211	8.91569	25.07570	10.66538	141.95	47.62883	1148.75694	1.00000	0.50305	9.13184	10.72056	8.50318	73.73712	8.35141	7.92627	39.46667	12.09540	9.12751
41.86059	9.39405	25.92300	6.03390	98.6738	49.08081	1194.03793	1.00000	1.90526	10.61466	7.87585	8.63404	54.78704	8.75429	10.09520	3.7278	10.56873	9.50867
51.05608	8.39647	9.34631	9.35806	4.52514	46.74143	1138.37606	1.00000	1.82301	10.55202	11.15734	9.65552	64.75983	7.70851	7.04606	12.74482	9.07904	6.39323
51.76331	6.63549	12.32363	10.52587	100.24529	52.43645	1116.16864	1.00000	0.22569	7.74695	10.93974	8.78669	44.37064	9.00614	5.80841	5.4709	9.42387	7.78780
54.65509	10.22755	-9.46675	7.98103	15.00835	31.30127	1115.00249	0.00000	3.35994	11.17651	8.66962	8.36721	41.90151	8.95390	11.55440	51.14942	9.36442	8.85630
63.38146	10.53634	5.08486	3.15252	2.45012	74.16001	1131.03048	1.00000	42.18632	13.72554	8.53095	8.99168	60.40441	9.97507	6.82577	48.90982	11.07792	10.45525
36.65292	6.57509	15.13380	6.86859	124.84472	51.31781	1145.03765	1.00000	0.69738	9.58793	7.38795	7.46360	53.19508	9.60466	10.82033	10.13361	9.99718	9.75004
46.92820	9.34668	-3.27919	9.31226	37.49338	48.40457	1147.24293	0.00000	0.28808	8.44153	7.13532	8.39094	52.98705	9.07103	8.73587	55.62047	6.78479	11.31063
40.92163	5.75852	9.55576	8.80598	-37.07167	59.44110	1105.10410	1.00000	0.14139	7.30990	7.15419	5.95637	45.08351	6.60870	12.19050	-10.91111	10.39399	9.28037
41.55112	8.61292	10.18391	8.35059	68.11759	48.90429	1070.97448	0.00000	0.84999	9.68536	8.21874	9.57373	58.69812	9.34648	10.78327	26.9423	11.13502	11.12398
28.50601	9.47805	24.19698	11.83722	-71.05977	71.01667	1196.77718	0.00000	0.71614	9.63150	8.01119	7.50361	74.31657	7.84593	10.10747	42.35843	10.09831	12.06042
22.88548	9.03322	6.65104	9.85019	-1.06667	38.80088	1183.23466	1.00000	0.09616	6.31004	10.04186	9.01320	42.77378	10.36469	6.88748	53.78333	10.49355	6.04848
39.19983	9.27285	25.19426	9.34171	178.00417	53.23006	1176.91607	0.00000	2.40001	10.81035	6.63274	9.61269	71.33132	9.08774	10.11166	-38.65333	8.47188	8.92710
52.08014	9.36629	1.28041	10.25709	126.835	66.66423	1188.38484	0.00000	0.21260	8.28606	5.42839	8.93785	73.91285	8.52604	7.75927	37.65639	11.00679	10.30226
25.23911	10.80599	26.10131	9.61986	-77.37331	54.94520	1080.43162	1.00000	0.06798	5.87599	8.61039	8.70384	45.44774	7.48112	6.66420	37.60876	7.01520	5.65311
39.43484	7.60471	21.41930	9.72488	-8.53778	53.36174	1128.75005	1.00000	0.18360	7.72206	7.80461	11.37377	41.33475	6.96059	7.18698	7.57944	9.60129	5.78861
55.41129	8.69262	20.87996	8.11200	71.21169	43.31457	1133.39221	1.00000	0.42333	8.95682	11.46352	7.84381	52.03202	8.14874	6.60304	21.59983	8.23132	7.49308
32.25025	9.12278	-1.32698	11.17671	55.4504	58.16679	1178.59537	0.00000	0.10320	6.84243	11.08071	7.79522			10.69061	-20.88231	6.17738	10.01970
43.08802	9.53785	2.81376	7.71196	136.61667	59.42378	1071.83498	1.00000	1.56869	10.37382	5.70178	9.60435	60.06028	6.26372	9.57317	36.53333	8.42933	11.01405
52.41511	8.58848	-2.52384	9.34041	-79.62603	67.87707	1109.28653	1.00000	0.42917	8.93650	6.81639	9.51150	56.31690	8.43689	9.00743	8.88988	9.39836	10.40787
62.44976	8.61751	21.03057	10.82049	31.3237	47.19968	1174.57802	0.00000	0.73785	9.57515	7.52248	8.15807	34.21816	6.94547	8.93142	52.4089	10.58046	8.80567
34.56487	8.77944	13.25120	10.65922	123.89071	58.78096	1134.05018	1.00000	0.07337	3.44685	8.13381	9.30841	49.99553	10.99249	5.46883	10.31672	10.96802	8.03460
47.59425	7.50991	10.03484	9.62974	142.45778	70.23455	1102.16509	1.00000	5.61426	11.70998	13.46517	9.37931	46.90476	9.92429	8.15794	44.35056	9.89909	7.77096
36.31397	10.35511	11.79159	8.36003	123.758	42.54974	1051.98198	1.00000	0.27129	8.41786	6.88603	9.87802	38.30045	8.99064	9.73836	10.20898	11.55806	9.82816
34.71143	8.58074	3.49869	8.37427	79.87116	45.29397	1136.05119	0.00000	8.15745	12.07891	10.20745	9.50060	53.13382	9.21245	11.82337	6.84019	9.64217	10.93595
30.86682	7.21973	18.65097	8.73273	-100.44843	35.46646	1079.38835	0.00000	0.37376	8.81237	11.43255	7.97173	49.15577	8.74932	11.02575	20.74122	8.95568	9.19453
51.70060	5.95157	23.78890	7.38536	-100.44843	59.19557	1108.92967	0.00000	9.18692	12.19942	6.61291	9.45139	76.15375	9.57678	13.09872	20.74122	6.35811	8.64815
51.64350	9.31624	18.53759	9.94639	13.29371	49.29544	1146.53691	1.00000	0.08211	6.27259	10.74614	8.54157	47.03368	8.00177	6.84227	52.53048	8.30020	5.61869
	8.85733	23.94578	9.56116	85.37752	39.96732	1061.93128	0.00000	0.07869	5.51899	8.67139	7.93494	33.72175	8.59457	9.26734	22.10194	8.95165	7.99118
59.60218	8.65585	9.90195	11.87026	-35.03333	27.82722	1168.85333	1.00000	0.12976	7.48903	9.95042	7.19075	67.85502	8.35049	7.13995	-8.28333	9.58490	7.74504
61.75608	8.19217	14.59656	10.86802	8.70745	59.87060	1175.09453	1.00000	0.07715	5.82413	5.44844	9.72207	43.46543	7.89881	12.34052	49.03685	9.17403	10.49706
49.58300	8.47583	12.13232	9.98538	43.2379	48.12320	1197.13387	1.00000	0.05454	5.55708	7.87926	8.42211	51.71797	8.34833	7.75085	50.06	11.41452	6.89039
40.90298	8.83227	8.94562	4.30925	-118.25508	42.58770	1174.60208	1.00000	6.32558	11.81550	6.29560	8.81770	55.09945	10.66400	13.24275	34.14251	10.55396	8.38025
35.31039	7.26354	4.93999	12.05268	168.31366	50.93019	1158.58578	0.00000	0.16758	7.89903	7.83316	8.21861	43.04015	8.82057	9.05070	-17.73648	9.47073	9.06193
13.61744	8.62940	7.28514	11.17344	-111.99633	69.39810	1150.80080	1.00000	0.04977	6.35054	8.01345	8.84857	48.33488	7.82306	6.61262	40.65995	9.26863	3.89375
36.72132	8.79672	24.85643	7.35263	-93.263	10.06797	1147.91208	1.00000	0.54100	9.20022	8.51643	7.51221	38.42921	9.41580	8.20486	45.0408	8.94508	11.84148
54.45228	7.37256	26.36375	11.74843	120.56528	57.39465	1162.04967	0.00000	0.08812	5.68650	9.64937	8.38378	58.06435	8.38350	7.76132	14.66	8.63751	8.17677
42.97256	9.29495	35.70854	7.48118	9.00472	33.15247	1052.75251	0.00000	0.28085	8.61568	13.31288	10.17633	57.67167	10.34296	11.48504	4.2475	6.78058	11.36733
43.62651	7.01197	20.80256	6.16410	-93.263	56.71277	1154.33157	1.00000	1.13686	10.06744	8.05846	9.27137	40.61101	6.40381	10.06495	45.0408	9.31159	10.51710
26.48579	8.29931	10.89790	9.55623	-76.51552	52.94348	1070.85161	1.00000	0.07581	5.46459	8.23305	7.88644	52.30602	9.41820	7.67049	39.32011	9.17736	5.37894
30.18063	8.62776	22.37556	9.57308	117.27583	20.22220	1097.99908	1.00000	0.17439	7.52952	11.48414	7.77081	53.70503	7.36894	5.80651	35.64889	7.52189	7.52943
34.82564	7.83912	32.45115	7.02070	12.6723	36.35340	1073.06664	1.00000	1.82998	10.57638	7.10491	9.34962	68.48475	8.37352	10.40721	41.72063	10.81757	8.91148
44.55440	8.28255	26.02562	7.69817	-0.36053	43.87356	1175.53300	1.00000	0.05834	4.72794	9.23582	9.56633	61.85015	8.65915	6.83300	51.64316	11.00179	7.19686
39.87512	7.82163	20.81394	10.09288	43.2379	37.20538	1124.26810	0.00000	0.85211	9.80872	6.76905	7.11412	66.54540	8.08155	10.09590	50.06	9.75392	9.10885
61.79508	10.85342	27.84484	8.54699	29.47306	48.62160	1107.56375	1.00000	0.21575	8.24155	7.79307	7.77491	58.51414	7.11987	10.38200	0.49113	10.00443	9.99846
39.96130	7.36895	36.69188	10.55006	-0.2	32.94040	1160.52380	0.00000	0.97260	9.93483	6.97511	8.31425	38.89175	7.42854	9.35909	51.65	9.60655	9.74338
35.02148	8.59118	7.01553	9.71212	151.08057	39.51253	1165.72550	1.00000	0.12759	7.06663	9.66088	8.36540	57.85088	8.69720	7.37542	-33.79176	10.15518	8.37632
32.63165	7.98846	26.47357	6.47257	1.15597	48.48112	1185.60630	1.00000	0.85432	9.77273	8.25428	9.20774	71.31360	9.17624	9.36652	51.78967	11.46007	9.61197
53.06543	9.33842	11.83453	7.64114	-5.682	66.83114	1074.95901	1.00000	0.61146	9.45690	6.91907	8.24544	60.31448	7.81064	11.73639	5.84752	9.22243	9.41568
26.59644	7.41021	19.35231	10.95232	139.6853	65.56470	1194.55300	0.00000	0.18863	7.69061	8.99122	8.18915	43.57676	6.67481	7.01581	35.815	9.79820	6.43027
47.89170	7.77003	11.65426	4.45680	-117.14392	48.47643	1133.42604	1.00000	0.62612	9.40553	11.51954	9.12223	21.47463	9.31571	8.81120	32.9156	12.52002	9.79739
29.85937	9.36523	7.16302	8.44171	41.00817	56.59355	1059.35302	1.00000	0.10502	7.08990	8.30159	8.45865	73.41174	8.82794	11.31334	38.13708	10.60511	9.71337
48.89097	8.27782	10.19620	8.75265	37.56667	57.34937	1188.89187	1.00000		5.72400	8.57571	9.32608	62.33160	9.28769	5.84407	55.85	10.24016	4.87246
25.23580	9.10809	11.75709	7.77999	-73.20483	46.99566	1119.38803	1.00000	1.30577	10.23352	6.97146	6.55856	57.02830	6.53613	9.79704	41.16704	10.91622	8.81276
45.01573	8.64068	26.99605	7.80522	-3.59625	45.12004	1055.12641	0.00000	6.18535	11.80053	7.84910	9.48359	46.02195	7.57812	12.16081	5.27247	7.75498	8.45219
67.26735	9.14837	18.52440	9.50494	71.57737	37.40618	1198.88626	0.00000	1.03247	9.94291	5.84823	5.80613	52.60379	9.64613	10.12579	21.53889	10.28160	8.65567
62.45923	8.96553	27.51813	11.99799	-101.2591	51.97608	1195.35772	0.00000	0.45064	9.15558	6.67703	8.09025	43.29285	9.43305	8.23465	21.01858	10.50473	9.69365
73.39405	8.95217	27.65747	8.78887	-104.83192	89.74696	1194.55707	0.00000	1.53126	10.39179	9.17964	9.03085	46.14859	9.19244	10.98927	39.72943	10.75887	11.34270
26.89628	8.84329	19.36563	9.46094	76.32756	54.89762	1190.88867	1.00000	2.99199	11.04898	12.59802	9.11423	54.76860	9.14827	7.84510	9.57046	6.92415	6.44901
76.25432	7.17598	15.98771	9.53061	150.60036	57.30120	1157.33483	0.00000	0.08355	6.78444	9.83068	9.58243	61.63259	7.60787	10.99337	-34.88422	3.19508	9.33580
33.62854	8.62311	18.73271	10.26630	5.23333	42.42202	1101.32392	1.00000	0.13046	7.43324	10.79570	8.33388	50.62498	7.96810	6.69268	52.09	8.95523	6.58735
66.42134	8.24190	19.46635	10.34267	-116.37697	44.10020	1130.89476	0.00000	0.82475	9.75464	8.14762	10.05970	71.82159	9.30500	8.73420	33.72255	11.04088	8.38201
21.05496	8.90921	31.39110	10.15492	-2.77259	71.82940	1091.19698	1.00000	0.13360	7.66863	9.25894	7.01293	64.58950	10.32851	7.79434	37.49073	9.72760	6.27787
54.24958	8.27417	18.74263	9.33058	7.00417	45.12989	1069.37341	1.00000	0.08184	6.42566	7.90650	7.38807	48.55116	8.55186	8.19482	52.26083	11.65746	8.59115
42.05860	8.97482	7.34008	10.66876	-102.04897	45.81880	1147.47650	0.00000	1.99556	10.64913	8.51028	8.78729	31.02265	8.80752	10.89721	19.64745	9.09532	11.37434
26.81095	8.83167	14.44154	10.74429	124.3697	47.63674	1097.03467	1.00000	0.14441	7.45731	10.23555	8.01218	47.12281	7.49471	6.06688	9.6531	9.81859	6.58780
27.07971	8.75663	16.48676	10.65265	38.07083	45.68848	1188.52974	0.00000	0.18022	7.84068	10.90373	10.24121	45.42323	7.75741	10.42686	54.90083	8.84622	10.34324
39.53988	7.00235	1.92487	10.64449	-46.99583	33.92801	1143.60623	1.00000	0.17279	7.77711	10.17844	8.18342	60.59913	8.87678	7.56068	-22.97056	9.97654	8.45758
33.81145	9.46644	29.75529	9.46086	-97.90308	58.45094	1082.11939	1.00000	0.57408	9.27954	11.52505		45.09236	10.26361	9.40458	31.12406	9.55554	7.49375
40.69906	11.35547	26.38948	9.90587	-72.27814	68.87867	1164.91010	1.00000	0.05545	4.19101	8.04410	9.48967	52.27208	7.98982	6.92316	42.93369	8.89199	6.68549
49.67076	7.38543	30.25386	11.30976	-73.89875	35.84273	1114.36925	1.00000	0.15951	7.41942	9.89048	7.78632	49.86575	8.92041	8.08687	40.93121	9.14312	6.78492
31.75088	7.98668	31.81732	10.96803	-3.67029	41.81748	1197.43414	0.00000	0.57462	9.33293	6.82119	8.67989	51.08181	9.10724	8.50391	37.13548	10.62574	9.51784
35.33627	7.52186	11.68889	9.66646	151.08057	43.74767	1181.13316	1.00000	0.11320	6.25045	8.42981	7.65882	34.77067	8.84748	7.70801	-33.79176	9.88813	6.52037
32.37443		20.65041	10.23570	55.4504	54.88994	1188.50763	0.00000	1.20499	10.09515	7.44855	9.56169	54.53690	8.30190	9.85050	-20.88231	9.98060	11.13622
52.69108	6.84852	26.85269	7.59416	89.11943	42.34890	1055.55979	1.00000	0.14393	7.66587	7.90665	7.84273	52.51110	8.12571	11.22313	23.9028	11.26377	9.51788
56.29209	9.96167	8.90894	5.05225	106.88324	52.54631	1166.52683	1.00000	3.27208	11.15004	10.74415	7.10233	50.09966	10.17355	4.53781	47.90771	11.60710	11.43778
55.86740	8.71041	25.10666	9.26189	34.86563	72.19540	1166.46367	0.00000	2.16724	10.72868	9.34672	8.77901	59.12772	9.64888	9.58077	31.92923	11.10019	11.06226
40.24746	7.25568	13.85445	10.23262	15.87735	29.00370	1120.95630	0.00000	0.20184	8.20117	10.63094	10.18146	61.79373	8.71719	8.76844	4.94273	11.33108	7.94354
48.95893	9.10997	17.48215	9.53895	138.31667	42.66773	1176.06144	0.00000	0.48356	9.04778	5.80894	9.27764	59.30900	8.83756	8.73472	36.65	10.29914	8.36915
53.25603	8.24804	16.06707	9.87733	171.25364	46.45610	1172.09728	1.00000	0.78435	9.58614	12.00408	9.24509	46.17411	8.23488	6.96436	-44.39672	8.85262	6.41125
24.58208	7.44750	22.44186	9.56168	-73.89875	64.60135	1151.30456	0.00000	0.60200	9.37342	8.60911	9.04540	65.18284	8.21967	8.51495	40.93121	12.65521	9.42611
44.10878	9.25623	13.84338	9.44552	-97.35992	49.33278	1090.78686	1.00000	0.24950	8.45458	5.14606	9.45784	47.81964	8.11927	12.53206	19.8173	10.09643	8.67984
33.37384	8.95967	3.41894	9.83175	7.2278	60.00766	1085.78046	1.00000	0.24477	8.15646	8.98757	8.68953	52.99797	7.30454	7.49274	50.64336	9.53626	10.83833
23.62545	7.96602	11.39248	6.23326	-75.23266	47.70669	1104.58693	1.00000	0.78458	9.67319	6.67717	8.25079	46.43569	8.33627	12.72967	43.1009	10.70094	8.87697
43.40567	7.02565	17.00819	9.88879	15.46667	52.00734	1137.48988	0.00000	1.58288	10.42601	8.14607	7.34425	66.68843	10.59059	10.96893	47.05	9.46393	12.42798
41.99163	8.81560	14.03605	10.64237	75.37991	59.57928	1066.94864	1.00000	0.06909	7.18124	10.04232	8.11274	52.36921	9.22825	6.76110	25.75728	8.35231	6.52154
26.00427	8.33692	13.68130	9.83233	-73.9614	62.45479	1181.42390	1.00000	0.09335	6.76048	8.98033	10.64134	42.34733	7.94120	8.09999	10.15031	9.58831	6.97153
43.40521	9.86241	6.75915	6.89362	9.02596	57.77958	1119.96597	1.00000	2.24986	10.76094	6.75478	8.01541	71.92413	9.10390	10.04960	48.21644	8.10639	10.69542
49.42281	8.93519	21.00017	7.51083	-117.23991	58.44377	1121.45627	1.00000	0.20013	7.95084	7.60134	7.31336	80.96762	8.94671	12.24721	47.64995	10.55345	9.34288
47.48337	8.76601	7.59321	8.52115	39.25	64.80379	1070.74789	0.00000	0.09872	7.07469	12.49729	8.21035	44.53518	9.70290	11.08850	-6.8	8.70647	9.43730
37.45359	8.07883		7.95215	33.2525	55.50001	1106.15230	0.00000	0.12605	7.26167	11.28605	8.61700	78.74692	8.63263	11.01719	57.97472	5.37822	8.81122
59.24812	7.21520	23.53403	8.04333	-82.32483	43.20428	1128.03411	1.00000	1.62973	10.44050	5.44676	10.40200	53.66549	7.91992	9.79087	29.65163	12.31765	8.32679
29.46446	8.31686	8.61001	11.07942	3.20639	37.67299	1069.91728	1.00000	7.47098	11.98350	11.54398	8.18068	51.82806	9.44815	8.91727	50.74497	9.56586	6.51715
56.06968	8.39512	24.37862	8.29405	3.1631	58.50074	1060.19421	0.00000	0.18545	7.57769	11.38430	7.01635	73.44969	8.83892	10.41504	41.91738	8.50163	11.32691
40.66874	8.64010	29.73719	8.18191	12.38878	54.07087	1122.95340	1.00000	0.07448	5.62269	9.99526	8.25314	70.94007	8.80603	5.37348	43.1122	8.00735	6.95864
45.82048	7.85964	21.42170	5.88224	103.6032	34.65466	1115.78531	1.00000	3.65021	11.26977	8.97034	8.67947	52.30471	7.96840	8.38270	1.6561	10.22521	9.80082
61.59673	10.10798	2.37821	10.63156	72.85107	35.42612	1192.23202	1.00000	0.10303	5.99344	8.63941	8.08602	62.18895	7.45737	6.89944	19.30157	9.25115	6.11129
59.95046	9.54743	9.02990	10.27120	24.6522	59.77000	1104.14815	1.00000	0.10855	5.80915	8.02148	8.43036	55.00804	7.74399	8.05495	60.2052	11.45191	8.36710
37.12330	9.09468	14.95113	9.65046	-89.99038	42.05920	1139.06253	1.00000	0.12024	6.90433	9.40397	7.31779	49.20065	7.72509	8.43269	38.58894	9.89024	9.55098
31.95872	10.44792	27.07622	9.87049	75.35927	54.71750	1185.48690	0.00000	0.66030	9.42289	6.10994	9.28019	54.27223	8.07992	9.42128	12.04161	9.31470	8.65350
66.40636	7.09333	27.80314	9.88789	36.25361	43.51595	1155.40049	1.00000	0.39036	8.92025	7.36130	8.11037	55.90193	7.74466	8.79164	47.48444	8.17464	10.73269
50.80354	8.39361	8.20824	11.87718	19.91667	63.62872	1082.60411	0.00000	0.11221	7.35250	8.07466	7.19700	44.90743	8.82325	8.71444	-11.78333	7.43647	9.17122
27.15026	9.20990	12.76176	9.77424	-116.97725	34.33119	1159.84321	0.00000	0.30593	8.45791	7.87617	8.67144	44.54222	9.26179	10.87760	33.92946	5.52954	9.83141
31.96483	7.95733	18.78224	11.01135	68.49143	60.19936	1144.17633	0.00000	0.60407	9.37009	5.18643	10.64373	34.59408	6.85480	8.85749	25.80565	9.03246	9.14913
46.73603	9.20143	6.30679	9.95708	73.38333	42.52681	1120.05874	0.00000	0.12665	6.92485	9.35615	9.10045	47.97086	9.69298	8.73097	31.71667	6.58916	7.93682
22.48190	6.99883	7.02602	9.18612	-93.08883	58.48730	1179.43220	1.00000	0.46934	9.09825	12.19895	8.40146	60.92501	9.76769	8.20538	45.16024	9.76185	8.82292
55.33902	8.95869	29.84127	10.04438	-77.96389	54.63587	1139.48001	0.00000	0.81239	9.70412	8.14748	8.81783	60.77734	8.82776	10.48077	39.45621	10.37760	11.65798
57.16494	9.50881	19.14322	9.91577	-81.24441	30.72365	1128.53010	1.00000	1.01592	9.91475	7.46293	7.98095	41.65677	9.55417	10.25029	23.15678	9.58209	10.30005
32.61224	7.85140	7.51877	6.88761	88.28637	24.65579	1102.70774	1.00000	1.99323	10.63640	7.72272	7.96554	50.00966	8.43732	10.63286	23.07492	9.54684	9.31269
60.46031	9.37785	3.55542	8.48531	-84.23381	39.11317	1076.73105	0.00000	0.10002	7.10028	9.83598	7.63327	69.54383	8.32140	9.48700	33.54428	6.57073	9.82935
58.91563	9.27670	14.14180	8.06940	35.96944	23.77910	1198.75463	1.00000	0.44175	8.97166	10.88622	8.59587	37.34011	8.32961	5.99354	56.03361	9.55729	11.31040
36.39268	9.50459	17.17716	9.00793	-6.00137	16.64426	1140.74429	0.00000	0.12251	7.40102	8.52010	10.91603	49.59959	8.31380	9.76100	33.42585	3.24719	9.82980
39.23940	7.27526	22.93668	7.24695	-74.13653	40.95134	1056.20886	1.00000	1.65787	10.42995	8.61373	7.97225	62.42103	8.45660	6.96951	40.63316	10.96249	10.24631
39.16380	10.29403	2.41510	8.72238	98.6738	39.57515	1051.57895	1.00000	1.00374	9.91605	5.75002	7.70497	52.44500	9.39326	9.05363	3.7278	9.82758	10.16143
15.43517	11.91807	11.25271	11.00242	-73.9625	34.11003	1088.38325	0.00000	0.09362	6.59265	9.73588	8.94895	50.02638	10.06091	9.02741	40.81	7.34966	9.50180
29.22020	8.03589	20.26625	8.95430	9.00472	46.77627	1074.96063	0.00000	0.20092	7.70748	4.42455	8.57970	58.92817	8.68350	7.42364	4.2475	11.15022	8.94672
25.06305		16.54182	3.93802	3.47717	41.97619	1133.58827	1.00000	7.16388	11.94375	8.59012	7.20449	54.85113	7.26303	9.99731	36.76639	9.44852	10.45646
37.97741	8.20678	17.13233	7.53768	70.96699	53.01195	1125.97089	1.00000	0.08831	4.99899	5.44182	9.14081	70.20983	8.47338	8.03247	30.46907	8.87676	6.90823
53.24590	8.75766	11.67524	9.18986	-111.78903	41.31302	1199.34980	1.00000	0.11826	6.21938	9.14306	8.21572	34.49017	9.93993	6.58908	33.35283	7.56762	4.81451
28.92557	7.90285	10.48361	8.56515	10.58082	54.40966	1058.54672	0.00000	1.71174	10.48700	7.64606	7.08692	50.03910	9.06707	10.25297	35.72917	9.94209	9.97261
57.84828	9.56215	3.08736	8.66195	3.47717	57.18858	1138.53758	0.00000	2.83612	11.02269	9.27978	5.60224	54.60104	7.06880	9.60694	36.76639	11.15359	9.45667
57.15494	9.84219	32.99113	9.03025	78.55757	28.46954	1129.39440	0.00000	0.09660	6.49786	13.33369	9.64203	45.90614	8.97056	11.57402	17.34769	6.36461	10.94922
47.94517	8.60403	20.98572	8.14341	13.39954	33.64896	1076.70655	0.00000	0.22650	8.21904	13.20781	9.47316	22.91457	7.38062	11.44529	43.62558	8.90613	11.20885
57.81411	9.82254	3.57205	9.75125	36.25361	39.86257	1127.37946	0.00000	0.20238	7.83457	9.60149	6.82596	70.59576	7.54691	10.18814	47.48444	6.53671	9.59764
34.19849	6.06437	22.73505	8.87564	89.11943	75.00434	1070.79592	1.00000	0.08710	3.08868	6.24372	8.58022	61.88962	8.44915	5.88762	23.9028	9.33631	6.96058
26.19822	10.81277	17.03371	10.18301	11.18709	61.07430	1143.02311	1.00000	0.26186	8.38738	12.37180	8.79528	53.09366	9.52719	5.99312	48.73218	8.60687	6.53075
51.25294	7.47764	-16.76959	9.03095	69.01354	50.77560	1139.18419	0.00000	0.34346	8.62458	8.18064	9.03263	55.89301	7.02691	9.13492	38.55632	7.63949	10.38553
