longitude	latitude	location	station	revision	QoS
-83.55521	41.66394	America/New_York	Toledo	16 Aug 2018	good
-89.64066	40.56754	America/Chicago	Pekin	30 Oct 2021	building
-91.73625	35.25064	America/Chicago	Searcy	06/17/2018, 00:00:00	building
7.02238	52.21099	Europe/Berlin	Gronau	2015/05/01	average
-2.31938	6.46346	Africa/Accra	Bibiani	2020/03/23	accep
43.83992	55.39485	Europe/Moscow	Arzamas	2019-12-17	average
-85.43772	10.63504	America/Costa_Rica	Liberia	08/14/2015, 00:00:00	good
4.91667	45.73333	Europe/Paris	Bron	2018-01-27	maintenance
-2.09814	57.14369	Europe/London	Aberdeen	05/09/2015, 00:00:00	building
35.7	-7.76667	Africa/Dar_es_Salaam	Iringa	04 Aug 2014	excellent
137.23333	35.8	Asia/Tokyo	Gero	2021-08-15	building
-86.11084	41.75338	America/Indiana/Indianapolis	Granger	2022/08/10	accep
-1.325	38.47917	Europe/Madrid	Jumilla	01/01/2018, 00:00:00	maintenance
101.44167	0.51667	Asia/Jakarta	Pekanbaru	16 Feb 2020	average
-115.98391	36.20829	America/Los_Angeles	Pahrump	2020/08/10	good
91.61356	26.44931	Asia/Kolkata	Rangia	2013/01/19	average
-2.12139	52.48173	Europe/London	Brierley Hill	2018-02-17	average
-98.11889	19.04222	America/Mexico_City	Casa Blanca	03 Feb 2015	average
4.08282	36.61954	Africa/Algiers	Beni Douala	2014/06/28	excellent
34.8732	32.05971	Asia/Jerusalem	Ganei Tikva	2016/09/20	average
-1.06667	53.78333	Europe/London	Selby	05/01/2021, 00:00:00	accep
99.96667	8.43333	Asia/Bangkok	Nakhon Si Thammarat	11/28/2012, 00:00:00	average
120.14278	32.50611	Asia/Shanghai	Jiangyan	27 Feb 2020	excellent
-1.4001	7.06273	Africa/Accra	Mampong	2019-10-14	building
26.97253	49.65186	Europe/Kiev	Krasyliv	2014-03-01	average
100.04427	13.8196	Asia/Bangkok	Nakhon Pathom	2021/11/01	building
8.88104	45.79377	Europe/Rome	Malnate	04/09/2015, 00:00:00	accep
0.30367	51.38673	Europe/London	Hartley	11 Dec 2016	good
101.02083	4.02219	Asia/Kuala_Lumpur	Teluk Intan	02/13/2022, 00:00:00	good
-41.25528	-19.32556	America/Sao_Paulo	Resplendor	2019-04-19	excellent
14.34085	40.87363	Europe/Rome	Volla	2018-02-12	accep
10.18003	24.96334	Africa/Tripoli	Ghat	2019-11-16	average
36.73307	55.38752	Europe/Moscow	Naro-Fominsk	2019-11-30	average
7.2278	50.64336	Europe/Berlin	Bad Honnef	2018/03/27	excellent
9.5586	54.52156	Europe/Berlin	Schleswig	2017/12/27	average
14.34085	40.87363	Europe/Rome	Volla	09/08/2014, 00:00:00	accep
-66.8499	18.03496	America/Puerto_Rico	Yauco	2013-04-29	accep
42.7125	11.15583	Africa/Djibouti	'Ali Sabieh	2021/07/07	good
-7.95	53.43333	Europe/Dublin	Athlone	2015/02/08	good
-119.27337	50.26729	America/Vancouver	Vernon	01/02/2018, 00:00:00	maintenance
38.07083	54.90083	Europe/Moscow	Stupino	11/23/2020, 00:00:00	building
1.6	43.11667	Europe/Paris	Pamiers	2022-04-28	good
1.00288	49.28669	Europe/Paris	Elbeuf	2021/01/03	accep
48.87498	38.45598	Asia/Baku	Astara	08 Aug 2021	maintenance
106.92667	-6.91806	Asia/Jakarta	Sukabumi	2018-08-17	excellent
126.835	37.65639	Asia/Seoul	Goyang-si	2020/06/16	maintenance
10.03988	53.6052	Europe/Berlin	Barmbek-Nord	04/12/2022, 00:00:00	building
124.3697	9.6531	Asia/Manila	Jagna	2018-10-02	building
71.30633	21.34222	Asia/Kolkata	Kundla	28 Apr 2021	average
171.25364	-44.39672	Pacific/Auckland	Timaru	05/09/2022, 00:00:00	good
-117.14392	32.9156	America/Los_Angeles	Mira Mesa	02/22/2020, 00:00:00	building
35.96944	56.03361	Europe/Moscow	Volokolamsk	08/20/2022, 00:00:00	accep
74.85849	31.28092	Asia/Kolkata	Patti	2014-12-18	accep
23.225	43.4125	Europe/Sofia	Montana	27 Nov 2018	good
-6.00137	33.42585	Africa/Casablanca	Oulmes	2014/10/02	maintenance
125.51176	42.64031	Asia/Shanghai	Dongfeng	2020-04-26	accep
136.61667	36.53333	Asia/Tokyo	Nonoichi	2013-10-08	excellent
-98.1664	19.32932	America/Mexico_City	Contla	2018-09-13	average
38.94324	44.98901	Europe/Moscow	Yablonovskiy	18 Mar 2022	accep
124.84472	10.13361	Asia/Manila	Maasin	2021-09-13	average
51.67462	32.65246	Asia/Tehran	Isfahan	11 Jan 2013	average
-74.95472	10.98778	America/Bogota	Puerto Colombia	10/22/2019, 00:00:00	maintenance
2.59753	8.88649	Africa/Porto-Novo	Tchaourou	10/26/2014, 00:00:00	accep
-52.20639	-3.20333	America/Santarem	Altamira	11/09/2012, 00:00:00	excellent
8.62118	45.44694	Europe/Rome	Novara	12 Sep 2018	maintenance
-7.35	53.53333	Europe/Dublin	An Muileann gCearr	2020-02-01	accep
6.26764	4.92675	Africa/Lagos	Yenagoa	06 Sep 2021	average
9.29109	45.39402	Europe/Rome	San Giuliano Milanese	2015-08-19	accep
-2.98333	53.83333	Europe/London	Poulton-le-Fylde	10/22/2014, 00:00:00	excellent
-117.70755	33.52253	America/Los_Angeles	Laguna Niguel	03/05/2015, 00:00:00	average
10.58082	35.72917	Africa/Tunis	Msaken	2017-07-02	good
24.43973	0.76755	Africa/Lubumbashi	Yangambi	2019-03-11	accep
9.15214	49.97704	Europe/Berlin	Aschaffenburg	2015/08/29	accep
77.70636	28.98002	Asia/Kolkata	Meerut	13 Nov 2019	maintenance
-74.13653	40.63316	America/New_York	Port Richmond	11 Apr 2022	maintenance
-87.93341	42.55308	America/Chicago	Pleasant Prairie	2021/07/13	maintenance
-2.68333	43.31667	Europe/Madrid	Gernika-Lumo	2021-07-14	accep
152.70493	-25.54073	Australia/Brisbane	Maryborough	2013/04/19	building
-72.27814	42.93369	America/New_York	Keene	2021/08/22	average
8.91229	49.13645	Europe/Berlin	Eppingen	2021/09/08	maintenance
-120.45794	34.63915	America/Los_Angeles	Lompoc	07/28/2022, 00:00:00	average
-100.44843	20.74122	America/Mexico_City	Santa Rosa Jauregui	11/15/2014, 00:00:00	average
-122.24064	47.80527	America/Los_Angeles	Bothell West	01/14/2018, 00:00:00	excellent
10.30215	53.94313	Europe/Berlin	Bad Segeberg	22 Aug 2020	maintenance
-89.66123	21.28306	America/Merida	Progreso	02/25/2021, 00:00:00	average
-117.70755	33.52253	America/Los_Angeles	Laguna Niguel	2014/01/08	building
43.38531	9.89206	Africa/Mogadishu	Baki	05/29/2013, 00:00:00	excellent
121.06761	12.35275	Asia/Manila	San Jose	01/01/2014, 00:00:00	excellent
99.1625	3.3285	Asia/Jakarta	Tebingtinggi	01/20/2020, 00:00:00	excellent
3.55665	36.72544	Africa/Algiers	Thenia	28 Jan 2014	accep
-79.62603	8.88988	America/Panama	Veracruz	05 Mar 2020	excellent
-122.39168	40.58654	America/Los_Angeles	Redding	01/04/2021, 00:00:00	building
-58.38341	-34.64966	America/Argentina/Buenos_Aires	Barracas	03/09/2015, 00:00:00	accep
-71.08977	41.9001	America/New_York	Taunton	2016-03-10	excellent
4.52529	50.71229	Europe/Brussels	Rixensart	2014-01-02	maintenance
15.00913	37.51803	Europe/Rome	Misterbianco	11/29/2013, 00:00:00	good
115.70111	37.73222	Asia/Shanghai	Hengshui	04/14/2019, 00:00:00	good
33.72798	53.53395	Europe/Moscow	Zhukovka	14 Sep 2017	accep
120.14278	32.50611	Asia/Shanghai	Jiangyan	07/26/2020, 00:00:00	good
34.37389	40.1675	Europe/Istanbul	Sungurlu	03 Apr 2016	average
4.63031	43.67681	Europe/Paris	Arles	08 Jul 2019	average
42.54536	-0.35817	Africa/Mogadishu	Kismayo	08 Jun 2022	excellent
16.4	48.25	Europe/Vienna	Floridsdorf	06/01/2016, 00:00:00	excellent
-66.8499	18.03496	America/Puerto_Rico	Yauco	2018/09/27	average
117.55417	34.86472	Asia/Shanghai	Zaozhuang	09 Nov 2013	excellent
-98.15529	26.18924	America/Chicago	San Juan	2021-03-18	average
-4.83076	39.96348	Europe/Madrid	Talavera de la Reina	2014/03/22	accep
7.60872	43.78956	Europe/Rome	Ventimiglia	12/25/2012, 00:00:00	excellent
-120.93549	37.73604	America/Los_Angeles	Riverbank	29 Oct 2018	building
8.64409	48.07667	Europe/Berlin	Trossingen	2019-07-12	good
76.32756	9.57046	Asia/Kolkata	Kalavoor	2022/09/03	building
8.86374	44.89784	Europe/Rome	Tortona	21 Aug 2020	excellent
-87.882	41.85059	America/Chicago	Westchester	24 Jul 2020	accep
144.09638	43.82634	Asia/Tokyo	Motomachi	26 Sep 2014	good
-61.51889	10.66668	America/Port_of_Spain	Port of Spain	01/19/2013, 00:00:00	building
-38.79084	-10.95817	America/Bahia	Tucano	2021/09/01	building
74.4818	30.21121	Asia/Kolkata	Malaut	2021-01-28	average
51.0193	35.6803	Asia/Tehran	Shahre Jadide Andisheh	22 Aug 2019	average
4.69889	50.56149	Europe/Brussels	Gembloux	2020-08-31	excellent
75.37991	25.75728	Asia/Kolkata	Deoli	12 Aug 2022	good
-75.23266	43.1009	America/New_York	Utica	11 Dec 2020	accep
68.88871	25.95533	Asia/Karachi	Jhol	03 Feb 2017	excellent
83.97573	21.46527	Asia/Kolkata	Sambalpur	2022/02/20	building
123.33471	8.56697	Asia/Manila	Dipolog	2018-05-26	average
-53.13722	-22.92306	America/Sao_Paulo	Loanda	2018-11-05	good
40.74357	37.31309	Europe/Istanbul	Mardin	2017-10-09	average
36.36339	0.03813	Africa/Nairobi	Nyahururu	2017-05-15	building
107.60627	51.82721	Asia/Irkutsk	Ulan-Ude	06/07/2014, 00:00:00	building
-73.9614	10.15031	America/Bogota	El Copey	04/15/2014, 00:00:00	average
24.75	55.25	Europe/Vilnius	Ukmerge	2016-02-12	accep
-88.64235	46.09273	America/Menominee	Iron River	2022/06/25	accep
78.23456	28.92694	Asia/Kolkata	Bachhraon	01 Dec 2018	maintenance
43.67663	53.53041	Europe/Moscow	Nizhniy Lomov	2017-11-02	excellent
-122.24064	47.80527	America/Los_Angeles	Bothell West	2021-06-30	average
-1.86343	38.10558	Europe/Madrid	Caravaca	05 Sep 2014	excellent
37.92792	53.93361	Europe/Moscow	Kireyevsk	07/29/2013, 00:00:00	building
0.57856	40.70995	Europe/Madrid	Amposta	29 Aug 2020	excellent
105.89333	34.56861	Asia/Shanghai	Beidao	20 Jan 2019	average
9.29109	45.39402	Europe/Rome	San Giuliano Milanese	2016/03/22	good
123.62494	12.37169	Asia/Manila	Masbate	2015-07-26	accep
-84.13722	9.92787	America/Costa_Rica	San Rafael	02/28/2022, 00:00:00	average
-77.37331	37.60876	America/New_York	Mechanicsville	12 Aug 2020	good
-117.29198	33.03699	America/Los_Angeles	Encinitas	2016/03/20	maintenance
-77.03116	3.8801	America/Bogota	Buenaventura	2022-03-02	excellent
-89.66123	21.28306	America/Merida	Progreso	04/21/2020, 00:00:00	accep
10.58082	35.72917	Africa/Tunis	Msaken	2017-02-07	excellent
7.20769	50.80019	Europe/Berlin	Siegburg	2020-09-22	average
-88.3162	42.24113	America/Chicago	Crystal Lake	02/06/2017, 00:00:00	maintenance
77.40858	24.05979	Asia/Kolkata	Leteri	12/07/2013, 00:00:00	excellent
-78.04471	34.25628	America/New_York	Leland	11 Feb 2015	building
135.21667	35.06667	Asia/Tokyo	Sasayama	2019-11-14	maintenance
-40.7475	-4.16694	America/Fortaleza	Guaraciaba do Norte	2022-05-20	building
12.87117	50.23271	Europe/Prague	Karlovy Vary	07/28/2013, 00:00:00	average
-48.29694	-20.87306	America/Sao_Paulo	Viradouro	2019/09/21	good
-117.54866	33.93113	America/Los_Angeles	Norco	2018-05-15	average
118.53333	27.92333	Asia/Shanghai	Pucheng	2014/04/21	good
74.12286	30.76468	Asia/Karachi	Kanganpur	05/29/2019, 00:00:00	good
-70.6996	-33.59217	America/Santiago	San Bernardo	02 Nov 2013	average
84.63445	24.81757	Asia/Kolkata	Rafiganj	07 Jan 2018	accep
-73.97069	40.64621	America/New_York	Kensington	12/01/2016, 00:00:00	building
-86.58208	13.48082	America/Managua	Somoto	28 Aug 2016	good
-1.47217	53.46506	Europe/London	Chapletown	2021-12-10	maintenance
-68.3	-54.8	America/Argentina/Ushuaia	Ushuaia	01 Jun 2019	excellent
-91.11667	14.93333	America/Guatemala	Chichicastenango	2012/12/30	average
-87.45476	41.47892	America/Chicago	Schererville	2022-01-31	average
-117.14392	32.9156	America/Los_Angeles	Mira Mesa	2014/11/06	average
-38.94722	-15.675	America/Bahia	Canavieiras	12 Sep 2019	good
27.25	42.7	Europe/Sofia	Aytos	2021-08-29	accep
152.70493	-25.54073	Australia/Brisbane	Maryborough	2022/01/01	good
75.06583	32.17629	Asia/Karachi	Fazilpur	14 Jun 2018	excellent
-121.74052	38.54491	America/Los_Angeles	Davis	2016-11-22	accep
-79.00453	-2.90055	America/Guayaquil	Cuenca	2020/12/31	excellent
6.10237	46.18396	Europe/Zurich	Onex	05 Apr 2016	good
33.72798	53.53395	Europe/Moscow	Zhukovka	24 Apr 2022	average
123.89071	10.31672	Asia/Manila	Cebu City	10/07/2018, 00:00:00	good
-65.71875	-21.44345	America/La_Paz	Tupiza	2013-07-17	excellent
120.33063	37.65181	Asia/Shanghai	Longgang	2017/05/18	building
6.76111	53.16167	Europe/Amsterdam	Hoogezand	2014/09/06	excellent
-82.90375	32.54044	America/New_York	Dublin	06 Sep 2017	average
79.883	6.9909	Asia/Colombo	Hendala	2019/02/18	good
0.93333	52.68333	Europe/London	East Dereham	25 Dec 2018	maintenance
34.75699	31.39547	Asia/Jerusalem	Rahat	2014-11-16	good
-122.38731	45.53929	America/Los_Angeles	Troutdale	08/29/2013, 00:00:00	accep
12.1369	51.04962	Europe/Berlin	Zeitz	07/24/2013, 00:00:00	excellent
2.08333	48.86667	Europe/Paris	Marly-le-Roi	12/05/2018, 00:00:00	accep
100.48528	14.37395	Asia/Bangkok	Bang Ban	01/10/2015, 00:00:00	average
-7.95	53.43333	Europe/Dublin	Athlone	2022-01-15	accep
19.61222	44.97639	Europe/Belgrade	Sremska Mitrovica	04/26/2018, 00:00:00	accep
141.95	39.46667	Asia/Tokyo	Yamada	2021/05/07	average
-77.96389	39.45621	America/New_York	Martinsburg	12/05/2020, 00:00:00	excellent
115.8614	-31.95224	Australia/Perth	Perth	06/10/2013, 00:00:00	excellent
38.2739	46.7055	Europe/Moscow	Yeysk	2013/01/12	accep
40.74357	37.31309	Europe/Istanbul	Mardin	13 Aug 2015	excellent
88.18466	22.19303	Asia/Kolkata	Diamond Harbour	07/31/2015, 00:00:00	accep
103.6032	1.6561	Asia/Kuala_Lumpur	Kulai	03/26/2018, 00:00:00	building
30.4347	-1.9487	Africa/Kigali	Rwamagana	2015/06/04	excellent
-58.70072	-34.74785	America/Argentina/Buenos_Aires	Pontevedra	10/19/2016, 00:00:00	good
139.55722	36	Asia/Tokyo	Okegawa	10/07/2021, 00:00:00	average
-93.11308	16.75973	America/Mexico_City	Tuxtla	2019/10/04	excellent
-91.11667	14.93333	America/Guatemala	Chichicastenango	10 Mar 2018	accep
-48.29694	-20.87306	America/Sao_Paulo	Viradouro	28 Apr 2013	building
-93.263	45.0408	America/Chicago	Columbia Heights	2016-08-27	good
76.03889	18.18158	Asia/Kolkata	Osmanabad	20 May 2021	accep
14.66737	41.55947	Europe/Rome	Campobasso	10/10/2017, 00:00:00	average
70.96699	30.46907	Asia/Karachi	Kot Addu	2014-09-13	good
75.11937	20.88098	Asia/Kolkata	Parola	2013/02/14	good
150.99292	-33.75881	Australia/Sydney	Baulkham Hills	08/14/2018, 00:00:00	average
120.14278	32.50611	Asia/Shanghai	Jiangyan	11 Jun 2021	accep
19.27498	50.20528	Europe/Warsaw	Jaworzno	2016-02-26	maintenance
1.04945	35.06544	Africa/Algiers	Frenda	12/30/2015, 00:00:00	accep
36.7138	35.95664	Asia/Damascus	Binnish	16 Jun 2017	building
35.7	-7.76667	Africa/Dar_es_Salaam	Iringa	2014/03/28	average
14.30935	40.92298	Europe/Rome	Afragola	23 May 2020	building
109.05389	-7.51611	Asia/Jakarta	Wangon	2019/11/19	good
37.55	6.03333	Africa/Addis_Ababa	Arba Minch	2021/02/15	accep
77.656	28.71271	Asia/Kolkata	Pilkhua	09 Jun 2015	maintenance
-86.78777	33.44872	America/Chicago	Vestavia Hills	18 Apr 2015	excellent
75.92694	14.46693	Asia/Kolkata	Davangere	08/02/2021, 00:00:00	excellent
-82.45426	27.09978	America/New_York	Venice	2021-12-24	maintenance
-71.8023	42.58342	America/New_York	Fitchburg	2019/01/30	maintenance
-75.87877	5.6561	America/Bogota	Andes	2020/04/07	average
117.63083	35.50056	Asia/Shanghai	Pingyi	2020-08-05	average
-87.88754	41.15376	America/Chicago	Bourbonnais	16 Oct 2018	excellent
2.12213	48.8222	Europe/Paris	Le Chesnay	2022-06-29	average
73.06784	25.13915	Asia/Kolkata	Sheoganj	11/14/2015, 00:00:00	good
-37.93278	-11.48472	America/Bahia	Rio Real	2013/10/19	accep
-72.09391	18.65297	America/Port-au-Prince	Thomazeau	2016-04-26	average
76.0586	16.06213	Asia/Kolkata	Hungund	2021-11-24	average
34.34691	61.78491	Europe/Moscow	Petrozavodsk	2021-12-08	excellent
2.95924	36.76775	Africa/Algiers	Cheraga	04/22/2019, 00:00:00	building
-0.33525	53.7446	Europe/London	Kingston upon Hull	2016-01-10	accep
99.96667	8.43333	Asia/Bangkok	Nakhon Si Thammarat	21 Jun 2014	good
35.23388	31.78336	Asia/Hebron	East Jerusalem	2020-11-24	building
-96.39774	30.16688	America/Chicago	Brenham	2021-12-11	average
-99.73314	32.44874	America/Chicago	Abilene	2015/07/27	excellent
-71.05977	42.35843	America/New_York	Boston	15 Oct 2014	good
-4.10734	38.68712	Europe/Madrid	Puertollano	07 May 2022	building
-7.35	53.53333	Europe/Dublin	An Muileann gCearr	22 May 2014	maintenance
-1.99421	51.35084	Europe/London	Devizes	2017-12-25	average
-73.58248	45.40008	America/Toronto	Sainte-Catherine	04/07/2014, 00:00:00	good
37.55	6.03333	Africa/Addis_Ababa	Arba Minch	2019/02/17	good
-2.01111	52.66277	Europe/London	Great Wyrley	2013-04-09	accep
79.82979	11.93381	Asia/Kolkata	Puducherry	2022/04/22	average
8.91229	49.13645	Europe/Berlin	Eppingen	16 Apr 2020	maintenance
-76.70944	-11.94306	America/Lima	Chosica	2012/12/27	average
-117.23991	47.64995	America/Los_Angeles	Opportunity	29 Sep 2018	good
113.82465	23.29549	Asia/Shanghai	Licheng	2016-09-24	good
77.0202	43.41949	Asia/Almaty	Otegen Batyra	02/19/2016, 00:00:00	building
2.95924	36.76775	Africa/Algiers	Cheraga	07/18/2020, 00:00:00	building
-61.4867	-31.25033	America/Argentina/Cordoba	Rafaela	2016-05-13	excellent
85.37752	22.10194	Asia/Kolkata	Barbil	23 Jul 2014	building
2.31889	35.21222	Africa/Algiers	Ksar Chellala	17 Nov 2016	average
5.37429	51.03427	Europe/Brussels	Houthalen	2019/03/30	good
-73.9625	40.81	America/New_York	Morningside Heights	07/12/2017, 00:00:00	good
3.47717	36.76639	Africa/Algiers	Boumerdas	07/23/2021, 00:00:00	good
31.33078	47.56494	Europe/Kiev	Voznesensk	2019-01-26	average
-74.15987	40.82232	America/New_York	Nutley	2012-10-06	average
5.22778	51.955	Europe/Amsterdam	Culemborg	2022/06/30	excellent
-117.54866	33.93113	America/Los_Angeles	Norco	2020-02-21	maintenance
86.59509	26.11527	Asia/Kolkata	Supaul	2020/07/03	maintenance
74.80555	34.08565	Asia/Kolkata	Srinagar	30 Dec 2015	good
37.99117	44.92934	Europe/Moscow	Krymsk	04/01/2014, 00:00:00	average
9.32241	44.31771	Europe/Rome	Chiavari	16 Sep 2020	building
6.51352	51.19139	Europe/Berlin	Korschenbroich	2014-12-08	average
32.86389	53.95278	Europe/Moscow	Roslavl’	08/19/2019, 00:00:00	accep
-78.19444	38.91817	America/New_York	Front Royal	11/19/2016, 00:00:00	good
-73.49484	41.14676	America/New_York	New Canaan	17 Feb 2015	excellent
117.63083	35.50056	Asia/Shanghai	Pingyi	29 Jul 2018	good
29.24152	-26.93366	Africa/Johannesburg	Standerton	17 Sep 2018	good
100.24529	5.4709	Asia/Kuala_Lumpur	Batu Feringgi	2018/07/31	building
89.20083	55.54028	Asia/Krasnoyarsk	Sharypovo	2018-01-01	average
-59.13316	-37.32167	America/Argentina/Buenos_Aires	Tandil	2013-12-20	good
0.57856	40.70995	Europe/Madrid	Amposta	2019/12/10	average
73.7553	15.5439	Asia/Kolkata	Calangute	2016/08/27	building
48.41667	-17.83333	Indian/Antananarivo	Ambatondrazaka	28 Apr 2013	accep
-98.15529	26.18924	America/Chicago	San Juan	03 Jul 2016	excellent
-81.26367	28.90054	America/New_York	Deltona	2021-05-19	average
76.11996	11.12018	Asia/Kolkata	Manjeri	2019/07/15	accep
-93.08883	45.16024	America/Chicago	Lino Lakes	05 Jan 2020	average
-111.89903	33.50921	America/Phoenix	Scottsdale	2019-05-27	good
9.47629	53.59337	Europe/Berlin	Stade	2015-12-29	good
151.08057	-33.79176	Australia/Sydney	Eastwood	06/23/2018, 00:00:00	excellent
-73.02841	-36.9256	America/Santiago	Chiguayante	2014-05-26	maintenance
126.28333	45.35	Asia/Shanghai	Shuangcheng	23 Jul 2018	accep
171.25364	-44.39672	Pacific/Auckland	Timaru	24 Jun 2015	average
16.91667	-21.98333	Africa/Windhoek	Okahandja	02 Dec 2017	maintenance
153.10236	-27.50578	Australia/Brisbane	Carindale	15 May 2019	excellent
38.2739	46.7055	Europe/Moscow	Yeysk	2020/04/03	average
74.3092	33.37526	Asia/Kolkata	Rajaori	11/20/2012, 00:00:00	accep
12.53463	55.67938	Europe/Copenhagen	Frederiksberg	2016/06/14	building
2.08333	48.86667	Europe/Paris	Marly-le-Roi	09/26/2015, 00:00:00	average
72.54064	31.82539	Asia/Karachi	Sillanwali	06/13/2013, 00:00:00	good
-0.76667	53.38333	Europe/London	Gainsborough	2020-02-07	average
-80.22588	26.2173	America/New_York	North Lauderdale	08 Jun 2014	accep
91.61356	26.44931	Asia/Kolkata	Rangia	05/28/2017, 00:00:00	accep
101.02083	4.02219	Asia/Kuala_Lumpur	Teluk Intan	07/30/2018, 00:00:00	average
8.86374	44.89784	Europe/Rome	Tortona	07 Apr 2019	average
-73.78458	41.0051	America/New_York	Scarsdale	2016/04/13	good
56.36091	51.78771	Asia/Yekaterinburg	Saraktash	2015/05/18	building
31.3237	52.4089	Europe/Minsk	Dobrush	09/17/2022, 00:00:00	excellent
-1.29243	53.49389	Europe/London	Mexborough	03 May 2014	average
-1.99421	51.35084	Europe/London	Devizes	2016/06/13	accep
140.72287	53.14657	Asia/Vladivostok	Nikolayevsk-on-Amure	04 Oct 2015	average
41.00817	38.13708	Europe/Istanbul	Silvan	09/13/2019, 00:00:00	accep
74.83554	14.62072	Asia/Kolkata	Sirsi	25 Feb 2013	excellent
-56.52361	-33.38056	America/Montevideo	Durazno	08/17/2014, 00:00:00	excellent
55.4504	-20.88231	Indian/Reunion	Saint-Denis	03/01/2018, 00:00:00	excellent
-61.4867	-31.25033	America/Argentina/Cordoba	Rafaela	2022/08/11	good
76.03889	18.18158	Asia/Kolkata	Osmanabad	05/25/2019, 00:00:00	maintenance
-76.78319	18.00747	America/Jamaica	New Kingston	05/16/2020, 00:00:00	excellent
153.10236	-27.50578	Australia/Brisbane	Carindale	2015-05-16	accep
3.87723	43.61092	Europe/Paris	Montpellier	28 Sep 2016	average
39.8302	64.5635	Europe/Moscow	Severodvinsk	2014/05/01	excellent
4.08282	36.61954	Africa/Algiers	Beni Douala	31 Jul 2018	building
